Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115)
1.1187845968394125e-08,0.387694779868985,76.950000000000003,0.0,0.0,0.0,1.1523163426911228e-05,9.4998333004646902,0.00083108410202756668,0.0028837012811023374,9.6491592043909108e-11,7.0921877288547087e-13,1.8811802604908904e-10,2.2400307513760695e-06,0.024732688848963007,1.0473998979324938e-06,3.0337957368240906e-21,7.0573295597277656e-11,0.00015487475376055063,0.94786032601132664,3.5206042344308373e-05,3.541345174159047e-15,7.1209107574728686e-13,1.2841940074538706e-07,3.9753798231870995e-14,0.00047987306453026879,2.5081892680707624e-11,0.0052747344964880856,0.0052823529241272675,4.1309814961333393e-07,2.0810451639095204e-07,4.4481808219698746e-08,0.0021271104004834131,3.3146799290654645e-07,8.3454457509434841e-08,4.6560732435674549e-08,1.4442282506216631e-07,3.158516794779372e-06,2.7360503760458905e-06,0.01441936804099252,6.4503866797222696e-13,2.6216027519509954e-13,2.6434687590887733e-06,9.2714643304453823e-07,3.7140952828584337e-08,0.0001795153847106559,0.00053433625869716195,7.0892395655403459e-07,9.8096654112345577e-08,1.1923150678205734e-07,6.8358363940961687e-09,2.999655915114075e-08,3.3133021018771778e-08,1.0298060064878923e-10,1.049374712606738e-06,4.8111719047884843e-09,1.3174785482909782e-08,1.3993339487153401e-08,3.4851334362931551e-11,2.4156778298172339e-10,1.3135054877060297e-12,0.00026433077646200159,2.5547821547731908e-10,1.764514770786012e-07,9.6413436874172363e-05,4.4703725847609874e-09,1.7608019759805206e-07,8.7420887726739346e-09,2.4321725916028125e-08,1.2882124585804334e-09,1.4273679902709068e-09,2.2797654690820763e-16,3.9796439326328911e-09,4.5522025362876195e-06,7.0952988180925029e-08,9.1845301873110709e-09,1.4047641492763606e-09,6.148046207382849e-08,0.00016315464999892411,5.3980324181363834e-09,9.9027798629734715e-07,5.3980407853713319e-09,5.0632097634099311e-05,7.3859433886190306e-18,4.3442403366590263e-18,2.4048420705198312e-14,2.485156461487868e-09,1.1779217744920548e-08,5.6154377044786134e-18,6.7661551895772351e-12,7.5322385145083626e-08,7.9756093350759577e-07,4.0131361922716767e-08,8.4196839187129802e-06,9.2790046850221749e-06,9.9593173596404586e-09,7.3601115550293026e-10,8.521571733766483e-09,3.1970792448964771e-14,1.516149256506421e-08,6.3941449717597686e-14,2.0499901808694545e-05,5.8485503776490643e-08,4.2887712363265837e-12,3.2029232386764478e-07,4.3040192007703833e-10,1.2587090668077596e-09
1.127533798890068e-08,0.38769477987076567,76.950000000000003,0.0,0.0,0.0,1.1410117475435982e-05,9.4998324369335094,0.00082940504885754796,0.0028700112529829883,8.8013628717104033e-11,6.4696781781490511e-13,1.8722494112294647e-10,2.2152570068677868e-06,0.024337697602331475,1.0424273964815956e-06,2.7675074074064976e-21,6.6792701501249439e-11,0.00015576395742400198,0.94822819662688584,3.5207418260207925e-05,3.5245327379048438e-15,7.1617938267432013e-13,1.2915966202074536e-07,3.9711617079741955e-14,0.00048006106841103004,2.4896346846724415e-11,0.005274733868160267,0.0052823530391507252,4.1309806285082598e-07,2.0810447268126168e-07,4.4499072587346149e-08,0.0021385070488806682,3.3324391569904104e-07,8.3901607551076045e-08,4.6560721743632475e-08,1.4519673259167481e-07,3.1755444662191834e-06,2.736422015844533e-06,0.014443797421593111,6.4849512946243153e-13,2.6356506960922193e-13,2.6472176682466551e-06,9.286326813123675e-07,3.7144868003177357e-08,0.00018005733479312252,0.00053595789268436847,7.0892372388626304e-07,9.8625788669858627e-08,1.2055910543392248e-07,6.8344639008091621e-09,2.9998734687661519e-08,3.3311103529860794e-08,1.0298809940830866e-10,1.0574193075275369e-06,4.8867396958138374e-09,1.3175808745815106e-08,1.4100618174793113e-08,3.4854073946308405e-11,2.4349108795589159e-10,1.3271813127849083e-12,0.00026576908274449551,2.5744585211047786e-10,1.7708268598769891e-07,9.7415458700972213e-05,4.5168327546121147e-09,1.7752053017823316e-07,8.8329448097069175e-09,2.4574469508698911e-08,1.2987523631219635e-09,1.4390040973235394e-09,2.3034560623456765e-16,4.0133101026806811e-09,4.5907240265051354e-06,7.1208186574579186e-08,9.184529093249425e-09,1.4053092222556667e-09,6.1714093346260173e-08,0.00016400716112288308,5.4071637481031823e-09,1.0005532579059364e-06,5.4071721044587139e-09,5.1095092871777493e-05,7.4463737452407613e-18,4.379784068714869e-18,2.4050288519741826e-14,2.4855014449977359e-09,1.1900623936370874e-08,5.6733071440957551e-18,6.8358927444706294e-12,7.5776439820892697e-08,8.1264994913312498e-07,4.0374286491688551e-08,8.5550695254066909e-06,9.4289916957100007e-06,1.0120302891791517e-08,7.4790813344175491e-10,8.6586527176332061e-09,3.2575642931427067e-14,1.5257216135758687e-08,6.5151149458684846e-14,2.0776859219644915e-05,5.9118757838616636e-08,4.3352081341140394e-12,3.2547177252816108e-07,4.3878431299455122e-10,1.24478829879122e-09
1.1362830009407237e-08,0.3876947798726256,76.950000000000003,0.0,0.0,0.0,1.1299094969189193e-05,9.4998315772838797,0.00082772929143239712,0.0028563867401341907,8.0619157527816129e-11,5.9267280998473979e-13,1.8633613031800811e-10,2.1909392400457102e-06,0.023949983507263878,1.0374786924022975e-06,2.5352519036273454e-21,6.3214628639761471e-11,0.0001566490224541745,0.94858887485266907,3.5208784372612813e-05,3.5078007625206991e-15,7.2024866066793714e-13,1.2989647797255185e-07,3.9671619478808228e-14,0.00048024539850000586,2.4733021334674417e-11,0.0052747332759022396,0.0052823531529064462,4.1309797908196715e-07,2.0810443047974688e-07,4.4515999413007001e-08,0.0021498397394159696,3.3500987167929093e-07,8.4346248127914951e-08,4.6560711667716191e-08,1.4596629698336148e-07,3.192476584916873e-06,2.7367749888754222e-06,0.014468138075006146,6.5193219274082813e-13,2.6496198009357287e-13,2.6509623786784677e-06,9.3011462272833048e-07,3.7149529511570635e-08,0.00018060016665892836,0.00053758211654543627,7.0892350365056485e-07,9.9151953839488546e-08,1.2190011500237248e-07,6.8331516413247459e-09,3.0000736942399758e-08,3.3488193257393335e-08,1.0299500124562608e-10,1.0654546683358338e-06,4.9631419683351739e-09,1.3176752180124186e-08,1.4207773731420999e-08,3.4856600400124224e-11,2.4540592701088664e-10,1.3408628480767738e-12,0.0002672032923437984,2.594112410270266e-10,1.7771500429998703e-07,9.8418306430887858e-05,4.5633312129859421e-09,1.7895892771295328e-07,8.9238757239280152e-09,2.4827421041050346e-08,1.3092781113375969e-09,1.4506242491016204e-09,2.3271661465663831e-16,4.0469413103737135e-09,4.6292056169357348e-06,7.1463834706816996e-08,9.1845280619931363e-09,1.4058436362716845e-09,6.1948147178285345e-08,0.00016485577395482324,5.4162620871133412e-09,1.010831536312744e-06,5.4162704325889761e-09,5.1559145776455095e-05,7.5067229368179051e-18,4.4152800613768217e-18,2.405201061938117e-14,2.4858291005426719e-09,1.2022122980364887e-08,5.731220788740524e-18,6.9056836355294169e-12,7.6229756600140766e-08,8.2789629745497947e-07,4.0616827842168298e-08,8.6913134726951573e-06,9.5799375579861972e-06,1.02823175965914e-08,7.5988116679544028e-10,8.7966033543097858e-09,3.3186800100486633e-14,1.5352834377066039e-08,6.6373462574509418e-14,2.1055157458676042e-05,5.9752110663665038e-08,4.3816522745027264e-12,3.3068435537252765e-07,4.4725255495871468e-10,1.2311237520171113e-09
1.1450322029913792e-08,0.38769477987456197,76.950000000000003,0.0,0.0,0.0,1.1190058746859592e-05,9.4998307214962825,0.00082605682522077326,0.00284282742905837,7.4164364495937084e-11,5.4527772798365296e-13,1.8545157318066264e-10,2.167069048031244e-06,0.023569412453561114,1.0325536718133713e-06,2.3325119264804503e-21,5.9828229079656828e-11,0.00015752996785837103,0.94894249319403423,3.521014080038052e-05,3.4911488629648037e-15,7.2429899712718889e-13,1.3062986442256828e-07,3.9633688818391619e-14,0.00048042612247960751,2.4589001094328941e-11,0.0052747327179888132,0.0052823532655453037,4.1309789817080129e-07,2.0810438971791458e-07,4.4532594915215396e-08,0.0021611088238171969,3.3676591566162762e-07,8.4788393041090601e-08,4.6560702178577773e-08,1.4673154212220319e-07,3.2093136763806274e-06,2.7371102329734118e-06,0.014492391532023655,6.5534996449353416e-13,2.6635105000812178e-13,2.6547029502476463e-06,9.3159233014070205e-07,3.7154923461607747e-08,0.00018114387495642181,0.00053920891515114302,7.0892329530898366e-07,9.9675165952909935e-08,1.2325454221500969e-07,6.8318964504208476e-09,3.0002575447307221e-08,3.3664295621230184e-08,1.03001338995455e-10,1.0734806442293317e-06,5.0403866906180265e-09,1.3177620172096773e-08,1.4314804145845953e-08,3.4858925433213082e-11,2.473123314672953e-10,1.3545500028639254e-12,0.00026863348655277865,2.6137434504774514e-10,1.7834842784402838e-07,9.9421939582802657e-05,4.609866082930223e-09,1.8039536380565371e-07,9.0148778448090263e-09,2.5080570305184244e-08,1.3197895099867361e-09,1.462228236069262e-09,2.3508947649200816e-16,4.0805368234237812e-09,4.6676464685045204e-06,7.1719930912627795e-08,9.1845270905383266e-09,1.4063675877038328e-09,6.2182622239136499e-08,0.0001657005085997184,5.425328004136665e-09,1.0211123108480143e-06,5.4253363387330617e-09,5.2024257687300787e-05,7.5669898554088713e-18,4.4507276629793874e-18,2.4053595010562221e-14,2.4861402986929789e-09,1.2143710046660955e-08,5.7891763366300657e-18,6.9755250881859099e-12,7.6682355547646216e-08,8.4330012458374182e-07,4.0858996592277195e-08,8.8284081163582867e-06,9.7318337802445188e-06,1.0445352359512929e-08,7.7192958199609986e-10,8.9354159020188622e-09,3.3804269812045521e-14,1.5448351010995351e-08,6.7608400776910571e-14,2.1334790636751411e-05,6.0385533995698951e-08,4.4281015854629839e-12,3.3592977910016388e-07,4.5580661010253622e-10,1.2177107047719515e-09
1.1537814050420348e-08,0.3876947798765715,76.950000000000003,0.0,0.0,0.0,1.1082972331626808e-05,9.4998298695512879,0.00082438764566058803,0.0028293330077554801,6.8524646969343381e-11,5.0386761922508792e-13,1.8457124935501189e-10,2.1436381828028232e-06,0.023195852802560781,1.0276522213776345e-06,2.1553736212222505e-21,5.6623235837733867e-11,0.00015840681256092614,0.94928918171450682,3.5211487660197521e-05,3.4745766560348123e-15,7.2833047906955873e-13,1.313598371235087e-07,3.9597714729428413e-14,0.0004806033067849822,2.4461759747359244e-11,0.0052747321927692943,0.0052823533771984062,4.1309781998719751e-07,2.0810435033020644e-07,4.4548865197909457e-08,0.0021723146518411438,3.3851210215317578e-07,8.5228056014393279e-08,4.6560693248119238e-08,1.4749249175932024e-07,3.2260562631727657e-06,2.7374286388597712e-06,0.014516559295258949,6.5874855080869675e-13,2.6773232246980545e-13,2.6584394417140107e-06,9.3306587505658042e-07,3.7161036216726425e-08,0.00018168845436229719,0.00054083827344171521,7.0892309833884773e-07,1.0019544125023232e-07,1.2462239250769819e-07,6.8306953318000195e-09,3.0004259222660353e-08,3.383941601127462e-08,1.0300714372994626e-10,1.0814970871495734e-06,5.1184818299408202e-09,1.3178416872572037e-08,1.4421707443469821e-08,3.4861060125981696e-11,2.4921033316188159e-10,1.3682426907178265e-12,0.00027005974541026282,2.6333512767094701e-10,1.7898295246394625e-07,0.0001004263182372898,4.6564355135369657e-09,1.8182981259379322e-07,9.1059475527534986e-09,2.5333907234875636e-08,1.3302863697381189e-09,1.4738158529637272e-09,2.3746409738622153e-16,4.1140959232428103e-09,4.7060457578250755e-06,7.197647353315318e-08,9.184526176010813e-09,1.4068812693125507e-09,6.2417517202433627e-08,0.00016654138505334951,5.4343620576692262e-09,1.0313950782684484e-06,5.43437038138813e-09,5.2490429926900051e-05,7.6271734154862393e-18,4.4861262350405543e-18,2.405504927000669e-14,2.4864358662847811e-09,1.226538037240091e-08,5.8471715180943029e-18,7.045414366578547e-12,7.7134256420316314e-08,8.5886157023951411e-07,4.110080319723442e-08,8.9663458027603907e-06,9.8846718595360305e-06,1.0609398053855507e-08,7.8405270457639683e-10,9.0750826093874296e-09,3.4428057665847262e-14,1.5543769702616109e-08,6.8855975265409508e-14,2.1615752961457662e-05,6.1019000119197612e-08,4.4745540345942979e-12,3.4120775001617236e-07,4.6444643937651137e-10,1.2045445223589052e-09
1.1625306070926904e-08,0.3876947798786516,76.950000000000003,0.0,0.0,0.0,1.0977799918548392e-05,9.49982902142958,0.00082272174815980321,0.0028159031657159135,6.3592047943400441e-11,4.6764976012563045e-13,1.8369513858241745e-10,2.1206385483421811e-06,0.022829175341590908,1.0227742282994201e-06,2.0004459870480795e-21,5.3589931790254919e-11,0.00015927957540352137,0.94962906808077852,3.5212825066625888e-05,3.4580837603593262e-15,7.3234319313243143e-13,1.3208641175930153e-07,3.9563592750655842e-14,0.00048077701662699817,2.4349107695447137e-11,0.0052747316986653881,0.0052823534879797183,4.1309774440671164e-07,2.0810431225392795e-07,4.456481625254281e-08,0.0021834575712857121,3.4024848535574452e-07,8.5665250694743544e-08,4.6560684849459982e-08,1.4824916951280256e-07,3.2427048649279862e-06,2.7377310525079738e-06,0.014540642839665949,6.621280571802149e-13,2.6910584035404486e-13,2.6621719107542164e-06,9.3453532766661487e-07,3.7167854391257249e-08,0.00018223389958240134,0.00054247017642950488,7.0892291223357082e-07,1.0071279588057031e-07,1.2600367006681427e-07,6.8295454490869411e-09,3.0005796804439007e-08,3.401355978765041e-08,1.0301244485300133e-10,1.089503851738341e-06,5.1974353517813723e-09,1.3179146209564098e-08,1.4528481685706292e-08,3.4863014964030928e-11,2.5109996440553682e-10,1.3819408292759239e-12,0.00027148214771886711,2.652935530616736e-10,1.7961857402027218e-07,0.00010143140302849378,4.7030376795660999e-09,1.832622487395587e-07,9.1970812783605406e-09,2.5587421903525014e-08,1.3407685051018168e-09,1.4853868987209323e-09,2.3984038429358235e-16,4.1476179047100317e-09,4.7444026769327567e-06,7.223346091602743e-08,9.1845253156624731e-09,1.4073848703059871e-09,6.2652830746473081e-08,0.00016737842320298728,5.4433647959264341e-09,1.0416793426715001e-06,5.4433731087706888e-09,5.295766380134408e-05,7.6872725535467961e-18,4.5214751520324199e-18,2.4056380567703109e-14,2.4867165886160811e-09,1.2387129261133534e-08,5.9052040951106224e-18,7.1153487729909856e-12,7.7585478671491129e-08,8.7458076783732358e-07,4.1342257951654539e-08,9.1051188702598048e-06,1.0038443283157501e-05,1.0774445542450574e-08,7.9624985929553971e-10,9.2155957168761039e-09,3.5058169008901966e-14,1.5639094060857582e-08,7.0116196734059987e-14,2.1898038735507856e-05,6.1652481848452984e-08,4.5210076283477261e-12,3.4651797408626651e-07,4.7317200062094396e-10,1.1916206554942642e-09
1.171279809143346e-08,0.3876947798807993,76.950000000000003,0.0,0.0,0.0,1.0874506362178331e-05,9.4998281771119295,0.00082105912809721487,0.0028025375939134244,5.927302640936819e-11,4.3593728373381391e-13,1.8282322070103592e-10,2.0980621978329356e-06,0.022469253239259256,1.0179195803220003e-06,1.8647908416787224e-21,5.0719120233048505e-11,0.00016014827514549979,0.94996227760687957,3.5214153132148955e-05,3.4416697963891097e-15,7.363372255745266e-13,1.328096039453511e-07,3.9531224012494134e-14,0.00048094731601480689,2.4249147024401536e-11,0.0052747312341689832,0.0052823535979883507,4.1309767131040484e-07,2.08104275429159e-07,4.4580453960157303e-08,0.0021945379280020067,3.4197511916771715e-07,8.6099990652666587e-08,4.6560676956901861e-08,1.4900159886853175e-07,3.2592599983714521e-06,2.7380182773915414e-06,0.014564643613049013,6.6548858851140502e-13,2.7047164629623398e-13,2.66590041398185e-06,9.3600075686928504e-07,3.7175364845808823e-08,0.00018278020535249809,0.00054410460920153731,7.0892273650321062e-07,1.0122724590260536e-07,1.2739837786969775e-07,6.8284441172993502e-09,3.0007196270253162e-08,3.4186732280879633e-08,1.0301727018958116e-10,1.0975007952948036e-06,5.2772552190325939e-09,1.3179811900189678e-08,1.4635124969409164e-08,3.4864799869994739e-11,2.5298125794371494e-10,1.395644340030174e-12,0.00027290077106260891,2.6724958604106558e-10,1.8025528839075544e-07,0.00010243715513614438,4.7496707810751784e-09,1.8469264742076098e-07,9.288275501700687e-09,2.584110452214354e-08,1.3512357343625818e-09,1.4969411764024667e-09,2.4221824545827187e-16,4.1811020759436925e-09,4.7827164330232517e-06,7.2490891415702686e-08,9.1845245068674104e-09,1.4078785764054444e-09,6.2888561554503433e-08,0.00016821164282806758,5.4523367570325113e-09,1.0519646154105792e-06,5.4523450590060188e-09,5.3425960600321256e-05,7.7472862277293209e-18,4.5567738011564252e-18,2.4057595688679178e-14,2.4869832115333419e-09,1.2508952081853936e-08,5.9632718608460382e-18,7.1853256473003147e-12,7.8036041455234735e-08,8.9045784457134411e-07,4.1583370991816813e-08,9.2447196505842093e-06,1.0193139530201248e-05,1.0940485679324894e-08,8.0852037026220789e-10,9.3569474581735632e-09,3.5694608938862126e-14,1.5734327639298731e-08,7.1389075378199237e-14,2.2181642355266217e-05,6.228595251719983e-08,4.5674604112654481e-12,3.5186015699036533e-07,4.8198324863667237e-10,1.1789346387332901e-09
1.1800290111940016e-08,0.38769477988301215,76.950000000000003,0.0,0.0,0.0,1.0773057164413821e-05,9.4998273365792194,0.0008193997808232233,0.0027892359847980965,5.5486526022132334e-11,4.0813499792767281e-13,1.819554756453509e-10,2.0759013309108068e-06,0.022115962001566677,1.0130881657249758e-06,1.7458621564520096e-21,4.800209701552285e-11,0.00016101293046417986,0.95028893329753816,3.5215471967216029e-05,3.4253343863882832e-15,7.4031266227733223e-13,1.3352942922879866e-07,3.9500514937805339e-14,0.00048111426777799112,2.416023244163492e-11,0.005274730797839855,0.0052823537073105461,4.1309760058463986e-07,2.0810423979865065e-07,4.459578409341867e-08,0.0022055560659063377,3.4369205718592873e-07,8.6532289382763018e-08,4.6560669545892445e-08,1.4974980318099784e-07,3.2757221773367525e-06,2.7382910766190844e-06,0.01458856303656334,6.6883024911862081e-13,2.71829782693207e-13,2.6696250069671394e-06,9.3746223029473795e-07,3.7183554682738732e-08,0.00018332736643899159,0.00054574155692193097,7.0892257067481583e-07,1.0173880728514104e-07,1.2880651772338201e-07,6.8273887947708921e-09,3.0008465263884829e-08,3.4358938792059811e-08,1.0302164607024241e-10,1.1054877777334035e-06,5.3579493912463937e-09,1.3180417461958816e-08,1.4741635426310458e-08,3.4866424233679048e-11,2.5485424691922585e-10,1.4093531481267296e-12,0.00027431569182430197,2.6920319207592587e-10,1.8089309147113584e-07,0.00010344353627770122,4.7963330430549757e-09,1.8612098432191198e-07,9.3795267516035616e-09,2.6094945437371159e-08,1.3616878795145051e-09,1.5084784931240619e-09,2.4459759039577054e-16,4.2145477580769643e-09,4.8209862481962679e-06,7.2748763393758538e-08,9.1845237471178765e-09,1.4083625699096712e-09,6.3124708314988581e-08,0.00016904106360086208,5.4612784692064765e-09,1.0622504150111732e-06,5.4612867603141321e-09,5.3895321597210909e-05,7.8072134174401071e-18,4.5920215821230744e-18,2.4058701053611247e-14,2.4872364434133538e-09,1.2630844268058749e-08,6.0213726392068324e-18,7.255342366434299e-12,7.8485963630574171e-08,9.0649292149794512e-07,4.1824152297906901e-08,9.3851404701721499e-06,1.034875207306699e-05,1.1107509311322963e-08,8.2086356105447582e-10,9.4991300615565938e-09,3.6337382307350133e-14,1.5829473936948573e-08,7.2674620901103363e-14,2.246655830929398e-05,6.291938596847393e-08,4.6139104652371236e-12,3.5723400417487455e-07,4.9088013525423142e-10,1.1664820889250191e-09
1.1887782132446572e-08,0.3876947798852873,76.950000000000003,0.0,0.0,0.0,1.0673418462566444e-05,9.4998264998124196,0.00081774370166058489,0.0027759980322893383,5.2162305403100005e-11,3.8372712482132321e-13,1.8109188344572857e-10,2.0541482909646371e-06,0.021769179428830408,1.0082798733217913e-06,1.6414536096908104e-21,4.5430624169182323e-11,0.00016187355995516865,0.95060915589073924,3.5216781680285871e-05,3.4090771544259975e-15,7.4426958874657459e-13,1.3424590308878302e-07,3.947137695868151e-14,0.0004812779335883033,2.4080937505085087e-11,0.005274730388303327,0.005282353816021392,4.1309753212093122e-07,2.0810420530774782e-07,4.4610812318613344e-08,0.0022165123269921199,3.4539935270751041e-07,8.6962160304176737e-08,4.6560662592987253e-08,1.5049380567410556e-07,3.2920919127837012e-06,2.7385501749618671e-06,0.014612402505206153,6.7215314273489188e-13,2.731802917047225e-13,2.6733457442562984e-06,9.3891981432816979e-07,3.7192411241706544e-08,0.00018387537763961122,0.00054738100483419641,7.0892241429259471e-07,1.0224749590765991e-07,1.3022809030168566e-07,6.8263770755035578e-09,3.0009611018514864e-08,3.4530184593037847e-08,1.0302559741114876e-10,1.1134646615424622e-06,5.4395258239046921e-09,1.3180966223460693e-08,1.4848011222468874e-08,3.4867896940586026e-11,2.567189648372576e-10,1.4230671821762404e-12,0.00027572698520273256,2.711543372684669e-10,1.8153197917587826e-07,0.00010445050870062704,4.8430227150713496e-09,1.8754723562547966e-07,9.4708316049572075e-09,2.6348935129527781e-08,1.3721247661970024e-09,1.519998659985455e-09,2.4697832987458825e-16,4.2479542850386218e-09,4.8592113592042546e-06,7.3007075219197218e-08,9.1845230340202737e-09,1.4088370297579377e-09,6.3361269721859269e-08,0.00016986670508714158,5.4701904509447567e-09,1.0725362670878647e-06,5.4701987311924747e-09,5.4365748049179382e-05,7.8670531229858604e-18,4.6272179069359636e-18,2.405970273832937e-14,2.4874769570453521e-09,1.2752801316816763e-08,6.0795042843957581e-18,7.325396343837568e-12,7.893526376568647e-08,9.2268611361758622e-07,4.2064611696231521e-08,9.5263736514814122e-06,1.0505272378936419e-05,1.1275507279690441e-08,8.3327875483678121e-10,9.6421357512166758e-09,3.698649372324306e-14,1.5924536399017094e-08,7.3972842520557578e-14,2.2752781176916141e-05,6.3552756544693909e-08,4.6603559087725228e-12,3.6263922090367875e-07,4.9986260940148717e-10,1.1542587036957085e-09
1.1975274152953128e-08,0.3876947798876226,76.950000000000003,0.0,0.0,0.0,1.0575557017653525e-05,9.49982566679261,0.0008160908859051536,0.0027628234317689125,4.9239493995802047e-11,3.6226669639049702e-13,1.8023242422796078e-10,2.0327955624871702e-06,0.021428785573402408,1.0034945924572096e-06,1.5496532248100531e-21,4.2996904950342103e-11,0.00016273018213267448,0.95092306389949677,3.5218082377869419e-05,3.3928977263677886e-15,7.4820809011364002e-13,1.3495904093670054e-07,3.9443726248401702e-14,0.00048143837398100284,2.4010025413833683e-11,0.0052747300042478868,0.0052823539241862944,4.1309746581575438e-07,2.0810417190429603e-07,4.4625544197608478e-08,0.0022274070513416877,3.4709705873173196e-07,8.738961676105774e-08,4.6560656075810857e-08,1.5123362944197567e-07,3.3083697128160055e-06,2.7387962607793422e-06,0.014636163388298802,6.7545737251350581e-13,2.7452321525491838e-13,2.6770626793905072e-06,9.4037357413278649e-07,3.7201922095308888e-08,0.00018442423378405736,0.00054902293826341545,7.0892226691793764e-07,1.0275332756087307e-07,1.3166309518074826e-07,6.8254066819271067e-09,3.0010640378705202e-08,3.4700474926583647e-08,1.0302914778979312e-10,1.1214313117434929e-06,5.5219924677164607e-09,1.3181461334476991e-08,1.4954250557726968e-08,3.4869226398910051e-11,2.5857544553249615e-10,1.436786374074194e-12,0.00027713472522962446,2.7310298834622292e-10,1.8217194743887256e-07,0.00010545803517478717,4.8897380709128484e-09,1.889713780033142e-07,9.562186686018917e-09,2.6603064210695783e-08,1.3825462236320521e-09,1.5315014920016689e-09,2.4936037589829534e-16,4.2813210033379535e-09,4.8973910172060075e-06,7.3265825268724991e-08,9.1845223652910143e-09,1.4093021315919118e-09,6.3598244474752527e-08,0.00017068858674683439,5.4790732112003646e-09,1.0828217042622437e-06,5.4790814805950477e-09,5.4837241197278293e-05,7.926804365213736e-18,4.6623621996801408e-18,2.4060606492277943e-14,2.4877053914184181e-09,1.2874818787854765e-08,6.1376646804763379e-18,7.3954850289465372e-12,7.9383960142034023e-08,9.3903752995557599e-07,4.2304758861405432e-08,9.6684115142648957e-06,1.0662691911211252e-05,1.1444470421617465e-08,8.4576527447397694e-10,9.785956748553679e-09,3.7641947555909934e-14,1.601951841767666e-08,7.5283748975329551e-14,2.3040305626808827e-05,6.4186039077961375e-08,4.7067948962902149e-12,3.6807551230787236e-07,5.0893061716978115e-10,1.1422602599602032e-09
1.2062766173459684e-08,0.38769477989001544,76.950000000000003,0.0,0.0,0.0,1.0479440202905322e-05,9.4998248375009613,0.00081444132882660565,0.002749711880074,4.6665340545923026e-11,3.4336636454059242e-13,1.7937707821279863e-10,2.0118357684746227e-06,0.021094662698166757,9.9873221300470837e-07,1.4688040589257431e-21,4.0693560217592714e-11,0.00016358281542981859,0.95123077365285824,3.5219374164571447e-05,3.3767957298667957e-15,7.5212825113698979e-13,1.3566885811646421e-07,3.9417483467708382e-14,0.00048159564837580012,2.3946423694472484e-11,0.0052747296444228264,0.0052823540318622754,4.1309740157032407e-07,2.0810413953852896e-07,4.4639985189777103e-08,0.0022382405771380091,3.48785227961841e-07,8.7814672023022062e-08,4.6560649973018047e-08,1.5196929744974461e-07,3.3245560826987946e-06,2.7390299878480307e-06,0.014659847029959995,6.7874304103153133e-13,2.7585859503373877e-13,2.6807758649245614e-06,9.4182357367234489e-07,3.7212075044796141e-08,0.00018497392973461062,0.00055066734261830744,7.0892212812931908e-07,1.0325631794726132e-07,1.3311153087309199e-07,6.8244754580430491e-09,3.0011559821206224e-08,3.486981500656404e-08,1.030323195166697e-10,1.1293875958512157e-06,5.6053572679396947e-09,1.3181905775554799e-08,1.5060351665177445e-08,3.4870420565091436e-11,2.6042372313821643e-10,1.4505106588307403e-12,0.00027853898478638877,2.7504911265214232e-10,1.8281299221409995e-07,0.00010646607898497306,4.9364774082438213e-09,1.9039338860824182e-07,9.6535886657372687e-09,2.6857323422833567e-08,1.3929520845626288e-09,1.5429868080356279e-09,2.5174364168783936e-16,4.3146472718534171e-09,4.93552448752503e-06,7.3525011927019001e-08,9.1845217387523336e-09,1.4097580478164639e-09,6.3835631279239421e-08,0.00017150672793467853,5.4879272495587662e-09,1.0931062660817042e-06,5.4879355081082206e-09,5.5309802266544662e-05,7.9864661851585515e-18,4.6974538963145993e-18,2.4061417755989694e-14,2.4879223534191607e-09,1.2996892302658331e-08,6.1958517409442231e-18,7.4656059066728056e-12,7.9832070758449539e-08,9.5554727364171265e-07,4.2544603318511438e-08,9.8112463768147016e-06,1.0821002130915587e-05,1.1614389571743309e-08,8.5832244264257426e-10,9.9305852734371062e-09,3.8303747938401833e-14,1.6114423332814227e-08,7.660734853155009e-14,2.3329126415607081e-05,6.481920888057346e-08,4.7532256174219414e-12,3.7354258343425266e-07,5.1808410187862281e-10,1.1304826124606539e-09
