Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H11(22),C7H9(5),C7H9O2(68),S(66),C7H10(18),C7H10(153),C7H10(19),C7H9O2(67),C7H10(146),S(105),C7H10(65),C7H8(58),S(109),C7H11(46),C2H4(115),C5H7(210),S(340),S(339),S(204),C5H8(336),S(200),C7H8(273),S(400),S(399),S(388),C7H10(238),C7H10(187),S(106),OH(D)(275),S(808),S(826),S(929),S(921),H2O(852)
0.0,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,1.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2532751932406876e-23,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999999999999956,9.5,7.6323638444411702e-18,8.1162344831312578e-17,8.1162344831310483e-17,3.9110092058548863e-30,3.911010222206632e-30,2.9876917882682975e-16,3.1633735947592336e-27,2.0180095441940297e-18,2.1384600437664025e-30,6.2765854228198981e-27,4.539276633468956e-44,1.0657578835231711e-31,6.4387898139966183e-48,1.1631846909873701e-48,4.6947356168134705e-32,1.0273825180734878e-44,1.0273825180734568e-44,2.7069406002034459e-58,3.9513538928182546e-59,4.963953494162955e-44,9.7948752744694938e-64,1.6110167746037468e-48,9.8286373156595186e-65,1.1409638325872477e-103,1.0544404720573527e-103,1.0544404720573532e-103,4.7905183647674879e-44,2.4144018251099128e-44,5.9409607888538298e-65,5.9409607901208063e-65,1.2669795619346225e-74,1.2485018718391919e-88,1.247145415553044e-102,6.6928236019695844e-103,4.1610919073091556e-80
3.509170541073925e-23,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999999999999867,9.5,2.1370618764435266e-17,2.2725456552766207e-16,2.272545655276495e-16,2.3622489675981011e-29,2.3622501742106161e-29,8.3655370068404227e-16,1.9106776511753413e-26,5.6504267236041903e-18,1.2916298664065429e-29,3.791057595265686e-26,5.3890222180654825e-43,6.4371776163830177e-31,9.7302991714423619e-47,1.3809328651442105e-47,2.8356203125546e-31,1.2197085254565547e-43,1.2197085254564852e-43,6.0553178443354707e-57,8.8390206038189519e-58,5.8931843616461633e-43,2.1910744194005966e-62,1.9125991079035968e-47,2.7718329824576116e-63,1.2157855024147464e-101,1.1235881475574093e-101,1.1235881475574106e-101,5.6873034024902592e-43,2.8663778466889882e-43,1.328969164387724e-63,1.3289691649105447e-63,5.2282266368460362e-73,9.3984104635330141e-87,1.7023473460082294e-100,9.135671232904684e-101,1.7170862266131054e-78
8.020961236740401e-23,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.999999999999997,9.5,4.8847128604423393e-17,5.1943900692030891e-16,5.1943900692024807e-16,1.1373205879556687e-28,1.1373217726144041e-28,1.9121227442741437e-15,9.1990904126713178e-26,1.2915261081868139e-17,6.2186418068472361e-29,1.8252310407797288e-25,5.2909591403451982e-42,3.0992239251399772e-30,1.0467411842380592e-45,1.355808075826718e-46,1.365229117368255e-30,1.1975170630655599e-42,1.197517063065423e-42,1.1964287649070346e-55,1.7464415209659598e-56,5.785918390759677e-42,4.3291938251285836e-61,1.8778011310696169e-46,6.0293421879705845e-62,2.766843344597474e-99,2.5570237364760074e-99,2.5570237364760123e-99,5.5838282054717064e-42,2.8142267670954641e-42,2.6258191173519229e-62,2.6258191194201509e-62,2.0682344639573321e-71,7.4310405481948382e-85,2.689291581453826e-98,1.443212150281985e-98,6.792622354622987e-77
1.7044542628073353e-22,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999999999999356,9.5,1.0380014828439946e-16,1.1038078897053937e-15,1.1038078897051278e-15,4.9669725040065762e-28,4.9669829821684869e-28,4.0632608309570519e-15,4.0174844644260764e-25,2.744492979617054e-17,2.7158442551436881e-28,7.9712634851595314e-25,4.6797670606749498e-41,1.3535125119241759e-29,9.6213548833864479e-45,1.199196889044737e-45,5.9623142333417186e-30,1.0591902808311588e-41,1.059190280830915e-41,2.1289810611330251e-54,3.1076993741449018e-55,5.1174993121569543e-41,7.7035691039179746e-60,1.6608938089876094e-45,1.117738430388225e-60,4.6758429344952147e-97,4.3212570725712711e-97,4.3212570725712883e-97,4.9388328122880088e-41,2.4891517050847493e-41,4.6725048187020788e-61,4.6725048260834362e-61,7.3813818881867029e-70,5.3113970597161279e-83,3.8469439246877003e-96,2.0644679259983245e-96,2.4242386699652107e-75
3.5091705410739253e-22,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999999999998679,9.5,2.1370618764435072e-16,2.2725456552747258e-15,2.272545655273617e-15,2.0736088122745466e-27,2.0736176197834131e-27,8.3655370023336908e-15,1.6772206791150102e-24,5.6504267215873369e-17,1.1338115148092675e-27,3.3278455895395458e-24,3.93358181267661e-40,5.6506482970875916e-29,8.2312717083050691e-44,1.0079972422984946e-44,2.4891488240242521e-29,8.9031325203877695e-41,8.9031325203836534e-41,3.5908377343853066e-53,5.2415892240298043e-54,4.301431980410542e-40,1.2993195271224608e-58,1.3960812790367958e-44,1.92110678774618e-59,6.8464640377102365e-95,6.3272722286719857e-95,6.3272722286720349e-95,4.1513865647038045e-40,2.0922819902484497e-40,7.8808623120894819e-60,7.8808623370294224e-60,2.4940021086178818e-68,3.5921003979426099e-81,5.2054741255188549e-94,2.7935250895666265e-94,8.1909545606812567e-74
7.118603097607106e-22,0.289853745871657,76.950000000000003,0.0,0.0,0.0,0.99999999999997324,9.5,4.335182663642499e-16,4.6100211864100444e-15,4.610021186405514e-15,8.4713323724591142e-27,8.4714045814498578e-27,1.6970089337130249e-14,6.8519937341959866e-24,1.1462294201967111e-16,4.631989989849695e-27,1.3595335075363171e-23,3.2249152518370819e-39,2.3084742048816148e-28,6.8057746938808158e-43,8.2641703990287961e-44,1.0168985135355875e-28,7.2993259447940318e-40,7.2993259447872732e-40,5.8979617494156081e-52,8.6093260355236404e-53,3.5263531988740561e-39,2.1341362249554599e-57,1.1445917084426774e-43,3.1840936442854627e-58,9.3619604555419093e-93,8.6520095731198164e-93,8.6520095731199527e-93,3.4035575202750388e-39,1.7153791851118763e-39,1.294433997190276e-58,1.2944340053899825e-58,8.1997332525387608e-67,2.3630036145601165e-79,6.8501112527300226e-92,3.6761219419180307e-92,2.6930066521881552e-72
1.4337468210673466e-21,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999999999994615,9.5,8.7314242380403478e-16,9.2849722486672955e-15,9.2849722486489829e-15,3.4242187015738313e-26,3.4242771778198557e-26,3.4179193974896508e-14,2.7696854183892343e-23,2.3086029148483508e-16,1.8723244116438714e-26,5.4954518023603476e-23,2.6115021169147226e-38,9.3312218246116063e-28,5.5343430646712537e-42,6.6925394528412233e-43,4.1104663797584192e-28,5.9111833978504552e-39,5.9111833978394979e-39,9.5608501175725295e-51,1.3956088490192961e-51,2.8553749756479783e-38,3.4595267869702693e-56,9.2691992476360619e-43,5.1844711779683716e-57,1.2382088921616075e-90,1.1443110916119774e-90,1.1443110916120133e-90,2.7562891203838664e-38,1.3891585369400672e-38,2.0983332772779361e-57,2.0983333038734867e-57,2.6595638091474528e-65,1.5331973601991629e-77,8.8901230800591168e-90,4.770897189182752e-90,8.7347025251410686e-71
2.8775198436806185e-21,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999999999989198,9.5,1.7523907386835504e-15,1.8634874373128262e-14,1.863487437305463e-14,1.3768397265775448e-25,1.3768867925961972e-25,6.8597403123121611e-14,1.1136783228614041e-22,4.6333498984543667e-16,7.5285341001294721e-26,2.2096969951835468e-22,2.1017743860933762e-37,3.7520432516197436e-27,4.4636483561507003e-41,5.3867379904197637e-42,1.6528004527837523e-27,4.7578346598446448e-38,4.7578346598270003e-38,1.539745424525564e-49,2.2475850224724176e-50,2.2976792714590827e-37,5.5714612396120968e-55,7.4606560847957281e-42,8.3677577083952433e-56,1.6109437154000823e-88,1.488780102587126e-88,1.4887801025872201e-88,2.2185012714361753e-37,1.1181156423817128e-37,3.3793010128021739e-56,3.3793010984832825e-56,8.5681389744328287e-64,9.8798640507344618e-76,1.1458138878487694e-87,6.1490265182269037e-88,2.8140007700622136e-69
5.7650658889071624e-21,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999999999978351,9.5,3.510887368442366e-15,3.7334678621836036e-14,3.7334678621540763e-14,5.5215542021834272e-25,5.5219318652824111e-25,1.3743382091034205e-13,4.466348160597999e-22,9.282843842877345e-16,3.019278887028813e-25,8.8618732243612617e-22,1.6862371933748445e-36,1.5047371550458235e-26,3.5854453910764695e-40,4.3225179940071464e-41,6.6284690484988704e-27,3.8178626764387652e-37,3.8178626764104414e-37,2.4716323685641113e-48,3.6078717111385306e-49,1.8428209054368409e-36,8.9434291836089835e-54,5.9867036483172267e-41,1.3446763043231794e-54,2.0788375262528588e-86,1.9211918554422384e-86,1.9211918554424799e-86,1.7802075469637992e-36,8.9721738300260276e-37,5.4245263922098639e-55,5.4245266673139266e-55,2.7510496668415241e-62,6.3447772774814201e-74,1.4717065859462564e-85,7.8979343157856772e-86,9.0351663264225667e-68
1.1540157979360252e-20,0.289853745871657,76.950000000000003,0.0,0.0,0.0,0.99999999999956657,9.5,7.0278806279591309e-15,7.4734287118394938e-14,7.4734287117212492e-14,2.2113503991890645e-24,2.2116529699212748e-24,2.7510665444786386e-13,1.7888688839457082e-21,1.8581831640567089e-15,1.2092863950748656e-24,3.5493715882662401e-21,1.3505542226521457e-35,6.0267972627588382e-26,2.8741787314887818e-39,3.4632744430880598e-40,2.6548450103093663e-26,3.0589360743379714e-36,3.0589360742925778e-36,3.961056321345029e-47,5.7820020379080567e-48,1.4750239288389532e-35,1.4332806250018408e-52,4.7966432874140534e-40,2.1561610753650331e-53,2.6717364525188698e-84,2.4691291395623419e-84,2.4691291395629628e-84,1.4263323498116277e-35,7.1886571898439043e-36,8.6933859784536608e-54,8.6933868602690295e-54,8.8181826594201271e-61,4.0676052528328632e-72,1.8870331436419519e-83,1.0126790192787939e-83,2.8961218680309561e-66
2.3090342160266427e-20,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999999999913269,9.5,1.4061867146989204e-14,1.4953350410808613e-13,1.4953350410335453e-13,8.8499535129180082e-24,8.8523756091919565e-24,5.5045231337523187e-13,7.1601373415673724e-21,3.7179806871321747e-15,4.8402970136247431e-24,1.4206736042156719e-20,1.0804847914042332e-34,2.4122895139860465e-25,2.3016747857378366e-38,2.7727253777137081e-39,1.0626298765508048e-25,2.4490088232360569e-35,2.4490088231633706e-35,6.3428505817791222e-46,9.2587365036696631e-47,1.1785605659605222e-34,2.2951164292543567e-51,3.8402234865782691e-39,3.4536059899478328e-52,3.4267674484818287e-82,3.1669034397597768e-82,3.1669034397613691e-82,1.1419331329325833e-34,5.7552966722350229e-35,1.3920742824750462e-52,1.3920745648933764e-52,2.8241925774475073e-59,2.6054929248457379e-70,2.4174837610992502e-81,1.2973460974432155e-81,9.2753881559916012e-65
4.619071052207878e-20,0.289853745871657,76.950000000000003,0.0,0.0,0.0,0.99999999999826505,9.5,2.812984018503551e-14,2.9913193807376226e-13,2.9913193805483934e-13,3.540165397226576e-23,3.542103315416414e-23,1.1011435986392666e-12,2.8649874908174039e-20,7.4375755874331764e-15,1.9367492369396078e-23,5.6845447376874474e-20,8.6347069983623701e-34,9.6523000499921182e-25,1.8422738922231879e-37,2.2190229966062282e-38,4.2519036445135481e-25,1.959951361848949e-34,1.9599513617326016e-34,1.0152690379452921e-44,1.4820007639359074e-45,9.3945823319063859e-34,3.6736809793132169e-50,3.0733335744519538e-38,5.5287724866031489e-51,4.3907124963373331e-80,4.057749093541704e-80,4.0577490935457872e-80,9.138935342498689e-34,4.6059863443420877e-34,2.2282249904403432e-51,2.2282258945589287e-51,9.0412155459188739e-58,1.6682278011177477e-68,3.0957115653764596e-79,1.6613180133346951e-79,2.9693725918231905e-63
9.239144724570349e-20,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999999999652966,9.5,5.6265786261072801e-14,5.9832880595028915e-13,5.9832880587466271e-13,1.4155221337180589e-22,1.4170719712178287e-22,2.2025260388045475e-12,1.1461814755855296e-19,1.4876764804635511e-14,7.7482577119249989e-23,2.2741878965818467e-19,6.8892286205236034e-33,3.8615484131672042e-24,1.4741942507100475e-36,1.775555555007018e-37,1.7010383241820012e-24,1.5682588737904055e-33,1.5682588736042121e-33,1.6247605836220167e-43,2.3716835634882323e-44,7.4577943286479741e-33,5.879085630857547e-49,2.4591140634670248e-37,8.8484472332472134e-50,5.6229618557660717e-78,5.1965525852516199e-78,5.1965525852620766e-78,7.3125363355189457e-33,3.6854886528410854e-33,3.5658840063088526e-50,3.5658869000955186e-50,2.8937961702581158e-56,1.0678934881065305e-66,3.9633625891705913e-77,2.1269441701349309e-77,9.5039902788643133e-62
1.8479292069295292e-19,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.999999999993059,9.5,1.12537678412926e-13,1.1967225414840421e-12,1.1967225411821301e-12,5.6563619596484832e-22,5.6687491906351918e-22,4.405290397684078e-12,4.5850984222168067e-19,2.9755140905441864e-14,3.0995550328184745e-22,9.0974907190134333e-19,5.480408466761479e-32,1.5447449767231295e-23,1.1795077460436999e-35,1.4205793341578331e-36,6.8047070631468456e-24,1.2547262244893071e-32,1.2547262241913675e-32,2.599880055865836e-42,3.7950792457790922e-43,5.8740564008493869e-32,9.4074940175184505e-48,1.9674464570251239e-36,1.4159471245637755e-48,7.1992156391049178e-76,6.6532734176480937e-76,6.6532734176748728e-76,5.8505837975097679e-32,2.9486705034728116e-32,5.7059902756324539e-49,5.7059995367159562e-49,9.2611139181709198e-55,6.8352430445093904e-65,5.0736463674572107e-75,2.7227795417902733e-75,3.0415966353428533e-60
3.695958675874518e-19,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999999998611755,9.5,2.2508146271574692e-13,2.3935100116743433e-12,2.3935100104715806e-12,2.2577018469162497e-21,2.2675919269424194e-21,8.8108170296399991e-12,1.8341135033472282e-18,5.9511883772664214e-14,1.239872226345562e-21,3.6391433809744323e-18,4.3349634752520857e-31,6.1792305297178254e-23,9.4367077442639429e-35,1.136517446519395e-35,2.7219935778700011e-23,1.0038286307304776e-31,1.00382863025375e-31,4.1600153707355472e-41,6.0724340418742394e-42,4.5575768100090663e-31,1.5052756202943432e-46,1.5739813417495146e-35,2.2656803100252652e-47,1.6133604497490429e-73,1.4910135676971511e-73,1.4910135677091327e-73,4.6806880537527273e-31,2.3590477937952855e-31,9.1300342053507506e-48,9.130063842328934e-48,2.9637075514518616e-53,4.3747823483612678e-63,6.4946068241005195e-73,3.4853400002529231e-73,9.7336210262121787e-59
7.392017613764495e-19,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999999997223477,9.5,4.5016903131784697e-13,4.7870849485461294e-12,4.7870849437742246e-12,8.9917504946609707e-21,9.0705521024837155e-21,1.7621861950347183e-11,7.3365993075964672e-18,1.1902533216957107e-13,4.9595879082649292e-21,1.455686180838955e-17,3.3912867413926795e-30,2.4717418501189138e-22,7.5496826786455845e-34,9.0923558187472001e-35,1.0888195783717446e-22,8.0308196300683708e-31,8.0308196224405515e-31,6.6561800891980322e-40,9.7161364144801011e-41,3.4379588706358496e-30,2.4085022949933593e-45,1.2591340946656141e-34,3.6252474531749363e-46,2.0721175641219545e-71,1.9149814929405007e-71,1.9149814929713293e-71,3.7446374312583328e-30,1.8872820767293877e-30,1.4608379489383885e-46,1.4608474329907693e-46,9.4840835261706165e-52,2.79992671917946e-61,8.3132945682773264e-71,4.4613413875956624e-71,3.1148407237554369e-57
1.478413548954445e-18,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999999994446909,9.5,9.0034416850787949e-13,9.5742348082544329e-12,9.5742347894767723e-12,3.5657230599437101e-20,3.6282576323796579e-20,3.5243918419006128e-11,2.9346664002534795e-17,2.380520796134205e-13,1.9838538239867791e-20,5.8227976547748689e-17,2.597815142808181e-29,9.8870627800557025e-22,6.0399657817661122e-33,7.2739716734103573e-34,4.3553225787858948e-22,6.4247318980877224e-30,6.4247318858831064e-30,1.0649979472014013e-38,1.5545999475074467e-39,2.4672093013463864e-29,3.8536528383580029e-44,1.0071898655067849e-33,5.8006095508631063e-45,2.6524430590231784e-69,2.4512988353036003e-69,2.4512988353825247e-69,2.9957424681232429e-29,1.509842052846175e-29,2.3373554798851216e-45,2.3373858290603554e-45,3.0349274891657102e-50,1.7919658262457556e-59,1.0641093903726124e-68,5.7105582715651942e-69,9.9676221876766429e-56
2.9568371241104354e-18,0.289853745871657,76.950000000000003,0.0,0.0,0.0,0.99999999988893784,9.5,1.800694442831275e-12,1.9148534471529988e-11,1.9148534398841159e-11,1.4020756353524363e-19,1.4513103410541426e-19,7.0487897865807919e-11,1.173869990063805e-16,4.7610497710276158e-13,7.935443499291642e-20,2.3291258674546076e-16,1.9149439930831002e-28,3.9548410698817342e-21,4.8322092851742544e-32,5.819212976486054e-33,1.742137860979235e-21,5.139815931207272e-29,5.1398159116799066e-29,1.7039934398196482e-37,2.4873704613713781e-38,1.6343401082833683e-28,6.1658842702528209e-43,8.0554976547487263e-33,9.2814227274651543e-44,3.3951682901453982e-67,3.137700564377831e-67,3.1377005645798821e-67,2.3966033475956796e-28,1.2078783661899751e-28,3.7397446751109895e-44,3.7398417918863822e-44,9.7117094243354823e-49,1.1468514499455206e-57,1.3620522004712269e-66,7.3094727547038513e-67,3.1896606330903228e-54
4.435260699266426e-18,0.289853745871657,76.950000000000003,0.0,0.0,0.0,0.99999999983340659,9.5,2.7010447170980012e-12,2.8722834078664485e-11,2.8722833927688365e-11,2.9445381308032701e-19,3.0840389509202159e-19,1.0573174382259923e-10,2.4944737289303651e-16,7.1415727719524405e-13,1.6862824807097243e-19,4.9493924684429768e-16,5.2308440628921002e-28,8.4040437393375383e-21,1.4345934063411142e-31,1.6639339666040458e-32,3.7020484464244815e-21,1.4696683433917027e-28,1.469668336204351e-28,6.2718113413223274e-37,9.1551787296469156e-38,4.2227471736322788e-28,2.2694581920260772e-42,2.3030326051297771e-32,3.5114153541006633e-43,1.7517819523189297e-66,1.6189380769179297e-66,1.6189380770419787e-66,6.8527901771751435e-28,3.4537784531592183e-28,1.3764678861830226e-43,1.3765122260684404e-43,4.4340030983513997e-48,6.3011315478600076e-57,8.7870932563176439e-66,4.7156062792875724e-66,1.4562872542093932e-53
5.913684274422417e-18,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999999977787535,9.5,3.6013949913080579e-12,3.8297133629657927e-11,3.8297133377496615e-11,4.9691783640754292e-19,5.2610115315637218e-19,1.4097545628988563e-10,4.2552761893197539e-16,9.5220897989236706e-13,2.8765989772172764e-19,8.4430762602764372e-16,1.0597241006863135e-27,1.4336311558131989e-20,3.1259585918411131e-31,3.5097221359857689e-32,6.3152639935411179e-21,3.0999587651498909e-28,3.0999587469212548e-28,1.5906627385549416e-36,2.3219513302001171e-37,8.1725940130030265e-28,5.7558424723407836e-42,4.8571169304177316e-32,9.1403305686025304e-43,9.556601800448584e-66,8.8318905905666978e-66,8.8318905912572518e-66,1.4454516125730929e-27,7.2850174969949881e-28,3.4910041688207473e-43,3.4911363329258741e-43,1.3216453898801173e-47,2.1664518483142606e-56,3.4315831545006608e-65,1.8415640620901991e-65,4.3407827615928507e-53
8.870531424734399e-18,0.289853745871657,76.950000000000003,0.0,0.0,0.0,0.99999999966681286,9.5,5.4020955395951714e-12,5.7445732599885246e-11,5.7445732096027828e-11,1.0105959921197255e-18,1.0892263781354933e-18,2.1146256793433165e-10,8.809995386546212e-16,1.42831098324093e-12,5.955627701933309e-19,1.7480290254317543e-15,2.7132819939432712e-27,2.9681501838419229e-20,9.073915923029893e-31,9.58615136058774e-32,1.3074961770447348e-20,8.4669559941933415e-28,8.4669559304472134e-28,5.562595798524342e-36,8.11997088003791e-37,1.9575350923836951e-27,2.0128481454445362e-41,1.3263348542951521e-31,3.3544453399678558e-42,1.3272482321241295e-64,1.2265982638144943e-64,1.2265982639235821e-64,3.9479731232812753e-27,1.9897624402462238e-27,1.2208108496783956e-42,1.2208687000818398e-42,5.7850593332323617e-47,1.1651513825222504e-55,2.2320152600599834e-64,1.1978142274310983e-64,1.90004745215392e-52
1.182737857504638e-17,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999999955575036,9.5,7.2027960876738894e-12,7.6594331363661959e-11,7.6594330535557282e-11,1.6899360720576093e-18,1.8524894711862138e-18,2.8194918869445831e-10,1.4983468432374327e-15,1.9044107897661445e-12,1.0128951587018166e-18,2.9729343288339598e-15,5.3677027685774839e-27,5.0480428955436213e-20,1.9844031286191808e-30,2.0057451838455136e-31,2.2237094725483554e-20,1.7715712825988442e-27,1.7715712666704861e-27,1.3899349767781529e-35,2.028958075831777e-36,3.6687593104218852e-27,5.0295627525592596e-41,2.7745891689880581e-31,8.6984694895580088e-42,6.1011773841559049e-64,5.6385033394937442e-64,5.6385033400594146e-64,8.2604716658460946e-27,4.1632442129738903e-27,3.0504522180065773e-42,3.0506207653321495e-42,1.6854787876701513e-46,3.8831951137919647e-55,8.3796168620305026e-64,4.4969335733252359e-64,5.5358287275907393e-52
1.7741072875670343e-17,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999999933362549,9.5,1.0804197183147035e-11,1.1489152821330402e-10,1.1489152655125151e-10,3.5398158947884602e-18,4.0361982066689173e-18,4.2292081834311981e-10,3.2645767324570304e-15,2.8566031892786334e-12,2.2068849163141641e-18,6.4773869154047826e-15,1.4731443104115177e-26,1.0998633573027274e-19,6.6014795303544707e-30,6.3335343486992175e-31,4.8450117152952462e-20,5.5940794232968101e-27,5.5940793495356022e-27,6.4365147024267012e-35,9.3958269247811249e-36,9.0883696728640591e-27,2.329132975992348e-40,8.7563398874301072e-31,4.299271407792653e-41,1.1451390588873978e-62,1.0582990816595855e-62,1.0582990818481249e-62,2.608392353294234e-26,1.3146191655293269e-26,1.4125913181121378e-41,1.4127081158103384e-41,1.1679808141224441e-45,4.1311037952922425e-54,1.4087052089230404e-62,7.5598372744631495e-63,3.8362477971505983e-51
2.3654767176294306e-17,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999999911150061,9.5,1.4405598277718144e-11,1.5318872416932155e-10,1.5318872147709231e-10,5.9889634402136691e-18,7.086206664777584e-18,5.6389032323907724e-10,5.7314710103869551e-15,3.8087860799469283e-12,3.874534584458187e-18,1.1372057810719425e-14,2.9903771301874181e-26,1.9309857594752849e-19,1.5358462212914896e-29,1.4405871909700289e-30,8.5062120862818258e-20,1.2723943241172172e-26,1.272394302728664e-26,1.8663951808845915e-34,2.724533708069465e-35,1.7176837431247722e-26,6.7538760384120491e-40,1.9906877142542721e-30,1.2817343402699613e-40,6.661801023596943e-62,6.1566129089524453e-62,6.1566129102550248e-62,5.9328634274210797e-26,2.9901391012737188e-26,4.0960600628997085e-41,4.096484963690265e-41,4.2490218432397899e-45,1.8550031178580855e-53,7.6793361238497318e-62,4.1211271325002176e-62,1.3956216439260123e-50
3.548215577754223e-17,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999999866725098,9.5,2.160840046414178e-11,2.2978311338813461e-10,2.2978310837109053e-10,1.2366430667737929e-17,1.5797093597014163e-17,8.4582292957317377e-10,1.277688170799262e-14,5.7131232038239482e-12,8.6373338180784014e-18,2.535115979187543e-14,7.9732408036910613e-26,4.304674176439684e-19,5.230250339646072e-29,4.8098325119317546e-30,1.8962678628959739e-19,4.2482630251206864e-26,4.2482629164399803e-26,9.4835982331252101e-34,1.3844381388345967e-34,4.1490198917155922e-26,3.4319333736065928e-39,6.6386333576392059e-30,6.7029781678747991e-40,1.316007492962178e-60,1.2162099596944157e-60,1.2162099601278256e-60,1.9808427560654519e-25,9.9833671359684593e-26,2.0812655070969879e-40,2.0816008467597783e-40,3.353407619770871e-44,2.3250518212246827e-52,1.5633183534659297e-60,8.3895718054348685e-61,1.1015119448125757e-49
5.913693298003808e-17,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999999777875248,9.5,3.601400482611199e-11,3.8297188105014112e-10,3.8297187183834359e-10,2.9526726023830731e-17,4.3664995246589517e-17,1.4096625229563066e-09,3.5315990120978854e-14,9.5216827957138832e-12,2.3874217724748011e-17,7.0071972900997353e-14,2.6046089074137867e-25,1.1898492653683835e-18,2.4883558026145979e-28,2.2617107380513754e-29,5.2415064332610762e-19,1.9976389426742626e-25,1.9976388527385605e-25,7.8478258197714421e-33,1.1457159962842476e-33,1.226676228826634e-25,2.8402219284253512e-38,3.1134867119687338e-29,5.6459877610513751e-39,5.5920536671411798e-59,5.1679883815478637e-59,5.1679883851374403e-59,9.3142240894076268e-25,4.6943311535297072e-25,1.7222029065277643e-39,1.7227078305886681e-39,5.0492571312381134e-43,6.5536444728408661e-51,8.4323699265343576e-59,4.5252450256129649e-59,1.6587738054765298e-48
1.0644648738502979e-16,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999999600175737,9.5,6.4825213506532443e-11,6.893493732601932e-10,6.893493648266896e-10,7.4126950842868816e-17,1.4119643907511895e-16,2.5372392136968929e-09,1.1419358268746501e-13,1.7138343258431992e-11,7.7197904352356743e-17,2.2657639230288351e-13,9.5137025591187052e-25,3.8474489861977969e-18,1.496059679092612e-27,1.352516489707322e-28,1.6949109569482311e-18,1.1945916899634069e-24,1.1945915876963834e-24,8.9237130490126725e-32,1.3029569788876237e-32,4.1524347045757518e-25,3.2301760990790107e-37,1.8517532825014587e-28,6.4704614553086005e-38,3.9511837188748106e-57,3.6515515024100086e-57,3.6515515074508925e-57,5.5696839622580092e-24,2.8070981164698566e-24,1.9581228306194194e-38,1.9592373043456608e-38,1.1144773600460662e-41,2.8452557425576552e-49,7.2565714288657281e-57,3.8942523147639891e-57,3.6622572727339271e-47
2.0106559619501318e-16,0.2898537458716571,76.950000000000003,0.0,0.0,0.0,0.99999999244777549,9.5,1.2244763069328886e-10,1.3021041852202784e-09,1.3021042396185156e-09,1.7985430145603096e-16,5.0344591760079165e-16,4.7919826682759959e-09,4.0712740777423065e-13,3.2369829451242817e-11,2.752367264834627e-16,8.0779897701628431e-13,3.6540124173888426e-24,1.371775220042728e-17,1.0313461270168212e-26,9.2975996549296979e-28,6.0433375108712014e-18,8.2118642733020945e-24,8.2118628961596532e-24,1.2016395777429713e-30,1.7549851131271075e-31,1.5211982728552484e-24,4.3512250273156481e-36,1.2590770218929686e-27,8.7463312341841284e-37,3.7175208540953763e-55,3.435608258610974e-55,3.4356082680753011e-55,3.8283809196922816e-23,1.9294884426170094e-23,2.6362493853657141e-37,2.6392183586960868e-37,2.9689829412317581e-40,1.5077360189750094e-47,7.6696662343457848e-55,4.1159434972963384e-55,9.7616328526432096e-46
