Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H11(22),C7H9(5),C7H9O2(68),S(66),C7H10(18),C7H10(153),C7H10(19),C7H9O2(67),C7H10(146),S(105),C7H10(65),C7H8(58),S(109),C7H11(46),C2H4(115),C5H7(210),S(340),S(339),S(204),C5H8(336),S(200),C7H8(273),S(400),S(399),S(388),C7H10(238),C7H10(187),S(106),OH(D)(275),S(808),S(826),S(929),S(921),H2O(852)
4.446542396210694e-08,0.2900290459592096,76.950000000000003,0.0,0.0,0.0,0.2447549762711036,9.496545623405904,0.012277281820926847,0.021350887274108186,0.073909107623741227,1.3691629036029132e-08,0.0011438492279386679,2.5765626471438878e-06,0.16705426326404763,2.3218459177036001e-08,8.5913725651515685e-05,0.37383611709868264,9.035894130919454e-12,0.032684326054567017,0.0094816864476302762,0.0020326373553864767,5.6464944880078829e-05,0.061067289442579421,0.046403163432446305,9.0010269973333637e-06,5.169046048939856e-06,4.8958366783069146e-13,0.0048540041133964028,1.610276379783271e-11,1.1304556005378715e-06,0.00013641119108275128,0.0018826750247142251,0.002878889696048248,6.1025517619907778e-05,2.665018114044581e-05,5.3728383566914926e-10,9.8440230629840894e-05,1.227494141342459e-05,0.0001300223990308669,4.0126987917665505e-06,2.7469219512375285e-05,7.5339565402428061e-05
4.491078745499071e-08,0.29003017434926753,76.950000000000003,0.0,0.0,0.0,0.24174170018235111,9.4965459608302467,0.012315805454931467,0.021044892125157696,0.073848670771788208,1.3680380397439495e-08,0.0011274561537161186,2.5496458777874141e-06,0.16767962950437412,2.2932606818313003e-08,8.5843146875486909e-05,0.37574638001929295,8.9063962219971966e-12,0.032909282960898685,0.0096272124293865502,0.0020449275450827274,5.5656280851050712e-05,0.061503237455838869,0.046556131435302996,9.0306643329629151e-06,5.1860664214369659e-06,4.8918147114136823e-13,0.0049378450417529836,1.6349654472882943e-11,1.1478680076752885e-06,0.0001373800019980662,0.0019155602526257881,0.0029445818693904055,6.1340332851451078e-05,2.6751254015644075e-05,5.4069341518870082e-10,0.00010013461927828881,1.2388291357046618e-05,0.00013290151446027735,4.1016572392765821e-06,2.8088226220252274e-05,7.7345610691979163e-05
4.535615094787448e-08,0.2900312827001618,76.950000000000003,0.0,0.0,0.0,0.23877088361623861,9.4965464431530933,0.012353432597810094,0.020741721100414275,0.073784605239327436,1.3668460792276044e-08,0.0011112144044471048,2.5231040029657166e-06,0.16829368588862206,2.2650782366777822e-08,8.5768357658524673e-05,0.37763667639907228,8.7780937121059732e-12,0.033131288215934654,0.009772608788149317,0.0020569049871995413,5.4855056761325419e-05,0.061932925594284191,0.046702990567086107,9.0591172423566965e-06,5.2024065994808643e-06,4.8875528104353789e-13,0.0050216309461512502,1.659632472613273e-11,1.1652653680192112e-06,0.0001383145257432762,0.0019481855522568523,0.0030105212006023858,6.1651850544330072e-05,2.6850502953183227e-05,5.4402248143115888e-10,0.00010182973739080772,1.250027667152918e-05,0.00013579928175915331,4.1911933400447197e-06,2.8711390312920192e-05,7.9372948715321118e-05
4.624687793364201e-08,0.2900334403822618,76.950000000000003,0.0,0.0,0.0,0.23295381834699899,9.4965478178208347,0.012426050815314222,0.020144015058628451,0.073646104678394025,1.3642704301502875e-08,0.0010791936395131633,2.4711199390692906e-06,0.16948851674152882,2.2098950547447213e-08,8.5606747926994325e-05,0.38135847542904971,8.5251440795485104e-12,0.033566575409806461,0.010062945269415587,0.0020799390835181263,5.3275365752610179e-05,0.062773756291641697,0.046978917884068473,9.1125737104503813e-06,5.2331060557647627e-06,4.8783433989597573e-13,0.0051889840900040656,1.708888984596435e-11,1.2000068246512255e-06,0.0001400824526863896,0.0020126076067889121,0.0031430642594261924,6.2265176275669545e-05,2.704363359066918e-05,5.5044348886414045e-10,0.00010522121930408664,1.2720210424760871e-05,0.00014164893004365965,4.3719415195793976e-06,2.9969785693229397e-05,8.3490198820631578e-05
4.713760491940954e-08,0.29003552120371456,76.950000000000003,0.0,0.0,0.0,0.22729830024281342,9.4965496998744356,0.012495241116999518,0.019558057342269598,0.073494599367357541,1.3614543451219497e-08,0.0010478023576461666,2.4205617265144281e-06,0.17064002479665122,2.156244383742587e-08,8.5430050378466007e-05,0.38500368012489289,8.2771670799294034e-12,0.033990450978831827,0.010352567115062668,0.0021017748039057183,5.1726642783547681e-05,0.063590257421794277,0.047232001746114929,9.1616013443171108e-06,5.2612621119037107e-06,4.8682742006769324e-13,0.0053559613746463905,1.7580241008689473e-11,1.2346644396551174e-06,0.00014171862107488853,0.0020758490184529395,0.0032763680792605573,6.2865853134170814e-05,2.7229777942868849e-05,5.5655576114561405e-10,0.00010861286241348482,1.2934860043195198e-05,0.00014756772135170648,4.5548312607011005e-06,3.1243608827420132e-05,8.7688715625299218e-05
4.802833190517707e-08,0.2900375273607566,76.950000000000003,0.0,0.0,0.0,0.22179906737229113,9.4965520445902563,0.012561104774086618,0.018984077695578895,0.073331021966971457,1.3584150868048501e-08,0.0010170528528742867,2.3713825944496428e-06,0.17174943805663351,2.1040763063222933e-08,8.5239348270748993e-05,0.38857438513120418,8.0342598305386863e-12,0.034403177838482527,0.010641354762948252,0.0021224475745162236,5.0209503550540397e-05,0.064382915622804959,0.047463273151495254,9.2064001526596525e-06,5.2869896286065624e-06,4.8574069455756315e-13,0.0055224684007128249,1.8070175675426571e-11,1.2692237905519899e-06,0.00014322691160769012,0.0021378260583899285,0.0034102873704101974,6.3454227619169748e-05,2.7409134270479221e-05,5.6236828403135414e-10,0.0001120029631159256,1.3144347450987696e-05,0.00015355213246493352,4.7397535619302119e-06,3.2532084162051812e-05,9.1965916892261637e-05
4.89190588909446e-08,0.2900394610423856,76.950000000000003,0.0,0.0,0.0,0.21645106565091998,9.4965548099311263,0.012623739815647786,0.018422252892768762,0.073156248055261025,1.3551688601320929e-08,0.00098695458235657156,2.3235376357875862e-06,0.17281794515140728,2.0533428768879057e-08,8.5035658487601348e-05,0.39207261665057408,7.7964970386769916e-12,0.034805017783019275,0.01092919741538571,0.0021419929146308334,4.8724423056041624e-05,0.065152225989005469,0.047673736020254043,9.2471648792787699e-06,5.3104004431369695e-06,4.8457995812860332e-13,0.0056884181740790331,1.8558506154771162e-11,1.3036715092452425e-06,0.00014461138853515202,0.0021984632377899578,0.0035446824883498943,6.4030634882813119e-05,2.7581894464228117e-05,5.6789007998312059e-10,0.00011538992258801057,1.3348798073833222e-05,0.00015959874076379874,4.9266025301319212e-06,3.3834457773084239e-05,9.6319244442917565e-05
4.980978587671213e-08,0.2900413244190325,76.950000000000003,0.0,0.0,0.0,0.21124943898722107,9.4965579564247324,0.012683241152535342,0.017872711764154562,0.072971099578969398,1.351730876361207e-08,0.0009575144356867572,2.2769837182357801e-06,0.17384669685908336,2.0039980281153482e-08,8.481993555817519e-05,0.39550033515212552,7.5639331290344594e-12,0.035196230883264776,0.011215992598920766,0.0021604462852992854,4.7271748945786311e-05,0.065898690000474963,0.047864365868686372,9.2840847473839503e-06,5.3316032224656843e-06,4.8335065021298722e-13,0.0058537307397804874,1.9045058856766102e-11,1.3379952292234533e-06,0.00014587625638167798,0.0022576930692122374,0.0036794195264252334,6.4595399180269366e-05,2.7748244291552325e-05,5.7313016808619564e-10,0.00011877224137479433,1.3548339907009641e-05,0.00016570422493216805,5.1152754026960344e-06,3.514999758781527e-05,0.0001007461695850627
5.070051286247966e-08,0.2900431196410579,76.950000000000003,0.0,0.0,0.0,0.20618951994363716,9.4965614470450106,0.012739700695803697,0.017335539835482909,0.072776348102983529,1.3481154133707757e-08,0.00092873698345658201,2.2316793999845861e-06,0.17483680755861503,1.9559974823564678e-08,8.4593075440723243e-05,0.39885943795616391,7.3366042072290626e-12,0.035577074959609864,0.011501645735055474,0.0021778429563940466,4.5851713819871483e-05,0.06662281364215869,0.04803610879613663,9.3173432643728122e-06,5.3507033511499124e-06,4.8205787647368492e-13,0.0060183328193063948,1.9529673565458784e-11,1.37218353405468e-06,0.00014702582086788818,0.0023154558003541876,0.0038143703688280251,6.5148834299299968e-05,2.7908363632185138e-05,5.7809752879334248e-10,0.00012214851415827058,1.3743102684726923e-05,0.00017186536519958202,5.3056725553803275e-06,3.647799349879406e-05,0.00010524419787774155
5.159123984824719e-08,0.29004484883134307,76.950000000000003,0.0,0.0,0.0,0.20126682088285616,9.4965652470965605,0.012793207469906696,0.016810783608820004,0.072572717869853712,1.3443358724248816e-08,0.00090062470659711224,2.1875848497995462e-06,0.17578935661774664,1.9092986676476772e-08,8.4355919084651634e-05,0.40215176170138384,7.1145298714998671e-12,0.035947805122280858,0.0117860697230641,0.0021942178903735952,4.4464446592787612e-05,0.06732510569805801,0.048189880748397508,9.3471180801722088e-06,5.3678028499729285e-06,4.8070642910299924e-13,0.0061821574535312852,2.0012202732015895e-11,1.4062259073130189e-06,0.0001480644538449138,0.0023716991254831223,0.003949412708271525,6.5691243970268499e-05,2.8062426703224956e-05,5.828010730512112e-10,0.00012551742471208531,1.3933217142044815e-05,0.00017807904317586535,5.4976974975184998e-06,3.7817757382244608e-05,0.00010981087328666101
5.248196683401472e-08,0.29004651408196547,76.950000000000003,0.0,0.0,0.0,0.19647702559448016,9.4965693241023885,0.012843847720699597,0.016298454493001286,0.072360888671861967,1.3404048314529195e-08,0.00087317820693195807,2.1446617714683575e-06,0.17670538971662558,1.8638606382755027e-08,8.4109255773906778e-05,0.40537908469538042,6.8977148759826907e-12,0.036308673375838638,0.012069184535850444,0.0022096056421250054,4.3109982923803443e-05,0.068006076216199099,0.048326567042526219,9.3735808961824929e-06,5.383000323644966e-06,4.793008058750245e-13,0.0063451436526673101,2.0492510789964109e-11,1.4401126840546229e-06,0.00014899656221004014,0.0024263778773044521,0.004084430030378409,6.6222922256713073e-05,2.8210602273747458e-05,5.8724961564561266e-10,0.00012887774104844288,1.4118814366262807e-05,0.00018434224130091603,5.6912568552937298e-06,3.9168623026186504e-05,0.00011444378174983185
5.337269381978225e-08,0.2900481174504951,76.950000000000003,0.0,0.0,0.0,0.19181598138387987,9.4965736476949552,0.012891705018420019,0.015798532402285261,0.072141498543056432,1.3363340949829686e-08,0.00084639639994386082,2.1028733324376361e-06,0.17758592010925681,1.8196439997267208e-08,8.3853826260369123e-05,0.40854312915248869,6.6861506534793746e-12,0.036659928283002838,0.01235091682956508,0.0022240402737229758,4.1788274767204222e-05,0.068666235134348441,0.048447022127493536,9.3968974198729935e-06,5.3963909347214934e-06,4.7784522800144585e-13,0.0065072360546405859,2.0970473493780776e-11,1.4738350039319605e-06,0.00014982656059343616,0.0024794537032336969,0.0042193115681027436,6.6744153927153911e-05,2.8353053869316235e-05,5.914518524621725e-10,0.00013222831076554914,1.4300025231703908e-05,0.00019065204194910871,5.8862603442990653e-06,4.0529945977273007e-05,0.00011914055418868801
5.426342080554978e-08,0.29004966095679346,76.950000000000003,0.0,0.0,0.0,0.18727969158850319,9.4965781895107035,0.012936860355999988,0.015310969055021401,0.071915146285155732,1.3321347409876529e-08,0.00082027669146113216,2.0621840963241526e-06,0.17843192982718367,1.7766108376935885e-08,8.3590325703500565e-05,0.4116455633269902,6.4798167112011603e-12,0.037001814680261785,0.012631199567463071,0.0022375552822781869,4.049919912668278e-05,0.069306091049731192,0.048552069543192036,9.4172273577640308e-06,5.4080663995668342e-06,4.7634365688326831e-13,0.0066683845933870793,2.1445977281643517e-11,1.5073847660062235e-06,0.00015055884744149937,0.0025308947312758408,0.0043539522309800523,6.7255214809475633e-05,2.8489939967104926e-05,5.9541634118501112e-10,0.00013556805660161481,1.4476979908223319e-05,0.00019700562624627724,6.0826207331840608e-06,4.1901103319670084e-05,0.00012389886902208099
5.515414779131731e-08,0.2900511465805459,76.950000000000003,0.0,0.0,0.0,0.1828643084883203,9.4965829230880132,0.012979392243044473,0.014835691002191552,0.07168239384073942,1.3278171648922505e-08,0.00079481513986638566,2.0225599589979299e-06,0.17924437082957009,1.7347246508181035e-08,8.3319406431918699e-05,0.41468800354933616,6.2786819121446576e-12,0.037334573438263859,0.01290997165829868,0.0022501835391775327,3.9242566093079037e-05,0.069926150117285521,0.048642502043891644,9.4347244402211512e-06,5.4181150025875942e-06,4.7479980984778607e-13,0.0068285441782441614,2.1918918662833692e-11,1.5407545852953966e-06,0.00015119778417366412,0.0025806752300785965,0.0044882525136012161,6.7756372129160148e-05,2.862141418231002e-05,5.991514849899925e-10,0.00013889597219596644,1.4649807434462212e-05,0.00020340027265118178,6.2802537999954785e-06,4.3281493397930451e-05,0.00012871645423908845
5.6044874777084844e-08,0.2900525762592866,76.950000000000003,0.0,0.0,0.0,0.17856612658780754,9.4965878237686461,0.01301937679569741,0.014372602406199107,0.071443768522952797,1.3233911209169816e-08,0.00077000660492083234,1.9839680880318546e-06,0.18002416610243682,1.6939502869609143e-08,8.3041680537687001e-05,0.4176720161704382,6.0827056507368099e-12,0.037658441262181604,0.013187177609423624,0.0022619572395417907,3.8018126219528021e-05,0.070526915066040807,0.048719081862919393,9.4495364735623989e-06,5.4266216261520019e-06,4.7321717493227475e-13,0.0069876743851329916,2.238920363007216e-11,1.5739377510797068e-06,0.00015174767719788897,0.0026287752663079959,0.0046221183864385042,6.8247884832212124e-05,2.8747625446302572e-05,6.0266551892567617e-10,0.00014221111805399645,1.4818635349623767e-05,0.00020983335533638473,6.4790782822939807e-06,4.4670535491914019e-05,0.00013359108907173907
5.6935601762852374e-08,0.29005395188678984,76.950000000000003,0.0,0.0,0.0,0.17438157625224759,9.4965928686027379,0.013056887822561151,0.013921587585508828,0.071199765108804228,1.318865760885428e-08,0.00074584488404136958,1.9463768653612248e-06,0.18077221070911961,1.6542538828314991e-08,8.2757722311600879e-05,0.42059911941782818,5.8918389293625565e-12,0.037973650528460148,0.013462767194644117,0.0022729078609971041,3.6825577275409963e-05,0.071108884325649477,0.048782541100870241,9.4618054160518028e-06,5.4336677942271988e-06,4.7159902476159071e-13,0.0071457391599347633,2.2856747096876846e-11,1.606928186972642e-06,0.00015221276257831472,0.0026751803617507449,0.0047554611714880632,6.8730003893411636e-05,2.8868718176855488e-05,6.0596649874564041e-10,0.00014551261771199826,1.4983589378928129e-05,0.00021630234239509985,6.6790158218701777e-06,4.60676694498881e-05,0.00013852060530028667
5.7826328748619905e-08,0.2900552753117977,76.950000000000003,0.0,0.0,0.0,0.17030721767941887,9.4965980362573124,0.013091996906856296,0.013482513341922046,0.070950847803747275,1.3142496706423806e-08,0.00072232283693093261,1.9097558329812726e-06,0.1814893727942781,1.6156028068000571e-08,8.2468070528461717e-05,0.4234707851679565,5.7060253428885379e-12,0.038280429154277602,0.013736695136780991,0.0022830661308128296,3.5664570423633034e-05,0.07167255125442451,0.048833582219115663,9.4716674742473834e-06,5.4393317277062181e-06,4.6994842957091982e-13,0.0073027065343695139,2.3321472359844046e-11,1.6397204127522511e-06,0.00015259719310313521,0.00271988115252345,0.0048881974052421293,6.9202972610606168e-05,2.8984832440825346e-05,6.0906229194418652e-10,0.00014879965409821206,1.5144793167620172e-05,0.00022280479390185442,6.8799909049224174e-06,4.7472355286241388e-05,0.00014350288822471827
5.8717055734387435e-08,0.2900565483370874,76.950000000000003,0.0,0.0,0.0,0.16633973518571168,9.4966033069283426,0.013124773485032255,0.013055231088659041,0.070697452086019102,1.3095509042388187e-08,0.00069943249953672052,1.874075641492263e-06,0.18217649454407295,1.5779656046922478e-08,8.2173230592235357e-05,0.42628844063942511,5.52520197888179e-12,0.038579000495854242,0.014008920804777954,0.0022924620004055167,3.4534715869452074e-05,0.072218403459533453,0.048872878619715288,9.4792532160436024e-06,5.4436884093226982e-06,4.68268269430071e-13,0.0074585483546065982,2.3783310585587398e-11,1.6723095079352675e-06,0.00015290502749949815,0.0027628730527320799,0.0050202486915615508,6.9667026885841449e-05,2.9096104109714658e-05,6.1196057073358293e-10,0.00015207146608569309,1.5302368058109659e-05,0.00022933835985596419,7.0819307985949009e-06,4.8884072750521422e-05,0.00014853587733806788
5.960778272015497e-08,0.29005777271884964,76.950000000000003,0.0,0.0,0.0,0.16247593178703501,9.4966086622562873,0.013155284922025327,0.01263957879597198,0.070439986438688637,1.304777016032049e-08,0.00067716518823307992,1.8393080013138325e-06,0.1828343931049603,1.5413119483804982e-08,8.1873676550383323e-05,0.42905347001163868,5.3493002406076392e-12,0.038869583272124628,0.014279407925126204,0.0023011246263060581,3.3435588025178897e-05,0.072746922200820338,0.04890107529505177,9.4846876971776319e-06,5.4468096562980289e-06,4.6656124572224223e-13,0.0076132400226885475,2.4242200321938994e-11,1.7046910770672367e-06,0.0001531402215821282,0.0028041559245460569,0.0051515415467351163,7.0122395494078612e-05,2.9202665008513106e-05,6.1466880672642671e-10,0.00015532734523115974,1.5456432905340653e-05,0.00023590077803327983,7.2847654846651037e-06,5.0302320873694525e-05,0.00015361756673462707
6.049850970592251e-08,0.2900589501663238,76.950000000000003,0.0,0.0,0.0,0.15871272405769601,9.4966140852451417,0.013183596583331993,0.012235382768383089,0.070178833976258972,1.2999350908283781e-08,0.00065551159498478909,1.8054256364157847e-06,0.18346386146318838,1.5056125870123389e-08,8.1569852985360314e-05,0.43176721597269052,5.1782465987768165e-12,0.039152391510911766,0.014548124307316517,0.0023090823568434255,3.23667302281733e-05,0.073258581871137443,0.048918789533814365,9.4880905986101482e-06,5.4487641992338612e-06,4.6482989192281517e-13,0.0077667602506936257,2.4698087032920884e-11,1.7368612166948332e-06,0.00015330662114801575,0.00284373375616919,0.0052820072385986244,7.0569300340134552e-05,2.9304643058157047e-05,6.1719426712754316e-10,0.00015856663269294183,1.5607103926310091e-05,0.0002424898717665377,7.4884275910105955e-06,5.1726617496351116e-05,0.00015874600528153476
6.138923669169005e-08,0.29006008234164654,76.950000000000003,0.0,0.0,0.0,0.15504713725210162,9.4966195601848611,0.013209771904048519,0.011842459266064122,0.069914353971995941,1.2950317721831795e-08,0.0006344618741617417,1.7724022404277212e-06,0.18406566928687723,1.4708393007320263e-08,8.1262176790485513e-05,0.43443098119992418,5.0119632773424009e-12,0.039427634515148732,0.01481504158298204,0.0023163627238952894,3.1327659045319491e-05,0.073753849546887656,0.048926611672058397,9.4895763725984627e-06,5.4496177659968005e-06,4.6307658371924604e-13,0.0079190908274606817,2.5150922656914373e-11,1.7688164839807012e-06,0.00015340795643057213,0.0028816143488725379,0.0054115816213119077,7.1007956704418913e-05,2.9402162411913217e-05,6.1954401226509978e-10,0.00016178871632092841,1.5754494580155769e-05,0.00024910354767157132,7.692852321389978e-06,5.3156498782874504e-05,0.00016391929657907553
6.227996367745758e-08,0.29006117085988736,76.950000000000003,0.0,0.0,0.0,0.15147630067448167,9.4966250725771886,0.013233872455026018,0.011460615982420591,0.069646883291995101,1.2900732889702121e-08,0.00061400572165171358,1.7402124349930933e-06,0.18464056373253496,1.4369648567550579e-08,8.0951038837206486e-05,0.43704602977655976,4.8503688784550642e-12,0.039695516846848675,0.0150801349583537,0.0023229924390916791,3.0317868195990067e-05,0.074233184602698288,0.048925105878927087,9.4892543954465267e-06,5.449433169437796e-06,4.6130354851205262e-13,0.0080702163976448249,2.5600665187384879e-11,1.8005538669160781e-06,0.00015344783793138882,0.0029178090140897445,0.0055402049672596447,7.1438573478032968e-05,2.9495343585988451e-05,6.2172489429994297e-10,0.00016499302791149622,1.5898715475414923e-05,0.00025573979333548682,7.8979773840369236e-06,5.4591518725327503e-05,0.00016913559873366426
6.317069066322512e-08,0.29006221728925796,76.950000000000003,0.0,0.0,0.0,0.14799744328216674,9.4966306090647983,0.013255958006287634,0.011089653389505153,0.069376737741851172,1.2850654803292471e-08,0.00059413244689426414,1.7088317302363126e-06,0.18518927021783466,1.4039629676583297e-08,8.0636805540599955e-05,0.43961358854771893,4.6933789514984798e-12,0.039956238326657657,0.015343382979616965,0.002328997393893144,2.9336832124332657e-05,0.074697038384379008,0.048914810967428217,9.4872291250722164e-06,5.4482703978782386e-06,4.5951287433589834e-13,0.0082201242528249369,2.6047278275463735e-11,1.8320707560823532e-06,0.00015342975346691913,0.0029523322814181143,0.0056678217974164479,7.1861353387785989e-05,2.9584303584661834e-05,6.2374355696139089e-10,0.00016817904062032331,1.6039874301241001e-05,0.00026239667498172581,8.1037429195298398e-06,5.6031248640540827e-05,0.0001743931239662712
6.406141764899266e-08,0.2900632231514697,76.950000000000003,0.0,0.0,0.0,0.14460788950888434,9.4966361573636195,0.013276086587845669,0.010729365961952946,0.069104213331419709,1.2800138190941006e-08,0.00057483103840884602,1.678236487220013e-06,0.18571249316236246,1.3718082517575266e-08,8.0319820329515066e-05,0.44213484841897172,4.5409065107318997e-12,0.040209994047049107,0.015604767310735106,0.0023344026630255461,2.8384009249244231e-05,0.07514585393481614,0.048896241221939488,9.4836002617807519e-06,5.4461867074375406e-06,4.5770651823727806e-13,0.0083688041343306721,2.6490730853649101e-11,1.8633649179098238e-06,0.00015335706628659374,0.00298520161816275,0.005794380711339071,7.2276493211650243e-05,2.966915602021804e-05,6.2560643617357729e-10,0.00017134626652578843,1.6178075779690872e-05,0.00026907233512497039,8.310091428338582e-06,5.74752766634337e-05,0.00017969013807708138
6.49521446347602e-08,0.29006418992221805,76.950000000000003,0.0,0.0,0.0,0.1413050552956607,9.4966417061983712,0.013294314548045217,0.010379543289059913,0.068829587462706232,1.2749234337946721e-08,0.0005560902233326824,1.6484038822797708e-06,0.18621091669791212,1.3404761954539833e-08,8.000040502723417e-05,0.44461096560027924,4.3928625056125854e-12,0.040456974397466441,0.015864272523288685,0.002339232510819664,2.7458844917554839e-05,0.075580065768023202,0.04886988723549137,9.4784629108995383e-06,5.4432367154298854e-06,4.5588631414228247e-13,0.0085162480474102065,2.6930996779862121e-11,1.8944344693799595e-06,0.00015323301412917777,0.0030164371608563988,0.005919834217762111,7.2684183985133143e-05,2.9750011227937442e-05,6.2731976145370978e-10,0.00017449425433557422,1.6313421636545981e-05,0.00027576499022675472,8.5169676983850649e-06,5.8923207239118293e-05,0.00018502495978499136
6.584287162052773e-08,0.29006511903177223,76.950000000000003,0.0,0.0,0.0,0.13808644431777495,9.4966472452411423,0.013310696609552843,0.01003997108381236,0.068553120045569585,1.2697991293201238e-08,0.00053789852144036688,1.6193118731314018e-06,0.18668520534979507,1.3099431174414245e-08,7.9678861148117447e-05,0.44704306279801398,4.2491562475263486e-12,0.040697365099911696,0.016121885897870381,0.0023435104000537757,2.6560774083787497e-05,0.076000099686989023,0.048836216750916157,9.4719077461312256e-06,5.4394724941736262e-06,4.5405398024559185e-13,0.0086624500863312724,2.7368054501076688e-11,1.925277854116165e-06,0.00015306070909232254,0.0030460614590320698,0.0060441385666262851,7.3084611199014001e-05,2.9826976376382639e-05,6.2888955797666555e-10,0.00017762258722920876,1.6446010588397754e-05,0.00028247292836111756,8.7243187329070734e-06,6.0374660615985609e-05,0.00019039595995875726
6.673359860629527e-08,0.2900660118656547,76.950000000000003,0.0,0.0,0.0,0.13494964439679491,9.4966527650529553,0.013325285923103508,0.0097104320971044961,0.068275054545679129,1.2646454063256906e-08,0.00052024429408649637,1.5909391666512606e-06,0.18713600469057334,1.2801861346685018e-08,7.9355471115408907e-05,0.4494322303576197,4.1096957964123098e-12,0.040931347253613984,0.016377597236568061,0.0023472590029335696,2.5689223738344598e-05,0.076406372641256923,0.048795675500684678,9.4640211726235074e-06,5.4349436646381803e-06,4.5221112595020514e-13,0.008807406269992657,2.7801886735730668e-11,1.9558938198072143e-06,0.00015284313820254733,0.003074099231411582,0.0061672535832570574,7.3477954988872176e-05,2.9900155573209837e-05,6.3032164920982151e-10,0.00018073088082948003,1.6575938343921417e-05,0.00028919450689853654,8.9320936788807454e-06,6.182927234171974e-05,0.00019580156075522774
6.762432559206281e-08,0.29006686976539736,76.950000000000003,0.0,0.0,0.0,0.13189232408729162,9.4966582570282103,0.013338134119113743,0.0093907069448342928,0.067995618968931387,1.2594664794612906e-08,0.00050311578848333065,1.5632651882351284e-06,0.18756394196755466,1.2511831299584341e-08,7.903049940510838e-05,0.4517795273593545,3.9743883105364984e-12,0.041159097387534455,0.016631398686066848,0.0023505002138779823,2.4843615104521258e-05,0.07679929262045114,0.048748688040926962,9.454885488885161e-06,5.4296974894284796e-06,4.5035925838585157e-13,0.0089511143876124157,2.8232480174123273e-11,1.9862813969072208e-06,0.00015258316458623925,0.0031005771345711699,0.0062891425053093553,7.38643903168139e-05,2.9969649966723083e-05,6.3162166003097304e-10,0.00018381878129585042,1.6703297617447996e-05,0.00029592815021536591,9.1402437562256929e-06,6.3286692763950579e-05,0.00020124023467879979
6.851505257783034e-08,0.2900676940293619,76.950000000000003,0.0,0.0,0.0,0.12891222942847524,9.4966637133419578,0.013349291357262996,0.0090805748549626312,0.067715026786264232,1.2542662944950773e-08,0.00048650117769300806,1.5362700526471529e-06,0.18796962670531497,1.2229127211932036e-08,7.8704193620499486e-05,0.4540859826694158,3.8431403624123467e-12,0.041380787519595737,0.016883284570902823,0.0023532551638162538,2.4023365623140444e-05,0.077179258580282947,0.048695658575844451,9.4445790468151419e-06,5.423778964685929e-06,4.4849978853224223e-13,0.0090935738540503033,2.8659825196006233e-11,2.0164398785561994e-06,0.00015228352915226049,0.0031255235440450614,0.0064097718229910615,7.4244087145781195e-05,3.003555784337698e-05,6.3279502025180419e-10,0.00018688596353316775,1.6828178153143119e-05,0.00030267234743489778,9.3487221879825058e-06,6.4746586537001768e-05,0.00020671050357487782
6.940577956359788e-08,0.2900684859136128,76.950000000000003,0.0,0.0,0.0,0.12600718085164089,9.4966691268998282,0.013358806374138759,0.0087798143410276908,0.067433477802541733,1.249048544400167e-08,0.00047038859668205351,1.5099345362761828e-06,0.18835365128443329,1.195354231975851e-08,7.8376785501615287e-05,0.45635259594860655,3.7158582236150844e-12,0.041596585221649114,0.017133251236406001,0.0023555442357362628,2.3227890742031783e-05,0.07754666039787593,0.048636971769388394,9.4331764092411266e-06,5.4172309105591774e-06,4.4663403697156033e-13,0.0092347855743177849,2.9083915604585169e-11,2.0463688016658223e-06,0.00015194685270447728,0.003148968347738753,0.0065291111229817738,7.4617210606801917e-05,3.009797472142073e-05,6.3384696847847735e-10,0.00018993212950917427,1.695066675829016e-05,0.00030942565020514661,9.5574841316208215e-06,6.6208632135954462e-05,0.00021221093756880637
7.029650654936542e-08,0.2900692466328305,76.950000000000003,0.0,0.0,0.0,0.12317507023487857,9.4966744912906034,0.0133667265290358,0.008488203808095382,0.0671511589729481,1.2438166844684013e-08,0.00045476617475851479,1.4842400507219502e-06,0.18871659149756007,1.1684876636898106e-08,7.8048491873648889e-05,0.45858033862057845,3.5924481210205171e-12,0.041806653689298846,0.017381296900877561,0.0023573870812535684,2.2456605526219657e-05,0.077901878853514753,0.048572993541626558,9.4207485044696663e-06,5.4100940599588394e-06,4.4476323929302678e-13,0.0093747518168309056,2.9504748376160295e-11,2.0760679291158291e-06,0.0001515756384109125,0.0031709427514532871,0.0066471329363822548,7.4983921159520986e-05,3.0156993440865582e-05,6.3478255624860449e-10,0.00019295700667456352,1.7070847344335808e-05,0.00031618667051760751,9.7664866116099538e-06,6.7672521379050514e-05,0.00021774015396059654
