Time (s),Volume (m^3),N2,Ne,He,Ar,C7H10(1),O2(2),C7H10(146),C7H10(153),C7H9(5),C5H7(210),C2H4(115),C7H11(22),C7H10(21),C7H10(65),C7H10(18),C7H10(238),S(66),C7H11(46),C7H10(187),C7H12(16),C7H8(58),C5H8(336),S(388),C7H9O2(68),s(399),OH(22),H2O(23),S(118),S(196),S(362),S(361),C7H10(38),S(410),S(340),S(358),S(336),C7H8(308),S(197)
2.6164625616418234e-13,0.5587030993270726,76.950000000000003,0.0,0.0,0.0,0.99999781907796892,9.4999999998156355,1.637633167929245e-07,9.9081862733716114e-08,4.9338037157672352e-07,6.5116463608587903e-16,6.5120239365025601e-16,4.9332284582982873e-07,5.0124628333504765e-08,7.6667211472487756e-13,8.7978139051611133e-07,2.8598345833291501e-15,1.205633404673088e-10,7.6673650902691511e-13,1.7302830178312853e-15,4.6087300279631161e-17,6.7990221055265105e-19,7.7502331588303124e-26,6.6247353056543174e-37,6.5982932112897421e-14,6.6247330686908433e-37,3.3330827899554604e-27,4.2805302649268514e-33,6.3739090098868849e-11,1.2676774586423196e-18,3.187935449665002e-20,5.8781323780164377e-21,1.2817083258363774e-09,7.0952332321786243e-37,4.6711237726552467e-19,6.8535290155767719e-20,2.6357479564553834e-21,1.703408309850485e-26,3.3330870704857246e-27
2.814197043937656e-13,0.5587030993268916,76.950000000000003,0.0,0.0,0.0,0.99999765490672188,9.4999999997873399,1.8701910297976236e-07,1.1315233061539527e-07,5.3066202750450824e-07,8.1018545493109979e-16,8.1023487157652113e-16,5.3059492184052599e-07,5.3912701606477471e-08,8.8435649478421434e-13,9.2817689088246972e-07,3.5237248193475555e-15,1.3944144899428239e-10,8.869370226695966e-13,2.1319553891352788e-15,5.3369695506180271e-17,8.458164918319258e-19,1.0379330690655552e-25,1.1029430331653635e-36,7.097563404434901e-14,1.1029426326633071e-36,4.4653952960689398e-27,6.166973644939254e-33,7.3152662778241078e-11,1.4661882293403622e-18,4.1606269221840434e-20,7.8102724061030081e-21,1.3608601093981275e-09,1.1812745207660536e-36,5.3610167545851632e-19,8.5388488402848955e-20,3.031215230089838e-21,2.2795754964855006e-26,4.4654014630425849e-27
3.011931526233489e-13,0.5587030993266987,76.950000000000003,0.0,0.0,0.0,0.99999749080823352,9.4999999997571081,2.1149342875394688e-07,1.2796005236329557e-07,5.679431050467095e-07,9.9318460475666605e-16,9.93248041955845e-16,5.6786560933799555e-07,5.7700774046763613e-08,1.0100882428234694e-12,9.7454601073010786e-07,4.2780091313451471e-15,1.596870662990963e-10,1.0158758941567277e-12,2.5883185818179939e-15,6.1194016367272709e-17,1.0366773536966265e-18,1.3627815945182091e-25,1.7737305641019097e-36,7.594791520675673e-14,1.7737298749557471e-36,5.8651026291775677e-27,8.6676391638312348e-33,8.3132400399425023e-11,1.6790798873344602e-18,5.3262613575103688e-20,1.0174449325439237e-20,1.4378571269717808e-09,1.8996999643940051e-36,6.0924034700959955e-19,1.048178550645634e-19,3.4508697427931982e-21,2.9906960013454377e-26,5.8651112968167322e-27
3.2096660085293216e-13,0.5587030993264932,76.950000000000003,0.0,0.0,0.0,0.99999732677949049,9.4999999997249596,2.3713527063342988e-07,1.4347415717937272e-07,6.0522361831851484e-07,1.2018438385834041e-15,1.2019239148831661e-15,6.0513490930532757e-07,6.1488845654633141e-08,1.143806202623638e-12,1.0189735994006052e-06,5.1272029701829885e-15,1.8129921493243413e-10,1.1535511128311591e-12,3.1021045322908079e-15,6.9561838987703541e-17,1.2542161830252336e-18,1.7586509697945152e-25,2.7677172042778049e-36,8.093508544464626e-14,2.7677160585122397e-36,7.5715950912294525e-27,1.1922077843026992e-32,9.3664157778144821e-11,1.9063421528970938e-18,6.7048428790137301e-20,1.3027695105991674e-20,1.5127580385345009e-09,2.9642763410881785e-36,6.8642472310478296e-19,1.2701140342014526e-19,3.8941071818565922e-21,3.8563062392720602e-26,7.5716070133073002e-27
3.4074004908251544e-13,0.5587030993262757,76.950000000000003,0.0,0.0,0.0,0.99999716281760453,9.4999999996909068,2.6389574486106007e-07,1.5966506886588234e-07,6.4250358117177241e-07,1.4378445167474495e-15,1.4379441134611725e-15,6.4240282272469413e-07,6.527691643034472e-08,1.2854508839757835e-12,1.0615409479866497e-06,6.0756321288674199e-15,2.0427691814325218e-10,1.2999606686425586e-12,3.6759304256619936e-15,7.8474739357096166e-17,1.5001617006106116e-18,2.2352558467369733e-25,4.2054804866954853e-36,8.5881901168728084e-14,4.2054786385720727e-36,9.6270428319941679e-27,1.6089638596127998e-32,1.0473414340170257e-10,2.1479647555936069e-18,8.3166627400795417e-20,1.6429862796817023e-20,1.5856199057707411e-09,4.5041433659954561e-36,7.6755372694545291e-19,1.5215806181171145e-19,4.3603383443082962e-21,4.8972506164045147e-26,9.6270589216327649e-27
3.605134973120987e-13,0.5587030993260461,76.950000000000003,0.0,0.0,0.0,0.99999699891980787,9.499999999654964,2.9172801483646227e-07,1.7650444981877992e-07,6.7978300683037437e-07,1.7028676076284126e-15,1.7029898738927871e-15,6.796693505773578e-07,6.9064986374146436e-08,1.4349644163050642e-12,1.1023259432679057e-06,7.1274409474808235e-15,2.286191998783136e-10,1.4551025521476262e-12,4.3123036600792904e-15,8.7934293330578234e-17,1.7762400413479321e-18,2.8029455719156556e-25,6.2408996947279105e-36,9.1016215365124327e-14,6.2408967931748299e-36,1.2076409663380646e-26,2.1350835019609037e-32,1.1632891040703976e-10,2.4039374261350782e-18,1.0182246823452391e-19,2.0443515845505126e-20,1.6564982365682295e-09,6.6841070234560746e-36,8.5252880768054066e-19,1.8044767274176268e-19,4.8489887514695414e-21,6.1356793956673557e-26,1.2076431014215665e-26
3.80286945541682e-13,0.5587030993258044,76.950000000000003,0.0,0.0,0.0,0.99999683508344694,9.4999999996171471,3.2058720208158537e-07,1.9396514715909979e-07,7.1706190876831212e-07,1.9985936882378837e-15,1.998742045580054e-15,7.1693449384368129e-07,7.2853055486276015e-08,1.5922905027841251e-12,1.1414032157705809e-06,8.2866002048997919e-15,2.5432508478170012e-10,1.618974754510275e-12,5.0136266215651237e-15,9.7942076629393707e-17,2.0841748336922118e-18,3.4727063841759982e-25,9.0682457651352587e-36,9.5979893393433104e-14,9.068241317977929e-36,1.4967467366958485e-26,2.7908777202670489e-32,1.2843534761637367e-10,2.6742499154344463e-18,1.2322317413367426e-19,2.5133820765893569e-20,1.7254470290435388e-09,9.7122327851006361e-36,9.4125387458284274e-19,2.1207099193129862e-19,5.3594982659750307e-21,7.5950465798102854e-26,1.4967495275735692e-26
4.0006039377126526e-13,0.558703099325551,76.950000000000003,0.0,0.0,0.0,0.99999667130597936,9.4999999995774669,3.5043030630300343e-07,2.1202114436815489e-07,7.5434029976536107e-07,2.3267029447190787e-15,2.3268810912691848e-15,7.5419825350313803e-07,7.6641123766961401e-08,1.7573743782801628e-12,1.1788442726995759e-06,9.556914204207165e-15,2.8139359819426085e-10,1.7915752675017057e-12,5.7822009710012923e-15,1.0849966484151205e-16,2.4256872727187682e-18,4.2561633934144116e-25,1.292945591998598e-35,1.0078137950227579e-13,1.2929449249385872e-35,1.8350808745990478e-26,3.5990520576454689e-32,1.4104067129591884e-10,2.9588919737700966e-18,1.4757767428823578e-19,3.0568450201381492e-20,1.7925188118902576e-09,1.384763665648685e-35,1.0336352367855203e-18,2.4721968731332071e-19,5.8913207396785838e-21,9.30010780732875e-26,1.835084473651106e-26
4.178564971778902e-13,0.5587030993253128,76.950000000000003,0.0,0.0,0.0,0.99999652395459548,9.4999999995401776,3.7809626312936435e-07,2.2875990015841589e-07,7.8789042468465567e-07,2.6510772501710276e-15,2.6512856006483902e-15,7.8773445502160044e-07,8.0050384508874229e-08,1.9125387150343924e-12,1.2111989428078665e-06,1.079824950859732e-14,3.0691950264618212e-10,1.9543767754699187e-12,6.5332421815129753e-15,1.1847287954983012e-16,2.7631780178062728e-18,5.0686094541215601e-25,1.7533018124372403e-35,1.0539930461765277e-13,1.7533008675952718e-35,2.1860816807798899e-26,4.4774937700788868e-32,1.5280170242576061e-10,3.2273131325267358e-18,1.7219607801541023e-19,3.6153892485862761e-20,1.8513208344992299e-09,1.8778103959281634e-35,1.1198290480499517e-18,2.8202685767503502e-19,6.3877431617934048e-21,1.1066239179865865e-25,2.1860861582736599e-26
4.356526005845152e-13,0.558703099325065,76.950000000000003,0.0,0.0,0.0,0.99999637664723362,9.4999999995013997,4.0649696535521173e-07,2.4594319935395839e-07,8.2144015468863668e-07,3.0042668686818024e-15,3.0045088526212264e-15,8.2126953732395634e-07,8.345964457764734e-08,2.0739058603245308e-12,1.2423317590828028e-06,1.2135124853155325e-14,3.3354763773455551e-10,2.1242451257309401e-12,7.342087432500367e-15,1.2889386077382934e-16,3.1305103779925386e-18,5.992463595220428e-25,2.3475321589996432e-35,1.099158636883318e-13,2.3475308400154854e-35,2.5853733055615523e-26,5.5200018962286051e-32,1.6494786127657537e-10,3.5073254836066173e-18,1.9953165796010061e-19,4.2451682218039876e-20,1.9086801714786906e-09,2.514237243123425e-35,1.2088454266959434e-18,3.19986580912477e-19,6.9006186289182819e-21,1.307236397238116e-25,2.5853788255634482e-26
4.5344870399114015e-13,0.5587030993248077,76.950000000000003,0.0,0.0,0.0,0.99999622938225097,9.4999999994611422,4.3560466612920322e-07,2.6355425424430535e-07,8.5498949850606554e-07,3.3874958457009777e-15,3.3877751016639783e-15,8.5480350112242416e-07,8.6868903973428078e-08,2.2414389114497678e-12,1.2722888630649751e-06,1.3569994451175125e-14,3.6127729437849972e-10,2.3011788555480698e-12,8.2102215509715674e-15,1.3976375684259918e-16,3.5289343297518534e-18,7.0375359203638921e-25,3.1066131393211184e-35,1.1427589864533733e-13,3.1066113225003668e-35,3.0372353383242019e-26,6.7486446167347215e-32,1.7747047714466259e-10,3.7989215715277109e-18,2.297392672316899e-19,4.9515992015643504e-20,1.96463221800433e-09,3.3272200709356606e-35,1.3006208258854956e-18,3.6124047446220858e-19,7.4295767104790577e-21,1.5339225651629312e-25,3.0372420869688198e-26
4.694651970571026e-13,0.5587030993245683,76.950000000000003,0.0,0.0,0.0,0.99999609687869329,9.4999999994236557,4.6238399198965997e-07,2.7975657047588641e-07,8.8518358442521982e-07,3.759097044306426e-15,3.7594131304201153e-15,8.84983112808414e-07,8.9937236854339509e-08,2.3974607362525549e-12,1.2982817547989975e-06,1.4947115758404627e-14,3.8717520060010653e-10,2.4664589032733404e-12,9.0434161764262996e-15,1.4993143452144987e-16,3.9151311564586563e-18,8.0901925139072661e-25,3.9607553314453195e-35,1.1840448338164844e-13,3.9607529332461347e-35,3.492547790063835e-26,8.0333505185606325e-32,1.8905569313247197e-10,4.0712559786147882e-18,2.595101423649316e-19,5.6575162304646207e-20,2.0138143809302777e-09,4.2420135432446624e-35,1.3855262791079547e-18,4.013030215029114e-19,7.9190901783137786e-21,1.7620160044744579e-25,3.4925558234143534e-26
4.854816901230651e-13,0.5587030993243212,76.950000000000003,0.0,0.0,0.0,0.99999596440707061,9.499999999384988,4.8969558195077745e-07,2.9628092270243147e-07,9.1537737056974255e-07,4.1569133627515288e-15,4.157269552265864e-15,9.1516181960110893e-07,9.3005569190341741e-08,2.5584221447558081e-12,1.3233895104855449e-06,1.6407185786764477e-14,4.139642490175793e-10,2.6374596581718196e-12,9.9267967110455571e-15,1.6046450031235766e-16,4.3284327563317071e-18,9.2570757561983237e-25,5.0087365186043937e-35,1.2228813471848739e-13,5.008733382354345e-35,3.9974471587291701e-26,9.5070925489080304e-32,2.0093292520100254e-10,4.352961750170208e-18,2.9184688858627389e-19,6.434170004139684e-20,2.0619091995921103e-09,5.3644092735828955e-35,1.4725718926168036e-18,4.4425311807447011e-19,8.4210788465282689e-21,2.0146099048499106e-25,3.9974566658217201e-26
5.014981831890276e-13,0.5587030993240666,76.950000000000003,0.0,0.0,0.0,0.9999958319663087,9.4999999993451389,5.1752131122563606e-07,3.131163448625478e-07,9.4557086237622638e-07,4.5818365999410233e-15,4.5822363223835298e-15,9.4533962201855163e-07,9.607390098153111e-08,2.7242980736298926e-12,1.34764227068295e-06,1.7951807284609186e-14,4.4164392365758326e-10,2.8141800547367642e-12,1.0861332829816238e-14,1.713637911691862e-16,4.7697474804525514e-18,1.0546220996326188e-24,6.2859035658583795e-35,1.2641583963085833e-13,6.2858994999990511e-35,4.5554462423217435e-26,1.1190094090901523e-31,2.130962496670784e-10,4.6440334482453527e-18,3.2686343493807229e-19,7.2857952948504017e-20,2.1089407131127998e-09,6.7322636419885789e-35,1.561714252335736e-18,4.9019524081689399e-19,8.9352896431420716e-21,2.2933927061865137e-25,4.5554574324158356e-26
5.159130269483937e-13,0.5587030993238311,76.950000000000003,0.0,0.0,0.0,0.9999957127951512,9.4999999993082778,5.4298957437422118e-07,3.2852542734937613e-07,9.7274475835389033e-07,4.9881808659917784e-15,4.9886228303485595e-15,9.7249887138127964e-07,9.8835399127863583e-08,2.877768056396445e-12,1.3687628170333954e-06,1.9415538685184633e-14,4.6731669004249386e-10,2.9781178248395268e-12,1.1746928099732934e-14,1.8148696706907425e-16,5.1916320095169489e-18,1.1817853030780604e-24,7.6645234173757095e-35,1.3012914154544634e-13,7.6645183172349182e-35,5.1060497814153738e-26,1.2901560998539123e-31,2.2428305164835756e-10,4.9140013669354681e-18,3.6076390702147629e-19,8.1199267975867485e-20,2.1503793891848219e-09,8.2087734691232235e-35,1.6436999223257053e-18,5.3418799798105371e-19,9.4083242550937222e-21,2.5681289815136158e-25,5.1060626829763733e-26
5.303278707077599e-13,0.5587030993235897,76.950000000000003,0.0,0.0,0.0,0.99999559364741819,9.4999999992704698,5.6884775179754596e-07,3.4417041982018674e-07,9.9991842491615896e-07,5.4178538438261154e-15,5.4183410708742813e-15,9.9965738899651896e-07,1.0159689683303882e-07,3.0351814493487718e-12,1.389234949269502e-06,2.095010326096286e-14,4.9371007024703454e-10,3.1466868654576772e-12,1.2675379029758578e-14,1.9190807322063373e-16,5.6376032205999355e-18,1.3201506706079554e-24,9.2945470267540622e-35,1.3389602240156578e-13,9.2945406690825937e-35,5.7053480970864919e-26,1.4816809040401092e-31,2.3569273693805768e-10,5.1915473456606824e-18,3.9701084773465954e-19,9.0214880281685271e-20,2.1909926128219204e-09,9.9545368626790125e-35,1.727319084608568e-18,5.8076595124767274e-19,9.890880635350131e-21,2.8667999408825474e-25,5.7053629138955343e-26
5.447427144671261e-13,0.5587030993233421,76.950000000000003,0.0,0.0,0.0,0.99999547452240023,9.4999999992317274,5.9508387249339941e-07,3.600440794452712e-07,1.027091866592806e-06,5.8715053076407157e-15,5.8720409342109432e-15,1.0268151752411737e-06,1.0435839409712052e-07,3.1965211088363618e-12,1.4090785745323619e-06,2.2556559331850655e-14,5.2082368874664453e-10,3.3198864003803357e-12,1.3647325907538493e-14,2.0262771964731973e-16,6.1083215488798227e-18,1.4703624140625173e-24,1.1213064324716391e-34,1.3726134660820374e-13,1.1213056446181241e-34,6.356162779305587e-26,1.6953602456551353e-31,2.4732123215132351e-10,5.4766674474242927e-18,4.3568773576239276e-19,9.9937364101637026e-20,2.2307968268900874e-09,1.2009276888866396e-34,1.8125418856204601e-18,6.3000607398887542e-19,1.0382784760587191e-20,3.1907517150131286e-25,6.3561797329080428e-26
5.591575582264923e-13,0.5587030993230886,76.950000000000003,0.0,0.0,0.0,0.99999535541940887,9.4999999991920436,6.2168633340314765e-07,3.7613938601226004e-07,1.0542650866222848e-06,6.3497849221002241e-15,6.3503722016909181e-15,1.0539722304919159e-06,1.0711989092017056e-07,3.3617702328176592e-12,1.428312988092437e-06,2.4235932604529841e-14,5.4865717021233184e-10,3.4977156535682537e-12,1.4663389288290322e-14,2.1364651633636471e-16,6.6044469020677938e-18,1.6330832852104964e-24,1.346142298522928e-34,1.4098678509229062e-13,1.3461413276571646e-34,7.0613983293085912e-26,1.933072030850049e-31,2.591645383801282e-10,5.7693577051245517e-18,4.7687815671493043e-19,1.1039980089570521e-19,2.269808146543708e-09,1.4417276581306769e-34,1.8993390178511945e-18,6.8198559492651311e-19,1.0883865789306176e-20,3.5413667617056702e-25,7.0614176600289011e-26
5.721309176099218e-13,0.5587030993228552,76.950000000000003,0.0,0.0,0.0,0.99999524824499775,9.4999999991555359,6.459324665835307e-07,3.9080904174236747e-07,1.0787207987426444e-06,6.8018305035388776e-15,6.8024671494846143e-15,1.0784129555289189e-06,1.0960523768388295e-07,3.5138234195007494e-12,1.4451185538895921e-06,2.5810535029328313e-14,5.7432247631555198e-10,3.66171974929605e-12,1.561606341657734e-14,2.2381971095621593e-16,7.0732277246834508e-18,1.7907901114685293e-24,1.580483989619873e-34,1.4429256243960188e-13,1.580482823284412e-34,7.7451077672443901e-26,2.1691965682428538e-31,2.7000393123689835e-10,6.0392481696820631e-18,5.1616776201437108e-19,1.2047639293157757e-19,2.3042534698148577e-09,1.6927082193612866e-34,1.9787786991056805e-18,7.3117338438740741e-19,1.1342546284768191e-20,3.8808892512979766e-25,7.7451294592100731e-26
5.838069410550085e-13,0.5587030993226414,76.950000000000003,0.0,0.0,0.0,0.99999515180242993,9.4999999991220374,6.6799331963331913e-07,4.0415653572545425e-07,1.100730791488992e-06,7.2265689110727408e-15,7.2272523920980044e-15,1.1004091022997743e-06,1.118420494658642e-07,3.6533576407183456e-12,1.4598455596141579e-06,2.727944667532894e-14,5.9791930718903779e-10,3.8125287421280083e-12,1.6504791763736135e-14,2.3318355253702876e-16,7.5135797824459601e-18,1.9422820288596751e-24,1.8204572528254939e-34,1.4722373763316221e-13,1.8204558819716038e-34,8.4020504136454363e-26,2.4009783195876251e-31,2.7990310733510141e-10,6.2873871989402628e-18,5.5337755929859103e-19,1.3010152368000376e-19,2.334725423551151e-09,1.9497200443003712e-34,2.051327742065647e-18,7.7744005175471105e-19,1.1761498669327384e-20,4.2067823916018243e-25,8.4020744234286319e-26
5.954829645000952e-13,0.5587030993224233,76.950000000000003,0.0,0.0,0.0,0.99999505537315758,9.4999999990879349,6.9027504619864721e-07,4.1763766486870637e-07,1.1227406458932376e-06,7.6686206132273525e-15,7.6693532732475542e-15,1.1224047701344963e-06,1.140788609585884e-07,3.7954280722927136e-12,1.4742052595690439e-06,2.8797921254513775e-14,6.2198777344882765e-10,3.9663739138548375e-12,1.7423506732838326e-14,2.4274475106272551e-16,7.9717730572542876e-18,2.1032205972352994e-24,2.0910027247991447e-34,1.5018556725061365e-13,2.0910011187134384e-34,9.1001362044722985e-26,2.6522146769338551e-31,2.8993634799546149e-10,6.5404860020193582e-18,5.9238536960819574e-19,1.4027254737050983e-19,2.3647047714040223e-09,2.2394745871491269e-34,2.124859332485174e-18,8.2564218977105445e-19,1.2186178394132773e-20,4.5527463264201071e-25,9.1001627266190691e-26
6.071589879451818e-13,0.5587030993222017,76.950000000000003,0.0,0.0,0.0,0.99999495895685431,9.4999999990532249,7.1277213743827297e-07,4.3124909615135362e-07,1.1447503640045373e-06,8.1283306582412709e-15,8.1291149042273202e-15,1.1443999592328192e-06,1.1631567216208487e-07,3.9400264113491535e-12,1.4882068146647516e-06,3.0366445591002653e-14,6.4652767600497949e-10,4.1232548523872039e-12,1.8372502851349205e-14,2.5250363063622677e-16,8.4481572902005774e-18,2.2739938364213442e-24,2.395298805418548e-34,1.5311755265375409e-13,2.3952969295164407e-34,9.8410692175268841e-26,2.9241116904344643e-31,3.0010166513765733e-10,6.7985424868138654e-18,6.3323575506130644e-19,1.5100795699105334e-19,2.3941994766938406e-09,2.5653758762779102e-34,2.1993588998869564e-18,8.7582133066859552e-19,1.2616500524393175e-20,4.9195854002202364e-25,9.841098458643788e-26
6.188350113902685e-13,0.5587030993219759,76.950000000000003,0.0,0.0,0.0,0.9999948625532008,9.4999999990179145,7.3547922196460048e-07,4.4498757971636877e-07,1.166759947748575e-06,8.6060440472986087e-15,8.6068823494920307e-15,1.1663946697943805e-06,1.1855248307638229e-07,4.0871444892322419e-12,1.5018591572336694e-06,3.1985494325511602e-14,6.7153881585153781e-10,4.2831711457096457e-12,1.9352067275241908e-14,2.6246051534506278e-16,8.9430820181224301e-18,2.4549978294740843e-24,2.7367828078082632e-34,1.5605316942327348e-13,2.736780623235685e-34,1.0626589756003584e-25,3.2179248659423133e-31,3.1039710016736753e-10,7.0615545593624573e-18,6.7597330107162554e-19,1.6232643735119569e-19,2.4232173739831273e-09,2.9311052299183997e-34,2.274812089913047e-18,9.2801911622536504e-19,1.3052381385029352e-20,5.3081195342807903e-25,1.0626621935252247e-25
6.305110348353552e-13,0.5587030993217467,76.950000000000003,0.0,0.0,0.0,0.99999476616188632,9.4999999989820072,7.5839106236431161e-07,4.5884994676534114e-07,1.1887693990387596e-06,9.1021057345450315e-15,9.1030006266652196e-15,1.1883889020187193e-06,1.2078929370150865e-07,4.2367742693152614e-12,1.515170996816074e-06,3.3655530223752377e-14,6.9702099406649982e-10,4.446122381880573e-12,2.0362479975592766e-14,2.7261572926123798e-16,9.4568965769942591e-18,2.6466367374981857e-24,3.1191663911883601e-34,1.5900910662901059e-13,3.1191638543915271e-34,1.1458474444492377e-25,3.5349602102554109e-31,3.2082072353508935e-10,7.329520127645904e-18,7.2064261290965e-19,1.742468606404023e-19,2.4517661711781536e-09,3.3406377840631377e-34,2.3512047610642143e-18,9.822772976972481e-19,1.3493738541825855e-20,5.7191842163925107e-25,1.145850979409448e-25
6.421870582804419e-13,0.5587030993215134,76.950000000000003,0.0,0.0,0.0,0.99999466978260731,9.4999999989455013,7.8150255182370353e-07,4.7283310751670061e-07,1.2107787198144691e-06,9.6168606271030138e-15,9.6178147065474145e-15,1.2103826561052761e-06,1.2302610403749115e-07,4.3889078448503258e-12,1.5281508257720164e-06,3.5377004475551354e-14,7.2297401181177805e-10,4.6121081490322693e-12,2.1404013919561228e-14,2.8296959644138127e-16,9.9899501061174532e-18,2.8493228144688036e-24,3.5464516929994115e-34,1.6194746244017035e-13,3.5464487552605379e-34,1.2338536324957615e-25,3.8765752806196622e-31,3.3137063430239894e-10,7.6024371015818015e-18,7.6728831297198156e-19,1.8678828210502002e-19,2.4798534515915523e-09,3.7982597692332967e-34,2.4285229815228151e-18,1.0386377357522933e-18,1.3940490782900671e-20,6.1536304907298737e-25,1.2338575090710423e-25
6.538630817255285e-13,0.5587030993212763,76.950000000000003,0.0,0.0,0.0,0.99999457341506826,9.4999999989084003,8.0480871088031028e-07,4.8693404924034793e-07,1.2327879119273606e-06,1.0150653585086443e-14,1.0151669513124581e-14,1.232375932253396e-06,1.2526291408435644e-07,4.5435374368716755e-12,1.5408069246832029e-06,3.7150356982775087e-14,7.493976703331661e-10,4.7811280353708831e-12,2.2476935244597483e-14,2.9352244092679436e-16,1.0542591551916563e-17,3.0634764219388795e-24,4.0229480896203042e-34,1.6488985394540651e-13,4.0229446965572016e-34,1.3268624952026616e-25,4.2441802327872342e-31,3.4204495971812695e-10,7.8803033903367819e-18,8.159550387905464e-19,1.9996993587078911e-19,2.5074866759539884e-09,4.3085864604139594e-34,2.5067530260643016e-18,1.097142400403828e-18,1.4392558100597956e-20,6.6123249478923263e-25,1.3268667393828946e-25
6.655391051706152e-13,0.5587030993210356,76.950000000000003,0.0,0.0,0.0,0.99999447705898026,9.499999998870706,8.2830468426734766e-07,5.0114983434844404e-07,1.2547969772195723e-06,1.0703829421614962e-14,1.0704909923576633e-14,1.2543687306623258e-06,1.2749972384213053e-07,4.700655392139171e-12,1.5531473676005146e-06,3.8976016639028129e-14,7.7629177096030214e-10,4.9531816291764214e-12,2.3581503427671912e-14,3.0427458674343168e-16,1.1115169671461144e-17,3.2895260436864849e-24,4.5532895437739198e-34,1.678396334547976e-13,4.553285634801544e-34,1.4250626487889378e-25,4.6392388689792166e-31,3.5284185480207629e-10,8.1631169047747608e-18,8.6668744126885784e-19,2.1381123087349125e-19,2.5346731843871414e-09,4.876580755277796e-34,2.5858813729890706e-18,1.1578333709429558e-18,1.4849861673703482e-20,7.096149715114514e-25,1.4250672880278075e-25
6.772151286157019e-13,0.558703099320791,76.950000000000003,0.0,0.0,0.0,0.99999438071406199,9.4999999988324202,8.5198573782175747e-07,5.154775985246822e-07,1.2768059175262931e-06,1.1276732902828234e-14,1.1277880768285865e-14,1.276361051531218e-06,1.2973653331083858e-07,4.8602541811091759e-12,1.5651800271857665e-06,4.0854401603713724e-14,8.0365611510663336e-10,5.1282685188027546e-12,2.4717971451093786e-14,3.1522635790197976e-16,1.1708033036244791e-17,3.5279083003882342e-24,5.1424525656430448e-34,1.7077972959787758e-13,5.1424480733949018e-34,1.5286463797290615e-25,5.0632696892659722e-31,3.6375950193381819e-10,8.4508755568974239e-18,9.1953018285966939e-19,2.2833174686385465e-19,2.5614201983504758e-09,5.507572409635384e-34,2.6658947011136195e-18,1.220752835872173e-18,1.5312323849877084e-20,7.6060024466419937e-25,1.5286514429987517e-25
6.888911520607886e-13,0.5587030993205426,76.950000000000003,0.0,0.0,0.0,0.99999428438003923,9.4999999987935446,8.7584725545622957e-07,5.299145488922655e-07,1.2988147346248952e-06,1.1869708747899964e-14,1.1870926830845303e-14,1.2983528950591263e-06,1.3197334249050541e-07,5.0223263959322008e-12,1.5769125797470738e-06,4.278591957042384e-14,8.3149050426938069e-10,5.3063882926775975e-12,2.5886585964898993e-14,3.2637807839785554e-16,1.2321530035676413e-17,3.7790679643292527e-24,5.7957748327896946e-34,1.7372392391314027e-13,5.7957696824969262e-34,1.6378096542699679e-25,5.5178469474087816e-31,3.7479611044643494e-10,8.7435772588100026e-18,9.7452793578760545e-19,2.4355123048669294e-19,2.5877348225623302e-09,6.207277978402756e-34,2.7467798867995502e-18,1.2859430928383833e-18,1.5779868128295964e-20,8.1427963142679361e-25,1.6378151721169161e-25
7.005671755058753e-13,0.5587030993202905,76.950000000000003,0.0,0.0,0.0,0.99999418805664408,9.4999999987540846,8.9988473620788143e-07,5.444579622282665e-07,1.3208234302816152e-06,1.248310162905168e-14,1.2484392848067078e-14,1.320344261445011e-06,1.3421015138115501e-07,5.1868647484828779e-12,1.5883525101467415e-06,4.4770968028534264e-14,8.5979474002950275e-10,5.4875405393025156e-12,2.7087587445126542e-14,3.3773007221121479e-16,1.2956008880548617e-17,4.0434579741169941e-24,6.5189744889548615e-34,1.7667056696434662e-13,6.5189685977806567e-34,1.7527521279463286e-25,6.0046017099406139e-31,3.8594991622625796e-10,9.0412199240701922e-18,1.0317253804929259e-18,2.5948959144897326e-19,2.6136240468899626e-09,6.9818214835852019e-34,2.8285240010107749e-18,1.3534465485660174e-18,1.6252419142554675e-20,8.707459998028151e-25,1.7527581325480395e-25
7.122431989509619e-13,0.5587030993200347,76.950000000000003,0.0,0.0,0.0,0.99999409174361553,9.4999999987140384,9.2409379136762151e-07,5.5910518322680263e-07,1.3428320062422442e-06,1.3117256171566169e-14,1.3118623509990799e-14,1.3423351508877359e-06,1.3644695998281089e-07,5.3538620684247845e-12,1.5995071165749792e-06,4.6809934517648334e-14,8.8856862405166022e-10,5.6717248472529093e-12,2.8321210347768168e-14,3.492826633070224e-16,1.3611817606636632e-17,4.3215394493764683e-24,7.3181701207467891e-34,1.7961228307975374e-13,7.3181633970737615e-34,1.8736771550803905e-25,6.5252229173742662e-31,3.9721918131911109e-10,9.3438014670820558e-18,1.0911672043119592e-18,2.7616689878192695e-19,2.6390947482061671e-09,7.8377558082128315e-34,2.9111143064323819e-18,1.4233057187907456e-18,1.6729902643842705e-20,9.300937677053652e-25,1.8736836803033082e-25
