Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155)
1.2568872407782506e-11,0.24468297245218182,76.950000000000003,0.0,0.0,0.0,0.99742153396383182,9.4999947991990901,1.9514602262192618e-05,0.00026613466042099985,0.00026125537212978457,4.9198877643228231e-06,4.5430973518823013e-11,5.3959694087274183e-05,0.00059154372090673929,2.6794011982089214e-07,3.1399416358671446e-14,5.2598689804422491e-12,3.1402124885738248e-09,0.0013643430200307406,9.2689538578545337e-08,1.2689938129491942e-15,1.2267013840923339e-16,3.913393725294039e-14,6.3176775953722019e-18,1.2646401627986946e-08,2.0508426991598083e-07,2.4986904902703486e-08,2.4993985242129782e-08,4.6268862236172748e-12,2.4379861737530422e-12,2.2204148772944579e-13,9.2833362762959062e-09,3.446137390660026e-12,8.4917882523153833e-13,1.1661631122674872e-19,1.5562717960312026e-12,1.5955072966959321e-13,1.0753381979734627e-19,1.5769354550857536e-05,1.2981728236787422e-17,4.6662584649772088e-18,1.5565054054343709e-07,3.5324541181810424e-08,1.7299673129279526e-08,1.6403505302201617e-07,1.6157141200221948e-08,1.0751070509647202e-19,6.1521428892408359e-15,4.8776042429021479e-16,4.8039446697191273e-16,1.1107861266051479e-18,2.2010722172639462e-14,1.9685003905811657e-21,1.7391934343854246e-11,8.8693799149508967e-20,2.105260834764645e-21,2.7777931235819397e-13,1.0406570560079644e-24,4.711197709313828e-25,8.7854711225532054e-28,8.0339553566410377e-13,1.7846805916108397e-15,2.7665760653900303e-14,1.2330918269718051e-12,1.8050520231239643e-16,1.0753983169003693e-14,3.1253811227805205e-16,4.5106696419195943e-16,1.5013833833758814e-16,3.3117356504191695e-17,1.4642104285038973e-23,1.9254956253626208e-17,3.2901382464682121e-14,2.020933722914533e-14,4.2644677638994586e-15,6.0635200189543417e-13,5.4669059911049064e-15,1.2886085401397291e-08,1.1340752961830654e-11,1.345707030691366e-14,1.1340752406864678e-11,2.2679065129868337e-15,1.3147033411017003e-24,7.6414415597790108e-25,2.1525818144349706e-27,5.6367225912264564e-25,8.1343543344419037e-16,4.1078865809410044e-25,3.2234065659404967e-19,1.0094909837173579e-18,6.1874236315215387e-17,8.5166110292207028e-19,1.2316138317837546e-17,2.4129310915597548e-19,1.4178363065425172e-21,4.4849582773473222e-23,1.0177099659934533e-20,1.8087864131121443e-24,1.4100686792927576e-19,3.3733671579556136e-24,9.8936886893420377e-20,1.1188183837058066e-18,4.4412228812443688e-23,3.6096370795531496e-21,8.0655067556139674e-25,2.1378979133760501e-08,1.0070064240783856e-13,1.120188881044285e-14,9.0338699701346375e-21,7.7111375754458696e-23
1.269416949140612e-11,0.24468297223015173,76.950000000000003,0.0,0.0,0.0,0.997395876919695,9.4999947189201048,1.9708876855780336e-05,0.00026878062901700091,0.00026382226486480124,4.997214834879595e-06,4.5882355905320168e-11,5.3958339032201971e-05,0.00059759190623165403,2.7069667792738723e-07,3.1892928824712582e-14,5.4359695263896635e-12,3.2032020232937738e-09,0.0013782938912442842,9.4543444508420936e-08,1.2820491754166185e-15,1.240216645460075e-16,4.0299232507629653e-14,6.5298720557353079e-18,1.2902826615888991e-08,2.0893598039404782e-07,2.571747508225269e-08,2.5724764993757322e-08,4.7630156492509128e-12,2.5108549790449895e-12,2.2435963581192277e-13,9.4282467281062946e-09,3.5002105737934795e-12,8.6284284485246324e-13,1.2478680001315286e-19,1.5930057182470593e-12,1.6313798920288861e-13,1.1507503567828206e-19,1.5930957471079704e-05,1.3288231212263969e-17,4.7764108219619063e-18,1.5708899592746999e-07,3.5562025134088163e-08,1.7302751908404074e-08,1.656422851141092e-07,1.6489657406849285e-08,1.1505004903043516e-19,6.3419284277189815e-15,5.0913137352677534e-16,5.01496547671573e-16,1.1710956508795878e-18,2.2400441815922404e-14,2.0943934612793935e-21,1.7726644929059021e-11,9.3499882086263976e-20,2.2414815056480048e-21,2.8362815019236853e-13,1.118806918498124e-24,5.058123459471272e-25,9.5071931284280585e-28,8.2875078989050727e-13,1.8190539022496076e-15,2.8469068769542845e-14,1.2695738116894448e-12,1.8587251673973788e-16,1.0970804111980754e-14,3.2186360321348718e-16,4.6697945576744959e-16,1.5419691143159256e-16,3.3766402549292885e-17,1.5158638132019824e-23,1.9818431141678951e-17,3.3875319818779528e-14,2.0844452175855652e-14,4.3916593083943551e-15,6.1256316569509485e-13,5.6729914662218616e-15,1.3080420776686267e-08,1.1377904902393073e-11,1.3885812806330581e-14,1.1377904328911033e-11,2.354199106849583e-15,1.3502427091592145e-24,7.8480067808833024e-25,2.2919715902896957e-27,6.0890948963543041e-25,8.3743811058688698e-16,4.2282332712644441e-25,3.3185980900223188e-19,1.049647786448869e-18,6.3747728072372947e-17,8.8872134128561709e-19,1.2805713517772757e-17,2.5330368596083503e-19,1.4919682121570303e-21,4.7095943825145167e-23,1.0672690091690061e-20,1.8635092543229107e-24,1.4768878756178136e-19,3.475548090107168e-24,1.0372857561010738e-19,1.1635535638854069e-18,4.6190103169675849e-23,3.787019466539297e-21,8.5281766852952342e-25,2.1378442266644668e-08,1.0387828622825242e-13,1.1648497818259098e-14,9.3941434400813471e-21,8.1675446738213415e-23
1.2819466575029734e-11,0.24468297200736022,76.950000000000003,0.0,0.0,0.0,0.99737022065453274,9.4999946383540799,1.9903146255791236e-05,0.00027142645983289589,0.00026638868997482451,5.0748277890535986e-06,4.6334184179047659e-11,5.3956984018382392e-05,0.00060363992731548145,2.7345309244540168e-07,3.2388265843976974e-14,5.6161168007877432e-12,3.2668186000457605e-09,0.0013922444094433106,9.6415642601479214e-08,1.2951038590369698e-15,1.2537495406816232e-16,4.1487105602986084e-14,6.7469591937052386e-18,1.3161753220049377e-08,2.1281883117039541e-07,2.646169363989423e-08,2.6469197091400338e-08,4.901704561120065e-12,2.5851166989446273e-12,2.2667772523439867e-13,9.5741667899472745e-09,3.5546620982162146e-12,8.7660704483433064e-13,1.334388681346108e-19,1.6302350209360278e-12,1.6677486150052516e-13,1.2306130715424008e-19,1.6092562315087334e-05,1.3598868694036319e-17,4.8880487974541344e-18,1.585231951055881e-07,3.579737535554473e-08,1.7305817293815772e-08,1.6724673313013534e-07,1.682530274195139e-08,1.2303431797916864e-19,6.5357851329378274e-15,5.3121410229696156e-16,5.2330304887573229e-16,1.2340381874861051e-18,2.2793212871043174e-14,2.226969168630218e-21,1.8064290866220372e-11,9.8515478498602598e-20,2.3850495266488401e-21,2.8953410418878746e-13,1.2019713164208445e-24,5.4268824023134417e-25,1.0280390472463186e-27,8.5462496375248603e-13,1.8537289201764895e-15,2.9286700725551638e-14,1.3067541489510688e-12,1.9134309938244951e-16,1.1189818340596729e-14,3.3136915358709544e-16,4.8327302472456301e-16,1.5832007659663789e-16,3.4421665489109584e-17,1.5687542038571552e-23,2.0392569311596201e-17,3.4867905577915074e-14,2.1491962759297581e-14,4.5212767089529376e-15,6.1877417221584363e-13,5.8844278252841205e-15,1.3276042014886378e-08,1.1415051108635315e-11,1.4324384357495725e-14,1.1415050516378425e-11,2.4428811841099446e-15,1.3863476854444217e-24,8.0578594825201628e-25,2.4388854044677252e-27,6.572719280655713e-25,8.6189737478417598e-16,4.3508500248996737e-25,3.4156018424319609e-19,1.0909576521016065e-18,6.5658785672201406e-17,9.2695784293966563e-19,1.3309569566193293e-17,2.6578382802214926e-19,1.5691522160672444e-21,4.9430678131882741e-23,1.1186984002214481e-20,1.919326782274236e-24,1.5460912530956746e-19,3.5797786417984701e-24,1.0870203935889282e-19,1.2096061207842536e-18,4.8020394262612785e-23,3.9712231769402576e-21,9.0125978415496929e-25,2.1377905409167687e-08,1.0712094326968881e-13,1.2108200510636998e-14,9.7649823759414985e-21,8.6459971196753543e-23
1.2944763658653348e-11,0.2446829717838213,76.950000000000003,0.0,0.0,0.0,0.99734456516831604,9.4999945575058984,2.0097410462382285e-05,0.00027407215287661749,0.00026895465235013584,5.1527217521828032e-06,4.6786067543478095e-11,5.3955629045817579e-05,0.00060968778416318049,2.7620936338269274e-07,3.2885396305681829e-14,5.8003607217953401e-12,3.3310622664515906e-09,0.0014061945746406596,9.8306130961482837e-08,1.3081578634325365e-15,1.2673000712601612e-16,4.2697760651505091e-14,6.9689996084951155e-18,1.3423179275929596e-08,2.1673270428779307e-07,2.7219670264682962e-08,2.7227391256593893e-08,5.042973678564883e-12,2.6607828268512794e-12,2.2899575599900754e-13,9.7210964059753533e-09,3.6094919429910165e-12,8.9047144849383413e-13,1.425956199591392e-19,1.6679615315419392e-12,1.7046163749636117e-13,1.3151402553486264e-19,1.6254169052304972e-05,1.391365593869892e-17,5.0011778724184371e-18,1.5995315028663425e-07,3.6030611768819796e-08,1.730886935334362e-08,1.688484033171373e-07,1.71640694551554e-08,1.3148489558337657e-19,6.7337641604302329e-15,5.5402488019878347e-16,5.4583009794941151e-16,1.2997010543099676e-18,2.3189034543247132e-14,2.366510543031943e-21,1.8404865305990781e-11,1.037475323787207e-19,2.536283430695541e-21,2.9549704117996611e-13,1.2904182549967529e-24,5.8186191762362854e-25,1.1108187878453923e-27,8.8102291093492277e-13,1.8887049415974828e-15,3.0118746752167912e-14,1.3446389266565077e-12,1.9691785543522636e-16,1.1411026930405867e-14,3.410563477721917e-16,4.9995234140263605e-16,1.6250810239582451e-16,3.508314732007175e-17,1.6228967606631213e-23,2.0977462464764318e-17,3.5879302140974493e-14,2.2151957806998313e-14,4.6533399294383705e-15,6.2498502146317997e-13,6.1012888122614201e-15,1.3472949223631981e-08,1.1452191605057037e-11,1.4772928027721664e-14,1.1452190993765585e-11,2.5339945803060022e-15,1.4230206216635827e-24,8.2710133334905259e-25,2.5936496994514325e-27,7.089411894741831e-25,8.8681711941806807e-16,4.4757559725955212e-25,3.5144332898733747e-19,1.1334410256202927e-18,6.7607787003532788e-17,9.6639404371647981e-19,1.3827973375837375e-17,2.7874694836589194e-19,1.6494804289899478e-21,5.1856326017744619e-23,1.1720482693704507e-20,1.9762499202204874e-24,1.6177357088774443e-19,3.6860794384197304e-24,1.1386230782089208e-19,1.2570011466259332e-18,4.9904101659347882e-23,4.1624385542872838e-21,9.5195726325497555e-25,2.1377368557720908e-08,1.1042922098753736e-13,1.2581244259285822e-14,1.0146586441791709e-20,9.1473230487837162e-23
1.3070060742276961e-11,0.24468297155954874,76.950000000000003,0.0,0.0,0.0,0.99731891046101595,9.4999944763803494,2.0291669475710447e-05,0.00027671770815620701,0.00027152015680130678,5.2308919292333771e-06,4.7237505890042504e-11,5.3954274114489671e-05,0.00061573547677970975,2.789654907470196e-07,3.3384289604190142e-14,5.9887512447264148e-12,3.395933070170032e-09,0.001420144386849167,1.0021490769235944e-07,1.3212111867279361e-15,1.2808682386938893e-16,4.3931401430557381e-14,7.1960539459404383e-18,1.368710262076599e-08,2.2067748227869564e-07,2.799151423946268e-08,2.7999456804544605e-08,5.1868436441728945e-12,2.7378648135553671e-12,2.3131372810788279e-13,9.8690355203464811e-09,3.6647000871804284e-12,9.0443607894830127e-13,1.5228099864023867e-19,1.7061870647004333e-12,1.7419860755902769e-13,1.4045536090498203e-19,1.6415777652365145e-05,1.4232608095912382e-17,5.1158034894027222e-18,1.6137887364841642e-07,3.6261754112663447e-08,1.7311908154359989e-08,1.7044730191213222e-07,1.7505949813541293e-08,1.4042394390223764e-19,6.9359168675499809e-15,5.775801717314909e-16,5.6909401530379725e-16,1.3681735034760204e-18,2.358790607680154e-14,2.513309346928256e-21,1.8748361414605312e-11,1.092031417715261e-19,2.6955119530208148e-21,3.0151682829112734e-13,1.3844269133475558e-24,6.2345257047060436e-25,1.1993864364437109e-27,9.0794947335577515e-13,1.9239812643197486e-15,3.0965296339722527e-14,1.3832342187867748e-12,2.0259768802316486e-16,1.1634430965482082e-14,3.5092676651964302e-16,5.1702207140287216e-16,1.667612537913735e-16,3.5750850075940228e-17,1.6783066284330263e-23,2.1573202090079322e-17,3.6909671529125953e-14,2.2824525413431742e-14,4.7878688597118366e-15,6.3119571344260858e-13,6.3236481327784514e-15,1.3671142507561782e-08,1.1489326415992826e-11,1.523158784407913e-14,1.148932578540616e-11,2.6275814276298912e-15,1.4602638379914447e-24,8.4874818193206059e-25,2.7566013813949994e-27,7.6410723839452214e-25,9.1220122735756336e-16,4.6029701927009372e-25,3.6151078572884768e-19,1.1771184825902682e-18,6.9595110096266599e-17,1.0070535564735486e-18,1.4361193981674071e-17,2.9220669689235732e-19,1.7330466889475339e-21,5.4375472962215584e-23,1.2273695132026872e-20,2.034289593676045e-24,1.6918787792276762e-19,3.7944711130590223e-24,1.192144967990991e-19,1.3057639459745565e-18,5.1842233397476898e-23,4.3608591703267538e-21,1.0049924647255734e-24,2.1376831728432128e-08,1.1380372535084462e-13,1.3067878482606401e-14,1.0539156954069166e-20,9.6723723017603725e-23
1.3195357825900575e-11,0.24468297133455597,76.950000000000003,0.0,0.0,0.0,0.99729325653260326,9.499994394982151,2.0485923295932684e-05,0.00027936312567880989,0.00027408520805670173,5.309333607295549e-06,4.768889427260912e-11,5.3952919224395008e-05,0.0006217830051700277,2.8172147454614414e-07,3.3884915661246039e-14,6.181338361473682e-12,3.4614310588969847e-09,0.0014340938460816665,1.0214197089821015e-07,1.3342638295001073e-15,1.294454044487403e-16,4.5188231366009912e-14,7.4281828979496092e-18,1.3953521093658547e-08,2.2465304818656418e-07,2.8777334422172997e-08,2.8785502625432122e-08,5.3333350202475117e-12,2.8163740652786677e-12,2.3363164156315779e-13,1.0017984077216221e-08,3.7202865098468235e-12,9.1850095910718616e-13,1.6251984690855358e-19,1.7449134216911487e-12,1.7798606146555524e-13,1.4990831877259022e-19,1.6577388085116896e-05,1.455574020383453e-17,5.2319310508978227e-18,1.6280037733618276e-07,3.6490821934604135e-08,1.7314933763761845e-08,1.7204343514157731e-07,1.7850936102494631e-08,1.4987446002814074e-19,7.1422948220997823e-15,6.0189664640538153e-16,5.9311132438856914e-16,1.4395468474438958e-18,2.3989826754055226e-14,2.6676667334521856e-21,1.9094772374632552e-11,1.1488956883642671e-19,2.8630748192819149e-21,3.0759333295562114e-13,1.4842886361173666e-24,6.6758445811477108e-25,1.2940865166922806e-27,9.3540948059775885e-13,1.9595571878287715e-15,3.1826438208541053e-14,1.4225460847324243e-12,2.0838349810189844e-16,1.1860031538783939e-14,3.60981986783076e-16,5.3448687512286874e-16,1.7107979203520929e-16,3.6424775828178933e-17,1.734998935088645e-23,2.2179879453690651e-17,3.7959175367594673e-14,2.3509752910515572e-14,4.924883312228696e-15,6.3740624815963993e-13,6.5515794442265755e-15,1.3870621968224857e-08,1.1526455565605556e-11,1.5700508842355783e-14,1.152645491546209e-11,2.7236841683158397e-15,1.4980796221135702e-24,8.7072782367097945e-25,2.9280886286526175e-27,8.22969159362078e-25,9.3805357045058618e-16,4.732511708634697e-25,3.7176409258389547e-19,1.2220107347710014e-18,7.1621133128357255e-17,1.0489601786047658e-18,1.4909502640265862e-17,3.061769745262834e-19,1.8199466656490476e-21,5.6990752300758506e-23,1.2847138368913507e-20,2.0934567308133381e-24,1.7685786693272708e-19,3.9049743068860567e-24,1.2476381334179935e-19,1.3559200459694024e-18,5.3835806392321109e-23,4.5666820142860885e-21,1.060450000768621e-24,2.1376294923429873e-08,1.1724506077052938e-13,1.3568354743192775e-14,1.0942896960498915e-20,1.0222017940155824e-22
1.3320654909524189e-11,0.24468297110885634,76.950000000000003,0.0,0.0,0.0,0.99726760338304921,9.4999943133159324,2.0680171923205949e-05,0.00028200840545155979,0.00027664981076702357,5.3880421510419773e-06,4.814063896236658e-11,5.3951564375545605e-05,0.0006278303693390922,2.8447731478783033e-07,3.4387244896164583e-14,6.3781720973090083e-12,3.5275562803627304e-09,0.00144804295235099,1.040873186833027e-07,1.3473157934337677e-15,1.3080574901510652e-16,4.6468453546621036e-14,7.665447198512959e-18,1.4222432535496316e-08,2.2865928554272081e-07,2.9577239264242993e-08,2.9585637202808101e-08,5.4824682922838371e-12,2.8963219456044941e-12,2.3594949636696533e-13,1.0167942020739931e-08,3.776251190052463e-12,9.3266611168163896e-13,1.7333789936129967e-19,1.7841423910516477e-12,1.8182428842667837e-13,1.5989673296572871e-19,1.673900032061553e-05,1.4883067194245593e-17,5.3495659211783142e-18,1.642176734639475e-07,3.6717834600192153e-08,1.7317946247993406e-08,1.7363680922176511e-07,1.8199020624956621e-08,1.5986026898482548e-19,7.3529497926510418e-15,6.2699117084080862e-16,6.1789874384809078e-16,1.5139144019906438e-18,2.4394795891637612e-14,2.8298930652806146e-21,1.9444091384296586e-11,1.208142353239065e-19,3.0393225502401068e-21,3.1372642290309939e-13,1.590306832734191e-24,7.1438691650594502e-25,1.3952803728831787e-27,9.6340775041940071e-13,1.9954320132186884e-15,3.2702260345618074e-14,1.4625805698985267e-12,2.1427618454755073e-16,1.2087829751745861e-14,3.7122358187632316e-16,5.5235140777729056e-16,1.7546397487711842e-16,3.710492668325735e-17,1.792988791727444e-23,2.2797585608234847e-17,3.9027974902081432e-14,2.4207726904195756e-14,5.0644030253906394e-15,6.4361662561978851e-13,6.7851563510052635e-15,1.4071387704251386e-08,1.1563579077894601e-11,1.6179837027347272e-14,1.1563578407931805e-11,2.8223455409781152e-15,1.5364702310485216e-24,8.9304157041148727e-25,3.1084706916405643e-27,8.8573512457882887e-25,9.6437800998012255e-16,4.864399491167085e-25,3.8220478347182679e-19,1.2681386237888507e-18,7.3686234419814555e-17,1.0921378835053174e-18,1.5473172735030264e-17,3.2067192515255742e-19,1.9102778026656147e-21,5.970484369004879e-23,1.3441337251181223e-20,2.1537622623311753e-24,1.8478942245787948e-19,4.0176096688248304e-24,1.3051555279251082e-19,1.4074951870858031e-18,5.5885846068412263e-23,4.7801073801651144e-21,1.1184166961085411e-24,2.1375758129410367e-08,1.2075383016393854e-13,1.4082926658576352e-14,1.1358011168020918e-20,1.0797155692349484e-22
1.3445951993147803e-11,0.24468297088246294,76.950000000000003,0.0,0.0,0.0,0.99724195101232471,9.4999942313862533,2.0874415357687206e-05,0.00028465354748238999,0.00027921396950496605,5.4670130030749033e-06,4.859234587505939e-11,5.395020956794077e-05,0.00063387756929186195,2.8723301147984425e-07,3.4891248222477171e-14,6.5793025095167423e-12,3.5943087823312271e-09,0.0014619917056699679,1.0605094915207504e-07,1.3603670779152276e-15,1.32167857719129e-16,4.7772270717278578e-14,7.9079076220526158e-18,1.4493834788995116e-08,2.3269607837384916e-07,3.039133680346445e-08,3.0399968606467408e-08,5.6342638676225434e-12,2.9777197747310684e-12,2.3826729252143788e-13,1.0318909295072929e-08,3.8325941068595708e-12,9.4693155918162419e-13,1.8476182212402202e-19,1.8238757483911467e-12,1.8571357707659186e-13,1.7044530262762872e-19,1.6900614329125369e-05,1.5214603890989426e-17,5.4687134257416553e-18,1.6563077411385847e-07,3.6942811290808392e-08,1.7320945673040295e-08,1.7522743035858111e-07,1.8550195701775757e-08,1.7040606069950672e-19,7.5679337514693394e-15,6.5288081322870072e-16,6.4347319191918035e-16,1.591371554941633e-18,2.4802812838947585e-14,3.0003083132333264e-21,1.9796311657781663e-11,1.2698472806913801e-19,3.2246169466643613e-21,3.1991596616618509e-13,1.7027976417351301e-24,7.6399459475693349e-25,1.5033470637644184e-27,9.9194908852401356e-13,2.0316050432236e-15,3.3592849995193625e-14,1.5033437054319007e-12,2.2027664411617948e-16,1.2317826714400869e-14,3.8165312140243719e-16,5.706203190997144e-16,1.7991405655217966e-16,3.7791304782214325e-17,1.8522912916546319e-23,2.3426411388669065e-17,4.0116230991361885e-14,2.4918533265390212e-14,5.2064476622488015e-15,6.4982684582857489e-13,7.0244523965713884e-15,1.4273439811339544e-08,1.1600696976693748e-11,1.6669719394094805e-14,1.1600696286648144e-11,2.9236085855478399e-15,1.5754378910374382e-24,9.1569071610962317e-25,3.2981183903797914e-27,9.5262292601000031e-25,9.9117839645718757e-16,4.9986524573980769e-25,3.9283438803292655e-19,1.3155231229847221e-18,7.5790792435630651e-17,1.1366108230889562e-18,1.6052479814993081e-17,3.3570594279181575e-19,2.0041393708702909e-21,6.2520474478753913e-23,1.4056824618588051e-20,2.2152171212727376e-24,1.9298849420542524e-19,4.1323978557114222e-24,1.3647510137804643e-19,1.4605153272851385e-18,5.7993386525021187e-23,5.0013389611471482e-21,1.1789816678312481e-24,2.1375221345555927e-08,1.2433063492566722e-13,1.4611849940392277e-14,1.1784705974241374e-20,1.1398704823600908e-22
1.3571249076771416e-11,0.2446829706553883,76.950000000000003,0.0,0.0,0.0,0.9972162994204008,9.4999941491976152,2.1068653599533381e-05,0.00028729855177919532,0.00028177768878494616,5.5462416642142018e-06,4.9043658735753759e-11,5.3948854801565881e-05,0.00063992460503329424,2.899885646299537e-07,3.539689692299272e-14,6.7847796783931356e-12,3.6616886125910711e-09,0.0014759401060514279,1.0803286040909385e-07,1.3734176813458704e-15,1.3353173071108292e-16,4.9099885363194687e-14,8.1556249722429908e-18,1.476772569825123e-08,2.3676331107951117e-07,3.1219734765809124e-08,3.1228604594294754e-08,5.7887420946877567e-12,3.0605788401512407e-12,2.4058503002870756e-13,1.0470885844370602e-08,3.8893152393303753e-12,9.6129732396575486e-13,1.9681900412861576e-19,1.8641152595924363e-12,1.8965421561470198e-13,1.8157939832651739e-19,1.7062230081067832e-05,1.5550365036705239e-17,5.5893788609120449e-18,1.670396913439956e-07,3.7165771049523435e-08,1.7323932104543511e-08,1.7681530475003145e-07,1.890445366732305e-08,1.8153719620505879e-19,7.7872988240602004e-15,6.7958279424279133e-16,6.698517378147424e-16,1.6720152739641502e-18,2.521387696902674e-14,3.1792398177955101e-21,2.0151426421319565e-11,1.3340875978736748e-19,3.4193284708021251e-21,3.2616183100663451e-13,1.8220870412789432e-24,8.1654629788585833e-25,1.6186796115953375e-27,1.0210382915146125e-12,2.0680755818155262e-15,3.4498293843378321e-14,1.5448415117162726e-12,2.263857719634663e-16,1.2550023543250189e-14,3.9227217216331482e-16,5.8929825458470235e-16,1.8443028867144123e-16,3.8483912291619486e-17,1.9129215144151293e-23,2.4066447465630157e-17,4.1224104202135238e-14,2.5642257312836297e-14,5.3510368290520993e-15,6.5603690879152529e-13,7.2695410747737973e-15,1.4476778382997069e-08,1.1637809285712348e-11,1.7170303686296571e-14,1.1637808575319515e-11,3.0275165689625108e-15,1.6149848053439164e-24,9.3867654136596309e-25,3.4974114288444477e-27,1.0238578161122498e-24,1.01845857226082e-15,5.1352894839122694e-25,4.0365443267713262e-19,1.3641853047654921e-18,7.793518575030907e-17,1.1824032835452285e-18,1.6647701062486969e-17,3.512936115714328e-19,2.1016320304600394e-21,6.5440408263518125e-23,1.4694139368513379e-20,2.2778322424322182e-24,2.0146108101822167e-19,4.2493595303576394e-24,1.426479143873036e-19,1.5150065886961411e-18,6.0159468409466224e-23,5.2305830322933015e-21,1.2422357972387877e-24,2.1374684584801066e-08,1.2797607530080961e-13,1.5155381881041164e-14,1.2223189052959589e-20,1.2027602593880471e-22
1.369654616039503e-11,0.24468297042764575,76.950000000000003,0.0,0.0,0.0,0.99719064860724826,9.4999940667544109,2.1262886648901412e-05,0.00028994341834910555,0.00028434097302051416,5.6257237360438017e-06,4.9494985708119981e-11,5.3947500076419812e-05,0.00064597147656834714,2.9274397424592959e-07,3.590416292716509e-14,6.9946537217382003e-12,3.7296958189721864e-09,0.0014898881535081951,1.1003305055915284e-07,1.3864676045724343e-15,1.3489736814189929e-16,5.0451499512390689e-14,8.4086601004173064e-18,1.5044103109794077e-08,2.4086086871245627e-07,3.2062540329756325e-08,3.2071652376524276e-08,5.9459232184592026e-12,3.1449103719352425e-12,2.4290270889090613e-13,1.0623871612788687e-08,3.9464145665272162e-12,9.7576342812778096e-13,2.0953813635880451e-19,1.9048626735153933e-12,1.9364649147655771e-13,1.9332560043934915e-19,1.7223847547138819e-05,1.5890365231915954e-17,5.7115674719586505e-18,1.6844443717005602e-07,3.7386732678023136e-08,1.7326905607541803e-08,1.7840043858019426e-07,1.926178687977655e-08,1.9328024575654477e-19,8.0110974041034572e-15,7.0711460374722205e-16,6.9705171724910727e-16,1.7559453508538775e-18,2.5627987693696843e-14,3.3670282196272737e-21,2.0509428922339501e-11,1.4009426824534836e-19,3.6238432442014704e-21,3.3246388609041749e-13,1.9485189913192619e-24,8.7218831506612378e-25,1.7416963195432608e-27,1.0506801399812351e-12,2.1048429351445938e-15,3.54186776012561e-14,1.5870799901971667e-12,2.3260446042917406e-16,1.2784421366112046e-14,4.0308229603210894e-16,6.0838985199538662e-16,1.8901291830882013e-16,3.9182751421496999e-17,1.9748945144569812e-23,2.4717784220621957e-17,4.2351754587180105e-14,2.6378983401029931e-14,5.498190032318311e-15,6.6224681451417147e-13,7.5204957823073406e-15,1.4681403508940334e-08,1.1674916028442387e-11,1.7681738968466115e-14,1.1674915297436944e-11,3.1341131563226075e-15,1.6551131375019886e-24,9.6200030369002829e-25,3.7067455728263458e-27,1.0996787394445757e-24,1.046222365459633e-15,5.2743293760010556e-25,4.1466643812971449e-19,1.41414641484195e-18,8.0119793131280068e-17,1.2295397859846122e-18,1.7259116529690512e-17,3.6744985372848705e-19,2.20285891411074e-21,6.8467473113028968e-23,1.5353831123367093e-20,2.3416185640592728e-24,2.102132680280319e-19,4.3685153661064519e-24,1.4903956990778673e-19,1.5709953822918155e-18,6.2385143890028687e-23,5.4680504557552359e-21,1.3082731180236154e-24,2.1374147846757652e-08,1.3169074951178946e-13,1.5713782552833269e-14,1.2673670322554868e-20,1.2684818570101331e-22
