Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155)
2.360280267418515e-09,0.24469457073913908,76.950000000000003,0.0,0.0,0.0,0.62717638796657449,9.4988141781167545,0.0028945379970176052,0.032073105721441127,0.026029336162233199,0.00096285995646317347,5.4741594960684018e-09,3.4415809274028916e-05,0.089718178538559429,3.3398507753089094e-05,6.1451113368144533e-12,2.3414580086896408e-05,0.00012864465306608732,0.211139291866143,0.0018099554627448761,1.5817902014237393e-13,3.9329742098498262e-13,2.6658420116824506e-08,2.992900265994817e-11,4.6536662288439839e-05,0.00012777567879046487,0.0051549543491120889,0.0051644937681394809,9.7126350745913463e-07,5.3544923303980045e-07,3.5079235684256237e-11,0.00013234488315369328,4.9582157990443891e-08,1.363836696496647e-08,5.0417116893228035e-07,9.7823181374996716e-08,4.0576404382396057e-08,1.3074848663324606e-06,0.0024714154299770386,8.1638706505373075e-13,2.9332685684734741e-13,5.7385516396028475e-07,9.2270932859584239e-08,1.2191748088682548e-08,7.6909047073830797e-06,2.3757060951633297e-05,1.2356385491712178e-06,1.5234303797478638e-08,5.0383059484753647e-07,3.3638180901563474e-07,1.5437285690199113e-07,3.9805036181213469e-10,2.9906681104316911e-09,2.8300271256177917e-08,1.9819980478609831e-08,2.7054483245641683e-08,5.3861507954371761e-10,5.8821625569720772e-10,1.4590903789272282e-09,2.8357967915828947e-11,3.5909192114140315e-07,2.922300851092739e-12,3.5138059201186369e-10,5.3371790770274239e-07,7.9247789245634819e-11,1.2388545244099405e-09,1.3859143796967871e-10,3.8934072652579161e-10,4.5585813499988075e-11,2.9208884550446704e-12,1.263823541136663e-17,7.964207022202406e-12,1.3962831190331648e-08,3.2186405637633288e-10,9.310154977022711e-10,9.3985619845085093e-11,2.7492631452109652e-10,0.00016129297392661175,5.521574055773637e-10,2.6382925551741711e-06,5.5196154498975545e-10,1.1799464873637208e-08,3.9917770806447268e-19,2.3201375901968602e-19,2.7793964985307305e-14,4.2465230250326907e-10,2.3868531684190426e-10,1.1714758104627398e-19,9.4798125871109702e-14,4.5326425400165672e-12,6.8984703774578311e-10,5.6367158288954716e-12,6.6902018514940922e-10,5.1407462774625255e-10,3.9206104854222435e-12,9.8427058708984311e-14,3.243873929108694e-12,1.8861235484311624e-17,1.8643111880305035e-12,3.7646182974618487e-17,1.327216332235257e-10,1.1117195965055306e-10,4.4329528151476565e-15,6.2583637173457409e-12,1.432614703716496e-12,1.3635637156596497e-08,4.0256153259433757e-08,1.9363352349307258e-06,1.5629879667780796e-12,2.3082058600647721e-12
2.4144738830817777e-09,0.24469508894369335,76.950000000000003,0.0,0.0,0.0,0.6207218448476719,9.4987973207513434,0.0029458358820340196,0.032506461762701409,0.026265287564977983,0.00097165097314935061,5.5481020547771903e-09,3.4075249879911842e-05,0.091298951767426723,3.3849765393554269e-05,6.2012168755165152e-12,2.4614569003299073e-05,0.0001345199210168286,0.21496695672433838,0.0018705578241311651,1.6031622615195107e-13,4.1085899033584277e-13,2.7916894480644459e-08,3.149030607032565e-11,4.7451532115127795e-05,0.00012897652765992261,0.0053501568722504255,0.0053605167774889058,1.0080398713235844e-06,5.5572584986335812e-07,3.5715257114106725e-11,0.00013757122187572739,5.1540043649690391e-08,1.4177480138616266e-08,5.4761249993999828e-07,1.0171984394985478e-07,4.2322184812917325e-08,1.4450899965068015e-06,0.002516296021926425,8.4890356121700883e-13,3.0500998071832292e-13,5.7282439743252004e-07,9.2812411410325305e-08,1.2084479907149484e-08,7.8219653967633411e-06,2.4205440424719338e-05,1.3637668463818327e-06,1.5902390704421598e-08,5.4336494767586311e-07,3.5963792219762453e-07,1.6917926847031777e-07,4.1378555244006209e-10,3.2805409443688532e-09,2.894930526985959e-08,2.1877857423074762e-08,2.9942181162803742e-08,5.5097375720313558e-10,6.5371536817048105e-10,1.6614201029435101e-09,3.2332227046225812e-11,3.7485824050230174e-07,2.9896586853212302e-12,3.5826136623230234e-10,5.5848190638698123e-07,8.2924589298272995e-11,1.2989103065516885e-09,1.4502168414112766e-10,4.0740579297864627e-10,4.7803412250210481e-11,3.0609020615862578e-12,1.3224638391699177e-17,8.3367792432286485e-12,1.4615750983165007e-08,3.2817067279304891e-10,9.662748322165591e-10,9.5689096550056822e-11,2.8034279218813039e-10,0.00016739554179925859,5.6203591842612249e-10,2.8446545970775637e-06,5.6183363421620922e-10,1.2334310229364714e-08,4.1859638068162475e-19,2.433004594954065e-19,3.0760607824887871e-14,4.7193636102112204e-10,2.4929961370123534e-10,1.2235283070506871e-19,9.9013801356369671e-14,4.7352741815715027e-12,7.4222831839553978e-10,5.8888787475174072e-12,7.1442989660489182e-10,5.5071214277430543e-10,4.2001062154856626e-12,1.0544168439410619e-13,3.4653045114472062e-12,2.0291897407135146e-17,1.9478911322984617e-12,4.0504571144187136e-17,1.420653780658583e-10,1.1897397392663191e-10,4.7440581184689657e-15,6.7285940205808522e-12,1.5906616045672322e-12,1.3500706578247796e-08,4.19138900490378e-08,2.0812890040947421e-06,1.6799866735941828e-12,2.4844480391261241e-12
2.4686674987450404e-09,0.24469561316585509,76.950000000000003,0.0,0.0,0.0,0.61434232552127177,9.498780771615051,0.0029965708835995573,0.032930384548549532,0.026490619941769315,0.00098004716497465563,5.6204340493975745e-09,3.3738652277170801e-05,0.092861921783987153,3.4291194075421926e-05,6.2548025849127332e-12,2.583836442336863e-05,0.00014050833682177001,0.21875675121777455,0.0019313345996631304,1.6240688112838325e-13,4.2875334068771737e-13,2.9200689229378916e-08,3.3084405224458768e-11,4.8357304571151934e-05,0.00013012401847518049,0.0055471003900319045,0.0055583324377208015,1.0451440210919347e-06,5.7618322898379618e-07,3.634498578846473e-11,0.00014286426963245192,5.3522908599109162e-08,1.472348162789769e-08,5.9339455163050977e-07,1.0566682971688994e-07,4.4094459773207906e-08,1.5930937063623125e-06,0.0025607361772590881,8.8183978369996234e-13,3.1684391134209747e-13,5.7181118891053925e-07,9.3349307700466667e-08,1.1978475652799609e-08,7.9518296782725796e-06,2.4649688053703894e-05,1.501327539938046e-06,1.6580891583198771e-08,5.8484763040404009e-07,3.8375477946144476e-07,1.8495751248715047e-07,4.2972192935970938e-10,3.5896606961501997e-09,2.9597975742425219e-08,2.4088727095300644e-08,3.3046065772090114e-08,5.633255053731818e-10,7.2436008700141792e-10,1.8853777224843685e-09,3.6736503559091833e-11,3.9090940292724665e-07,3.0569939277974228e-12,3.6508410147520162e-10,5.8378395540281113e-07,8.6681256282792559e-11,1.3603336467229889e-09,1.5159160990783743e-10,4.2586257375235124e-10,5.007166728969588e-11,3.2040340299689757e-12,1.3823756656061588e-17,8.7176480643330862e-12,1.5283206313079883e-08,3.344241128643626e-10,1.0018487231243938e-09,9.7375703238659881e-11,2.8571377944816183e-10,0.00017355787642801547,5.7181753277334071e-10,3.0611443768257684e-06,5.7160884633924789e-10,1.2879477638082458e-08,4.3845863124497093e-19,2.5484498044698928e-19,3.3949348795880285e-14,5.2302615931607255e-10,2.6012284336076691e-10,1.2766029179618453e-19,1.0331245896089798e-13,4.9416507575660442e-12,7.9727613983532492e-10,6.1457060202468609e-12,7.6178258720890018e-10,5.8900051287404279e-10,4.4921985026764702e-12,1.1277235662586445e-13,3.6962624264877353e-12,2.1795321204997259e-17,2.0330220988724035e-12,4.3508454763447921e-17,1.5182119335189978e-10,1.2712363957266128e-10,5.0690261098947606e-15,7.2222408480589123e-12,1.7616308050292713e-12,1.3367345672960605e-08,4.3594488836849285e-08,2.2330391394463405e-06,1.8024704107243475e-12,2.6696063123233928e-12
2.522861114408303e-09,0.24469614315121094,76.950000000000003,0.0,0.0,0.0,0.60803679533524535,9.4987645232294096,0.0030467495229147515,0.033345077736510527,0.02670560484672331,0.00098805863268957217,5.6911902612039287e-09,3.3405961614450126e-05,0.094407294966233804,3.4723006064470377e-05,6.3059329294518433e-12,2.7085269841816713e-05,0.00014660833992966011,0.22250911538131612,0.0019922595503951697,1.644519903858093e-13,4.4697596960314454e-13,3.050946338520265e-08,3.4710440033169882e-11,4.925408604359817e-05,0.00013121951432693038,0.0057457025663443587,0.0057578603217520088,1.0825604396558487e-06,5.9681281397904117e-07,3.6968494826797207e-11,0.0001482224775081225,5.5530172273278839e-08,1.5276211338871556e-08,6.41558192768164e-07,1.0966296927643905e-07,4.5892685072335193e-08,1.7519650532380723e-06,0.0026047410512824911,9.1518596942291542e-13,3.2882514086532631e-13,5.7081522994683744e-07,9.3881665284926699e-08,1.1873717626066867e-08,8.0805116187803464e-06,2.5089852818550777e-05,1.6487200206800745e-06,1.7269593315470987e-08,6.2831278264175787e-07,4.0872900639872665e-07,2.0174010681317309e-07,4.4585482593617185e-10,3.9186817003280562e-09,3.0246300145561164e-08,2.6459299238426806e-08,3.6375023436355671e-08,5.7567065692852648e-10,8.0037642919991255e-10,2.1325770793889517e-09,4.1603398671557909e-11,4.0724238119378959e-07,3.124308350759367e-12,3.7184951359408544e-10,6.0962272435743923e-07,9.05175918285208e-11,1.4231234913291208e-09,1.5830086833555729e-10,4.4471005904063879e-10,5.2390537343650375e-11,3.3502799437231432e-12,1.4435557425547636e-17,9.1068005532582283e-12,1.5965174385594772e-08,3.4062503259311411e-10,1.0377222957454318e-09,9.9045636047642538e-11,2.9103983851879019e-10,0.00017977764896999132,5.8150337800909225e-10,3.2879372246978724e-06,5.8128831463961727e-10,1.3434879547236929e-08,4.5876409832676333e-19,2.6664711180204366e-19,3.7369317318897721e-14,5.7810765830893667e-10,2.7115390312794982e-10,1.3306941633690129e-19,1.0769366072574239e-13,5.1517329167502644e-12,8.5506045732830477e-10,6.407148658631926e-12,8.1111446404220813e-10,6.2897235656773173e-10,4.797136223068514e-12,1.20425317808535e-13,3.9369261525664063e-12,2.3373414262329462e-17,2.119687884397173e-12,4.666164978302177e-17,1.6199655196792947e-10,1.35627729250129e-10,5.408126852951794e-15,7.7399088947795513e-12,1.9462115893089016e-12,1.3235532708472487e-08,4.5297404073470594e-08,2.3916997524984711e-06,1.9305312266910502e-12,2.8639144309814135e-12
2.5770547300715657e-09,0.24469667865178737,76.950000000000003,0.0,0.0,0.0,0.60180423700310315,9.4987485683148023,0.0030963782319183243,0.033750740292688396,0.026910507343176977,0.00099569523536156921,5.7604046701896994e-09,3.3077123964545262e-05,0.095935274874196383,3.5145408736274457e-05,6.3546708311267411e-12,2.8354585237436298e-05,0.00015281836576520056,0.22622448316574914,0.002053307514641404,1.6645253607786641e-13,4.6552235787368866e-13,3.1842874549914524e-08,3.6367541862646927e-11,5.0141981440152496e-05,0.00013226434570268603,0.0059458831165073401,0.005959022058793513,1.1202739967394668e-06,6.1760626173219516e-07,3.7585856337570303e-11,0.0001536443317360105,5.7561267287999227e-08,1.583551281256457e-08,6.9214193779710966e-07,1.1370711978955547e-07,4.7716327121035215e-08,1.9221776874902462e-06,0.0026483157276981006,9.4893257716698758e-13,3.4095024114875998e-13,5.6983621836313225e-07,9.4409527307799969e-08,1.1770188429121141e-08,8.208025090924208e-06,2.5525983014787514e-05,1.8063454235208919e-06,1.7968286913225354e-08,6.7379328919904789e-07,4.3455628962671902e-07,2.1955925991990849e-07,4.6217968148594376e-10,4.2682523539901273e-09,3.0894295490535213e-08,2.8996335977093048e-08,3.9937922236144056e-08,5.880095359709166e-10,8.8199047509008081e-10,2.4046958532768873e-09,4.6966843431265896e-11,4.2385418360098471e-07,3.1916036798746852e-12,3.7855830611186152e-10,6.359969005508592e-07,9.4433400202305904e-11,1.4872791054321699e-09,1.6514911710287725e-10,4.6394725285078434e-10,5.4759993001037914e-11,3.4996361393872186e-12,1.5060008369647245e-17,9.5042242127016088e-12,1.6661633136766899e-08,3.4677407668062234e-10,1.073881046004322e-09,1.0069908840282765e-10,2.9632152191741651e-10,0.00018605258896940653,5.9109456801644877e-10,3.5252019019583286e-06,5.9087315668806164e-10,1.4000429504434008e-08,4.7951252438567939e-19,2.7870670387003424e-19,4.1029624034395125e-14,6.3736916258201556e-10,2.8239171110731128e-10,1.3857966672215629e-19,1.1215697695197557e-13,5.3654817705974993e-12,9.1565120876474498e-10,6.6731582503129825e-12,8.6246156023097339e-10,6.7066013064668608e-10,5.1151670146364223e-12,1.2840677930226018e-13,4.1874733021482349e-12,2.5028083480795155e-17,2.2078724761501932e-12,4.996797115638954e-17,1.7259884647037519e-10,1.4449296877433418e-10,5.7616285431444918e-15,8.2822049293846033e-12,2.1451094034886096e-12,1.3105246318659169e-08,4.7022099086108447e-08,2.5573812464537947e-06,2.0642581756966873e-12,3.0676069575478562e-12
2.6312483457348283e-09,0.244697219425896,76.950000000000003,0.0,0.0,0.0,0.59564365025426314,9.4987328997842884,0.0031454633547740949,0.034147566608461508,0.027105586164040914,0.0010029665963555564,5.8281104749940131e-09,3.2752086305762004e-05,0.09744606229676378,3.5558604697836218e-05,6.4010777076429787e-12,2.9645608342515145e-05,0.00015913684738573506,0.22990328254016448,0.0021144543689261982,1.6840947777369839e-13,4.8438797461103241e-13,3.3200579302572744e-08,3.8054835271627262e-11,5.1021094212691439e-05,0.00013325981129335747,0.0061475637599629389,0.0061617412851876843,1.1582699399761001e-06,6.3855543751106213e-07,3.8197141435274554e-11,0.00015912835285984583,5.9615639125806492e-08,1.6401233138240545e-08,7.451819443886361e-07,1.1779816434402274e-07,4.9564862725489374e-08,2.1042093938088303e-06,0.0026914652197951717,9.8307028227819533e-13,3.5321586186444238e-13,5.6887385810561877e-07,9.4932936505275879e-08,1.1667870959706521e-08,8.3343837763535192e-06,2.5958126265096378e-05,1.974606162306284e-06,1.8676767439240854e-08,7.2132078184685092e-07,4.6123142014053576e-07,2.3844683622431183e-07,4.7869203874805348e-10,4.6390144067017402e-09,3.1541978342627195e-08,3.1706644900398418e-08,4.3743599949666175e-08,6.0034245810412976e-10,9.6942804287947919e-10,2.7034749701581263e-09,5.2862089306704848e-11,4.407418534801075e-07,3.2588815957671202e-12,3.8521117049702863e-10,6.6290518859745671e-07,9.8428488252338111e-11,1.5528000624984001e-09,1.7213601840297507e-10,4.8357317270705389e-10,5.7180016336527381e-11,3.6520996826759093e-12,1.5697077596619435e-17,9.9099070040570083e-12,1.7372561276593555e-08,3.5287187877997388e-10,1.1103108318839397e-09,1.0233625106465202e-10,3.0155937267897426e-10,0.00019238048313374614,6.0059220142126583e-10,3.7731006157817921e-06,6.0036447460608549e-10,1.4576042138066029e-08,5.0070375245637483e-19,2.9102366541811716e-19,4.4939348453794103e-14,7.0100112942351677e-10,2.938352057206326e-10,1.4419051548492425e-19,1.1670198601013095e-13,5.5828588869105915e-12,9.7911830047956944e-10,6.9436869510616473e-12,9.1585974052953555e-10,7.1409613534558582e-10,5.4465373168427915e-12,1.3672292241557252e-13,4.4480806496451639e-12,2.676123489229171e-17,2.2975600494052723e-12,5.3431232066598185e-17,1.8363539002828364e-10,1.5372603795944424e-10,6.1297975416516136e-15,8.8497377547265497e-12,2.3590455775841235e-12,1.2976465496165523e-08,4.8768045943600746e-08,2.7301903294218577e-06,2.2037373283739244e-12,3.2809192504979463e-12
2.685441961398091e-09,0.2446977652379814,76.950000000000003,0.0,0.0,0.0,0.58955405149248019,9.4987175107377055,0.0031940111493281311,0.034535746614029535,0.02729109386791418,0.0010098821091560986,5.8943401122922014e-09,3.2430796503701129e-05,0.098939855297571447,3.5962791905939402e-05,6.4452135095760112e-12,3.0957635823906338e-05,0.00016556221703260327,0.23354593559227635,0.0021756769903509979,1.7032375301845624e-13,5.0356828202664824e-13,3.4582233572221018e-08,3.9771439640271514e-11,5.1891526380861318e-05,0.00013420717877847354,0.0063506681741360973,0.0063659435964600764,1.196533886205426e-06,6.5965241016922296e-07,3.8802420257105802e-11,0.00016467309491640335,6.1692745829411456e-08,1.697322286885703e-08,8.0071201623269867e-07,1.2193501133635602e-07,5.1437778884866748e-08,2.2985416381753216e-06,0.0027341944716214248,1.0175899715050837e-12,3.6561872864088861e-13,5.6792785910396434e-07,9.5451935208592798e-08,1.1566748405126605e-08,8.459601168908516e-06,2.638632953067095e-05,2.1539054737461061e-06,1.9394833928964882e-08,7.7092564306843069e-07,4.8874833640751812e-07,2.5843432336921889e-07,4.9538754141890911e-10,5.0316022897066006e-09,3.2189364835056829e-08,3.4597072269871697e-08,4.7800852525566928e-08,6.1266973069933566e-10,1.0629143753214605e-09,3.0307178966676039e-09,5.9325696422057263e-11,4.57902468713536e-07,3.3261437354890354e-12,3.918087864322508e-10,6.9034631005786468e-07,1.0250266535350017e-10,1.6196862338337242e-09,1.792612388480346e-10,5.0358684936213047e-10,5.9650600520445943e-11,3.8076683439844638e-12,1.6346733644124731e-17,1.0323837369460464e-11,1.8097938329447047e-08,3.5891906174218996e-10,1.146997865089942e-09,1.039573121727995e-10,3.067539245674546e-10,0.00019875917412776181,6.0999736183827076e-10,4.0317890447534847e-06,6.0976335532178735e-10,1.5161633138372589e-08,5.223377227339894e-19,3.0359796168593909e-19,4.9107527116873361e-14,7.6919597940578516e-10,3.0548334523940388e-10,1.4990144506270879e-19,1.2132827415450432e-13,5.8038262835351805e-12,1.045531593867958e-09,7.218687476953036e-12,9.7134470668522256e-10,7.5931251931609606e-10,5.7914924086926397e-12,1.4537989935949101e-13,4.7189241581493352e-12,2.8574773293704374e-17,2.3887349648405779e-12,5.7055243196471134e-17,1.9511341735281728e-10,1.633335714887144e-10,6.5128984100264924e-15,9.4431181678465821e-12,2.5887570435008769e-12,1.2849169585198659e-08,5.0534725323591961e-08,2.9102300324223054e-06,2.3490517863914005e-12,3.5040874490019892e-12
2.7396355770613536e-09,0.24469831585847396,76.950000000000003,0.0,0.0,0.0,0.58353447346223042,9.4987023944559485,0.0032420277885368402,0.034915465888902528,0.027467276991080088,0.0010164509430356774,5.9591252756701292e-09,3.2113203293407033e-05,0.10041684925997513,3.6358163782306876e-05,6.4871367565473542e-12,3.2289964380584703e-05,0.0001720929075825859,0.237152858626721,0.0022369532203251772,1.7219627787879433e-13,5.2305873990421416e-13,3.5987492986992497e-08,4.1516470696000508e-11,5.2753378555627805e-05,0.00013510768559064944,0.006555121949432109,0.0065715565005544166,1.2350518129851346e-06,6.8088944746544446e-07,3.9401761979275168e-11,0.00017027714463868193,6.3792057702881361e-08,1.7551335938653262e-08,8.5876361068057145e-07,1.2611659386937381e-07,5.3334572592579919e-08,2.5056591210359505e-06,0.0027765083591310895,1.0524827379664131e-12,3.7815564125497698e-13,5.6699793713393535e-07,9.5966565347024686e-08,1.1466804236374821e-08,8.5836905777361569e-06,2.6810639122343481e-05,2.3446469709175208e-06,2.0122289313785525e-08,8.2263701164733643e-07,5.171001670793912e-07,2.7955280141853156e-07,5.1226193174922826e-10,5.4466424837916078e-09,3.283647068242623e-08,3.7674496361424032e-08,5.2118423053373461e-08,6.2499165315133204e-10,1.1626738387155897e-09,3.3882898251047848e-09,6.6395519536035774e-11,4.7533314126163823e-07,3.3933916939411816e-12,3.983518220755066e-10,7.183190030807436e-07,1.0665574335421036e-10,1.6879377777646932e-09,1.8652444937628017e-10,5.2398732651625178e-10,6.2171749418963941e-11,3.9663405733579554e-12,1.7008945470109552e-17,1.0746004252141999e-11,1.8837744671537707e-08,3.6491623785551738e-10,1.1839287029206284e-09,1.0556245728996606e-10,3.1190570228152867e-10,0.00020518655938549089,6.1931111812154937e-10,4.3014163741206932e-06,6.1907087082141461e-10,1.5757119238923535e-08,5.4441446907309678e-19,3.1642961235078384e-19,5.3543142260451945e-14,8.421479087977444e-10,3.1733510732921872e-10,1.5571194756999925e-19,1.2603543534219196e-13,6.0283464221782173e-12,1.1149608927652059e-09,7.498113096668478e-12,1.0289520025932171e-09,8.0634128440721028e-10,6.1502764453107865e-12,1.5438383416459251e-13,5.0001790051221629e-12,3.0470601902548503e-17,2.4813817659899145e-12,6.0843812040557829e-17,2.0704008561398878e-10,1.7332215980740201e-10,6.9111939458022119e-15,1.0062958919397709e-11,2.8349960496315036e-12,1.2723338274425051e-08,5.2321626381819328e-08,3.0975997317864195e-06,2.500281700603144e-12,3.7373484573680442e-12
2.7938291927246163e-09,0.24469887106364574,76.950000000000003,0.0,0.0,0.0,0.57758396492283959,9.4986875443954464,0.0032895193618666372,0.035286905769420271,0.027634376195499858,0.0010226820485731269,6.022496933983768e-09,3.179925626200324e-05,0.10187723693113149,3.6744909325667742e-05,6.5269045724447403e-12,3.3641891762320148e-05,0.00017872735390465214,0.240724462261385,0.0022982618296099968,1.7402794747358427e-13,5.4285480977942832e-13,3.7416013200825645e-08,4.328904194139816e-11,5.3606749962604423e-05,0.00013596253965988763,0.0067608525453394909,0.006778509372219764,1.2738100503110453e-06,7.0225901149801567e-07,3.9995234833026685e-11,0.00017593912067913017,6.5913057020317909e-08,1.8135429582809597e-08,9.1936585085790762e-07,1.3034186916492864e-07,5.5254750641231139e-08,2.7260493372150201e-06,0.0028184116913108023,1.0877398762453486e-12,3.9082347186930428e-13,5.6608381368355115e-07,9.6476868450894612e-08,1.136802220239714e-08,8.7066651303441151e-06,2.7231100711488412e-05,2.5472342067868391e-06,2.0858940345695036e-08,8.7648278994460937e-07,5.4627927320981943e-07,3.0183291393229881e-07,5.2931104820136227e-10,5.8847529251430341e-09,3.3483311193694597e-08,4.0945820949353148e-08,5.6704991234402429e-08,6.3730851712576551e-10,1.2689296344275563e-09,3.7781167546158357e-09,7.4110691867742443e-11,4.9303101669750362e-07,3.4606270252404311e-12,4.048409343138574e-10,7.4682202205417214e-07,1.108875365246485e-10,1.7575551286208532e-09,1.9392532516142821e-10,5.4477366054381897e-10,6.4743477186746348e-11,4.1281154750478034e-12,1.7683682443930831e-17,1.1176397115088269e-11,1.9591961565408553e-08,3.7086400907816829e-10,1.2210902403365895e-09,1.0715186944470536e-10,3.1701522165456865e-10,0.00021166058994042758,6.2853452460039101e-10,4.5821253400100464e-06,6.28288078395329e-10,1.6362418198512788e-08,5.6693411542073236e-19,3.2951868945430446e-19,5.8255111001219717e-14,9.2005270409014206e-10,3.2938948860577512e-10,1.6162152457653931e-19,1.3082307105675676e-13,6.2563822023290733e-12,1.1874759315580393e-09,7.7819176239265836e-12,1.0887170192493027e-09,8.5521429025953016e-10,6.5231324930961092e-12,1.6374082356239091e-13,5.292019607077794e-12,3.2450622032624862e-17,2.57548517673645e-12,6.4800742257095357e-17,2.1942247534484267e-10,1.8369835003594776e-10,7.3249452189047993e-15,1.0709874672542736e-11,3.0985298727985328e-12,1.2598951590107933e-08,5.4128246623473099e-08,3.2923951755893062e-06,2.6575042924649719e-12,3.980939929272968e-12
2.848022808387879e-09,0.24469943063547098,76.950000000000003,0.0,0.0,0.0,0.57170159033015688,9.4986729541828865,0.0033364918766658853,0.035650243453389296,0.027792626412918582,0.0010285841630268391,6.0844853492268898e-09,3.1488905831735142e-05,0.10332120846520713,3.712321322082857e-05,6.5645727197133967e-12,3.5012717713909669e-05,0.00018546399412702023,0.24426115152180641,0.0023595824846261602,1.7581963649041619e-13,5.6295195885829793e-13,3.8867450198970572e-08,4.5088265989129726e-11,5.445173846498946e-05,0.00013677292013829163,0.0069677892476069413,0.0069867334085192637,1.3127952725397317e-06,7.2375375425068122e-07,4.0582906120343788e-11,0.00018165767285238202,6.8055237741839749e-08,1.8725364259122838e-08,9.8254554188434501e-07,1.3460981799138982e-07,5.719782943122122e-08,2.9602021430460535e-06,0.0028599092112838289,1.1233528776068733e-12,4.0361916331382281e-13,5.6518521582266863e-07,9.6982885654613805e-08,1.1270386324490518e-08,8.8285377755944221e-06,2.7647759340707349e-05,2.7620702481460787e-06,2.1604597523337736e-08,9.3248965272485121e-07,5.7627728987641957e-07,3.2530484088346808e-07,5.4653082316541166e-10,6.346542448450552e-09,3.4129901284701703e-08,4.4417968939601821e-08,6.1569163353918485e-08,6.4962060679770241e-10,1.3819035230503029e-09,4.2021844739746491e-09,8.2511606875335957e-11,5.1099327374936625e-07,3.5278512440388878e-12,4.112767690103308e-10,7.7585413726633408e-07,1.151978615063667e-10,1.8285389855708372e-09,2.014635455245551e-10,5.6594492022725754e-10,6.7365807853911056e-11,4.2929927817686665e-12,1.8370914337716297e-17,1.1615005958028706e-11,2.0360571191475681e-08,3.7676296726462274e-10,1.25846970222448e-09,1.0872572917342612e-10,3.2208298984912161e-10,0.00021817926927394712,6.3766862130945874e-10,4.8740522818626646e-06,6.3741602087920563e-10,1.6977448783451836e-08,5.8989687219954361e-19,3.4286531530027061e-19,6.3252275033529475e-14,1.0031075588890534e-09,3.4164550420215787e-10,1.676296868912056e-19,1.3569079013636325e-13,6.4878969552814037e-12,1.2631463639955628e-09,8.0700554100398827e-12,1.1506749995080977e-09,9.0596325872047276e-10,6.910302563508376e-12,1.7345693783243298e-13,5.5946196432985491e-12,3.4516732788725169e-17,2.6710300988480567e-12,6.8929833058081581e-17,2.3226759133329441e-10,1.9446864690103575e-10,7.7544116087795906e-15,1.1384481961357438e-11,3.3801405282099504e-12,1.2475989889408676e-08,5.5954091776593355e-08,3.4947085137640712e-06,2.8207938784146956e-12,4.2351002517947333e-12
