Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082)
1.6754058450837716e-09,0.34155859038305514,76.950000000000003,0.0,0.0,0.0,0.42528320834570676,9.4995888367205197,0.0029091947011050884,0.021051906365574222,0.015987216895538291,0.00031541066254454995,2.2520899257581642e-09,6.2778086692806526e-05,0.14596039353514903,1.3481699440104552e-05,1.802533823256508e-12,3.0337501525742152e-06,4.949687080062997e-05,0.37790444020145064,0.00071550536474248878,5.8088699250944059e-14,1.3453888109795175e-13,1.4362131394891258e-08,6.5119273836148815e-12,0.00010208826465242408,0.00011183645393997883,0.0048006027695850608,0.0048042600207690127,5.816171165440462e-07,3.1343104791685182e-07,2.5824274420153786e-10,0.00013824111969256073,3.3306464992712777e-08,8.9588829413539634e-09,1.925040182740042e-07,4.4861031962106794e-08,6.325181817726706e-08,6.1730458989582292e-07,0.0045030654896957463,2.5655891808144248e-13,9.5115579511950833e-14,1.2953746416550372e-06,2.1778999299350982e-07,3.4976421610977716e-08,1.9988487575051045e-05,6.0588248813238123e-05,5.7027827036807639e-07,1.0191675108563292e-08,1.1250591163985837e-07,7.7335470631031573e-08,3.0222558272608498e-08,6.2801976770331398e-10,3.0179141684670925e-10,3.9881042654439908e-08,1.8893811847772239e-09,6.1282720455318551e-09,6.936977681950648e-10,6.1776568512483873e-11,1.011904190691241e-10,1.0149142017475238e-12,1.1725850206820317e-06,5.0695253015964608e-12,1.8927285932129619e-09,7.2249978253574794e-07,6.4121657134971539e-11,1.7954876434707281e-09,1.1540232400982722e-10,3.2464495747928868e-10,3.5212217379664334e-11,5.7640926424287684e-12,7.6612500461919483e-18,1.6185757342895584e-11,2.5460332281894627e-08,1.412746149776402e-09,1.5338117182063375e-09,1.814655446751197e-10,1.1996722110164027e-09,7.7662249003334529e-05,9.1844271999057418e-10,4.6279346621279623e-07,9.1835949667013933e-10,5.085842341152932e-08,2.7445349823128438e-19,1.5997806647158522e-19,7.2541431121173336e-15,2.4772534891377635e-10,1.8535962691611436e-10,8.9922158578294992e-20,8.0508245001851358e-14,3.133493115827584e-11,5.028700092946759e-10,3.1551432867862851e-11,1.4448107681297025e-09,1.1630804572295311e-09,4.3490437468626279e-12,1.4309737283592446e-13,3.7720054746490868e-12,1.2034730313115563e-17,1.0678100620889371e-11,2.4021942560045083e-17,7.1098289270890299e-10,1.1099126372996724e-10,5.1425892864711695e-15
1.7162307533865041e-09,0.3415592448312457,76.950000000000003,0.0,0.0,0.0,0.41673690837792404,9.4995852676834058,0.0029529708036513656,0.02123705215910111,0.016009585459546127,0.00031587280348126321,2.2718912385339665e-09,6.1568078306074262e-05,0.14810649148484786,1.3600290783560749e-05,1.8051749029393488e-12,3.1652984498578332e-06,5.1517417417390131e-05,0.38378519393613791,0.0007348260975321802,5.8599674660626775e-14,1.3989431671306294e-13,1.4973681406218737e-08,6.8023608276356981e-12,0.00010384021782409517,0.00011203126790708276,0.0049687516243910436,0.0049727115232991396,6.0198895798665127e-07,3.2441084733154334e-07,2.6226218105124226e-10,0.00014349735253295907,3.457283343012438e-08,9.2998438545263782e-09,2.0772961254131802e-07,4.6577552663378104e-08,6.588195441776676e-08,6.8057482421701126e-07,0.0045733553132755447,2.6637506181276528e-13,9.8754770198941363e-14,1.2838987415659339e-06,2.1795144899629649e-07,3.435811532217177e-08,2.0274687228466408e-05,6.1579156363775946e-05,6.2737660372324169e-07,1.0622631813021765e-08,1.2093626805533696e-07,8.2359024959033213e-08,3.3084640965485515e-08,6.5193107342858046e-10,3.3068938193503436e-10,4.0671619811945378e-08,2.0698770026165507e-09,6.7791667730848822e-09,7.0745700726803003e-10,6.8607361194732111e-11,1.1478613057330097e-10,1.1528697704285829e-12,1.2242056501765494e-06,5.1708298635409814e-12,1.9248682608721502e-09,7.552424898680606e-07,6.7027504928039488e-11,1.8790975364803619e-09,1.20632232696604e-10,3.3936635999075476e-10,3.6858365430493634e-11,6.0301774546486426e-12,8.0086583212320955e-18,1.6910575807374906e-11,2.6599986600869594e-08,1.4367554071280042e-09,1.5875462732434934e-09,1.8428904848515959e-10,1.2202149574739338e-09,8.0441171271848088e-05,9.324189138502876e-10,4.9679519256012762e-07,9.3233393598633128e-10,5.3180283258083883e-08,2.872840191647455e-19,1.6745693609089945e-19,8.0246243742082028e-15,2.7473777172709141e-10,1.934496227159671e-10,9.3844444135954562e-20,8.4022037639972204e-14,3.2745842760116098e-11,5.3983877132370309e-10,3.2973239310477124e-11,1.5452962052466152e-09,1.2486118198174732e-09,4.6689613791448606e-12,1.5362069721433028e-13,4.0359243805832285e-12,1.2918337280445964e-17,1.1160564358493335e-11,2.5787874988731417e-17,7.6292200511558632e-10,1.1884796421374117e-10,5.5066191838946028e-15
1.7570556616892366e-09,0.3415599008406789,76.950000000000003,0.0,0.0,0.0,0.40836992199603178,9.4995818423433764,0.0029958238828832438,0.021414438127322685,0.016024219109785562,0.00031618124729306261,2.2908623582466371e-09,6.0383428707044332e-05,0.15020456634881635,1.371391010433811e-05,1.8069376221220422e-12,3.2975176516879419e-06,5.3559808822031859e-05,0.38955257369246415,0.00075392115302008744,5.9089227078955975e-14,1.4530705851330649e-13,1.5592352293087804e-08,7.0948300885287752e-12,0.00010555823388175802,0.00011217001499831031,0.0051371334676363328,0.0051414136490508426,6.2238895917828756e-07,3.354058467776578e-07,2.6620412717130852e-10,0.00014879726817707662,3.5849722341677855e-08,9.6436422632144381e-09,2.2359449442843009e-07,4.8308496035233326e-08,6.8539553084513159e-08,7.4822452417875107e-07,0.0046422999348221276,2.7627364645221314e-13,1.0242452455830288e-13,1.2726748604443293e-06,2.1811309188243178e-07,3.3752814208999469e-08,2.0555654448325775e-05,6.2551760318571318e-05,6.8824984706951865e-07,1.1058223165500234e-08,1.2972263280107163e-07,8.7523102548435326e-08,3.6121758763253302e-08,6.7604169347810159e-10,3.6137729450430296e-10,4.1457560818055935e-08,2.2615207293365912e-09,7.4762225347231926e-09,7.2113548225087744e-10,7.5946097369942191e-11,1.2972801743122721e-10,1.3046798739489073e-12,1.276615757191499e-06,5.2715739791831289e-12,1.9564224829006201e-09,7.885813340620169e-07,6.9986250392729925e-11,1.9641282519352389e-09,1.2595734852959848e-10,3.543554200690725e-10,3.8532613489366672e-11,6.300693238310398e-12,8.3623830090716971e-18,1.7647930710785692e-11,2.7759355892406227e-08,1.4603274665372596e-09,1.6413554399445274e-09,1.8705809957079313e-10,1.24038497659393e-09,8.3232566831363184e-05,9.4612786593088158e-10,5.3218091004664765e-07,9.4604120048818229e-10,5.5540664290218693e-08,3.0033355912400927e-19,1.7506347119985401e-19,8.8497481321819114e-15,3.0376087996778363e-10,2.0167344946118768e-10,9.7831478872179889e-20,8.7593958513949837e-14,3.4179060138174342e-11,5.7850853169967104e-10,3.4417550317339102e-11,1.6500486969031149e-09,1.3379992375474002e-09,5.0033057885998356e-12,1.6461843938814955e-13,4.3111174610276234e-12,1.3842558750215033e-17,1.1650701774904157e-11,2.7635055897839254e-17,8.1716337857987116e-10,1.2704063800079795e-10,5.8862161029683388e-15
1.7978805699919692e-09,0.341560558058955,76.950000000000003,0.0,0.0,0.0,0.40017819645190239,9.4995785541288296,0.003037773291391889,0.021584379578906226,0.016031503017329883,0.00031634364218843683,2.3090370228120978e-09,5.922356396964108e-05,0.1522556278769788,1.3822759460822292e-05,1.8078656893911608e-12,3.4302863635970576e-06,5.562320802500623e-05,0.39520895336213857,0.00077278548194896935,5.9558227116421189e-14,1.5077497247888637e-13,1.6217873260772562e-08,7.38906941257075e-12,0.0001072430269707808,0.0001122554753018067,0.0053056655433153131,0.0053102841327811101,6.4280709310801048e-07,3.464106408450081e-07,2.700702051243051e-10,0.00015413899393031349,3.7136680462187856e-08,9.9901564618781464e-09,2.4009511094413001e-07,5.0053243629492757e-08,7.1223521956179071e-08,8.2040135946819817e-07,0.0047099275380263431,2.8625113496108585e-13,1.0612353128837831e-13,1.2616970798592701e-06,2.1827485380500977e-07,3.3160223049592458e-08,2.0831498758555612e-05,6.3506446436853358e-05,7.5300691874664465e-07,1.1498265260698568e-08,1.3886649238992286e-07,9.282353813249062e-08,3.9338130910999459e-08,7.0034309213590183e-10,3.938992840334676e-10,4.2239088752741756e-08,2.4645861199424098e-09,8.2209283891141526e-09,7.3473707882291641e-10,8.3810484820774927e-11,1.4609989076665404e-10,1.4712259253068703e-12,1.3297986455486142e-06,5.371785520074473e-12,1.9874035381286652e-09,8.2251101674333537e-07,7.2997423011172236e-11,2.0505558118045505e-09,1.3137682462897195e-10,3.6960973077945799e-10,4.0234485957855029e-11,6.5755629382843324e-12,8.722367308808764e-18,1.8397669515217821e-11,2.8938201274357868e-08,1.4834714981145846e-09,1.6952127643713266e-09,1.8977383838926245e-10,1.2601900906638035e-09,8.6035290307655952e-05,9.5957516832269206e-10,5.6895369940285633e-07,9.5948688226737394e-10,5.7938850092385809e-08,3.1359841116692372e-19,1.8279551103370789e-19,9.7312770625381493e-15,3.3487038088637835e-10,2.1002960109968218e-10,1.0188252968998145e-19,9.1223353479786929e-14,3.5634117019607866e-11,6.1891118353928309e-10,3.5883895696563685e-11,1.7591374571789186e-09,1.4313097513360233e-09,5.3523278215607188e-12,1.7609884588013663e-13,4.597768685512124e-12,1.4808156026592527e-17,1.2148353392073061e-11,2.9565008328249622e-17,8.7374246403415873e-10,1.3557425930745643e-10,6.2816105221029058e-15
1.8387054782947017e-09,0.3415612161509894,76.950000000000003,0.0,0.0,0.0,0.39215778194045542,9.4995753967513465,0.0030788379456306966,0.021747178648945573,0.016031805606828296,0.0003163673037885134,2.326447560492224e-09,5.8087924776209143e-05,0.1542606631013681,1.3927032468779099e-05,1.8080009126387671e-12,3.5634880642093579e-06,5.7706806353297602e-05,0.4007566531892835,0.000791414722499068,6.0007509006710469e-14,1.5629599343115576e-13,1.6849982539032841e-08,7.684822301831111e-12,0.00010889529497524697,0.00011229030802308827,0.0054742691994716965,0.0054792448012399948,6.6323383015926121e-07,3.5742009225407632e-07,2.7386200080393083e-10,0.00015952073464525814,3.8433275218021631e-08,1.0339269786280133e-08,2.5722701013278627e-07,5.181120262153545e-08,7.3932810191243817e-08,8.972507584883423e-07,0.0047762656692471482,2.9630413688538827e-13,1.0985053343147561e-13,1.2509596397047178e-06,2.1843667090038695e-07,3.2580054168751233e-08,2.1102327227397294e-05,6.4443591722303947e-05,8.2175346666435281e-07,1.1942581146844517e-08,1.4836901399886741e-07,9.8256040997634693e-08,4.273781277312178e-08,7.2482708712264793e-10,4.2829780080081064e-10,4.3016417218606521e-08,2.6793368562527155e-09,9.0147336455285729e-09,7.4826551757692054e-10,9.2217810751857283e-11,1.6398717452269786e-10,1.6534077825778079e-12,1.3837379707552115e-06,5.4714911690591578e-12,2.0178234246054541e-09,8.5702643980481502e-07,7.6060570051093266e-11,2.1383570493224298e-09,1.3688984612712402e-10,3.8512697629368717e-10,4.196352335007527e-11,6.8547121349719042e-12,9.088556569550783e-18,1.9159643869934682e-11,3.0136290399007482e-08,1.5061964622584653e-09,1.749093104445593e-09,1.9243737962219639e-10,1.2796379429419492e-09,8.8848249993341892e-05,9.7276628705524608e-10,6.0711545651153234e-07,9.726764472156899e-10,6.0374139243947643e-08,3.2707499393682231e-19,1.9065096803113618e-19,1.0670926789185505e-14,3.6814110467638067e-10,2.1851662994048194e-10,1.0599689191682861e-19,9.4909593742300808e-14,3.7110556964648394e-11,6.6107827142820116e-10,3.7371815172380133e-11,1.872631006637494e-09,1.5286096846339605e-09,5.7162756370431821e-12,1.8807007489300602e-13,4.8960601670448014e-12,1.5815882115986775e-17,1.2653363095581128e-11,3.1579238665025778e-17,9.3269395466721009e-10,1.4445370897370912e-10,6.6930285931428984e-15
1.8795303865974342e-09,0.34156187479826344,76.950000000000003,0.0,0.0,0.0,0.38430482854893605,9.4995723641931846,0.0031190363369465006,0.021903124870878608,0.016025479284487588,0.00031625922959113364,2.3431249510973643e-09,5.697596598352228e-05,0.15622063690917373,1.4026914667895495e-05,1.8073832817196049e-12,3.6970110602689976e-06,5.9809822730726424e-05,0.40619794113300539,0.00080980514991694911,6.0437872186062106e-14,1.6186812349933031e-13,1.7488427166234648e-08,7.9818415115312511e-12,0.00011051571993153898,0.00011227705674673087,0.0056428697107946653,0.0056482213952425775,6.8366011660561836e-07,3.6842932026367849e-07,2.7758106436634049e-10,0.00016494076941437011,3.9739091929828534e-08,1.0690870398443193e-08,2.7498489419316778e-07,5.3581804716957876e-08,7.6666406743687632e-08,9.789157401229231e-07,0.0048413412537111058,3.0642940210049844e-13,1.1360432605482405e-13,1.2404569332306172e-06,2.1859848309262529e-07,3.2012027212630801e-08,2.136824452899519e-05,6.5363564646789588e-05,8.9459173801385203e-07,1.2391000560257917e-08,1.582310589620379e-07,1.0381621329506116e-07,4.632469313795178e-08,7.4948583452062352e-10,4.6461358579657426e-10,4.3789750760154985e-08,2.9060264351593403e-09,9.8590458792748943e-09,7.617243613227738e-10,1.0118491517596545e-10,1.8347677228884808e-10,1.852142403692361e-12,1.4384177320662446e-06,5.5707164729185332e-12,2.0476938670034593e-09,8.9212269698857222e-07,7.9175255818330968e-11,2.2275095749799903e-09,1.4249562882328465e-10,4.0090492805997244e-10,4.3719281617439078e-11,7.1380689337115058e-12,9.4608982000296906e-18,1.9933709452803121e-11,3.1353397206098125e-08,1.5285111151867543e-09,1.8029725732415898e-09,1.9504981283026843e-10,1.2987360023855094e-09,9.1670405533821322e-05,9.8570656528775256e-10,6.4666695374491335e-07,9.8561523822160805e-10,6.2845844976774978e-08,3.4075984639948883e-19,1.9862782476636515e-19,1.1670363534159403e-14,4.0364690394453301e-10,2.2713314419175445e-10,1.101738881054348e-19,9.8652074785746842e-14,3.8607933144074718e-11,7.05041002217881e-10,3.8880858160706242e-11,1.9905971975464504e-09,1.6299646700026153e-09,6.0953948063475735e-12,2.005401995824057e-13,5.2061722299242348e-12,1.6866481983340911e-17,1.3165578058482626e-11,3.3679237153634116e-17,9.9405180189410717e-10,1.5368377684843299e-10,7.1206922518848858e-15
1.9203552949001667e-09,0.34156253369810274,76.950000000000003,0.0,0.0,0.0,0.37661558331308409,9.4995694506953487,0.0031583865422849999,0.022052495722263282,0.016012861133104683,0.00031602611278071414,2.3590988843891397e-09,5.5887156204056744e-05,0.1581364925989189,1.4122583871569426e-05,1.8060510473725694e-12,3.8307484268235402e-06,6.1931502952949064e-05,0.41153503418952458,0.00082795362949371332,6.0850082800410686e-14,1.6748943058264854e-13,1.8132962770113712e-08,8.2798890127150019e-12,0.00011210496843121095,0.00011221815445946336,0.0058113961089139394,0.0058171433994947475,7.0407735403965933e-07,3.7943368958167435e-07,2.8122891113384942e-10,0.00017039744840937954,4.1053733050635652e-08,1.1044851081146186e-08,2.9336267177316111e-07,5.5364505106755385e-08,7.9423338839965918e-08,1.0655367586663248e-06,0.004905180611231001,3.1662381483337114e-13,1.1738375403439923e-13,1.2301835022571477e-06,2.1876023390729384e-07,3.145586893136569e-08,2.162935300318702e-05,6.6266725367403829e-05,9.716204633514841e-07,1.284335967014662e-08,1.6845319608399383e-07,1.094995673870552e-07,5.0102492109300164e-08,7.7431181436753378e-10,5.0288564682809722e-10,4.4559285263374847e-08,3.144898096301541e-09,1.075522917325867e-08,7.7511702204817309e-10,1.1072816703638387e-10,2.0465693396966369e-10,2.0683624951734743e-12,1.4938222647478129e-06,5.6694858925385243e-12,2.0770263237883871e-09,9.277950658384862e-07,8.2341060942213248e-11,2.3179917439053191e-09,1.4819341789726952e-10,4.1694144114129859e-10,4.5501331500864456e-11,7.4255638587210398e-12,9.8393415821906553e-18,2.071972581842604e-11,3.2589301686309678e-08,1.5504240142924331e-09,1.8568284847399157e-09,1.976122030882445e-10,1.3174915682274867e-09,9.4500765712586212e-05,9.9840122639966276e-10,6.8760789995679291e-07,9.9830847827215028e-10,6.5353294841887405e-08,3.5464962279411661e-19,2.0672413100609565e-19,1.2731202036016788e-14,4.4146056015993222e-10,2.3587780560723692e-10,1.1441286688735721e-19,1.0245021535155897e-13,4.0125808122356231e-11,7.5083025570571088e-10,4.0410583550441361e-11,2.1131032377610972e-09,1.7354396743007624e-09,6.4899284074527284e-12,2.1351721115870653e-13,5.5282834739580807e-12,1.7960692805596239e-17,1.3684848667090223e-11,3.5866478410571601e-17,1.0578492309650082e-09,1.6326916408871104e-10,7.5648193246162577e-15
1.9611802032028993e-09,0.341563192562993,76.950000000000003,0.0,0.0,0.0,0.36908638737564309,9.49956665074623,0.0031969062345823386,0.02219555714573495,0.015994273575797399,0.00031567435541535459,2.3743978158218212e-09,5.4820977401911529e-05,0.16000915242038385,1.421421050078129e-05,1.8040407965876333e-12,3.9645979347924337e-06,6.4071118960362411e-05,0.41677009967535716,0.00084585757266348953,6.1244875143896268e-14,1.7315804683355398e-13,1.8783353346367171e-08,8.5787359247836171e-12,0.00011366369201228038,0.00011211592834654003,0.0059797810200285136,0.0059859438798050011,7.2447737969137816e-07,3.9042879975522693e-07,2.8480702247207862e-10,0.00017588918986025456,4.2376817437615153e-08,1.1401109041499554e-08,3.1235350924650351e-07,5.7158781468660983e-08,8.2202670514900998e-08,1.1572515614731378e-06,0.0049678094714613059,3.2688438794899355e-13,1.211877099366904e-13,1.2201340325641417e-06,2.1892187029414583e-07,3.0911312969304845e-08,2.1885752713561421e-05,6.7153425937068316e-05,1.0529347544525546e-06,1.329950083323237e-08,1.7903571473562666e-07,1.1530154223428852e-07,5.4074759547668401e-08,7.992978168866352e-10,5.4315124043009874e-10,4.5325208336644573e-08,3.3961847862372772e-09,1.1704602576176368e-08,7.884467675541056e-10,1.2086344296517168e-10,2.2761712287755934e-10,2.3030151609780786e-12,1.5499362325358296e-06,5.7678228507263292e-12,2.1058319941634812e-09,9.6403900000484314e-07,8.5557581692235549e-11,2.4097826246221492e-09,1.539824866795761e-10,4.3323445071400859e-10,4.7309257910273736e-11,7.7171297515350139e-12,1.0223837988561031e-17,2.1517556252634551e-11,3.3843789654636147e-08,1.5719435233305075e-09,1.9106393019255368e-09,2.0012559160104236e-10,1.3359117744096554e-09,9.7338386331374479e-05,1.0108553769814166e-09,7.2993699900226809e-07,1.010761273463509e-09,6.7895830384833558e-08,3.6874108779689539e-19,2.1493800089045221e-19,1.385500372467282e-14,4.8165369689955814e-10,2.4474932723583021e-10,1.1871320187683665e-19,1.0630345646093296e-13,4.166375364628956e-11,7.984765951762376e-10,4.1960559490297649e-11,2.2402157133466504e-09,1.8450990225585982e-09,6.9001171144880351e-12,2.2700902182704425e-13,5.8625708352907155e-12,1.909924422171195e-17,1.4211028448641037e-11,3.8142421927313e-17,1.1241187562224296e-09,1.7321448537702464e-10,8.0256236308491936e-15
2.002005111505632e-09,0.3415638511199194,76.950000000000003,0.0,0.0,0.0,0.3617136732429867,9.4995639590707643,0.0032346126928539448,0.02233256404636658,0.015970025009954352,0.000315210081021326,2.3890490197676569e-09,5.377692450262667e-05,0.16183951809884939,1.4301957902852216e-05,1.8013875245779624e-12,4.0984619678702353e-06,6.6227968111681331e-05,0.42190525647293098,0.00086351489601355655,6.162295303234033e-14,1.7887216702383142e-13,1.9439371036076111e-08,8.8781624218423971e-12,0.00011519252753926003,0.00011197260437246785,0.0061479605095315923,0.0061545593273422544,7.4485244759436899e-07,4.0141047501803012e-07,2.883168466413336e-10,0.00018141447716713585,4.3707979655878542e-08,1.1759545723164826e-08,3.3194988082135837e-07,5.8964133012463571e-08,8.5003501204116174e-08,1.2541950588746249e-06,0.0050292529887068834,3.3720825748837095e-13,1.2501513199377108e-13,1.2103033494481485e-06,2.1908334245824366e-07,3.0378099662556362e-08,2.2137541503843459e-05,6.8024010508923252e-05,1.1386260153353654e-06,1.3759272357801454e-08,1.8997863770217532e-07,1.212175188363171e-07,5.8244874025341382e-08,8.2443692932289453e-10,5.8544585920750032e-10,4.6087699673907396e-08,3.6601091563155697e-09,1.2708438767586046e-08,8.0171672778128427e-10,1.3160610857127619e-10,2.5244788377620219e-10,2.557060557020386e-12,1.6067446202839721e-06,5.8657497778089757e-12,2.1341218247961825e-09,1.0008501218845591e-06,8.8824429324505411e-11,2.5028619691544457e-09,1.5986213547503949e-10,4.4978196871909863e-10,4.9142659330748027e-11,8.0127016738226745e-12,1.0614340503226584e-17,2.2327067633032067e-11,3.5116652533184189e-08,1.5930778174430018e-09,1.9643845871221218e-09,2.0259099630231562e-10,1.3540035938769663e-09,0.00010018236818098435,1.0230740097554562e-09,7.7365200668480482e-07,1.0229786159246507e-09,7.0472806829529365e-08,3.8303111189247317e-19,2.2326761023495323e-19,1.5043275141130686e-14,5.2429669969226722e-10,2.5374647126948672e-10,1.2307429062253281e-19,1.1021126048003858e-13,4.3221350438959145e-11,8.480102777847442e-10,4.3530363181005348e-11,2.3720006100083923e-09,1.9590064206106479e-09,7.3261992825563058e-12,2.4102346757465869e-13,6.2092096440241376e-12,2.028285857942652e-17,1.4743974000786654e-11,4.0508512566742071e-17,1.1928921960161514e-09,1.8352427105976679e-10,8.5033150824077198e-15
2.0428300198083643e-09,0.34156450910974034,76.950000000000003,0.0,0.0,0.0,0.35449396213596079,9.4995613706200945,0.0032715228119909391,0.022463760766559475,0.015940410412805524,0.00031463914662407353,2.4030786403362147e-09,5.2754505016443069e-05,0.16362847134419087,1.4385982655807814e-05,1.7981247035343052e-12,4.2322474304552847e-06,6.8401372460550139e-05,0.42694257623992304,0.00088092398301678704,6.1984991114676377e-14,1.8463004692748257e-13,2.0100795902837824e-08,9.1779576164090092e-12,0.00011669209757263225,0.00011179031165631994,0.0063158739333206088,0.0063229295096262515,7.6519521056204743e-07,4.1237475457423192e-07,2.9175979962319299e-10,0.00018697185613916244,4.5046869312850607e-08,1.2120066626821887e-08,3.5214361736541226e-07,6.0780079567291966e-08,8.7824964390744738e-08,1.3564992059059935e-06,0.0050895357563002144,3.4759267744648023e-13,1.2886500216731317e-13,1.2006864134401517e-06,2.1924460369911743e-07,2.9855975843521051e-08,2.2384815052664027e-05,6.8878815534721203e-05,1.2287818658615608e-06,1.4222528276812059e-08,2.0128173375942512e-07,1.2724283474283355e-07,6.2616042261178443e-08,8.4972252335757325e-10,6.2980322425428751e-10,4.6846931400995056e-08,3.9368835915833918e-09,1.3767962919963021e-08,8.1492990084299534e-10,1.4297100214849442e-10,2.7924071234594612e-10,2.83147055639196e-12,1.6642327267954429e-06,5.9632881551112438e-12,2.1619065163363586e-09,1.0382242155816714e-06,9.2141229456610441e-11,2.5972101844302664e-09,1.6583169043765893e-10,4.6658208065925811e-10,5.1001147254458038e-11,8.312216814432174e-12,1.1010803946245605e-17,2.3148130295319872e-11,3.6407687142967211e-08,1.6138348880279148e-09,2.0180449544633058e-09,2.0500941243545434e-10,1.3717738427381662e-09,0.00010303185509886907,1.0350620064083199e-09,8.1874978605444417e-07,1.0349653866558351e-09,7.3083592770292686e-08,3.975166669462839e-19,2.3171119394960771e-19,1.6297466590393658e-14,5.6945864225392837e-10,2.6286804698490624e-10,1.274955536049567e-19,1.1417311022599657e-13,4.4798187998869326e-11,8.9946126476754101e-10,4.5119580672733634e-11,2.5085233333932505e-09,2.0772249765529926e-09,7.7684110281534086e-12,2.555683108135028e-13,6.5683736788037104e-12,2.1512251177841718e-17,1.5283544922854062e-11,4.2966181051292984e-17,1.2642006872842627e-09,1.9420296921025025e-10,8.9980997790168514e-15
2.083654928111097e-09,0.34156516628658334,76.950000000000003,0.0,0.0,0.0,0.34742386143125431,9.4995588805616933,0.0033076531122738771,0.022589381539520829,0.015905711919930125,0.00031396715424134481,2.4165117398932414e-09,5.1753238674557004e-05,0.16537687434532983,1.4466434859001513e-05,1.7942843483128765e-12,4.3658656480894042e-06,7.0590678037214103e-05,0.43188408458353289,0.00089808364831178516,6.233163612509642e-14,1.9043000178318416e-13,2.0767415710391829e-08,9.4779194236183137e-12,0.00011816301072812207,0.00011157108665117725,0.0064834637954991978,0.0064909973279550183,7.8549870293948235e-07,4.2331788330048849e-07,2.9513726592322842e-10,0.00019255993235446742,4.6393150421893405e-08,1.2482581138521051e-08,3.72925953851642e-07,6.2606160708968069e-08,9.0666226304339532e-08,1.4642928953839341e-06,0.0051486818205616052,3.5803501477970695e-13,1.3273634429763447e-13,1.1912783161773734e-06,2.1940561025756235e-07,2.9344694652147283e-08,2.2627666926766239e-05,6.9718169957427213e-05,1.3234860773219559e-06,1.4689128129720468e-08,2.1294452995871714e-07,1.3337279765662597e-07,6.7191299002246168e-08,8.7514824307530008e-10,6.7625528230529991e-10,4.7603068405930602e-08,4.2267102681848906e-09,1.4884351747838216e-08,8.2808915877898232e-10,1.549724206915685e-10,3.080879264950045e-10,3.1272274298066463e-12,1.7223861578333287e-06,6.0604585564129271e-12,2.1891965297339e-09,1.0761572201736763e-06,9.5507621469685008e-11,2.6928083049377924e-09,1.718905024943888e-10,4.8363294253506764e-10,5.2884345637433901e-11,8.6156144005058016e-12,1.1413184801344143e-17,2.3980617905151179e-11,3.7716695504297117e-08,1.6342225474577654e-09,2.0716020244072237e-09,2.0738181311725786e-10,1.3892291842978082e-09,0.00010588603210983744,1.0468241403254006e-09,8.6522636100074063e-07,1.0467263582846734e-09,7.572756987182531e-08,4.1219482197038831e-19,2.4026704357094894e-19,1.7618971015837355e-14,6.1720721890073446e-10,2.7211290877482903e-10,1.3197643327752951e-19,1.1818850811183086e-13,4.6393864404101952e-11,9.5285923146601886e-10,4.6727806667576537e-11,2.6498487283220801e-09,2.1998172210860794e-09,8.2269863054075613e-12,2.706512428854372e-13,6.940235218529563e-12,2.2788130505262461e-17,1.5829603748826807e-11,4.5516844442137584e-17,1.3380746998084954e-09,2.0525494761921449e-10,9.5101801005333657e-15
