Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082)
3.066300583117659e-12,0.34154113108208917,76.950000000000003,0.0,0.0,0.0,0.99838220311084747,9.4999995793219512,8.027051345468326e-06,8.1736397921282938e-05,8.1378945357214323e-05,3.7099382190551735e-07,8.7447318053297007e-12,0.00014389861449984985,0.00036779728435097517,4.6162995479681272e-08,2.1201806999676878e-15,5.2250849475047926e-14,2.1882885964546591e-10,0.00092331384764634758,6.6573287563756933e-09,1.9890275291416392e-16,2.068161589040019e-17,1.1569807532840451e-15,1.0258994240845888e-19,3.3552945289345136e-09,3.1128284574985238e-08,1.1848773241973285e-09,1.1850742510159344e-09,1.3443638861457432e-13,6.2186044292355263e-14,5.7857947228111513e-13,2.7042012917034122e-09,6.3203396402098658e-13,1.4062784958644216e-13,4.5249673568720076e-23,1.0282305749674587e-13,3.5127475358557903e-14,4.1389935219497036e-23,1.0782496710389819e-05,5.8659541154500696e-19,2.1782217652053773e-19,1.4247725974618632e-07,3.89898640794822e-08,6.9879013619824188e-08,1.4474258346730353e-07,3.6948258719073529e-09,4.138587443641109e-23,2.7071813895873958e-16,2.6339374982983528e-18,2.5291851517747505e-18,1.673829861016364e-21,5.8490088932917085e-15,5.6521149264145768e-25,3.7823069379458783e-12,9.5029665839768933e-23,1.2542258111423742e-24,3.8451447653709722e-14,1.1121878521791336e-28,8.190030793566703e-29,3.3417176788016107e-32,6.6010730154762717e-14,4.7563847513993974e-16,4.2616421616015122e-15,8.1794248221040835e-14,6.9176494949676165e-18,2.2900933981605127e-15,1.1983398086002402e-17,7.677422231146581e-18,7.2440245086490514e-18,9.0730445680990941e-18,1.8118756330674406e-25,2.0807298248862874e-18,3.0157044262983424e-15,1.5348403976448215e-15,3.0438544294080989e-16,4.3991748604071004e-13,2.1486473075407607e-16,3.4637025796551185e-09,2.361414348470283e-11,5.2750351808081881e-16,2.3614144363179778e-11,1.6390009256938199e-16,5.646170460216872e-26,3.2911366487916263e-26,1.4572327234559588e-30,1.028055214751655e-28,3.1154876174538886e-17,1.6043299415228545e-26,1.341079921231126e-20,5.9411703650939475e-20,2.2308060360420824e-18,2.0748198057227302e-20,4.1823696294649792e-19,2.7662348884031598e-21,5.5086585128515673e-24,3.0529593160037787e-25,6.7861033700326193e-23,5.8434295533601769e-26,2.3359243091658466e-21,1.0608440117102278e-25,2.9126832827032364e-21,1.8073890212173797e-20,8.2308785874992274e-25
3.1484839933887063e-12,0.3415411310052767,76.950000000000003,0.0,0.0,0.0,0.99833893469552037,9.4999995594470601,8.2420113233421104e-06,8.3923278678515515e-05,8.3547125734448371e-05,3.8935658882718855e-07,8.9787019075983611e-12,0.00014389380756975036,0.00037872134706367646,4.7563995369222651e-08,2.2251216117073165e-15,5.6765861855868998e-14,2.3071381294207548e-10,0.00095073865296426785,7.0185444745128814e-09,2.0493925162666387e-16,2.1322966783833788e-17,1.2520805305647263e-15,1.115416118506444e-19,3.5544221889501736e-09,3.2783007613463674e-08,1.2816560601104463e-09,1.2818696925624175e-09,1.456663273201418e-13,6.7635069790359211e-14,5.973223022302584e-13,2.8034997135983343e-09,6.5574053594235448e-13,1.4620704716447406e-13,5.4369603946201281e-23,1.0962818761968005e-13,3.6924904810925764e-14,4.9735454252732553e-23,1.1103124511883314e-05,6.2546457339041e-19,2.3224469488368078e-19,1.4737918830668957e-07,4.0237890940421113e-08,6.9938978247556577e-08,1.4979834674645733e-07,3.9469329733611139e-09,4.9730443109496853e-23,2.9213298563294795e-16,2.9378378536293406e-18,2.8238455378821839e-18,1.9193778862891293e-21,6.1612913959871388e-15,6.6522044348684069e-25,3.9845836818264317e-12,1.0883513976519201e-22,1.4771983101758815e-24,4.1011577413019563e-14,1.345311957393331e-28,9.7500359136074936e-29,4.0718586998382927e-32,7.2694318938320357e-14,5.0113345477236757e-16,4.6656762855498861e-15,8.8492968882024172e-14,7.4936164624387905e-18,2.4148536864153047e-15,1.2993853759174331e-17,8.4903871867446548e-18,7.8166196934509278e-18,9.5785771555710169e-18,2.0037331273161682e-25,2.2465305570758604e-18,3.2632334953270082e-15,1.7087697683733601e-15,3.3105455287609702e-16,4.5308804239152697e-13,2.4192057819283222e-16,3.5743405163945597e-09,2.3705307509910723e-11,5.63613537688036e-16,2.3705308411012893e-11,1.8151247653939866e-16,6.0924657012980793e-26,3.5512808143210864e-26,1.7171375812332739e-30,1.2636803054859726e-28,3.3713234688541987e-17,1.7344753172975522e-26,1.4515493890751052e-20,6.6965318243523779e-20,2.4152509006734228e-18,2.3863512053851913e-20,4.6464813601402918e-19,3.1530528311855276e-21,6.3613789063980037e-24,3.4895479362518951e-25,7.7312537957112859e-23,6.3277937998572083e-26,2.703770699377187e-21,1.1486935916344653e-25,3.3173164285068809e-21,2.0084883471330542e-20,9.1508247094533869e-25
3.2306674036597537e-12,0.3415411309270906,76.950000000000003,0.0,0.0,0.0,0.9982956683407157,9.4999995392146968,8.4569617997683145e-06,8.6109968406766993e-05,8.5714713165592688e-05,4.0807626284289586e-07,9.2126515708406835e-12,0.00014388868646527503,0.00038964500259105106,4.8964927418431101e-08,2.3321022056045248e-15,6.1541276462528049e-14,2.4291292467586141e-10,0.00097816250445071371,7.3892805624782447e-09,2.1097545803545737e-16,2.1965077141472155e-17,1.3522295340922514e-15,1.2101449276427048e-19,3.7593008944378753e-09,3.4478697344752031e-08,1.3835087559366706e-09,1.3837400056610041e-09,1.5749849294316336e-13,7.3392000548527132e-14,6.1606493781015348e-13,2.9039021946428468e-09,6.7971320308554238e-13,1.5185447475381876e-13,6.5016767171119077e-23,1.1666916784722687e-13,3.8766288085457126e-14,5.9479310000044574e-23,1.1423761839091546e-05,6.6568241735779779e-19,2.4716727978997187e-19,1.5227166790069202e-07,4.1477242448437406e-08,6.9991837981249844e-08,1.5484980394049669e-07,4.2076240318116975e-09,5.9473159701508105e-23,3.1459579780445785e-16,3.2676417196174801e-18,3.1438577503048459e-18,2.1931223706929818e-21,6.4802537441732861e-15,7.795880825262733e-25,4.1919763785529653e-12,1.2421104126384306e-22,1.732393687204858e-24,4.3659986386726844e-14,1.61921600414578e-28,1.1556317899795202e-28,4.9365634461661385e-32,7.9826488195175245e-14,5.2727472496985725e-16,5.0941531174806689e-15,9.5545031967661656e-14,8.1004679988704371e-18,2.5429396723689291e-15,1.4059201447797948e-17,9.3640293928050418e-18,8.4173111068925354e-18,1.0097246647381595e-17,2.2099100803289827e-25,2.42083486021563e-18,3.5238467883589966e-15,1.8959422933270183e-15,3.5923047345983131e-16,4.6625814883122834e-13,2.7142782466553925e-16,3.6856170996801998e-09,2.3793039162557998e-11,6.0122812789223185e-16,2.379304008612305e-11,2.0045056987930074e-16,6.5606598821409774e-26,3.8241898037239181e-26,2.0147213834633323e-30,1.5450717088759349e-28,3.6406758019358448e-17,1.8713759792291435e-26,1.5678731987859186e-20,7.5215241725398848e-20,2.6096114274968729e-18,2.7330775861663883e-20,5.1480283518123546e-19,3.5817329684011048e-21,7.3172571998275585e-24,3.9744523105876634e-25,8.77806814490411e-23,6.8382398963280358e-26,3.1161921792327048e-21,1.2412731510531492e-25,3.7646409770926857e-21,2.2258656751237015e-20,1.0145565588426281e-24
3.312850813930801e-12,0.341541130847552,76.950000000000003,0.0,0.0,0.0,0.99825240404529936,9.4999995186302542,8.6719027751986609e-06,8.8296467134413097e-05,8.7881713066015151e-05,4.2714745820000952e-07,9.446580798105056e-12,0.00014388332625370751,0.00040056823004377268,5.0365780581504078e-08,2.4410917027153362e-15,6.6585098409475869e-14,2.5542618776075084e-10,0.0010055853496692172,7.7695353617848565e-09,2.1701132454771625e-16,2.2607942106904032e-17,1.4575558983680039e-15,1.3102475979091378e-19,3.9699260526069438e-09,3.6215217218979666e-08,1.4905592851383562e-09,1.4908090870346684e-09,1.6994793769781503e-13,7.9465005002450755e-14,6.3480723546703221e-13,3.005408526630831e-09,7.0395190748747728e-13,1.5757014148656123e-13,7.7397540194955822e-23,1.2394718520907943e-13,4.0652015967088804e-14,7.0810611944257681e-23,1.1744407987795433e-05,7.0725573552238307e-19,2.6259244863783014e-19,1.5715422961475766e-07,4.2707842468073355e-08,7.0038702284825033e-08,1.5989647128563979e-07,4.4768865874480218e-09,7.0803102515607358e-23,3.3812998886432797e-16,3.6248236092884804e-18,3.4906777056576393e-18,2.4974552441090531e-21,6.8058190426068682e-15,9.0992351942478704e-25,4.4044742634425244e-12,1.4128939945147318e-22,2.0234580127992573e-24,4.639673186317581e-14,1.9396986119202195e-28,1.364023973696251e-28,5.9563101192088184e-32,8.7422244484539542e-14,5.5406092606809913e-16,5.5477245998300637e-15,1.0295925135800881e-13,8.7389874644716202e-18,2.6743523398230081e-15,1.5180852533584571e-17,1.0301030989434508e-17,9.0466475134918696e-18,1.0629020643490854e-17,2.431039450831006e-25,2.6038486071202006e-18,3.7978712658251557e-15,2.0968659626503589e-15,3.8895317351726366e-16,4.7942777821259707e-13,3.0352366827914789e-16,3.797532459096057e-09,2.38778708219025e-11,6.403762512851719e-16,2.387787176777184e-11,2.2077403794647279e-16,7.0511807248194202e-26,4.1101129348022527e-26,2.3542606574433003e-30,1.8796055620576558e-28,3.9238798359957738e-17,2.0151949162738604e-26,1.6901969944737768e-20,8.4202044981782676e-20,2.8141495348954132e-18,3.1176875557335934e-20,5.6889505437951872e-19,4.0555513562260569e-21,8.3854342972626387e-24,4.5115387174991529e-25,9.9344065811311529e-23,7.3754554027150643e-26,3.5770182221605825e-21,1.3387078149953462e-25,4.2578107389805199e-21,2.4603698191390035e-20,1.1219018379991595e-24
3.3950342242018486e-12,0.3415411307666825,76.950000000000003,0.0,0.0,0.0,0.99820914180838149,9.4999994976990489,8.8868342500846657e-06,9.0482774887575254e-05,9.0048130770714911e-05,4.4656486939873708e-07,9.6804895921835413e-12,0.00014387778397856592,0.00041149101355370416,5.1766546061170652e-08,2.5520597827311934e-15,7.1905374200296384e-14,2.6825359515636393e-10,0.0010330071487878133,8.1593072142385982e-09,2.2304681325870214e-16,2.325155781068156e-17,1.568187575728148e-15,1.4158867250782895e-19,4.1862930642241252e-09,3.799243121374833e-08,1.6029311083936098e-09,1.6032004205445622e-09,1.8302966361683263e-13,8.5862224327749369e-14,6.5354908564207435e-13,3.1080185278874929e-09,7.2845659944616094e-13,1.6335406054933919e-13,9.1739841600998434e-23,1.3146341432907809e-13,4.2582487058313816e-14,8.3938232777505928e-23,1.2065062400038247e-05,7.5019124892129501e-19,2.7852269250860105e-19,1.6202648332396464e-07,4.3929638245887643e-08,7.0080507399469819e-08,1.6493794335791967e-07,4.754707420841328e-09,8.3929108906158585e-23,3.6275913067229306e-16,4.0109027892999723e-18,3.8658058577857499e-18,2.8349038837508763e-21,7.1379139010175076e-15,1.0579682847805894e-24,4.6220666152543503e-12,1.6020965815384809e-22,2.354342151345221e-24,4.9221849673566321e-14,2.3132037420323164e-28,1.6036263988744032e-28,7.1540764082953604e-32,9.5496571855873644e-14,5.8149070391122353e-16,6.0270370953042833e-15,1.107444223229587e-13,9.4099565632927283e-18,2.8090926547982535e-15,1.6360215410919668e-17,1.1304109313508516e-17,9.7051699401673969e-18,1.1173868298188534e-17,2.6677625034363761e-25,2.795777228623628e-18,4.0856331889086633e-15,2.3120465073973156e-15,4.2026248848895404e-16,4.9259690991320678e-13,3.3834814940999875e-16,3.910086746221718e-09,2.3960253101241564e-11,6.8108706427268033e-16,2.3960254069259757e-11,2.4254359157711763e-16,7.5644499205110264e-26,4.4092960099683025e-26,2.7403904914502008e-30,2.2756157921021512e-28,4.2212698710224087e-17,2.1660946614802654e-26,1.818666020670553e-20,9.3967308742051861e-20,3.0291273372106432e-18,3.5429751176515624e-20,6.2712347932776372e-19,4.5779472447370841e-21,9.5755761622212113e-24,5.1048703695789351e-25,1.1208508211565693e-22,7.9401282056163822e-26,4.0902734998013403e-21,1.4411228020905167e-25,4.800118995431225e-21,2.7128705164406051e-20,1.2375197220344625e-24
3.477217634472896e-12,0.34154113068450287,76.950000000000003,0.0,0.0,0.0,0.99816588162925823,9.4999994764263125,9.1017562248776602e-06,9.2668891690583812e-05,9.2213971535520971e-05,4.6632326999627259e-07,9.9143779556082022e-12,0.00014387210306863934,0.0004224133410455971,5.3167216846372379e-08,2.6649765771450978e-15,7.7510190450698923e-14,2.8139513986601834e-10,0.0010604278714956825,8.5585944619277489e-09,2.290818939588934e-16,2.3895921167225677e-17,1.6842523366175529e-15,1.527225728115056e-19,4.4083973260537762e-09,3.9810203830828868e-08,1.7207472751889513e-09,1.7210370787829759e-09,1.9675862274552184e-13,9.2591772544873948e-14,6.7229040462326975e-13,3.2117320367893618e-09,7.5322723550267298e-13,1.6920624812391688e-13,1.0829474644082909e-22,1.3921901776110323e-13,4.4558106454930614e-14,9.9092293014447466e-23,1.238572462837759e-05,7.9449560948899039e-19,2.9496047688072609e-19,1.6688810530421367e-07,4.5142596646316969e-08,7.0118043062915798e-08,1.6997388076531812e-07,5.0410726784301574e-09,9.908125946336941e-23,3.8850695711702409e-16,4.4274435070430191e-18,4.2707874235803782e-18,3.2081351941321942e-21,7.4764682787361408e-15,1.2256034954384484e-24,4.8447427541499568e-12,1.811188977755218e-22,2.7293187552960231e-24,5.2135356144660469e-14,2.7468736798951962e-28,1.8782176674998441e-28,8.5555739697521111e-32,1.0406443062380696e-13,6.0956270959218849e-16,6.5327315328490497e-15,1.1890932159659999e-13,1.0114155350028868e-17,2.9471615669777473e-15,1.7598695499434692e-17,1.237601576308353e-17,1.0393411784388788e-17,1.1731760254049077e-17,2.9207285406664304e-25,2.9968257154591936e-18,4.3874581222849191e-15,2.5419872199125645e-15,4.5319812094368629e-16,5.0576552823930877e-13,3.7604408521956779e-16,4.0232801282279791e-09,2.4040567108133263e-11,7.2338991635223383e-16,2.4040568098147497e-11,2.6582098520778135e-16,8.1008832137941951e-26,4.7219813653801841e-26,3.1781245844623167e-30,2.7424899584084101e-28,4.5331792934341587e-17,2.324237295087024e-26,1.95342512483186e-20,1.0455361453601333e-19,3.254807145290918e-18,4.0118393777742904e-20,6.8969147292632165e-19,5.1525267838137203e-21,1.0897888021497342e-23,5.7587119893118181e-25,1.2608998481708317e-22,8.5329465201842501e-26,4.6601807225777991e-21,1.5486434248327427e-25,5.3950009560093144e-21,2.984258382722526e-20,1.3618213018222308e-24
3.5594010447439435e-12,0.34154113060103375,76.950000000000003,0.0,0.0,0.0,0.9981226235073658,9.4999994548171998,9.3166687000288487e-06,9.4854817566345593e-05,9.4379240538272459e-05,4.8641751142862896e-07,1.0148245890843903e-11,0.00014386631665477118,0.00043333520331307788,5.4567787345381441e-08,2.7798126625183611e-15,8.3407672648605624e-14,2.9485081493497356e-10,0.0010878474946836359,8.9673954472147006e-09,2.3511654255555316e-16,2.4541029714042532e-17,1.8058777698625146e-15,1.6444288238076521e-19,4.636234232692902e-09,4.16684000928965e-08,1.8441304254021037e-09,1.8444417246564241e-09,2.1114971733456087e-13,9.9661736623614429e-14,6.9103112835573773e-13,3.316548906887656e-09,7.7826377692255648e-13,1.7512672258806622e-13,1.2733817585172321e-22,1.4721514626800286e-13,4.6579284624637778e-14,1.1652571466424823e-22,1.2706394309012437e-05,8.4017540166339859e-19,3.1190824222269157e-19,1.7173882775060095e-07,4.6346700967751641e-08,7.0151975247248263e-08,1.7500399973343436e-07,5.3359679783383048e-09,1.165124312251797e-22,4.1539736694964289e-16,4.8760552107618765e-18,4.7072126017140772e-18,3.6199597065993883e-21,7.8214153349287817e-15,1.4148572134888425e-24,5.0724920398307158e-12,2.0417205824602763e-22,3.1529997577615831e-24,5.5137249877901051e-14,3.2486048859263127e-28,2.1919321720858953e-28,1.0189498629699488e-31,1.1314075634560765e-13,6.3827559921576181e-16,7.0654435434343052e-15,1.2746270744820865e-13,1.0852362236506868e-17,3.0885600110831386e-15,1.8897695255981304e-17,1.3519534691887927e-17,1.1111898921162878e-17,1.2302668578017864e-17,3.1905946420660501e-25,3.2071986200531255e-18,4.7036709367374038e-15,2.7871888016176962e-15,4.8779964108990248e-16,5.1893362122512428e-13,4.1675700575632048e-16,4.1371127830727253e-09,2.4119134971178324e-11,7.6731434952808432e-16,2.4119135983037965e-11,2.9066901504712949e-16,8.6608904860317847e-26,5.0484079195477675e-26,3.6728758854866749e-30,3.2907719113541876e-28,4.8599405816283288e-17,2.4897844474743385e-26,2.09461875975638e-20,1.1600453602982633e-19,3.4914514669573724e-18,4.5272842073705482e-20,7.5680706072130722e-19,5.7830667145172677e-21,1.2363128514211816e-23,6.4775343669701019e-25,1.4144896474164675e-22,9.1545988917958205e-26,5.2911633690293447e-21,1.6613950898053773e-25,6.0460362162174445e-21,3.2754448674023018e-20,1.495227324762039e-24
3.641584455014991e-12,0.34154113051629537,76.950000000000003,0.0,0.0,0.0,0.99807936744224768,9.4999994328767805,9.5315716759893237e-06,9.7040552536630415e-05,9.6543942879981245e-05,5.0684252185030942e-07,1.0382093400235524e-11,0.00014386044999253943,0.00044425659334372026,5.596825310005572e-08,2.896539053849267e-15,8.960598395419399e-14,3.0862061344889156e-10,0.0011152660007498682,9.3857085127295207e-09,2.4115073984031113e-16,2.5186881486263009e-17,1.9331912829423549e-15,1.7676610022329016e-19,4.8697991779107725e-09,4.356688554030426e-08,1.9732027908747915e-09,1.9735366129587421e-09,2.2621780003157987e-13,1.0708017658721423e-13,7.0977120787054184e-13,3.4224690033444568e-09,8.0356618858607855e-13,1.8111550393035771e-13,1.4917266425774941e-22,1.5545293905357306e-13,4.8646436467322782e-14,1.3651584657145437e-22,1.3027071142172618e-05,8.87237143720726e-19,3.2936840448601175e-19,1.7657843000094969e-07,4.7541948277595375e-08,7.0182865308877354e-08,1.8002806338514998e-07,5.6393784986697827e-09,1.3649992252450682e-22,4.4345442597037142e-16,5.358392762747245e-18,5.1767167843471497e-18,4.0733356982957218e-21,8.1726912846176916e-15,1.6279120032865734e-24,5.3053038698431564e-12,2.2953216303728428e-22,3.6303543764814381e-24,5.82275133645617e-14,3.8271068521693787e-28,2.5492846440801256e-28,1.2087797243111565e-31,1.2274045897867628e-13,6.6762803368284774e-16,7.6258035858774203e-15,1.3641331975005247e-13,1.1625353997872766e-17,3.2332889081842819e-15,2.0258614186039693e-17,1.4737482333837563e-17,1.18611498088273e-17,1.2886566699756331e-17,3.4780254104053249e-25,3.4271000582366083e-18,5.0345958116562002e-15,3.0481492359080434e-15,5.241064872851906e-16,5.321011797558101e-13,4.6063509160762706e-16,4.2515848960068293e-09,2.4196228785590758e-11,8.1289009786277353e-16,2.4196229819146972e-11,3.1715151728020063e-16,9.2448758378318099e-26,5.3888112213978192e-26,4.230477837937426e-30,3.9322716895997955e-28,5.2018853113434562e-17,2.6628973019786188e-26,2.2423909859237523e-20,1.283646307220087e-19,3.7393230073931629e-18,5.0924178670187099e-20,8.2868291643827445e-19,6.4735180456397767e-21,1.3982623784877933e-23,7.2660189002389093e-25,1.5825622110266801e-22,9.8057741975183043e-26,5.9878483053688693e-21,1.7795032978690398e-25,6.7569512150493962e-21,3.5873622090800741e-20,1.6381681741294505e-24
3.723767865286038e-12,0.34154113043030787,76.950000000000003,0.0,0.0,0.0,0.99803611343352938,9.4999994106100587,9.7464651532100895e-06,9.9226096622298299e-05,9.8708083585976876e-05,5.2759330499127408e-07,1.0615920485926968e-11,0.00014385452229821567,0.00045517750580757055,5.7368610558732873e-08,3.015127198041147e-15,9.6113324033060594e-14,3.2270452853244733e-10,0.0011426833763160248,9.8135320013648207e-09,2.4718447050894982e-16,2.5833474916706099e-17,2.0663201022600021e-15,1.8970880029053702e-19,5.109087555663485e-09,4.5505526227892545e-08,2.1080861969758202e-09,2.1084435919344606e-09,2.4197767407155147e-13,1.1485512561597598e-13,7.2851060580233074e-13,3.5294922002307518e-09,8.2913443814690851e-13,1.8717261330669998e-13,1.7412920460600467e-22,1.6393352396319784e-13,5.0759980522125217e-14,1.5936616186836464e-22,1.3347754877269613e-05,9.3568728892915902e-19,3.4734335553148802e-19,1.8140673113347975e-07,4.8728347165442435e-08,7.0211186205223118e-08,1.8504587438550698e-07,5.9512890517971509e-09,1.5934714991328944e-22,4.7270236869903893e-16,5.8761566459193411e-18,5.6809807621373613e-18,4.5713733295710707e-21,8.5302352605048785e-15,1.867112683687525e-24,5.5431676780324538e-12,2.5737054419918925e-22,4.1667276243207715e-24,6.1406114456072971e-14,4.4919640134981932e-28,2.9551958191006615e-28,1.4285951741857314e-31,1.32878422181222e-13,6.9761867849367348e-16,8.2144370633411509e-15,1.4576988004236995e-13,1.2433905778513796e-17,3.3813491669457595e-15,2.1682848854625411e-17,1.6032705756245755e-17,1.2641675593666928e-17,1.3483429352328781e-17,3.7836927246526491e-25,3.6567337108850739e-18,5.3805562374326189e-15,3.3253636821925097e-15,5.6215796654326744e-16,5.4526819690282397e-13,5.0782911299240458e-16,4.3666966569397744e-09,2.4272078235330898e-11,8.6014708711408719e-16,2.4272079290436308e-11,3.4533336628002347e-16,9.8532376705911404e-26,5.7434234978043006e-26,4.8572062233278884e-30,4.6801828942267486e-28,5.5593441608464217e-17,2.8437365975919463e-26,2.3968854737559241e-20,1.4167943196008494e-19,3.9986846694641266e-18,5.7104525980606738e-20,9.055363475811972e-19,7.2280097156557017e-21,1.5768281521363764e-23,8.1290621158592687e-25,1.7661003257015575e-22,1.0487161647389785e-25,6.7550683017218816e-21,1.9030936443166508e-25,7.531621692285389e-21,3.920963391154961e-20,1.7910838484995135e-24
3.805951275557086e-12,0.3415411303430909,76.950000000000003,0.0,0.0,0.0,0.99799286148089983,9.4999993880219566,9.961349132142076e-06,0.00010141144984348295,0.00010087166760703445,5.4866493903092286e-07,1.0849727150085821e-11,0.00014384854818101517,0.00046609793665814092,5.876885689322425e-08,3.1355489674671937e-15,1.0293792792225195e-13,3.3710255334806036e-10,0.0011700996112255873,1.0250864256271653e-08,2.5321772237602229e-16,2.6480808755828921e-17,2.2053912734116332e-15,2.0328762915970521e-19,5.3540947608848291e-09,4.7484188721833772e-08,2.2489020641545527e-09,2.2492841048325715e-09,2.5844409346600669e-13,1.2299459015029977e-13,7.472492936706704e-13,3.6376183784178747e-09,8.549684953755875e-13,1.9329807269508222e-13,2.0256917298808179e-22,1.7265801766252287e-13,5.2920338296173598e-14,1.8540802881182082e-22,1.366844530132012e-05,9.8553222657560196e-19,3.6583546350875863e-19,1.8622358370148032e-07,4.9905915842144045e-08,7.0237336258676249e-08,1.9005726871625054e-07,6.2716841471303269e-09,1.85385418434687e-22,5.0316559962197731e-16,6.4310931640114645e-18,6.2217309227656487e-18,5.1173387991885745e-21,8.8939891805632137e-15,2.1349742753965102e-24,5.7860729331297216e-12,2.8786706837886971e-22,4.7678593282600727e-24,6.4673007703625468e-14,5.2537007985803455e-28,3.4150192458112552e-28,1.6823281087186508e-31,1.4356950273025282e-13,7.2824620356801713e-16,8.8319644311256477e-15,1.5554109159578888e-13,1.3278791097739903e-17,3.5327416848127796e-15,2.3171792896742006e-17,1.7408081840898944e-17,1.345398021335274e-17,1.4093232515262226e-17,4.1082754995237763e-25,3.8963028254913259e-18,5.7418750177597946e-15,3.619324388120063e-15,6.0199325503817934e-16,5.5843466740543836e-13,5.5849237021620222e-16,4.4824482583969178e-09,2.4346877089956546e-11,9.0911543444679739e-16,2.4346878166464941e-11,3.7528047281035693e-16,1.0486368767113069e-25,6.1124737005824586e-26,5.5598016066198943e-30,5.5492078628559398e-28,5.9326469159531816e-17,3.0324626315609333e-26,2.5582455058058049e-20,1.5599544124764641e-19,4.2697995539778086e-18,6.384704186675959e-20,9.8758928109407279e-19,8.0508522401025358e-21,1.7732604937852766e-23,9.0717801733208475e-25,1.9661282740391818e-22,1.1199450785526438e-25,7.597864449336341e-21,2.0322918189986521e-25,8.3740751453044107e-21,4.2772220975917906e-20,1.9544239412403758e-24
3.888134685828133e-12,0.3415411302546638,76.950000000000003,0.0,0.0,0.0,0.99794961158409412,9.4999993651173291,1.017622361323615e-05,0.00010359661221973986,0.00010303469982048565,5.7005257548879431e-07,1.1083513394846057e-11,0.00014384253876256091,0.00047701788282054149,6.0168989850999868e-08,3.2577766536306042e-15,1.1008806492618766e-13,3.5181468109472289e-10,0.0011975146977610031,1.0697703620856139e-08,2.5925048573691484e-16,2.7128882006904425e-17,2.3505316614554283e-15,2.1751930377831503e-19,5.6048161901038623e-09,4.9502740096511179e-08,2.3957714094849189e-09,2.3961791914508316e-09,2.7563176319109346e-13,1.315065499931468e-13,7.6598724975142463e-13,3.7468474239288037e-09,8.8106833164619906e-13,1.9949190462620948e-13,2.3488633381259815e-22,1.8162752579892141e-13,5.5127933695676566e-14,2.1500255610692761e-22,1.3989142229904042e-05,1.0367782828929966e-18,3.8484707319919966e-19,1.9102886842373875e-07,5.1074680529599035e-08,7.02616508504897e-08,1.9506211039997232e-07,6.6005480442249117e-09,2.1497576634446607e-22,5.3486869408444931e-16,7.0249946355397307e-18,6.8007394431684616e-18,5.7146585166787018e-21,9.2638976212328572e-15,2.4341901428193705e-24,6.0340091374605566e-12,3.2121036378887277e-22,5.4399036575111322e-24,6.802813557930979e-14,6.1238498966903798e-28,3.9345692622865762e-28,1.9743261816343722e-31,1.5482853003779571e-13,7.595092830808597e-16,9.4790012965147756e-15,1.6573563947141777e-13,1.4160781855246621e-17,3.6874673491392128e-15,2.4726837027420702e-17,1.8866516292156878e-17,1.4298560499206258e-17,1.4715953359933517e-17,4.4524594514082316e-25,4.1460102176782996e-18,6.1188742718478798e-15,3.9305206175278445e-15,6.4365139860568052e-16,5.7160058726548081e-13,6.1278063541415883e-16,4.5988398939350247e-09,2.4420788745540659e-11,9.5982544820014412e-16,2.4420789843306758e-11,4.0705978221054508e-16,1.1144656371317031e-25,6.4961875529505647e-26,6.3454923839903137e-30,6.5556909481766493e-28,6.3221224748924626e-17,3.2292352618919261e-26,2.7266139788773087e-20,1.7136012081404652e-19,4.5529309598863846e-18,7.1185915047463674e-20,1.075068249082644e-18,8.9465413444497185e-21,1.9888706703029933e-23,1.0099513350675663e-24,2.1837125266255851e-22,1.1943331491079626e-25,8.5214884828078816e-21,2.167223606421469e-25,9.2884932851391609e-21,4.657132668831875e-20,2.1286476200740759e-24
