Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995)
3.736235778408376e-10,0.3855973279192911,76.950000000000003,0.0,0.0,0.0,3.1938145755208756e-05,9.4999853176529978,0.00054338006523035746,0.0026985888772454556,0.00077667100030163528,4.0499302321357586e-06,1.5398455550679823e-10,2.5452881403945174e-05,0.17739515085733237,8.2675924979214463e-07,1.5641311898430843e-14,3.0173334507265527e-09,4.7460972505197667e-06,0.80416924038370818,7.4547073666352e-06,2.5729180275615185e-15,2.9244145164346859e-14,5.4990216565659839e-09,5.6728481722229501e-14,0.00051757995732720611,2.435530388836321e-05,0.0020185859820052747,0.0020189197717312372,1.4058661132706571e-07,6.8898023590006322e-08,2.1892311135385877e-07,0.00012229866620322818,1.6951612493976874e-08,4.1505489808051312e-09,3.2428507328049264e-09,4.6526203189781844e-09,2.5338616871042309e-07,3.2051833578300817e-08,0.010818314847148715,1.9990625735925612e-14,8.4347508862318433e-15,3.464147366991929e-06,1.077444202182062e-06,1.4738774805550864e-07,0.000205292499418028,0.00058758315704911539,2.3321117118018962e-08,4.1708624890694168e-09,1.3281938481261672e-09,1.0127952212372422e-09,2.1537919510574756e-10,3.1442489715833986e-09,4.9042666056093542e-13,1.1762085621521328e-07,1.5337945147346329e-12,8.3672523534391281e-11,1.4055616795202477e-09,1.222017985412733e-13,2.3604871928145975e-14,5.9653908372197988e-17,3.94991024628194e-05,3.5827716926932553e-11,8.5346921830211579e-07,1.7130698624545572e-06,6.4843343322463091e-11,6.5772900469607595e-09,1.3104661845747619e-10,3.5800118816045282e-10,3.3962047106616528e-11,8.0145874067930681e-11,2.3187832921800722e-18,2.1004783633436145e-10,2.1122817241034522e-07,2.6755677514740443e-07,7.0734881866558413e-09,2.0478223816483835e-09,2.6748417642170935e-07,9.5454511439649618e-06,5.6373068037874032e-09,2.3925956641337225e-09,5.6373325810163923e-09
3.7680296935741666e-10,0.38559736796838556,76.950000000000003,0.0,0.0,0.0,3.1875240746522485e-05,9.4999853082917838,0.0005433262828822002,0.0026974902819218213,0.00076793764108016389,4.0043899559549528e-06,1.5392185226775635e-10,2.5414158400284484e-05,0.17710501783225985,8.2642258939481014e-07,1.5465429939271997e-14,3.0163278610364714e-09,4.7867923907179987e-06,0.80445320052835834,7.4548047972167182e-06,2.5718703227965739e-15,2.94948673773667e-14,5.549966342172514e-09,5.6768137065699481e-14,0.00051776635451258499,2.4081438446395637e-05,0.0020276223127699217,0.0020279590975765985,1.4121608359644412e-07,6.920663462928873e-08,2.1900042303984172e-07,0.00012333347879951698,1.7095062513077656e-08,4.1856938436762781e-09,3.2738818799659776e-09,4.6920525359157389e-09,2.5577266121128055e-07,3.2658011495667449e-08,0.010823927110566584,2.0160050743091334e-14,8.5062369975608426e-15,3.4642437302475202e-06,1.0777953872621306e-06,1.4727344072044147e-07,0.00020533750470022764,0.00058771879756883063,2.3696559623993405e-08,4.2104355757162454e-09,1.343460938096771e-09,1.0219666919155628e-09,2.1936709356486412e-10,3.1709574847377232e-09,4.9961750949508268e-13,1.1806400736016506e-07,1.5660096764604444e-12,8.5449680177286127e-11,1.4108590020947984e-09,1.2487521421996444e-13,2.4217464654185747e-14,6.1254758736950752e-17,3.9860749806614978e-05,3.5966692389443802e-11,8.536905470032598e-07,1.731145800251861e-06,6.5527586476713113e-11,6.6438262957137211e-09,1.3242955545792932e-10,3.6179356321751487e-10,3.4307133799774731e-11,8.0954550186611008e-11,2.3433466055625068e-18,2.1202745459876219e-10,2.1321752513949062e-07,2.6762621661310808e-07,7.1051824521816277e-09,2.0485452839029744e-09,2.6755427670266358e-07,9.5994388048162633e-06,5.6401894246476872e-09,2.4206416643917211e-09,5.6402152093923012e-09
3.799823608739957e-10,0.3855974075670786,76.950000000000003,0.0,0.0,0.0,3.1814227709668013e-05,9.4999852985957158,0.00054327250143520675,0.0026963921370955607,0.00075930248503188163,3.9593617711255244e-06,1.5385917492204471e-10,2.5375515630415203e-05,0.17681536910919807,8.2608606802256007e-07,1.5291525737775198e-14,3.0151492721527468e-09,4.8274710784217168e-06,0.80473668067763215,7.4549020856102688e-06,2.5708230506849648e-15,2.9745488209884904e-14,5.6008904291004867e-09,5.6804575135402791e-14,0.00051795239671023152,2.3810652513446539e-05,0.0020365570021538063,0.0020368967798854777,1.4183847537453447e-07,6.9511774319986146e-08,2.190776040387451e-07,0.00012436781379221529,1.7238446313391297e-08,4.2208224830894561e-09,3.3047099450891625e-09,4.7314665502206969e-09,2.5815805929867226e-07,3.3268113747726596e-08,0.0108295336438036,2.0329397527115123e-14,8.5776901039147451e-15,3.46434168056084e-06,1.0781463939989351e-06,1.4715940428970915e-07,0.00020538248482403459,0.00058785434991013425,2.4072657186510342e-08,4.2499905190835368e-09,1.3587263352381491e-09,1.0310858514841257e-09,2.2338487148626643e-10,3.1976538031742059e-09,5.0887851780834858e-13,1.1850737444609089e-07,1.5985925115713221e-12,8.7243752466420582e-11,1.4161589065081847e-09,1.2757521732451162e-13,2.4839585481032035e-14,6.2882058600442089e-17,4.0222165525303793e-05,3.6105736861070279e-11,8.5391008269067705e-07,1.7492656831798288e-06,6.6213493109800604e-11,6.7103954209636929e-09,1.3381585465577042e-10,3.65595173856136e-10,3.46523912810123e-11,8.1763615075935074e-11,2.3679697380489281e-18,2.1400841747234645e-10,2.1520823265015358e-07,2.6769509212057618e-07,7.136520218083522e-09,2.0492669659952074e-09,2.6762376447095234e-07,9.6532598474538658e-06,5.6430691409741478e-09,2.4487688110177265e-09,5.6430949332184725e-09
3.8316175239057476e-10,0.3855974467204357,76.950000000000003,0.0,0.0,0.0,3.1754877338816391e-05,9.499985288568741,0.00054321872102279446,0.0026952944425644469,0.00075076442790045661,3.9148399191821797e-06,1.5379652345594657e-10,2.5336950992056343e-05,0.1765262039287088,8.2574968560173603e-07,1.511957705406309e-14,3.013801061269014e-09,4.8681333210701802e-06,0.80501968180630912,7.4549992347163368e-06,2.569776210997461e-15,2.9996007707900847e-14,5.6517939260161401e-09,5.683784967832349e-14,0.0005181380889161723,2.3542911461595807e-05,0.0020453911932193708,0.0020457339615997513,1.4245386629160248e-07,6.9813481702383585e-08,2.1915465461628071e-07,0.00012540167141504989,1.7381763927605451e-08,4.2559349070534445e-09,3.335333947178558e-09,4.7708623708795062e-09,2.6054236288769452e-07,3.3882076120169262e-08,0.010835134458783421,2.0498666126947865e-14,8.6491102217282308e-15,3.4644411052768571e-06,1.0784972126584775e-06,1.4704563034376132e-07,0.00020542743970845858,0.00058798981465364199,2.4449353378975345e-08,4.2895273171293799e-09,1.3739892024351189e-09,1.0401522500245152e-09,2.2743225319258717e-10,3.2243379326657617e-09,5.1820904729038111e-13,1.1895095712219931e-07,1.6315430501109285e-12,8.9054617874424492e-11,1.4214613885667028e-09,1.3030162411652548e-13,2.5471272236288591e-14,6.4535947883815688e-17,4.0583349766533242e-05,3.6244850229496127e-11,8.54127950999889e-07,1.7674294599799439e-06,6.6901061282296588e-11,6.7769973141305031e-09,1.3520551213106874e-10,3.694060093105285e-10,3.4997818978313066e-11,8.2573067436739071e-11,2.3926526199090467e-18,2.159907226925317e-10,2.1720029267807546e-07,2.6776344134505332e-07,7.1675054935679929e-09,2.0499874303845821e-09,2.6769268289228645e-07,9.7069159610774679e-06,5.6459459570506401e-09,2.4769765304696607e-09,5.6459717567788401e-09
3.863411439071538e-10,0.38559748543346417,76.950000000000003,0.0,0.0,0.0,3.1696989490135054e-05,9.4999852782147691,0.0005431649417622364,0.0026941971981265102,0.00074232237784686178,3.8708187064176746e-06,1.5373389785578567e-10,2.5298462636920337e-05,0.17623752152633854,8.2541344205889729e-07,1.4949561898361579e-14,3.0122865483731457e-09,4.9087791260893622e-06,0.80530220486558435,7.4550962471161287e-06,2.5687298035055112e-15,3.0246425917365662e-14,5.7026768416546768e-09,5.6868013598934009e-14,0.00051832343564518107,2.3278181052317757e-05,0.0020541260161760686,0.0020544717728089592,1.4306233508246137e-07,7.0111795377753279e-08,2.1923157503169865e-07,0.000126435051901513,1.7525015388370037e-08,4.2910311235677605e-09,3.3657529893071615e-09,4.8102400068681717e-09,2.62925571945743e-07,3.4499834559355728e-08,0.010840729567100416,2.0667856581489435e-14,8.7204973674144596e-15,3.464541905929381e-06,1.0788478347990695e-06,1.4693211149113902e-07,0.00020547236929459076,0.00058812519234683995,2.4826592545108536e-08,4.3290459687386593e-09,1.3892487191011742e-09,1.0491654562670702e-09,2.3150896212727582e-10,3.251009878987077e-09,5.2760845750843356e-13,1.1939475503790025e-07,1.6648613039488613e-12,9.0882152703195068e-11,1.4267664440790415e-09,1.3305424883606426e-13,2.6112562031486965e-14,6.6216564728026924e-17,4.0944302678199554e-05,3.6384032382466656e-11,8.5434426814760162e-07,1.7856370794352094e-06,6.7590289056330717e-11,6.8436318702927911e-09,1.3659852396704378e-10,3.7322605882355761e-10,3.534341633932939e-11,8.3382906013741743e-11,2.4173951814686194e-18,2.1797436799808057e-10,2.1919370295930203e-07,2.6783130098731975e-07,7.1981422427606203e-09,2.0507066794707408e-09,2.6776107189591223e-07,9.7604088159209366e-06,5.6488198772149555e-09,2.5052642621497916e-09,5.6488456844112646e-09
3.8952053542373285e-10,0.385597523711116,76.950000000000003,0.0,0.0,0.0,3.1640389461387824e-05,9.4999852675376513,0.00054311116375671672,0.0026931004035800404,0.00073397525530954661,3.8272925031534834e-06,1.53671298107925e-10,2.5260048938331711e-05,0.17594932113342851,8.2507733732081479e-07,1.4781458528183098e-14,3.010608997265438e-09,4.9494085008920997e-06,0.805584250785919,7.4551931251120181e-06,2.5676838279812226e-15,3.0496742884177633e-14,5.753539184810528e-09,5.689511897378473e-14,0.00051850844098222674,2.3016427432095649e-05,0.0020627625885250439,0.0020631113308950326,1.4366395959655227e-07,7.0406753513296586e-08,2.1930836553856909e-07,0.00012746795548487235,1.7668200728298616e-08,4.3261111406229896e-09,3.3959662560322045e-09,4.8495994671526456e-09,2.6530768648804906e-07,3.5121325187709173e-08,0.010846318980059695,2.0836968929590342e-14,8.7918515573657639e-15,3.4646439964311569e-06,1.0791982531063796e-06,1.4681884123739125e-07,0.00020551727354305659,0.0005882604835087098,2.5204319802636276e-08,4.3685464736438952e-09,1.4045040808987421e-09,1.0581250571930212e-09,2.3561472092131357e-10,3.2776696479142825e-09,5.370761059664846e-13,1.1983876784281654e-07,1.6985472671429386e-12,9.2726232133533209e-11,1.4320740688564242e-09,1.3583290378290257e-13,2.676349127021201e-14,6.7924045508320201e-17,4.1305024408426687e-05,3.6523283207792625e-11,8.5455914163984144e-07,1.8038884903701034e-06,6.8281174495589355e-11,6.9102989879166859e-09,1.3799488625006148e-10,3.770553116467315e-10,3.5689182829921464e-11,8.419312959229023e-11,2.442197353109381e-18,2.1995935112927815e-10,2.2118846123044157e-07,2.6789870499731366e-07,7.2284343852135466e-09,2.0514247156007146e-09,2.6782896841783172e-07,9.8137400634718447e-06,5.6516909058509734e-09,2.5336314581286953e-09,5.6517167204996877e-09
3.926999269403119e-10,0.3855975615582868,76.950000000000003,0.0,0.0,0.0,3.1584924753433017e-05,9.4999852565412102,0.00054305738709712324,0.0026920040587235959,0.00072572199286608766,3.7842557430181989e-06,1.5360872419876828e-10,2.5221708463039947e-05,0.17566160197781869,8.2474137131447523e-07,1.4615245445539706e-14,3.0087716165573921e-09,4.9900214528782317e-06,0.80586582047951849,7.4552898707627696e-06,2.566638284197374e-15,3.0746958654178689e-14,5.8043809643287833e-09,5.6919217065815051e-14,0.00051869310862838372,2.2757617128082576e-05,0.0020713020152022892,0.002071653740675492,1.4425881680791971e-07,7.0698393847034587e-08,2.1938502638546094e-07,0.00012850038239817918,1.7811319979969688e-08,4.3611749662011054e-09,3.4259730108785e-09,4.8889407606891862e-09,2.6768870657360018e-07,3.574648431852632e-08,0.010851902708711902,2.1006003210053496e-14,8.8631728079543901e-15,3.4647473014983912e-06,1.0795484612498395e-06,1.4670581387096962e-07,0.00020556215243177459,0.0005883956886337142,2.5582481046409238e-08,4.4080288323528591e-09,1.4197544994642973e-09,1.0670306576441295e-09,2.3974925145840766e-10,3.3043172452246354e-09,5.4661134826074331e-13,1.2028299518679409e-07,1.7326009162942712e-12,9.4586730273700086e-11,1.4373842587127277e-09,1.386373993960425e-13,2.7424095656148869e-14,6.9658524848620428e-17,4.1665515105548231e-05,3.6662602593354065e-11,8.5477267092670573e-07,1.822183641650534e-06,6.8973715665314292e-11,6.9769985686052778e-09,1.3939459506963146e-10,3.8089375704019258e-10,3.6035117932808615e-11,8.5003736995355157e-11,2.467059065268994e-18,2.2194566982809299e-10,2.2318456522890118e-07,2.6796568478089598e-07,7.2583857964075828e-09,2.0521415410752539e-09,2.6789640662570085e-07,9.8669113366879449e-06,5.6545590473818551e-09,2.5620775828745787e-09,5.6545848694673343e-09
3.9587931845689095e-10,0.3855975989798176,76.950000000000003,0.0,0.0,0.0,3.1530462248133919e-05,9.4999852452292242,0.00054300361186360689,0.0026909081633559933,0.00071756153509666795,3.7417029222354585e-06,1.5354617611475809e-10,2.5183439946656687e-05,0.17537436328446196,8.2440554396707783e-07,1.4450901394192951e-14,3.0067775606498171e-09,5.0306179894347571e-06,0.80614691484249212,7.455386485914205e-06,2.5655931719274059e-15,3.0997073273151233e-14,5.8552021890976049e-09,5.694035833836725e-14,0.0005188774419418033,2.2501717043819828e-05,0.0020797453887198996,0.0020801000945447567,1.4484698282505373e-07,7.0986753692633641e-08,2.194615578165339e-07,0.00012953233287427615,1.7954373175927803e-08,4.3962226082757501e-09,3.4557725938910747e-09,4.9282638964246633e-09,2.7006863230141064e-07,3.6375248470223643e-08,0.010857480763883607,2.1174959461635536e-14,8.9344611355330651e-15,3.4648517552778493e-06,1.0798984537575209e-06,1.4659302436379478e-07,0.00020560700595398235,0.00058853080819523391,2.5961022950991568e-08,4.4474930460824007e-09,1.434999202138744e-09,1.0758818799402508e-09,2.4391227493865767e-10,3.3309526766962199e-09,5.5621353823152668e-13,1.2072743671991108e-07,1.7670222108947887e-12,9.6463520206875104e-11,1.4426970094645955e-09,1.4146754433143257e-13,2.8094410201029632e-14,7.1420135635784232e-17,4.2025774918091926e-05,3.6801990427103778e-11,8.5498494800753711e-07,1.8405224821837969e-06,6.9667910632301215e-11,7.0437305168674181e-09,1.4079764651840416e-10,3.8474138427270912e-10,3.6381221146324691e-11,8.5814727080757392e-11,2.4919802484409862e-18,2.2393332183832591e-10,2.2518201269310456e-07,2.6803226939096089e-07,7.2880003082476563e-09,2.0528571581543165e-09,2.6796341812671241e-07,9.9199242502101008e-06,5.657424306264124e-09,2.5906021129882386e-09,5.657450135770783e-09
3.9905870997347e-10,0.3855976359804951,76.950000000000003,0.0,0.0,0.0,3.1476885742916087e-05,9.4999852336054147,0.0005429498381269457,0.0026898127172763188,0.0007094928384492543,3.6996285989207383e-06,1.5348365384237649e-10,2.5145242272197096e-05,0.1750876042759594,8.2406985520603091e-07,1.4288405356938028e-14,3.0046299306912931e-09,5.0711981179359635e-06,0.80642753475673912,7.4554829722260008e-06,2.5645484909454093e-15,3.1247086786815414e-14,5.9060028680415364e-09,5.6958592468918201e-14,0.00051906144397434223,2.2248694455008508e-05,0.0020880937893055906,0.0020884514726136889,1.4542853290061082e-07,7.1271869944170996e-08,2.1953796007205559e-07,0.0001305638071458041,1.8097360348684563e-08,4.431254074812472e-09,3.4853644192510747e-09,4.9675688832968528e-09,2.7244746380710719e-07,3.7007554380037412e-08,0.010863053156203768,2.1343837723048169e-14,9.0057165564355515e-15,3.4649573001474527e-06,1.0802482259068182e-06,1.4648046828438782e-07,0.00020565183411649151,0.00058866584264853812,2.6339892972739031e-08,4.4869391166979083e-09,1.4502374317027822e-09,1.0846783635044602e-09,2.4810351194074746e-10,3.3575759481076716e-09,5.6588202811163129e-13,1.2117209209248666e-07,1.801811093667642e-12,9.8356474037557338e-11,1.4480123169315423e-09,1.4432314553796524e-13,2.8774469232484254e-14,7.3209009033719683e-17,4.2385803994766293e-05,3.6941446597070552e-11,8.5519605799075154e-07,1.858904960918536e-06,7.0363757464898142e-11,7.1104947399041103e-09,1.4220403669216746e-10,3.8859818262166788e-10,3.6727491983268015e-11,8.6626098738606111e-11,2.5169608331747125e-18,2.2592230490574648e-10,2.2718080136269262e-07,2.6809848570422577e-07,7.3172817095521534e-09,2.0535715690618797e-09,2.6803003215991115e-07,9.9727804005720595e-06,5.6602866869824464e-09,2.6192045369434541e-09,5.6603125238947525e-09
4.0223810149004905e-10,0.3855976725650517,76.950000000000003,0.0,0.0,0.0,3.1424093795956817e-05,9.4999852216734784,0.00054289606594973554,0.0026887177202839238,0.00070151487110621676,3.6580273923856725e-06,1.5342115736814481e-10,2.5107114451324786e-05,0.1748013241730286,8.237343049589553e-07,1.4127736552916962e-14,3.002331775518512e-09,5.1117618457435623e-06,0.80670768109159685,7.4555793311950979e-06,2.5635042410261352e-15,3.1496999240827164e-14,5.9567830101155689e-09,5.6973968362551133e-14,0.00051924511750431421,2.1998517005326593e-05,0.0020963482850407012,0.0020967089428476529,1.4600354144103062e-07,7.1553779080849664e-08,2.1961423338885297e-07,0.00013159480544520824,1.8240281530719667e-08,4.4662693737689868e-09,3.5147479729500614e-09,5.0068557302346997e-09,2.7482520125980421e-07,3.7643339017191844e-08,0.010868619896126972,2.1512638032959504e-14,9.0769390869772251e-15,3.4650638856679903e-06,1.0805977736289094e-06,1.4636814172194623e-07,0.00020569663693814527,0.00058880079243335244,2.6719039351373902e-08,4.5263670466578552e-09,1.4654684461168391e-09,1.0934197644951975e-09,2.5232268248271965e-10,3.3841870652379122e-09,5.756161686713376e-13,1.2161696095508879e-07,1.8369674909010667e-12,1.0026546293696126e-10,1.4533301769360479e-09,1.472040083318362e-13,2.9464306401807977e-14,7.502527449740276e-17,4.2745602484449047e-05,3.7080970991362187e-11,8.5540607961199774e-07,1.8773310268447067e-06,7.1061254233004615e-11,7.17729114741106e-09,1.4361376168984529e-10,3.9246414137306682e-10,3.7073929969838663e-11,8.7437850888930418e-11,2.5420007500752997e-18,2.2791261677821822e-10,2.2918092897870744e-07,2.6816435858486378e-07,7.346233746536963e-09,2.0542847759901434e-09,2.6809627577420517e-07,1.0025481366407433e-05,5.6631461940451428e-09,2.6478843548324486e-09,5.6631720383476128e-09
4.054174930066281e-10,0.385597708738167,76.950000000000003,0.0,0.0,0.0,3.1371997845735566e-05,9.4999852094370603,0.00054284229538743031,0.0026876231721784248,0.00069362661285234041,3.616893982449636e-06,1.5335868667862301e-10,2.5069055607984756e-05,0.17451552219491148,8.2339889315367892e-07,1.3968874434959859e-14,2.9998860925790737e-09,5.1523091802068214e-06,0.80698735470527772,7.4556755641761256e-06,2.5624604219449817e-15,3.1746810680776142e-14,6.0075426242999059e-09,5.6986534165175594e-14,0.00051942846506575809,2.1751152702289509e-05,0.002104509931996778,0.0021048735612031236,1.4657208201605165e-07,7.18325171716638e-08,2.196903780007064e-07,0.00013262532800474396,1.8383136754481668e-08,4.5012685130953722e-09,3.5439228105223499e-09,5.0461244461585692e-09,2.7720184485924095e-07,3.828253959554839e-08,0.010874180993953628,2.1681360429995092e-14,9.1481287434555011e-15,3.4651714676682898e-06,1.0809470934253776e-06,1.4625604122008685e-07,0.00020574141444845543,0.00058893565797606975,2.7098411111073086e-08,4.5657768389630517e-09,1.4806915182654299e-09,1.1021057554452526e-09,2.5656950608135775e-10,3.4107860338659136e-09,5.8541530936011132e-13,1.2206204295854075e-07,1.8724913127759215e-12,1.0219035718742725e-10,1.4586505853036383e-09,1.5010993646930122e-13,3.016395469164706e-14,7.6869059786794281e-17,4.310517053617727e-05,3.7220563498167977e-11,8.5561508571360408e-07,1.8958006289935346e-06,7.1760399008069816e-11,7.2441196513962034e-09,1.4502681761349355e-10,3.9633924982150778e-10,3.7420534644656034e-11,8.8249982479490786e-11,2.5670999298036025e-18,2.2990425520581296e-10,2.3118239328376166e-07,2.6822991103591198e-07,7.3748601232945202e-09,2.0549967811031803e-09,2.6816217399308513e-07,1.0078028708654121e-05,5.6660028319802105e-09,2.6766410781163028e-09,5.6660286836574093e-09
4.0859688452320714e-10,0.38559774450446743,76.950000000000003,0.0,0.0,0.0,3.1320520571680467e-05,9.4999851968997682,0.00054278852648924911,0.0026865290727597041,0.00068582705494430959,3.5762231087589954e-06,1.5329624176040976e-10,2.5031064964134754e-05,0.17423019755973043,8.2306361971823699e-07,1.3811798686955796e-14,2.9972958288365955e-09,5.192840128662702e-06,0.80726655644612322,7.4557716723992003e-06,2.561417033477991e-15,3.1996521152184526e-14,6.0582817195953446e-09,5.6996337276494201e-14,0.00051961148897456235,2.1506569913157059e-05,0.0021125797743706287,0.002112946371762783,1.4713422736812229e-07,7.2108119880012434e-08,2.1976639413869316e-07,0.00013365537505648166,1.8525926052388812e-08,4.5362515007342651e-09,3.5728885548362599e-09,5.0853750399804557e-09,2.7957739483316473e-07,3.8925093585749818e-08,0.010879736459847618,2.185000495273902e-14,9.219285542150296e-15,3.4652800074476892e-06,1.0812961822955241e-06,1.4614416371908269e-07,0.0002057861666863975,0.00058907043969165193,2.747795806109376e-08,4.6051684971102111e-09,1.4959059357060074e-09,1.110736024907636e-09,2.6084370181018886e-10,3.4373728597704603e-09,5.9527879844502796e-13,1.2250733775392788e-07,1.9083824536869106e-12,1.0413102622585287e-10,1.4639735378629625e-09,1.5304073221783806e-13,3.0873446423596745e-14,7.8740490980641e-17,4.346450829913892e-05,3.7360224005761178e-11,8.5582314368797606e-07,1.9143137164374826e-06,7.2461189863091944e-11,7.3109801660111598e-09,1.4644320056829898e-10,4.0022349727018938e-10,3.776730555785163e-11,8.9062492483757341e-11,2.5922583030761587e-18,2.3189721794091648e-10,2.331851920221941e-07,2.6829516433929484e-07,7.4031645022675052e-09,2.0557075865401379e-09,2.6822774996696556e-07,1.0130423970756068e-05,5.6688566053318887e-09,2.7054742293803422e-09,5.6688824643684233e-09
4.117762760397862e-10,0.3855977798685284,76.950000000000003,0.0,0.0,0.0,3.1269594464191273e-05,9.4999851840651672,0.00054273475929896594,0.0026854354218279119,0.00067811519998170824,3.5360095701142909e-06,1.5323382260014181e-10,2.4993141827298887e-05,0.17394534948479731,8.2272848458087038e-07,1.3656489221254276e-14,2.994563881658227e-09,5.2333546984359699e-06,0.80754528715369622,7.4558676569854598e-06,2.5603740754018429e-15,3.2246130700505515e-14,6.1090003050192058e-09,5.7003424362716855e-14,0.00051979419135179559,2.1264737360887889e-05,0.002120558844617803,0.0021209284068690317,1.4769004942170077e-07,7.2380622468259093e-08,2.1984228203148698e-07,0.00013468494683231138,1.8668649456829668e-08,4.57121834462102e-09,3.601644893943199e-09,5.1246075206041593e-09,2.8195185143493516e-07,3.9570938726873923e-08,0.010885286303851702,2.2018571639734658e-14,9.2904094993243544e-15,3.4653894710803579e-06,1.0816450376729632e-06,1.4603250650547697e-07,0.00020583089369934608,0.00058920513798526523,2.7857630795959496e-08,4.6445420250494567e-09,1.5111110004222973e-09,1.1193102771082946e-09,2.65144988356129e-10,3.4639475487299389e-09,6.0520598314596603e-13,1.2295284499260339e-07,1.9446407925575726e-12,1.0608733868615674e-10,1.4692990304458666e-09,1.5599619642573356e-13,3.1592813265707531e-14,8.0639692490150488e-17,4.3823615922665487e-05,3.7499952402501354e-11,8.5603031588762287e-07,1.9328702382902138e-06,7.3163624872616423e-11,7.3778726073955488e-09,1.4786290666257563e-10,4.0411687303090005e-10,3.8114242270230973e-11,8.9875379899042696e-11,2.6174758006651406e-18,2.3389150273832462e-10,2.3518932294021267e-07,2.6836013818531019e-07,7.4311505047170244e-09,2.056417194418015e-09,2.6829302511406748e-07,1.0182668678862319e-05,5.6717075186576457e-09,2.7343833420944728e-09,5.6717333850381677e-09
4.1495566755636524e-10,0.385597814834873,76.950000000000003,0.0,0.0,0.0,3.1219160576095559e-05,9.4999851709367835,0.00054268099385560104,0.0026843422191834584,0.00067049006177950137,3.4962482238051254e-06,1.5317142918449371e-10,2.4955285579700496e-05,0.17366097718688459,8.2239348767002206e-07,1.3502926176096525e-14,2.991693099685069e-09,5.2738528968393248e-06,0.80782354765973563,7.4559635189606144e-06,2.5593315474938507e-15,3.249563937112262e-14,6.1596983896017384e-09,5.7007841369029894e-14,0.00051997657414454225,2.1025624120140453e-05,0.0021284481635845537,0.002128820687255983,1.4823961929245009e-07,7.2650059802239709e-08,2.1991804190561964e-07,0.00013571404356394715,1.8811307000163885e-08,4.6061690526838927e-09,3.6301915789821483e-09,5.1638218969254981e-09,2.8432521494133176e-07,4.0220013037610519e-08,0.010890830535900948,2.218706052948574e-14,9.3615006312236923e-15,3.4654998288078813e-06,1.0819936573702658e-06,1.4592106716808993e-07,0.00020587559554213143,0.0005893397532536858,2.8237380695224131e-08,4.6838974271454624e-09,1.5263060285819963e-09,1.1278282316054943e-09,2.6947308407479868e-10,3.4905101065221365e-09,6.1519620976765136e-13,1.2339856432619333e-07,1.981266193149221e-12,1.0805916244079873e-10,1.4746270588874537e-09,1.5897612859013363e-13,3.2322086239900191e-14,8.2566787072539414e-17,4.4182493556225801e-05,3.7639748576836179e-11,8.562366600044113e-07,1.9514701437065602e-06,7.3867702112735235e-11,7.4447968935331603e-09,1.4928593200776326e-10,4.0801936642401223e-10,3.8461344352499369e-11,9.0688643744776606e-11,2.6427523533983193e-18,2.3588710735533106e-10,2.3719478378602509e-07,2.6842485079239756e-07,7.4588217111854409e-09,2.0571256068340969e-09,2.6835801925073209e-07,1.0234764342023534e-05,5.6745555765255648e-09,2.7633679603783526e-09,5.6745814502347639e-09
