Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155),S(4335),S(4374),S(4387),S(4887),C7H10(297),C7H10(987),C7H10(986)
1.7286986570833688e-08,0.2730687048677946,76.950000000000003,0.0,0.0,0.0,0.0015547152665177266,9.4983878010868938,0.0049321170493056453,0.029966916985772963,0.00094596269837081122,2.4779132747381454e-05,4.11485612393701e-09,1.9459161618426838e-06,0.19489536461657953,2.4732574252388347e-05,1.4465472766960822e-13,3.4156715408093954e-05,0.0017628922937108073,0.71673469854746785,0.0035354259236856584,1.0851673658155628e-13,5.620385902563014e-12,5.0603579064295552e-07,7.6738952903635327e-11,0.0001947015616685094,6.2255662218263521e-06,0.031642983593887418,0.033712110839145736,4.8974732765739853e-06,2.6514714945278774e-06,3.705626543376968e-10,0.0027062750961585661,8.3292498850812174e-07,2.2531019343981234e-07,1.4957408130954592e-05,1.2197853969932951e-06,1.3108773221441482e-06,0.00064670838176996369,0.0086870347229477708,8.8000868498141022e-12,3.2424693264198261e-12,7.3840779704571099e-07,2.3091257960085368e-07,3.6836262653486875e-09,3.8317769903531437e-05,0.00012377479120110493,0.00026734410515829904,2.9915266562489894e-07,3.1355093118712862e-05,2.9841702775358879e-06,2.163920514422173e-05,1.1361348693681422e-08,2.9782951071356156e-07,3.6209111519701298e-07,4.2364160448300931e-06,6.394847735561971e-06,6.4133288730418826e-09,1.0052264748103951e-07,1.874795898122323e-06,3.0026818751377923e-08,2.5860892527039255e-05,4.536725710808289e-11,3.4692722146500265e-09,4.7028017465686488e-05,5.4088549113813847e-09,8.3778614709098993e-08,9.6802947927809857e-09,2.71643775300787e-08,2.1907904445161302e-09,2.4531816146308141e-10,6.824092002770671e-16,7.4269831948021283e-10,1.1940532750999611e-06,2.6998454834209209e-09,9.0367857339319873e-09,3.9690431342236395e-10,2.3235908126784397e-09,0.0013154203649552712,2.0889379945125283e-09,0.00016740597332275987,2.0889249134054658e-09,1.3021758382787931e-06,1.7463231161974936e-17,1.0173483542754725e-17,7.3602566391901473e-12,3.0835321440146656e-07,1.3482217699167454e-08,6.5304338601429563e-18,5.7525501503974254e-12,6.2471084716762405e-10,5.1219431598240826e-07,6.5703861218281006e-10,6.7196844088612601e-07,6.1615188657642845e-07,3.1074001142061986e-09,9.6860922308091127e-11,2.3544108611952549e-09,1.4699571869043206e-14,2.236812892027397e-10,2.9398448764184321e-14,1.8413473592442338e-07,5.2675581949684371e-08,2.3691572385795325e-12,1.3458194556559313e-08,4.2379267918067093e-09,8.2705969399627012e-10,1.1722262081535787e-06,0.00020181099772482718,1.5523350543392431e-10,3.0650996273801328e-09,1.1836937680906354e-11,5.5516143308742805e-07,2.6045246011241317e-08,5.4039567983030843e-07,2.1311532566139321e-11,6.5038991246105107e-12,6.5038991246105115e-12
1.7466207205473076e-08,0.2730687982273584,76.950000000000003,0.0,0.0,0.0,0.0014795370550149413,9.4983763869621214,0.0049239769668096107,0.029912512760091735,0.00090828730073516152,2.3792208884399217e-05,4.1073793603448665e-09,1.9309781690859981e-06,0.1942110847225158,2.4687634751038389e-05,1.3889329912867861e-13,3.3871715473087644e-05,0.0017818899842220754,0.71749665927294448,0.0035363998659426023,1.0831955985501208e-13,5.6809323640180726e-12,5.1151096190396706e-07,7.620856364323028e-11,0.00019490978312075685,5.9776367169153436e-06,0.03165908335139931,0.033750325684781347,4.8999575974623105e-06,2.6528166019479728e-06,3.7095660419220556e-10,0.0027334325687146739,8.4128213322493413e-07,2.2757107485550579e-07,1.4973820246276359e-05,1.2320327712093639e-06,1.3241520796131079e-06,0.00065501533745141317,0.0086986470697280188,8.8884312800026278e-12,3.275020603322471e-12,7.3915214127912275e-07,2.3119649491884021e-07,3.6800017192241136e-09,3.8426000921454686e-05,0.00012412644404447335,0.00026861744549833497,3.0218682325154464e-07,3.1693203393537076e-05,2.9823084942521218e-06,2.1877303739994854e-05,1.147545129651614e-08,3.0111235509289018e-07,3.6615300506971889e-07,4.3257288450749847e-06,6.4670744376244122e-06,6.4852762476976836e-09,1.0166601918340057e-07,1.9177396344128009e-06,3.0754255781641445e-08,2.6160338707931504e-05,4.5882027450567756e-11,3.4799670559794109e-09,4.7895085564960595e-05,5.5085712208893633e-09,8.5008878457822563e-08,9.8587587467403749e-09,2.7664809375728802e-08,2.2229710506055836e-09,2.488973528804221e-10,6.9498078594141966e-16,7.5401033060173573e-10,1.2122464650399081e-06,2.7081956446615303e-09,9.0413841489797791e-09,3.9732564960228347e-10,2.3310206017670363e-09,0.0013250137357859065,2.0917234314230336e-09,0.00017009466591773805,2.0917107159059691e-09,1.3197622422173871e-06,1.771974924411753e-17,1.0322922238421996e-17,7.4433872587635176e-12,3.123623013620211e-07,1.3723703466711378e-08,6.6473102256153719e-18,5.8555865931117332e-12,6.3208729217762437e-10,5.273739828603251e-07,6.6480308496170186e-10,6.9002930185928956e-07,6.3281626907906009e-07,3.1914405123737547e-09,9.9480471598036302e-11,2.417729000651139e-09,1.5135188717896598e-14,2.2634540620515405e-10,3.0269670553770879e-14,1.8841701606548829e-07,5.3877157547202118e-08,2.4231998174133869e-12,1.3824291178668627e-08,4.3741162575534194e-09,8.2071069359286305e-10,1.1774037608441673e-06,0.00020468196435634585,1.5744161746221873e-10,3.1486047344612053e-09,1.2092881950067116e-11,5.743906520920291e-07,2.6947379609449875e-08,5.5911488113689371e-07,2.1336833459866197e-11,6.5125933352675883e-12,6.5125933352675875e-12
1.7645427840112464e-08,0.2730688870927381,76.950000000000003,0.0,0.0,0.0,0.0014092775022786278,9.4983649711606208,0.0049158206119333386,0.029858202865746319,0.00087211133189150393,2.2844564720545967e-05,4.0999156394789482e-09,1.9166342158037806e-06,0.1935279221189268,2.4642773643665185e-05,1.3336117619898098e-13,3.3586861226271003e-05,0.0018008689043740118,0.71825264992656779,0.0035373477007369686,1.0812272709017755e-13,5.7414189567824927e-12,5.1698072740676476e-07,7.5677677983393517e-11,0.00019511633768737341,5.7395743918248365e-06,0.031673903771630631,0.033787018514161812,4.90224398079269e-06,2.6540545418904166e-06,3.7134746726217638e-10,0.0027605251928528207,8.496193071928778e-07,2.2982655360309686e-07,1.498897625991107e-05,1.2442508812203261e-06,1.3373947117252642e-06,0.00066325183537140162,0.0087101952976265384,8.976564458893182e-12,3.3074940428385663e-12,7.3989948237542335e-07,2.3147956458671456e-07,3.676646054527682e-09,3.8534226575518344e-05,0.00012447804882245863,0.00026984144398148758,3.0521362983728963e-07,3.2028904435313961e-05,2.9802867952899607e-06,2.2112992981399361e-05,1.1589282618874301e-08,3.0436200248311203e-07,3.7022263641941627e-07,4.4158093386000414e-06,6.5385799213239925e-06,6.5573607521610669e-09,1.0279801221063099e-07,1.9610244981181849e-06,3.1488727767803193e-08,2.6459546251790863e-05,4.6397804849432186e-11,3.4906713853110883e-09,4.8768770161709897e-05,5.6090483028760272e-09,8.6242258406305183e-08,1.0038584271801813e-08,2.8169054587774085e-08,2.2552331721986764e-09,2.5248536325692676e-10,7.076481689926762e-16,7.6535709222688063e-10,1.230495640410488e-06,2.7165532764076545e-09,9.0456171805714539e-09,3.9774368491829424e-10,2.338457598951194e-09,0.0013345597981781333,2.0944936141889465e-09,0.00017279511574099435,2.0944812408630217e-09,1.3373968470766355e-06,1.7976917102731357e-17,1.0472739471724971e-17,7.5256877795789358e-12,3.1633768571853678e-07,1.3966947818587339e-08,6.7650365781203081e-18,5.9593733839259281e-12,6.3946092188410262e-10,5.4284400300905242e-07,6.7256473010184277e-10,7.0836516683993833e-07,6.4973614352822524e-07,3.2767693004837628e-09,1.0214017882719541e-10,2.4820118499821076e-09,1.5579137222478578e-14,2.2900903377089924e-10,3.1157555543137102e-14,1.9274787429594941e-07,5.5090515378516625e-08,2.4777723197480287e-12,1.4196002841446033e-08,4.5130770064465214e-09,8.1461417419098182e-10,1.1825228620681701e-06,0.00020755190207440993,1.5964893383405449e-10,3.2333926786698751e-09,1.2350783417444618e-11,5.940327715335051e-07,2.7868884321475181e-08,5.7823606425919334e-07,2.1361965984772925e-11,6.5212395350395213e-12,6.5212395350395205e-12
1.782464847475185e-08,0.273068971654624,76.950000000000003,0.0,0.0,0.0,0.0013436088357287328,9.4983535545147468,0.0049076500253183537,0.029803987178133359,0.00083737521213037643,2.193463940309587e-05,4.0924649413063993e-09,1.9028461474697954e-06,0.19284596537486462,2.4597990809877349e-05,1.2804924699075355e-13,3.3302264335021713e-05,0.0018198290316945032,0.7190029041105539,0.0035382710991272094,1.0792623775882305e-13,5.8018456045751499e-12,5.2244508082243735e-07,7.5146537131583399e-11,0.00019532129169972436,5.5109871833528443e-06,0.031687503698421944,0.033822249903078645,4.9043415321294903e-06,2.6551902442780277e-06,3.7173536433411416e-10,0.0027875530716456034,8.5793654210968565e-07,2.3207663825616095e-07,1.5002932264739771e-05,1.2564397734158224e-06,1.3506052926501221e-06,0.00067141742430892393,0.0087216821411822947,9.0644867208968417e-12,3.3398897681848271e-12,7.4064951424031075e-07,2.3176180656417317e-07,3.6735415640902063e-09,3.864245552116653e-05,0.00012482963562833775,0.00027101741696610381,3.0823310248977952e-07,3.2362212634163098e-05,2.9781129088971029e-06,2.2346272991989019e-05,1.1702843081530015e-08,3.0757845332926733e-07,3.7429995216464017e-07,4.5066517968226651e-06,6.6093637892952982e-06,6.6295813753029952e-09,1.0391861842689388e-07,2.0046452345346563e-06,3.2230160112623661e-08,2.6758516214665307e-05,4.6914581232635976e-11,3.501385900205049e-09,4.9649040639322492e-05,5.7102826339467787e-09,8.7478696810767742e-08,1.0219765062071045e-08,2.8677095501433946e-08,2.2875752971607909e-09,2.5608202714414322e-10,7.2041090566550203e-16,7.7673801826914413e-10,1.2487998577381638e-06,2.7249189214281582e-09,9.0495016346163704e-09,3.9815854852456337e-10,2.3459022702548998e-09,0.001344059223171443,2.0972491907073903e-09,0.00017550724519698022,2.097237137415086e-09,1.3550797483517194e-06,1.8234722684287312e-17,1.0622928220688229e-17,7.6071577442605451e-12,3.2027913431064805e-07,1.421194254542488e-08,6.8836089488996678e-18,6.0639070200878231e-12,6.4683175753844534e-10,5.5860691605772554e-07,6.8032356976534671e-10,7.2697670280631307e-07,6.6691214174110048e-07,3.3633896616942955e-09,1.0484014320284991e-10,2.5472617510858126e-09,1.6031490239036449e-14,2.3167217881219747e-10,3.2062249446419829e-14,1.9712725232751517e-07,5.6315563696803008e-08,2.5328706191360805e-12,1.457334393947822e-08,4.6548307168525352e-09,8.0875391920223994e-10,1.1875858063677866e-06,0.00021042068046283875,1.6185535424593961e-10,3.3194667600628293e-09,1.2610621090146459e-11,6.1409091966690373e-07,2.8809906908585493e-08,5.9776227506124881e-07,2.1386936980384125e-11,6.529839771615077e-12,6.5298397716150762e-12
1.800386910939124e-08,0.27306905209589144,76.950000000000003,0.0,0.0,0.0,0.0012822251867842442,9.4983421378229256,0.004899467109931303,0.029749865563284222,0.00080402171915655975,2.1060933842286558e-05,4.0850272446302663e-09,1.8895783541547111e-06,0.19216529655389095,2.4553286122283686e-05,1.2294876017183563e-13,3.301803065747538e-05,0.0018387703422973788,0.7197476404480474,0.003539171617980676,1.0773009130200644e-13,5.8622122269096914e-12,5.2790401540647895e-07,7.4615370084143345e-11,0.00019552470722856944,5.2914985400355884e-06,0.031699939480756043,0.033856078020186149,4.9062589709412518e-06,2.6562284299943203e-06,3.7212040844940871e-10,0.0028145163101137203,8.6623387027196778e-07,2.3432133755035942e-07,1.5015742154181647e-05,1.2685994950657338e-06,1.3637838963626468e-06,0.00067951171045373137,0.0087331101577062999,9.1521984067674485e-12,3.3722079049150113e-12,7.4140195161358346e-07,2.3204323774800664e-07,3.6706717231762606e-09,3.8750695788427505e-05,0.00012518123239261953,0.00027214666677751885,3.1124525826432604e-07,3.2693145441148078e-05,2.9757942319424524e-06,2.2577144972283331e-05,1.1816133113717418e-08,3.107617229816492e-07,3.7838489572619496e-07,4.598250487722111e-06,6.6794259891534342e-06,6.7019371148920262e-09,1.0502783523659355e-07,2.0485966177852221e-06,3.2978478284362479e-08,2.7057249746687393e-05,4.743234861507031e-11,3.5121112350983021e-09,5.053586648304506e-05,5.8122707024139302e-09,8.8718137318474629e-08,1.0402294832605897e-08,2.9188914510660609e-08,2.3199959497783319e-09,2.5968718308746488e-10,7.3326855367001645e-16,7.8815253591548404e-10,1.2671581949047585e-06,2.7332930734036981e-09,9.0530536044890122e-09,3.985703612881981e-10,2.3533550397955744e-09,0.0013535126592019973,2.0999907668486758e-09,0.0001782309767740146,2.0999790126138187e-09,1.3728110447724462e-06,1.8493154225575581e-17,1.0773481632466478e-17,7.6877970924948929e-12,3.2418644231123443e-07,1.4458679465883347e-08,7.0030233827562079e-18,6.169184010804901e-12,6.5419982267649817e-10,5.7466525460971055e-07,6.880796285171838e-10,7.4586455534758038e-07,6.8434487549408713e-07,3.451304678059972e-09,1.0758046078111001e-10,2.6134809707312805e-09,1.6492320421871733e-14,2.3433484905620709e-10,3.2983897573830714e-14,2.0155509207597869e-07,5.75522107179377e-08,2.5884905874524714e-12,1.4956328433866965e-08,4.7993988072864349e-09,8.0311479355294791e-10,1.1925948097161125e-06,0.00021328817507631053,1.640607829864021e-10,3.4068301794573475e-09,1.287237425689253e-11,6.3456819123745197e-07,2.9770592559944548e-08,6.1769652677932741e-07,2.1411752845561539e-11,6.5383959599698098e-12,6.538395959969809e-12
1.8183089744030627e-08,0.27306912859191707,76.950000000000003,0.0,0.0,0.0,0.0012248411241159217,9.4983307218509658,0.0048912736402659694,0.029695837879477608,0.00077199589599202519,2.0222008298216884e-05,4.0776025273057606e-09,1.8767976001442882e-06,0.19148599165096114,2.4508659447793464e-05,1.1805131088054627e-13,3.2734260502863627e-05,0.0018576928109639344,0.72048706358190029,0.0035400507078129162,1.0753428713577832e-13,5.922518739335148e-12,5.3335752402252867e-07,7.4084394172585155e-11,0.00019572664236820725,5.0807468163115513e-06,0.03171126507614011,0.033888558722263665,4.9080046466021612e-06,2.657173619546993e-06,3.7250270542076647e-10,0.0028414150151218256,8.745113245434224e-07,2.3656066037483652e-07,1.5027457696391548e-05,1.2807300942734815e-06,1.3769305966379591e-06,0.00068753435473152666,0.0087444817390883913,9.2396998632675196e-12,3.4044485807968257e-12,7.4215652866936877e-07,2.3232387404171365e-07,3.6680211103006029e-09,3.8858954824589186e-05,0.00012553286503042655,0.00027323048036362806,3.1425011416305923e-07,3.3021721306007695e-05,2.9733378445672834e-06,2.280561114388067e-05,1.1929153152685841e-08,3.1391184092277843e-07,3.8247741101738159e-07,4.6905996795031645e-06,6.7487667957406071e-06,6.7744269774212007e-09,1.0612566529986799e-07,2.092873451327171e-06,3.3733607834293658e-08,2.7355748084477877e-05,4.7951099096726262e-11,3.5228479660445852e-09,5.1429217280536904e-05,5.9150090083620068e-09,8.9960524931188067e-08,1.0586167319533116e-08,2.9704494068464903e-08,2.3524936898024611e-09,2.6330067352110552e-10,7.4622067219997865e-16,7.9960008529642718e-10,1.2855697506169824e-06,2.7416761806122914e-09,9.0562885005550708e-09,3.9897923634208111e-10,2.3608162929278371e-09,0.0013629207330327386,2.1027189092588866e-09,0.0001809662330133831,2.1027074342290821e-09,1.3905908379644023e-06,1.8752200246083047e-17,1.0924393018903887e-17,7.7676061405972736e-12,3.2805943191390539e-07,1.4707150426772131e-08,7.1232759381112356e-18,6.2752008772956373e-12,6.6156514293640482e-10,5.9102154419498587e-07,6.9583293313367613e-10,7.650293489498343e-07,7.0203493679120406e-07,3.5405173318866248e-09,1.103612245091352e-10,2.6806717015645544e-09,1.6961700221976218e-14,2.369970529803896e-10,3.3922644828928318e-14,2.0603133567651039e-07,5.880036465834368e-08,2.6446280965965831e-12,1.5344969856436766e-08,4.9468024355312672e-09,7.976826712677585e-10,1.1975520117528351e-06,0.00021615426718749997,1.6626512874155174e-10,3.4954860393944728e-09,1.3136022482025179e-11,6.5546764792827767e-07,3.0751084913616317e-08,6.3804180045787783e-07,2.1436419567875042e-11,6.5469098912072954e-12,6.5469098912072954e-12
1.8362310378670015e-08,0.2730692013108818,76.950000000000003,0.0,0.0,0.0,0.0011711902853734153,9.4983193073332792,0.0048830712709292123,0.029641903978631548,0.00074124496232892754,1.9416480058149779e-05,4.0701907664264436e-09,1.8644728649973293e-06,0.19080812100005196,2.4464110648735788e-05,1.1334882716632677e-13,3.2451048879876307e-05,0.0018765964112218668,0.72122136510658663,0.0035409097200881554,1.0733882465609338e-13,5.9827650536696147e-12,5.3880559916536467e-07,7.35538155846463e-11,0.00019592715150159399,4.8783846893590128e-06,0.031721532149784411,0.033919745645753951,4.9095865537427431e-06,2.6580301413790644e-06,3.728823543140687e-10,0.0028682492952792353,8.8276893832451687e-07,2.387946157640145e-07,1.5038128606948337e-05,1.2928316199314817e-06,1.390045467047478e-06,0.00069548507022835647,0.0087557991228140921,9.3269914428494583e-12,3.4366119256944639e-12,7.4291299771055756e-07,2.3260373042051407e-07,3.6655753333614376e-09,3.8967239533985991e-05,0.0001258845575789061,0.00027427012808802187,3.1724768713440167e-07,3.3347959617623277e-05,2.9707505241422e-06,2.3031674696090545e-05,1.2041903643275542e-08,3.1702885002922744e-07,3.8657744243439899e-07,4.783693644164691e-06,6.8173867941748313e-06,6.8470499779379965e-09,1.0721211626094449e-07,2.1374705684509229e-06,3.4495474413801056e-08,2.7654012544072839e-05,4.8470824860899246e-11,3.5335966151284175e-09,5.2329062722382193e-05,6.018494063708191e-09,9.1205805969566967e-08,1.0771376280156576e-08,3.022381668721769e-08,2.38506711151752e-09,2.669223446657937e-10,7.5926682194036017e-16,8.1108011916375553e-10,1.3040336438881357e-06,2.7500686493616699e-09,9.0592210784969846e-09,3.9938527960068463e-10,2.3682863791713804e-09,0.0013722840506442168,2.1054341479747958e-09,0.00018371293648230356,2.1054229333662413e-09,1.4084192321354264e-06,1.9011849540567538e-17,1.1075655852208108e-17,7.8465855620013041e-12,3.3189795106883358e-07,1.4957347303161047e-08,7.2443626870575347e-18,6.3819541528365754e-12,6.6892774588898131e-10,6.0767830322448775e-07,7.0358351242417302e-10,7.8447168727541611e-07,7.1998289812616534e-07,3.6310305070541141e-09,1.1318252426636264e-10,2.7488360630908141e-09,1.7439701885724466e-14,2.39658799752323e-10,3.4878635706003151e-14,2.1055592549769916e-07,6.0059933771242204e-08,2.7012790201227377e-12,1.5739281313928396e-08,5.0970624978962027e-09,7.924443679154838e-10,1.2024594779907274e-06,0.00021901884354442138,1.684683044084883e-10,3.5854373450988754e-09,1.3401545599606142e-11,6.7679231879857102e-07,3.1751526077121231e-08,6.5880104537618123e-07,2.1460942751007954e-11,6.5553832408088845e-12,6.5553832408088845e-12
1.8541531013309403e-08,0.2730692704140638,76.950000000000003,0.0,0.0,0.0,0.0011210241007459433,9.4983078949740882,0.00487486154465217,0.029588063707503581,0.00071171822922258033,1.8643021201336115e-05,4.0627919384842607e-09,1.8525751952718563e-06,0.19013174965449756,2.4419639583821873e-05,1.0883355694130995e-13,3.2168485733645045e-05,0.0018954811154216049,0.72195072443774067,0.0035417499140180417,1.0714370324303239e-13,6.0429510782267896e-12,5.442482329831511e-07,7.3023829861381769e-11,0.00019612628554771514,4.6840785978868019e-06,0.031730790169739724,0.033949690294717651,4.9110123469748703e-06,2.6588021398412546e-06,3.7325944789797679e-10,0.0028950192608451887,8.9100674552355173e-07,2.4102321288976192e-07,1.5047802619955483e-05,1.3049041216786335e-06,1.4031285809563291e-06,0.00070336361971156812,0.0087670644022446245,9.4140735033511677e-12,3.4686980714564516e-12,7.4367112795107533e-07,2.328828209920652e-07,3.6633209607318955e-09,3.9075556315092294e-05,0.0001262363323253459,0.00027526686265223218,3.2023799407282164e-07,3.3671880647105068e-05,2.9680387585651687e-06,2.3255339734967413e-05,1.2154385037512801e-08,3.2011280586666551e-07,3.9068493484692782e-07,4.8775266609685568e-06,6.8852868636631652e-06,6.9198051398775229e-09,1.0828720048875349e-07,2.1823828327699369e-06,3.5264003791059112e-08,2.7952044514338887e-05,4.8991518172430149e-11,3.5443576545742737e-09,5.323537260256128e-05,6.1227223922579556e-09,9.2453928038486231e-08,1.0957915493056835e-08,3.0746864938927347e-08,2.4177148428335084e-09,2.7055204642911402e-10,7.7240656507431315e-16,8.2259210257565193e-10,1.3225490135317904e-06,2.7584708471845714e-09,9.0618654664853122e-09,3.9978859024134343e-10,2.3757656149366685e-09,0.0013816031980877677,2.1081369788637255e-09,0.00018647100975044826,2.1081260069083377e-09,1.4262963337856766e-06,1.9272091171823736e-17,1.1227263760735935e-17,7.9247363686284426e-12,3.3570187226568568e-07,1.5209261998480871e-08,7.3662797154075704e-18,6.489440382805244e-12,6.762876608797813e-10,6.2463804294635408e-07,7.1133139706501698e-10,8.041921534359005e-07,7.3818931273847971e-07,3.7228469903089758e-09,1.1604444690479509e-10,2.8179761026342177e-09,1.7926397453620675e-14,2.4232009917366066e-10,3.585201428757156e-14,2.1512880415442837e-07,6.1330826381358452e-08,2.7584392348011315e-12,1.6139275492180447e-08,5.2501996286097387e-09,7.8738757758916461e-10,1.2073192019900965e-06,0.00022188179613759517,1.7067022691626233e-10,3.6766870054359058e-09,1.3668923707606501e-11,6.9854520071233737e-07,3.2772056647551019e-08,6.7997717946583674e-07,2.1485327640328589e-11,6.563817576331661e-12,6.563817576331661e-12
1.872075164794879e-08,0.273069336056117,76.950000000000003,0.0,0.0,0.0,0.0010741106021715878,9.4982964854485807,0.0048666458997652911,0.029534316908723962,0.0006833670170152457,1.790035644849956e-05,4.055406019506886e-09,1.8410775662009297e-06,0.18945693774186309,2.4375246108970761e-05,1.0449805542612026e-13,3.1886656171913143e-05,0.0019143468948100355,0.72267530962350346,0.0035425724628932007,1.0694892226442517e-13,6.1030767180353905e-12,5.496854172989346e-07,7.2494622371484647e-11,0.00019632409219239938,4.4975082021633313e-06,0.031739086498151062,0.033978442125339063,4.9122893550155549e-06,2.6594935828388594e-06,3.7363407306344951e-10,0.0029217250236384948,8.9922478052905721e-07,2.4324646105392369e-07,1.5056525557495204e-05,1.3169476498597628e-06,1.4161800115218334e-06,0.00071116981324468253,0.0087782795362094882,9.5009464077056751e-12,3.5007071518086598e-12,7.4443070438005184e-07,2.3316115905316495e-07,3.6612454569757057e-09,3.9183911095104344e-05,0.0001265882099266197,0.00027622191813900547,3.232210518188258e-07,3.3993505493386141e-05,2.9652087589340671e-06,2.3476611234634637e-05,1.2266597794223583e-08,3.2316377601658536e-07,3.9479983358891129e-07,4.9720930198053509e-06,6.952468162043797e-06,6.9926914948992133e-09,1.0935093482922834e-07,2.2276051387012843e-06,3.6039121867302437e-08,2.8249845450843222e-05,4.951317137598477e-11,3.5551315105705443e-09,5.414811681888252e-05,6.2276905297561601e-09,9.3704839993252939e-08,1.1145778758182595e-08,3.1273621455494503e-08,2.4504355444020332e-09,2.7418963230843053e-10,7.8563946528957238e-16,8.3413551258917244e-10,1.3411150176672412e-06,2.7668831058122561e-09,9.0642351912409066e-09,4.0018926115331472e-10,2.3832542860615324e-09,0.001390878742302601,2.1108278659001232e-09,0.00018924037536973383,2.1108171197949299e-09,1.4442222514396656e-06,1.9532914463636287e-17,1.1379210524888006e-17,8.0020598930963828e-12,3.3947109136238308e-07,1.5462886444614477e-08,7.4890231227371599e-18,6.5976561247190164e-12,6.8364491888206129e-10,6.4190326740401358e-07,7.1907661944496553e-10,8.2419131025909119e-07,7.566547148638828e-07,3.8159694725285331e-09,1.189470762883996e-10,2.8880937962766529e-09,1.8421858759098826e-14,2.449809616279554e-10,3.6842924241976243e-14,2.1974991451966728e-07,6.2612950918127225e-08,2.8161046221113208e-12,1.6544964660301337e-08,5.4062341993447124e-09,7.825008141149779e-10,1.2121331074987319e-06,0.00022474302197667115,1.7287081705410846e-10,3.7692378338664884e-09,1.3938137162195237e-11,7.2072925875788927e-07,3.3812815731249033e-08,7.0157308971923271e-07,2.1509579146751099e-11,6.5722143645916284e-12,6.5722143645916284e-12
1.889997228258818e-08,0.27306939838534117,76.950000000000003,0.0,0.0,0.0,0.001030233312428014,9.4982850794040417,0.004858425677173127,0.029480663421683775,0.00065614457638290538,1.7187261093156196e-05,4.0480329851752987e-09,1.8299547526480912e-06,0.18878374079506374,2.4330930078016271e-05,1.0033517307340629e-13,3.1605640680926117e-05,0.0019331937196016423,0.72339527810157767,0.0035433784599797004,1.0675448107895251e-13,6.1631418750513036e-12,5.5511714363139193e-07,7.1966368763963562e-11,0.00019652061610368697,4.3183658645772486e-06,0.031746466478779142,0.034006048627113823,4.9134245942329022e-06,2.6601082691657745e-06,3.7400631121518781e-10,0.0029483666969513309,9.0742307818344505e-07,2.4546436968119046e-07,1.5064341397392354e-05,1.328962255486917e-06,1.4291998316929212e-06,0.00071890350589351665,0.008789446357957649,9.5876105236638275e-12,3.5326393022521218e-12,7.4519152670236157e-07,2.334387571427066e-07,3.6593371228756619e-09,3.9292309362180102e-05,0.0001269402095205497,0.00027713650916888862,3.2619687715915209e-07,3.4312856031216892e-05,2.9622664716254644e-06,2.3695494990792566e-05,1.2378542378664869e-08,3.2618183943324224e-07,3.9892208444953697e-07,5.067387024454071e-06,7.0189321110231138e-06,7.0657080827270508e-09,1.1040334036874644e-07,2.2731324119364888e-06,3.6820754692687851e-08,2.8547416870147945e-05,5.0035776894371699e-11,3.5659185668268327e-09,5.5067265373375699e-05,6.333395023933627e-09,9.4958491906697051e-08,1.1334959896934039e-08,3.1804068928944163e-08,2.4832279087551009e-09,2.7783495929632601e-10,7.9896508778428589e-16,8.4570983795992629e-10,1.3597308332365352e-06,2.7753057239406719e-09,9.0663432030311423e-09,4.0058737935677264e-10,2.3907526501709533e-09,0.0014001112318983147,2.1135072432897645e-09,0.00019202095585711337,2.1134967071484841e-09,1.462197095398747e-06,1.9794308993914893e-17,1.1531490073109579e-17,8.0785577717273712e-12,3.4320552645841776e-07,1.5718212601978746e-08,7.6125890224246899e-18,6.7065979482700908e-12,6.9099955235990209e-10,6.594764733960654e-07,7.2681921352129192e-10,8.4446970055033987e-07,7.7537961997941106e-07,3.9104005499579348e-09,1.2189049333166251e-10,2.9591910497765193e-09,1.8926157427373949e-14,2.4764139803208636e-10,3.7851508821089083e-14,2.2441919973525263e-07,6.3906215947444325e-08,2.874271069670289e-12,1.6956360674832607e-08,5.5651863188716636e-09,7.7777335620520386e-10,1.2169030505552413e-06,0.00022760242287615169,1.750699993066738e-10,3.8630925494000096e-09,1.4209166572130594e-11,7.4334742665824288e-07,3.4873940963063986e-08,7.2359163258916083e-07,2.153370186900025e-11,6.5805749783666321e-12,6.5805749783666329e-12
