Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533)
1.936880951846973e-09,0.2932822964282193,76.950000000000003,0.0,0.0,0.0,0.1419904529367077,9.4996083505572742,0.0030752186715233094,0.021067932333302092,0.012055620744281934,0.00022798270105536467,2.407308882401807e-09,4.2541652185626899e-05,0.20936849729000967,1.4208866534614696e-05,1.2145979452168399e-12,4.2568030278196845e-06,9.4962952717654052e-05,0.59421077194679495,0.00084748469821211824,5.7681501932488168e-14,3.4336572470184091e-13,3.5263566647743556e-08,1.3235401498364775e-11,0.00018804530632377133,0.00010739369079111919,0.00902359092214048,0.0090395750885998022,1.1859027489984777e-06,6.2948157181482508e-07,1.0456351214150224e-09,0.00030903528116351704,8.0773625476528397e-08,2.1412959684938606e-08,6.1694067976225781e-07,8.4532912631547691e-08,1.8964923171878019e-07,3.4830169321243198e-06,0.0071844503895396282,5.4712193675098937e-13,2.0709872647825227e-13,1.4352593036910062e-06,3.1398009706128764e-07,3.4413420721153032e-08,3.9666173134509905e-05,0.00012243268175416875,2.9823240891489112e-06,2.5450574287439943e-08,3.8482805497449856e-07,2.2694354348996847e-07,1.2758574137632639e-07,1.850231119534215e-09,1.2074706882302162e-09,8.2849831397250101e-08,6.5133762621844185e-09,3.3048146866138622e-08,1.357497873370769e-09,3.0477098385581758e-10,6.366194606586805e-10,6.1282291387999514e-12,4.4522575458800073e-06,1.2142728045874993e-11,1.1664340376416482e-08,2.1879588940275313e-06,2.0068719235089887e-10,5.8227251024268936e-09,3.6809646912410371e-10,1.0304308281156324e-09,1.0955841490122529e-10,2.2889760601649617e-11,1.9700969690918371e-17,6.3171862943220497e-11,9.2428510448918644e-08,7.7178431767589591e-09,4.2187364336865309e-09,4.3807804303432064e-10,7.7058417575245788e-09,0.00014147266121117912,1.9973618750072713e-09,1.3022399630268154e-06
1.985153286418126e-09,0.2932830673861705,76.950000000000003,0.0,0.0,0.0,0.13542778759542529,9.4996075305524101,0.0030982100483685862,0.021095824533515668,0.011873332872607152,0.00022454068878768283,2.4104894159681673e-09,4.0745350506599992e-05,0.21072572206067353,1.4227657810252232e-05,1.1962603213345179e-12,4.3607064394564802e-06,9.8128273638533443e-05,0.59923839219480279,0.00085812999194912767,5.7757785920561738e-14,3.54698130152222e-13,3.6479847265370546e-08,1.3582198148010573e-11,0.00018980123233038491,0.00010578396096032714,0.0092496190006907588,0.0092667776506764905,1.2156062246702396e-06,6.4525026095146986e-07,1.0544843046716187e-09,0.00031893847431103983,8.336193681555156e-08,2.2099549012703292e-08,6.5088280632048336e-07,8.7251235531185383e-08,1.9620383362753961e-07,3.7764985677008551e-06,0.0072460111434408401,5.6471422566374816e-13,2.1375782001609176e-13,1.4116237449236317e-06,3.1292856657688176e-07,3.3155877151196373e-08,3.9981768179252761e-05,0.00012355288984791492,3.2193531610426039e-06,2.633964782303603e-08,4.0780843922633191e-07,2.37217391921782e-07,1.3757228606822516e-07,1.9095980977195879e-09,1.3027887475698846e-09,8.4274005116635122e-08,6.9950847134750746e-09,3.5912536966200004e-08,1.3808401915054447e-09,3.3198390341838807e-10,7.0635902588107053e-10,6.8089723997044033e-12,4.6247599125235939e-06,1.2354564391770643e-11,1.1779017533948531e-08,2.2787449035484304e-06,2.0901403149960093e-10,6.0580626623369634e-09,3.8336971227153313e-10,1.0732512640154021e-09,1.1399829280711378e-10,2.3808214639514414e-11,2.0519660347234995e-17,6.5688997941828069e-11,9.6110815542873101e-08,7.7937769347675726e-09,4.3244299802451851e-09,4.4178351134423221e-10,7.7822584480684227e-09,0.00014546048506685263,2.0139325166348117e-09,1.377776434258715e-06
2.0334256209892787e-09,0.29328382678171877,76.950000000000003,0.0,0.0,0.0,0.12917260642874537,9.4996067446479167,0.0031200394118458537,0.021119914258325295,0.011690734677398543,0.00022109220347816741,2.4132355518668789e-09,3.9032918007164448e-05,0.21199965831764397,1.4243883404338119e-05,1.1778882117490118e-12,4.4617649792083899e-06,0.00010129877316319049,0.60405360357705939,0.00086829627858355061,5.7823654414526916e-14,3.660514742528856e-13,3.7698434822561779e-08,1.3920895378219687e-11,0.0001914823444794981,0.00010416991421170213,0.0094721633527746103,0.0094905437655317792,1.2448517413055391e-06,6.6077584676903427e-07,1.0629596165548124e-09,0.00032885245536486298,8.5953058172703467e-08,2.2786886230530347e-08,6.8521953576454448e-07,8.9972564677157857e-08,2.0277063046260899e-07,4.0839348230072478e-06,0.0073050186775903405,5.8232590154163531e-13,2.2042425192745471e-13,1.3891253437605768e-06,3.1193691536302705e-07,3.1957223371559169e-08,4.0285129538490487e-05,0.0001246287151599364,3.4660239784594327e-06,2.7230453292096677e-08,4.3133346042101427e-07,2.4748843253447888e-07,1.4796922464846345e-07,1.9690308244161929e-09,1.4020680736274308e-09,8.5695034674349589e-08,7.4949391303787365e-09,3.8913558542788597e-08,1.4041308340437578e-09,3.6054708769503142e-10,7.8109918168766371e-10,7.5396119022826076e-12,4.7985371631597124e-06,1.2566010622669357e-11,1.1889102587344179e-08,2.3708768183920471e-06,2.1746429055708538e-10,6.2959157152061292e-09,3.9886933835837466e-10,1.1167071806767463e-09,1.1848575068977078e-10,2.4736238231764495e-11,2.1350500860072101e-17,6.8236296126667986e-11,9.983729639022445e-08,7.8666696998627252e-09,4.4284946308859775e-09,4.453323784656128e-10,7.8556113870805418e-09,0.00014942450416261205,2.0298178618597393e-09,1.4550298581827799e-06
2.0816979555604315e-09,0.29328457457435947,76.950000000000003,0.0,0.0,0.0,0.12321017660649135,9.4996059865172153,0.0031407612282111181,0.021140548188284435,0.011508166643599407,0.00021764374315012399,2.4155869055036489e-09,3.7400335286974238e-05,0.21319424353166613,1.4257777298038776e-05,1.1595162352527083e-12,4.5599892579695417e-06,0.00010447380491968124,0.6086663165877032,0.00087800375181867473,5.7880057270946569e-14,3.7742336553513983e-13,3.8919051736483745e-08,1.425145856180114e-11,0.00019309214300536668,0.00010255473128156748,0.0096912184192965312,0.0097108676789252057,1.2736385738773604e-06,6.7605794291913841e-07,1.0710785011180809e-09,0.00033877557463571914,8.8546558558685637e-08,2.3474856782976558e-08,7.1990765526505536e-07,9.2696442366503004e-08,2.0934803987391736e-07,4.4053788619521147e-06,0.0073615921717595876,5.9995400379820715e-13,2.2709690156533098e-13,1.3677091958416586e-06,3.1100216368572556e-07,3.0814635060975547e-08,4.0576830511900502e-05,0.00012566224414749122,3.7222295748365806e-06,2.8122768914920979e-08,4.5538800149540469e-07,2.5774374124955385e-07,1.587740770206184e-07,2.0285193749152009e-09,1.5052859830732642e-09,8.7113455854295345e-08,8.0128699853069251e-09,4.2051114405886794e-08,1.4273785956222368e-09,3.9046144469827107e-10,8.6099259200509439e-10,8.3217708023066623e-12,4.9735228545775088e-06,1.2777143400123128e-11,1.1994811776466778e-08,2.4643462515303659e-06,2.2603720014060531e-10,6.536234581440485e-09,4.1459393606239011e-10,1.1607945994879637e-09,1.230198449732782e-10,2.5673638609886935e-11,2.2193415161732221e-17,7.0813305287491392e-11,1.0360729269648012e-07,7.9366646732192493e-09,4.5309277712247931e-09,4.4873195245702137e-10,7.9260448730153439e-09,0.0001533643615662382,2.0450498847772042e-09,1.5339586983820074e-06
2.1299702901315843e-09,0.2932853107454986,76.950000000000003,0.0,0.0,0.0,0.11752650047290744,9.4996052504732234,0.0031604273571073194,0.021158041217078684,0.01132593226187787,0.00021420110061737477,2.4175794596614667e-09,3.5843783644167429e-05,0.21431322677494907,1.4269552016934706e-05,1.1411752535722769e-12,4.6553961090033048e-06,0.00010765278202811942,0.61308596721356678,0.00088727196087144331,5.792785724651406e-14,3.8881162399147666e-13,4.0141445910970145e-08,1.4573874760019723e-11,0.00019463395978809087,0.00010094124954071736,0.0099067851137129813,0.0099277500488463115,1.3019668479568716e-06,6.9109661474740211e-07,1.0788575671983286e-09,0.00034870633321437792,9.1142046398888611e-08,2.4163356591270664e-08,7.5490549247752825e-07,9.5422452762480442e-08,2.1593461576874663e-07,4.7408661637194689e-06,0.0074158450986236673,6.1759584280668123e-13,2.337747508468889e-13,1.3473231705859456e-06,3.1012148908035963e-07,2.9725429088120084e-08,4.0857417077144311e-05,0.00012665546316678125,3.9878483142073027e-06,2.9016391992398057e-08,4.7995701944371483e-07,2.6797119264003172e-07,1.6998386007001219e-07,2.0880547310762263e-09,1.6124148574821254e-09,8.852975462327995e-08,8.5488036472007534e-09,4.5324897980998607e-08,1.4505914531544809e-09,4.2172570782794197e-10,9.4618716988676355e-10,9.1570304752990449e-12,5.1496536788967859e-06,1.2988032213053972e-11,1.2096350930787483e-08,2.5591454521480651e-06,2.3473204924791519e-10,6.7789725148497112e-09,4.3054220115345825e-10,1.2055098440381897e-09,1.2759968796795565e-10,2.6620234528006656e-11,2.3048332962342728e-17,7.3419594704740047e-11,1.0742017545136789e-07,8.0038981616735184e-09,4.6317298149242751e-09,4.5198919141435169e-10,7.993696254633469e-09,0.00015727977887190097,2.0596590300382099e-09,1.6145223534481271e-06
2.178242624702737e-09,0.29328603529966524,76.950000000000003,0.0,0.0,0.0,0.11210827620225666,9.4996045314079929,0.0031790871814914579,0.02117267940641265,0.011144301568399696,0.00021076943096143543,2.4192459022068656e-09,3.4359634323380579e-05,0.21536017810230959,1.4279400625667703e-05,1.1228927308592713e-12,4.7480077827843684e-06,0.00011083517172714206,0.61732154061221911,0.00089611979890333857,5.7967838095408968e-14,4.0021426265981348e-13,4.1365388439378216e-08,1.4888150348126239e-11,0.0001961109668233008,9.9331995842256491e-05,0.010118870119931712,0.010141197247065206,1.3298374474191805e-06,7.0589233028445009e-07,1.0863126300941219e-09,0.00035864336890706328,9.3739165855999512e-08,2.4852291075813942e-08,7.9017294441280032e-07,9.8150217987884079e-08,2.2252903663347918e-07,5.0904153296123477e-06,0.0074678855086182496,6.3524897461004569e-13,2.40456874680696e-13,1.3279177597975774e-06,3.0929221719820447e-07,2.8687055933251314e-08,4.1127409241067921e-05,0.00012761026348371781,4.2627449519323334e-06,2.991113727298816e-08,5.0502557566291684e-07,2.7815944276631408e-07,1.8159512368625355e-07,2.1476286967693447e-09,1.7234224931333059e-09,8.9944371768964816e-08,9.1026637276518e-09,4.8734405647194798e-08,1.4737766419636829e-09,4.5433655821099325e-10,1.0368260009893053e-09,1.0046929528713607e-11,5.3268693132303885e-06,1.3198740046041442e-11,1.2193915993745326e-08,2.6552672468320009e-06,2.4354817986052878e-10,7.0240854474737802e-09,4.467129265938859e-10,1.2508495121806977e-09,1.3222444300496639e-10,2.7575855258048862e-11,2.3915189215729682e-17,7.6054753387397421e-11,1.1127534436609698e-07,8.0684999250047687e-09,4.730903875252232e-09,4.5511072093683348e-10,8.058696281298934e-09,0.00016117054799233378,2.0736742890050628e-09,1.6966812029340455e-06
2.22651495927389e-09,0.29328674825947176,76.950000000000003,0.0,0.0,0.0,0.10694286081765057,9.4996038247381094,0.0031967877305577436,0.021184722657665096,0.010963514344888998,0.00020735331252244452,2.4206159314212949e-09,3.2944438410548358e-05,0.21633849742744451,1.4287498531325524e-05,1.104693058624659e-12,4.8378512233643805e-06,0.0001140204904816988,0.62138159351132094,0.00090456549787588383,5.8000711890213916e-14,4.1162947072039706e-13,4.2590671512374146e-08,1.5194308858108531e-11,0.00019752618422828132,9.7729216201925204e-05,0.010327485257618906,0.010351220728009035,1.3572519310126385e-06,7.204459159435059e-07,1.0934587509931092e-09,0.00036858544350848736,9.6337593502440613e-08,2.5541574271673908e-08,8.2567149297038881e-07,1.0087939459007783e-07,2.2913009487142894e-07,5.454028883473774e-06,0.0075178162994068258,6.5291117803813197e-13,2.4714243230502806e-13,1.3094459356264454e-06,3.0851181326535781e-07,2.7697092567032336e-08,4.1387302319041317e-05,0.00012852844601267586,4.5467716674085012e-06,3.0806835461683252e-08,5.3057886227625326e-07,2.8829790912156171e-07,1.9360398562452948e-07,2.2072338213592009e-09,1.8382724398320553e-09,9.1357707088299108e-08,9.6743722715797888e-09,5.2278948930820888e-08,1.4969407245353051e-09,4.8828874629985061e-10,1.1330472927220674e-09,1.0992963065271919e-11,5.5051122769336591e-06,1.3409323982819928e-11,1.2287693518351457e-08,2.7527049862696415e-06,2.5248498205260862e-10,7.2715317586097162e-09,4.6310499356623787e-10,1.2968104507139486e-09,1.368933200326153e-10,2.8540339680208788e-11,2.4793923635341006e-17,7.8718388472818455e-11,1.1517222554606458e-07,8.1305935041696897e-09,4.8284554681733052e-09,4.5810285064957473e-10,8.1211694340439414e-09,0.00016503652374475451,2.0871232718108787e-09,1.7803966415999095e-06
2.2747872938450427e-09,0.2932874496650701,76.950000000000003,0.0,0.0,0.0,0.10201823536481425,9.4996031263551757,0.0032135737961947802,0.021194407135847783,0.010783783020472582,0.00020395680221789976,2.4217165330231729e-09,3.159491731733358e-05,0.21725142293305755,1.4294005119658501e-05,1.0865978504543124e-12,4.9249574182374197e-06,0.00011720829952553202,0.62527427542768022,0.00091262662850545367,5.802712566420638e-14,4.2305559807382518e-13,4.3817106510479211e-08,1.5492389018775047e-11,0.00019888248782075802,9.6134902709493661e-05,0.010532646907634847,0.01055783645767395,1.384212456833402e-06,7.3475851641571362e-07,1.1003102743218252e-09,0.00037853143126763042,9.8937035304699538e-08,2.6231128026980487e-08,8.6136420880689195e-07,1.0360967033733546e-07,2.3573668704998102e-07,5.8316940618710666e-06,0.0075657354711429923,6.7058043396959245e-13,2.5383065943807567e-13,1.2918630170263358e-06,3.0777787409232255e-07,2.6753235745911914e-08,4.1637568147842257e-05,0.00012941172580431941,4.839769066127332e-06,3.1703331855675263e-08,5.566022249044348e-07,2.9837674826826922e-07,2.0600616516904442e-07,2.266863330360357e-09,1.9569243283496464e-09,9.2770123185868078e-08,1.0263850807512615e-08,5.5957666500684897e-08,1.5200896528653406e-09,5.2357521207895006e-10,1.2349843450661195e-09,1.1996582159651965e-11,5.6843277958945609e-06,1.3619835753559514e-11,1.2377861136289228e-08,2.8514524968603294e-06,2.6154188955069705e-10,7.5212720653480698e-09,4.7971736332819087e-10,1.3433897323964399e-09,1.4160557162278751e-10,2.9513535458143555e-11,2.5684480254789697e-17,8.1410123771107661e-11,1.1911026937368792e-07,8.1902965319817103e-09,4.9243922435684384e-09,4.6097158985547584e-10,8.1812342389089324e-09,0.00016887761714460243,2.1000322756358034e-09,1.8656311037476205e-06
2.3230596284161955e-09,0.29328813957149197,76.950000000000003,0.0,0.0,0.0,0.097322972169869501,9.499602432581101,0.0032294880431580804,0.02120194745825877,0.010605295290720173,0.00020058348547037297,2.4225722303010516e-09,3.030795383576172e-05,0.21810203902785394,1.4299065232488685e-05,1.0686262080033009e-12,5.0093608173461471e-06,0.00012039820081417706,0.62900734873924435,0.00092032010477666095,5.8047667408964741e-14,4.3449114133631222e-13,4.5044522271796902e-08,1.5782442982628597e-11,0.0002001826162827695,9.4550817826596071e-05,0.010734375494083135,0.010761064399051608,1.4107217142415303e-06,7.4883155851700652e-07,1.1068808630763613e-09,0.00038848030847511987,1.01537223900869e-07,2.6920881279267443e-08,8.9721574532304111e-07,1.0634076132678185e-07,2.4234780501341777e-07,6.223383591727857e-06,0.0076117363679281732,6.8825490661067642e-13,2.6052086119154924e-13,1.2751265444039744e-06,3.0708812061400549e-07,2.585329571026278e-08,4.1878656233887368e-05,0.00013026173628965008,5.1415671489348515e-06,3.2600485100800276e-08,5.8308118212132445e-07,3.0838683153547709e-07,2.1879701552336922e-07,2.326511062836025e-09,2.0793341857216936e-09,9.4181948905099464e-08,1.0871021261772403e-08,5.976953591457319e-08,1.5432288247826412e-09,5.6018720331578589e-10,1.3427655422253873e-09,1.3059193540925203e-11,5.864463673700089e-06,1.3830322229238031e-11,1.2464588001285586e-08,2.951504036951209e-06,2.7071837571768089e-10,7.7732690333215806e-09,4.9654906984559423e-10,1.3905846351581735e-09,1.4636048936286339e-10,3.049529829377621e-11,2.6586807030394643e-17,8.4129598445668188e-11,1.2308894858919095e-07,8.2477210267489936e-09,5.0187237429379172e-09,4.6372266234100105e-10,8.2390035630780387e-09,0.00017269378936503004,2.1124263493074538e-09,1.9523480785381891e-06
2.3713319629873483e-09,0.2932888180472312,76.950000000000003,0.0,0.0,0.0,0.092846203990995579,9.4996017401276145,0.0032445711134685864,0.021207538677686141,0.010428216489625861,0.00019723652141199165,2.4232053107616083e-09,2.9080583711015198e-05,0.21889328388715695,1.4302810506347926e-05,1.0507949618267174e-12,5.0910988132380655e-06,0.00012358983334150633,0.63258820770342883,0.00092766219194379516,5.8062871508625769e-14,4.4593473095939809e-13,4.6272763515060136e-08,1.6064534719651596e-11,0.00020142917794395936,9.297851639162048e-05,0.010932695015981438,0.010960928047072358,1.436782862302053e-06,7.6266671849973249e-07,1.1131835322983551e-09,0.00039843114403191994,1.0413791613484377e-07,2.7610769400036506e-08,9.3319232503705517e-07,1.0907240936499581e-07,2.4896252776217029e-07,6.6290564526185125e-06,0.0076559079065893739,7.059329265396322e-13,2.6721240565261142e-13,1.2591961617003884e-06,3.0644039090808927e-07,2.4995190248492889e-08,4.2110994841984428e-05,0.0001310800333002441,5.4519862468143865e-06,3.3498166055198556e-08,6.1000144204606803e-07,3.1831971934124035e-07,2.319715548869822e-07,2.3861714146961179e-09,2.2054547379601289e-09,9.559348243856358e-08,1.1495806749225742e-08,6.3713385063195278e-08,1.5663631350041317e-09,5.9811439121344338e-10,1.4565143619739751e-09,1.4182159451126359e-11,6.0454701691630332e-06,1.4040825869768383e-11,1.2548035208889166e-08,3.0528542571288341e-06,2.8001394990903129e-10,8.0274872050930183e-09,5.1359921310841587e-10,1.4383926232389476e-09,1.5115740058414592e-10,3.1485491251584451e-11,2.7500855480560782e-17,8.6876465813305895e-11,1.2710775654520675e-07,8.3029736702857416e-09,5.1114611803170636e-09,4.6636152040444384e-10,8.2945848952400049e-09,0.00017648504627914313,2.124329354522201e-09,2.0405121178080182e-06
2.419604297558501e-09,0.2932894851725574,76.950000000000003,0.0,0.0,0.0,0.088577594929846029,9.4996010460595528,0.0032588617253994437,0.021211358080958122,0.010252691739660973,0.00019391868386738526,2.4236360316726283e-09,2.7909987695567485e-05,0.21962795660320511,1.4305360586504152e-05,1.0331188897199917e-12,5.1702112761204039e-06,0.00012678286978431766,0.63602389648804292,0.00093466851728498009,5.8073223668277046e-14,4.5738511948698222e-13,4.7501689402897562e-08,1.6338738562354232e-11,0.0002026246572086196,9.141936555932596e-05,0.011127632623405815,0.011157454007911332,1.4623994740733922e-06,7.7626589246924072e-07,1.1192306808129086e-09,0.0004083830908956878,1.0673889082003823e-07,2.830073360032912e-08,9.6926171960045946e-07,1.11804379592429e-07,2.5558001402591811e-07,7.0486586215015719e-06,0.0076983347935748129,7.2361297532972961e-13,2.7390471806335631e-13,1.244033505372052e-06,3.0583263365345998e-07,2.4176939101004757e-08,4.2334992028287362e-05,0.00013186809887883187,5.7708379197627268e-06,3.4396256749959472e-08,6.3734891640592308e-07,3.2816763456248605e-07,2.4552449618461294e-07,2.4458392872723602e-09,2.3352356998201012e-09,9.7004994147419459e-08,1.2138132250039191e-08,6.7787903270105271e-08,1.5894970214152389e-09,6.3734498297165385e-10,1.5763494008295952e-09,1.5366797662338784e-11,6.2272998798469006e-06,1.4251385130208768e-11,1.2628356194166894e-08,3.1554981641470977e-06,2.8942815416278941e-10,8.2838928443106779e-09,5.3086695305891784e-10,1.4868113300542503e-09,1.559956653909267e-10,3.2483984145003882e-11,2.8426580358189443e-17,8.965039225163208e-11,1.3116620561739218e-07,8.3561560712977764e-09,5.2026172439965621e-09,4.6889335815586906e-10,8.3480806111868607e-09,0.00018025143352360539,2.1357640238973622e-09,2.1300888375768034e-06
2.467876632129654e-09,0.29329014103817763,76.950000000000003,0.0,0.0,0.0,0.0845073129806828,9.499600347761497,0.0032723967673795777,0.021213566821862755,0.010078847902577926,0.00019063239854419441,2.4238828066824238e-09,2.6793484051228718e-05,0.22030872396878234,1.4306824229240044e-05,1.015610914854601e-12,5.2467401384588333e-06,0.00012997701344484778,0.63932112627489768,0.00094135408299842631,5.8079165388705035e-14,4.6884117089929192e-13,4.8731172232331856e-08,1.6605137888525518e-11,0.00020377142064850992,8.9874562890379206e-05,0.011319218233736942,0.011350671618281495,1.4875754861657414e-06,7.8963116959893532e-07,1.1250341213341935e-09,0.00041833537831756742,1.093399467096867e-07,2.8990720391216594e-08,1.0053932243026115e-06,1.1453645832738489e-07,2.6219949546622125e-07,7.4821237982040283e-06,0.007739097730690851,7.4129367159297176e-13,2.8059727553804921e-13,1.2296020997771209e-06,3.0526290199419064e-07,2.3396658680351965e-08,4.255103662078247e-05,0.00013262734489306196,6.0979258189256045e-06,3.5294649437647104e-08,6.6510973235562269e-07,3.3792343528463522e-07,2.5945027544190826e-07,2.5055100406457821e-09,2.4686240515311441e-09,9.8416729119740439e-08,1.2797925182445083e-08,7.1991652020771162e-08,1.6126345070634742e-09,6.7786583092307648e-10,1.7023844129359693e-09,1.6614381632230712e-11,6.4099076312546821e-06,1.4462034829342941e-11,1.2705697108686018e-08,3.2594310881349639e-06,2.9896056019031951e-10,8.5424537940536819e-09,5.4835150407155538e-10,1.5358385426188768e-09,1.6087467396008671e-10,3.3490652978729918e-11,2.9363939352870859e-17,9.2451056203321205e-11,1.3526382575587202e-07,8.4073650150484297e-09,5.2922059170022415e-09,4.7132312413307858e-10,8.3995882255652628e-09,0.00018399303203183557,2.1467520160486427e-09,2.2210449142359081e-06
2.5161489667008067e-09,0.2932907857439345,76.950000000000003,0.0,0.0,0.0,0.080626004125694567,9.4995996429075795,0.0032852113870629981,0.021214311402363139,0.0099067953476567206,0.00018737977672956115,2.4239623750961419e-09,2.5728521474106028e-05,0.22093812691209652,1.4307300301618501e-05,9.9828228529904159e-13,5.3207290248654542e-06,0.00013317199546801319,0.64248629148160485,0.00094773328083189081,5.8081098024984255e-14,4.8030185076747936e-13,4.9961096242655634e-08,1.6863823930808113e-11,0.00020487172277813923,8.8345152749971467e-05,0.01150748418473007,0.011540612601432989,1.5123151531418957e-06,8.0276480791662209e-07,1.1306051090188962e-09,0.00042828730480412228,1.1194090065681842e-07,2.9680681094706953e-08,1.0415576277895713e-06,1.1726845111146855e-07,2.6882027046064878e-07,7.9293741104651254e-06,0.0077782736102282451,7.5897375832858168e-13,2.8728960227424631e-13,1.2158672585919006e-06,3.0472934778455978e-07,2.2652557089933093e-08,4.2759499149824245e-05,0.0001333591164621821,6.433046511517449e-06,3.619324572210435e-08,6.9327024226917229e-07,3.4758058717265661e-07,2.7374307880964974e-07,2.5651794513331611e-09,2.6055643024926517e-09,9.9828909491066201e-08,1.3475115879851763e-08,7.6323075303302258e-08,1.6357792382491439e-09,7.1966253802138803e-10,1.8347283611736759e-09,1.792614078398835e-11,6.5932503714275667e-06,1.4672806483996835e-11,1.2780197177817907e-08,3.3646486528153533e-06,3.0861076664349675e-10,8.8031393481899535e-09,5.6605212993994865e-10,1.5854721874010998e-09,1.6579384408895661e-10,3.450537944228221e-11,3.031289282042811e-17,9.5278147269344098e-11,1.3940016316605949e-07,8.4566926999910885e-09,5.3802423148007571e-09,4.736555332667865e-10,8.4492006304742796e-09,0.00018770995399793782,2.1573139678368945e-09,2.313348076184343e-06
2.5644213012719595e-09,0.2932914193976662,76.950000000000003,0.0,0.0,0.0,0.076924767883964948,9.4995989294340877,0.0032973390758191798,0.021213725015692138,0.0097366295536596096,0.00018416264581989309,2.4238899553637823e-09,2.4712672417043619e-05,0.22151858660129015,1.4306878688039761e-05,9.8114273666889872e-13,5.3922229231456042e-06,0.00013636757231049967,0.64552548514824559,0.00095381990807250679,5.8079386466685518e-14,4.9176621728785282e-13,5.1191356531020961e-08,1.7114894702491896e-11,0.0002059277115296077,8.6832041164308546e-05,0.011692464921195486,0.011727310756644868,1.536623006337746e-06,8.1566921243768437e-07,1.1359543685496356e-09,0.00043823823174047601,1.1454158594717981e-07,3.0370571400618718e-08,1.07772717793485e-06,1.2000018093870881e-07,2.7544169842154342e-07,8.3903207976701199e-06,0.0078159357000396109,7.7665209146092116e-13,2.9398126521414988e-13,1.2027959918864353e-06,3.0423021618953681e-07,2.1942929423124705e-08,4.2960732731312239e-05,0.00013406469520660421,6.7759902684277456e-06,3.7091955763043669e-08,7.2181703171518895e-07,3.5713313568874325e-07,2.8839686824664449e-07,2.624843673948915e-09,2.7459987420119634e-09,1.0124173654931644e-07,1.4169637980676623e-08,8.078050954710846e-08,1.6589345190764579e-09,7.6271955949806425e-10,1.9734854789532973e-09,1.9303260895922706e-11,6.7772870706905735e-06,1.4883728612281385e-11,1.2851989039426688e-08,3.4711467484733337e-06,3.1837839663430517e-10,9.065920134587607e-09,5.8396813932688362e-10,1.6357103174830159e-09,1.7075261896920238e-10,3.5528050450268184e-11,3.1273403537433773e-17,9.8131365383494058e-11,1.4357477910769278e-07,8.5042269620721782e-09,5.4667425387280827e-09,4.7589507822980483e-10,8.4970063216210787e-09,0.0001914023392333171,2.1674695439310325e-09,2.4069670916010391e-06
2.6126936358431123e-09,0.29329204211415844,76.950000000000003,0.0,0.0,0.0,0.073395134222180178,9.4995982055146051,0.0033088117489018464,0.021211928764323717,0.0095684325601586469,0.00018098257699082553,2.4236793842769739e-09,2.374362678435987e-05,0.22205241023711456,1.4305641112437684e-05,9.6420063954101872e-13,5.4612678924272304e-06,0.00013956352343894013,0.6484445135359449,0.0009596271845524997,5.8074362475618044e-14,5.0323341322832073e-13,5.2421858066091631e-08,1.7358454029000307e-11,0.00020694143344421147,8.5336009278207215e-05,0.011874196712115554,0.011910801679035176,1.5605038166811153e-06,8.283469154215322e-07,1.1410921198311319e-09,0.00044818757761146165,1.1714185078838039e-07,3.1060350964988427e-08,1.1138755447689524e-06,1.2273148665075914e-07,2.8206319460337568e-07,8.8648648725926851e-06,0.007852153819134405,7.9432762945156713e-13,3.0067187011255235e-13,1.190356918494434e-06,3.0376384061507871e-07,2.1266153325059213e-08,4.3155073905132634e-05,0.00013474530233038723,7.1265418146256132e-06,3.7990697548916636e-08,7.5073692582157619e-07,3.6657567836966353e-07,3.0340540587547425e-07,2.6844992064626332e-09,2.8898676772045622e-09,1.0265539264388411e-07,1.4881428738990274e-08,8.5362193147974782e-08,1.6821033427901861e-09,8.0702030052890493e-10,2.1187553412970297e-09,2.0746884587447231e-11,6.9619786262788532e-06,1.509482700861826e-11,1.2921199065011257e-08,3.5789215074160841e-06,3.2826309548281364e-10,9.3307680090385312e-09,6.020988816332526e-10,1.6865511009041436e-09,1.757504651648667e-10,3.6558557724848899e-11,3.2245436478349072e-17,1.0101042006065859e-10,1.4778724880111579e-07,8.5500514874128128e-09,5.5517235436560767e-09,4.7804604020505989e-10,8.5430896127500143e-09,0.00019507035187838555,2.1772374838409484e-09,2.5018717530086648e-06
