Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376)
6.177234161459429e-14,0.21974498075446466,76.950000000000003,0.0,0.0,0.0,0.99999925709496784,9.4999999999484821,1.6964572309036393e-08,2.2025571873888211e-07,2.2024109094332921e-07,3.3011759149419953e-11,6.7399580951033777e-14,2.6662056582377403e-07,6.780202684526591e-09,1.8437838839760904e-11,3.1664868262971782e-19,1.3673009291747035e-20,7.2072099319499591e-20,1.1858721576705402e-08,1.6460414888459137e-13,1.2461584259133629e-19,2.2948088260338526e-21,6.0846056111569984e-28,4.6521993334427557e-28,6.7831799130918295e-17,1.2328425095403925e-13,2.9626688500394529e-17,2.9628008280897239e-17,1.1449454171967779e-21,1.7483508550133024e-22,1.0708037334285706e-21,2.0361795479256188e-15,2.0416630653349803e-19,1.5881022868473185e-20,8.8248496137689664e-40,3.097672129477883e-23,2.0590348421294526e-23,8.2133630385142657e-40,1.311705883719383e-10,2.586123421553273e-28,9.9714512344941951e-29,1.9248793747820069e-14,5.7756261811528928e-15,1.1376994978766579e-12,1.9248800445327681e-14,2.3109309688204095e-18,8.2133620098018875e-40,3.56002405078556e-27,5.3422544874103438e-28,6.900547798886278e-29,4.7037972096175411e-34,1.1455727928429951e-23,4.3400431034253562e-39,2.7235084985091679e-18,4.3297707966367343e-34,9.1468189940497503e-40,5.4180470282428788e-22,2.3368958173871669e-45,1.1238341263040007e-44,6.8563103845013245e-49,5.9921490351963393e-26,6.744540966886987e-23,1.7842499830398134e-27,4.3048246724911702e-22,1.4692266997282056e-26,1.3122749741361929e-21,1.7315371228287763e-26,1.3019768107800783e-27,1.3115857202777572e-25
6.458855923890504e-14,0.21974498075445262,76.950000000000003,0.0,0.0,0.0,0.99999922324051538,9.499999999943709,1.7737991326814914e-08,2.3029637583336824e-07,2.3028035568009878e-07,3.6088775357789993e-11,7.0475162868646745e-14,2.7790886796418882e-07,7.397137303299448e-09,2.0130731072710469e-11,3.4617053531453891e-19,1.5637729570911535e-20,8.2415849989702375e-20,1.2937753623784132e-08,1.7995451068388845e-13,1.360585811707164e-19,2.5181129372222052e-21,7.2781073504878574e-28,5.5294705835429094e-28,7.7417499802009758e-17,1.3477950301524786e-13,3.3865835513393229e-17,3.3867406132270338e-17,1.3619080105969861e-21,2.0871086651290332e-22,1.2196165989019008e-21,2.226064523582068e-15,2.3199919110895247e-19,1.8124767771841461e-20,1.2054224709068152e-39,3.6976144804839972e-23,2.3537741036547492e-23,1.1218972210200905e-39,1.4310587975757589e-10,3.1206348255305818e-28,1.1949285470241057e-28,2.1940300492152515e-14,6.5831036164194063e-15,1.2390545770942412e-12,2.1940345927728524e-14,2.7557027494500342e-18,1.1218970741755038e-39,4.254985272951409e-27,6.3877409057769504e-28,8.5826961471832885e-29,6.1198471346198215e-34,1.3091956853101973e-23,5.9041646862318004e-39,2.977441756812676e-18,5.4124029075583368e-34,1.244332887796334e-39,6.1916435572235489e-22,3.3224619915759998e-45,1.536327788299302e-44,9.7541828617022952e-49,7.4735537175907491e-26,7.5693785552298251e-23,2.2253300945923006e-27,4.9207600844476297e-22,1.7487119661681576e-26,1.4346479152192966e-21,2.063167130610082e-26,1.5559707802124662e-27,1.4992227384244821e-25
6.74047768632158e-14,0.21974498075444013,76.950000000000003,0.0,0.0,0.0,0.99999918938728749,9.4999999999387263,1.8511410311075673e-08,2.4033696027607036e-07,2.4031948228632884e-07,3.9302729701692565e-11,7.3552196132898584e-14,2.8912535756543853e-07,8.039568513622855e-09,2.1895585252043804e-11,3.7700651882296071e-19,1.7782929967083469e-20,9.3698997051360208e-20,1.4061379765340882e-08,1.9598904237602923e-13,1.4798777228797076e-19,2.7515063457316151e-21,8.6388106556298015e-28,6.5225155101263967e-28,8.7854939738487172e-17,1.4678686424004309e-13,3.8491171014779424e-17,3.8493026007075666e-17,1.607730070636136e-21,2.4726222560569421e-22,1.3812062132091457e-21,2.4244125971428868e-15,2.6213151441356915e-19,2.0567793289362547e-20,1.624807013596135e-39,4.380302514126224e-23,2.6753851213406384e-23,1.5122223664131499e-39,1.5553443164320844e-10,3.7339752978951671e-28,1.420637924538855e-28,2.4865827550967198e-14,7.4607689432367966e-15,1.344315644653982e-12,2.4865921938308892e-14,3.2611745929651154e-18,1.5122221599392806e-39,5.047067142155507e-27,7.5799369794872812e-28,1.0574202986992401e-28,7.872372304664965e-34,1.4876715672612031e-23,7.9269093045182602e-39,3.2426861931764688e-18,6.7018066368869975e-34,1.6706446557210659e-39,7.0354159985595165e-22,4.6536717907342228e-45,2.0726661125456934e-44,1.3671155490835986e-48,9.2331195246565094e-26,8.4488652693719515e-23,2.7492226790086009e-27,5.5928036611950568e-22,2.0656107326045997e-26,1.5624744018759786e-21,2.4396945073642724e-26,1.8454215442257621e-27,1.7039477709592029e-25
7.022099448752655e-14,0.21974498075442708,76.950000000000003,0.0,0.0,0.0,0.99999915553527696,9.4999999999335341,1.928482926181962e-08,2.503774723590141e-07,2.5035847078058584e-07,4.2653603646323015e-11,7.6627575571597024e-14,3.0027049160668085e-07,8.707334066840707e-09,2.3732112481831162e-11,4.0915645525713961e-19,2.0116664789661219e-20,1.0596129400979044e-19,1.522931622512326e-08,2.1270773899223578e-13,1.6040146304763609e-19,2.9949485546084849e-21,1.0181522678297524e-27,7.640511382194382e-28,9.9178503640564805e-17,1.5930631054129495e-13,4.3519523054057852e-17,4.352169868351005e-17,1.8847347589457276e-21,2.9089469324992988e-22,1.5560323575467873e-21,2.6312237057386478e-15,2.9463581861442395e-19,2.3218133347766651e-20,2.1635417518630588e-39,5.1529028251140895e-23,3.0250412745698399e-23,2.0136279730973537e-39,1.6845310518047383e-10,4.4334650857819976e-28,1.6767486771207845e-28,2.8034169123934184e-14,8.4112570847606129e-15,1.4534341543188596e-12,2.8034323950523634e-14,3.8324914045220197e-18,2.0136276867809525e-39,5.9449053716244665e-27,8.9319933782269672e-28,1.2914802005856184e-28,1.0021571446895366e-33,1.6816407391594878e-23,1.0514275688016243e-38,3.5192411661909491e-18,8.226251784648134e-34,2.2159585917936353e-39,7.9523834788700089e-22,6.4291141481847274e-45,2.7624354641895568e-44,1.8898995211205239e-48,1.1307812451248267e-25,9.3835680144226107e-23,3.366931120979449e-27,6.3233998283359117e-22,2.4229739281123413e-26,1.6957543390711839e-21,2.8648650065426756e-26,2.1734750498299505e-27,1.9265046610740143e-25
7.303721211183731e-14,0.2197449807544135,76.950000000000003,0.0,0.0,0.0,0.99999912168447558,9.4999999999281375,2.005824817904769e-08,2.6041791237001347e-07,2.6039732118143324e-07,4.6141378659623433e-11,7.9701143263029494e-14,3.1134472389492251e-07,9.4002728405566777e-09,2.5640025129736862e-11,4.4262016678348709e-19,2.2647004597623563e-20,1.1924234837602953e-19,1.6441281196730474e-08,2.3011059558499205e-13,1.7329770909597376e-19,3.248399233605251e-21,1.1921718730917152e-27,8.8929314813657665e-28,1.1142233724768646e-16,1.7233781783462229e-13,4.8967718712928315e-17,4.8970254068348024e-17,2.195324087764612e-21,3.4003133192808235e-22,1.74454669408836e-21,2.8464977877611741e-15,3.2958259443806446e-19,2.6083765069637724e-20,2.8486901849994741e-39,6.0228905148374561e-23,3.4039160632753869e-23,2.6513023545908671e-39,1.8185878331000825e-10,5.2267645706943509e-28,1.9658453820576046e-28,3.145399946852836e-14,9.4371667705752114e-15,1.5663620317492424e-12,3.1454227564346835e-14,4.4750049517394353e-18,2.6513019626050378e-39,6.9575371488431163e-27,1.0457685933526557e-27,1.5647518330892331e-28,1.2635548826574029e-33,1.8917428348408265e-23,1.3791325073658588e-38,3.8071060358330734e-18,1.001664425066268e-33,2.9066340980354226e-39,8.9455614441032137e-22,8.7699858191924423e-45,3.6407395784792812e-44,2.5796659486250069e-48,1.3737864455179965e-25,1.0373988965274212e-22,4.090430627777804e-27,7.1149928324862304e-22,2.8239607752938338e-26,1.8344876319521069e-21,3.342567840234606e-26,2.543422614388284e-27,2.1676371390253492e-25
7.585342973614807e-14,0.21974498075439938,76.950000000000003,0.0,0.0,0.0,0.99999908783487601,9.4999999999225313,2.0831667062760817e-08,2.7045828059096579e-07,2.7043603350743228e-07,4.9766036211807376e-11,8.2777605807366658e-14,3.2234850560885517e-07,1.0118224645547237e-08,2.7619036616212517e-11,4.7739747562151571e-19,2.5382033274713928e-20,1.3358164904052306e-19,1.7696994505900209e-08,2.4819760722442045e-13,1.8667457319594426e-19,3.5118181986512533e-21,1.387543204837554e-27,1.028948061417384e-27,1.2462038830534846e-16,1.8588136203788444e-13,5.4852584282991779e-17,5.4855521355040396e-17,2.5419623069336897e-21,3.9510974169446997e-22,1.9471942393298697e-21,3.0702347826036174e-15,3.670407138009972e-19,2.9172618527222714e-20,3.7120174274417467e-39,6.9979962779898776e-23,3.8131830693071655e-23,3.4548096813938765e-39,1.9574836702591621e-10,6.1218159297957565e-28,2.2906030508781262e-28,3.5133894066698553e-14,1.0541066925315558e-14,1.6830515922176323e-12,3.5134209660360226e-14,5.194235898733296e-18,3.4548091510540972e-39,8.0943374785204333e-27,1.2171318746848112e-27,1.8818344485578863e-28,1.5790236795443794e-33,2.1186169284869707e-23,1.7903488251700771e-38,4.1062801631019148e-18,1.2106337178769079e-33,3.7733241575481542e-39,1.0017962255208554e-21,1.1823263671075103e-44,4.7487495647106534e-44,3.4799933343291082e-48,1.6566498015528358e-25,1.142058970343415e-22,4.9325861891885042e-27,7.9700267740882082e-22,3.2718167593217599e-26,1.9786741858171545e-21,3.8768082800694249e-26,2.9586777392404485e-27,2.4280888409902546e-25
7.866964736045882e-14,0.2197449807543848,76.950000000000003,0.0,0.0,0.0,0.99999905398647049,9.4999999999167173,2.1605085912959928e-08,2.8049857730821097e-07,2.8047460777714098e-07,5.3527557775824704e-11,8.5855976763629049e-14,3.3328228480489349e-07,1.086103040114122e-08,2.9668861611247532e-11,5.1348820394920905e-19,2.8329850738708676e-20,1.4901854151319422e-19,1.8996177917251185e-08,2.6696876900165558e-13,2.0053012655719172e-19,3.7851654444495886e-21,1.6059357443318822e-27,1.1840142210355123e-27,1.388063693552821e-16,1.9993691907167763e-13,6.1190945095904684e-17,6.1194328869043719e-17,2.9271883524472503e-21,4.5658478659153558e-22,2.1644120980985012e-21,3.3024346308354367e-15,4.0707710574434257e-19,3.2492567896579087e-20,4.7905793832234962e-39,8.0862543849484311e-23,4.254015985715967e-23,4.4586383355201411e-39,2.1011877876872259e-10,7.1268960389269636e-28,2.653804106609584e-28,3.9082310941981959e-14,1.1725491030933636e-14,1.8034556141048097e-12,3.9082729727575643e-14,5.9959060430298324e-18,4.4586376258289139e-39,9.365081558243238e-27,1.4087821339700358e-27,2.2476740899283204e-28,1.9570678084042239e-33,2.3629014303266393e-23,2.3020115173129383e-38,4.4167629102583898e-18,1.4531539892392188e-33,4.8517235589096505e-39,1.1172594612805534e-21,1.5766753200196035e-44,6.1346709720254951e-44,4.643641764592257e-48,1.984042680490659e-25,1.2523778917199394e-22,5.907301547055236e-27,8.8909455767164614e-22,3.7698906577976258e-26,2.1283139061449166e-21,4.4717300923860965e-26,3.422798688548417e-27,2.7086032906695207e-25
8.148586498476958e-14,0.21974498075436966,76.950000000000003,0.0,0.0,0.0,0.99999902013925124,9.4999999999106954,2.2378504729645942e-08,2.9053880281286925e-07,2.9051304400911519e-07,5.7425924826905706e-11,8.8929441584412392e-14,3.4414650693486428e-07,1.1628531951416084e-08,3.1789215833100583e-11,5.5089217393604388e-19,3.1498570133450444e-20,1.6559225416891629e-19,2.0338554812806534e-08,2.8642407602538179e-13,2.1486244747550521e-19,4.068401115769898e-21,1.8490746051433569e-27,1.35551188888733e-27,1.5401379673267119e-16,2.1450446485884887e-13,6.7999625693268986e-17,6.8003504219457133e-17,3.3536004447494501e-21,5.2492574338129636e-22,2.3966308572858243e-21,3.5430972739672198e-15,4.4975715747657488e-19,3.6051440740767236e-20,6.127356363413961e-39,9.2959523214950338e-23,4.7275885796773267e-23,5.7027906291994475e-39,2.2496695886943927e-10,8.2505609492081414e-28,3.058320565165302e-28,4.330761074592045e-14,1.2992943189132455e-14,1.9275272607140811e-12,4.3308149937958373e-14,6.8859024341899862e-18,5.7027896891535567e-39,1.0779883694257832e-26,1.6222655442016737e-27,2.6675298130056998e-28,2.4070898930357386e-33,2.6252341892286236e-23,2.9335884257971941e-38,4.7385536405085664e-18,1.7331116383187091e-33,6.1828660420281061e-39,1.2412464127839081e-21,2.0812943224271515e-44,7.8543865283992312e-44,6.1337314379816247e-48,2.3609564566241516e-25,1.368393229493485e-22,7.0294324892729926e-27,9.8801930183401172e-22,4.3216140132454746e-26,2.283406698564505e-21,5.1315897917265186e-26,3.9394662564662659e-27,3.0099239173702996e-25
8.430208260908033e-14,0.21974498075435406,76.950000000000003,0.0,0.0,0.0,0.99999898629321105,9.4999999999044658,2.3151923512819779e-08,3.0057895738475549e-07,3.0055134222190778e-07,6.1461118843007007e-11,9.2001254684784682e-14,3.5494161437710754e-07,1.2420572231678644e-08,3.3979816235800693e-11,5.8960920789191715e-19,3.4896320426832253e-20,1.8334187458054538e-19,2.1723850483172073e-08,3.0656352342508883e-13,2.2966962260033016e-19,4.3614855312231313e-21,2.1187504173804141e-27,1.5444875633287696e-27,1.7027595524438671e-16,2.2958397532497024e-13,7.5295449664198384e-17,7.5299874150637392e-17,3.823867548478864e-21,6.0061889052282963e-22,2.6442733940117642e-21,3.7922226546065914e-15,4.95144416066562e-19,3.9857009614646024e-20,7.7719381806087144e-39,1.0635676325654728e-22,5.2350747205011121e-23,7.2334204344539834e-39,2.4028986877035672e-10,9.5016960931286087e-28,3.5071301473040276e-28,4.7818039097989498e-14,1.4345892792449476e-14,2.0552201498667778e-12,4.781871749642165e-14,7.8703076650849762e-18,7.2334192010864834e-39,1.2349257150553924e-26,1.8591908504561602e-27,3.147024022530493e-28,2.939530145754757e-33,2.906252392700709e-23,3.7074954916999937e-38,5.0716517182180181e-18,2.0547006939456066e-33,7.8139996301718847e-39,1.3740572770682564e-21,2.7215367371871915e-44,9.9725862742884384e-44,8.0256324523527906e-48,2.7927534917331648e-25,1.4901382308483899e-22,8.31493852435209e-27,1.0940212702060464e-21,4.9305168950235097e-26,2.4439524688834897e-21,5.8607776039651229e-26,4.5125054113098869e-27,3.3327940383652254e-25
8.711830023339109e-14,0.21974498075433788,76.950000000000003,0.0,0.0,0.0,0.99999895244834203,9.4999999998980282,2.3925342262482339e-08,3.1061904129650322e-07,3.1058950243406926e-07,6.5633121304374169e-11,9.5080808340299654e-14,3.6566804692937956e-07,1.3236995093462062e-08,3.6240380816948436e-11,6.2963912816495518e-19,3.8531243714574843e-20,2.0230637467331326e-19,2.3151791821452444e-08,3.2738710634775845e-13,2.4494974563551122e-19,4.6643791548215209e-21,2.4168092765005415e-27,1.7520084991463267e-27,1.8762593529895945e-16,2.451754263978744e-13,8.3095239807802808e-17,8.310026468768564e-17,4.3407150901557274e-21,6.8416479267822218e-22,2.9077561943246873e-21,4.0498107162456123e-15,5.4330096029991582e-19,4.3917000902003687e-20,9.781257337656192e-39,1.2114263447458982e-22,5.7776483440650645e-23,9.1035155752157069e-39,2.5608448763937429e-10,1.0889463428537344e-27,4.0032993163003277e-28,5.2621745650858843e-14,1.5786780278353828e-14,2.1864882795961783e-12,5.262258369484249e-14,8.9553659545291982e-18,9.1035139713426498e-39,1.4084055524383426e-26,2.1212204016218662e-27,3.6921075897210245e-28,3.5658486876885156e-33,3.2065926652981767e-23,4.649247375681956e-38,5.4160565086350399e-18,2.4224015429282419e-33,9.7989042266113975e-39,1.515991941793196e-21,3.5273220055598865e-44,1.256351328396249e-43,1.0408385469656043e-47,3.2851366734498456e-25,1.6176434616325821e-22,9.7807921614188479e-27,1.2073448085915482e-21,5.6002087678882548e-26,2.6099511230595162e-21,6.6637932668485937e-26,5.145863973731889e-27,3.6779568762369233e-25
8.993451785770185e-14,0.21974498075432117,76.950000000000003,0.0,0.0,0.0,0.99999891860463708,9.4999999998913882,2.4698760978634538e-08,3.2065905483624781e-07,3.206275246641471e-07,6.9941913693969436e-11,9.8160770817295297e-14,3.7632624136374703e-07,1.4077645462558409e-08,3.8570628796393082e-11,6.7098175694632952e-19,4.2411497711627903e-20,2.2252458809892129e-19,2.4622107599653314e-08,3.4889481996090976e-13,2.6070091854708092e-19,4.9770426210806892e-21,2.7451621687307492e-27,1.9791666666129398e-27,2.0609659937725701e-16,2.6127879400810684e-13,9.1415817977842599e-17,9.1421500994108982e-17,4.9069355071954932e-21,7.7608075917048604e-22,3.1874882312625453e-21,4.3158614033981813e-15,5.9428712609315073e-19,4.8239086848077122e-20,1.222037728992988e-38,1.3740844764659231e-22,6.3564834795910414e-23,1.1373631477741021e-38,2.7234781542734873e-10,1.2423349085392218e-27,4.5499985686461178e-28,5.7726767397939955e-14,1.7318012092474185e-14,2.3212860940476849e-12,5.7727787229069314e-14,1.0147511605530232e-17,1.1373629409380593e-38,1.5995530173834122e-26,2.4100791518914313e-27,4.3091102755715817e-28,4.2986754729083432e-33,3.526890972740788e-23,5.7879369090523565e-38,5.7717673780817605e-18,2.841024219141518e-33,1.2198902296772026e-38,1.6673499324885281e-21,4.5339229186207851e-44,1.5712266618787236e-43,1.3387041745722301e-47,3.8442011060876815e-25,1.7509359574088394e-22,1.1445132685757824e-26,1.3282342454977952e-21,6.3343930796436983e-26,2.7814025672264806e-21,7.5452656167838537e-26,5.8436333657724444e-27,4.0461555419623048e-25
9.27507354820126e-14,0.21974498075430401,76.950000000000003,0.0,0.0,0.0,0.99999888476208876,9.4999999998845404,2.5472179661277264e-08,3.3069899829595769e-07,3.3066540893068661e-07,7.438747749705204e-11,1.0122893778037461e-13,3.8691663189586231e-07,1.4942369172404819e-08,4.0970280432711118e-11,7.136369164738758e-19,4.6545253163457951e-20,2.4403523434228103e-19,2.6134528177270288e-08,3.7108665944945951e-13,2.7692125032272608e-19,5.2994367099567166e-21,3.1057753737992294e-27,2.2270736981596541e-27,2.2572061738253983e-16,2.7789405408848306e-13,1.0027400523813928e-16,1.0028040751140176e-16,5.5253750045391592e-21,8.7689825795506823e-22,3.4838722124777882e-21,4.5903746614085171e-15,6.4816185126529328e-19,5.2830893971580044e-20,1.5163332438064395e-38,1.5524799748918296e-22,6.9727542155474317e-23,1.4112672967966005e-38,2.8907686964472511e-10,1.4113113052802331e-27,5.1504862877793091e-28,6.3141046768285605e-14,1.8941966149703019e-14,2.4595684128640157e-12,6.3142272283190517e-14,1.1453336947501188e-17,1.4112670321395786e-38,1.8095273959518552e-26,2.7275460330499051e-27,5.0047049870211924e-28,5.15178763175628e-33,3.8677827162987927e-23,7.1563949235083773e-38,6.1387836937115079e-18,3.3156861488355601e-33,1.5083195906594461e-38,1.8284304649436216e-21,5.7825115173595829e-44,1.9515661010354665e-43,1.7084354731621991e-47,4.4764025033674313e-25,1.8900405754068842e-22,1.3327172031519061e-26,1.4569338949778215e-21,7.1368494318652164e-26,2.9583067076676079e-21,8.5099298445247644e-26,6.6100281647011759e-27,4.4381330515478561e-25
9.556695310632336e-14,0.21974498075428625,76.950000000000003,0.0,0.0,0.0,0.99999885092068941,9.4999999998774864,2.624559831041141e-08,3.4073887193999926e-07,3.4070315525222983e-07,7.8969794201588565e-11,1.0429949857887074e-13,3.9743964976243663e-07,1.5831013114099754e-08,4.3439057193496647e-11,7.5760442929073793e-19,5.0940696235404418e-20,2.6687689708694755e-19,2.7688785763670501e-08,3.9396262001870499e-13,2.9360885812298073e-19,5.6315223711458941e-21,3.5006794531791166e-27,2.4968645199294762e-27,2.4653043481193739e-16,2.9502118257452004e-13,1.0968662171398122e-16,1.0969380782249661e-16,6.1989432652007115e-21,9.8716525018894244e-22,3.7973035241492549e-21,4.8733504365734439e-15,7.0498242278770811e-19,5.7699995502980918e-20,1.8694026803451974e-38,1.7475797279543955e-22,7.6276347252317065e-23,1.7398730686432419e-38,3.0626868826379962e-10,1.5968834398244403e-27,5.8081232556712213e-28,6.8872415849079431e-14,2.0660987073657889e-14,2.6012904935863235e-12,6.8873872760913783e-14,1.2879619068474196e-17,1.7398727324847669e-38,2.0395276352580609e-26,3.0754626199000474e-27,5.785958114508348e-28,6.1402697207187479e-33,4.229902640852607e-23,8.7917375533603234e-38,6.5171048236822033e-18,3.8518564329739649e-33,1.853002045991856e-38,1.9995323946902636e-21,7.3211182940436247e-44,2.4083711628085791e-43,2.1643632617942152e-47,5.1886094051455656e-25,2.0349792887938129e-22,1.5447350109010882e-26,1.593688053969203e-21,8.0114470805181174e-26,3.1406634508410605e-21,9.5626457956687211e-26,7.449405995294949e-27,4.854632309808119e-25
9.838317073063411e-14,0.21974498075426796,76.950000000000003,0.0,0.0,0.0,0.99999881708043215,9.4999999998702265,2.7019016926037871e-08,3.5077867603124719e-07,3.507407636473167e-07,8.3688845297850455e-11,1.0738709960984415e-13,4.0789572366803259e-07,1.6743425077771101e-08,4.5976681580113437e-11,8.0288411784733137e-19,5.5606026027174135e-20,2.9108804731237572e-19,2.9284614140642135e-08,4.1752269689126898e-13,3.1076186609649019e-19,5.9732606995175736e-21,3.9319600863890469e-27,2.7896926908114036e-27,2.6855830641299033e-16,3.1266015540401278e-13,1.1967048674077588e-16,1.1967852478567292e-16,6.930601169667182e-21,1.1074437274189712e-21,4.1281714114003405e-21,5.1647886759691806e-15,7.6480479646040324e-19,6.2853919392153844e-20,2.2907188053759298e-38,1.9603752203704723e-22,8.3222992340967105e-23,2.1319969019047998e-38,3.2392032664977162e-10,1.8000863373686467e-27,6.5263572828537738e-28,7.4928613560119622e-14,2.2477391379879335e-14,2.7464079645449785e-12,7.4930329449999203e-14,1.4433289514856377e-17,2.1319964778782116e-38,2.2907869447812601e-26,3.4557248304918464e-27,6.6602931439703728e-28,7.2804861597199086e-33,4.6138849254195967e-23,1.0735534869282173e-37,6.9067301369412099e-18,4.4553327380468356e-33,2.2627000328152018e-38,2.1809542671982325e-21,9.2052708780356873e-44,2.954061939266797e-43,2.7230731244865012e-47,5.9880706112875759e-25,2.1857723009393345e-22,1.7827237826451453e-26,1.7387410050052731e-21,8.9621283193158222e-26,3.3284727033537621e-21,1.0708376592768588e-25,8.3662479236408119e-27,5.2963961263203278e-25
1.0119938835494487e-13,0.21974498075424923,76.950000000000003,0.0,0.0,0.0,0.99999878324130931,9.4999999998627604,2.7792435508157513e-08,3.6081841087115398e-07,3.607782341344843e-07,8.8544612278807505e-11,1.1046661388617689e-13,4.1828527938400164e-07,1.7679453894971794e-08,4.8582877289961988e-11,8.4947580421478973e-19,6.0549456864321485e-20,3.1670702262506109e-19,3.0921748911447265e-08,4.4176688530983623e-13,3.2837840647685068e-19,6.3246129576855044e-21,4.4017666418841357e-27,3.106733734192709e-27,2.9183626597199073e-16,3.3081094851744665e-13,1.3024241872189854e-16,1.3025138040356003e-16,7.7233697331451332e-21,1.2383119283348802e-21,4.4768579843587015e-21,5.4646893275576489e-15,8.2768336429757934e-19,6.8300141132299477e-20,2.7909383833548091e-38,2.1918864257296839e-22,9.0579220441777638e-23,2.5975572016919975e-38,3.4202886031557436e-10,2.0219864327332066e-27,7.3087369795072413e-28,8.1317270743005721e-14,2.4393462976953166e-14,2.8948768839413867e-12,8.1319275119797754e-14,1.6121459395594221e-17,2.5975566703184959e-38,2.5645780845161537e-26,3.870291267943799e-27,7.6355407562830334e-28,8.5902514156314029e-33,5.020363094996176e-23,1.3034429421729058e-37,7.3076590033804616e-18,5.1322864469984931e-33,2.747245279575239e-38,2.372994269499189e-21,1.1499146862140144e-43,3.6026445824373239e-43,3.4037484152522039e-47,6.8824677553080573e-25,2.3424374589108098e-22,2.0489693465964777e-26,1.8923370136764639e-21,9.9929209722941717e-26,3.5217343719849639e-21,1.1952205731578999e-25,9.3651775276747677e-27,5.7641671998686632e-25
1.0401560597925562e-13,0.21974498075423,76.950000000000003,0.0,0.0,0.0,0.99999874940331412,9.4999999998550919,2.8565854056771221e-08,3.7085807675048647e-07,3.7081556673226696e-07,9.3537076639741705e-11,1.1352257079596767e-13,4.286087401739045e-07,1.8638949287636126e-08,5.1257369049141552e-11,8.9737931077671075e-19,6.577921591174845e-20,3.4377204939358905e-19,3.2599927236643384e-08,4.6669518053434909e-13,3.4645661845157962e-19,6.6855405524233471e-21,4.9123034271283315e-27,3.4491808375960137e-27,3.1639615836053644e-16,3.4947353785759264e-13,1.4141923527089518e-16,1.4142919595160489e-16,8.5803187165833531e-21,1.3803619931315485e-21,4.8437393350742956e-21,5.7730523400320591e-15,8.936712509664637e-19,7.4046091383246583e-20,3.3820097048238072e-38,2.4431576710566571e-22,9.8356775027979166e-23,3.1476744185817878e-38,3.6059138199973243e-10,2.2636770108920365e-27,8.1588971233495899e-28,8.8045926463273538e-14,2.6411458086320856e-14,3.046653676065339e-12,8.8048250813883776e-14,1.7951390741726275e-17,3.1476737567920995e-38,2.862208184133386e-26,4.321175236156167e-27,8.7199019881073688e-28,1.0088797651259498e-32,5.449970107385505e-23,1.5740313364512879e-37,7.7198907936472744e-18,5.8892388152574979e-33,3.3175761622766389e-38,2.5759502782824859e-21,1.4276314090003252e-43,4.3698236294792525e-43,4.2284028831096068e-47,7.8798819500897065e-25,2.5049911719793456e-22,2.3458763362740225e-26,2.0547203312172476e-21,1.1107922905706967e-25,3.7204483636621459e-21,1.3299316985396938e-25,1.0450942095961887e-26,6.2586881337463812e-25
1.0683182360356638e-13,0.21974498075421017,76.950000000000003,0.0,0.0,0.0,0.99999871556643904,9.4999999998472173,2.9339272571879859e-08,3.8089767390158283e-07,3.808527614591964e-07,9.8666219878624902e-11,1.165967451101106e-13,4.3886652641285149e-07,1.9621762003231284e-08,5.3999882767090081e-11,9.4659446049641431e-19,7.1303545371263701e-20,3.7232122298079992e-19,3.4318888070466188e-08,4.9230757784474578e-13,3.6499464920751509e-19,7.0560050563385822e-21,5.465837861094716e-27,3.8182479099900398e-27,3.422696108608426e-16,3.6864789936990148e-13,1.5321775307548447e-16,1.5322879185240355e-16,9.5045748508387174e-21,1.5342020682288492e-21,5.2291846022249584e-21,6.0898776629116019e-15,9.6282009973795786e-19,8.0099149161874228e-20,4.0772867089355922e-38,2.7152613299960409e-22,1.0656740025876058e-22,3.7947772649101957e-38,3.7960500428104509e-10,2.5262822788484408e-27,9.0805717269645761e-28,9.5122013920497721e-14,2.8533600991234709e-14,3.2016951872283217e-12,9.5124691768001603e-14,1.9930520075186776e-17,3.7947764455091129e-38,3.1850238174224321e-26,4.8104527700475437e-27,9.9219979598098271e-28,1.1796954425788071e-32,5.9033382686682598e-23,1.8911021364439776e-37,8.1434248792874083e-18,6.7331068737107759e-33,3.9858837793157639e-38,2.7901198135701857e-21,1.7621099597153205e-43,5.2731892533736438e-43,5.2222881727358103e-47,8.9888465641826187e-25,2.6734479242981042e-22,2.6759838870620814e-26,2.2261351920840331e-21,1.2311313585947381e-25,3.9246145854845321e-21,1.4755010374006905e-25,1.162843091013745e-26,6.7807014208387197e-25
