Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376)
5.389382221520717e-10,0.21974452218834767,76.950000000000003,0.0,0.0,0.0,0.99357889605981442,9.4998113159380093,0.00014739932938772433,0.0019055013995317193,0.0017160402198320159,0.00018490141590259739,5.8368442367568483e-10,2.0285629424130217e-06,0.00088124630466570957,3.725548347138904e-06,1.7744105418594137e-12,5.3021265500632997e-08,5.1516469616889626e-08,0.0015418778627112567,1.2398154141860971e-05,2.5183992853571005e-14,6.0580253378570615e-16,1.9834427295605172e-12,1.1495492077345809e-14,7.9086589433387534e-08,2.2446170597015142e-06,6.1894150865946606e-06,6.1924219616634247e-06,1.8855075903976367e-09,1.1190259884263041e-09,2.3598307405103632e-15,1.5350841566368877e-07,9.3006734425741873e-11,2.6839919975997752e-11,3.9793159938927117e-13,3.4321706231995233e-10,4.7378108055855711e-12,3.8665643720260232e-13,1.7125051973199754e-05,3.7445488330766134e-15,1.2102631319729138e-15,1.3248041337349774e-08,1.2864971399039225e-09,1.6279385900262837e-10,2.5585825929731949e-08,4.4331182086347373e-08,3.8615693337059977e-13,5.1343372520832428e-12,1.7798517527073043e-11,1.6739485585383591e-11,1.1085840308445789e-12,1.1655337241761462e-13,4.5547984169898944e-14,7.5065916414504238e-11,1.2654272253616759e-13,1.9384261915137381e-14,1.9205101334235715e-12,4.212504641390492e-16,1.3632975924079098e-16,5.314995283600388e-18,2.1035287284416841e-11,4.010606476684314e-15,8.926655255120628e-14,1.2768708549617901e-10,3.9285561170099805e-14,1.1544584600029167e-13,6.2267061714221147e-14,1.6303824983551842e-13,1.1802354427722522e-14
5.493986135451669e-10,0.21974451341601844,76.950000000000003,0.0,0.0,0.0,0.99345468160076023,9.499807547763865,0.00015024820703319041,0.0019422364614341651,0.0017488320526917785,0.00018859433137381924,5.9493672795123319e-10,2.0283210605876764e-06,0.00089830389510958165,3.7974639436414049e-06,1.80984968815632e-12,5.6194836474126562e-08,5.4594921864283221e-08,0.0015717343890758262,1.2881936640786735e-05,2.5670128508517598e-14,6.2091754970631772e-16,2.1222486579377708e-12,1.21848959415093e-14,8.1660444629343257e-08,2.2955649108214539e-06,6.4664054726943807e-06,6.4695471414535881e-06,1.9699068494706703e-09,1.1691527247838175e-09,2.4055546470900402e-15,1.5950339979753585e-07,9.6639645299410596e-11,2.7897344014912464e-11,4.4316962181377374e-13,3.6043586201178862e-10,4.969542620786994e-12,4.3099564906637779e-13,1.7456923776868646e-05,3.9324088548299198e-15,1.2709803539122081e-15,1.3263167303101995e-08,1.2891429191228744e-09,1.627872650854193e-10,2.5889206273494121e-08,4.539810888004263e-08,4.3042720472282655e-13,5.45008966973028e-12,1.9233736275277345e-11,1.8068468789061493e-11,1.219693548208946e-12,1.2112900430784638e-13,5.0527813376824027e-14,7.698077526501881e-11,1.39488117237921e-13,2.1707489952282637e-14,1.9697902094552071e-12,4.7982346480330872e-16,1.5590126961224787e-16,6.1312397942194475e-18,2.2010950433092798e-11,4.1129194278187766e-15,9.1597781817461756e-14,1.3377357053905564e-10,4.1158675869031429e-14,1.2057557547949253e-13,6.5236221230600994e-14,1.7091848665934211e-13,1.2346254941813113e-14
5.59859004938262e-10,0.21974450466303672,76.950000000000003,0.0,0.0,0.0,0.99333048295398341,9.4998037810703941,0.00015309662752403813,0.00197896199999242,0.0017816098328377935,0.00019228565773714252,6.0618610709424416e-10,2.0280792094614161e-06,0.00091535917511193182,3.8693608456339524e-06,1.8452735845435853e-12,5.9491859284294875e-08,5.7793137757677087e-08,0.0016015873293595683,1.3374894101989533e-05,2.6156137792158186e-14,6.3622533712677348e-16,2.2675962301768444e-12,1.2901215277180387e-14,8.4258975274234013e-08,2.3465009626432281e-06,6.7496116488789666e-06,6.7528911557687175e-06,2.0562004691304891e-09,1.2204054276433867e-09,2.4512730617198149e-15,1.6561243492709673e-07,1.0034168207530976e-10,2.8975222196381302e-11,4.9244819202172249e-13,3.781282294726464e-10,5.2078287775764561e-12,4.7934674783197952e-13,1.7788756750656388e-05,4.1254355353552827e-15,1.3333674520964435e-15,1.3277622600341414e-08,1.2917842009644005e-09,1.6278024890462126e-10,2.619197360601838e-08,4.6465591160796413e-08,4.7870154785941052e-13,5.778026660948749e-12,2.0753725602261503e-11,1.9473924667774803e-11,1.339452197180513e-12,1.257921373393846e-13,5.5933846675608263e-14,7.8899857566947907e-11,1.534714758022473e-13,2.4255151168849231e-14,2.0191801463416701e-12,5.4512528728484145e-16,1.778219815784793e-16,7.0527179334242302e-18,2.3009807587051417e-11,4.215458067167361e-15,9.3930910235481516e-14,1.4001341417786739e-10,4.3078998811352404e-14,1.2584387186847937e-13,6.8280220610181018e-14,1.790002388513819e-13,1.2905296516223767e-14
5.703193963313572e-10,0.21974449592939266,76.950000000000003,0.0,0.0,0.0,0.99320630012264477,9.4998000158552127,0.00015594459092179843,0.0020156780133810952,0.001814373560871644,0.00019597539506767392,6.1743256055086117e-10,2.0278373890409133e-06,0.00093241214496838536,3.94123904957629e-06,1.8806822317419611e-12,6.2914637833841135e-08,6.1113364965854103e-08,0.0016314366846110618,1.387702183987043e-05,2.6642020680561779e-14,6.5172951818924969e-16,2.4196445551100187e-12,1.3644957548803257e-14,8.6881595160139794e-08,2.3974240635262983e-06,7.0390321021249175e-06,7.0424524924506782e-06,2.1443879866840044e-09,1.2727838228563484e-09,2.4969859860062078e-15,1.7183547968086977e-07,1.041128196037549e-10,3.007355106905497e-11,5.4603200802085555e-13,3.9629580045267565e-10,5.4527249195325048e-12,5.3197828530005605e-13,1.8120550839208322e-05,4.3236467162269175e-15,1.3974301928646483e-15,1.3291471350137863e-08,1.2944213869038588e-09,1.6277285104752987e-10,2.6494183211897767e-08,4.7533570251192328e-08,5.3124781559766056e-13,6.1183350225371908e-12,2.2361729374197019e-11,2.0958627670904543e-11,1.468345955967701e-12,1.3054273974465121e-13,6.1792695413015885e-14,8.0823004015569621e-11,1.6855395308596492e-13,2.7043865567754464e-14,2.068675755326199e-12,6.1777077807637199e-16,2.0232061532241627e-16,8.0904877758353422e-18,2.4031869481174904e-11,4.3182138810281016e-15,9.6265745664324058e-14,1.4640694211369114e-10,4.5046630260386061e-14,1.3125259369623791e-13,7.1399218832125287e-14,1.8728394618101553e-13,1.3479683622433412e-14
5.807797877244523e-10,0.21974448721507644,76.950000000000003,0.0,0.0,0.0,0.9930821331098999,9.499796252115944,0.00015879209728800913,0.0020523844997784586,0.0018471232373990648,0.0001996635434409639,6.2867608776834281e-10,2.0275955993327985e-06,0.00094946280497461852,4.0130985519352524e-06,1.9160756304764744e-12,6.6465473245644639e-08,6.4557849064905034e-08,0.0016612824558652896,1.4388315169701113e-05,2.7127777149844567e-14,6.6743371165711859e-16,2.578552780839453e-12,1.4416629779630073e-14,8.9527731766644051e-08,2.4483331944641959e-06,7.334665187077525e-06,7.3382295070149703e-06,2.2344688990566738e-09,1.3262876121729858e-09,2.5426934215349013e-15,1.7817249276579862e-07,1.0795303278269703e-10,3.1192326998232771e-11,6.0419689380557015e-13,4.1494012156202169e-10,5.7042859840497132e-12,5.8917060588599211e-13,1.8452305993041332e-05,4.5270592664242986e-15,1.4631740282158691e-15,1.3304771534522605e-08,1.2970548399195582e-09,1.6276510821556e-10,2.6795885227429743e-08,4.8601992948269384e-08,5.8834560713225598e-13,6.4711992159492164e-12,2.406105017729284e-11,2.2525394297462439e-11,1.6068778468513862e-12,1.3538077981716576e-13,6.8132025620277724e-14,8.2750067783975953e-11,1.847990561988142e-13,3.0091117330316788e-14,2.1182731757836291e-12,6.9841678444139458e-16,2.296431497425508e-16,9.2565134310100497e-18,2.507714563367563e-11,4.4211790225502287e-15,9.8602113873969022e-14,1.5295446776906678e-10,4.7061666695698408e-14,1.368036180475358e-13,7.4593368874845924e-14,1.9577003136849799e-13,1.4069622825494215e-14
6.017005705106426e-10,0.219744469844385,76.950000000000003,0.0,0.0,0.0,0.99283384655279106,9.499788729055652,0.00016448573917196766,0.0021257688843306158,0.0019125804383783097,0.00020703507362034135,6.511543612804194e-10,2.0271121120802529e-06,0.00098355719661938584,4.1567614378060581e-06,1.9868166854762723e-12,7.3960505255344859e-08,7.1828559778752208e-08,0.0017209632504557677,1.5438379870657865e-05,2.8098910735754517e-14,6.9945659397172785e-16,2.9175856398054152e-12,1.604578999941534e-14,9.4888331606104727e-08,2.5501060481745132e-06,7.9445620943336607e-06,7.948423415576571e-06,2.4203087200863762e-09,1.4366700751501254e-09,2.6340918325606419e-15,1.9118825912374295e-07,1.1584058590666171e-10,3.349120462258743e-11,7.3543002238607073e-13,4.5366478045002555e-10,6.227619151254583e-12,7.184194363359459e-13,1.9115699324798122e-05,4.9495513664179616e-15,1.5997253090315053e-15,1.3329930770831276e-08,1.3023118275509224e-09,1.6274871711176958e-10,2.7397944009398913e-08,5.0739980827724669e-08,7.173743772701973e-13,7.2153214340956603e-12,2.7747146115141727e-11,2.5916592525049553e-11,1.9149547545450299e-12,1.4531904642388858e-13,8.2368171992472798e-14,8.6615416732769679e-11,2.2104319426622503e-13,3.7035646641541851e-14,2.2177595012523855e-12,8.8655928087508802e-16,2.9383585082382427e-16,1.2026048250112512e-17,2.7237373347667995e-11,4.6277089346097724e-15,1.0327883180729384e-13,1.6651271003378669e-10,5.1234323218852044e-14,1.4834017530219335e-13,8.1207709019405957e-14,2.1335094858924128e-13,1.5296994234441882e-14
6.20529275018214e-10,0.21974445427675673,76.950000000000003,0.0,0.0,0.0,0.99261044278254551,9.4997819633252139,0.00016960845443711911,0.0021917822299165344,0.0019714438692695429,0.00021366401731543489,6.7137479418098499e-10,2.0266770786557709e-06,0.0010142342523791947,4.2859940403756266e-06,2.0504314925942389e-12,8.1167016523296842e-08,7.8819642773823835e-08,0.0017746637184321888,1.6414737446654759e-05,2.8972498371065939e-14,7.289974647572941e-16,3.2477729596478082e-12,1.7612632043216785e-14,9.9787824231194933e-08,2.6416458296241819e-06,8.5146977973161571e-06,8.518836846778035e-06,2.594034248742454e-09,1.5398597455296254e-09,2.716331646430431e-15,2.0329180774332542e-07,1.2317537150393441e-10,3.5630083506558337e-11,8.7220915870914565e-13,4.9016129962878791e-10,6.7219500154286633e-12,8.534039587787146e-13,1.9712619771760247e-05,5.3477338950062043e-15,1.7284195935538995e-15,1.3351173554560902e-08,1.3070333262703176e-09,1.6273308632756701e-10,2.7938474493674513e-08,5.2665248387511044e-08,8.5212068398728786e-13,7.9297760599554486e-12,3.1411266342556984e-11,2.9278431973611123e-11,2.2305900349612257e-12,1.5456220624806545e-13,9.712370260457739e-14,9.0106377435548509e-11,2.5832592279827578e-13,4.43639357001191e-14,2.3076125076629417e-12,1.0907668255842623e-15,3.6412182471510728e-16,1.5097784716728788e-17,2.9261045418202956e-11,4.8142349212443492e-15,1.074916832661205e-13,1.7924472545513974e-10,5.5152739516271089e-14,1.5922896149074057e-13,8.7419061991079435e-14,2.2986984291934064e-13,1.645693170592089e-14
6.393579795257854e-10,0.21974443877158198,76.950000000000003,0.0,0.0,0.0,0.99238709031340522,9.4997752023398707,0.00017472968987740028,0.0022577646798861441,0.002030261782890834,0.00022028781398523,6.9158573752116597e-10,2.026242144842302e-06,0.001044903828824982,4.4151659951922274e-06,2.1139969061682991e-12,8.8824092156468603e-08,8.6248145686112916e-08,0.0018283525897649592,1.7420718723575961e-05,2.9845676039186062e-14,7.5924250037750784e-16,3.6026617960334938e-12,1.9277832100310874e-14,1.0475519979155174e-07,2.7331291228084092e-06,9.104932227525207e-06,9.109358889418833e-06,2.7738851457683995e-09,1.6466902146597104e-09,2.798553700483848e-15,2.1576397471335554e-07,1.3073357373315001e-10,3.7835146845111838e-11,1.0286505555183428e-12,5.2822290887540567e-10,7.2386982452844126e-12,1.008090726625751e-12,2.0309413515128092e-05,5.7629915649341561e-15,1.862632601942919e-15,1.3371316637917464e-08,1.3117469713819633e-09,1.6271676676564521e-10,2.8477950957531908e-08,5.4591326873640443e-08,1.0065253164474653e-12,8.6876765115109751e-12,3.5425286951828563e-11,3.2951844058197091e-11,2.5860797887610939e-12,1.6408817346867582e-13,1.1391628481712292e-13,9.3608221028589366e-11,3.0047539580181027e-13,5.2844055248795131e-14,2.3977478136236529e-12,1.3332362411629593e-15,4.4827381757883717e-16,1.8818447218000382e-17,3.1360035045229967e-11,5.0013424393208133e-15,1.1170744925197257e-13,1.9248010048154836e-10,5.9226104399590788e-14,1.7060884598868363e-13,9.3876057577864642e-14,2.4705036676907354e-13,1.7670565881921392e-14
6.581866840333567e-10,0.21974442332879365,76.950000000000003,0.0,0.0,0.0,0.99216378916360237,9.4997684460858434,0.00017984944585194777,0.0023237162237472533,0.0020890341829261304,0.00022690646408709837,7.117871881174312e-10,2.0258073106782419e-06,0.001075565927682972,4.5442772819073331e-06,2.1775129305876516e-12,9.6945051941592157e-08,9.4127089095862396e-08,0.0018820298700387992,1.8456296411702838e-05,3.0718443602562735e-14,7.9021268336794725e-16,3.9831800398329599e-12,2.1044331034729145e-14,1.0978757384675784e-07,2.82455313050733e-06,9.7152526513130442e-06,9.719976816088248e-06,2.9598575197015614e-09,1.7571591716584262e-09,2.8807580032769699e-15,2.2860452152238384e-07,1.3851504760208421e-10,4.0106367890797982e-11,1.2067917108927801e-12,5.6785593478831438e-10,7.7781598171547278e-12,1.1845739843480593e-12,2.0906080415994443e-05,6.1953933706679057e-15,2.002386632968566e-15,1.3390541839442003e-08,1.3164539006181288e-09,1.6269987351464574e-10,2.901653337806688e-08,5.6518046730431826e-08,1.1826762271370351e-12,9.4900177401101299e-12,3.9810576328334557e-11,3.695472842178673e-11,2.9850047386155934e-12,1.7389676497540982e-13,1.3294765919605183e-13,9.7120429398001511e-11,3.4795285142705879e-13,6.2612673231075158e-14,2.4881517971702134e-12,1.6195766651350488e-15,5.48481103693719e-16,2.3298128621847455e-17,3.3534366480276676e-11,5.1890037993716161e-15,1.1592557422208569e-13,2.0622032938939777e-10,6.3454877734095893e-14,1.8249144394921784e-13,1.0057942491136722e-13,2.648945222820412e-13,1.8939176808018458e-14
6.770153885409281e-10,0.21974440794832437,76.950000000000003,0.0,0.0,0.0,0.99194053935131932,9.4997616945493775,0.00018496772271996929,0.0023896368510459955,0.0021477610731036705,0.00023351996808329933,7.3197914279800189e-10,2.0253725762018723e-06,0.0011062205506799211,4.6733278802467764e-06,2.2409795702883564e-12,1.0554318657599719e-07,1.0246947164473607e-07,0.0019356955647192515,1.9521443230538878e-05,3.1590800924146835e-14,8.2192896084433392e-16,4.3902550932469281e-12,2.2915064993688728e-14,1.1488218206229155e-07,2.9159156117800372e-06,1.0345645780271248e-05,1.0350677345183263e-05,3.1519473098046339e-09,1.8712642046139519e-09,2.9629445631831874e-15,2.4181321018718255e-07,1.4651964843949053e-10,4.2443718576376115e-11,1.4088028202235534e-12,6.0906606510920717e-10,8.3406239525244522e-12,1.3850916203678645e-12,2.1502620364423052e-05,6.6450013362289256e-15,2.1477017325720994e-15,1.3409000772718883e-08,1.3211550626821122e-09,1.6268250254435196e-10,2.9554355836804629e-08,5.8445265902729513e-08,1.3828043559945791e-12,1.0337772329934201e-11,4.4589109888553305e-11,4.1305398211597483e-11,3.4311428696634926e-12,1.8398779807091964e-13,1.5443198144524266e-13,1.0064255493685379e-10,4.012477361166378e-13,7.3817638145991727e-14,2.5788126904726996e-12,1.9560002454757448e-15,6.6719730975759869e-16,2.8661268815766951e-17,3.5784057870423509e-11,5.3771950800295815e-15,1.2014559266984364e-13,2.2046683663340613e-10,6.7839497868746678e-14,1.9488856356773098e-13,1.0752985900000546e-13,2.8340421468342334e-13,2.0264066304382905e-14
6.958440930484995e-10,0.21974439263010484,76.950000000000003,0.0,0.0,0.0,0.99171734089468822,9.4997549477167418,0.00019008452084074383,0.0024555265513668068,0.0022064424571960378,0.00024012832644101681,7.5216159840273441e-10,2.024937941451387e-06,0.0011368676995431146,4.8023177700107747e-06,2.3043968297537475e-12,1.1463175768944966e-07,1.1128827004291147e-07,0.0019893496791576811,2.061613190882919e-05,3.24627478673913e-14,8.5441224451359241e-16,4.8248137241770095e-12,2.4892965388205404e-14,1.2003637520463065e-07,3.0072147709021119e-06,1.0996097882068081e-05,1.1001446751825736e-05,3.3501503198885794e-09,1.9890028207718635e-09,3.045113388400893e-15,2.5538980319745014e-07,1.5474723186156945e-10,4.484716962797172e-11,1.6369904087789578e-12,6.5185840426259866e-10,8.9263732635645862e-12,1.6120298347776966e-12,2.2099033274639032e-05,7.1118711211841953e-15,2.2985958897203913e-15,1.342681988767601e-08,1.3258512488499769e-09,1.6266473389676772e-10,3.0091530725781734e-08,6.0372865362000793e-08,1.6092882539961197e-12,1.1231890979662888e-11,4.9783467860689492e-11,4.6022573675698632e-11,3.9284735649102671e-12,1.943610904279721e-13,1.7859612546556009e-13,1.0417421081406962e-10,4.6087853564906071e-13,8.6618490108894632e-14,2.6697203239345973e-12,2.3493638044963388e-15,8.0716297831800216e-16,3.5047984178866009e-17,3.8109122253081713e-11,5.5658956079679077e-15,1.2436711448840108e-13,2.3522098635161807e-10,7.2380384565212348e-14,2.0781220569462575e-13,1.1472802537425508e-13,3.0258126548291773e-13,2.1646557920673497e-14
7.146727975560708e-10,0.21974437737406557,76.950000000000003,0.0,0.0,0.0,0.99149419381179116,9.4997482055742264,0.00019519984057362127,0.002521385314332407,0.0022650783390202197,0.00024673153963237202,7.7233455178299449e-10,2.0245034064648789e-06,0.0011675073760003649,4.931246931074037e-06,2.3677647135145822e-12,1.2422399786600299e-07,1.2059643907620417e-07,0.00204299221859607,2.1740335184579953e-05,3.333428429625287e-14,8.8768341068491885e-16,5.2877819405469576e-12,2.6980958874025079e-14,1.2524761434757945e-07,3.0984491682578257e-06,1.166659486937367e-05,1.167227095685665e-05,3.5544622454484271e-09,2.110372462731253e-09,3.1272644869608813e-15,2.693340634653543e-07,1.6319765374137246e-10,4.7316690668297034e-11,1.8938009131314789e-12,6.9623752401958356e-10,9.5356838951222143e-12,1.8679277944608045e-12,2.2695319081019875e-05,7.5960525734359006e-15,2.4550852150660883e-15,1.3444104672650846e-08,1.3305431192780222e-09,1.6264663434599989e-10,3.0628152272405945e-08,6.2300745358236622e-08,1.8646586927191727e-12,1.2173302973588367e-11,5.5416833066988984e-11,5.1125375840280712e-11,4.481181660546917e-12,2.0501646005032822e-13,2.0567998059730623e-13,1.0771506258988526e-10,5.2739360555225851e-13,1.0118697572192096e-13,2.7608659057027283e-12,2.8072117372679039e-15,9.714293098406724e-16,4.2615473261809483e-17,4.0509568389197144e-11,5.7550875098040815e-15,1.2858981270647474e-13,2.5048409055519605e-10,7.7077941521606427e-14,2.2127456345941832e-13,1.2217456408911734e-13,3.2242742385077239e-13,2.3087996892159856e-14
7.335015020636422e-10,0.21974436218013585,76.950000000000003,0.0,0.0,0.0,0.9912710981206605,9.4997414681081533,0.00020031368227802182,0.0025872131296037814,0.0023236687224376515,0.00025332960813441815,7.9249799980190894e-10,2.0240689712803239e-06,0.0011981395817800109,5.0601153433855494e-06,2.4310832261488868e-12,1.3433311066586956e-07,1.3040691161322595e-07,0.0020966231881716052,2.2894025805077843e-05,3.4205410075191148e-14,9.2176330028308038e-16,5.7800848817173275e-12,2.9181967332715145e-14,1.3051346627670406e-07,3.1896176491247543e-06,1.235712237092749e-05,1.2363135597963727e-05,3.7648786953531189e-09,2.2353705213888223e-09,3.2093978667333038e-15,2.8364575427941804e-07,1.7187077018082221e-10,4.9852250310955611e-11,2.1818242126342251e-12,7.4220750978804266e-10,1.0168825663388871e-11,2.1554822754578195e-12,2.3291477734754748e-05,8.0975902342912391e-15,2.6171841041847605e-15,1.3460943155895207e-08,1.3352312249032756e-09,1.626282596144198e-10,3.1164299493453608e-08,6.4228822279929965e-08,2.1516032597668132e-12,1.3162916642609083e-11,6.1512988707719817e-11,5.6633320264819314e-11,5.0936614242157011e-12,2.1595372523697299e-13,2.359367432659407e-13,1.1126482098307412e-10,6.0137200088683055e-13,1.1770756631099248e-13,2.8522418314654571e-12,3.3378200840792702e-15,1.1633830793082459e-15,5.1539498623107273e-17,4.2985401461110171e-11,5.9447553255619404e-15,1.3281341321177215e-13,2.6625741619326235e-10,8.1932558549596027e-14,2.3528802190616096e-13,1.2987009317684765e-13,3.4294437643119942e-13,2.4589750097081126e-14
7.523302065712136e-10,0.21974434704824491,76.950000000000003,0.0,0.0,0.0,0.99104805383927852,9.4997347353048571,0.00020542604631343636,0.0026530099868801592,0.0023822136113542361,0.00025992253242913859,8.1265193933425551e-10,2.0236346359356126e-06,0.0012287643186109172,5.1889229869684972e-06,2.4943523722820064e-12,1.4497227064731439e-07,1.4073259861257917e-07,0.0021502425929210865,2.407717652690941e-05,3.5076125069166312e-14,9.5667271885968275e-16,6.3026467253873319e-12,3.1498907853175699e-14,1.358315990890108e-07,3.2807192877466349e-06,1.3067665787347233e-05,1.3074026085542901e-05,3.9813952088756369e-09,2.3639943461035851e-09,3.2915135354344268e-15,2.983246392625209e-07,1.8076643748524373e-10,5.2453816246311997e-11,2.5037971106553277e-12,7.8977200276228494e-10,1.0826062191321702e-11,2.4775522926394628e-12,2.3887509201092651e-05,8.6165237983546365e-15,2.784905386210805e-15,1.3477408789865952e-08,1.3399160254804114e-09,1.6260965619833915e-10,3.170003864387433e-08,6.6157026052034097e-08,2.4729709400844295e-12,1.4201619815031085e-11,6.8096316146867361e-11,6.2566310876017937e-11,5.7705204556016378e-12,2.2717270454951934e-13,2.6963320298591508e-13,1.1482323567990124e-10,6.8342430537455462e-13,1.3637797929288642e-13,2.9438415216455142e-12,3.9502417731651992e-15,1.3867727695213318e-15,6.2015947707718833e-17,4.5536623650696789e-11,6.1348856778031176e-15,1.3703768623347091e-13,2.8254219120025993e-10,8.6944613437935263e-14,2.4986515764065889e-13,1.3781521160239413e-13,3.6413375574244889e-13,2.6153206015294458e-14
7.711589110787849e-10,0.21974433197832138,76.950000000000003,0.0,0.0,0.0,0.99082506098557732,9.4997280071507078,0.00021053693303942547,0.0027187758758989954,0.0024407130097203449,0.00026651031300345396,8.3279636726624771e-10,2.0232004004685334e-06,0.0012593815882224696,5.3176698419204734e-06,2.5575721565867362e-12,1.5615462338857752e-07,1.5158638913009026e-07,0.0022038504377851274,2.5289760115980369e-05,3.5946429143641511e-14,9.9243243660387313e-16,6.8563906072601666e-12,3.3934692713499756e-14,1.4119977797602839e-07,3.3717533425869134e-06,1.379821033577878e-05,1.3804927647395263e-05,4.2040072693165291e-09,2.4962412528288134e-09,3.3736115006331703e-15,3.1337048233355147e-07,1.8988451214011743e-10,5.5121355319885813e-11,2.8626067667041897e-12,8.3893423840276013e-10,1.1507651041056835e-11,2.8371637167249228e-12,2.4483413457050554e-05,9.1528885333771733e-15,2.9582604595316856e-15,1.3493562853249831e-08,1.344597904611235e-09,1.6259086288858026e-10,3.2235425267305748e-08,6.8085297957830279e-08,2.8317766832337699e-12,1.5290280257507244e-11,7.519179269953531e-11,6.8944633878347397e-11,6.5165835118211397e-12,2.3867321678242987e-13,3.0705002290198411e-13,1.1839008999893449e-10,7.7419345986711282e-13,1.5740970224003258e-13,3.0356592810994715e-12,4.6543529796479699e-15,1.6457359254748116e-15,7.4262473255063549e-17,4.8163234623212418e-11,6.3254669864962368e-15,1.4126243921146513e-13,2.9933960970736919e-10,9.2114473558379762e-14,2.6501873848961189e-13,1.4601050181027065e-13,3.8599714741570838e-13,2.7779774688229194e-14
7.899876155863563e-10,0.21974431697029354,76.950000000000003,0.0,0.0,0.0,0.99060211957743993,9.4997212836320912,0.00021564634281561989,0.0027845107864359502,0.0024991669215307937,0.00027309295034922879,8.5293128049586064e-10,2.0227662649167581e-06,0.001289991392344576,5.4463558884132701e-06,2.6207425837832399e-12,1.678932855098261e-07,1.629811503260835e-07,0.0022574467276122081,2.6531749347534975e-05,3.681632216458274e-14,1.0290631883562748e-15,7.4422385515223794e-12,3.6492229362930107e-14,1.4661586118213844e-07,3.4627192200825626e-06,1.4548741086062422e-05,1.4555825364935997e-05,4.4327103150436114e-09,2.6321085306993909e-09,3.4556917697572052e-15,3.2878304767236888e-07,1.9922485078981284e-10,5.78548336039706e-11,3.2612940801771656e-12,8.8969708159253057e-10,1.2213843843439653e-11,3.2375138788208287e-12,2.5079190489492989e-05,9.7067156638459715e-15,3.1372594157629379e-15,1.3509456463680126e-08,1.3492771823417092e-09,1.6257191204428612e-10,3.2770505922485048e-08,7.001358880558046e-08,3.2312059568042423e-12,1.6429746106324623e-11,8.2824989421065869e-11,7.5788951740169005e-11,7.3368962588927916e-12,2.5045508093579856e-13,3.4848201496156717e-13,1.219651962789324e-10,8.7435559014241282e-13,1.8102851929458902e-13,3.1276901778321514e-12,5.4609005643844037e-15,1.9448277483885008e-15,8.8520214622688684e-17,5.0865231934465377e-11,6.5164892225357268e-15,1.4548751079381488e-13,3.1665083654766282e-10,9.744249725401071e-14,2.8076172317194594e-13,1.5445653192632428e-13,4.0853609645296256e-13,2.9470887680176551e-14
8.088163200939277e-10,0.2197443020240896,76.950000000000003,0.0,0.0,0.0,0.99037922963269864,9.4997145647354237,0.00022075427600171959,0.0028502147083048681,0.00255757535082483,0.00027967044496327048,8.7305667593275477e-10,2.0223322293178699e-06,0.0013205937327076648,5.5749811066927152e-06,2.6838636586391021e-12,1.8020134469513886e-07,1.7492972747269609e-07,0.0023110314671625364,2.7803117006175143e-05,3.7685803998455176e-14,1.0665856736206306e-15,8.0611114106214007e-12,3.917442040422679e-14,1.5207779613024391e-07,3.5536164452168265e-06,1.5319242990093453e-05,1.5326704202594236e-05,4.6674997484513783e-09,2.7715934473794672e-09,3.5377543500988809e-15,3.4456209968777434e-07,2.0878731021816361e-10,6.0654216463101702e-11,3.7030570263031024e-12,9.4206305877357791e-10,1.2944886424750898e-11,3.6819761624606542e-12,2.567484029352003e-05,1.0278032721620886e-14,3.3219111530729767e-15,1.3525132267124414e-08,1.3539541257314567e-09,1.6255283066220928e-10,3.3305319639091525e-08,7.1941857382926252e-08,3.6746192859494475e-12,1.7620846289292609e-11,9.1022068897889218e-11,8.3120297254293302e-11,8.2367289506847028e-12,2.6251811619046009e-13,3.9423840982001528e-13,1.2554839188708925e-10,9.8462083401724951e-13,2.0747503960424732e-13,3.2199299380247011e-12,6.3815505540655844e-15,2.2890509447119788e-15,1.0505560119679401e-16,5.3642611374018157e-11,6.707943694410321e-15,1.4971276577573477e-13,3.3447701115532459e-10,1.0292903504080501e-13,2.9710726098257081e-13,1.631538576633469e-13,4.3175211264317425e-13,3.122799804094109e-14
