Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456)
1.0547003950419129e-07,0.25308839773456754,76.950000000000003,0.0,0.0,0.0,1.7849971150924372e-05,9.4962560868975512,0.00083344955529999272,0.0042089369593081112,3.6607091020935138e-10,7.6069444395286371e-12,5.4302767365372242e-10,2.0951894976344756e-07,0.004912162633505396,3.1907757790569222e-06,3.970191421959607e-20,2.2148247882789098e-11,0.0050066447789401678,0.93164255920646677,0.0011300165011129599,1.2730110475823717e-14,2.1833133245741886e-11,2.0618113989991507e-06,3.1367303350031261e-12,0.00031191398381615867,2.4087977224512685e-10,0.021849651513636714,0.022694558387269366,3.2566498791074238e-06,1.7208818462299702e-06,2.1805275986200681e-09,0.01118321394858007,3.3151547436503848e-06,8.7540393365762494e-07,4.1478644070001439e-06,3.2232519660603394e-06,7.9353405164274222e-06,0.00034106597783906963,0.015034027513950712,2.3963079918837295e-11,9.1273821673663446e-12,1.6077476899110631e-06,5.325207386549492e-07,9.3103146789817424e-09,0.00020941958056912904,0.00066030496764189468,7.4542290109230738e-05,1.1238794472161986e-06,7.9384652831348426e-05,6.1873491796883843e-07,7.1590652238889005e-06,7.3196347151354495e-08,7.484490969518774e-08,5.5192184575260328e-06,3.5630538925937774e-05,2.4437148268586015e-06,8.8840750957206762e-08,2.556573979673377e-08,3.0774043648681348e-06,6.9951320823056354e-08,0.00040341827532926991,8.7133174003727051e-10,4.7849835702143719e-08,0.0014508369107120451,1.4874997645936531e-07,1.2950589941113975e-06,2.7439511579612535e-07,7.7003048019409004e-07,2.6711675234779262e-08,5.2738987051961101e-09,1.3823014270134018e-14,1.6980402666198771e-08,2.4341757686315696e-05,3.0037053483506093e-08,1.1456958783269337e-08,8.651625005654158e-10,2.705054862386513e-08,0.0029453137604717665,5.0609017936906914e-09,0.00071588481871619756,5.0608788337997736e-09,6.7046715884070077e-05,1.8916805621072854e-16,1.1054476284732699e-16,3.2766078932867848e-12,2.028101189564618e-07,3.6421764421256159e-07,1.7486441734251145e-16,1.7127219452533885e-10,4.5400559841151772e-08,0.00016295695930225812,3.8933779765231649e-08
1.0681911903776265e-07,0.2530884015095951,76.950000000000003,0.0,0.0,0.0,1.7573209139562994e-05,9.4962365801353332,0.00081882641140738129,0.0041184343359439669,3.6097327110468615e-10,7.50113100739731e-12,5.3135012732428474e-10,2.0714235059733668e-07,0.0047777710616714554,3.1221596910382155e-06,3.9149656234899836e-20,1.8737058763196405e-11,0.0050337351943614229,0.93172978622471525,0.0011300347404373189,1.2456355614504607e-14,2.1951222894487795e-11,2.0729784839049182e-06,3.1309328050283161e-12,0.00031194335375482981,2.408290582044976e-10,0.021849652233773682,0.022694559308970366,3.2566432482048901e-06,1.7208783423160849e-06,2.1807317582242779e-09,0.011220690383503014,3.3262574030796058e-06,8.7833584385580135e-07,4.1478646180431401e-06,3.2340495220944503e-06,7.9619947583852077e-06,0.00034106607989353916,0.015083375485866404,2.4043303982292667e-11,9.1579389928252146e-12,1.6129840469997911e-06,5.3426434191977735e-07,9.3389486190893585e-09,0.00021177383805071309,0.00066773845233357324,7.4542293631807852e-05,1.1276534869690032e-06,8.0962261760920734e-05,6.1759342035722479e-07,7.1459873037734987e-06,7.3444491474863545e-08,7.4708038979096794e-08,5.5723369933637632e-06,3.6619206122036455e-05,2.4392426852893986e-06,8.9695790488000752e-08,2.5518879710717847e-08,3.0954191600454603e-06,7.0815413757849317e-08,0.00040873016548879817,8.797266308403545e-10,4.845603046606011e-08,0.0014679027319949988,1.5049937407742782e-07,1.307492059923112e-06,2.7762218512686511e-07,7.7908536420330838e-07,2.6968080860363181e-08,5.3243323699174631e-09,1.3985560811252184e-14,1.7147805955850833e-08,2.4581790996361249e-05,3.0418924391750414e-08,1.145695916087747e-08,8.6524171320545854e-10,2.7406415330755706e-08,0.0029572939718882966,5.077502528005152e-09,0.00072214900092644485,5.0774794910867372e-09,6.8390404313199336e-05,1.9098388218827877e-16,1.1160588308126144e-16,3.2706115078691267e-12,2.0281018010104088e-07,3.6847788656137949e-07,1.7690953037125619e-16,1.7327556032385353e-10,4.5998612660501227e-08,0.00016772116734483467,3.9446650688053998e-08
1.0816819857133402e-07,0.25308840531560106,76.950000000000003,0.0,0.0,0.0,1.7305520865849354e-05,9.4962173960150391,0.00080446004797126336,0.0040299042649306642,3.5604954563796694e-10,7.3989232354702692e-12,5.1992714017335613e-10,2.0490177224279012e-07,0.0046512277125711939,3.0550393670926694e-06,3.8616216793345848e-20,1.5874662699895455e-11,0.0050602687436651795,0.93180894794153601,0.0011300518573920321,1.2188568343266413e-14,2.2066884442968781e-11,2.0839160250049637e-06,3.1252393034798516e-12,0.00031197001377015468,2.4078042648674864e-10,0.021849652976492967,0.022694560227545981,3.256636730915986e-06,1.720874898438e-06,2.180917040656932e-09,0.011257003370396809,3.3370152376276214e-06,8.811766970486039e-07,4.1478648372495401e-06,3.2445117702142813e-06,7.9878218169438966e-06,0.0003410661688109741,0.015132537167839046,2.4121035713033827e-11,9.1875465049118162e-12,1.6182030117862546e-06,5.3600161596089489e-07,9.3675849851195005e-09,0.00021413305570077272,0.00067518761140683288,7.4542297350464569e-05,1.1313103602781692e-06,8.2545808170877717e-05,6.1647210259312631e-07,7.1331388728154843e-06,7.3685006899793289e-08,7.4573570342329271e-08,5.6247176919589095e-06,3.7624089947479807e-05,2.4348490886505943e-06,9.0538953250454384e-08,2.5472842935134927e-08,3.1131040138382534e-06,7.1677458325796421e-08,0.00041405390013999434,8.8800493483548825e-10,4.9064512478049209e-08,0.0014847584374780842,1.5222722714515136e-07,1.3197503350410091e-06,2.8080951178872363e-07,7.8802872468849742e-07,2.7220880999296008e-08,5.3740552093800661e-09,1.4146105365040038e-14,1.7312893276466267e-08,2.4818504001650847e-05,3.0802253965530267e-08,1.145695955032542e-08,8.653134650478856e-10,2.7763799847848016e-08,0.0029690440954542336,5.0940406996689927e-09,0.00072830917194349656,5.0940175884394187e-09,6.9745738267915094e-05,1.9277417465304905e-16,1.1265208221185486e-16,3.2647204379234624e-12,2.0281023335898802e-07,3.7268548974733598e-07,1.7892937214105643e-16,1.7525417272097997e-10,4.6597999203957938e-08,0.0001725452919403582,3.9960665372574826e-08
1.0951727810490538e-07,0.25308840915207276,76.950000000000003,0.0,0.0,0.0,1.7046505866594398e-05,9.4961985271838145,0.00079034597852570775,0.0039433041105743213,3.5129151100417936e-10,7.3001508340477684e-12,5.0875320836582163e-10,2.0278925554349565e-07,0.0045320708492826668,2.9893824672416282e-06,3.8100707124526193e-20,1.3472518120502134e-11,0.005086256570285796,0.93188050689861013,0.0011300678819104722,1.1926619636595345e-14,2.2180166493947449e-11,2.0946286152805496e-06,3.1196469320828432e-12,0.0003119941192862745,2.4073376586028425e-10,0.021849653737719889,0.022694561143123664,3.2566303241183273e-06,1.7208715129461346e-06,2.1810845285164654e-09,0.011292183511925583,3.3474373197270807e-06,8.839288889406736e-07,4.1478650630643225e-06,3.25464753180525e-06,8.0128434490911121e-06,0.00034106624673131258,0.015181518399560664,2.4196340697184434e-11,9.2162296849545811e-12,1.6234050721741497e-06,5.3773275308103434e-07,9.396221036252826e-09,0.00021649721599684772,0.00068265238970429592,7.4542301228982342e-05,1.1348531497056364e-06,8.4134906882758225e-05,6.1537044793362864e-07,7.1205141558174838e-06,7.3918092759754993e-08,7.4441443329006672e-08,5.67636335499677e-06,3.8645206463398942e-05,2.4305320601414953e-06,9.1370284340016827e-08,2.5427608745927655e-08,3.1304673169043961e-06,7.2537502290117471e-08,0.00041938946346911345,8.9616709453425544e-10,4.9675275357905611e-08,0.0015014037314547259,1.5393350553255459e-07,1.3318346009145233e-06,2.8395704020105234e-07,7.9686040609573748e-07,2.7470091792545455e-08,5.4230704734259536e-09,1.4304645139110789e-14,1.7475673352883474e-08,2.5051909189554231e-05,3.1187038152443443e-08,1.1456959949477317e-08,8.6537818501101633e-10,2.8122698103392669e-08,0.0029805702218269692,5.110518270151227e-09,0.00073436678786333606,5.1104950872525096e-09,7.1112691363864412e-05,1.9453904791290338e-16,1.1368342703756846e-16,3.2589320328946163e-12,2.0281028001508461e-07,3.7684038808586522e-07,1.8092391121067551e-16,1.7720800082864559e-10,4.7198717697785574e-08,0.00017742866415048914,4.0475822297800116e-08
1.1086635763847674e-07,0.25308841301850565,76.950000000000003,0.0,0.0,0.0,1.6795784611157811e-05,9.496179966457408,0.00077647979369715591,0.0038585921417299846,3.4669141890508469e-10,7.2046533299614999e-12,4.9782294490543044e-10,2.0079730967231483e-07,0.0044198659549063296,2.9251573380391333e-06,3.7602289692185394e-20,1.1456383754709635e-11,0.0051117096206956926,0.93194489858326701,0.0011300828426884181,1.1670383208001892e-14,2.2291116790485962e-11,2.1051207665535163e-06,3.1141529126611472e-12,0.00031201581663629316,2.4068897211042528e-10,0.021849654514063711,0.022694562055824125,3.2566240248507389e-06,1.720868184275664e-06,2.1812352410789348e-09,0.011326260614146546,3.3575324855517446e-06,8.8659475284993089e-07,4.1478652941946696e-06,3.264465398546902e-06,8.0370808454728447e-06,0.0003410663154428917,0.015230324726768484,2.4269282812321272e-11,9.2440128635088723e-12,1.6285906926087362e-06,5.3945793602017068e-07,9.4248542208113132e-09,0.00021886630202941443,0.0006901327339887619,7.4542305237223808e-05,1.138284857541145e-06,8.5729180575859596e-05,6.1428795444850449e-07,7.1081075281368043e-06,7.4143943227369951e-08,7.4311599059580495e-08,5.7272770604274039e-06,3.9682569072515765e-05,2.4262896744600892e-06,9.2189833299256883e-08,2.5383156958996201e-08,3.1475172277098863e-06,7.3395592338845121e-08,0.00042473683819833718,9.042135961058343e-10,5.0288312843675474e-08,0.0015178384483717335,1.5561819244724739e-07,1.3437456986545021e-06,2.870647393865597e-07,8.0558032189248986e-07,2.7715730610758925e-08,5.4713816511453679e-09,1.4461178580093898e-14,1.7636155778293563e-08,2.5282020293360714e-05,3.1573272973882677e-08,1.145696035655796e-08,8.6543627690050868e-10,2.8483106088382579e-08,0.0029918782622849432,5.12693710212552e-09,0.00074032331272872994,5.1269138501290493e-09,7.2491237227508912e-05,1.9627862498415371e-16,1.1469998944586843e-16,3.2532437112772587e-12,2.0281032114301498e-07,3.8094254810640354e-07,1.8289313159986958e-16,1.7913702890730456e-10,4.7800766202603925e-08,0.00018237061183024955,4.0992119800678258e-08
1.122154371720481e-07,0.2530884169144026,76.950000000000003,0.0,0.0,0.0,1.6552997326750597e-05,9.4961617068163573,0.00076285715995476724,0.0037757275135129713,3.4224196458434036e-10,7.1122794250779215e-12,4.8713107727012924e-10,1.9891888449290201e-07,0.0043142041249994243,2.8623329986835151e-06,3.7120174846065478e-20,9.7639920171108847e-12,0.0051366386464896307,0.93200253302213898,0.0011300967672485318,1.1419735454617124e-14,2.2399782225114255e-11,2.1153969103436588e-06,3.108754577108585e-12,0.00031203524359779304,2.4064594756788887e-10,0.021849655302703549,0.022694562965761691,3.2566178302905543e-06,1.7208649109346586e-06,2.18137013802865e-09,0.011359263707424048,3.3673093412258387e-06,8.8917656134641137e-07,4.1478655295662613e-06,3.2739737384458042e-06,8.0605546452637289e-06,0.00034106637644073774,0.015278961417769897,2.4339924272377536e-11,9.2709197374590922e-12,1.6337603153737879e-06,5.411773384908726e-07,9.4534821646366294e-09,0.00022124029747012716,0.00069762859284404702,7.4542309350119189e-05,1.1416084079095324e-06,8.7328259722129154e-05,6.1322413448662667e-07,7.0959135125355154e-06,7.4362747449190715e-08,7.4183980197805597e-08,5.7774621479534493e-06,4.0736188611487035e-05,2.4221200567337346e-06,9.2997653884166615e-08,2.533946791899227e-08,3.1642616796288342e-06,7.4251774105568121e-08,0.00043009600575774713,9.1214496708291337e-10,5.090361878613658e-08,0.0015340625468652001,1.5728128382295618e-07,1.3554845258063623e-06,2.9013260184372034e-07,8.1418845140357002e-07,2.7957815987718114e-08,5.5189924578719046e-09,1.4615705316844416e-14,1.7794350968676384e-08,2.5508852226932369e-05,3.1960954521650206e-08,1.145696077008478e-08,8.6548812088748216e-10,2.8845019853774907e-08,0.0030029739547083713,5.1432989650219261e-09,0.00074618021637062328,5.1432756464293321e-09,7.3881349500949049e-05,1.9799303712028369e-16,1.1570184613777524e-16,3.2476529591845166e-12,2.0281035764036141e-07,3.849919670718582e-07,1.8483703207901095e-16,1.8104125566978612e-10,4.8404142632840927e-08,0.00018737046014274939,4.1509556092746359e-08
1.1356451670561946e-07,0.25308842083927385,76.950000000000003,0.0,0.0,0.0,1.6317802892788156e-05,9.4961437414022107,0.00074947381837674599,0.0036946702493301634,3.3793625821596116e-10,7.0228864058794812e-12,4.7667244508848155e-10,1.9714734459006085e-07,0.0042147005571277416,2.800879127353748e-06,3.6653617740453083e-20,8.3431210908034826e-12,0.0051610542065369273,0.93205379627863738,0.0011301096820008755,1.1174555402691429e-14,2.2506208849240941e-11,2.1254613987542606e-06,3.1034493587813915e-12,0.00031205252989603471,2.4060460065604418e-10,0.021849656101294232,0.022694563873044752,3.2566117377420051e-06,1.7208616914990415e-06,2.1814901229635559e-09,0.011391221066772102,3.376776268859793e-06,8.916765278470042e-07,4.1478657682872289e-06,3.2831807017050685e-06,8.0832849506285705e-06,0.00034106643097466134,0.015327433478976325,2.4408325671354321e-11,9.2969733866662917e-12,1.6389143618114351e-06,5.4289112568146354e-07,9.4821026601648741e-09,0.00022361918654196421,0.00070513991658161619,7.454231354683012e-05,1.1448266488225828e-06,8.8931782517223537e-05,6.1217851417443228e-07,7.083926775896561e-06,7.4574689676933142e-08,7.4058530916355822e-08,5.8269222050610787e-06,4.1806073439049546e-05,2.4180213814022728e-06,9.3793803839352886e-08,2.5296522487614029e-08,3.1807083877967517e-06,7.5106092190111053e-08,0.00043546694644222946,9.1996177415507951e-10,5.1521187143647218e-08,0.0015500761040112079,1.58922787730337e-07,1.3670520332450892e-06,2.9316064245974377e-07,8.2268483676138757e-07,2.8196367556336836e-08,5.5659068226725417e-09,1.4768226105694456e-14,1.7950270118956184e-08,2.5732421021806127e-05,3.2350078954724472e-08,1.1456961188828074e-08,8.6553407490062311e-10,2.9208435507882714e-08,0.0030138628693263223,5.159605540255309e-09,0.00075193897240111488,5.1595821574992587e-09,7.5283001846462494e-05,1.996824233585865e-16,1.1668907836296319e-16,3.2421573288494741e-12,2.0281039025748085e-07,3.8898867155153088e-07,1.8675562548390153e-16,1.829206936101283e-10,4.9008844774431625e-08,0.00019242753205167418,4.2028129275363637e-08
1.1491359623919082e-07,0.25308842479263793,76.950000000000003,0.0,0.0,0.0,1.608987779886872e-05,9.4961260635139126,0.00073632558343253354,0.0036153812232248847,3.3376779836744289e-10,6.9363395966549415e-12,4.6644199785498916e-10,1.9547644483500338e-07,0.0041209931297025923,2.7407660477876647e-06,3.6201915480341118e-20,7.1499810240055298e-12,0.005184966669192102,0.93209905186200082,0.0011301216122998321,1.0934724654026927e-14,2.2610441882795357e-11,2.1353185053818914e-06,3.0982347850158023e-12,0.00031206779767743975,2.4056484546434913e-10,0.021849656907887961,0.022694564777776136,3.2566057446250226e-06,1.7208585246054579e-06,2.1815960466919682e-09,0.011422160231651093,3.3859414324239036e-06,8.9409680816651811e-07,4.1478660096179838e-06,3.2920942264384054e-06,8.1052913407948604e-06,0.00034106648008936681,0.015375745669526457,2.4474546025824593e-11,9.3221962901609462e-12,1.6440532334710305e-06,5.4459945472975814e-07,9.5107136561533871e-09,0.00022600295399109922,0.00071266665715247364,7.4542317810052532e-05,1.1479423541765521e-06,9.0539394808238844e-05,6.1115063294203005e-07,7.072142125861351e-06,7.4779949395225665e-08,7.3935196861641569e-08,5.8756610535670331e-06,4.289222952024486e-05,2.413991871072979e-06,9.4578344681547742e-08,2.5254302031606475e-08,3.1968648557304519e-06,7.5958590179094668e-08,0.00044084963955484424,9.2766462104347292e-10,5.2141011977283146e-08,0.0015658793097806014,1.6054272380855583e-07,1.3784492221859443e-06,2.9614889746172913e-07,8.3106957996409719e-07,2.8431405987021942e-08,5.6121288763049595e-09,1.4918742777635547e-14,1.810392516078174e-08,2.5952743766621112e-05,3.2740642496212375e-08,1.1456961611770657e-08,8.6557447593562194e-10,2.9573349213917051e-08,0.0030245504142449369,5.1758584261401488e-09,0.00075760105634597378,5.1758349815884674e-09,7.6696167950778961e-05,2.013469300837646e-16,1.1766177166476849e-16,3.2367544370878989e-12,2.0281041962158783e-07,3.9293271604485332e-07,1.8864893805510573e-16,1.8477536835640149e-10,4.9614870301021497e-08,0.00019754114879262142,4.2547837353599101e-08
1.1626267577276219e-07,0.25308842877402005,76.950000000000003,0.0,0.0,0.0,1.5868915162512945e-05,9.4961086666041705,0.00072340834178093161,0.003537822142532991,3.2973044735030077e-10,6.8525118477927502e-12,4.5643479268810758e-10,1.9390030738799311e-07,0.0040327410644447016,2.6819647161184167e-06,3.576440445064418e-20,6.1478551396732353e-12,0.0052083862145569145,0.93213864205351704,0.0011301325824976732,1.0700127333463669e-14,2.2712525724176837e-11,2.1449724262473488e-06,3.0931084705723573e-12,0.00031208116195524047,2.4052660137991722e-10,0.021849657720868481,0.022694565680053416,3.2565998484579909e-06,1.7208554089420204e-06,2.1816887103372506e-09,0.011452108025234754,3.3948127834691525e-06,8.9643950202710563e-07,4.1478662529459966e-06,3.3007220442269633e-06,8.1265928857525758e-06,0.00034106652465810548,0.015423902515057056,2.453864281628227e-11,9.346610341891504e-12,1.6491773131903802e-06,5.4630247516927873e-07,9.5393132480254454e-09,0.00022839158506026948,0.00072020876806403096,7.4542322125432142e-05,1.1509582256927974e-06,9.2150750018498172e-05,6.1014004307393484e-07,7.0605545074278847e-06,7.4978701445941062e-08,7.3813925118139809e-08,5.9236827366658007e-06,4.3994660506915248e-05,2.4100297953608483e-06,9.535134149098205e-08,2.521278841060179e-08,3.2127383817232822e-06,7.6809310666334836e-08,0.00044624406353778738,9.3525414645273265e-10,5.2763087446193027e-08,0.0015814724616908121,1.6214112271691401e-07,1.3896771413068476e-06,2.9909742340559182e-07,8.3934284003839603e-07,2.8662952928323749e-08,5.6576629396209275e-09,1.506725818739678e-14,1.8255328721852604e-08,2.6169838548789782e-05,3.313264143052508e-08,1.1456962038060937e-08,8.6560964128411531e-10,2.9939757187654181e-08,0.003035041840766692,5.192059142513841e-09,0.00076316794390832491,5.1920356384702943e-09,7.8120821529107943e-05,2.0298671060764064e-16,1.1862001563451572e-16,3.2314419637463307e-12,2.0281044625695722e-07,3.9682418165393601e-07,1.9051700880115742e-16,1.8660531804657773e-10,5.0222216788797964e-08,0.00020271063032399893,4.3068678248893739e-08
1.1761175530633355e-07,0.25308843278295345,76.950000000000003,0.0,0.0,0.0,1.5654623802974387e-05,9.4960915442759948,0.00071071805108415106,0.0034619555308470608,3.2581840830367039e-10,6.7712830625893637e-12,4.4664599212816338e-10,1.9241340004745096e-07,0.0039496236672164524,2.6244467079219665e-06,3.5340457846568254e-20,5.3059545048751269e-12,0.0052313228367869913,0.93217288915512553,0.0011301426159950059,1.0470650037222817e-14,2.2812503960340158e-11,2.1544272807450501e-06,3.0880681118692206e-12,0.00031209273102904961,2.4048979272941014e-10,0.021849658538895873,0.022694566579969249,3.2565940468522935e-06,1.7208523432470506e-06,2.1817688682610973e-09,0.011481090573163861,3.4033980666909471e-06,8.9870665452853709e-07,4.147866497764695e-06,3.3090716855293383e-06,8.1472081595865832e-06,0.0003410665654109578,0.015471908320675335,2.4600672027440813e-11,9.3702368660708851e-12,1.6542869661149069e-06,5.4800032934949227e-07,9.5678996687727965e-09,0.00023078506546363287,0.00072776620430150586,7.4542326481073369e-05,1.1538768948089246e-06,9.376550906971853e-05,6.0914630928206343e-07,7.0491589995352658e-06,7.5171116149203691e-08,7.369466417262653e-08,5.9709915064564682e-06,4.5113367814671902e-05,2.4061334697233101e-06,9.6112862710649893e-08,2.5171963964901605e-08,3.2283360650248396e-06,7.765829527304932e-08,0.00045165019609195702,9.427310221007874e-10,5.3387407803261693e-08,0.0015968559596477127,1.6371802560631356e-07,1.4007368839783041e-06,3.0200629620095724e-07,8.4750483030357522e-07,2.8891030949846597e-08,5.7025135124074001e-09,1.5213776164331191e-14,1.8404494086766765e-08,2.6383724398331702e-05,3.3526072100650889e-08,1.1456962466995265e-08,8.656398696946694e-10,3.0307655695236538e-08,0.0030453422485106174,5.2082091351053424e-09,0.0007686411093552419,5.2081855738094772e-09,7.9556936328933599e-05,2.0460192476469885e-16,1.1956390367519496e-16,3.2262176501389977e-12,2.0281047060190557e-07,4.0066317480337344e-07,1.9235988888385368e-16,1.8841059272641621e-10,5.0830881729965747e-08,0.00020793529575820701,4.3590649810684322e-08
1.1896083483990491e-07,0.2530884368189786,76.950000000000003,0.0,0.0,0.0,1.5446727368171703e-05,9.4960746902792579,0.00069825073883785134,0.0033877447112870755,3.2202620389281185e-10,6.6925397593625511e-12,4.3707086197227975e-10,1.9101051587611932e-07,0.003871339143129537,2.5681842054960687e-06,3.4929483388296472e-20,4.5984575810717961e-12,0.0052537863464376085,0.93220209666444953,0.0011301517352882901,1.0246181782129883e-14,2.2910419377002503e-11,2.1636871126088058e-06,3.0831114818994737e-12,0.00031210260687970803,2.4045434843052506e-10,0.021849659360860439,0.022694567477611702,3.2565883375079663e-06,1.7208493263053487e-06,2.1818372308121473e-09,0.011509133321798632,3.4117048253428801e-06,9.0090025757814721e-07,4.1478667436556957e-06,3.31715048495051e-06,8.1671552534504273e-06,0.0003410666029584566,0.015519767183174719,2.4660688187417657e-11,9.3930966321058023e-12,1.6593825406582542e-06,5.4969315283160005e-07,9.5964712803998909e-09,0.00023318338136305909,0.00073533892225356278,7.4542330867129598e-05,1.1567009245212188e-06,9.5383340301809184e-05,6.0816900829938229e-07,7.0379508116510225e-06,7.5357359421207339e-08,7.3577363878487269e-08,6.0175918119354029e-06,4.624835069649224e-05,2.4023012542952036e-06,9.6862979953134758e-08,2.5131811503265442e-08,3.2436648118121461e-06,7.8505584667850831e-08,0.00045706801428590962,9.5009595082236147e-10,5.4013967391018277e-08,0.0016120303009722447,1.6527348360951888e-07,1.4116295855979032e-06,3.0487561017037514e-07,8.5555581573315088e-07,2.9115663487292131e-08,5.7466852626512037e-09,1.5358301465042011e-14,1.8551435159342576e-08,2.6594421233809139e-05,3.3920930905565744e-08,1.1456962897997834e-08,8.6566544246569453e-10,3.0677041051099559e-08,0.0030554565903409521,5.2243097796418291e-09,0.00077402202402086675,5.2242861632737007e-09,8.1004486133588407e-05,2.061927385230282e-16,1.2049353277415852e-16,3.2210792974825867e-12,2.0281049302297552e-07,4.044498260061223e-07,1.9417764102570556e-16,1.901912537691043e-10,5.1440862545055332e-08,0.00021321446377365325,4.4113749826964027e-08
1.2030991437347628e-07,0.253088440881643,76.950000000000003,0.0,0.0,0.0,1.5244963511795068e-05,9.4960580985073459,0.00068600250121717704,0.0033151537900750327,3.183486565011697e-10,6.6161746591190878e-12,4.2770476915152474e-10,1.8968675403243276e-07,0.0037976034817613982,2.5131499854021811e-06,3.4530921168825455e-20,4.003708042641128e-12,0.0052757863728432929,0.93222655038038593,0.0011301599620145973,1.0026613955911384e-14,2.3006313969112777e-11,2.1727558908914633e-06,3.078236425739367e-12,0.00031211088554079308,2.4042020170324651e-10,0.021849660185844371,0.02269456837306447,3.256582718198321e-06,1.7208463569394933e-06,2.181894466914161e-09,0.011536261055982941,3.4197404065121312e-06,9.0302225128211174e-07,4.1478669902740783e-06,3.3249655863644497e-06,8.1864517881982111e-06,0.0003410666378112416,0.015567483002536782,2.471874440583748e-11,9.4152098691095174e-12,1.6644643694059062e-06,5.5138107476134337e-07,9.6250265658935752e-09,0.00023558651934562798,0.00074292687964207878,7.4542335275462157e-05,1.1594328111732235e-06,9.700391939055027e-05,6.0720772849260118e-07,7.0269252803770345e-06,7.5537592888886063e-08,7.3461975420124294e-08,6.0634882874433311e-06,4.7399606313109804e-05,2.3985315527294327e-06,9.7601767814480218e-08,2.5092314290752385e-08,3.258731340959624e-06,7.9351218586506408e-08,0.00046249749465498735,9.5734966474166494e-10,5.4642760637689315e-08,0.0016269960756061714,1.6680755734950038e-07,1.422356421026144e-06,3.0770547714300955e-07,8.634961104115237e-07,2.9336874789564852e-08,5.7901830162061065e-09,1.5500839727737906e-14,1.8696166426334596e-08,2.6801949810298865e-05,3.4317214297863441e-08,1.1456963330582713e-08,8.6568662446852032e-10,3.1047909615995058e-08,0.0030653896771120487,5.2403623857058755e-09,0.00077931215491956112,5.2403387163869638e-09,8.2463444765616887e-05,2.0775932360979183e-16,1.2140900328416626e-16,3.2160247653456037e-12,2.0281051382673474e-07,4.0818428867371527e-07,1.9597033893935839e-16,1.9194737331591237e-10,5.2052156594174235e-08,0.00021854745300819124,4.4637976033845218e-08
1.2165899390704766e-07,0.2530884449705017,76.950000000000003,0.0,0.0,0.0,1.504908311769055e-05,9.4960417629938814,0.00067396950193878411,0.0032441476404105993,3.1478086978125495e-10,6.5420863039971903e-12,4.1854317964770185e-10,1.8843750173466939e-07,0.0037281494083185509,2.4593174062085422e-06,3.4144241662573183e-20,3.5035440547854904e-12,0.0052973323665260977,0.93224651944337034,0.0011301673169937937,9.8118402683233878e-15,2.3100228951388559e-11,2.1816375109563755e-06,3.0734408565664436e-12,0.0003121176574481821,2.4038728978910488e-10,0.021849661013089865,0.02269456926640721,3.2565771867679157e-06,1.7208434340110867e-06,2.1819412065022736e-09,0.011562497916333795,3.4275119662485777e-06,9.0507452530108331e-07,4.1478672373362401e-06,3.332523947900316e-06,8.2051149266767553e-06,0.0003410666703964301,0.015615059492761972,2.4774892410987546e-11,9.4365962800494439e-12,1.6695327699665529e-06,5.5306421821991935e-07,9.6535641216573073e-09,0.00023799446640234841,0.00075053003545567584,7.4542339699356838e-05,1.1620749861985087e-06,9.8626929263400997e-05,6.0626206949232611e-07,7.016077866089226e-06,7.571197400149473e-08,7.3348451277754661e-08,6.1086857415493418e-06,4.8567129800357045e-05,2.3948228110485928e-06,9.8329303695281456e-08,2.505345603667733e-08,3.2735421896152963e-06,8.0195235851444272e-08,0.00046793861329139032,9.6449292351656525e-10,5.5273782053525407e-08,0.0016417539614911204,1.6832031646601121e-07,1.4329186021201326e-06,3.1049602558129199e-07,8.7132607508320633e-07,2.9554689867952086e-08,5.8330117468589186e-09,1.5641397428241695e-14,1.8838702922536569e-08,2.7006331669332849e-05,3.4714918781445959e-08,1.1456963764349711e-08,8.6570366511471259e-10,3.1420257795125523e-08,0.0030751461822372886,5.2563682003855861e-09,0.00078451296346270102,5.2563444801773312e-09,8.3933786089941049e-05,2.0930185715109831e-16,1.223104187129607e-16,3.2110519701086533e-12,2.028105332696045e-07,4.1186673796951403e-07,1.9773806677693864e-16,1.9367903373681366e-10,5.2664761187144957e-08,0.00022393358243459599,4.5163326124333409e-08
