Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155),S(4335),S(4374),S(4387),S(4887),C7H10(297),C7H10(987),C7H10(986),S(4381),S(4372),S(4886),S(3690),S(1588),S(206),S(2669),C7H9(279),S(6788),C7H8O(364),S(4083),C6H7(1171),CH2O(6985),C6H7(7018),S(7026),S(7027),S(1436),C7H8(3538),C6H6(7011),S(4021),C7H8(8697),C7H10(194),S(4081),S(8888),S(3479),S(8086),S(9026),S(9133),S(9134),S(9132),S(1976),S(1202),S(9091),S(9284),S(6877),C5H7(508),S(9694),C7H9(1172),C7H9(9429),C7H9(4235),S(3577)
0.0,0.41502136603675177,76.950000000000003,0.0,0.0,0.0,1.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6840820573441873e-26,0.41502136603675177,76.950000000000003,0.0,0.0,0.0,0.99999999999999944,9.5,4.6957771140908193e-19,4.4293522174247742e-18,4.4290572214070588e-18,3.8470894139382326e-34,3.8473456055605343e-34,6.2646671403008053e-16,1.7449119159440646e-29,1.7002081969143859e-34,4.0888267258463645e-50,1.3884893566591725e-54,4.4477649940607986e-37,6.0077618700781047e-29,1.5663348136278985e-35,3.6140862310881265e-50,3.8118835605011385e-54,4.1771426135929956e-55,3.7981184959338907e-71,2.8211110696420211e-47,2.9590874204922178e-34,7.9294219422142425e-49,7.9294219422142425e-49,3.0437110261639597e-65,5.31614546941723e-66,1.1688573788482484e-48,9.8917024312149538e-35,7.5938659783349559e-51,6.6317228983073336e-52,1.0165960045715224e-114,4.9133843474626193e-65,6.3762771630831601e-52,9.1200672692110113e-115,7.2947831326655673e-31,2.133888521228054e-81,2.1338885211959339e-81,2.7033632143859279e-45,7.8194792667143167e-46,9.7045155123994226e-32,2.7030529984407542e-45,3.640172885339022e-60,9.1200672692110095e-115,1.1678772166702787e-67,4.713457063261522e-61,8.262952485550125e-83,4.0010281219110237e-99,4.6451264544810546e-53,6.5005714464375765e-116,1.4797538848387516e-37,9.2487091871893243e-79,8.9775064248600356e-115,1.3943656800837724e-52,4.1588763578359304e-132,2.8750137223237739e-120,2.3465512096418451e-136,1.5109194196728255e-77,4.8335999468345487e-52,3.6442857061829541e-78,1.9927689067406607e-52,8.6546184765509938e-69,1.0350942291269519e-40,7.6492495143345828e-69,7.0413810494028004e-70,8.9908524867897923e-57,6.7622480497563408e-55,4.4743559160316209e-84,5.1678552522394344e-56,1.0088777451724157e-57,1.0150519364441842e-91,2.7914657145254844e-67,1.3085844761544483e-49,8.4872759460131602e-93,2.9499601771503593e-22,3.7806458120988557e-48,6.2605552374197132e-43,3.7806458120988557e-48,1.6854325129040413e-79,1.1692116159241146e-72,9.5558053685122566e-73,5.5719453084460708e-132,1.4719235262697076e-132,2.6828139033735183e-56,1.9872781562211684e-69,5.7170890795225753e-71,1.5126265148831238e-95,1.8183120763319535e-57,4.2131572257274529e-109,5.0225294936339667e-70,3.8114589737205453e-85,6.6227938710877867e-101,1.4630296872366171e-101,3.3997723573837697e-87,8.7953138606286696e-76,3.5228077383152183e-110,8.7953138606757281e-76,9.2893788605428946e-97,1.8291090628546174e-76,3.8880875448380515e-92,1.3888584722436208e-86,1.15730294268912e-96,2.3118272505198647e-30,1.7093440528840636e-78,5.7288267051562337e-69,4.1322796548646335e-86,2.4132814864872171e-102,1.6309557616804546e-106,1.3114816491115582e-118,3.2670997536473317e-121,3.652899516967403e-132,4.7654089455367693e-50,1.2701651708905696e-50,1.2701651708905696e-50,1.1328134819679706e-121,1.0196023733345512e-123,1.392688324487508e-133,1.2776698195832412e-102,5.9213575379396603e-119,2.7463679484070648e-53,1.1927507855380234e-69,1.668208098922743e-52,1.1927507855503489e-69,1.0029379758914326e-68,5.3035529193323324e-113,1.5833153517748583e-126,2.9554848038476017e-119,1.0343764700869223e-140,1.3752713875870631e-142,6.0775607972597375e-143,3.7224351261803646e-126,1.0696656839053879e-72,3.8911354844494185e-146,1.0282161113091053e-88,6.2959299538355714e-73,1.8627738548202701e-44,6.6670806453787918e-94,3.8229194774017453e-107,3.5266281790702529e-111,2.955484645515128e-119,9.3845138472460648e-132,3.6022484968274058e-148,3.8823554948189451e-149,3.1458434886733712e-149,7.0949408321350378e-96,1.2692934408252664e-63,1.2284105089402525e-148,2.3306377391636149e-162,2.8986795999701494e-68,1.3946913568268597e-67,1.2114321480090699e-83,2.5618338373066058e-53,8.3682023247403858e-68,8.3682023240834059e-68,3.2284263814555035e-69
7.515429760563724e-26,0.41502136603675177,76.950000000000003,0.0,0.0,0.0,0.99999999999999822,9.5,1.3148175919454283e-18,1.2402186208789343e-17,1.2401360219939744e-17,2.3236420060186546e-33,2.3237967423117624e-33,1.7541067992839594e-15,1.0539267972300816e-28,1.026925750936164e-33,4.8542549761855302e-49,1.6492139243306274e-53,2.68645005641273e-36,3.6286881695267157e-28,9.4606622743124835e-35,4.2906429239786417e-49,4.5254681629592403e-53,4.9591037108576126e-54,8.5001750223154425e-70,3.3492230618786173e-46,1.7872888019772953e-33,9.4138097297967249e-48,9.4138097297967249e-48,6.8086598170844902e-64,1.1892004769265553e-64,1.3876674801682794e-47,5.974588268453166e-34,9.015437689473852e-50,7.8731814248677676e-51,1.0832619307209146e-112,1.0991044249901406e-63,7.5699162480111744e-51,9.7181393925644575e-113,4.4060490121294448e-30,8.8055507316498967e-80,8.8055507314081095e-80,3.2094328081184129e-44,9.2832857854415844e-45,5.8615273694881472e-31,3.2090645197483048e-44,8.1429211375866232e-59,9.7181393925644552e-113,2.6124946186023344e-66,5.5958163312075659e-60,3.4112717545858439e-81,3.0132174540552312e-97,5.514694126759266e-52,8.877176622648178e-114,8.9377134644259939e-37,2.0688992876714037e-77,1.2259677602361538e-112,1.6553909353953334e-51,1.0264435249004789e-129,3.9261170831265281e-118,5.797791328194677e-134,6.2348512910226525e-76,5.738449856819546e-51,1.5038247006560902e-76,2.3658152460824969e-51,1.9360035347287058e-67,6.2519691439267351e-40,1.7111065193578585e-67,1.5751287752271633e-68,1.0673940072316609e-55,8.028140884666133e-54,1.8463541932582175e-82,6.1352777554475981e-55,1.1977399693499808e-56,7.6410576205865642e-90,6.2443971447641767e-66,1.5535514900887533e-48,6.3890094897498646e-91,8.259888496023926e-22,4.4883827081222589e-47,3.7813753634162392e-42,4.4883827081222589e-47,6.9549844566077583e-78,2.615479563180168e-71,2.1375953774559373e-71,1.3752000999414003e-129,2.632760553708112e-130,3.185036666084804e-55,4.4448779315887666e-68,1.2788899587290333e-69,1.1386674852459921e-93,2.1587000970213178e-56,5.7509388506778195e-107,1.1235197576079359e-68,1.5728092175909419e-83,4.985473921219068e-99,1.1013322313302588e-99,1.4029255826369934e-85,1.9674765293491053e-74,4.808615202402798e-108,1.9674765293685245e-74,6.9928125433192092e-95,4.0916448218228134e-75,1.6044305994534123e-90,5.7311633737507832e-85,5.7508268362863556e-95,1.3963436593054542e-29,7.0536560958584232e-77,1.2815156186366439e-67,1.7051967699484589e-84,1.8166580675217433e-100,1.2824349386483061e-104,1.8693281301301931e-116,4.6567799706232104e-119,9.4085564961393781e-130,5.6574935001401831e-49,1.5079400908810009e-49,1.5079400908810009e-49,1.6146624007090025e-119,1.453296277172191e-121,3.5870646650946014e-131,9.6179794954343397e-101,8.0862024428555421e-117,3.2604880283484765e-52,2.6681357971588806e-68,1.9804966550408639e-51,2.6681357972097426e-68,2.2435321345498422e-67,4.796794833349544e-111,2.5934844423905143e-124,4.0342231900386651e-117,3.0601156900414581e-138,4.0686245994704455e-140,1.7979951875584821e-140,3.9665435300242978e-124,2.3927993482773843e-71,1.151159668914239e-143,4.242962573345343e-87,1.4083743469581735e-71,2.2114851204302369e-43,2.7511901604923778e-92,2.8777990482087991e-105,4.8138300852057942e-109,4.0342229306879052e-117,2.3151517870443358e-129,1.6032113411993236e-145,1.7278753437874507e-146,1.400084409257783e-146,5.3408943687072302e-94,2.8393586553880162e-62,5.4671454823628822e-146,1.8694169162321204e-159,6.4842303179485003e-67,3.1198687775674036e-66,4.9990086788593493e-82,3.0414091316615995e-52,1.8719333871388945e-66,1.8719333868677903e-66,7.2218606782548083e-68
1.71781251670028e-25,0.41502136603675177,76.950000000000003,0.0,0.0,0.0,0.99999999999999589,9.5,3.0052973530181174e-18,2.8347854191518403e-17,2.834596621700503e-17,1.1187336015731814e-32,1.1188080969268032e-32,4.009386969790656e-15,5.0742038515633414e-28,4.9442054366251592e-33,4.765936082154795e-48,1.6195582854767995e-52,1.2934100602728916e-35,1.7470571518180247e-27,4.5549016380298962e-34,4.2125781372919513e-48,4.4431314779102247e-52,4.8688774304040226e-53,1.6798708285625097e-68,3.2882870627735313e-45,8.6050262187912908e-33,9.2425342158448412e-47,9.2425342158448431e-47,1.345276444123652e-62,2.3496597449863884e-63,1.3624201607844006e-46,2.8765070669963105e-33,8.8514101843304595e-49,7.7299362102586639e-50,2.4652507021351935e-110,2.1716451288447719e-62,7.4321886612861566e-50,2.2116211491918103e-110,2.1213229349783117e-29,3.4833883014175483e-78,3.4833883012263737e-78,3.1510401626864999e-43,9.1143850332770841e-44,2.822073111004098e-30,3.1506785749808161e-43,1.6089039968294459e-57,2.2116211491918092e-110,5.1618491233608331e-65,5.4940058806173223e-59,1.3497771516934972e-79,2.3830183694034684e-95,5.4143593953411275e-51,1.4027072249826222e-111,4.3031242971109933e-36,4.0877965145281761e-76,1.9371855579528093e-110,1.6252726367052716e-50,3.240944917241767e-127,6.2037661667384098e-116,1.8314272476109955e-131,2.466445167429637e-74,5.6340440978368207e-50,5.9489809659693564e-75,2.3227714376968654e-50,3.8252167401178524e-66,3.0100540183010972e-39,3.3808581361382791e-66,3.11218902794864e-67,1.0479737658601471e-54,7.8820763267817519e-53,7.303982176024069e-81,6.0236520819760128e-54,1.1759488616449636e-55,6.041554500259247e-88,1.2337876487135016e-64,1.5252860654000214e-47,5.0515976912681995e-89,1.8879745133782733e-21,4.4067207585777734e-46,1.8205694630633625e-41,4.4067207585777734e-46,2.7513226862760981e-76,5.1677466408940472e-70,4.2235279896548208e-70,4.3421266401411013e-127,1.1991860126785697e-127,3.1270878857714418e-54,8.7798063074455841e-67,2.5268710470419877e-68,9.0031014178632887e-92,2.1194245561725936e-55,9.0850739002917289e-105,2.2198857117614556e-67,6.2218768547104411e-82,3.9418643203949695e-97,8.7079027915515877e-98,5.5498340891334997e-84,3.8874020737643358e-73,7.5964334878556986e-106,3.8874020738411558e-73,5.5290066098631091e-93,8.0844050453635106e-74,6.3469712844622231e-89,2.267191236348684e-83,2.4443036408969853e-93,6.7227936443836086e-29,2.7903562055105632e-75,2.5320589085745883e-66,6.7455888462558542e-83,1.4363769085715605e-98,1.0325207966773195e-102,3.007661831110408e-114,7.4925419234670311e-117,3.025239639380236e-127,5.5545606669143473e-48,1.4805045231891698e-48,1.4805045231891698e-48,2.5979165425805955e-117,2.3382859717232082e-119,1.1533894937356341e-128,7.6046471822831728e-99,1.2777232076613119e-114,3.2011664806620627e-51,5.2717867155979336e-67,1.9444633601036796e-50,5.271786715799138e-67,4.4328414303699835e-66,4.0804969980779522e-109,4.4114041887495193e-122,6.3730873021548267e-115,1.0405659842749542e-135,1.3835007529196577e-137,6.113927778189592e-138,9.0269253096761973e-122,4.7277682910561755e-70,3.9144193074659437e-141,1.6784737992965696e-85,2.7827103782353056e-70,2.1712492051401043e-42,1.0883440488338067e-90,2.2753903807184457e-103,7.6046717245796114e-107,6.3730868610071e-115,7.3082497218245855e-127,1.0115018082434886e-142,1.0901551091537973e-143,8.8334449443144941e-144,4.2228845810224293e-92,5.6100942301892325e-61,3.4493440753610707e-143,2.3578422051463299e-156,1.2811746422001116e-65,6.164334961619283e-65,1.9775581200577913e-80,2.9860735207992914e-51,3.6986249248155195e-65,3.6986249237430579e-65,1.4269179712597251e-66
3.650351597988095e-25,0.41502136603675177,76.950000000000003,0.0,0.0,0.0,0.99999999999999134,9.5,6.3862568751634781e-18,6.0239190156976212e-17,6.0235178211135265e-17,4.885803555700969e-32,4.8861288656364808e-32,8.5199473107998036e-15,2.2160381332468988e-27,2.1592644100793353e-32,4.2154160673460113e-47,1.432620072109387e-51,5.6486615424573348e-35,7.6298575749920895e-27,1.9892452133073991e-33,3.7259767161078408e-47,3.9298994750934648e-51,4.306466948909894e-52,2.9895483375335742e-67,2.908452668355601e-44,3.7580410240250314e-32,8.1749168455450178e-46,8.1749168455450209e-46,2.3938475544684032e-61,4.1810939743616758e-62,1.2050452032950436e-45,1.2562462087632678e-32,7.828972068989003e-48,6.8370410392213638e-49,4.1661647016871107e-108,3.8643264762274233e-61,6.5736867040447079e-49,3.7375419697831443e-108,9.2643745784766469e-29,1.2431965420005504e-76,1.2431965418639067e-76,2.7870593394996689e-42,8.0615703448010415e-43,1.2324734700730181e-29,2.7867395192688562e-42,2.8629586989451883e-56,3.7375419697831428e-108,9.1852347184737525e-64,4.8593863820663377e-58,4.8177692191135635e-78,1.7034648806461199e-93,4.7889395695076127e-50,2.0067440126272557e-109,1.8792874337451162e-35,7.2740160646325133e-75,2.7713805493644838e-108,1.4375352415383821e-49,9.2761755016800665e-125,8.8752452327692873e-114,5.2430028780076652e-129,8.8025676093884901e-73,4.9832482007821374e-49,2.1231490507643092e-73,2.0544650320932511e-49,6.8067688084649533e-65,1.3145696709911487e-38,6.0160564146896532e-65,5.537974091612149e-66,9.2692092797793242e-54,6.9716072493468987e-52,2.6067311941105538e-79,5.3278520507768013e-53,1.0401146200941467e-54,4.3182505363973045e-86,2.19545919986337e-63,1.3490982515244236e-46,3.6106708031934357e-87,4.0119458409347044e-21,3.8976946064316702e-45,7.9509051517455577e-41,3.8976946064316702e-45,9.819275239120282e-75,9.1957282137316125e-69,7.5155414637865596e-69,1.2427958448087658e-124,4.0753780767021742e-125,2.7658738218204271e-53,1.5614182183623203e-65,4.4964320179496987e-67,6.435040439554169e-90,1.8746070182153329e-54,1.2995902011388706e-102,3.9501680160408927e-66,2.2205436550612054e-80,2.8174797918693711e-95,6.2240448048378343e-96,1.9806963655887709e-82,6.9174242868881476e-72,1.0866450435923376e-103,6.9174242871623154e-72,3.9519027359218113e-91,1.4385782484080094e-72,2.265191394756134e-87,8.0914444825013847e-82,9.0066850345521438e-92,2.9360206080277999e-28,9.9585830966924043e-74,4.5056635404202758e-65,2.4074527447935195e-81,1.0266621538628287e-96,7.4432069533214628e-101,4.3394351444943799e-112,1.0810191310531992e-114,8.7326957732091513e-125,4.9129460064836384e-47,1.309489484579499e-47,1.309489484579499e-47,3.7482572777597945e-115,3.3736639617075256e-117,3.3293889930895437e-126,5.4354838266565125e-97,1.8279391102453301e-112,2.8313955000872053e-50,9.380862789022442e-66,1.7198558216639848e-49,9.3808627897405228e-66,7.8880044795305385e-65,3.0125895253887951e-107,6.5196090695038858e-120,9.1165032752928969e-113,3.0770630687809132e-133,4.0911572520883655e-135,1.8079527543803641e-135,1.5255105715429955e-119,8.412811070373557e-69,1.1575349636915943e-138,5.9903537664902277e-84,4.9516844385015287e-69,1.9204453332848606e-41,3.8842267649929017e-89,1.6263556299426927e-101,1.0878234964958639e-104,9.1165026233110734e-113,2.0915295489410742e-124,5.7905216468907778e-140,6.2407864292361824e-141,5.0568623555450945e-141,3.0183413236392847e-90,9.9828629364298327e-60,1.9746382431558214e-140,2.6997947263082238e-153,2.2797818228954942e-64,1.0969104705048077e-63,7.0577644632797428e-79,2.6411482129825144e-50,6.5815054354500322e-64,6.5815054316224931e-64,2.5391242899128823e-65
7.515429760563725e-25,0.41502136603675177,76.950000000000003,0.0,0.0,0.0,0.99999999999998224,9.5,1.3148175919454142e-17,1.2402186208789054e-16,1.2401360219939445e-16,2.0397268072695233e-31,2.039862591985338e-31,1.7541067992801102e-14,9.2515229783168605e-27,9.0145038600226591e-32,3.5433104878277526e-46,1.2042586473820098e-50,2.3582049998511437e-34,3.1853153435090182e-26,8.3047071818548282e-33,3.131906354822195e-46,3.3033173025936021e-50,3.6198449546579802e-51,5.042556582964353e-66,2.4447297151700577e-43,1.5689081503448974e-31,6.871510184371469e-45,6.8715101843714727e-45,4.0375737927082859e-60,7.0520261092931735e-61,1.0129131027875732e-44,5.2445806290208871e-32,6.5807227549055492e-47,5.746944956074895e-48,6.1001828344059861e-106,6.5177514239967492e-60,5.5255797690796334e-48,5.4725847390791968e-106,3.8676940169315216e-28,4.2004801386411994e-75,4.2004801377170777e-75,2.3426913077687967e-41,6.7762356208468506e-42,5.1453341246587955e-29,2.3424224795942089e-41,4.8287983046045687e-55,5.472584739079192e-106,1.549224089481473e-62,4.0846077241660365e-57,1.6278973326733319e-76,1.152113029973487e-91,4.0253922634224348e-49,2.7155561210397616e-107,7.8456550974141811e-35,1.2268693233319031e-73,3.7502737604806149e-106,1.2083349885082947e-48,2.5110367715114792e-122,1.2010115076193761e-111,1.4194190099375154e-126,2.9741886472408718e-71,4.1887203755903289e-48,7.1736407868620467e-72,1.7269016502787657e-48,1.1480610493624368e-63,5.488069602830378e-38,1.0146958468627362e-63,9.3406027528115117e-65,7.7913289114095622e-53,5.8600559638958058e-51,8.8075003764365212e-78,4.4783806757760905e-52,8.7428097665479952e-54,2.9204349287851271e-84,3.7029628356283761e-62,1.1339983696624788e-45,2.4418984125904095e-85,8.2598884960662436e-21,3.2762471704141568e-44,3.3193463870794217e-40,3.2762471704141568e-44,3.3177111765863235e-73,1.5509936933970358e-67,1.2676056029481798e-67,3.3642162819816169e-122,1.1972117138050082e-122,2.324883603638256e-52,2.6305231979659747e-64,7.5838898103915168e-66,4.3520209653024586e-88,1.5757201523563066e-53,1.7585343869130466e-100,6.6625357277476204e-65,7.5027151425143275e-79,1.9054629475465872e-93,4.2093245153644748e-94,6.6923253595803544e-81,1.1667247130882456e-70,1.4703886454759502e-101,1.1667247131808803e-70,2.6726737339296911e-89,2.4263777658021605e-71,7.6535861638558204e-86,2.7339162148567192e-80,3.0900258192044208e-90,1.2257308081064472e-27,3.3647801531449981e-72,7.5994601225472796e-64,8.1342387125412521e-80,6.9433211179820937e-95,5.0549695825458343e-99,5.8966982852437108e-110,1.4689570100088523e-112,2.3738185297019064e-122,4.1296271456464296e-46,1.1007048144476905e-46,1.1007048144476905e-46,5.093368497763416e-113,4.5843474681304079e-115,9.050315606586002e-124,3.6760203439872198e-95,2.4735946431038296e-110,2.3799585221977768e-49,1.5822196226377245e-64,1.4456424471943136e-48,1.5822196228803479e-64,1.3304272489687384e-63,2.069253714222482e-105,8.9608269254962023e-118,1.2335979796834155e-110,8.460658368220054e-131,1.1249000450568385e-132,4.9711267733718069e-133,2.2336838078558459e-117,1.4189435512939055e-67,3.1827452543718459e-136,2.0240051488415434e-82,8.3517395592049456e-68,1.6142500180592562e-40,1.3123952481539861e-87,1.099907438406132e-99,1.471983263495266e-102,1.2335978900694849e-110,5.6614357963674911e-122,3.1351176709892705e-137,3.3789010746099623e-138,2.7378981545081996e-138,2.0413056987455422e-88,1.6837557468185902e-58,1.0691132211121908e-137,2.9236048727478348e-150,3.8451852642258948e-63,1.8500998363112017e-62,2.384659098695269e-77,2.2200442142007615e-49,1.1100670884923609e-62,1.1100670871991216e-62,4.2826042411155937e-64
1.5245586085714985e-24,0.4150213660367518,76.950000000000003,0.0,0.0,0.0,0.99999999999996392,9.5,2.667201400803522e-17,2.5158720594971396e-16,2.5157045017590753e-16,8.3329495541623019e-31,8.333504068366828e-31,3.5583309356735752e-14,3.7795490063957602e-26,3.6827189628296921e-31,2.9050188437633613e-45,9.8734594576135555e-50,9.6340368877363643e-34,1.3013052521009855e-25,3.3927438597103299e-32,2.5677234571485997e-45,2.7082591019875258e-49,2.9677675956490971e-50,8.2826111891706018e-65,2.0043371248404132e-42,6.4095017162823157e-31,5.6336792083061955e-44,5.6336792083062024e-44,6.6317270785428207e-59,1.1582974060388116e-59,8.3044735929351848e-44,2.1425823134030266e-31,5.3952741049376055e-46,4.7116926907515897e-47,8.3414840351393286e-104,1.0705426285520659e-58,4.530204136147662e-47,7.4832967258795972e-104,1.5800792056613213e-27,1.3810259683048387e-73,1.3810259676969204e-73,1.9206798735501783e-40,5.5555673648651497e-41,2.1020368780347454e-28,1.9204594719707764e-40,7.931315715263289e-54,7.4832967258795823e-104,2.5446052189949188e-61,3.3488092926907671e-56,5.3523015829563314e-75,7.5791731811373361e-90,3.3002597815037966e-48,3.5736089019745481e-105,3.2052061047153863e-34,2.0151371875194302e-72,4.9352733281625954e-104,9.9066602810288862e-48,6.6096282624047867e-120,1.5805033019402178e-109,3.7364378017346516e-124,9.7784815581238007e-70,3.4341660350856426e-47,2.3585361407380194e-70,1.4158183079014684e-47,1.88569372095767e-62,2.242055504057534e-37,1.6666409754003907e-62,1.5341968069559117e-63,6.3878021738366773e-52,4.8044279288227305e-50,2.8956771484444692e-76,3.6716470502501862e-51,7.1679159196930915e-53,1.9211596418040637e-82,6.0821275768079263e-61,9.2972037672621152e-45,1.6063623378215532e-83,1.6755773806404045e-20,2.686065372806588e-43,1.3560613068146395e-39,2.686065372806588e-43,1.0907908476325775e-71,2.5475108873009595e-66,2.0820449764057706e-66,8.8553936244647769e-120,3.2795138240718241e-120,1.9060800418111802e-51,4.3106994064854721e-63,1.2456561785903846e-64,2.8629047531327751e-86,1.2918705819036427e-52,2.314132380309908e-98,1.0943234939166318e-63,2.4667285891643455e-77,1.2534771713979852e-91,2.7690342621374054e-92,2.2002901588136153e-79,1.9163488443924012e-69,1.9349487854549859e-99,1.9163488446969641e-69,1.7581740523421757e-87,3.9853501216284671e-70,2.5163424643026004e-84,8.9885183689780383e-79,1.02358130855641e-88,5.0075102967069466e-27,1.1062660973167464e-70,1.2482136071036161e-62,2.6743597216673249e-78,4.5675485457813995e-93,3.3322488826407541e-97,7.7759928420037342e-108,1.9371178088317635e-110,6.2614290508323762e-120,3.3857178355529294e-45,9.0242430866509367e-46,9.0242430866509367e-46,6.7166395611066189e-111,6.0453920895990109e-113,2.3872047652031e-121,2.4182089652895949e-93,3.2551932062779692e-108,1.9512337875310794e-48,2.5988004802920377e-63,1.1852250202454455e-47,2.5988004810897309e-63,2.1852307514496517e-62,1.3716282531357751e-103,1.1882747504539667e-115,1.6233524590149379e-108,2.2441968969615173e-128,2.9838070296604595e-130,1.3185956457905883e-130,3.0543744780233647e-115,2.3306190439647258e-66,8.4422591203510707e-134,6.6544861026300558e-81,1.3717757305549853e-66,1.3234596935543555e-39,4.3148869331289187e-86,7.2355892761292162e-98,1.9370472131081329e-100,1.6233523401725614e-108,1.4901892918509801e-119,1.6505228038843101e-134,1.7788656953310293e-135,1.4414015080081403e-135,1.3428390704299256e-86,2.765573870143421e-57,5.6284833186661932e-135,3.0784192926355245e-147,6.3157283428470841e-62,3.0387945366429743e-61,7.8402373839616921e-76,1.8201263763400486e-48,1.8232885245220988e-61,1.8232885202702111e-61,7.0341903257866743e-63
