Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155),S(4335),S(4374),S(4387),S(4887),C7H10(297),C7H10(987),C7H10(986),S(4381),S(4372),S(4886),S(3690),S(1588),S(206)
0.0,0.15142232024669097,76.950000000000003,0.0,0.0,0.0,1.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.734978137783186e-20,0.15142232024669097,76.950000000000003,0.0,0.0,0.0,0.99999999999999922,9.5,3.538636149848993e-17,3.8970362519993708e-16,3.8970359850430468e-16,3.6728480265853044e-26,3.6726783324306357e-26,3.1615121228445929e-18,3.2673234873890693e-26,2.8441595532735124e-26,5.2304161950991884e-38,1.4064953077925316e-42,7.1126950557892907e-31,2.6975509703025129e-26,2.0750635511376401e-29,8.0999046063824356e-38,3.6506288570224403e-43,5.0338479693209946e-47,4.1462972696392824e-59,9.5456513795553499e-43,4.0196975335925923e-31,7.1987391390195275e-42,7.1987391396053112e-42,5.2538289092012017e-52,6.0400211802759065e-53,1.7331462930310174e-51,3.3194979091460221e-31,4.8453135306579914e-41,2.7851874182899439e-42,1.4844206640179836e-94,1.4931238066225497e-52,3.2025924580446103e-47,1.4428752612759414e-94,2.6196051296437344e-28,7.036125911158365e-63,7.0360859823362131e-63,1.1895735609515069e-39,3.673538827814715e-40,1.1510405816425851e-31,1.1895643351420502e-39,1.9069659440986438e-50,1.4428752612759406e-94,1.1807329785031576e-56,1.2922702396573822e-58,8.3036595463015865e-67,3.0979711586365459e-78,1.1746497618083846e-47,7.1226832574757784e-89,2.1204310519616795e-37,1.2656159257588672e-70,2.0305282872840562e-91,8.0055240890200423e-48,1.6665106954779724e-102,8.4324684550902268e-96,2.7275891961500339e-105,4.7266484867285516e-66,4.9085760653148871e-50,1.1677209668644791e-68,3.3992190947191034e-48,1.601834701159441e-58,7.3979512326882946e-41,2.4808394593375752e-58,1.5011055580724262e-59,6.9723632782645646e-51,3.4251055584370105e-53,7.1386299204573914e-70,9.4936582384628416e-53,2.3282454330134072e-58,1.2068029442959045e-76,3.5134358931572794e-59,1.1311965053797683e-43,1.1508212551359101e-77,2.6724073530777545e-23,8.6696423828113036e-42,6.3189559818922957e-40,8.669642382811208e-42,1.7546052287840746e-71,2.1279463993382696e-62,9.9291045476385324e-63,5.6975862059661628e-104,1.1508403959875873e-110,4.6826913784180892e-50,2.318532348330505e-60,5.9822138999103817e-60,2.8943393260864984e-84,4.6161707682816646e-51,2.9912087910237949e-92,1.4849381798363978e-65,7.3646284985475509e-77,1.8264792568656506e-86,5.3748993241264465e-87,1.2460585292329521e-76,1.4383270414417746e-64,2.8524513220077056e-93,1.438331065308463e-64,6.433121857497546e-87,5.1416219395081649e-71,1.4644673763360406e-82,8.2142376673066629e-80,1.9689719610816385e-87,1.170212845553228e-27,6.7480586263183048e-67,1.0207616864158755e-57,1.4654971080792371e-69,2.0371882594532223e-89,5.6126824137065268e-86,2.0933385133711525e-93,2.5147750864888491e-96,2.1633996053494126e-101,1.8958780163623913e-53,5.4527110551393869e-54,5.4527110551393869e-54,8.7162023939020036e-97,2.3637548928535926e-99,7.0298466143917292e-103,3.0896043919675436e-88,8.1228012716597099e-92,8.3428885544119704e-42
4.8579387857929215e-20,0.15142232024669097,76.950000000000003,0.0,0.0,0.0,0.99999999999999778,9.5,9.908181219577109e-17,1.0911701503486835e-15,1.0911700756930472e-15,2.2184002077881818e-25,2.2181986082535771e-25,8.8522337411594807e-18,1.9734633486562976e-25,1.7178723611230754e-25,6.2093419738257509e-37,1.6697912386813832e-41,4.296067813028667e-30,1.6293207549149603e-25,1.2533383846847659e-28,9.6151535298128759e-37,4.3340188764235962e-42,5.9761843081875541e-46,9.2751010325792022e-58,1.1332597119392794e-41,2.4278973100264039e-30,8.5463431043795757e-41,8.5463431056899496e-41,1.175260459058587e-50,1.3511285682613147e-51,2.0575912012864326e-50,2.0049766988467222e-30,5.7523558538228285e-40,3.3065744207189747e-41,1.581765408250297e-92,3.3400581507909253e-51,3.8021176570485508e-46,1.5374955577139622e-92,1.5822414680570781e-27,2.9034727785868947e-61,2.9034427213916673e-61,1.4122616768278344e-38,4.3612251271732822e-39,6.952284818987965e-31,1.4122507239446775e-38,4.26580638035534e-49,1.5374955577139609e-92,2.6412523287225958e-55,1.96944500523725e-57,3.4265283231889593e-65,2.3320753367351618e-76,1.3945441699580713e-46,9.722427437677851e-87,1.2807403551384416e-36,3.5984435540081386e-69,2.7716610748538372e-89,9.5041581916365426e-47,4.111267057557889e-100,1.1510277823341242e-93,6.7289383567184952e-103,1.9504646621921046e-64,5.827461335781652e-49,4.8186330455743896e-67,4.0355529080959301e-47,3.5832401037977575e-57,4.468362543742906e-40,5.5495385362176588e-57,3.3579130864965412e-58,8.2775896851780285e-50,4.0662945637414474e-52,2.9457308910698953e-68,1.1270865439716291e-51,3.7491135224126783e-57,9.0845109299152827e-75,7.8594152825149001e-58,1.3429555575278478e-42,8.6630947720623248e-76,7.4827411560801157e-23,1.0292598612330491e-40,3.8166496566791141e-39,1.0292598612330275e-40,7.240427345649756e-70,4.7599126619265967e-61,2.2210159751281162e-61,1.4055878202463245e-101,2.1756334027508205e-108,5.5592912026089004e-49,4.8713487747972651e-59,1.3381963151556497e-58,2.1787863036461066e-82,5.4803179351414961e-50,4.0829850741152616e-90,3.3217473098206259e-64,3.0390345973557377e-75,1.3749280073002102e-84,4.0460899165726346e-85,5.14189540898621e-75,3.2174648513948143e-63,3.8935818225128705e-91,3.2174814558785044e-63,4.8426933914414381e-85,1.5417120155725865e-69,8.0505966359653753e-81,3.3896283677903791e-78,1.0824056835460759e-85,7.068066416744433e-27,2.7846051861038563e-65,2.2834030616698019e-56,6.0474023874576197e-68,1.533544560328918e-87,4.2253280415739068e-84,2.8575573171548711e-91,3.4339269754358155e-94,5.3373863131774668e-99,2.2507863187672471e-52,6.4734583856122448e-53,6.4734583856122448e-53,1.18982679602767e-94,3.2274710603981151e-97,1.734353980079358e-100,2.3257770742010749e-86,1.1087583583348161e-89,9.9046772439866063e-41
1.110386008181239e-19,0.15142232024669097,76.950000000000003,0.0,0.0,0.0,0.99999999999999478,9.5,2.2647271359033057e-16,2.4941031998016956e-15,2.494103029594508e-15,1.0680642057269938e-24,1.0678662154741566e-24,2.0233676166567943e-17,9.5013761354269744e-25,8.2708158451077107e-25,6.0959279501609074e-36,1.6394109445897093e-40,2.0683717212214373e-29,7.8444777544234083e-25,6.0342848036728799e-28,9.4379845818897638e-36,4.2551491176706793e-41,5.8674531899705516e-45,1.8326036028165705e-56,1.1126410632922306e-40,1.1689280423734427e-29,8.3908503359014873e-40,8.3908503384905683e-40,2.3221163912619324e-49,2.6696023243823414e-50,2.0201550779770062e-49,9.653099345634579e-30,5.6476963050346578e-39,3.2464141997067597e-40,3.5997279793757573e-90,6.599391713512935e-50,3.7329414307565242e-45,3.4989801574883517e-90,7.6178112632879685e-27,1.1485812149554529e-59,1.1485574500316397e-59,1.3865667729703299e-37,4.2818763331550064e-38,3.3472255702168107e-30,1.3865560193600998e-37,8.4285138747000993e-48,3.4989801574883456e-90,5.2186690157548072e-54,2.8555816990486502e-56,1.3555004837224906e-63,1.8439017838762972e-74,1.3691716778552508e-45,1.535905199639265e-84,6.16621349540853e-36,1.0427901664905666e-67,4.3785450534731606e-87,9.3312388569330149e-46,1.2978047333617799e-97,1.8183417539973756e-91,2.1241257198077429e-100,7.7158436208945477e-63,5.7214357379546305e-48,1.9062031205981228e-65,3.9621297732254453e-46,7.0798784042883644e-56,2.1513242172645757e-39,1.0964952534714812e-55,6.634670390542753e-57,8.1269866409345883e-49,3.9923316976839919e-51,1.1652627332962994e-66,1.1065790617711744e-50,5.7673646746657861e-56,7.1828488953273392e-73,1.5528878992820764e-56,1.3185197523318477e-41,6.8496478551347836e-74,1.710341103193443e-22,1.0105332605321625e-39,1.8375527648986256e-38,1.0105332605321204e-39,2.8642408273212796e-68,9.4038414094490864e-60,4.3879858020148985e-60,4.4370111910060907e-99,9.8822571778099884e-106,5.4581450650298848e-48,8.4935278788034939e-58,2.6440460659144927e-57,1.722700642994709e-80,5.3806086445254788e-49,6.4501150751705883e-88,6.5632129178180409e-63,1.2022118877808993e-73,1.0871142529181118e-82,3.1991213931498828e-83,2.0340826882004142e-73,6.3571025995176933e-62,6.1509043926501231e-89,6.35716828419952e-62,3.8289717459063605e-83,4.739297407125088e-68,4.9400500693956709e-79,1.3409034437753035e-76,6.6419345085964146e-84,3.402950199427208e-26,1.1015620317756121e-63,4.5116196619119544e-55,2.3922813476342198e-66,1.2125277241902634e-85,3.3409090724761793e-82,4.5143311520303127e-89,5.4286796755608026e-92,1.6848883829493684e-96,2.2098352228716518e-51,6.3556794508178921e-52,6.3556794508178921e-52,1.8796818065520233e-92,5.1014554217670188e-95,5.4749510555222736e-98,1.8389220061971172e-84,1.751566405256732e-87,9.7244707508078484e-40
2.359570267385133e-19,0.15142232024669097,76.950000000000003,0.0,0.0,0.0,0.9999999999999889,9.5,4.8125451637943803e-16,5.2999692953304311e-15,5.2999689354933349e-15,4.6645169895885463e-24,4.6627657711900259e-24,4.2996557772501337e-17,4.1495002442204958e-24,3.6120824923191114e-24,5.3909952209335223e-35,1.4500404177913336e-39,9.0331227104983116e-29,3.4258892494941505e-24,2.6353307068085616e-27,8.3438259286774401e-35,3.7636021828529539e-40,5.1896958960045945e-44,3.2610199599529314e-55,9.8411834545831689e-40,5.1050158635779991e-29,7.4216120932302542e-39,7.4216120978373854e-39,4.1320812346614599e-48,4.7504145502595883e-49,1.7868039957854731e-48,4.2157617513148246e-29,4.9953220303371866e-38,2.8714162851511197e-39,6.083381139440825e-88,1.1743263718366723e-48,3.3017440100311957e-44,5.9131217745615248e-88,3.326898045807798e-26,4.0991779699952127e-58,4.0990081139401209e-58,1.2264024020816724e-36,3.787270488377854e-37,1.4618210827796941e-29,1.2263928906270272e-36,1.4998087664349542e-46,5.9131217745615036e-88,9.2863409052907737e-53,4.165833094493927e-55,4.8376846004487301e-62,1.31794380152308e-72,1.211016740965951e-44,2.1970621580263742e-82,2.6929474321724187e-35,3.0418133446756234e-66,6.2633655035681909e-85,8.2533750702366208e-45,3.7141504368246443e-95,2.6010784716307505e-89,6.0789749784709323e-98,2.7537293408424673e-61,5.0605444803672673e-47,6.8031021584865428e-64,3.5044589103757856e-45,1.259826458170685e-54,9.3953980531030697e-39,1.9511545622940214e-54,1.1806041429359192e-55,7.1882276533180831e-48,3.5312070099353553e-50,4.1584598368674387e-65,9.7875453050182608e-50,8.8127997514035123e-55,5.1339989976164994e-71,2.7632806241812412e-55,1.1662122710921767e-40,4.8958408897989331e-72,3.6344759863041152e-22,8.9380491432098398e-39,8.0250778721551918e-38,8.9380491432090881e-39,1.0222270436419868e-66,1.6730259787417707e-58,7.8068727789707869e-59,1.2698090127814133e-96,3.3466779061757251e-103,4.8276674918541431e-47,1.2214958484796705e-56,4.7049231609258178e-56,1.2313141390863335e-78,4.7590874090025424e-48,9.2266774493981727e-86,1.1678886701510184e-61,4.2906089993882465e-72,7.7702384098048943e-81,2.2865978586668093e-81,7.2594966224107227e-72,1.1311889331908913e-60,8.7986664225038248e-87,1.1312123748679565e-60,2.7367884660999264e-81,1.4486499211705753e-66,3.0202067133507989e-77,4.7855903637299259e-75,4.0607011638149523e-82,1.4861406002146047e-25,3.9313960166894645e-62,8.0281861276584746e-54,8.5378041572895096e-65,8.6666433574370978e-84,2.3879489592431217e-80,6.4576116104049528e-87,7.7764683724584121e-90,4.8219407465317631e-94,1.9545739944483195e-50,5.6215258237963412e-51,5.6215258237963412e-51,2.6888533058424389e-90,7.3053242806905953e-93,1.5668628276496359e-95,1.3143845689299919e-82,2.5055584597877442e-85,8.6011840728066083e-39
4.857938785792921e-19,0.15142232024669097,76.950000000000003,0.0,0.0,0.0,0.99999999999997713,9.5,9.9081812195760719e-16,1.0911701472883814e-14,1.091170073967461e-14,1.9473440199382294e-23,1.9458724028080699e-23,8.8522308004847373e-17,1.732334386726716e-23,1.5079732688420346e-23,4.5301379406033316e-34,1.2188463457757123e-38,3.771150909262539e-28,1.4302410899435963e-23,1.100198691991125e-26,7.0068281733450242e-34,3.1634855840046732e-39,4.3622520969519369e-43,5.5001859985143905e-54,8.2721064116194486e-39,2.1312436286346584e-28,6.2383121407519355e-38,6.2383121485225333e-38,6.9693562149595942e-47,8.0122679690860407e-48,1.5019159283049679e-47,1.7599972574589626e-28,4.1988668132511356e-37,2.4135978819439047e-38,8.9074099969552424e-86,1.9806726535887222e-47,2.7753140935864057e-43,8.6581127831156041e-86,1.3889142177815704e-25,1.3850014743550027e-56,1.3848866083103652e-56,1.0308647682832235e-35,3.1834279730446476e-36,6.1028130607132708e-29,1.0308567733187299e-35,2.5296458771631723e-45,8.6581127831155441e-86,1.5662765263890818e-51,6.2607375709732871e-54,1.634544054015636e-60,8.9132590369446657e-71,1.0179323672094252e-43,2.9729439334932991e-80,1.1242525403136373e-34,9.1336908785776079e-65,8.4752424545436415e-83,6.9374590062826452e-44,1.0053588205117289e-92,3.5196367965658855e-87,1.6454775446266886e-95,9.3042260857233159e-60,4.2536914854004245e-46,2.2986135287071462e-62,2.9457088663435786e-44,2.1248812045627728e-53,3.9223937324033899e-38,3.2909068304640369e-53,1.9912614337829982e-54,6.0421384735729705e-47,2.96825086512488e-49,1.4048603167106222e-63,8.2269859419387527e-49,1.3651647496692622e-53,3.4721245869933395e-69,4.6606752377498179e-54,9.80265765081602e-40,3.3110582289963443e-70,7.4827493842845034e-22,7.5129636359971285e-38,3.3503138591161845e-37,7.5129636359958631e-38,3.4538730455756163e-65,2.8206650293969595e-57,1.3163001442760773e-57,3.4371263457423485e-94,9.8118126632622629e-101,4.057945404856218e-46,1.4861923370582533e-55,7.9354881456688803e-55,8.327380132047491e-77,4.0002997176957212e-47,1.248503026336633e-83,1.9698149394710095e-60,1.4496999203337821e-70,5.2550163965608633e-79,1.5464267713724263e-79,2.4528198294069355e-70,1.9078361429816716e-59,1.1905869417769614e-84,1.9079153422486889e-59,1.850890777754273e-79,4.4861563940100341e-65,1.8701855049498485e-75,1.6169436475158428e-73,2.5144941643358397e-80,6.2042010901105421e-25,1.3283294341700171e-60,1.3540709309074568e-52,2.8846783080182392e-63,5.8612580604138935e-82,1.6149509485960924e-78,8.7379489195414123e-85,1.0552050466343736e-87,1.3051988977278518e-91,1.6429368196005158e-49,4.7252300422579421e-50,4.7252300422579421e-50,3.6384232551722441e-88,9.9062534908861022e-91,4.2411712854160243e-93,8.8891893561960239e-81,3.3903841984274212e-83,7.2298131703438378e-38
9.854675822608498e-19,0.151422320246691,76.950000000000003,0.0,0.0,0.0,0.99999999999995359,9.5,2.0099453331137629e-15,2.2135165774014723e-14,2.2135164317571634e-14,7.9555357076932384e-23,7.9434785164214225e-23,1.7957375655156401e-16,7.0771489107328099e-23,6.1605622894164737e-23,3.7119205895734489e-33,9.9928387824023722e-38,1.540638191978878e-27,5.8429996248600449e-23,4.4946706304223564e-26,5.7337288662142418e-33,2.5935365468127172e-38,3.5764378149657516e-42,9.0340693678394883e-53,6.7819705532779284e-38,8.7068256145382912e-28,5.1145451807097131e-37,5.1145451934729331e-37,1.144717949284381e-45,1.3160172539143869e-46,1.2313606112081544e-46,7.1901607301835894e-28,3.4424808544368007e-36,1.978812511787592e-37,1.2180129668851802e-83,3.253259415554403e-46,2.2753690367724528e-42,1.1839236817660233e-83,5.6741659224605751e-25,4.5534627069244269e-55,4.5527071808452818e-55,8.4516465029010276e-35,2.609964827946716e-35,2.4931964674589513e-28,8.451580955126158e-35,4.1549482419817062e-44,1.1839236817660063e-83,2.5726119289936381e-50,9.6576201641780283e-53,5.3740216804831469e-59,5.8634378249240651e-69,8.3456217213686801e-43,3.9122259455911374e-78,4.5929384467056028e-34,2.8153625829608661e-63,1.1152939364886208e-80,5.687747965797382e-43,2.64626897209602e-90,4.6316432329709372e-85,4.3311662588705337e-93,3.059024010965547e-58,3.4874315205615402e-45,7.5573322412431511e-61,2.4150700888663315e-43,3.4901229139993227e-52,1.6024258193530982e-37,5.4053226243345055e-52,3.2706528383791265e-53,4.9537101839844065e-46,2.4336474956294386e-48,4.6176292387950639e-62,6.7449216981447365e-48,2.1431915403764656e-52,2.2840776562408731e-67,7.6551683932730979e-53,8.036713939956511e-39,2.1781229388414346e-68,1.5179310707279847e-21,6.159572931564621e-37,1.3687140180164381e-36,6.1595729315625413e-37,1.1355571677528835e-63,4.6292172363379183e-56,2.1605728402559088e-56,9.0468911971329524e-92,2.6849753767339457e-98,3.3269487962807405e-45,1.5637194789743796e-54,1.3033890798712854e-53,5.478024382797175e-75,3.279687386499554e-46,1.6429584534151192e-81,3.2354269368559728e-59,4.7662968992952424e-69,3.4569258317360324e-77,1.0172905671962415e-77,8.064334911229047e-69,3.1333660057554892e-58,1.5667442131114413e-82,3.13362636365263e-58,1.2175770028964351e-77,1.407952576758318e-63,1.1736295393451663e-73,5.3161623609262089e-72,1.5779738728267147e-78,2.5345014286123569e-24,4.36725375776539e-59,2.2240655636052964e-51,9.4838442740746301e-62,3.8557352203791219e-80,1.0623327232127359e-76,1.1498182684032807e-82,1.3963041015672941e-85,3.4353588801510214e-89,1.3469782195774565e-48,3.8740272137462343e-49,3.8740272137462343e-49,4.7879541093143851e-86,1.3091454158111041e-88,1.1163008075005063e-90,5.8476058667936128e-79,4.461553707403181e-81,5.9274371469651941e-37
1.984814989623965e-18,0.15142232024669097,76.950000000000003,0.0,0.0,0.0,0.99999999999990652,9.5,4.0481997554253426e-15,4.4582094160696235e-14,4.4582091351503602e-14,3.2157547178134534e-22,3.2060041135057865e-22,3.6167644597395616e-16,2.8606948794145941e-22,2.4901973289412731e-22,3.0025165876367199e-32,8.0924599957882876e-37,6.2275058658935301e-27,2.3618323307990061e-22,1.8168177224407822e-25,4.6257770586033253e-32,2.1001834691254914e-37,2.8962920513272012e-41,1.4644607149958595e-51,5.4922122477638367e-37,3.519438110539426e-27,4.1418912662206374e-36,4.1418912869103373e-36,1.855634201324228e-44,2.1333201416251461e-45,9.971864382070454e-46,2.906376036525168e-27,2.7878040223342581e-35,1.6024922909521626e-36,1.6109387334475124e-81,5.2736692777915419e-45,1.8426510012655612e-41,1.5658523909495341e-81,2.2935870933429046e-24,1.4768274468130449e-53,1.4763373669028283e-53,6.8443532461787014e-34,2.1136143365950221e-34,1.0077884215340308e-27,6.8443001635257789e-34,6.7353413717003988e-43,1.5658523909494892e-81,4.1703084150764011e-49,1.5149588854451718e-51,1.7430500428966514e-57,3.804396333971942e-67,6.7584962548786951e-42,5.0773117695097116e-76,1.8565391427738276e-33,8.8277139482849101e-62,1.4474355798511169e-78,4.6060856522779699e-42,6.8690569474465208e-88,6.0109772082262329e-83,1.1242631943523081e-90,9.921858329194787e-57,2.8242096183399068e-44,2.4511986180605638e-59,1.9557863534668382e-42,5.6576369032649255e-51,6.4772613281824154e-37,8.7622553071549027e-51,5.3018690439660575e-52,4.0116429612214318e-45,1.9709864942094769e-47,1.4969105726592043e-60,5.4621178279504787e-47,3.3940649857468972e-51,1.48198508854724e-65,1.2409342676404271e-51,6.5081821226749384e-38,1.4132381990011735e-66,3.0572491461396046e-21,4.9881679747709787e-36,5.5325729334829485e-36,4.9881679747676083e-36,3.6831477616045517e-62,7.492084748702138e-55,3.4976766507507712e-55,2.3482506811948769e-89,7.1044407577083257e-96,2.6942493644610311e-44,1.4715799394550035e-53,2.112794002876683e-52,3.5543234021910805e-73,2.6559758610497326e-45,2.1322397142005177e-79,5.2447664361327426e-58,1.5459374523392208e-67,2.2429721066655659e-75,6.6005203092632323e-76,2.615647670414877e-67,5.0784766688029108e-57,2.0333285141683104e-80,5.0793209261032488e-57,7.9000450018019981e-76,4.4581130442028002e-62,7.4311509527067103e-72,1.7242880310127692e-70,9.9914921109034655e-77,1.0243912974261571e-23,1.4165064712419185e-57,3.6053060992465689e-50,3.0758371657487321e-60,2.5017376222741191e-78,6.892279938072923e-75,1.4921144777504174e-80,1.8321421194303161e-83,8.9165804953704454e-87,1.0908168367330169e-47,3.1372846639537372e-48,3.1372846639537372e-48,6.2137965754671238e-84,1.7133837276649457e-86,2.8973935175669942e-88,3.7941264629221588e-77,5.7902328418602871e-79,4.8001914758494901e-36
3.983509804350196e-18,0.15142232024669097,76.950000000000003,0.0,0.0,0.0,0.99999999999981226,9.5,8.124708600045573e-15,8.947595007430908e-14,8.9475944931919163e-14,1.2930408179274664e-21,1.2852147873317781e-21,7.2588099414145654e-16,1.1502713300590637e-21,1.0012970339458752e-21,2.4110826098830153e-31,6.5135159409446649e-36,2.504052692682029e-26,9.49681154767932e-22,7.3053440753489601e-25,3.6952914591106368e-31,1.6902016670845735e-36,2.331187787880239e-40,2.3584660642970664e-50,4.4206048508338312e-36,1.4151505747249323e-26,3.3337543877590699e-35,3.3337544210790976e-35,2.9884322581408067e-43,3.4356445886120801e-44,8.0262029003782796e-45,1.1686395005343873e-26,2.2438571883103691e-34,1.28982297946121e-35,2.0958754174124489e-79,8.4930675337455191e-44,1.4831228746494944e-40,2.0372168508676074e-79,9.22240080704708e-24,4.7572985625276453e-52,4.7541421962464217e-52,5.5089161027546667e-33,1.7012161121609309e-33,4.0522612307249225e-27,5.5088733766293077e-33,1.0847031368625005e-41,2.0372168508674896e-79,6.7161325792175449e-48,2.3991157624374064e-50,5.615461404361014e-56,2.451535388854755e-65,5.439818373049896e-41,6.5439451160449438e-74,7.4650621420026293e-33,2.7950528548696114e-60,1.8655421260515119e-76,3.7073782679104418e-41,1.7706985519025473e-85,7.7473121788303898e-81,2.8981143664155265e-88,3.1964506264856904e-55,2.2731650221148639e-43,7.8968372218601885e-58,1.5741869756166538e-41,9.1114409925127509e-50,2.6044782603436388e-36,1.4111324016198186e-49,8.5384961680018648e-51,3.2289192935034205e-44,1.5866719735684909e-46,4.8173092760061059e-59,4.396235284020734e-46,5.4015084111364725e-50,9.5498230138244186e-64,1.998481495135607e-50,5.2380981440918893e-37,9.1068226152689039e-65,6.1359085402028198e-21,4.0148891985605326e-35,2.2246329212285217e-35,4.0148891985551042e-35,1.1865720895288151e-60,1.2027059970819243e-53,5.617805717355697e-54,6.0527939441619521e-87,1.8488982013310854e-93,2.1685662385412094e-43,1.2871257211676619e-52,3.4024096922855073e-51,2.2903848016623806e-71,2.1377604116624947e-44,2.7481531554637882e-77,8.4465344892701081e-57,4.98044651001101e-66,1.4453633783740187e-73,4.2533393307222134e-74,8.4266572111262057e-66,8.1760108683383714e-56,2.6206707722970606e-78,8.178729420770458e-56,5.0907453615915475e-74,1.4187462352031279e-60,4.7292620374479064e-70,5.5550462068217123e-69,6.3588493687985064e-75,4.1182709465023418e-23,4.5634525783290382e-56,5.8062342602889666e-49,9.9077697808607968e-59,1.6121165115755174e-76,4.4407078160242831e-73,1.9227953807105326e-78,2.4129250077923629e-81,2.2981113111789485e-84,8.7798260167739418e-47,2.5251547821980097e-47,2.5251547821980097e-47,8.0085920466947365e-82,2.2453303677803659e-84,7.4675864197671896e-86,2.4449206736675102e-75,7.4628007234083869e-77,3.8636104112904589e-35
