Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133)
7.718196674343642e-09,0.3393639318557922,76.950000000000003,0.0,0.0,0.0,0.27213235423134507,9.4993743350270794,0.0061642364599502732,0.038453576763887908,0.019645042289448633,0.00053579456645461425,4.7765529331955447e-09,1.4728733380594777e-05,0.18308767872546788,2.9180046474386085e-05,3.4460052402694385e-12,5.1240189183385731e-05,0.0001871931220859402,0.45058664537413473,0.0038924515100060833,1.3912096952977623e-13,3.9944149205428032e-13,3.9595374091352191e-08,6.6364131142940627e-11,0.00010226901072197208,9.5037968694567558e-05,0.018862346555174016,0.019066661931781147,2.581836003462479e-06,1.4256972497846981e-06,6.8023550005974489e-11,0.00059305175649157027,1.6140940786628337e-07,4.4519109701954893e-08,6.5940183419082728e-06,3.301529306832124e-07,2.0259584864237531e-07,5.1395022169918087e-05,0.0052819882238278326,1.992945224243698e-12,7.1453492997938525e-13,5.2101028221435005e-07,1.2579628765671923e-07,5.8526358074078549e-09,1.593709058370917e-05,5.1996896909340798e-05,4.2164881165112486e-05,5.8228783324338417e-08,4.4370388391233195e-06,1.3988138684994476e-06,2.6261509368571256e-06,1.7505226587143309e-09,3.8575490265886081e-08,6.7324570399954139e-08,3.5397937092075535e-07,6.3425832370983025e-07,1.2896221542197937e-09,1.1613964777412124e-08,8.0361518792101352e-08,1.177743011128388e-09,2.6897355388810983e-06,7.1055721475150493e-12,1.3382997357943868e-09,3.8838844767234129e-06,4.2104135260675293e-10,3.5929448261658715e-09,7.3490829453507761e-10
7.881043677464654e-09,0.3393655769318948,76.950000000000003,0.0,0.0,0.0,0.26511808832038641,9.4993794742549493,0.0062219135115100469,0.038593675207003124,0.019395969221604904,0.00052900803756551578,4.79393476904593e-09,1.4382378833619831e-05,0.18473956976944331,2.9286251637425588e-05,3.4023571416105888e-12,5.2417065648713736e-05,0.00019389163576895389,0.45543166281516112,0.0039585922408530627,1.3962732119974885e-13,4.1357198768882166e-13,4.1031125711961668e-08,6.7946764271167539e-11,0.00010340581307612108,9.3840206229033711e-05,0.019273970387229972,0.019492171105820775,2.6381677606492528e-06,1.4568052028446153e-06,6.8755025456340688e-11,0.00061060766138289614,1.6618689770846805e-07,4.5837291826376149e-08,6.9027072292887475e-06,3.3995490993639274e-07,2.0885469641671663e-07,5.5132226446799436e-05,0.0053393053189869739,2.0521053870054191e-12,7.3574574243050509e-13,5.2072891837889798e-07,1.2657448148408354e-07,5.7485000241707239e-09,1.6119873866912218e-05,5.2617357045156889e-05,4.501793913756482e-05,6.0038854148100295e-08,4.6679565930630527e-06,1.4438002743256924e-06,2.785760950369234e-06,1.802359834019538e-09,4.092955349393151e-08,6.8818784557640938e-08,3.7884811082495785e-07,6.7495384438992618e-07,1.3182483881209651e-09,1.2372356763001647e-08,8.7635080494299473e-08,1.2846972876539382e-09,2.7842649332564921e-06,7.2632747423549847e-12,1.3543645204715855e-09,4.0469920810294419e-06,4.3872166326068726e-10,3.8158367859542326e-09,7.6576864095379981e-10
8.043890680585666e-09,0.3393672004173882,76.950000000000003,0.0,0.0,0.0,0.25829374934917548,9.4993847308234773,0.0062778267645993311,0.038724856028625985,0.019143680681166821,0.0005221332716410761,4.8102091181072287e-09,1.404535649039555e-05,0.18633768310485155,2.9385690120609636e-05,3.3581415394607114e-12,5.3566973634248544e-05,0.00020062599510898549,0.46016272835300748,0.0040232572475290647,1.4010141154129874e-13,4.2777860661456812e-13,4.2474859638716218e-08,6.9495698565982221e-11,0.00010451578950444088,9.2626357231016934e-05,0.019679653551777851,0.019912246424608804,2.6936860950449044e-06,1.4874639758148745e-06,6.9469296950316128e-11,0.00062821820830503386,1.709792317548457e-07,4.7159573969640404e-08,7.2140866728521643e-06,3.4978761205817791e-07,2.1513795894805103e-07,5.9023869507534354e-05,0.0053953018667707211,2.1114506559130867e-12,7.5702292129283086e-13,5.2046994035601954e-07,1.2733631404783393e-07,5.647210679964048e-09,1.62992082476559e-05,5.322599049682124e-05,4.796790519965999e-05,6.185609385239386e-08,4.9036447746639179e-06,1.4883213294533089e-06,2.9498256891739399e-06,1.8543585397945977e-09,4.3349718933937804e-08,7.0316193621140263e-08,4.0468792546386494e-07,7.1688594534779884e-07,1.3469358295175551e-09,1.315440107901175e-08,9.5328273194509075e-08,1.3978472467107633e-09,2.8797376046156593e-06,7.4213145344350892e-12,1.3701225931759649e-09,4.213334548271726e-06,4.5675254188138042e-10,4.0497367936263727e-09,7.9724089467458289e-10
8.206737683706679e-09,0.3393688020046955,76.950000000000003,0.0,0.0,0.0,0.25165377257560445,9.4993900908401638,0.0063320241854201006,0.038847588360050429,0.018888687828295326,0.0005151842462259484,4.8254342683779651e-09,1.3717392372215195e-05,0.18788348943350816,2.9478718061432967e-05,3.3134483315063168e-12,5.4689624698749399e-05,0.0002073933860179275,0.46478290803440647,0.0040864667631205004,1.4054493850215594e-13,4.4205544709181804e-13,4.3925956549132504e-08,7.1010449017358892e-11,0.0001055996635668609,9.1398926452417205e-05,0.020079332344359747,0.020326821117228198,2.7483823076242062e-06,1.5176687638244991e-06,7.016682738791763e-11,0.00064587958646945571,1.7578537361032238e-07,4.8485669937853612e-08,7.5278028985643496e-06,3.59648895898051e-07,2.2144407408743816e-07,6.3070248956552657e-05,0.0054500135173458746,2.1709681161706197e-12,7.7836183620226396e-13,5.2023248200492761e-07,1.2808220138116468e-07,5.548683630184425e-09,1.6475188342869428e-05,5.3823122587477248e-05,5.1013309043381056e-05,6.3680044782857826e-08,5.1439687933687482e-06,1.5323446196798275e-06,3.1182583144031555e-06,1.9065075156813094e-09,4.5834707191603302e-08,7.1816808932664728e-08,4.3149957264471288e-07,7.6003316040605641e-07,1.3756846958191723e-09,1.3959702291593016e-08,1.0344953302823411e-07,1.5173185639730793e-09,2.9761283748956979e-06,7.5796927208422953e-12,1.3855823941488298e-09,4.3829060466142379e-06,4.7513335564688455e-10,4.2949874836260895e-09,8.2932395112032536e-10
8.369584686827691e-09,0.3393703814332588,76.950000000000003,0.0,0.0,0.0,0.24519277721122179,9.4993955413065976,0.0063845523421502629,0.038962316072589175,0.018631467128012075,0.00050817399021573645,4.8396653685197846e-09,1.3398221587561366e-05,0.18937841662911573,2.9565672416043133e-05,3.268361314120217e-12,5.5784802814751533e-05,0.00021419114319496077,0.46929517807467519,0.0041482419611168601,1.4095950857963157e-13,4.563969163130524e-13,4.5383829691597345e-08,7.2490629783186076e-11,0.00010665813754141803,9.0160248947903935e-05,0.02047295459893236,0.020735839312052827,2.8022492782813851e-06,1.5474156339838208e-06,7.0848066106652895e-11,0.00066358819310365492,1.806043435012468e-07,4.9815309173185848e-08,7.8435108108712111e-06,3.6953673730967851e-07,2.2777155923346232e-07,6.7271476861635493e-05,0.0055034748732210124,2.2306455593216553e-12,7.9975811003981313e-13,5.2001571499070565e-07,1.2881254850098256e-07,5.4528375470316322e-09,1.6647905993437944e-05,5.4409069045747784e-05,5.4152536431590811e-05,6.5510272615302934e-08,5.3887936743651107e-06,1.5758408923623773e-06,3.2909690865735351e-06,1.9587961159077096e-09,4.8383195192239338e-08,7.3320641043702023e-08,4.5928295192682301e-07,8.0437303167884141e-07,1.4044951892807989e-09,1.4787844922756485e-08,1.120068545461523e-07,1.6432303862475531e-09,3.0734127559404318e-06,7.7384104152079585e-12,1.4007521145190279e-09,4.5557008079538789e-06,4.9386347875082708e-10,4.5519273980163746e-09,8.6201671795973281e-10
8.532431689948704e-09,0.33937193848636826,76.950000000000003,0.0,0.0,0.0,0.23890555932223886,9.4994010700659572,0.0064354564507963802,0.039069459189774232,0.018372462424295886,0.00050111464058062456,4.8529546033689041e-09,1.3087587980131469e-05,0.19082385113919836,2.9646872031660922e-05,3.2229585471917192e-12,5.6852358857160571e-05,0.00022101674387266313,0.47370242782900257,0.0042086048103537922,1.4134664193354518e-13,4.7079771774796466e-13,4.6847923532853964e-08,7.3935947001569987e-11,0.0001076918931322045,8.891250021878243e-05,0.020860478914387453,0.021139255295068101,2.8552813599254862e-06,1.5767014668991235e-06,7.1513449330193712e-11,0.00068134062171139667,1.8543521507798236e-07,5.1148235870902456e-08,8.1608745403774951e-06,3.7944922254183597e-07,2.3411900718120733e-07,7.1627486087944971e-05,0.0055557195240988318,2.2904714433273473e-12,8.2120760461851925e-13,5.1981884693145053e-07,1.295277497161656e-07,5.3595938092297268e-09,1.6817450356053589e-05,5.4984136325628507e-05,5.7383838298585411e-05,6.734636513715184e-08,5.6379843504356615e-06,1.6187838950546986e-06,3.4678657464338972e-06,2.0112142746037667e-09,5.0993821861040562e-08,7.4827699753233942e-08,4.8803715647149478e-07,8.4988222319408034e-07,1.4333674977358936e-09,1.5638395668804435e-08,1.2100779337975212e-07,1.7756953678821501e-09,3.1715669293280148e-06,7.8974686517431805e-12,1.4156397046179144e-09,4.731713125081327e-06,5.1294229209012137e-10,4.8208904956156016e-09,8.9531811456171799e-10
8.695278693069716e-09,0.33937347298821663,76.950000000000003,0.0,0.0,0.0,0.23278708505308465,9.4994066657537424,0.0064847804192893757,0.039169415216538182,0.018112086890990146,0.00049401749572399421,4.8653513591894575e-09,1.2785243792861741e-05,0.19222113933343921,2.9722618656230622e-05,3.1773126972983323e-12,5.7892205381136605e-05,0.00022786780167780756,0.47800746264878008,0.0042675779438165959,1.4170777719994085e-13,4.852528386044705e-13,4.8317712427916264e-08,7.5346191946839392e-11,0.00010870159214973451,8.7657705753588116e-05,0.021241873925432739,0.021537032812656374,2.9074742786450666e-06,1.6055239015368932e-06,7.216340059954755e-11,0.00069913365101857141,1.9027711240396982e-07,5.2484208147845831e-08,8.4795679064023986e-06,3.8938454201560539e-07,2.4048508219348314e-07,7.6138036802011683e-05,0.0056067800803713116,2.3504348549754087e-12,8.4270640720557192e-13,5.1964111964586712e-07,1.3022818892655789e-07,5.2688763968491956e-09,1.6983907991517782e-05,5.5548621913903511e-05,6.0705339813311091e-05,6.9187931094476756e-08,5.8914059281786523e-06,1.6611502152389156e-06,3.6488538732326433e-06,2.0637524731425564e-09,5.3665193468321992e-08,7.6337994143271781e-08,5.177605240033571e-07,8.9653662838304016e-07,1.4623017952771626e-09,1.6510905502383848e-08,1.3045947043472222e-07,1.914819730034606e-09,3.2705677268630949e-06,8.0568683889877567e-12,1.4302528819695533e-09,4.9109373489654187e-06,5.3236918296569743e-10,5.1022056995925418e-09,9.2922707147350726e-10
8.858125696190728e-09,0.3393749848011059,76.950000000000003,0.0,0.0,0.0,0.22683248415565729,9.4994123177513927,0.0065325668899026404,0.039262560390515872,0.017850724867075649,0.00048689306568107263,4.8769023792192815e-09,1.2490949347172078e-05,0.19357158880083519,2.9793197888817977e-05,3.131491360561314e-12,5.8904311683465953e-05,0.00023474206062546569,0.48221300662821165,0.0043251845400929384,1.4204427602227441e-13,4.9975753745932343e-13,4.979269931661553e-08,7.6721234527276351e-11,0.000109687877164995,8.6397750003337531e-05,0.021617117615325868,0.021929144416198268,2.958825039610013e-06,1.6338812832565948e-06,7.2798331187718607e-11,0.00071696423456293857,1.9512920712028594e-07,5.3822997259397005e-08,8.7992748014453658e-06,3.9934098446412492e-07,2.4686851628322871e-07,8.0802723105802317e-05,0.0056566882053196467,2.4105254744804486e-12,8.6425081783036978e-13,5.1948180749522039e-07,1.3091423991298147e-07,5.1806117909467337e-09,1.7147362949655648e-05,5.6102814625655959e-05,6.4115049367516767e-05,7.1034599100443855e-08,6.1489239301913861e-06,1.7029191222069148e-06,3.8338372208723765e-06,2.1164017093838652e-09,5.6395888646488217e-08,7.7851532611945938e-08,5.4845068669918321e-07,9.4431147148341833e-07,1.4912982428905835e-09,1.7404911658539437e-08,1.4036857744794218e-07,2.0607033403630145e-09,3.3703926117079645e-06,8.2166105133021273e-12,1.4445991389710624e-09,5.0933678861544632e-06,5.5214354479577975e-10,5.3961964824620287e-09,9.6374252992031265e-10
9.02097269931174e-09,0.3393764738228316,76.950000000000003,0.0,0.0,0.0,0.22103704380766542,9.4994180161427124,0.0065788572800712375,0.039349250860493699,0.017588733583709885,0.00047975111934587183,4.887651910108212e-09,1.2204472736632572e-05,0.19487646959806768,2.9858880074414055e-05,3.0855573664008526e-12,5.9888699140558387e-05,0.00024163738926255576,0.48632170524639828,0.0043814482163153931,1.4235742731750861e-13,5.1430733234830575e-13,5.1272414450870381e-08,7.8061017120931194e-11,0.00011065137213843508,8.513438482738765e-05,0.021986196668002438,0.022315570845897494,3.0093318383769117e-06,1.6617726148301466e-06,7.3418640498710597e-11,0.00073482949088700801,1.9999071577488735e-07,5.5164386861966993e-08,9.1196895036697649e-06,4.0931693141215713e-07,2.5326810569376339e-07,8.5620979763126597e-05,0.0057054746460804299,2.4707335421411969e-12,8.8583733733052346e-13,5.1934021581386211e-07,1.3158626661862515e-07,5.0947288777081383e-09,1.7307896851002401e-05,5.6646994888440802e-05,6.7610867454126215e-05,7.2886016601970196e-08,6.4104045148027752e-06,1.7440724120063185e-06,4.0227180325286365e-06,2.16915346870012e-09,5.9184463087004426e-08,7.9368322904408196e-08,5.8010461984154914e-07,9.9318140294152705e-07,1.5203569890483998e-09,1.8319939505948832e-08,1.5074138374702218e-07,2.2134398107458745e-09,3.4710196601270927e-06,8.376695842131165e-12,1.4586857502779035e-09,5.278999196288008e-06,5.7226477684209898e-10,5.7031804872999887e-09,9.9886344132670901e-10
9.183819702432753e-09,0.33937793998421434,76.950000000000003,0.0,0.0,0.0,0.21539620270485027,9.4994237516728521,0.0066236918216846059,0.039429823796584787,0.017326444789747392,0.00047260072892400611,4.8976418399506996e-09,1.1925589534188795e-05,0.19613701545129206,2.9919921147247915e-05,3.0395690634279763e-12,6.084543681515101e-05,0.00024855177497312383,0.49033612790967129,0.0044363929315616611,1.4264845129679306e-13,5.2889798908286861e-13,5.275641415576679e-08,7.9365548743173838e-11,0.00011159268302504603,8.3869237442211434e-05,0.022349105857355618,0.022696300451468379,3.0589939772731956e-06,1.6891975102635229e-06,7.402471645128193e-11,0.00075272669429700271,2.0486089730569747e-07,5.650817231790977e-08,9.4405169226885724e-06,4.1931085197465697e-07,2.5968270756511972e-07,9.0592088984400471e-05,0.0057531692634345518,2.5310498269216481e-12,9.0746265608680931e-13,5.19215679423199e-07,1.3224462342205686e-07,5.011158856920712e-09,1.7465588965408829e-05,5.7181435015640738e-05,7.1190595405521464e-05,7.4741848901542945e-08,6.675714674849441e-06,1.7845942561560622e-06,4.2153973344034784e-06,2.2219996966745626e-09,6.2029453927168267e-08,8.0888372141727858e-08,6.1271868910487973e-07,1.0431205889401635e-06,1.5494781702626342e-09,1.9255504305397671e-08,1.6158374406250497e-07,2.3731166108031818e-09,3.5724275438213318e-06,8.5371251270522424e-12,1.4725197799076979e-09,5.4678257897132278e-06,5.9273228394704481e-10,6.0234691839116798e-09,1.0345887668583744e-09
9.346666705553766e-09,0.33937938324677935,76.950000000000003,0.0,0.0,0.0,0.20990554541319689,9.4994295157097106,0.0066671095989191149,0.039504598436287862,0.017064166281844172,0.00046545031178287405,4.9069118283294997e-09,1.165408251232018e-05,0.1973544249133676,2.9976563425351736e-05,2.993580588603136e-12,6.1774637322969351e-05,0.00025548331845420184,0.49425877039854865,0.0044900428997997283,1.4291850325370071e-13,5.4352550976299995e-13,5.424427962645484e-08,8.0634899538093333e-11,0.00011251239835658846,8.260381790338587e-05,0.022705847471625185,0.023071328647541106,3.1078117865930411e-06,1.7161561512751651e-06,7.4616935848333939e-11,0.00077065326615433256,2.097390506687572e-07,5.7854160040500769e-08,9.7614727838372282e-06,4.2932129795514884e-07,2.6611123677743842e-07,9.5715187239473818e-05,0.005799801060470673,2.5914655968435393e-12,9.2912364340777125e-13,5.1910756122428409e-07,1.3288965540208102e-07,4.9298351545499679e-09,1.762051628770054e-05,5.7706399469483072e-05,7.4851943965715645e-05,7.6601778230717814e-08,6.9447224168995792e-06,1.8244710546568591e-06,4.4117752093559673e-06,2.2749327733726572e-09,6.4929383837662392e-08,8.2411686847941386e-08,6.462886963696739e-07,1.094102795211983e-06,1.5786619116030907e-09,2.0211112858268509e-08,1.7290110725382233e-07,2.5398151951519091e-09,3.6745955128299574e-06,8.6978990566289852e-12,1.4861080880749972e-09,5.6598422252007813e-06,6.1354547628121283e-10,6.3573675586255706e-09,1.0709174769817946e-09
9.509513708674778e-09,0.33938080360056977,76.950000000000003,0.0,0.0,0.0,0.20456079696818766,9.4994353002075673,0.0067091485846728161,0.03957387707027004,0.016802183344816122,0.00045830766983591073,4.9154994287838927e-09,1.1389741375547998e-05,0.19852986247842613,3.0029036358938778e-05,2.9476421205553984e-12,6.2676452949934173e-05,0.00026243022836830313,0.4980920572234237,0.0045424225115558705,1.4316867713219384e-13,5.5818612187323765e-13,5.5735615762309221e-08,8.1869195584926674e-11,0.00011341108980195887,8.1339526148805854e-05,0.023056430770990233,0.023440657401789806,3.1557865503524687e-06,1.7426492462959696e-06,7.5195664732715514e-11,0.00078860676666843649,2.1462451260349994e-07,5.9202166876858178e-08,1.0082283756217344e-05,4.3934689922646501e-07,2.7255266296229344e-07,0.00010098927207130582,0.0058453982101719553,2.6519725910900668e-12,9.5081733752865835e-13,5.1901525086450954e-07,1.3352169859475063e-07,4.8506933391369842e-09,1.7772753610517535e-05,5.8222145114165895e-05,7.8592541673937308e-05,7.8465502872672002e-08,7.217296922252204e-06,1.8636912937027114e-06,4.6117510511868403e-06,2.3279454890951988e-09,6.7882764822280968e-08,8.3938272975434117e-08,6.8080992398318598e-07,1.14610146531692e-06,1.6079083271847178e-09,2.1186265048231066e-08,1.8469852582034183e-07,2.713611142480492e-09,3.7775033789798083e-06,8.8590182590933315e-12,1.4994573377687006e-09,5.8550431077553836e-06,6.3470376910248798e-10,6.7051738363301715e-09,1.1078485510427358e-09
9.67236071179579e-09,0.3393822010620904,76.950000000000003,0.0,0.0,0.0,0.19935781770870895,9.4994410976729053,0.0067498456756626022,0.039637945971510824,0.016540760107611546,0.00045118002661806173,4.9234402043402078e-09,1.1132362504533547e-05,0.1996644596556128,3.0077557236208941e-05,2.9018001180254228e-12,6.3551072010082388e-05,0.00026939081617670255,0.50183834389295301,0.0045935562635433368,1.4340000889172089e-13,5.7287626766994561e-13,5.723005003954415e-08,8.3068614009165929e-11,0.00011428931270665118,8.0077658629008319e-05,0.023400871476539062,0.023804294753877863,3.2029204363290476e-06,1.7686779918324951e-06,7.5761258729614964e-11,0.00080658488716131051,2.1951665552607124e-07,6.0552019526148347e-08,1.0402687529641984e-05,4.4938635937732158e-07,2.7900600767222994e-07,0.000106413208885686,0.0058899880819730504,2.7125629937115597e-12,9.7254093618364379e-13,5.1893816347419622e-07,1.3414108024277405e-07,4.7736710419017484e-09,1.7922373594456205e-05,5.8728921459526396e-05,8.2409943039987154e-05,8.0332736331649878e-08,7.4933086909842623e-06,1.902245408420826e-06,4.8152238003749781e-06,2.3810310215247371e-09,7.0888101741541983e-08,8.5468135928816091e-08,7.1627717740185068e-07,1.1990897935735531e-06,1.6372175206249494e-09,2.218045527957319e-08,1.9698066607698374e-07,2.8945743046473976e-09,3.8811314998614401e-06,9.0204833048637003e-12,1.5125740010834051e-09,6.0534230865166338e-06,6.5620658252454677e-10,7.067179233330101e-09,1.1453809768627172e-09
9.835207714916803e-09,0.3393835756723709,76.950000000000003,0.0,0.0,0.0,0.19429259833376147,9.4994469011321456,0.0067892367262417808,0.039697076271257264,0.016280140819986123,0.00044407406220341302,4.930767836429107e-09,1.0881748711239001e-05,0.20075931600376684,3.0122331848805698e-05,2.8560975444317749e-12,6.4398715434122768e-05,0.00027636349115610446,0.50549991909896341,0.0046434686955444142,1.4361347967992347e-13,5.8759259371020305e-13,5.8727231423063124e-08,8.4233378387557525e-11,0.00011514760661223539,7.8819414549465968e-05,0.023739191288868651,0.024162254363402896,3.2492164301599125e-06,1.7942440360697599e-06,7.6314063376336294e-11,0.00082458544277546524,2.2441488554329545e-07,6.190355399109507e-08,1.0722432845190644e-05,4.5943845160856684e-07,2.8547034170005007e-07,0.00011198573769446077,0.0059335972673326288,2.7732294088380807e-12,9.9429178771839711e-13,5.1887573846912051e-07,1.3474811903750354e-07,4.6987078803796456e-09,1.8069446835631548e-05,5.9226970895667938e-05,8.6301636494353601e-05,8.2203206546435358e-08,7.7726296702617198e-06,1.9401256508917185e-06,5.022092162079311e-06,2.4341829141818748e-09,7.3943895572270421e-08,8.7001280587406479e-08,7.5268482616594077e-07,1.2530407928441114e-06,1.6665895854738684e-09,2.3193173815831142e-08,2.0975181888190308e-07,3.082768964127326e-09,3.985460763312752e-06,9.1822947089158235e-12,1.5254643653155437e-09,6.2549768527458639e-06,6.7805334129389312e-10,7.4436677395739619e-09,1.1835137503505227e-09
9.998054718037815e-09,0.33938492749514615,76.950000000000003,0.0,0.0,0.0,0.18936125517077881,9.4994527041012908,0.0068273565809932402,0.039751524785024875,0.016020551054686943,0.00043699594607570077,4.9375142274673635e-09,1.0637709004704317e-05,0.20181550012872201,3.0163555118732698e-05,2.8105740793025757e-12,6.5219633578448779e-05,0.00028334675559984655,0.50907900682150942,0.004692184333897842,1.4381001882149037e-13,6.0233194105244288e-13,6.0226829317871099e-08,8.5363754436363337e-11,0.00011598649575672832,7.7565901748618681e-05,0.024071417434664337,0.024514555085131094,3.2946782732887174e-06,1.8193494446048536e-06,7.6854414440314263e-11,0.00084260636559879297,2.2931864058097345e-07,6.3256615061170656e-08,1.1041279483678928e-05,4.6950201486411328e-07,2.9194478254003723e-07,0.00011770547979204396,0.005976251604364516,2.8339648373172243e-12,1.0160673827148769e-12,5.1882743841520043e-07,1.3534312535379354e-07,4.6257453852997087e-09,1.8214041930771659e-05,5.9716528918941918e-05,9.0265052098707744e-05,8.4076655145140682e-08,8.0551333680670224e-06,1.9773259636198133e-06,5.2322548072336794e-06,2.4873950561138247e-09,7.7048646415391247e-08,8.8537711326432316e-08,7.9002684317198329e-07,1.3079273573826499e-06,1.6960246056216021e-09,2.4223908022601436e-08,2.2301591081218051e-07,3.2782539982537423e-09,4.090472572391381e-06,9.3444529330244705e-12,1.5381345388346008e-09,6.4596991378950816e-06,7.0024347457741682e-10,7.8349159287990623e-09,1.2222458751300304e-09
9.999999999999999e-09,0.3393862566151423,76.950000000000003,0.0,0.0,0.0,0.18930314180842286,9.4994527733925924,0.0068278043951316564,0.03975214789956788,0.016017457218792011,0.00043691158658222334,4.9375914272523617e-09,1.0634832817221836e-05,0.20182788723292117,3.0164026843349071e-05,2.8100315145310749e-12,6.5229279388995156e-05,0.00028343023209403663,0.50912127092359982,0.0046927591302277256,1.4381226785101471e-13,6.0250813620875568e-13,6.0244756026301732e-08,8.5377050645586328e-11,0.00011599640146698721,7.7550960786135318e-05,0.024075349323585297,0.024518729367005387,3.2952163114651992e-06,1.819646565647358e-06,7.6860795242558133e-11,0.00084282174882714775,2.2937724938668582e-07,6.3272786618143394e-08,1.1045081880847783e-05,4.6962229354892129e-07,2.9202218034401927e-07,0.00011777468856199136,0.0059767554612533092,2.834690739707743e-12,1.0163276419547762e-12,5.188269447107909e-07,1.3535016148453665e-07,4.6248856757576879e-09,1.8215754479344117e-05,5.9722326524847242e-05,9.0312819828649506e-05,8.4099051340174537e-08,8.0585267328677327e-06,1.9777662091387585e-06,5.2347847967040561e-06,2.4880310398846197e-09,7.7086023909008254e-08,8.8556084572161163e-08,7.9047853249398786e-07,1.3085885470450606e-06,1.6963766012232215e-09,2.4236327418422167e-08,2.2317735065318905e-07,3.2806334425804926e-09,4.0917310380110922e-06,9.3463920851274737e-12,1.5382845832328207e-09,6.4621637687916417e-06,7.0051061895320538e-10,7.8396798741172009e-09,1.2227121665907519e-09
1.0160901721158828e-08,0.3393862566151423,76.950000000000003,0.0,0.0,0.0,0.18456002564506194,9.4994585005573366,0.0068642391061502217,0.039801534791649933,0.015762198839593611,0.00042995136807786856,4.9437095977280752e-09,1.0400058366731934e-05,0.20283405064481216,3.020141169012754e-05,2.765266317319283e-12,6.6014103244410724e-05,0.00029033920020341469,0.51257776835750679,0.0047397276410044041,1.439905066395913e-13,6.1709133580480452e-13,6.1728532560086024e-08,8.646004597101022e-11,0.00011680648955668137,7.6318142233401052e-05,0.024397582239717441,0.024861220569926852,3.339310404517651e-06,1.8439966681683997e-06,7.7382638225316883e-11,0.00086064569818166986,2.3422738861852569e-07,6.4611055825067315e-08,1.1358998216099872e-05,4.795759501829221e-07,2.9842849198304202e-07,0.0001235709443472988,0.0060179762015680179,2.8947626546828003e-12,1.0378653460919753e-12,5.1879274795176218e-07,1.3592640147797015e-07,4.5547269306315733e-09,1.8356225539949833e-05,6.0197824349657864e-05,9.4297569004960142e-05,8.5952836739448635e-08,8.3406949534268684e-06,2.0138418585487483e-06,5.4456105575677654e-06,2.5406616627415753e-09,8.0200856264201393e-08,9.0077432037062733e-08,8.2829684222278211e-07,1.3637223209632487e-06,1.7255226556821889e-09,2.5272143518592205e-08,2.367765156922864e-07,3.4810830488371332e-09,4.1961488308181193e-06,9.506958387876345e-12,1.5505904567391652e-09,6.6675847117542689e-06,7.2277641575823543e-10,8.241192795141966e-09,1.261576362184339e-09
1.032374872427984e-08,0.3393875631364664,76.950000000000003,0.0,0.0,0.0,0.17988526394047841,9.4994642849112871,0.0068999172198938941,0.039847336768192576,0.01550527572394848,0.00042294556757282114,4.9493825767532913e-09,1.0168617537034045e-05,0.20381597710208044,3.0236076487722219e-05,2.7202079558495929e-12,6.67824248976771e-05,0.00029733949963290648,0.5159983042761751,0.0047861229703177926,1.441557771184851e-13,6.31867979695843e-13,6.323204844739364e-08,8.7522591125092147e-11,0.00011760808307176479,7.507707739234229e-05,0.024717722726933795,0.025202278889887651,3.3831179049776857e-06,1.8681885122304099e-06,7.7899051866507427e-11,0.00087870158742328511,2.3914062602383053e-07,6.5966737210793476e-08,1.167537071992165e-05,4.8965921725893143e-07,3.049206738381631e-07,0.00012958053489500875,0.0060587954606957954,2.9556165903759809e-12,1.0596834296549819e-12,5.1877117277012495e-07,1.3649824182906657e-07,4.4855976666927938e-09,1.8496062447054195e-05,6.0671079541874148e-05,9.8396522653387608e-05,8.7831518256281651e-08,8.6291913441587419e-06,2.0496703016557155e-06,5.6620585553820179e-06,2.5939772577974674e-09,8.3399031545427025e-08,9.1620446145380658e-08,8.6748811384734532e-07,1.4203985105083482e-06,1.7550838013559749e-09,2.6337365239062758e-08,2.510368663885281e-07,3.6913046958636127e-09,4.3024719288744316e-06,9.6698114350686128e-12,1.5628378863069894e-09,6.8786283806736315e-06,7.4565160223827215e-10,8.6627596147769586e-09,1.3015042295123532e-09
