Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013)
3.006975881156388e-09,0.2538379888558,76.950000000000003,0.0,0.0,0.0,0.00046910237181611712,9.499945434444923,0.00213633925756391,0.015106172729460169,0.002286991369922926,3.8104906917184715e-05,1.7742702938154154e-09,5.9025875096805405e-06,0.20163157944445262,1.0246183297197102e-05,1.849752652942361e-13,1.8730702555444502e-06,2.264980016179605e-05,0.75332563519861384,0.00045083868476296531,3.8465903285802537e-14,1.1637019049779462e-13,1.1733220587062267e-08,1.027863330714701e-11,0.00029065522740219784,2.8370150668229027e-05,0.013573777362226218,0.013640865333838605,1.8693913472040421e-06,9.7152030102116692e-07,4.9791569552291081e-09,0.00082586439023442674,2.2624222735454983e-07,5.8746903132591542e-08,1.0300760559169989e-06,1.6611389700273814e-07,7.3947966370416485e-07,1.9325442377173713e-05,0.0093961416346903612,1.1953527102813256e-12,4.657176001733335e-13,1.3158230121285548e-06,4.2063529513257682e-07,1.5433584478963542e-08,7.1557081666303663e-05,0.00022023015685383921,1.1768011548991923e-05,7.1263124751686717e-08,9.4696486687438399e-07,3.3090932017884064e-07,4.6327049981279297e-07,7.2701806732234502e-09,3.7816778734811887e-09,2.2075038777434261e-07,1.6329031463161229e-08,1.6082504183072399e-07,3.3277582173471689e-09,1.1848827329317013e-09,3.2853513049651248e-09,2.6845970502384002e-11,2.5687454351240723e-05,3.9683019677459044e-11,4.3306012216562576e-08,1.0371968461527725e-05,9.3234723615498689e-10,2.7104792096853834e-08,1.7554275128605691e-09,4.9138614518143469e-09,4.4992173820259999e-10,1.4218684717139945e-10,7.0248506841888826e-17,3.8916334206027025e-10,5.1509512183559878e-07
3.027174631097238e-09,0.25383808332973523,76.950000000000003,0.0,0.0,0.0,0.00045096937890439317,9.499945948118695,0.0021357021914882408,0.015100017183437234,0.002255484075365969,3.7579935223886744e-05,1.7735467388496231e-09,5.8820043370979142e-06,0.20132653591940228,1.0242004886529564e-05,1.8242685911165214e-13,1.869632991900028e-06,2.2805987538288773e-05,0.75364411869672554,0.0004508570167831732,3.8450216826974084e-14,1.1717061937668334e-13,1.1815460659360941e-08,1.0267586815670148e-11,0.00029077987924296464,2.7979303789582473e-05,0.013605436248606018,0.013673260162197772,1.8737510464431857e-06,9.7378626546256039e-07,4.9812620785038077e-09,0.00083156982487032525,2.2780516912463907e-07,5.9152838718137768e-08,1.0351226773456727e-06,1.6726267764825165e-07,7.4472746650742921e-07,1.9573792433618426e-05,0.0094011738034304442,1.203618941782429e-12,4.6893817847120677e-13,1.3160521300961528e-06,4.2080930694189719e-07,1.5415760858808452e-08,7.1601104288028362e-05,0.000220368056397008,1.1879273028961035e-05,7.177061674892988e-08,9.5523273698426916e-07,3.3178075535333763e-07,4.6876085265690972e-07,7.3204631678497411e-09,3.8267087277726932e-09,2.2198159604506477e-07,1.6580115863391374e-08,1.6285924818875956e-07,3.3463208566883413e-09,1.20009885305894e-09,3.3475646562322548e-09,2.7356824774105737e-11,2.5877914367260889e-05,3.9907804431795388e-11,4.33331985601034e-08,1.0480647164588542e-05,9.4211628790766491e-10,2.7350473191707106e-08,1.7738209274132042e-09,4.9653864175718309e-09,4.5400441897801114e-10,1.4346892390938986e-10,7.098510715169538e-17,3.9275701250304865e-10,5.1985255393319773e-07
3.047373381038088e-09,0.25383817648828616,76.950000000000003,0.0,0.0,0.0,0.00043376497176452828,9.4999464547335819,0.0021350631759506794,0.015093864496602563,0.0022244108405260533,3.7062196073785116e-05,1.7728235247947212e-09,5.8620664344318887e-06,0.20102173133158663,1.0237828398317874e-05,1.7991356247570806e-13,1.8661307413868504e-06,2.2962081110276147e-05,0.75396145043502938,0.00045087471843797001,3.8434537585445905e-14,1.1797065787730845e-13,1.1897650375455053e-08,1.0256131883200534e-11,0.0002909040326337821,2.7593841424666293e-05,0.013636649201418211,0.013705208695034783,1.8780493346482704e-06,9.7602031130772087e-07,4.9833595866380903e-09,0.00083727233347513012,2.2936730934936303e-07,5.9558566121214013e-08,1.0401103547315977e-06,1.6841086913936692e-07,7.4997252408662689e-07,1.9822605007406371e-05,0.0094061923183151458,1.21188093392486e-12,4.7215710509823059e-13,1.3162927280145987e-06,4.2098413197351223e-07,1.5398634056999362e-08,7.1645095279893427e-05,0.00022050580305042357,1.1989996623172027e-05,7.2277843162853433e-08,9.6348288847314068e-07,3.3263090545944648e-07,4.7425399794330755e-07,7.3707202064557266e-09,3.8717639538886752e-09,2.2321412181430623e-07,1.6833122912179166e-08,1.6489550825557336e-07,3.3649033611842574e-09,1.2153320979734842e-09,3.4103749264752328e-09,2.7872616771877854e-11,2.6068253082744715e-05,4.0132841857621731e-11,4.3360351659302635e-08,1.0589791423318461e-05,9.5192718784620608e-10,2.7596671572546054e-08,1.7922931355035369e-09,5.0171322421229728e-09,4.5809570556422796e-10,1.4475364338112606e-10,7.1724864857828193e-17,3.9635951101551873e-10,5.2462168946984159e-07
3.067572130978938e-09,0.25383826834965084,76.950000000000003,0.0,0.0,0.0,0.00041744117209467564,9.499946954386413,0.0021344223219749866,0.015087714665578093,0.0021937656871995532,3.6551589847401943e-05,1.7721006653047225e-09,5.8427408488925101e-06,0.20071717751667142,1.023365395060366e-05,1.7743489163180975e-13,1.862565180923151e-06,2.311808175130235e-05,0.75427766598474277,0.00045089182200495545,3.8418866001574286e-14,1.1877059522142201e-13,1.1979790209715277e-08,1.0244277740146368e-11,0.00029102770403497525,2.7213689414061966e-05,0.013667422423337249,0.013736717080764327,1.8822870643431691e-06,9.7822288223440854e-07,4.9854497149823269e-09,0.00084297191726876732,2.3092864829859302e-07,5.9964085421929198e-08,1.0450395672837781e-06,1.6955847172828547e-07,7.5521483983936172e-07,2.0071859912729237e-05,0.0094111976152883737,1.2201386880998598e-12,4.7537438057280921e-13,1.3165441908102103e-06,4.211597178717342e-07,1.5382168732996758e-08,7.1689057182391632e-05,0.00022064340748508985,1.210017426023859e-05,7.278480432790353e-08,9.7171503373270801e-07,3.3346007471166509e-07,4.7974951743114749e-07,7.4209517984396423e-09,3.916840096333703e-09,2.2444796307906737e-07,1.7088048208793869e-08,1.6693365004966435e-07,3.3835057006566746e-09,1.2305811519964032e-09,3.4737808863624116e-09,2.8393336592222553e-11,2.6258470513704443e-05,4.035813150198654e-11,4.33874737782571e-08,1.0699400780884305e-05,9.6177989474095972e-10,2.784338473146222e-08,1.8108440595858516e-09,5.0690987089320731e-09,4.6219555623696797e-10,1.4604099272336187e-10,7.2467776861535984e-17,3.9997079672010998e-10,5.2940247428348228e-07
3.087770880919788e-09,0.25383835893178586,76.950000000000003,0.0,0.0,0.0,0.00040195248167670749,9.4999474471728274,0.0021337797348452594,0.015081567686957745,0.0021635427193402949,3.6048018294502751e-05,1.7713781421409026e-09,5.823996714187463e-06,0.20041288566086057,1.0229481508886853e-05,1.7499036959299575e-13,1.8589379536669226e-06,2.3273990322157882e-05,0.75459279911572053,0.00045090835808336247,3.8403201951135706e-14,1.1956961109928322e-13,1.2061880629589454e-08,1.0232033471681254e-11,0.00029115090907061837,2.6838774617388427e-05,0.013697762031272338,0.013767791383119319,1.8864650795592314e-06,9.8039441609099149e-07,4.9875326869341707e-09,0.00084866857748826111,2.3248918639063849e-07,6.0369396713584174e-08,1.0499107970650051e-06,1.7070548566813562e-07,7.6045441708945228e-07,2.0321537206179827e-05,0.0094161901081800895,1.2283922068677511e-12,4.7859000590328499e-13,1.3168059353935282e-06,4.2133601505007144e-07,1.5366330803649133e-08,7.173299240374288e-05,0.0002207808798170425,1.2209798172423896e-05,7.3291500571208796e-08,9.7992889277749611e-07,3.3426856506175863e-07,4.8524699990463039e-07,7.4711579533620965e-09,3.9619337574687177e-09,2.2568311784246778e-07,1.734488728638556e-08,1.6897350432988205e-07,3.4021278449233769e-09,1.2458447201741753e-09,3.5377812823691177e-09,2.8918974126726749e-11,2.6448566686784417e-05,4.0583672916601988e-11,4.3414567063364251e-08,1.0809474780449521e-05,9.7167436776918451e-10,2.8090610178780254e-08,1.8294736226487987e-09,5.121285601458489e-09,4.6630392957514863e-10,1.4733095917117995e-10,7.3213840068247485e-17,4.0359082903432901e-10,5.34194854598246e-07
3.1079696308606378e-09,0.25383844825240304,76.950000000000003,0.0,0.0,0.0,0.00038725575415456131,9.4999479331872507,0.0021331355144026242,0.015075423557258967,0.0021337361219487204,3.5551384515499958e-05,1.7706559548736428e-09,5.8058048125422007e-06,0.20010886633461009,1.0225310956704223e-05,1.7257952621828006e-13,1.8552506697161127e-06,2.3429807671060893e-05,0.75490688188975452,0.00045092435568117473,3.8387544995113267e-14,1.2036817138210517e-13,1.2143922095702105e-08,1.0219408004561326e-11,0.00029127366257174171,2.6469024899534901e-05,0.013727674057546754,0.013798437582314686,1.8905842117071604e-06,9.825353451123188e-07,4.9896087143013792e-09,0.0008543623153870715,2.3404892399254542e-07,6.077450009409059e-08,1.0547245286886567e-06,1.7185191121460431e-07,7.656912590892997e-07,2.0571617186285182e-05,0.0094211701898516721,1.2366414919818713e-12,4.8180398179101045e-13,1.3170774086473052e-06,4.2151297643934902e-07,1.5351088372682153e-08,7.1776903226378522e-05,0.00022091822963604766,1.2318860890584839e-05,7.3797932212827432e-08,9.8812419309037534e-07,3.3505667613399383e-07,4.9074604110674771e-07,7.5213386809370061e-09,4.007041596971805e-09,2.2691958411349489e-07,1.7603635614372584e-08,1.7101490457430432e-07,3.4207697639985375e-09,1.2611215281271323e-09,3.6023748375301858e-09,2.9449519068329758e-11,2.6638541638692239e-05,4.0809465655909578e-11,4.3441633549407776e-08,1.0920012965179464e-05,9.8161056592765909e-10,2.833834544291539e-08,1.8481817475340648e-09,5.173692703162535e-09,4.7042078445861649e-10,1.4862353004756132e-10,7.3963051385107915e-17,4.072195676766894e-10,5.3899877702142226e-07
3.1281683808014877e-09,0.25383853632895614,76.950000000000003,0.0,0.0,0.0,0.00037331007344643558,9.4999484125225688,0.002132489755326589,0.015069282272604647,0.0021043401599740471,3.5061592943234309e-05,1.769934124536784e-09,5.7881369300580095e-06,0.19980512952465648,1.0221142433630602e-05,1.7020189740195379e-13,1.8515049068007083e-06,2.3585534633840036e-05,0.75521994474921195,0.00045093984229822241,3.8371895652777033e-14,1.2116683417863926e-13,1.2225915061952627e-08,1.0206410076180257e-11,0.00029139597861730342,2.6104369117067291e-05,0.013757164451060795,0.013828661576195401,1.8946452776128246e-06,9.8464609476804457e-07,4.9916779985092833e-09,0.00086005313223435958,2.3560786135459142e-07,6.1179395644632213e-08,1.0594812490281747e-06,1.7299774862988674e-07,7.7092536902222616e-07,2.0822080392959069e-05,0.009426138233284035,1.2448865446281251e-12,4.8501630866676404e-13,1.3173580860802406e-06,4.2169055742065638e-07,1.5336411481674382e-08,7.1820791813645941e-05,0.00022105546603280916,1.2427355239127919e-05,7.4304099565964033e-08,9.9630066947134259e-07,3.3582470516506895e-07,4.962462436721732e-07,7.5714939910269456e-09,4.0521603312897249e-09,2.2815735990706437e-07,1.7864288600746811e-08,1.7305768695852748e-07,3.4394314280002561e-09,1.2764103218928433e-09,3.6675602521439303e-09,2.9984960917218256e-11,2.6828395415659371e-05,4.1035509271582453e-11,4.3468675165328658e-08,1.1031014878245842e-05,9.9158844789256301e-10,2.8586588070219935e-08,1.8669683565756641e-09,5.2263197975034863e-09,4.7454608006538428e-10,1.499186927666791e-10,7.4715407712367467e-17,4.1085697263665502e-10,5.4381418854051004e-07
3.1483671307423377e-09,0.2538386231786669,76.950000000000003,0.0,0.0,0.0,0.00036007663842693656,9.4999488852705216,0.0021318425474018549,0.015063143829139248,0.0020753491772297515,3.4578549324924856e-05,1.7692126291845555e-09,5.7709667196913402e-06,0.19950168466401708,1.0216975937158288e-05,1.6785702549045136e-13,1.8477022109553067e-06,2.3741172034114847e-05,0.75553201660002478,0.00045095484400479329,3.8356253921552875e-14,1.2196449227132379e-13,1.2307859975612163e-08,1.0193048290032662e-11,0.00029151787057304565,2.5744737104789687e-05,0.013786239078427567,0.013858469181368958,1.8986490869551924e-06,9.8672708486030723e-07,4.9937407308643098e-09,0.00086574102931386585,2.371659989160104e-07,6.1584083460211953e-08,1.064181446936721e-06,1.7414299817642385e-07,7.7615675000475736e-07,2.1072907606875456e-05,0.0094310945925967834,1.2531273676051534e-12,4.882269876294567e-13,1.3176474705869739e-06,4.2186871577014237e-07,1.5322270945198385e-08,7.1864660216204625e-05,0.0002211925976247709,1.2535274330977982e-05,7.4810002937188858e-08,1.0044580638894556e-06,3.3657294694843629e-07,5.0174721705933155e-07,7.6216238936354254e-09,4.0972867330830247e-09,2.293964432440882e-07,1.8126841594319218e-08,1.7510169033341071e-07,3.4581128070017181e-09,1.2917098677650375e-09,3.7333362044711857e-09,3.0525288986675663e-11,2.7018128072929657e-05,4.1261803320250498e-11,4.3495693739697699e-08,1.1142480062828551e-05,1.0016079728734113e-09,2.8835335624826983e-08,1.8858333727787712e-09,5.2791666679402776e-09,4.7867977586911523e-10,1.512164348408988e-10,7.5470905954958878e-17,4.1450300418967786e-10,5.4864103652023961e-07
3.166546005689103e-09,0.253838700308505,76.950000000000003,0.0,0.0,0.0,0.00034874506518769923,9.4999493051864423,0.0021312588919678295,0.015057621656105091,0.0020495989378670784,3.4149502714097626e-05,1.7685635688141e-09,5.7559185222805012e-06,0.19922884127914189,1.0213227680964502e-05,1.6577427514530644e-13,1.8442323598128154e-06,2.3881169789440456e-05,0.75581205666924656,0.00045096795139632124,3.8342182335388343e-14,1.226820746300235e-13,1.2381569677344378e-08,1.0180718580048425e-11,0.00029162722123777363,2.5425306403506769e-05,0.013812055546344031,0.013884944756526314,1.9022042206169265e-06,9.8857487443060684e-07,4.9955917381146962e-09,0.00087085764135631783,2.3856763921539371e-07,6.1948124967267322e-08,1.0683637037940976e-06,1.7517322035828396e-07,7.8086266216013495e-07,2.1298947634286974e-05,0.0094355456043131534,1.2605404933841546e-12,4.9111519032463901e-13,1.3179149708762937e-06,4.2202951874636602e-07,1.5309980510213717e-08,7.190412612888275e-05,0.00022131593320984819,1.2631904205539256e-05,7.5265090514976711e-08,1.0117831961872121e-06,3.3722968809362265e-07,5.0669843482241975e-07,7.6667190909604941e-09,4.1379044278502395e-09,2.3051273456592151e-07,1.8364759904532715e-08,1.769422062659593e-07,3.4749428798595497e-09,1.3054876486360262e-09,3.7930383616874353e-09,3.1015752989209362e-11,2.7188783959667902e-05,4.1465681721018296e-11,4.3519992190662642e-08,1.1243194448548475e-05,1.0106611162698629e-09,2.9059638137795526e-08,1.90287886177237e-09,5.3269165809301577e-09,4.8240725100247264e-10,1.5238659780283475e-10,7.6153538155934053e-17,4.1779177573583212e-10,5.5299493467444277e-07
3.184724880635868e-09,0.2538387764705794,76.950000000000003,0.0,0.0,0.0,0.00033793507894788039,9.4999497199050733,0.0021306741910011575,0.015052101778325293,0.0020241681987289498,3.3725779755982243e-05,1.7679147952817974e-09,5.7412357330453181e-06,0.19895624774354051,1.0209481015620711e-05,1.6371736782612287e-13,1.8407187038852422e-06,2.4021096240096024e-05,0.75609133532421813,0.00045098070317084774,3.832811671803013e-14,1.2339986275960704e-13,1.2455241130394745e-08,1.0168107037566207e-11,0.0002917362474815182,2.5109839104349029e-05,0.013837544093062626,0.013911091831536026,1.9057141941794978e-06,9.9039919248965758e-07,4.9974377113017436e-09,0.00087597189039336095,2.3996863218031681e-07,6.2311998355364231e-08,1.0725009334540761e-06,1.7620296677679403e-07,7.8556636852013331e-07,2.1525253461149738e-05,0.0094399876578023321,1.2679501954219323e-12,4.9400205910265946e-13,1.3181888146861899e-06,4.2219072909383478e-07,1.5298083857586074e-08,7.1943578613478513e-05,0.00022143919618454642,1.2728058148763478e-05,7.5719964725164991e-08,1.0190924904782964e-06,3.3787084968998791e-07,5.1164969085060175e-07,7.7117937239108619e-09,4.1785234895126725e-09,2.3163008196477489e-07,1.8604209937320498e-08,1.7878346906261284e-07,3.4917888762047961e-09,1.3192722845067407e-09,3.8532167733716915e-09,3.1510157985350131e-11,2.7359341843094725e-05,4.1669762293406354e-11,4.3544274584141612e-08,1.1344283381183423e-05,1.019747927185269e-09,2.9284345932135281e-08,1.9199877415023142e-09,5.3748441793158203e-09,4.8614146857495782e-10,1.5355883101371671e-10,7.6838710544838622e-17,4.2108747432705643e-10,5.5735801618463922e-07
3.2029037555826334e-09,0.253838851676954,76.950000000000003,0.0,0.0,0.0,0.00032762236602711949,9.4999501294905855,0.0021300885007612424,0.015046584192663364,0.0019990529960731787,3.330731440046537e-05,1.7672662916850118e-09,5.7269016235069922e-06,0.19868390989434914,1.020573607443424e-05,1.6168598251295262e-13,1.8371623069567604e-06,2.4160951961827112e-05,0.75636987075208928,0.00045099311565025327,3.8314057577356825e-14,1.2411644626590883e-13,1.2528874647430049e-08,1.0155219605405196e-11,0.00029184495770823117,2.4798286036842624e-05,0.013862708828849539,0.013936914482333784,1.9091795742471029e-06,9.9220033265444258e-07,4.9992787710585801e-09,0.00088108377738864137,2.4136897811846174e-07,6.2675703687154651e-08,1.0765934953557568e-06,1.7723223763027419e-07,7.9026787122659169e-07,2.1751811573826543e-05,0.0094444209757979774,1.2753564759869756e-12,4.9688759483185737e-13,1.3184686906748423e-06,4.2235232041319127e-07,1.5286562625248804e-08,7.1983018952889881e-05,0.00022156239194211688,1.2823731719491299e-05,7.6174625778330735e-08,1.0263857729829225e-06,3.3849664137122512e-07,5.1660071434149235e-07,7.7568478000450556e-09,4.2191416798868669e-09,2.3274848400987029e-07,1.8845188187561809e-08,1.8062536671215745e-07,3.5086507743788326e-09,1.3330629174232986e-09,3.9138704328750258e-09,3.2008495818631492e-11,2.752980178033646e-05,4.1874044715551317e-11,4.3568542064649125e-08,1.144574652774638e-05,1.0288683758512268e-09,2.9509457268471668e-08,1.9371599557174653e-09,5.4229493052489717e-09,4.8988239964766749e-10,1.547331255587694e-10,7.7526420862120017e-17,4.2439007157514376e-10,5.6173024345182873e-07
3.2210826305293986e-09,0.2538389259395521,76.950000000000003,0.0,0.0,0.0,0.000317783746876776,9.4999505340067323,0.0021295018748825568,0.015041068896315729,0.0019742494152780016,3.2894041416007573e-05,1.7666180462618296e-09,5.7129008488778189e-06,0.19841183327180104,1.0201992615986462e-05,1.5967980305909123e-13,1.833564213601191e-06,2.4300737522796698e-05,0.75664768031565965,0.00045100520439078645,3.8300004006548635e-14,1.2483230576529269e-13,1.2602470537001913e-08,1.014206216730523e-11,0.00029195335993934164,2.449059863981929e-05,0.013887553812744129,0.013962416734287999,1.9126009221989277e-06,9.9397858630667057e-07,5.0011150318325328e-09,0.00088619330331366993,2.4276867738514013e-07,6.3039241049559329e-08,1.0806417496007823e-06,1.7826103311393882e-07,7.9496717238292214e-07,2.1978608614652509e-05,0.0094488457709143835,1.2827593366944643e-12,4.9977179818838815e-13,1.3187543018312895e-06,4.2251426748044679e-07,1.5275399442699359e-08,7.2022448369238489e-05,0.00022168552562203909,1.2918920653430266e-05,7.6629073881240562e-08,1.0336628742738825e-06,3.3910727105390684e-07,5.2155123879649848e-07,7.8018813269961059e-09,4.2597567962555668e-09,2.3386793927402069e-07,1.908769111652972e-08,1.8246778890032857e-07,3.5255285528609004e-09,1.3468587022970227e-09,3.9749983207347225e-09,3.2510758223728462e-11,2.7700163833308213e-05,4.2078528672905039e-11,4.3592795722877958e-08,1.1547583555265496e-05,1.0380224325675128e-09,2.9734970418744814e-08,1.9543954484928413e-09,5.4712318008901473e-09,4.9363001546993521e-10,1.5590947257491618e-10,7.8216666858169123e-17,4.2769953930798649e-10,5.6611157911722199e-07
3.239261505476164e-09,0.2538389992701396,76.950000000000003,0.0,0.0,0.0,0.00030839712248729122,9.4999509335161836,0.0021289143644987185,0.01503555588613531,0.0019497535902327097,3.2485896379472369e-05,1.7659701006688604e-09,5.6992180591375454e-06,0.19814002313362927,1.0198250702892743e-05,1.5769851674810725e-13,1.8299254495418799e-06,2.4440453483685112e-05,0.75692478059326829,0.00045101698421956809,3.828595622872304e-14,1.2554923815870466e-13,1.267602910360056e-08,1.0128640465381521e-11,0.00029206146183182277,2.4186728953883775e-05,0.013912083053204948,0.013987602562828513,1.9159787863122835e-06,9.9573424037726335e-07,5.0029466031111095e-09,0.00089130046914778055,2.4416773008155452e-07,6.3402610504539149e-08,1.0846460568154153e-06,1.79289353429575e-07,7.9966427405517291e-07,2.2205631381382393e-05,0.0094532622461358344,1.2901587773980858e-12,5.0265466908255665e-13,1.3190453647732316e-06,4.226765461863853e-07,1.5264578699472951e-08,7.2061868026716965e-05,0.00022180860212201787,1.3013620860240751e-05,7.7083309236958379e-08,1.0409236291970088e-06,3.3970294491526928e-07,5.2650100197914244e-07,7.846894312469235e-09,4.3003666710269443e-09,2.3498844633357803e-07,1.9331715153065589e-08,1.8431062699550661e-07,3.5424221903153571e-09,1.3606588067996128e-09,4.036599405034316e-09,3.3016936829476234e-11,2.787042806847599e-05,4.2283213845041428e-11,4.3617036598243983e-08,1.1649794130788328e-05,1.0472100669212652e-09,2.9960883666125945e-08,1.9716941629150897e-09,5.5196915084092546e-09,4.9738428747791109e-10,1.5708786325061314e-10,7.8909446273056208e-17,4.3101584951653407e-10,5.7050198606059672e-07
3.2556224929282526e-09,0.2538390644804053,76.950000000000003,0.0,0.0,0.0,0.00030031818253303176,9.4999512888450752,0.0021283848892392344,0.015030596128962148,0.0019279673221400983,3.2122897640077491e-05,1.7653871788965236e-09,5.6871634579844719e-06,0.19789562598143304,1.019488441031119e-05,1.559363869936267e-13,1.8266166212818077e-06,2.4566138797868749e-05,0.75717357750153302,0.00045102733363981207,3.827331859696421e-14,1.2619360384020621e-13,1.274220015082718e-08,1.0116339670190916e-11,0.00029215850279360942,2.3916471220180927e-05,0.013933892681698555,0.014010002512434337,1.9189821375177045e-06,9.9729524011545108e-07,5.0045910947202132e-09,0.00089589490133574177,2.4542632499767696e-07,6.3729499507656225e-08,1.0882126569746791e-06,1.8021443561218694e-07,8.0388978667975998e-07,2.2410134080200407e-05,0.0094572301206759905,1.296815352345748e-12,5.0524811456900198e-13,1.3193117595909048e-06,4.2282286169304588e-07,1.5255119451845039e-08,7.2097338292869586e-05,0.00022191932594508473,1.3098429941901863e-05,7.749193932318433e-08,1.0474441993656847e-06,3.4022643315163002e-07,5.3095492461860028e-07,7.8873884428578499e-09,4.3369093132738089e-09,2.3599780079871828e-07,1.9552634356098622e-08,1.8596944844204868e-07,3.5576400056600712e-09,1.3730819164134074e-09,4.092444101222178e-09,3.3475838924468347e-11,2.8023582304331265e-05,4.2467602275753144e-11,4.3638843276353179e-08,1.1742102757131401e-05,1.0555076222656766e-09,3.0164546261805251e-08,1.9873170140762164e-09,5.5634566308876254e-09,5.0076879986495682e-10,1.5815015496362748e-10,7.9535111952994159e-17,4.3400635599878976e-10,5.7446107776337035e-07
3.2719834803803413e-09,0.2538391289535302,76.950000000000003,0.0,0.0,0.0,0.00029257360457125836,9.4999516402133786,0.0021278547710022549,0.015025638218771875,0.0019064244921997249,3.1763955156980202e-05,1.764804445049641e-09,5.6753449973506125e-06,0.19765145218277935,1.0191519368658088e-05,1.5419394774319252e-13,1.8232763875055666e-06,2.4691768582556812e-05,0.75742182376221778,0.00045103745413850257,3.8260685671283127e-14,1.2683616952954912e-13,1.280834142619512e-08,1.0103833495960857e-11,0.0002922553115040012,2.3649233337078639e-05,0.013955452616560103,0.014032152168223046,1.921951105571142e-06,9.9883836756777489e-07,5.006231946054694e-09,0.00090048742337251288,2.4668439682002789e-07,6.4056252621367213e-08,1.0917442158361732e-06,1.8113913321822425e-07,8.0811352082251998e-07,2.2614799641830681e-05,0.0094611915483620388,1.3034691615312847e-12,5.0784048251913069e-13,1.3195821639792044e-06,4.2296941143954738e-07,1.5245913071873139e-08,7.2132802326327358e-05,0.00022203001048502519,1.3182837237236207e-05,7.7900397388793907e-08,1.0539512840646569e-06,3.4073812056584382e-07,5.3540783638149415e-07,7.9278659466635962e-09,4.373444450848157e-09,2.3700800503550076e-07,1.9774780091438496e-08,1.8762844328062785e-07,3.5728706336882395e-09,1.3855072719768189e-09,4.1486704717758601e-09,3.3937900032319876e-11,2.8176657419529601e-05,4.2652153205382799e-11,4.3660641092916759e-08,1.1834713444986e-05,1.0638323300879813e-09,3.0368530318590328e-08,2.0029909887893947e-09,5.6073650520963577e-09,5.0415866021242709e-10,1.5921408862816268e-10,8.0162826232244394e-17,4.3700236216247642e-10,5.7842746059778453e-07
3.28834446783243e-09,0.25383919269779276,76.950000000000003,0.0,0.0,0.0,0.00028514932996670517,9.499951987665229,0.0021273240423158586,0.015020682153266452,0.0018851223804568313,3.1409023606268589e-05,1.7642219868409684e-09,5.6637527608096217e-06,0.19740750503398596,1.0188155572233472e-05,1.5247097932090532e-13,1.8199054581693558e-06,2.4817343231322446e-05,0.75766952997043202,0.00045104735514120062,3.824805740307889e-14,1.2748125892161536e-13,1.2874453143447914e-08,1.009112592548179e-11,0.00029235189285290044,2.3384981563297061e-05,0.01397676567732559,0.014054054326969377,1.9248860718166464e-06,1.000363825034165e-06,5.0078692266587554e-09,0.00090507803598653149,2.4794194542280962e-07,6.4382869889140228e-08,1.0952409968752567e-06,1.8206344639807768e-07,8.123354779167124e-07,2.2819618762283083e-05,0.0094651466588728007,1.3101202025186947e-12,5.1043177193738033e-13,1.3198563973235382e-06,4.2311617999337346e-07,1.5236950570295405e-08,7.2168260865898901e-05,0.00022214065885323069,1.3266840114313365e-05,7.8308683574576056e-08,1.0604447714697231e-06,3.4123815377343973e-07,5.398595547849513e-07,7.968326829641404e-09,4.409970575179664e-09,2.380190580133704e-07,1.9998149692683043e-08,1.8928753575632615e-07,3.5881140591035031e-09,1.3979342928042273e-09,4.2052777399371918e-09,3.4403113842148923e-11,2.8329653471122343e-05,4.2836866401358242e-11,4.3682430708313725e-08,1.1927625951676201e-05,1.072184167592159e-09,3.0572834607917854e-08,2.0187160449222557e-09,5.6514166569968454e-09,5.0755384807966821e-10,1.6027965792721186e-10,8.0792587462211854e-17,4.4000384797285108e-10,5.8240110799215279e-07
