Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500)
5.08990326520887e-13,0.2923124335144542,76.950000000000003,0.0,0.0,0.0,0.99990615241304959,9.4999999880569934,7.5828684517253334e-07,8.6424291276616038e-06,8.636629142773428e-06,8.6186505216154391e-09,1.2486718220570887e-12,3.9096832646176562e-05,1.1058406673273971e-05,3.1754987430328203e-09,5.5517781506021225e-17,8.4455927835042935e-17,3.3678092952907266e-12,2.5327970072124937e-05,9.9744074308106692e-11,1.5160182312496207e-17,1.0922979153083727e-18,1.6995711144306448e-18,7.8033804594980875e-23,7.121525043757685e-12,2.899907223551108e-10,1.3579169879652532e-12,1.3580998938649187e-12,1.4336958213965827e-16,3.9433190387119055e-17,1.7597363391656646e-15,7.1533587495219494e-11,1.7558616742516024e-14,2.6386338441915798e-15,1.1476603169340463e-29,1.7304716390411664e-16,1.4179470947710438e-16,1.0525076819788082e-29,2.9174347778827777e-07,1.1854576127309384e-21,4.3126773254741325e-22,1.0008291902932052e-09,2.9438741656610335e-10,5.4002442294962189e-09,1.0020222989257998e-09,2.3384359777735176e-12,1.0524991423312728e-29,1.8419448200511472e-19,3.0896979887356158e-22,2.3082544870167307e-22,2.0929167160578861e-26,1.8662645425168848e-17,1.3202258926010894e-30,2.2900525977251106e-14,1.9463344173443658e-27,1.516192406189897e-30,5.7266154729989336e-17,2.511427121978409e-35,4.2331006727365358e-35,5.3285813493002177e-39,3.0560671731173189e-18,2.2288610398765069e-18,1.9675367017341908e-19,6.3330620893555231e-17,5.6687674752617631e-21,1.2773065001689385e-17,8.1023344951948631e-21,1.3102856081277902e-21,8.5428434462886667e-21,2.3850122906599851e-20,4.3674801973574004e-29,1.6293504600514974e-21,1.5595400901436156e-18,1.4847992241340875e-20,8.3648082591394362e-20,8.5188486240899379e-15,1.3885325556218531e-21,1.4504552772340873e-10,1.2662190070349256e-12,1.2895891691329685e-18,1.2662190197936756e-12,4.0581867782920174e-21,7.5539912409057259e-29,4.3895986720911937e-29,1.3708725947240941e-36,3.1113294225783193e-36,3.4888233461842657e-20,1.8632400321311853e-29,1.2994065929925809e-23,2.1178776869756761e-25,2.536462538183698e-21,1.3818454946053456e-26,2.4114053857299832e-23,1.9463523644554837e-26,1.3067072922860452e-29,1.7058122126505877e-30,7.7276564565954388e-28,5.8731034224528785e-29,1.253599099629531e-27,1.1091908867730247e-28,5.896848656110532e-27,1.7438567179387449e-24,6.1396120300818682e-29,2.9739269261655906e-28,1.2170895524935307e-32,1.5318043543389992e-08,3.8377981884446007e-19,1.9479056276349828e-20
5.274989697543843e-13,0.29231243351169306,76.950000000000003,0.0,0.0,0.0,0.99990275207496293,9.4999999872238146,7.8585937327977993e-07,8.9565870963565701e-06,8.950327697271107e-06,9.2494874097776095e-09,1.2940650807572895e-12,3.9682096376075561e-05,1.17090697171875e-05,3.3706282600633782e-09,5.9581410677669411e-17,9.4610627987882313e-17,3.617193292737543e-12,2.6818239447750463e-05,1.071288153361832e-10,1.6091755975442325e-17,1.1599215496556293e-18,1.891680842102064e-18,8.8084715210886143e-23,7.8395458194825559e-12,3.1140258532534783e-10,1.5112766925127588e-12,1.5114834403243229e-12,1.6162089518264251e-16,4.5009061266186723e-17,1.9077928923112596e-15,7.5838874589403348e-11,1.8803102029312625e-14,2.8628580207523967e-15,1.4732543280866685e-29,1.9546823456509556e-16,1.5510729436362518e-16,1.3511180097422463e-29,3.0891000046921287e-07,1.3402966755858041e-21,4.8730857134244868e-22,1.0915670463351768e-09,3.2098579006534991e-10,5.6440493139795789e-09,1.0929236552096874e-09,2.6537814823928666e-12,1.3511066484677953e-29,2.0926090910367857e-19,3.5864248143433217e-22,2.7043073992250342e-22,2.5442817658020622e-26,2.0511857774785319e-17,1.6648481564755604e-30,2.4591708190600909e-14,2.3408434329874529e-27,1.9121756762698746e-30,6.3498977138045677e-17,3.2853939260639645e-35,5.4282980556999686e-35,7.0202012893203304e-39,3.6036637856740642e-18,2.3966128373075916e-18,2.3134643108979345e-19,7.0483418766419587e-17,6.3788664499009588e-21,1.3718428923017034e-17,9.1631967104484415e-21,1.5099017484133092e-21,9.5032247027061103e-21,2.6091533222493333e-20,5.0328115252635362e-29,1.7875726523093898e-21,1.7390607487289288e-18,1.8086547051800068e-20,9.5386175892206475e-20,9.046111454448727e-15,1.6953963842300368e-21,1.5203974472989699e-10,1.352733337755248e-12,1.4138280933849007e-18,1.3527333516549985e-12,4.7870252340060088e-21,8.4032142114392746e-29,4.8830784926879353e-29,1.7358812707096616e-36,4.1239610472495397e-36,3.8836618938378451e-20,2.0767806007332652e-29,1.4493298402716505e-23,2.5864842748344004e-25,2.823244578383761e-21,1.7489906414501132e-26,2.7814731930348614e-23,2.3292119847532339e-26,1.6153507932109208e-29,2.0763636934182708e-30,9.2356907578010851e-28,6.5448240828660162e-29,1.5886342929920126e-27,1.2357984846200964e-28,7.2212551783158698e-27,2.0165706682433524e-24,7.127435825059443e-29,3.5655126783712744e-28,1.4706715834324045e-32,1.555163741480772e-08,4.5254658623651725e-19,2.2468939243289071e-20
5.460076129878816e-13,0.2923124335088476,76.950000000000003,0.0,0.0,0.0,0.99989935220785131,9.4999999863653155,8.1343180361333886e-07,9.2707394087498544e-06,9.2640015856072403e-06,9.9020744798292476e-09,1.3394575220917879e-12,4.023571075573609e-05,1.2369135948237703e-05,3.5692505463836168e-09,6.3785148188518842e-17,1.0557182806830766e-16,3.8754835916496691e-12,2.8330046036667969e-05,1.1477717862487524e-10,1.7040004670315061e-17,1.2287767949977043e-18,2.0977385049674742e-18,9.8994010017560688e-23,8.5988718439429808e-12,3.335725708879532e-10,1.6757521167504599e-12,1.6759847612897817e-12,1.813853731352969e-16,5.1125128158456423e-17,2.0610777584471509e-15,8.0216354624847088e-11,2.0075545886212912e-14,3.0953257284893406e-15,1.8749832255989584e-29,2.1974226152141285e-16,1.6906461537725802e-16,1.7195570634907641e-29,3.263246918379798e-07,1.5080427013928202e-21,5.4799516598123213e-22,1.186267708364647e-09,3.4873328567947252e-10,5.8851949053282073e-09,1.1878025517353461e-09,2.9970920881623145e-12,1.7195420964744451e-29,2.3659618102347911e-19,4.141751503897673e-22,3.1503576742825277e-22,3.071531779546856e-26,2.2463051823997851e-17,2.0822159091372134e-30,2.634281010551393e-14,2.7975645981554653e-27,2.3918065154199987e-30,7.0151053843449768e-17,4.257258484353071e-35,6.8989156464240452e-35,9.1591927851034301e-39,4.2235525841919086e-18,2.570420636737241e-18,2.7037048883738807e-19,7.8154740685001125e-17,7.1466266079616487e-21,1.4697541220554275e-17,1.0315476504110599e-20,1.7313776640285233e-21,1.0532596099215849e-20,2.8446593346008534e-20,5.7709980987863444e-29,1.9553403002638485e-21,1.931841129200171e-18,2.1870442360277306e-20,1.0824770221640459e-19,9.5816790753232327e-15,2.0549504907946783e-21,1.5910727135887281e-10,1.4401807765394741e-12,1.5451982656332011e-18,1.4401807916185667e-12,5.6125047448405463e-21,9.3134426817299241e-29,5.4120082938641577e-29,2.179476141978178e-36,5.4128710603925172e-36,4.307245326430326e-20,2.3060752007345241e-29,1.6103767389831368e-23,3.1356901805406935e-25,3.130859035227703e-21,2.1947737642191128e-26,3.1925661656282254e-23,2.7701581360493003e-26,1.9821414299121583e-29,2.5095002891001203e-30,1.0970244455362786e-27,7.2660153134739726e-29,1.996015471406476e-27,1.3716886722311749e-28,8.7784998139198217e-27,2.320078529024564e-24,8.2299932623821843e-29,4.2480942973170875e-28,1.7653675731503386e-32,1.5772599263578078e-08,5.3039170432393031e-19,2.5790325825372039e-20
5.645162562213789e-13,0.2923124335059185,76.950000000000003,0.0,0.0,0.0,0.99989595278697729,9.4999999854817023,8.4100413618586788e-07,9.5848862136735532e-06,9.5776508606212409e-06,1.0576359246816158e-08,1.3848491676466061e-12,4.0759386806742717e-05,1.3038096852914102e-05,3.7712170641598324e-09,6.8128655945776327e-17,1.173725624482082e-16,4.1426801604347856e-12,2.986222515731526e-05,1.2268915773286376e-10,1.800421925405116e-17,1.2988121783236494e-18,2.3182316302365217e-18,1.1079974844521381e-22,9.4000757905151703e-12,3.5650022920538606e-10,1.8517298500239686e-12,1.8519905370329257e-12,2.0272464031685076e-16,5.7810609864190123e-17,2.2194410382062595e-15,8.4663029230296226e-11,2.1374742078387965e-14,3.3358401311715205e-15,2.3671296441724815e-29,2.4593417753070441e-16,1.8366580147130462e-16,2.1709253938169366e-29,3.4397413992028579e-07,1.6891532989019991e-21,6.1349099829892392e-22,1.2848833302740519e-09,3.7761469458327838e-10,6.123432720776452e-09,1.286611780361966e-09,3.3695568806888162e-12,2.1709058571824521e-29,2.6630400716218531e-19,4.7602469061612595e-22,3.6505920404784187e-22,3.6840591607110573e-26,2.4517216769019851e-17,2.5843043939192993e-30,2.8153800273469559e-14,3.3237019043430973e-27,2.9688695020214387e-30,7.7233809059628316e-17,5.4679795150121586e-35,8.6950903175209785e-35,1.1841839162649295e-38,4.9220049668202372e-18,2.750281252602207e-18,3.1418869186471049e-19,8.6362631980803276e-17,7.9743286985820313e-21,1.571040428756476e-17,1.1563133098872664e-20,1.9762325103434168e-21,1.1633295147976749e-20,3.091612238841697e-20,6.5871026345247629e-29,2.1329164594682171e-21,2.1383513036376944e-18,2.6265606328619497e-20,1.2229194627206521e-19,1.0125102392447679e-14,2.4737758720712135e-21,1.6624511074534216e-10,1.5283752831090247e-12,1.6838369033961102e-18,1.5283752994034656e-12,6.5430953204188094e-21,1.028674364803621e-28,5.9775891946814004e-29,2.7148538606672605e-36,7.0399603136820136e-36,4.7605868432899551e-20,2.5516787717479006e-29,1.782946763836929e-23,3.7755892712465422e-25,3.4600352530782106e-21,2.7322217777016693e-26,3.6476066225480475e-23,3.275570976155282e-26,2.4154391607367269e-29,3.0129572963047696e-30,1.2955880749039147e-27,8.0384407516519683e-29,2.4878729981243414e-27,1.5171893828891426e-28,1.0598801042227215e-26,2.6566131283531224e-24,9.4558403398872493e-29,5.0318373677691939e-28,2.1060738916534726e-32,1.5981611997435445e-08,6.1810271832561053e-19,2.9466829842298037e-20
5.830248994548762e-13,0.29231243350290637,76.950000000000003,0.0,0.0,0.0,0.99989255378893982,9.4999999845731722,8.6857637100936033e-07,9.8990276536312444e-06,9.8912755750111144e-06,1.1272289351939085e-08,1.4302400379309007e-12,4.1254743049690511e-05,1.3715471408885037e-05,3.9763855890244846e-09,7.2611596669302109e-17,1.3004599500341764e-16,4.4187829682201421e-12,3.1413675092963444e-05,1.3086474633544794e-10,1.8983720725071136e-17,1.3699784145621014e-18,2.5536476177027401e-18,1.2354015751495483e-22,1.0243699025202084e-11,3.8018511088955628e-10,2.0395962520026832e-12,2.039887218432468e-12,2.2570029686274193e-16,6.5095031329744539e-17,2.3827315799459327e-15,8.9176062088129746e-11,2.269954549983403e-14,3.5842022916123399e-15,2.9660415010913215e-29,2.741072161262219e-16,1.9890942633429478e-16,2.7202181052476489e-29,3.6184565789804291e-07,1.8840741830825206e-21,6.839552822461368e-22,1.3873622225450054e-09,4.076136843739795e-10,6.3585425540872936e-09,1.3893002816271709e-09,3.7723500190707999e-12,2.7201928222677796e-29,2.9848769448020744e-19,5.4466636022434697e-22,4.209379198494778e-22,4.392027730396885e-26,2.6675252299719831e-17,3.184539993171618e-30,3.0024647408199765e-14,3.9270109442299829e-27,3.6588224937673531e-30,8.4758478757085744e-17,6.9651331063894854e-35,1.0873814196739631e-34,1.5180724312362282e-38,5.7055518129426592e-18,2.9361915156763962e-18,3.6317637302946614e-19,9.5125128487162991e-17,8.8642523691114658e-21,1.6757020681901647e-17,1.2910127737235742e-20,2.2460336621107424e-21,1.2807654100066912e-20,3.3500874283873541e-20,7.4863485275624373e-29,2.3205640581283894e-21,2.3590610953468537e-18,3.1342852164868774e-20,1.3757871962875757e-19,1.0675956589796743e-14,2.9589759837058339e-21,1.734504281279113e-10,1.6171397140305923e-12,1.8298776376951044e-18,1.6171397315740155e-12,7.5876314494192907e-21,1.1325179454388199e-28,6.5810196108195758e-29,3.35684326382074e-36,9.078192158487659e-36,5.2446998352684697e-20,2.8141447455491258e-29,1.9674394700332953e-23,4.5170809064003184e-25,3.8115024760396957e-21,3.3759151139236573e-26,4.1496170137492499e-23,3.8522813436239893e-26,2.9244548956377185e-29,3.5950946603079954e-30,1.521886947051888e-27,8.8638638738459996e-29,3.0778134729198927e-27,1.6726285046147591e-28,1.2714965837586604e-26,3.0284850500114789e-24,1.0813839484534786e-28,5.9276400285595854e-28,2.4980730210405989e-32,1.617932161187098e-08,7.1649975733939616e-19,3.3522873535499153e-20
6.015335426883735e-13,0.2923124334998118,76.950000000000003,0.0,0.0,0.0,0.99988915519160415,9.4999999836399205,8.9614850809518266e-07,1.0213163865067151e-05,1.0204875781334567e-05,1.1989812562249464e-08,1.4756301526452971e-12,4.1723310505114859e-05,1.4400804598730887e-05,4.1846199417232527e-09,7.72336338896499e-17,1.4362541506769456e-16,4.7037919849857571e-12,3.2983353687623628e-05,1.3930393821987193e-10,1.9977858942120205e-17,1.4422283135782319e-18,2.8044737398198237e-18,1.3725362443060999e-22,1.1130253299258543e-11,4.0462676699987528e-10,2.2397374529322907e-12,2.2400610272030302e-12,2.5037391607489763e-16,7.3008202657550319e-17,2.5507977066877363e-15,9.3752770175760159e-11,2.4048869747110102e-14,3.8402122093694104e-15,3.6903478239757673e-29,3.0432290055647269e-16,2.1479356257279784e-16,3.3845228776656123e-29,3.7992724490044366e-07,2.0932390859360609e-21,7.5954293462145517e-22,1.4936493004834568e-09,4.3871293281426873e-10,6.5903302098600301e-09,1.4958135923712376e-09,4.2066296448593936e-12,3.3844904209740267e-29,3.3325007064492732e-19,6.2059386123456197e-22,4.8312705994806897e-22,5.2064056022348872e-26,2.893797375978242e-17,3.8979167607852542e-30,3.1955320384948339e-14,4.6158206988625666e-27,4.4789314459569735e-30,9.2736113658612314e-17,8.8037005533886261e-35,1.3499580639934069e-34,1.930679197468393e-38,6.5809800835454532e-18,3.1281482730962548e-18,4.177209707430246e-19,1.0446025658883267e-16,9.8186761411959438e-21,1.78373931138543e-17,1.4360423025250045e-20,2.5423964508229295e-21,1.4057999969470192e-20,3.6201542228115912e-20,8.4741189762714319e-29,2.518545896892299e-21,2.5944400801350141e-18,3.7177993573137221e-20,1.5416832009874938e-19,1.1233839817258254e-14,3.5181935933312359e-21,1.8072054208505967e-10,1.7063059762447858e-12,1.983450704227116e-18,1.7063059950684301e-12,8.7553091716990334e-21,1.2430807813798233e-28,7.223495266902383e-29,4.1220393770983605e-36,1.1613102077412421e-35,5.7605978607417862e-20,3.0940250239591944e-29,2.1642544838237639e-23,5.371896394533134e-25,4.1859898495916219e-21,4.142101963597503e-26,4.7017198773580313e-23,4.5075858636904741e-26,3.5193029824766537e-29,4.2649216622647693e-30,1.7787243334613547e-27,9.7440479781986805e-29,3.7810330806862939e-27,1.8383338808967348e-28,1.5162497640435321e-26,3.4380825923631288e-24,1.2313159389701965e-28,6.9471578092491731e-28,2.9470494684968145e-32,1.6366339174632258e-08,8.2643510732787578e-19,3.7983687158277265e-20
6.200421859218709e-13,0.29231243349663544,76.950000000000003,0.0,0.0,0.0,0.99988575697403081,9.4999999826821266,9.23720547454107e-07,1.052729497862387e-05,1.0518451532010087e-05,1.2728876770345916e-08,1.521019530784327e-12,4.2166537423875919e-05,1.5093666004079419e-05,4.3957897311737184e-09,8.1994431946111674e-17,1.5814423418756738e-16,4.9977071816819182e-12,3.4570275126103834e-05,1.4800672728083205e-10,2.0986011397590082e-17,1.5155166911260625e-18,3.0711971417847876e-18,1.5197869039290454e-22,1.2060222350250913e-11,4.2982474904102582e-10,2.45253935388426e-12,2.4528979561228977e-12,2.7680704236711736e-16,8.1580199468692763e-17,2.7234878571977945e-15,9.8390615480709326e-11,2.5421684626937975e-14,4.1036697351889369e-15,4.5611890356604011e-29,3.3664104077060424e-16,2.3131583206215019e-16,4.1832312568773472e-29,3.9820754891638961e-07,2.3170697251176674e-21,8.4040456620064133e-22,1.6036864992094101e-09,4.708942516084185e-10,6.8186255700826866e-09,1.6060942601878053e-09,4.6735369210803325e-12,4.1831899054992704e-29,3.7069341576123211e-19,7.0431940822477356e-22,5.5210011906142387e-22,6.1389981937047378e-26,3.1306117025411419e-17,4.741117779747557e-30,3.394578823963892e-14,5.3990554073257684e-27,5.4484108634512253e-30,1.0117758218736054e-16,1.1046918449967781e-34,1.6645065505929651e-34,2.4371582265688644e-38,7.555329196119748e-18,3.3261483883316249e-18,4.7822164342085925e-19,1.1438603327119811e-16,1.0839877395248813e-20,1.8951524434801239e-17,1.5917982383761524e-20,2.8669839034242341e-21,1.538665455613585e-20,3.9018762745876036e-20,9.555956111633848e-29,2.7271246486787653e-21,2.8449575875836601e-18,4.3851951916870528e-20,1.7212149403679965e-19,1.1798371949644076e-14,4.1596270497969385e-21,1.8805291624548657e-10,1.7957150922244424e-12,2.1446831295297917e-18,1.7957151123571475e-12,1.0055682888713203e-20,1.3605681828652189e-28,7.9062092083464828e-29,5.0289431278501265e-36,1.4744453775823455e-35,6.3092946216018065e-20,3.3918699643040184e-29,2.3737914930443396e-23,6.3526245785842251e-25,4.5842264222526241e-21,5.0488153081828717e-26,5.3071377964409906e-23,5.2492620049640948e-26,4.2110548288637671e-29,5.0321215445787836e-30,2.0690854086749712e-27,1.0680756170691839e-28,4.614434313722839e-27,2.0146333114365551e-28,1.7979703345774209e-26,3.8878717274332257e-24,1.3963274853331079e-28,8.1028283113413927e-28,3.4591057940153895e-32,1.6543242714152982e-08,9.4879275579103502e-19,4.2875308566853181e-20
6.385508291553682e-13,0.29231243349337793,76.950000000000003,0.0,0.0,0.0,0.99988235911641343,9.4999999816999772,9.5129248909634404e-07,1.0841421119389101e-05,1.0832002879317994e-05,1.3489429994071594e-08,1.5664081903289144e-12,4.2585793761737247e-05,1.5793648475764107e-05,4.6097701084472585e-09,8.6893655984768509e-17,1.7363598358588198e-16,5.3005285303322391e-12,3.617350688818615e-05,1.5697310751615896e-10,2.2007582042989206e-17,1.5898002835864518e-18,3.3543048416271952e-18,1.6775404549879049e-22,1.3034063416538651e-11,4.5577860896050649e-10,2.6783876270024129e-12,2.6787837692605861e-12,3.0506118965782799e-16,9.0841344530354931e-17,2.9006511492048417e-15,1.0308719716354509e-10,2.6817013652300479e-14,4.3743753738380804e-15,5.602462153701819e-29,3.711197374643248e-16,2.4847345270730702e-16,5.1382636347080297e-29,4.1667583171271413e-07,2.555975823324224e-21,9.2668649076982035e-22,1.7174131575509949e-09,5.0413870085720931e-10,7.0432807849539428e-09,1.7200822268454993e-09,5.1741951915557638e-12,5.1382113253954354e-29,4.1091940200378821e-19,7.9637379537770047e-22,6.2834901337655209e-22,7.2024813684327335e-26,3.378034311789901e-17,5.7326413602605358e-30,3.5996020167959286e-14,6.286256516695111e-27,6.5885699084831773e-30,1.1009357336850718e-16,1.3767193584846626e-34,2.039184444706398e-34,3.0549654055101954e-38,8.6358872018078657e-18,3.5301887410452566e-18,5.4508887913939404e-19,1.2492046616912793e-16,1.1930132360292235e-20,2.0099417626602382e-17,1.758676958916957e-20,3.2215064823703622e-21,1.6795934468171887e-20,4.1953119430432937e-20,1.0737560131054745e-28,2.9465628585907642e-21,3.1110827023172035e-18,5.1450855145254848e-20,1.9149940134731017e-19,1.2369193412336258e-14,4.8920459610946875e-21,1.9544515144671171e-10,1.8852171900678553e-12,2.3136989116452948e-18,1.8852172115360671e-12,1.1498661946321729e-20,1.485185001033457e-28,8.6303518127655456e-29,6.0981067906354503e-36,1.8588050546554012e-35,6.8918039393458463e-20,3.7082283715747517e-29,2.596450237669257e-23,7.4727365368468464e-25,5.0069411472698801e-21,6.1159925619941569e-26,5.9691933552752171e-23,6.0855830862299836e-26,5.0117936239605152e-29,5.9070760704009653e-30,2.3961428546631421e-27,1.1675751354215451e-28,5.596745928783855e-27,2.2018545529054493e-28,2.1207799234268264e-26,4.3803960601991099e-24,1.5773966616928162e-28,9.4078957310522585e-28,4.0407787552469119e-32,1.6710579013663159e-08,1.0844879116056954e-18,4.8224582812417134e-20
6.570594723888655e-13,0.2923124334900399,76.950000000000003,0.0,0.0,0.0,0.99987896160001599,9.4999999806936373,9.7886433303157333e-07,1.1155542407131895e-05,1.1145529875401405e-05,1.4271420376212247e-08,1.6117961485363536e-12,4.298237541210232e-05,1.6500366875860744e-05,4.826441531206175e-09,9.1930971956545237e-17,1.9013431225004805e-16,5.6122560041235308e-12,3.7792166867431568e-05,1.6620307302266709e-10,2.3042000164328673e-17,1.6650376663285626e-18,3.6542837303036683e-18,1.8461852460657797e-22,1.4052208669897548e-11,4.8248789914599372e-10,2.9176677157466802e-12,2.9181040022000962e-12,3.3519784010396881e-16,1.0082219056600725e-16,3.0821378720857656e-15,1.0784024414425651e-10,2.8233931563717982e-14,4.6521309859797202e-15,6.8410813610000307e-29,4.0781539229444891e-16,2.6626328184182249e-16,6.2743083380953688e-29,4.3532193564882495e-07,2.8103551720759117e-21,1.0185307498058193e-21,1.8347663728645794e-09,5.3842669479896826e-10,7.264168580455961e-09,1.8377151826971084e-09,5.7097092513900422e-12,6.2742426104196263e-29,4.5402904051627227e-19,8.9730646230091036e-22,7.1238415022062581e-22,8.4104347049477164e-26,3.6361242564564283e-17,6.8929320930542198e-30,3.8105985524368653e-14,7.2876047105376255e-27,7.9229641854969566e-30,1.1949459968521159e-16,1.7047085196367211e-34,2.4831146940946606e-34,3.8041201946815304e-38,9.8301867904313865e-18,3.74026622696062e-18,6.1874410222161908e-19,1.3608155361544833e-16,1.3091716107464887e-20,2.128107579167155e-17,1.9370748388821889e-20,3.6077218270281299e-21,1.8288151143227425e-20,4.5005146392045114e-20,1.202478843664131e-28,3.1771229438995891e-21,3.393284265263143e-18,6.0066128561925804e-20,2.1236358300275085e-19,1.2945964070005918e-14,5.724806276216033e-21,2.0289497831749234e-10,1.9746714302608902e-12,2.4906191949004481e-18,1.9746714530886812e-12,1.3094507021348972e-20,1.6171356298136459e-28,9.397110800957547e-29,7.3522851871381595e-36,2.3277710949791739e-35,7.5091397313564948e-20,4.0436474964935361e-29,2.8326305004206542e-23,8.7466093907369464e-25,5.4548628843286945e-21,7.3655976441182323e-26,6.6913090951091944e-23,7.0253332329079219e-26,5.9346701253989336e-29,6.9008900139520846e-30,2.763262454793872e-27,1.2730796220074383e-28,6.7486459986569783e-27,2.4003253197107921e-28,2.4891015781223788e-26,4.91827678808988e-24,1.7755321205383117e-28,1.0876435221412821e-27,4.6990555719844789e-32,1.6868865297948247e-08,1.2344665032514124e-18,5.4059161734252287e-20
6.755681156223628e-13,0.2923124334866218,76.950000000000003,0.0,0.0,0.0,0.99987556440711556,9.4999999796632828,1.006436079268971e-06,1.1469658956528872e-05,1.1459032572267222e-05,1.5074796184195089e-08,1.6571834221410634e-12,4.3357508209988658e-05,1.721345688771285e-05,5.0456895381511634e-09,9.7106046615270343e-17,2.0767298556934555e-16,5.9328895774835499e-12,3.9425420645703785e-05,1.7569661799216608e-10,2.4088719305299249e-17,1.7411891755409894e-18,3.971620571796984e-18,2.0261110406020624e-22,1.5115066570714527e-11,5.0995217242256389e-10,3.1707648351340798e-12,3.1712439622647943e-12,3.6727844310783977e-16,1.1155350417218758e-16,3.2677999156621631e-15,1.1264760808915984e-10,2.967156189604038e-14,4.9367403987285122e-15,8.307254403468566e-29,4.467827234649483e-16,2.8468185647774674e-16,7.6190752461794054e-29,4.5413625228512598e-07,3.0805937341922716e-21,1.1160751507865373e-21,1.9556813286656765e-09,5.7373809940283251e-10,7.4811806756507962e-09,1.9589288939563898e-09,6.2811647201450752e-12,7.6189931808004827e-29,5.0012263499466609e-19,1.0076855589460872e-21,8.04734495969204e-22,9.7773748883362911e-26,3.9049339521672936e-17,8.244516772221241e-30,4.0275653821034603e-14,8.4139420147054869e-27,9.47755322385271e-30,1.2939099988956491e-16,2.0980357151818483e-34,3.0064647803153445e-34,4.7074876752339461e-38,1.1146001146888404e-17,3.9563777577861131e-18,6.9961927829291724e-19,1.4788728468903356e-16,1.4326902546538366e-20,2.2496502143678154e-17,2.1273882179211319e-20,4.0274344964081679e-21,1.9865610869114362e-20,4.8175331445452924e-20,1.3423654777924747e-28,3.4190671940619328e-21,3.6920308749011769e-18,6.9794577542152901e-20,2.3477593089310806e-19,1.3528362175496587e-14,6.6678647687217008e-21,2.1040025026112292e-10,2.0639458792739792e-12,2.6755624385300378e-18,2.0639459034830786e-12,1.4853826340452028e-20,1.7566240077490865e-28,1.0207671247501145e-28,8.8165926619963177e-36,2.8967418078897311e-35,8.1623159874510791e-20,4.3986730387722423e-29,3.0827320974655743e-23,1.0189549214514033e-24,5.9287204012777231e-21,8.8217453014689905e-26,7.4770074694078559e-23,8.0778222828965607e-26,6.9939594774651415e-29,8.0254155790586268e-30,3.1740086773912574e-27,1.3847653241544622e-28,8.0928879178454438e-27,2.6103732847699889e-28,2.9076701288614128e-26,5.5042126606937556e-24,1.9917730767599047e-28,1.2523377092216188e-27,5.4413903128952738e-32,1.7018590826245796e-08,1.3997046583724627e-18,6.0407503553984855e-20
