Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500)
6.638014298465839e-11,0.2923123357092261,76.950000000000003,0.0,0.0,0.0,0.98791882572948386,9.4999686227372298,9.8272522473375691e-05,0.0011128833950749639,0.001078917397944888,3.0254819041059325e-05,1.6080198413599199e-10,4.934225888284187e-05,0.0029240647723593255,9.7635320490594934e-07,1.9489259967919506e-13,5.1250007809477452e-10,5.7760752654983351e-08,0.0067003015285978769,1.6682923201054461e-06,4.6612449946609624e-15,4.7461403407658437e-16,3.0623129781399936e-12,5.9605495283738387e-16,2.8759778937776249e-07,2.8212314896967379e-06,1.9601680602397769e-06,1.9606541663028627e-06,3.1103371228474729e-10,1.704459599161325e-10,9.8822289861919005e-13,1.2399602823765822e-07,3.915826957513698e-11,1.0287188614931457e-11,3.3292777310998637e-15,4.8744367173226521e-11,6.9920551749282651e-12,3.1521660341576212e-15,7.777643659230099e-05,3.4179963444901908e-16,1.2250233777340932e-16,4.5453827495236153e-07,5.6799505527502755e-08,1.5961385382774424e-08,5.9542675757518484e-07,3.2180164341068325e-07,3.1485653341987286e-15,8.1164589381558297e-13,2.4852798712247157e-13,2.4503024074464413e-13,3.0451680648776679e-15,3.4198474247453761e-13,1.8324633030685086e-17,2.6713912389375672e-10,2.0556538918967059e-16,2.9467069594313758e-17,4.9744230150535771e-12,6.1604239957006899e-20,2.1397341373829319e-20,1.2272757979699134e-22,9.1543386936259037e-11,2.6988199843533648e-14,1.8321912865702797e-12,1.0499640637772277e-10,1.3214450557249314e-14,2.3937257161351151e-13,2.3015023704797927e-14,5.6770839007314269e-14,5.9368073622621707e-15,6.6698412465532161e-16,1.8917728913561773e-21,1.5379412114401864e-15,2.7231006374305685e-12,1.6452386054881375e-12,3.3463976496877197e-13,2.4147284061499926e-12,1.0315292795028854e-12,1.4479129071153013e-07,2.0214776136085326e-11,2.0017941769797753e-12,2.021475250704746e-11,8.6961665566457541e-13,5.2497480291969409e-23,3.050597287022744e-23,2.9901084543755574e-23,8.0512177233367868e-20,5.6797051596141488e-14,2.8137739025147262e-23,2.2387045057295933e-17,3.8715221893466488e-16,5.7636103672658181e-15,4.5576328559040493e-16,5.019177761698543e-15,4.7941111179629222e-16,2.9998575672191352e-18,7.7124268128733092e-20,1.1463660584549223e-17,1.3669804936417445e-22,1.2469502124411664e-16,2.5908170741108702e-22,1.9873297430543071e-16,4.261621637092724e-16,1.6773860206081629e-20,6.7715590725480756e-18,4.2917951569380329e-21,1.9410588674020888e-08,1.1468137637390953e-11,4.2724909415721639e-12
6.700679782429108e-11,0.2923123347785508,76.950000000000003,0.0,0.0,0.0,0.98780559292613213,9.4999682927331719,9.9194331099855025e-05,0.0011232594644573976,0.0010888962433489586,3.057313898876936e-05,1.6230123441234594e-10,4.9336747607635748e-05,0.0029516293834910543,9.8551589104705e-07,1.9694312284136042e-13,5.2747837869168145e-10,5.8861611560562401e-08,0.0067634940915082585,1.6996789447714601e-06,4.7049889244731207e-15,4.804078282927812e-16,3.144102641234669e-12,6.1349698518929088e-16,2.9269866023179435e-07,2.8620822882115213e-06,2.0092426830496972e-06,2.0097410366529411e-06,3.1883072569186565e-10,1.7473304759944366e-10,9.9757922914107176e-13,1.2617483566143417e-07,3.9847090342180809e-11,1.0471484207087231e-11,3.5325234730105762e-15,4.979936829422202e-11,7.1644162230599579e-12,3.3456630787913588e-15,7.8512842007457325e-05,3.4919779946907367e-16,1.2515377301510121e-16,4.5636089489903278e-07,5.6845249044593076e-08,1.5963505964703252e-08,5.99258389948483e-07,3.2689700884184619e-07,3.3418030508665284e-15,8.3698062774358491e-13,2.5829030856551353e-13,2.5463211771175717e-13,3.1949180930605245e-15,3.4815935275900402e-13,1.9352239791127739e-17,2.7136268889550757e-10,2.1571652455810358e-16,3.1206399203602565e-17,5.0546940707615549e-12,6.5820205333133186e-20,2.286909269788771e-20,1.3200989721954248e-22,9.3953747518235421e-11,2.7414992118908012e-14,1.8729249184516785e-12,1.0773956660736025e-10,1.3560049331792453e-14,2.4421365488799933e-13,2.3617362795261602e-14,5.8339564429479868e-14,6.0695413431183034e-15,6.8016182719986432e-16,1.9440474348855223e-21,1.5779784870655539e-15,2.7941464200967954e-12,1.6825096417254426e-12,3.430525602489925e-13,2.4375098775876509e-12,1.058206863784459e-12,1.4728182151225569e-07,2.0349281207263752e-11,2.0722462985099594e-12,2.0349256961784809e-11,8.9894393853826753e-13,5.3671208797167395e-23,3.118801950025818e-23,3.1666299375243791e-23,8.6253190510529978e-20,5.8253104911198465e-14,2.8857246305529185e-23,2.2961054455027285e-17,3.9996097039538963e-16,5.930282844171237e-15,4.7119672656010669e-16,5.196762499975868e-15,5.0079867115505331e-16,3.1352894719824066e-18,8.0569318435255814e-20,1.1926887476193401e-17,1.4063096821911837e-22,1.2914916445762232e-16,2.6657437621324473e-22,2.0746286912594855e-16,4.4160146252082741e-16,1.7381695843411519e-20,7.0711833787595693e-18,4.5278275694521332e-21,1.9408420611261511e-08,1.1769808976847424e-11,4.4263372406441785e-12
6.763345266392377e-11,0.2923123338505614,76.950000000000003,0.0,0.0,0.0,0.9876923752117146,9.4999679628050782,0.00010011602947171389,0.0011336331247801259,0.0010988719634559586,3.0891363789731527e-05,1.6380013784748623e-10,4.9331237068558346e-05,0.0029791906475374846,9.9467644924360794e-07,1.9899303309626953e-13,5.4274268562843351e-10,5.9972957130755953e-08,0.0068266795539968462,1.7313531857700512e-06,4.7487226951861861e-15,4.8622604428305928e-16,3.2272377781906293e-12,6.3127270124207353e-16,2.9783762924717888e-07,2.903053974888363e-06,2.0590238381266788e-06,2.0595346178606884e-06,3.2674015053363411e-10,1.7908217066478181e-10,1.0069345083516072e-12,1.2837232081102939e-07,4.054182231806488e-11,1.0657408887895699e-11,3.7459370765918267e-15,5.0866393018041649e-11,7.3393943092431197e-12,3.5489166668691179e-15,7.9249190893588303e-05,3.5668028445698445e-16,1.2783542658516142e-16,4.5815686164424788e-07,5.6889902196809499e-08,1.5965570593407133e-08,6.0306793252631888e-07,3.3201561772828757e-07,3.5447814774879376e-15,8.6284990065315113e-13,2.6833642652699051e-13,2.6451188591551916e-13,3.350483086723905e-15,3.5438837849205508e-13,2.0426340435365156e-17,2.756064764477464e-10,2.262643788119954e-16,3.3030151872770551e-17,5.1353615135148885e-12,7.0279618402747923e-20,2.4426620339873984e-20,1.4189369253977474e-22,9.6402050357673962e-11,2.784382916443425e-14,1.914092361440059e-12,1.1052584080692435e-10,1.3911085797125253e-14,2.4910988866238977e-13,2.4229186308885416e-14,5.9934537978117851e-14,6.2039460030728168e-15,6.9348273098630054e-16,1.9971966423783202e-21,1.6186416617085202e-15,2.8663051081737777e-12,1.720187523763099e-12,3.5158702569897526e-13,2.4602887878082483e-12,1.0852430834500202e-12,1.4979317833038666e-07,2.0483754430388007e-11,2.1445299954658171e-12,2.0483729558113885e-11,9.2894217978410502e-13,5.4859710639165799e-23,3.1878650828052113e-23,3.3517206615629295e-23,9.2340259007215105e-20,5.9731032710133324e-14,2.9587526789591914e-23,2.3543688809823918e-17,4.1305292869534929e-16,6.1001704114045469e-15,4.8698028325666722e-16,5.378773652732849e-15,5.2291409115524775e-16,3.2753875242148195e-18,8.4131763109197311e-20,1.2403681336886163e-17,1.4463907168645556e-22,1.3371108058301701e-16,2.7421158745443514e-22,2.1648298169739433e-16,4.574413642695323e-16,1.800530669190153e-20,7.3808862689313705e-18,4.7744260363832483e-21,1.9406252838087058e-08,1.2076218333385353e-11,4.5841463307592704e-12
6.826010750355646e-11,0.2923123329252657,76.950000000000003,0.0,0.0,0.0,0.98757917258378058,9.4999676329532736,0.00010103761760358205,0.0011440043766277419,0.0011088445594306131,3.1209493126949667e-05,1.6529868200568293e-10,4.932572726548959e-05,0.0030067485649424492,1.003834880012031e-06,2.0104232840195887e-13,5.5829559302505981e-10,6.1094791924790229e-08,0.006889857917168834,1.7633149092781102e-06,4.7924463092447255e-15,4.9206868876528139e-16,3.3117261884102334e-12,6.4938514170760172e-16,3.0301453466993106e-07,2.9441442226667416e-06,2.109513590346621e-06,2.1100369753785434e-06,3.3476231623475836e-10,1.8349351223089128e-10,1.0162887364144741e-12,1.305884791391007e-07,4.1242464063049159e-11,1.0844962386638823e-11,3.9699153033701279e-15,5.1945446912558351e-11,7.5170040252052315e-12,3.7623122139580936e-15,7.9985482865550876e-05,3.6424712846293068e-16,1.3054731247569772e-16,4.5992656069740127e-07,5.6933505890972083e-08,1.596758013340215e-08,6.0685564908763838e-07,3.3715717508124254e-07,3.7578852338097383e-15,8.8925935271773393e-13,2.7867173239407662e-13,2.7467477322279358e-13,3.5120295937917882e-15,3.6067180654010896e-13,2.1548537388357584e-17,2.7987025709594005e-10,2.3722043894950515e-16,3.4941555495196424e-17,5.2164208459547897e-12,7.4993984565136312e-20,2.6074045064273953e-20,1.5241156257418375e-22,9.8888466617423235e-11,2.827468779695005e-14,1.9556918258017488e-12,1.1335543307153529e-10,1.4267585736178241e-14,2.5406148328635976e-13,2.485053926690915e-14,6.1555895821551458e-14,6.3400278288752873e-15,7.0694728378309575e-16,2.0512250513538555e-21,1.6599336404940433e-15,2.9395818706565652e-12,1.7582706286911054e-12,3.6024352009619893e-13,2.4830651372103966e-12,1.112637159816328e-12,1.5232535552862289e-07,2.0618196069305474e-11,2.2186763826687546e-12,2.0618170559799923e-11,9.5961897865992536e-13,5.6063043178434063e-23,3.2577900185435288e-23,3.5457083188205475e-23,9.8790472681368585e-20,6.1230912224689871e-14,3.0328618166488965e-23,2.4134978583942136e-17,4.2643103862545717e-16,6.2733048996704466e-15,5.0311772581935363e-16,5.565274273646746e-15,5.4577435558387885e-16,3.4202620569774937e-18,8.7814345205532899e-20,1.2894283173892766e-17,1.4872308853084393e-22,1.3838204833797003e-16,2.8199477225226546e-22,2.2579979625629415e-16,4.7368810652238071e-16,1.8644938440623706e-20,7.7008983394628248e-18,5.0319569338019924e-21,1.9404085354444186e-08,1.2387386782774457e-11,4.745979514546583e-12
6.951341718282185e-11,0.2923123310827864,76.950000000000003,0.0,0.0,0.0,0.98735281257756069,9.4999669734796708,0.00010288046320585361,0.0011647396572351816,0.00112878038351977,3.184546426280568e-05,1.6829473467338853e-10,4.9314709866897796e-05,0.0030618543616029747,1.0221453613294476e-06,2.05139066774681e-13,5.9027757406283374e-10,6.3369939407481632e-08,0.0070161933499799326,1.8281002687830759e-06,4.8798630773264792e-15,5.0382729004239106e-16,3.4847937266574404e-12,6.8663234620378207e-16,3.1348151086794862e-07,3.0266712821406473e-06,2.2126269575567502e-06,2.2131760929470886e-06,3.5114615790162174e-10,1.9250356666878647e-10,1.0349940397513372e-12,1.3507679714721995e-07,4.2661471103234073e-11,1.1224954736249145e-11,4.4512056593324777e-15,5.4139663186557326e-11,7.880176326468561e-12,4.2211235128053783e-15,8.1457894558523288e-05,3.7963404062079077e-16,1.3606183392261963e-16,4.6338867148464278e-07,5.7017720485779025e-08,1.5971437335506284e-08,6.1436664458144875e-07,3.4750797220215042e-07,4.2160597277781135e-15,9.4372129815060033e-13,3.00231705261828e-13,2.9587103407905728e-13,3.8537481338891926e-15,3.7340181705712448e-13,2.3943811219592609e-17,2.8845689218959408e-10,2.6040416836536428e-16,3.9040662815197688e-17,5.379697432080813e-12,8.5235649439020286e-20,2.9655827890489807e-20,1.7548684688557666e-22,1.0397631370816669e-10,2.9142378335813705e-14,2.0401795363539768e-12,1.1914537712765019e-10,1.4997077771368964e-14,2.6413159810990348e-13,2.6122011163839037e-14,6.487830154336471e-14,6.6172489978578776e-15,7.3430913101813589e-16,2.1619373731512719e-21,1.7444154691914579e-15,3.089510005249017e-12,1.8356458932828086e-12,3.779239981762214e-13,2.5286101551524197e-12,1.1684955834194163e-12,1.5745214851259041e-07,2.0886985628762333e-11,2.3726828890634243e-12,2.0886958813157546e-11,1.0230385180613025e-12,5.8514430434721012e-23,3.4002386690534867e-23,3.9617294350533803e-23,1.1285187445871302e-19,6.4296828739107086e-14,3.1843381132428136e-23,2.5343643640632015e-17,4.5405742161722767e-16,6.6294420935553483e-15,5.364692618913844e-16,5.9519968808265024e-15,5.9379832934795904e-16,3.7247883465213468e-18,9.5551051866782844e-20,1.3917880327815814e-17,1.5712177957785395e-22,1.4805622822869046e-16,2.9800479289714168e-22,2.4534979642475431e-16,5.0742719828846653e-16,1.9973252733469981e-20,8.3727850089680067e-18,5.5813248448736709e-21,1.9399751255579127e-08,1.3024083955783761e-11,5.081964766868024e-12
7.076672686208724e-11,0.29231232925117245,76.950000000000003,0.0,0.0,0.0,0.9871265128878749,9.4999663143144364,0.00010472286802366134,0.0011854653109534161,0.0011487037244451866,3.2481050343807217e-05,1.7128934749945194e-10,4.9303695410900182e-05,0.0031169467770219062,1.04044733912789e-06,2.0923332473784873e-13,6.234450274908526e-10,6.5687074426267797e-08,0.0071425003987673407,1.8940339537305022e-06,4.9672392483527251e-15,5.1568368572624069e-16,3.6633664345368447e-12,7.2526287340050903e-16,3.2409830758541189e-07,3.1096456155613476e-06,2.3185985410808677e-06,2.3191741501892782e-06,3.6798476445289606e-10,2.0176460829437311e-10,1.0536951404587417e-12,1.3963975333111585e-07,4.4104099952439212e-11,1.1611459014217082e-11,4.979785154844307e-15,5.6382056413803184e-11,8.254048289463735e-12,4.7253955565782849e-15,8.2930074135314309e-05,3.9535881155150525e-16,1.4169743610871071e-16,4.6675020475038577e-07,5.7098187657515747e-08,1.5975084204392732e-08,6.2179342701965932e-07,3.5794710915926114e-07,4.7196181238968943e-15,1.0004113529599113e-12,3.2301430164100255e-13,3.1826360784654518e-13,4.2214664253854865e-15,3.863492792830102e-13,2.655162068942096e-17,2.9712080857061716e-10,2.8536386472136941e-16,4.3531325010771949e-17,5.5444888308734219e-12,9.6645648140057382e-20,3.3650515190719588e-20,2.0152493891196672e-22,1.092186161328274e-10,3.0017883325024063e-14,2.1263732345760864e-12,1.2511098669618752e-10,1.5748726036069978e-14,2.7442568872755123e-13,2.7432128764465358e-14,6.8307840412163174e-14,6.9012570387563073e-15,7.6225096532716915e-16,2.2762196831070422e-21,1.8314465575167231e-15,3.2439710006685107e-12,1.914621958728294e-12,3.9609673231597053e-13,2.5741449345968923e-12,1.2257751593504231e-12,1.6266215535139187e-07,2.1155651910777506e-11,2.5345196265787479e-12,2.1155623746347849e-11,1.0892628262400748e-12,6.1025832055674951e-23,3.5461747184433339e-23,4.4174956277460877e-23,1.285871413396151e-19,6.7451445587726231e-14,3.3401823645589098e-23,2.6587282784439253e-17,4.8286338835063345e-16,6.9989496058413958e-15,5.7128113996678292e-16,6.3574377691633695e-15,6.4501043458505209e-16,4.0497772421103114e-18,1.0380202545545713e-19,1.4999629359546149e-17,1.6583288032056355e-22,1.5818183013309699e-16,3.1461591111206324e-22,2.6616607725538203e-16,5.4286918810925861e-16,2.136862589689671e-20,9.0887394022516197e-18,6.1790392051850609e-21,1.9395418314275846e-08,1.3680063797072454e-11,5.4347890771463426e-12
7.202003654135263e-11,0.29231232743047986,76.950000000000003,0.0,0.0,0.0,0.98690027349513298,9.4999656554592811,0.00010656483217395902,0.0012061813424533621,0.0011686145906797502,3.3116249668731598e-05,1.7428279097151263e-10,4.9292683896536755e-05,0.0031720258147473735,1.0587408175337382e-06,2.1332509133194958e-13,6.5781862015189524e-10,6.8046217352506279e-08,0.0072687790723438743,1.9611148954133208e-06,5.054574842473383e-15,5.2763792930293934e-16,3.8475045004974026e-12,7.6530095614948439e-16,3.3486365406926775e-07,3.1930499860291244e-06,2.4274434853914935e-06,2.4280462958613264e-06,3.8528055204529108e-10,2.1127798027064969e-10,1.0723920398418461e-12,1.4427731135581356e-07,4.5570339106608303e-11,1.2004472919488883e-11,5.5592277256665037e-15,5.8672661788456689e-11,8.6387337986207632e-12,5.2786094447609106e-15,8.4402018748524701e-05,4.1142168808142488e-16,1.4745420747307533e-16,4.7001405203690437e-07,5.7175177352581489e-08,1.5978527148056107e-08,6.2913799865197706e-07,3.68472350650702e-07,5.2720339930666406e-15,1.0593742079292329e-12,3.4706437339693739e-13,3.4189593031814985e-13,4.6166276487562321e-15,3.9951408822509678e-13,2.9386147978619345e-17,3.0586026116629771e-10,3.1219924375652458e-16,4.84426579917857e-17,5.710760838522467e-12,1.0933166363997774e-19,3.8096860649109107e-20,2.3083971695331822e-22,1.146166672842517e-10,3.0901026449372536e-14,2.2142577186067067e-12,1.3125381336916591e-10,1.6522726539578953e-14,2.8494544962976414e-13,2.8781234333394394e-14,7.1845546517522376e-14,7.1921043742444458e-15,7.907763942603481e-16,2.3941064400537933e-21,1.9210489579360347e-15,3.4030040818257388e-12,1.9951849645378536e-12,4.1476435410805678e-13,2.6196694787223438e-12,1.2844683251242917e-12,1.6795533092267514e-07,2.1424196872233558e-11,2.7044444342459335e-12,2.1424167315604e-11,1.1583517251006602e-12,6.359771159999264e-23,3.6956251038319602e-23,4.9159627659592352e-23,1.4615724353236205e-19,7.0695332358119235e-14,3.500422360986361e-23,2.7866120677013827e-17,5.128719647592526e-16,7.3820830549596739e-15,6.0758286551833327e-16,6.7821067748928213e-15,6.9955378149755491e-16,4.3961592368869316e-18,1.1259038175096215e-19,1.6141498547734767e-17,1.7486223699779095e-22,1.687688917856853e-16,3.3183961957058198e-22,2.8830293829269934e-16,5.8006497121461722e-16,2.2833062638140181e-20,9.850699619318468e-18,6.8283572794436653e-21,1.9391086530250125e-08,1.4355485315724588e-11,5.8049531288580827e-12
7.327334622061802e-11,0.2923123256207625,76.950000000000003,0.0,0.0,0.0,0.98667409437975284,9.4999649969156614,0.00010840635577366245,0.0012268877564041562,0.0011885129904215797,3.375106080666768e-05,1.7727464505697606e-10,4.9281675322848252e-05,0.003227091478326356,1.0770258006711682e-06,2.1741435734060875e-13,6.9341898030410869e-10,7.0447388511347795e-08,0.007395029379509469,2.029342025974633e-06,5.1418698786761337e-15,5.3969007414303849e-16,4.0372671457728007e-12,8.0677078570652744e-16,3.4577628995453583e-07,3.2768677407586368e-06,2.5391763529711986e-06,2.539807096590646e-06,4.0303584400716958e-10,2.2104497419497356e-10,1.0910847392038969e-12,1.4898943490580157e-07,4.7060177067848826e-11,1.2403994097446565e-11,6.193299477726024e-15,6.1011510792622025e-11,9.034345490335021e-12,5.8844381129523295e-15,8.5873725648075776e-05,4.2782289099973047e-16,1.5333222712483369e-16,4.7318302237301659e-07,5.7248937882902498e-08,1.5981772362779245e-08,6.3640231486807842e-07,3.7908151528215479e-07,5.8769721578612057e-15,1.1206543439902664e-12,3.7242754969589335e-13,3.6681216403349099e-13,5.0407268330950247e-15,4.1289613892526635e-13,3.2462221835261306e-17,3.1467354416783049e-10,3.4101368891871129e-16,5.3805372341709322e-17,5.8784800207966411e-12,1.2340918935217573e-19,4.3036525283596348e-20,2.6377221792827258e-22,1.2017172775261075e-10,3.1791635360680874e-14,2.30381744317503e-12,1.3757537354761922e-10,1.7319270845495357e-14,2.956925798942015e-13,3.0169662372352208e-14,7.5492430007306739e-14,7.4898436446331974e-15,8.1988903534072132e-16,2.5156313050178206e-21,2.0132442078591502e-15,3.5666475519252848e-12,2.0773207079384874e-12,4.3392939410826932e-13,2.6651837907023881e-12,1.3445669804503973e-12,1.7333163009841426e-07,2.1692622405892996e-11,2.8827191812852959e-12,2.1692591413042901e-11,1.230364561644047e-12,6.6230534550875061e-23,3.8486168741700594e-23,5.4602486354281979e-23,1.657352905974676e-19,7.4029037956362093e-14,3.6650848815627306e-23,2.9180373823143979e-17,5.441059256135148e-16,7.7790984942628663e-15,6.4540363297455775e-16,7.2265159439927379e-15,7.5757473807996259e-16,4.7648863542983765e-18,1.2193976362886713e-19,1.7345472987223908e-17,1.842157031812712e-22,1.7982735771502944e-16,3.4968743049802042e-22,3.1181575751365152e-16,6.190658730009515e-16,2.4368584614616266e-20,1.0660645568129871e-17,7.5326923280404098e-21,1.9386755902979938e-08,1.5050503373787673e-11,6.1929621005099002e-12
7.45266558998834e-11,0.2923123238220705,76.950000000000003,0.0,0.0,0.0,0.98644797552215979,9.4999643386847694,0.00011024743893964986,0.0012475845574719897,0.0012083989316200392,3.4385482571089781e-05,1.8026499130598535e-10,4.9270669688875576e-05,0.003282143771304698,1.095302292662179e-06,2.2150111512035306e-13,7.3026669819067412e-10,7.2890608182341902e-08,0.007521251329051383,2.098714278397423e-06,5.2291243767748503e-15,5.5184017350267897e-16,4.2327126465198314e-12,8.4969651237077839e-16,3.5683496508780472e-07,3.3610827913876419e-06,2.6538111439388371e-06,2.6544705565068638e-06,4.2125287396879922e-10,2.3106683183799923e-10,1.1097732398462625e-12,1.5377608768469899e-07,4.8573602344327021e-11,1.2810020142752162e-11,6.885960172969922e-15,6.3398631389798821e-11,9.4409947812148407e-12,6.5467480711807115e-15,8.7345192177551323e-05,4.4456261641514388e-16,1.5933156532926434e-16,4.7625984475540269e-07,5.7319697325778175e-08,1.5984825841051221e-08,6.4358828542694403e-07,3.8977247410562575e-07,6.5382904162451293e-15,1.1842960304834791e-12,3.9915022700035486e-13,3.9305718830842106e-13,5.4953108004361024e-15,4.2649532645963297e-13,3.5795319847797857e-17,3.2355898999466703e-10,3.7191425043618766e-16,5.9651790918657025e-17,6.0476136927446066e-12,1.3900170414831541e-19,4.8514148714925236e-20,3.006914862752685e-22,1.2588502622553095e-10,3.268954157316348e-14,2.3950365410915862e-12,1.4407714936977939e-10,1.8138546188966495e-14,3.0666878290494319e-13,3.1597739824927559e-14,7.9249477724210778e-14,7.7945276977540796e-15,8.4959251545660581e-16,2.6408271624304838e-21,2.1080533433024161e-15,3.7349388169358994e-12,2.1610146647656628e-12,4.5359428524279596e-13,2.7106878737061668e-12,1.406062514037357e-12,1.7879100774616564e-07,2.1960930342796317e-11,3.0696097154157399e-12,2.196089786906325e-11,1.3053602038113727e-12,6.8924768226567738e-23,4.0051771850416477e-23,6.0536347262597878e-23,1.8750681150035775e-19,7.7453091233771652e-14,3.8341957246985566e-23,3.0530250817940646e-17,5.7658779489274585e-16,8.1902524049962124e-15,6.8477232568870491e-16,7.6911794309342612e-15,8.1922288204863854e-16,5.1569318330233549e-18,1.3187433329044687e-19,1.8613553940793248e-17,1.9389913962189968e-22,1.9136707863900424e-16,3.6817087535597544e-22,3.3676097104609414e-16,6.599236373240586e-16,2.5977229972618354e-20,1.1520598283969193e-17,8.2956145889283971e-21,1.9382426432115289e-08,1.5765268800107178e-11,6.5993255635843366e-12
7.57799655791488e-11,0.292312322034452,76.950000000000003,0.0,0.0,0.0,0.9862219169027876,9.4999636807675927,0.00011208808178876203,0.0012682717503204046,0.0012282724219977411,3.5019513997890689e-05,1.832541206876648e-10,4.9259666993659953e-05,0.0033371826972271104,1.1135702976265902e-06,2.2558535845989769e-13,7.6838232617805078e-10,7.5375896599523097e-08,0.0076474449297442692,2.1692305865038674e-06,5.3163383569225197e-15,5.6408828052390173e-16,4.4338983447213447e-12,8.9410224563272745e-16,3.6803843946949396e-07,3.4456796013059846e-06,2.7713613086809642e-06,2.7720501298763517e-06,4.3993378787715436e-10,2.413447462628535e-10,1.1284575430684422e-12,1.5863723341514823e-07,5.011060345023382e-11,1.3222548601501469e-11,7.6413668426385657e-15,6.5834048170602994e-11,9.8587918817971532e-12,7.2696032604002623e-15,8.8816415771729435e-05,4.6164103677809875e-16,1.6545228387408473e-16,4.7924716965037319e-07,5.7387664631690209e-08,1.5987693376899018e-08,6.5069777513682753e-07,4.0054314979218539e-07,7.2600433772061644e-15,1.2503433212183421e-12,4.2727956786479222e-13,4.2067659750813096e-13,5.9819786815769452e-15,4.40311545938616e-13,3.9401577774329414e-17,3.3251496871969299e-10,4.0501168476585256e-16,6.6015883717227772e-17,6.2181299074283624e-12,1.5624093129772522e-19,5.4577452584242133e-20,3.4199572429663322e-22,1.3175776000201715e-10,3.359458040535087e-14,2.4878988402479995e-12,1.5076058922623718e-10,1.8980735541772847e-14,3.1787576613061868e-13,3.3065786190216042e-14,8.3117653561141996e-14,8.106209581527049e-15,8.7989047038192198e-16,2.7697261319705778e-21,2.2054969065042215e-15,3.907914399238021e-12,2.2462520058983798e-12,4.7376136500110435e-13,2.7561817308982827e-12,1.4689458236195659e-12,1.8433341873021516e-07,2.2229122453876804e-11,3.2653858567513836e-12,2.222908845396044e-11,1.3833970313736474e-12,7.1680881714640514e-23,4.1653332948451156e-23,6.6995697732115219e-23,2.1167016469845985e-19,8.0968001368232314e-14,4.0077797268975116e-23,3.191595249722807e-17,6.1033984344919018e-16,8.6158016942379807e-15,7.2571751257286673e-16,8.1766134248792076e-15,8.8465098965952892e-16,5.573290055588078e-18,1.4241877045920344e-19,1.9947758395208297e-17,2.0391841425462643e-22,2.0339780988344591e-16,3.8730150474959948e-22,3.6319606522542719e-16,7.0269041985201325e-16,2.7661053085398876e-20,1.2432619723941339e-17,9.1208539792712393e-21,1.9378098117373899e-08,1.649992845533402e-11,7.0245574327488303e-12
