Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672)
1.7599784591738264e-07,0.1726731460403998,76.950000000000003,0.0,0.0,0.0,0.61971840497753994,9.438080743393467,0.0098397669182843928,0.05313818514929422,0.0243314429433189,0.0069174313746958186,2.9122360968521596e-08,1.382492587575983e-07,0.022069088940553965,0.00018988250820511443,9.0108824776998802e-11,0.052733289903825989,0.054450675492014725,0.033166242659403634,0.10025049080720169,1.6829718426628231e-12,6.8888846640314502e-11,1.7797765664449462e-06,3.6368378671325617e-09,2.5889931843582038e-06,1.7208018253317002e-05,0.013527072770167419,0.020584307620553133,6.7849135206310488e-06,4.2413990013527416e-06,2.1315441423823512e-15,0.00027227254447175181,2.7174474341634451e-07,8.4858720982721851e-08,0.00017642058169019075,4.8577803916919777e-06,1.2086082620573621e-08,0.0018096374964822184,0.00049753968808544764,7.5389617722851349e-11,2.2646060486398835e-11,8.7386410875849796e-09,2.2229729767273164e-09,7.4417711803169114e-12,2.0520380883568999e-07,7.7984221690036126e-07,0.001537046190759458,1.2344062509618529e-07,0.00024451167889548241,5.06240213288382e-05,0.0013387637777812409,8.2002917431560286e-11,0.00024949421309484793,1.19279337349042e-07,0.0015682533117125743,0.00017387934156526183,3.7766159317432749e-09
1.7969686750214603e-07,0.17267177619404964,76.950000000000003,0.0,0.0,0.0,0.61443380200140096,9.4370498266344072,0.0099642999290058144,0.052906407114048135,0.02406090386692291,0.006839914832044252,2.8992397965744261e-08,1.3716061930002258e-07,0.02242475246587328,0.00018903513464558572,8.9099067804937098e-11,0.053742052983842117,0.055733162160812456,0.033724161332831772,0.10227324187259866,1.6754613781431246e-12,7.0503610612070723e-11,1.8217742732533891e-06,3.7068425772726105e-09,2.6328155503366303e-06,1.7016724736116515e-05,0.013616151725385257,0.020993996088920972,6.8289020913940008e-06,4.2688975441105711e-06,2.1674008283714439e-15,0.00027603688514571352,2.7547388517613926e-07,8.6023733087592446e-08,0.00017914691603866035,4.9253051076646923e-06,1.2273038153122903e-08,0.0018989208206471864,0.00050917834113304162,7.6429814910376058e-11,2.2958522177313458e-11,8.9247803206614166e-09,2.2734417201581579e-09,7.480987043448656e-12,2.1027261878117284e-07,7.9918129688864919e-07,0.0016053055452642606,1.2535279972863599e-07,0.00025145470435888445,5.1723086812600714e-05,0.0014047723998818114,8.3139290939233174e-11,0.00026178361337438966,1.2077320507205055e-07,0.001649392789726587,0.00018256468717409215,3.8239172094780242e-09
1.8339588908690942e-07,0.17267043421111572,76.950000000000003,0.0,0.0,0.0,0.60922496676559523,9.4360368565307464,0.010086328691339854,0.052669346603933222,0.023794472069946972,0.0067635909157280827,2.885961641149994e-08,1.3608787029017591e-07,0.022777014764783571,0.0001881693830550954,8.8104846391038821e-11,0.054729816748240429,0.057000215814885548,0.03427772688686128,0.10426991787867222,1.6677880249564506e-12,7.2098652756852979e-11,1.8632668510277157e-06,3.7754140910011364e-09,2.676295411115136e-06,1.6828331584291632e-05,0.013698793948479605,0.021399139258345971,6.8696656638646861e-06,4.2943800503595242e-06,2.2029777450033173e-15,0.00027970164710691318,2.7910338540311367e-07,8.7157614322317472e-08,0.00018170140543979433,4.9910219594488519e-06,1.2455566364979517e-08,0.001989212627100622,0.00052080931843664349,7.7441883255154485e-11,2.326253433018305e-11,9.1108530592484036e-09,2.3238818695169384e-09,7.5205726480251996e-12,2.1537783856804185e-07,8.1865945130904004e-07,0.0016736765995356575,1.2721917400848999e-07,0.00025838072265067151,5.2806530194001118e-05,0.00147204477304619,8.4245762363370726e-11,0.00027430711754150458,1.222238609445812e-07,0.0017322008113061023,0.00019141933776098654,3.8698502315243506e-09
1.8709491067167281e-07,0.17266911979582086,76.950000000000003,0.0,0.0,0.0,0.60409041997970703,9.4350414938438334,0.010205894038056114,0.052427637610893502,0.023532171031676492,0.0066884653239981124,2.8724362867029876e-08,1.3503069833575643e-07,0.023125923305075992,0.00018728751312305006,8.7126234762666649e-11,0.055696951459981783,0.058251885000146587,0.034827001385836338,0.10624072727082041,1.6599718112437884e-12,7.3674046510969832e-11,1.9042558482275349e-06,3.8425776195808592e-09,2.7194376559478126e-06,1.6642856008273227e-05,0.013775377132978954,0.021799806806453294,6.9073945700686678e-06,4.3179655017254262e-06,2.2382788810752825e-15,0.0002832701228095187,2.8263656830140014e-07,8.8261403149156379e-08,0.00018409089072936839,5.0549910629169774e-06,1.2633800027615009e-08,0.0020804320544071915,0.00053243023762401451,7.8426766459143209e-11,2.3558380420788696e-11,9.2968193120312038e-09,2.3742829370221387e-09,7.5605070105420271e-12,2.2051953813572357e-07,8.3827695426801089e-07,0.0017420792115647138,1.2904113123232356e-07,0.0002652891135317653,5.3874609137660064e-05,0.0015405546352394606,8.5323321124768815e-11,0.00028705980501819565,1.2363284443888271e-07,0.0018166435594930987,0.00020043978105192716,3.9144637431373218e-09
1.907939322564362e-07,0.17266783263618385,76.950000000000003,0.0,0.0,0.0,0.59902871781170097,9.4340633990988181,0.010323036061683916,0.05218185862862558,0.023274005439482642,0.0066145384420791577,2.8586953346310699e-08,1.3398879759479985e-07,0.02347152464289208,0.00018639158536069963,8.6163237937891271e-11,0.056643832440713637,0.059488240157629567,0.03537204571551944,0.10818589780465723,1.6520309997848379e-12,7.5229892523454649e-11,1.9447435350398904e-06,3.9083587304293835e-09,2.7622470811514999e-06,1.6460301845244286e-05,0.013846261735845399,0.022196068659708225,6.9422703890408944e-06,4.3397674081392224e-06,2.2733081496386613e-15,0.00028674552680786055,2.8607667760235895e-07,8.9336112908639238e-08,0.00018632234297232529,5.1172711088605676e-06,1.2807869688940047e-08,0.0021725020191646328,0.00054403885323140691,7.9385385338626548e-11,2.3846337050353029e-11,9.4826413474137109e-09,2.4246350343903107e-09,7.6007700843186316e-12,2.2569777976101782e-07,8.5803405026298651e-07,0.0018104380808958622,1.3082003123207565e-07,0.00027217934090017359,5.4927588354451047e-05,0.0016102761852241816,8.6372933241352279e-11,0.0003000368437684994,1.2500165013017475e-07,0.001902687750180816,0.0002096225653751267,3.9578050680397856e-09
1.944929538411996e-07,0.1726665724063672,76.950000000000003,0.0,0.0,0.0,0.5940384506137949,9.4331022338134147,0.010437794130582561,0.051932537811228481,0.023019964299853715,0.0065418062281250335,2.8447676166205808e-08,1.3296186950242789e-07,0.023813864444365878,0.00018548347968511009,8.521580326624362e-11,0.057570837929491782,0.060709370761428121,0.035912919609759862,0.11010567388220781,1.6439822527119836e-12,7.6766315044875759e-11,1.9847328091247241e-06,3.9727831993081707e-09,2.8047283922161087e-06,1.628066177073178e-05,0.013911791071433354,0.022587994696195671,6.9744660030212515e-06,4.3598938429602455e-06,2.3080693897127294e-15,0.00029013099280381793,2.8942687377822026e-07,9.0382730946077273e-08,0.00018840278983851393,5.1779193073412432e-06,1.297790344088759e-08,0.0022653491888924358,0.00055563305066852627,8.0318637005938299e-11,2.4126673699740185e-11,9.6682835939357044e-09,2.4749288464110928e-09,7.641342717539449e-12,2.3091261842336098e-07,8.7793095559652681e-07,0.0018786826537272225,1.325572079475369e-07,0.00027905094275875657,5.5965737505743349e-05,0.0016811840892826894,8.7395540438016601e-11,0.00031323349141382776,1.2633172739434626e-07,0.0019903006489647708,0.00021896430073806714,3.9999200988374245e-09
1.98191975425963e-07,0.17266533876865464,76.950000000000003,0.0,0.0,0.0,0.58911824176879846,9.4321576615129388,0.010550206904465067,0.051680157570537545,0.022770023566886038,0.006470260961383951,2.8306794485990034e-08,1.3194962252363941e-07,0.024152987506436779,0.00018456491197772637,8.4283830174573153e-11,0.058478347299040667,0.061915382805899991,0.036449681676144707,0.11200031419594066,1.6358407782726065e-12,7.828345875928292e-11,2.0242271128627006e-06,4.0358768871606624e-09,2.8468862058330472e-06,1.6103919167287142e-05,0.013972291537826207,0.022975654502121017,7.0041457195320493e-06,4.3784475192848593e-06,2.3425663679332854e-15,0.00029342957167292465,2.926902322256634e-07,9.1402218041484918e-08,0.0001903392534541412,5.236991350286936e-06,1.314402674008554e-08,0.0023589039286791812,0.00056721084031527078,8.1227394332404631e-11,2.4399652568130926e-11,9.8537125429823158e-09,2.5251556051093898e-09,7.6822066132253e-12,2.3616410214840382e-07,8.9796785970606062e-07,0.0019467470033946745,1.3425396755868577e-07,0.00028590352239914342,5.6989329448092504e-05,0.0017532534849986562,8.8392059551068083e-11,0.00032664509580362125,1.2762448044011919e-07,0.0020794500832123273,0.00022846165948421296,4.0408532980262949e-09
2.0189099701072638e-07,0.1726641313753711,76.950000000000003,0.0,0.0,0.0,0.58426674663201517,9.4312293485720513,0.010660312349445353,0.051425158698666415,0.022524148380600118,0.0063998918789138172,2.8164548583858278e-08,1.3095177192675435e-07,0.024488937776948893,0.00018363744892798537,8.3367178461118713e-11,0.059366739561601857,0.063106396586085522,0.036982389420790622,0.11387008963376408,1.6276204623913972e-12,7.9781485988604036e-11,2.0632303602598278e-06,4.0976656369171392e-09,2.8887250518546511e-06,1.593004971583357e-05,0.014028072945031292,0.023359117171293031,7.031465444048042e-06,4.3955258978825879e-06,2.3768027801459852e-15,0.00029664423026682214,2.9586974221810657e-07,9.2395508080046947e-08,0.00019213869803509759,5.2945413886877625e-06,1.3306362270724708e-08,0.0024531002272294368,0.00057877035177221698,8.2112505636140542e-11,2.4665528479240782e-11,1.0038896654112574e-08,2.5753070645876198e-09,7.7233442910048876e-12,2.4145227233256961e-07,9.1814492641950764e-07,0.0020145696921953708,1.3591158706223666e-07,0.0002927367406846591,5.7998638754337756e-05,0.001826459982714923,8.9363382166347433e-11,0.00034026709515776242,1.2888126859637482e-07,0.0021701044502249562,0.00023811137661695428,4.0806477070814374e-09
2.0559001859548977e-07,0.17266294987048827,76.950000000000003,0.0,0.0,0.0,0.57948265154681433,9.4303169649195908,0.010768147752680724,0.051167944097294887,0.022282294997859126,0.0063306857245715243,2.8021157915727713e-08,1.2996803957276966e-07,0.024821758374151782,0.0001827025214574011,8.2465675446830887e-11,0.060236392103273757,0.064282544719060017,0.03751109927242794,0.11571528140048325,1.6193339876510784e-12,8.1260574202548906e-11,2.1017468717864684e-06,4.1581751860589514e-09,2.9302493751969135e-06,1.5759022768537811e-05,0.014079428917597003,0.023738451138148244,7.0565728894493659e-06,4.4112213181268727e-06,2.410782252954199e-15,0.00029977785081162936,2.9896830644547901e-07,9.3363507906464167e-08,0.00019380798582391834,5.3506220210251452e-06,1.3465029840608553e-08,0.002547875607462345,0.00059030982827855871,8.2974794542136384e-11,2.4924548839291973e-11,1.0223806263200385e-08,2.6253754766054245e-09,7.7647390505068191e-12,2.4677716405135309e-07,9.3846229514757719e-07,0.002082093619885574,1.3753131319640387e-07,0.00029955030923746185,5.8993940454345912e-05,0.0019007796652040765,9.0310374436737203e-11,0.00035409501788059177,1.301034067880415e-07,0.0022622327223433751,0.00024791024986663607,4.1193449615173364e-09
2.0928904018025317e-07,0.17266179389103778,76.950000000000003,0.0,0.0,0.0,0.5747646729242164,9.4294201846248171,0.010873749736634882,0.050908882154803201,0.022044412456942275,0.0062626272220190756,2.787682297910712e-08,1.2899815371853638e-07,0.025151491605644519,0.00018176143687262175,8.1579122136911201e-11,0.061087679616183457,0.065443970379664623,0.038035866605832608,0.11753617933274831,1.6109929410077099e-12,8.2720913800239137e-11,2.1397813162758818e-06,4.2174310928275069e-09,2.9714635376900028e-06,1.5590802532380267e-05,0.014126637355385593,0.024113724039712989,7.0796078141172392e-06,4.4256211468317295e-06,2.4445083452249534e-15,0.00030283323080806598,3.0198874104762364e-07,9.4307097333757802e-08,0.00019535384060054991,5.4052842910618228e-06,1.3620146305958443e-08,0.002643171024882303,0.00060182762130846083,8.3815059985617674e-11,2.5176953638022623e-11,1.0408413493555888e-08,2.6753535669437255e-09,7.8063749363301017e-12,2.5213880635267497e-07,9.5892008201794656e-07,0.0021492658622003715,1.3911436166773973e-07,0.0003063439843845443,5.9975508965930702e-05,0.0019761890858227605,9.1233877050724447e-11,0.00036812448209689225,1.3129216616744129e-07,0.0023558044494714301,0.00025785513953929784,4.1569853108719217e-09
2.1298806176501656e-07,0.1726606630684257,76.950000000000003,0.0,0.0,0.0,0.57011155638233046,9.4285386863750329,0.010977154272962386,0.050648309792458976,0.021810443997097674,0.0061956994778274831,2.7731726993806457e-08,1.2804184883285349e-07,0.025478178986768785,0.00018081538982421872,8.0707298471781366e-11,0.061920973212268533,0.066590825736599801,0.038556745764613272,0.11933308039544485,1.6026079109209296e-12,8.4162706145756625e-11,2.1773386594212948e-06,4.2754586749567348e-09,3.0123718198772433e-06,1.5425349078567971e-05,0.014169960942219716,0.024485002604098083,7.1007022835421862e-06,4.4388079417872456e-06,2.4779845495534338e-15,0.00030581308338075618,3.0493377608919501e-07,9.5227129290216372e-08,0.00019678281823785874,5.4585776939982165e-06,1.377182552228137e-08,0.002738930755898468,0.00061332218535517795,8.4634076343313129e-11,2.5422975488118061e-11,1.0592692170176089e-08,2.7252345125935505e-09,7.8482367046039877e-12,2.5753722253579572e-07,9.7951838095328823e-07,0.0022160375016901939,1.4066191665212654e-07,0.00031311756179431844,6.0943617199627096e-05,0.0020526652653012557,9.2134705336198569e-11,0.00038235119493856042,1.3244877488204031e-07,0.0024507897592727528,0.00026794296816895263,4.1936076430106928e-09
2.1668708334977995e-07,0.17265955702965172,76.950000000000003,0.0,0.0,0.0,0.56552207593901249,9.4276721538574488,0.011078396696025597,0.050386535208553504,0.021580328261643002,0.0061298843228478703,2.7586037415519803e-08,1.2709886542404164e-07,0.025801861258471587,0.00017986547217575187,7.9849967773899843e-11,0.062736639697195146,0.067723270570073102,0.03907379008338107,0.12110628734370836,1.5941885748257208e-12,8.5586161833664971e-11,2.2144241182521689e-06,4.3322829594490657e-09,3.0529784227648298e-06,1.5262619198094003e-05,0.014209647691419481,0.024852352562254147,7.1199809499552658e-06,4.4508596265621189e-06,2.5112142936878045e-15,0.00030872003801131562,3.0780605641092632e-07,9.6124430084146244e-08,0.00019810128349492299,5.5105501898295339e-06,1.3920178317705965e-08,0.0028351022783766958,0.00062479207290930218,8.5432593674584815e-11,2.5662839697643184e-11,1.0776617737220509e-08,2.775011919796735e-09,7.8903097911009608e-12,2.6297243041652184e-07,1.0002572646960385e-06,0.0022823634532574549,1.4217513053148902e-07,0.00031987087175055741,6.1898535817006618e-05,0.0021301856873655431,9.3013649479798234e-11,0.00039677095161879739,1.3357441895378666e-07,0.0025471593553351001,0.00027817072000134961,4.2292495119650239e-09
2.2038610493454334e-07,0.17265847539840243,76.950000000000003,0.0,0.0,0.0,0.56099503324878686,9.4268202760614326,0.011177511716068966,0.050123840358197738,0.021354000320726346,0.0060651626021808172,2.7439907303194785e-08,1.2616894987705571e-07,0.026122578404678583,0.00017891268191947093,7.900688052500165e-11,0.063535040977470231,0.068841471046828043,0.039587051909354923,0.12285610753011184,1.5857437781543041e-12,8.6991499153698708e-11,2.2510431207930823e-06,4.3879286415392672e-09,3.0932874695265888e-06,1.5102567129113798e-05,0.014245931516046991,0.025215838578865259,7.1375613438845592e-06,4.461849672761425e-06,2.5442009419177588e-15,0.0003115566415762574,3.1060814277845878e-07,9.6999799761772669e-08,0.00019931539210340965,5.5612482224184707e-06,1.4065312484613055e-08,0.0029316361468852956,0.00063623592963359371,8.6211338049383951e-11,2.5896764368556137e-11,1.0960167178740835e-08,2.8246798029482758e-09,7.932580280817076e-12,2.6844444257981089e-07,1.021136785784265e-06,0.0023482022869121067,1.4365512382176635e-07,0.00032660377498730888,6.2840532617413865e-05,0.0022087282934314849,9.3871474838043955e-11,0.0004113796343382484,1.3467024324087111e-07,0.0026448845136715859,0.00028853544034310587,4.2639471683810218e-09
2.2408512651930673e-07,0.1726574177960195,76.950000000000003,0.0,0.0,0.0,0.55652925687679322,9.4259827475148317,0.011274533432073259,0.04986048320190338,0.021131392544136381,0.0060015144224318867,2.7293476558547426e-08,1.2525185429856955e-07,0.026440369669213953,0.00017795793125836124,7.8177777586933395e-11,0.064316533578027399,0.069945598631472802,0.040096582623447813,0.12458285183889642,1.5772816059691413e-12,8.8378942727786389e-11,2.2872012702107245e-06,4.4424200512793772e-09,3.1333030071674683e-06,1.4945145177739191e-05,0.014279032813439374,0.025575524198928546,7.1535541724298351e-06,4.4718472864844053e-06,2.5769477964297057e-15,0.00031432535962354921,3.1334251326280985e-07,9.7854012537645165e-08,0.00020043107738166159,5.6107167430012974e-06,1.4207332786215005e-08,0.0030284858647541997,0.00064765248973369563,8.6971011943160879e-11,2.6124960515334158e-11,1.1143318942644009e-08,2.8742325643564709e-09,7.9750348789359856e-12,2.7395326662079514e-07,1.0421569774826422e-06,0.0024135160498792675,1.4510298525696248e-07,0.00033331615900508937,6.3769872031379783e-05,0.0022882714765706741,9.4708922320346281e-11,0.00042617321106012127,1.3573735245859113e-07,0.0027439370778817754,0.0002990342348046371,4.2977355918404422e-09
2.2778414810407012e-07,0.17265638384237003,76.950000000000003,0.0,0.0,0.0,0.55212360160557916,9.425159268463398,0.011369495344302406,0.049596699745960121,0.020912435344033545,0.0059389193619240888,2.7146873050463815e-08,1.2434733636912766e-07,0.026755273572287339,0.00017700205393761126,7.7362392939952617e-11,0.065081468255291902,0.071035829119514407,0.040602432660858473,0.12628683373443858,1.5688094479434036e-12,8.9748722300883677e-11,2.3229043129684642e-06,4.4957811267096751e-09,3.1730290081477566e-06,1.4790304246370306e-05,0.01430915905668404,0.025931471807770355,7.1680636205978441e-06,4.4809175966958262e-06,2.6094580986301765e-15,0.00031702857784376021,3.1601156480882e-07,9.8687817283888546e-08,0.00020145404082411069,5.6589992373048963e-06,1.4346340975836335e-08,0.0031256077545061627,0.00065904057152250636,8.7712294686043069e-11,2.6347632199900814e-11,1.1326052867847129e-08,2.923664974850718e-09,8.0176608831199018e-12,2.794989053749164e-07,1.0633178546712169e-06,0.0024782700896042388,1.4651977200584401e-07,0.0003400079348103052,6.4686814706024483e-05,0.0023687940748798372,9.5526708830633373e-11,0.00044114773417883169,1.3677681224446728e-07,0.0028442894531913181,0.00030966426845580286,4.3306485245833434e-09
2.3148316968883352e-07,0.1726553731566397,76.950000000000003,0.0,0.0,0.0,0.54777694777182828,9.424349545000231,0.011462430366550744,0.049332705892695242,0.020697057802608866,0.0058773566481461672,2.7000213634302884e-08,1.2345515920173364e-07,0.027067327926560504,0.00017604581189079911,7.6560455994229688e-11,0.065830189694323055,0.072112341780645239,0.04110465153118243,0.12796836841384787,1.5603340572676319e-12,9.1101071671098202e-11,2.3581581106114739e-06,4.5480353928296098e-09,3.2124693719691697e-06,1.4637994280227108e-05,0.014336505387592379,0.026283742602808777,7.1811876529964839e-06,4.4891218438219257e-06,2.6417350304383301e-15,0.00031966860370234907,3.1861761495854198e-07,9.9501938067978523e-08,0.00020238974616191099,5.7061377556745467e-06,1.4482435827061216e-08,0.0032229608278646332,0.00067039907317546299,8.8435842957069331e-11,2.6564976680087543e-11,1.1508350114575879e-08,2.9729721552246719e-09,8.060446157081981e-12,2.8508135713770062e-07,1.0846194146940282e-06,0.0025424328788332452,1.4790651000200808e-07,0.00034667903403596845,6.559161717159824e-05,0.0024502753643539667,9.6325527757525492e-11,0.00045629933910084036,1.3778965025632153e-07,0.0029459145995343618,0.00032042276490853132,4.3627185062748965e-09
2.351821912735969e-07,0.17265438535805497,76.950000000000003,0.0,0.0,0.0,0.54348820062978476,9.4235532891523395,0.011553370838100171,0.049068699119126674,0.020485188200097659,0.005816805306841628,2.6853605076357413e-08,1.2257509120617312e-07,0.027376569852809122,0.00017508990126767818,7.5771693531932725e-11,0.066563036278359328,0.073175318600598074,0.041603287838060436,0.12962777205347009,1.5518616040753716e-12,9.2436227744262366e-11,2.3929686147975638e-06,4.5992059455646814e-09,3.2516279267242752e-06,1.4488164643045983e-05,0.014361255206256113,0.026632396575331424,7.1930183134469397e-06,4.4965175670450409e-06,2.6737817155487414e-15,0.00032224766819959327,3.2116290369638898e-07,1.0029707472865805e-07,0.00020324341636167699,5.7521729455840506e-06,1.4615713172887204e-08,0.003320506656420879,0.00068172696867339769,8.9142291313804381e-11,2.677718456872298e-11,1.1690193097747919e-08,3.0221495584998526e-09,8.1033791053867864e-12,2.9070061587472408e-07,1.1060616381697446e-06,0.0026059758438148535,1.4926419436759826e-07,0.00035332940640175268,6.648453157828807e-05,0.0025326950513645174,9.7106049502970417e-11,0.00047162424275641688,1.3877685729178438e-07,0.003048786023844187,0.00033130700534077088,4.3939769094511452e-09
2.388812128583603e-07,0.1726534200665297,76.950000000000003,0.0,0.0,0.0,0.53925628973803585,9.4227702189313138,0.011642348535398559,0.048804860002704405,0.020276754458556895,0.00575724428714072,2.6707144893833746e-08,1.2170690595834937e-07,0.027683035795197236,0.00017413495791111544,7.4995831337239226e-11,0.06728033991914506,0.074224943609834518,0.04209838929838431,0.13126536113900122,1.5433977239865216e-12,9.3754429698034652e-11,2.4273418451871266e-06,4.6493154399279829e-09,3.2905084306108899e-06,1.4340764432895317e-05,0.014383580752634417,0.026977492500559249,7.2036420202531327e-06,4.5031587888836912e-06,2.7056012206657298e-15,0.00032476792772541028,3.2364959538356551e-07,1.0107390347982656e-07,0.00020402003306214483,5.7971440859006557e-06,1.4746265952129121e-08,0.0034182092439430443,0.00069302330392852554,8.9832252747650747e-11,2.6984440000441444e-11,1.1871565423364824e-08,3.07119295299e-09,8.1464486494177286e-12,2.9635667142235909e-07,1.1276444897666162e-06,0.0026688731965526591,1.5059378991213906e-07,0.00035995901747013875,6.7365805492206209e-05,0.0026160332648424291,9.7868922039483572e-11,0.0004871187420607029,1.3973938841814095e-07,0.0031528777717166317,0.0003423143274759915,4.4244539752924596e-09
2.425802344431237e-07,0.17265247690324273,76.950000000000003,0.0,0.0,0.0,0.5350801683670422,9.4220000583539392,0.011729394683469559,0.048541353610416664,0.020071684514213439,0.0056986525663905831,2.6560922119363344e-08,1.2085038207406611e-07,0.027986761536180155,0.00017318156234195244,7.4232595561889628e-11,0.067982425938363303,0.075261402288921669,0.042590002761078327,0.13288145187017289,1.5349475622892919e-12,9.5055918242650849e-11,2.4612838698580387e-06,4.698386081708723e-09,3.3291145734129089e-06,1.4195742747213088e-05,0.014403643676477545,0.027319087934557437,7.2131398552988432e-06,4.5090961959143268e-06,2.7371965567104203e-15,0.00032723146598215861,3.2607978075517806e-07,1.0183307753407927e-07,0.00020472433804154925,5.8410891224026956e-06,1.4874184261643553e-08,0.0035160349011283706,0.00070428719308809017,9.0506319257133883e-11,2.7186920803890319e-11,1.2052451827819882e-08,3.1200984061419843e-09,8.1896442044531828e-12,3.0204950967982494e-07,1.1493679189437921e-06,0.0027311017718444175,1.5189623169154074e-07,0.00036656784666240234,6.8235681741135725e-05,0.0027002705482483901,9.8614771487894432e-11,0.00050277921233924294,1.4067816410378165e-07,0.0032581644185825007,0.00035344212453005194,4.4541788494480907e-09
2.462792560278871e-07,0.17265155549115618,76.950000000000003,0.0,0.0,0.0,0.53095881292561675,9.421242537437287,0.011814539967061659,0.048278330764467678,0.019869906628125825,0.0056410092374597435,2.6415017997353189e-08,1.2000530308686816e-07,0.028287782211047292,0.00017223024429943178,7.3481713862445391e-11,0.068669612992777268,0.076284881042428532,0.043078174225467974,0.1344763596325951,1.5265158141830343e-12,9.6340934967980514e-11,2.4948007879765572e-06,4.7464396221774867e-09,3.36744997794853e-06,1.4053048903989703e-05,0.014421595592920011,0.027657239216902725,7.2215878456591622e-06,4.5143773148137285e-06,2.7685706800012801e-15,0.00032964029595515358,3.2845547896009959e-07,1.0257522773966566e-07,0.00020536083638272474,5.8840447041804895e-06,1.4999555413251168e-08,0.0036139521233972934,0.00071551781500974907,9.1165062433513869e-11,2.7384798677640214e-11,1.2232838120022935e-08,3.1688622691272816e-09,8.2329556577999985e-12,3.0777911279298312e-07,1.1712318606607154e-06,0.0027926408696311018,1.5317242561555369e-07,0.00037315588550670823,6.9094398302929714e-05,0.0027853878513925262,9.9344202709498685e-11,0.00051860210572944978,1.4159407134498427e-07,0.0033646210604921494,0.00036468784413432888,4.4831796177131568e-09
2.499782776126505e-07,0.17265065545548194,76.950000000000003,0.0,0.0,0.0,0.52689122240492214,9.420497392172015,0.01189781454154319,0.048015929195996496,0.019671349643303068,0.005584293580836867,2.6269506618520681e-08,1.1917145732963209e-07,0.028586132322115262,0.00017128148687856656,7.2742916339471979e-11,0.069342213036883302,0.077295566734285975,0.043562948859246574,0.13605039853030154,1.5181067614486896e-12,9.7609721767955476e-11,2.5278987144919086e-06,4.793497355381336e-09,3.4055182014867175e-06,1.3912632624883104e-05,0.014437578621802932,0.02799200147820571,7.2290572367764169e-06,4.5190466831282343e-06,2.7997264934088112e-15,0.00033199636191425023,3.3077863962725854e-07,1.0330096322575881e-07,0.00020593380103251202,5.9260462206102568e-06,1.512246399439166e-08,0.0037119314721812931,0.00072671440990278212,9.1809034053993312e-11,2.7578239368376867e-11,1.2412711126244019e-08,3.2174811621580482e-09,8.2763733479372488e-12,3.1354545933026883e-07,1.1932362360561085e-06,0.0028534721030276326,1.5442324909354037e-07,0.00037972313609330372,6.9942188230755881e-05,0.0028713665221545459,1.0005779990760201e-10,0.00053458394956738548,1.4248796478296878e-07,0.0034722233045991167,0.0003760489872423768,4.5114833413978205e-09
2.5367729919741387e-07,0.17264977642409873,76.950000000000003,0.0,0.0,0.0,0.52287641783859307,9.4197643644773859,0.011979248043550135,0.047754274597644891,0.019475943195888704,0.0055284851236928317,2.612445549859569e-08,1.1834863781960326e-07,0.028881845752580942,0.00017033573030345969,7.2015936306901708e-11,0.070000531317295528,0.078293646277988155,0.044044371016050035,0.13760388097293522,1.5097243058925734e-12,9.8862520333978427e-11,2.5605837666364651e-06,4.8395801176303365e-09,3.4433227371327224e-06,1.3774444185674018e-05,0.014451725909185488,0.028323428651653569,7.2356147564494513e-06,4.5231460143002548e-06,2.8306668474850547e-15,0.00033430154143127537,3.3305114494341561e-07,1.0401087205135761e-07,0.00020644727847232897,5.967127838613564e-06,1.5242991931632778e-08,0.0038099454600644964,0.00073787627612921297,9.243876667812881e-11,2.7767402850055408e-11,1.2592058637577609e-08,3.26595196050185e-09,8.3198880446231371e-12,3.1934852445114494e-07,1.2153809530980569e-06,0.0029135792523118384,1.556495517093369e-07,0.00038626960971164566,7.0779279609701096e-05,0.0029581882981511679,1.007561272338733e-10,0.00055072134476841,1.4336066780663114e-07,0.0035809472594245592,0.00038752310702680633,4.5391160922432295e-09
