Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887)
6.621738528742356e-10,0.24927495840796973,76.950000000000003,0.0,0.0,0.0,0.99194880751313907,9.4998089031084945,0.00019271852002925941,0.0022088818640251099,0.0020136383402620879,0.00018609707693976546,5.8570510366232265e-10,2.2838946561537521e-06,0.0012247404495099709,3.7345824519672534e-06,1.7578013709251094e-12,6.7662837346571491e-08,6.4806821158123854e-07,0.0021646085945203784,1.6088824269282352e-05,2.4894863946971823e-14,1.4285784721417827e-15,3.2702099365769506e-11,1.5656442672850736e-14,1.3292816749063834e-07,2.8555365454170696e-06,1.023710404363334e-05,1.0241427952396948e-05,2.7112931818813666e-09,1.6052740394533054e-09,3.9299823959556012e-15,2.4573022299124372e-07,1.2943324589367248e-10,3.7417434331616459e-11,1.1866178250776389e-12,5.3369191328129508e-10,9.5547414709599495e-12,1.1691019614585076e-12,2.4087718511773586e-05,5.1014379111342028e-15,1.6552673644789065e-15,1.5427360445999248e-08,1.5259863949399198e-09,1.9275672882447923e-10,3.4350818101687122e-08,6.8017689612669457e-08,1.1671138228377273e-12,1.0061371424933137e-11,3.0736300279841766e-11,2.8454158912238156e-11,2.360608313943989e-12,1.9530833424705794e-13,9.0550028883935379e-14,1.0163977938884135e-10,2.4019587038707658e-13,5.249488654825411e-14,2.5758251823311685e-12,1.1916846724593228e-15,3.6846214634361583e-16,1.3520513289043837e-17,4.3486161057385852e-11,5.3753208440974191e-15,7.9270584222626994e-14,2.2463751445617495e-10,5.9539848073506596e-14,2.776780388775113e-13,9.4719966189192327e-14,2.5792634107405467e-13,2.4451344747922884e-14,3.1211276462727023e-16,2.3893133054583107e-20,8.2881236091788623e-16,2.0733091249554636e-12,1.3794614887006738e-13,2.9576442656168733e-13,2.6343100007418997e-13,1.1571964177953005e-13,1.1915895854555127e-06,2.5821777258261375e-12,3.278153558797423e-10,2.5820716916715949e-12,4.3944376956601332e-13,3.2332272938151995e-22,1.8621314290561063e-22,3.465212796598306e-20,5.5314031010631943e-17,2.7212911260562725e-13,1.4288331379996467e-22
6.804258942093759e-10,0.24927494504931585,76.950000000000003,0.0,0.0,0.0,0.99172789038218589,9.4998035129631759,0.00019800225639119687,0.0022692318038836138,0.0020681606587385783,0.00019131296068642127,6.0170713110486909e-10,2.2834109884758263e-06,0.0012583687911996199,3.8367219451377575e-06,1.8070686025955561e-12,7.3432724876253173e-08,6.8625080051197311e-07,0.0022240752199200338,1.6982817842842837e-05,2.5575729569274122e-14,1.4975772127070751e-15,3.4949070033007704e-11,1.6994709142737275e-14,1.3881918708141788e-07,2.9440327186994802e-06,1.0874520047322179e-05,1.087911398964323e-05,2.8801417896059215e-09,1.7053023706523774e-09,4.038002507069807e-15,2.5918568185316847e-07,1.3652170530133376e-10,3.9484050713179602e-11,1.3768031762338548e-12,5.6986983879498927e-10,1.020990932847267e-11,1.3587481350010153e-12,2.4749915490357435e-05,5.4472541866159922e-15,1.7674740532694719e-15,1.5447563033607495e-08,1.531382972234789e-09,1.9273628261129884e-10,3.4971596043407944e-08,7.0238804995723098e-08,1.3563686529761615e-12,1.0906448333525646e-11,3.4282918090659772e-11,3.1672275704929904e-11,2.6995436021895359e-12,2.0604716734112623e-13,1.0456914758134507e-13,1.051638485115435e-10,2.7553169988852485e-13,6.1512608811587589e-14,2.6655391123006255e-12,1.4288302447937193e-15,4.4500359361010181e-16,1.6500946158404925e-17,4.6284293396600156e-11,5.5617354517839651e-15,8.2275512857860742e-14,2.3951253771152943e-10,6.3483245331665272e-14,2.9698360946783555e-13,1.0099389892743373e-13,2.7519796769104425e-13,2.6204105892740536e-14,3.3247459254785301e-16,2.5493098415131606e-20,8.8372132887663648e-16,2.2105916176858573e-12,1.4319822182483329e-13,3.1418925162328805e-13,2.7066813445969108e-13,1.2029874480750981e-13,1.257569609133553e-06,2.6503288465366503e-12,3.6508629872094053e-10,2.6502147873954261e-12,4.7171129399017334e-13,3.4649967663744409e-22,1.9956157712486013e-22,4.0604870299872606e-20,6.580981027281475e-17,2.9028077250633348e-13,1.5241901922249467e-22
6.986779355445163e-10,0.24927493175726537,76.950000000000003,0.0,0.0,0.0,0.99150702717114292,9.4997981249649186,0.00020328447818826627,0.0023295529847390702,0.0021226393204014553,0.00019652465492676013,6.1770151637386012e-10,2.2829274388923666e-06,0.0012919889732301967,3.9388126601052202e-06,1.8562962618007674e-12,7.9519313092446879e-08,7.2563017353791088e-07,0.0022835291835962613,1.790069808430949e-05,2.625627003427865e-14,1.5683198865009726e-15,3.7280111378443149e-11,1.8406759113913863e-14,1.4477372421293966e-07,3.0324634618106005e-06,1.1531381515862198e-05,1.1536253840897603e-05,3.0541422298098595e-09,1.8083845268969544e-09,4.1459996182721777e-15,2.7299668440285222e-07,1.4379749252742306e-10,4.1606080990961041e-11,1.5905910940764054e-12,6.0733033073711102e-10,1.0890657714065467e-11,1.5723577409797686e-12,2.5411973192670793e-05,5.8053300436098291e-15,1.8836585753080299e-15,1.5467190766863783e-08,1.5367747944088581e-09,1.9271546626408138e-10,3.5591761166693138e-08,7.2460224884603511e-08,1.5695243960860403e-12,1.1794623255703362e-11,3.8126576208534432e-11,3.5151015010339506e-11,3.075875821729981e-12,2.1707092239607813e-13,1.2026461247344848e-13,1.0869691591821792e-10,3.1490647486778979e-13,7.1764319805653823e-14,2.7554832496387278e-12,1.7044470096001286e-15,5.3470816359757758e-16,2.0026602506811371e-17,4.9172258145726646e-11,5.7486282281240691e-15,8.5283412970585196e-14,2.5489534985190255e-10,6.7561284020705542e-14,3.1710666890909216e-13,1.074820635857518e-13,2.9306649679842383e-13,2.8033431088091759e-14,3.5361849585624776e-16,2.7148358113263246e-20,9.4052131385695466e-16,2.3525900994880558e-12,1.4845560285780366e-13,3.3317643562631344e-13,2.7790372042659709e-13,1.2488353504731284e-13,1.3253110068131876e-06,2.7184657301066074e-12,4.0543934028257896e-10,2.7183432787567011e-12,5.0520092851482233e-13,3.7068903850436925e-22,2.1349309718658607e-22,4.7372201793867225e-20,7.7899882104658391e-17,3.0906603205134742e-13,1.6228774884732577e-22
7.169299768796566e-10,0.24927491853175007,76.950000000000003,0.0,0.0,0.0,0.99128621788655058,9.4997927391055068,0.00020856518580445157,0.0023898454030967455,0.0021770743369242422,0.00020173216080176252,6.3368825855204403e-10,2.2824440074200708e-06,0.0013256009975927672,4.0408545910135515e-06,1.905484359317989e-12,8.5930824911203224e-08,7.662145677004346e-07,0.0023429704914071535,1.8842442878809506e-05,2.6936485302951042e-14,1.6408185014375337e-15,3.9695877619389509e-11,1.9894532494095151e-14,1.5078904661086269e-07,3.1208277437386278e-06,1.2207673936390445e-05,1.2212833000208099e-05,3.2332906497718457e-09,1.9145182251412547e-09,4.2539737402076669e-15,2.8716300745137283e-07,1.512604896841928e-10,4.3783497937490277e-11,1.8300933909874551e-12,6.4607580518815974e-10,1.159725349584202e-11,1.8121404720420216e-12,2.6073891567063689e-05,6.1756885589900555e-15,2.0038284181241712e-15,1.5486338500543181e-08,1.5421624648824701e-09,1.9269434233394713e-10,3.6211400602970297e-08,7.4681857146448057e-08,1.8087829597660324e-12,1.2726657128357454e-11,4.2283234049489157e-11,3.8903448889741952e-11,3.4925465142699178e-12,2.2837942078544375e-13,1.3778030733633871e-13,1.1223871498803051e-10,3.5865657162645585e-13,8.3377684411270343e-14,2.845650661520018e-12,2.0234205640811584e-15,6.3939352123323876e-16,2.4177803439850116e-17,5.2150060647686909e-11,5.9359850802660415e-15,8.8293789363538194e-14,2.7078723850567869e-10,7.1774305435110086e-14,3.3806040268924147e-13,1.1418500325425069e-13,3.1153347750006139e-13,2.9940602155581989e-14,3.7555483234278685e-16,2.8859055650884281e-20,9.9921955474040676e-16,2.4993218495734541e-12,1.5371740986710761e-13,3.5272555897089987e-13,2.8513775868919558e-13,1.2947309110362576e-13,1.3948124498087796e-06,2.7865884104560937e-12,4.4903865482474921e-10,2.7864571941588611e-12,5.399138855449263e-13,3.9590776464652497e-22,2.2801746500959498e-22,5.5038398860689707e-20,9.1768531926344248e-17,3.2848682885513026e-13,1.7249050797515083e-22
7.351820182147969e-10,0.24927490537270147,76.950000000000003,0.0,0.0,0.0,0.99106546253491656,9.4997873553767569,0.00021384437962374724,0.0024501090554844176,0.0022314657200028093,0.00020693547945449951,6.4966735672807801e-10,2.281960694075199e-06,0.0013592048662785792,4.1428477320445509e-06,1.9546329059442772e-12,9.2675465233890381e-08,8.080122075564214e-07,0.00240239914909644,1.9808030121593961e-05,2.7616375336502903e-14,1.7150850471985507e-15,4.2197016972213094e-11,2.1459966029523707e-14,1.5686253671685084e-07,3.2091247411695385e-06,1.2903382592143306e-05,1.2908836758397422e-05,3.4175831426826865e-09,2.0237011501423047e-09,4.361924883313374e-15,3.0168442805681114e-07,1.5891057901430131e-10,4.6016273658363609e-11,2.0975401454254336e-12,6.8610838165969214e-10,1.2329956622157466e-11,2.0804376320220027e-12,2.6735670577015808e-05,6.5583499746365802e-15,2.127990149399475e-15,1.5505085341885307e-08,1.5475464869379802e-09,1.9267296298788062e-10,3.683058742885759e-08,7.690362455009591e-08,2.0764771548479368e-12,1.3703291538016296e-11,4.6769250177025734e-11,4.2942907573475995e-11,3.9526388413808884e-12,2.399724840818861e-13,1.5726776194142611e-13,1.1578901532852177e-10,4.0713649767256899e-13,9.6489458622814366e-14,2.9360353575119533e-12,2.391090077987929e-15,7.6106972330917921e-16,2.9043973620510743e-17,5.5217702822310117e-11,6.1237938314445338e-15,9.1306219246016368e-14,2.8718945563257264e-10,7.6122641401206748e-14,3.5985781793785232e-13,1.2110324595207713e-13,3.3060041066689078e-13,3.1926883382846632e-14,3.9829381862520113e-16,3.0625330061828886e-20,1.0598232727007132e-15,2.6508041161719754e-12,1.5898288965155013e-13,3.7283619613953781e-13,2.9237024994780128e-13,1.3406662527336709e-13,1.466072604927006e-06,2.8546969173145395e-12,4.9605254790168116e-10,2.8545565579672037e-12,5.758511738059162e-13,4.2217257287459533e-22,2.4314430897992173e-22,6.3693739401747834e-20,1.0761486222790665e-16,3.4854497809261201e-13,1.8302823712714536e-22
7.534340595499373e-10,0.24927489228005068,76.950000000000003,0.0,0.0,0.0,0.99084476112271669,9.4997819737704923,0.00021912206003015799,0.0025103439384523609,0.0022858134813554007,0.00021213461203013333,6.6563880999659529e-10,2.281477498874091e-06,0.001392800581279062,4.244792077417918e-06,2.0037419124963665e-12,9.9761420964604605e-08,8.5103130518192662e-07,0.002461815162298302,2.0797437718044991e-05,2.8295940096403389e-14,1.7911314952391886e-15,4.4784172333205447e-11,2.3104993293859454e-14,1.6299168687348164e-07,3.2973537975851202e-06,1.3618492603269401e-05,1.3624250243913197e-05,3.6070157584726904e-09,2.1359309609046074e-09,4.4698530578272113e-15,3.165607234969942e-07,1.6674764287644652e-10,4.8304379652769385e-11,2.3952824040287133e-12,7.2742991030744789e-10,1.3089020289100824e-11,2.3797258395599964e-12,2.7397310198649555e-05,6.9533319575792677e-15,2.2561495013743352e-15,1.552349725853032e-08,1.5529272803202835e-09,1.92651371728254e-10,3.7449382925981768e-08,7.9125462366047376e-08,2.3750743573899661e-12,1.4725249189789268e-11,5.1601380919079677e-11,4.7282975469413393e-11,4.4593801066526728e-12,2.5184993403516311e-13,1.7888630828931742e-13,1.1934761776845138e-10,4.6071936275758327e-13,1.1124584632085132e-13,3.0266321593257688e-12,2.8132750122501933e-15,9.0195364115802388e-16,3.4724375875137428e-17,5.8375183718978875e-11,6.3120439561738652e-15,9.4320341956390971e-14,3.0410322234493377e-10,8.0606615556930479e-14,3.8251174765385679e-13,1.2823730666449895e-13,3.5026875504565529e-13,3.3993521922381292e-14,4.2184553348581458e-16,3.2447316477744724e-20,1.122339687075347e-15,2.8070541563091774e-12,1.6425139962983138e-13,3.9350791688147161e-13,2.9960119488941346e-13,1.3866346477498937e-13,1.5390901344801843e-06,2.9227912768945932e-12,5.4665344651639475e-10,2.922641391178495e-12,6.1301362805171132e-13,4.4949995441945513e-22,2.5888312698818532e-22,7.3434738334644892e-20,1.2565346784283222e-16,3.6924218102122993e-13,1.9390181661101025e-22
7.716861008850776e-10,0.2492748792537283,76.950000000000003,0.0,0.0,0.0,0.99062411365639513,9.4997765942785506,0.00022439822740769882,0.0025705500485733285,0.0023401176327226239,0.00021732955967592764,6.8160261745815079e-10,2.2809944218332947e-06,0.0014263881445858236,4.3466876213911854e-06,2.0528113898108393e-12,1.0719686102757782e-07,8.9528006017596804e-07,0.0025212185365419853,2.1810643583682925e-05,2.8975179544377156e-14,1.8689697987937079e-15,4.7457981869856936e-11,2.4831544677204668e-14,1.6917409471017593e-07,3.3855143900603404e-06,1.4352988959957691e-05,1.435905845599017e-05,3.8015845126007109e-09,2.2512052959114732e-09,4.5777582737963071e-15,3.3179167124469957e-07,1.7477156373229254e-10,5.0647786868511754e-11,2.7257948440248817e-12,7.7004199667188397e-10,1.3874691103821957e-11,2.712620721352183e-12,2.8058810418643226e-05,7.3606498365021429e-15,2.3883114475846772e-15,1.5541629266855598e-08,1.5583051951562327e-09,1.9262960483579949e-10,3.8067838487487871e-08,8.134731634229135e-08,2.7071801591469562e-12,1.5793234364924948e-11,5.6796778986272475e-11,5.1937487220254326e-11,5.0161442299882946e-12,2.6401159255207583e-13,2.0280323390433196e-13,1.2291435002922973e-10,5.1979734949206824e-13,1.2780285760770939e-13,3.1174365882191743e-12,3.2963024428383656e-15,1.064484030003555e-15,4.1328881604736595e-17,6.1622499982621774e-11,6.5007263513288473e-15,9.7335850067871227e-14,3.2152973307456557e-10,8.5226544457859398e-14,4.0603485493665889e-13,1.3558768910345583e-13,3.7053993256855222e-13,3.6141748193305277e-14,4.4621992121243996e-16,3.4325146619953679e-20,1.1867760288399166e-15,2.9680892695261534e-12,1.6952239201729152e-13,4.1474028717409556e-13,3.0683059418825412e-13,1.4326303546595848e-13,1.613863696299359e-06,2.9908715124585313e-12,6.0101788926555261e-10,2.9907117119837323e-12,6.514019346276504e-13,4.7790617924475147e-22,2.752432894892808e-22,8.4364384152567668e-20,1.4611511709499012e-16,3.9058003292908638e-13,2.0511207077395345e-22
7.89938142220218e-10,0.24927486629366466,76.950000000000003,0.0,0.0,0.0,0.99040352014236399,9.4997712168927944,0.00022967288214039461,0.002630727382442544,0.0023943781858674464,0.00022252032354125347,6.9755877821918216e-10,2.2805114629688569e-06,0.0014599675581906514,4.4485343582596979e-06,2.1018413487442726e-12,1.1498993638458192e-07,9.4076665966439965e-07,0.0025806092772562225,2.2847625644173448e-05,2.9654093642391631e-14,1.9486118928808565e-15,5.0219079532759413e-11,2.6641547375296546e-14,1.75407458722791e-07,3.4736061026590678e-06,1.5106856548979797e-05,1.511324629122357e-05,4.0012853930952146e-09,2.3695217773166294e-09,4.6856405410851342e-15,3.4737704894511922e-07,1.8298222413458302e-10,5.3046465751979421e-11,3.0916783962845477e-12,8.1394602414664082e-10,1.4687209243787838e-11,3.0818805950529774e-12,2.8720171232491093e-05,7.7803168165237353e-15,2.5244802725501348e-15,1.5559527256565287e-08,1.5636805235484439e-09,1.9260769257308511e-10,3.8685997217385714e-08,8.3569141006851922e-08,3.0755420065388458e-12,1.6907933367223988e-11,6.237299209146986e-11,5.6920523809236603e-11,5.6264541746239205e-12,2.7645728167824193e-13,2.2919393222573163e-13,1.2648906299556515e-10,5.8478218353317066e-13,1.4632666850998645e-13,3.2084447679862047e-12,3.8470349721319301e-15,1.2513372559367538e-15,4.8978777677007366e-17,6.4959646244392545e-11,6.6898331389153812e-15,1.0035248171556839e-13,3.3947015916167629e-10,8.9982738529840079e-14,4.3043963720689995e-13,1.4315488722392498e-13,3.9141533295575133e-13,3.8372776284395309e-14,4.7142679493203178e-16,3.6258949225808172e-20,1.2531395519715553e-15,3.1339268262663056e-12,1.7479540017274218e-13,4.3653286999324862e-13,3.1405844850624161e-13,1.4786484776081689e-13,1.6903919437471847e-06,3.0589376447919216e-12,6.5932651647457261e-10,3.0587675362388978e-12,6.9101665338790712e-13,5.0740730137628916e-22,2.9223404257175044e-22,9.6592376386148291e-20,1.6924743846892721e-16,4.1256003054553618e-13,2.1665977196279954e-22
8.081901835553583e-10,0.24927485339979027,76.950000000000003,0.0,0.0,0.0,0.99018298058700283,9.4997658416050985,0.00023494602461227994,0.0026908759366776748,0.0024485951525751869,0.00022770690477758656,7.1350729139209966e-10,2.2800286222968046e-06,0.0014935388240855105,4.5503322823566215e-06,2.1508318001730414e-12,1.231487800523324e-07,9.8749927830386671e-07,0.0026399873897734608,2.3908361835334673e-05,3.0332682352671468e-14,2.030069694309902e-15,5.3068095497982791e-11,2.8536925378955459e-14,1.8168957403916032e-07,3.5616286052987136e-06,1.5880080174773766e-05,1.5886798564681639e-05,4.2061143661475249e-09,2.4908780142734082e-09,4.7934998693830866e-15,3.6331663439539288e-07,1.9137950671635472e-10,5.5500386293496715e-11,3.495662829398819e-12,8.5914317437194138e-10,1.5526808612085583e-11,3.4904101418234242e-12,2.9381392643058416e-05,8.2123441741494522e-15,2.6646596350284856e-15,1.5577229505833605e-08,1.5690535092024475e-09,1.9258566018342824e-10,3.9303895267380418e-08,8.5790898249489033e-08,3.4830528281132685e-12,1.8070014958555522e-11,6.8347961570653636e-11,6.2246408713729379e-11,6.2939843275678452e-12,2.8918682358153872e-13,2.5824205013861893e-13,1.3007162750894793e-10,6.5610560333764439e-13,1.6699398185013516e-13,3.2996533415474382e-12,4.472899208220564e-15,1.465443689996395e-15,5.7807610393255748e-17,6.8386615448013247e-11,6.8793574964907155e-15,1.0337001399526799e-13,3.5792565193968853e-10,9.4875502887815602e-14,4.5573843040415717e-13,1.5093938652730076e-13,4.1289631769943562e-13,4.0687804356834149e-14,4.9747583992706311e-16,3.8248850417753928e-20,1.3214375429765222e-15,3.3045842916252492e-12,1.8007002684999368e-13,4.5888522592506393e-13,3.2128475849359745e-13,1.5246848448574243e-13,1.7686735257306408e-06,3.1269896925961047e-12,7.2176406032309332e-10,3.1268088778533804e-12,7.3185823643485801e-13,5.3801916422756765e-22,3.0986451102498042e-22,1.1023536383718169e-19,1.9531561244535372e-16,4.3518357895214837e-13,2.2854564421223757e-22
8.264422248904986e-10,0.24927484057203508,76.950000000000003,0.0,0.0,0.0,0.98996249499665945,9.4997604684073487,0.00024021765520739922,0.0027509957079188273,0.0025027685446535057,0.00023288930453850239,7.294481560952335e-10,2.2795458998335394e-06,0.0015271019442625428,4.6520813880528876e-06,2.1997827549933215e-12,1.3168150711989223e-07,1.0354860782858283e-06,0.0026993528793339242,2.4992830103144297e-05,3.1010945637699365e-14,2.1133551016868199e-15,5.6005656549519826e-11,3.0519599463659884e-14,1.8801832836274311e-07,3.6495816369059098e-06,1.6672644576245012e-05,1.6679700026733311e-05,4.416067380569532e-09,2.6152716055877046e-09,4.9013362682118645e-15,3.7961020552601783e-07,1.9996329418113805e-10,5.8009518068487525e-11,3.9406092952334752e-12,9.0563444574585589e-10,1.6393716988908346e-11,3.9412640685602697e-12,3.0042474659380145e-05,8.6567414342285777e-15,2.8088526254315564e-15,1.5594767940921077e-08,1.5744243554365223e-09,1.9256352872133714e-10,3.9921562955267702e-08,8.8012556135572295e-08,3.9327546505401999e-12,1.9280130783725772e-11,7.4740021005112232e-11,6.7929704106133285e-11,7.0225628342003987e-12,3.0220004053706545e-13,2.9013963269035117e-13,1.3366193160945291e-10,7.3421982947456867e-13,1.8999238908885557e-13,3.3910593992021576e-12,5.1819147916007847e-15,1.7100047781912868e-15,6.7962067088472956e-17,7.1903399122625774e-11,7.0692935112935484e-15,1.0638825729382973e-13,3.7689734538783337e-10,9.9905138039935741e-14,4.8194341314938223e-13,1.5894166518216951e-13,4.3498422351599501e-13,4.3088015045178979e-14,5.2437661692475589e-16,4.0294974023124997e-20,1.3916773288502812e-15,3.480079245142933e-12,1.8534593410568813e-13,4.8179691365353432e-13,3.2850952478932846e-13,1.5707359042406515e-13,1.8487070867136113e-06,3.1950276728151816e-12,7.885193349608843e-10,3.1948357491133934e-12,7.7392704412490762e-13,5.6975740590184511e-22,3.2814370139283699e-22,1.2541718345330419e-19,2.246030681430434e-16,4.5845199803362727e-13,2.4077036668297955e-22
8.44694266225639e-10,0.24927482781032922,76.950000000000003,0.0,0.0,0.0,0.98974206337765014,9.4997550972914517,0.00024548777430980618,0.0028110866928285246,0.002556898373932383,0.00023806752397967493,7.4538137145276187e-10,2.2790632955949219e-06,0.0015606569207140654,4.7537816697571446e-06,2.2486942241212464e-12,1.4059621476607632e-07,1.0847352093406471e-06,0.0027587057510894942,2.6101008403746587e-05,3.1688883460197005e-14,2.1984799954198789e-15,5.9032386410537877e-11,3.2591487179260077e-14,1.9439169808653469e-07,3.7374649918513083e-06,1.7484534440294375e-05,1.7491935376601524e-05,4.6311403713821468e-09,2.742700141854557e-09,5.0091497469326538e-15,3.9625754038395707e-07,2.0873346929404308e-10,6.0573830274859883e-11,4.4295128364191155e-12,9.5342067023615209e-10,1.7288156179351741e-11,4.4376507598170738e-12,3.0703417295657719e-05,9.1135165306587017e-15,2.9570618179678857e-15,1.5612169188017305e-08,1.5797932318734265e-09,1.925413157465082e-10,4.0539025704128822e-08,9.0234087910326304e-08,4.4278422031546515e-12,2.0538915784964078e-11,8.1567894844955207e-11,7.3985207101456972e-11,7.8161738878237059e-12,3.1549675491347678e-13,3.250872650412272e-13,1.3725987815823199e-10,8.19598033492251e-13,2.1552073294273e-13,3.4826604167832433e-12,5.9827239478180876e-15,1.9885107955211589e-15,7.9602895879300688e-17,7.5509987611799278e-11,7.2596360545073032e-15,1.0940705042138681e-13,3.9638635841680265e-10,1.0507194049423289e-13,5.0906661086148883e-13,1.6716219499000785e-13,4.5768036534502545e-13,4.5574575855239138e-14,5.5213856535064541e-16,4.2397441851957347e-20,1.4638662837135096e-15,3.6604293972537031e-12,1.9062283463314002e-13,5.0526749035313151e-13,3.3573274802160006e-13,1.6167986332392197e-13,1.930491266729374e-06,3.2630516009109432e-12,8.5978522661431546e-10,3.2628481609544968e-12,8.1722335874791545e-13,6.0263746445336521e-22,3.4708050500377185e-22,1.4226909971452581e-19,2.5741218441285529e-16,4.8236652850541423e-13,2.5333457687006781e-22
8.629463075607793e-10,0.24927481511460253,76.950000000000003,0.0,0.0,0.0,0.98952168573625876,9.4997497282493288,0.00025075638230356368,0.0028711488880916953,0.0026109846522640941,0.00024324156425887747,7.6130693659483465e-10,2.2785808095966456e-06,0.0015942037554325689,4.8554331219157954e-06,2.2975662184926837e-12,1.4990098227685926e-07,1.1352548087417261e-06,0.0028180460101074303,2.7232874703459508e-05,3.2366495783142331e-14,2.2854562377259212e-15,6.2148906030543866e-11,3.4754502839968572e-14,2.0080774456994105e-07,3.8252785089771287e-06,1.8315734412758486e-05,1.8323489273327606e-05,4.8513292627173913e-09,2.873161207185586e-09,5.1169403147527779e-15,4.1325841711728575e-07,2.1768991487366973e-10,6.3193291766964691e-11,4.9655048562020231e-12,1.0025025286525603e-09,1.8210342157620899e-11,4.982935919421583e-12,3.1364220570419595e-05,9.5826759523835997e-15,3.1092893180132296e-15,1.5629455453341043e-08,1.5851602800374232e-09,1.9251903590404039e-10,4.1156304832381037e-08,9.2455471161455191e-08,4.9716665110554692e-12,2.1846988606289546e-11,8.8850697033956944e-11,8.0427946050982945e-11,8.6789599748987827e-12,3.2907678916056327e-13,3.6329421169508674e-13,1.4086538278616875e-10,9.1273480633361556e-13,2.4378947059262439e-13,3.5744542022964004e-12,6.8846215451095735e-15,2.3047592921274373e-15,9.2905864076649645e-17,7.9206370266072055e-11,7.4503806727717244e-15,1.1242625643366155e-13,4.163937968400824e-10,1.1037620328188936e-13,5.3711989982009092e-13,1.7560144221809847e-13,4.8098603895852095e-13,4.8148639557860698e-14,5.8077100654026727e-16,4.4556373938692083e-20,1.5380118343201265e-15,3.8456526028902694e-12,1.9590048432385367e-13,5.2929651200628978e-13,3.4295442880830001e-13,1.6628704616834237e-13,2.0140247013930091e-06,3.33106149109182e-12,9.3575868368348779e-10,3.3308461231867238e-12,8.617473962194682e-13,6.3667458309434653e-22,3.6668370096975229e-22,1.6093004440982933e-19,2.9406499505576091e-16,5.0692833754738304e-13,2.6623887359769256e-22
8.811983488959197e-10,0.24927480248478479,76.950000000000003,0.0,0.0,0.0,0.98930136207873776,9.4997443612729207,0.00025602347957274412,0.0029311822904156504,0.0026650273915231849,0.00024841142653598159,7.772248506575259e-10,2.2780984418549506e-06,0.0016277424504107184,4.9570357390129396e-06,2.3463987490632469e-12,1.5960387106278437e-07,1.1870530013097014e-06,0.0028773736613739377,2.8388406978781692e-05,3.3043782569775184e-14,2.3742956726369561e-15,6.5355833834181119e-11,3.7010557514472817e-14,2.0726461057184619e-07,3.9130220627675629e-06,1.9166229107211375e-05,1.917434634459593e-05,5.0766299701541391e-09,3.006652380598643e-09,5.2247079807321324e-15,4.3061261396123995e-07,2.2683251378475587e-10,6.586787108643923e-11,5.5518555510498824e-12,1.0528805645185184e-09,1.9160485207732898e-11,5.5806462017870154e-12,3.2024884505820092e-05,1.0064224876000947e-14,3.2655368051367747e-15,1.564664525820335e-08,1.5905256180260749e-09,1.9249670140883491e-10,4.1773418217333421e-08,9.467668711605987e-08,5.5677384767611344e-12,2.3204951988011084e-11,9.660792963573535e-11,8.7273176881475414e-11,9.615224076661048e-12,3.4293996579796459e-13,4.0497855305262072e-13,1.4447837212521929e-10,1.0141466262942252e-12,2.7502103730913268e-13,3.6664388499127797e-12,7.8975856366042936e-15,2.6628742397039987e-15,1.0806275577757902e-16,8.299253560457889e-11,7.6415234946448017e-15,1.1544575905058276e-13,4.3692075507292179e-10,1.1581821640822709e-13,5.6611501116857482e-13,1.842598683173923e-13,5.0490252323080904e-13,5.0811344577873592e-14,6.1028314690416582e-16,4.6771888752451418e-20,1.614121464593271e-15,4.0357668726363561e-12,2.0117867588996601e-13,5.5388353365881727e-13,3.5017456775748618e-13,1.708949205379955e-13,2.0993060219137475e-06,3.399057356504317e-12,1.0166407068301274e-09,3.3988296446824127e-12,9.0749931606322764e-13,6.7188381533807955e-22,3.8696195914834576e-22,1.8154685668914842e-19,3.3490389786116677e-16,5.3213852406755707e-13,2.7948381981386555e-22
