Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887)
1.9798613496819706e-10,0.24927532065404845,76.950000000000003,0.0,0.0,0.0,0.99758529612440949,9.4999467327215079,5.7831771894954248e-05,0.00066440122515057235,0.00061231201145122446,5.2034947511168718e-05,1.7617428536478283e-10,2.2962349808994571e-06,0.00036675246878472141,1.1205846700410082e-06,4.915020610554523e-13,1.7010926685647422e-09,5.3669239661195198e-08,0.00064797046415861854,1.4494725808681445e-06,7.4698584839376108e-15,2.2264821390273496e-16,1.4518507947143029e-12,3.9137518943912945e-16,1.6140650997593526e-08,6.1702695070502101e-07,5.7591045658372353e-07,5.761527740893644e-07,1.5237488342822597e-10,8.9919980613245391e-11,1.1750350388066552e-15,2.3729619570830785e-08,1.2490360513150532e-11,3.5396728799167144e-12,1.0465459113876885e-15,2.4613211989203974e-11,4.9310208422346427e-13,9.890768993090151e-16,7.201444135991972e-06,2.3526494104592227e-16,7.6338815085328757e-17,1.2924359627464968e-08,1.3744351904849701e-09,1.9196706051768121e-10,1.6833133992145674e-08,1.3252715520587612e-08,9.8862040957695421e-16,2.258540287160832e-13,2.2561553834366841e-13,2.2014164103338185e-13,5.4372852321136926e-15,1.8521224692720855e-14,1.0941694021774581e-16,1.8335817184603471e-11,5.0664559316272201e-16,3.8341089870931039e-17,4.5731852903238227e-13,2.8652898374994912e-19,7.4830871482992006e-20,1.4164563561627356e-21,2.1928116445073361e-12,9.6941854080838556e-16,9.907058214326798e-15,1.0646808511600865e-11,2.8184758175506874e-15,1.6617962848953515e-14,4.4816603082476034e-15,1.1477192182550215e-14,1.2508246555386522e-15,2.1881244523702393e-17,1.063196248587524e-21,3.9552723245472588e-17,9.870363382134238e-14,1.6925739791857788e-14,1.6593082915206397e-14,7.8852446878859447e-14,1.2093409743391578e-14,1.0958055448899024e-07,8.4367121192103554e-13,2.8022383381636806e-12,8.4366666117246384e-13,1.1968019238005534e-14,1.6539785621835806e-23,9.5258551623328245e-24,2.5303522173542581e-23,1.4868074318175419e-20,1.2972054800483876e-14,6.8038618687296153e-24
2.0361948105928977e-10,0.2492753160004558,76.950000000000003,0.0,0.0,0.0,0.99751668356068768,9.4999450512067511,5.9474645645950705e-05,0.00068325616489372707,0.00062948853383319194,5.3678155641146316e-05,1.8117388107326537e-10,2.296084763010932e-06,0.00037719671757316115,1.1524966281569836e-06,5.0702317301864062e-13,1.8559432826002073e-09,5.6821918282361448e-08,0.00066642588059907944,1.5329862787751471e-06,7.6825847717528476e-15,2.3136619245894822e-16,1.566764430001795e-12,4.2704428513419091e-16,1.7004438604507263e-08,6.424962639893602e-07,6.1863520591561626e-07,6.1889552500200682e-07,1.6368597948014259e-10,9.6608087253510169e-11,1.2085589895868868e-15,2.5029401992002359e-08,1.317487238502694e-11,3.7352437421842078e-12,1.2442816201512646e-15,2.6505610588105036e-11,5.2856923234787718e-13,1.1765194189663959e-15,7.4068342738125986e-06,2.5335378701961065e-16,8.2208193548548814e-17,1.3043755711373466e-08,1.3770585152105149e-09,1.9203546578531253e-10,1.7119690541762982e-08,1.3839908056409319e-08,1.1759598832250773e-15,2.4769646029224295e-13,2.5340464701074291e-13,2.4710449321848056e-13,6.2798099423163439e-15,1.9549283765358725e-14,1.2887827978801012e-16,1.9174586026278476e-11,5.8586925866521227e-16,4.5531873942458733e-17,4.7856430492214943e-13,3.4968376742100263e-19,9.1449889326940571e-20,1.7650464259313742e-21,2.3621540788049047e-12,1.0137728382525234e-15,1.0503292276076081e-14,1.147932551504326e-11,3.0390165041846524e-15,1.7672970239511522e-14,4.8324371817980323e-15,1.2405962564686715e-14,1.338032141607497e-15,2.3201781983190146e-17,1.1492333818533142e-21,4.2634267645601522e-17,1.0641118119614338e-13,1.7958748969276901e-14,1.7826098440671232e-14,8.1098545008655552e-14,1.2917122202101242e-14,1.1579416023043805e-07,8.6484796079935021e-13,3.1276976232961989e-12,8.6484308711925331e-13,1.3143320711354769e-14,1.7692939430028095e-23,1.0189997754520089e-23,3.0049408447548263e-23,1.8188075590967055e-20,1.3978269506532563e-14,7.3314766297097472e-24
2.0925282715038248e-10,0.24927531135287745,76.950000000000003,0.0,0.0,0.0,0.99744807611600528,9.4999433698971671,6.1117374164553959e-05,0.00070210837451879489,0.00064666084854441102,5.532098233607455e-05,1.8617275127313952e-10,2.2959345563285284e-06,0.00038764018412522816,1.1844039555251146e-06,5.2254068209319936e-13,2.0198863446791312e-09,6.0067682547884392e-08,0.00068488007030751493,1.6188307900451644e-06,7.8952801908324509e-15,2.4021979990511504e-16,1.6869904656373548e-12,4.6481176018840664e-16,1.7887083681244892e-08,6.6811765535030317e-07,6.6309311787146029e-07,6.6337216996561674e-07,1.7545621911550949e-10,1.0356825424679947e-10,1.242080712000974e-15,2.6363637097037835e-08,1.3877537335108527e-11,3.936093923339604e-12,1.4718037806847477e-15,2.8484103373245533e-11,5.6549695519950114e-13,1.3923212567823222e-15,7.6122169705830129e-06,2.7226559645101161e-16,8.8344598650906838e-17,1.3156931302364467e-08,1.3796012738370176e-09,1.9209974034150624e-10,1.7401222313364216e-08,1.4432427941136955e-08,1.3916394664113479e-15,2.709290491396226e-13,2.8368251642442472e-13,2.7645875600210235e-13,7.22331373487442e-15,2.0604951672924751e-14,1.510717798863095e-16,2.0022854592457317e-11,6.7471575503803958e-16,5.3807952527798957e-17,5.0005681903193962e-13,4.2434517795717064e-19,1.1113283395218499e-19,2.1855844987951793e-21,2.5388695672483489e-12,1.0586297349450734e-15,1.1112893751557166e-14,1.2349289136859925e-11,3.2694843360017784e-15,1.8766408131799187e-14,5.1990080085022005e-15,1.3378100972966825e-14,1.4287170877590627e-15,2.4565804437740602e-17,1.2392879330246467e-21,4.585374720254113e-17,1.1446436678247359e-13,1.9015414772904928e-14,1.9109220740972112e-14,8.3344493127837327e-14,1.3763653327338511e-14,1.221786998127947e-07,8.8602172582095129e-13,3.4806915476971436e-12,8.8601651443739311e-13,1.4391384809777343e-14,1.8892076063091831e-23,1.0880623502851179e-23,3.5511624024693967e-23,2.211804407757787e-20,1.5029248907503086e-14,7.8825806242836216e-24
2.148861732414752e-10,0.24927530671135553,76.950000000000003,0.0,0.0,0.0,0.99737947379057978,9.4999416887974402,6.2759957462043623e-05,0.00072095785390536194,0.0006638289608770911,5.6963422677549567e-05,1.9117089593284418e-10,2.2957843608530309e-06,0.00039808286849930932,1.2163066519439233e-06,5.3805454182174527e-13,2.1931778648701988e-09,6.3406784374209234e-08,0.00070333303362580786,1.707005456674829e-06,8.1079447398333647e-15,2.4920940350951843e-16,1.8125981443905158e-12,5.0473698022026086e-16,1.8788336289206106e-08,6.9388068407842684e-07,7.0929415183438176e-07,7.0959267259846747e-07,1.8768824443825827e-10,1.108020545809091e-10,1.2756002066702964e-15,2.7732317253917477e-08,1.4598351333099359e-11,4.1422251204317115e-12,1.7325009630535657e-15,3.0549880931450841e-11,6.039022456927445e-13,1.6397310597389499e-15,7.8175918972240216e-06,2.9201175009466475e-16,9.4751723014046119e-17,1.326422512459572e-08,1.3820729142039121e-09,1.9216011283237541e-10,1.7677992668590814e-08,1.5029993478996011e-08,1.6389049465766097e-15,2.9559459829348993e-13,3.1659283788512259e-13,3.0833975238073671e-13,8.276537735014529e-15,2.1688222306984661e-14,1.7628287829251461e-16,2.0880226797431024e-11,7.7403622703799172e-16,6.3295408927553905e-17,5.2178576820815573e-13,5.1219220947862771e-19,1.3433534840219696e-19,2.6902076337868496e-21,2.7230228187279376e-12,1.1039682839549865e-15,1.1735435241623322e-14,1.3257112384872775e-11,3.5099889272187946e-15,1.9898799923399489e-14,5.5815472634969106e-15,1.4394116895604082e-14,1.5229291495839223e-15,2.5973723436519758e-17,1.333407098748265e-21,4.9212660892477413e-17,1.2286693786064801e-13,2.0094986908610228e-14,2.0442738890023221e-14,8.5590291278096727e-14,1.4632353907900034e-14,1.287341381797888e-07,9.071925966666167e-13,3.8627278152519386e-12,9.0718703248399302e-13,1.5713946671876695e-14,2.0137852122205067e-23,1.1598110567465898e-23,4.1773392465577326e-23,2.6746928792788839e-20,1.6125485993261615e-14,8.4574346496981161e-24
2.205195193325679e-10,0.24927530207592632,76.950000000000003,0.0,0.0,0.0,0.99731087658462858,9.4999400079110625,6.4402395549699383e-05,0.00073980460293322184,0.00068099287491959213,5.8605472949816557e-05,1.961683150208596e-10,2.2956341765846903e-06,0.00040852477075379332,1.2482047172121928e-06,5.5356471710666345e-13,2.3760736766232493e-09,6.6839475560923491e-08,0.00072178477089253584,1.7975096207508357e-06,8.3205784174142681e-15,2.5833537036980894e-16,1.9436545066951501e-12,5.4687928352812612e-16,1.9707949776440831e-08,7.1977559605654979e-07,7.5724758239543177e-07,7.5756631143847427e-07,2.0038451587938392e-10,1.183109531044625e-10,1.3091174742102269e-15,2.9135434865111541e-08,1.533731036688797e-11,4.3536389511995632e-12,2.0300250943666603e-15,3.2704098267067528e-11,6.4380182992960213e-13,1.922253257799188e-15,8.0229587435094522e-06,3.1260328855543795e-16,1.014331488939541e-16,1.3365957471391294e-08,1.3844814658511016e-09,1.9221679880794247e-10,1.7950251187296877e-08,1.5632337769679889e-08,1.9212575717621906e-15,3.2173567612053623e-13,3.52283266043435e-13,3.4288630684805391e-13,9.4487027511177325e-15,2.2799089586453142e-14,2.0481689624876934e-16,2.1746324349500352e-11,8.8473050160043518e-16,7.4130795783902928e-17,5.4374131216645448e-13,6.1509071611936002e-19,1.6156544969531044e-19,3.2926636685832399e-21,2.9146751119327078e-12,1.1497684793897408e-15,1.2370494846644829e-14,1.4203191088592556e-11,3.760635332241816e-15,2.107066924373279e-14,5.9802221637656855e-15,1.545449866427859e-14,1.6207180687261304e-15,2.7425950729187391e-17,1.4316361158268308e-21,5.2712445090093032e-17,1.3162248351694597e-13,2.1196724126620468e-14,2.1826922088613663e-14,8.7835939500717381e-14,1.5522575019183813e-14,1.3546044019938656e-07,9.2836065789632274e-13,4.2753539792501528e-12,9.2835472549723943e-13,1.7112688079138682e-14,2.1430925346440734e-23,1.2342837763858449e-23,4.8924848181059995e-23,3.2173386663572747e-20,1.7267455686335777e-14,9.0562900155153065e-24
2.2615286542366062e-10,0.24927529744662155,76.950000000000003,0.0,0.0,0.0,0.99724228449836816,9.4999383272406099,6.6044688438801117e-05,0.00075864862148237696,0.00069815259385354854,6.0247130342822162e-05,2.0116500850571008e-10,2.2954840035240639e-06,0.00041896589094707072,1.2800981511289838e-06,5.6907118140525206e-13,2.5688294387517523e-09,7.0366007791669612e-08,0.00074023528244301635,1.8903426244499572e-06,8.5331812222356927e-15,2.6759806741432788e-16,2.0802244861511741e-12,5.912979814876569e-16,2.06456807344319e-08,7.4579327852186323e-07,8.0696204438893595e-07,8.0730172499767044e-07,2.1354732414472508e-10,1.26096313638776e-10,1.3426325152302107e-15,3.057298236657465e-08,1.6094410442017191e-11,4.570336956397019e-12,2.3683023433437524e-15,3.4947875844555316e-11,6.8521218244299964e-13,2.243659014349826e-15,8.2283172168835725e-06,3.3405092225521016e-16,1.0839235141477245e-16,1.3462431205538117e-08,1.3868337791637222e-09,1.922700015500591e-10,1.8218234384731626e-08,1.6239207933287391e-08,2.242464976072548e-15,3.4939460848788047e-13,3.9090541480945412e-13,3.8024072964381863e-13,1.0749521020020964e-14,2.3937547456813904e-14,2.3699973590719059e-16,2.2620785951237968e-11,1.0077484327936163e-15,8.6461670760432847e-17,5.6591405268844672e-13,7.351079815963553e-19,1.9338786929825081e-19,4.0084693263190058e-21,3.1138844755404545e-12,1.1960112141011982e-15,1.3017656914673534e-14,1.5187904671061232e-11,4.0215242505446508e-15,2.2282539810657872e-14,6.3951929942571841e-15,1.6559714409195971e-14,1.7221336569954792e-15,2.8922898151760713e-17,1.5340183496911929e-21,5.6354476452156356e-17,1.4073444194067755e-13,2.2319895604195386e-14,2.3262020971372098e-14,9.00814378365809e-14,1.6433670074941588e-14,1.4235757066768787e-07,9.4952598927382501e-13,4.7201574155605514e-12,9.4951967292103682e-13,1.858923792797305e-14,2.2771954402681238e-23,1.3115184441881724e-23,5.7063390055774284e-23,3.8506490520592116e-20,1.8455615728972079e-14,9.6793890032948618e-24
2.3178621151475333e-10,0.24927529282346955,76.950000000000003,0.0,0.0,0.0,0.99717369753201546,9.4999366467879849,6.768683614062881e-05,0.0007774899094330378,0.0007153081201739834,6.1888392732245082e-05,2.0616097635596576e-10,2.2953338416717917e-06,0.00042940622913753394,1.3119869534936513e-06,5.8457391465197563e-13,2.7717006370322764e-09,7.3986632634870809e-08,0.00075868456860935028,1.9855038100390685e-06,8.745753152960128e-15,2.7699786140315952e-16,2.2223710008696125e-12,6.380523588613104e-16,2.1601288955446201e-08,7.7192521783339325e-07,8.5844557495861805e-07,8.5880695384620133e-07,2.2717880137500609e-10,1.3415940562081054e-10,1.3761453303338451e-15,3.2044952226767765e-08,1.6869647581168667e-11,4.7923206020489771e-12,2.7515440108128322e-15,3.7282300600522077e-11,7.281495400232856e-13,2.6079972156109758e-15,8.4336670413712219e-06,3.5636504110744383e-16,1.1563270170782861e-16,1.3553932705747941e-08,1.3891357220874515e-09,1.9231991283473571e-10,1.8482166391933037e-08,1.6850364375686722e-08,2.6065721430520165e-15,3.7861347194014504e-13,4.3261485329063599e-13,4.205488010900919e-13,1.2189207883597203e-14,2.510358988936002e-14,2.7317857611613478e-16,2.3503266535710041e-11,1.1440912465197405e-15,1.004471428244841e-16,5.8829501375379212e-13,8.7452794887405902e-19,2.3042862058842701e-19,4.8550785331995041e-21,3.3207058589625697e-12,1.2426782392931684e-15,1.3676512686859571e-14,1.6211616885993378e-11,4.2927522223360331e-15,2.3534935294963644e-14,6.8266134193417501e-15,1.7710212970660544e-14,1.8272257810344087e-15,3.0464977518748139e-17,1.6405953788443364e-21,6.0140074670969852e-17,1.5020610739181348e-13,2.3463782142004217e-14,2.4748268827559608e-14,9.2326786326173418e-14,1.7364996645149319e-14,1.4942549431210445e-07,9.7068866606558708e-13,5.1987652958031475e-12,9.7068194970398745e-13,2.0145172819660291e-14,2.4161598682867385e-23,1.3915530368975711e-23,6.6294042071221601e-23,4.5866462243273483e-20,1.969040752028585e-14,1.0326965300658699e-23
2.37419557605846e-10,0.24927528820649544,76.950000000000003,0.0,0.0,0.0,0.99710511568578652,9.4999349665545676,6.9328838666462569e-05,0.00079632846666562119,0.00073245945585266202,6.3529258516259256e-05,2.1115621854024474e-10,2.2951836910283573e-06,0.00043984578538357731,1.343871124105852e-06,6.0007290171659025e-13,2.9849425854622005e-09,7.7701601544287158e-08,0.0007771326297204657,2.082992519875164e-06,8.9582942082520845e-15,2.8653511892893698e-16,2.3701550408392163e-12,6.872016740294096e-16,2.2574537390446851e-08,7.9816346004137475e-07,9.1170565284952752e-07,9.1208947992094756e-07,2.4128093156988476e-10,1.4250141030801574e-10,1.4096559201189595e-15,3.3551336945707404e-08,1.7663017823661699e-11,5.0195912816412045e-12,3.1842574199258678e-15,3.9708426926083264e-11,7.7262991426502557e-13,3.0196054932510613e-15,8.6390079565706218e-06,3.7955572390807109e-16,1.2315746995862195e-16,1.3640732762061388e-08,1.3913923419559608e-09,1.9236671363582953e-10,1.8742259601109147e-08,1.7465580092247064e-08,3.0179124012109269e-15,4.0943408778466104e-13,4.7757110175279085e-13,4.6395975600897473e-13,1.3778493397259637e-14,2.6297210880454181e-14,3.1372256635070005e-16,2.4393436537060689e-11,1.2948128849691996e-15,1.1625842896530233e-16,6.1087562256616748e-13,1.035867117498877e-18,2.7337979852735342e-19,5.8520612661089907e-21,3.5351912941306567e-12,1.2897521259462559e-15,1.4346660849312038e-14,1.7274676521756873e-11,4.5744118154246476e-15,2.4828379192311659e-14,7.2746307802569078e-15,1.8906424769126422e-14,1.9360443475868554e-15,3.2052600521203437e-17,1.7514070754589142e-21,6.4070505103459299e-17,1.6004063685381991e-13,2.4627677190796735e-14,2.6285882741351382e-14,9.4571985009591536e-14,1.8315918059661971e-14,1.5666417579399056e-07,9.9184875931659678e-13,5.7128445605247976e-12,9.9184162657525347e-13,2.1782017753446831e-14,2.5600518109206776e-23,1.4744255617980007e-23,7.6729820818403187e-23,5.4385430802563628e-20,2.0972256906341986e-14,1.0999244411187341e-23
2.4305290369693873e-10,0.2492752835957217,76.950000000000003,0.0,0.0,0.0,0.99703653895989741,9.4999332865413368,7.0970696027582703e-05,0.00081516429306075248,0.0007496066024632749,6.5169726490451062e-05,2.1615073502721431e-10,2.2950335515942765e-06,0.00045028455974359719,1.3757506627655575e-06,6.1556813122266023e-13,3.2088104272284969e-09,8.1511165859426201e-08,0.00079557946610216027,2.1828080964053796e-06,9.1708043867781586e-15,2.9621020641743706e-16,2.5236357514906492e-12,7.3880515915478529e-16,2.3565192107558941e-08,8.2450057406274521e-07,9.667492351138376e-07,9.6715626324692438e-07,2.5585556032590017e-10,1.5112342657477052e-10,1.4431642851776929e-15,3.5092129054041528e-08,1.8474517224966119e-11,5.2521503182458241e-12,3.6712568003565425e-15,4.2227277620433589e-11,8.1866910296281451e-13,3.483121274853338e-15,8.8443397167195128e-06,4.0363274745118239e-16,1.309698283645185e-16,1.3723087422916201e-08,1.3936079992560789e-09,1.9241057477656625e-10,1.8998715277757498e-08,1.808464000792085e-08,3.4811184463441818e-15,4.4189801699104151e-13,5.2593762759880521e-13,5.1062626821617364e-13,1.5528633871058152e-14,2.751840445080894e-14,3.5902351860779335e-16,2.5290981193884581e-11,1.4610213508336911e-15,1.3407942117477344e-16,6.3364769143214078e-13,1.2218911155103825e-18,3.2300461664073107e-19,7.0212932444464333e-21,3.7573900488014e-12,1.3372162279767084e-15,1.5027708000152063e-14,1.8377418073711901e-11,4.8665918036851177e-15,2.6163394702204084e-14,7.7393863791835483e-15,2.0148762635661524e-14,2.0486392894095493e-15,3.3686178630362319e-17,1.8664916823076165e-21,6.8146981281603909e-17,1.7024105638613416e-13,2.5810887724157758e-14,2.7875064657065891e-14,9.6817033926548279e-14,1.928580481644521e-14,1.6407357971088148e-07,1.0130063361054844e-12,6.2641018923814604e-12,1.0129987702997131e-12,2.3501246908882656e-14,2.7089372947877371e-23,1.5601740459839042e-23,8.8492109785626236e-23,6.4208214915786176e-20,2.2301574925929338e-14,1.1696444041559147e-23
2.4868624978803144e-10,0.24927527899116866,76.950000000000003,0.0,0.0,0.0,0.99696796735456372,9.4999316067489623,7.2612408235269538e-05,0.00083399738849926385,0.00076674956127873188,6.6809795750611052e-05,2.2114452578559196e-10,2.2948834233701127e-06,0.00046072255227599154,1.4076255692730586e-06,6.3105959462936459e-13,3.44355913546876e-09,8.5415576805849516e-08,0.00081402507807714329,2.284949882167014e-06,9.3832836872070891e-15,3.0602349012802513e-16,2.6828705136258636e-12,7.9292202029969714e-16,2.457302225108127e-08,8.5092961728477052e-07,1.023582791404101e-06,1.0240137762451172e-06,2.7090440393437619e-10,1.6002647632783636e-10,1.4766704260965698e-15,3.6667321112151675e-08,1.930414185622895e-11,5.489998966584399e-12,4.2176741613046393e-15,4.4839844816488706e-11,8.6628270047070824e-13,4.0034928573849105e-15,9.049662089827131e-06,4.2860559537771477e-16,1.3907285400581461e-16,1.3801238796466608e-08,1.3957864785455812e-09,1.9245165753459717e-10,1.9251724141199225e-08,1.8707340351769007e-08,4.001133385790821e-15,4.7604655582167161e-13,5.7788184136080493e-13,5.6070443508577903e-13,1.745142334398429e-14,2.8767164644786473e-14,4.0949659710657221e-16,2.6195599883891798e-11,1.6438800512817686e-15,1.5410726352080973e-16,6.5660340045403834e-13,1.4356319524570791e-18,3.8014268636215295e-19,8.3871567785532094e-21,3.9873487718291454e-12,1.3850546470501549e-15,1.5719269039734091e-14,1.9520162386351547e-11,5.169377337508106e-15,2.7540504613611816e-14,8.2210157505626823e-15,2.143762260466102e-14,2.165060551832137e-15,3.5366123006571311e-17,1.9858858861965032e-21,7.2370667309626105e-17,1.8081026719000044e-13,2.7012734971737272e-14,2.951600237437943e-14,9.9061933116378663e-14,2.0274035811678657e-14,1.716536705984287e-07,1.0341614597813697e-12,6.8542836893208893e-12,1.0341534439148405e-12,2.5304284504847309e-14,2.8628823631310502e-23,1.6488365261248507e-23,1.0171104030929877e-22,7.5493130016005662e-20,2.3678758514620987e-14,1.2418774467256674e-23
2.5431959587912416e-10,0.24927527439285463,76.950000000000003,0.0,0.0,0.0,0.99689940087000117,9.4999299271779041,7.4253975300803655e-05,0.00085282775286219382,0.0007838883333451109,6.8449465618858894e-05,2.2613759078414613e-10,2.2947333063563965e-06,0.00047115976303916025,1.4394958434289712e-06,6.4654728553370258e-13,3.6894435138923295e-09,8.9415085495410884e-08,0.00083246946596507725,2.3894172197875469e-06,9.59573210820977e-15,3.1597533615400003e-16,2.8479150198699573e-12,8.496114375107469e-16,2.5597800001036941e-08,8.7744410343669796e-07,1.0822123360119718e-06,1.0826680357848311e-06,2.8642905788119916e-10,1.6921150956577703e-10,1.5101743434565746e-15,3.8276905709280461e-08,2.0151887803814482e-11,5.7331384150304556e-12,4.8289701487202531e-15,4.7547090879412351e-11,9.1548610712541593e-13,4.5859904993604769e-15,9.2549748568659215e-06,4.5448346676493725e-16,1.4746953163269875e-16,1.3875415808574126e-08,1.3979310803190463e-09,1.9249011420493369e-10,1.9501466915108019e-08,1.9333488064152163e-08,4.5832218003245721e-15,5.1192073212021341e-13,6.3357509270306986e-13,6.1435376218330085e-13,1.9559204992029354e-14,3.0043485529717404e-14,4.6558100565492059e-16,2.7107005488464372e-11,1.8446091416982952e-15,1.7655293915063099e-16,6.7973528100037552e-13,1.6804059598240957e-18,4.4571554380312889e-19,9.9767530867593623e-21,4.2251116308239195e-12,1.4332521989761656e-15,1.6420967491206312e-14,2.0703217266595164e-11,5.4828501065931499e-15,2.896023119694454e-14,8.7196489202236356e-15,2.2773384670527661e-14,2.2853580799501212e-15,3.7092844413256156e-17,2.1096248880603883e-21,7.6742680153011604e-17,1.9175105140050265e-13,2.8232555025897471e-14,3.1208870478111961e-14,1.0130668261804503e-13,2.1279999407360409e-14,1.7940441293207349e-07,1.0553141901841628e-12,7.4851760377584963e-12,1.055305706951036e-12,2.7192505724121627e-14,3.0219530588841774e-23,1.740451038712113e-23,1.1652587908026577e-22,8.841281923572482e-20,2.5104191169516166e-14,1.316643887806425e-23
2.5995294197021687e-10,0.2492752698007964,76.950000000000003,0.0,0.0,0.0,0.99683083950642426,9.4999282478284481,7.5895397235465744e-05,0.00087165538603078854,0.00080102291953648057,7.0088735588884492e-05,2.3112992999169721e-10,2.29458320055365e-06,0.0004815961920915054,1.4713614850342404e-06,6.6203119915325952e-13,3.9467181972882505e-09,9.3509942926440496e-08,0.00085091263008261911,2.4962094519846631e-06,9.8081496484592914e-15,3.2606611042286056e-16,3.0188233477951567e-12,9.0893256487797909e-16,2.6639300533255899e-08,9.0403797258071101e-07,1.1426434577991727e-06,1.1431246331273895e-06,3.0243100478741183e-10,1.7867940910552494e-10,1.5436760378332296e-15,3.9920875462684058e-08,2.101775116885748e-11,5.9815697875532459e-12,5.510944882678538e-15,5.034994927881403e-11,9.6629453782301333e-13,5.2362175278647525e-15,9.4602778110177961e-06,4.8127528446423768e-16,1.5616275637054683e-16,1.3945834919755452e-08,1.4000446969537983e-09,1.9252608862443277e-10,1.9748114849533186e-08,1.9962900234910409e-08,5.2329808198373928e-15,5.4956130219279449e-13,6.9319266643401487e-13,6.7173714796503623e-13,2.1864882470505266e-14,3.1347361195238191e-14,5.2774067255734777e-16,2.8024923785775185e-11,2.0644868691885184e-15,2.0164186706496882e-16,7.0303619991927126e-13,1.959832424892613e-18,5.2073242899274316e-19,1.1820126391780073e-20,4.4707204425886483e-12,1.4817943816133335e-15,1.713243575798438e-14,2.1926878069517102e-11,5.8070884954247138e-15,3.0423096102057115e-14,9.2354106528656222e-15,2.4156413509948177e-14,2.4095818064352682e-15,3.8866753135687207e-17,2.2377424698712093e-21,8.1264091824175125e-17,2.0306607761698503e-13,2.9469699333645909e-14,3.2953831206843702e-14,1.035512824701426e-13,2.2303094350731672e-14,1.8732577112849763e-07,1.0764645838497158e-12,8.158604685745631e-12,1.0764556156367991e-12,2.9167237693439844e-14,3.1862154085526744e-23,1.8350556107754852e-23,1.3308542210073599e-22,1.0315510809915494e-19,2.6578243576911252e-14,1.3939633704505229e-23
2.655862880613096e-10,0.24927526521500892,76.950000000000003,0.0,0.0,0.0,0.99676228326404814,9.4999265687007366,7.7536674050536562e-05,0.00089048028788650091,0.00081815332059585548,7.1727605285046734e-05,2.3612154337711782e-10,2.2944331059624138e-06,0.00049203183949143056,1.5032224938901465e-06,6.7751133193987143e-13,4.2156376519265787e-09,9.7700399983876056e-08,0.00086935457074345935,2.6053259215662684e-06,1.0020536306630986e-14,3.362961786964966e-16,3.1956480298613446e-12,9.7094453056963343e-16,2.7697301979982355e-08,9.3070556308108329e-07,1.2048813481594535e-06,1.2053887618999972e-06,3.1891162182743266e-10,1.8843099499800598e-10,1.5771755097966641e-15,4.1599223016808723e-08,2.1901728066829081e-11,6.23529414560441e-12,6.2697487712627139e-15,5.3249325435386956e-11,1.018723029831557e-12,5.9601214569800922e-15,9.6655707569700302e-06,5.0898970319457109e-16,1.6515533634593888e-16,1.4012700803272298e-08,1.4021298755767277e-09,1.92559716661357e-10,1.9991830215854654e-08,2.0595403570926686e-08,5.9563512093609797e-15,5.8900874822194833e-13,7.5691377852569723e-13,7.3302086854197805e-13,2.4381931191132167e-14,3.2678785752646778e-14,5.9646493295105679e-16,2.8949092871188211e-11,2.3048509158474573e-15,2.296145085045565e-16,7.2649934446152074e-13,2.2778529236652338e-18,6.0629632257818347e-19,1.3950500104694592e-20,4.7242147967122625e-12,1.5306673442171265e-15,1.7853315324265624e-14,2.3191428257746564e-11,6.1421677317594815e-15,3.1929620261990206e-14,9.7684206884148575e-15,2.5587059171334007e-14,2.5377816399539066e-15,4.0688258904301779e-17,2.3702710585046504e-21,8.5935931469410176e-17,2.1475790618360299e-13,3.0723535084921768e-14,3.4751035264389497e-14,1.0579573271090433e-13,2.3342730558865207e-14,1.9541770954689798e-07,1.0976126942012411e-12,8.8764350161334143e-12,1.0976032230901675e-12,3.1229760509772547e-14,3.3557354068994789e-23,1.9326882510630511e-23,1.5154839498707143e-22,1.1992388260744425e-19,2.8101274205039823e-14,1.473854892631268e-23
