Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55)
7.634170500681197e-12,0.19780751179011669,76.950000000000003,0.0,0.0,0.0,0.99999921825994031,9.4999999920363223,3.9296736911070987e-08,3.645992872002995e-07,3.6057878959884707e-07,5.9919691707026152e-09,4.2170828199795979e-13,9.8386805574410413e-10,4.245037634903731e-09,1.9712901068638158e-09,1.7157214235466688e-16,4.5080723191563759e-17,2.4657346773872552e-17,4.0271897065725062e-09,5.0672053691203307e-12,3.544859299428477e-17,1.8358158048195895e-20,4.9339813380955966e-25,1.3792766290751132e-25,7.1843419816146734e-17,2.412074632404528e-13,9.9797739752355812e-16,9.9909026051071129e-16,7.6379528398642653e-19,3.4906770316656439e-19,1.2339245512843337e-25,2.1331046969452018e-15,3.3637385329878571e-18,8.4963515280447283e-19,1.3767843146330254e-34,1.175200787403262e-20,3.7725466229964373e-23,1.3273262478842906e-34,4.012679393885347e-11,2.1601490920582477e-25,5.4447979151620951e-26,1.1998507081992683e-14,3.6409515453827678e-15,3.102956676561917e-15,1.1995067085845383e-14,5.2090304896470086e-17,1.3273261117897747e-34,8.1169340288446805e-25,5.794369550633733e-25,4.4134293052514788e-25,1.6615515940711432e-28,2.111739289438988e-23,2.0647130703701125e-31,2.6167483488888851e-19
7.951239346963012e-12,0.19780751178872405,76.950000000000003,0.0,0.0,0.0,0.99999918579280844,9.4999999914206406,4.0928838518699813e-08,3.7971124062175384e-07,3.7530058434606196e-07,6.4948794202626792e-09,4.3918790167192485e-13,9.8388896600649687e-10,4.4417186663850746e-09,2.0840444573554045e-09,1.8597277307794224e-16,5.1092865382581463e-17,2.7770778500398852e-17,4.2137774117017865e-09,5.496379752685733e-12,3.7476215047501399e-17,1.9409485114211025e-20,5.7855192900946396e-25,1.5756614920654114e-25,7.8564030576625869e-17,2.6149593616345952e-13,1.1270193060594473e-15,1.1282867051647694e-15,8.6601318072814977e-19,4.0138592459399896e-19,1.2970840742879873e-25,2.3137474142566416e-15,3.6586464732608712e-18,9.350533118330625e-19,1.8289878733948653e-34,1.3516029287364213e-20,4.2577753993609727e-23,1.7632857755787399e-34,4.1985954235963046e-11,2.4848033710377231e-25,6.2623414501400071e-26,1.2613849493306202e-14,3.8252573024125708e-15,3.1033814947742557e-15,1.2610065433563858e-14,5.7430137172664303e-17,1.7632855872575155e-34,9.5431724362208533e-25,6.8360406950838945e-25,5.2583120837181988e-25,2.0644442110975146e-28,2.3605320801484101e-23,2.6750891886217563e-31,2.8383803451013328e-19
8.268308193244826e-12,0.1978075117872853,76.950000000000003,0.0,0.0,0.0,0.99999915332566169,9.4999999907845485,4.2560939822450506e-08,3.9482262115828205e-07,3.9000253691575264e-07,7.0176300412324636e-09,4.5666685862862754e-13,9.8390299760731288e-10,4.6384031224497805e-09,2.197370697442332e-09,2.0094154249222093e-16,5.7630094585133533e-17,3.1135450102851258e-17,4.4003683657767857e-09,5.942981087158557e-12,3.9514121520226544e-17,2.0466163548714927e-20,6.7421723804343036e-25,1.790374284776849e-25,8.5588767358440884e-17,2.825901376294011e-13,1.2666857829155256e-15,1.2681215441902261e-15,9.7694100927764519e-19,4.5882026542312351e-19,1.3602490899607991e-25,2.5017239500868359e-15,3.9659470134783449e-18,1.0247658310116334e-18,2.4028019008510322e-34,1.5453218740288872e-20,4.7825536204973085e-23,2.3164874403132537e-34,4.3845147457962949e-11,2.8413675592891664e-25,7.160165605037997e-26,1.3229013386341555e-14,4.0092690004126129e-15,3.1036827688362277e-15,1.3224868720938352e-14,6.3036591896568771e-17,2.3164871830202726e-34,1.1148878435970666e-24,8.0137139136335081e-25,6.2207935304681617e-25,2.5426684333927813e-28,2.6262830918976171e-23,3.4299551057793578e-31,3.0690122006355424e-19
8.585377039526641e-12,0.1978075117858005,76.950000000000003,0.0,0.0,0.0,0.99999912085849962,9.4999999901281598,4.4193040822323107e-08,4.0993349925891844e-07,4.046846949227996e-07,7.5601734198038704e-09,4.7414523436356501e-13,9.8391240189531078e-10,4.835089880089046e-09,2.3111983780076638e-09,2.1647708715293589e-16,6.4716384034711073e-17,3.4761574577566492e-17,4.5869615034195863e-09,6.4070087523127791e-12,4.156104551011023e-17,2.152753443083156e-20,7.81223705502843e-25,2.0243077536267789e-25,9.2917616419443464e-17,3.044885526533601e-13,1.4173901008567739e-15,1.4190086485740899e-15,1.0969295360682253e-18,5.2161818124834344e-19,1.4234178336464386e-25,2.6970340324267874e-15,4.2856396383268411e-18,1.1187770686613131e-18,3.1242924253312947e-34,1.7572072812934513e-20,5.3483752231589395e-23,3.0120610067208303e-34,4.5704362988887707e-11,3.2314093403963498e-25,8.1422106584582426e-26,1.3843978408811566e-14,4.1929808736753893e-15,3.1038994756102256e-15,1.3839456633625681e-14,6.890955303961525e-17,3.0120606593099575e-34,1.2948374137915127e-24,9.3390334156763869e-25,7.3116148316217879e-25,3.1064747153575846e-28,2.9093157782435902e-23,4.3557124614603864e-31,3.308643620490428e-19
8.902445885808456e-12,0.19780751178427014,76.950000000000003,0.0,0.0,0.0,0.9999990883913229,9.4999999894515827,4.5825141518317649e-08,4.2504393669313663e-07,4.1934710586781923e-07,8.1224620564296359e-09,4.9162310033169948e-13,9.8391869274911906e-10,5.031778184155982e-09,2.4254657295047278e-09,2.3257804688743465e-16,7.2375929394182223e-17,3.8659473947345227e-17,4.7735561082361433e-09,6.8884622040605626e-12,4.3615876201471e-17,2.2593020020906015e-20,9.0043394090901609e-25,2.2783631411645179e-25,1.0055056259708642e-16,3.2718966967014619e-13,1.5795447554638837e-15,1.5813611112622208e-15,1.2263288676411089e-18,5.9002693069647797e-19,1.4865891060139275e-25,2.8996774221569669e-15,4.6177238950412249e-18,1.2170905475339855e-18,4.0238020682944005e-34,1.9881095813827226e-20,5.9567282278190668e-23,3.8792592333115091e-34,4.7563593690018546e-11,3.6564978321041391e-25,9.2124204782031309e-26,1.4458730678209517e-14,4.3763891514292892e-15,3.1040583499558823e-15,1.4453815327437584e-14,7.5048897292607132e-17,3.8792587693125473e-34,1.4956511368428045e-24,1.0824165601707426e-24,8.5420299488864119e-25,3.767029379747643e-28,3.209937463990209e-23,5.4822767469178469e-31,3.5572743489814463e-19
9.21951473209027e-12,0.19780751178269432,76.950000000000003,0.0,0.0,0.0,0.99999905592413074,9.4999999887549293,4.7457241910434131e-08,4.4015398762400975e-07,4.3398981713743836e-07,8.7044485655491307e-09,5.0910051918889486e-13,9.8392289992007506e-10,5.2284675209941383e-09,2.5401185887958499e-09,2.4924306478712793e-16,8.0633147646122792e-17,4.2839582148956248e-17,4.960151692929982e-09,7.3873409650383322e-12,4.5677639566395001e-17,2.3662113723158104e-20,1.0327438576011252e-24,2.5534501437504364e-25,1.0848758979674177e-16,3.5069198052618044e-13,1.7535614669370751e-15,1.755591248915528e-15,1.3654884521856214e-18,6.6429352626772259e-19,1.5497620860795438e-25,3.109653908921286e-15,4.9621993855491547e-18,1.319709114383919e-18,5.1364523538142489e-34,2.2388798276167445e-20,6.6090947686635681e-23,4.9519421431275878e-34,4.9422834705346308e-11,4.1182033073013441e-25,1.0374741822938315e-25,1.5073260676094336e-14,4.5594914082272497e-15,3.1041778206754451e-15,1.5067935322491868e-14,8.1454496481419793e-17,4.9519415296751481e-34,1.7188669560381791e-24,1.2481803874206862e-24,9.9238104296968276e-25,4.5364573752099542e-28,3.5284401530497744e-23,6.8433843902565443e-31,3.8149041648793935e-19
9.536583578372086e-12,0.19780751178107328,76.950000000000003,0.0,0.0,0.0,0.9999990234569236,9.499999988038283,4.908934199867258e-08,4.5526369954382685e-07,4.4861287600456767e-07,9.3060856753148377e-09,5.2657754587423713e-13,9.8392571629177319e-10,5.4251575449820788e-09,2.6551094635348509e-09,2.6647078719965632e-16,8.9512675990193626e-17,4.7312447493019643e-17,5.1467479296163833e-09,7.9036446163994375e-12,4.7745481539315488e-17,2.4734371334785996e-20,1.1790830205310741e-24,2.8504868694811182e-25,1.1672868127554353e-16,3.7499398047140683e-13,1.9398511818858784e-15,1.942110603661943e-15,1.5147570810658893e-18,7.446646949990427e-19,1.6129362160297071e-25,3.3269633075423103e-15,5.3190657596446903e-18,1.4266350674430237e-18,6.5026837513303375e-34,2.5103695759122626e-20,7.3069511226431159e-23,6.2690976729375089e-34,5.1282082767227993e-11,4.618096971596929e-25,1.1633123785505224e-25,1.5687561929618301e-14,4.7422861572178516e-15,3.1042705163016242e-15,1.5681810184657408e-14,8.8126219060131511e-17,6.2690968695345541e-34,1.9660753653851161e-24,1.4325173424198574e-24,1.1469250192376572e-24,5.427885426814281e-28,3.8651012945949816e-23,8.4769140677390731e-31,4.0815328771722572e-19
9.8536524246539e-12,0.19780751177940728,76.950000000000003,0.0,0.0,0.0,0.99999899098970135,9.4999999873017344,5.0721441783033037e-08,4.7037311409341939e-07,4.6321632962867464e-07,9.9273262273194528e-09,5.4405422855783408e-13,9.8392759927906887e-10,5.6218480279539527e-09,2.7703967128396452e-09,2.8425986372107615e-16,9.9039370745506299e-17,5.2088734762806676e-17,5.3333446018385838e-09,8.4373727906269265e-12,4.9818653282863532e-17,2.5809403382724982e-20,1.3404150013341384e-24,3.1703997963068977e-25,1.2527381983783398e-16,4.0009416815122771e-13,2.1388240751072862e-15,2.1413299448442166e-15,1.674482890336301e-18,8.3138684659334666e-19,1.6761111220315666e-25,3.5516054548908443e-15,5.6883227090310336e-18,1.5378702596851648e-18,8.1688344552264869e-34,2.8034307878791038e-20,8.0517677377058692e-23,7.8753996685432825e-34,5.3141335718280235e-11,5.1577507835103145e-25,1.2991517342893067e-25,1.6301630101809569e-14,4.9247725695119492e-15,3.1043449947895037e-15,1.6295435615779662e-14,9.5063931140887119e-17,7.8753986256409288e-34,2.2389192007106054e-24,1.6368035993833021e-24,1.3191170286730437e-24,6.4554855734390948e-28,4.2201845103136181e-23,1.0425222242425186e-30,4.357160321353822e-19
1e-11,0.19780751177769643,76.950000000000003,0.0,0.0,0.0,0.99999897600399423,9.4999999869550837,5.1474760238837906e-08,4.773469863787142e-07,4.6995015869898592e-07,1.0220667791053163e-08,5.5212073255216352e-13,9.8392824107120443e-10,5.7126333916431798e-09,2.8236988512591096e-09,2.926596349056209e-16,1.0366177295315562e-16,5.4398622117859873e-17,5.4194710198633759e-09,8.6895997668515604e-12,5.0777167721578192e-17,2.6306439210573757e-20,1.4202120629321696e-24,3.3260347127508304e-25,1.2932049951926406e-16,4.1194832816340954e-13,2.2350542134791152e-15,2.2376796684801551e-15,1.7518300090357802e-18,8.7362499200427096e-19,1.7052705758140187e-25,3.6577655057939241e-15,5.8629377337351798e-18,1.5906663659010884e-18,9.0534027684837209e-34,2.9462092880857045e-20,8.4117936977323193e-23,8.7281941522355186e-34,5.3999501244609576e-11,5.4206819886068149e-25,1.3653330992594243e-25,1.6584982427999248e-14,5.0088976136083415e-15,3.104374898798956e-15,1.6578578084572611e-14,9.8355811035320231e-17,8.7281929791870602e-34,2.3739681697326354e-24,1.7382175690197636e-24,1.4049149631794982e-24,6.9799021149926993e-28,4.3903617634452053e-23,1.144353682262391e-30,4.4874152926588643e-19
1.0170721270935715e-11,0.19780751177769643,76.950000000000003,0.0,0.0,0.0,0.99999895852246401,9.4999999865453741,5.2353541263515506e-08,4.8548226778279672e-07,4.7780022505605577e-07,1.0568123176323664e-08,5.6153060947444876e-13,9.839288518086035e-10,5.8185388188050985e-09,2.8859438266559358e-09,3.0260894718806452e-16,1.0923830625791985e-16,5.7179227007147134e-17,5.5199415662463735e-09,8.9885251652120319e-12,5.1896498228502888e-17,2.6886868383468446e-20,1.517737739330069e-24,3.5141237303263296e-25,1.3412298799125371e-16,4.2599104559846037e-13,2.3508895513540615e-15,2.3536592707635959e-15,1.8450133622475597e-18,9.2470604728717548e-19,1.7392865535656852e-25,3.7835802071389891e-15,6.0699699620965571e-18,1.6534161836158385e-18,1.0187758862535493e-33,3.1189157514095871e-20,8.8450092603184861e-23,9.8218041530288866e-34,5.5000592129547958e-11,5.7387373071192793e-25,1.4453874987448809e-25,1.6915462298943487e-14,5.1069502605121094e-15,3.1044070467076382e-15,1.690880876100814e-14,1.0226749728444955e-16,9.8218028104029053e-34,2.5390934317478214e-24,1.8624694615348823e-24,1.5102923630443731e-24,7.6345190858354835e-28,4.5939402853631954e-23,1.2735492922247986e-30,4.6417863561593466e-19
1.048779011721753e-11,0.19780751177594094,76.950000000000003,0.0,0.0,0.0,0.99999892605521157,9.4999999857692732,5.3985640440120009e-08,5.0059119262441336e-07,4.9236460922010817e-07,1.1228429589984587e-08,5.7900672565606318e-13,9.8392967981891523e-10,6.0152298148100709e-09,3.0017187924892053e-09,3.2151669367014248e-16,1.2013477381221553e-16,6.2594827062931163e-17,5.7065387253860196e-09,9.5571014570990556e-12,5.3978440688328608e-17,2.7966466920047494e-20,1.7120839075802945e-24,3.8826017642730136e-25,1.4327616805757281e-16,4.5268311822531352e-13,2.576456247094107e-15,2.5795078104193991e-15,2.0266953267443491e-18,1.0248679985477957e-18,1.8024623400911078e-25,4.0228874373516573e-15,6.4640072793344341e-18,1.773274040562244e-18,1.2619486984363407e-33,3.4576770159290526e-20,9.6881345623412841e-23,1.2166185059224681e-33,5.6859851029385652e-11,6.3626295919110629e-25,1.6024150426173673e-25,1.7529056573865302e-14,5.2888191366928836e-15,3.1044606318169398e-15,1.7521927712087792e-14,1.0973678106611222e-16,1.2166183344127793e-33,2.8683449551878375e-24,2.1109998326505874e-24,1.7218399721367639e-24,8.9813807634551492e-28,4.9866066248121231e-23,1.5460101762479617e-30,4.9354108606969792e-19
1.0804858963499345e-11,0.19780751177414096,76.950000000000003,0.0,0.0,0.0,0.99999889358794403,9.4999999849735115,5.5617739312846572e-08,5.1569991668781522e-07,5.0690952894160048e-07,1.1908198648584834e-08,5.9648260957349416e-13,9.8393022474397333e-10,6.2119209454193394e-09,3.1176935407575451e-09,3.4098176246191705e-16,1.3175428054914098e-16,6.8346558834571406e-17,5.893136012328489e-09,1.0143101417819967e-11,5.6063975880721987e-17,2.9047936454353113e-20,1.9245212833196316e-24,4.2767852362028388e-25,1.5273334223530279e-16,4.8016889481538665e-13,2.8159320322615384e-15,2.8192840252444518e-15,2.2198749629552898e-18,1.1321180199588149e-18,1.8656383646037543e-25,4.2695270333819898e-15,6.8704344493393806e-18,1.89744479654792e-18,1.5531926156304624e-33,3.820567340326294e-20,1.0582596767308192e-22,1.4974010742686345e-33,5.8719111750294177e-11,7.0310010761607962e-25,1.7706298338905635e-25,1.8142411616574914e-14,5.4703793001553769e-15,3.1045084746659394e-15,1.8134791197924579e-14,1.1747164542253085e-16,1.4974008567754023e-33,3.2284723886822623e-24,2.38393468624683e-24,1.9552029325660767e-24,1.0513643609984189e-27,5.398409677005246e-23,1.8656994698381965e-30,5.2380337319353236e-19
1.112192780978116e-11,0.1978075117722967,76.950000000000003,0.0,0.0,0.0,0.99999886112066116,9.4999999841581602,5.7249837881695214e-08,5.3080846458497309e-07,5.2143503092894316e-07,1.2607383644762242e-08,6.1395828969782935e-13,9.8393058123069031e-10,6.4086121634215052e-09,3.2338434594584413e-09,3.6100281607534189e-16,1.4412254838735371e-16,7.4445568359546297e-17,6.0797333822852107e-09,1.0746524829236984e-11,5.8152661202493953e-17,3.0131046787754631e-20,2.1561531220433041e-24,4.6976336883721197e-25,1.6249449263384734e-16,5.084468875156883e-13,3.0697240120001976e-15,3.0733956108364219e-15,2.4248978006758815e-18,1.246701035547794e-18,1.9288145480487018e-25,4.5234988960339289e-15,7.2892512853131471e-18,2.0259292272022023e-18,1.9001606322078511e-33,4.2084396512314468e-20,1.1529843276171465e-22,1.831906250371856e-33,6.0578373845380987e-11,7.7454255095095147e-25,1.9504274184555807e-25,1.8755526567739913e-14,5.6516309911051615e-15,3.1045524303254161e-15,1.8747398398087177e-14,1.2547195285756907e-16,1.8319059764604598e-33,3.6213258657789998e-24,2.6828695324197299e-24,2.2118789141857729e-24,1.2250103886190893e-27,5.8295643254482202e-23,2.2390081252770329e-30,5.549654882504978e-19
1.1438996656062974e-11,0.19780751177040826,76.950000000000003,0.0,0.0,0.0,0.99999882865336331,9.4999999833232831,5.8881936146665969e-08,5.4591685789573924e-07,5.3594116177845837e-07,1.3325937983240252e-08,6.3143379099259488e-13,9.8393081088326038e-10,6.6053034380874049e-09,3.3501469687111567e-09,3.815785202319962e-16,1.5726551295027644e-16,8.0903124689545822e-17,6.2663308061040073e-09,1.1367371499810411e-11,6.0244108577784829e-17,3.1215596081738221e-20,2.4081185345264795e-24,5.1461148262967932e-25,1.7255960129999402e-16,5.3751561182867478e-13,3.3382385284003848e-15,3.3422494986850331e-15,2.6421087218451937e-18,1.3688615628032478e-18,1.991990838039078e-25,4.7848029374545985e-15,7.7204576220085138e-18,2.1587279541758132e-18,2.311447005279526e-33,4.6221470092890749e-20,1.2531315792572985e-22,2.2284196239169046e-33,6.2437637023554245e-11,8.5074768903774474e-25,2.1422034044475076e-25,1.9368400884955196e-14,5.832574546598711e-15,3.1045937429030093e-15,1.935974880905837e-14,1.3373756559168532e-16,2.2284192811885736e-33,4.0488068317700859e-24,3.0094558823505273e-24,2.4934206441028626e-24,1.4210826537223562e-27,6.2802747509453012e-23,2.6729642614979366e-30,5.8702742387712976e-19
1.1756065502344789e-11,0.19780751176847577,76.950000000000003,0.0,0.0,0.0,0.99999879618605036,9.4999999824689514,6.0514034107758843e-08,5.6102511554137164e-07,5.5042796797464828e-07,1.4063815180558933e-08,6.4890913534585035e-13,9.8393095445856888e-10,6.8019947490868458e-09,3.4665851472312476e-09,4.0270754385538298e-16,1.7120932249783041e-16,8.7730620612008777e-17,6.452928264498018e-09,1.200564126132204e-11,6.2337977740871356e-17,3.2301407364270104e-20,2.6815928661698825e-24,5.623204477993603e-25,1.8292865024142118e-16,5.6737358660430828e-13,3.6218811622293716e-15,3.6262518578952163e-15,2.871851962016911e-18,1.4988437038275268e-18,2.0551671996446203e-25,5.0534390797252607e-15,8.1640533130512899e-18,2.2958414748619149e-18,2.7966708454216616e-33,5.062542581717269e-20,1.3588450347690712e-22,2.6962148335038934e-33,6.4296901092020109e-11,9.3187294150412827e-25,2.3463534495013365e-25,1.9981034235562207e-14,6.013210367480856e-15,3.1046332484268066e-15,1.9971842137047545e-14,1.4226834568366361e-16,2.6962144072975272e-33,4.5128678404331704e-24,3.3654017104919378e-24,2.8014363683179622e-24,1.6417190991562033e-27,6.7507349656071244e-23,3.1752754587321406e-30,6.1998917391424014e-19
1.2073134348626604e-11,0.19780751176649944,76.950000000000003,0.0,0.0,0.0,0.99999876371872232,9.4999999815952219,6.2146131764973869e-08,5.7613325411229064e-07,5.6489549589046398e-07,1.4820968864806649e-08,6.6638434194933667e-13,9.839310401406294e-10,6.9986860823611861e-09,3.5831414045757019e-09,4.2438855906324502e-16,1.8598033686300602e-16,9.4939573231237635e-17,6.6395257441300869e-09,1.2661333966000037e-11,6.443397034207715e-17,3.3388325464256023e-20,2.977788078200431e-24,6.1298865534081265e-25,1.9360162144264667e-16,5.9801933403213256e-13,3.921056734656065e-15,3.9258080969061642e-15,3.1144711118251195e-18,1.6368911382741409e-18,2.118343608941536e-25,5.3294072536268224e-15,8.6200382285938901e-18,2.4372701865456658e-18,3.3665644157404396e-33,5.5304796200899205e-20,1.4702677324696142e-22,3.2456386952440059e-33,6.6156165917268049e-11,1.0180757436403341e-24,2.5632732504335842e-25,2.0593426421087037e-14,6.1935388950768116e-15,3.104671519052564e-15,2.0583678222424125e-14,1.5106415511586927e-16,3.2456381683029718e-33,5.0155123516527904e-24,3.7524719144455344e-24,3.1375903109992082e-24,1.8891937329607311e-27,7.2411293201343366e-23,3.7543725518368928e-30,6.5385073325845087e-19
1.2390203194908419e-11,0.1978075117644794,76.950000000000003,0.0,0.0,0.0,0.99999873125137895,9.499999980702162,6.3778229118311075e-08,5.9124128815530625e-07,5.793437917875735e-07,1.5597352775352381e-08,6.8385942763074368e-13,9.8393108747465608e-10,7.1953774281609599e-09,3.69980119391304e-09,4.4662024115989937e-16,2.0160512639326868e-16,1.0254162442543702e-16,6.8261232357510891e-09,1.3334449483999343e-11,6.6531824782452695e-17,3.4476214325033743e-20,3.2979531303257325e-24,6.6671530040297948e-25,2.045784968726108e-16,6.294513796333701e-13,4.2361693089701008e-15,4.2413228652063372e-15,3.3703091184451214e-18,1.7832471177905672e-18,2.1815200494365815e-25,5.61270739755961e-15,9.0884122532621917e-18,2.5830144058695722e-18,4.0330662602333627e-33,6.0268114425036599e-20,1.5875421482856978e-22,3.8882009873106553e-33,6.8015431406521318e-11,1.1095135430896866e-24,2.7933585349601871e-25,2.120557733376235e-14,6.3735605977828828e-15,3.1047089490469997e-15,2.1195256996236877e-14,1.6012485584187785e-16,3.8882003394116008e-33,5.5587945299096657e-24,4.17248877253827e-24,3.5036031313983351e-24,2.1659212820198354e-27,7.7516329856701732e-23,4.4194549351596269e-30,6.8861209773208497e-19
1.3024340887472048e-11,0.1978075117603086,76.950000000000003,0.0,0.0,0.0,0.99999866631664702,9.4999999788582716,6.7042422913352061e-08,6.2145709202628396e-07,6.0818287201752583e-07,1.7207626787616879e-08,7.1880929333671983e-13,9.8393111161646551e-10,7.5887601351305614e-09,3.9333819998340466e-09,4.9273032312391045e-16,2.3552335860618525e-16,1.1897221567334569e-16,7.1993182338933238e-09,1.4732948517939163e-11,7.0732231371671291e-17,3.6654442585082553e-20,4.0153758909861528e-24,7.8374468040230467e-25,2.2744388823499891e-16,6.9466848405212768e-13,4.915817937287082e-15,4.9218428031254367e-15,3.9230102822483463e-18,2.1018555561071003e-18,2.307872985845345e-25,6.2013033819661918e-15,1.0062327230869099e-17,2.8874503141263203e-18,5.7102869540585143e-33,7.1080729686643453e-20,1.8402132401858284e-22,5.5051796076630785e-33,7.1733964164665676e-11,1.3087239722007721e-24,3.2946085849580804e-25,2.2429155245381627e-14,6.7326855011889201e-15,3.1047822114748965e-15,2.2417642669109443e-14,1.7904037897251484e-16,5.5051786431963232e-33,6.7757408675669286e-24,5.1189411915403645e-24,4.3323729367348553e-24,2.8175259007203601e-27,8.8336257004561239e-23,6.0485024820858809e-30,7.6083422935148739e-19
1.3658478580035678e-11,0.19780751175596442,76.950000000000003,0.0,0.0,0.0,0.99999860138185481,9.4999999769377315,7.0306615492881976e-08,6.5167261146974034e-07,6.3694557654230706e-07,1.889426934778568e-08,7.5375882999932709e-13,9.8393108744918802e-10,7.9821428397847231e-09,4.1672432494223665e-09,5.4102725562334215e-16,2.7318075229143913e-16,1.3711803581676275e-16,7.5725132302643265e-09,1.6201137605606295e-11,7.4937681242591846e-17,3.8835303548802276e-20,4.8446073911633933e-24,9.142180797935213e-25,2.5152467991693205e-16,7.6301317036481196e-13,5.6640444609072465e-15,5.6710337534539347e-15,4.5326862168712855e-18,2.4566063298175089e-18,2.4342259561856666e-25,6.8192266594648375e-15,1.1085797549508592e-17,3.2091506468788233e-18,7.9518293435605276e-33,8.3131545560374107e-20,2.1179869597328201e-22,7.6662119297774431e-33,7.545249907594783e-11,1.5307639680766583e-24,3.8532698165683915e-25,2.3651768070092235e-14,7.0905891034509084e-15,3.1048543181508126e-15,2.363899956527092e-14,1.99013811061177e-16,7.6662105210573093e-33,8.1811466584876877e-24,6.2205020493278805e-24,5.3026569719941364e-24,3.6188443354583845e-27,9.9979476958241022e-23,8.1532047633053762e-30,8.3665554987286466e-19
1.4292616272599307e-11,0.1978075117514479,76.950000000000003,0.0,0.0,0.0,0.99999853644700198,9.4999999749409767,7.3570806856901042e-08,6.8188791139276914e-07,6.6563227147620964e-07,2.0656914349755908e-08,7.8870811270250648e-13,9.8393104275992142e-10,8.375525528262764e-09,4.4013200354671756e-09,5.9150055503176747e-16,3.1479734188787948e-16,1.5707673644441768e-16,7.9457082117148794e-09,1.7739016159717428e-11,7.9147007154211153e-17,4.1018190152994883e-20,5.7970104574210998e-24,1.0589576016107523e-24,2.7682072746075205e-16,8.34473761879804e-13,6.4840542766787032e-15,6.4921057638708565e-15,5.2020574831743744e-18,2.8494297089792442e-18,2.5605789356384893e-25,7.466476928666816e-15,1.2158822649737572e-17,3.5481163075605261e-18,1.0907292351269984e-32,9.6488839883641224e-20,2.4219831074335823e-22,1.0515524376378284e-32,7.9171036004429384e-11,1.7768933420600098e-24,4.4725086270854323e-25,2.4873416248001923e-14,7.4472755209009302e-15,3.10492588426142e-15,2.4859328434260635e-14,2.2004404885680943e-16,1.0515522353986462e-32,9.7932502243511957e-24,7.4938614270469668e-24,6.4302982423179321e-24,4.5947433189009925e-27,1.1245713756305656e-22,1.0839799380481039e-29,9.1607604918800508e-19
1.4926753965162937e-11,0.1978075117467599,76.950000000000003,0.0,0.0,0.0,0.99999847151208843,9.4999999728684177,7.6834997005409392e-08,7.121030417145922e-07,6.9424332117846834e-07,2.2495197442435706e-08,8.2365719919220153e-13,9.8393098993461613e-10,8.7689081943863333e-09,4.6355624386444683e-09,6.4413978797835361e-16,3.6059643009695321e-16,1.7894797940985034e-16,8.3189031723838627e-09,1.9346583724464243e-11,8.335931139607319e-17,4.3202635521468491e-20,6.884576820035248e-24,1.2187978339338974e-24,3.0333188639628848e-16,9.0903863446005546e-13,7.3790408187246233e-15,7.3882569020978025e-15,5.933834485427133e-18,3.282248887753468e-18,2.6869319136824215e-25,8.1430539437644629e-15,1.3281402077672625e-17,3.904347842972156e-18,1.4756280860140789e-32,1.1122089271206511e-19,2.753312707505778e-22,1.4226271871147498e-32,8.2889574886804771e-11,2.0483719467693445e-24,5.1554915168879874e-25,2.6094100397096086e-14,7.802748910355894e-15,3.1049971695178469e-15,2.6078630202984218e-14,2.4212999005334224e-16,1.4226269013172302e-32,1.1631082102728581e-23,8.9566706462916638e-24,7.7320857804110052e-24,5.7728002478041469e-27,1.2577930470872113e-22,1.4231698959434657e-29,9.9909572397768248e-19
1.5560891657726567e-11,0.19780751174190128,76.950000000000003,0.0,0.0,0.0,0.99999840657711447,9.4999999707204505,8.0099185938407213e-08,7.4231804075600589e-07,7.2277908826167351e-07,2.4408756021332696e-08,8.5860613379727705e-13,9.839309334349061e-10,9.1622908359298651e-09,4.869932138065782e-09,6.9893457110699378e-16,4.1080455517413869e-16,2.0283343388905119e-16,8.6920981101600634e-09,2.1023839945780772e-11,8.7573904835002714e-17,4.53882812623853e-20,8.1199394064308095e-24,1.3945857250801234e-24,3.3105801225526795e-16,9.8669621627472428e-13,8.3521856123146533e-15,8.362673309803225e-15,6.7307175170578874e-18,3.7569799715180945e-18,2.8132848869640513e-25,8.8489575018928147e-15,1.4453535460985363e-17,4.2778455657903853e-18,1.9712676146669552e-32,1.2739598524860113e-19,3.1130780791116402e-22,1.9004654961162661e-32,8.6608115697147215e-11,2.3464596562201156e-24,5.9053850397017984e-25,2.731382122518061e-14,8.1570134420070449e-15,3.1050682540847937e-15,2.7296905887651919e-14,2.6527053338426419e-16,1.9004650980327304e-32,1.3714458798662692e-23,1.0627556365113616e-23,9.2257687079167988e-24,7.1834607977630184e-27,1.3995506688634228e-22,1.8471318930436303e-29,1.0857145761763034e-18
