Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55)
1.5791802753823768e-07,0.19779734491202317,76.950000000000003,0.0,0.0,0.0,0.98262804197453457,9.4954655603481424,0.0007757741558354741,0.0064699500603027198,0.0026083061474077777,0.0035337095727041063,7.4804420999374421e-09,9.6737095809477565e-10,9.7099636548091106e-05,5.0255086360420753e-05,1.0118931234228248e-10,0.00094991529085281857,0.00078054903385102264,9.2213097120894924e-05,0.001972452465878427,9.0372078580763457e-13,2.8972180207930515e-13,3.8900466899398778e-09,3.6542563493143938e-12,2.447860303169175e-09,2.7973364566550814e-07,3.9340448353290908e-05,3.9433550082435955e-05,3.3323442569578711e-08,2.3465879433911279e-08,3.1220549279094389e-21,7.0073589404282333e-07,1.1835437694718432e-09,4.1430512801474343e-10,5.5847128526927718e-09,8.9970268369952211e-08,1.5233204360048077e-12,6.2949103885839975e-09,9.3663415168818892e-07,1.6593574850200989e-12,4.1706111550808544e-13,5.3301291194012009e-12,1.0004132524381117e-12,3.3611502188018664e-15,6.2140745124335807e-11,2.6668856947382847e-10,6.2765803294949809e-09,1.949005362153635e-10,2.7570903553232963e-07,2.3172863707939934e-08,1.2467893056602597e-07,2.2415956155842315e-14,1.2785358700201436e-07,1.2588821925761034e-10
1.5992327184373592e-07,0.19779720947886623,76.950000000000003,0.0,0.0,0.0,0.98239956102446879,9.4954047602709171,0.00078515688691095458,0.0065309240532141662,0.0026294425939881864,0.0035623848477125881,7.5508959927537779e-09,9.6715284147096737e-10,9.8321141709227587e-05,5.0728420574522873e-05,1.0201044133089459e-10,0.00098154304552726347,0.00080682081986004019,9.3374851656380392e-05,0.0020190493096878055,9.1223260021865773e-13,2.9945713704182624e-13,4.0214779589443795e-09,3.7759848825426588e-12,2.4797870447911685e-09,2.8201540816659799e-07,4.025023229846466e-05,4.0346854246366823e-05,3.4093884370821578e-08,2.4008418534808645e-08,3.1613885653241895e-21,7.1603767978179658e-07,1.2093816426986468e-09,4.2336599870991849e-10,5.9160309484581426e-09,9.269239888819333e-08,1.5687378387307678e-12,6.6817555362870111e-09,9.4902547405846498e-07,1.7095530523534436e-12,4.2967721447404911e-13,5.3805497481973699e-12,1.0121817993649576e-12,3.3638119578099649e-15,6.2956704907314063e-11,2.7025666342109578e-10,6.6620360135065808e-09,2.0126037999287242e-10,2.889506225196458e-07,2.3967678268178949e-08,1.3080162914634981e-07,2.2905470119031811e-14,1.3417753912023452e-07,1.2897597729174017e-10
1.6172799171868435e-07,0.19779708741883484,76.950000000000003,0.0,0.0,0.0,0.98219387894279497,9.4953499583613219,0.00079359153362198586,0.0065852897048342971,0.0026481892427940726,0.0035878171198600729,7.6137129994740826e-09,9.669564869780251e-10,9.9420246024323073e-05,5.1150447526535283e-05,1.027387055201645e-10,0.0010104687145422735,0.00083086120835757166,9.4420235324298006e-05,0.0020613492452048968,9.198217729095672e-13,3.0836536125675448e-13,4.1417562219103262e-09,3.8873149341501838e-12,2.5085157437021577e-09,2.8403925001139844e-07,4.1075241319770796e-05,4.1175126416241229e-05,3.4792528776846376e-08,2.4500398530366999e-08,3.1967822228580469e-21,7.2989391095351126e-07,1.232778393854215e-09,4.3157118771321325e-10,6.2266133850699377e-09,9.5174959241602728e-08,1.6102001627597467e-12,7.0452567745647036e-09,9.6019721534708603e-07,1.7553305958257299e-12,4.4118289214646878e-13,5.4260087736440005e-12,1.022789872218662e-12,3.3662142583582881e-15,6.369211630571181e-11,2.7347248342229194e-10,7.0242144219657061e-09,2.0707745722854036e-10,3.0124180073116756e-07,2.4695093035745055e-08,1.3648926085596405e-07,2.3348739946103145e-14,1.4005355952452431e-07,1.3177989624432325e-10
1.6335223960613793e-07,0.19779697742698513,76.950000000000003,0.0,0.0,0.0,0.98200872714668908,9.4953005704880624,0.00080117477515723233,0.0066338060105416282,0.002664838513542983,0.0036104035443526835,7.6697704582045057e-09,9.6677972969567951e-10,0.00010040923709840011,5.1527061461174254e-05,1.0338547762241478e-10,0.0010368733097711109,0.00085281714250273028,9.5360922346568962e-05,0.0020997102329974519,9.2659429815724178e-13,3.1650099343972041e-13,4.251613739582441e-09,3.9889428212020763e-12,2.5343672244816288e-09,2.8583672885044216e-07,4.1822701872540041e-05,4.1925602482568334e-05,3.5425497278011325e-08,2.4946130106629446e-08,3.2286311557788524e-21,7.424318081707853e-07,1.2539489056430512e-09,4.3899594213099163e-10,6.516425699735994e-09,9.7435505807495571e-08,1.6479899349537841e-12,7.3851797629302059e-09,9.7026783791895214e-07,1.7970139583480777e-12,4.516595428515308e-13,5.4669879601129441e-12,1.0323494552224953e-12,3.368381737107254e-15,6.4354840965281458e-11,2.7637042090396015e-10,7.3628858591403097e-09,2.1238819231559282e-10,3.1261121088471807e-07,2.5359514629708179e-08,1.4175393016205455e-07,2.374983554159799e-14,1.4549377715013413e-07,1.3432337812165713e-10
1.649764874935915e-07,0.19779686730489618,76.950000000000003,0.0,0.0,0.0,0.98182354109944459,9.4952511201858467,0.00080875049994560218,0.0066819322844779471,0.0026812777961554217,0.0036327045559579312,7.7253764190161665e-09,9.6660293778093003e-10,0.00010139803600177603,5.1900642092320659e-05,1.0402407680235696e-10,0.0010636283079168837,0.00087507490262308564,9.6301459425110394e-05,0.0021383444869621884,9.3331227650080178e-13,3.2474828396599374e-13,4.3629891205272617e-09,4.09192033081781e-12,2.5602145860951423e-09,2.8761159261120688e-07,4.2574790714715034e-05,4.2680782952689971e-05,3.6062380061135176e-08,2.5394618132519821e-08,3.2604750120329435e-21,7.5503235560580191e-07,1.2752250290011986e-09,4.4645802139967826e-10,6.8162038071979438e-09,9.9720735674484066e-08,1.6862270649115892e-12,7.7375107656452543e-09,9.8035386163948213e-07,1.8391521587172073e-12,4.6225051199514969e-13,5.5080304563273147e-12,1.0419261629352069e-12,3.3705546494475527e-15,6.5018380132677322e-11,2.7927188578422583e-10,7.7139053177939123e-09,2.177701914796064e-10,3.2427583960510364e-07,2.6033136156106699e-08,1.4715871506731429e-07,2.4152935596482464e-14,1.5107989646135187e-07,1.3688554946421752e-10
1.666007353810451e-07,0.1977967570544033,76.950000000000003,0.0,0.0,0.0,0.98163832237810789,9.4952016077065515,0.00081631871362431428,0.006729669576563361,0.0026975080955125596,0.0036547214347288051,7.7805320802648074e-09,9.6642611289144807e-10,0.00010238664270198976,5.2271197486645501e-05,1.0465453971482122e-10,0.0010907321633555906,0.00089763353140528512,9.7241846563446405e-05,0.0021772496409519578,9.3997585299834093e-13,3.3310687574834253e-13,4.4758776296594349e-09,4.1962415217777478e-12,2.5860578287270411e-09,2.8936394311925176e-07,4.3331446882533639e-05,4.3440608397332931e-05,3.6703125341851583e-08,2.5845826144680132e-08,3.292313791759603e-21,7.6769450360741055e-07,1.2966049863116285e-09,4.5395680247179115e-10,7.1261601986503103e-09,1.0203047487455141e-07,1.7249101589709626e-12,8.1025503081343457e-09,9.9045546848120271e-07,1.88174197812095e-12,4.7295499056433669e-13,5.5491370125890885e-12,1.0515180779321257e-12,3.3727328931729959e-15,6.5682738744362375e-11,2.8217689978155845e-10,8.0775711495903614e-09,2.2322331501988655e-10,3.3623957023425482e-07,2.6715921837334589e-08,1.5270552542356024e-07,2.455800632037553e-14,1.5681392673183828e-07,1.3946620271884906e-10
1.6822498326849867e-07,0.19779664667325203,76.950000000000003,0.0,0.0,0.0,0.98145307252273106,9.49515203322178,0.00082387942183917071,0.0067770189958024224,0.0027135303559906419,0.0036764555993990568,7.8352387432069591e-09,9.6624925647367907e-10,0.00010337505716814972,5.2638736370012912e-05,1.0527690698589761e-10,0.0011181832714196867,0.00092049202182915727,9.8182083764172739e-05,0.0022164233363686117,9.4658518456574193e-13,3.4157639407441245e-13,4.5902742832685969e-09,4.3019002254940609e-12,2.6118969525352121e-09,2.9109388855370148e-07,4.4092609672879101e-05,4.4205019662767821e-05,3.7347681688417252e-08,2.62997179217994e-08,3.3241474950340215e-21,7.8041721090818951e-07,1.3180870189676132e-09,4.6149166876409463e-10,7.446508443601021e-09,1.0436454707278221e-07,1.7640377760510398e-12,8.4806019787047749e-09,1.0005728384634989e-06,1.9247801594089439e-12,4.8377215991072859e-13,5.5903083780835287e-12,1.061122484177906e-12,3.3749163202907914e-15,6.6347921723090522e-11,2.8508548452636366e-10,8.4541847169368226e-09,2.2874741405926341e-10,3.4850626860626384e-07,2.7407834255381886e-08,1.5839626325165146e-07,2.496501451764752e-14,1.6269786919900509e-07,1.4206513025813112e-10
1.6984923115595226e-07,0.19779653616320408,76.950000000000003,0.0,0.0,0.0,0.98126779303692302,9.4951023969770549,0.00083143263024424753,0.0068239817087264341,0.0027293456147921029,0.0036979084514302723,7.8894977781087894e-09,9.6607236992259881e-10,0.00010436327937089692,5.3003267939902288e-05,1.0589121874707948e-10,0.0011459799703558483,0.00094364931868924087,9.9122171028975125e-05,0.0022558632224934146,9.5314043659984591e-13,3.5015644652508202e-13,4.7061738527962337e-09,4.4088900532878659e-12,2.6377319576513838e-09,2.928015387865802e-07,4.4858218653886734e-05,4.4973957880950859e-05,3.7995997914069306e-08,2.6756257417001305e-08,3.3559761218977133e-21,7.9319944468726853e-07,1.3396693831697922e-09,4.6906200883933345e-10,7.7774631339413806e-09,1.0672277366784612e-07,1.8036084278974458e-12,8.8719723843302258e-09,1.010706149618836e-06,1.9682634043621667e-12,4.9470119106367177e-13,5.6315452364723782e-12,1.0707434457317898e-12,3.3771051618919853e-15,6.7013933909606329e-11,2.8799766157556788e-10,8.8440503482518993e-09,2.3434233073211422e-10,3.6107978241266874e-07,2.8108834398271011e-08,1.6423282241702365e-07,2.5373927325137182e-14,1.6873371670732083e-07,1.4468212443370811e-10
1.7147347904340584e-07,0.19779642552639357,76.950000000000003,0.0,0.0,0.0,0.9810824853884611,9.4950526992775544,0.00083897834450158708,0.0068705589381502716,0.0027449549866646449,0.0037190813878113654,7.9433105728064722e-09,9.6589545484096694e-10,0.00010535130928236854,5.3364801546391536e-05,1.0649751500168638e-10,0.0011741205431031328,0.00096710431991722139,0.00010006210835864299,0.0022955669568097059,9.5964177723673389e-13,3.5884662223294706e-13,4.8235708703334159e-09,4.517204402836443e-12,2.6635628441814601e-09,2.9448700568858334e-07,4.5628213674376455e-05,4.5747364478343842e-05,3.8648022885724847e-08,2.7215408627595642e-08,3.3877996724072199e-21,8.0604018062960218e-07,1.3613503427282333e-09,4.7666721397628879e-10,8.1192398281225197e-09,1.0910497389085856e-07,1.8436205795814425e-12,9.2769711060516798e-09,1.0208555779827094e-06,2.012188367283863e-12,5.0574124311898654e-13,5.6728482942141215e-12,1.0803813893315018e-12,3.3792994465123114e-15,6.7680780153706421e-11,2.9091345238480528e-10,9.2474752928584015e-09,2.4000789837066257e-10,3.7396394058438459e-07,2.8818881706688981e-08,1.7021708830853323e-07,2.5784711668036374e-14,1.7492345336475969e-07,1.4731697762810385e-10
1.7309772693085942e-07,0.19779631476064283,76.950000000000003,0.0,0.0,0.0,0.98089715100989017,9.4950029403449392,0.00084651657028089484,0.006916751961067581,0.0027603595205449079,0.0037399759419115904,7.9966786197089385e-09,9.6571851258622364e-10,0.00010633914687616253,5.3723347198209474e-05,1.0709583965843978e-10,0.0012026032191050032,0.00099085587794689196,0.00010100189575308411,0.0023355322053194602,9.6608938646136248e-13,3.6764649440901475e-13,4.9424596381521074e-09,4.6268364658617122e-12,2.6893896122059088e-09,2.9615040719885492e-07,4.6402534871399945e-05,4.6525181183748959e-05,3.9303705872576848e-08,2.7677135825432724e-08,3.4196181465498448e-21,8.1893840296038107e-07,1.3831281816996677e-09,4.8430668231138836e-10,8.4720549955144517e-09,1.1151096490314126e-07,1.8840726520336849e-12,9.6959106542391485e-09,1.0310212975707916e-06,2.0565516706532716e-12,5.1689146717458027e-13,5.7142182846995765e-12,1.090032605660631e-12,3.3814989699711833e-15,6.8348465318092525e-11,2.9383287830335683e-10,9.6647696757420321e-09,2.457439416884786e-10,3.8716255268626549e-07,2.9537934121584295e-08,1.7635093752138014e-07,2.6197335120831657e-14,1.8126905420683514e-07,1.4996948230618144e-10
1.74721974818313e-07,0.19779620386664676,76.950000000000003,0.0,0.0,0.0,0.98071179129910391,9.494953120434392,0.00085404731325924193,0.0069625621071570465,0.002775560315781289,0.0037605936647540418,8.0496034888845854e-09,9.6554154439202009e-10,0.00010732679212730199,5.407891542685033e-05,1.0768623713161592e-10,0.0012314261761454503,0.0010149028011154089,0.00010194153321134073,0.0023757566428515091,9.7248345366088539e-13,3.7655562042167437e-13,5.0628342358414792e-09,4.7377792350075602e-12,2.7152122617801447e-09,2.9779186376092676e-07,4.7181122679871207e-05,4.7307350037523509e-05,3.9962996468019668e-08,2.8141403511442325e-08,3.4514315442669085e-21,8.3189310449673898e-07,1.4050012012697386e-09,4.9197981792292386e-10,8.8361259608885987e-09,1.1394056189254965e-07,1.9249630226117721e-12,1.0129106423533682e-08,1.041203480347091e-06,2.1013499036216387e-12,5.2815100595170082e-13,5.7556558821378241e-12,1.0996993858446596e-12,3.3837038631723641e-15,6.9016994188239651e-11,2.9675596059443066e-10,1.0096246451997037e-08,2.5155027696444953e-10,4.0067940832903983e-07,3.0265948131696899e-08,1.8263623755059175e-07,2.6611765753427344e-14,1.8777248486751611e-07,1.5263943106550654e-10
1.7634622270576659e-07,0.19779609284745872,76.950000000000003,0.0,0.0,0.0,0.98052640761999665,9.4949032398944038,0.00086157057912076955,0.0070079907578754598,0.002790558580712481,0.0037809360640956515,8.102086742971639e-09,9.6536455180167678e-10,0.00010831424501220052,5.4431516768072352e-05,1.0826875059640637e-10,0.0012605875419824924,0.0010392438548415268,0.00010288102073160047,0.0024162379533595006,9.7882416829213357e-13,3.8557354021648881e-13,5.1846885248662773e-09,4.8500255094683381e-12,2.7410307929349113e-09,2.9941149646412268e-07,4.7963917841928662e-05,4.8093813400107511e-05,4.0625844266818706e-08,2.8608176197782104e-08,3.483239865534888e-21,8.4490328670012303e-07,1.4269677077140868e-09,4.996860268013344e-10,9.2116708489970635e-09,1.1639357816784169e-07,1.9662900249799006e-12,1.0576876647312145e-08,1.0514022962168663e-06,2.1465796101814702e-12,5.3951899082061229e-13,5.7971617510813982e-12,1.1093841777663465e-12,3.3859142672687756e-15,6.968637152344753e-11,2.9968272041847523e-10,1.0542221360803134e-08,2.5742671222562651e-10,4.1451827660282321e-07,3.1002878820114979e-08,1.890748464940891e-07,2.7027971247428241e-14,1.9443570126310975e-07,1.5532661668464499e-10
1.7797047059322017e-07,0.19779598170164464,76.950000000000003,0.0,0.0,0.0,0.98034100130307267,9.4948532990054613,0.00086908637355640373,0.007053039344266444,0.0028053554712858353,0.0038010047633774036,8.1541300480188634e-09,9.6518753609647995e-10,0.00010930150550862823,5.4781162395886048e-05,1.0884342654076636e-10,0.0012900853961050572,0.0010638777629504372,0.00010382035831121131,0.0024569738302094263,9.8511173129453247e-13,3.9469977932075182e-13,5.3080161552336731e-09,4.9635679026502944e-12,2.7668452056766518e-09,3.010094316485867e-07,4.87508614133212e-05,4.8884513958833658e-05,4.1292199300329584e-08,2.9077418692553431e-08,3.5150431102589243e-21,8.5796795969500801e-07,1.44902602824347e-09,5.0742472199141336e-10,9.5989085292445696e-09,1.1886982525073842e-07,2.0080519517175868e-12,1.103954235163821e-08,1.0616179130141018e-06,2.192237308183934e-12,5.5099454658215369e-13,5.8387365961343534e-12,1.1190837216549356e-12,3.3881300026703179e-15,7.0356602107621865e-11,3.0261317881638003e-10,1.1003012878897759e-08,2.6337304742580068e-10,4.2868290553262379e-07,3.1748679909979912e-08,1.9566861276969577e-07,2.7445919942408511e-14,2.0126064928504547e-07,1.5803083217072298e-10
1.7959471848067375e-07,0.19779587042867403,76.950000000000003,0.0,0.0,0.0,0.98015557364599659,9.4948032980339985,0.00087659470226357224,0.00709770934527884,0.0028199521443936964,0.0038208014458689646,8.2057351624986212e-09,9.6501049833064873e-10,0.00011028857359567856,5.5127864094036337e-05,1.0941031316594346e-10,0.0013199177716310734,0.0010888032091698973,0.0001047595459467022,0.0024979619764576759,9.9134635457570983e-13,4.0393384938068182e-13,5.4328105735934548e-09,5.078398849410969e-12,2.7926554999878967e-09,3.0258579918987648e-07,4.95418947715774e-05,4.9679394735788093e-05,4.1962012023727371e-08,2.954909610092782e-08,3.5468412782801433e-21,8.7108614231049235e-07,1.4711745102998278e-09,5.1519532352967023e-10,9.9980585605192766e-09,1.2136911296614938e-07,2.0502470554296454e-12,1.1517427308818839e-08,1.0718504964710194e-06,2.2383194904918333e-12,5.6257679175675754e-13,5.8803810845105966e-12,1.1287981665957791e-12,3.3903510793282315e-15,7.1027690667920683e-11,3.0554735672761525e-10,1.1478942173662202e-08,2.6938907462377841e-10,4.4317702155383463e-07,3.2503303810054166e-08,2.0241937484157436e-07,2.7865580893539926e-14,2.0824926450335675e-07,1.6075187080614166e-10
1.8121896636812733e-07,0.19779575903195054,76.950000000000003,0.0,0.0,0.0,0.97997012591424193,9.4947532373550558,0.0008840955709459291,0.0071420022871453125,0.0028343498790409012,0.0038403277312259298,8.256903806642457e-09,9.6483343999852502e-10,0.00011127544925373519,5.5471633472169751e-05,1.0996945685137588e-10,0.0013500826569044189,0.0011140188382938103,0.00010569858363379496,0.0025392001051202755,9.9752824690278142e-13,4.1327524554144446e-13,5.5590650296017381e-09,5.1945106111832692e-12,2.818461675827676e-09,3.0414072880274627e-07,5.0336959625146863e-05,5.0478399095822234e-05,4.2635232817737742e-08,3.0023173491674445e-08,3.5786343695005416e-21,8.8425686213019908e-07,1.4934115030680493e-09,5.2299725230545536e-10,1.0409341136286075e-08,1.2389124953087582e-07,2.0928735479849054e-12,1.2010857990714334e-08,1.082100210210128e-06,2.2848226059728905e-12,5.7426483380588841e-13,5.9220958476302063e-12,1.1385308744772369e-12,3.3925776890887892e-15,7.1699641876557506e-11,3.0848527498672678e-10,1.1970333055969283e-08,2.7547457816170484e-10,4.5800432900616082e-07,3.3266701660388023e-08,2.0932896094910722e-07,2.8286922549961212e-14,2.1540347188605443e-07,1.6348952619299971e-10
1.8284321425558092e-07,0.19779564751122902,76.950000000000003,0.0,0.0,0.0,0.9797846593417241,9.4947031173094967,0.00089158898531308266,0.0071859197411831468,0.0028485499336703929,0.0038595853158722515,8.307637798886151e-09,9.6465636233821271e-10,0.00011226213246444015,5.5812482730061396e-05,1.1052090617489771e-10,0.0013805779971177701,0.0011395232573810426,0.00010663747136741761,0.0025806859394334959,1.003657627660209e-12,4.2272344991219179e-13,5.6867725813957818e-09,5.3118952833255908e-12,2.8442637331319371e-09,3.0567435410397957e-07,5.1135998018913799e-05,5.1281470752635155e-05,4.3311812515022532e-08,3.0499616237294657e-08,3.6104223837529725e-21,8.9747915549329067e-07,1.5157353766900784e-09,5.3082993622157571e-10,1.0832977029929379e-08,1.2643604164046562e-07,2.1359296029414776e-12,1.2520163521794852e-08,1.0923672157414394e-06,2.3317430820366171e-12,5.8605777479886562e-13,5.963881552487704e-12,1.148280005350508e-12,3.3948097313916032e-15,7.2372460424375193e-11,3.1142695430094301e-10,1.2477511932785323e-08,2.8162933483892102e-10,4.7316850964560622e-07,3.4038823377566284e-08,2.16399188851073e-07,2.8709913970052355e-14,2.2272518552168358e-07,1.6624359229679759e-10
1.844674621430345e-07,0.19779553586498028,76.950000000000003,0.0,0.0,0.0,0.97959917513133765,9.4946529381818543,0.000899074951080329,0.0072294633219102894,0.0028625535235762057,0.0038785759931114234,8.3579390759100901e-09,9.6447926620165882e-10,0.00011324862321066241,5.6150424827877672e-05,1.1106471248866735e-10,0.0014114016961998687,0.0011653150372646186,0.0001075762091417264,0.0026224172131055754,1.009734729913091e-12,4.3227793287618702e-13,5.8159261022972917e-09,5.4305448025709649e-12,2.8700616718139613e-09,3.0718681313280949e-07,5.19389523408585e-05,5.2088553775333647e-05,4.3991702510829727e-08,3.0978390100832139e-08,3.6422053207778431e-21,9.1075206752316302e-07,1.5381445261086524e-09,5.3869281169686035e-10,1.1269187540329975e-08,1.2900329455434216e-07,2.1794133574383209e-12,1.3045675631908139e-08,1.1026516724364814e-06,2.3790773308014547e-12,5.9795471296225703e-13,6.0057388555146148e-12,1.1580439485636278e-12,3.3970471164976315e-15,7.3046150971467494e-11,3.1437241526028021e-10,1.3000807759491625e-08,2.8785311408469954e-10,4.8867322217508175e-07,3.4819617699265572e-08,2.236318655842102e-07,2.9134525247951255e-14,2.3021630834680327e-07,1.6901386348998305e-10
1.8609171003048808e-07,0.19779542409632545,76.950000000000003,0.0,0.0,0.0,0.97941367445558503,9.4946027003587616,0.00090655347396839106,0.0072726346867784371,0.0028763619775839127,0.0038973014942261454,8.4078095003839082e-09,9.643021530355768e-10,0.0001142349214764663,5.6485472350870215e-05,1.1160092536859489e-10,0.0014425516183932123,0.0011913927137214939,0.00010851479695011931,0.0026643916705592972,1.0157597799714629e-12,4.4193814909963246e-13,5.9465182879213405e-09,5.5504509515851363e-12,2.8958554917647836e-09,3.0867824361346495e-07,5.2745765330977965e-05,5.2899592595834656e-05,4.4674854029994993e-08,3.1459460749445056e-08,3.6739831804067513e-21,9.2407465218015642e-07,1.5606373439507151e-09,5.4658531473677685e-10,1.1718194437772803e-08,1.3159281217938338e-07,2.223322910895341e-12,1.3587728608839846e-08,1.1129537375183248e-06,2.4268217205668391e-12,6.0995473550727843e-13,6.0476683643837597e-12,1.1678258169751954e-12,3.3992900218518041e-15,7.3720718107680672e-11,3.1732167834527402e-10,1.3540551992006957e-08,2.9414567813208561e-10,5.0452210179411882e-07,3.5609032228379884e-08,2.3102878721862467e-07,2.9560725629593768e-14,2.3787873189616272e-07,1.7180013459297606e-10
1.8771595791794166e-07,0.19779531220641686,76.950000000000003,0.0,0.0,0.0,0.97922815845723921,9.4945524042370835,0.00091402455970316353,0.0073154355340122133,0.0028899766463595937,0.0039157635780375424,8.457251020251378e-09,9.641250240785019e-10,0.00011522102724708177,5.6817638376516899e-05,1.1212959517924939e-10,0.0014740255897226461,0.0012177547885255829,0.00010945323478524722,0.0027066070671656756,1.0217330130015017e-12,4.5170354136141764e-13,6.0785416621134038e-09,5.6716053659000916e-12,2.9216451928536205e-09,3.1014878552749559e-07,5.355638008615662e-05,5.371453201442597e-05,4.5361218731509381e-08,3.1942794138719946e-08,3.7057559624122454e-21,9.3744597224438904e-07,1.583212242631319e-09,5.5450688790757052e-10,1.2180219910179421e-08,1.3420439715154392e-07,2.2676563268917366e-12,1.4146659250665375e-08,1.1232735660667203e-06,2.474972601320901e-12,6.2205692504414523e-13,6.089670704920117e-12,1.1776255586020264e-12,3.4015384467246025e-15,7.4396166422261014e-11,3.2027476390594492e-10,1.4097078538710038e-08,3.0050678218710386e-10,5.2071875976715913e-07,3.6407013476639499e-08,2.3859173862521437e-07,2.9988484825170597e-14,2.4571433605993939e-07,1.7460220091387602e-10
1.8934020580539525e-07,0.19779520019319757,76.950000000000003,0.0,0.0,0.0,0.97904262824986354,9.4945020501294479,0.00092148821401546175,0.0073578676004115353,0.0029033988078887808,0.0039339641230125436,8.5062657418074987e-09,9.6394787995216955e-10,0.0001162069405088747,5.7146936973471688e-05,1.1265077571153904e-10,0.0015058213998526207,0.0012443997309509759,0.0001103915226390371,0.0027490611694691316,1.027654682004886e-12,4.6157354312413926e-13,6.2119885826208412e-09,5.7939995416750672e-12,2.9474307749282986e-09,3.1159858375333888e-07,5.4370740065194216e-05,5.4533317205041138e-05,4.6050749026668683e-08,3.2428356740948409e-08,3.737523666432605e-21,9.5086509932669658e-07,1.6058676658359196e-09,5.6245698442151636e-10,1.2655486509629659e-08,1.368378509157377e-07,2.3124116360192651e-12,1.4722806817871021e-08,1.1336113109984259e-06,2.5235263192869924e-12,6.3426036323792626e-13,6.1317465150543503e-12,1.1874406660668248e-12,3.4037922498279455e-15,7.5072500495855384e-11,3.232316921612556e-10,1.4670723712139748e-08,3.0693617459545103e-10,5.3726678300975636e-07,3.7213506907645433e-08,2.4632249326602117e-07,3.0417774021579405e-14,2.5372498883654823e-07,1.7741985828869234e-10
1.9096445369284883e-07,0.1977950880589436,76.950000000000003,0.0,0.0,0.0,0.97885708491839962,9.4944516384233069,0.00092894444264077724,0.0073999326614765729,0.0029166298243622308,0.0039519049681738978,8.5548556573719286e-09,9.6377072204665636e-10,0.00011719266124931717,5.747338161974743e-05,1.1316451962654316e-10,0.0015379368037012062,0.001271325979012879,0.00011132966050270852,0.0027917517554039762,1.033525029345033e-12,4.7154757280727098e-13,6.3468512477634213e-09,5.9176248397566036e-12,2.9732122378156964e-09,3.1302778332396855e-07,5.5188789097411099e-05,5.5355893721849376e-05,4.6743397043545826e-08,3.2916114864097463e-08,3.7692862922313198e-21,9.6433111393072903e-07,1.6286020502870645e-09,5.7043505565783683e-10,1.3144217099309337e-08,1.3949297380436933e-07,2.3575868343137209e-12,1.5316512985384424e-08,1.1439671230542788e-06,2.5724791761771845e-12,6.4656412056347927e-13,6.1738963858446562e-12,1.1972731214593392e-12,3.4060515448022984e-15,7.5749724838988919e-11,3.2619248321300243e-10,1.5261826180613013e-08,3.1343359701142502e-10,5.5416973369273438e-07,3.802845697965512e-08,2.5422281297982282e-07,3.0848563311224865e-14,2.6191254610841669e-07,1.8025290311932008e-10
1.925887015803024e-07,0.19779497580611538,76.950000000000003,0.0,0.0,0.0,0.97867152951985614,9.4944011695611525,0.00093639325131903621,0.0074416325293637656,0.0029296711226628586,0.0039695879306562484,8.6030228186545821e-09,9.6359355166104595e-10,0.00011817818945695939,5.7796986107328884e-05,1.1367087895860737e-10,0.0015703695227411076,0.0012985319403621574,0.00011226764836678238,0.0028346766145024094,1.0393443030340177e-12,4.8162503775571422e-13,6.483121702878749e-09,6.0424724920712032e-12,2.9989895813221853e-09,3.1443652988653852e-07,5.6010471387114842e-05,5.6182207504472201e-05,4.743911527380156e-08,3.3406035053203307e-08,3.8010438395358663e-21,9.7784310541944136e-07,1.6514138494161691e-09,5.7844055845675925e-10,1.3646634800887451e-08,1.4216956511401163e-07,2.4031798841542372e-12,1.5928121794519324e-08,1.1543411508101282e-06,2.621827456227439e-12,6.5896726310469145e-13,6.2161209038383366e-12,1.2071244018605559e-12,3.4083164165460609e-15,7.6427843936904909e-11,3.291571570317394e-10,1.5870726919765372e-08,3.1999878456281462e-10,5.7143114886399358e-07,3.8851807187881527e-08,2.6229444776987946e-07,3.1280822959889632e-14,2.7027885143374034e-07,1.8310113240937375e-10
