Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155),S(4335),S(4374)
1.0892561333891706e-12,0.28580992045372794,76.950000000000003,0.0,0.0,0.0,0.9999983106982524,9.499999998196504,7.6195932943021693e-08,6.5766308868157248e-07,6.5699519167807057e-07,1.2342023031215408e-09,2.3209001474288703e-13,1.2986927659627322e-07,6.8674790826711413e-08,5.6791263127742431e-10,1.6929722211303449e-17,3.3973423959452346e-18,1.194442470302296e-13,9.7024743819658911e-08,3.274549456075357e-12,5.2710671774526393e-18,2.3015943340467987e-20,6.0601641372070666e-21,1.2242088005978788e-25,2.8136150140407564e-15,1.3091788276879153e-12,2.7968697289341488e-15,2.7976496239209236e-15,6.1490621086459868e-19,1.6496151012095532e-19,2.0365306875338077e-21,3.8100185885258446e-13,1.9459457482491354e-16,3.0609622355055467e-17,1.0654503648697483e-34,4.3784279594612627e-19,4.1365842197086352e-20,1.003716778396011e-34,1.0366472768520345e-09,4.1426066795568637e-24,1.2445225151629213e-24,7.8312128613777311e-13,2.3624337096627464e-13,2.1579415131078405e-12,7.832744715292889e-13,1.0686803977560465e-15,1.0037163983133276e-34,1.1683578308732484e-22,3.085827969556041e-25,1.8614477904361185e-25,1.7498772348351591e-29,1.0161557863201653e-20,2.2327378509342269e-33,1.0266701373625667e-17,2.8315233274788978e-30,2.0114457392786651e-34,2.2628621140012454e-20,7.2564547610669397e-39,3.420752155400875e-39,2.4527144843784611e-42,1.3401899124756452e-22,2.7356926989007006e-22,1.7198236437173547e-24,1.5727980268010599e-20,3.6032651455054874e-24,4.4566253611227109e-21,4.8905707749438404e-24,6.3574081153971163e-25,5.5884120410093192e-24,3.4161557127470582e-24,1.4917099292533983e-31,7.5585110492435984e-26,5.010125860641147e-23,2.4597201573786579e-25,8.109035279076063e-24,3.4491537705238346e-18,2.3407755847966135e-26,1.1475531514331357e-12,9.295261433103722e-16,2.5033647119136573e-21,9.2952613560366501e-16,1.1956368431813259e-26,1.0929972696895443e-31,6.2443200029409469e-32,8.6598083509275558e-41,2.4146825546289504e-42,3.0148183001682211e-23,1.9800663775570484e-32,7.02072911815165e-27,1.7776983210232919e-31,2.4811900463687818e-24,2.1571060158169441e-32,1.6699291664546093e-28,6.2433838893919419e-32,9.1722988211147774e-35,1.1548162082051409e-35,1.042609085321049e-32,2.0007985664719903e-32,2.0134130716900102e-33,3.9517131661514477e-32,1.706298057539033e-33,1.0498680821950343e-28,1.6234179974317512e-33,3.245283237348655e-34,1.6738412758717333e-37,3.0675216886065353e-11,1.824042428345941e-23,1.915674473451142e-23,8.6269561460243406e-30,4.8037523044458344e-37,1.0326875125252243e-38,1.2317892407655846e-38
1.126391354654035e-12,0.2858099204533399,76.950000000000003,0.0,0.0,0.0,0.99999825316525692,9.4999999980777243,7.8793620980945172e-08,6.8007016192367326e-07,6.7935039972958936e-07,1.3194431568228094e-09,2.4038191677372671e-13,1.3121396649601798e-07,7.2261718606429716e-08,6.0138829505136097e-10,1.8099023829141004e-17,3.761981637391201e-18,1.2772546594988093e-13,1.0209240785582789e-07,3.5015714580257647e-12,5.581774894677212e-18,2.4380094259408616e-20,6.7009661642723213e-21,1.371708797237295e-25,3.0721220075159117e-15,1.3998040432278431e-12,3.092506548399023e-15,3.0933810377949133e-15,6.8746496581534221e-19,1.8699339227508227e-19,2.1853339530864359e-21,4.0119621990801669e-13,2.0663690416743724e-16,3.3026400049150446e-17,1.3470309290843552e-34,4.9080395633134233e-19,4.4812629876934044e-20,1.2689828855667417e-34,1.0907923409209115e-09,4.6467009724919344e-24,1.3953284904626764e-24,8.4320783215879135e-13,2.5432760533097111e-13,2.2261464246275519e-12,8.4338007923599104e-13,1.1959972175883177e-15,1.2689823886462529e-34,1.3106731160997791e-22,3.5326682746942319e-25,2.1607549645946698e-25,2.1036519380999363e-29,1.1070117818030618e-20,2.7790836099209389e-33,1.0977261221006112e-17,3.3514916870040224e-30,2.5037071252040003e-34,2.4976501952875622e-20,9.3503560381555961e-39,4.3074801529977705e-39,3.1661469660073814e-42,1.5561603070660381e-22,2.9358085837945029e-22,1.9869998388558454e-24,1.7390201219459191e-20,4.0444276566945002e-24,4.7655615211729611e-21,5.4976223509699695e-24,7.2638552820107484e-25,6.1785002673606813e-24,3.7755367753546527e-24,1.70439345993671e-31,8.1523839849236039e-26,5.5682255225624114e-23,2.9437208103483513e-25,9.133502463313661e-24,3.6337362007094891e-18,2.805039507554237e-26,1.2016952071442284e-12,9.7413151552700428e-16,2.714256721327264e-21,9.7413150714009211e-16,1.3895019831829178e-26,1.2084117494670497e-31,6.9036855371906953e-32,1.0801448448013242e-40,3.1479174275485941e-42,3.3337810232305356e-23,2.1950828896547949e-32,7.7728293303239075e-27,2.1304592035609581e-31,2.7434720654662852e-24,2.6772602460064958e-32,1.9094145313000881e-28,7.3887170793451732e-32,1.1218607419642602e-34,1.3873227805826874e-35,1.232695245526433e-32,2.2130158103875223e-32,2.5004318556966052e-33,4.3714618192101253e-32,2.0547574420387025e-33,1.208244737168547e-28,1.8737327096944175e-33,3.8492149534533915e-34,1.9980334865681705e-37,3.099653515179667e-11,2.1179850028059871e-23,2.1904288147237329e-23,9.8700168371963737e-30,5.89388784367338e-37,1.2222050895651271e-38,1.5060544593822018e-38
1.1635265759188993e-12,0.2858099204529407,76.950000000000003,0.0,0.0,0.0,0.99999819563395642,9.499999997955495,8.1391308704094598e-08,7.024766064422359e-07,7.0170277928510749e-07,1.4075066050846178e-09,2.4841058195067341e-13,1.3247025770979966e-07,7.5884364403657313e-08,6.3549004567306718e-10,1.9307045892177095e-17,4.1521617151700237e-18,1.3628412490628056e-13,1.0721053485562068e-07,3.7361985906559127e-12,5.8982938040030425e-18,2.5770011212161487e-20,7.3853936317573038e-21,1.5309501881299334e-25,3.3438501084142895e-15,1.4934508492700549e-12,3.4082559318683763e-15,3.409232627370213e-15,7.6560067406926238e-19,2.1105964591500899e-19,2.3380046275944809e-21,4.2161990360212273e-13,2.1886793020169526e-16,3.5524373817539686e-17,1.6901140518549312e-34,5.4785607374939192e-19,4.8398908787006961e-20,1.592188363578079e-34,1.145476603400002e-09,5.1899834725747031e-24,1.5578055737294233e-24,9.0512716977829837e-13,2.7295821322064436e-13,2.292157190346924e-12,9.0531997461475922e-13,1.3328671246863012e-15,1.5921877195310773e-34,1.4642644569298825e-22,4.0266375346755932e-25,2.4954446131969197e-25,2.5132266688285946e-29,1.2022027196140319e-20,3.4337316954423447e-33,1.171150092093906e-17,3.9454159913244131e-30,3.0935675811831699e-34,2.747825097050456e-20,1.1946647649296305e-38,5.3833767507560903e-39,4.052526946373885e-42,1.797337703640194e-22,3.1429854230378464e-22,2.2835148461567326e-24,1.9165473401497136e-20,4.5212369679927455e-24,5.0848497150784495e-21,6.1547064047151319e-24,8.2635259077386527e-25,6.8086544802245621e-24,4.1570519827286111e-24,1.9389494516573182e-31,8.7726585516449546e-26,6.1663880953204752e-23,3.5003779713408803e-25,1.0244654851807569e-23,3.820244643339459e-18,3.3398522754950369e-26,1.2565814820998032e-12,1.0180415696183221e-15,2.9356490269832366e-21,1.0180415605227714e-15,1.6062665215498564e-26,1.3316628976975857e-31,7.6078221209792634e-32,1.3372093424224054e-40,4.068516010242495e-42,3.6744846235862889e-23,2.4251558518339272e-32,8.5768228954891366e-27,2.5368613244371629e-31,3.023599101279312e-24,3.2978988128173082e-32,2.1737688752831549e-28,8.6962372692260352e-32,1.3631504973935764e-34,1.6562283362306678e-35,1.4495346955609832e-32,2.4397255066107888e-32,3.0819488011847955e-33,4.8199033721126058e-32,2.4585452102595748e-33,1.3839399546243078e-28,2.152019557952166e-33,4.5398829493759486e-34,2.3709946664270284e-37,3.1297007775375288e-11,2.4462350657187791e-23,2.4937186298705099e-23,1.124276150421676e-29,7.1831043328767203e-37,1.4389566649159886e-38,1.8297718622351922e-38
1.2006617971837637e-12,0.2858099204525302,76.950000000000003,0.0,0.0,0.0,0.99999813810423988,9.4999999978298426,8.3988996112474154e-08,7.2488244391778962e-07,7.240523325807554e-07,1.4983904122422523e-09,2.5599760359043091e-13,1.3364396227265757e-07,7.9540380079194455e-08,6.7019638109973841e-10,2.0553757645056869e-17,4.5687903698729301e-18,1.4512021760354213e-13,1.1237580733434505e-07,3.978430643279996e-12,6.2204243271933157e-18,2.718483304294814e-20,8.1148799373790724e-21,1.7024143397484008e-25,3.6289255773035413e-15,1.5901181989676544e-12,3.7447772859599843e-15,3.7458641166936526e-15,8.4952367995060978e-19,2.3726733284774939e-19,2.4943749282041901e-21,4.422604803850505e-13,2.3127702029053143e-16,3.8101508932751781e-17,2.1055044235132406e-34,6.0913255822353813e-19,5.2123725499524801e-20,1.9835119757871631e-34,1.2006646196419247e-09,5.7737433785221973e-24,1.7323353515565834e-24,9.6881871450547271e-13,2.921165832996162e-13,2.3559773259903076e-12,9.6903362024390983e-13,1.4795722751848251e-15,1.9835111478319112e-34,1.629552193043202e-22,4.5709824101713174e-25,2.8682814475347381e-25,2.985075524788128e-29,1.3017426082841064e-20,4.2134397379951231e-33,1.2469411838866231e-17,4.6209638388537124e-30,3.796132717434534e-34,3.0138355602939812e-20,1.5143038330160629e-38,6.6807207263852973e-39,5.1459601007579509e-42,2.0655724932325575e-22,3.3572206152396418e-22,2.6112599972352291e-24,2.1057500845920611e-20,5.0351457364692889e-24,5.414490519104824e-21,6.8639331008517849e-24,9.362534743791858e-25,7.4801814734529343e-24,4.5610260301944693e-24,2.1968124767048636e-31,9.4197392337984883e-26,6.8060015571920215e-23,4.137314938703724e-25,1.1446329271869776e-23,4.0085524769724758e-18,3.9527785981687363e-26,1.3121995203186151e-12,1.0611902630458183e-15,3.1677365097391248e-21,1.0611902532135617e-15,1.8476621161783412e-26,1.4630063225002468e-31,8.3581900476323887e-32,1.6438816524501141e-40,5.2159591784735598e-42,4.037645989425534e-23,2.6707805008591758e-32,9.4344415582113924e-27,3.0026621232545123e-31,3.3221563824767507e-24,4.0338459174027792e-32,2.464655316823239e-28,1.0182550525136967e-31,1.6461586552769367e-34,1.9656934647347936e-35,1.6958544917323398e-32,2.6814055534033824e-32,3.7719998402251343e-33,5.2979831151023716e-32,2.9240552212838839e-33,1.5781748976099769e-28,2.4602938715341422e-33,5.3262625343311242e-34,2.7980977415481816e-37,3.1577348422933637e-11,2.811311048266177e-23,2.8274527355838052e-23,1.2753903093272959e-29,8.6994726314033684e-37,1.6858622996360398e-38,2.209930441921439e-38
1.2340834963221417e-12,0.28580992045215126,76.950000000000003,0.0,0.0,0.0,0.99999808632876264,9.499999997713843,8.6326914510890855e-08,7.4504719503246662e-07,7.4416451594138165e-07,1.5825953991897074e-09,2.6321588331757809e-13,1.3463417931709555e-07,8.2857509273768532e-08,7.0193182703704107e-10,2.1708852992368107e-17,4.9671231910865211e-18,1.533099018824534e-13,1.1706229605372219e-07,4.2029415288879298e-12,6.5149803107192745e-18,2.8478756039861333e-20,8.8111273881392757e-21,1.8675822166350222e-25,3.8970031262120898e-15,1.6797005137891217e-12,4.0659513539132679e-15,4.0671443491277676e-15,9.3017633106350812e-19,2.627747203027873e-19,2.6381357441488812e-21,4.610128295927191e-13,2.425892052889818e-16,4.0486919019949095e-17,2.5512886560520437e-34,6.6800074791448264e-19,5.559368721382818e-20,2.4034687453776755e-34,1.2507371291845184e-09,6.334774619717558e-24,1.9000247684539899e-24,1.0276064461251062e-12,3.0979503178011237e-13,2.411552176509087e-12,1.0278425997343608e-12,1.6202416088545369e-15,2.4034677141892627e-34,1.7886560466377162e-22,5.1067388698685111e-25,3.2388251649420403e-25,3.4687346736545643e-29,1.395055818356257e-20,5.0374889159862119e-33,1.3171763452402806e-17,5.3055007861691706e-30,4.5386733615467657e-34,3.2671524917992141e-20,1.8625570206698542e-38,8.0677455219970735e-39,6.3395193596300975e-42,2.3316899166641251e-22,3.5560650372480541e-22,2.9345175019607329e-24,2.2863211572929908e-20,5.5305850046117591e-24,5.720019236845093e-21,7.5485655514170712e-24,1.0441780419001551e-24,8.1210089234046528e-24,4.9440512304520022e-24,2.4500375062064214e-31,1.0025365320857805e-25,7.4182409407850132e-23,4.7858621630636713e-25,1.2608412985807018e-23,4.1794700744104419e-18,4.5778326251624876e-26,1.362871777690924e-12,1.0993261008411722e-15,3.3859198770364555e-21,1.0993260903222053e-15,2.087454883392964e-26,1.5883454370226138e-31,9.0742552061204935e-32,1.9684660427010119e-40,6.4806054506154972e-42,4.3842850893415253e-23,2.9055463911887413e-32,1.0253579040197556e-26,3.4777177128551333e-31,3.6070993351487217e-24,4.8082713969410864e-32,2.7505558285580413e-28,1.1687699917244543e-31,1.9411214006731107e-34,2.2825774028478401e-35,1.9451460059367268e-32,2.9121112785585618e-32,4.4986238977497753e-33,5.7543765839666403e-32,3.4014508225670068e-33,1.7698806090061987e-28,2.7651022046459919e-33,6.1237256031093305e-34,3.2335372021241856e-37,3.1813766214748321e-11,3.1735051836559706e-23,3.1554705647916225e-23,1.4239688643785796e-29,1.0283915358338641e-36,1.9364464338807197e-38,2.6067005270761466e-38
1.2675051954605196e-12,0.28580992045176334,76.950000000000003,0.0,0.0,0.0,0.99999803455441272,9.4999999975951059,8.8664832654349965e-08,7.6521148562152487e-07,7.6427441346898072e-07,1.6690814400815391e-09,2.703667833878853e-13,1.3556561254370956e-07,8.6198390351645874e-08,7.3412551720769832e-10,2.289523999017972e-17,5.388285320675526e-18,1.6172429836468097e-13,1.2178234180391843e-07,4.4336120911982818e-12,6.8137896113062303e-18,2.9791550673045272e-20,9.546077853200257e-21,2.0433963807453452e-25,4.1760682107122108e-15,1.7717278592122466e-12,4.4049650351337257e-15,4.4062711086867275e-15,1.0158402913692489e-18,2.9018429964309952e-19,2.784643646960794e-21,4.799235123186093e-13,2.5403073714923968e-16,4.2933289348155866e-17,3.0756199367592692e-34,7.3048842721420535e-19,5.9174307208168732e-20,2.8974220476818487e-34,1.3011682027992073e-09,6.9305038779875899e-24,2.0780425412134435e-24,1.0877370614733783e-12,3.2787253729623351e-13,2.4653760404177284e-12,1.0879957819525112e-12,1.769290738608463e-15,2.8974207708893055e-34,1.9578727777576559e-22,5.6885486161179023e-25,3.6447702922888731e-25,4.013914237783391e-29,1.4919061837362674e-20,5.9929537639039464e-33,1.3893275553448031e-17,6.0691177913105417e-30,5.3996546653962581e-34,3.5339792180152134e-20,2.2778585039069201e-38,9.6934553747101496e-39,7.7654088007854462e-42,2.6226878923098079e-22,3.7606227537403403e-22,3.2860404120586173e-24,2.4769191530990811e-20,6.0583123067379487e-24,6.0339345530151116e-21,8.2786873955899418e-24,1.1611312330717276e-24,8.7973577334475478e-24,5.3457077538103572e-24,2.7244456129146902e-31,1.0653326690383639e-25,8.0661905222127135e-23,5.5121725808498491e-25,1.3849748977751481e-23,4.3516684373097551e-18,5.2788538294490318e-26,1.4141193746967732e-12,1.1367639565705704e-15,3.6130641046539286e-21,1.1367639453427769e-15,2.3499897005636939e-26,1.7206323346485687e-31,9.8300131935447284e-32,2.3453058635168745e-40,8.0051333194548457e-42,4.7502181909430333e-23,3.1536649735120617e-32,1.1118817828270511e-26,4.0105498200783736e-31,3.9078710364925566e-24,5.7023651517318211e-32,3.060625816707358e-28,1.3365658555822705e-31,2.2787980334989382e-34,2.6394084222497059e-35,2.2229141398622729e-32,3.1556769547340973e-32,5.338073792517132e-33,6.2362311348153938e-32,3.9397367671325876e-33,1.978575110748881e-28,3.0974575172398197e-33,7.0138327426501129e-34,3.721977131408005e-37,3.203640135685962e-11,3.5695624815081896e-23,3.511222567820033e-23,1.5851611247836801e-29,1.2101999108138534e-36,2.2164347179297111e-38,3.0616161056707362e-38
1.3009268945988976e-12,0.28580992045136655,76.950000000000003,0.0,0.0,0.0,0.99999798278112295,9.4999999974736422,9.1002750542854036e-08,7.8537532998692171e-07,7.8438202679000643e-07,1.757846908793428e-09,2.7733681738781941e-13,1.36441751655708e-07,8.9561613376501504e-08,7.6676326318923755e-10,2.4112896279470193e-17,5.8329468754826889e-18,1.7036340297625452e-13,1.265339526066996e-07,4.6704421910566283e-12,7.1167205345689511e-18,3.1122645943004796e-20,1.0320775678488419e-20,2.2302124345091142e-25,4.4661965743678121e-15,1.8661994733325258e-12,4.7622985599973364e-15,4.7637248596260807e-15,1.1066687827245641e-18,3.1957671056509396e-19,2.9337848142703425e-21,4.9898506548335234e-13,2.655951982880887e-16,4.5439120652164946e-17,3.6897047566297494e-34,7.9668575045883267e-19,6.2864818448509206e-20,3.4759291961606505e-34,1.3519365577723087e-09,7.5618026573635661e-24,2.2666465599852583e-24,1.1491672564546808e-12,3.463358119499596e-13,2.5174669890875123e-12,1.1494498939522483e-12,1.9269057848730253e-15,3.4759276240358154e-34,2.137501200329917e-22,6.3190154950759315e-25,4.0883645520574072e-25,4.6264032603009749e-29,1.592297610688789e-20,7.0962923680721927e-33,1.4633941931401739e-17,6.9185183577501526e-30,6.3939141441250111e-34,3.8146357667316483e-20,2.7707408022046336e-38,1.1590934863560698e-38,9.4606698401259372e-42,2.9400219392776967e-22,3.9708919046102378e-22,3.66725811585125e-24,2.6778138125111777e-20,6.6193880842894836e-24,6.3562369746785876e-21,9.0558422444579381e-24,1.2875972663583801e-24,9.5101789273694877e-24,5.7661776573688106e-24,3.0211728038481355e-31,1.1303918041757754e-25,8.7508610891745199e-23,6.3227473209581463e-25,1.5173155566066178e-23,4.5250715385494029e-18,6.0623504171724078e-26,1.4659348307658709e-12,1.1734738848245287e-15,3.8493093965859671e-21,1.173473872866106e-15,2.6366455361329272e-26,1.8600530350791066e-31,1.0626526743576599e-31,2.7810075891583469e-40,9.8338996774143244e-42,5.1359678217153771e-23,3.4154913156236838e-32,1.2031420174255657e-26,4.606113125054205e-31,4.224897728996393e-24,6.7302848601860194e-32,3.3961890420185847e-28,1.5230850143698675e-31,2.663981472009866e-34,3.0398803401952032e-35,2.5315293616359005e-32,3.4124506462732561e-32,6.3037983381333953e-33,6.7442352574767674e-32,4.5445813425392138e-33,2.2052349888109184e-28,3.4589746024178673e-33,8.0043689603741039e-34,4.2681746932339809e-37,3.2245806051830065e-11,4.0014639400717472e-23,3.8962281882698935e-23,1.7596609024088881e-29,1.4180463717560483e-36,2.5284228248630239e-38,3.5814091779899184e-38
1.3343485937372755e-12,0.28580992045096093,76.950000000000003,0.0,0.0,0.0,0.99999793100883028,9.4999999973494749,9.3340668176405492e-08,8.0553874128172007e-07,8.0448735752975131e-07,1.8488901803599259e-09,2.8472209918188755e-13,1.3726587920797371e-07,9.2945852098598681e-08,7.998313158503614e-10,2.5361799897504942e-17,6.3017806123087305e-18,1.792272117958108e-13,1.3131525471744181e-07,4.9134316935751736e-12,7.4236454690979145e-18,3.2471485068003847e-20,1.1136265021759692e-20,2.4283874418402116e-25,4.7674594416345991e-15,1.963114594633551e-12,5.1384320084811459e-15,5.1399859164976998e-15,1.2028149851107347e-18,3.5103332949559077e-19,3.0854484493790104e-21,5.1819046904123715e-13,2.7727654548812861e-16,4.8002918406543029e-17,4.4059927856422077e-34,8.6668062576550149e-19,6.6664441931540226e-20,4.1507186766992106e-34,1.4030221746122933e-09,8.2295208278995501e-24,2.466088306140183e-24,1.2118542282525194e-12,3.651717254767959e-13,2.5678467890337233e-12,1.2121621630789725e-12,2.0932667949755429e-15,4.1507167511218768e-34,2.3278377209293011e-22,7.0008188265066003e-25,4.5719296462213184e-25,5.3123529115079492e-29,1.6962322854387186e-20,8.3654878437452887e-33,1.5393756402307459e-17,7.8607799849548236e-30,7.5376648412793805e-34,4.1094399538967845e-20,3.3530363133519055e-38,1.3796810642579444e-38,1.1467013498092544e-41,3.2851790250268514e-22,4.1868706329297439e-22,4.0796123496807503e-24,2.8892747873976789e-20,7.214873016200519e-24,6.6869270324893968e-21,9.881574862160689e-24,1.4240724106250271e-24,1.0260423021514868e-23,6.2056272408492031e-24,3.3413833540086379e-31,1.1977434013143493e-25,9.473263103924914e-23,7.2243879545558693e-25,1.6581456278467995e-23,4.6996078622024588e-18,6.9351507123209403e-26,1.5183111088762185e-12,1.2094308743039145e-15,4.0947955082595639e-21,1.209430861593389e-15,2.9488369703003605e-26,2.0067934588204448e-31,1.1464858026723077e-31,3.2827957380839918e-40,1.201737206224891e-41,5.5420564733267284e-23,3.6913785954850967e-32,1.2992648248260611e-26,5.2696064118103698e-31,4.5586055334665427e-24,7.9073577845250768e-32,3.7586044006468222e-28,1.7298470435628036e-31,3.1018535132424912e-34,3.4879088919390365e-35,2.8734898702042753e-32,3.6827799568032165e-32,7.4103726188675847e-33,7.2790772460253266e-32,5.2219887974692331e-33,2.450864081447478e-28,3.8513142061727687e-33,9.1035305645099528e-34,4.8771710077104147e-37,3.2442517169195173e-11,4.471233359002334e-23,4.3120472396991305e-23,1.9481805151099491e-29,1.6548262727463834e-36,2.8751658318302757e-38,4.173398535898731e-38
1.3677702928756534e-12,0.28580992045054643,76.950000000000003,0.0,0.0,0.0,0.99999787923747585,9.4999999972226075,9.5678585555006648e-08,8.2570173360896547e-07,8.2459040731234705e-07,1.9422096309736311e-09,2.9174326512298982e-13,1.3804108252421285e-07,9.6349858847434256e-08,8.3331635155183503e-10,2.6641928116728157e-17,6.7954619258080331e-18,1.8831572104989348e-13,1.3612448540938798e-07,5.1625804679968844e-12,7.7344407411148847e-18,3.3837509622757364e-20,1.1993589853342035e-20,2.6382799214362609e-25,5.0799237938164539e-15,2.062472461984496e-12,5.5338453102770841e-15,5.5355344442257254e-15,1.3044320352996153e-18,3.8463623304151742e-19,3.2395268983955649e-21,5.3753311893729241e-13,2.8906908853779168e-16,5.0623196823915125e-17,5.2382749730715924e-34,9.4055872237338557e-19,7.0572391115077953e-20,4.9347825669650283e-34,1.4544062199562674e-09,8.9344866863437777e-24,2.6766128618358305e-24,1.2757557662053384e-12,3.8436733270572886e-13,2.6165403965134122e-12,1.2760904078545835e-12,2.2685478142675945e-15,4.9347802202791977e-34,2.529176351054542e-22,7.7367137002438879e-25,5.0978615583432254e-25,6.0782882053621271e-29,1.80371079315045e-20,9.8201407745154122e-33,1.6172712808869189e-17,8.9033648499545513e-30,8.8485787809617893e-34,4.4187073985990944e-20,4.0379925747534649e-38,1.6351519395522473e-38,1.3831247979914717e-41,3.6596765228419217e-22,4.4085570868661689e-22,4.5245555469328648e-24,3.1115716414032893e-20,7.845827933027168e-24,7.0260052789424593e-21,1.0757430957498158e-23,1.571064941103909e-24,1.1049040027818884e-23,6.6642077522587749e-24,3.6862697030308906e-31,1.2674169181510378e-25,1.0234406704093907e-22,8.2241970702876586e-25,1.8077479227553461e-23,4.875210130122704e-18,7.9044056746245162e-26,1.5712415884894237e-12,1.2446144733672483e-15,4.3496618082079774e-21,1.244614459883485e-15,3.2880136319958271e-26,2.1610394275887409e-31,1.2346068641797026e-31,3.8585507031299812e-40,1.4612756250301707e-41,5.9690065972156907e-23,3.9816781043393335e-32,1.4003764127312273e-26,6.0064745016970572e-31,4.9094204496142371e-24,9.250134313379231e-32,4.1492659112083329e-28,1.958450626155156e-31,3.5980045500954358e-34,3.9876380216141037e-35,3.2514249137840786e-32,3.9670120904925515e-32,8.6735513056874507e-33,7.8414452081892272e-32,5.9783076877743412e-33,2.7164934704122996e-28,4.2761830125627704e-33,1.0319934103576051e-33,5.5543001082206312e-37,3.2627782200829475e-11,4.9809359204269572e-23,4.7602798938729818e-23,2.1514507812914478e-29,1.9236677311908138e-36,3.2595840551332508e-38,4.8455247468301386e-38
1.4011919920140314e-12,0.2858099204501232,76.950000000000003,0.0,0.0,0.0,0.99999782746700328,9.4999999970930684,9.8016502678659569e-08,8.4586431961286177e-07,8.4469117776076509e-07,2.0378036379843675e-09,2.9866726880042062e-13,1.3877026626160208e-07,9.9772460011412633e-08,8.672054591766152e-10,2.7953258849518928e-17,7.3146688466923216e-18,1.976289271085038e-13,1.4095998658726593e-07,5.4178883875718261e-12,8.0489865152843007e-18,3.522019742136895e-20,1.2893793956835663e-20,2.8602498423144114e-25,5.4036526128685969e-15,2.164272314637867e-12,5.9490182449008253e-15,5.9508504581815044e-15,1.4116730261621725e-18,4.2046816476788768e-19,3.3959157087173046e-21,5.5700680317369111e-13,3.0096747061878156e-16,5.3298481983837383e-17,6.2017913704859609e-34,1.0184034893458173e-18,7.4587875430692927e-20,5.8424781156490706e-34,1.5060709783374244e-09,9.6775071289628154e-24,2.8984589543551852e-24,1.3408303189138087e-12,4.0390989379617851e-13,2.6635755409141869e-12,1.3411931050984035e-12,2.4529169814811792e-15,5.8424752693938928e-34,2.741808736122355e-22,8.5295312722175973e-25,5.6686308529909966e-25,6.9311198057773357e-29,1.9147322228008124e-20,1.1481567333936766e-32,1.6970805020438666e-17,1.0054130568148997e-29,1.0345875562560444e-33,4.7427515378621431e-20,4.8404008672173882e-38,1.929960107288143e-38,1.6605758433297054e-41,4.0650611930425959e-22,4.6359494240674996e-22,5.0035493110975114e-24,3.3449738503508808e-20,8.513313755161065e-24,7.373472286775891e-21,1.168495702544033e-23,1.7290950956677992e-24,1.1876979456450104e-23,7.142056072350121e-24,4.0570523526560501e-31,1.3394418061599403e-25,1.103530170271775e-22,9.3295780614284762e-25,1.9664056607723563e-23,5.0518150588123576e-18,8.9775906982384284e-26,1.6247200415965294e-12,1.2790084400176345e-15,4.6140473329563902e-21,1.2790084257398477e-15,3.6556596581244586e-26,2.3229766650572694e-31,1.3271219633359366e-31,4.5168489338845194e-40,1.7684715272802196e-41,6.4173406002425274e-23,4.2867392607430369e-32,1.5066029784676132e-26,6.8224096343092396e-31,5.2777683566432733e-24,1.0776441815074592e-31,4.5696027017175179e-28,2.2105754391292089e-31,4.1584541297062325e-34,4.5434461171731811e-35,3.6680981031234649e-32,4.2654948229934e-32,1.011032261613211e-32,8.4320270485683508e-32,6.8202389352469504e-33,3.003181472287168e-28,4.7353336291187947e-33,1.1662625067727266e-33,6.3051980127856613e-37,3.2802184546875573e-11,5.5326768023137136e-23,5.2425666690343281e-23,2.3702210146522376e-29,2.2279434916416795e-36,3.6847690396709479e-38,5.6063875723900087e-38
