Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155),S(4335),S(4374)
2.3613970611258626e-08,0.2858040363325368,76.950000000000003,0.0,0.0,0.0,0.96342512727380225,9.4976154749691126,0.0015890392409236569,0.013459114296137118,0.010866979454304889,0.0021050411364154139,4.7535523409587194e-09,1.4516509134642102e-07,0.0025738888188324774,3.1074776690633881e-05,2.8877111018869432e-11,0.00014307984326412948,0.00017820621751981423,0.0036467317567111146,0.0014480080541066519,2.8842550902072744e-13,1.2828196063769058e-13,5.0185451392516911e-09,8.002028010227396e-12,2.5448880400211944e-07,6.7145144427969567e-06,0.00047831223311771382,0.00047943345862704864,1.5239319006025881e-07,9.6046114854987488e-08,1.3955913281925376e-16,7.5901967610005076e-06,4.812549043065534e-09,1.5099949008501934e-09,6.4417955981952455e-08,8.8377867871252961e-08,2.3367462281829915e-10,9.0375768286643685e-08,3.9094786813324186e-05,8.5060981451364704e-13,2.5244562098046116e-13,1.1457495800122341e-09,2.0059238041407954e-10,3.9831275560503136e-12,1.4682389021975638e-08,5.4465056685128346e-08,8.9349141412455332e-08,1.6125664484844288e-09,2.3562184378832346e-07,7.9685093014916536e-08,1.6654169043304845e-07,1.9482304943053922e-12,2.0815583150947176e-08,1.5875643579763382e-10,5.6403162797700277e-08,1.4547035758911445e-08,5.1985730236911602e-12,4.0825070032754541e-09,5.298487986438429e-09,6.6033293956486691e-10,3.2476231419530122e-10,4.7725693438138816e-15,1.0692446517866945e-14,7.1462331782335253e-09,2.8137993948782463e-12,7.1373321317980201e-11,4.1149894899680324e-12,1.1203636783304892e-11,1.3732520305561759e-11,2.4383936520740331e-14,2.6281913689259403e-18,4.614211110111133e-14,1.5512586558321933e-10,3.2208376380094532e-14,2.8606893776512545e-12,1.3363235351163848e-13,2.8493987699227956e-14,9.9603379538134917e-05,1.9064559087061717e-12,5.0587500797687777e-06,1.9010786203272614e-12,2.166986661731266e-12,2.6860717816881609e-19,1.5345580022417414e-19,6.6621476042002726e-15,9.4495326665114511e-12,1.9465538330348024e-11,1.1166067903436853e-20,4.7021042192033314e-15,4.8942931628368933e-17,3.2430869466707479e-11,2.0788984781694209e-16,9.5065666416265e-13,5.7058388471564594e-13,3.6479389616468477e-14,1.8475238443963698e-16,2.2544093024389931e-14,2.6195802729687386e-19,6.054267965240945e-17,5.2369962705378208e-19,9.6503531579686024e-15,5.8519792562246527e-12,9.865397755229864e-17,1.2896122619702667e-15,1.7851196996622108e-13,3.4342287174374284e-11,3.970381930249773e-11,3.8416712088717131e-07,1.7605795267973327e-13,8.6170307872258051e-15,1.3023895050106059e-14,3.1140333381048491e-10
2.4157673400153904e-08,0.28580393313687663,76.950000000000003,0.0,0.0,0.0,0.96258849628338339,9.4975575037958002,0.0016241685390480075,0.013746566061797454,0.011088137187915754,0.0021479672131233065,4.8550480065520562e-09,1.4504695569991895e-07,0.0026319213581661614,3.1738304142795218e-05,2.9465974135862559e-11,0.00015270701356443584,0.00018915647835619545,0.0037292073437974302,0.0015131316557447972,2.9458414517626432e-13,1.3610948163919675e-13,5.3295613937817148e-09,8.542003843999545e-12,2.6051528937058588e-07,6.8523025711130676e-06,0.00049990006056108529,0.00050112199097596902,1.5927033442655424e-07,1.0038055740459823e-07,1.4271550202031252e-16,7.9296911780592479e-06,5.0277773395635406e-09,1.5776499509728246e-09,7.1463527287524661e-08,9.2598845118056859e-08,2.4534019144703091e-10,1.0107278484306103e-07,3.9982367518123191e-05,8.9123031575785832e-13,2.6450104943715714e-13,1.1585509294586637e-09,2.040507198802363e-10,3.9846414054867676e-12,1.5014307888441926e-08,5.574392501939753e-08,9.9897592887878584e-08,1.6965415791581361e-09,2.5614899501075836e-07,8.5524351566372095e-08,1.8280307172141586e-07,2.0354050369322416e-12,2.2863660446301954e-08,1.6387192602500082e-10,6.2973478582198241e-08,1.6090542401292028e-08,5.3661152864719416e-12,4.5428515966342074e-09,6.0858377266921723e-09,7.5909880646165476e-10,3.4002847801202946e-10,4.9291744812057072e-15,1.1001897517663532e-14,7.5409806163093778e-09,2.9692139229598825e-12,7.8148813372769967e-11,4.3422729811102943e-12,1.1818209295394995e-11,1.5037875599621302e-11,2.6649540372519405e-14,2.772360120441627e-18,5.0753368896527258e-14,1.7064631675883331e-10,3.314064334647986e-14,2.9898037366003863e-12,1.3665384124546798e-13,2.9319689875795612e-14,0.00010385305665676525,1.9498285822484035e-12,5.5178658118387785e-06,1.9441798341584874e-12,2.2768839238712419e-12,2.9413984038322701e-19,1.6804265951306581e-19,7.3690321367832841e-15,1.0608934449347091e-11,2.0435575273705916e-11,1.172098684673166e-20,4.9364269231952269e-15,5.125641575169901e-17,3.5483337236907213e-11,2.1771913783594149e-16,1.0201859560715378e-12,6.1306608628864892e-13,3.9196121995666828e-14,1.9850687260758366e-16,2.4198742395647191e-14,2.866085950997613e-19,6.3407036759563045e-17,5.7298815588521202e-19,1.0342284052958316e-14,6.5310101181516971e-12,1.1010124014946638e-16,1.3911398467175969e-15,2.0726176398724691e-13,3.4314339351318243e-11,4.1470188385257475e-11,4.1702640804010808e-07,1.9111577013785367e-13,9.321708990120235e-15,1.4741097923515754e-14,3.6089144599132314e-10
2.4701376189049182e-08,0.2858038309832376,76.950000000000003,0.0,0.0,0.0,0.96175234829202638,9.497499318231192,0.0016592333231102352,0.014032847100340657,0.011307874863823661,0.0021906164736647605,4.9561288980622959e-09,1.4492888543545886e-07,0.0026898988085982184,3.2399120071821788e-05,3.0051039868073017e-11,0.00016273100048995915,0.00020052069075892929,0.00381161633351063,0.001579571535048132,3.0071761389621634e-13,1.4423153382114837e-13,5.6524394887966917e-09,9.1043196017824695e-12,2.665369097803549e-07,6.9892081439456872e-06,0.00052191982368850524,0.00052324965730558696,1.6628501313061248e-07,1.0480168584027882e-07,1.4586932251711808e-16,8.2759017338924924e-06,5.2472613909003535e-09,1.6466459216253953e-09,7.9078558507555351e-08,9.6910112011648763e-08,2.5727635961825913e-10,1.1274426452436865e-07,4.0869530517173084e-05,9.3271932654327457e-13,2.7681423572941766e-13,1.1713465267430195e-09,2.0750745512522509e-10,3.9861568099880672e-12,1.5346412985312425e-08,5.7023514158924284e-08,1.1140317071051862e-07,1.7825649589594383e-09,2.7789497544035359e-07,9.162976189873392e-08,2.0019108357714835e-07,2.1243067163851724e-12,2.5054733629223625e-08,1.6904576166154537e-10,7.0128903146406321e-08,1.775187284687142e-08,5.5355688081768061e-12,5.0407865192856126e-09,6.9668580541762437e-09,8.6969255839588012e-10,3.5564596188835977e-10,5.087872469828429e-15,1.1315498054919623e-14,7.9485646576101261e-09,3.1296809755210614e-12,8.5469100782184366e-11,4.5769454669812881e-12,1.2452438320304006e-11,1.644829601141815e-11,2.9094657639057406e-14,2.9211399723720815e-18,5.5756500831983551e-14,1.8748727179447012e-10,3.4085411026741529e-14,3.1215014963497437e-12,1.3967285020859434e-13,3.0156461445733126e-14,0.00010816831537431786,1.9931865704096435e-12,6.0061843804228853e-06,1.9872602127398996e-12,2.3900260439649886e-12,3.2172756927223814e-19,1.8380358236649152e-19,8.1298768325096072e-15,1.1877952624346107e-11,2.1429400256083165e-11,1.2289403853393527e-20,5.1764958836709969e-15,5.3623458073963445e-17,3.8752222174704622e-11,2.2777604204958547e-16,1.0930804057198605e-12,6.5764194983470456e-13,4.2046766382901733e-14,2.1293911624276536e-16,2.5933750111350784e-14,3.1300645254070636e-19,6.6337776898170277e-17,6.2577080755377267e-19,1.1066535281122967e-14,7.276310835217983e-12,1.2266569627241791e-16,1.4980507079956325e-15,2.3998664366729067e-13,3.4286406995949024e-11,4.3270733673227708e-11,4.5185100943554648e-07,2.0707407287993591e-13,1.0065253227987932e-14,1.6635761044433728e-14,4.1682007395480031e-10
2.524507897794446e-08,0.2858037298466067,76.950000000000003,0.0,0.0,0.0,0.96091669704218552,9.4974409141564493,0.0016942336718197275,0.014317948897923384,0.01152618738451743,0.002232987939429575,5.0567920060342736e-09,1.4481088262345543e-07,0.0027478212040432065,3.3057204802718294e-05,3.0632294790852528e-11,0.0001731574681795112,0.00021230463158210743,0.0038939587729224551,0.0016473197538888148,3.0682573256397088e-13,1.5265221963882337e-13,5.9873470604435919e-09,9.689296529046433e-12,2.7255366851290688e-07,7.1252279573312836e-06,0.00054436832158263795,0.00054581363069863473,1.734362033541551e-07,1.0930885550380767e-07,1.4902059611109093e-16,8.6287780611802946e-06,5.4709691691355346e-09,1.7169727328678024e-09,8.729280560735311e-08,1.0131101399712346e-07,2.6948140732482548e-10,1.254531403913687e-07,4.1756288067771234e-05,9.7507052844499269e-13,2.8938330466346977e-13,1.1841365582781874e-09,2.1096263471310617e-10,3.9876738604884356e-12,1.5678706204305422e-08,5.8303831423215538e-08,1.2392725312905009e-07,1.8706240153025824e-09,3.0089723784268887e-07,9.8005849710162156e-08,2.1875157953351371e-07,2.2149228106190996e-12,2.7394670834766711e-08,1.7427753368362513e-10,7.7905775593006152e-08,1.9536476847669463e-08,5.7069201897729447e-12,5.5781995867647259e-09,7.9499779442699086e-09,9.9318586856870474e-10,3.7161482828901762e-10,5.2486772216551174e-15,1.1633342248821405e-14,8.3691283590636801e-09,3.2952567799768691e-12,9.3371697492253567e-11,4.8190891767265773e-12,1.3106530723004747e-11,1.7971024412761478e-11,3.1731583250629825e-14,3.0745794519382936e-18,6.1180350657254898e-14,2.0574605467773283e-10,3.5042963009791725e-14,3.2557635124030695e-12,1.4268938188118454e-13,3.1004553900144536e-14,0.00011254747867004438,2.0365304068368023e-12,6.5247555565302341e-06,2.0303203477269703e-12,2.5064628055615878e-12,3.5151203492402377e-19,2.0081950517973426e-19,8.947177534207665e-15,1.3263951257740714e-11,2.2446997745756115e-11,1.2871305149550255e-20,5.4223073487868755e-15,5.6044069895841988e-17,4.2248027337411975e-11,2.3806060876455469e-16,1.1694219227999148e-12,7.0436346914055357e-13,4.5034647769261695e-14,2.2806593779034496e-16,2.7751078691795449e-14,3.412363720430504e-19,6.9334914996633104e-17,6.8221711965143181e-19,1.1823845718677549e-14,8.093352403488107e-12,1.364395773611404e-16,1.6104953978072003e-15,2.7715473961707628e-13,3.4258490598072696e-11,4.5105206311665316e-11,4.8870778654788796e-07,2.239634850715422e-13,1.0848798119096444e-14,1.8721158986691217e-14,4.7984598467184696e-10
2.578878176683974e-08,0.2858036297022609,76.950000000000003,0.0,0.0,0.0,0.96008155610589141,9.4973822875585405,0.0017291696643317539,0.014601863129409228,0.011743069878560266,0.0022750806757179066,5.1570343877081876e-09,1.4469294930880922e-07,0.0028056885792389474,3.3712539096504774e-05,3.1209726081918751e-11,0.00018399193218214045,0.0002245139668420044,0.0039762347101541104,0.0017163683515163972,3.1290832260985886e-13,1.6137556254619822e-13,6.3344485564903847e-09,1.0297247490495517e-11,2.7856556892853848e-07,7.2603589480487897e-06,0.00056724233225775812,0.00056881107421900975,1.8072287556026655e-07,1.1390141750224564e-07,1.5216932464381413e-16,8.9882695222083466e-06,5.6988684747017494e-09,1.7886202505394132e-09,9.6136666072355396e-08,1.0580089256829901e-07,2.8195359434142163e-10,1.3926474401543068e-07,4.2642652580707879e-05,1.0182775649695342e-12,3.0220636974748264e-13,1.1969212126888311e-09,2.1441630780554039e-10,3.9891926479691397e-12,1.6011189494227255e-08,5.958488435196448e-08,1.3753351841587512e-07,1.9607060023443505e-09,3.2519305084641357e-07,1.0465703628840251e-07,2.3853080935310228e-07,2.3072405396069135e-12,2.9889391833809505e-08,1.7956683736487651e-10,8.6341691529406296e-08,2.1449874177124889e-08,5.8801561728717714e-12,6.1570080158357187e-09,9.0441399133037209e-09,1.1307162085818047e-09,3.8793514172961038e-10,5.4116044259011661e-15,1.1955523848600376e-14,8.8028130302824927e-09,3.4659968734350116e-12,1.0189620224255569e-10,5.0687853299600803e-12,1.3780690742830835e-11,1.9613706965282375e-11,3.4573295749078604e-14,3.2327264704285073e-18,6.7055580466509413e-14,2.2552613877104411e-10,3.6013581770723909e-14,3.3925705142531857e-12,1.4570343777950588e-13,3.1864217749654778e-14,0.00011698886327806519,2.0798606322203674e-12,7.0746325919101091e-06,2.0733608381813158e-12,2.6262452079044674e-12,3.8364279574871059e-19,2.1917587096166025e-19,9.8234621527175289e-15,1.4774588289506775e-11,2.3488350382112538e-11,1.3466675948469036e-20,5.6738571249112531e-15,5.8518262828380268e-17,4.5981532161749409e-11,2.4857288760609325e-16,1.2492923315639479e-12,7.5328259339037826e-13,4.8163088198925634e-14,2.4390414473627578e-16,2.9652688610667419e-14,3.7138535518911867e-19,7.239846636755325e-17,7.4250108811987612e-19,1.2614954348464834e-14,8.9879943684125316e-12,1.5152166512258846e-16,1.7286247946452731e-15,3.1928097044861088e-13,3.4230590641459364e-11,4.6973359739119379e-11,5.2766393224073828e-07,2.4181478186816164e-13,1.1673481159879096e-14,2.1011157356024962e-14,5.5067436825512852e-10
2.6332484555735017e-08,0.28580353052576857,76.950000000000003,0.0,0.0,0.0,0.95924693888393597,9.4973234345299034,0.0017640413802405589,0.014884581658697688,0.011958517699820257,0.0023168937915894073,5.2568531671407811e-09,1.4457508751079118e-07,0.0028635009697361379,3.4365104151009391e-05,3.1783321519286569e-11,0.00019523975979337171,0.00023715425130814541,0.0040584441943616323,0.0017867093456406765,3.1896520951851232e-13,1.7040550670594452e-13,6.6939052240971963e-09,1.0928476988313109e-11,2.8457261446519745e-07,7.3945981931510709e-06,0.00059053861310050704,0.00059223914136102959,1.8814399363416131e-07,1.1857871879665915e-07,1.5531550999647243e-16,9.3543252192044183e-06,5.9309269429683909e-09,1.8615782883261356e-09,1.0564116199974192e-07,1.103790854048667e-07,2.9469116152929383e-10,1.5424682709490027e-07,4.352863661470295e-05,1.0623340428766694e-12,3.1528153358385801e-13,1.2097006807288532e-09,2.1786852413992217e-10,3.9907132634342366e-12,1.6343864861022077e-08,6.0866680705223554e-08,1.5228796284884868e-07,2.0527980129838322e-09,3.5081947158223097e-07,1.1158763852618129e-07,2.5957538493478205e-07,2.4012470683764801e-12,3.2544863636695294e-08,1.8491327265158996e-10,9.5475505406242658e-08,2.3497650285845969e-08,6.055263652023442e-12,6.779156855055925e-09,1.0258815284251492e-08,1.2834888278466458e-09,4.046069688373547e-10,5.5766716364054074e-15,1.228213621361769e-14,9.2497582426052435e-09,3.6419561062516224e-12,1.1108436904777026e-10,5.3261141419641174e-12,1.44751200078251e-11,2.1384406799001663e-11,3.7633480401996662e-14,3.3956283265640942e-18,7.3414754334067159e-14,2.4693743092132452e-10,3.6997548610806416e-14,3.5319031080181166e-12,1.4871501945553899e-13,3.2735702471127011e-14,0.00012149078073252463,2.1231777940665662e-12,7.6568713551318397e-06,2.1163822903022868e-12,2.7494254648372991e-12,4.1827756603025101e-19,2.3896278218762042e-19,1.0761288677338514e-14,1.6417818519150654e-11,2.4553439005084828e-11,1.4075500467469724e-20,5.9311405837345648e-15,6.1046048802243839e-17,4.9963792710520241e-11,2.5931292955733443e-16,1.3327733542172573e-12,8.044512163809655e-13,5.1435406077528328e-14,2.6047052610951055e-16,3.1640537894293196e-14,4.035426346196762e-19,7.5528446719200859e-17,8.0680117105034838e-19,1.3440600264304178e-14,9.9665081267838928e-12,1.6801768436144001e-16,1.8525900709839935e-15,3.6693101532499023e-13,3.420270760381669e-11,4.8874949677235116e-11,5.6878693153207358e-07,2.6065887141980012e-13,1.2540442467005136e-14,2.3520216282738899e-14,6.3006095346510248e-10
2.6876187344630295e-08,0.2858034322929887,76.950000000000003,0.0,0.0,0.0,0.95841285860512515,9.4972643512680737,0.0017988488995724255,0.0151660965389887,0.012172526426630416,0.0023584264396986775,5.3562455353039418e-09,1.4445729922291399e-07,0.0029212584118878978,3.5014881601513147e-05,3.2353069479008051e-11,0.00020690617043922458,0.00025023092813531751,0.0041405872757212265,0.0018583347335098381,3.2499622283485805e-13,1.7974591672856822e-13,7.0658750987679303e-09,1.1583281183113385e-11,2.905748086372527e-07,7.5279429094524055e-06,0.0006142539013152343,0.00061609497649711318,1.9569851502547703e-07,1.2334010229180353e-07,1.5845915408929676e-16,9.7268940046491794e-06,6.167112050790573e-09,1.9358366098230563e-09,1.1583792277488096e-07,1.1504492650933583e-07,3.0769233201527785e-10,1.7046958164715311e-07,4.4414252870862045e-05,1.1072335335000663e-12,3.2860688826117835e-13,1.2224751551990756e-09,2.2131933400758512e-10,3.9922357978858398e-12,1.6676734367797812e-08,6.2149228463485949e-08,1.682589172419798e-07,2.1468869896177766e-09,3.7781331937976965e-07,1.1880186897348682e-07,2.8193224647257777e-07,2.4969295100394386e-12,3.5367096129315189e-08,1.9031644454165491e-10,1.0534733187223017e-07,2.5685451970415988e-08,6.2322296871282233e-12,7.4466174157236985e-09,1.1604019213678173e-08,1.4527787029232141e-09,4.2163037841181442e-10,5.7438983601856722e-15,1.2613272294228164e-14,9.7101018392720556e-09,3.8231886460340284e-12,1.209801774049839e-10,5.59115482954321e-12,1.5190017550767766e-11,2.3291617638533548e-11,4.0926552227015669e-14,3.5633317102595639e-18,8.0292423104235678e-14,2.7009655955216422e-10,3.7995143599803952e-14,3.6737417791047354e-12,1.5172412849660334e-13,3.3619256456417654e-14,0.00012605153840028021,2.1664824464680871e-12,8.2725294784244054e-06,2.1593853171593883e-12,2.8760570034047821e-12,4.5558248245405693e-19,2.6027515306720444e-19,1.1763243192255653e-14,1.8201896413484865e-11,2.5642242685308685e-11,1.4697761945224825e-20,6.1941526695544208e-15,6.3627440076974597e-17,5.4206141799010926e-11,2.7028078699864081e-16,1.4199465948408399e-12,8.5792116607185394e-13,5.4854915501988317e-14,2.7778184909281421e-16,3.3716581733595132e-14,4.3779967495942759e-19,7.8724872166986213e-17,8.7530029053549007e-19,1.4301522675468086e-14,1.1035601183628214e-11,1.860407119094366e-16,1.9825426616203649e-15,4.2072556933799302e-13,3.417484195675777e-11,5.0809734120645338e-11,6.1214452277595287e-07,2.8052677706733576e-13,1.3450824526052252e-14,2.6263392499523908e-14,7.1881413302276975e-10
2.7419890133525574e-08,0.2858033349800735,76.950000000000003,0.0,0.0,0.0,0.95757932832559567,9.4972050340752627,0.0018335923027787257,0.015446400012983185,0.012385091860879298,0.0023996778161172439,5.4552087501604791e-09,1.4433958641283236e-07,0.0029789609428392955,3.5661853521245403e-05,3.2918958932731864e-11,0.00021899623610725159,0.00026374932853641636,0.0042226640054145595,0.0019312364929835923,3.3100119616870826e-13,1.8940057744065323e-13,7.4505129944795557e-09,1.2261947917555034e-11,2.9657215503438742e-07,7.6603904529726573e-06,0.00063838491437369544,0.00064037571532375779,2.0338539089197054e-07,1.2818490692669018e-07,1.6160025888099677e-16,1.0105924491557536e-05,6.4073911230398616e-09,2.011384930591272e-09,1.267591673618857e-07,1.1979774634368592e-07,3.2095531226230148e-10,1.8800565878011213e-07,4.5299514187153441e-05,1.1529695740644727e-12,3.421805157451233e-13,1.2352448308652448e-09,2.2476878823208976e-10,3.9937603422999097e-12,1.7009800134828634e-08,6.3432535827677639e-08,1.8551706203122981e-07,2.2429597338212164e-09,4.0621115050965774e-07,1.2630383592614908e-07,3.0564862889056524e-07,2.5942749288103619e-12,3.8362137744735439e-08,1.9577596346667679e-10,1.1599854616317936e-07,2.8018983059094533e-08,6.4110415159520212e-12,8.1613857048148363e-09,1.3090325459262536e-08,1.6399324540895802e-09,4.3900544148562483e-10,5.9133061470560781e-15,1.2949024613415348e-14,1.0183979946736503e-08,4.0097479820918427e-12,1.3162990213970899e-10,5.8639856175335041e-12,1.5925579826888883e-11,2.5344277360452563e-11,4.4467678897648447e-14,3.7358827067775875e-18,8.7725210224596197e-14,2.9512716636238552e-10,3.9006645520618549e-14,3.8180668948983247e-12,1.5473076652496317e-13,3.4515126963149096e-14,0.00013066944050033887,2.2097751498660472e-12,8.9226655159618877e-06,2.2023705384257911e-12,3.0061944621558233e-12,4.9573236928819058e-19,2.8321286104276603e-19,1.2831937900703855e-14,2.0135378736742687e-11,2.675473875499298e-11,1.5333442659438247e-20,6.462887906732587e-15,6.6262449250246782e-17,5.8720189003128867e-11,2.8147651374694117e-16,1.510893523844436e-12,9.1374419447098413e-13,5.842492561183934e-14,2.9585485574238514e-16,3.5882772108774005e-14,4.7425017278618065e-19,8.1987759244930493e-17,9.481858326084768e-19,1.519846091128653e-14,1.2202442364819456e-11,2.0571160166659417e-16,2.118634232852177e-15,4.8134489693844587e-13,3.4146994165778119e-11,5.2777473326944655e-11,6.5780465927207592e-07,3.0144961973544143e-13,1.4405771946689152e-14,2.9256340461825953e-14,8.1779709517190674e-10
2.7963592922420852e-08,0.28580323856346684,76.950000000000003,0.0,0.0,0.0,0.95674636092819831,9.4971454793579575,0.0018682716707289458,0.015725484513020072,0.012596210027033324,0.0024406471601422708,5.5537401367171506e-09,1.4422195102226274e-07,0.0030366086005168156,3.6306002421731145e-05,3.3480979445081221e-11,0.00023151488182382088,0.00027771467149599469,0.0043046744356140358,0.002005406583601006,3.3697996719798105e-13,1.9937319368212412e-13,7.847970494985526e-09,1.2964756742573754e-11,3.025646573205946e-07,7.7919383183387693e-06,0.0006629283504688882,0.00066507848530566907,2.1120356624451038e-07,1.3311246776597272e-07,1.6473882636819513e-16,1.0491365063726778e-05,6.651731339113491e-09,2.0882129202079221e-09,1.3843768623624618e-07,1.2463687196565836e-07,3.3447829304586498e-10,2.0693018604756397e-07,4.6184433532908612e-05,1.1995356689994954e-12,3.5600048826836908e-13,1.2480099043764045e-09,2.2821693814760443e-10,3.9952869876024996e-12,1.7343064339534652e-08,6.4716611219061489e-08,2.0413544092202684e-07,2.3410029150968223e-09,4.3604923395750702e-07,1.3409754355016624e-07,3.307720285771721e-07,2.6932703430150681e-12,4.153607117338396e-08,2.0129144567686614e-10,1.2747178354343548e-07,3.050400011808886e-08,6.5916865667329576e-12,8.9254808614240433e-09,1.4728880867967943e-08,1.8463702265403538e-09,4.5673223138517803e-10,6.0849186801927358e-15,1.3289485249169226e-14,1.0671526987116539e-08,4.2016869303366941e-12,1.4308218280652376e-10,6.1446837459681684e-12,1.6682000733267009e-11,2.7551781465111908e-11,4.8272803503047132e-14,3.913326801279569e-18,9.5751898511564112e-14,3.2216020125285547e-10,4.0032331816197956e-14,3.964858707476893e-12,1.5773493519742967e-13,3.542356006754964e-14,0.00013534278910928727,2.2530564708143184e-12,9.6083381142523675e-06,2.2453385801129821e-12,3.1398936891566355e-12,5.3891100189123066e-19,3.0788089733197782e-19,1.3970009158552577e-14,2.2227127003445536e-11,2.7890902839489775e-11,1.5982523944896481e-20,6.7373404073210401e-15,6.8951089267118654e-17,6.3517820551380475e-11,2.9290016509504517e-16,1.6056954629508333e-12,9.7197196785642166e-13,6.214873996208552e-14,3.1470625981634877e-16,3.814105742674024e-14,5.1299005566330145e-19,8.5317124917132416e-17,1.0256496453086944e-18,1.6132154425878989e-14,1.3474687984229743e-11,2.2715942573426417e-16,2.261016652487837e-15,5.4953369899496818e-13,3.4119164690238254e-11,5.4777929806743071e-11,7.0583547131431562e-07,3.2345860052678018e-13,1.5406431224297512e-14,3.2515312939542901e-14,9.2792995791825497e-10
2.850729571131613e-08,0.28580314301990617,76.950000000000003,0.0,0.0,0.0,0.95591396912194682,9.4970856836264268,0.0019028870847036972,0.016003342661150381,0.01280587717109203,0.0024813337540922254,5.6518370870556418e-09,1.441043949668802e-07,0.0030942014236178092,3.694731125299372e-05,3.4039121170846746e-11,0.00024446688617684527,0.00029213206352434769,0.0043866186194680308,0.002080836947642739,3.4293237767059476e-13,2.0966739013235875e-13,8.2583959462889467e-09,1.3691978946189129e-11,3.0855231923315671e-07,7.9225841381443014e-06,0.00068788088897280171,0.00069020040611790837,2.1915198009338846e-07,1.3812211609216359e-07,1.6787485858487018e-16,1.0883163885947811e-05,6.9000997394219507e-09,2.1663102043096273e-09,1.5090682298643033e-07,1.2956162716466432e-07,3.4825945034899047e-10,2.2732078339322521e-07,4.7069024003348096e-05,1.2469252912507927e-12,3.7006486871973331e-13,1.2607705741836347e-09,2.3166383557738564e-10,3.9968158246454266e-12,1.7676529216438979e-08,6.6001463279055238e-08,2.2418947310572257e-07,2.4410030788184116e-09,4.673635282158554e-07,1.4218689204121038e-07,3.5735017044159532e-07,2.7939027280864774e-12,4.4895009114722717e-08,2.0686251362829878e-10,1.3981093781850616e-07,3.3146308181943117e-08,6.7741524708654249e-12,9.740943598166701e-09,1.6531419565672215e-08,2.0735875337065658e-09,4.748108237912451e-10,6.2587618675339794e-15,1.3634745817629699e-14,1.1172875691785275e-08,4.3990576386313043e-12,1.5538809256233031e-10,6.4333254779001262e-12,1.7459471629915429e-11,2.9923996446691326e-11,5.2358667134852431e-14,4.0957088837722047e-18,1.0441351773652474e-13,3.5133422010150054e-10,4.1072478538725952e-14,4.1140973563490879e-12,1.60736636204981e-13,3.6344800619309245e-14,0.00014006988515199447,2.2963269817460525e-12,1.0330605195260042e-05,2.2882900743065223e-12,3.2772117397213622e-12,5.8531136822951617e-19,3.343895163331375e-19,1.518011551893594e-14,2.448630975451475e-11,2.9050708889561774e-11,1.6644986211889771e-20,7.0175038788564888e-15,7.1693373429274618e-17,6.8611199102890757e-11,3.0455179785092459e-16,1.704433570712313e-12,1.0326560573347089e-12,6.6029655917622306e-14,3.343527437123806e-16,4.049338217131478e-14,5.5411748024908732e-19,8.8712986589223337e-17,1.1078880349011553e-18,1.7103342803014113e-14,1.4860508962248256e-11,2.5052193158666623e-16,2.4098419606912979e-15,6.2610630937677052e-13,3.4091353983336965e-11,5.6810868313794441e-11,7.5630522868914725e-07,3.4658498352335932e-13,1.6453950507974968e-14,3.6057160084143173e-14,1.0501919023629629e-09
