Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H11(22),C7H9(5),C7H9O2(68),S(66),C7H10(18),C7H10(153),C7H10(19),C7H9O2(67),C7H10(146),S(105),C7H10(65),C7H8(58),S(109),C7H11(46),C2H4(115),C5H7(210),S(340),S(339),S(204),C5H8(336),S(200),C7H8(273),S(400),S(399),S(388)
6.665066940871397e-10,0.49068637327589726,76.950000000000003,0.0,0.0,0.0,0.99339472175068377,9.4999465275691968,0.00020760979035287609,0.001159864418745527,0.0012194740395933205,1.6113268314473647e-10,5.2439349624249044e-05,2.6171266456040212e-06,0.0014173186735527009,1.5634990192371678e-08,1.0259978539487042e-06,0.0025319684779495596,4.8707893820686993e-13,4.7289675287256725e-06,8.267247896084587e-09,5.55738586404772e-09,1.7294566088498551e-06,6.4723292196140676e-06,6.4708990597721961e-06,8.5785533641940323e-10,5.0645799410299251e-10,6.7389999529256422e-15,6.4407490813710376e-11,7.6630932444189291e-17,3.9095029324205898e-13,2.4167480600609422e-13,2.3868873359135456e-13,2.3914672855234352e-13
6.892850885960707e-10,0.49068636565057805,76.950000000000003,0.0,0.0,0.0,0.99316988569714115,9.4999446681702047,0.00021467193730468213,0.0011988995536610372,0.0012608642484270678,1.6660166336768735e-10,5.4263189359590296e-05,2.6165734185284939e-06,0.0014656026985381244,1.5631451504961005e-08,1.0608566113732753e-06,0.0026182802350850428,5.0401953618722271e-13,5.0554646599266531e-06,9.1462855269941009e-09,6.1468747706154338e-09,1.7957069634926354e-06,6.9727466669830942e-06,6.9712009083437579e-06,9.2419266405072295e-10,5.4564423725825481e-10,6.9679606329258185e-15,7.4190925348332143e-11,7.9691899878778269e-17,4.3865166247559308e-13,2.9025308871541293e-13,2.8729085610071144e-13,2.8786239484974507e-13
7.120634831050016e-10,0.49068635814001776,76.950000000000003,0.0,0.0,0.0,0.99294510915799794,9.4999428104224375,0.00022173190405321878,0.0012378987780377704,0.0013022355879955074,1.7206814835869108e-10,5.6085349814304405e-05,2.6160203383361898e-06,0.0015138744819690024,1.5627913754244334e-08,1.0956994645235821e-06,0.0027045737363784461,5.2094453629598348e-13,5.3927560907316603e-06,1.0085376089271113e-08,6.7763606792254943e-09,1.8618999358503139e-06,7.4919651873507898e-06,7.4902987421982904e-06,9.9302266646238019e-10,5.8630377281595946e-10,7.1968168498378282e-15,8.5050489717047858e-11,8.2797638885287134e-17,4.9017394600492623e-13,3.4632688038776611e-13,3.4353856802893691e-13,3.4424630398261323e-13
7.348418776139326e-10,0.49068635074411115,76.950000000000003,0.0,0.0,0.0,0.99272039212032015,9.4999409543235718,0.00022878969120104006,0.001276862114156722,0.0013435880630735366,1.7753213874902646e-10,5.7905832032454757e-05,2.615467404995642e-06,0.0015621340270713581,1.5624376940018102e-08,1.1305264174232397e-06,0.0027908489866779232,5.378539482308569e-13,5.7408319800494901e-06,1.1086484468104706e-08,7.4471219923561675e-09,1.9280346926999648e-06,8.029968365120513e-06,8.0281760681264379e-06,1.0643431551439463e-09,6.2843530755649787e-10,7.4255686300897384e-15,9.7062135962982702e-11,8.5949646621134994e-17,5.4566942617110196e-13,4.1072258899610964e-13,4.0830251888353305e-13,4.0917259920195579e-13
7.576202721228636e-10,0.49068634346275186,76.950000000000003,0.0,0.0,0.0,0.99249573457117057,9.4999390998712876,0.00023584529935055827,0.0013157895842900204,0.001384921678437692,1.8299363517018917e-10,5.9724637057685568e-05,2.6149146184753744e-06,0.0016103813370704954,1.5620841062078694e-08,1.1653374740972462e-06,0.0028771059908305895,5.5474778168565354e-13,6.0996824933259274e-06,1.2151573720786988e-08,8.1604339812210605e-09,1.9941106157712605e-06,8.5867395807490824e-06,8.5848161861216039e-06,1.1381519141228271e-09,6.7203753195761985e-10,7.654216000118699e-15,1.1030434286639781e-10,8.9149418850297597e-17,6.0529033783224118e-13,4.8432305755407644e-13,4.8251687680266764e-13,4.8357933261105791e-13
7.803986666317946e-10,0.49068633629583275,76.950000000000003,0.0,0.0,0.0,0.99227113649760845,9.4999372470632686,0.00024289872910404422,0.0013546812107009937,0.0014262364388661465,1.8845263825389111e-10,6.1541765933230007e-05,2.6143619787439002e-06,0.0016586164151910045,1.5617306120222432e-08,1.2001326385719782e-06,0.0029633447536825158,5.7162604635036595e-13,6.4692978025407335e-06,1.3282605076959488e-08,8.9175687906232748e-09,2.0601272498081953e-06,9.1622620626078911e-06,9.160202241225171e-06,1.2144467068490272e-09,7.1710912428085739e-10,7.8827589863709201e-15,1.2485810907487175e-10,9.239844994349487e-17,6.6918885265831821e-13,5.6806910176217269e-13,5.6718149613058063e-13,5.6847066067485484e-13
8.031770611407255e-10,0.4906863292432463,76.950000000000003,0.0,0.0,0.0,0.99204659788669092,9.4999353958972073,0.00024994998106362738,0.0013935370156442257,0.0014675323491387055,1.9390914863206037e-10,6.335721970190513e-05,2.6138094857697275e-06,0.0017068392646567565,1.5613772114245614e-08,1.2349119148751894e-06,0.0030495652800787325,5.8848875191112158e-13,6.8496680862046418e-06,1.4481537938873909e-08,9.7197954438013059e-09,2.1260842620423175e-06,9.7565189274485931e-06,9.7543172639787334e-06,1.2932252815669933e-09,7.6364875375996349e-10,8.1111976153016551e-15,1.4080694627669327e-10,9.5698232878389747e-17,7.3751706596958262e-13,6.6296101835485608e-13,6.6336407706044525e-13,6.6491903272599223e-13
8.259554556496565e-10,0.4906863223048841,76.950000000000003,0.0,0.0,0.0,0.99182211872547155,9.499933546370789,0.00025699905583129548,0.0014323570213656035,0.0015088094140368062,1.9936316693684057e-10,6.5170999406110076e-05,2.6132571395213548e-06,0.0017550498886909074,1.5610239043944478e-08,1.2696753070360078e-06,0.0031357675748632267,6.0533590805016674e-13,7.240783529356357e-06,1.5750329881664866e-08,1.0568379847267371e-08,2.1919814111324924e-06,1.0369493211415534e-05,1.0367144201425134e-05,1.3744853754323849e-09,8.1165508304440771e-10,8.3395319133751805e-15,1.5823687241148267e-10,9.9050259239795778e-17,8.1042698573651494e-13,7.7006006452549975e-13,7.7220231732041512e-13,7.7406737244012193e-13
8.487338501585875e-10,0.49068631548063796,76.950000000000003,0.0,0.0,0.0,0.99159769900100103,9.4999316984817099,0.0002640459540088948,0.0014711412501023406,0.0015500676383435107,2.0481469380059038e-10,6.6983106087831979e-05,2.6127049399672712e-06,0.0018032482905158951,1.5606706909115226e-08,1.3044228190849322e-06,0.0032219516428789448,6.221675244459202e-13,7.6426343235595436e-06,1.7090936653632472e-08,1.1464584795638605e-08,2.2578185243562494e-06,1.1001167892818212e-05,1.0998665939871337e-05,1.4582247175348629e-09,8.6112676999354136e-10,8.5677619070647802e-15,1.772364049130585e-10,1.0245601921989245e-16,8.880705234654623e-13,8.9048990864467083e-13,8.9490605583953456e-13,8.9713125221841283e-13
8.715122446675185e-10,0.4906863087703988,76.950000000000003,0.0,0.0,0.0,0.99137333870032673,9.4999298522276678,0.00027109067619812991,0.0015098897240829936,0.0015913070268435048,2.1026372985588301e-10,6.8793540788650856e-05,2.6121528870759565e-06,0.0018514344733534395,1.5603175709553991e-08,1.3391544550538299e-06,0.0033081174889677874,6.3898361077301948e-13,8.0552106668998267e-06,1.8505312176533286e-08,1.2409669976461233e-08,2.3235954809714979e-06,1.1651525908742054e-05,1.1648865321490944e-05,1.5444410311028137e-09,9.1206246898520634e-10,8.7958876228527292e-15,1.9789655398056828e-10,1.0591700161844683e-16,9.705994866636962e-13,1.0254380526590339e-12,1.0327594084162311e-12,1.0354010604982662e-12
8.942906391764494e-10,0.49068630217405834,76.950000000000003,0.0,0.0,0.0,0.99114903781049368,9.4999280076063695,0.0002781332230005641,0.001548602465527481,0.0016325275843230957,2.1571027573550634e-10,7.0602304549739241e-05,2.6116009808158874e-06,0.001899608440424545,1.5599645445056885e-08,1.3738702189759336e-06,0.0033942651179706134,6.5578417670231715e-13,8.4785027639817707e-06,1.9995408545878303e-08,1.3404891975027977e-08,2.3893121995934572e-06,1.2320550167649594e-05,1.2317725156918067e-05,1.6331320351757473e-09,9.6446083190838195e-10,9.0239090872302594e-15,2.2031081587436576e-10,1.0943469384304053e-16,1.0581655725762091e-12,1.1761572266865271e-12,1.187122895451363e-12,1.1902441620489797e-12
9.398474281943112e-10,0.49068628932263675,76.950000000000003,0.0,0.0,0.0,0.99070061421151456,9.4999243232528148,0.00029221179285057389,0.0016259208396445025,0.0017149122253743744,2.2659589949996313e-10,7.4214823415367619e-05,2.6104976080633272e-06,0.0019959197401478654,1.5592587720439198e-08,1.4432541468195003e-06,0.0035665057440764395,6.8933878603190464e-13,9.3571950703656481e-06,2.3210563076551061e-08,1.5550757284140733e-08,2.5205647430115084e-06,1.371452895614831e-05,1.3711357324992609e-05,1.8179289768172761e-09,1.0736401486774448e-09,9.4796393677637746e-15,2.7078805344930614e-10,1.166461504411422e-16,1.249015321914998e-12,1.5302538319316407e-12,1.5512170674441985e-12,1.5555174797973173e-12
9.854042172121731e-10,0.4906862769255013,76.950000000000003,0.0,0.0,0.0,0.99025242810036129,9.4999206454027298,0.00030628166836859738,0.0017030965500403634,0.0017972215998200785,2.3747157016052926e-10,7.7820671005929365e-05,2.6093948214572056e-06,0.0020921822154395331,1.5585533733630014e-08,1.5125746349086982e-06,0.0037386735599024236,7.2283142972563606e-13,1.0278633009812467e-05,2.6751980496459941e-08,1.7912171542903819e-08,2.6515759718424597e-06,1.5182967271787663e-05,1.517942461636865e-05,2.012597253225469e-09,1.1886539106993631e-09,9.9349529607739259e-15,3.2946555542694054e-10,1.2410226044000366e-16,1.4618309662111523e-12,1.9641573759359957e-12,1.9996811689858558e-12,2.0055112884084628e-12
9.999999999999999e-10,0.49068626498178136,76.950000000000003,0.0,0.0,0.0,0.99010888551100296,9.4999194684416093,0.0003107876291323077,0.001727792463413928,0.0018235765030217754,2.4095388441823211e-10,7.8974526373081481e-05,2.6090416273918682e-06,0.0021230130954920171,1.558327452142521e-08,1.5347705741232307e-06,0.0037938184193797115,7.335489283762415e-13,1.0582877984327456e-05,2.795815816561239e-08,1.8715957006213271e-08,2.69349916592813e-06,1.5669162210322711e-05,1.5665495377882988e-05,2.077051313891107e-09,1.2267350891273481e-09,1.0080741213461924e-14,3.5013534313532354e-10,1.2654478536556091e-16,1.5348582782568635e-12,2.1220686457705529e-12,2.1634356060672517e-12,2.1698425378031441e-12
1.030961006230035e-09,0.49068626498178136,76.950000000000003,0.0,0.0,0.0,0.98980447937328375,9.4999169740378555,0.00032034285436204215,0.0017801297741642874,0.0018794557460086552,2.4833729278717237e-10,8.1419855636125931e-05,2.6082926207450002e-06,0.0021883958920417422,1.5578483482996448e-08,1.5818317155582614e-06,0.0039107686041378615,7.5626218501398905e-13,1.1242738453534239e-05,3.0635211856316925e-08,2.0499076242468546e-08,2.7823459054475464e-06,1.6725728096797114e-05,1.6721789125032647e-05,2.217118564760621e-09,1.3094913021555191e-09,1.0389850078511641e-14,3.9718011059827734e-10,1.3181487300557188e-16,1.6978216786971977e-12,2.4903739580179254e-12,2.5463651323054126e-12,2.5541543884985565e-12
1.076517795247897e-09,0.49068625349060435,76.950000000000003,0.0,0.0,0.0,0.98935676792648497,9.4999133091399877,0.00033439535563604955,0.0018570206893278145,0.0019616147023141608,2.5919307245324641e-10,8.5012385614160346e-05,2.6071910056740609e-06,0.0022845607956851937,1.5571436966904862e-08,1.6510254211045071e-06,0.0040827909154553333,7.8963112906708156e-13,1.224943337675744e-05,3.4875779016943465e-08,2.3321363698291061e-08,2.9128746852269088e-06,1.8342674462007726e-05,1.8338312946375001e-05,2.431474611959943e-09,1.4361415072914123e-09,1.0844330933369607e-14,4.7480764718113185e-10,1.3979581505171162e-16,1.9581945399905774e-12,3.1225780572518289e-12,3.2065429069841317e-12,3.2168121834297976e-12
1.122074584265759e-09,0.4906862424511016,76.950000000000003,0.0,0.0,0.0,0.98890929365612068,9.4999096506909808,0.00034843917699349471,0.0019337694727048253,0.0020436985071361556,2.7003891423547729e-10,8.8598269241733083e-05,2.6060899759916e-06,0.0023806769520890981,1.5564394183720877e-08,1.7201557839052473e-06,0.0042547405325106952,8.2293833899463315e-13,1.3298639858626741e-05,3.9489174659632896e-08,2.6388877202836312e-08,3.0431625276180779e-06,2.0033669493655362e-05,2.0028858223850319e-05,2.6556471017337602e-09,1.5685937140944727e-09,1.1298395737881694e-14,5.6326302208386916e-10,1.480568912480989e-16,2.244154489093038e-12,3.8756508314456527e-12,3.9969786292824512e-12,4.0103541097475118e-12
1.167631373283621e-09,0.4906862318624033,76.950000000000003,0.0,0.0,0.0,0.98846205645829988,9.4999059986727374,0.00036247432323498614,0.002010376301331549,0.0021257071988996031,2.8087482321394937e-10,9.2177514814038738e-05,2.6049895314446972e-06,0.00247674438696117,1.555735513180937e-08,1.7892228363397021e-06,0.0044266174939430712,8.5618389184593365e-13,1.4390280082108735e-05,4.4490862296611298e-08,2.9711411177932405e-08,3.1732096884790178e-06,2.1798576448815321e-05,2.1793287184275654e-05,2.8896177520530266e-09,1.7068371170764007e-09,1.1752044704722385e-14,6.6349981085140658e-10,1.5660988402819194e-16,2.5569042870325664e-12,4.7657169086056763e-12,4.9359923015909975e-12,4.9532206329514547e-12
1.213188162301483e-09,0.490686221723642,76.950000000000003,0.0,0.0,0.0,0.98801505622908514,9.4999023530672257,0.00037650079915886532,0.0020868413521065447,0.0022076408160547605,2.917008044720921e-10,9.5750130619770232e-05,2.6038896717803025e-06,0.0025727631259976208,1.555031980953451e-08,1.8582266108084104e-06,0.0045984218383748445,8.8936786460988294e-13,1.5524276333895655e-05,4.9896276281605309e-08,3.3298711326774237e-08,3.3030164405792413e-06,2.3637258737747215e-05,2.3631462160045983e-05,3.1333682948994246e-09,1.8508609190242692e-09,1.2205278046706191e-14,7.7651009830584939e-10,1.654665535972813e-16,2.8976444908143866e-12,5.8101797084933516e-12,6.0435249828446951e-12,6.0654898091816092e-12
1.2587449513193449e-09,0.4906862120339506,76.950000000000003,0.0,0.0,0.0,0.98756829286449233,9.4998987138564583,0.00039051860956120681,0.002163164801790666,0.0022894993970770778,3.0251686309666527e-10,9.9316124941120488e-05,2.6027903967452346e-06,0.0026687331948831586,1.554328821525971e-08,1.9271671397331441e-06,0.0047701536044116484,9.2249033421500591e-13,1.6700551004309046e-05,5.5720821820511213e-08,3.7160474785568619e-08,3.4325830655680697e-06,2.5549579931783113e-05,2.5543245596899994e-05,3.3868804772966876e-09,2.000654331612741e-09,1.2658095976787088e-14,9.0332426988198721e-10,1.7463863794061918e-16,3.2675734367940154e-12,7.0277552864668789e-12,7.3412034767337817e-12,7.3689434008762269e-12
1.3043017403372068e-09,0.49068620279246355,76.950000000000003,0.0,0.0,0.0,0.98712176626049153,9.4998950810225065,0.00040452775923581713,0.002239346827007019,0.0023712829804670909,3.1332300417774618e-10,0.00010287550605377838,2.601691706086179e-06,0.002764654619290984,1.5536260347347662e-08,1.9960444555568196e-06,0.0049418128306423607,9.5555137752941561e-13,1.7919026587203507e-05,6.197987498215283e-08,4.1306350274819746e-08,3.5619098527111035e-06,2.7535403764456883e-05,2.7528500054932762e-05,3.6501360614451145e-09,2.1562065754839913e-09,1.3110498708057932e-14,1.0450108036313251e-09,1.8413785283161485e-16,3.667887230589562e-12,8.4385047245871261e-12,8.8524045137899352e-12,8.8871325426818412e-12
1.3954153183729305e-09,0.49068618565064653,76.950000000000003,0.0,0.0,0.0,0.98622942291791649,9.4998878344136148,0.0004325200955657331,0.0023912873098398944,0.0025346253084771683,3.3490555408624944e-10,0.00010997446172323698,2.5994960768822077e-06,0.0029563516373087243,1.5522215784059023e-08,2.1336095777778876e-06,0.0052849138179571634,1.0214894924563398e-12,2.0482270982941217e-05,7.5862862828954271e-08,5.0488791052503191e-08,3.8198450925572273e-06,3.1727015106091619e-05,3.1718872861262154e-05,4.2058045616139726e-09,2.4845444856297622e-09,1.4014059427232037e-14,1.377464091188357e-09,2.0416442634081711e-16,4.5644425962419599e-12,1.1926675815274119e-11,1.2618011083859527e-11,1.2671158618784343e-11
1.4865288964086542e-09,0.490686170291291,76.950000000000003,0.0,0.0,0.0,0.98533802536820547,9.4998806130982292,0.00046047784645370746,0.0025426642108336448,0.0026976681085870832,3.5644849498405641e-10,0.00011704706370349885,2.5973027821392923e-06,0.0031478543852061181,1.5508186106555794e-08,2.2709222374345976e-06,0.0056277251086947729,1.0871828231265921e-12,2.3213391538945905e-05,9.1667666045383049e-08,6.0922260835914897e-08,4.0768245367687863e-06,3.6211005959598093e-05,3.6201483427373092e-05,4.8002282072249775e-09,2.8357886002943855e-09,1.4915961911727735e-14,1.7831717752341456e-09,2.2563955639091396e-16,5.596834597289407e-12,1.6463225638652697e-11,1.7564764042912733e-11,1.7643831446253146e-11
1.577642474444378e-09,0.49068615670751536,76.950000000000003,0.0,0.0,0.0,0.98444757277748174,9.4998734169348786,0.00048840105016853617,0.0026934789380102728,0.0028604116896936717,3.7795186770983294e-10,0.00012409337796574912,2.595111819826288e-06,0.0033391630679540599,1.5494171301713772e-08,2.407982694822739e-06,0.0059702470109620348,1.1526319823085558e-12,2.6111771923418267e-05,1.0951624536391545e-07,7.2682221773916093e-08,4.3328505630655171e-06,4.0986292229294369e-05,4.0975236536617895e-05,5.4332616669100322e-09,3.2098530220982316e-09,1.5816207871230205e-14,2.2720319457990407e-09,2.4865617039350135e-16,6.774551278531839e-12,2.2260059242598446e-11,2.3949107390456029e-11,2.4063854205116872e-11
1.6687560524801016e-09,0.4906861448924594,76.950000000000003,0.0,0.0,0.0,0.983558064311151,9.4998662457829735,0.00051628974494270894,0.0028437328971840066,0.0030228563610852069,3.9941571315402341e-10,0.00013111347037695034,2.5929231879100125e-06,0.0035302778903389415,1.5480171356397502e-08,2.5447912105681459e-06,0.0063124798325968606,1.2178375818025498e-12,2.9176797451839429e-05,1.2953009638493447e-07,8.5843375767139854e-08,4.5879255454209588e-06,4.6051792527434558e-05,4.6039038904874762e-05,6.1047598657851508e-09,3.606652005256423e-09,1.671479901759244e-14,2.8545324251593191e-09,2.733068411791186e-16,8.1070447025975814e-12,2.9553261729102867e-11,3.2061476472657286e-11,3.2224393596338333e-11
1.7598696305158253e-09,0.49068613483928014,76.950000000000003,0.0,0.0,0.0,0.98266949913391133,9.4998590995027623,0.00054414396897240055,0.002993427491960013,0.0031850024324380937,4.2084007225841976e-10,0.00013810740669978157,2.5907368843552693e-06,0.0037211990569625342,1.5466186257460357e-08,2.6813480456239543e-06,0.006654423881167955,1.2828002324402641e-12,3.2407855083887428e-05,1.5183024994068838e-07,1.0047966922428027e-07,4.8420518621230814e-06,5.1406428161913343e-05,5.139179916543236e-05,6.8145779834448217e-09,4.0260999543906883e-09,1.7611737064817223e-14,3.5417442649378069e-09,2.9968378727455689e-16,9.6037309550589959e-12,3.8603830715561173e-11,4.2228233029941037e-11,4.2455075360667751e-11
1.850983208551549e-09,0.49068612654115595,76.950000000000003,0.0,0.0,0.0,0.98178187640975856,9.4998519779553732,0.00057196376041746227,0.0031425641237331262,0.0033468502138135725,4.4222498601573082e-10,0.00014507525259258892,2.5885529071248667e-06,0.0039119267722418733,1.5452215991744679e-08,2.8176534612678549e-06,0.006996079463974559,1.3475205440842999e-12,3.5804333420353323e-05,1.765372724641673e-07,1.1666429779675749e-07,5.095231892821677e-06,5.7049123134966106e-05,5.7032427865075949e-05,7.5625714534437311e-09,4.4681114242239485e-09,1.8507023729039107e-14,4.3453152818591134e-09,3.2787887318391511e-16,1.127399015288949e-11,4.9698341994663224e-11,5.4813570280561687e-11,5.5123953037030821e-11
1.9420967865872725e-09,0.4906861199912834,76.950000000000003,0.0,0.0,0.0,0.98089519530199476,9.4998448810027583,0.00059974915740141483,0.0032911441916866208,0.0035084000156544379,4.6357049546915297e-10,0.00015201707360933771,2.586371254179635e-06,0.0041024612404091387,1.5438260546081885e-08,2.953707719099359e-06,0.0073374468880461905,1.4119991256277254e-12,3.9365622700057012e-05,2.0377126636289786e-07,1.3446971109176773e-07,5.3474680103182115e-06,6.297880414711674e-05,6.2959837465621175e-05,8.3485959635019983e-09,4.9326011197042913e-09,1.9400660728506419e-14,5.2774636321519715e-09,3.5798360967340936e-16,1.3127166461324235e-11,6.3149551852531038e-11,7.0221388190237392e-11,7.0639450068890943e-11
2.0332103646229964e-09,0.49068611518287875,76.950000000000003,0.0,0.0,0.0,0.98000945497323377,9.4998378085077331,0.00062750019801143951,0.0034391690927910012,0.0036696521487817563,4.8487664171194231e-10,0.00015893293519956089,2.5841919234784468e-06,0.0042928026655115392,1.5424319907292547e-08,3.0895110810370679e-06,0.0076785264601423805,1.4762365849935969e-12,4.3091114796762751e-05,2.3365187039771176e-07,1.5396761736316671e-07,5.5987625798034442e-06,6.9194400593685951e-05,6.9172942338210008e-05,9.1725074547492556e-09,5.4194838955583892e-09,2.0292649783563364e-14,6.3509714254707333e-09,3.9008915405997397e-16,1.5172568122048038e-11,7.9296937191114351e-11,8.8897138259890455e-11,8.9452274637847106e-11
2.1243239426587203e-09,0.49068611210917695,76.950000000000003,0.0,0.0,0.0,0.97912465458541054,9.4998307603339516,0.00065521692029837084,0.0035866402218028039,0.0038306069243916035,5.0614346588698877e-10,0.00016582290270830834,2.5820149129782353e-06,0.0044829512514112093,1.5410394062186565e-08,3.2250638093159574e-06,0.0080193184867524241,1.540233529134486e-12,4.6980203216094438e-05,2.6629826006646772e-07,1.7522898818001321e-07,5.8491179636389768e-06,7.5694844555760908e-05,7.5670658752264596e-05,1.00341621202593e-08,5.9286747554237739e-09,2.1182992616632156e-14,7.5791783785284131e-09,4.2428631050364323e-16,1.7419467485254519e-11,9.8507176248780672e-11,1.1132963770839458e-10,1.120573070861799e-10
2.2154375206944443e-09,0.49068611076343205,76.950000000000003,0.0,0.0,0.0,0.9782407932997863,9.4998237363458884,0.00068289936227669036,0.0037335589712634344,0.0039912646540518019,5.2737100918638707e-10,0.00017268704137609952,2.5798402206340127e-06,0.0046729072017850848,1.5396482997563228e-08,3.3603661664846506e-06,0.0083598232740951309,1.6039905640320435e-12,5.1032283092450708e-05,3.0182914799268796e-07,1.9832406307305248e-07,6.0985365230099846e-06,8.2479070794286999e-05,8.2451904867746921e-05,1.0933416404023709e-08,6.4600888512415996e-09,2.2071690952195139e-14,8.9759755079608533e-09,4.6066553030367927e-16,1.9877101038840886e-11,1.2117457443076686e-10,1.380528535988452e-10,1.3899546038802593e-10
2.306551098730168e-09,0.4906861111389178,76.950000000000003,0.0,0.0,0.0,0.97735787027695686,9.4998167364088726,0.0007105475619245174,0.0038799267314980255,0.0041516256496986707,5.4855931285101554e-10,0.00017952541633887742,2.5776678443988862e-06,0.0048626707201248004,1.538258670021136e-08,3.4954184154027273e-06,0.0087000411281185682,1.6675082946965683e-12,5.5246751185919782e-05,3.4036278431904205e-07,2.2332235415942918e-07,6.3470206154357378e-06,8.9546016748294062e-05,8.9515600731726705e-05,1.1870127000497619e-08,7.0136414829889594e-09,2.2958746516777058e-14,1.0555798861899666e-08,4.993169121983998e-16,2.2554669435788134e-11,1.4772143940877375e-10,1.6964765745819467e-10,1.7085551413106731e-10
2.397664676765892e-09,0.49068611322892625,76.950000000000003,0.0,0.0,0.0,0.97647588467685997,9.4998097603890361,0.00073816155718360382,0.0040257448906143283,0.0043116902236337937,5.6970841817011051e-10,0.00018633809262796249,2.5754977822240859e-06,0.0050522420097365798,1.5368705156909408e-08,3.6302208192380106e-06,0.0090399723544998169,1.730787325166581e-12,5.9623005879194329e-05,3.8201695710558366e-07,2.5029265074569793e-07,6.5945725931722699e-06,9.689462253222935e-05,9.6860668274224631e-05,1.2844150854049223e-08,7.5892480983539956e-09,2.3844161038927327e-14,1.233362329000207e-08,5.4033020266863096e-16,2.5461337523509793e-11,1.7859840840087728e-10,2.0674355059423918e-10,2.0827592216315467e-10
2.488778254801616e-09,0.4906861170267684,76.950000000000003,0.0,0.0,0.0,0.97559483565878091,9.4998028081533548,0.00076574138595932679,0.0041710148345016186,0.0044714586885207736,5.9081836648084478e-10,0.00019312513517000756,2.5733300320589731e-06,0.0052416212737411271,1.5354838354425573e-08,3.7647736414638809e-06,0.0093796172586447252,1.7938282585084053e-12,6.4160447174486143e-05,4.2690899273268625e-07,2.793030239090946e-07,6.8411948043345196e-06,0.00010452383093057264,0.00010448603130150229,1.3855345158070287e-08,8.186824292209748e-09,2.4727936249202285e-14,1.4324956251896696e-08,5.8379479624474519e-16,2.8606234375539316e-11,2.1428473000299004e-10,2.500203601689828e-10,2.5194659392976092e-10
2.57989183283734e-09,0.490686122525774,76.950000000000003,0.0,0.0,0.0,0.97471472238136092,9.4997958795696089,0.00079328708612068117,0.004315737946829633,0.0046309313573820177,6.1188919916790521e-10,0.00019988660878695501,2.5711645918510619e-06,0.0054308087150735183,1.5340986279517902e-08,3.8990771458565884e-06,0.0097189761456876744,1.8566316968157687e-12,6.8858476690440752e-05,4.7515575630868553e-07,3.1042083105709303e-07,7.0868895941205167e-06,0.00011243258739234772,0.00011239061548940552,1.4903567354093633e-08,8.8062858060921237e-09,2.5610073880147612e-14,1.6545831664014526e-08,6.2979973581728943e-16,3.1998453323357966e-11,2.5528850316923539e-10,3.0020990620136427e-10,3.0261064963029106e-10
2.6710054108730638e-09,0.4906861297192918,76.950000000000003,0.0,0.0,0.0,0.97383554400260375,9.4997889745063926,0.00082079869550027507,0.0044599156090475225,0.0047901085435955275,6.3292095766307328e-10,0.00020662257819599355,2.5690014595460404e-06,0.0056198045364831035,1.5327148918934414e-08,4.0331315964925736e-06,0.01005804932049132,1.9191982412094029e-12,7.3716497659052189e-05,5.2687365208221325e-07,3.4371272046534891e-07,7.331659304409771e-06,0.00012061984002725479,0.00012057334837848055,1.5988675131146105e-08,9.4475485278175394e-09,2.6490575666280727e-14,1.9012803784629581e-08,6.7843371295119381e-16,3.5647051987406297e-11,3.0214687612728083e-10,3.5809763978743595e-10,3.6106614942367311e-10
2.7621189889087877e-09,0.49068613860068894,76.950000000000003,0.0,0.0,0.0,0.9729572996798832,9.4997820928331169,0.00084827625189432215,0.0046035492003828338,0.0049489905608916876,6.539136834448062e-10,0.00021333310800951706,2.5668406330877874e-06,0.0058086089405333975,1.5313326259413211e-08,4.1669372577457979e-06,0.010396837087646382,1.9815284918366602e-12,7.8733914922577526e-05,5.8217862385915078e-07,3.79244635794148e-07,7.5755062729178462e-06,0.00012908453960224482,0.00012903315936967669,1.7110526425179472e-08,1.0110528491146811e-08,2.7369443344073208e-14,2.1742941136821691e-08,7.2978506820350495e-16,3.9561052308244794e-11,3.554262078076297e-10,4.2452425281157595e-10,4.2816779690026654e-10
2.8532325669445116e-09,0.49068614916335146,76.950000000000003,0.0,0.0,0.0,0.97207998856994893,9.4997752344199853,0.00087571979306263613,0.0047466400978405324,0.0051075777233500737,6.7486741803781783e-10,0.0002200182627350849,2.5646821104183901e-06,0.0059972221296019819,1.5299518287682574e-08,4.3004943942850744e-06,0.01073533975147138,2.0436230478711484e-12,8.3910134930451755e-05,6.4118615542411984e-07,4.1708182058342836e-07,7.8184328332365919e-06,0.00013782563953720689,0.00013776897971930322,1.8268979418402168e-08,1.0795141875390143e-08,2.8246678651933308e-14,2.4753820469123963e-08,7.8394179144457979e-16,4.3749440578716317e-11,4.1572219402933622e-10,5.0038725935869851e-10,5.0482861698084883e-10
