Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H11(22),C7H9(5),C7H9O2(68),S(66),C7H10(18),C7H10(153),C7H10(19),C7H9O2(67),C7H10(146),S(105),C7H10(65),C7H8(58),S(109),C7H11(46),C2H4(115),C5H7(210),S(340),S(339),S(204),C5H8(336),S(200),C7H8(273),S(400),S(399),S(388)
2.160549744912337e-12,0.49068663693175724,76.950000000000003,0.0,0.0,0.0,0.99997844635935051,9.4999999885516413,6.7602117057394613e-07,3.9734428668143606e-06,3.9802846111262604e-06,5.2591472949696662e-13,9.0996865939317515e-09,2.6149504178218976e-06,3.6915000153048038e-06,1.5143709097625669e-08,2.3481386629397502e-09,6.5906607957579747e-06,8.4520727547540636e-17,9.798877607526835e-11,3.1724877366639825e-16,7.1028451962761614e-17,8.9913496320668137e-11,8.0922297918805821e-13,8.0909284230776604e-13,9.2983895054117902e-17,3.7151666757434826e-17,1.5423091846938107e-17,1.3184807074600461e-21,1.6050290592124709e-19,1.1488506001739243e-22,1.031302288141319e-29,9.5888916963813799e-30,9.5889409931984604e-30
2.2114902992884123e-12,0.4906866369289393,76.950000000000003,0.0,0.0,0.0,0.9999779395064271,9.4999999880493586,6.9195988116917191e-07,4.0669110220584854e-06,4.0741074924629858e-06,5.3831188635569603e-13,9.5260294260774444e-09,2.6169791815252276e-06,3.7995791295010674e-06,1.5187915133676529e-08,2.4240680079920421e-09,6.7836213505811471e-06,8.8480757926998042e-17,1.0191668437743446e-10,3.3801119492116472e-16,7.6319876919221926e-17,9.4180088824757481e-11,8.6766062975045597e-13,8.6752035822416996e-13,1.0001927306705225e-16,4.0250804325891884e-17,1.5921813855811181e-17,1.4488932552179421e-21,1.6570334392105871e-19,1.2527769503146967e-22,1.2136335085455094e-29,1.1284223877152606e-29,1.1284283259628692e-29
2.2624308536644874e-12,0.4906866369260673,76.950000000000003,0.0,0.0,0.0,0.99997743266088734,9.4999999875374499,7.078985807681661e-07,4.1603695825435021e-06,4.1679300540522233e-06,5.5070900096071011e-13,9.9617712813282026e-09,2.6187836909648431e-06,3.9077373286723669e-06,1.5228835118617343e-08,2.5002219123370581e-09,6.9767231184396887e-06,9.2528090481694993e-17,1.0590441755177131e-10,3.5962335206610895e-16,8.1874493181549067e-17,9.8544490163009236e-11,9.28838301867343e-13,9.2868737722297101e-13,1.0740076215166893e-16,4.3522293394076556e-17,1.6422010834308001e-17,1.5888260175767079e-21,1.7091924656032076e-19,1.3634128596001325e-22,1.4229044755470451e-29,1.323005298419091e-29,1.32301242126994e-29
2.3133714080405626e-12,0.49068663692314146,76.950000000000003,0.0,0.0,0.0,0.99997692582206754,9.4999999870159559,7.2383726937104283e-07,4.2538185717885135e-06,4.261752312245672e-06,5.6310607547278044e-13,1.0406888652332866e-08,2.6203887191869865e-06,4.0159658695978468e-06,1.5266713276287882e-08,2.5765840256175055e-09,7.1699504895651948e-06,9.6662506865228239e-17,1.0995165296805471e-10,3.8210121494027457e-16,8.7699284640165726e-17,1.0300662785983543e-10,9.9281807381961095e-13,9.9265596447708205e-13,1.151366060725755e-16,4.6970997715602478e-17,1.6923575388608468e-17,1.7387402120962294e-21,1.7614948794786692e-19,1.4810289355556602e-22,1.6623497251212624e-29,1.5456456542844588e-29,1.5456541634631359e-29
2.3643119624166377e-12,0.4906866369201621,76.950000000000003,0.0,0.0,0.0,0.9999764189893684,9.4999999864849194,7.397759469779064e-07,4.3472580132537473e-06,4.3555742822048659e-06,5.7550311189540297e-13,1.0861358090479785e-08,2.6218163027954996e-06,4.1242569748369817e-06,1.5301775679801447e-08,2.6531391875153257e-09,7.3632895784516926e-06,1.0088378927679238e-16,1.1405809196540794e-10,4.0546078014487765e-16,9.3801274361577922e-17,1.0756642951099138e-10,1.0596619778942311e-12,1.0594881391716744e-12,1.2323504248282119e-16,5.0601780965353512e-17,1.7426407941410324e-17,1.8991087531847442e-21,1.8139302413988793e-19,1.605900768407093e-22,1.9355066582784987e-29,1.7996328587857961e-29,1.7996429847510784e-29
2.415252516792713e-12,0.4906866369171296,76.950000000000003,0.0,0.0,0.0,0.99997591216224824,9.4999999859443776,7.5571461358885221e-07,4.4406879303407001e-06,4.4493959779878075e-06,5.8790011208624785e-13,1.1325156205750051e-08,2.6230860441344043e-06,4.232603726079412e-06,1.5334231600393531e-08,2.7298733411432035e-09,7.5567280334470669e-06,1.0519172045981671e-16,1.1822345807106378e-10,4.2971807102559122e-16,1.0018752444121691e-16,1.1222382278346735e-10,1.1294320004295185e-12,1.1292458745498147e-12,1.3170430292998667e-16,5.4419506357519992e-17,1.7930416163059823e-17,2.0704163044186279e-21,1.8664888717598365e-19,1.7383089375585876e-22,2.24623624334719e-29,2.0885572209133275e-29,2.0885692261870626e-29
2.466193071168788e-12,0.49068663691404385,76.950000000000003,0.0,0.0,0.0,0.99997540534021812,9.4999999853943589,7.7165326920396707e-07,4.5341083463923049e-06,4.5432174126292642e-06,6.0029707776776855e-13,1.1798259666571083e-08,2.6242153800156821e-06,4.3409999693021085e-06,1.5364274755855881e-08,2.8067734527502135e-09,7.750254867424732e-06,1.0958608370060505e-16,1.2244749535172912e-10,4.5488913760145012e-16,1.0686513585679054e-16,1.1697873541537993e-10,1.2021900818603216e-12,1.2019910979579944e-12,1.4055261286225443e-16,5.8429036305525795e-17,1.843551444415547e-17,2.2531593308060232e-21,1.9191617955001595e-19,1.8785390180536962e-22,2.5987446312320321e-29,2.416330059093766e-29,2.4163442418907626e-29
2.517133625544863e-12,0.49068663691090514,76.950000000000003,0.0,0.0,0.0,0.99997489852283561,9.4999999848349077,7.8759191382333061e-07,4.6275192846930765e-06,4.6370385982152491e-06,6.1269401053704586e-13,1.2280645199670564e-08,2.6252198209265653e-06,4.4494402303452571e-06,1.539208446643656e-08,2.8838274372562772e-09,7.943860307056495e-06,1.1406666282697928e-16,1.2672996688714589e-10,4.8099005645392512e-16,1.1384124832213638e-16,1.2183109521586382e-10,1.2779981167631499e-12,1.2777856908915503e-12,1.4978819163446257e-16,6.263523211901461e-17,1.8941623406437052e-17,2.4478461509965724e-21,1.9719406908233706e-19,2.0268815870026369e-22,2.9976057026223691e-29,2.7872046721222187e-29,2.7872213703010126e-29
2.5680741799209382e-12,0.49068663690771364,76.950000000000003,0.0,0.0,0.0,0.99997439170970137,9.4999999842660561,8.0353054744701568e-07,4.7209207684692791e-06,4.730859545952076e-06,6.2509091187491261e-13,1.2772289589930758e-08,2.6261131639177595e-06,4.5579196397770272e-06,1.5417826725021445e-08,2.9610240891948956e-09,8.1375356586693322e-06,1.1863324220692604e-16,1.3107065335684729e-10,5.0803693058523631e-16,1.2112304014157416e-16,1.2678083006496379e-10,1.3569179539012306e-12,1.3566914890399857e-12,1.5941925251414467e-16,6.7042953733947037e-17,1.9448669449197751e-17,2.6549969894374153e-21,2.024817841644357e-19,2.1836322299655508e-22,3.4477845660068321e-29,3.2057981946618224e-29,3.2058177900170643e-29
2.6190147342970134e-12,0.49068663690446973,76.950000000000003,0.0,0.0,0.0,0.9999738849004538,9.4999999836878324,8.1946917007508939e-07,4.8143128208890629e-06,4.8246802662304048e-06,6.3748778315441531e-13,1.3273169680243185e-08,2.6269076819316016e-06,4.6664338660734349e-06,1.5441655187727786e-08,3.0383530186852615e-09,8.3312731889476621e-06,1.2328560674724699e-16,1.3546935173201497e-10,5.3604588925350926e-16,1.2871772806475934e-16,1.3182786791352624e-10,1.4390113962694974e-12,1.4387702823321933e-12,1.6945400268755658e-16,7.1657059472396455e-17,1.9956584328730711e-17,2.8751440284744423e-21,2.0777860934991304e-19,2.3490915472847047e-22,3.9546620252369006e-29,3.6771143547627785e-29,3.6771372776808211e-29
2.6699552886730885e-12,0.49068663690117326,76.950000000000003,0.0,0.0,0.0,0.99997337809476539,9.4999999831002775,8.3540778170761232e-07,4.9076954650626267e-06,4.9185007686846091e-06,6.4988462564866318e-13,1.378326237136366e-08,2.6276142921427274e-06,4.7749790562054185e-06,1.5463712090757135e-08,3.1158045920719227e-09,8.5250660188600045e-06,1.2802354189221224e-16,1.3992587406471379e-10,5.6503308779226347e-16,1.3663256714203789e-16,1.3697213678309156e-10,1.5243402011395096e-12,1.5240838149815831e-12,1.7990064326569005e-16,7.6482405828859787e-17,2.0465304768433346e-17,3.1088314603984434e-21,2.1308388126686987e-19,2.5235651603595654e-22,4.5240600353393314e-29,4.206567150813288e-29,4.206593885313468e-29
2.7208958430491636e-12,0.49068663689782493,76.950000000000003,0.0,0.0,0.0,0.99997287129234047,9.499999982503418,8.5134638234464131e-07,5.0010687240423668e-06,5.0123210622478103e-06,6.6228144053809555e-13,1.4302544621767706e-08,2.6282427056943814e-06,4.8835517827919605e-06,1.5484129099083148e-08,3.1933698768864384e-09,8.7189080293085164e-06,1.3284683362221738e-16,1.444400463671434e-10,5.9501470742064357e-16,1.4487485058029901e-16,1.4221356476578647e-10,1.6129660801043029e-12,1.6126937855311165e-12,1.9076736929027178e-16,8.1523847280130366e-17,2.0974772097299782e-17,3.3566155394365661e-21,2.1839698482790971e-19,2.7073637178600668e-22,5.1622681652617742e-29,4.8000054653209091e-29,4.8000365545058938e-29
2.7718363974252388e-12,0.4906866368944243,76.950000000000003,0.0,0.0,0.0,0.99997236449291038,9.4999999818972878,8.6728497198622804e-07,5.0944326208230264e-06,5.1061411552029292e-06,6.7467822891723354e-13,1.4830993447506298e-08,2.6288015609278275e-06,4.9921489970790712e-06,1.5503028092114756e-08,3.2710405908118681e-09,8.9127937771796627e-06,1.3775526845244362e-16,1.4901170757411662e-10,6.2600695504886455e-16,1.5345190959932353e-16,1.4755208002421632e-10,1.7049506991231733e-12,1.7046618468982524e-12,2.0206236973974963e-16,8.6786236116125868e-17,2.148493191470503e-17,3.6190646336895423e-21,2.2371734971578243e-19,2.9008029018755733e-22,5.8760710861961572e-29,5.4637386328864569e-29,5.4637746848259389e-29
2.822776951801314e-12,0.49068663689097197,76.950000000000003,0.0,0.0,0.0,0.99997185769623287,9.4999999812819134,8.8322355063242069e-07,5.1877871783418434e-06,5.1999610552300118e-06,6.870749918009288e-13,1.5368585922062021e-08,2.629298541912197e-06,5.1007679871067062e-06,1.5520521891000829e-08,3.3488090543598463e-09,9.106718420657256e-06,1.4274863343152179e-16,1.53640708582604e-10,6.5802606308190639e-16,1.6237111328862603e-16,1.5298761079135778e-10,1.8003556785663902e-12,1.8000496064198058e-12,2.1379382753526708e-16,9.2274422289418054e-17,2.1995733779574489e-17,3.896759277014802e-21,2.2904444712467819e-19,3.1042034339988431e-22,6.6727771040611604e-29,6.2045629796742652e-29,6.2046046737472344e-29
2.873717506177389e-12,0.490686636887468,76.950000000000003,0.0,0.0,0.0,0.99997135090208678,9.4999999806573303,8.9916211828326266e-07,5.2811324194787016e-06,5.2937807694501049e-06,6.9947173013016541e-13,1.5915299176205534e-08,2.6297404838700557e-06,5.2094063405006271e-06,1.5536714931867936e-08,3.4266681469928059e-09,9.3006776527926488e-06,1.4782671614019887e-16,1.5832691136267663e-10,6.9108828922399799e-16,1.7163986846479031e-16,1.5852008537045191e-10,1.8992425932598442e-12,1.8989186258967237e-12,2.2596991954662598e-16,9.7993253281469892e-17,2.250713092218217e-17,4.1902922208553094e-21,2.3437778673875936e-19,3.3178910813451535e-22,7.5602477546640976e-29,7.0297893516265102e-29,7.0298374453482918e-29
2.924658060553464e-12,0.49068663688391245,76.950000000000003,0.0,0.0,0.0,0.99997084411027326,9.4999999800235617,9.1510067493879546e-07,5.3744683670562736e-06,5.3876003044659504e-06,7.1186844477743505e-13,1.6471110397852425e-08,2.6301334669429078e-06,5.3180619113794779e-06,1.555170388899987e-08,3.5046112664412105e-09,9.4946676424220664e-06,1.5298930469000868e-16,1.6307018813455392e-10,7.2520991628619355e-16,1.8126561952929583e-16,1.6414943213489729e-10,2.0016729725296267e-12,2.001330421638776e-12,2.3859881659823756e-16,1.0394757398377281e-16,2.3019079976934633e-17,4.5002684860142145e-21,2.3971691393070308e-19,3.542196662507188e-22,8.546928480014555e-29,7.947271648625257e-29,7.9473269849864207e-29
2.9755986149295393e-12,0.4906866368803056,76.950000000000003,0.0,0.0,0.0,0.9999703373206108,9.4999999793806431,9.3103922059905636e-07,5.4677950438401647e-06,5.4814196663997112e-06,7.2426513655172399e-13,1.7035996831920397e-08,2.6304828995982094e-06,5.4267327909177176e-06,1.5565578251698801e-08,3.582632290982067e-09,9.6886849816109231e-06,1.5823618772194518e-16,1.6787042060681744e-10,7.6040725199879897e-16,1.9125584832683446e-16,1.6987557952814324e-10,2.1077083002465369e-12,2.1073464645091638e-12,2.5168868347506136e-16,1.1014222659225079e-16,2.3531540734605502e-17,4.8273054143753889e-21,2.4506140716415976e-19,3.7774560534468316e-22,9.6418804042184958e-29,8.9654363817657293e-29,8.9654998971110267e-29
3.0265391693056144e-12,0.4906866368766475,76.950000000000003,0.0,0.0,0.0,0.9999698305329352,9.4999999787285958,9.4697775526408019e-07,5.5611124725390758e-06,5.5752388609279427e-06,7.3666180620313338e-13,1.7609935780186873e-08,2.6307935928294497e-06,5.5354172811579647e-06,1.5578420858283405e-08,3.6607255444623627e-09,9.8827266388995394e-06,1.6356715440513992e-16,1.7272749927122812e-10,7.966966288297155e-16,2.0161807400411474e-16,1.7569845606358368e-10,2.2174100148705295e-12,2.2170281799690541e-12,2.6524767892853416e-16,1.1658205051348429e-16,2.4044475912599384e-17,5.1720327205700738e-21,2.5041087558523197e-19,4.0240101933255908e-22,1.0854813227333348e-28,1.0093313270860221e-28,1.0093386003336629e-28
3.0774797236816896e-12,0.4906866368729385,76.950000000000003,0.0,0.0,0.0,0.99996932374709735,9.4999999780674571,9.6291627893389988e-07,5.6544206758049246e-06,5.6690578933140325e-06,7.4905845442716561e-13,1.8192904601146868e-08,2.6310698261624132e-06,5.644113871715232e-06,1.5590308390405236e-08,3.7388857638679241e-09,1.0076789917711863e-05,1.6898199443554182e-16,1.7764132274994543e-10,8.3409440380931761e-16,2.123598528691531e-16,1.8161799032445069e-10,2.3308395094950882e-12,2.3304369481220312e-12,2.7928395568248701e-16,1.23271882281476e-16,2.4557850941934859e-17,5.5350925435896857e-21,2.5576495678923109e-19,4.2822050902757369e-22,1.2196119255512488e-28,1.1340566899244002e-28,1.1340649997848058e-28
3.1284202780577647e-12,0.49068663686917857,76.950000000000003,0.0,0.0,0.0,0.9999688169629618,9.4999999773972448,9.7885479160854518e-07,5.7477196762330084e-06,5.7628767684382768e-06,7.6145508186869985e-13,1.8784880709871271e-08,2.631315406367367e-06,5.7528212190554673e-06,1.5601311830623754e-08,3.817108069252958e-09,1.0270872419360295e-05,1.7448049803460104e-16,1.8261179719126616e-10,8.7261695836229727e-16,2.234887782510497e-16,1.8763411096370882e-10,2.4480581318915338e-12,2.4476341037584705e-12,2.9380566043905279e-16,1.3021655548382114e-16,2.5071633769733138e-17,5.9171394983448571e-21,2.6112331474999431e-19,4.5523918271144083e-22,1.3676908585716108e-28,1.2717529442907399e-28,1.2717624177162951e-28
3.17936083243384e-12,0.49068663686536784,76.950000000000003,0.0,0.0,0.0,0.99996831018040544,9.4999999767179908,9.9479329328804489e-07,5.8410094963621373e-06,5.8566954908257569e-06,7.7385168912567551e-13,1.9385841577865512e-08,2.6315337196827871e-06,5.8615381280640788e-06,1.5611496885969685e-08,3.8953879358585127e-09,1.0464972010138922e-05,1.800624559479559e-16,1.8763883571027721e-10,9.122806981467894e-16,2.3501248036024797e-16,1.937467467039496e-10,2.5691271845532672e-12,2.5686809363998446e-12,3.088209338845625e-16,1.3742090069626306e-16,2.5585794676084122e-17,6.3188407271707722e-21,2.6648563789993325e-19,4.8349265670029415e-22,1.5309045463216436e-28,1.4235234490933172e-28,1.4235342261231788e-28
3.230301386809915e-12,0.4906866368615067,76.950000000000003,0.0,0.0,0.0,0.99996780339931679,9.4999999760297218,1.0107317839724246e-06,5.934290158674783e-06,5.9505140646722022e-06,7.8624827675250897e-13,1.9995764732928477e-08,2.6317277782701293e-06,5.9702635356505338e-06,1.5620924380028198e-08,3.9737211682603199e-09,1.0659086792051867e-05,1.8572765944412267e-16,1.9272235787108035e-10,9.5310205290088912e-16,2.4693862614927605e-16,1.9995582633728569e-10,2.6941079247399431e-12,2.6936386903429461e-12,3.2433791069543156e-16,1.4488974542471972e-16,2.6100306104242034e-17,6.7408759512789109e-21,2.7185163734982566e-19,5.1301705590537406e-22,1.7105185830077186e-28,1.5905451974174054e-28,1.5905574322811335e-28
3.3321824955620652e-12,0.49068663685363306,76.950000000000003,0.0,0.0,0.0,0.99996678984114395,9.4999999746262418,1.0426087323559217e-06,6.1208240994996709e-06,6.1381507820156908e-06,8.1104139513398367e-13,2.1242408296080929e-08,2.6320535412223272e-06,6.1877361725402033e-06,1.5637727642602892e-08,4.1305324578458459e-09,1.1047355369850022e-05,1.9730697086552093e-16,2.0305856087115153e-10,1.0382834457909188e-15,2.7202909945642136e-16,2.1266303279867171e-10,2.95604927082241e-12,2.9555317134627556e-12,3.5690948310455436e-16,1.6064022781748049e-16,2.7130280211131569e-17,7.6487304727653047e-21,2.8259361351029607e-19,5.7602567590088001e-22,2.1244296243159994e-28,1.9754406108555963e-28,1.9754562868066043e-28
3.4238754934390005e-12,0.49068663684637553,76.950000000000003,0.0,0.0,0.0,0.99996587764287992,9.4999999733325371,1.0712979482979904e-06,6.2886735509053668e-06,6.3070233557724009e-06,8.3335513932003415e-13,2.2394814231181208e-08,2.6322877000264165e-06,6.3834821675542884e-06,1.5650782164286443e-08,4.2718089742241807e-09,1.1396833969204186e-05,2.080109677032436e-16,2.1255362655800026e-10,1.1190710536662505e-15,2.9606454506141853e-16,2.2442864379047609e-10,3.2057880618850941e-12,3.205224263519345e-12,3.8802120801424291e-16,1.7576861531404846e-16,2.8058218213752337e-17,8.5424201303400812e-21,2.9227147543265849e-19,6.3745283596594006e-22,2.5674959949923489e-28,2.3874510384196984e-28,2.387470506433104e-28
3.510340833651486e-12,0.49068663683938357,76.950000000000003,0.0,0.0,0.0,0.99996501745457034,9.4999999720861936,1.0983514843571711e-06,6.4469265996474539e-06,6.4662676693295659e-06,8.5439666664051129e-13,2.3507804634920215e-08,2.6324672094725442e-06,6.5680825640759371e-06,1.5661534654192115e-08,4.405141476407507e-09,1.1726413629420826e-05,2.1834885872358146e-16,2.2167409368670172e-10,1.1989221553228835e-15,3.2003415284354226e-16,2.3580872535275571e-10,3.4537638674722289e-12,3.4531540071380723e-12,4.1896314371652181e-16,1.9088773478588589e-16,2.8933978033263021e-17,9.4556526713913155e-21,3.0140519286387076e-19,6.9968227951353684e-22,3.0555323268539891e-28,2.8412828987349703e-28,2.8413066539694297e-28
3.5968061738639713e-12,0.4906866368322488,76.950000000000003,0.0,0.0,0.0,0.99996415726899979,9.4999999708143505,1.125404988738816e-06,6.6051536808099901e-06,6.6255116145938653e-06,8.754381452889876e-13,2.4646199469791295e-08,2.6326139978836348e-06,6.7526943311293517e-06,1.5670964504837444e-08,4.5385680675032168e-09,1.2056013642358735e-05,2.2892271704327047e-16,2.309561574808489e-10,1.2824176794229838e-15,3.4530932567800091e-16,2.4746534232996781e-10,3.7141531167294178e-12,3.7134947448584582e-12,4.5150238582640053e-16,2.0685904403977809e-16,2.981035585565416e-17,1.0441092097594104e-20,3.10545393835417e-19,7.6628564452750832e-22,3.6209209353173282e-28,3.3670497412511114e-28,3.3670785874353431e-28
3.683271514076457e-12,0.49068663682497143,76.950000000000003,0.0,0.0,0.0,0.99996329708590559,9.4999999695171287,1.1524584614430048e-06,6.763354902201363e-06,6.7847552029190483e-06,8.9647957676566951e-13,2.5809890976138122e-08,2.6327339565097353e-06,6.9373153894994092e-06,1.5679234184295777e-08,4.6720773946630475e-09,1.2385630295877105e-05,2.397315417442056e-16,2.4039960283479438e-10,1.3696388738709423e-15,3.7192894348965165e-16,2.5939814914408978e-10,3.9872536477091953e-12,3.9865442516944449e-12,4.8567848572305887e-16,2.2370602647142095e-16,3.0687277112173363e-17,1.1502553854010897e-20,3.1969129663869206e-19,8.3745920027935481e-22,4.2736006856467626e-28,3.9739950960330176e-28,3.9740299625902375e-28
3.769736854288942e-12,0.4906866368175524,76.950000000000003,0.0,0.0,0.0,0.99996243690506426,9.4999999681946452,1.1795119024698122e-06,6.9215303711730419e-06,6.943998444292199e-06,9.1752096239016336e-13,2.6998771850952647e-08,2.6328319154837721e-06,7.1219440344740198e-06,1.5686486201927994e-08,4.8056594716414519e-09,1.271526054645664e-05,2.5077433614982787e-16,2.5000424100026969e-10,1.4606671772397442e-15,3.999321807453975e-16,2.7160680078622454e-10,4.2733629263388423e-12,4.2725999306120054e-12,5.2153094534476076e-16,2.4145213752873023e-16,3.1564676210305559e-17,1.2643961704985754e-20,3.2884221367104765e-19,9.1340347879116713e-22,5.0245034934732221e-28,4.6722861776582887e-28,4.6723281356470451e-28
3.856202194501428e-12,0.4906866368099925,76.950000000000003,0.0,0.0,0.0,0.99996157672628316,9.4999999668470156,1.206565311819306e-06,7.079680194621519e-06,7.1032413475000139e-06,9.3856230332345227e-13,2.821273524593965e-08,2.632911839802773e-06,7.3065788666759279e-06,1.5692845587984521e-08,4.9393055124991228e-09,1.3044901895709661e-05,2.6205010780714661e-16,2.597699063118623e-10,1.5555842174634057e-15,4.2935850456191405e-16,2.8409095281515008e-10,4.5727780470330109e-12,4.5719588131418949e-12,5.5909921727038438e-16,2.6012080449506313e-16,3.2442495441490077e-17,1.3869348451236663e-20,3.3799753998443367e-19,9.9432328213863915e-22,5.8856263546876193e-28,5.4730808970636451e-28,5.4731311766880558e-28
3.942667534713913e-12,0.49068663680229224,76.950000000000003,0.0,0.0,0.0,0.999960716549398,9.4999999654743501,1.23361868949155e-06,7.2378044789902441e-06,7.2624839202721674e-06,9.5960360058683792e-13,2.9451674765589995e-08,2.6329769818460939e-06,7.4912187382340263e-06,1.569842202299683e-08,5.0730077882669478e-09,1.3374552294276689e-05,2.735578684688439e-16,2.6969645337497126e-10,1.654471810637294e-15,4.6024767282519594e-16,2.9685026135587681e-10,4.8857957333047051e-12,4.8849175599907144e-12,5.9842270480072109e-16,2.7973542632986647e-16,3.3320684039648639e-17,1.5182856645610524e-20,3.4715674341512235e-19,1.0804276896730007e-21,6.870106915754659e-28,6.388598168478282e-28,6.3886581782855528e-28
4.0291328749263986e-12,0.490686636794452,76.950000000000003,0.0,0.0,0.0,0.99995985637426721,9.4999999640767658,1.2606720354866022e-06,7.3959033302715611e-06,7.4217261694071484e-06,9.8064485507857304e-13,3.0715484465262125e-08,2.6330300058936337e-06,7.6758627088367926e-06,1.570331170176117e-08,5.2067595011125647e-09,1.3704210063366136e-05,2.8529663407545358e-16,2.7978375460425277e-10,1.75741195987132e-15,4.9263973232120951e-16,3.098843830982087e-10,5.2127123383746882e-12,5.2117724616503578e-12,6.3954076203956111e-16,3.0031937354667646e-16,3.4199197354675276e-17,1.6588739307577017e-20,3.56319355918677e-19,1.1719300651743887e-21,7.9923024922282725e-28,7.4321914257434003e-28,7.4322627736273717e-28
4.115598215138884e-12,0.490686636786473,76.950000000000003,0.0,0.0,0.0,0.99995899620076956,9.4999999626543765,1.2877253498045188e-06,7.5539768540086153e-06,7.5809681008843929e-06,1.0016860675886747e-12,3.2004058849271482e-08,2.6330730943280294e-06,7.8605100082500512e-06,1.5707598990637826e-08,5.3405546722168892e-09,1.4033873827835177e-05,2.9726542473761563e-16,2.9003169803501054e-10,1.8644868541805804e-15,5.2657501687716984e-16,3.2319297529531042e-10,5.5538238457793805e-12,5.5528194390059258e-12,6.82492693974573e-16,3.2189598811582091e-16,3.5077996115977319e-17,1.8091360636511499e-20,3.6548496584900405e-19,1.2690480639435224e-21,9.2678725002608665e-28,8.6184253153640837e-28,8.6185098314959412e-28
4.2020635553513694e-12,0.49068663677835533,76.950000000000003,0.0,0.0,0.0,0.99995813602880101,9.499999961207287,1.3147786324453531e-06,7.7120251552972703e-06,7.7402097199636298e-06,1.0227272388120563e-12,3.3317292868987783e-08,2.6331080366341555e-06,8.0451600049061226e-06,1.5711357892380748e-08,5.4743880424289064e-09,1.4363542460110146e-05,3.0946326471840294e-16,3.0044018538875586e-10,1.9757788674215097e-15,5.6209414551353994e-16,3.3677569576227997e-10,5.9094258699772707e-12,5.9083540439421213e-12,7.2731775655797718e-16,3.4448858339025099e-16,3.5957045779947694e-17,1.9695196723753152e-20,3.7465321111733258e-19,1.3720036398313694e-21,1.0713864410390436e-27,9.9631556680914461e-28,9.9632554299050301e-28
4.288528895563855e-12,0.4906866367700997,76.950000000000003,0.0,0.0,0.0,0.99995727585827165,9.4999999597356108,1.3418318834091537e-06,7.8700483387880107e-06,7.8994510312718199e-06,1.043768369360014e-12,3.4655081920940553e-08,2.6331363009516396e-06,8.229812180650618e-06,1.5714653323923631e-08,5.6082549853348875e-09,1.4693215035100538e-05,3.2188918241572411e-16,3.1100913038577387e-10,2.0913705572736385e-15,5.9923802060696636e-16,3.5063220287472548e-10,6.279813656953742e-12,6.2786714599480589e-12,7.7405515678701182e-16,3.6812044405471801e-16,3.6836315958978663e-17,2.1404836263411187e-20,3.8382377320606048e-19,1.481023052206032e-21,1.2348803363692358e-27,1.1483612879501583e-27,1.1483730238868133e-27
4.37499423577634e-12,0.49068663676170676,76.950000000000003,0.0,0.0,0.0,0.99995641568910465,9.4999999582394512,1.3688851026959694e-06,8.028046508687821e-06,8.058692038879059e-06,1.0648094597702568e-12,3.6017321844932706e-08,2.6331590911363071e-06,8.4144661106035488e-06,1.5717542228454012e-08,5.7421514313552412e-09,1.5022890794243956e-05,3.3454221034480213e-16,3.2173845727652622e-10,2.2113446642558203e-15,6.3804782606412907e-16,3.6476215556734909e-10,6.6652820848243741e-12,6.6640665027205052e-12,8.2274405278418506e-16,3.928148260943955e-16,3.771577992290828e-17,2.3224981261918303e-20,3.9299637194197862e-19,1.596336872859156e-21,1.4192785530104698e-27,1.3198488773955873e-27,1.3198626386688954e-27
4.461459575988826e-12,0.4906866367531772,76.950000000000003,0.0,0.0,0.0,0.9999555555212325,9.4999999567189217,1.3959382903058452e-06,8.1860197687620846e-06,8.2179327463653657e-06,1.0858505105157354e-12,3.7403908922162155e-08,2.6331773936413396e-06,8.5991214466134539e-06,1.572007455095962e-08,5.8760738009737028e-09,1.5352569115965784e-05,3.4742138512072676e-16,3.3262809955334954e-10,2.3357841107652684e-15,6.7856502550632151e-16,3.791652133325343e-10,7.0661256644367128e-12,7.064833620765603e-12,8.7342355387732516e-16,4.1859495677728706e-16,3.8595414160450573e-17,2.5160447746348765e-20,4.0217076089835568e-19,1.7181799928551924e-21,1.6267575247526075e-27,1.5128026987985349e-27,1.5128187845821678e-27
4.547924916201311e-12,0.49068663674451163,76.950000000000003,0.0,0.0,0.0,0.99995469535459847,9.4999999551741219,1.4229914462388261e-06,8.3439682223364442e-06,8.3771731568796967e-06,1.1068915220124353e-12,3.88147398733513e-08,2.6331920168390868e-06,8.7837779033794331e-06,1.5722294098506144e-08,6.0100189457098699e-09,1.56822494909021e-05,3.6052574744108051e-16,3.4367799881437549e-10,2.4647720001318163e-15,7.2083136046463027e-16,3.9384103621893952e-10,7.4826385399705297e-12,7.4812668959990267e-12,9.2613272067942522e-16,4.4548403464693796e-16,3.947519799148635e-17,2.7216166471512402e-20,4.1134672333024038e-19,1.8467916293251975e-21,1.8596705992901029e-27,1.7294116920882291e-27,1.7294304386089534e-27
