Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82)
1.1210025863426978e-11,0.17203094167041388,76.950000000000003,0.0,0.0,0.0,0.99997095393008961,9.4999995923130029,8.5196765911680781e-07,1.2297373862282913e-05,1.1973110537188512e-05,3.6597515915541325e-07,7.0380012112772388e-12,4.1940342210835307e-07,3.0965274267143038e-06,4.1704800969157202e-08,4.9093561222421033e-15
1.1518433545500142e-11,0.17203094162960378,76.950000000000003,0.0,0.0,0.0,0.9999701553663799,9.4999995715676206,8.7540620903831711e-07,1.2635569730061414e-05,1.2293089269669652e-05,3.854564191352378e-07,7.2315582880177898e-12,4.1941756427401557e-07,3.1927184589139966e-06,4.2968732355873057e-08,5.170687413845652e-15
1.181358907440645e-11,0.1720309415897064,76.950000000000003,0.0,0.0,0.0,0.99996939111787819,9.4999995512862263,8.9783758435221702e-07,1.2959232947333859e-05,1.2598890711578696e-05,4.045280035476033e-07,7.416798002078768e-12,4.1942820106967029e-07,3.2847788953557158e-06,4.417835642096136e-08,5.4265231344285238e-15
1.2108744603312758e-11,0.17203094154899262,76.950000000000003,0.0,0.0,0.0,0.9999686268705712,9.4999995305898608,9.2026893070421478e-07,1.3282895666043059e-05,1.2904276690619527e-05,4.2401455420295529e-07,7.6020374298002995e-12,4.194365947129194e-07,3.3768414024770964e-06,4.5387982429921892e-08,5.6879254379824915e-15
1.2403900132219066e-11,0.17203094150746853,76.950000000000003,0.0,0.0,0.0,0.99996786262443793,9.4999995094815404,9.4270024809435221e-07,1.3606557887129161e-05,1.3209250214486832e-05,4.4391306340661547e-07,7.7872765717003672e-12,4.194432053848565e-07,3.4689055409760603e-06,4.6597609442569873e-08,5.9548539776546134e-15
1.2699055661125374e-11,0.17203094146513986,76.950000000000003,0.0,0.0,0.0,0.99996709837946185,9.499999487964244,9.6513153652266986e-07,1.3930219611299095e-05,1.3513814269081545e-05,4.6422054525762071e-07,7.9725154281643583e-12,4.1944839875204601e-07,3.560970961776832e-06,4.780723675191817e-08,6.227268698944722e-15
1.2994211190031682e-11,0.17203094142201253,76.950000000000003,0.0,0.0,0.0,0.99996633413562974,9.4999994660409435,9.8756279598921009e-07,1.4253880839087486e-05,1.3817971818668849e-05,4.8493403549076487e-07,8.1577539994792283e-12,4.194524659785228e-07,3.6530373869259064e-06,4.9016863823263007e-08,6.5051298375864628e-15
1.328936671893799e-11,0.17203094137809233,76.950000000000003,0.0,0.0,0.0,0.99996556989293128,9.4999994437145769,1.0099940264940123e-06,1.4577541570897424e-05,1.4121725806034891e-05,5.060505913198473e-07,8.3429922858568294e-12,4.1945563866117849e-07,3.745104595334297e-06,5.0226490253432774e-08,6.7883979174445451e-15
1.3584522247844297e-11,0.1720309413333849,76.950000000000003,0.0,0.0,0.0,0.99996480565135781,9.4999994209880647,1.0324252280371186e-06,1.4901201807030686e-05,1.4425079152642416e-05,5.2756729128206554e-07,8.5282302874512158e-12,4.1945810060095348e-07,3.8371724115404098e-06,5.143611574055029e-08,7.0770337484273504e-15
1.3879677776750605e-11,0.172030941287896,76.950000000000003,0.0,0.0,0.0,0.99996404141090312,9.4999993978643111,1.0548564006185679e-06,1.5224861547713032e-05,1.4728034758785263e-05,5.4948123508351014e-07,8.7134680043731198e-12,4.1945999763241646e-07,3.9292406963264497e-06,5.2645740058739753e-08,7.3709984244143011e-15
1.4174833305656913e-11,0.17203094124163135,76.950000000000003,0.0,0.0,0.0,0.99996327717156142,9.4999993743461939,1.0772875442384014e-06,1.5548520793114462e-05,1.5030595503741772e-05,5.7178954344575971e-07,8.898705436701534e-12,4.1946144567519498e-07,4.0213093390322923e-06,5.38553630378965e-08,7.6702533211980183e-15
1.4469988834563221e-11,0.17203094119459655,76.950000000000003,0.0,0.0,0.0,0.99996251293332894,9.4999993504365712,1.0997186588966593e-06,1.5872179543363453e-05,1.5332764245927076e-05,5.9448935795359723e-07,9.0839425844918697e-12,4.1946253697278247e-07,4.1133782515997284e-06,5.5064984549391431e-08,7.9747600944414946e-15
1.476514436346953e-11,0.17203094114679718,76.950000000000003,0.0,0.0,0.0,0.99996174869620225,9.4999993261382834,1.1221497445933816e-06,1.6195837798556777e-05,1.5634543823044244e-05,6.1757784090383943e-07,9.2691794477815779e-12,4.1946334485735757e-07,4.2054473640238438e-06,5.6274604496342565e-08,8.2844806776502152e-15
1.5060299892375837e-11,0.17203094109823874,76.950000000000003,0.0,0.0,0.0,0.99996098446017845,9.4999993014541477,1.1445808013286079e-06,1.6519495558766818e-05,1.5935937052234403e-05,6.410521751552634e-07,9.4544160265943286e-12,4.1946392754383764e-07,4.2975166207310933e-06,5.748422280620611e-08,8.5993772801589849e-15
1.5355455421282145e-11,0.17203094104892677,76.950000000000003,0.0,0.0,0.0,0.99996022022525566,9.4999992763869567,1.167011829102379e-06,1.6843152824047794e-05,1.6236946730225697e-05,6.6490956397961546e-07,9.6396523209435569e-12,4.1946433125085014e-07,4.3895859775999413e-06,5.8693839424616625e-08,8.9194123851332929e-15
1.594576647909476e-11,0.17203094094806398,76.950000000000003,0.0,0.0,0.0,0.99995869175870733,9.499999225114502,1.2118737977657128e-06,1.7490465869973001e-05,1.6837826518342955e-05,7.1376241961531967e-07,1.0010124056268113e-11,4.1946473989276469e-07,4.5737248599253009e-06,6.1113067435979363e-08,9.5747493924405263e-15
1.6477046431126114e-11,0.1720309408547648,76.950000000000003,0.0,0.0,0.0,0.99995731614256589,9.4999991776868971,1.2522494705149354e-06,1.8073045918962278e-05,1.7377334226587615e-05,7.590123922863197e-07,1.0343547645201851e-11,4.1946479152030268e-07,4.7394499140402183e-06,6.3290366545776703e-08,1.0181755545247926e-14
1.700380654788967e-11,0.17203094075993156,76.950000000000003,0.0,0.0,0.0,0.99995595223290845,9.4999991294794714,1.292281556785934e-06,1.865066811713062e-05,1.7911067201564001e-05,8.0506071549601819e-07,1.0674133741134788e-11,4.1946465174790718e-07,4.9037650274331505e-06,6.5449136595137018e-08,1.0799471220198709e-14
1.7530566664653226e-11,0.1720309406628104,76.950000000000003,0.0,0.0,0.0,0.99995458832673745,9.4999990801090384,1.3323135508124553e-06,1.9228288739343198e-05,1.8443635579338159e-05,8.52272054098606e-07,1.100471893092141e-11,4.1946438659360932e-07,5.0680800353427327e-06,6.7607900807425991e-08,1.1432788216439597e-14
1.8057326781416782e-11,0.1720309405634309,76.950000000000003,0.0,0.0,0.0,0.99995322442405155,9.4999990295905974,1.3723454525947248e-06,1.9805907785629352e-05,1.8975054361875326e-05,9.0063140612791934e-07,1.1335303214486255e-11,4.1946403773593992e-07,5.2323948979820073e-06,6.9766659152189995e-08,1.208150528943379e-14
1.8584086898180338e-11,0.1720309404618222,76.950000000000003,0.0,0.0,0.0,0.99995186052484897,9.4999989779389562,1.4123772621329701e-06,2.0383525256006497e-05,1.9505338357689398e-05,9.5012396306904919e-07,1.1665886591748683e-11,4.1946363275862009e-07,5.3967095890193304e-06,7.1925411610787927e-08,1.2745423789704868e-14
1.9110847014943894e-11,0.17203094035801303,76.950000000000003,0.0,0.0,0.0,0.99995049662912927,9.4999989251687325,1.4524089794274159e-06,2.0961141150486401e-05,2.0034502184338515e-05,1.0007351073627946e-06,1.1996469062626448e-11,4.1946319053964088e-07,5.5610240904337975e-06,7.408415817020028e-08,1.3424347629360181e-14
1.963760713170745e-11,0.17203094025203178,76.950000000000003,0.0,0.0,0.0,0.99994913273689179,9.499998871294359,1.4924406044782892e-06,2.1538755469076355e-05,2.0562560270887261e-05,1.0524504099434472e-06,1.2327050627036338e-11,4.1946272386646182e-07,5.7253383900187048e-06,7.624289882181633e-08,1.4118083249061361e-14
2.0164367248471006e-11,0.17203094014390652,76.950000000000003,0.0,0.0,0.0,0.99994776884813585,9.4999988163300735,1.5324721372858164e-06,2.2116368211779751e-05,2.1089526860336762e-05,1.1052556278087165e-06,1.2657631284894476e-11,4.1946224101659343e-07,5.8896524798726758e-06,7.8401633560879762e-08,1.4826439585425955e-14
2.069112736523456e-11,0.17203094003366484,76.950000000000003,0.0,0.0,0.0,0.99994640496286169,9.4999987602899409,1.572503577850223e-06,2.2693979378597753e-05,2.1615416012023785e-05,1.1591367016205813e-06,1.2988211036117263e-11,4.1946174727386741e-07,6.0539663549521825e-06,8.0560362384813729e-08,1.5549228038843954e-14
2.1744647598761674e-11,0.172030939806941,76.950000000000003,0.0,0.0,0.0,0.99994367720275679,9.4999986450374561,1.652566182250579e-06,2.384919698457838e-05,2.2664017335237577e-05,1.2700710839517404e-06,1.3649367818327711e-11,4.1946073954279111e-07,6.3825934489212521e-06,8.4877802280476707e-08,1.7037359028095541e-14
2.2798167832288786e-11,0.17203093957207474,76.950000000000003,0.0,0.0,0.0,0.99994094945657697,9.4999985256457951,1.7326284176811672e-06,2.5004408287017733e-05,2.3708473131138035e-05,1.3851446663165416e-06,1.4310520973023124e-11,4.1945971784513052e-07,6.7112196555377093e-06,8.9195218496886331e-08,1.8581015498786102e-14
2.3851688065815897e-11,0.17203093932927457,76.950000000000003,0.0,0.0,0.0,0.99993822172432145,9.4999984022210597,1.8126902841437954e-06,2.6159613285911951e-05,2.4748889500219796e-05,1.5042513482085017e-06,1.4971670499580144e-11,4.1945869136256508e-07,7.0398449660410478e-06,9.3512611024620273e-08,2.0178774160991578e-14
2.490520829934301e-11,0.17203093907874392,76.950000000000003,0.0,0.0,0.0,0.99993549400598991,9.4999982748666252,1.8927517816402728e-06,2.7314811981251448e-05,2.5785369824318899e-05,1.6272877477788682e-06,1.5632816397394477e-11,4.1945766363740364e-07,7.3684693770542618e-06,9.7829979859169076e-08,2.1829248194341955e-14
2.595872853287012e-11,0.17203093882068105,76.950000000000003,0.0,0.0,0.0,0.99993276630158268,9.4999981436832357,1.9728129101724081e-06,2.8470004373023279e-05,2.6818014836204246e-05,1.754153132245217e-06,1.6293958665881527e-11,4.1945663482590603e-07,7.6970928884327712e-06,1.021473249986036e-07,2.3531086314484315e-14
2.8065768999924342e-11,0.17203093828272564,76.950000000000003,0.0,0.0,0.0,0.99992731093454112,9.4999978702196533,2.1329340603508875e-06,3.0780370245814835e-05,2.8872189010184569e-05,2.0189807689567413e-06,1.7616232312640666e-11,4.1945457373869143e-07,8.3543372124999278e-06,1.1078194417778949e-07,2.7083621977096816e-14
3.017280946697856e-11,0.17203093771689448,76.950000000000003,0.0,0.0,0.0,0.99992185562319658,9.4999975825857277,2.2930537346937033e-06,3.3090710904183452e-05,3.0912167437309953e-05,2.2979788430695108e-06,1.8938491435586615e-11,4.1945250952297223e-07,9.0115779369216835e-06,1.1941646853081945e-07,3.0826247597322303e-14
3.200072521495072e-11,0.17203093720453339,76.950000000000003,0.0,0.0,0.0,0.99991712303518654,9.4999973221327227,2.431960775101225e-06,3.5094974752665241e-05,3.2670961797913371e-05,2.5509400859392359e-06,2.0085575943538956e-11,4.1945072151524377e-07,9.581749480637898e-06,1.2690707983100998e-07,3.4219601837790963e-14
3.3828640962922875e-11,0.1720309366731335,76.950000000000003,0.0,0.0,0.0,0.99991239048909486,9.4999970520014632,2.5708667048090725e-06,3.7099219624495929e-05,3.4420058784154613e-05,2.8135796549725422e-06,2.1232649515384595e-11,4.1944893579227811e-07,1.0151918310868914e-05,1.3439761972449815e-07,3.7742786411521397e-14
3.565655671089503e-11,0.1720309361235332,76.950000000000003,0.0,0.0,0.0,0.99990765798492154,9.4999967726183687,2.7097715238266932e-06,3.9103445519578032e-05,3.615988481833571e-05,3.0854711277643332e-06,2.2379712148839108e-11,4.1944714885627873e-07,1.0722084430977794e-05,1.4188808819994791e-07,4.1390081056351994e-14
3.7484472458867187e-11,0.17203093555653481,76.950000000000003,0.0,0.0,0.0,0.99990292552266646,9.4999964843910867,2.8486752321635374e-06,4.1107652437811457e-05,3.7890847543835961e-05,3.3662068608259346e-06,2.3526763841758705e-11,4.1944535991715818e-07,1.1292247841742741e-05,1.4937848524261182e-07,4.515601742072374e-14
3.931238820683934e-11,0.17203093497290478,76.950000000000003,0.0,0.0,0.0,0.99989819310233041,9.4999961877093142,2.9875778298290487e-06,4.311184037909177e-05,3.9613336653870554e-05,3.6553971608266712e-06,2.4673804592131005e-11,4.1944357088863728e-07,1.186240854136082e-05,1.5686881083623783e-07,4.9035367946263792e-14
4.11403039548115e-11,0.172030934373376,76.950000000000003,0.0,0.0,0.0,0.99989346072391327,9.4999958829455746,3.1264793168326766e-06,4.5116009343305812e-05,4.1327724679573225e-05,3.9526694965114306e-06,2.5820834398064938e-11,4.1944178287441144e-07,1.243256652880238e-05,1.6435906496759278e-07,5.3023135296019084e-14
4.2968219702783654e-11,0.172030933758649,76.950000000000003,0.0,0.0,0.0,0.99988872838741538,9.4999955704559937,3.265379693183868e-06,4.7120159330332364e-05,4.3034367745373692e-05,4.25766774332345e-06,2.6967853257783852e-11,4.1943999513037556e-07,1.3002721804801723e-05,1.7184924762604559e-07,5.711454222141513e-14
4.479613545075581e-11,0.17203093312939347,76.950000000000003,0.0,0.0,0.0,0.99988399609283674,9.4999952505810104,3.4042789588920708e-06,4.9124290340045177e-05,4.4733606291457326e-05,4.5700514609447282e-06,2.8114861169619962e-11,4.1943820685411081e-07,1.3572874370148836e-05,1.7933935880072125e-07,6.1305021870789891e-14
4.6624051198727966e-11,0.1720309324862497,76.950000000000003,0.0,0.0,0.0,0.99987926384017789,9.4999949236460832,3.5431771139667324e-06,5.1128402372313354e-05,4.642576576541686e-05,4.8894952016446558e-06,2.9261858132008362e-11,4.1943641829180018e-07,1.4143024224632657e-05,1.8682939848022488e-07,6.5590208511206657e-14
4.845196694670012e-11,0.17203093182982962,76.950000000000003,0.0,0.0,0.0,0.99987453162943918,9.4999945899623111,3.6820741584173e-06,5.3132495427000001e-05,4.8111157282748356e-05,5.2156878497840952e-06,3.0408844143480196e-11,4.1943462999084686e-07,1.4713171367754588e-05,1.9431936665422798e-07,6.9965928668201593e-14
5.027988269467228e-11,0.17203093116071838,76.950000000000003,0.0,0.0,0.0,0.99986979946062027,9.4999942498271253,3.820970092253222e-06,5.513656950396201e-05,4.9790078257960987e-05,5.5483319907058462e-06,3.1555819202656079e-11,4.1943284195321173e-07,1.5283315799536724e-05,2.018092633138089e-07,7.4428192659737175e-14
5.2107798442644434e-11,0.17203093047947526,76.950000000000003,0.0,0.0,0.0,0.99986506733372194,9.49999390352483,3.9598649154839454e-06,5.7140624603051231e-05,5.146281300763319e-05,5.8871433076786703e-06,3.2702783308241642e-11,4.1943105385468859e-07,1.5853457520312518e-05,2.0929908845049262e-07,7.8973186506481945e-14
5.393571419061659e-11,0.172030929786635,76.950000000000003,0.0,0.0,0.0,0.9998603352487444,9.4999935513272273,4.0987586281189174e-06,5.9144660724114982e-05,5.3129633327153991e-05,6.2318500051560483e-06,3.3849736459023073e-11,4.1942926560636783e-07,1.6423596530190823e-05,2.1678884205584597e-07,8.3597264195089056e-14
5.5763629938588746e-11,0.17203092908270856,76.950000000000003,0.0,0.0,0.0,0.999855603205688,9.4999931934941415,4.2376512301675859e-06,6.1148677866995762e-05,5.4790799042202029e-05,6.5821922572974005e-06,3.4996678653861107e-11,4.1942747737591348e-07,1.6993732829035537e-05,2.2427852412194295e-07,8.8296940280359154e-14
5.75915456865609e-11,0.17203092836818473,76.950000000000003,0.0,0.0,0.0,0.99985087120455296,9.4999928302739551,4.3765427216393987e-06,6.3152676031531097e-05,5.6446558535995138e-05,6.9379216807186126e-06,3.614360989168638e-11,4.1942568926087643e-07,1.7563866416777496e-05,2.3176813464163378e-07,9.3068882812430707e-14
5.941946143453306e-11,0.17203092764353048,76.950000000000003,0.0,0.0,0.0,0.9998461392453396,9.4999924619041121,4.5154331025438019e-06,6.5156655217554012e-05,5.809714925322772e-05,7.298800830554805e-06,3.7290530171496516e-11,4.194239011882294e-07,1.8133997293510379e-05,2.3925767360826221e-07,9.79099065766913e-14
6.124737718250523e-11,0.17203092690919242,76.950000000000003,0.0,0.0,0.0,0.99984140732804827,9.4999920886116058,4.6543223728902434e-06,6.7160615424893339e-05,5.9742798181760559e-05,7.6646027187707222e-06,3.8437439492350993e-11,4.1942211308065217e-07,1.8704125459331979e-05,2.4674714101541983e-07,1.0281696663212909e-13
6.307529293047739e-11,0.17203092616559748,76.950000000000003,0.0,0.0,0.0,0.99983667545267929,9.499991710613422,4.7932105326881725e-06,6.9164556653373885e-05,6.13837223130887e-05,8.0351103536929281e-06,3.9584337853366407e-11,4.194203249606208e-07,1.9274250914244784e-05,2.5423653685703822e-07,1.0778715213436993e-13
6.490320867844955e-11,0.1720309254131535,76.950000000000003,0.0,0.0,0.0,0.999831943619233,9.4999913281170016,4.9320975819470364e-06,7.1168478902816295e-05,6.302012908256708e-05,8.4101162997843162e-06,4.0731225253715623e-11,4.1941853687994422e-07,1.9844373658223315e-05,2.6172586112751496e-07,1.1281768043025305e-13
6.673112442642171e-11,0.17203092465225078,76.950000000000003,0.0,0.0,0.0,0.99982721182770951,9.4999909413206396,5.0709835206762802e-06,7.3172382173037381e-05,6.4652216790269307e-05,8.7894222567855116e-06,4.1878101692622649e-11,4.1941674883923954e-07,2.0414493691290944e-05,2.692151138216419e-07,1.1790589141220117e-13
6.855904017439388e-11,0.17203092388326222,76.950000000000003,0.0,0.0,0.0,0.99982248007810948,9.4999905504139051,5.2098683488853559e-06,7.5176266463850198e-05,6.6280175003311155e-05,9.1728386573914576e-06,4.3024967169357102e-11,4.1941496080801169e-07,2.0984611013500745e-05,2.7670429493448618e-07,1.230492421212387e-13
7.038695592236604e-11,0.17203092310654416,76.950000000000003,0.0,0.0,0.0,0.99981774837043336,9.4999901555780166,5.3487520665837081e-06,7.7180131775064333e-05,6.7904184940441968e-05,9.5601842826601071e-06,4.4171821683235979e-11,4.1941317277770519e-07,2.1554725624884863e-05,2.8419340446138347e-07,1.2824530158787683e-13
7.22148716703382e-11,0.17203092232243755,76.950000000000003,0.0,0.0,0.0,0.99981301670468115,9.4999897569862153,5.4876346737807836e-06,7.9183978106485878e-05,6.9524419839692275e-05,9.9512858943650481e-06,4.5318665233619583e-11,4.1941138476407016e-07,2.2124837525452213e-05,2.9168244239798033e-07,1.334917459002848e-13
7.587070316628251e-11,0.17203092073334722,76.950000000000003,0.0,0.0,0.0,0.99980355349895067,9.4999889491899747,5.765396556708901e-06,8.3191613829159102e-05,7.2754219628161539e-05,1.0744101972674207e-05,4.7612319441522003e-11,4.194078087930218e-07,2.3265053194226572e-05,3.0666030348421656e-07,1.441270011354106e-13
7.91609515126324e-11,0.17203091928101807,76.950000000000003,0.0,0.0,0.0,0.99979503675717729,9.49998821091474,6.0153784535246256e-06,8.6798421066662878e-05,7.5649715419219993e-05,1.1468895303748604e-05,4.9676570727809144e-11,4.1940459049679407e-07,2.4291238025350852e-05,3.201401335847454e-07,1.5384976332927304e-13
8.245119985898229e-11,0.17203091780940333,76.950000000000003,0.0,0.0,0.0,0.99978652015124392,9.4999874628353229,6.2653567524631517e-06,9.0405166806478677e-05,7.8535345068289893e-05,1.2203493046947647e-05,5.1740786484049507e-11,4.1940137224842339e-07,2.5317414073807433e-05,3.3361973167642825e-07,1.6370404724220131e-13
8.574144820533218e-11,0.17203091632000428,76.950000000000003,0.0,0.0,0.0,0.99977800368115288,9.4999867057163634,6.5153314535795719e-06,9.4011851047367064e-05,8.1411873208925981e-05,1.2947130567470186e-05,5.3804966707692766e-11,4.1939815403796861e-07,2.6343581339745587e-05,3.4709909774199428e-07,1.7367959564692749e-13
8.903169655168207e-11,0.17203091481421084,76.950000000000003,0.0,0.0,0.0,0.99976948734690618,9.4999859402629294,6.7653025569289942e-06,9.7618473788061463e-05,8.4280004914160468e-05,1.3699102791011507e-05,5.586911139647437e-11,4.1939493588482481e-07,2.7369739823286585e-05,3.6057823176610393e-07,1.8376695029309521e-13
9.232194489803196e-11,0.17203091329330028,76.950000000000003,0.0,0.0,0.0,0.99976097114850682,9.4999851671251871,7.0152700625665139e-06,0.00010122503502726999,8.7140390343879313e-05,1.4458759556388862e-05,5.7933220548361614e-11,4.1939171779563497e-07,2.8395889524563862e-05,3.7405713373502102e-07,1.9395738956484008e-13
9.561219324438185e-11,0.1720309117584527,76.950000000000003,0.0,0.0,0.0,0.99975245508595711,9.4999843869026641,7.2652339705472346e-06,0.00010483153476367735,8.9993629025945145e-05,1.5225501334419805e-05,5.9997294161501756e-11,4.1938849975802022e-07,2.9422030443729027e-05,3.8753580363631684e-07,2.0424287105149723e-13
9.890244159073174e-11,0.17203091021075556,76.950000000000003,0.0,0.0,0.0,0.99974393915925908,9.499983600148207,7.5151942809262543e-06,0.00010843797299594619,9.2840273806017829e-05,1.5998775278103388e-05,6.2061332234248008e-11,4.1938528176833139e-07,3.0448162580925336e-05,4.0101424145879301e-07,2.1461597856259228e-13
9.999999999999999e-11,0.17203090865121173,76.950000000000003,0.0,0.0,0.0,0.9997410984534667,9.4999833363397848,7.5985750409545278e-06,0.00010964099209379991,9.3788478004723237e-05,1.6258086937161269e-05,6.2749844496718252e-11,4.1938420832555283e-07,3.0790456964425414e-05,4.0551031633464595e-07,2.1809452294367155e-13
1.0219268993708163e-10,0.17203090865121173,76.950000000000003,0.0,0.0,0.0,0.99973542336841592,9.4999828073716177,7.7651509937586775e-06,0.0001120443497227186,9.5680834481305202e-05,1.6778071588870659e-05,6.4125334765116925e-11,4.1938206383451577e-07,3.1474285936285023e-05,4.1449244719238562e-07,2.2506987338273538e-13
1.0548293828343152e-10,0.172030907080746,76.950000000000003,0.0,0.0,0.0,0.99972690771342976,9.4999820090429914,8.0151041090996019e-06,0.0001156506649426176,9.8515781150592711e-05,1.7562920166556333e-05,6.6189301752725772e-11,4.1937884595841014e-07,3.2500400509946108e-05,4.2797042082795668e-07,2.3559824933251944e-13
1.0877318662978141e-10,0.17203090550021105,76.950000000000003,0.0,0.0,0.0,0.99971839219430325,9.499981205595823,8.2650536270041296e-06,0.0001192569186542484,0.00010134554730440956,1.8352887519233883e-05,6.8253233195840912e-11,4.193756281348431e-07,3.3526506302053312e-05,4.4144816235714697e-07,2.4619529131538124e-13
1.120634349761313e-10,0.17203090391039336,76.950000000000003,0.0,0.0,0.0,0.9997098768110394,9.499980397429848,8.5149995475273652e-06,0.00012286311085619959,0.00010417053267667789,1.9147573911567475e-05,7.0317129093348598e-11,4.1937241036291946e-07,3.4552603312747312e-05,4.5492567177232266e-07,2.5685563706402754e-13
1.1535368332248119e-10,0.17203090231201792,76.950000000000003,0.0,0.0,0.0,0.99970136156364053,9.4999795849136692,8.7649418707244099e-06,0.00012646924154704421,0.0001069911058743771,1.9946610735148623e-05,7.2380989444172474e-11,4.1936919264597889e-07,3.5578691542164709e-05,4.6840294906648578e-07,2.6757434186469698e-13
1.1864393166883107e-10,0.17203090070575364,76.950000000000003,0.0,0.0,0.0,0.99969284645210943,9.4999787683872015,9.0148805966503631e-06,0.00013007531072534086,0.00010980760680163185,2.0749658084409514e-05,7.4444814247344222e-11,4.1936597498441834e-07,3.6604770990444939e-05,4.8187999423315011e-07,2.7834684603916385e-13
1.2193418001518096e-10,0.1720308990922168,76.950000000000003,0.0,0.0,0.0,0.99968433147644875,9.4999779481638758,9.2648157253603329e-06,0.00013368131838963475,0.0001126203488943632,2.1556402521972369e-05,7.6508603501994437e-11,4.1936275737609498e-07,3.763084165772985e-05,4.9535680726626848e-07,2.8916894496790215e-13
1.2522442836153085e-10,0.17203089747197614,76.950000000000003,0.0,0.0,0.0,0.99967581663666161,9.4999771245327249,9.5147472569094204e-06,0.00013728726453845856,0.00011542962118099718,2.2366555017942018e-05,7.8572357207238461e-11,4.1935953982087216e-07,3.865690354415937e-05,5.0883338816019044e-07,3.0003676144662371e-13
1.2851467670788074e-10,0.17203089584555592,76.950000000000003,0.0,0.0,0.0,0.99966730193275011,9.49997629776027,9.7646751913527284e-06,0.00014089314917033329,0.0001182356901830646,2.3179849049306952e-05,8.0636075362267893e-11,4.1935632232012135e-07,3.9682956649872021e-05,5.2230973690959598e-07,3.109467201906421e-13
1.3180492505423063e-10,0.17203089421343964,76.950000000000003,0.0,0.0,0.0,0.99965878736471747,9.4999754680922806,1.0014599528745367e-05,0.00014449897228376905,0.00012103880166799604,2.3996038847144863e-05,8.2699757966371643e-11,4.1935310487385916e-07,4.0709000975007577e-05,5.3578585350942727e-07,3.2189552432191507e-13
1.3509517340058052e-10,0.17203089257607315,76.950000000000003,0.0,0.0,0.0,0.9996502729325667,9.4999746357553878,1.026452026914243e-05,0.00014810473387726576,0.00012383918226535349,2.4814897780392031e-05,8.4763405018777938e-11,4.1934988748121463e-07,4.1735036519706726e-05,5.492617379548489e-07,3.3288013368802723e-13
1.383854217469304e-10,0.17203089093386745,76.950000000000003,0.0,0.0,0.0,0.99964175863630023,9.4999738009585748,1.0514437412599032e-05,0.00015171043394931411,0.00012663704095706364,2.56362168656104e-05,8.6827016518762026e-11,4.193466701422253e-07,4.2761063284109221e-05,5.6273739024121786e-07,3.4389774487143794e-13
1.416756700932803e-10,0.1720308892872018,76.950000000000003,0.0,0.0,0.0,0.99963324447592128,9.4999729638945514,1.0764350959170273e-05,0.00015531607249839584,0.0001294325704515593,2.6459803392847245e-05,8.8890592465713938e-11,4.1934345285744502e-07,4.3787081268354384e-05,5.7621281036404023e-07,3.5494577275599789e-13
1.4496591843963018e-10,0.17203088763642563,76.950000000000003,0.0,0.0,0.0,0.99962473045143241,9.499972124741026,1.101426090891126e-05,0.00015892164952298457,0.00013222594845096081,2.72854796584537e-05,9.0954132858923062e-11,4.1934023562682291e-07,4.4813090472582069e-05,5.8968799831893387e-07,3.6602183352825174e-13
1.4825616678598007e-10,0.17203088598186145,76.950000000000003,0.0,0.0,0.0,0.99961621656283661,9.4999712836618535,1.1264167261877103e-05,0.00016252716502154643,0.00013501733881963541,2.8113081796526529e-05,9.3017637697691877e-11,4.1933701845001143e-07,4.5839090896932443e-05,6.0316295410160793e-07,3.7712372900181755e-13
1.5154641513232996e-10,0.17203088432380628,76.950000000000003,0.0,0.0,0.0,0.99960770281013678,9.499970440808152,1.1514070018122904e-05,0.00016613261899254043,0.00013780689266176891,2.8942458701336844e-05,9.5081106981475118e-11,4.1933380132706346e-07,4.6865082541545281e-05,6.1663767770784123e-07,3.8824943216224992e-13
1.5483666347867985e-10,0.1720308826625345,76.950000000000003,0.0,0.0,0.0,0.99959918919333579,9.4999695963192554,1.1763969177703766e-05,0.00016973801143441896,0.00014059474931500473,2.9773471033691189e-05,9.7144540709591923e-11,4.193305842581994e-07,4.7891065406560233e-05,6.3011216913345661e-07,3.9939707383776678e-13
1.5812691182502974e-10,0.17203088099829866,76.950000000000003,0.0,0.0,0.0,0.99959067571243654,9.4999687503236476,1.2013864740674803e-05,0.00017334334234562836,0.00014338103726669213,3.060599030468443e-05,9.9207938881328861e-11,4.1932736724337587e-07,4.8917039492117163e-05,6.4358642837430256e-07,4.1056493040828434e-13
1.6141716017137963e-10,0.1720308793313319,76.950000000000003,0.0,0.0,0.0,0.99958216236744202,9.4999679029398241,1.2263756707091125e-05,0.00017694861172460938,0.0001461658749987858,3.1439898030799837e-05,1.0127130149618278e-10,4.1932415028245742e-07,4.9943004798356048e-05,6.5706045542624174e-07,4.217514124714707e-13
1.6470740851772952e-10,0.1720308776618492,76.950000000000003,0.0,0.0,0.0,0.99957364915835512,9.4999670542770289,1.2513645077007834e-05,0.00018055381956979738,0.00014894937176696427,3.2275084954791715e-05,1.0333462855348804e-10,4.1932093337548089e-07,5.0968961325416681e-05,6.7053425028513704e-07,4.3295505439115399e-13
