Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82)
1.5262784798128031e-12,0.17203094245211584,76.950000000000003,0.0,0.0,0.0,0.99999603455267871,9.4999999896823955,1.1600039759171021e-07,1.6770588836054372e-06,1.6727145187576909e-06,7.3309857105303417e-09,9.5975640557286249e-13,2.9173347015484691e-07,1.9762244420486629e-07,2.9856612047160691e-09,9.8337230187038531e-17
1.579160455476926e-12,0.17203094245077444,76.950000000000003,0.0,0.0,0.0,0.99999589738443107,9.4999999890005071,1.2001952585854448e-07,1.735099819763547e-06,1.730410506375161e-06,7.8444024616118629e-09,9.9297454071974838e-13,2.9688903351720308e-07,2.0919719154354432e-07,3.1540962039102309e-09,1.0522432242382713e-16
1.6320424311410488e-12,0.17203094244939457,76.950000000000003,0.0,0.0,0.0,0.99999576022565884,9.4999999882990736,1.2403865319471861e-07,1.7931383322989369e-06,1.7880893358177123e-06,8.374961418862024e-09,1.0261912886350172e-12,3.0183652661443289e-07,2.2097056650404296e-07,3.3249388586906825e-09,1.1234136954141059e-16
1.6849244068051717e-12,0.1720309424479766,76.950000000000003,0.0,0.0,0.0,0.99999562307598111,9.4999999875782297,1.280577796002699e-07,1.8511745412272632e-06,1.8457510294124969e-06,8.9226402562071883e-09,1.0594067180127237e-12,3.0658434674427676e-07,2.3293455278313387e-07,3.4980691544117552e-09,1.1968807204568944e-16
1.7378063824692945e-12,0.17203094244652062,76.950000000000003,0.0,0.0,0.0,0.99999548593503218,9.4999999868381177,1.3207690507523431e-07,1.9092085605819074e-06,1.9033956094575536e-06,9.4874166766451424e-09,1.0926208941228076e-12,3.1114055230641121e-07,2.4508145759947932e-07,3.6733730586619771e-09,1.27264130832544e-16
1.7906883581334173e-12,0.172030942445027,76.950000000000003,0.0,0.0,0.0,0.99999534880246144,9.4999999860788638,1.3609602961964627e-07,1.9672404987121689e-06,1.9610230982218448e-06,1.0069268412207259e-08,1.1258338789817693e-12,3.1551287647972796e-07,2.5740389863690649e-07,3.8507422230734328e-09,1.3506924718732688e-16
1.84357033379754e-12,0.17203094244349604,76.950000000000003,0.0,0.0,0.0,0.99999521167793215,9.4999999853005956,1.4011515323353893e-07,2.0252704585665936e-06,2.0186335179452976e-06,1.0668173223920628e-08,1.1590457315148425e-12,3.1970874034757359e-07,2.6989479151467438e-07,4.0300736999963139e-09,1.4310312278435512e-16
1.8964523094616632e-12,0.17203094244192782,76.950000000000003,0.0,0.0,0.0,0.99999507456112102,9.4999999845034271,1.4413427591694398e-07,2.0832985379621741e-06,2.0762268908388413e-06,1.1284108901770337e-08,1.192256507710078e-12,3.2373526549327365e-07,2.8254733776342172e-07,4.2112696732961891e-09,1.5136545968640401e-16
1.9493342851257862e-12,0.17203094244032263,76.950000000000003,0.0,0.0,0.0,0.99999493745171775,9.4999999836874842,1.4815339766989186e-07,2.1413248298401384e-06,2.1338032390844507e-06,1.191705326466173e-08,1.2254662607647533e-12,3.2759928608735022e-07,2.9535501328636006e-07,4.3942372025691575e-09,1.5985596034420098e-16
2.0022162607899093e-12,0.1720309424386809,76.950000000000003,0.0,0.0,0.0,0.99999480034942534,9.4999999828528701,1.5217251849241193e-07,2.1993494225089886e-06,2.1913625848351793e-06,1.256698416038274e-08,1.2586750412244742e-12,3.313073604869374e-07,3.0831155728613643e-07,4.578887980106436e-09,1.6857432759592009e-16
2.0550982364540323e-12,0.17203094243700248,76.950000000000003,0.0,0.0,0.0,0.99999466325395781,9.4999999819996912,1.5619163838453222e-07,2.2573723998754197e-06,2.2489049502152033e-06,1.323387946556627e-08,1.2918828971153609e-12,3.3486578236706097e-07,3.2141096163859144e-07,4.7651380999734865e-09,1.7752026466667777e-16
2.1079802121181554e-12,0.1720309424352878,76.950000000000003,0.0,0.0,0.0,0.99999452616504114,9.4999999811280524,1.6021075734627972e-07,2.3153938416637336e-06,2.3064303573198612e-06,1.3917717085652647e-08,1.3250898740696226e-12,3.3828059140267248e-07,3.3464746069538069e-07,4.9529078385998863e-09,1.8669347516802853e-16
2.1608621877822784e-12,0.172030942433537,76.950000000000003,0.0,0.0,0.0,0.99999438908241278,9.4999999802380461,1.6422987537768024e-07,2.3734138236243102e-06,2.3639388282156848e-06,1.4618474954852054e-08,1.3582960154448885e-12,3.415575835195776e-07,3.4801552149814296e-07,5.1421214463058962e-09,1.9609366309746171e-16
2.2137441634464014e-12,0.1720309424317502,76.950000000000003,0.0,0.0,0.0,0.99999425200581993,9.4999999793297718,1.6824899247875873e-07,2.4314324177316949e-06,2.42143038494045e-06,1.533613103610711e-08,1.3915013624375881e-12,3.4470232073166146e-07,3.615098343875993e-07,5.3327069492204085e-09,2.057205328378991e-16
2.319508114774647e-12,0.17203094242806966,76.950000000000003,0.0,0.0,0.0,0.99999397786978239,9.4999999774587707,1.7628722389004399e-07,2.5474657125014671e-06,2.5363628438843062e-06,1.6822049829992344e-08,1.4579098278820757e-12,3.5061616420897701e-07,3.8885704152095678e-07,5.7177235286568433e-09,2.2565313720762478e-16
2.4146956709700683e-12,0.17203094242463587,76.950000000000003,0.0,0.0,0.0,0.99999373116566148,9.4999999757132585,1.8352162897872875e-07,2.6518915825254435e-06,2.6397444309641547e-06,1.8216948140916478e-08,1.5176751027179364e-12,3.5553764584669879e-07,4.138523048869631e-07,6.0682791488903941e-09,2.4436477517724045e-16
2.5098832271654894e-12,0.17203094242108824,76.950000000000003,0.0,0.0,0.0,0.99999348447761305,9.4999999739098548,1.907560310535134e-07,2.7563139216016684e-06,2.7430715575506736e-06,1.9666255247865121e-08,1.5774383564945345e-12,3.6010738921824478e-07,4.3918334041889791e-07,6.4223140223213509e-09,2.6380628234111111e-16
2.6050707833609106e-12,0.17203094241742753,76.950000000000003,0.0,0.0,0.0,0.99999323780449656,9.4999999720489985,1.979904301145105e-07,2.860733035690993e-06,2.846344351133219e-06,2.1169843664716881e-08,1.6371997643359667e-12,3.6435053326152151e-07,4.6482614975975173e-07,6.7795221911548833e-09,2.8397594853103846e-16
2.7002583395563317e-12,0.17203094241365463,76.950000000000003,0.0,0.0,0.0,0.99999299114525309,9.4999999701310944,2.0522482616182481e-07,2.9651492038395762e-06,2.9495629389022651e-06,2.2727586203999323e-08,1.6969594859609933e-12,3.6829041978391386e-07,4.9075845014527449e-07,7.1396246120745035e-09,3.0487206758506315e-16
2.795445895751753e-12,0.17203094240977032,76.950000000000003,0.0,0.0,0.0,0.99999274449889897,9.4999999681565246,2.1245921919555353e-07,3.0695626805515831e-06,3.0527274477501211e-06,2.4339355976189204e-08,1.7567176670411007e-12,3.7194872215132102e-07,5.1695955155370174e-07,7.5023667835534932e-09,3.2649293733807907e-16
2.890633451947174e-12,0.17203094240577518,76.950000000000003,0.0,0.0,0.0,0.99999249786452116,9.4999999661256425,2.1969360921578706e-07,3.1739736979509171e-06,3.1558380042716495e-06,2.6005026389014385e-08,1.8164744404378121e-12,3.7534556466732007e-07,5.434102427429516e-07,7.8675165841431589e-09,3.4883685961246817e-16
2.985821008142595e-12,0.17203094240166997,76.950000000000003,0.0,0.0,0.0,0.99999225124127222,9.4999999640387909,2.2692799622260951e-07,3.2783824677537067e-06,3.2588947347649703e-06,2.772447114675738e-08,1.8762299273317288e-12,3.7849963346766055e-07,5.7009268538753556e-07,8.2348622999956455e-09,3.7190214020875725e-16
3.0810085643380163e-12,0.17203094239745526,76.950000000000003,0.0,0.0,0.0,0.99999200462836468,9.4999999618962914,2.3416238021609897e-07,3.3827891830616465e-06,3.3618977652321745e-06,2.9497564249560543e-08,1.935984238248981e-12,3.8142827926355038e-07,5.9699031599684553e-07,8.6042108315374171e-09,3.9568708889629836e-16
3.1761961205334375e-12,0.17203094239313163,76.950000000000003,0.0,0.0,0.0,0.99999175802506757,9.4999999596984406,2.4139676119632808e-07,3.4871940199971139e-06,3.4648472213800259e-06,3.1324179992732908e-08,1.9957374739971044e-12,3.8414761272343673e-07,6.2408775486094856e-07,8.9753860583613045e-09,4.2019001940397045e-16
3.2713836767288586e-12,0.17203094238869973,76.950000000000003,0.0,0.0,0.0,0.9999915114307022,9.4999999574455263,2.4863113916336441e-07,3.5915971391953613e-06,3.5677432286206654e-06,3.3204192966058684e-08,2.0554897265191826e-12,3.8667259306692062e-07,6.5137072147627393e-07,9.3482273470457171e-09,4.4540924941090156e-16
3.3665712329242798e-12,0.17203094238416003,76.950000000000003,0.0,0.0,0.0,0.99999126484463852,9.4999999551378203,2.5586551411727092e-07,3.6959986871669691e-06,3.670585912072311e-06,3.5137478053107297e-08,2.1152410796736718e-12,3.8901711038359928e-07,6.7882595596166688e-07,9.7225881887131518e-09,4.7134310053721567e-16
3.461758789119701e-12,0.17203094237951305,76.950000000000003,0.0,0.0,0.0,0.99999101826629067,9.4999999527755818,2.630998860581058e-07,3.8003987975405267e-06,3.7733753965599572e-06,3.7123910430545153e-08,2.1749916099456391e-12,3.9119406207009459e-07,7.064411460893895e-07,1.0098334956356151e-08,4.9798989833479879e-16
3.556946345315122e-12,0.1720309423747593,76.950000000000003,0.0,0.0,0.0,0.9999907716951163,9.499999950359058,2.7033425498592357e-07,3.9047975921954546e-06,3.876111806616069e-06,3.9163365567448923e-08,2.2347413870952225e-12,3.9321542378237759e-07,7.3420485955198177e-07,1.0475345772023516e-08,5.2534797227808674e-16
3.652133901510543e-12,0.17203094236989916,76.950000000000003,0.0,0.0,0.0,0.99999052513061015,9.4999999478884796,2.7756862090077463e-07,4.0091951822947634e-06,3.978795266481276e-06,4.1255719224620507e-08,2.2944904747487509e-12,3.9509231529937565e-07,7.6210648108695691e-07,1.0853509474074826e-08,5.5341565575487631e-16
3.747321457705964e-12,0.17203094236493321,76.950000000000003,0.0,0.0,0.0,0.99999027857230416,9.4999999453640793,2.8480298380270616e-07,4.1135916692270515e-06,4.0814259001050651e-06,4.3400847453903582e-08,2.3542389309378656e-12,3.9683506168145889e-07,7.90136154093142e-07,1.1232724675176983e-08,5.8219128605715868e-16
3.8425090139013855e-12,0.17203094235986172,76.950000000000003,0.0,0.0,0.0,0.999990032019763,9.4999999427860633,2.9203734369176192e-07,4.2179871454659625e-06,4.1840038311464657e-06,4.5598626597501756e-08,2.4139868085915058e-12,3.9845325006766179e-07,8.1828472641040804e-07,1.1612898902868312e-08,6.1167320437196905e-16
3.937696570096807e-12,0.17203094235468525,76.950000000000003,0.0,0.0,0.0,0.99998978547258321,9.4999999401546482,2.9927170056798253e-07,4.3223816953541857e-06,4.2865291829747415e-06,4.7848933287298371e-08,2.4737341559846866e-12,3.9995578241883004e-07,8.4654369996953644e-07,1.1993947815559148e-08,6.4185975577226464e-16
4.032884126292228e-12,0.17203094234940405,76.950000000000003,0.0,0.0,0.0,0.99998953893038933,9.4999999374700295,3.065060544314061e-07,4.4267753958184595e-06,4.3890020786700759e-06,5.0151644444177748e-08,2.5334810171476407e-12,4.0135092448925252e-07,8.7490518404248393e-07,1.2375794487527232e-08,6.7274928920782052e-16
4.128071682487649e-12,0.1720309423440186,76.950000000000003,0.0,0.0,0.0,0.99998929239283341,9.499999934732406,3.1374040528206773e-07,4.5311683170216206e-06,4.4914226410242482e-06,5.2506637277348261e-08,2.5932274322391087e-12,4.0264635129457002e-07,9.0336185183740218e-07,1.2758368756883696e-08,7.0434015749614621e-16
4.22325923868307e-12,0.17203094233852928,76.950000000000003,0.0,0.0,0.0,0.99998904585959181,9.4999999319419537,3.2097475312000051e-07,4.6355605229572775e-06,4.5937909925413187e-06,5.4913789283666781e-08,2.6529734378867781e-12,4.0384918932889027e-07,9.3190690019695725e-07,1.3141606630902002e-08,7.3663071731342322e-16
4.318446794878491e-12,0.1720309423329364,76.950000000000003,0.0,0.0,0.0,0.999988799330365,9.499999929098859,3.2820909794523488e-07,4.7399520719922303e-06,4.696107255438312e-06,5.7372978246964857e-08,2.7127190674976044e-12,4.0496605576592816e-07,9.6053401217579119e-07,1.352544974360004e-08,7.6961932918547182e-16
4.4136343510739124e-12,0.17203094232724025,76.950000000000003,0.0,0.0,0.0,0.99998855280487353,9.499999926203305,3.3544343975779948e-07,4.8443430173612359e-06,4.7983715516458858e-06,5.9884082237376419e-08,2.7724643515410732e-12,4.0600309485988261e-07,9.8923732229118881e-07,1.3909844860978847e-08,8.0330435747872438e-16
4.5088219072693336e-12,0.17203094232144125,76.950000000000003,0.0,0.0,0.0,0.99998830628285873,9.499999923255448,3.4267777855772094e-07,4.9487334076182827e-06,4.9005840028090083e-06,6.2446979610666994e-08,2.832209317807613e-12,4.0696601174501432e-07,1.0180113842570246e-06,1.4294743429760049e-08,8.3768417039123061e-16
4.604009463464755e-12,0.1720309423155397,76.950000000000003,0.0,0.0,0.0,0.99998805976408012,9.4999999202554601,3.4991211434502387e-07,5.0531232870481515e-06,5.0027447302876378e-06,6.5061549007564622e-08,2.8919539916439595e-12,4.0786010381903211e-07,1.0468511410242772e-06,1.4680101165818256e-08,8.727571399436867e-16
4.699197019660176e-12,0.17203094230953594,76.950000000000003,0.0,0.0,0.0,0.99998781324831487,9.499999917203505,3.5714644711973157e-07,5.1575126960417931e-06,5.1048538551573864e-06,6.7727669353092301e-08,2.9516983961680793e-12,4.0869028988309488e-07,1.0757518969631365e-06,1.5065877678813691e-08,9.085216419704725e-16
4.794384575855597e-12,0.17203094230343022,76.950000000000003,0.0,0.0,0.0,0.99998756673535572,9.4999999140997371,3.6438077688186542e-07,5.2619016714386887e-06,5.2069114982101896e-06,7.0445219855901892e-08,3.0114425524653163e-12,4.0946113719924609e-07,1.1047092920331988e-06,1.5452036129828687e-08,9.4497605611071827e-16
4.889572132051018e-12,0.1720309422972229,76.950000000000003,0.0,0.0,0.0,0.99998732022500991,9.499999910944311,3.7161510363144576e-07,5.3662902468391303e-06,5.3089177799549817e-06,7.3214080007609739e-08,3.0711864797668661e-12,4.1017688661435042e-07,1.1337192777994267e-06,1.5838542919100198e-08,9.8211876579939841e-16
4.984759688246439e-12,0.17203094229091423,76.950000000000003,0.0,0.0,0.0,0.99998707371709894,9.4999999077373776,3.7884942736849117e-07,5.4706784528890341e-06,5.4108728206183504e-06,7.6034129582133792e-08,3.1309301956128299e-12,4.1084147588860267e-07,1.162778095162082e-06,1.6225367401205615e-08,1.0199481582584338e-15
5.0799472444418605e-12,0.17203094228450455,76.950000000000003,0.0,0.0,0.0,0.99998682721145682,9.4999999044790844,3.8608374809301911e-07,5.5750663175397013e-06,5.5127767401452127e-06,7.8905248635032172e-08,3.1906737160011913e-12,4.1145856135673912e-07,1.1918822536783072e-06,1.661248162529306e-08,1.0584626244878141e-15
5.175134800637282e-12,0.17203094227799415,76.950000000000003,0.0,0.0,0.0,0.99998658070793001,9.4999999011695753,3.9331806580504611e-07,5.6794538662847637e-06,5.614629658199468e-06,8.1827317502843485e-08,3.250417055523104e-12,4.1203153804105631e-07,1.2210285123616542e-06,1.6999860098155305e-08,1.0976605592567608e-15
5.270322356832703e-12,0.1720309422713832,76.950000000000003,0.0,0.0,0.0,0.99998633420637495,9.4999998978089977,4.005523805045874e-07,5.783841122376271e-06,5.7164316941646632e-06,8.4800216802428557e-08,3.3101602274865524e-12,4.1256355832694643e-07,1.2502138618538807e-06,1.7387479568136903e-08,1.1375403610948909e-15
5.365509913028124e-12,0.1720309422646721,76.950000000000003,0.0,0.0,0.0,0.99998608770665887,9.4999998943974866,4.0778669219165729e-07,5.8882281070217834e-06,5.8181829671446522e-06,8.7823827430313781e-08,3.3699032440295867e-12,4.130575493037507e-07,1.2794355078708694e-06,1.7775318828040924e-08,1.1781004322833976e-15
5.460697469223545e-12,0.17203094225786109,76.950000000000003,0.0,0.0,0.0,0.99998584120865874,9.4999998909351859,4.1502100086626901e-07,5.9926148395641461e-06,5.9198835959642485e-06,9.0898030562035875e-08,3.4296461162228291e-12,4.1351622886632708e-07,1.3086908558316041e-06,1.8163358535364547e-08,1.2193391788462802e-15
5.555885025418966e-12,0.17203094225095045,76.950000000000003,0.0,0.0,0.0,0.99998559471225956,9.4999998874222271,4.2225530652843515e-07,6.097001337645436e-06,6.0215336991698862e-06,9.4022707651488235e-08,3.4893888541631936e-12,4.1394212066587147e-07,1.3379774965856865e-06,1.8551581048340761e-08,1.261255010541568e-15
5.651072581614387e-12,0.1720309422439404,76.950000000000003,0.0,0.0,0.0,0.99998534821735585,9.4999998838587469,4.2948960917816753e-07,6.201387617356522e-06,6.1231333950302687e-06,9.7197740430269091e-08,3.5491314670600729e-12,4.1433756799221101e-07,1.3672931931608943e-06,1.8939970276396926e-08,1.3038463408525606e-15
5.7462601378098085e-12,0.1720309422368312,76.950000000000003,0.0,0.0,0.0,0.99998510172384814,9.4999998802448733,4.3672390881547705e-07,6.3057736933734475e-06,6.2246828015370287e-06,1.0042301090703059e-07,3.6088739633129889e-12,4.1470474666394073e-07,1.3966358684578876e-06,1.9328511543762475e-08,1.3471115869791203e-15
5.84144769400523e-12,0.17203094222962312,76.950000000000003,0.0,0.0,0.0,0.99998485523164515,9.499999876580743,4.4395820544037392e-07,6.4101595790818311e-06,6.3261820364053706e-06,1.0369840136683011e-07,3.6686163505824819e-12,4.1504567699732178e-07,1.4260035938243492e-06,1.9717191465069209e-08,1.3910491698289635e-15
5.936635250200651e-12,0.1720309422223165,76.950000000000003,0.0,0.0,0.0,0.99998460874066153,9.4999998728664838,4.5119249905286784e-07,6.5145452866903372e-06,6.4276312170747203e-06,1.070237943704825e-07,3.728358635855872e-12,4.1536223491978745e-07,1.4553945784457131e-06,2.0105997831889541e-08,1.4356575140089527e-15
6.031822806396072e-12,0.1720309422149115,76.950000000000003,0.0,0.0,0.0,0.99998436225081822,9.4999998691022238,4.5842678965296786e-07,6.6189308273341566e-06,6.5290304607093795e-06,1.1039907275391415e-07,3.7881008255060767e-12,4.1565616228918928e-07,1.4848071594941116e-06,2.0494919509251034e-08,1.4809350478164544e-15
6.127010362591493e-12,0.17203094220740836,76.950000000000003,0.0,0.0,0.0,0.99998411576204238,9.499999865288089,4.6566107724068239e-07,6.7233162111693923e-06,6.6303798841991658e-06,1.1382411962751861e-07,3.8478429253450478e-12,4.1592907647554121e-07,1.5142397929813677e-06,2.0883946341250205e-08,1.5268802032306988e-15
6.222197918786914e-12,0.17203094219980733,76.950000000000003,0.0,0.0,0.0,0.99998386927426519,9.4999998614242109,4.7289536181601943e-07,6.8277014474591576e-06,6.7316796041600566e-06,1.172988183755135e-07,3.9075849406741317e-12,4.1618247925796897e-07,1.5436910452657072e-06,2.1273069064965531e-08,1.573491415904118e-15
6.4125730311777565e-12,0.17203094218431272,76.950000000000003,0.0,0.0,0.0,0.99998337630145917,9.499999853547699,4.8736392192959089e-07,7.0364715104368086e-06,6.9341303985937106e-06,1.2439670639682217e-07,4.0270687367081097e-12,4.1663622728081406e-07,1.6026441780383378e-06,2.2051569153696073e-08,1.6687057739528317e-15
6.5839106323295144e-12,0.17203094217003534,76.950000000000003,0.0,0.0,0.0,0.99998293262876115,9.4999998462899473,5.0038561572954527e-07,7.2243641397835024e-06,7.1161672918226551e-06,1.3095345072062264e-07,4.1346039083359461e-12,4.1699085002174873e-07,1.6557532841475877e-06,2.2752469912530747e-08,1.7566609933916568e-15
6.755248233481272e-12,0.17203094215544465,76.950000000000003,0.0,0.0,0.0,0.99998248895844299,9.4999998388729239,5.1340729976950088e-07,7.4122564019334302e-06,7.2980449467814493e-06,1.3766926595643238e-07,4.2421388695878688e-12,4.1730114149255651e-07,1.7089046863445856e-06,2.3453570512334206e-08,1.8467500765963214e-15
6.92658583463303e-12,0.172030942140542,76.950000000000003,0.0,0.0,0.0,0.99998204529025303,9.4999998312973322,5.2642897404949025e-07,7.6001483275056922e-06,7.4797640337572138e-06,1.4454348181785433e-07,4.3496736379855486e-12,4.1757264192165438e-07,1.7620930957671098e-06,2.4154840334702524e-08,1.9389640319804049e-15
7.097923435784788e-12,0.17203094212532877,76.950000000000003,0.0,0.0,0.0,0.99998160162397154,9.4999998235638614,5.3945063856954259e-07,7.7880399424352886e-06,7.661325220213256e-06,1.515754308422119e-07,4.4572082283684272e-12,4.1781019852033571e-07,1.8153138851271234e-06,2.4856253445244803e-08,2.0332939058363871e-15
7.269261036936546e-12,0.1720309421098063,76.950000000000003,0.0,0.0,0.0,0.99998115795940568,9.4999998156732008,5.5247229332968447e-07,7.9759312686926549e-06,7.8427291708009815e-06,1.5876444837865244e-07,4.5647426533073477e-12,4.1801805244332244e-07,1.8685630056957153e-06,2.5557787874057723e-08,2.1297307821760675e-15
7.440598638088304e-12,0.172030942093976,76.950000000000003,0.0,0.0,0.0,0.99998071429638768,9.4999998076260344,5.6549393832994025e-07,8.1638223248926818e-06,8.0239765473717546e-06,1.6610987257630148e-07,4.6722769234534681e-12,4.1819991478902493e-07,1.9218369147510589e-06,2.6259425006720161e-08,2.2282657825717234e-15
7.611936239240062e-12,0.17203094207783912,76.950000000000003,0.0,0.0,0.0,0.9999802706347698,9.4999997994230316,5.7851557357033143e-07,8.3517131268104466e-06,8.2050680089886912e-06,1.7361104437246652e-07,4.7798110478308758e-12,4.1835903311883505e-07,1.9751325120771648e-06,2.696114906855703e-08,2.3288900659977965e-15
7.78327384039182e-12,0.17203094206139702,76.950000000000003,0.0,0.0,0.0,0.99997982697442322,9.4999997910648641,5.9153719905087938e-07,8.5396036878137995e-06,8.3860042119384227e-06,1.8126730748089166e-07,4.8873450340863061e-12,4.184982493038205e-07,2.0284470847417608e-06,2.7662946692080552e-08,2.4315948286733309e-15
7.954611441543578e-12,0.17203094204465097,76.950000000000003,0.0,0.0,0.0,0.99997938331523495,9.4999997825521962,6.0455881477160212e-07,8.7274940192293379e-06,8.5667858097427856e-06,1.8907800838006101e-07,4.9948788886997039e-12,4.1862005010246499e-07,2.0817782588133137e-06,2.8364806550995889e-08,2.5363713039051557e-15
8.125949042695336e-12,0.17203094202760227,76.950000000000003,0.0,0.0,0.0,0.99997893965710649,9.4999997738856869,6.175804207325171e-07,8.9153841306535266e-06,8.7474134531704932e-06,1.9704249630155191e-07,5.1024126171586547e-12,4.1872661148450161e-07,2.135123957048217e-06,2.9066719049117367e-08,2.6432107619315666e-15
8.297286643847094e-12,0.1720309420102522,76.950000000000003,0.0,0.0,0.0,0.99997849599995137,9.4999997650659971,6.3060201693364106e-07,9.1032740302174687e-06,8.9278877902487216e-06,2.0516012321843676e-07,5.2099462241121972e-12,4.1881983751228476e-07,2.1884823617735136e-06,2.9768676055570926e-08,2.7521045097667211e-15
8.468624244998851e-12,0.17203094199260213,76.950000000000003,0.0,0.0,0.0,0.99997805234369397,9.4999997560937732,6.4362360337498883e-07,9.2911637248112824e-06,9.1082094662746662e-06,2.1343024383373414e-07,5.3174797135014769e-12,4.1890139436449516e-07,2.2418518824068763e-06,3.0470670680451884e-08,2.8630438910458301e-15
8.63996184615061e-12,0.17203094197465332,76.950000000000003,0.0,0.0,0.0,0.99997760868826813,9.4999997469696709,6.5664518005657437e-07,9.4790532202735863e-06,9.2883791238270604e-06,2.2185221556890791e-07,5.4250130886632549e-12,4.1897274006612552e-07,2.2952311270755075e-06,3.1172697085313797e-08,2.9760202858707969e-15
8.811299447302367e-12,0.17203094195640695,76.950000000000003,0.0,0.0,0.0,0.999977165033616,9.4999997376943259,6.6966674697841135e-07,9.6669425215517371e-06,9.4683974027776113e-06,2.3042539855241542e-07,5.5325463524237602e-12,4.1903515047359206e-07,2.3486188778100011e-06,3.1874750322963927e-08,3.0910251106565328e-15
8.982637048454125e-12,0.17203094193786425,76.950000000000003,0.0,0.0,0.0,0.99997672137968685,9.4999997282683868,6.8268830414051268e-07,9.8548316328376517e-06,9.6482649403024169e-06,2.3914915560830388e-07,5.6400795071803931e-12,4.1908974201906263e-07,2.4020140688319488e-06,3.2576826201614546e-08,3.2080498179781473e-15
9.153974649605883e-12,0.17203094191902665,76.950000000000003,0.0,0.0,0.0,0.99997627772643649,9.4999997186924858,6.9570985154289033e-07,1.0042720557683187e-05,9.8279823708933241e-06,2.4802285224485461e-07,5.7476125549612357e-12,4.1913749163144727e-07,2.4554157675367851e-06,3.3278921169524182e-08,3.3270858964185322e-15
9.325312250757641e-12,0.17203094189989526,76.950000000000003,0.0,0.0,0.0,0.99997583407382606,9.4999997089672625,7.0873138918555594e-07,1.0230609299097987e-05,1.0007550326369237e-05,2.5704585664327482e-07,5.8551454974826571e-12,4.1917925417663228e-07,2.5088231578448366e-06,3.3981032217152078e-08,3.448124870416545e-15
9.496649851909399e-12,0.1720309418804714,76.950000000000003,0.0,0.0,0.0,0.99997539042182149,9.4999996990933457,7.2175291706852042e-07,1.0418497859632312e-05,1.0186969435887374e-05,2.6621753964643768e-07,5.9626783362031166e-12,4.1921577771372515e-07,2.5622355256372676e-06,3.468315679432534e-08,3.5711583001161887e-15
9.667987453061157e-12,0.17203094186075624,76.950000000000003,0.0,0.0,0.0,0.99997494677039334,9.4999996890713696,7.3477443519179447e-07,1.0606386241447127e-05,1.0366240325954501e-05,2.7553727474766979e-07,6.0702110723550598e-12,4.1924771683792414e-07,2.6156522460185949e-06,3.5385292740146709e-08,3.6961777812161258e-15
9.839325054212915e-12,0.17203094184075104,76.950000000000003,0.0,0.0,0.0,0.9999745031195153,9.4999996789019541,7.4779594355538845e-07,1.07942744463735e-05,1.0545363620438069e-05,2.8500443807958486e-07,6.1777437069791615e-12,4.1927564435451919e-07,2.6690727721723474e-06,3.6087438223619297e-08,3.8231749448196814e-15
1e-11,0.17203094182045697,76.950000000000003,0.0,0.0,0.0,0.99997408707833069,9.4999996692319915,7.6000709053644621e-07,1.0970469861959766e-05,1.0713206190590512e-05,2.940158411884448e-07,6.2785842956919078e-12,4.1929863583641351e-07,2.7191718716289104e-06,3.6745895178950639e-08,3.9440583249508586e-15
1.0010662655364673e-11,0.17203094182045697,76.950000000000003,0.0,0.0,0.0,0.99997405946916496,9.4999996685857209,7.6081744215931222e-07,1.098216247596293e-05,1.072433994057736e-05,2.9461840840296584e-07,6.2852762409629423e-12,4.193000614970147e-07,2.722496625606546e-06,3.6789591693295434e-08,3.9521414572859944e-15
1.018200025651643e-11,0.17203094179987544,76.950000000000003,0.0,0.0,0.0,0.99997361581932231,9.4999996581232953,7.7383893100357563e-07,1.1170050331530054e-05,1.0903169904994547e-05,3.0437856709569293e-07,6.3928086750552799e-12,4.1932140687107708e-07,2.7759233876155606e-06,3.7491751834579398e-08,4.0830690200814685e-15
1.0353337857668188e-11,0.17203094177900743,76.950000000000003,0.0,0.0,0.0,0.99997317216996973,9.4999996475152884,7.8686041008818852e-07,1.1357938014188829e-05,1.1081854129705724e-05,3.1428429814171868e-07,6.5003410098848882e-12,4.1934006428105095e-07,2.8293526918086856e-06,3.8193917533550548e-08,4.2159493696315281e-15
1.0524675458819946e-11,0.17203094175785427,76.950000000000003,0.0,0.0,0.0,0.9999727285210922,9.4999996367623183,7.9988187941315988e-07,1.1545825524883167e-05,1.1260393228131879e-05,3.2433498812008924e-07,6.6078732459921844e-12,4.193563695773019e-07,2.8827842175734705e-06,3.8896087846327658e-08,4.3507742771737239e-15
1.0696013059971704e-11,0.17203094173641717,76.950000000000003,0.0,0.0,0.0,0.99997228487267653,9.4999996258649997,8.1290333897849841e-07,1.1733712864412885e-05,1.1438787811109844e-05,3.3453002619401206e-07,6.7154053838327906e-12,4.1937061664720839e-07,2.9362176843565464e-06,3.9598261973120011e-08,4.4875355486111303e-15
1.0867350661123462e-11,0.17203094171469724,76.950000000000003,0.0,0.0,0.0,0.99997184122471072,9.4999996148239347,8.2592478878421341e-07,1.1921600033455693e-05,1.1617038486903162e-05,3.4486880409996979e-07,6.8229374237837405e-12,4.1938306265779412e-07,2.9896528466588559e-06,4.0300439236236021e-08,4.6262250243658067e-15
