Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237)
8.26932133128649e-11,0.25967021320517547,76.950000000000003,0.0,0.0,0.0,0.99981581467727598,9.4999934696098958,7.2490399466984467e-06,7.0479389694089688e-05,6.4268340177817612e-05,6.3630277490930276e-06,2.5593150891336875e-11,2.3153364460737598e-07,1.4272876048524201e-05,1.6478872636150492e-07,8.2145260012055641e-14,9.1788624956056193e-12,1.2070542005162438e-09,2.0883439180268192e-05,3.2910444177357732e-08,1.4489120584666796e-15,9.6997150826193298e-18,5.2435818094552667e-15,6.2128386667940707e-19,7.3002600294490355e-11,1.0878237222835849e-08,2.0896870472805428e-09,2.0908049785929709e-09,6.9290054125352985e-13,4.2501488161793257e-13,1.4620031880361534e-18,2.7411604075334318e-10,1.8120533708496912e-13,5.4133295626966414e-14,5.1808145744067867e-21,8.8586702520616307e-14,9.7023901835655655e-16,4.8786630486846464e-21,2.245718962298777e-07,9.1687875554422565e-19,2.7603151909088062e-19,3.4592671417964462e-10,6.4552371937978087e-11,7.06403059565769e-12,3.5941117042244103e-10,6.9693869169711029e-11,4.8784696971234312e-21,2.1518538847977059e-16,8.0887310592945239e-17,7.9717405080417889e-17,6.0084211821474933e-19,7.8392327861012804e-17,6.088517804507277e-21,1.1145305348815047e-13,5.9189753463781887e-20,6.3798552021412957e-22,3.1588267368218071e-15,1.9466460852767511e-24,3.4423936233795817e-25,3.6418590255841172e-27,1.272017955452439e-15,3.6325340948016074e-18,3.977462138165104e-18,1.4728092203809772e-14,5.8211850290463029e-18,5.7284060277045645e-17,8.6165391935991462e-18,1.7104829936626504e-17,4.1769816494582712e-18,6.0228874769908017e-20,3.4591543643457819e-24,2.0335034306616159e-20,6.3591101003854234e-17,9.8248503818047344e-18,1.5859681241744533e-17,9.9453295907746511e-16,4.0651161695869253e-18,2.537289397503967e-09,1.7339822130114502e-14,3.090535077983218e-15,1.733979811289993e-14,1.188317798759061e-18,7.6660334675352824e-26,4.3853011083011903e-26,3.0904604079419692e-28,9.1118112489740483e-27,2.8094190737808479e-17,1.5654327604691306e-26,7.0219097971861506e-21,6.2125656376205394e-23,2.389965558047716e-18,1.968083813824477e-22,1.6152545157586546e-20,4.5166658665083476e-22,1.9154030173958914e-23,1.5169937376549778e-25,7.2458539143735401e-23
8.667610553117855e-11,0.2596702117907977,76.950000000000003,0.0,0.0,0.0,0.99980694360200417,9.4999929927455682,7.5981249625745143e-06,7.3873183850712014e-05,6.7200348183699599e-05,6.8316154081755941e-06,2.6825538124168872e-11,2.3153170977689038e-07,1.4964666513485746e-05,1.7282028457650529e-07,8.8194624382117913e-14,1.0762036055858752e-11,1.3266744762237235e-09,2.1895646927160228e-05,3.6156492047379993e-08,1.5195298935090155e-15,1.0224944387135243e-17,6.0107164180340031e-15,7.2866473565663683e-19,8.0135279697636777e-11,1.1828818211263205e-08,2.3870884424924705e-09,2.3883661775303799e-09,7.9169522429077847e-13,4.8602164636253801e-13,1.5332196965815302e-18,2.9695912503818421e-10,1.9632854565659305e-13,5.867753495744419e-14,7.0976854573890509e-21,1.0016967609315638e-13,1.084919699538975e-15,6.6842740397243275e-21,2.3546206722059946e-07,1.0367707874493561e-18,3.1212412001290425e-19,3.5931748699203411e-10,6.5816666431330823e-11,7.0682381018991125e-12,3.7408187184953487e-10,7.6137630631768134e-11,6.6839959781820315e-21,2.5143404936105815e-16,9.9510327979618757e-17,9.807371995636054e-17,7.7494115176994404e-19,8.5173414232983775e-17,8.2053710206283791e-21,1.2173488569589316e-13,7.6369302075584728e-20,8.6242207627807841e-22,3.467789794818795e-15,2.757767300592186e-24,4.8689565413399409e-25,5.3480041431427693e-27,1.4598897538154583e-15,3.9678791470156232e-18,4.4868592221477133e-18,1.6884026731829386e-14,6.6755809505428118e-18,6.2978322186377977e-17,9.8818998039337109e-18,1.9875353637745155e-17,4.7355618844511927e-18,6.5734863794609886e-20,4.0194436835190116e-24,2.326983788003046e-20,7.2903307074562847e-17,1.1144385171149435e-17,1.8126325215476096e-17,1.042750020871688e-15,4.7303356152491776e-18,2.7793852584124041e-09,1.7983046810910429e-14,3.6906436973008411e-15,1.798302069878467e-14,1.4208797636515565e-18,8.691198690429617e-26,4.9717397366170306e-26,4.1778085537114166e-28,1.3091092171977534e-26,3.2168739539197582e-17,1.7914105822503983e-26,8.0404832887749607e-21,7.3998968340458241e-23,2.7438079707931918e-18,2.3675204121010971e-22,1.9393746840464473e-20,5.6744490708790047e-22,2.4407779291140788e-23,1.9065964352315607e-25,9.0516087160882447e-23
9.065899774949221e-11,0.2596702103580011,76.950000000000003,0.0,0.0,0.0,0.99979807252148745,9.4999925096411797,7.9472042184075031e-06,7.7266911117516505e-05,7.0126005473881506e-05,7.3064321062985158e-06,2.8057900940567656e-11,2.3152977494374554e-07,1.5656450297407211e-05,1.8085168367583576e-07,9.4324404358398314e-14,1.2524491575863846e-11,1.45200457387077e-09,2.2907845892023208e-05,3.9555140612600893e-08,1.5901463295197037e-15,1.0755092146963616e-17,6.8466640148512334e-15,8.4823222899594717e-19,8.7589343947402946e-11,1.2809669297384775e-08,2.7097940493175773e-09,2.7112452450602803e-09,8.9891125772596261e-13,5.5226384307708272e-13,1.6044355872345432e-18,3.2068536496489811e-10,2.1203723624438705e-13,6.3398830228311576e-14,9.5822394585475445e-21,1.1268800488324873e-13,1.2072946323321175e-15,9.0248359540871956e-21,2.4635250164062939e-07,1.1663449636621785e-18,3.5113134040594367e-19,3.7243125175292947e-10,6.6991249799746453e-11,7.0723360766556568e-12,3.885271008844802e-10,8.2819317370526396e-11,9.0244427309174975e-21,2.9180221782004646e-16,1.2125985101496673e-16,1.1950865070880226e-16,9.8793368808005869e-19,9.222591515573054e-17,1.0907888126672374e-20,1.3240834333451006e-13,9.7399645971186768e-20,1.149959693342336e-21,3.7893433184508826e-15,3.8457820984346485e-24,6.7796258285765064e-25,7.719453108338073e-27,1.6646763303639679e-15,4.3160070019244035e-18,5.0319355019042684e-18,1.9233753028855623e-14,7.6069783796127694e-18,6.8951775228429483e-17,1.1261360264018033e-17,2.292432563707994e-17,5.336214704510498e-18,7.1481254772059943e-20,4.6360441446989458e-24,2.646472616150877e-20,8.3052560873941448e-17,1.2561292088865624e-17,2.0586637659292942e-17,1.0909666593739017e-15,5.4616508397275729e-18,3.0324672852709105e-09,1.8626222304190979e-14,4.3738138296575863e-15,1.8626194004752006e-14,1.6847622849274878e-18,9.7935799766680464e-26,5.6023492760067682e-26,5.5709104668545035e-28,1.8495446282861641e-26,3.660313986057964e-17,2.0372726699908998e-26,9.1490291792149185e-21,8.7434689594329937e-23,3.1302176752252502e-18,2.8229165414232515e-22,2.3090113006102803e-20,7.0546926006600591e-22,3.0744335966771056e-23,2.3711967294348207e-25,1.1189344639451963e-22
9.464188996780586e-11,0.2596702089085101,76.950000000000003,0.0,0.0,0.0,0.9997892014357399,9.4999920208787216,8.2962777142395171e-06,8.0660571481880146e-05,7.3045894150874018e-05,7.7868958427726032e-06,2.9290239335385458e-11,2.3152784011118002e-07,1.6348227400288066e-05,1.8888292363004592e-07,1.005270864323405e-13,1.4476516209312336e-11,1.5830527311881533e-09,2.3920036076294365e-05,4.3106384179365678e-08,1.6607613662398006e-15,1.1290165426763578e-17,7.7539525987571844e-15,9.8068757237904505e-19,9.5363379313050794e-11,1.381989233262521e-08,3.0585851188406973e-09,3.060223856126677e-09,1.0148092066787301e-12,6.2390475905522665e-13,1.675650860095943e-18,3.4529470000695432e-10,2.2833136863057472e-13,6.8297189487834579e-14,1.2764384481697521e-20,1.2617557962694062e-13,1.3375105619097228e-15,1.2022839413893383e-20,2.5724318727527852e-07,1.3059521152350555e-18,3.9315878709719842e-19,3.8527375270623176e-10,6.808290990304709e-11,7.0763284478075165e-12,4.0275181233036308e-10,8.9733652616546331e-11,1.2022291804316009e-20,3.3655019368915603e-16,1.4648054355849964e-16,1.4436032799176384e-16,1.2461424975127253e-18,9.9549812186941987e-17,1.4320059632433e-20,1.4346638386630859e-13,1.2291086693446262e-19,1.5142755438398121e-21,4.1232607834367235e-15,5.2862691841513501e-24,9.3056812841575779e-25,1.0968166553547831e-26,1.8869840106439209e-15,4.6766878006988648e-18,5.6131326803738219e-18,2.1784449056925617e-14,8.618237620170775e-18,7.520619208882568e-17,1.2759161407573328e-17,2.6263589370993956e-17,5.9797526416277332e-18,7.7468705068813974e-20,5.3113508648180786e-24,2.9929180434174758e-20,9.4069815681178793e-17,1.4076923204075178e-17,2.3246627631759969e-17,1.1391828746300441e-15,6.2613592940969024e-18,3.2965333500158296e-09,1.9269350214635247e-14,5.1473316940076592e-15,1.9269319634476187e-14,1.9823902293952009e-18,1.0974668571685784e-25,6.277982783023289e-26,7.3360472354872131e-28,2.5733495225152441e-26,4.1410004649728529e-17,2.303716902199471e-26,1.0350701630733423e-20,1.0255174122933314e-22,3.5505058063258454e-18,3.3388368439246056e-22,2.7280283753917958e-20,8.6870531010640422e-22,3.8319148028920308e-23,2.9208107801063438e-25,1.3699980165836178e-22
9.862478218611951e-11,0.25967020744389996,76.950000000000003,0.0,0.0,0.0,0.99978033034477642,9.4999915269859478,8.6453454501126507e-06,8.4054164931125457e-05,7.5960542069787601e-05,8.2724788535143746e-06,3.0522553303569445e-11,2.3152590527431139e-07,1.7039997822131078e-05,1.9691400440339666e-07,1.0679585727875311e-13,1.6628408582675607e-11,1.7198272076597286e-09,2.4932217481408853e-05,4.6810217053527334e-08,1.7313750033550679e-15,1.1830171309204251e-17,8.7350636524423983e-15,1.1267328498812315e-18,1.0345597826970709e-10,1.4858622852464266e-08,3.4342198130719825e-09,3.4360605840634531e-09,1.1396419332417373e-12,7.0110284922865089e-13,1.7468655152674062e-18,3.7078706953654915e-10,2.4521090253015408e-13,7.3372620688442865e-14,1.6795712165485331e-20,1.4066616499238268e-13,1.4757085893388223e-15,1.5821240653512045e-20,2.6813411253059059e-07,1.4559417681081192e-18,4.3831167405019291e-19,3.9785061968435289e-10,6.9097917115754665e-11,7.080218936143707e-12,4.1676085619712804e-10,9.6875475832983877e-11,1.5820488702467913e-20,3.8594207546894018e-16,1.7553627283816746e-16,1.7298546114029285e-16,1.5565608203336839e-18,1.071450868218662e-16,1.8584673699745205e-20,1.549020943758289e-13,1.536007902834503e-19,1.9712014091704901e-21,4.4693198346384404e-15,7.170720198653566e-24,1.2605846802289344e-24,1.5359888867415028e-26,2.1274056680661154e-15,5.0496959152057186e-18,6.230845948892432e-18,2.4543163886666588e-14,9.7121676129412662e-18,8.1743402319428717e-17,1.4379467914255962e-17,2.9904773687303665e-17,6.6669505889693957e-18,8.3697893586360154e-20,6.0477155642317706e-24,3.3672511652548689e-20,1.0598546397591555e-16,1.5692494071426198e-17,2.6112126483437765e-17,1.1873986666904891e-15,7.1316235612633754e-18,3.5715814947073252e-09,1.9912432061018026e-14,6.0187866066638409e-15,1.9912399105712455e-14,2.3162371256945718e-18,1.2235886642102785e-25,6.9994537981652737e-26,9.5499427920446616e-28,3.5304431423566277e-26,4.6601676410395928e-17,2.5914266967457291e-26,1.164858717342502e-20,1.194715812705788e-22,4.0059699146016163e-18,3.9199555209720105e-22,3.2004139337163042e-20,1.0603513468807589e-21,4.7300903669333428e-23,3.5662418697444357e-25,1.662710432381237e-22
9.999999999999999e-11,0.25967020596559026,76.950000000000003,0.0,0.0,0.0,0.99977726732261385,9.4999913553507991,8.7658706399049921e-06,8.5225893414135341e-05,7.6965786311599795e-05,8.4412422356726888e-06,3.0948042478154287e-11,2.3152523721011678e-07,1.727885159344793e-05,1.9968694865251956e-07,1.0897455577643105e-13,1.741970672258686e-11,1.7683843041771049e-09,2.5281702655239173e-05,4.8124518777982458e-08,1.7557562397632702e-15,1.201777207551397e-17,9.0914117499791098e-15,1.1804433545279154e-18,1.0632393239389384e-10,1.5223745758547845e-08,3.5702881102860562e-09,3.5722020783649856e-09,1.1848642094838245e-12,7.290766129330731e-13,1.7714544535880701e-18,3.7979417941439309e-10,2.5117504055949088e-13,7.5166198091469987e-14,1.8416003741067866e-20,1.4590855246726189e-13,1.5253044140034541e-15,1.7348007058992084e-20,2.7189459793293912e-07,1.5102049770959235e-18,4.5464704473077889e-19,4.0213248695835366e-10,6.9431642503075678e-11,7.0815392323603101e-12,4.2154869180172305e-10,9.9393327610404188e-11,1.7347170663237708e-20,4.0412320997223235e-16,1.8652834065727299e-16,1.8381315123193493e-16,1.6772442404340259e-18,1.098306164962728e-16,2.0284158863380567e-20,1.5893710839214454e-13,1.6553767046139918e-19,2.1537086723656703e-21,4.5915876565597908e-15,7.9438442862540319e-24,1.3958652723147426e-24,1.7199519621323842e-26,2.2147313619525019e-15,5.1813112926439337e-18,6.45267664162361e-18,2.554526925776497e-14,1.0109583699096869e-17,8.4066597187221544e-17,1.4968125959774124e-17,3.1234206595048116e-17,6.9145026448206042e-18,8.5904985345157042e-20,6.3165696797193548e-24,3.5031447857623893e-20,1.103137997927547e-16,1.6273732391835146e-17,2.7150291494504573e-17,1.204046575066707e-15,7.4488685592057671e-18,3.6691007068140077e-09,2.0134465699260881e-14,6.3438534725598877e-15,2.0134431901744057e-14,2.4403760363210804e-18,1.2690220261005355e-25,7.2593521811916313e-26,1.0434240242704664e-27,3.9257219984296584e-26,4.8485835416268795e-17,2.6958283505577848e-26,1.2119618535325426e-20,1.2575479836734802e-22,4.1716362975370631e-18,4.136611633019991e-22,3.3766570905689234e-20,1.1337381218856493e-21,5.076158525955466e-23,3.813434200676959e-25,1.7742835727492712e-22
1.0260767440443317e-10,0.25967020596559026,76.950000000000003,0.0,0.0,0.0,0.99977145924861188,9.4999910284414515,8.9944074260690182e-06,8.7447691452521614e-05,7.8870427905276867e-05,8.7627025451143353e-06,3.1754842840144352e-11,2.3152397043320621e-07,1.7731761562937147e-05,2.0494492596093543e-07,1.1312453835567893e-13,1.8990473025638976e-11,1.8623362799127155e-09,2.5944390108792293e-05,5.0666633540444242e-08,1.8019872405581834e-15,1.2375116891433435e-17,9.7924331172085627e-15,1.2870706084454317e-18,1.118657394711194e-10,1.5925028230498441e-08,3.8374340643467116e-09,3.8394917604615005e-09,1.2736548833780988e-12,7.8401191657314952e-13,1.8180795528492622e-18,3.9716241284463611e-10,2.6267579760420701e-13,7.8625131691089498e-14,2.1851854160501334e-20,1.5619340003528678e-13,1.6220244617364831e-15,2.0585689681966295e-20,2.7902526639232799e-07,1.6166621478248073e-18,4.8669482378424542e-19,4.101673700213391e-10,7.0042063929819076e-11,7.084011069840999e-12,4.3055897958775838e-10,1.0423974023079974e-10,2.0584670429028267e-20,4.4024553846641305e-16,2.0881012212598346e-16,2.0575931796341194e-16,1.9268873186428231e-18,1.1501172045592759e-16,2.3865094269238268e-20,1.6670868918204187e-13,1.9023866479564201e-19,2.5389435268966288e-21,4.8273022100986492e-15,9.6089645626708289e-24,1.6870441655114943e-24,2.1224538801489641e-26,2.3865210204535037e-15,5.4348098700725538e-18,6.8854266786066691e-18,2.7516820069853031e-14,1.0891526880928686e-17,8.8565288092416655e-17,1.6126369711467203e-17,3.3859296720670883e-17,7.3985495958993374e-18,9.0169519128267642e-20,6.84744735044504e-24,3.7703863602708854e-20,1.1882934801327476e-16,1.7409091870553391e-17,2.9188794481019172e-17,1.2356140356089762e-15,8.0744739243757415e-18,3.8576099155631727e-09,2.0555469282299581e-14,6.9960709868656583e-15,2.0555433856387517e-14,2.6888213973582598e-18,1.3578594240756321e-25,7.7675403301754214e-26,1.2300829597942576e-27,4.7812587658066845e-26,5.2190234560407684e-17,2.9010714018057269e-26,1.3045706545338486e-20,1.3831804457324861e-22,4.4978942401014433e-18,4.5710496740337024e-22,3.7302766197659978e-20,1.2838440434429869e-21,5.7871903889013178e-23,4.3190999396088124e-25,2.0016985762780843e-22
1.0659056662274682e-10,0.25967020447487393,76.950000000000003,0.0,0.0,0.0,0.99976258814726138,9.4999905256792232,9.3434636421507308e-06,9.0841151033286809e-05,8.1775985741393522e-05,9.2571329059006621e-06,3.2987107940199558e-11,2.3152203559220258e-07,1.8423518622705565e-05,2.1297568827310075e-07,1.195075266621761e-13,2.1573014805468163e-11,2.0105882377790153e-09,2.6956553959861141e-05,5.4675627944977785e-08,1.8725980775892277e-15,1.2925009281984133e-17,1.0928452344353027e-14,1.4624035312576079e-18,1.2059126772253289e-10,1.7018305972387254e-08,4.2689423876498128e-09,4.2712322879349217e-09,1.4170863580915572e-12,8.7278128259727151e-13,1.8892929729406554e-18,4.2442066915906131e-10,2.8072601347195482e-13,8.4054730269209234e-14,2.813496371427823e-20,1.7279079865352735e-13,1.7765888472050088e-15,2.6506877642582783e-20,2.8991663838806939e-07,1.7884601842385396e-18,5.3841266879127369e-19,4.2222941046390554e-10,7.0920701495306816e-11,7.0877081970638482e-12,4.4415082857777811e-10,1.1182151033154093e-10,2.650551249458186e-20,4.9973162462235191e-16,2.4670439354973967e-16,2.43075694658803e-16,2.3655608959248394e-18,1.2314969445054499e-16,3.0347107911268235e-20,1.7887950749624615e-13,2.3366884473473193e-19,3.2383133696090346e-21,5.1969936654146034e-15,1.2731836976925565e-23,2.2325943772055946e-24,2.8968044693771195e-26,2.6648969201518113e-15,5.8318122662449008e-18,7.5771848920075995e-18,3.0712215967622246e-14,1.2159024457216513e-17,9.567378033127656e-17,1.8003883349962272e-17,3.8138369755004085e-17,8.1752602991196766e-18,9.6884298966846162e-20,7.7128134992120482e-24,4.2032216005511457e-20,1.3263077019231167e-16,1.9227682842654971e-17,3.2482127067983868e-17,1.2838289814420854e-15,9.0918113298791392e-18,4.1546169484969203e-09,2.1198463242761773e-14,8.0873803743470338e-15,2.1198425249736424e-14,3.10270274804709e-18,1.5004095603899078e-25,8.5829884583086686e-26,1.5689567326167876e-27,6.3983551474806651e-26,5.8187502601425235e-17,3.2333066768101574e-26,1.4545016485465542e-20,1.5921718841439103e-22,5.0275499811749345e-18,5.2969928805309976e-22,4.3218423873406823e-20,1.542863927829638e-21,7.0228416969133245e-23,5.1918201540097814e-25,2.3918577150450983e-22
1.1057345884106048e-10,0.25967020297292087,76.950000000000003,0.0,0.0,0.0,0.99975371704074001,9.4999900190928557,9.6925140983999063e-06,9.4234543660601163e-05,8.4677609235643748e-05,9.7553763427127907e-06,3.4219348598882574e-11,2.3152010074869779e-07,1.911526900143844e-05,2.2100629130908323e-07,1.2593974099192525e-13,2.4386336200730375e-11,2.1645913809298588e-09,2.7968709036029268e-05,5.8837194571490405e-08,1.9432075141773071e-15,1.3479855597562401e-17,1.2145469024519902e-14,1.6534341685079584e-18,1.2963117395368501e-10,1.8137682135441916e-08,4.7294386501305313e-09,4.7319764100540591e-09,1.5701677702949701e-12,9.6755594881355063e-13,1.9605057756414657e-18,4.5256177766100108e-10,2.9936150972170127e-13,8.9661424112298303e-14,3.587631816831763e-20,1.904917500408368e-13,1.9395275956229522e-15,3.3802999274195895e-20,3.0080821855211916e-07,1.9716815162101081e-18,5.9356925294979672e-19,4.3404203907742491e-10,7.1738773383760401e-11,7.0913134975833696e-12,4.5754095008549511e-10,1.1961595957624922e-10,3.3801190990289539e-20,5.6467454319902339e-16,2.8964060274938072e-16,2.8534687758194195e-16,2.8817953741688589e-18,1.315589901850108e-16,3.8240835613849798e-20,1.914080111230833e-13,2.8481447245954679e-19,4.0929690294408121e-21,5.5781838991856671e-15,1.6694092934392056e-23,2.9239976832884857e-24,3.9085726055466284e-26,2.9630876379630596e-15,6.240489705950789e-18,8.3063915438236402e-18,3.4136028036131889e-14,1.3517320795806589e-17,1.0307085518025234e-16,2.0015953354313922e-17,4.2753001063891097e-17,8.9977660292365499e-18,1.0384296753078714e-19,8.6460402311926017e-24,4.6666387564995915e-20,1.4741850322689986e-16,2.114911912004215e-17,3.5997460794731017e-17,1.332043504249119e-15,1.0185410656597561e-17,4.4626010559986627e-09,2.1841415236976788e-14,9.3012134539751818e-15,2.1841374579272314e-14,3.5604786913028426e-18,1.6513644852702181e-25,9.4465155938373066e-26,1.9830812961258955e-27,8.4681862068579102e-26,6.460505510894701e-17,3.5887748638502216e-26,1.6149411481775825e-20,1.822971434953799e-22,5.5961955582192138e-18,6.1027489929576729e-22,4.9794512738308327e-20,1.8413405826344525e-21,8.4581015880594075e-23,6.1976805423015141e-25,2.838351533019804e-22
1.1455635105937413e-10,0.25967020146079317,76.950000000000003,0.0,0.0,0.0,0.99974484592906321,9.4999895090392705,1.0041558794858668e-05,9.7627869321613832e-05,8.7575655381812785e-05,1.0257075918827355e-05,3.5451564811389104e-11,2.3151816590026506e-07,1.9807012699137876e-05,2.290367350353279e-07,1.3241657336563204e-13,2.744073333946408e-11,2.32435401603715e-09,2.8980855338703857e-05,6.3151327723843906e-08,2.0138155500273877e-15,1.4039662960567252e-17,1.3445788095229184e-14,1.8608647202310007e-18,1.3898407519192118e-10,1.9282409867333126e-08,5.2195967995540432e-09,5.2223984401931038e-09,1.7331238879609121e-12,1.0684767495615279e-12,2.0317179610510581e-18,4.815856774997379e-10,3.1858224592064034e-13,9.5445220829187552e-14,4.5339043770711225e-20,2.0932951913951387e-13,2.1109619856076954e-15,4.2722331886715296e-20,3.1169999739293266e-07,2.1666704962946417e-18,6.5226823293580096e-19,4.4561044714393049e-10,7.2500846694916144e-11,7.0948299940871405e-12,4.7073379373019125e-10,1.2761836798117966e-10,4.2719961138302664e-20,6.3535148208496281e-16,3.3805946644725029e-16,3.3300359795687888e-16,3.4856140150405378e-18,1.4023958904287811e-16,4.7782708993804965e-20,2.0428778220414045e-13,3.4468116044312388e-19,5.1296673753972385e-21,5.9706664803466581e-15,2.1677587517995134e-23,3.7926746401078503e-24,5.2177360372258147e-26,3.2816351408646289e-15,6.6606327190550424e-18,9.0732806273476529e-18,3.7794813069404582e-14,1.4969028665396423e-17,1.1075853079333934e-16,2.2166453548078817e-17,4.7713999712125536e-17,9.8667256116332219e-18,1.1104627517841636e-19,9.6493134807406522e-24,5.161503896147621e-20,1.6322080011842611e-16,2.3174145002110947e-17,3.9739978931699285e-17,1.3802576040914191e-15,1.1356924231334785e-17,4.7815608152808789e-09,2.2484326494534898e-14,1.0646372086783463e-14,2.2484283073514833e-14,4.0647812243355841e-18,1.8108451133718243e-25,1.0358813420616932e-25,2.4854243127175485e-27,1.1093038972279674e-25,7.1454224542493424e-17,3.9681053495381034e-26,1.7861725474283954e-20,2.0768797033949035e-22,6.2050768723868649e-18,6.9933661606507794e-22,5.7075542574278716e-20,2.1834575735886987e-21,1.0115489869437448e-22,7.3508187220731989e-25,3.3466117426518786e-22
1.1853924327768778e-10,0.2596701999394538,76.950000000000003,0.0,0.0,0.0,0.99973597481224674,9.4999889958421555,1.039059773156914e-05,0.00010102112800344241,9.0470447921020051e-05,1.0761907943582918e-05,3.6683756572953598e-11,2.3151623105066738e-07,2.0498749715803588e-05,2.3706701942070952e-07,1.3893384500378755e-13,3.074649366721381e-11,2.4898844543786742e-09,2.9992992869281976e-05,6.7618021705398001e-08,2.0844221848657994e-15,1.460443849734294e-17,1.4831672627825986e-14,2.0853968624308044e-18,1.4864859453542835e-10,2.0451768050225e-08,5.7400715557624653e-09,5.7431534533669574e-09,1.906173064915488e-12,1.1756804970419569e-12,2.1029295292672823e-18,5.1149230780601914e-10,3.383881816237161e-13,1.0140612795103631e-13,5.6820959066267207e-20,2.2933724709208774e-13,2.2910089586673086e-15,5.3545927389325079e-20,3.225919658629108e-07,2.3737701954176885e-18,7.1461287963033994e-19,4.5693972105006114e-10,7.3211140780107506e-11,7.0982605624672937e-12,4.8373371367655109e-10,1.3582411983913206e-10,5.3542848855892609e-20,7.120424289342847e-16,3.924208846316604e-16,3.8649498125010589e-16,4.187883874132712e-18,1.4919147238260867e-16,5.9237507429801808e-20,2.1751252100271135e-13,4.1436067117440721e-19,6.3785267224409505e-21,6.3742387772321003e-15,2.7894725499833578e-23,4.8752939492760089e-24,6.8964052293582583e-26,3.621069363741021e-15,7.092035690756749e-18,9.8780511352560654e-18,4.1695010400904916e-14,1.6516714026710954e-17,1.1873886440425541e-16,2.4459188354580718e-17,5.3031979297209289e-17,1.0782775899570014e-17,1.1849498706906445e-19,1.0724779652554029e-23,5.688667579109422e-20,1.8006540393817054e-16,2.5303402773132279e-17,4.3714716796944895e-17,1.4284712810318163e-15,1.2607885501080418e-17,5.111494907533406e-09,2.3127198184239731e-14,1.2131961344126572e-14,2.3127151900185893e-14,4.6182736388723596e-18,1.9789683267898258e-25,1.1320550554524079e-25,3.0905827377465538e-27,1.4393145191094832e-25,7.8746107883840583e-17,4.371914917739496e-26,1.9684733515115932e-20,2.3552152082570848e-22,6.8554275594586946e-18,7.9739710635618994e-22,6.5107101939180126e-20,2.5736571204742488e-21,1.2019019282545794e-22,8.6662477487174699e-25,3.9223373319664845e-22
