Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237)
1.3108780963196226e-06,0.25966714567188215,76.950000000000003,0.0,0.0,0.0,0.18445295115753349,9.3947563339881413,0.012520893794187556,0.014493443309267861,0.0038725548566021406,0.00071556666663847429,5.2047639296252926e-09,5.6568625799863355e-08,0.080104475698892036,3.3919698760147195e-05,9.2378104676028603e-12,0.049109851803169222,0.16161106803414521,0.15186185676306674,0.21790689899432764,2.9824046934703666e-13,1.3712562098948919e-10,5.4076275475867217e-06,3.520482972499198e-09,1.2050589788564866e-05,2.8015769172033485e-06,0.017354183948270124,0.086536993393458939,5.7179413965280384e-06,3.5692869889077509e-06,1.0684624594550652e-14,0.0009327767241630691,6.1153520257650798e-07,1.9071634158465411e-07,0.00019177290331828036,1.0694620941349023e-05,4.7308829858195219e-08,0.027779166453789743,0.0031544003527304108,1.0948370117544024e-10,3.2956794333586521e-11,5.278755993738902e-08,1.4055403652845992e-08,2.2280545375434236e-11,9.5166437961926277e-05,0.00036317921429600595,0.0066120477182367342,3.0933222483938403e-07,0.00082178000035730266,5.347024376050702e-05,0.0025714977427823528,1.6910025806406679e-09,0.00031053968781275183,1.6084202852219965e-06,0.027049141740195851,0.00034373215773657724,5.0625692190624507e-08,0.00010969236513572892,0.021756080046881069,0.0026723567799495128,7.0303754088761697e-05,3.8487066714482841e-10,8.817136002766227e-10,0.00177423452947047,6.9852797817894049e-07,0.00020431923191193785,1.0354767030708458e-06,2.6873428866618317e-06,3.7764579851214976e-05,7.7025453203430201e-08,5.434661502587896e-13,3.4701809325014806e-07,0.0011255737991374163,2.4417535042070175e-09,1.3315801610464833e-10,7.1539768627163315e-12,2.1845156758764236e-09,0.0011187882338010546,1.8378993560106486e-10,0.023264134670305921,1.8355276748673559e-10,9.0384816284341872e-06,6.9309565131213176e-13,3.9648053736957092e-13,1.6664180036470268e-10,3.7739664779506819e-06,1.2079648963257865e-06,6.4127138613034618e-16,3.0205829035908388e-10,2.9489900005494961e-11,0.0011505606220174429,1.1690833636995346e-10,2.8401781235773032e-06,1.8569269234949462e-06,1.0942355305522374e-07,6.2193173326294513e-10,6.5195006635874057e-08
1.3281559948769007e-06,0.2596683810523759,76.950000000000003,0.0,0.0,0.0,0.18194869525940457,9.3944988160623151,0.012386410637940442,0.014213283250396808,0.0037771810824070305,0.00069792558887743635,5.1039910050038051e-09,5.6036796212111829e-08,0.080381455389319456,3.3262956680249859e-05,9.0100679798656907e-12,0.048803019167487006,0.16238328132329174,0.1529304930259297,0.21826856365092656,2.9246603521854711e-13,1.3777625571635597e-10,5.4334732052991363e-06,3.4989265881050214e-09,1.2135461991218076e-05,2.7325905187505538e-06,0.017310639778225455,0.086851588001896268,5.7034107745738206e-06,3.5602165954333069e-06,1.075981122816272e-14,0.00094083514426595433,6.1679851976360348e-07,1.9235787776379654e-07,0.00019080656784779807,1.0786821806599632e-05,4.7739458848830585e-08,0.027991177017502016,0.0031807118885573455,1.1042403388964862e-10,3.3239853378010495e-11,5.3223778371422481e-08,1.417229890933158e-08,2.2435485544164385e-11,9.7672405959307114e-05,0.00037273982978955865,0.0065800558406606934,3.1214740731591636e-07,0.00082368659976752895,5.3268028307326148e-05,0.0026020836683405693,1.7050372924644662e-09,0.00031422963095439422,1.626680824070177e-06,0.027445941923976109,0.00034782819908437567,5.1200455582300818e-08,0.00011099727049809176,0.022074596443195909,0.0027119876617767002,7.3282548384907289e-05,3.8825883253857322e-10,8.9761615487875278e-10,0.0018134963092808942,7.1396264058786889e-07,0.00020600067968706349,1.0583565803897782e-06,2.7467210776553634e-06,3.8074179512888056e-05,7.7659335761644699e-08,5.5547430784806187e-13,3.4993274292630152e-07,0.0011350294874219592,2.4858513865600679e-09,1.3282390422092411e-10,7.2040869128897766e-12,2.2244805116765439e-09,0.0011201906065857912,1.8531392304207472e-10,0.023402073178585076,1.8507784938519724e-10,9.3814528254363229e-06,6.9877775290081789e-13,3.9973094398661177e-13,1.6862756659420446e-10,3.8028057279616775e-06,1.234606025842151e-06,6.5541313841948933e-16,3.0872005199867677e-10,3.0739701828831973e-11,0.0011973489139732668,1.2186302354992673e-10,2.9258217228642652e-06,1.9130077077154793e-06,1.127246431257786e-07,6.4069399776449427e-10,6.7158965237332363e-08
1.3454338934341788e-06,0.2596696091676106,76.950000000000003,0.0,0.0,0.0,0.17949639848310669,9.3942472337742462,0.012252611359199849,0.01393885696029608,0.0036845619656401666,0.00068079474933837529,5.0052867878197833e-09,5.5515554385877157e-08,0.080650071329281675,3.2619696470771538e-05,8.7889125569091862e-12,0.048494831535084791,0.16314114480496317,0.153989023841863,0.21861280931233656,2.868101410390672e-13,1.3841476576314463e-10,5.4588385457062727e-06,3.4772727374663046e-09,1.2219531188987439e-05,2.6655966507147932e-06,0.017267722756867433,0.087158451387479852,5.6890914538757987e-06,3.5512781016549376e-06,1.083428686706913e-14,0.00094892266399197853,6.2208098440444817e-07,1.9400538495260924e-07,0.00018985644447757556,1.0879356825619483e-05,4.8171510694476734e-08,0.028198904824355619,0.0032067678884466883,1.1136779999571811e-10,3.3523945942374735e-11,5.365578759223818e-08,1.4288061181765146e-08,2.2589125791797376e-11,0.00010017739642719232,0.00038229665460838265,0.0065481517329940677,3.1497191163070191e-07,0.00082545673055378502,5.3064237865308849e-05,0.0026325706743872191,1.7186449163112716e-09,0.00031790759774373778,1.6444984838843905e-06,0.027840388211836209,0.00035191099129011568,5.1761279122419312e-08,0.00011229793334741548,0.022390987238293924,0.0027513763990961266,7.6320644891077186e-05,3.915283385832677e-10,9.1324363173447282e-10,0.0018524995944538755,7.2929502548901627e-07,0.00020761867701122935,1.0810848446531486e-06,2.80570580802061e-06,3.8372056930772757e-05,7.8269298435858161e-08,5.6740289519190106e-13,3.5273860740427548e-07,0.0011441322924062101,2.5291900739554426e-09,1.3249460440652318e-10,7.2537224912550685e-12,2.263788802337804e-09,0.0011216003381377979,1.8682308351125023e-10,0.023537664175351084,1.8658808770780329e-10,9.7295970798867716e-06,7.042447154299506e-13,4.0285828180387081e-13,1.7060690962221641e-10,3.8310624539147512e-06,1.2610703728214036e-06,6.6946105821033931e-16,3.1533760819102101e-10,3.2014395015266017e-11,0.0012451569256415513,1.2691639061319903e-10,3.0118552048406413e-06,1.9693464069360675e-06,1.1604079537256956e-07,6.5954186603064297e-10,6.9131798322364006e-08
1.362711791991457e-06,0.25967082984485074,76.950000000000003,0.0,0.0,0.0,0.17709449926128279,9.3940013741729249,0.012119549949421335,0.013670028687264243,0.0035946033110628066,0.00066415666698177239,4.9086020348178526e-09,5.5004570091706011e-08,0.080910505280027481,3.1989597210742463e-05,8.5741185223046103e-12,0.048185477873910976,0.16388501288123095,0.15503764909765613,0.21894027619403808,2.812699650966084e-13,1.3904145117285703e-10,5.4837354329103481e-06,3.4555348813640442e-09,1.2302813275576209e-05,2.6005271795728327e-06,0.017225434079995394,0.087457806243170386,5.6749836559241286e-06,3.5424716458364153e-06,1.0908065574822796e-14,0.00095703820068460241,6.2738188165284561e-07,1.9565864015739813e-07,0.00018892246182892363,1.0972213399059675e-05,4.8604933930003768e-08,0.028402428841941149,0.0032325727500050454,1.1231486960278908e-10,3.3809032926920094e-11,5.4083659170886459e-08,1.4402709895132347e-08,2.2741481986908005e-11,0.0001026801142880275,0.00039184474974742546,0.0065163672366881763,3.1780540053135129e-07,0.00082709344393071054,5.2859052492480967e-05,0.0026629591386398642,1.7318309634553071e-09,0.00032157363378178987,1.661874315876955e-06,0.028232467369867082,0.00035598058639506216,5.2308195896235649e-08,0.00011359437104426795,0.022705242691368952,0.0027905218295477133,7.9417043569417404e-05,3.9468059257483661e-10,9.2858879219425569e-10,0.0018912232801546107,7.4451684818509761e-07,0.00020917407448818568,1.1036492148751558e-06,2.8642652065045657e-06,3.8658370150941217e-05,7.8855661890814032e-08,5.7924546690990158e-13,3.5543712023033472e-07,0.0011528868635330531,2.5717494979240535e-09,1.3217012583711173e-10,7.3028929962465786e-12,2.3024223986696156e-09,0.0011230170457357963,1.8831767236338182e-10,0.023670961059811702,1.8808373858297362e-10,1.0082772491876601e-05,7.0949943952878994e-13,4.0586421010610296e-13,1.7257985467841558e-10,3.8587473933378631e-06,1.2873436601470389e-06,6.834075671744403e-16,3.2190738886417409e-10,3.3313560073131425e-11,0.0012939820040155706,1.3206677454598284e-10,3.0982249883660663e-06,2.0259079143635559e-06,1.1936994372629409e-07,6.7846359528108222e-10,7.1112277385225298e-08
1.379989690548735e-06,0.2596720429281109,76.950000000000003,0.0,0.0,0.0,0.17474149714538245,9.3937610341356823,0.011987276362371768,0.013406667215231566,0.003507214764400848,0.00064799457538914057,4.8138891584351192e-09,5.4503526354657596e-08,0.081162933798182985,3.1372348769439358e-05,8.3654694252257383e-12,0.047875136505288067,0.16461522705480516,0.15607656249558421,0.21925157893203268,2.7584278055290687e-13,1.3965660104333068e-10,5.5081752991241271e-06,3.4337257215587861e-09,1.2385323652676743e-05,2.5373167499928127e-06,0.017183774301132267,0.087749867672879345,5.6610873981546667e-06,3.5337972388653249e-06,1.0981160979849014e-14,0.00096518065979101094,6.3270048917692133e-07,1.9731741805107979e-07,0.00018800453533776861,1.1065378798586224e-05,4.9039676244935879e-08,0.028601827107642606,0.0032581307406604285,1.1326511155610108e-10,3.4095074851427878e-11,5.4507462575119358e-08,1.45162639006916e-08,2.2892569644276834e-11,0.00010517930659689649,0.0004013793369561933,0.0064847316634919711,3.2064753125021887e-07,0.00082859972054170905,5.265264191374326e-05,0.0026932493506573642,1.7446010738759992e-09,0.00032522777403559575,1.67880963425576e-06,0.028622167726118777,0.0003600370245970108,5.2841247267063194e-08,0.00011488659713970793,0.023017354503719643,0.0028294229645726265,8.2570706178192668e-05,3.9771704379262895e-10,9.4364492984332155e-10,0.0019296469642924819,7.596201006337984e-07,0.00021066774198325741,1.1260378201749651e-06,2.9223684661402339e-06,3.8933280729083298e-05,7.9418754052604874e-08,5.9099579285411776e-13,3.5802974980191322e-07,0.0011612979633543389,2.6135110615255619e-09,1.318504727601916e-10,7.3516075348809041e-12,2.3403644468951856e-09,0.0011244403499115277,1.8979793737423879e-10,0.023802015664900672,1.8956505053082821e-10,1.0440835142718496e-05,7.145448902388252e-13,4.0875042502462952e-13,1.7454642125074959e-10,3.88587115748125e-06,1.3134120877385025e-06,6.9724534019058198e-16,3.2842594323166813e-10,3.4636761466876913e-11,0.0013438210613549587,1.3731244872884647e-10,3.1848778747743162e-06,2.0826573705516706e-06,1.227100368267001e-07,6.9744752634114488e-10,7.3099182774841279e-08
1.3972675891060132e-06,0.2596732482770057,76.950000000000003,0.0,0.0,0.0,0.17243594989655842,9.3935260198337005,0.011855836734394972,0.013148645653476508,0.0034223096258033272,0.00063229238794795405,4.7211021496104153e-09,5.4012118814567589e-08,0.081407528432178147,3.0767651303328447e-05,8.1627575909938769e-12,0.047563975708366693,0.16533211657122421,0.15710595179997344,0.21954730779057605,2.7052595102027316e-13,1.4026049407370609e-10,5.5321691661744586e-06,3.4118572438615293e-09,1.2467077249595087e-05,2.475902649910782e-06,0.017142743368427617,0.088034843499666254,5.6474025057315387e-06,3.5252547716080607e-06,1.1053586292793202e-14,0.00097334893728708428,6.3803607873425758e-07,1.9898149146450517e-07,0.00018710256825787188,1.1158840194583011e-05,4.9475684617377279e-08,0.028797176707081148,0.0032834460029871988,1.1421839371793202e-10,3.4382031939788191e-11,5.4927265255373083e-08,1.4628741499438004e-08,2.3042403938966715e-11,0.0001076737626918258,0.00041089579930731537,0.0064532719516454552,3.2349795638111252e-07,0.00082997847266031983,5.2445166100950692e-05,0.0027234415143884108,1.7569609997261414e-09,0.00032887004314699464,1.6953060000315419e-06,0.029009479084261165,0.00036408033459141655,5.3360482366590338e-08,0.00011617462148605094,0.02332731574038556,0.0028680789798977719,8.5780558657865528e-05,4.0063917872920541e-10,9.584058581652871e-10,0.0019677509464724294,7.7459705100001372e-07,0.00021210056610869432,1.1482391991129606e-06,2.9799858425239656e-06,3.9196953267917913e-05,7.9958909160685481e-08,6.0264785776068659e-13,3.6051799494056744e-07,0.0011693704531665955,2.6544576053008517e-09,1.3153564477825545e-10,7.3998749344240538e-12,2.3775993592068626e-09,0.0011258698743899583,1.9126411905279809e-10,0.023930878316262824,1.9103226477610516e-10,1.080363932684156e-05,7.1938408852385689e-13,4.1151865468074061e-13,1.7650662325081599e-10,3.9124442283718855e-06,1.3392623317610276e-06,7.1096730492561691e-16,3.3488993959492579e-10,3.5983548618554625e-11,0.0013946705818884114,1.4265162690703592e-10,3.2717611034702865e-06,2.1395601999621955e-06,1.2605904016881747e-07,7.1648209584001237e-10,7.5091304966503965e-08
1.4145454876632913e-06,0.2596744457656805,76.950000000000003,0.0,0.0,0.0,0.17017647073889913,9.3932961462305933,0.011725273593297622,0.012895841237032839,0.0033398046740193898,0.0006170346650441064,4.6301965045515693e-09,5.3530055122325657e-08,0.08164445590953448,3.0175214778803309e-05,7.9657836975395821e-12,0.047252154286924322,0.16603599902358265,0.15812599907194544,0.21982802980220476,2.6531692636524299e-13,1.408533990788964e-10,5.5557276657513181e-06,3.3899407585228805e-09,1.2548088541934324e-05,2.4162246833596778e-06,0.017102340660040606,0.088312934559037562,5.6339286228501545e-06,3.5168440219654586e-06,1.1125354323036967e-14,0.00098154192187661676,6.4338791759962548e-07,2.0065063183180208e-07,0.00018621645261096128,1.1252584681257411e-05,4.9912905436124107e-08,0.028988553755099688,0.0033085225598036526,1.1517458322205723e-10,3.4669864196597238e-11,5.5343132727096374e-08,1.4740160464566777e-08,2.3190999719921794e-11,0.0001101623142452994,0.00042038968138854543,0.0064220128128964172,3.2635632467856611e-07,0.00083123254634024919,5.2236775817280738e-05,0.0027535357507235125,1.7689165899499515e-09,0.000332500455741652,1.7113652057899837e-06,0.02939439264206031,0.00036811053391296061,5.3865957615566686e-08,0.00011745845034762052,0.023635120756052837,0.0029064892065368657,8.9045493483928795e-05,4.0344851664918782e-10,9.7286589797399553e-10,0.0020055162261466467,7.8944024289529856e-07,0.00021347344788648758,1.1702422985633338e-06,3.0370886508895348e-06,3.9449554987331619e-05,8.0476466886787891e-08,6.1419586065811423e-13,3.6290338077552275e-07,0.0011771092796544454,2.6945733725809268e-09,1.3122563712027876e-10,7.4477037534954601e-12,2.4141127837318419e-09,0.001127305246031704,1.927164509399363e-10,0.024057597888483259,1.9248561554757284e-10,1.1171037776497662e-05,7.2402010338072365e-13,4.1417065467269084e-13,1.7846046917945448e-10,3.9384769562141514e-06,1.3648815432975973e-06,7.2456664112975578e-16,3.4129616501117679e-10,3.7353456895374271e-11,0.001446526628597976,1.4808246710555469e-10,3.3588224048938314e-06,2.1965821457994939e-06,1.2941493814757861e-07,7.3555584783140945e-10,7.7087445773198508e-08
1.4318233862205694e-06,0.2596756352818145,76.950000000000003,0.0,0.0,0.0,0.16796172576463542,9.3930712366117657,0.011595626056459711,0.012648135137280749,0.0032596200005688301,0.0006022065831256594,4.5411291552695712e-09,5.3057054369853873e-08,0.081873878315516013,2.9594758519471769e-05,7.7743563760224012e-12,0.046939822101111091,0.16672718092220423,0.15913688089300101,0.22009428984441068,2.6021323872807706e-13,1.4143557547412927e-10,5.5788610584829732e-06,3.3679869381258404e-09,1.2628371569389261e-05,2.3582250505264896e-06,0.017062565018046771,0.088584334978199175,5.6206652235738275e-06,3.5085646616373167e-06,1.1196477494428929e-14,0.00098975849698588808,6.4875526985915387e-07,2.0232460959405353e-07,0.00018534607008599899,1.134659929939274e-05,5.0351284612033797e-08,0.029176033379139096,0.0033333643190494129,1.1613354670422959e-10,3.4958531476536508e-11,5.5755128649536601e-08,1.4850538062967601e-08,2.3338371523076365e-11,0.00011264383522396312,0.00042985668914481185,0.0063909768708911973,3.2922228178672102e-07,0.00083236472349777844,5.2027613128365375e-05,0.0027835321000515582,1.7804737759824117e-09,0.00033611901673852123,1.7269892613734579e-06,0.0297769009143912,0.0003721276292777093,5.4357736273121239e-08,0.00011873808651154863,0.023940765124962585,0.0029446531222758776,9.2364371982985063e-05,4.0614660545793056e-10,9.8701986465758268e-10,0.0020429245000195746,8.041424943252949e-07,0.00021478730057772872,1.1920364721537779e-06,3.0936492620588265e-06,3.9691255325227645e-05,8.0971771516620954e-08,6.2563421404837451e-13,3.6518745491959602e-07,0.0011845194624826717,2.7338439742741066e-09,1.3092044090188471e-10,7.4951022926407259e-12,2.449891574015958e-09,0.0011287460947782698,1.941551598940376e-10,0.024182221858707449,1.9392533036438138e-10,1.154288187926269e-05,7.2845604451366042e-13,4.1670820388511741e-13,1.80407962292626e-10,3.9639795571164382e-06,1.3902573465187483e-06,7.380367796652978e-16,3.4764152483580751e-10,3.8746008581849039e-11,0.0014993848500895629,1.536030754831612e-10,3.4460100509038277e-06,2.2536893031531677e-06,1.3277573600288861e-07,7.54657444848486e-10,7.9086419497787547e-08
1.4491012847778475e-06,0.259676816725695,76.950000000000003,0.0,0.0,0.0,0.16579043148169173,9.3928511221424937,0.011466930018739543,0.01240541228223248,0.0031816788532339022,0.00058779390551155092,4.453858403695183e-09,5.2592846551637212e-08,0.082095953263613769,2.9026010776789803e-05,7.588291833977598e-12,0.046627120566548393,0.16740595823151044,0.16013876857806233,0.22034661165701391,2.5521249874754057e-13,1.4200727373148727e-10,5.6015792519126544e-06,3.3460058531535388e-09,1.2707939952701724e-05,2.3018482345513164e-06,0.017023414780911794,0.088849232442056128,5.6076116222169085e-06,3.5004162626038069e-06,1.1266967860273847e-14,0.00099799754257228531,6.5413739758316624e-07,2.0400319456512722e-07,0.00018449129288964803,1.1440871056962966e-05,5.0790767679599551e-08,0.029359689704863925,0.0033579750784499584,1.1709515051088008e-10,3.5247993547195749e-11,5.6163314901097544e-08,1.4959891075781653e-08,2.3484533583965287e-11,0.0001151172417631665,0.00043929268939566337,0.0063601847914550669,3.3209547090403275e-07,0.00083337772389446591,5.1817811882473396e-05,0.0028134305248220135,1.7916385584608975e-09,0.00033972572165987132,1.7421803804146849e-06,0.0301569976605436,0.00037613161692602462,5.4835888012895467e-08,0.00012001352939868802,0.02424424557457348,0.0029825703436128235,9.5736026608909228e-05,4.0873501786017487e-10,1.0008630552738686e-09,0.0020799581587563273,8.1869689636476813e-07,0.00021604304766762887,1.213611478301407e-06,3.1496410973446592e-06,3.9922225567073038e-05,8.1445171190251194e-08,6.3695754287609887e-13,3.6737178391875615e-07,0.0011916060827761251,2.7722563532396258e-09,1.3062004337451436e-10,7.542078604402656e-12,2.4849237581211795e-09,0.0011301920536006126,1.9558046636397134e-10,0.024304796357790728,1.953516303097993e-10,1.1919021888334324e-05,7.326950555353549e-13,4.1913310059975115e-13,1.8234910076765604e-10,3.9889621111243128e-06,1.4153778363840114e-06,7.5137140128673948e-16,3.5392304214759367e-10,4.0160713835203933e-11,0.0015532404875531563,1.592115101200133e-10,3.5332729026354741e-06,2.310848150483427e-06,1.3613946166718239e-07,7.7377567840448304e-10,8.1087054027271351e-08
1.4663791833351257e-06,0.25967799000935204,76.950000000000003,0.0,0.0,0.0,0.16366135249465244,9.3926356414526815,0.011339218330710601,0.012167561186034475,0.0031059074882579052,0.00057378295482980604,4.3683438591986424e-09,5.2137172055814542e-08,0.082310834058304166,2.8468708322873529e-05,7.4074134994994457e-12,0.046314183123002305,0.16807261687616232,0.16113182837855264,0.22058549880399828,2.5031239198068434e-13,1.4256873581022908e-10,5.6238918174462906e-06,3.3240070053902032e-09,1.2786806909822652e-05,2.2470408946238234e-06,0.01698488781457538,0.089107808446701312,5.594766983287463e-06,3.4923983033319752e-06,1.1336837117620832e-14,0.0010062579367640025,6.5953356188883866e-07,2.0568615626313535e-07,0.0001836519845499112,1.1535386947805668e-05,5.1231299889587184e-08,0.029539595843901804,0.0033823585299756886,1.1805926088804391e-10,3.55382101459436e-11,5.6567751651385758e-08,1.5068235818053877e-08,2.3629499849832529e-11,0.00011758149196267608,0.00044869370905226347,0.0063296554052452089,3.3497553338941413e-07,0.00083427420703234144,5.1607498161853872e-05,0.0028432309121130027,1.8024169948862095e-09,0.00034332055694192486,1.7569409676659091e-06,0.030534677815552237,0.00038012248296626213,5.5300488524216219e-08,0.00012128477517466065,0.024545559922747887,0.0030202406181240944,9.9159263176256196e-05,4.1121534778948722e-10,1.0143912355328398e-09,0.0021166002830406588,8.3309681157833545e-07,0.00021724162099627834,1.2349574778716886e-06,3.2050386224753129e-06,4.0142638502310312e-05,8.1897017197425874e-08,6.4816068329992282e-13,3.6945794995720938e-07,0.0011983742724287014,2.8097987483465821e-09,1.3032442816393137e-10,7.5886405029185001e-12,2.5191985074243353e-09,0.0011316427584513935,1.9699258464989973e-10,0.024425366219107979,1.9676473029278834e-10,1.2299307125644028e-05,7.3674030766104757e-13,4.2144715888817151e-13,1.8428387786986007e-10,4.0134345605417356e-06,1.4402315759060932e-06,7.6456443518877326e-16,3.6013785706459346e-10,4.1597071622854348e-11,0.0016080883818161303,1.6490578473423281e-10,3.6205604558844124e-06,2.3680255794841367e-06,1.3950416751753806e-07,7.9289947895092538e-10,8.3088191870358674e-08
1.4836570818924038e-06,0.25967915505575434,76.950000000000003,0.0,0.0,0.0,0.16157329931085265,9.3924246402465865,0.011212520967737493,0.011934473787225671,0.0030322350306886351,0.00056016058697970299,4.2845463793398309e-09,5.1689781182981637e-08,0.082518669850495219,2.7922596064364568e-05,7.2315516850984346e-12,0.046001135674685993,0.16872743321839709,0.16211622167605486,0.22081143558330388,2.4551067550773866e-13,1.4312019556253881e-10,5.6458080063356705e-06,3.3019993593016395e-09,1.2864985271324066e-05,2.193751764970729e-06,0.01694698154218869,0.089360238541085435,5.582130331002732e-06,3.4845101747155312e-06,1.1406096620888707e-14,0.0010145385573466848,6.6494302390305886e-07,2.0737326421076188e-07,0.00018282800067494825,1.1630133968535998e-05,5.1672826293543523e-08,0.029715823883566892,0.0034065182641029182,1.1902574415237815e-10,3.582914103140732e-11,5.6968497430061544e-08,1.517558815751261e-08,2.3773283991237687e-11,0.00012003558560960242,0.00045805593405696992,0.0062994058232283988,3.3786210931511331e-07,0.00083505677399959395,5.1396790707189707e-05,0.0028729330762049528,1.8128151881779559e-09,0.00034690350024607462,1.7712736070750297e-06,0.030909937425274325,0.00038410020371921409,5.575161913677973e-08,0.00012255181686103494,0.024844707018247127,0.0030576638172314223,0.0001026328630483799,4.1358920709182147e-10,1.027600626700275e-09,0.002152834639024436,8.4733587220331641e-07,0.00021838395902641934,1.2560650314847606e-06,3.259817340603959e-06,4.0352668106021023e-05,8.2327663324547982e-08,6.5923868127876984e-13,3.7144754780228097e-07,0.0012048292041903293,2.8464606583124326e-09,1.3003357549839637e-10,7.634795573069377e-12,2.55270610520047e-09,0.0011330978482212014,1.9839172315236529e-10,0.024543975025146506,1.9816483929786334e-10,1.2683586177815313e-05,7.4059499386608583e-13,4.2365220526967488e-13,1.8621228211953001e-10,4.0374067085227174e-06,1.464807593006071e-06,7.776100573371808e-16,3.6628322595777237e-10,4.3054570640889726e-11,0.0016639229804932261,1.7068387232316849e-10,3.7078228840713984e-06,2.4251889233586348e-06,1.42867932034415e-07,8.1201792530511458e-10,8.508869113958238e-08
1.500934980449682e-06,0.25968031179805795,76.950000000000003,0.0,0.0,0.0,0.15952512626387108,9.3922179709357572,0.011086865190369612,0.011706045295316107,0.0029605933423433877,0.00054691416651964433,4.2024280136859168e-09,5.1250433690985022e-08,0.082719605786047992,2.7387426676285971e-05,7.0605432699640319e-12,0.045688097004091578,0.16937067450835835,0.16309210516706002,0.22102488788782179,2.4080517471277522e-13,1.4366187911624638e-10,5.6673367647572617e-06,3.279991371530596e-09,1.2942487495101621e-05,2.1419315593558076e-06,0.01690969297254975,0.08960669255751641,5.5697005583909505e-06,3.4767511857564607e-06,1.1474757394864456e-14,0.0010228382831113912,6.7036504563489123e-07,2.0906428820739269e-07,0.00018201918966908573,1.1725099133867782e-05,5.2115291820915901e-08,0.029888444878443599,0.0034304577738841356,1.199944668459695e-10,3.6120746030073002e-11,5.7365609192611398e-08,1.5281963532508947e-08,2.3915899413163576e-11,0.00012247856383428739,0.00046737570806741066,0.0062694515454069597,3.4075483797118924e-07,0.0008357279692684347,5.1185801316964218e-05,0.002902536761159512,1.8228392760707095e-09,0.00035047452077065168,1.7851810505655494e-06,0.031282773584989459,0.00038806474606325775,5.6189366467489096e-08,0.00012381464444662869,0.025141686684336122,0.00309483992934539,0.00010615558527802041,4.1585822244827954e-10,1.0404878924535098e-09,0.0021886456732080929,8.6140797811016951e-07,0.00021947100523980241,1.2769250964920421e-06,3.3139537844625029e-06,4.0552489244286455e-05,8.2737465250125416e-08,6.7018679098510908e-13,3.7334218197497521e-07,0.0012109760824861916,2.8822328054067941e-09,1.2974746242685033e-10,7.6805511792062929e-12,2.5854379150668151e-09,0.0011345569646990391,1.9977808461011052e-10,0.024660665151998436,1.9955216062368323e-10,1.3071707085013976e-05,7.4426232347838988e-13,4.2575007561793347e-13,1.8813429745926222e-10,4.060888217916506e-06,1.4890953769861956e-06,7.9050268859674349e-16,3.7235652056900777e-10,4.4532690212619993e-11,0.0017207383452359131,1.765437087256205e-10,3.7950110788403543e-06,2.4823059835428475e-06,1.4622886136905769e-07,8.3112025355850649e-10,8.7087426479176254e-08
