Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308)
5.961231446167277e-10,0.4272934018214822,76.950000000000003,0.0,0.0,0.0,2.7150636931482897e-05,9.4999978544205543,0.00051838906659541024,0.0022764770172910994,0.00027692457070360759,1.2766186961237619e-06,1.1626841274417922e-10,2.3511942000043157e-05,0.15479713397693756,6.2284102950617817e-07,4.9017545834261755e-15,1.4219970033548604e-09,6.5018518310489542e-08,0.82696211992265323,5.5421888655534215e-06,1.9292484678014058e-15,3.6962143563568262e-16,7.9671348354200377e-11,3.0253843089781263e-14,0.00054032663055529259,8.9163584854160439e-06,0.0021698371441739675,0.0021702344235923813,1.3538967045469861e-07,6.6247921101509967e-08,2.5028564662623134e-07,0.00017633107417085761,2.1897199948403936e-08,5.3540125521537262e-09,3.3225779687483965e-09,5.850685233167994e-09,3.9094427813893382e-07,5.6878535402329443e-08,0.011303435026399479,2.2627607940365005e-14,9.5688197415166261e-15,3.5821427371047491e-06,1.1367238035419722e-06,1.4862767127026423e-07,0.00021568730687536366,0.00061656372197397028,3.3654065169141451e-08,5.6076128317409065e-09,1.3886746615999441e-09,9.0043189254061453e-10,3.3875700298867293e-10,4.6809553008314767e-09,6.8688808853581816e-13,1.3813091559605041e-07,2.5631599737317776e-12,1.5108880250108563e-10,1.6399635973723236e-09,1.9838019855566641e-13,4.4503560554322141e-14,9.7852567119822054e-17,6.9130557015876265e-05,4.3008657219791843e-11,9.4916703180806964e-07,2.8749913365635491e-06,9.699983709219886e-11,1.0573127072143049e-08,1.9642382269320468e-10,5.3703234276062517e-10,4.8351457979702081e-11,1.3177313864485516e-10,3.402711018320122e-18,3.360732962065652e-10,3.3529563639660009e-07,2.928258717263107e-07,7.9314697775072097e-09,1.9633471719988748e-09
6.097448411335527e-10,0.42729347147374713,76.950000000000003,0.0,0.0,0.0,2.6969805339617136e-05,9.4999979164178345,0.00051816385950130474,0.002272447074966261,0.00026323193039597451,1.2134956171118689e-06,1.1606256997101989e-10,2.3353541330344223e-05,0.15365884367670729,6.217383452244382e-07,4.65938476477476e-15,1.4013936600609943e-09,6.6429230789580786e-08,0.82807439801665095,5.5424874208611508e-06,1.925832906108717e-15,3.775989466762749e-16,8.147893052821111e-11,2.9964977160555193e-14,0.00054106638364634601,8.4754871334073621e-06,0.0021840260296588834,0.0021844309248111801,1.3627515034727748e-07,6.6681341497093944e-08,2.5062231950961684e-07,0.00018025394155168445,2.238438609787223e-08,5.4731779918964516e-09,3.3685350824378878e-09,5.9809768371999077e-09,4.0022923984772484e-07,5.9051751507996756e-08,0.011326909725468322,2.3131511112649505e-14,9.7819110525898101e-15,3.582689687197664e-06,1.1382388685059793e-06,1.4814644504289664e-07,0.00021588180078822099,0.00061714799556359702,3.4557355946281141e-08,5.7413689330379097e-09,1.4201895215556159e-09,9.115511433809765e-10,3.5244904543059863e-10,4.7853778611915089e-09,7.1489181746638667e-13,1.3997567799049532e-07,2.6949108617165549e-12,1.5788451564736062e-10,1.6618712316668035e-09,2.0749029345417731e-13,4.7276799921085634e-14,1.040703945572124e-16,7.0712224358521721e-05,4.359648023622929e-11,9.5007356141090673e-07,2.9593656248970107e-06,9.9846632695783506e-11,1.0847434215160132e-08,2.0218880987424174e-10,5.5282979282855242e-10,4.9609067444291918e-11,1.3518479959899599e-10,3.5028058378385666e-18,3.4452383752544542e-10,3.4372396471324281e-07,2.9310556359354665e-07,7.983375379287955e-09,1.9659876395056673e-09
6.233665376503776e-10,0.4272935376814636,76.950000000000003,0.0,0.0,0.0,2.6790336588492818e-05,9.4999979753593955,0.00051793869383285642,0.0022684243057537342,0.000250216328001434,1.1534937010440031e-06,1.1585709451722058e-10,2.3196334279354203e-05,0.1525291321075285,6.206376286501925e-07,4.4289990842320527e-15,1.380644628796901e-09,6.7838324310276704e-08,0.82917820799431474,5.5427845742119919e-06,1.9224234393848703e-15,3.8556731127146087e-16,8.328438647638688e-11,2.9669851653922722e-14,0.00054180050553206407,8.0564148355401633e-06,0.0021975130851666219,0.0021979254767137777,1.3711683117178418e-07,6.7093323338702374e-08,2.5095642920069131e-07,0.00018416894643074182,2.2870595810201797e-08,5.5921045952837098e-09,3.4125126719963635e-09,6.1110073046910247e-09,4.0949558683847578e-07,6.1222869353018563e-08,0.011350283066929973,2.36344043568337e-14,9.9945752837947066e-15,3.5832510185160917e-06,1.1397494461800189e-06,1.4766921438723464e-07,0.0002160758972164589,0.00061773095815054668,3.5438957519831101e-08,5.8748568740186792e-09,1.4512377810371065e-09,9.2206735997622572e-10,3.6621988550046853e-10,4.889593336731978e-09,7.4306268659676361e-13,1.4182381311546305e-07,2.8296845272329223e-12,1.6474054977491233e-10,1.6838189275957291e-09,2.1668665494255604e-13,5.0140621060423517e-14,1.1049847917208009e-16,7.228935186922874e-05,4.4185395364244681e-11,9.5097795196031412e-07,3.0444340994425033e-06,1.0271685071929196e-10,1.1122211823370061e-08,2.0800123065686351e-10,5.6875741348402193e-10,5.0868836078569435e-11,1.386021474431892e-10,3.6037254361092118e-18,3.5299490404845342e-10,3.5217282156707794e-07,2.9338459520341485e-07,8.0327135558149213e-09,1.9686080163963159e-09
6.369882341672026e-10,0.4272936006149661,76.950000000000003,0.0,0.0,0.0,2.6612220214773834e-05,9.4999980313962951,0.00051771357002615437,0.0022644086964932332,0.00023784428712063716,1.0964586190996411e-06,1.1565198566143682e-10,2.304031184922804e-05,0.15140793461331062,6.1953887591897341e-07,4.2100049748822989e-15,1.3597883291232697e-09,6.9245818898183134e-08,0.83027361367963592,5.5430803404104762e-06,1.9190200556596863e-15,3.9352664269590411e-16,8.508774498090832e-11,2.9369220004328285e-14,0.00054252903868748739,7.6580637291979241e-06,0.00221033301956906,0.0022107527874492892,1.3791687902780339e-07,6.7484926878159537e-08,2.5128799501817452e-07,0.000188076105419483,2.3355831151193912e-08,5.7107928676132362e-09,3.4545803167066578e-09,6.2407771881237258e-09,4.1874335840211312e-07,6.3390073839746082e-08,0.011373555806089099,2.4136289812549112e-14,1.0206813339941758e-14,3.583826621904974e-06,1.1412555697615858e-06,1.4719594930418085e-07,0.00021626960614367564,0.00061831263972771469,3.6298577365944869e-08,6.0080772216025973e-09,1.4818166490632396e-09,9.3199452327057151e-10,3.8005876432267573e-10,4.9936021588992901e-09,7.7137848224764507e-13,1.4367529525577487e-07,2.9674426462900098e-12,1.7165088335306224e-10,1.7058063797357689e-09,2.2596103991488395e-13,5.3094884292287205e-14,1.1713676062373692e-16,7.3861953719990572e-05,4.4775394313818156e-11,9.5188025257408133e-07,3.1301930356859484e-06,1.0561036551011598e-10,1.1397456098255623e-08,2.138608305782359e-10,5.848145065366077e-10,5.2130746462717949e-11,1.4202513573324788e-10,3.7054653893014456e-18,3.6148634994351471e-10,3.6064206123581883e-07,2.9366298171751712e-07,8.0796112786220733e-09,1.9712084535172185e-09
6.506099306840276e-10,0.42729366043616346,76.950000000000003,0.0,0.0,0.0,2.6435445897754707e-05,9.4999980846721446,0.00051748848851361018,0.0022604002340688534,0.00022608398657678923,1.0422436733299643e-06,1.1544724268710665e-10,2.2885465110530973e-05,0.150295187025242,6.1844208319194842e-07,4.0018391696002547e-15,1.3388600998544684e-09,7.065173343804477e-08,0.83136067841551464,5.5433747339103045e-06,1.9156227430423932e-15,4.0147704776576404e-16,8.6889033200238675e-11,2.906378420594847e-14,0.00054325202525463219,7.2794092461039208e-06,0.002222518825396781,0.0022229458490414778,1.3867735289968062e-07,6.7857159937047619e-08,2.5161703613516594e-07,0.00019197543509053046,2.384009418149068e-08,5.829243312920664e-09,3.4948068875582069e-09,6.3702870386001688e-09,4.279725937555145e-07,6.5551654973574395e-08,0.011396728692561824,2.4637169613740617e-14,1.0418626123436644e-14,3.5844163890603464e-06,1.1427572722006249e-06,1.4672662002241954e-07,0.00021646293744131587,0.00061889306995517005,3.7136009448709075e-08,6.1410305415586268e-09,1.511924161237838e-09,9.4134694408133549e-10,3.9395525875349866e-10,5.0974047581560497e-09,7.9981767755110871e-13,1.4553009880148663e-07,3.1081465534373437e-12,1.7860965469011015e-10,1.7278332839134607e-09,2.3530541747723295e-13,5.6139402036688692e-14,1.2398505994272611e-16,7.5430044116164743e-05,4.5366468829131955e-11,9.5278051129243128e-07,3.2166387230005118e-06,1.0852705188295826e-10,1.1673163261477036e-08,2.1976735612188908e-10,6.0100037639229367e-10,5.3394781269016276e-11,1.4545371827227251e-10,3.8080212900358643e-18,3.6999803005751364e-10,3.6913153867489313e-07,2.9394073796340847e-07,8.1241892405468232e-09,1.9737891006049633e-09
6.642316272008526e-10,0.42729371729895954,76.950000000000003,0.0,0.0,0.0,2.6260003452916331e-05,9.4999981353234357,0.00051726344972399254,0.0022563989054079155,0.00021490517861731583,9.9070941953688725e-07,1.1524286488226321e-10,2.2731785201672687e-05,0.14919082565811867,6.173472466549124e-07,3.8039662530428937e-15,1.3178924228814648e-09,7.2056085733063537e-08,0.83243946506738797,5.5436677688287251e-06,1.912231489718499e-15,4.0941862717466105e-16,8.8688276753426248e-11,2.8754198261422981e-14,0.00054396950704871676,6.9194774786037552e-06,0.0022341018636598056,0.0022345360221967519,1.3940020995033402e-07,6.821098049789553e-08,2.5194357158024256e-07,0.00019586695197790557,2.4323386956630321e-08,5.9474564339930528e-09,3.5332603184909616e-09,6.4995374058571022e-09,4.3718333203662149e-07,6.7706004675740716e-08,0.011419802470318549,2.5137045888751559e-14,1.0630014534316251e-14,3.585020212519969e-06,1.144254586201125e-06,1.4626119699649002e-07,0.00021665590086965159,0.00061947227816321461,3.7951127171796993e-08,6.27371739843742e-09,1.5415591132383693e-09,9.5013919248775138e-10,4.0789928234293594e-10,5.2010015639856995e-09,8.2835943499710252e-13,1.473881982475282e-07,3.2517573084061199e-12,1.8561116512504785e-10,1.7498993372009297e-09,2.4471197394708183e-13,5.9273940750157565e-14,1.3104308405609469e-16,7.6993637295343315e-05,4.5958610688446948e-11,9.5367877525183989e-07,3.3037674646028915e-06,1.1146678511843278e-10,1.1949329554217908e-08,2.2572055471488231e-10,6.173143300457019e-10,5.4660923258806711e-11,1.4888784910261856e-10,3.9113887473350356e-18,3.7852979991196603e-10,3.7764110951327908e-07,2.9421787848870336e-07,8.1665621660200465e-09,1.9763501062934161e-09
6.778533237176775e-10,0.42729377134964924,76.950000000000003,0.0,0.0,0.0,2.6085882789523274e-05,9.4999981834799172,0.00051703845408247382,0.0022524046974798676,0.00020427911112396645,9.4172330863403802e-07,1.1503885153935592e-10,2.257926332800897e-05,0.14809478730670925,6.1625436251733222e-07,3.6158772846051424e-15,1.2969151302374754e-09,7.3458892561206988e-08,0.83351003602685714,5.5439594589605285e-06,1.9088462839468377e-15,4.1735147581254428e-16,9.0485499800135667e-11,2.8441071380174467e-14,0.0005446815255650356,6.5773426750102919e-06,0.0022451119445122906,0.0022455531169562407,1.40087310555659e-07,6.8547299168394753e-08,2.5226762023855758e-07,0.00019975067257724683,2.4805711527099297e-08,6.06543273238165e-09,3.5700074134767299e-09,6.6285288382798265e-09,4.4637561230067602e-07,6.9851613491454533e-08,0.011442777877726913,2.5635920760403529e-14,1.0840979470282428e-14,3.5856379856340174e-06,1.1457475442209104e-06,1.4579965090344386e-07,0.00021684850607874294,0.00062005029335549184,3.8743876654590482e-08,6.406138355520174e-09,1.5707209990727895e-09,9.5838603376597521e-10,4.2188108528825871e-10,5.3043930048971006e-09,8.5698360685678041e-13,1.4924956819333981e-07,3.398235757820629e-12,1.9264988144818861e-10,1.772004237911572e-09,2.5417311674771567e-13,6.2498222772827027e-14,1.3831043013324891e-16,7.8552747526236335e-05,4.6551811703978105e-11,9.5457509083202415e-07,3.3915755775096869e-06,1.144294409616644e-10,1.2225951236651345e-08,2.3172017472496832e-10,6.3375567707231404e-10,5.5929155280030776e-11,1.5232748249934023e-10,4.0155633865742038e-18,3.8708151569868167e-10,3.8617063004929375e-07,2.9449441760682718e-07,8.206839106152573e-09,1.978891618120882e-09
6.914750202345025e-10,0.4272938227272929,76.950000000000003,0.0,0.0,0.0,2.59130738851628e-05,9.4999982292649285,0.00051681350201067486,0.002248417597295241,0.00019417845364085525,8.9515934561118481e-07,1.14835201955082e-10,2.2427890761105553e-05,0.14700700924214286,6.1516342701144146e-07,3.4370884889664864e-15,1.2759555957268247e-09,7.4860169728654469e-08,0.8345724532152764,5.5442498177912321e-06,1.9054671140567629e-15,4.2527568306835857e-16,9.2280725116605003e-11,2.8124970946063537e-14,0.0005453881219843194,6.2521248578773971e-06,0.0022555774039586278,0.0022560254693894644,1.407404230918509e-07,6.8866981524674364e-08,2.525892008529261e-07,0.00020362661334601866,2.5287069938381549e-08,6.1831727084139417e-09,3.6051136871919206e-09,6.7572618829153956e-09,4.5554947351765214e-07,7.1987067224592903e-08,0.011465655647594162,2.6133796346071603e-14,1.10515218267338e-14,3.5862696025452338e-06,1.1472361784722602e-06,1.4534195264018927e-07,0.00021704076260942545,0.00062062714421207339,3.9514270338731962e-08,6.5382939747854577e-09,1.5994099537611898e-09,9.6610237035659613e-10,4.3589125347853717e-10,5.407579508429123e-09,8.8567073369062227e-13,1.5111418334250488e-07,3.5475425923227581e-12,1.9972043762175883e-10,1.7941476855956929e-09,2.6368147729859047e-13,6.5811928095423814e-14,1.457865897697369e-16,8.0107389107569405e-05,4.7146063721768692e-11,9.5546950376031987e-07,3.4800593924938346e-06,1.1741489562088753e-10,1.2503024587516333e-08,2.3776596545775561e-10,6.5032372962068811e-10,5.7199460265286308e-11,1.5577257296498896e-10,4.1205408494319862e-18,3.9565303427541956e-10,3.9471995724634252e-07,2.9477036942950182e-07,8.2451237193403795e-09,1.9814137825372508e-09
7.050967167513275e-10,0.4272938715640738,76.950000000000003,0.0,0.0,0.0,2.574156679318702e-05,9.4999982727957022,0.00051658859392668659,0.0022444375919046535,0.00018457722706699726,8.5089776539447809e-07,1.1463191543022525e-10,2.2277658838313611e-05,0.14592742920831769,6.1407443639137654e-07,3.267140011511402e-15,1.2550389121666457e-09,7.6259932120501277e-08,0.8356267780872908,5.5445388585093702e-06,1.9020939684454713e-15,4.3319133311721153e-16,9.4073974167694349e-11,2.780642527004817e-14,0.00054608933717575057,5.9429875602619766e-06,0.0022655251767599543,0.0022659800144886875,1.4136122848557161e-07,6.9170850338494353e-08,2.5290833202489641e-07,0.00020749479070370926,2.5767464231004682e-08,6.3006768612049704e-09,3.6386432351189724e-09,6.8857370854850095e-09,4.6470495457092217e-07,7.4111043523326526e-08,0.011488436507208962,2.6630674757754606e-14,1.1261642496795472e-14,3.586914958187432e-06,1.1487205209241585e-06,1.4488807332215487e-07,0.00021723267989433949,0.00062120285909250065,4.0262380927415317e-08,6.6701848168945723e-09,1.6276267001681661e-09,9.7330318945205393e-10,4.4992070671099706e-10,5.5105615011551723e-09,9.1440204111065649e-13,1.5298201850238082e-07,3.6996383993824156e-12,2.0681763585812647e-10,1.8163293810361244e-09,2.7322991298359707e-13,6.9214696053589268e-14,1.5347095302280352e-16,8.1657576366994477e-05,4.7741358621563878e-11,9.5636205916618318e-07,3.5692152540411215e-06,1.2042302576604312e-10,1.2780545903799047e-08,2.4385767715386676e-10,6.670178024046687e-10,5.8471821230380054e-11,1.5922307522570108e-10,4.2263167938410006e-18,4.0424421316154074e-10,4.0328894872863601e-07,2.9504574788370107e-07,8.2815145379701776e-09,1.9839167449110725e-09
7.187184132681525e-10,0.42729391798563876,76.950000000000003,0.0,0.0,0.0,2.5571351654826646e-05,9.4999983141836779,0.00051636373024509079,0.002240464668397868,0.00017545073684270418,8.0882472481564095e-07,1.1442899126950395e-10,2.2128558962392728e-05,0.14485598541833539,6.1298738693236218e-07,3.1055947356023316e-15,1.2341880553390605e-09,7.7658193748852622e-08,0.83667307163434623,5.5448265940181328e-06,1.8987268355754817e-15,4.4109850519275711e-16,9.5865267175221878e-11,2.7485926144172361e-14,0.0005467852116991319,5.6491356744802485e-06,0.0022749808657179498,0.0022754423554408551,1.4195132453800394e-07,6.9459687693762326e-08,2.5322503221581206e-07,0.0002113552210320205,2.6246896440583731e-08,6.4179456886680326e-09,3.6706586283502211e-09,7.0139549903957107e-09,4.73842094256674e-07,7.6222308440231873e-08,0.011511121178382719,2.7126558102141238e-14,1.1471342371347001e-14,3.5875739482866547e-06,1.150200603304759e-06,1.4443798428215229e-07,0.00021742426725896788,0.00062177746603881388,4.0988335657225338e-08,6.8018114411880364e-09,1.6553724996912211e-09,9.8000351576259349e-10,4.6396069616469146e-10,5.6133394086876623e-09,9.4315943497585823e-13,1.5485304858372839e-07,3.8544837120897237e-12,2.1393644711685225e-10,1.8385490262438207e-09,2.8281150828419161e-13,7.2706126956595608e-14,1.6136281231178537e-16,8.3203323660014625e-05,4.8337688316683766e-11,9.5725280160901851e-07,3.6590395203067803e-06,1.2345370852737579e-10,1.3058511500485002e-08,2.4999506098609791e-10,6.8383721269559257e-10,5.9746221273214134e-11,1.6267894422815589e-10,4.3328868939384922e-18,4.1285491053367871e-10,4.1187746277690366e-07,2.9532056672030201e-07,8.316105221872449e-09,1.9864006495366394e-09
7.323401097849775e-10,0.42729396211142234,76.950000000000003,0.0,0.0,0.0,2.5402418695681595e-05,9.499998353534794,0.00051613891137698915,0.0022364988139028925,0.00016677550944339071,7.6883200983034186e-07,1.1422642878142576e-10,2.1980582600991335e-05,0.14379261655096567,6.1190227492993292e-07,2.9520371584040084e-15,1.2134240357934135e-09,7.9054967798451414e-08,0.8377113943881821,5.5451130369465847e-06,1.8953657039722218e-15,4.4899727384558834e-16,9.7654623182799529e-11,2.7163931213812958e-14,0.00054747578580755711,5.3698134073550202e-06,0.0022839688075291659,0.0022844368294704363,1.4251223003485425e-07,6.9734236998277605e-08,2.5353931974786921e-07,0.00021520792067504938,2.6725368597862335e-08,6.5349796875247792e-09,3.7012208299263478e-09,7.1419161407514591e-09,4.8296093128356611e-07,7.8319712989610499e-08,0.011533710377490902,2.762144848067223e-14,1.1680622339048672e-14,3.5882464693536707e-06,1.151676457103058e-06,1.4399165706863009e-07,0.00021761553392265535,0.00062235099277857748,4.1692310899733431e-08,6.9331744056853531e-09,1.6826491064952965e-09,9.8621836899939364e-10,4.7800280121966527e-10,5.7159136556823456e-09,9.7192549520547468e-13,1.567272486003401e-07,4.0120390542409285e-12,2.2107201108386753e-10,1.8608063244534503e-09,2.9241957516740223e-13,7.6285783657381639e-14,1.6946136619613295e-16,8.4744645368921959e-05,4.8935044753896304e-11,9.5814177510311187e-07,3.7495285630721416e-06,1.2650682149402915e-10,1.3336917710345691e-08,2.5617786905657364e-10,7.0078128031448967e-10,6.1022643572833205e-11,1.6614013513695726e-10,4.4402468400169129e-18,4.2148498522145373e-10,4.2048535832414e-07,2.9559483952183486e-07,8.3489847992288585e-09,1.9888656396410768e-09
7.459618063018024e-10,0.42729400405495305,76.950000000000003,0.0,0.0,0.0,2.5234758215295968e-05,9.499998390949731,0.00051591413773003649,0.002232540015585129,0.00015852923200614124,7.3081675718041671e-07,1.1402422727815033e-10,2.1833721286066104e-05,0.14273726174713922,6.1081909669919633e-07,2.8060723221669483e-15,1.192766039526686e-09,8.0450266669974124e-08,0.83874180642430463,5.5453981996603903e-06,1.8920105622217471e-15,4.568877091884082e-16,9.9442060117358364e-11,2.6840866183466754e-14,0.00054816109945041028,5.1043023363306118e-06,0.002292512135390919,0.0022929865704342431,1.4304538865360567e-07,6.9995204896234244e-08,2.5385121280516836e-07,0.0002190529059394629,2.7202882728751858e-08,6.6517793533147722e-09,3.7303891307493235e-09,7.2696210783635822e-09,4.9206150427248576e-07,8.040218972128792e-08,0.011556204815514001,2.8115347989598704e-14,1.1889483286366193e-14,3.5889324186726777e-06,1.153148113570216e-06,1.4354906344366485e-07,0.0002178064889996135,0.0006229234667278951,4.2374527087427166e-08,7.0642742670859741e-09,1.7094587250141713e-09,9.9196272566001795e-10,4.9203892570051967e-10,5.8182846658425181e-09,1.0006834683756381e-12,1.5860459366866958e-07,4.1722649819982201e-12,2.2821963568946982e-10,1.8831009801189892e-09,3.0204765280932707e-13,7.995319307014665e-14,1.7776572304264027e-16,8.6281555901748973e-05,4.9533419913290636e-11,9.5902902314276146e-07,3.8406787677013781e-06,1.2958224271264112e-10,1.3615760883745945e-08,2.6240585439390286e-10,7.1784932762428007e-10,6.2301071388567212e-11,1.6960660333227011e-10,4.5483923384744775e-18,4.3013429670323669e-10,4.291124949513971e-07,2.9586857971029403e-07,8.3802378955962602e-09,1.9913118573914457e-09
7.595835028186274e-10,0.4272940439241459,76.950000000000003,0.0,0.0,0.0,2.5068360584066364e-05,9.4999984265242148,0.00051568940970846697,0.0022285882606465583,0.00015069069493648039,6.9468118979647963e-07,1.1382238607535877e-10,2.1687966613373664e-05,0.14168986060646507,6.0973784857413368e-07,2.6673247982690621e-15,1.1722315584075525e-09,8.1844102021112813e-08,0.83976436736542837,5.5456820942719541e-06,1.8886613989685734e-15,4.6476987712866826e-16,1.012275948475257e-10,2.6517126868945108e-14,0.00054884119227599558,4.8519195615434718e-06,0.0023006328385169069,0.0023011135683263929,1.4355217267789434e-07,7.0243263086315718e-08,2.5416072943475495e-07,0.00022289019309466512,2.7679440854368293e-08,6.7683451804045336e-09,3.7582211028936132e-09,7.3970703437606843e-09,5.0114385175649878e-07,8.246874932603771e-08,0.011578605198078204,2.8608258720037293e-14,1.2097926097593977e-14,3.5896316942941185e-06,1.1546156037212198e-06,1.4311017538125582e-07,0.00021799714149992568,0.0006234949149943877,4.3035243956480426e-08,7.1951115807728915e-09,1.7358039704840504e-09,9.972514847674927e-10,5.0606129361074684e-10,5.9204528619230573e-09,1.0294172592383508e-12,1.6048505900746075e-07,4.3351221223579494e-12,2.353747962127938e-10,1.9054326989093199e-09,3.1168950672188339e-13,8.370784764074204e-14,1.8627490459163062e-16,8.7814069691232667e-05,5.013280580815053e-11,9.5991458872016508e-07,3.9324865330983204e-06,1.3267985068593919e-10,1.3895037388473572e-08,2.6867877095033364e-10,7.3504067952197192e-10,6.3581488059277476e-11,1.7307830440772993e-10,4.6573191117657351e-18,4.3880270510196038e-10,4.3775873288361654e-07,2.9614180055269479e-07,8.4099449516259281e-09,1.9937394439018293e-09
7.732051993354524e-10,0.4272940818215786,76.950000000000003,0.0,0.0,0.0,2.4903216246982349e-05,9.4999984603492198,0.00051546472771312054,0.0022246435363249667,0.000143239737354631,6.6033236529205202e-07,1.1362090449212964e-10,2.1543310242029736e-05,0.14065035318377347,6.0865852690693522e-07,2.5354377215239811e-15,1.1518365111119524e-09,8.3236484805550621e-08,0.84077913638488477,5.5459647326500397e-06,1.8853182029136202e-15,4.7264383958927959e-16,1.0301124323900823e-10,2.6193081107378687e-14,0.00054951610363370719,4.6120159493177384e-06,0.002308351818708402,0.0023088387258393102,1.4403388652811278e-07,7.0479050049837316e-08,2.5446788754765253e-07,0.00022671979837295949,2.8155044991067426e-08,6.8846776619961462e-09,3.7847725677413937e-09,7.5242644761980599e-09,5.1020801218100761e-07,8.4518477285032436e-08,0.011600912225495631,2.9100182758021987e-14,1.2305951654877106e-14,3.5903441950313407e-06,1.1560789583368815e-06,1.4267496506590301e-07,0.0002181875003305532,0.00062406536438014014,4.367475609748487e-08,7.3256869008191206e-09,1.7616878322994529e-09,1.0020994372513604e-09,5.2006244441705749e-10,6.022418665734381e-09,1.0581114212869612e-12,1.6236861993737768e-07,4.5005712086371437e-12,2.4253313401531034e-10,1.9278011877038339e-09,3.2133912734331808e-13,8.754920677425786e-14,1.9498784943025141e-16,8.9342201193792366e-05,5.0733194484828165e-11,9.6079851433461241e-07,4.0249482716633349e-06,1.35799524371335e-10,1.4174743609590362e-08,2.7499637359890722e-10,7.5235466343085626e-10,6.4863877002701512e-11,1.7655519416861515e-10,4.7670228983521074e-18,4.4749007118097985e-10,4.4642393298550475e-07,2.9641451516392227e-07,8.4381824300115249e-09,1.9961485392403848e-09
7.868268958522774e-10,0.4272941178447577,76.950000000000003,0.0,0.0,0.0,2.4739315725621457e-05,9.4999984925112315,0.00051524009214146561,0.0022207058298932152,0.00013615719524243534,6.2768193690908356e-07,1.1341978185082105e-10,2.1399743894055611e-05,0.139618679985684,6.0758112806736766e-07,2.4100718722982171e-15,1.1315953553013411e-09,8.4627425309938223e-08,0.84178617221000951,5.5462461264289224e-06,1.881980962812249e-15,4.8050965471799687e-16,1.0479302020713382e-10,2.5869070535871494e-14,0.00055018587257616076,4.3839744626159435e-06,0.002315688944124965,0.0023161819121247,1.4449177011722505e-07,7.0703172693334091e-08,2.5477270491988695e-07,0.0002305417379697034,2.862969715047787e-08,7.0007772901353363e-09,3.8100975767484629e-09,7.651204013666548e-09,5.1925402390400219e-07,8.655053057420887e-08,0.011623126592804319,2.9591122184552762e-14,1.2513560838231848e-14,3.5910698204563238e-06,1.1575382079657321e-06,1.4224340489112747e-07,0.00021837757429633197,0.00062463484138462983,4.4293388804257171e-08,7.4560007799952897e-09,1.7871136399890148e-09,1.0065212386710439e-09,5.3403522794027023e-10,6.1241824981462603e-09,1.0867511464866718e-12,1.6425525188063471e-07,4.6685731131815903e-12,2.4969045494406946e-10,1.9502061545880392e-09,3.3099072815038739e-13,9.1476698223649633e-14,2.0390341637995492e-16,9.0865964888520013e-05,5.1334578022618128e-11,9.6168084199863543e-07,4.1180604092503044e-06,1.3894114317951875e-10,1.4454875949296541e-08,2.8135841813061172e-10,7.6979060929270021e-10,6.6148221714859308e-11,1.8003722863018497e-10,4.8774994526524305e-18,4.5619625633998183e-10,4.5510795675745429e-07,2.9668673650863318e-07,8.4650230121923965e-09,1.9985392824363948e-09
