Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218)
4.369043120827344e-08,0.1739230925859351,76.950000000000003,0.0,0.0,0.0,0.98192410577912193,9.4962877708168119,0.00065880589137960461,0.0075624076739513272,0.00415159266094744,0.0032665325482910366,7.0035057622912271e-09,8.1470504624318451e-09,0.00024209132127367376,4.6567949031929401e-05,6.8116796832935882e-11,0.00032770752119573577,0.00029973270429883516,0.00027159580174045058,0.0011852249667233142,6.2910860018345874e-13,1.9438736847773612e-13,3.0935133992048452e-09,3.8997355560034765e-12,1.0587091782221606e-08,9.3252501625762335e-07,5.8557946532970162e-05,5.8654888866582265e-05,4.346905358514395e-08,2.9212455003439983e-08,1.7882602810211117e-19,1.0248524073316161e-06,1.515638854079569e-09,5.0541506503236648e-10,3.7793253730237044e-09,5.7326220447865803e-08,4.8145903848482357e-12,4.1821873418908341e-09,2.8004781007159405e-06,1.0644414715342751e-12,2.8712572539511871e-13,3.8345227829912628e-11,6.2840804701368435e-12,6.5391815893108629e-14,3.842611317148974e-10,1.5282809273089127e-09,4.1688667077971133e-09,2.1463507167974867e-10,8.1495429954556114e-08,2.8756890599559194e-08,5.9667214396365808e-08,7.903933669048931e-14,3.2712626276163058e-08,8.8155194136076074e-12,4.9870085209702706e-08,2.376663297807431e-09,3.7700489817602597e-13,3.4563701566105183e-09,2.8370547780868405e-09,1.5438328287021063e-09,3.6464158254051607e-12,1.6013166067909919e-16,3.1303613850431806e-17,3.6824188369513963e-10,4.2462666179139785e-13,8.5640029973045899e-11,5.6598114569393415e-13,1.3585344897607105e-12,6.6746275173393462e-11,1.1062824507287178e-14,8.7155820389908408e-19,2.6009549066067167e-14,1.2149943133373606e-10,1.6620143979555154e-16,6.6178102520266644e-14,5.4677554531118973e-15,1.4911731010674019e-16,6.6130815072938009e-05,1.2009161930331605e-13,4.981888828643963e-06,1.1946413628688899e-13,1.0059328705935618e-14
4.449417734826344e-08,0.1739229589646495,76.950000000000003,0.0,0.0,0.0,0.98158452867249613,9.4962159408970823,0.00067059005548220606,0.0076867863370794738,0.0042164169187186009,0.0033176890291859132,7.1186438084409452e-09,8.1443274984489306e-09,0.00024650156497072704,4.7333564577033299e-05,6.9183559700116242e-11,0.00034506344925937964,0.00031500297083911964,0.00027654851808110373,0.0012276846903644706,6.3945166519610586e-13,2.0424754986448671e-13,3.2524113860499381e-09,4.1065741319289033e-12,1.079288501626172e-08,9.4723467037434906e-07,6.0657424672470785e-05,6.0759222432370021e-05,4.5027251610043843e-08,3.0259632552811893e-08,1.8208707154101281e-19,1.0604560241384302e-06,1.5682821198472994e-09,5.2301385653941729e-10,4.1223682383795041e-09,5.9872670580123525e-08,5.0269944578279174e-12,4.5739398625075044e-09,2.85206733906196e-06,1.111716776454258e-12,2.9987791014676763e-13,3.8705262091009907e-11,6.373184162635524e-12,6.541892482929768e-14,3.9121153418088166e-10,1.5571134682230737e-09,4.5590954919013504e-09,2.2503882782753768e-10,8.6762869637833804e-08,3.0387812652939358e-08,6.4152005037067389e-08,8.1789485100844541e-14,3.5199869043075112e-08,9.0299264352164161e-12,5.4235100672577096e-08,2.5770566496915166e-09,3.8617627508892272e-13,3.7797468255464179e-09,3.1627064775228354e-09,1.7226963070018156e-09,3.7835438355082037e-12,1.6506284611417831e-16,3.1898103848400433e-17,3.8373499974146787e-10,4.424892331325124e-13,9.1998629689910231e-11,5.897900037147656e-13,1.4157037029592029e-12,7.1716236558688911e-11,1.1882549580159422e-14,9.0823470859282329e-19,2.8207040405313442e-14,1.3179228549900995e-10,1.6935837551047507e-16,6.8550807738382663e-14,5.5674255493812694e-15,1.5195431557077429e-16,6.8310914243235602e-05,1.2231859787141213e-13,5.3357095597608178e-06,1.2166278595282682e-13,1.0440807605050373e-14
4.529792348825344e-08,0.1739228251445298,76.950000000000003,0.0,0.0,0.0,0.98124485754291912,9.4961439384687978,0.00068236220056154811,0.0078104843377519674,0.0042807189979528273,0.0033684319421521027,7.2331498165498003e-09,8.1416040645438847e-09,0.00025091022230248119,4.8094977474640316e-05,7.0241698461337775e-11,0.00036296957281739604,0.00033074305163745705,0.00028149965531661195,0.0012708204375346116,6.4973795464021126e-13,2.1441017957301131e-13,3.4162431832556769e-09,4.3199821503024229e-12,1.0998612666741778e-08,9.6182641366109909e-07,6.2789504087934044e-05,6.2896357823144774e-05,4.6609628358835078e-08,3.1323059706502575e-08,1.8534707524101772e-19,1.0965741057480696e-06,1.6216854749021783e-09,5.4086824327221021e-10,4.489010064250673e-09,6.2474831647322766e-08,5.2444073732467155e-12,4.9939936589055038e-09,2.9036760906906496e-06,1.1600258539767498e-12,3.1290894782113359e-13,3.9065444258055672e-11,6.4623225155452732e-12,6.544611419251597e-14,3.9816692727396622e-10,1.5859667937049451e-09,4.9774843693701109e-09,2.3571955243019838e-10,9.2249923924342856e-08,3.2074906816186208e-08,6.8872251005615438e-08,8.4579698995994582e-14,3.7819265078493045e-08,9.2459170286717382e-12,5.8885444424564171e-08,2.7897560056184432e-09,3.9541540139652151e-13,4.1255790654822459e-09,3.518158847290109e-09,1.9180823695681638e-09,3.9232267705438078e-12,1.701154522145311e-16,3.2493026016379523e-17,3.9959678393569457e-10,4.6077667432126759e-13,9.872249924543131e-11,6.1416516672706048e-13,1.4742331763840051e-12,7.6972382164810695e-11,1.2749300826711239e-14,9.4578387861823436e-19,3.0548877295414355e-14,1.4276289229390071e-10,1.725176067691271e-16,7.096035737979163e-14,5.6670624039100181e-15,1.5479338926295148e-16,7.0512958508235272e-05,1.2454705908410998e-13,5.7068957088822776e-06,1.2386223561145696e-13,1.0829467179284749e-14
4.610166962824344e-08,0.17392269112135061,76.950000000000003,0.0,0.0,0.0,0.98090509950183669,9.4960717619658226,0.00069412233343876936,0.0079334964939625531,0.004344495552718341,0.0034187586634727321,7.3470189935747594e-09,8.1388795030478237e-09,0.0002553172928851304,4.8852155851766625e-05,7.1291158404546589e-11,0.00038143039776856254,0.00034695703876630544,0.00028644921382791694,0.0013146279295115379,6.5996703793298328e-13,2.2487788295250326e-13,3.5850526300059947e-09,4.5400137035962641e-12,1.1204274745788183e-08,9.7629947613196676e-07,6.4953912299511e-05,6.50660301770947e-05,4.8215980982828257e-08,3.2402600140074911e-08,1.8860603945364044e-19,1.1332015975626456e-06,1.6758414256510138e-09,5.5897572661459974e-10,4.8803518007872155e-09,6.513242448605238e-08,5.4668297279858517e-12,5.4437926002632377e-09,2.9553054226331312e-06,1.2093634968802207e-12,3.2621743380617043e-13,3.9425781843308225e-11,6.5514973812345259e-12,6.5473349030175805e-14,4.0512737397443378e-10,1.6148411665843163e-09,5.4254671261328935e-09,2.4667776833871467e-10,9.7960187249474578e-08,3.3818737248537988e-08,7.3834721476300767e-08,8.7409607457598387e-14,4.0574667746194589e-08,9.4634832893160769e-12,6.3833345916967899e-08,3.0152255895033332e-09,4.0472193862660725e-13,4.4948669786333537e-09,3.9054436804634151e-09,2.1311286014359932e-09,4.0654661670045419e-12,1.7529405437584918e-16,3.3088385743132148e-17,4.1582968692066028e-10,4.7949180155975147e-13,1.0582740597310816e-10,6.3911038841898081e-13,1.5341319290165202e-12,8.2527088762894162e-11,1.3665107078331361e-14,9.8421150003914905e-19,3.3042136997831545e-14,1.5444454940020877e-10,1.7567916218364292e-16,7.3406443502805946e-14,5.7666660190534918e-15,1.5763455686098182e-16,7.2736195640615094e-05,1.2677704802157434e-13,6.0958941441770598e-06,1.2606253054272111e-13,1.1225312513815714e-14
4.690541576823344e-08,0.17392255689102804,76.950000000000003,0.0,0.0,0.0,0.98056526154510515,9.4959994098962923,0.00070587046101829433,0.0080558178194302856,0.0044077434124500164,0.0034686667080003992,7.4602467280751415e-09,8.1361541993179618e-09,0.00025972277636611435,4.9605069041853889e-05,7.2331887707026225e-11,0.0004004502172463251,0.00036364886750581545,0.00029139719401241083,0.0013591028632517778,6.7013850078300052e-13,2.3565318431179963e-13,3.7588819110762151e-09,4.7667203411171727e-12,1.1409871266571116e-08,9.9065312755108345e-07,6.7150374932514688e-05,6.7267972953010156e-05,4.98461052297415e-08,3.3498116585590481e-08,1.918639644402119e-19,1.1703334332205427e-06,1.7307424612125392e-09,5.7733380126415747e-10,5.2975195523922233e-09,6.7845157558906349e-08,5.6942607191094336e-12,5.9248226793581403e-09,3.0069564071383104e-06,1.259724268198442e-12,3.3980190151788714e-13,3.9786282368950049e-11,6.6407106130365359e-12,6.5500646244803919e-14,4.1209293833407338e-10,1.6437368542352179e-09,5.9045191639399954e-09,2.5791390782708379e-10,1.0389715782945163e-07,3.5619845420192244e-08,7.9046177734720573e-08,9.0278839236650656e-14,4.3469926869370193e-08,9.6826178745525282e-12,6.9091256889143199e-08,3.2539342572062538e-09,4.1409557234394844e-13,4.8886267148659337e-09,4.3266817894399831e-09,2.3630229919541553e-09,4.2102635848306017e-12,1.8060340384497404e-16,3.3684188511538063e-17,4.3243614064388021e-10,4.9863740937463417e-13,1.1332960945745519e-10,6.6462939358788979e-13,1.595408910321409e-12,8.8393120372224641e-11,1.4632060512583077e-14,1.0235233143212931e-18,3.5694147212901412e-14,1.6687173485484452e-10,1.7884307086519242e-16,7.5888756024234352e-14,5.8662363975725838e-15,1.6047784449147037e-16,7.4979874527277799e-05,1.2900860986642299e-13,6.5031491478011891e-06,1.2826371634128005e-13,1.1628348759367019e-14
4.770916190822344e-08,0.17392242244961903,76.950000000000003,0.0,0.0,0.0,0.98022535055256776,9.4959268808422355,0.00071760659028633758,0.0081774435230341815,0.0044704595809837381,0.0035181537283845913,7.5728285895506121e-09,8.1334287646937197e-09,0.0002641266724239666,5.035368758131574e-05,7.3363837419534779e-11,0.0004200331127019773,0.00038082231676901435,0.00029634359628381884,0.0014042409125329183,6.80251945149345e-13,2.4673850718469169e-13,3.9377715609125962e-09,5.0001510817979291e-12,1.1615402243215561e-08,1.0048866772221593e-06,6.9378615806136849e-05,6.9501918019049055e-05,5.1499795509290678e-08,3.4609470875827554e-08,1.9512085047259763e-19,1.2079645355062679e-06,1.7863810547636398e-09,5.9593995572579445e-10,5.7416642928033822e-09,7.0612727578043037e-08,5.9266981802435604e-12,6.4386121469904541e-09,3.0586301211830397e-06,1.311102512823119e-12,3.5366082553001992e-13,4.0146953383770585e-11,6.7299640705862031e-12,6.5528034445157364e-14,4.1906368548731637e-10,1.672654128538266e-09,6.4161576202507462e-09,2.6942831489310734e-10,1.1006423640163479e-07,3.7478750172094504e-08,8.4513368574439754e-08,9.318702283373578e-14,4.6508886081805998e-08,9.9033140177475684e-12,7.4671846550075801e-08,3.5063551778443544e-09,4.2353601274503232e-13,5.3078897928683828e-09,4.7840843428237777e-09,2.615004710229047e-09,4.3576206078104386e-12,1.8604843187700195e-16,3.4280439897728085e-17,4.4941855940088154e-10,5.1821627181240746e-13,1.2124586958020894e-10,6.9072587973334614e-13,1.6580730040980653e-12,9.4583634633730534e-11,1.5652317688719814e-14,1.0637250208032769e-18,3.8512491961199811e-14,1.800801348802632e-10,1.8200936241999315e-16,7.8406982819648308e-14,5.9657735425652495e-15,1.63323278726269e-16,7.7243245612413036e-05,1.3124178981715146e-13,6.9291020850378439e-06,1.3046583882161883e-13,1.2038581133339785e-14
4.8512908048213436e-08,0.1739222877933213,76.950000000000003,0.0,0.0,0.0,0.97988537328771419,9.4958541734590849,0.0007293307283094023,0.0082983690081401169,0.0045326412354910603,0.0035672175142205066,7.6847603275677199e-09,8.1307023115684579e-09,0.00026852898076858893,5.1097983205509523e-05,7.4386961448843656e-11,0.00044018295510810129,0.00039848100961542397,0.00030128842107256763,0.0014500377290899919,6.9030698919753455e-13,2.5813617464295011e-13,4.1217604686528543e-09,5.2403524284291759e-12,1.1820867690727649e-08,1.018999473753483e-06,7.1638357021794379e-05,7.1767595741003342e-05,5.3176844958046823e-08,3.5736523988106226e-08,1.9837669783511601e-19,1.2460898172612839e-06,1.8427496648899886e-09,6.1479167280446022e-10,6.2139615615949285e-09,7.3434820099224395e-08,6.1641386172009704e-12,6.986731623865559e-09,3.1103276459923312e-06,1.3634923685288496e-12,3.6779262454785213e-13,4.0507802503072846e-11,6.8192596322891991e-12,6.5555467406024855e-14,4.2603968168532971e-10,1.7015932658420644e-09,6.9619414655431895e-09,2.812212475089255e-10,1.1646472511377914e-07,3.9395947789648646e-08,9.02430257852475e-08,9.6133786579931451e-14,4.9695380231296671e-08,1.0125565542106489e-11,8.0587996643696645e-08,3.772965513933155e-09,4.3304299525163367e-13,5.7537024094955918e-09,5.2799541308130091e-09,2.8883648400627249e-09,4.5075388439779266e-12,1.9163425388013406e-16,3.4877145570078908e-17,4.6677934090380036e-10,5.3823114365214426e-13,1.2959345433360825e-10,7.1740351867340902e-13,1.7221330324246171e-12,1.0111218900046545e-10,1.6728100553225474e-14,1.1048222792270589e-18,4.1505017445667908e-14,1.9410667163036729e-10,1.851780669453263e-16,8.0960809823251053e-14,6.0652774573379773e-15,1.6617088657874512e-16,7.9525561331138006e-05,1.3347663292406195e-13,7.374191081614147e-06,1.326689438436885e-13,1.2456014920933627e-14
4.9316654188203435e-08,0.1739221529184727,76.950000000000003,0.0,0.0,0.0,0.97954533639742214,9.4957812864752196,0.00074104288223277839,0.0084185898718227899,0.0045942857253170443,0.0036158559911215198,7.7960378714519569e-09,8.1279751438222938e-09,0.00027292970113949194,5.1837928843780893e-05,7.5401216537808236e-11,0.00046090340627892384,0.000416628413851106,0.00030623166882388285,0.0014964889437453529,7.0030326721530221e-13,2.6984840972391456e-13,4.3108858840667864e-09,5.4873683832919401e-12,1.2026267624933613e-08,1.0329909048017067e-06,7.3929319051049973e-05,7.4064735070016873e-05,5.4877045506073136e-08,3.6879136088669314e-08,2.0163150682067053e-19,1.2847041823211408e-06,1.8998407369762515e-09,6.3388643010981039e-10,6.7156111426566087e-09,7.6311110088071564e-08,6.4065772429020847e-12,7.5707941901684962e-09,3.162050066541618e-06,1.4168877764899049e-12,3.8219566424519473e-13,4.0868837338130643e-11,6.9085991738616066e-12,6.5582957983949439e-14,4.3302099421941489e-10,1.730554546923961e-09,7.5434715782867107e-09,2.9329287982301115e-10,1.2310182655743544e-07,4.1371912090031416e-08,9.6241859735803863e-08,9.9118758715393476e-14,5.3033232836901027e-08,1.0349366874497482e-11,8.6852796406131643e-08,4.0542461007906194e-09,4.4261628110231626e-13,6.2271247385122813e-09,5.8166867576090826e-09,3.1844470735130266e-09,4.6600199260060052e-12,1.9736617354064126e-16,3.5474311288741514e-17,4.8452086737492469e-10,5.5868476169606912e-13,1.3839014739200923e-10,7.4466595826515312e-13,1.7875977596950424e-12,1.0799274673801811e-10,1.7861697414274397e-14,1.1468207123275877e-18,4.4679837885723548e-14,2.0898953081025282e-10,1.8834921502496591e-16,8.3549921127213555e-14,6.1647481455926367e-15,1.6902069549992971e-16,8.1826076533417908e-05,1.357131843073606e-13,7.8388507094276985e-06,1.3487307753313576e-13,1.2880655476258208e-14
5.0120400328193434e-08,0.17392201782155015,76.950000000000003,0.0,0.0,0.0,0.97920524641178186,9.4957082186914263,0.00075274305927903714,0.0085381019039848551,0.0046553905707241178,0.0036640672197175805,7.9066573293685572e-09,8.1252482243579392e-09,0.00027732883330550817,5.257349861403881e-05,7.6406562244707326e-11,0.00048219792030414834,0.00043526784271306771,0.00031117333999754236,0.001543590167531476,7.1024042954363793e-13,2.8187733586571945e-13,4.5051834243954242e-09,5.7412404651500752e-12,1.2231602062429623e-08,1.0468603967955401e-06,7.6251220823061143e-05,7.6393063629705439e-05,5.6600187941711736e-08,3.8037166576329957e-08,2.0488527773110559e-19,1.3238025264823586e-06,1.9576467046359854e-09,6.5322170057096014e-10,7.2478367252119173e-09,7.924126246016514e-08,6.6540080116216157e-12,8.1924554530788922e-09,3.2137984710816435e-06,1.4712824913390531e-12,3.9686825997763516e-13,4.123006550574469e-11,6.9979845714690203e-12,6.5610552466525699e-14,4.4000769142427314e-10,1.7595382569499189e-09,8.1623907978336018e-09,3.0564330431525584e-10,1.2997864294074264e-07,4.3407094522783927e-08,1.0251655505328585e-07,1.0214156747281448e-13,5.6526253601548503e-08,1.0574713059203559e-11,9.3479537422941975e-08,4.3506811256256629e-09,4.5225565794075879e-13,6.7292302199366236e-09,6.396771759518279e-09,3.5046483622909193e-09,4.8150655115967392e-12,2.0324968692412499e-16,3.607194290476092e-17,5.0264550666518121e-10,5.7957984605485371e-13,1.4765425543357761e-10,7.7251682411771818e-13,1.8544758967481895e-12,1.152396827284103e-10,1.9055463884015068e-14,1.1897259084818152e-18,4.804534131475287e-14,2.2476818912896883e-10,1.9152283772487992e-16,8.6173999080502744e-14,6.2641856113765888e-15,1.7187273337461541e-16,8.4144048897989241e-05,1.3795148909518205e-13,8.3235116808968529e-06,1.3707828621204753e-13,1.3312508223434863e-14
5.092414646818343e-08,0.17392188249916918,76.950000000000003,0.0,0.0,0.0,0.97886510974399876,9.4956349689803297,0.00076443126674652665,0.008656901086375882,0.0047159534615449543,0.0037118493945819367,8.0166149870066863e-09,8.1225204108928192e-09,0.00028172637706553954,5.330466781689307e-05,7.7402960921358836e-11,0.00050406974509273491,0.00045440245563589969,0.00031611343506879975,0.0015913369928061165,7.2011814251447682e-13,2.9422497736930188e-13,4.7046870820665921e-09,6.0020077275599585e-12,1.2436871020539921e-08,1.0606074146360964e-06,7.8603779811507027e-05,7.8752307802631915e-05,5.8346061974893095e-08,3.9210474125408903e-08,2.0813801088050028e-19,1.3633797384550785e-06,2.016159991124011e-09,6.7279495294319861e-10,7.8118855479430035e-09,8.2224932596510739e-08,6.9064236525363689e-12,8.8534135924886618e-09,3.2655739506812075e-06,1.5266700907314201e-12,4.1180867936218016e-13,4.1591494694264545e-11,7.0874177222090647e-12,6.5638192170356124e-14,4.4699984273752572e-10,1.7885446854336345e-09,8.8203839554995596e-09,3.1827253390668984e-10,1.3709817539590704e-07,4.5501924283343633e-08,1.0907376640245681e-07,1.0520184116165957e-13,6.0178235981397615e-08,1.0801599771576834e-11,1.0048170839426031e-07,4.6627578067206595e-09,4.6196094039987734e-13,7.2611048411599993e-09,7.0227936475685355e-09,3.850419526296938e-09,4.97267728386771e-12,2.0929048654643508e-16,3.6670046358894252e-17,5.2115561339729475e-10,6.0091910143478649e-13,1.5740461520452767e-10,8.0095972130767132e-13,1.9227761050867894e-12,1.2286778907141605e-10,2.0311823787716591e-14,1.2335434244157247e-18,5.1610195332563629e-14,2.4148344154532383e-10,1.9469896658910998e-16,8.8832724387158102e-14,6.3635898588798141e-15,1.7472702851740456e-16,8.6478739336031613e-05,1.4019159217070167e-13,8.8286005521295231e-06,1.3928461613321893e-13,1.3751578657688265e-14
5.172789260817343e-08,0.17392174694808293,76.950000000000003,0.0,0.0,0.0,0.97852493269037411,9.4955615362858072,0.00077610751200786498,0.008774983591514315,0.0047759722557473312,0.0037592008430884917,8.1259073071043049e-09,8.1197918184072691e-09,0.00028612233224649131,5.4031412928817311e-05,7.8390377688527388e-11,0.00052652192402309595,0.0004740352590984786,0.00032105195452615884,0.0016397249943593166,7.2993608833641206e-13,3.0689325999486441e-13,4.909429233264212e-09,6.2697067784557046e-12,1.2642074517280561e-08,1.0742314613778914e-06,8.0986712120940179e-05,8.1142192816090544e-05,6.0114456302925086e-08,4.0398916729432418e-08,2.1138970659043563e-19,1.4034307008336796e-06,2.0753730107772594e-09,6.9260365232376736e-10,8.4090280267935133e-09,8.526176683579614e-08,7.1638157026270812e-12,9.55540938519778e-09,3.3173775987436162e-06,1.5830439844796758e-12,4.2701514474160513e-13,4.1953132576526715e-11,7.1769005175697489e-12,6.5665880516319203e-14,4.5399751860596554e-10,1.8175741261953068e-09,9.519177884116034e-09,3.3118050402530136e-10,1.4446332341671665e-07,4.7656808439172097e-08,1.1592011436639538e-07,1.0829920824790237e-13,6.3992954813240357e-08,1.1030023331573163e-11,1.0787298981557433e-07,4.9909660731051858e-09,4.717319706809993e-13,7.823846410992759e-09,7.6974328736175707e-09,4.2232658186867408e-09,5.1328569517346945e-12,2.154944654061446e-16,3.7268627681175811e-17,5.400535301331214e-10,6.2270521852046934e-13,1.6766060031903235e-10,8.2999823622241731e-13,1.9925070011868623e-12,1.308922804776588e-10,2.1633270038925477e-14,1.2782787879685669e-18,5.538335280458021e-14,2.5917742826770746e-10,1.9787763363489554e-16,9.1525776203849767e-14,6.4629608926729387e-15,1.775836096686415e-16,8.8829412384353119e-05,1.4243353844854385e-13,9.3545394350890358e-06,1.4149211376106506e-13,1.4197872346427886e-14
5.245126413416443e-08,0.17392162475398926,76.950000000000003,0.0,0.0,0.0,0.97821874392194064,9.4954952895939293,0.00078660591120894164,0.0088806420764873332,0.0048295223318294824,0.0038014475993508605,8.2236987498546169e-09,8.1173366008273351e-09,0.00029007733355328213,5.4681682431480182e-05,7.9271346630364052e-11,0.00054722743975864525,0.00049213309744522665,0.00032549527530188982,0.0016838187307509748,7.3872088872721979e-13,3.1857037521593851e-13,5.0982015451268219e-09,6.5165909054063938e-12,1.2826701710297828e-08,1.0863875829128033e-06,8.3157084713771158e-05,8.3319059283506428e-05,6.1725090643015428e-08,4.1481337662002727e-08,2.1431534599011401e-19,1.4398773898973493e-06,2.1292567247517572e-09,7.1063069132844155e-10,8.9758197049343185e-09,8.8040073745180306e-08,7.3997154477193795e-12,1.0223765875051549e-08,3.3640258712506051e-06,1.6346181954560068e-12,4.4092692907202019e-13,4.2278791427926104e-11,7.2574790369934982e-12,6.5690899291520182e-14,4.6030020940945907e-10,1.8437205446582013e-09,1.0184438145834729e-08,3.4303588606953611e-10,1.5130427211301381e-07,4.9647869405048512e-08,1.2233448060452086e-07,1.111182466002157e-13,6.7568444493304665e-08,1.1236916028766172e-11,1.1486928976155338e-07,5.3005528766352955e-09,4.8058200456994499e-13,8.3576213525812423e-09,8.3484694176144063e-09,4.5832650890534976e-09,5.2792156370572678e-12,2.2122259990461227e-16,3.780776450360262e-17,5.573951600951113e-10,6.4269700429190654e-13,1.7733974669740099e-10,8.5664510333432737e-13,2.0564951344101751e-12,1.3846615160051663e-10,2.288033722655353e-14,1.319329922583727e-18,5.8964927863426447e-14,2.7597476821619988e-10,2.0074063096129357e-16,9.3978605657601581e-14,6.5523664294425438e-15,1.8015651133572351e-16,9.0958078624211585e-05,1.444529031771703e-13,9.8460562629692763e-06,1.4347989857772981e-13,1.4605717209359407e-14
5.317463566015543e-08,0.1739215023699509,76.950000000000003,0.0,0.0,0.0,0.9779125318718126,9.4954288932163315,0.00079709463252997722,0.0089857145822390596,0.0048826287617042821,0.0038433431842355898,8.320946214547e-09,8.1148811075810213e-09,0.00029403104790643071,5.5328334805723784e-05,8.0144992617679784e-11,0.00056840727739364738,0.00051063876042843083,0.00032993732061148743,0.001728424973691962,7.4745682360825167e-13,3.3050995656097932e-13,5.2912633051145715e-09,6.7691407548399561e-12,1.3011275908775951e-08,1.0984434167345066e-06,8.5351619988917861e-05,8.552031963642099e-05,6.3353639161419228e-08,4.2575798052773374e-08,2.1724014557787158e-19,1.4766999303918043e-06,2.183695532695641e-09,7.2884453457929716e-10,9.5714227181642701e-09,9.0860880564929878e-08,7.6396305065842516e-12,1.0928136425843997e-08,3.4106986468417756e-06,1.6869808150173877e-12,4.5505138109602713e-13,4.2604631150287122e-11,7.3381006845522223e-12,6.5715972843686021e-14,4.6660748579452825e-10,1.8698860646902124e-09,1.0885497771082237e-08,3.5511678239735097e-10,1.583484050546868e-07,5.1688152215710309e-08,1.2899314952588115e-07,1.1396675940465013e-13,7.1281512274509342e-08,1.1445049377409095e-11,1.2220223349888808e-07,5.6239653653281408e-09,4.8948511414638595e-13,8.9181121796286825e-09,9.0432265836109164e-09,4.9676340350160883e-09,5.4276570061558957e-12,2.2709243512769539e-16,3.8347297874763913e-17,5.7505449802987083e-10,6.6305486182452672e-13,1.8745947528324559e-10,8.8377990402016183e-13,2.1216552982249631e-12,1.4638546241925996e-10,2.4184116621597975e-14,1.3611329651389708e-18,6.2729656209640253e-14,2.9363279778444591e-10,2.0360573452637375e-16,9.6458742650447294e-14,6.6417450707638465e-15,1.827313098339185e-16,9.3098568033408405e-05,1.4647382982327515e-13,1.0355100578033452e-05,1.4546870092242111e-13,1.5019421639887132e-14
5.3898007186146425e-08,0.17392137979388314,76.950000000000003,0.0,0.0,0.0,0.97760630088751099,9.4953623465285339,0.00080757368149393617,0.0090901987099942672,0.0049352903269056607,0.0038848866493394561,8.4176474852356051e-09,8.1124243131788034e-09,0.00029798347523753599,5.5971355315964209e-05,8.1011295873624417e-11,0.00059006323782770376,0.00052955412584674048,0.00033437809083856364,0.0017735404650559283,7.5614369391555129e-13,3.4271320562748257e-13,5.488634796854887e-09,7.0273780185574101e-12,1.3195797127163236e-08,1.1103986784494957e-06,8.757010848182433e-05,8.7745771502064106e-05,6.4999945965493283e-08,4.3682193133773785e-08,2.2016410560731968e-19,1.5138945829732094e-06,2.2386838919827355e-09,7.4724332860794927e-10,1.0196809772518887e-08,9.3723912512754436e-08,7.8835523597698965e-12,1.1669878526460517e-08,3.4573967256645037e-06,1.7401267241106454e-12,4.6938711998460183e-13,4.293065738470413e-11,7.4187668527806299e-12,6.5741048159308144e-14,4.7291940126569301e-10,1.8960709092658112e-09,1.1623702788290109e-08,3.6742299289005299e-10,1.6559762335464381e-07,5.3777908228848851e-08,1.3590086099192864e-07,1.1684447647534048e-13,7.5134862262883723e-08,1.1654422086974001e-11,1.2988217093962027e-07,5.9615650604991705e-09,4.9844124391859506e-13,9.5061408296089113e-09,9.783861101806118e-09,5.3775850464281426e-09,5.5781823599294786e-12,2.3310869938054618e-16,3.8887232372146633e-17,5.930332314084949e-10,6.8378072899299818e-13,1.980350501924135e-10,9.1140522125420885e-13,2.1879936982169039e-12,1.5466220259181795e-10,2.5546572358910985e-14,1.4036918967840374e-18,6.668467944478103e-14,3.121851377354265e-10,2.0647296863598701e-16,9.8965950456756135e-14,6.7310968204586349e-15,1.8530802698311522e-16,9.5250353488691156e-05,1.484963508158133e-13,1.0881969779396618e-05,1.4745855469734418e-13,1.5438989850867225e-14
