Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18)
1.2693259042682738e-19,0.21993176473959652,76.950000000000003,0.0,0.0,0.0,0.99999999999973177,9.5,9.6044822716892437e-15,1.0875363980403209e-13,1.0875363980400156e-13,4.1686348173067301e-23,4.1655809493992841e-23,4.1100179449708097e-14
2.5397546112335665e-19,0.21993176473959652,76.950000000000003,0.0,0.0,0.0,0.99999999999946332,9.5,1.9217309011027822e-14,2.1760176574523175e-13,2.1760176574498747e-13,1.6685403016834966e-22,1.66609702153256e-22,8.2236066889143743e-14
5.080612025164151e-19,0.21993176473959658,76.950000000000003,0.0,0.0,0.0,0.99999999999892641,9.5,3.844296248968597e-14,4.3529801737823404e-13,4.3529801737628135e-13,6.6763345585111908e-22,6.6568075857475093e-22,1.6450784102936264e-13
1.0162326853025322e-18,0.2199317647395965,76.950000000000003,0.0,0.0,0.0,0.99999999999785261,9.5,7.6894269446926176e-14,8.7069051965174016e-13,8.7069051963615812e-13,2.6709685421102667e-21,2.65538654681318e-21,3.2905138635519091e-13
2.0325756508747664e-18,0.21993176473959652,76.950000000000003,0.0,0.0,0.0,0.9999999999957051,9.5,1.5379688336110223e-13,1.7414755202690592e-12,1.741475520145067e-12,1.0684743559201306e-20,1.0560751265195078e-20,6.5813846518840988e-13
4.065261582019234e-18,0.21993176473959652,76.950000000000003,0.0,0.0,0.0,0.99999999999140998,9.5,3.0760211118823688e-13,3.4830455061008504e-12,3.4830455051195048e-12,4.2740712211660869e-20,4.1759367023655058e-20,1.3163125755811008e-12
8.13063344430817e-18,0.21993176473959652,76.950000000000003,0.0,0.0,0.0,0.99999999998281974,9.5,6.1521256683763651e-13,6.9661854185807695e-12,6.9661854108948706e-12,1.7096631790958253e-19,1.6328042027207093e-19,2.6326606072715212e-12
1.626137716888604e-17,0.21993176473959652,76.950000000000003,0.0,0.0,0.0,0.99999999996563926,9.5,1.2304334781169561e-12,1.3932465024753802e-11,1.3932464965751608e-11,6.8387215423658637e-19,6.2486996311153581e-19,5.2653559142727334e-12
3.252286461804178e-17,0.21993176473959652,76.950000000000003,0.0,0.0,0.0,0.9999999999312783,9.5,2.4608753005976792e-12,2.7865023485279435e-11,2.7865023048689504e-11,2.7355019374885872e-18,2.298912010140983e-18,1.0530743502758382e-11
6.504583951635328e-17,0.21993176473959652,76.950000000000003,0.0,0.0,0.0,0.99999999986255639,9.5,4.921758945247458e-12,5.5730138141705448e-11,5.5730135107466076e-11,1.0942030833373722e-17,7.9077914698520295e-18,2.1061506577676489e-11
1.3009178931297624e-16,0.21993176473959652,76.950000000000003,0.0,0.0,0.0,0.99999999972511266,9.5,9.8435262333003463e-12,1.1146036198163205e-10,1.1146034279664727e-10,4.3768141038619632e-17,2.4583156246558867e-17,4.2122984319411176e-11
2.601836889062222e-16,0.21993176473959652,76.950000000000003,0.0,0.0,0.0,0.99999999945022544,9.5,1.9687060804419443e-11,2.2292080016603677e-10,2.2292069246172111e-10,1.7507237187122729e-16,6.7368056242964781e-17,8.4245746171364558e-11
3.9027558849946814e-16,0.21993176473959652,76.950000000000003,0.0,0.0,0.0,0.99999999917533844,9.5,2.9530595370551874e-11,3.3438123421212045e-10,3.3438097641370568e-10,3.7202841389476859e-16,1.1422999908936267e-16,1.2636831439269192e-10
5.203674880927141e-16,0.2199317647395965,76.950000000000003,0.0,0.0,0.0,0.99999999890045144,9.5,3.9374129931697624e-11,4.4584166643500353e-10,4.4584119465280022e-10,6.3463606787866587e-16,1.6285386455710304e-16,1.6849068898428337e-10
7.805512872792059e-16,0.21993176473959652,76.950000000000003,0.0,0.0,0.0,0.9999999983506781,9.5,5.9061199042285733e-11,6.687625292416321e-10,6.687614769074777e-10,1.3139310716119541e-15,2.6159691730681202e-16,2.5273498373309187e-10
1.0407350864656978e-15,0.21993176473959658,76.950000000000003,0.0,0.0,0.0,0.99999999780090543,9.5,7.8748268134536075e-11,8.916833906908395e-10,8.9168151751407712e-10,2.2346488126086293e-15,3.6147205013555235e-16,3.3697856644369536e-10
1.3009188856521896e-15,0.21993176473959652,76.950000000000003,0.0,0.0,0.0,0.99999999725113364,9.4999999999999964,9.8435337207138861e-11,1.1146042517287533e-09,1.1146012992133532e-09,3.4140324404264049e-15,4.6151704061158512e-16,4.2122138626217141e-10
1.8212864840251733e-15,0.2199317647395965,76.950000000000003,0.0,0.0,0.0,0.99999999615159252,9.4999999999999947,1.3780947529216764e-10,1.5604459732097908e-09,1.5604400696359098e-09,6.5650362195667321e-15,6.6146233845845168e-16,5.8970468934260736e-10
2.341654082398157e-15,0.21993176473959652,76.950000000000003,0.0,0.0,0.0,0.99999999505205439,9.4999999999999876,1.7718361329739737e-10,2.0062876937754227e-09,2.0062777885187053e-09,1.0766599162719249e-14,8.6134244511696092e-16,7.5818489400356402e-10
3.382389279144125e-15,0.21993176473959644,76.950000000000003,0.0,0.0,0.0,0.99999999285298724,9.4999999999999769,2.5593188906849403e-10,2.8979711320047946e-09,2.8979500721741049e-09,2.2320893878037797e-14,1.2610631884093271e-15,1.095136009667095e-09
5.46385967263606e-15,0.21993176473959639,76.950000000000003,0.0,0.0,0.0,0.99999998845489024,9.4999999999999414,4.1342843965324756e-10,4.6813379967064812e-09,4.681282023565352e-09,5.8033637595193472e-14,2.0604964659746551e-15,1.7690010685387774e-09
9.626800459619931e-15,0.21993176473959608,76.950000000000003,0.0,0.0,0.0,0.99999997965884524,9.499999999999817,7.2842153699305991e-10,8.2480716790451445e-09,8.2478954665023932e-09,1.7987191054789007e-13,3.6593677949475145e-15,3.1165825129459742e-09
1.795268203358767e-14,0.21993176473959491,76.950000000000003,0.0,0.0,0.0,0.99999996206734998,9.4999999999993676,1.35840771635418e-09,1.5381538855486068e-08,1.5380920540421368e-08,6.2517217787903271e-13,6.8571131825744477e-15,5.8111508306236126e-09
2.627856360755541e-14,0.21993176473959314,76.950000000000003,0.0,0.0,0.0,0.99999994447664786,9.4999999999986535,1.9883938752909752e-09,2.2515005780956451e-08,2.2513676567396248e-08,1.3392684188707895e-12,1.0054858669916661e-14,8.504926545895627e-09
3.460444518152315e-14,0.21993176473959064,76.950000000000003,0.0,0.0,0.0,0.99999992688673867,9.4999999999976659,2.6183800138039249e-09,2.9648472455467364e-08,2.9646163597166545e-08,2.3221109048191815e-12,1.3252603995933626e-14,1.119790988078044e-08
4.293032675549089e-14,0.21993176473958748,76.950000000000003,0.0,0.0,0.0,0.99999990929762217,9.4999999999964118,3.2483661318935218e-09,3.67819388790299e-08,3.6778381681109965e-08,3.5736482691431849e-12,1.6450349207075434e-14,1.3890101064642307e-08
5.958208990342637e-14,0.21993176473957918,76.950000000000003,0.0,0.0,0.0,0.99999987412176616,9.4999999999930953,4.5083383068044812e-09,5.1048870973351051e-08,5.1042011201919037e-08,6.8826172713215343e-12,2.2845839301683549e-14,1.9272107829269717e-08
7.623385305136185e-14,0.21993176473956813,76.950000000000003,0.0,0.0,0.0,0.9999998389490784,9.4999999999887077,5.7683104000277979e-09,6.5315802064009139e-08,6.5304565541629301e-08,1.1265763708761244e-11,2.9241328914011401e-14,2.4650948677986469e-08
9.288561619929733e-14,0.21993176473955445,76.950000000000003,0.0,0.0,0.0,0.99999980377955655,9.4999999999832436,7.0282824115676204e-09,7.9582732151097879e-08,7.9566045133628768e-08,1.6722654287273702e-11,3.5636818141671838e-14,3.0026625545012402e-08
1.261891424951683e-13,0.2199317647395188,76.950000000000003,0.0,0.0,0.0,0.99999973345000348,9.4999999999690985,9.5482261896128927e-09,1.0811658931493232e-07,1.080857817598723e-07,3.085598285515434e-11,4.8427795134863983e-14,4.0768494852673065e-08
1.5949266879103926e-13,0.2199317647394725,76.950000000000003,0.0,0.0,0.0,0.99999966313309241,9.4999999999506599,1.2068169640972382e-08,1.3665044246557993e-07,1.3660122443441499e-07,4.9279249935306602e-11,6.1218770357130809e-14,5.1497730712252504e-08
2.260997213827812e-13,0.2199317647393474,76.950000000000003,0.0,0.0,0.0,0.99999952253713631,9.4999999999009326,1.7108055563761047e-08,1.9371813673018886e-07,1.9361924122083259e-07,9.8982310071681423e-11,8.6800715405787094e-14,7.2918361340323377e-08
2.927067739745231e-13,0.21993176473917928,76.950000000000003,0.0,0.0,0.0,0.99999938199156924,9.4999999998340812,2.2147940180188017e-08,2.507858149506796e-07,2.5062012211761049e-07,1.6580521572237109e-10,1.1238265326256664e-13,9.4288636075461922e-08
3.59313826566265e-13,0.21993176473896822,76.950000000000003,0.0,0.0,0.0,0.99999924149627317,9.4999999997501412,2.718782349050707e-08,3.078534771327927e-07,3.076038937039916e-07,2.4972139338511933e-10,1.3796458392879081e-13,1.1560867326803052e-07
4.2592087915800694e-13,0.21993176473871415,76.950000000000003,0.0,0.0,0.0,0.99999910105112988,9.4999999996491322,3.2227705494971383e-08,3.649211232822558e-07,3.645705825203581e-07,3.5070430840511121e-10,1.6354650740734207e-13,1.368785909985328e-07
4.925279317497489e-13,0.2199317647384172,76.950000000000003,0.0,0.0,0.0,0.99999896065602178,9.4999999995310827,3.7267586193833571e-08,4.2198875340478313e-07,4.2152021506817378e-07,4.6872746503298132e-10,1.8912842370065031e-13,1.5809850707830444e-07
6.257420369332327e-13,0.2199317647376952,76.950000000000003,0.0,0.0,0.0,0.99999868001544046,9.4999999992439719,4.7347343675759226e-08,5.3612396559182483e-07,5.3536841717032296e-07,7.5578871373651428e-10,2.4029223474126361e-13,2.003888042222879e-07
8.921702473002004e-13,0.2199317647357397,76.950000000000003,0.0,0.0,0.0,0.9999981193295443,9.499999998466425,6.7506842983434494e-08,7.6439419789262805e-07,7.6286130768315576e-07,1.5332328292428041e-09,3.4261977070624269e-13,2.8437453179066589e-07
1e-12,0.21993176473362852,76.950000000000003,0.0,0.0,0.0,0.99999789263106853,9.4999999980749745,7.5665859784624607e-08,8.5678044815305283e-07,8.5485619074959585e-07,1.9246414375514142e-09,3.8403409463846536e-13,3.1814140725149439e-07
1.1107662326058296e-12,0.21993176473362852,76.950000000000003,0.0,0.0,0.0,0.99999765989280698,9.4999999976269827,8.4047063920476952e-08,9.5168256865434514e-07,9.4931040552973484e-07,2.3725897008271404e-09,4.2657621696460433e-13,3.5269413868910434e-07
1.3293622179114588e-12,0.2199317647310631,76.950000000000003,0.0,0.0,0.0,0.99999720098210731,9.4999999966069151,1.0058727082287403e-07,1.1389707674191508e-06,1.1355787044788051e-06,3.3925734729316128e-09,5.1053258609936232e-13,4.2048806602615638e-07
1.547958203217088e-12,0.21993176472804576,76.950000000000003,0.0,0.0,0.0,0.9999967425934001,9.4999999954071388,1.1712746369929869e-07,1.3262587943832241e-06,1.3216671234470361e-06,4.5922654250658631e-09,5.9448887819423849e-13,4.8776035843697625e-07
1.7665541885227171e-12,0.2199317647245787,76.950000000000003,0.0,0.0,0.0,0.99999628472267199,9.4999999940285669,1.3366764255835681e-07,1.5135466497412268e-06,1.5075765766583029e-06,5.9707515280171718e-09,6.7844509333230963e-13,5.5451502931377143e-07
2.2037461591339755e-12,0.2199317647163049,76.950000000000003,0.0,0.0,0.0,0.9999953705192498,9.4999999907386794,1.6674795825846854e-07,1.8881218464102181e-06,1.8788622195543924e-06,9.2604732131184676e-09,8.4635729306713483e-13,6.8648740647124346e-07
2.597218932684108e-12,0.21993176470734332,76.950000000000003,0.0,0.0,0.0,0.99999454946801913,9.4999999871753769,1.9652019453416577e-07,2.2252389384419199e-06,2.212416312024121e-06,1.2823623895808332e-08,9.9747801045650681e-13,8.0353191468345559e-07
2.9906917062342408e-12,0.21993176469696016,76.950000000000003,0.0,0.0,0.0,0.99999373003401437,9.4999999830467861,2.2629238552444325e-07,2.562355477429519e-06,2.5454045624008342e-06,1.6952063627163551e-08,1.148598479768684e-12,9.189603483080525e-07
3.3841644797843736e-12,0.2199317646851683,76.950000000000003,0.0,0.0,0.0,0.99999291219492104,9.4999999783580709,2.5606453127714765e-07,2.8994714644551715e-06,2.8778321365803335e-06,2.164062759353941e-08,1.2997187014653205e-12,1.0327950193636676e-06
3.7776372533345065e-12,0.2199317646719806,76.950000000000003,0.0,0.0,0.0,0.99999209592873239,9.499999973114349,2.8583663183946818e-07,3.2365869005861362e-06,3.2097041533810578e-06,2.6884198043755023e-08,1.4508386760017934e-12,1.1450579329862497e-06
4.171110026884639e-12,0.21993176465740996,76.950000000000003,0.0,0.0,0.0,0.99999128121374448,9.4999999673206919,3.1560868725794446e-07,3.5737017868749347e-06,3.5410256848776024e-06,3.2677703955735846e-08,1.6019584038268948e-12,1.2557707907750566e-06
4.564582800434772e-12,0.2199317646414688,76.950000000000003,0.0,0.0,0.0,0.99999046802855374,9.4999999609821248,3.4538069757847218e-07,3.9108161243594998e-06,3.8718017567167711e-06,3.9016120720613917e-08,1.7530778853837489e-12,1.3649549938720625e-06
5.351528347535037e-12,0.21993176460552524,76.950000000000003,0.0,0.0,0.0,0.99998884616342432,9.4999999466901244,4.0492458310611126e-07,4.5850431569961967e-06,4.53173739497061e-06,5.3307817341697288e-08,2.0553161114315217e-12,1.578821568201101e-06
6.037490811417214e-12,0.21993176456984032,76.950000000000003,0.0,0.0,0.0,0.9999874372144556,9.4999999325009767,4.5682748173432877e-07,5.1727496845439619e-06,5.1052553013042979e-06,6.7496702009135055e-08,2.3187694721312645e-12,1.7604540563174619e-06
