Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761)
2.080407314922389e-10,0.1823038770985896,76.950000000000003,0.0,0.0,0.0,0.99884434769164476,9.4999364862910962,2.9915725207972427e-05,0.00043654646405082804,0.00037520972246379256,6.2257535412086801e-05,1.9469915688062347e-10,5.9985020444666669e-07,9.6326023864895668e-05,1.2540525636124579e-06,7.0504461164228795e-13,1.8266046194878348e-09,1.5236794261847384e-09,0.00015224954864365403,9.4343702074693586e-07,9.8141672003792816e-15,1.3606290120434969e-16,1.7407880273019658e-14,0.0,2.054653121319729e-09,2.0257093135166734e-07,1.3593422840709826e-07,1.3602680930183034e-07,5.7583086345738129e-11,3.4997808386333855e-11,4.069568323113328e-17,5.744498518347053e-09,4.8425496922850896e-12,1.4723964386167246e-12
2.1367439797471083e-10,0.1823038729678359,76.950000000000003,0.0,0.0,0.0,0.99881306013219184,9.4999344949730791,3.0725139404170514e-05,0.00044835350212347227,0.00038507578851758442,6.4214622729214134e-05,1.9996504516488019e-10,5.9983224116325641e-07,9.8939021298171854e-05,1.2881098655915912e-06,7.2720793745755096e-13,1.9876707270565826e-09,1.6568389312486496e-09,0.00015637979123515116,9.9518230896958951e-07,1.0080698347773926e-14,1.3990605618282185e-16,1.9344286524243164e-14,0.0,2.161877840175985e-09,2.1095427894600668e-07,1.4575111411581829e-07,1.4585039138992401e-07,6.1744402793777838e-11,3.7532871311955944e-11,4.18016857743049e-17,6.0596430100623607e-09,5.1083737585010011e-12,1.5533919338202547e-12
2.1930806445718276e-10,0.18230386883779284,76.950000000000003,0.0,0.0,0.0,0.99878177293581094,9.4999325035958844,3.1534517086951355e-05,0.00046015978008617949,0.00039494057323174255,6.6171761951978766e-05,2.052305924699681e-10,5.9981427807383245e-07,0.00010155193104569501,1.3221649624306427e-06,7.4937185108805525e-13,2.1579310058958052e-09,1.7975582452776836e-09,0.00016050990768563201,1.0483067540057011e-06,1.0347212237829446e-14,1.4376083808043265e-16,2.1432468157596351e-14,0.0,2.271530915243907e-09,2.1940984454688682e-07,1.5596777269415025e-07,1.5607401949264139e-07,6.6075300053545773e-11,4.0171498437586991e-11,4.2907654538912737e-17,6.3831921070042288e-09,5.3812912319387746e-12,1.6365532234666056e-12
2.249417309396547e-10,0.18230386470856086,76.950000000000003,0.0,0.0,0.0,0.99875048610291295,9.4999305122042994,3.2343858257112303e-05,0.00047196529763517987,0.00040480412131573115,6.8128908042484705e-05,2.1049579866163053e-10,5.99796315174121e-07,0.00010416475310861333,1.3562178532592921e-06,7.7153584249558513e-13,2.3376378826955755e-09,1.9460453516807298e-09,0.00016463989801740732,1.1028101810858403e-06,1.0613708863719484e-14,1.4762755716957549e-16,2.367943022902806e-14,0.0,2.3835917228652067e-09,2.2793421275704984e-07,1.6658755133813044e-07,1.6670104309962376e-07,7.0577199705798574e-11,4.291456178749365e-11,4.4013589530935115e-17,6.7151449829108745e-09,5.6613014112744876e-12,1.7218800934308543e-12
2.3057539742212662e-10,0.1823038605802235,76.950000000000003,0.0,0.0,0.0,0.99871919963390809,9.4999285208352369,3.315316291545104e-05,0.00048377005446681134,0.00041466646960941733,7.0086023830434783e-05,2.1576066360482644e-10,5.9977835246245478e-07,0.00010677748748807506,1.3902685372070523e-06,7.936994907385936e-13,2.5270436507297105e-09,2.1025081514292712e-09,0.00016876976225261431,1.1586924154147814e-06,1.088018821865195e-14,1.5150652373323496e-16,2.6092268759006958e-14,0.0,2.4980398136882804e-09,2.3652412881299826e-07,1.7761363892576731e-07,1.7773465327399256e-07,7.525145608724111e-11,4.5762892138033543e-11,4.5119490756306846e-17,7.0555008112724354e-09,5.9484035949749816e-12,1.8093723295238339e-12
2.3620906390459855e-10,0.18230385645285047,76.950000000000003,0.0,0.0,0.0,0.99868791352920683,9.499926529519124,3.3962431062765565e-05,0.00049557405027751613,0.000424527648460627,7.2043078635919582e-05,2.2102518716499067e-10,5.9976038994490099e-07,0.00010939013418522662,1.4243170134033269e-06,8.1586244837765408e-13,2.7264004787582498e-09,2.2671544677259438e-09,0.00017289950041321457,1.2159532821715219e-06,1.1146650295812279e-14,1.5539804786501864e-16,2.8678167483095881e-14,0.0,2.6148549111950031e-09,2.451764907841164e-07,1.8904907345737398e-07,1.8917789009778124e-07,8.0099359450867845e-11,4.8717280956471334e-11,4.6225358220908321e-17,7.4042587653460097e-09,6.2425970813109026e-12,1.899029717496114e-12
2.4184273038707046e-10,0.1823038523265,76.950000000000003,0.0,0.0,0.0,0.99865662778921938,9.499924538281034,3.4771662699854224e-05,0.00050737728476383994,0.00043438768285709156,7.4000047137754498e-05,2.2628936920799836e-10,5.997424276195684e-07,0.00011200269320121846,1.4583632809774698e-06,8.3802442865982803e-13,2.9359604186952653e-09,2.4401920500525643e-09,0.00017702911252100506,1.2745926065092977e-06,1.1413095088363268e-14,1.5930243945696321e-16,3.1444394721194841e-14,0.0,2.734016910240007e-09,2.5388834219518808e-07,2.0089674913454281e-07,2.0103364975576117e-07,8.5122138972786895e-11,5.1778482245576408e-11,4.733119193057793e-17,7.7614180181680015e-09,6.543881168366781e-12,1.990852043041304e-12
2.4747639686954236e-10,0.18230384820122106,76.950000000000003,0.0,0.0,0.0,0.99862534241435608,9.4999225471416011,3.5580857827515627e-05,0.00051917975762242761,0.00044424659336186396,7.5956908438299726e-05,2.3155320959867985e-10,5.9972446548243627e-07,0.00011461516453720298,1.4924073390588122e-06,8.6018519492568653e-13,3.1559754122206236e-09,2.6218285776808318e-09,0.00018115859859761619,1.3346102135556051e-06,1.1679522589515891e-14,1.6322000847543498e-16,3.4398300360218862e-14,0.0,2.8555058756022931e-09,2.6265686503938508e-07,2.1315942309840994e-07,2.1330469127832363e-07,9.0320965614304764e-11,5.4947214299392545e-11,4.8436991891115575e-17,8.1269777425643404e-09,6.8522551540497597e-12,2.0848390917986841e-12
2.5311006335201427e-10,0.18230384407705436,76.950000000000003,0.0,0.0,0.0,0.99859405740502694,9.4999205561178321,3.6390016446548762e-05,0.00053098146855002336,0.00045410439688827457,7.7913645288700808e-05,2.3681670820234642e-10,5.99706503538841e-07,0.00011722754819433016,1.5264491867766979e-06,8.8234455183770114e-13,3.3866972964757733e-09,2.8122716627121277e-09,0.00018528795866450606,1.3960059284122168e-06,1.1945932792460862e-14,1.6715106472218658e-16,3.754731294541723e-14,0.0,2.9793020405490757e-09,2.714793731543538e-07,2.2583972184555229e-07,2.2599364296177428e-07,9.5696954847085165e-11,5.8224161374973843e-11,4.9542758108268429e-17,8.5009371111589586e-09,7.1677183360972676e-12,2.1809906493554368e-12
2.5874372983448617e-10,0.18230383995403435,76.950000000000003,0.0,0.0,0.0,0.99856277276164229,9.499918565223707,3.7199138557752932e-05,0.00054278241724346841,0.00046396110734038293,7.9870243448600478e-05,2.420798648851248e-10,5.9968854178971994e-07,0.00011983984417375265,1.5604888232605257e-06,9.045023381298767e-13,3.6283778089603082e-09,3.0117288527036724e-09,0.00018941719274297031,1.4587795761551988e-06,1.2212325690350176e-14,1.7109591774645733e-16,4.0898936875958164e-14,0.0,3.1053858054117767e-09,2.8035330593854799e-07,2.389401473378645e-07,2.3910300848239704e-07,1.0125116924830703e-10,6.1609975284354851e-11,5.0648490587738459e-17,8.8832952963808258e-09,7.4902700120825567e-12,2.2793065012485624e-12
2.643773963169581e-10,0.1823038358321901,76.950000000000003,0.0,0.0,0.0,0.99853148848461182,9.4999165744707366,3.8008224161927721e-05,0.00055458260339969867,0.00047381673614027391,8.182669115897822e-05,2.4734267951177447e-10,5.9967058022980243e-07,0.00012245205247662645,1.5945262476397707e-06,9.2665842063438964e-13,3.8812685917250454e-09,3.2204076329279832e-09,0.00019354630085414445,1.522930981834929e-06,1.2478701276399866e-14,1.750548772359572e-16,4.4460749700667207e-14,0.0,3.2337377361740327e-09,2.8927622238727237e-07,2.5246308282159478e-07,2.5263517271947775e-07,1.0698462097227009e-10,6.5105276910711659e-11,5.1754189335192748e-17,9.2740514704697257e-09,7.8199094794195118e-12,2.3797864329663772e-12
2.7564472928190194e-10,0.18230382759212196,76.950000000000003,0.0,0.0,0.0,0.99846892103125329,9.4999125934242183,3.9626285852389268e-05,0.00057818068688873184,0.00049352478439983064,8.5739098264417708e-05,2.5786728205856468e-10,5.9963465769065265e-07,0.00012767620605734514,1.6625944566028926e-06,9.7096505564476251e-13,4.4216870791191218e-09,3.6662596046446704e-09,0.00020180413925833312,1.6553663670778031e-06,1.3011400485728463e-14,1.8301635352053442e-16,5.2245602651625627e-14,0.0,3.4971691792342279e-09,3.0725980724638966e-07,2.8078545550970429e-07,2.8097687523696034e-07,1.1899304662734048e-10,7.2426680628733817e-11,5.3965485656476855e-17,1.0080754473287655e-08,8.5004489770317555e-12,2.587237677592584e-12
2.857853289503514e-10,0.18230382018029032,76.950000000000003,0.0,0.0,0.0,0.9984126115802735,9.4999090110435187,4.1082416527792493e-05,0.00059941635111316824,0.0005112584061466313,8.9259669168564141e-05,2.6733825316952521e-10,5.9960232806602508e-07,0.00013237764443779039,1.7238482705412264e-06,1.0108342834319719e-12,4.9489254775403866e-09,4.1011444980662729e-09,0.00020923576322265752,1.7792683903201049e-06,1.3490770499274704e-14,1.9023303016580021e-16,6.0048241810223311e-14,0.0,3.7418229857029966e-09,3.2359032414566443e-07,3.0774224343606988e-07,3.0795206229677246e-07,1.3042282371862464e-10,7.9396036983980521e-11,5.5955537038046459e-17,1.08354999899373e-08,9.1371677198366799e-12,2.7813427978186378e-12
2.959259286188009e-10,0.1823038127725576,76.950000000000003,0.0,0.0,0.0,0.99835630332265446,9.4999054292244072,4.2538428932870801e-05,0.00062064954000803322,0.00052898862624518774,9.2779644452280305e-05,2.768081139264127e-10,5.995699990624842e-07,0.00013707879876421244,1.7850949037280186e-06,1.0506967660273892e-12,5.5163946549962036e-09,4.5691314864704064e-09,0.00021666697937426589,1.9076316272886449e-06,1.3970084316547612e-14,1.9750022245617709e-16,6.8652816295047586e-14,0.0,3.9935308363333089e-09,3.4004648209646279e-07,3.3610016082801758e-07,3.363293363530163e-07,1.4244700350594455e-10,8.6728521492634548e-11,5.7945479213966087e-17,1.1617442108969888e-08,9.7968399730990615e-12,2.9824561984788185e-12
3.060665282872504e-10,0.18230380536897206,76.950000000000003,0.0,0.0,0.0,0.99829999626078414,9.4999018479867985,4.3994323072299124e-05,0.00064188025180918261,0.00054671546410529144,9.6299002728936198e-05,2.8627686354575477e-10,5.9953767069787553e-07,0.0001417796690433739,1.8463343510916123e-06,1.0905522612355079e-12,6.1255591034708918e-09,5.0714285713079547e-09,0.00022409778783064814,2.0404550567506154e-06,1.444934189783156e-14,2.0481973278543856e-16,7.8105840279133558e-14,0.0,4.2521851998731065e-09,3.5661768486092735e-07,3.6586948677498768e-07,3.6611898353835769e-07,1.550699513301575e-10,9.4426812039724184e-11,5.9935312215703663e-17,1.242657599651795e-08,1.0479461633988186e-11,3.1905766269051322e-12
3.1620712795569986e-10,0.18230379796959637,76.950000000000003,0.0,0.0,0.0,0.99824369039705008,9.4998982673443226,4.5450098950755792e-05,0.00066310848475341127,0.00056443893284064415,9.981772890661494e-05,2.9574450124385304e-10,5.9950534296473447e-07,0.00014648025528205832,1.9075666075624259e-06,1.1304005981459828e-12,6.7778824895404477e-09,5.6092431965563749e-09,0.00023152818870769714,2.1777376572048939e-06,1.4928543203441282e-14,2.1219336269491884e-16,8.8454410812632332e-14,0.0,4.5176801754471016e-09,3.7329420781110127e-07,3.9705963220440437e-07,3.9733042122853146e-07,1.6829566379396085e-10,1.0249336033312188e-10,6.1925036074316938e-17,1.3262896816947868e-08,1.1185028598191074e-11,3.4057028299771388e-12
3.2634772762414934e-10,0.18230379057445975,76.950000000000003,0.0,0.0,0.0,0.99818738573383903,9.4998946873062149,4.6905756572922481e-05,0.0006843342370784454,0.00058215904117703558,0.00010333581228050252,3.0521102623601121e-10,5.9947301585056125e-07,0.00015118055748706194,1.9687916680730612e-06,1.1702416555288074e-12,7.4748276746094334e-09,6.183782259930531e-09,0.00023895818211972078,2.3194784068823557e-06,1.540768819377088e-14,2.1962291313622931e-16,9.9746170692843595e-14,0.0,4.789911467829956e-09,3.9006712575260254e-07,4.2967921141613608e-07,4.2997226962582199e-07,1.8212779914532695e-10,1.1093041054052876e-10,6.3914650820437196e-17,1.4126399732881785e-08,1.1913536759931454e-11,3.6278335541275593e-12
3.364883272925988e-10,0.18230378318359614,76.950000000000003,0.0,0.0,0.0,0.99813108227353653,9.4998911078786907,4.8361295943484237e-05,0.0007055575070229373,0.00059987579480831458,0.0001068532451773434,3.1467643773994296e-10,5.9944068937666045e-07,0.00015588057566517973,2.0300095275583696e-06,1.2100753464878535e-12,8.2178567288592548e-09,6.796252120583508e-09,0.000246387768179443,2.4656762837461877e-06,1.5886776829150833e-14,2.2711018404692165e-16,1.1202927365144156e-13,0.0,5.0687763630998613e-09,4.0692824687418135e-07,4.6373610764256084e-07,4.6405241736405413e-07,1.9656970512332736e-10,1.1974001636980337e-10,6.5904156484252492e-17,1.5017079905213549e-08,1.2664982011985125e-11,3.8569675453462642e-12
3.466289269610483e-10,0.18230377579702692,76.950000000000003,0.0,0.0,0.0,0.99807478001852834,9.4998875290658553,4.9816717067129489e-05,0.00072677829282646238,0.00061758919731859569,0.00011037002203355153,3.241407349735068e-10,5.9940836354396486e-07,0.00016058030982322544,2.0912201809556034e-06,1.2499016080185912e-12,9.0084309415925639e-09,7.4478586048493599e-09,0.00025381694699806002,2.6163302654922018e-06,1.6365809069927172e-14,2.3465697446864149e-16,1.2535235166934411e-13,0.0,5.3541737046584027e-09,4.2387005219604188e-07,4.992375332304582e-07,4.9957808173172599e-07,2.116244445196133e-10,1.2892405674803754e-10,6.7893553095557893e-17,1.5934932493119998e-08,1.3439360245688022e-11,4.0931035491837396e-12
3.567695266294978e-10,0.1823037684147717,76.950000000000003,0.0,0.0,0.0,0.99801847897119811,9.4998839508702879,5.1272019948549987e-05,0.00074799659272951533,0.00063529925077406067,0.00011388613880363607,3.3360391715270185e-10,5.9937603833351249e-07,0.00016527975996803146,2.152423623204479e-06,1.2897203943050957e-12,9.8480108280589491e-09,8.139807010028723e-09,0.00026124571868526382,2.7714393295491489e-06,1.6844784876565139e-14,2.4226508299037728e-16,1.3976448434689084e-13,0.0,5.6460038696199269e-09,4.4088564021871189e-07,5.3619008471655459e-07,5.3655586378529585e-07,2.2729481857099727e-10,1.384842501701925e-10,6.9882840683752038e-17,1.6879952654068493e-08,1.4236667350942572e-11,4.3362403107531104e-12
3.6691012629794726e-10,0.182303761036846,76.950000000000003,0.0,0.0,0.0,0.99796217913392971,9.4998803732934789,5.2727204592440874e-05,0.00076921240497351004,0.00065300595614035657,0.00011740159254298619,3.4306598349636772e-10,5.9934371376417024e-07,0.00016997892610642719,2.2136198492471525e-06,1.3295316720013762e-12,1.0738056134597869e-08,8.8733021072419148e-09,0.00026867408334923007,2.9310024530790302e-06,1.7323704209455392e-14,2.4993630719983162e-16,1.5531517015341988e-13,0.0,5.9441687455590313e-09,4.5796867617098369e-07,5.7459979335803179e-07,5.749917989143169e-07,2.4358338842156393e-10,1.4842216786356829e-10,7.1872019277804427e-17,1.785213554382273e-08,1.505689921622491e-11,4.5863765747312311e-12
3.7705072596639674e-10,0.1823037536632632,76.950000000000003,0.0,0.0,0.0,0.99790588050910578,9.4998767963361281,5.4182271003500677e-05,0.00079042572780077677,0.00067070931360288868,0.00012091638108772696,3.5252693322402422e-10,5.9931138984524724e-07,0.00017467780824525665,2.2748088540282917e-06,1.3693354166042094e-12,1.168002584240633e-08,9.6495481434969834e-09,0.00027610204109666998,3.0950186129774101e-06,1.7802567028979394e-14,2.5767244369703806e-16,1.7205429942908055e-13,0.0,6.2485717076102843e-09,4.7511334542663338e-07,6.1447217152806835e-07,6.1489140326877211e-07,2.6049249482851661e-10,1.5873924587501294e-10,7.3861088906304057e-17,1.8851476316447476e-08,1.5900051728587261e-11,4.8435110853603399e-12
3.871913256348462e-10,0.18230374629403392,76.950000000000003,0.0,0.0,0.0,0.9978495830991081,9.4998732199984168,5.5637219186431235e-05,0.00081163655945456267,0.0006884093228098205,0.00012443050281184844,3.6198676555227858e-10,5.992790665527791e-07,0.00017937640639138774,2.3359906324951535e-06,1.4091316096968255e-12,1.2675378170399362e-08,1.0469748843244309e-08,0.00028352959203286612,3.2634867858737297e-06,1.8281373295682486e-14,2.6547528876047636e-16,1.9003212902425311e-13,0.0,6.5591175959138573e-09,4.9231431072590793e-07,6.5581225533466295e-07,6.5625971640710103e-07,2.7802427626389574e-10,1.6943679617418149e-10,7.5850049597472216e-17,1.9877970124312287e-08,1.6766120773660205e-11,5.1076425864492533e-12
3.973319253032957e-10,0.18230373892916737,76.950000000000003,0.0,0.0,0.0,0.99779328690631797,9.4998696442801318,5.7092049145937775e-05,0.00083284489817903084,0.00070610598303812481,0.000127943956461257,3.7144547970103249e-10,5.9924674390029762e-07,0.00018407472055168538,2.3971651795975196e-06,1.4489202370774189e-12,1.3725570577147114e-08,1.1335107409408691e-08,0.0002909567362616533,3.4364059481316198e-06,1.8760122970023724e-14,2.7334663768141736e-16,2.09299258487419e-13,0.0,6.8757126934030767e-09,5.0956667292680013e-07,6.9862464373699024e-07,6.9910134043936319e-07,2.9618068552864933e-10,1.8051601684426496e-10,7.7838901379116857e-17,2.0931612118094562e-08,1.7655102235658196e-11,5.3787698213735772e-12
4.074725249717452e-10,0.18230373156867125,76.950000000000003,0.0,0.0,0.0,0.9977369919331156,9.499866069180813,5.8546760886728879e-05,0.00085405074221926009,0.00072379929329919441,0.00013145674104824884,3.8090307489178409e-10,5.9921442190689396e-07,0.00018877275073302333,2.4583324902877279e-06,1.4887012875636061e-12,1.4832059762100706e-08,1.2246826524018537e-08,0.00029838347388545826,3.6137750758492119e-06,1.923881601241055e-14,2.8128828460816549e-16,2.2990660771094499e-13,0.0,7.1982647039291776e-09,5.2686593500825029e-07,7.4291353443240755e-07,7.4342047593883406e-07,3.1496350499510104e-10,1.9197800143140335e-10,7.9827644278673538e-17,2.2012397446781977e-08,1.8566991997380118e-11,5.6568915330766273e-12
4.1761312464019466e-10,0.18230372421255217,76.950000000000003,0.0,0.0,0.0,0.99768069818188054,9.4998624946997978,6.0001354413516469e-05,0.00087525408982124517,0.00074148925241000036,0.00013496885578042218,3.9035955034170696e-10,5.9918210054651158e-07,0.0001934704969423038,2.5194925595207563e-06,1.5284747521782832e-12,1.5996301666301802e-08,1.3206108348536956e-08,0.00030580980500535251,3.7955931448594524e-06,1.9717452383471314e-14,2.8930202351675658e-16,2.5190539594396849e-13,0.0,7.5266827307181196e-09,5.4420796904868737e-07,7.8868275678359387e-07,7.8922095489170937e-07,3.3437436059224616e-10,2.0382374752298605e-10,8.1816278323237931e-17,2.3120321257674369e-08,1.9501785940208943e-11,5.9420064640703584e-12
4.2775372430864414e-10,0.18230371686081576,76.950000000000003,0.0,0.0,0.0,0.99762440565499155,9.4998589208362834,6.1455829731015855e-05,0.00089645493923189656,0.00075917585904807677,0.00013848030000575607,3.9981490527156073e-10,5.9914977982382716e-07,0.00019816795918642846,2.5806453822541675e-06,1.5682406235372181e-12,1.7219751472809246e-08,1.421415452402613e-08,0.00031323572972102772,3.9818591307304174e-06,2.0196032043745174e-14,2.9738964744956876e-16,2.7534712208409084e-13,0.0,7.8608772551540265e-09,5.6158898591761304e-07,8.3593580204296625e-07,8.3650627094223113e-07,3.5441473464307774e-10,2.1605416462178644e-10,8.3804803539511682e-17,2.4255378696385483e-08,2.0459479944116964e-11,6.2341133564351965e-12
4.378943239770936e-10,0.18230370951346686,76.950000000000003,0.0,0.0,0.0,0.99756811435482662,9.4998553475893743,6.2910186843945662e-05,0.00091765328869904193,0.00077685911179497592,0.00014199107316921123,4.0926913890515824e-10,5.9911745976740849e-07,0.00020286513747230111,2.6417909534480876e-06,1.6079988953592954e-12,1.8503863606954426e-08,1.527216617121013e-08,0.00032066124813082012,4.1725720087656201e-06,2.0674554953653913e-14,3.0555294807742741e-16,3.0028354616794459e-13,0.0,8.2007601158840976e-09,5.7900550745143929e-07,8.8467585110147755e-07,8.8527960716050348e-07,3.7508597765045636e-10,2.2867008137515206e-10,8.5793219953828289e-17,2.5417564906844832e-08,2.1440069887666114e-11,6.5332109518205425e-12
4.480349236455431e-10,0.1823037021705094,76.950000000000003,0.0,0.0,0.0,0.99751182428376273,9.4998517749581097,6.4364425757027882e-05,0.00093884913647142515,0.0007945390091670698,0.00014550117478197801,4.1872225046020904e-10,5.9908514035306175e-07,0.00020756203180685668,2.7029292680652981e-06,1.6477495621048697e-12,1.9850091736454647e-08,1.638134389045488e-08,0.00032808636033177809,4.3677307540043344e-06,2.1153021073909349e-14,3.1379371706152556e-16,3.2676667198838557e-13,0.0,8.5462444882402092e-09,5.9645434091327928e-07,9.3490579996191211e-07,9.3554386153324022e-07,3.9638931911649566e-10,2.4167225221139726e-10,8.778152759220644e-17,2.6606875031299126e-08,2.2443551648005925e-11,6.8392979914458032e-12
4.581755233139926e-10,0.18230369483194683,76.950000000000003,0.0,0.0,0.0,0.99745553544417631,9.4998482029414824,6.5818546474987887e-05,0.0009600424807987072,0.00081221554963490955,0.00014901060440216019,4.2817423915798685e-10,5.9905282157367019e-07,0.00021225864219703481,2.7640603210712044e-06,1.6874926187680807e-12,2.1259888771376283e-08,1.7542887761660077e-08,0.00033551106641963952,4.5673343412218966e-06,2.1631430365147074e-14,3.2211374525036708e-16,3.5484873077101393e-13,0.0,8.8972448639725658e-09,6.139325555538164e-07,9.8662828311882624e-07,9.8730167035973021e-07,4.1832587747278636e-10,2.5506136343078604e-10,8.9769726480294286e-17,2.7823304210313554e-08,2.3469921100879167e-11,7.1523732161001691e-12
4.683161229824421e-10,0.18230368749778197,76.950000000000003,0.0,0.0,0.0,0.99739924783844292,9.4998446315384513,6.7272549002554357e-05,0.00098123331993146671,0.00082988873163556125,0.00015251936162247805,4.3762510422502713e-10,5.990205034653824e-07,0.00021695496864976977,2.8251841074337831e-06,1.7272280607430975e-12,2.2734706863969706e-08,1.8757997344074502e-08,0.00034293536648883672,4.7713817449300299e-06,2.2109782787788374e-14,3.305148218028415e-16,3.8458216584561746e-13,0.0,9.2536770312906686e-09,6.3143746110073969e-07,1.0398456950161485e-06,1.0405554297241385e-06,4.4089666919416582e-10,2.6883803879569971e-10,9.1757816643373364e-17,2.9066847582773374e-08,2.4519174120622712e-11,7.4724353661427444e-12
4.784567226508915e-10,0.18230368016801715,76.950000000000003,0.0,0.0,0.0,0.99734296146893708,9.4998410607479453,6.8726433344459375e-05,0.0010024216521212004,0.00084755855358192281,0.00015602744606098702,4.4707484487962218e-10,5.9898818601060996e-07,0.00022165101117202745,2.8863006221236581e-06,1.7669558837000494e-12,2.4275997408426199e-08,2.0027871676063222e-08,0.00035035926063257353,4.9798719393771443e-06,2.25880783026245e-14,3.3899873603144467e-16,4.1601961825115754e-13,0.0,9.6154580552069514e-09,6.4896658801560741e-07,1.094560209742208e-06,1.0953073152040336e-06,4.6410261716387661e-10,2.830028446616531e-10,9.3745798106430966e-17,3.033750028588517e-08,2.5591306580163624e-11,7.7994831815036926e-12
4.88597322319341e-10,0.18230367284265409,76.950000000000003,0.0,0.0,0.0,0.99728667633803303,9.4998374905688863,7.0180199505438261e-05,0.0010236074756203237,0.00086522501387040088,0.00015953485735343146,4.5652346034303805e-10,5.9895586918864092e-07,0.00022634676977078617,2.9474098601141158e-06,1.8066760835103602e-12,2.5885211040603802e-08,2.1353709274854449e-08,0.00035778274894281538,5.1928038985486673e-06,2.3066316870410746e-14,3.4756727666221857e-16,4.4921391321677623e-13,0.0,9.9825062581784023e-09,6.6651766937104218e-07,1.1507737991086034e-06,1.151559299961643e-06,4.8794455835223235e-10,2.9755629468723096e-10,9.5733670894111883e-17,3.1635257455177828e-08,2.6686314351025259e-11,8.1335154016841369e-12
4.987379219877905e-10,0.18230366552169439,76.950000000000003,0.0,0.0,0.0,0.99723039244810352,9.4998339210001834,7.1633847490229846e-05,0.0010447907886821704,0.0008828881108866374,0.00016304159514754813,4.6597094984500857e-10,5.9892355303953366e-07,0.00023104224445301202,3.008511816381018e-06,1.8463886561937125e-12,2.7563797637738255e-08,2.2736708136276166e-08,0.00036520583151026885,5.4101765961673446e-06,2.3544498451550894e-14,3.5622223030655819e-16,4.8421804746538796e-13,0.0,1.0354741201041671e-08,6.840886242152826e-07,1.2084882492456533e-06,1.2093131713506761e-06,5.1242325086525571e-10,3.1249885415754283e-10,9.7721435030694789e-17,3.2960114224504225e-08,2.7804193303329496e-11,8.4745307657559593e-12
5.0887852165624e-10,0.18230365820513914,76.950000000000003,0.0,0.0,0.0,0.99717410980152121,9.4998303520407301,7.3087377303576159e-05,0.0010659715895609946,0.00090054784300913962,0.00016654765909946307,4.754173126045951e-10,5.9889123755724516e-07,0.00023573743522570018,3.0696064859028583e-06,1.8860935978513517e-12,2.9313206318131611e-08,2.4178065734478366e-08,0.00037262850842446514,5.6319890056935627e-06,2.4022623006904697e-14,3.6496538386701187e-16,5.2108517728998934e-13,0.0,1.0732083664237232e-08,7.0167754230286505e-07,1.2677051758354165e-06,1.268570546159784e-06,5.3753938041467651e-10,3.2783094395277918e-10,9.9709090540178718e-17,3.4312065726042398e-08,2.8944939305790694e-11,8.8225280123629821e-12
5.29159720993139e-10,0.18230364358524434,76.950000000000003,0.0,0.0,0.0,0.99706154824788296,9.4998232159451454,7.5994082434918081e-05,0.0011083256477911908,0.00093585720606150858,0.00017355776413306061,4.9430665479155422e-10,5.9882660854766011e-07,0.00024512696507050639,3.1917739446386463e-06,1.9654805728662688e-12,3.3030282605134329e-08,2.7240644427617881e-08,0.00038747264564531909,6.0889288530002192e-06,2.4978700883333535e-14,3.8272343475126398e-16,6.0062178188145126e-13,0.0,1.1501780261443987e-08,7.3690240067746681e-07,1.3906521487521091e-06,1.3916015003143677e-06,5.896863654308092e-10,3.5966519682782199e-10,1.0368407577222654e-16,3.709723344609805e-08,3.1295015929040004e-11,9.5394631056178993e-12
5.47412800396348e-10,0.1823036304424063,76.950000000000003,0.0,0.0,0.0,0.99696024712563802,9.4998167955316184,7.8609712954424114e-05,0.0011464356910379464,0.00096762410852575288,0.00017986455077920654,5.113032015243131e-10,5.9876844468517424e-07,0.0002535765710306037,3.3016996865111962e-06,2.0369027144060118e-12,3.6632384791929745e-08,3.0208554500175158e-08,0.00040083098268412545,6.5153482266939372e-06,2.5838975550036231e-14,3.9902523249814831e-16,6.7911232080626402e-13,0.0,1.2211204510930858e-08,7.6865006822883111e-07,1.5064560822388587e-06,1.5074845381753926e-06,6.3880428293520247e-10,3.8965165359869372e-10,1.0726119121060432e-16,3.9696499510070764e-08,3.3488248727772104e-11,1.0208570065131669e-11
