Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195)
4.5418325418208144e-13,0.24295016745461567,76.950000000000003,0.0,0.0,0.0,0.99999333878391206,9.4999999974147684,1.481156606098033e-07,1.7688294652380389e-06,1.767870236956775e-06,1.7678547631542574e-09,4.6643106823246855e-13,1.8467698177629778e-06,4.000497184150594e-07,8.1691258674142184e-10,1.6251544927310271e-17,5.7814862664163177e-18,3.0343116187681483e-17,7.1891127224677556e-07,9.6297075985508095e-12,5.3171995705966762e-18,1.1479574677008761e-19,2.3027574407895661e-24,0.0,3.837704406122598e-14,8.8867428824249273e-12,1.7131198168802776e-14,1.7134286843751166e-14,2.5159737990086575e-18,5.7270114938161392e-19,6.2984351085969992e-19,1.5124497462740397e-13,5.139866621381455e-17,6.3370048791644969e-18,1.9604095156169211e-33,1.0776835646784061e-19,1.3593631813410363e-20,1.821857442587429e-33,7.9858001816231027e-09,1.008558234276447e-24,3.375943418732743e-25,8.6509877055923714e-12,2.5852615897462469e-12,6.0260721772539507e-11,8.6536027382051906e-12,8.9061675573189463e-15
4.694686553250627e-13,0.2429501674541421,76.950000000000003,0.0,0.0,0.0,0.9999931150698973,9.4999999972442808,1.5310042728720722e-07,1.8283359861027076e-06,1.827305665881018e-06,1.8883456084440845e-09,4.8212468175436696e-13,1.8811175163439266e-06,4.2321719788402494e-07,8.6689461701331902e-10,1.7359226119140016e-17,6.3987675269472673e-18,3.3376661132382007e-17,7.6054451003297738e-07,1.0288687173661276e-11,5.6425311091522761e-18,1.2187931583566373e-19,2.6199258596941613e-24,0.0,4.2062582167728901e-14,9.4941338372554694e-12,1.8918385435162778e-14,1.8921858061099501e-14,2.8228492891948075e-18,6.4977664752464409e-19,6.832144546991457e-19,1.6159555300780568e-13,5.5638545109975931e-17,6.9435589661468406e-18,2.4712725517743667e-33,1.2223224211494074e-19,1.5013226072096067e-20,2.2966181111201358e-33,8.4482720128778336e-09,1.1453218320536367e-24,3.8305887504206411e-25,9.4163440353068854e-12,2.8136542567051017e-12,6.3140177437745706e-11,9.4193080848771168e-12,1.0049199178917324e-14
5.000394576110253e-13,0.2429501674531526,76.950000000000003,0.0,0.0,0.0,0.99999266770179362,9.4999999968881177,1.6306995645828706e-07,1.9473455737893665e-06,1.9461645722661089e-06,2.1411384076937548e-09,5.1351099778415971e-13,1.9462499457752265e-06,4.7079563094956648e-07,9.7023175813668391e-10,1.968317198019179e-17,7.7645898802224013e-18,4.0012965032143214e-17,8.4604557932044928e-07,1.1672052349472686e-11,6.3151497696283712e-18,1.3652952533963604e-19,3.349564141358497e-24,0.0,5.0065173345163716e-14,1.076897214320579e-11,2.285688205197286e-14,2.2861220290131834e-14,3.5120900003865575e-18,8.2614815858682721e-19,7.9662508779387087e-19,1.833241758542882e-13,6.4654826746553421e-17,8.2598789453746345e-18,3.8423781676687344e-33,1.5531058157744259e-19,1.8141983409132424e-20,3.5708314198809778e-33,9.3980387943213786e-09,1.4585105683486965e-24,4.8707982193048047e-25,1.1054064851658021e-11,3.3022419221776474e-12,6.8901189622942363e-11,1.1057822812964664e-11,1.2637175581719036e-14
5.275531796683916e-13,0.24295016745221432,76.950000000000003,0.0,0.0,0.0,0.99999226513505224,9.4999999965504163,1.7204252794333787e-07,2.0544504037114075e-06,2.053123980695636e-06,2.3820992597519636e-09,5.4175768021439156e-13,2.001031791180926e-06,5.1495544940127975e-07,1.0669418968068579e-09,2.1898349088296895e-17,9.1520054626530783e-18,4.6661079657976128e-17,9.2540321208806588e-07,1.2991641563782045e-11,6.9446337720861402e-18,1.5024556623288865e-19,4.1254400588319336e-24,0.0,5.8007091338771946e-14,1.1984762082332015e-11,2.6837925793773616e-14,2.6843162326378269e-14,4.2240721961862107e-18,1.0124604084591153e-18,9.0618326711997389e-19,2.040512152902976e-13,7.3382481503145211e-17,9.5653432708985527e-18,5.5890937648854194e-33,1.9022844724946954e-19,2.1304914706343881e-20,5.1941158125823618e-33,1.0279563661409381e-08,1.7896102750605818e-24,5.9693932773152481e-25,1.2649848761480838e-11,3.778156706433479e-12,7.4073076323567143e-11,1.265443873043853e-11,1.5335230897342594e-14
5.55066901725758e-13,0.24295016745123155,76.950000000000003,0.0,0.0,0.0,0.99999186262554096,9.4999999961966335,1.8101509491101486e-07,2.1615517820952264e-06,2.160070517134145e-06,2.6357805601105686e-09,5.7000345229091555e-13,2.0524121993772798e-06,5.6030236469695994e-07,1.1670161595040213e-09,2.4230469537542817e-17,1.0698784935132281e-17,5.3977993078499437e-17,1.0068941259739858e-06,1.4381864628040919e-11,7.5960150591725218e-18,1.6444339699709676e-19,5.0263890988469733e-24,0.0,6.6670156168169259e-14,1.326535378310703e-11,3.1255927234581023e-14,3.126218378699775e-14,5.029103262071581e-18,1.2274491546582453e-18,1.0226923598025205e-18,2.2588785146376161e-13,8.2692058142270241e-17,1.0988464867082085e-17,7.9763150271013074e-33,2.3049414459564922e-19,2.481534049309549e-20,7.4126504876582457e-33,1.1184786453075376e-08,2.1719040594580686e-24,7.2367704517830184e-25,1.4360555098669861e-11,4.2881779971681048e-12,7.921733038698374e-11,1.436609741521256e-11,1.8409970570011004e-14
5.825806237831243e-13,0.24295016745020448,76.950000000000003,0.0,0.0,0.0,0.99999146016971752,9.4999999958269186,1.8998765736181602e-07,2.2686498452615659e-06,2.2670042000208625e-06,2.9021638893359398e-09,5.9824834996860122e-13,2.1006023670242002e-06,6.0676266778213111e-07,1.2703182372569386e-09,2.6679363991907722e-17,1.2414182163512401e-17,6.1991158498922484e-17,1.0903858618938758e-06,1.5842719257892778e-11,8.2684063876361662e-18,1.7910349707954956e-19,6.0646303373976633e-24,0.0,7.60728582346179e-14,1.4610716575715107e-11,3.6133564091743888e-14,3.6140970910856364e-14,5.9331774069723524e-18,1.4736417054971154e-18,1.1459978309870877e-18,2.4883404988380957e-13,9.2584424251808643e-17,1.2532157332529854e-17,1.1188784793749602e-32,2.7657431255066237e-19,2.8691288054941979e-20,1.0398127475958235e-32,1.2112235858631058e-08,2.6099031188135483e-24,8.6877046673044501e-25,1.6185382648505714e-11,4.8320417979697364e-12,8.4320944859194934e-11,1.6192006328186773e-11,2.1887494067156535e-14
6.100943458404906e-13,0.24295016744913348,76.950000000000003,0.0,0.0,0.0,0.99999105776425978,9.499999995441426,1.9896021529620842e-07,2.3757447240072777e-06,2.3739250477676178e-06,3.181230854641581e-09,6.264924077453758e-13,2.145800375197576e-06,6.5426722702933597e-07,1.3767173442496672e-09,2.9244863360346058e-17,1.4307527888746395e-17,7.0727654084744542e-17,1.1757541866427367e-06,1.7374203256599239e-11,8.9609564647740364e-18,1.9420713650454446e-19,7.2528693109600328e-24,0.0,8.6232535258779882e-14,1.6020819818058498e-11,4.1493503280111679e-14,4.1502199202040002e-14,6.9422943078711354e-18,1.7536276204421638e-18,1.2759324277126406e-18,2.7288977626876605e-13,1.0306024098551828e-16,1.4199144903832862e-17,1.5451627854986943e-32,3.289465689471603e-19,3.295077018388594e-20,1.4359768816601419e-32,1.306053194042674e-08,3.1082263683446145e-24,1.0337320141048851e-24,1.8123256889964807e-11,5.4094024000684433e-12,8.9372460181241188e-11,1.8131099563322286e-11,2.5793687277025333e-14
6.37608067897857e-13,0.24295016744801912,76.950000000000003,0.0,0.0,0.0,0.99999065540605103,9.4999999950402945,2.0793276871463023e-07,2.4828365438293773e-06,2.4808330787589351e-06,3.4729630898495014e-09,6.5473565872131811e-13,2.1881920050487478e-06,7.0275120356749544e-07,1.48608799382684e-09,3.1926798796433159e-17,1.6388228739639142e-17,8.0214215056150953e-17,1.2628825813266528e-06,1.897631451151272e-11,9.6728484904364544e-18,2.097363443894437e-19,8.6042914532012292e-24,0.0,9.7165443966342742e-14,1.7495632895461609e-11,4.7358400927535159e-14,4.7368533439510322e-14,8.0624571611181957e-18,2.0700548140485583e-18,1.4123187727535202e-18,2.980549966386768e-13,1.1412001161883612e-16,1.5991974769513725e-17,2.1036616532597473e-32,3.880987884407375e-19,3.7611785378398661e-20,1.9550149833610171e-32,1.4028380451208153e-08,3.6715933575357016e-24,1.2201067410920836e-24,2.0172863262575976e-11,6.0198424094507632e-12,9.4361830709893259e-11,2.0182071093770062e-11,3.0154163869529611e-14
6.651217899552233e-13,0.24295016744686165,76.950000000000003,0.0,0.0,0.0,0.99999025309216916,9.4999999946236642,2.1690531761749269e-07,2.5899254251398686e-06,2.5877283113521066e-06,3.7773422553516406e-09,6.8297813465532741e-13,2.2279515021757802e-06,7.5215378451119342e-07,1.5983097836986303e-09,3.4725001698010304e-17,1.8665766384387528e-17,9.0477263298291348e-17,1.3516617619616626e-06,2.0649050990691914e-11,1.0403298758913305e-17,2.2567387821162076e-19,1.0132556093142346e-23,0.0,1.0888682726609385e-13,1.9035125220382648e-11,5.3750902389576389e-14,5.3762627686657061e-14,9.2996711805848784e-18,2.4256259000899494e-18,1.5549716494004668e-18,3.2432967739781611e-13,1.2576411895043131e-16,1.7913028575524596e-17,2.8269060930709226e-32,4.5452842790387586e-19,4.269231810115542e-20,2.6271603025106273e-32,1.5014567508801945e-08,4.3048176521295901e-24,1.4294701873876947e-24,2.2332677517623167e-11,6.6628818930510607e-12,9.9280301517491188e-11,2.2343405104889715e-11,3.499421398643612e-14
6.926355120125897e-13,0.24295016744566153,76.950000000000003,0.0,0.0,0.0,0.99998985081987279,9.499999994191672,2.2587786200518155e-07,2.6970114834719447e-06,2.6946107638772735e-06,4.0943500380713484e-09,7.1121986601950032e-13,2.2652422938212492e-06,8.0241793265382799e-07,1.7132671897891474e-09,3.7639303706831259e-17,2.1149696799274507e-17,1.015429347333447e-16,1.441989229659061e-06,2.2392410739651754e-11,1.1151555317080906e-17,2.4200319373164474e-19,1.1851790962833698e-23,0.0,1.2141097728207304e-13,2.0639266232133665e-11,6.0693642263540157e-14,6.0707125300751599e-14,1.0659942454559633e-17,2.8230947568790781e-18,1.703700012452424e-18,3.5171378540819002e-13,1.3799285375163016e-16,1.9964533189114823e-17,3.75353415899713e-32,5.2874189536294088e-19,4.8210339080722936e-20,3.4883219053002851e-32,1.6017954599462009e-08,5.0128006432773828e-24,1.6634263709499519e-24,2.4600993425369461e-11,7.3379867261716182e-12,1.0412029455981652e-10,2.4613403685572745e-11,4.0338759505945361e-14
7.20149234069956e-13,0.24295016744441902,76.950000000000003,0.0,0.0,0.0,0.999989448586591,9.4999999937444422,2.3485040187805864e-07,2.804094829677638e-06,2.8014804546375065e-06,4.4239681514249536e-09,7.3946088205126282e-13,2.3002176603714613e-06,8.5349015210986708e-07,1.830849368619248e-09,4.0669536708208631e-17,2.3849649647558758e-17,1.1343710453836363e-16,1.5337688494720968e-06,2.4206391878246072e-11,1.1916896678099972e-17,2.5870841699149559e-19,1.3776587192329646e-23,0.0,1.3475129436942804e-13,2.2308025396609037e-11,6.8209244401896072e-14,6.8224658942302485e-14,1.2149277099313515e-17,3.2652633070967363e-18,1.8583087430725786e-18,3.8020728805366504e-13,1.5080643582028864e-16,2.2148570745973116e-17,4.9291122822403254e-32,6.1125396101377424e-19,5.4183805651205189e-20,4.5808480416629478e-32,1.7037473899600498e-08,5.8005257694841377e-24,1.9236059142238378e-24,2.6975947954253507e-11,8.044576176223177e-12,1.0887530384289938e-10,2.6990211993699703e-11,4.6212315528959925e-14
7.476629561273224e-13,0.24295016744313472,76.950000000000003,0.0,0.0,0.0,0.99998904638991226,9.4999999932821044,2.4382293723646368e-07,2.9111755701174537e-06,2.9083374019088742e-06,4.7661783352833469e-09,7.6770121080339404e-13,2.3330213650751825e-06,9.0532026853877646e-07,1.9509499677059844e-09,4.3815532830660305e-17,2.6775327751118583e-17,1.2618541042327912e-16,1.626910455446709e-06,2.6090992597675249e-11,1.2698630587294184e-17,2.7577431748895968e-19,1.5921994742026884e-23,0.0,1.489203424583206e-13,2.4041372206022943e-11,7.6320321925212189e-14,7.6337850584317213e-14,1.3773680610962041e-17,3.7549784940475339e-18,2.0186001816045328e-18,4.0981015329488261e-13,1.6420503010524915e-16,2.4467088044385722e-17,6.407026862140537e-32,7.0258720657106831e-19,6.0630662118899522e-20,5.9543548167364119e-32,1.8072123888605606e-08,6.6730531146102285e-24,2.2116642923185205e-24,2.9455544183001911e-11,8.7820298016963e-12,1.1353979871603556e-10,2.9471841156423e-11,5.2638957358221202e-14
7.751766781846887e-13,0.24295016744180853,76.950000000000003,0.0,0.0,0.0,0.99998864422757527,9.4999999928047743,2.5279546808071526e-07,3.0182538068423433e-06,3.015181623940516e-06,5.120962355933668e-09,7.9594087919201497e-13,2.3637882448002918e-06,9.5786122296697802e-07,2.0734669436272684e-09,4.7077124445557857e-17,2.9936506643217184e-17,1.3981327412566989e-16,1.7213294801086381e-06,2.8046211157613297e-11,1.3496092837922224e-17,2.9318628165774837e-19,1.8303518235603352e-23,0.0,1.6392990097358331e-13,2.5839276178655823e-11,8.5049477234675985e-14,8.5069311521473663e-14,1.5539157356315793e-17,4.2951294413597255e-18,2.1843754634990705e-18,4.4052234971531059e-13,1.7818875938407185e-16,2.6921905332410791e-17,8.2494489672991968e-32,8.032715102480026e-19,6.7568840148175881e-20,7.6666228185679703e-32,1.9120965233109871e-08,7.6355143554058636e-24,2.5292801945372118e-24,3.2037672137218336e-11,9.5496937242982556e-12,1.181091346544061e-10,3.2056189096649095e-11,5.9642292429006671e-14
8.026904002420551e-13,0.2429501674404412,76.950000000000003,0.0,0.0,0.0,0.9999882420974584,9.4999999923125742,2.6176799441111223e-07,3.1253296377683387e-06,3.1220131389547136e-06,5.4883020060410261e-09,8.2417991304264621e-13,2.3926447643998058e-06,1.0110688783103769e-06,2.1983023874144074e-09,5.0454144166774634e-17,3.3343034191222155e-17,1.5434592126492557e-16,1.8169466067741413e-06,3.0072045883449448e-11,1.4308646134647417e-17,3.1093028783855854e-19,2.0937113160993985e-23,0.0,1.7979101355612497e-13,2.7701706858610042e-11,9.4419302024248426e-14,9.4441642379204964e-14,1.7451710172268544e-17,4.8886447842526768e-18,2.3554356797480018e-18,4.7234384655931749e-13,1.9275771424973963e-16,2.9514724529785225e-17,1.052837487933853e-31,9.138435649141533e-19,7.5016259160127463e-20,9.7845642426000479e-32,2.0183116924793067e-08,8.6931080345284479e-24,2.8781539914588486e-24,3.4720127721239132e-11,1.0346886325902246e-11,1.2257947095959775e-10,3.4741059456345293e-11,6.7245436715132253e-14
8.302041222994214e-13,0.2429501674390328,76.950000000000003,0.0,0.0,0.0,0.99998783999757246,9.4999999918056073,2.7074051622793526e-07,3.232403156844116e-06,3.2288319651469574e-06,5.868179104610292e-09,8.524183371344138e-13,2.4197095366652154e-06,1.0649018379071519e-06,2.3253623570180979e-09,5.3946424850333596e-17,3.7004830281291519e-17,1.6980839966699465e-16,1.913687443443785e-06,3.2168495163640114e-11,1.5135679003048758e-17,3.289928827250625e-19,2.3839182414433289e-23,0.0,1.9651403375991692e-13,2.9628633815574704e-11,1.0445237729247722e-13,1.0447743312270001e-13,1.9517340059565478e-17,5.5384901632370139e-18,2.5315828780044112e-18,5.0527461376310395e-13,2.0791196075456964e-16,3.2247136916638856e-17,1.332674545607824e-31,1.034846427546147e-18,8.2990826739546856e-20,1.2385263280556284e-31,2.1257752657939381e-08,9.8510951405451468e-24,3.2600063015731002e-24,3.7500629877145243e-11,1.1172903410193112e-11,1.2694769493708925e-10,3.7524178748433449e-11,7.5470995241627764e-14
8.577178443567877e-13,0.2429501674375836,76.950000000000003,0.0,0.0,0.0,0.99998743792605149,9.499999991283989,2.7971303353144769e-07,3.3394744542117543e-06,3.3356381206860091e-06,6.2605754969479311e-09,8.8065617524244401e-13,2.4450938098878773e-06,1.1193212753555499e-06,2.4545567165775217e-09,5.7553799594057404e-17,4.093188655719719e-17,1.8622559627035434e-16,2.0114822170119274e-06,3.4335557447167385e-11,1.5976604743413852e-17,3.4736115810971216e-19,2.7026573162603328e-23,0.0,2.14108667902159e-13,3.1620026644599594e-11,1.1517127335399952e-13,1.1519926306582368e-13,2.1742045953270717e-17,6.2476658708982551e-18,2.7126209202967365e-18,5.3931462197917467e-13,2.2365154615047678e-16,3.5120630321676408e-17,1.6739647177341163e-31,1.1668290980516468e-18,9.1510439046285037e-20,1.5557092435840326e-31,2.2344097432669716e-08,1.1114794976088727e-23,3.6765766513623957e-24,4.0376836103449349e-11,1.2027022869080641e-11,1.3121135210531507e-10,4.0403211869662847e-11,8.4341046337317262e-14
8.852315664141541e-13,0.24295016743609413,76.950000000000003,0.0,0.0,0.0,0.99998703588114546,9.4999999907478223,2.8868554632189631e-07,3.4465436163609663e-06,3.4424316237139699e-06,6.6654730546239172e-09,9.0889345017853374e-13,2.4689019250570132e-06,1.1742907749487118e-06,2.5857989822152917e-09,6.1276101737218349e-17,4.5134266206026257e-17,2.0362225271987004e-16,2.1102654865196338e-06,3.6573231241099393e-11,1.6830860427009083e-17,3.6602272854000982e-19,3.0516573998081379e-23,0.0,2.3258401524490612e-13,3.3675854965877997e-11,1.2659854985076719e-13,1.2662970087995881e-13,2.4131824549247345e-17,7.0192046423696076e-18,2.8983562129596237e-18,5.7446384259488928e-13,2.3997650324161573e-16,3.8136595842551098e-17,2.0875597698167352e-31,1.3103461255438388e-18,1.005929812274014e-19,1.9400907391897039e-31,2.3441424369716174e-08,1.2489581295305698e-23,4.1296222227137853e-24,4.3346356465220627e-11,1.2908508893720622e-11,1.3536858199210623e-10,4.3375776106099124e-11,9.3877129264722313e-14
9.127452884715204e-13,0.2429501674345645,76.950000000000003,0.0,0.0,0.0,0.99998663386121267,9.499999990197205,2.976580545995131e-07,3.5536107262770775e-06,3.5492124923463406e-06,7.0828536754336938e-09,9.3713018383019642e-13,2.4912317446799251e-06,1.2297761820135321e-06,2.7190061740791682e-09,6.5113164860187516e-17,4.9622103783852607e-17,2.2202297975151211e-16,2.2099758742056634e-06,3.8881515108248882e-11,1.7697905933010184e-17,3.8496571049811506e-19,3.4326912364133662e-23,0.0,2.5194860568266543e-13,3.5796088424538532e-11,1.3875675576302415e-13,1.3879130460277402e-13,2.6692670169585865e-17,7.8561695802851724e-18,3.088598323521829e-18,6.1072224774566033e-13,2.5688685377438728e-16,4.1296334130363609e-17,2.5857918688026172e-31,1.4659572401901033e-18,1.1025632782690523e-19,2.4031323017104496e-31,2.4549051722904527e-08,1.3980878692191423e-23,4.6209166816914114e-24,4.6406766222889786e-11,1.3816615768614553e-11,1.3941805908766992e-10,4.6439453758351874e-11,1.0410023488003573e-13
9.402590105288867e-13,0.242950167432995,76.950000000000003,0.0,0.0,0.0,0.99998623186471347,9.49999998963224,3.066305583645156e-07,3.6606758635830231e-06,3.6559807446720824e-06,7.5126992833601876e-09,9.6536639719810793e-13,2.5121750550250248e-06,1.2857454625251371e-06,2.8540986743717219e-09,6.9064822784086452e-17,5.4405605075400196e-17,2.414522704625828e-16,2.3105558132262316e-06,4.1260407664925262e-11,1.8577223024408814e-17,4.0417870208981935e-19,3.8475752227447548e-23,0.0,2.7221043509421139e-13,3.7980696690445378e-11,1.5166842942005682e-13,1.5170662164692e-13,2.9430574657344744e-17,8.7616522058511213e-18,3.2831604973371207e-18,6.480898103234057e-13,2.7438261110315838e-16,4.460106126715174e-17,3.1826198759845226e-31,1.634227008938863e-18,1.2051834319052241e-19,2.9578073113260676e-31,2.5666340076799781e-08,1.5594159223172155e-23,5.152249083274071e-24,4.9555617193667614e-11,1.4750591283232486e-11,1.433589385667406e-10,4.9591803500367317e-11,1.1503079901469256e-13
9.67772732586253e-13,0.24295016743138578,76.950000000000003,0.0,0.0,0.0,0.99998582989020424,9.4999999890530162,3.1560305761710778e-07,3.7677391046755866e-06,3.7627363987536739e-06,7.954991828535888e-09,9.936021104320274e-13,2.5318179434162104e-06,1.3421685714286104e-06,2.9910000911281775e-09,7.3130909570439156e-17,5.9495046982547377e-17,2.619345125514799e-16,2.4119513110221656e-06,4.3709907578777068e-11,1.9468314461334522e-17,4.2365076318868239e-19,4.2981691979785666e-23,0.0,2.9337699850174705e-13,4.0229649458007027e-11,1.6535609851073356e-13,1.6539818880865766e-13,3.2351527295670075e-17,9.7387706284599347e-18,3.4818600849771531e-18,6.8656650398086301e-13,2.9246378225248491e-16,4.8051914262389009e-17,3.893784930911514e-31,1.8157245135959552e-18,1.3139688186351468e-19,3.6187456530054504e-31,2.6792689718168551e-08,1.7334939248938012e-23,5.7254228471946248e-24,5.2790447947195755e-11,1.5709679791878204e-11,1.4719080643282156e-10,5.2830370573310579e-11,1.266886983058516e-13
9.952864546436192e-13,0.24295016742973738,76.950000000000003,0.0,0.0,0.0,0.99998542793633061,9.4999999884596296,3.245755523574816e-07,3.8748005228561273e-06,3.8694794726271712e-06,8.4097132872049868e-09,1.0218373428652953e-12,2.5502411520915646e-06,1.3990173291399281e-06,3.1296371275147592e-09,7.7311259520822332e-17,6.4900777437195307e-17,2.8349399960302248e-16,2.5141117273845293e-06,4.6230013566721031e-11,2.0370703150309719e-17,4.4337139690463808e-19,4.7863762551182138e-23,0.0,3.1545532117037912e-13,4.2542916445993212e-11,1.7984228009384636e-13,1.7988853227642026e-13,3.5461514747102915e-17,1.0790667826800985e-17,3.6845188902299541e-18,7.2615230313228418e-13,3.1113036947893304e-16,5.1649956192599449e-17,4.7369756085496145e-31,2.0110230498343955e-18,1.4290978898000106e-19,4.4023872269973243e-31,2.7927538170717299e-08,1.9208776481636539e-23,6.3422548003760607e-24,5.6108792928667778e-11,1.6693124949980495e-11,1.5091363376473925e-10,5.6152695907689319e-11,1.3909324822762289e-13
