Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195)
5.857111191796459e-10,0.24294967586827565,76.950000000000003,0.0,0.0,0.0,0.99148992117535983,9.4998126697046938,0.0001899910775659168,0.0022585766983332619,0.0020656485074547941,0.00018347376737484869,5.9564222242639266e-10,2.8056488821243622e-06,0.001339876284051193,3.7888949871377136e-06,1.6867345958910615e-12,6.1988313527086841e-08,6.5079232756086177e-08,0.002409049975525403,1.5810956957765183e-05,2.4661973754071282e-14,6.4420928804046202e-16,3.0055884375234044e-12,0.0,1.490238056350737e-07,3.1186680003802135e-06,1.0376653111253143e-05,1.0381032713695094e-05,2.7530425418311504e-09,1.6221936580241674e-09,5.8638587590366454e-15,2.4891293718123343e-07,1.3133418253167884e-10,3.7755205353460504e-11,1.1003564157247199e-12,5.0293712533175261e-10,1.5422075784855179e-11,1.0827646299070282e-12,2.6886353607224034e-05,4.8810329200066854e-15,1.5944068621756281e-15,1.9671991952823004e-08,1.9451033188967732e-09,2.5970629445418633e-10,4.238964538031831e-08,8.0400629077658943e-08
5.962793793961345e-10,0.24294966747836738,76.950000000000003,0.0,0.0,0.0,0.9913371113580548,9.4998092259861959,0.00019340052856774341,0.0022989664124702029,0.0021022555526775148,0.00018684600540629353,6.0629378554750629e-10,2.8052368573041674e-06,0.0013639558992227913,3.8567276979223162e-06,1.7177366882386002e-12,6.5418070779020661e-08,6.8675895319571888e-08,0.0024523677893668761,1.6383280311119103e-05,2.5103497877941565e-14,6.5959522774330835e-16,3.1977131324441351e-12,0.0,1.5338276453352415e-07,3.1825626891403308e-06,1.0800242175414816e-05,1.080480091134438e-05,2.8654470744968299e-09,1.6884685337003353e-09,5.9693578286712317e-15,2.5793807464315836e-07,1.3609694226261421e-10,3.9136486979200816e-11,1.2141342327021911e-12,5.2542841739677721e-10,1.6125932444927689e-11,1.1960264505979602e-12,2.7370180931200683e-05,5.0993123561415283e-15,1.6657082112819265e-15,1.9688801849708861e-08,1.9492618902145358e-09,2.5968619856231149e-10,4.2880986346405123e-08,8.2143258201266747e-08
6.068476396126232e-10,0.2429496591170343,76.950000000000003,0.0,0.0,0.0,0.99118432780533372,9.4998057839613885,0.00019680932080333544,0.0023393432615857802,0.0021388431207382311,0.00019021644380921889,6.1694194869880761e-10,2.8048249034075639e-06,0.0013880314790956662,3.9245387582956988e-06,1.7487222359264603e-12,6.8971153713867789e-08,7.2401990275159955e-08,0.0024956792058248361,1.6965656664993673e-05,2.5544881074223496e-14,6.7518226724695585e-16,3.3980659990178704e-12,0.0,1.5777471868385904e-07,3.246427747799776e-06,1.1232419632559663e-05,1.1237161163408928e-05,2.9801310573479741e-09,1.7560882761803288e-09,6.0748413176143289e-15,2.6712263374606243e-07,1.4094384492326416e-10,4.0542542962934887e-11,1.3371315766505259e-12,5.484509188099591e-10,1.6847092043465702e-11,1.3186262914231146e-12,2.7853937835882967e-05,5.3227471539920484e-15,1.7386935575956109e-15,1.9705160416026116e-08,1.9534169042718021e-09,2.59665786898637e-10,4.3371858502770978e-08,8.3886224547546257e-08
6.174158998291119e-10,0.24294965078425867,76.950000000000003,0.0,0.0,0.0,0.99103157051762991,9.4998023436277759,0.00020021745438874905,0.0023797072454274488,0.0021754112157372804,0.00019358508296876564,6.2758671266317243e-10,2.8044130204332667e-06,0.0014121030243621226,3.9923281678661548e-06,1.7796912428426428e-12,7.264967911250447e-08,7.6259756228708872e-08,0.0025389842268958547,1.7558079690141161e-05,2.5986123359970593e-14,6.9097397573605341e-16,3.6068259702998418e-12,0.0,1.6219878097435399e-07,3.3102626395336291e-06,1.1673181459884482e-05,1.1678109447612085e-05,3.0970934206331348e-09,1.8250522546815376e-09,6.1803092307302404e-15,2.7646654912055419e-07,1.4587485592861451e-10,4.1973365514383791e-11,1.4698936059797987e-12,5.720053027574555e-10,1.7585592527515994e-11,1.4511325385710652e-12,2.833762428969383e-05,5.5513438422508964e-15,1.8133650336660037e-15,1.9721114953447842e-08,1.9575686727188496e-09,2.5964509319751931e-10,4.3862306005182244e-08,8.5629481389072716e-08
6.385524202620892e-10,0.2429496342043058,76.950000000000003,0.0,0.0,0.0,0.99072613473898097,9.4997954680241339,0.00020703174607325042,0.0024603966162988584,0.0022484890029703304,0.00020031696509995511,6.4886603997413674e-10,2.8035894672041935e-06,0.0014602340138450199,4.127842033064682e-06,1.8415796473869434e-12,8.0391508910469175e-08,8.4379242852630454e-08,0.0026255750907476522,1.8773040448366839e-05,2.6868185125098624e-14,7.2318517038226593e-16,4.0502825311372987e-12,0.0,1.7113979732359564e-07,3.437840112102971e-06,1.258044180167524e-05,1.2585753691432956e-05,3.3378489212031509e-09,1.9670103443091611e-09,6.3911983486561223e-15,2.9563218744951874e-07,1.5598906475980205e-10,4.4909278446933963e-11,1.7669948480111376e-12,6.207121322592417e-10,1.9114756195923565e-11,1.7482512536985427e-12,2.9304785741831913e-05,6.0240462989171571e-15,1.9677740213799344e-15,1.9751976636598311e-08,1.9658635579159137e-09,2.5960297714914715e-10,4.4842081624391007e-08,8.911670304523345e-08
6.575752886517688e-10,0.24294961937982898,76.950000000000003,0.0,0.0,0.0,0.99045133236879013,9.4997892857397073,0.00021316235716990452,0.0025329730483945895,0.0023141924548200554,0.00020636950947624602,6.6800580657862206e-10,2.8028485118238534e-06,0.0015035381129709059,4.2497304622038342e-06,1.8972226767356416e-12,8.7809340995607018e-08,9.2159501326667192e-08,0.0027034850155532976,1.9900801296981143e-05,2.7661558725104627e-14,7.5291009664100238e-16,4.4799389287256293e-12,0.0,1.792880899027217e-07,3.5525525635857754e-06,1.3426293036314044e-05,1.3431962968330332e-05,3.5623098655882768e-09,2.099363385398975e-09,6.5809453331208874e-15,3.1342560556277977e-07,1.6537915679125353e-10,4.7636220777805367e-11,2.0736733609271293e-12,6.6637296820814889e-10,2.0550643312147214e-11,2.0557092901895829e-12,3.0174989880370156e-05,6.4671869718738032e-15,2.1125265729585655e-15,1.9778750414175574e-08,1.9733203587027003e-09,2.595643790718987e-10,4.5722785132937427e-08,9.2255817667933787e-08
6.765981570414484e-10,0.24294960464758905,76.950000000000003,0.0,0.0,0.0,0.99017661510373844,9.4997831088959845,0.0002192908360447465,0.0026055077932577038,0.0023798328778888963,0.00021241623030898935,6.871345584666941e-10,2.8021077862530213e-06,0.0015468291507387524,4.3715487369534247e-06,1.952812169008554e-12,9.5666385134694966e-08,1.0040107259465078e-07,0.0027813742493287318,2.1061015029580242e-05,2.8454475727078212e-14,7.8335239949686872e-16,4.9396127179642309e-12,0.0,1.8752764429912443e-07,3.6671615873775111e-06,1.4299892450689697e-05,1.4305932300815956e-05,3.7941354303082476e-09,2.2360615291811944e-09,6.7706419250521046e-15,3.3173432341034927e-07,1.7504122306841682e-10,5.0443279567734517e-11,2.421420785852957e-12,7.1376520097464078e-10,2.2043204005321218e-11,2.4051626011570246e-12,3.1044965456870858e-05,6.9271306813638207e-15,2.2627678300642069e-15,1.9804752312853678e-08,1.9807701833098283e-09,2.5952525002686074e-10,4.660262010470993e-08,9.539533709134032e-08
6.95621025431128e-10,0.24294959000747554,76.950000000000003,0.0,0.0,0.0,0.98990198294614906,9.4997769374784848,0.00022541718337450476,0.0026780008495595445,0.0024454102962250747,0.00021845712985644041,7.0625229063927142e-10,2.8013672904435709e-06,0.0015901071311861261,4.4932968552691142e-06,2.008348143052776e-12,1.0397487439487791e-07,1.0911692046252078e-07,0.002859242802933191,2.2253644814333037e-05,2.9246936009989432e-14,8.1453199699187446e-16,5.4303435644695268e-12,0.0,1.9585407215860496e-07,3.7816658393632539e-06,1.5201214832028861e-05,1.5207636481700705e-05,4.033318911031439e-09,2.377100821091861e-09,6.9602881509061074e-15,3.5055796121772585e-07,1.8497506266183837e-10,5.3330404964972862e-11,2.8141854609016305e-12,7.6289103003999137e-10,2.3592585111700873e-11,2.8007844010871664e-12,3.191471241812841e-05,7.4038987448677203e-15,2.4185047558058294e-15,1.9830121414408896e-08,1.9882139483667903e-09,2.594856892039241e-10,4.7481719799421981e-08,9.8535120592625424e-08
7.146438938208076e-10,0.24294957545937765,76.950000000000003,0.0,0.0,0.0,0.98962743589828406,9.4997707714727575,0.00023154139983587487,0.0027504522160131956,0.0025109247339160901,0.00022449221038038398,7.2535900612322429e-10,2.8006270244300836e-06,0.0016333720583505669,4.6149748151761791e-06,2.0638306210242869e-12,1.1274700941883159e-07,1.1831998214917546e-07,0.0029370906870209226,2.3478653842756214e-05,3.003893963761952e-14,8.4646938504582891e-16,5.9531697167313245e-12,0.0,2.0426319019993059e-07,3.8960642757409056e-06,1.6130234676945374e-05,1.6137050014065478e-05,4.2798535262293659e-09,2.5224772608094528e-09,7.1498840366390851e-15,3.6989613951616263e-07,1.9518047480658505e-10,5.6297546127582884e-11,3.2561517055792421e-12,8.137522691436108e-10,2.519891613113246e-11,3.2470148282983608e-12,3.2784230735241667e-05,7.8975087366759502e-15,2.5797430906648999e-15,1.9854971489443548e-08,1.9956524038170892e-09,2.594457776833276e-10,4.836019406472957e-08,1.0167505225535889e-07
7.336667622104872e-10,0.24294956100318357,76.950000000000003,0.0,0.0,0.0,0.98935297396234734,9.4997646108643821,0.00023766348610551889,0.0028228618913734389,0.0025763762150887047,0.00023052147414613842,7.4445470788037133e-10,2.7998869882744424e-06,0.0016766239362696073,4.7365826147693519e-06,2.1192596250853444e-12,1.2199495846631309e-07,1.2802316830841153e-07,0.0030149179120508027,2.4736005329724534e-05,3.0830486672870635e-14,8.7918501651208869e-16,6.5091279049610781e-12,0.0,2.1275101062391378e-07,4.0103560875042948e-06,1.7086926256827317e-05,1.70941471767032e-05,4.533732434536302e-09,2.67218681255149e-09,7.339429607730875e-15,3.8974847909900068e-07,2.0565725887710809e-10,5.9344651331943187e-11,3.7517454386017737e-12,8.6635038910033768e-10,2.6862310866050079e-11,3.7485689601973698e-12,3.3653520399203803e-05,8.4079749028128547e-15,2.7464874879647884e-15,1.9879395628501506e-08,2.003086163426959e-09,2.5940558172220776e-10,4.9238133465324405e-08,1.0481503658531799e-07
7.526896306001668e-10,0.24294954663878157,76.950000000000003,0.0,0.0,0.0,0.98907859714048185,9.4997584556389558,0.00024378344286006532,0.0028952298744367192,0.002641764763908914,0.00023654492342255402,7.635393885700809e-10,2.7991471819094902e-06,0.0017198627689808225,4.8581202522126844e-06,2.174635173209806e-12,1.3173085745569837e-07,1.3823936305088163e-07,0.003092724488295567,2.6025662513481022e-05,3.1621576941451585e-14,9.1269850134770407e-16,7.0992532549076516e-12,0.0,2.2131373197662337e-07,4.1245406490075433e-06,1.8071263669168669e-05,1.8078902075499187e-05,4.7949487483625872e-09,2.8262254131575689e-09,7.5289248892083449e-15,4.1011460098294126e-07,2.1640521436350467e-10,6.247166806912977e-11,4.3056396955734941e-12,9.2068655583117508e-10,2.8582868903967354e-11,4.3104448015125223e-12,3.4522581417294856e-05,8.9353085293260366e-15,2.9187416340925933e-15,1.9903470030813368e-08,2.0105157297050956e-09,2.5936515570862597e-10,5.0115612688066329e-08,1.0795499489654056e-07
7.717124989898464e-10,0.24294953236605946,76.950000000000003,0.0,0.0,0.0,0.98880430543477216,9.4997523057821294,0.00024990127077610826,0.0029675561640410729,0.0027070904045819024,0.00024256256048200923,7.8261305069139963e-10,2.7984076053496854e-06,0.0017630885605217546,4.9795877257395978e-06,2.2299572874202978e-12,1.4196681000551158e-07,1.4898142396606932e-07,0.0031705104258503893,2.7347588655647133e-05,3.2412210495466638e-14,9.4703016540427908e-16,7.7245792143948722e-12,0.0,2.299477304363789e-07,4.2386174778763616e-06,1.9083220877574823e-05,1.9091288683480384e-05,5.0634955445782442e-09,2.9845889783896592e-09,7.7183699056650776e-15,4.3099412637364101e-07,2.2742414085903636e-10,6.5678543130683633e-11,4.9227600495274419e-12,9.7676166419804356e-10,3.0360676960635045e-11,4.9379312456777738e-12,3.5391413810133099e-05,9.4795182722938018e-15,3.0965083564487318e-15,1.992725709876913e-08,2.0179415143066617e-09,2.5932454414556526e-10,5.0992693347328325e-08,1.1109486233561558e-07
7.90735367379526e-10,0.24294951818490446,76.950000000000003,0.0,0.0,0.0,0.98853009884724241,9.4997461612795586,0.00025601697053020771,0.003039840759066088,0.0027723531613519847,0.00024857438760040674,8.0167569968706779e-10,2.7976682586859397e-06,0.0018063013149299102,5.1009850336527661e-06,2.285225990978072e-12,1.5271488747594807e-07,1.6026218214428659e-07,0.0032482757346411735,2.8701747041232817e-05,3.3202387455560085e-14,9.8220052692276579e-16,8.3861374912907456e-12,0.0,2.3864955151652238e-07,4.3525862044418479e-06,2.0122771742263138e-05,2.0131280871355366e-05,5.3393658726064928e-09,3.1472734077350535e-09,7.9077646812816494e-15,4.5238667663533088e-07,2.3871383804267776e-10,6.896522268452391e-11,5.6082899335702968e-12,1.0345763679505249e-09,3.2195810092196292e-11,5.6366160090713925e-12,3.6260017609301843e-05,1.0040610447929934e-14,3.2797897181532719e-15,1.9950807929522501e-08,2.0253638544543909e-09,2.5928378332876467e-10,5.1869426266012646e-08,1.1423458546346216e-07
8.097582357692056e-10,0.24294950409520452,76.950000000000003,0.0,0.0,0.0,0.98825597737985749,9.4997400221169421,0.00026213054279888842,0.0031120836584328697,0.0028375530585025418,0.00025458040705716881,8.2072732621483404e-10,2.7969291418472117e-06,0.001849501036242845,5.2223121743239031e-06,2.340441301123071e-12,1.6398712901039483e-07,1.7209444219869563e-07,0.003326020424432613,3.0088100978646554e-05,3.3992107602042198e-14,1.0182289153414819e-15,9.0849580007571128e-12,0.0,2.4741590215633919e-07,4.4664465478445703e-06,2.1189890043905642e-05,2.1198852431393331e-05,5.6225527607114403e-09,3.3142745881604111e-09,8.0971092398466104e-15,4.7429187326387915e-07,2.5027410565941664e-10,7.2331652342420715e-11,6.3676758682248744e-12,1.0941311063421424e-09,3.408833279246831e-11,6.4123935383489793e-12,3.71283928554128e-05,1.0618589289484867e-14,3.468587101826207e-15,1.9974164349775555e-08,2.0327830262979707e-09,2.5924290313803815e-10,5.2745853353561251e-08,1.1737412026508367e-07
8.287811041588852e-10,0.24294949009684658,76.950000000000003,0.0,0.0,0.0,0.98798194103452353,9.499733888279998,0.00026824198825864035,0.003184284861103968,0.0029026901203559482,0.00026058062113523223,8.3976793199764807e-10,2.7961902548203485e-06,0.0018926877284980812,5.3435691461938482e-06,2.3956032396428181e-12,1.7579554157694905e-07,1.8449098228735055e-07,0.003403744504835585,3.1506613799705303e-05,3.4781370969628916e-14,1.0551354673235058e-15,9.8220688202552929e-12,0.0,2.5624364318073682e-07,4.5801982970145748e-06,2.228454950260476e-05,2.2293977096433943e-05,5.9130492211038363e-09,3.4855883971004268e-09,8.2864036047732404e-15,4.9670933786286371e-07,2.6210474351456606e-10,7.5777777220083265e-11,7.2066325949223436e-12,1.1554261278237186e-09,3.6038299987221391e-11,7.2714728910322611e-12,3.799653959650741e-05,1.1213457179278249e-14,3.6629012855788947e-15,1.9997360592374708e-08,2.0401992559787732e-09,2.5920192804305441e-10,5.3622009163985779e-08,1.205134304992623e-07
8.478039725485648e-10,0.242949476189718,76.950000000000003,0.0,0.0,0.0,0.98770798981308705,9.4997277597544834,0.00027435130758591777,0.0032564443660833362,0.0029677643712734988,0.00026657503212104179,8.5879752601611002e-10,2.7954515977264411e-06,0.0019358613957330783,5.4647559477724883e-06,2.450711831329599e-12,1.88152100009939e-07,1.9746455413526674e-07,0.0034814479853142867,3.2957248859644463e-05,3.5570177761042501e-14,1.0929408484072185e-15,1.0598496151151917e-11,0.0,2.6512978211011783e-07,4.6938412954963599e-06,2.3406723793031307e-05,2.3416628555057538e-05,6.2108482539630428e-09,3.6612107048417526e-09,8.4756477991165468e-15,5.1963869212232906e-07,2.7420555146242126e-10,7.9303541990693381e-11,8.1311481170517635e-12,1.2184615111512326e-09,3.8045757935655023e-11,8.2203855893796146e-12,3.8864457886737816e-05,1.1825214853268245e-14,3.8627325098034055e-15,2.0020424680418138e-08,2.0476127287726903e-09,2.5916087786897099e-10,5.4497922190683221e-08,1.2365248632759792e-07
8.668268409382444e-10,0.242949462373706,76.950000000000003,0.0,0.0,0.0,0.98743412371733486,9.4997216365261732,0.00028045850145713881,0.0033285621724162997,0.0030327758356553242,0.00027256364230454351,8.7781609657971474e-10,2.7947131704978765e-06,0.0019790220419853457,5.5858725776384952e-06,2.5057670925477894e-12,2.0106874705144396e-07,2.1102788305651798e-07,0.0035591308751932956,3.4439969537127625e-05,3.6358527703258746e-14,1.1316640821166584e-15,1.1415264286126956e-11,0.0,2.7407146630609832e-07,4.8073754295725337e-06,2.4556386556270104e-05,2.4566780463461208e-05,6.5159428505108893e-09,3.8411373763875879e-09,8.6648418455922857e-15,5.4307955779996756e-07,2.8657632938803306e-10,8.2908890932513217e-11,9.1474886494532383e-12,1.2832371841577891e-09,4.0110745046801951e-11,9.2659934475139391e-12,3.9732147785290263e-05,1.2453861580999385e-14,4.0680805357380531e-15,2.0043379559363467e-08,2.055023596494572e-09,2.5911976901520058e-10,5.5373615933888615e-08,1.2679126318451495e-07
8.85849709327924e-10,0.242949448648698,76.950000000000003,0.0,0.0,0.0,0.98716034274899556,9.4997155185808779,0.00028656357054868565,0.003400638279189488,0.0030977245379403078,0.00027854645397917675,8.9682364348201037e-10,2.7939749730815405e-06,0.0020221696712923666,5.7069190344393828e-06,2.5607690443771748e-12,2.1455739339281736e-07,2.2519366797635466e-07,0.0036367931836639605,3.5954739234256445e-05,3.7146420787013348e-14,1.1713250262781467e-15,1.2273395581615897e-11,0.0,2.8306597643816206e-07,4.9208006190873979e-06,2.5733511408970618e-05,2.5744406454638738e-05,6.8283259955167412e-09,4.0253642728991444e-09,8.8539857665913858e-15,5.6703155670445003e-07,2.9921687720652896e-10,8.6593767971210689e-11,1.0262203477411495e-11,1.349752940431833e-09,4.2233292618438657e-11,1.0415496371795963e-11,4.0599609355506187e-05,1.309939533004787e-14,4.2789446994318513e-15,2.0066244017994442e-08,2.0624319835761309e-09,2.5907861499756569e-10,5.6249109776632877e-08,1.2992974085061816e-07
9.048725777176036e-10,0.2429494350145812,76.950000000000003,0.0,0.0,0.0,0.98688664690973826,9.4997094059044382,0.0002926665155369035,0.0034726726855307715,0.0031626105026060078,0.00028452346944186723,9.1582018055299653e-10,2.793237005628731e-06,0.002065304287691529,5.8278953168915268e-06,2.6157177136766745e-12,2.2862991771621291e-07,2.3997458145335135e-07,0.0037144349197905128,3.7501521376580336e-05,3.7933857327269608e-14,1.2119445946904298e-15,1.3173910434534809e-11,0.0,2.9211072025619015e-07,5.0341168103172397e-06,2.6938071950454846e-05,2.6949480145516593e-05,7.1479906692057905e-09,4.2138872528152755e-09,9.0430795841937592e-15,5.9149431068069132e-07,3.12126994857496e-10,9.0358116717476892e-11,1.1482129726335016e-11,1.4180084541374744e-09,4.4413425505916282e-11,1.1676440134486624e-11,4.146684266416559e-05,1.3761812910082259e-14,4.4953239588165721e-15,2.0089033439018519e-08,2.0698379920555048e-09,2.5903742661408774e-10,5.712441970455118e-08,1.3306790269170087e-07
9.238954461072832e-10,0.24294942147124304,76.950000000000003,0.0,0.0,0.0,0.98661303620117302,9.4997032984827161,0.0002987673370981007,0.0035446653906092622,0.0032274337541685592,0.00029049469099301978,9.3480569378291411e-10,2.7924992680891526e-06,0.0021084258952202683,5.948801423779839e-06,2.6706131159471527e-12,2.4329816673611423e-07,2.5538326970158622e-07,0.0037920560925162527,3.9080279413106169e-05,3.8720836998399211e-14,1.2535415091597065e-15,1.4117827262610367e-11,0.0,3.0120322665387971e-07,5.1473239703374818e-06,2.8170041768331435e-05,2.8181975142595148e-05,7.4749298486442368e-09,4.406702172735574e-09,9.2321233201857263e-15,6.1646744159682693e-07,3.253064822862015e-10,9.4201880500477107e-11,1.2814397043369978e-11,1.488003293196352e-09,4.6651162727916277e-11,1.3056724120738834e-11,4.2333847780903093e-05,1.444111009743852e-14,4.7172169340773052e-15,2.0111760414528493e-08,2.0772417055748448e-09,2.5899621284199443e-10,5.7999558900242149e-08,1.362057350302856e-07
9.429183144969626e-10,0.24294940801857093,76.950000000000003,0.0,0.0,0.0,0.98633951062485115,9.4996971963016072,0.00030486603590854815,0.0036166163936352221,0.0032921943171825888,0.00029646012093650963,9.5378017941601541e-10,2.7917617603576934e-06,0.0021515344979160102,6.0696373539577848e-06,2.7254552708971451e-12,2.5857395524086771e-07,2.7143235261284041e-07,0.0038696567106691069,4.0690976816307818e-05,3.9507359709830639e-14,1.2961352231126728e-15,1.5106162487775148e-11,0.0,3.1034114000918307e-07,5.2604220825428379e-06,2.9429394442958817e-05,2.944186504643844e-05,7.8091365090050665e-09,4.6038048881235509e-09,9.421116996072686e-15,6.4195057133267167e-07,3.3875513944634386e-10,9.8125002397646928e-11,1.4266432192116909e-11,1.55973693101738e-09,4.8946518015232831e-11,1.4564609048945027e-11,4.3200624777723846e-05,1.5137281752003256e-14,4.9446219461291525e-15,2.0134435252548498e-08,2.0846431927129257e-09,2.5895498121299877e-10,5.8874538235645176e-08,1.3934322662533185e-07
9.619411828866421e-10,0.2429493946564523,76.950000000000003,0.0,0.0,0.0,0.98606607018226466,9.499691099347034,0.00031096261264447917,0.0036885256938600035,0.0033568922162411272,0.00030241976157967482,9.7274365772310623e-10,2.7910244826110535e-06,0.0021946300998160499,6.1904031063474903e-06,2.7802442081020179e-12,2.7446906613422179e-07,2.881344237788284e-07,0.0039472367829668162,4.2333577082135831e-05,4.029342592535651e-14,1.3397470205357857e-15,1.61399305222041e-11,0.0,3.1952221478895966e-07,5.3734111431170332e-06,3.0716103550960831e-05,3.0729123455215706e-05,8.1506036245544667e-09,4.8051912538609321e-09,9.6100606330898164e-15,6.6794332176953061e-07,3.5247276630049805e-10,1.0212742526121138e-10,1.5845963561547325e-11,1.6332087569315136e-09,5.1299500307868652e-11,1.62087246644566e-11,4.4067173728605005e-05,1.5850321919616619e-14,5.1775370501666791e-15,2.0157066392795724e-08,2.092042509789523e-09,2.5891373757346598e-10,5.9749366679043965e-08,1.424803682425653e-07
9.809640512763216e-10,0.24294938138477487,76.950000000000003,0.0,0.0,0.0,0.98579271487484788,9.4996850076049473,0.00031705706798208875,0.003760393290576057,0.0034215274759755165,0.00030837361523330763,9.9169611280565482e-10,2.7902874348345728e-06,0.0022377127049577183,6.3110986799393964e-06,2.8349799423755803e-12,2.9099525047687031e-07,3.0550205051346274e-07,0.0040247963180223591,4.4008043730026744e-05,4.1079035276739256e-14,1.3843953573478357e-15,1.7220143756632632e-11,0.0,3.2874431040574565e-07,5.486291158285704e-06,3.2030142667960816e-05,3.204372396746072e-05,8.4993241692320291e-09,5.0108571246770361e-09,9.7989542522181069e-15,6.944453147812327e-07,3.6645916279907856e-10,1.062090917417502e-10,1.7561025590199244e-11,1.7084180854698829e-09,5.3710114205186031e-11,1.7998077406701796e-11,4.4933494709175201e-05,1.6580223917295859e-14,5.4159600630381382e-15,2.0179660745809824e-08,2.0994397030433532e-09,2.5887248678621517e-10,6.0624051629660603e-08,1.4561715230100684e-07
9.999869196660011e-10,0.24294936820342605,76.950000000000003,0.0,0.0,0.0,0.98551944470397501,9.4996789210613315,0.00032314940259753339,0.0038322191831168411,0.0034861001210553136,0.00031432168421164714,1.0106375349849029e-09,2.7895506168601196e-06,0.0022807823173783622,6.4317240737921953e-06,2.8896624910832623e-12,3.0816422752799842e-07,3.2354777387513875e-07,0.0041023353243488424,4.5714340302912751e-05,4.1864187537422802e-14,1.4300990990409493e-15,1.8347812550629962e-11,0.0,3.3800538631493314e-07,5.5990621421817618e-06,3.3371485370704501e-05,3.3385640184219607e-05,8.8552911172929625e-09,5.2207983554832052e-09,9.9877978741959471e-15,7.2145617222620051e-07,3.8071412888481972e-10,1.1036994430917858e-10,1.9419963106745335e-11,1.7853641646123285e-09,5.6178360373515044e-11,1.9942058049736435e-11,4.5799587796450158e-05,1.7326980416659989e-14,5.6598885908297949e-15,2.0202223969703491e-08,2.1068348104279415e-09,2.5883123313109728e-10,6.1498599192864136e-08,1.4875357258242414e-07
1.0190097880556806e-09,0.24294935511229399,76.950000000000003,0.0,0.0,0.0,0.98524625967096269,9.499672839702189,0.00032923961716693106,0.0039040033708567425,0.0035506101761882047,0.00032026397083236973,1.02956795277702e-09,2.7888140288785332e-06,0.0023238389411151675,6.5522792870330291e-06,2.9442918872534776e-12,3.2598768478683721e-07,3.4228410868904801e-07,0.0041798538103638384,4.7452430367230892e-05,4.2648883361493363e-14,1.4768800371320532e-15,1.9523945224536048e-11,0.0,3.4730349734104874e-07,5.7117241151698193e-06,3.4740105238724679e-05,3.4754845710739991e-05,9.2184974438518386e-09,5.4350108016360331e-09,1.0176591519526779e-14,7.4897551594047843e-07,3.9523746450040121e-10,1.1460992527142472e-10,2.1431435588030036e-11,1.8640461831222999e-09,5.8704235915287171e-11,2.2050449316261284e-11,4.6665453068612712e-05,1.8090583517713087e-14,5.9093200532054254e-15,2.0224760697004275e-08,2.1142278631925251e-09,2.5878997976052e-10,6.2373014407368343e-08,1.5188962399194546e-07
1.0570555248350398e-09,0.2429493292002305,76.950000000000003,0.0,0.0,0.0,0.98470014502349179,9.4996606924815019,0.00034141368887186015,0.0040474466296361476,0.0036794426156340852,0.00033213120628881068,1.0673957133147877e-09,2.7873415427737545e-06,0.0024099132386861018,6.7931791685277238e-06,3.0533912822785889e-12,3.6364463137416342e-07,3.8187854094252302e-07,0.0043348292546796464,5.1023845353492105e-05,4.4216904267817535e-14,1.573746902281111e-15,2.202562526160885e-11,0.0,3.660034948832238e-07,5.9367211340345505e-06,3.7559070809608893e-05,3.7575019142154128e-05,9.9666001381799116e-09,5.876232764721764e-09,1.0554028961169586e-14,8.0553814937521649e-07,4.2508844397504705e-10,1.2332704089537788e-10,2.5948221369911139e-11,2.0266145338568537e-09,6.3928847605810737e-11,2.6801599785538291e-11,4.8396500485230478e-05,1.9668295393030765e-14,6.4246806319771978e-15,2.0269769063259294e-08,2.1290079026190346e-09,2.5870748404677246e-10,6.4121463622695021e-08,1.5816060436567937e-07
1.0899494893053033e-09,0.2429493070867448,76.950000000000003,0.0,0.0,0.0,0.98422825426113481,9.4996502067007906,0.00035193244068251208,0.0041713317699625923,0.0037906282867990887,0.00034237287793786387,1.1000656797821611e-09,2.7860691873959642e-06,0.002484290377284096,7.0012325187628832e-06,3.1475463332321464e-12,3.9842167942955544e-07,4.18455080604331e-07,0.004468753393249098,5.4213822716912132e-05,4.5571126510511866e-14,1.6611486886040675e-15,2.4354231361294957e-11,0.0,3.8227415797174916e-07,6.1309001089899037e-06,4.0084019905052037e-05,4.0101051967061636e-05,1.0636677673860941e-08,6.2714413066454735e-09,1.0880196660848213e-14,8.5607755704627484e-07,4.5176070600951685e-10,1.3111835499540216e-10,3.043254888070461e-11,2.1727580071654343e-09,6.8631719433539799e-11,3.1538965657582458e-11,4.9892413038813881e-05,2.1086603221619239e-14,6.887971718251935e-15,2.0308626828387426e-08,2.141780153240423e-09,2.5863618095600788e-10,6.5632761154133245e-08,1.6358120985992058e-07
