Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423)
1.458868137285588e-07,0.21827149880508265,76.950000000000003,0.0,0.0,0.0,0.86820316250558771,9.4790007058243191,0.0047570054997895187,0.034604158565315991,0.019811591096446039,0.0071817272908963926,1.9191545669719687e-08,4.166887945339456e-08,0.0046015959001874766,0.00012639830632168073,1.1606067470419939e-10,0.013598853982594262,0.011627446524402179,0.0059820920520005328,0.02561765345250799,1.3582591274418033e-12,8.5214417182380872e-12,2.2417364200262313e-07,6.6851345107730076e-10,3.4543728598151658e-07,8.2457276784880819e-06,0.0034417987078376329,0.0036655328175264931,1.6445420648968573e-06,1.0633436785463425e-06,4.554065711353069e-17,5.2964346558700963e-05,5.0383253484792941e-08,1.6263591382937939e-08,1.6937130593131843e-05,1.609738190813953e-06,1.25588472213654e-09,4.7685722937207502e-05,7.126522295424929e-05,2.1559975771355214e-11,6.1613366130426379e-12,9.2385869246487478e-10,2.1336429004928459e-10,8.5823666652573111e-13,1.7491699552863972e-08,6.8861344267714531e-08,4.589025844236884e-05,2.2475089108681838e-08,8.788847708289421e-05,8.7887808569443138e-05
1.4794105363792907e-07,0.2182707797625763,76.950000000000003,0.0,0.0,0.0,0.86653687459966022,9.4786407356870619,0.0048129022413317922,0.03476034331101039,0.01982329865305503,0.0071857228224755801,1.9277497501687074e-08,4.1593289871742172e-08,0.0046615752332293406,0.00012696441180572225,1.1612524465145839e-10,0.013950273664217026,0.011948732408376676,0.0060609093000408773,0.026164027112203954,1.364342421153821e-12,8.7564461514354436e-12,2.303841162211449e-07,6.9078650180290536e-10,3.5003944458723696e-07,8.2507359563189723e-06,0.0035038546944911463,0.0037395013180586117,1.6741353224350543e-06,1.0824785178310646e-06,4.6140681576073563e-17,5.3928832190283626e-05,5.1298959643673755e-08,1.655945059370248e-08,1.7658886782479854e-05,1.6401757175071206e-06,1.2811839474045572e-09,5.0356847946428158e-05,7.2436448584009859e-05,2.19668779359634e-11,6.2776197253959197e-12,9.3664680965948978e-10,2.1667821502641687e-10,8.6008501768713256e-13,1.7759555231990729e-08,6.9923661523200922e-08,4.8429270134691193e-05,2.2935561785628528e-08,9.1796370690036812e-05,9.1795679903535041e-05
1.4999529354729935e-07,0.21827006024627696,76.950000000000003,0.0,0.0,0.0,0.86487608461872234,9.4782806338110586,0.0048685212124520835,0.034911068623224746,0.01983200938313185,0.0071886318414113859,1.9360415494193918e-08,4.1517954462817565e-08,0.0047214308985100246,0.00012751053559282907,1.161722559415698e-10,0.014302832116501943,0.01227197586724107,0.0061395877444868777,0.026711769751631375,1.3702109941843589e-12,8.9928660362163562e-12,2.3663268589084477e-07,7.1339798177919936e-10,3.5463348999443161e-07,8.254491116709445e-06,0.0035655558931431495,0.003813509067930394,1.7035569920211251e-06,1.1015024109423523e-06,4.6739649349868079e-17,5.4889552017916555e-05,5.2211019508048753e-08,1.6854134287654576e-08,1.8393586161702023e-05,1.6705032692641659e-06,1.3064226995733299e-09,5.3123693757152779e-05,7.3613410552968319e-05,2.2372278731937614e-11,6.3934737817335963e-12,9.4949904715831446e-10,2.2000848893582107e-10,8.6194948352936512e-13,1.8028195393836211e-08,7.0989081485602841e-08,5.105677777328586e-05,2.3394988944651617e-08,9.5804128147415063e-05,9.5803414749433315e-05
1.5204953345666962e-07,0.21826934036652929,76.950000000000003,0.0,0.0,0.0,0.86322075907181728,9.4779204566396231,0.0049238635739004468,0.035056482933612229,0.01983785818259148,0.0071905034128555805,1.944038233999433e-08,4.1442871165801933e-08,0.0047811632942667279,0.00012803722237020562,1.1620250168735267e-10,0.014656422995395851,0.012597082980796752,0.006218127822418245,0.027260791021081143,1.3758706978149778e-12,9.2306325308159029e-12,2.4291752827549364e-07,7.3634570184005409e-10,3.5921944782396799e-07,8.2570495090715919e-06,0.0036268881898439413,0.0038875450837028871,1.732800356563873e-06,1.1204110146158231e-06,4.7337563715651613e-17,5.5846341354108127e-05,5.3119277051686976e-08,1.7147591935802822e-08,1.914085794101453e-05,1.7007151417561074e-06,1.3315955510359323e-09,5.5987355020380137e-05,7.4796071887104417e-05,2.2776102010144643e-11,6.5088770203133723e-12,9.6241498814198348e-10,2.2335500607127075e-10,8.6382991597598481e-13,1.8297625884974411e-08,7.2057627497743075e-08,5.3773628282487832e-05,2.3853267931936765e-08,9.9912057356032807e-05,9.9911321010330987e-05
1.541037733660399e-07,0.21826862023017882,76.950000000000003,0.0,0.0,0.0,0.86157086495731516,9.4775602586390235,0.0049789304807609652,0.035196731201078246,0.019840975193961715,0.0071913848686500793,1.9517478889435561e-08,4.1368039390505845e-08,0.0048407728163629852,0.00012854500450097198,1.1621674645789054e-10,0.015010943708252263,0.01292396229230431,0.0062965299679195253,0.027811003377543511,1.3813272566343136e-12,9.4696786104246302e-12,2.4923686832190968e-07,7.5962749272297485e-10,3.637973435188825e-07,8.2584654999250846e-06,0.0036878381993084839,0.003961598878341196,1.7618590482260461e-06,1.1392002113215338e-06,4.7934428059357233e-17,5.6799044515591032e-05,5.4023584874274401e-08,1.7439775796217175e-08,1.9900322182123349e-05,1.730805933774888e-06,1.356697333931314e-09,5.8948873861890712e-05,7.5984393367968715e-05,2.3178275692118928e-11,6.6238088428765358e-12,9.753941911788965e-10,2.2671765436675777e-10,8.6572617885246092e-13,1.8567852501787844e-08,7.3129322706174593e-08,5.6580613842567844e-05,2.4310300967494767e-08,0.00010412043658015755,0.00010411967695266486
1.5615801327541018e-07,0.2182678999406351,76.950000000000003,0.0,0.0,0.0,0.85992636978772985,9.4772000923293298,0.0050337230825062019,0.035331954926727423,0.019841485904686495,0.0071913218434967964,1.9591783990278469e-08,4.1293457268203521e-08,0.0049002598583252439,0.00012903440137118296,1.1621572783323408e-10,0.015366295346464449,0.013252524793649573,0.0063747946121567858,0.028362322009863342,1.3865862503386447e-12,9.7099390548928638e-12,2.5558897838496718e-07,7.8324120629752044e-10,3.683672023487481e-07,8.2587915137001681e-06,0.0037483932455833467,0.0040356604436139485,1.7907270392012951e-06,1.157866103458041e-06,4.8530245640566089e-17,5.7747514498589601e-05,5.4923803829621943e-08,1.7730640801449194e-08,2.0671590729528373e-05,1.7607705365841882e-06,1.3817231318756136e-09,6.2009239776122021e-05,7.71783336726355e-05,2.3578731698764052e-11,6.7382497940664204e-12,9.8843619179777711e-10,2.3009631580221859e-10,8.6763812720495721e-13,1.8838880989312925e-08,7.4204190056231945e-08,5.9478471938321236e-05,2.4765994991854673e-08,0.00010842951550217079,0.00010842873226096452
1.5821225318478045e-07,0.21826717959791403,76.950000000000003,0.0,0.0,0.0,0.85828724160941561,9.4768400083174171,0.005088242523053255,0.035462292175126531,0.019839511249816748,0.0071903583125713221,1.9663374524337762e-08,4.121912246582158e-08,0.0049596248113795037,0.00012950591944227232,1.1620015679569584e-10,0.015722382613775874,0.013582683905756468,0.0064529221834523027,0.02891466476487253,1.3916531180675687e-12,9.9513504335141525e-12,2.6197217785953279e-07,8.0718471661751892e-10,3.7292904941405409e-07,8.258078075327368e-06,0.0038085413427783872,0.0041097202328669712,1.8193986325639806e-06,1.1764050074208904e-06,4.9125019643003462e-17,5.8691612661210261e-05,5.581980274430132e-08,1.8020144465024272e-08,2.1454268121628288e-05,1.7906041234812624e-06,1.4066682717692606e-09,6.5169389607688802e-05,7.8377849508672593e-05,2.3977405677541716e-11,6.8521814832897561e-12,1.001540503974857e-09,2.33490866785481e-10,8.6956560181428646e-13,1.9110717040156708e-08,7.528225228749758e-08,6.2467885494982593e-05,2.5220261514451857e-08,0.00011283951625767555,0.00011283870907295894
1.6026649309415073e-07,0.21826645929864322,76.950000000000003,0.0,0.0,0.0,0.85665344901762974,9.4764800553314625,0.0051424899408210375,0.035587877600965948,0.019835167718217528,0.0071885366303996038,1.9732325604640899e-08,4.1145034751781908e-08,0.0050188680644883696,0.00012996005324179296,1.1617071738347114e-10,0.016079113750929561,0.013914355454730583,0.006530913107357845,0.029467952074599901,1.3965331790285357e-12,1.0193851088671835e-11,2.6838483272875192e-07,8.3145592081178974e-10,3.7748290965057613e-07,8.2563738543367757e-06,0.003868271175899116,0.004183769144185957,1.8478684527535739e-06,1.1948134472720811e-06,4.9718753410029922e-17,5.9631208413356233e-05,5.6711458171957493e-08,1.8308246795143583e-08,2.2247952479881356e-05,1.8203021395795145e-06,1.4315283157201366e-09,6.8430207616422989e-05,7.9582895744118498e-05,2.4374236905863517e-11,6.9655865575336884e-12,1.014706621537579e-09,2.3690117851188415e-10,8.7150846067635918e-13,1.938336629348206e-08,7.6363531929663236e-08,6.5549483097102637e-05,2.5673016463966022e-08,0.00011735063444973044,0.0001173498029938097
1.62320733003521e-07,0.2182657391361494,76.950000000000003,0.0,0.0,0.0,0.85502496116744153,9.4761202802590994,0.005196466468788432,0.035708842483063663,0.019828567461452739,0.0071858975708468387,1.9798710384978924e-08,4.1071192479540714e-08,0.0050779900043916226,0.00013039728464529286,1.1612806856138645e-10,0.016436400457287621,0.01424745764422655,0.0066087678067306517,0.030022106884631198,1.4012316103400064e-12,1.0437381114066405e-11,2.7482535503794005e-07,8.5605273979546621e-10,3.820288078337196e-07,8.253725710159928e-06,0.0039275720818098903,0.0042577985039601168,1.8761314364868235e-06,1.2130881490569382e-06,5.0311450153083138e-17,6.0566178914434743e-05,5.7598654024878384e-08,1.8594910185403554e-08,2.3052236374483953e-05,1.8498602918214321e-06,1.4562990531285291e-09,7.1792525621815312e-05,8.079342553256567e-05,2.4769168277352138e-11,7.0784486972360415e-12,1.0279340195776861e-09,2.4032711732968095e-10,8.7346655558848911e-13,1.9656834334149087e-08,7.7448051298767413e-08,6.8723839286042072e-05,2.6124180040839168e-08,0.00012196304014126386,0.0001219621840885241
1.6437497291289129e-07,0.21826501920052904,76.950000000000003,0.0,0.0,0.0,0.8534017477809408,9.4757607281867511,0.0052501732345529954,0.03582531476275342,0.019819818404903364,0.0071824803677689392,1.9862600064612668e-08,4.0997592907767033e-08,0.0051369910156457872,0.00013081808275609291,1.1607284486583479e-10,0.016794157809991942,0.014581911024492567,0.0066864867018064308,0.030577054583680794,1.4057534477365274e-12,1.0681882330651186e-11,2.8129220230315579e-07,8.8097311885098797e-10,3.8656676858282212e-07,8.2501787383098607e-06,0.0039864340303576917,0.0043318000508562266,1.9041828239041634e-06,1.2312260351070638e-06,5.0903112952073239e-17,6.149640877867326e-05,5.8481281306300064e-08,1.8880099326901364e-08,2.3866707665226719e-05,1.879274539228531e-06,1.4809764928850348e-09,7.5257123222763402e-05,8.2009390433363788e-05,2.5162146000784792e-11,7.1907525299295575e-12,1.0412221557813507e-09,2.4376854508216494e-10,8.7543971736521543e-13,1.993112669191518e-08,7.8535832493790822e-08,7.199147493177248e-05,2.6573676572241258e-08,0.00012667687882488796,0.00012667599785176918
1.6642921282226156e-07,0.21826429957865037,76.950000000000003,0.0,0.0,0.0,0.85178377915111259,9.4754014424389368,0.0053036113603899511,0.035937419085163631,0.019809024360487277,0.0071783227561731666,1.9924064184474483e-08,4.0924236188668349e-08,0.005195871480662485,0.00013122290534613618,1.1600565558258618e-10,0.017152304181165146,0.014917638458466366,0.0067640702102691776,0.031132722934446643,1.4101036167654965e-12,1.0927298263629864e-11,2.8778387686217258e-07,9.0621502809856818e-10,3.9109681636539942e-07,8.2457763172395488e-06,0.0040448476056837409,0.0044057659202101137,1.9320181492108786e-06,1.2492242177259849e-06,5.1493745113528403e-17,6.2421789788332083e-05,5.9359237917758109e-08,1.9163781135146703e-08,2.469095031639438e-05,1.9085410833925948e-06,1.5055568557047689e-09,7.8824728088584001e-05,8.3230740526959497e-05,2.5553119490617826e-11,7.3024835995215171e-12,1.0545704716553357e-09,2.4722531942102033e-10,8.7742779966278917e-13,2.020624884066754e-08,7.9626897393591911e-08,7.5352857674739707e-05,2.702143436964894e-08,0.00013149227236948925,0.00013149136615446115
1.6848345273163184e-07,0.2182635803542588,76.950000000000003,0.0,0.0,0.0,0.85017102614276241,9.4750424646207474,0.0053567819633112031,0.036045276846589591,0.019796285140241451,0.0071734610138825721,1.9983170405482757e-08,4.085112105555592e-08,0.0052546317797504882,0.00013161219808554173,1.1592708689885851e-10,0.017510761153635201,0.015254565085320764,0.0068415187473242645,0.031689042005790702,1.4142869065959718e-12,1.1173574114251222e-11,2.9429892517497853e-07,9.3177646281955763e-10,3.9561897550132363e-07,8.2405601556681293e-06,0.0041028039877437274,0.0044796886288405143,1.9596332318203533e-06,1.2670799936869247e-06,5.208334981965125e-17,6.3342220615057748e-05,6.0232428293569507e-08,1.944592464409861e-08,2.5524545184747893e-05,1.9376563592135924e-06,1.530036566660071e-09,8.2496016317290608e-05,8.4457424525539093e-05,2.5942041431207287e-11,7.4136283844833221e-12,1.0679783937851451e-09,2.5069729413246845e-10,8.7943065470434618e-13,2.0482206197819159e-08,8.0721267654165002e-08,7.8808402433600246e-05,2.7467385589162046e-08,0.00013640931994310862,0.00013640838816664585
1.7053769264100212e-07,0.21826286160807462,76.950000000000003,0.0,0.0,0.0,0.84856346019086626,9.4746838346609792,0.0054096861551241795,0.036149006244894012,0.019781696670505028,0.0071679300032940138,2.0039984446730501e-08,4.0778244183859792e-08,0.0053132722911562241,0.00013198639408141689,1.1583770294361589e-10,0.017869453435621713,0.015592618281834086,0.0069188327257681164,0.032245944106273051,1.4183079634553925e-12,1.1420656729290476e-11,3.0083593708108219e-07,9.5765544368443009e-10,4.0013327016692433e-07,8.2345703401070153e-06,0.0041602949340581426,0.0045535610602883613,1.9870241679515474e-06,1.2847908389005372e-06,5.2671930036958452e-17,6.4257606548969259e-05,6.1100763138082212e-08,1.9726500922315023e-08,2.6367070779788389e-05,1.9666170258870597e-06,1.5544122478537934e-09,8.6271612857189559e-05,8.5689389879033652e-05,2.6328867446212225e-11,7.5241742028419319e-12,1.0814453350200259e-09,2.5418431944287856e-10,8.8144810413610416e-13,2.0759004123757882e-08,8.1818964706204576e-08,8.23584719747051e-05,2.7911466094751558e-08,0.00014142809891175523,0.00014142714125631157
1.725919325503724e-07,0.2182621434177818,76.950000000000003,0.0,0.0,0.0,0.84696105329660787,9.4743255908536046,0.0054623250424902861,0.036248722330415199,0.019765351106309392,0.007161763213061511,2.009457050647599e-08,4.0705606094925878e-08,0.0053717933911012223,0.00013234591585606104,1.1573804429098704e-10,0.018228308774745561,0.015931727621861153,0.0069960125560526408,0.032803363719090928,1.4221713353995333e-12,1.1668494574073245e-11,3.0739354501993418e-07,9.8385001691637858e-10,4.0463972439900345e-07,8.2278453824424797e-06,0.0042173127617132471,0.0046273764504827751,2.0141873215212698e-06,1.3023544021526076e-06,5.3259489037234598e-17,6.5167859235665983e-05,6.1964159297840679e-08,2.0005483015463792e-08,2.7218103995682175e-05,1.9954199581408639e-06,1.5786807112337052e-09,9.0152091987937423e-05,8.6926582876497815e-05,2.6713555954716199e-11,7.634109171786064e-12,1.0949706955250116e-09,2.5768624228640287e-10,8.8347999788764889e-13,2.1036647921283695e-08,8.2920009752960009e-08,8.6003377539306604e-05,2.8353615324539866e-08,0.00014654866571391044,0.0001465476818638936
1.7464617245974267e-07,0.2182614258581421,76.950000000000003,0.0,0.0,0.0,0.84536377802140394,9.4739677699022984,0.0055146997269828139,0.036344537062112998,0.019747336945296762,0.0071549927998416077,2.0146991017424446e-08,4.0633206132467155e-08,0.0054301954538238696,0.00013269117458639099,1.1562863032361563e-10,0.018587257871720605,0.01627182483421722,0.0070730586463539826,0.03336123743844327,1.4258814429637907e-12,1.1917037700398074e-11,3.1397042321986561e-07,1.0103582543310359e-09,4.0913836209875611e-07,8.220422267447438e-06,0.0042738503296257417,0.0047011283738334683,2.0411193155619057e-06,1.3197684997982917e-06,5.3846029998641855e-17,6.6072896421460214e-05,6.2822539399697459e-08,2.0282845843787707e-08,2.8077220814366502e-05,2.0240622377236435e-06,1.6028389516284439e-09,9.4137977857272094e-05,8.816894874308396e-05,2.7096068337809706e-11,7.7434222552110927e-12,1.1085538638908617e-09,2.6120290659343172e-10,8.8552619259612504e-13,2.1315142835220188e-08,8.4024423768364561e-08,8.9743379524544141e-05,2.8793776160149791e-08,0.00015177105671058499,0.00015177004635233068
1.7649498837817594e-07,0.21826078065321947,76.950000000000003,0.0,0.0,0.0,0.8439305955756079,9.4736461216777776,0.005561611955964595,0.036427524752100586,0.01972976783569988,0.0071484088671596334,2.0192367952552435e-08,4.0568246255438345e-08,0.0054826558411909462,0.00013299004231413311,1.1552223055928395e-10,0.018910337257661201,0.016578702232466217,0.0071422861155153233,0.033863661293887529,1.4290930326107633e-12,1.2141289498023236e-11,3.1990502693944029e-07,1.0344822778410319e-09,4.1318047254148367e-07,8.2131739140679774e-06,0.0043243180393719464,0.0047674457920142159,2.0651578804053729e-06,1.3353117210601319e-06,5.4373048777029107e-17,6.6882907372873453e-05,6.3590733251793131e-08,2.0531068633974481e-08,2.8856986780816323e-05,2.0497006796549471e-06,1.6244847855399381e-09,9.7815791170543343e-05,8.9291454771025873e-05,2.7438439059924319e-11,7.8412637915924585e-12,1.1208276273279689e-09,2.6438037722767322e-10,8.8737983777926666e-13,2.1566520250157638e-08,8.502129399928865e-08,9.3190863569041072e-05,2.9188176300741814e-08,0.00015655828282172337,0.00015655724833944556
1.783438042966092e-07,0.21826013606795294,76.950000000000003,0.0,0.0,0.0,0.84250152873333806,9.4733248690519858,0.0056083118648143273,0.036507517957506314,0.019710975569844483,0.0071413826520026298,2.0236082951402613e-08,4.0503476154543029e-08,0.005535020380072371,0.00013327796406561472,1.1540868339406473e-10,0.019233392240984651,0.016886279394276539,0.0072114058786066993,0.034366359900573261,1.4321869974205221e-12,1.2366039126591858e-11,3.2585328951592019e-07,1.0588574585431816e-09,4.1721628808697033e-07,8.2054137195667012e-06,0.0043743869009613091,0.0048337026257139698,2.0890045607544487e-06,1.3507308715927e-06,5.4899247572433629e-17,6.7688580012860352e-05,6.4354757212069933e-08,2.0777945173137903e-08,2.9642647789274623e-05,2.0752049375566388e-06,1.6460371002398141e-09,0.000101579681092547,9.0418064426652341e-05,2.7778993328633626e-11,7.9385862279616081e-12,1.1331472514084019e-09,2.6756954234305744e-10,8.8924480018498897e-13,2.1818595011546692e-08,8.6020924860452717e-08,9.6715665778335171e-05,2.9580885214084231e-08,0.00016142800029268471,0.00016142694143522613
1.8019262021504248e-07,0.2182594921510672,76.950000000000003,0.0,0.0,0.0,0.84107655862168373,9.4730040356520036,0.0056548002462334622,0.036584592104825724,0.019691017512787064,0.0071339349930864635,2.0278178237347746e-08,4.0438897851907356e-08,0.0055872893393200092,0.0001335552175942216,1.1528832447770018e-10,0.019556378095123245,0.01719451085191399,0.0072804182287088898,0.034869291177405101,1.4351663333201796e-12,1.259125334021756e-11,3.3181432790299687e-07,1.0834824437447107e-09,4.2124582589240568e-07,8.1971656601064733e-06,0.004424052765477254,0.0048998948412533605,2.1126574002474409e-06,1.3660246861846376e-06,5.5424628885048532e-17,6.8489866088218858e-05,6.5114566082181107e-08,2.1023460798503548e-08,3.0433895447556458e-05,2.1005732818514242e-06,1.6674940582098284e-09,0.00010542992803050581,9.1548735927346215e-05,2.8117708327178991e-11,8.0353830443461843e-12,1.1455122702777587e-09,2.7077028292915216e-10,8.9112099971554702e-13,2.2071370821052089e-08,8.7023331159591153e-08,0.00010031787336677534,2.9971867915644792e-08,0.00016638019714493134,0.00016637911366248763
1.8204143613347575e-07,0.21825884894959172,76.950000000000003,0.0,0.0,0.0,0.83965566671131997,9.4726836441731095,0.0057010778897247146,0.036658820742637259,0.019669948908657021,0.0071260859571138395,2.0318694497314325e-08,4.0374506186025512e-08,0.0056394629865826554,0.00013382207148822655,1.1516147965971357e-10,0.019879251817323671,0.017503352440058323,0.0073493234575666422,0.035372414278321121,1.4380339092092808e-12,1.2816899846616891e-11,3.3778728432081119e-07,1.1083558972516366e-09,4.2526910303516094e-07,8.1884528261094157e-06,0.004473311797014992,0.0049660185948806257,2.1361145928231608e-06,1.3811919972737738e-06,5.5949194563220436e-17,6.9286720759486546e-05,6.5870117765559926e-08,2.1267601870886885e-08,3.1230422342549297e-05,2.1258040990634599e-06,1.6888539255844873e-09,0.00010936678112935558,9.2683427008914806e-05,2.8454562786688198e-11,8.1316481621517131e-12,1.1579222129464161e-09,2.7398247864215656e-10,8.9300828041719691e-13,2.2324851341663003e-08,8.8028527550795792e-08,0.00010399754216586383,3.0361091373789249e-08,0.00017141485020020301,0.00017141374184430583
1.83890252051909e-07,0.21825820650885633,76.950000000000003,0.0,0.0,0.0,0.83823883480949235,9.4723637164013716,0.0057471455816238944,0.036730275574805848,0.019647822945030719,0.0071178548620758099,2.035767165901492e-08,4.0310300766696363e-08,0.005691541588322576,0.00013407878853373867,1.150284610634462e-10,0.020201972078950196,0.01781276126862957,0.0074181218556160864,0.03587568955857149,1.4407925516298873e-12,1.3042947292284909e-11,3.4377132573087e-07,1.1334764992869011e-09,4.2928613651481843e-07,8.1792974490078606e-06,0.0045221604630069686,0.0050320702256722583,2.1593744774475384e-06,1.39623173083468e-06,5.6472946829263714e-17,7.0079102470536848e-05,6.6621373402455133e-08,2.1510355784938199e-08,3.2031922376938878e-05,2.1508958874519806e-06,1.7101150684607234e-09,0.00011339045870995092,9.3822094971843118e-05,2.8789536702250896e-11,8.2273758641229256e-12,1.1703766036764723e-09,2.7720600789815586e-10,8.949065099928219e-13,2.2579040197468489e-08,8.9036528534037505e-08,0.00010775469714161445,3.0748524441352658e-08,0.00017653192551775232,0.00017653079204125308
1.8554486976831475e-07,0.2182576322304266,76.950000000000003,0.0,0.0,0.0,0.83697425393220504,9.4720778039226925,0.0057881969694494571,0.036791930008020099,0.019627166411674304,0.0071101796136447569,2.0391281668426562e-08,4.0252999220958371e-08,0.0057380695163121885,0.00013430015555100953,1.1490442463347924e-10,0.020490631402166989,0.018090116926750742,0.0074796033714755392,0.036326198723852995,1.4431713338316807e-12,1.3245565946676623e-11,3.4913554528851922e-07,1.1561669571436908e-09,4.3287594337462827e-07,8.1707460151777297e-06,0.0045655274737885932,0.005091119831611559,2.1800226051334137e-06,1.4095827149950102e-06,5.6940996866100749e-17,7.0784428649866069e-05,6.7290045491977574e-08,2.1726425230014366e-08,3.2753201300314467e-05,2.1732330200553262e-06,1.7290579829731273e-09,0.00011706527023605293,9.4844495102516671e-05,2.9087715627382915e-11,8.3125884195713757e-12,1.1815600921664708e-09,2.8010045010525272e-10,8.9661457707623583e-13,2.2807132824136498e-08,8.99410397867531e-08,0.00011118290471505142,3.1093719625199558e-08,0.00018118136175676377,0.00018118020558980665
1.8719948748472048e-07,0.2182570586265256,76.950000000000003,0.0,0.0,0.0,0.83571289803827598,9.4717922940059989,0.005829081382198416,0.036851467656491756,0.019605739393708851,0.0071022261031145886,2.0423717469827518e-08,4.0195846560698061e-08,0.0057845217190387052,0.00013451378900586014,1.1477589124906398e-10,0.020779108600957902,0.018367864528161634,0.0075409997587444376,0.036776772138249349,1.4454670115570349e-12,1.3448460142005172e-11,3.5450743158170979e-07,1.1790534020097565e-09,4.3646077497978581e-07,8.161872064606695e-06,0.004608561074675192,0.0051501064942810334,2.2005104801871137e-06,1.4228300810783621e-06,5.7408398855146516e-17,7.1486115941189212e-05,6.7955224138661604e-08,2.1941366589198595e-08,3.3478002639604512e-05,2.1954567498923938e-06,1.7479195522334037e-09,0.0001208098896302601,9.587001489640273e-05,2.9384361571954807e-11,8.3973628853591125e-12,1.1927784504928508e-09,2.8300378308320369e-10,8.9833127029957464e-13,2.3035798210785946e-08,9.0847819061239105e-08,0.00011467314725242398,3.1437437443728939e-08,0.00018589674065185,0.00018589556159844802
1.8885410520112621e-07,0.2182564857263931,76.950000000000003,0.0,0.0,0.0,0.83445475474141428,9.4715072005172303,0.005869799377201103,0.036908936308901498,0.01958357606999785,0.0070940067414370271,2.0455005489788383e-08,4.013884065137076e-08,0.0058308983851764126,0.00013471986289879126,1.1464306227131347e-10,0.021067377271471763,0.018645975819004075,0.0076023112230781216,0.037227383705975323,1.4476814501715666e-12,1.3651609231535677e-11,3.5988643580019262e-07,1.202134920563193e-09,4.4004064336491992e-07,8.1526898845524485e-06,0.0046512593151401167,0.005209027935995301,2.2208371905276249e-06,1.435973239521906e-06,5.7875154162523681e-17,7.2184140770720437e-05,6.8616887374977779e-08,2.2155172736822606e-08,3.4206110848390834e-05,2.2175662121428343e-06,1.7666987952650856e-09,0.00012462441244549057,9.6898623022876948e-05,2.9679462792042705e-11,8.4816959043518402e-12,1.2040313298832806e-09,2.8591591765329471e-10,9.0005644908232144e-13,2.3265038875909441e-08,9.1756876436356678e-08,0.00011822538191868514,3.1779659156622868e-08,0.00019067801754861011,0.00019067681541368956
1.9050872291753195e-07,0.21825591355826224,76.950000000000003,0.0,0.0,0.0,0.83319981185157366,9.4712225367985798,0.005910351509829494,0.036964382659524453,0.019560709449887591,0.0070855335138409331,2.0485171916850719e-08,4.0081983503022347e-08,0.0058771997026873749,0.00013491854940266498,1.1450613039767988e-10,0.021355411966884352,0.018924423296532201,0.0076635379693674316,0.037678008025039539,1.4498165098210661e-12,1.3854993126410747e-11,3.652720237107702e-07,1.2254106095802173e-09,4.4361556051928862e-07,8.143213273678218e-06,0.0046936204168684,0.005267881980492611,2.2410019053247116e-06,1.4490116529152686e-06,5.8341264586430435e-17,7.2878481380378188e-05,6.9275015025910438e-08,2.2367837117590901e-08,3.493731194217374e-05,2.2395606038848517e-06,1.7853947869627667e-09,0.00012850891564501499,9.7930287971583976e-05,2.9973008796796032e-11,8.5655844789704933e-12,1.2153183795734413e-09,2.8883676411153365e-10,9.0179006200216891e-13,2.3494857312917787e-08,9.266822189159907e-08,0.00012183954744579742,3.2120367077586736e-08,0.00019552514186894928,0.00019552391645833974
1.9216334063393768e-07,0.2182553421494066,76.950000000000003,0.0,0.0,0.0,0.83194805737002231,9.4709383156842275,0.0059507383335138456,0.037017852331444973,0.019537171407339387,0.0070768179923566101,2.0514242278935558e-08,4.002527404214485e-08,0.0059234258588356167,0.00013511001723575322,1.1436528240686453e-10,0.021643188170543864,0.019203180193288261,0.0077246802017594046,0.038128620369903991,1.4518739980151618e-12,1.405859228163775e-11,3.7066367535143392e-07,1.2488795757866632e-09,4.4718553838778427e-07,8.1334555563348968e-06,0.0047356427686576297,0.0053266665494072609,2.2610038727429518e-06,1.4619448349325883e-06,5.8806731755354943e-17,7.3569117763358066e-05,6.9929588484466813e-08,2.2579353694651488e-08,3.5671393651455187e-05,2.2614391819163662e-06,1.8040066562612405e-09,0.00013246345789876422,9.8964978073988035e-05,3.0264990565845873e-11,8.6490260328894125e-12,1.2266392471116108e-09,2.9176623231099123e-10,9.0353209913513268e-13,2.3725255990211708e-08,9.3581865307073581e-08,0.00012551556447075779,3.2459544539595193e-08,0.00020043805732969193,0.0002004368084501162
