Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282)
3.127391929205702e-09,0.22499375307355143,76.950000000000003,0.0,0.0,0.0,0.99112150772956942,9.4994180834192008,0.00030155153872987034,0.0034110509504852908,0.0028300208190084838,0.00056604767599460564,1.3859510656216352e-09,2.7942520970357621e-07,0.00066201772668473657,9.0161057904164065e-06,7.1099982626527736e-12,1.5922974970875528e-06,3.9934781679052877e-06,0.00098471502880869192,7.312600117479521e-05,7.7363516172631717e-14,4.7274241000011981e-15,1.2501857399244054e-10,1.2196854373100224e-13,5.9774066875177739e-08,2.0932158350525276e-06,2.184646061483556e-05,2.1859943070890683e-05,8.2056181514831024e-09,5.0980272419431285e-09,9.1373336581286091e-17,4.0138952040999039e-07,2.9997205356145547e-10,9.1736650597330478e-11,2.9398461375574262e-11,2.7937950438451605e-09,7.9922259440235622e-12,2.9989617665840595e-11,1.0636995755278399e-05,3.3026451909584159e-14,1.0005835247531033e-14,1.4014635534674501e-09,1.525730263164641e-10,9.5868066907237891e-12,5.6433808391398823e-09,1.6942087342733706e-08,2.992341010845679e-11,3.4584670818367416e-11,6.5812809539274729e-10,5.1097841826870138e-10,1.4882608366139484e-10,1.3357435181020638e-13,1.6195934306129029e-11,3.8434152797682644e-11,2.3930656888375165e-11,5.1372558223630131e-12,1.1860777874410681e-12,5.5834323980036149e-13,1.8452938845101945e-13,1.955617501717221e-14,1.8036865076098367e-11,1.3073871079402608e-15,4.5697779869510623e-15,2.648608489845518e-10,1.170669785850871e-13,5.8810192834837036e-13,1.7459765249441359e-13,4.5198805299438484e-13,1.1439156965539066e-13,3.0236352997044355e-16,8.5460229837591307e-20,4.469818920236333e-16,1.3993794598679874e-12,1.21425615533937e-14,1.8768340278179922e-13,5.839316961409374e-14,1.0609518909379365e-14,5.2308370144323635e-06,7.6105183027734558e-13,1.1046274826319138e-08,7.608423444684048e-13,1.2366887029656993e-13,2.0399475993871539e-21,1.1676226022461645e-21
3.2266968780518203e-09,0.22499370977700772,76.950000000000003,0.0,0.0,0.0,0.99083974680685194,9.4993994554032426,0.00031105157642726628,0.003518126349291275,0.0029179748803648221,0.00058389947388142111,1.4294545624379491e-09,2.7934989922383431e-07,0.0006829380037662498,9.2991997523376093e-06,7.3342307055890057e-12,1.7481119562617001e-06,4.2948127313778992e-06,0.0010158512749685125,7.7811459813115295e-05,7.9792629681569152e-14,5.0580062845717252e-15,1.3495382079890054e-10,1.3394876126192094e-13,6.2286768953722556e-08,2.1614686478754851e-06,2.3309164195252697e-05,2.3323568736774652e-05,8.7550255613080077e-09,5.4394234761475449e-09,9.4262893052169303e-17,4.2693654911229927e-07,3.1906449750964892e-10,9.7605869220141983e-11,3.4484471002015267e-11,3.0156995493800886e-09,8.6147186022591044e-12,3.5271040453369219e-11,1.0973391688838044e-05,3.5649606576669066e-14,1.0800556343430577e-14,1.4070360350700481e-09,1.5412834318397458e-10,9.5867597518515886e-12,5.7934336848159371e-09,1.751129670661636e-08,3.5190605362539999e-11,3.7739270346382026e-11,7.448110186504591e-10,5.7417310102601317e-10,1.7253256820644619e-10,1.4208551013973409e-13,1.8885051732345591e-11,3.9868148975039875e-11,2.7981987129577423e-11,6.0952957826706781e-12,1.2303922109464094e-12,6.7806118053160335e-13,2.2784675807474365e-13,2.4303547990216642e-14,1.92642922363271e-11,1.356186018983078e-15,4.7301788862813445e-15,2.8369614292277841e-10,1.2539239837891639e-13,6.4502403746823132e-13,1.8701464349979686e-13,4.8423009647426714e-13,1.2561246790781916e-13,3.2944139383945681e-16,9.1556435953408505e-20,4.8340097500195751e-16,1.5129012906487049e-12,1.2569302678138495e-14,2.0025087649583846e-13,6.0239441646865826e-14,1.098646696885803e-14,5.5654087959111245e-06,7.8492769478433286e-13,1.2505923092764653e-08,7.8470045522339297e-13,1.3249488163646529e-13,2.2400501479971817e-21,1.282157043495567e-21
3.3260018268979387e-09,0.2249936666331456,76.950000000000003,0.0,0.0,0.0,0.99055800124674209,9.4993808294764346,0.00032054699619443126,0.0036251214690727852,0.0030058213294342486,0.00060172927291507049,1.4729252864747358e-09,2.7927459182014962e-07,0.00070385185511295714,9.5820804600748353e-06,7.5581868258483047e-12,1.9136836088926264e-06,4.6096119757588473e-06,0.0010469791329228702,8.2640309230307723e-05,8.2219913343570569e-14,5.4025030566793294e-15,1.4535534670761847e-10,1.4668403973608184e-13,6.4805579879453464e-08,2.2296383584764614e-06,2.4818764665504319e-05,2.4834124068440827e-05,9.3220472485981787e-09,5.7917668679728678e-09,9.7151671067472371e-17,4.532600157838152e-07,3.3873718109892781e-10,1.036551243073677e-10,4.0243805006935516e-11,3.2467931429169011e-09,9.2646275207535929e-12,4.1270558312729262e-11,1.1309698463580879e-05,3.8381379499592964e-14,1.1628184799117934e-14,1.412607011742079e-09,1.5568324615135474e-10,9.5867126872819801e-12,5.9434889383034041e-09,1.8080515428294437e-08,4.1173435990497683e-11,4.1063020094141338e-11,8.3969678549009071e-10,6.4275615895802686e-10,1.9907770386382231e-10,1.5085564183603494e-13,2.1910244188517121e-11,4.1310445955290561e-11,3.25632639314942e-11,7.1918596752803365e-12,1.2749632373454058e-12,8.181281061838737e-13,2.794809182806517e-13,2.999380705030281e-14,2.0532213076062246e-11,1.405269082488303e-15,4.8905836532372935e-15,3.0322205849745231e-10,1.3402307727775105e-13,7.0563674511387952e-13,1.9988692087713042e-13,5.1765769048529121e-13,1.3757022930490839e-13,3.5812979885347331e-16,9.7876801562301397e-20,5.2178350870217859e-16,1.6325091313833621e-12,1.2996054197333508e-14,2.1322132873814678e-13,6.2085209701776292e-14,1.1363425130643386e-14,5.9101591594001015e-06,8.0879802628365377e-13,1.410501275778029e-08,8.0855215738010417e-13,1.4162692117547848e-13,2.453293194895986e-21,1.4042128263740165e-21
3.425306775744057e-09,0.22499362364125797,76.950000000000003,0.0,0.0,0.0,0.99027627153502917,9.4993622054322948,0.00033003779910538179,0.003732035945884372,0.0030935598340508848,0.00061953700608950973,1.5163630899423598e-09,2.7919928762952163e-07,0.00072475928120018451,9.8647469518831576e-06,7.7818657817826692e-12,2.0892976932221637e-06,4.9381148706968677e-06,0.0010780986041392729,8.7612359104040477e-05,8.4645358906295902e-14,5.7611607826062897e-15,1.5623174923280249e-10,1.6019679216120824e-13,6.7329748975036044e-08,2.2977247080846257e-06,2.6375204388818123e-05,2.6391551802106986e-05,9.9066614685521601e-09,6.1550439034873168e-09,1.0003967076341332e-16,4.8035891949860969e-07,3.5898935313073378e-10,1.0988420352016142e-10,4.6739749997495481e-11,3.4870948787947284e-09,9.9422444902160674e-12,4.8058754475720771e-11,1.1645916168867804e-05,4.1221995347330364e-14,1.2488788680634512e-14,1.4181764890251848e-09,1.5723773569850169e-10,9.5866655032761718e-12,6.0935466045042706e-09,1.8649743517194717e-08,4.7942156810891341e-11,4.4558577745261025e-11,9.4327334551892028e-10,7.1698573176294825e-10,2.2869408640604637e-10,1.5988441408903437e-13,2.5300322428059829e-11,4.2761029231596634e-11,3.7724648639325855e-11,8.4414160648603e-12,1.3197904181756863e-12,9.8113325418394854e-13,3.4069308821541288e-13,3.6774947416834825e-14,2.1840624181642695e-11,1.4546358737325621e-15,5.0509922881284244e-15,3.234424872198379e-10,1.4296073390932632e-13,7.7007126749084137e-13,2.1321704792566785e-13,5.5227751456129978e-13,1.5029134472932136e-13,3.8848127916495796e-16,1.0442258960571886e-19,5.6220115648986177e-16,1.758425305084765e-12,1.3422816111637701e-14,2.265942642513598e-13,6.3930473864756981e-14,1.1740393393820123e-14,6.2650682590951257e-06,8.326628427208994e-13,1.5852048628378576e-08,8.3239745726558252e-13,1.5106499072324453e-13,2.6801491526380438e-21,1.5340603497760792e-21
3.5246117245901755e-09,0.2249935808006392,76.950000000000003,0.0,0.0,0.0,0.98999455815661319,9.4993435830650643,0.00033952398623860223,0.0038388694168823264,0.0031811900636267002,0.00063732260671917529,1.5597678254968585e-09,2.7912398678870005e-07,0.00074566028251350108,1.0147198268917631e-05,8.005266735769619e-12,2.2752384458296686e-06,5.2805597990424019e-06,0.0011092096900167465,9.2727418721044405e-05,8.7068958142288785e-14,6.1342252212145803e-15,1.6759160509406173e-10,1.7450936375756771e-13,6.9858608430823732e-08,2.3657274391473869e-06,2.7978425526045565e-05,2.799579449639792e-05,1.0508846400409468e-08,6.5292410215511776e-09,1.029268922698507e-16,5.0823225811033512e-07,3.7982026149686847e-10,1.1629289215039609e-10,5.403921505151953e-11,3.7366206819295452e-09,1.0647849720224354e-11,5.5710643392496015e-11,1.1982044896609506e-05,4.4171641792575163e-14,1.3382424845546059e-14,1.4237444717174277e-09,1.587918123134349e-10,9.5866182058314024e-12,6.2436066882972091e-09,1.9218980984366487e-08,5.5571422164012443e-11,4.8228498910796472e-11,1.0560410915705286e-09,7.9712229490276329e-10,2.6162476425056113e-10,1.6917149369773478e-13,2.9085460623573633e-11,4.4219884322028044e-11,4.3519338703452695e-11,9.8593757285234157e-12,1.3648733057585282e-12,1.1698864691147597e-12,4.1288735010561392e-13,4.4812333205953e-14,2.3189522140554958e-11,1.5042859710081867e-15,5.2114047921705375e-15,3.4436131206205966e-10,1.5220708311291989e-13,8.3846027844520493e-13,2.2700758229425623e-13,5.8809623351393602e-13,1.6380259770150694e-13,4.2054895413039976e-16,1.1119506024149102e-19,6.04727801066024e-16,1.8908791632994519e-12,1.3849588424152127e-14,2.4036918603912376e-13,6.5775234217546089e-14,1.2117371759925993e-14,6.6301159463171489e-06,8.5652216172693359e-13,1.7755773826676771e-08,8.5623636138579985e-13,1.6080909209279007e-13,2.9210956523945609e-21,1.6719729996215123e-21
3.623916673436294e-09,0.2249935381105851,76.950000000000003,0.0,0.0,0.0,0.98971286159549776,9.4993249621697231,0.00034900555867703481,0.0039456215203294313,0.0032687116891554147,0.0006550860084397691,1.6031393462418793e-09,2.7904868943418502e-07,0.00076655485954870101,1.0429433455245978e-05,8.2283888542221407e-12,2.4717890984330111e-06,5.6371845535326399e-06,0.0011403123918949491,9.7985296979426624e-05,8.9490702849085644e-14,6.5219415205344219e-15,1.7944347009606333e-10,1.8964403115306489e-13,7.2391564162723656e-08,2.4336462953656499e-06,2.9628370035809524e-05,2.9646794533153307e-05,1.1128580147503702e-08,6.9143446138497718e-09,1.0581333571112946e-16,5.3687902795503668e-07,4.0122915295725357e-10,1.2288097326308829e-10,6.2212806885191359e-11,3.9953836597948535e-09,1.1381712236700561e-11,6.4305799153930473e-11,1.2318084741256731e-05,4.7230473200147638e-14,1.4309140060390639e-14,1.4293109629244549e-09,1.6034547648770248e-10,9.5865708003885379e-12,6.3936691939159944e-09,1.978822784314693e-08,6.4140412382632635e-11,5.2075240667059424e-11,1.1785127204679607e-09,8.8342849234020419e-10,2.9812329791048353e-10,1.787165469709556e-13,3.329720547390608e-11,4.5686996765499419e-11,5.0003652515664158e-11,1.1462114410744365e-11,1.4102114530727978e-12,1.387427353724517e-12,4.9762154827489205e-13,5.4290073340305514e-14,2.4578903541440525e-11,1.5542189554906384e-15,5.371821168184265e-15,3.6598240745750435e-10,1.617638359395053e-13,9.1093794386892214e-13,2.4126107598156479e-13,6.2512049743352347e-13,1.7813107112770185e-13,4.5438654207649569e-16,1.1819547084399595e-19,6.4943955073862441e-16,2.0301071043022638e-12,1.4276371142314177e-14,2.5454559536736412e-13,6.7619490838229724e-14,1.2494360234955106e-14,7.0052817711139849e-06,8.8037600063428804e-13,1.9825168504932246e-08,8.8006887642477959e-13,1.7085922709849027e-13,3.1766156642907543e-21,1.8182272177337527e-21
3.7232216222824122e-09,0.22499349557039228,76.950000000000003,0.0,0.0,0.0,0.98943118233478533,9.4993063425419759,0.0003584825175080705,0.0040522918955996929,0.0033561243832163634,0.0006728271452090404,1.6464775057306251e-09,2.7897339570222467e-07,0.00078744301281178275,1.071145155786123e-05,8.4512313075981989e-12,2.6792318747240348e-06,6.0082263334939473e-06,0.001171406711062276,0.00010338580239098681,9.191058484932306e-14,6.9245542143706485e-15,1.917958790096951e-10,2.0562300160829453e-13,7.4928087677969968e-08,2.5014810216834169e-06,3.1324979674705895e-05,3.1344494118283247e-05,1.1765840737335994e-08,7.3103410249390886e-09,1.0869900120683564e-16,5.6629822358584398e-07,4.2321527294151995e-10,1.2964822782480126e-10,7.1334903133702909e-11,4.2633943828108476e-09,1.2144090265407558e-11,7.3928483311474142e-11,1.2654035799789038e-05,5.0398613941857602e-14,1.5268972004956801e-14,1.4348759647228393e-09,1.6189872871935764e-10,9.5865232920379218e-12,6.5437341253370916e-09,2.0357484108750524e-08,7.3732959605169468e-11,5.6101164966838813e-11,1.3112130940426475e-09,9.7616897740048128e-10,3.3845381259580874e-10,1.8851923963876103e-13,3.7968484336348933e-11,4.7162352114179206e-11,5.7237113816041109e-11,1.3266994758324789e-11,1.4558044135172347e-12,1.6370342793474626e-12,5.9661861857517504e-13,6.5412454295026023e-14,2.6008764974236103e-11,1.6044344109866987e-15,5.5322414201004392e-15,3.8830963930325814e-10,1.7163269965281978e-13,9.8763995856384429e-13,2.5598007533768142e-13,6.6335694169375003e-13,1.9330415455021866e-13,4.9004837505906689e-16,1.2542507600504435e-19,6.9641474650943776e-16,2.176352593767375e-12,1.4703164276554942e-14,2.6912299176601743e-13,6.9463243801725224e-14,1.2871358827925035e-14,7.3905449838771696e-06,9.0422437649318022e-13,2.2069448547430308e-08,9.0389500924395292e-13,1.8121539755862078e-13,3.4471976267004254e-21,1.9731025758453646e-21
3.822526571128531e-09,0.2249934531793592,76.950000000000003,0.0,0.0,0.0,0.98914952085666985,9.4992877239782665,0.00036795486382353867,0.0041588801831830184,0.0034434278199782899,0.00069054595130755658,1.6897821579677833e-09,2.7889810572881171e-07,0.00080832474281893139,1.099325162669418e-05,8.6737932704106588e-12,2.8978479872385348e-06,6.3939217415617716e-06,0.0012024926487630701,0.00010892874308353666,9.432859599084563e-14,7.3423072189270368e-15,2.0465734545411743e-10,2.2246841227018559e-13,7.7467708834272398e-08,2.5692313642649817e-06,3.3068195997525754e-05,3.3088835282638174e-05,1.2420606121656364e-08,7.7172165522963718e-09,1.1158388887246434e-16,5.9648883753622742e-07,4.4577786537196775e-10,1.36594434819486e-10,8.1483723775165101e-11,4.5406611364342341e-09,1.2935231601982254e-11,8.4667772092493394e-11,1.2989898171703054e-05,5.3676161376701746e-14,1.6261950175170771e-14,1.4404394792903864e-09,1.634515695182207e-10,9.586475685869447e-12,6.6938014869474074e-09,2.0926749797558784e-08,8.4437672929595739e-11,6.0308541928912894e-11,1.4546791004166115e-09,1.0756102613471983e-09,3.8289104433260712e-10,1.9857923677344251e-13,4.3133612436488767e-11,4.8645935924954066e-11,6.5282535664917674e-11,1.529238744122742e-11,1.5016517406426528e-12,1.9222332434022392e-12,7.1177834730976477e-13,7.8405429603706289e-14,2.7479103030350922e-11,1.65493192365137e-15,5.6926655521362616e-15,4.11346864962185e-10,1.8181537773023844e-13,1.0687035855282697e-12,2.7116712106541555e-13,7.0281218695579994e-13,2.0934955189251422e-13,5.2758941459978756e-16,1.3288512753466146e-19,7.4573397002010517e-16,2.3298661880579574e-12,1.5129967838064331e-14,2.8410087303093989e-13,7.1306493180207557e-14,1.32483675484973e-14,7.7858845369737254e-06,9.2806730608695976e-13,2.4498064259382683e-08,9.2771476688156037e-13,1.9187760529918052e-13,3.7333355843639463e-21,2.1368818546538583e-21
3.921831519974649e-09,0.22499341093678507,76.950000000000003,0.0,0.0,0.0,0.98886787764243256,9.4992691062757757,0.00037742259871969804,0.0042653860246898928,0.0035306216752031242,0.00070824236133945986,1.7330531574114317e-09,2.7882281964968503e-07,0.00082920005009649736,1.1274832714625912e-05,8.8960739212368992e-12,3.1279176342608044e-06,6.7945067804181975e-06,0.0012335702062040369,0.00011461392680322205,9.67447281468139e-14,7.7754438294487733e-15,2.1803636177899495e-10,2.4020232945296704e-13,8.0010009396125909e-08,2.6368970704928388e-06,3.4857960357465171e-05,3.4879759882860088e-05,1.3092854176540296e-08,8.1349574463677178e-09,1.1446799882001402e-16,6.274498601090027e-07,4.6891617250576362e-10,1.4371937135301049e-10,9.2741400726098342e-11,4.8271901477582589e-09,1.3755373968983964e-11,9.6617683008841797e-11,1.3325671959001483e-05,5.7063188529863285e-14,1.728809669473223e-14,1.446001509258053e-09,1.6500399940746991e-10,9.5864279870819127e-12,6.8438712837318764e-09,2.1496024926922617e-08,9.6348062906114582e-11,6.4699553010359507e-11,1.6094595155554943e-09,1.1820205692956248e-09,4.3172037993556038e-10,2.088962027191686e-13,4.8828299203629722e-11,5.0137733753890062e-11,7.4206103974229364e-11,1.7557691466518314e-11,1.5477529879785929e-12,2.2468065632085891e-12,8.4518955865195368e-13,9.3518166034565579e-14,2.8989914302781247e-11,1.7057110818075273e-15,5.8530935685486766e-15,4.3509793326087342e-10,1.9231356986183803e-13,1.1542676976339108e-12,2.8682474821890126e-13,7.4349283916513337e-13,2.2629528969228352e-13,5.6706526838740563e-16,1.4057687446047877e-19,7.9748005239726564e-16,2.4909055602641552e-12,1.5556781838122051e-14,2.9947873522571167e-13,7.3149239043490054e-14,1.3625386406261667e-14,8.1912790863926764e-06,9.519048059468932e-13,2.7120699042985938e-08,9.5152815655195609e-13,2.0284585215550128e-13,4.0355293352091963e-21,2.3098511278588743e-21
4.021136468820767e-09,0.22499336884197105,76.950000000000003,0.0,0.0,0.0,0.98858625317243443,9.4992504892324163,0.00038688572329722691,0.0043718090628559834,0.0036177056262496794,0.00072591631023321646,1.7762903589749249e-09,2.7874753760032617e-07,0.00085006893518097882,1.1556193877500089e-05,9.1180724427278323e-12,3.369719996762814e-06,7.2102168495472041e-06,0.0012646393845599454,0.00012044116091684819,9.9158973215807964e-14,8.2242067168830482e-15,2.3194139894692467e-10,2.5884674794525846e-13,8.2554617303586138e-08,2.704477888982667e-06,3.6694213906325939e-05,3.6717209602218809e-05,1.3782562702461861e-08,8.5635499106134604e-09,1.1735133115851896e-16,6.5918027918856521e-07,4.9262943479449809e-10,1.5102281274749353e-10,1.0519404563590933e-10,5.1229857891216355e-09,1.4604745360412893e-11,1.0987730085634792e-10,1.3661357266182794e-05,6.0559746499860985e-14,1.8347427044389372e-14,1.4515620573409384e-09,1.6655601892183472e-10,9.5863802008698793e-12,6.993943521032579e-09,2.2065309515422909e-08,1.0956266536655872e-10,6.9276294065934307e-11,1.7761148650998815e-09,1.2956697031088235e-09,4.852378911477927e-10,2.1946980102943703e-13,5.5089653776648576e-11,5.1637731153867812e-11,8.4077460592556276e-11,2.0083353693726204e-11,1.5941077089600568e-12,2.6148013966090479e-12,9.9914272937727408e-13,1.1102464631953857e-13,3.0541195386168426e-11,1.7567714758744001e-15,6.0135254739124327e-15,4.5956668448340845e-10,2.0312897194763887e-13,1.2444728216623517e-12,3.0295548619948777e-13,7.8540548954085592e-13,2.4416972581621714e-13,6.0853220793036351e-16,1.4850156302572233e-19,8.5173808404079243e-16,2.6597355291320947e-12,1.5983606288851028e-14,3.152560726833606e-13,7.499148145936602e-14,1.4002415411534113e-14,8.6067069934061324e-06,9.7573689236631734e-13,2.9947268060787051e-08,9.7533518564481403e-13,2.1412013997185041e-13,4.3542845857620866e-21,2.4922998511158233e-21
4.1204414176668846e-09,0.22499332689421872,76.950000000000003,0.0,0.0,0.0,0.98830464792611117,9.499231872646849,0.00039634423866121289,0.0044781489415467411,0.0037046793520773267,0.00074356773324235615,1.8194936180288039e-09,2.7867225971595649e-07,0.00087093139861900025,1.1837334174135209e-05,9.3397880216174579e-12,3.6235332353780673e-06,7.641286742007805e-06,0.0012957001849786941,0.00012641025241420735,1.0157132312193401e-13,8.6888379245580065e-15,2.4638090641649689e-10,2.7842359034214754e-13,8.5101201575507248e-08,2.77197356959461e-06,3.8576897594728258e-05,3.860112595145376e-05,1.4489709424371652e-08,9.0029801015566281e-09,1.2023388599451815e-16,6.9167908007403482e-07,5.1691689075939741e-10,1.5850453262646888e-10,1.1893181590800003e-10,5.4280507610401996e-09,1.5483564374144748e-11,1.2455090310306832e-10,1.3996954200230858e-05,6.4165866621088005e-14,1.943995071710643e-14,1.4571211260062158e-09,1.6810762860601723e-10,9.5863323323219372e-12,7.1440182043477202e-09,2.2634603583089887e-08,1.241851645886518e-10,7.4040778298686538e-11,1.9552172864823172e-09,1.4168289109338677e-09,5.4375036325028065e-10,2.3029969441150817e-13,6.195618972347079e-11,5.3145913672983359e-11,9.4969785938326191e-11,2.2890887560992802e-11,1.6407154568782515e-12,3.0305380808823162e-12,1.1761430293692318e-12,1.312253282694949e-13,3.2132942876862271e-11,1.8081126983230825e-15,6.1739612733663349e-15,4.8475695036348906e-10,2.1426327609406963e-13,1.3394611846696766e-12,3.1956185875046477e-13,8.2855671456218285e-13,2.6300155865003181e-13,6.5204718714804954e-16,1.5666043668665483e-19,9.0859542540178623e-16,2.8366280910349696e-12,1.6410441203885574e-14,3.3143237800818769e-13,7.6833220493907933e-14,1.4379454576066785e-14,9.0321463262447874e-06,9.995635814142231e-13,3.2987916886507856e-08,9.9913586172432971e-13,2.2570047060116764e-13,4.6901131150325786e-21,2.6845209558407908e-21
4.2197463665130025e-09,0.22499328509283184,76.950000000000003,0.0,0.0,0.0,0.98802306238196802,9.4992132563184715,0.00040579814592114389,0.0045844053057619563,0.0037915425332496031,0.00076119656594620451,1.8626627904026505e-09,2.7859698613153759e-07,0.00089178744096729318,1.2118252666336812e-05,9.5612198487322506e-12,3.8896344874101904e-06,8.0879506412251535e-06,0.0013267526085858159,0.00013252100791040952,1.0398176981492996e-13,9.1695788648802269e-15,2.6136331202621637e-10,2.9895470640114115e-13,8.7649467775900344e-08,2.8393838634330844e-06,4.0505952172342694e-05,4.0531450269629316e-05,1.5214271991781766e-08,9.4532341288357466e-09,1.2311566343247117e-16,7.2494524533116357e-07,5.4177777688055002e-10,1.6616430299182232e-10,1.3404897897523541e-10,5.7423862565918405e-09,1.6392040532716922e-11,1.4074808466425251e-10,1.433246287060416e-05,6.7881562407279678e-14,2.0565671806861178e-14,1.4626787175447516e-09,1.6965882901502475e-10,9.5862843864433918e-12,7.2940953393827551e-09,2.3203907151353443e-08,1.4032451579337973e-10,7.8994939105872221e-11,2.1473503913373065e-09,1.5457707630475716e-09,6.0757531843110889e-10,2.4138554467716506e-13,6.9467829015635214e-11,5.4662266852155836e-11,1.0695988117578132e-10,2.6002891032383264e-11,1.6875757848061092e-12,3.4986182823945893e-12,1.3789237860353658e-12,1.5444886006409467e-13,3.3765153373017689e-11,1.8597343436060255e-15,6.3344009725620699e-15,5.1067255407655517e-10,2.2571817061044926e-13,1.4393767626483026e-12,3.3664638395181302e-13,8.7295307595496456e-13,2.8281983675735211e-13,6.9766786188799594e-16,1.6505473611002827e-19,9.6814171879448552e-16,3.0218624551294629e-12,1.6837286598233097e-14,3.4800714207776343e-13,7.8674456211733826e-14,1.4756503912901981e-14,9.4675748617875864e-06,1.0233848889483894e-12,3.6253020143484556e-08,1.0229301925284726e-12,2.3758684590594751e-13,5.0435329467617088e-21,2.8868109478010849e-21
4.3190513153591205e-09,0.22499324343711477,76.950000000000003,0.0,0.0,0.0,0.98774149701757274,9.4991946400474312,0.00041524744619089715,0.0046905778016402703,0.0038782948519377799,0.00077880274425060037,1.9057977323869283e-09,2.7852171698177091e-07,0.00091263706279267633,1.2398948418909558e-05,9.7823671189996928e-12,4.1682998638762755e-06,8.5504421177997199e-06,0.0013577966564884776,0.00013877323364821565,1.063903052702665e-13,9.666670316050648e-15,2.7689702187916767e-10,3.204618724209234e-13,9.019915398011859e-08,2.9067085228432859e-06,4.2481318188133321e-05,4.2508123724995073e-05,1.5956227978854869e-08,9.9142980552601757e-09,1.2599666357513376e-16,7.5897775466109031e-07,5.6721132749871199e-10,1.7400189429336303e-10,1.506439748570807e-10,6.0659921091658084e-09,1.7330374592885907e-11,1.5858388206197611e-10,1.4667883389224867e-05,7.1706831298301681e-14,2.1724589537855505e-14,1.4682348343133476e-09,1.7120962071525083e-10,9.5862363682318326e-12,7.44417493219915e-09,2.377322024288875e-08,1.5809506697373423e-10,8.4140632824062603e-11,2.3531091282115387e-09,1.6827690336974121e-09,6.7704103418922996e-10,2.5272701269914976e-13,7.7665905297182338e-11,5.6186776222336373e-11,1.2012824992838716e-10,2.944306377761484e-11,1.73468824551112e-12,4.0239329504361074e-12,1.6104603705357242e-12,1.8105385147159311e-13,3.5437823474704548e-11,1.9116360080739472e-15,6.4948445774875999e-15,5.3731731023163463e-10,2.3749534000538824e-13,1.5443653314563163e-12,3.5421157421484259e-13,9.1860112067778176e-13,3.0365396900126257e-13,7.4545261035642938e-16,1.7368569917045276e-19,1.0304689012821192e-15,3.2157250818273651e-12,1.7264142487794339e-14,3.6497985404501492e-13,8.0515188676249448e-14,1.5133563435861992e-14,9.912970087265501e-06,1.0472008306280928e-12,3.9753180130879537e-08,1.0467181859682802e-12,2.4977926775960248e-13,5.4150685299195544e-21,3.0994700104283654e-21
4.4183562642052385e-09,0.22499320192637373,76.950000000000003,0.0,0.0,0.0,0.98745995230955108,9.4991760236346092,0.00042469214058873044,0.0047966660764636807,0.0039649359919243813,0.00079638620438860451,1.9488983007348582e-09,2.7844645240109096e-07,0.00093348026467203601,1.2679420499669136e-05,1.000322903145739e-11,4.4598044465850349e-06,9.0289941263346758e-06,0.0013888323297790422,0.00014516673550037318,1.0879692148925086e-13,1.0180352418799198e-14,2.9299042022824477e-10,3.4296679064193849e-13,9.2750027185702562e-08,2.9739473014127036e-06,4.4502935990603886e-05,4.4531087315843335e-05,1.6715554884494831e-08,1.0386157896866428e-08,1.2887688652388714e-16,7.9377558478423962e-07,5.9321677472846881e-10,1.8201707549177279e-10,1.6881947702501277e-10,6.3988669252641892e-09,1.8298758844356635e-11,1.7817889696737308e-10,1.5003215870467991e-05,7.5641656229982689e-14,2.2916698740115464e-14,1.4737894788277863e-09,1.7276000428483172e-10,9.5861882827067757e-12,7.5942569892658071e-09,2.4342542881565509e-08,1.7761668005305738e-10,8.9479641377155938e-11,2.5730996455815002e-09,1.8280985886414041e-09,7.5248655703020119e-10,2.6432375837264494e-13,8.6593166484644049e-11,5.771942730230778e-11,1.3455917952439469e-10,3.3236223596172045e-11,1.78205239138668e-12,4.6116700696759016e-12,1.873984503558511e-12,2.114307007295954e-13,3.7150949784005165e-11,1.9638172899139591e-15,6.655292094399223e-15,5.6469502486201437e-10,2.4959646498261181e-13,1.654574519986002e-12,3.722599362759612e-13,9.6550738090597495e-13,3.2553373512272287e-13,7.9546055445072139e-16,1.8255456094737903e-19,1.0956712186746004e-15,3.4185097247051973e-12,1.7691008889179012e-14,3.8235000134033923e-13,8.2355417949857634e-14,1.5510633159351116e-14,1.0368309201979074e-05,1.0710114219262616e-12,4.3499225437822099e-08,1.0704998501271134e-12,2.6227773804740356e-13,5.8052509273503267e-21,3.3228021127951367e-21
