Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155),S(4335),S(4374),S(4387),S(4887)
1.8327077909137052e-10,0.40910552436748604,76.950000000000003,0.0,0.0,0.0,2.5650014591010264e-05,9.499991182575652,0.0003998027111329321,0.0019167204526118228,0.00080087036128778676,3.3549336331068335e-06,9.6813086288950393e-11,3.6666998776703613e-05,0.17869867735972836,5.106574462458809e-07,1.2395068671777203e-14,8.9204761815328969e-10,1.7879171195685533e-06,0.8042496180683838,3.2215228169155153e-06,1.5337910717911442e-15,1.1901442396907972e-14,2.3394521391217334e-09,2.1366857968302886e-14,0.00057902849753676893,3.0815276064848887e-05,0.0011463917848901449,0.0011465638402304819,7.1137113910131247e-08,3.4422478441841862e-08,4.9742763918599614e-07,6.4260759448924265e-05,7.9367754878255456e-09,1.9184046890384976e-09,6.8494453376412935e-10,1.761456889103449e-09,1.4930699396169254e-07,4.4814151401595647e-09,0.011011601950174628,6.9963389231136819e-15,3.0036765894524621e-15,4.4401376686976577e-06,1.3365218446240829e-06,2.5703458117559836e-07,0.00025748153083712875,0.00072369111423876465,3.6038338802418691e-09,1.7182798709853653e-09,2.8332853268105916e-10,2.4256458114755658e-10,2.7742049163093375e-11,2.0851041719970857e-09,4.8858651853720982e-14,1.0032739152657026e-07,1.6262055396533183e-13,9.7431565580816692e-12,1.1393901658075542e-09,1.0040838560937005e-14,1.1029299000736685e-15,2.2256126355232775e-18,3.2051095523534783e-05,3.4165350911894985e-11,8.711685973623891e-07,8.8172046667403121e-07,2.8593972914873009e-11,3.6371188348135384e-09,5.8657089790528318e-11,1.5867965777633084e-10,1.5014811488280276e-11,5.339301170176866e-11,8.6750288473963298e-19,1.4663276900128555e-10,1.3908003720852085e-07,2.36559080812665e-07,5.5605411474076717e-09,2.4870901266986245e-09,1.9562145405126289e-07,4.8155938003144742e-06,6.3146490217881702e-09,5.2669879545190041e-10,6.3146883261249848e-09,5.0731369331829403e-06,7.3554145458682025e-20,4.3537141656715443e-20,2.332334346224935e-17,4.4495566044417999e-12,8.0855342489792761e-11,3.8582359945301096e-20,5.5624162404321414e-14,3.0679898830146857e-08,1.9533454018709832e-10,1.0892205348623991e-08,8.253949575940558e-09,7.2731510358906316e-09,3.7646792979378356e-12,4.5614527760171721e-13,4.7161154212638741e-12,1.1435581447074488e-17,4.1318811492783622e-09,2.2869908500930053e-17,1.2453366045037433e-07,7.65182092221509e-11,7.489345382180149e-15,3.2647219566227127e-10,6.4475814566534464e-15,2.4175231807970141e-08,3.1968472719653763e-06,4.3385883284667234e-08,3.4370836856065907e-14,3.7166697847314257e-12,1.6602076594117626e-18,1.9399467129788414e-15,5.2731612829545227e-17,9.6557959962371717e-16
1.8426100129550275e-10,0.40910554410723665,76.950000000000003,0.0,0.0,0.0,2.5594121459309477e-05,9.4999911839817557,0.00039978846944428888,0.0019163568401539101,0.0007968346252584873,3.3380273354865605e-06,9.6794715655565732e-11,3.6640246725161313e-05,0.17855997132124896,5.1056054711019588e-07,1.2332607012947092e-14,8.9273612603004052e-10,1.7977390357369553e-06,0.80438522476279917,3.2215513147523118e-06,1.5335000292727775e-15,1.1966814418728291e-14,2.3543047005890737e-09,2.1392485964478683e-14,0.00057914498246995172,3.0659992278313125e-05,0.0011505938939465931,0.0011507670222553061,7.1397963013190182e-08,3.4548780468008351e-08,4.9751152410229954e-07,6.4606848443298363e-05,7.9795305151998989e-09,1.9287493671417579e-09,6.9039905473455861e-10,1.7709667739554865e-09,1.5028103952113295e-07,4.5427604630890805e-09,0.011014397354081438,7.0341114416842787e-15,3.0198930096623538e-15,4.4398955938918664e-06,1.336692422675854e-06,2.5692466692791034e-07,0.00025749015285180877,0.00072372105256540719,3.6485893275233069e-09,1.7296224301080756e-09,2.8546259025480836e-10,2.4418289870959853e-10,2.8078419007426263e-11,2.0964133439066568e-09,4.946211198327246e-14,1.0049455881823473e-07,1.6476666978622273e-13,9.884887228412954e-12,1.1412894382993364e-09,1.0193298358890356e-14,1.1214170753123932e-15,2.2645082000139766e-18,3.2246038172842141e-05,3.4224531810426526e-11,8.7125019148146885e-07,8.8734374595086461e-07,2.8776352519091187e-11,3.6618391086594068e-09,5.903127602276714e-11,1.596987197989206e-10,1.5117705240003933e-11,5.3754766409838596e-11,8.7307410387112767e-19,1.4750066223007115e-10,1.399021530697033e-07,2.3658159601590382e-07,5.580955706032909e-09,2.4875093715980043e-09,1.9564332363322995e-07,4.8307167626040291e-06,6.3162171235918791e-09,5.3016400312685913e-10,6.3162564338470163e-09,5.1089309524940548e-06,7.4058198541750274e-20,4.383549371161069e-20,2.3662640884601426e-17,4.5187817500055209e-12,8.1365602202393783e-11,3.8825825308588925e-20,5.5975208116322018e-14,3.0889002165911149e-08,1.9766375647510875e-10,1.0966629294612942e-08,8.3451445504498806e-09,7.3662457939022969e-09,3.8128894221024469e-12,4.6198538480656431e-13,4.76885021519894e-12,1.1571941817770259e-17,4.160397576429705e-09,2.3142621371712346e-17,1.2620213364492039e-07,7.7392424418019775e-11,7.5749155692654644e-15,3.3063458793512594e-10,6.5475411018777569e-15,2.4157593554105277e-08,3.2145001111214336e-06,4.3828036533073335e-08,3.4721120090066802e-14,3.764566814421233e-12,1.6823945094895216e-18,1.9773603593168494e-15,5.3748593549499832e-17,9.8425320747755097e-16
1.8525122349963497e-10,0.40910556374751017,76.950000000000003,0.0,0.0,0.0,2.5541090113666202e-05,9.499991185328847,0.00039977422656926062,0.0019159932969802951,0.00079281922605953302,3.3212062334356791e-06,9.6776348546411937e-11,3.6613558894639942e-05,0.17842137479099429,5.1046366656381058e-07,1.2270460115912178e-14,8.934066131859214e-10,1.8075590940032138e-06,0.80452072124297791,3.2215798086792711e-06,1.5332090425885168e-15,1.2032174074315419e-14,2.3691547959671609e-09,2.1417704472222202e-14,0.00057926067800148325,3.0505490996771805e-05,0.0011547748216966401,0.001154949023679998,7.1657497245378146e-08,3.4674445839350196e-08,4.9759534082787406e-07,6.4952864041799125e-05,8.0222764731061111e-09,1.9390918508690603e-09,6.958477172839688e-10,1.780474641533403e-09,1.5125497564320606e-07,4.604492222919589e-09,0.011017191406778667,7.0718759457695401e-15,3.0361059891101032e-15,4.4396585464765604e-06,1.3368632955768959e-06,2.5681511340428417e-07,0.00025749878853376681,0.00072375096360333981,3.6935381977167705e-09,1.740963780647578e-09,2.8759848479839157e-10,2.457997932607373e-10,2.8416723186177902e-11,2.1077201436754083e-09,5.0069124614993016e-14,1.0066174487029351e-07,1.6692893500940822e-13,1.0027698867467228e-11,1.1431889240079635e-09,1.0346986814148829e-14,1.1400985161818864e-15,2.3038403000054957e-18,3.2440904131429549e-05,3.4283719221302613e-11,8.7133075835656774e-07,8.9297175651074901e-07,2.8958885568191874e-11,3.6865633465919981e-09,5.9405777090381014e-11,1.607186394383049e-10,1.5220616048851549e-11,5.411657739576526e-11,8.7865001159955398e-19,1.4836861784635667e-10,1.4072432733462394e-07,2.3660382862351798e-07,5.6012673623030725e-09,2.4879282761981388e-09,1.9566492827675036e-07,4.8458154924337742e-06,6.3177845300442957e-09,5.3363530472241297e-10,6.3178238462119644e-09,5.1447260282019818e-06,7.4562335183790401e-20,4.4133895225564199e-20,2.4004526289645925e-17,4.5885435122446421e-12,8.1876272589853847e-11,3.906948650600081e-20,5.6326536365548996e-14,3.1098032924855669e-08,2.000075570057587e-10,1.1041027550177277e-08,8.4368510579600362e-09,7.4599584938003263e-09,3.8614197019331071e-12,4.6786426715932878e-13,4.8218840991041388e-12,1.1709155995499104e-17,4.1889047134877198e-09,2.3417041849485394e-17,1.2788178493955493e-07,7.8271335312904092e-11,7.6609454102009678e-15,3.3482448691788909e-10,6.6484651763749631e-15,2.4139997651830478e-08,3.2321250349146375e-06,4.4271801399770402e-08,3.5072680090323746e-14,3.8127837191570865e-12,1.7047411597074197e-18,2.0152720046062879e-15,5.4779110962714281e-17,1.0031760855238531e-15
1.872316679078994e-10,0.4091056027316285,76.950000000000003,0.0,0.0,0.0,2.5442771418436109e-05,9.4999911878472272,0.00039974573760202272,0.0019152664184325862,0.00078484902874489829,3.2878179008783349e-06,9.673962489758597e-11,3.6560362993840758e-05,0.17814451008266863,5.1026996122200203e-07,1.2147104270419284e-14,8.946941258569583e-10,1.8271936384126538e-06,0.80479138445298171,3.2216367883589546e-06,1.5326272366714414e-15,1.2162856296587237e-14,2.3988475344039214e-09,2.1466925421359441e-14,0.00057948982107825647,3.0198820195550422e-05,0.0011630735596946896,0.0011632499111236107,7.2172647568798318e-08,3.4923879435022225e-08,4.9776277026319237e-07,6.5644675128359261e-05,8.1077411901391691e-09,1.9597702375271009e-09,7.0672671804276408e-10,1.7994843270127726e-09,1.5320250772085337e-07,4.7291087211516291e-09,0.0110227754729691,7.147380919085511e-15,3.0685216294119039e-15,4.4391981630166264e-06,1.3372058259346167e-06,2.5659700831721321e-07,0.0002575160965442805,0.00072381070919693021,3.7840076217342294e-09,1.7636427096941764e-09,2.9187561820330499e-10,2.4902916538062092e-10,2.9099117825525956e-11,2.1303266281165504e-09,5.1293777685831294e-14,1.0099617317146351e-07,1.7130197516100423e-13,1.0316561398019979e-11,1.146988534122339e-09,1.0658046716759915e-14,1.1780470527092773e-15,2.3838220624363057e-18,3.2830406082135416e-05,3.440211355411477e-11,8.7148901398016609e-07,9.0424195611569952e-07,2.9324411503013586e-11,3.7360233057906195e-09,6.0155722709891108e-11,1.6276104878457435e-10,1.5426487068482997e-11,5.4840362291179987e-11,8.8981587763316303e-19,1.5010471671671339e-10,1.4236885165992095e-07,2.366475020643724e-07,5.6415840393845057e-09,2.4887650672531727e-09,1.957073952513233e-07,4.875940705637128e-06,6.3209172490376515e-09,5.4059608944810223e-10,6.320956577013139e-09,5.2163191907225783e-06,7.5570850476723298e-20,4.4730841499967346e-20,2.4696052303340343e-17,4.7296707402721936e-12,8.2898844061820775e-11,3.9557395770099311e-20,5.703003956236899e-14,3.1515876278636057e-08,2.0473895967403265e-10,1.1189746831627211e-08,8.6217999943461512e-09,7.6492393803615558e-09,3.9594415892398028e-12,4.7973846154011744e-13,4.928849913797856e-12,1.1986148633331694e-17,4.245891050011648e-09,2.3971011348847948e-17,1.3127460330230876e-07,8.0043225539097202e-11,7.8343822269612823e-15,3.4328687940890135e-10,6.8532207449744453e-15,2.4104924392181918e-08,3.267291315578872e-06,4.5164133441124739e-08,3.5779604604676357e-14,3.9101780209059135e-12,1.7499140541381568e-18,2.0926035759615803e-15,5.6881144138441387e-17,1.0417768251018079e-15
1.890140678753374e-10,0.40910563748212564,76.950000000000003,0.0,0.0,0.0,2.5362084138972189e-05,9.4999911899150042,0.00039972009428228326,0.0019146124645580034,0.00077774438041269595,3.2580554859117331e-06,9.670658565845975e-11,3.6512675826019454e-05,0.17789570590550682,5.1009568994730431e-07,1.2037144665344378e-14,8.9579275330175647e-10,1.844858378320042e-06,0.80503460655976578,3.221688065041875e-06,1.5321038021711392e-15,1.2280428028765767e-14,2.4255624339526936e-09,2.1509854738630874e-14,0.00057969364159231513,2.9925453289947897e-05,0.0011704710490240109,0.0011706493373126565,7.2631852128230615e-08,3.5146224329905696e-08,4.9791322488320034e-07,6.6267054285013599e-05,8.1846284419114905e-09,1.9783732865722182e-09,7.1649592894767098e-10,1.8165861502224328e-09,1.5495488331882302e-07,4.8425692110765604e-09,0.011027796546078609,7.215308006997244e-15,3.0976839474931803e-15,4.4387977726624015e-06,1.3375148754191195e-06,2.5640175786559648e-07,0.00025753171018051029,0.0007238643996534559,3.8660700831710837e-09,1.7840492546646012e-09,2.9573090566206634e-10,2.5193036588739626e-10,2.9719846199854103e-11,2.1506643547577401e-09,5.2408039975412399e-14,1.0129722259057715e-07,1.7529309413834231e-13,1.0580225141434622e-11,1.1504089100185424e-09,1.094219481547489e-14,1.2128722554167997e-15,2.4573184891140337e-18,3.3180695823342884e-05,3.450869066011937e-11,8.7162842156507486e-07,9.144012782396908e-07,2.9653908377584985e-11,3.7805498249449049e-09,6.0831747943263939e-11,1.6460214327042815e-10,1.5611824988834385e-11,5.5491946696078495e-11,8.9988115393130912e-19,1.5166742023696462e-10,1.438491247315956e-07,2.3668597667775354e-07,5.6775222976193109e-09,2.4895170220113623e-09,1.957448359846128e-07,4.902971648757388e-06,6.3237342997928878e-09,5.4688138744528035e-10,6.3237736383759161e-09,5.2807562688511526e-06,7.6478778787228321e-20,4.5268249733811687e-20,2.5327254006359424e-17,4.8585048564124894e-12,8.3820559565432589e-11,3.9997182272812363e-20,5.766415642641716e-14,3.1891686057931585e-08,2.0904722269618044e-10,1.1323505948605593e-08,8.7900067924006191e-09,7.8217097036747488e-09,4.0487583777196807e-12,4.9055810878274161e-13,5.0261439809647264e-12,1.2238369198980493e-17,4.2971468210760169e-09,2.4475438257974435e-17,1.3436632242863965e-07,8.1653939280249027e-11,7.9920428016245114e-15,3.5099729207388113e-10,7.0408344720417153e-15,2.407348318972221e-08,3.2988459467210369e-06,4.5972662710442455e-08,3.6420138797236177e-14,3.998929038746117e-12,1.7911166392448398e-18,2.1639409787744096e-15,5.8820243487748707e-17,1.0773879886186891e-15
1.9079646784277538e-10,0.4091056719180375,76.950000000000003,0.0,0.0,0.0,2.528778625819816e-05,9.4999911917963118,0.0003996944482912634,0.0019139587349567683,0.00077070404511979699,3.2285624925367074e-06,9.6673557825360846e-11,3.6465152495085804e-05,0.17764725578446414,5.0992147883610555e-07,1.1928180459730199e-14,8.9683529812299084e-10,1.8625171047583767e-06,0.80527747476447997,3.2217393410593413e-06,1.53158054837561e-15,1.2397959732690886e-14,2.4522691479087844e-09,2.1551504917367969e-14,0.00057989533950950252,2.9654560971413813e-05,0.0011778015547849589,0.0011779817821333505,7.3086898555842884e-08,3.536655587523151e-08,4.9806346055464454e-07,6.6889195936103906e-05,8.2614863456530623e-09,1.9969692348117217e-09,7.2624332737999093e-10,1.8336814457222678e-09,1.56706860639198e-07,4.9572568380304353e-09,0.011032813292582995,7.2832091610776688e-15,3.1268351317159309e-15,4.4384089732228239e-06,1.337824537656551e-06,2.5620740118632563e-07,0.00025754735309810995,0.00072391802023356183,3.9487258760819682e-09,1.8044513445430553e-09,2.9959150632205556e-10,2.5482639165850709e-10,3.0346775860511342e-11,2.1709944009488067e-09,5.35336951074614e-14,1.0159833246149033e-07,1.7933676853651248e-13,1.0847376085554175e-11,1.1538299729753023e-09,1.1230311033407233e-14,1.2483378706472439e-15,2.5322600104786246e-18,3.353073750630839e-05,3.4615288763194599e-11,8.7176522830114957e-07,9.2457587006599809e-07,2.9983900479840305e-11,3.8250876768695619e-09,6.15087892756512e-11,1.6644600562887235e-10,1.5797211636605733e-11,5.6143691605546864e-11,9.0996156220799836e-19,1.5323032767426848e-10,1.4532958921437571e-07,2.3672373580046002e-07,5.7131351383934571e-09,2.4902678840424833e-09,1.9578160592962633e-07,4.929925816521777e-06,6.326549071723593e-09,5.531860463389345e-10,6.3265884208958442e-09,5.3451962048179173e-06,7.7386945802284254e-20,4.5805799258316088e-20,2.5966804542588297e-17,4.9890530494954786e-12,8.474360049522765e-11,4.0437600817117907e-20,5.8299185160857665e-14,3.226725919861443e-08,2.1340292844883354e-10,1.1457181283947441e-08,8.9598760853941451e-09,7.9961886106138173e-09,4.1391158134223325e-12,5.0150379235249562e-13,5.1244101125806089e-12,1.249336720905527e-17,4.3483722598146517e-09,2.4985420034054286e-17,1.374941864491958e-07,8.3279794691452365e-11,8.1511855681447583e-15,3.5879711535993489e-10,7.2316276465042102e-15,2.4042150029078521e-08,3.3303108277719093e-06,4.6786288154034237e-08,3.7064710311098569e-14,4.0887198191817665e-12,1.8328376576729947e-18,2.2369474599850154e-15,6.0804712019312783e-17,1.1138346892171225e-15
1.9257886781021337e-10,0.409105706042211,76.950000000000003,0.0,0.0,0.0,2.521904385324088e-05,9.4999911934928889,0.0003996687999688126,0.0019133052295508045,0.00076372744068875671,3.199336481796347e-06,9.6640541393613801e-11,3.6417780182160365e-05,0.17739915938742495,5.0974732786374323e-07,1.1820202642656846e-14,8.9782260287272176e-10,1.8801698200126663e-06,0.80551999008868025,3.221790619755612e-06,1.5310574752107779e-15,1.2515451422892753e-14,2.4789676128835302e-09,2.1591893378547208e-14,0.00058009505620650428,2.9386120839125028e-05,0.0011850656833435488,0.0011852478519181382,7.3537824494313793e-08,3.5584892297422314e-08,4.9821347791367467e-07,6.7511100190986554e-05,8.3383149150002101e-09,2.0155580855479526e-09,7.3596790925443925e-10,1.8507702165513816e-09,1.5845842493455811e-07,5.0731620501562558e-09,0.011037825728688666,7.3510843935074873e-15,3.1559751873095222e-15,4.4380304050579724e-06,1.3381347135892791e-06,2.5601385863610686e-07,0.00025756302090938169,0.00072397157636004976,4.0319625137277809e-09,1.8248487973259832e-09,3.034571872379882e-10,2.5771703900945686e-10,3.0979881405477017e-11,2.1913167687624333e-09,5.4670697837780457e-14,1.0189950265659609e-07,1.8343307958992522e-13,1.1118007892315729e-11,1.1572517215454926e-09,1.1522389784305932e-14,1.2844479343923655e-15,2.6086579926649621e-18,3.3880531293988033e-05,3.4721907823452348e-11,8.7189966428352789e-07,9.3476570928179034e-07,3.0314387086492172e-11,3.8696363493539281e-09,6.2186845223026481e-11,1.682926318178268e-10,1.5982644795356161e-11,5.6795589617030441e-11,9.2005708036515582e-19,1.5479343965068296e-10,1.4681024586562065e-07,2.3676084273532595e-07,5.7484255075351186e-09,2.4910176564940527e-09,1.9581776445339395e-07,4.9568038496232879e-06,6.3293615580889515e-09,5.5950992683153953e-10,6.3294009178322459e-09,5.4096388198334374e-06,7.829534066405079e-20,4.6343483646659573e-20,2.6614688742046929e-17,5.1213056447465711e-12,8.5667964917232561e-11,4.0878650480705594e-20,5.893512443515551e-14,3.264259527111854e-08,2.1780614791498816e-10,1.1590772680232843e-08,9.131409786788588e-09,8.172678515577442e-09,4.2305151473084557e-12,5.1257566375031302e-13,5.2236494328279275e-12,1.275114681881898e-17,4.3995672983281033e-09,2.5500964987925156e-17,1.4065816823365773e-07,8.4920764737951183e-11,8.3118078801294671e-15,3.6668645731383059e-10,7.4256206032038158e-15,2.4010916455749477e-08,3.3616862188676545e-06,4.7604963491621344e-08,3.7713282481274515e-14,4.1795516219127721e-12,1.8750773139891353e-18,2.3116438720797315e-15,6.2835116551206291e-17,1.1511273987325345e-15
1.9436126777765137e-10,0.4091057398574691,76.950000000000003,0.0,0.0,0.0,2.5155132806472253e-05,9.4999911950064586,0.00039964314961040028,0.0019126519482619731,0.00075681399021213023,3.1703750368132633e-06,9.6607536358546337e-11,3.6370547743903286e-05,0.17715141635990053,5.0957323700557122e-07,1.1713202284778904e-14,8.9875549843164997e-10,1.8978165263602466e-06,0.8057621534767988,3.2218419039623496e-06,1.5305345826026142e-15,1.2632903113962251e-14,2.5056577703567316e-09,2.1631037310929808e-14,0.0005802929224052939,2.9120110695065824e-05,0.0011922640355772768,0.0011924481475107216,7.3984667245573943e-08,3.5801251657912177e-08,4.9836327754814535e-07,6.8132767157998901e-05,8.4151141634614417e-09,2.0341398420521336e-09,7.4566870123347133e-10,1.86785246572005e-09,1.6020956228709409e-07,5.190275189154886e-09,0.011042833869251157,7.4189337163513583e-15,3.1851041194534867e-15,4.4376608872149956e-06,1.3384453172253691e-06,2.5582106100212071e-07,0.00025757870978264564,0.000724025072771208,4.1157675290209433e-09,1.8452414412402121e-09,3.0732771898869099e-10,2.6060210850453423e-10,3.1619137077786633e-11,2.2116314603177569e-09,5.5819002246972892e-14,1.0220073304678999e-07,1.8758210555837172e-13,1.139211387064001e-11,1.1606741542647211e-09,1.1818425048138605e-14,1.3212064357769054e-15,2.6865237174285848e-18,3.4230077351807952e-05,3.4828547800382629e-11,8.7203193914754276e-07,9.4497077360569306e-07,3.0645367475268802e-11,3.914195357774897e-09,6.2865914303446999e-11,1.7014201780074551e-10,1.616812236798724e-11,5.7447633726737696e-11,9.3016768633495351e-19,1.563567567645745e-10,1.4829109541128192e-07,2.3679735515725515e-07,5.7833963242082903e-09,2.4917663422747349e-09,1.9585336565431037e-07,4.9836063828139094e-06,6.3321717534655363e-09,5.6585289204020502e-10,6.3322111237618181e-09,5.4740839509157852e-06,7.920395309931982e-20,4.688129681806842e-20,2.7270890589504877e-17,5.2552527251394876e-12,8.6593650898418385e-11,4.1320330341715357e-20,5.9571972919425277e-14,3.3017693906566952e-08,2.2225695197512512e-10,1.1724280002060468e-08,9.30460980487207e-09,8.3511818298477154e-09,4.322957628730359e-12,5.2377387428209499e-13,5.3238630628155888e-12,1.3011712177554212e-17,4.4507318777747606e-09,2.6022081418430736e-17,1.43858240619987e-07,8.6576822446708861e-11,8.4739070972278822e-15,3.7466542581289536e-10,7.6228335823342309e-15,2.3979775120313891e-08,3.3929723796682487e-06,4.8428642862382761e-08,3.8365818975101461e-14,4.2714257047665758e-12,1.9178357857886689e-18,2.3880510751339506e-15,6.4912024107798904e-17,1.1892765929550515e-15
1.9614366774508936e-10,0.4091057733666074,76.950000000000003,0.0,0.0,0.0,2.5095424293724046e-05,9.4999911963387333,0.00039961749747297937,0.0019119988910120886,0.00074996312200476423,3.1416757625896797e-06,9.6574542715490842e-11,3.632344549109582e-05,0.17690402632807972,5.0939920623696798e-07,1.1607170537586894e-14,8.9963480418311244e-10,1.9154572260711984e-06,0.80600396580684563,3.2218931960672357e-06,1.5300118704771716e-15,1.2750314820538755e-14,2.5323395663205351e-09,2.1668953674509193e-14,0.00058048905897766347,2.8856508542188509e-05,0.0011993972069248029,0.0011995832643157576,7.4427463773892295e-08,3.6015651854640872e-08,4.985128600043144e-07,6.8754196944523582e-05,8.4918841044254861e-09,2.0527145075663185e-09,7.5534476005825906e-10,1.8849281962115205e-09,1.619602595626605e-07,5.3085864953722317e-09,0.01104783772795249,7.4867571415650952e-15,3.2142219332806331e-15,4.4372993938364481e-06,1.3387562739125853e-06,2.5562894812416541e-07,0.00025759441637223849,0.00072407851360849391,4.2001284789274945e-09,1.8656291141763033e-09,3.1120287562835127e-10,2.6348140489124416e-10,3.2264516774387196e-11,2.2319384777782205e-09,5.6978561756985422e-14,1.0250202350160622e-07,1.917839217744904e-13,1.1669686984095025e-11,1.1640972696529047e-09,1.2118410380395824e-14,1.3586173174371685e-15,2.7658683824638224e-18,3.4579375847332026e-05,3.4935208652904673e-11,8.7216224387179228e-07,9.5519104078755523e-07,3.0976840924906532e-11,3.9587642436245081e-09,6.3545995037038974e-11,1.7199415954659037e-10,1.6353642370374093e-11,5.8099817308357781e-11,9.4029335807967437e-19,1.5792027959166525e-10,1.497721385473701e-07,2.3683332560907622e-07,5.8180504811541918e-09,2.492513944087529e-09,1.9588845882507429e-07,5.0103340449800886e-06,6.334979653572758e-09,5.7221480745901164e-10,6.3350190344040816e-09,5.5385314494808069e-06,8.0112773388314913e-20,4.7419233019348464e-20,2.7935393242830565e-17,5.3908841403193067e-12,8.7520656506871105e-11,4.1762639478818598e-20,6.0209729284547967e-14,3.3392554790732782e-08,2.267554114073532e-10,1.1857703133857176e-08,9.4794780428175223e-09,8.5317009614031245e-09,4.416444505334711e-12,5.3509857504695259e-13,5.4250521206148007e-12,1.3275067428569781e-17,4.5018659474710291e-09,2.654877761243779e-17,1.4709437641964921e-07,8.8247940905907662e-11,8.6374805850820541e-15,3.8273412855757359e-10,7.8232867311572305e-15,2.3948719632396858e-08,3.4241695693223098e-06,4.9257280821159034e-08,3.9022283789235759e-14,4.3643433236025105e-12,1.9611132243588543e-18,2.4661899357425729e-15,6.7036001890684286e-17,1.2282927510888233e-15
1.9792606771252735e-10,0.40910580657239737,76.950000000000003,0.0,0.0,0.0,2.5039372195982383e-05,9.4999911974914077,0.00039959184378007432,0.0019113460577229288,0.00074317426955652346,3.1132362858093488e-06,9.6541560459785028e-11,3.6276464996569606e-05,0.17665698890147666,5.0922523553333937e-07,1.1502098632675563e-14,9.0046132818382316e-10,1.933091921408737e-06,0.80624542789964726,3.2219444980734626e-06,1.5294893387605777e-15,1.2867686557299658e-14,2.5590129509496049e-09,2.1705659203892535e-14,0.00058068357768865312,2.8595292582591238e-05,0.0012064657874351784,0.0012066537923481051,7.4866250708933421e-08,3.6228110623533934e-08,4.9866222579262746e-07,6.9375389657047709e-05,8.5686247511686499e-09,2.0712820853051767e-09,7.6499517189284508e-10,1.9019974109836824e-09,1.6371050436740592e-07,5.4280861127616557e-09,0.011052837317455032,7.554554681002335e-15,3.2433286338799233e-15,4.4369450336913839e-06,1.3390675188410319e-06,2.5543746769933548e-07,0.0002576101377573071,0.00072413190249301796,4.2850329487066168e-09,1.8860116631536808e-09,3.15082434638503e-10,2.663547370357463e-10,3.2915994054865606e-11,2.2522378233494783e-09,5.814932914741672e-14,1.0280337388933788e-07,1.9603860069022503e-13,1.1950719858421599e-11,1.1675210662156681e-09,1.2422338921222637e-14,1.3966844758986583e-15,2.8467031017259319e-18,3.4928426949972726e-05,3.5041890339412583e-11,8.722907524235978e-07,9.6542648860822646e-07,3.1308806715143027e-11,4.0033425731168042e-09,6.4227085945983198e-11,1.7384905302980548e-10,1.6539202925339247e-11,5.8752134092922958e-11,9.5043407359158366e-19,1.5948400868602515e-10,1.5125337594134493e-07,2.3686880195406892e-07,5.852390844930443e-09,2.4932604644583895e-09,1.9592308887533846e-07,5.0369874592146243e-06,6.3377852551213916e-09,5.7859554092159814e-10,6.3378246464699081e-09,5.6029811800578933e-06,8.1021792335169857e-20,4.7957286807411218e-20,2.8608179051009667e-17,5.5281895153255405e-12,8.8448979811942525e-11,4.2205576971289712e-20,6.0848392202274879e-14,3.3767177658597155e-08,2.313015968875509e-10,1.1991041977904077e-08,9.6560163987388085e-09,8.7142383147466908e-09,4.5109770229731604e-12,5.4654991692640267e-13,5.5272177212935982e-12,1.3541216709207234e-17,4.552969464080254e-09,2.7081061844852837e-17,1.5036654842231211e-07,8.9934093264467036e-11,8.802525715279711e-15,3.9089267306468678e-10,8.027000105683737e-15,2.3917744433991751e-08,3.4552780464367488e-06,5.0090832334690075e-08,3.9682641246671749e-14,4.4583057322250108e-12,2.0049097553253375e-18,2.5460813259772104e-15,6.9207617250334267e-17,1.2681863552248532e-15
