Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26)
3.7768603183999413e-08,0.3624755869739076,76.950000000000003,0.0,0.0,0.0,2.0162378124741724e-05,9.499218433277095,0.001241453002410616,0.0049563634804839123,1.2463961353166398e-10,1.4628627864298624e-12,4.0759229802545225e-10,6.7730195214679022e-07,0.016599949575556938,2.3537430579826237e-06,7.1006700660193644e-21,2.5922679190775985e-10,0.00080207894879993588,0.94405313475065833,0.0002278089258249002,8.8357199040134063e-15,2.880763269127721e-12,4.2158070248512801e-07,3.5388003673106365e-13,0.00036477758742458087,5.196321569682864e-11,0.011206741628680425,0.011299263349789595,1.0806539910929864e-06,5.6161149885200963e-07,6.2476359983516231e-09,0.0050860064695830492,9.7556228488041876e-07,2.533665161595671e-07,4.983872809377923e-07,7.1672371991165078e-07,4.6649793874942777e-06,3.6481753145067841e-05,0.013970863258314434,3.611365715627339e-12,1.4070502908046882e-12,1.7990547795077311e-06,6.0832182846816956e-07,1.4094672858836844e-08,0.0001631182931263917,0.00050418114504156527,8.4551288502405286e-06,3.1564536878597657e-07,6.8427119087307598e-07,6.6728205507591339e-08,5.5148626250302382e-07,4.4966161766396809e-08,3.167378595086341e-09,2.2647625491156123e-06,1.7792330930117626e-07,2.056270440389909e-07,3.4143106018539054e-08,1.0783209197454526e-09,3.376008120455198e-08,3.4685352522623099e-10,0.00027818476389685322,4.1555931586931694e-10,9.9191548858660004e-08,0.00040589649746154515,2.5545641611150568e-08,4.7015442309565163e-07,4.8099456373832544e-08,1.3479582833279429e-07,5.4707385213126088e-09,2.4320298109302764e-09,1.9265130545236275e-15,7.4293290929227863e-09,9.8415096622585155e-06,5.4080861353146391e-08,8.9170667298215232e-09,8.3236493446492733e-10,5.4075040982024303e-08,0.00077422720418361777
3.819660726519927e-08,0.36247558698454857,76.950000000000003,0.0,0.0,0.0,1.9883735363466435e-05,9.4992131467633154,0.0012329946648845121,0.004910114165717387,1.2264698206333405e-10,1.439581016094083e-12,4.0378870727226962e-10,6.6524781989050303e-07,0.01615418184921787,2.3317782753840891e-06,6.9876614020878771e-21,2.353444473372594e-10,0.000807968041453893,0.94446638295423202,0.00022781904199311581,8.7532662708918556e-15,2.9019126966857022e-12,4.2468131719366659e-07,3.5362468176955403e-13,0.00036493812271622133,5.192052606186542e-11,0.011206738732668075,0.011299263598898518,1.0806531103665203e-06,5.6161104114067023e-07,6.2503708733672522e-09,0.0051193331909909429,9.8195425318921811e-07,2.55026640487341e-07,4.9838702170135842e-07,7.2142032669798863e-07,4.6956371101796266e-06,3.6483332454745512e-05,0.014004599329877536,3.635028552936755e-12,1.416269739135052e-12,1.8031413766828891e-06,6.0976255479328656e-07,1.4114187103176496e-08,0.00016436822519013311,0.00050805453831499693,8.4551230308089678e-06,3.177203931836241e-07,6.8226478697190664e-07,6.6700479317463858e-08,5.5129534395264616e-07,4.5262235723333219e-08,3.1662806361972736e-09,2.2923117738731397e-06,1.7995356378475339e-07,2.0555584858240415e-07,3.455844082816174e-08,1.0779469559262286e-09,3.4070386595653246e-08,3.5171109168802372e-10,0.00028101510084288593,4.2062503633728024e-10,9.9954177059705e-08,0.00041214111384699431,2.5938641008054955e-08,4.7597482464079585e-07,4.8839429234602046e-08,1.36869734241419e-07,5.538469612476857e-09,2.4620252077216729e-09,1.9561534881248479e-15,7.5240929563343497e-09,9.9670756891873595e-06,5.449666189495196e-08,8.9170644254858652e-09,8.327288296876067e-10,5.4490830191893342e-08,0.00077951758577520847
3.862461134639913e-08,0.36247558699559024,76.950000000000003,0.0,0.0,0.0,1.961274178318784e-05,9.4992079095772048,0.001224593599279777,0.0048643029363539259,1.2072642365906403e-10,1.4171399000961691e-12,4.0002114924034161e-10,6.5358409594108557e-07,0.015722895425673056,2.3100215729062624e-06,6.8787332351277969e-21,2.1366267090964299e-10,0.00081380273933103311,0.94486525267861887,0.00022782900465065039,8.6715937498340673e-15,2.9228667550744317e-12,4.2775329297456639e-07,3.53381616171988e-13,0.00036509307438771071,5.1879481716749083e-11,0.011206736115190959,0.011299263846987546,1.0806522621704717e-06,5.6161060032624212e-07,6.2530105916727875e-09,0.0051522819378437305,9.8827371906462987e-07,2.5666793444288373e-07,4.9838678738492713e-07,7.2606366095245543e-07,4.7259471185425983e-06,3.6484771387669952e-05,0.014038156520706238,3.6584229581948454e-12,1.4253846017436729e-12,1.807212827400101e-06,6.1119635632437771e-07,1.4133964741459023e-08,0.00016562058548365773,0.00051193544029536444,8.4551177608198091e-06,3.1977188028595869e-07,6.8026493905358092e-07,6.6673181427148682e-08,5.5110470312605917e-07,4.5554978966121743e-08,3.1651842699741355e-09,2.319805058143316e-06,1.8197506496675889e-07,2.0548474126322431e-07,3.4972932318018027e-08,1.0775734419680073e-09,3.4377696341156913e-08,3.5657076919285847e-10,0.00028384696015904101,4.2568049228525016e-10,1.00718284981768e-07,0.00041838571053130297,2.6331638867978925e-08,4.8178209628089926e-07,4.9579399209956573e-08,1.389436334088741e-07,5.606047898317079e-09,2.4919517892568243e-09,1.9857938254235623e-15,7.6186730756576879e-09,1.0092398602056568e-05,5.4913269222330684e-08,8.9170623425370348e-09,8.3308005145526216e-10,5.4907426239461131e-08,0.00078475859984096041
3.9052615427598986e-08,0.36247558700698423,76.950000000000003,0.0,0.0,0.0,1.9349158849662821e-05,9.4992027212508869,0.0012162494324248208,0.004818925614726916,1.1887413473318699e-10,1.3954952123101678e-12,3.9628928025306317e-10,6.4229809105626134e-07,0.015305619378709504,2.2884709655958498e-06,6.7736708958748737e-21,1.9397869555535194e-10,0.00081958354534477599,0.9452502100081519,0.00022783881716266231,8.5906948899279098e-15,2.9436272510419229e-12,4.3079689460492481e-07,3.5314981394871416e-13,0.00036524262343676103,5.1840005709238294e-11,0.011206733751415648,0.011299264094095795,1.0806514439547283e-06,5.6161017509924908e-07,6.2555582379704097e-09,0.0051848570811131641,9.9452152092919503e-07,2.5829061579476892e-07,4.983865757667019e-07,7.306543388289362e-07,4.7559134337497228e-06,3.6486082433243529e-05,0.014071540077533164,3.6815520365184421e-12,1.4343960884016357e-12,1.8112695545127749e-06,6.1262343382746781e-07,1.415399684322985e-08,0.0001668753622712828,0.00051582381533526382,8.455112991304665e-06,3.2180010234077457e-07,6.7827180391339864e-07,6.6646292502315221e-08,5.5091447814105427e-07,4.5844429731536906e-08,3.1640902912561427e-09,2.3472404278676683e-06,1.8398785851667454e-07,2.05413775166212e-07,3.5386550725951414e-08,1.0772006580776703e-09,3.4682039999805611e-08,3.6143252153870175e-10,0.0002866804585354823,4.3072532025635672e-10,1.0148386558077438e-07,0.00042462956428219317,2.6724589678370034e-08,4.8757584944364108e-07,5.0319280602592194e-08,1.4101728562891977e-07,5.6734688570236513e-09,2.5218075778916622e-09,2.0154306332989086e-15,7.7130624701495392e-09,1.0217469143283272e-05,5.5330679487679637e-08,8.9170604616319974e-09,8.3341901063514116e-10,5.5324825279754443e-08,0.00078995071468381829
3.9480619508798843e-08,0.36247558701868593,76.950000000000003,0.0,0.0,0.0,1.9092755704986177e-05,9.4991975813209546,0.0012079617931008309,0.004773978063442064,1.1708668936418103e-10,1.3746070533913634e-12,3.9259275993355571e-10,6.3137752866251573e-07,0.014901898099149257,2.267124487877894e-06,6.6722807142463961e-21,1.7610843716247595e-10,0.00082531095789386611,0.9456217058789812,0.00022784848279292413,8.5105623125624265e-15,2.9641959750702792e-12,4.3381238448511071e-07,3.5292834257632199e-13,0.00036538694497847019,5.1802026935469998e-11,0.011206731618719701,0.011299264340260587,1.0806506534940857e-06,5.6160976430198038e-07,6.2580167965467502e-09,0.0052170629400117158,1.0006984874439492e-06,2.5989489976170144e-07,4.983863848227119e-07,7.3519296918927436e-07,4.7855400293496717e-06,3.6487276969685676e-05,0.014104755076896883,3.704418856413249e-12,1.4433053946536185e-12,1.8153119671763577e-06,6.1404398155819784e-07,1.4174274769173483e-08,0.00016813254416270351,0.00051971962883373495,8.4551086776540828e-06,3.2380532837102328e-07,6.7628551896202611e-07,6.6619794785613454e-08,5.5072479272927855e-07,4.6130625808517665e-08,3.1629994120969202e-09,2.3746159585270376e-06,1.8599199083358339e-07,2.0534299786411453e-07,3.5799267036768063e-08,1.076828855380748e-09,3.4983446906701468e-08,3.6629631408160059e-10,0.00028951570854567516,4.3575916590230997e-10,1.0225091201496448e-07,0.00043087196765351405,2.7117448919921758e-08,4.9335570555648228e-07,5.1058989587784518e-08,1.430904559384461e-07,5.7407280832055205e-09,2.5515906473171779e-09,2.0450605536464098e-15,7.8072543326222183e-09,1.0342278285486079e-05,5.5748888960908999e-08,8.9170587647450977e-09,8.3374610480545576e-10,5.5743023580928047e-08,0.00079509439412007131
3.99086235899987e-08,0.36247558703065513,76.950000000000003,0.0,0.0,0.0,1.8843308918717594e-05,9.4991924893284416,0.0011997303120478615,0.0047294561849831468,1.1536097263310889e-10,1.3544390116026115e-12,3.8893125116584713e-10,6.2081053143931145e-07,0.01451129079665118,2.2459801933511225e-06,6.5743859468765433e-21,1.5988477361492809e-10,0.00083098547089951232,0.94598017657168898,0.00022785800470748386,8.431188710675537e-15,2.9845747015156808e-12,4.3680002265831223e-07,3.5271635440230934e-13,0.00036552620843662188,5.1765479266334586e-11,0.011206729696494937,0.011299264585517573,1.0806498888655747e-06,5.616093669168627e-07,6.2603891545084423e-09,0.0052489037826228989,1.0068054376214833e-06,2.6148099904371898e-07,4.9838621270921193e-07,7.3968015370077184e-07,4.8148308318531483e-06,3.6488365362870885e-05,0.014137806430689044,3.7270264502344739e-12,1.4521137019991524e-12,1.8193404612953151e-06,6.1545818747424636e-07,1.4194790161718712e-08,0.0001693921201005319,0.00052362284719842703,8.4551047792299239e-06,3.2578782421408911e-07,6.7430620402789481e-07,6.6593671953692876e-08,5.505357575797702e-07,4.6413604544368085e-08,3.1619122694951467e-09,2.4019297742854946e-06,1.879875089621602e-07,2.0527245193227652e-07,3.6211052969353547e-08,1.0764582586363857e-09,3.5281946166216558e-08,3.7116211361334451e-10,0.00029235281878707878,4.407816838260596e-10,1.0301941763705903e-07,0.00043711222872322837,2.7510173050038119e-08,4.9912129587241331e-07,5.1798444182193387e-08,1.4516291453013878e-07,5.8078212858932609e-09,2.5812991216703183e-09,2.0746803021236285e-15,7.9012420264702297e-09,1.0466817227510599e-05,5.6167894025698963e-08,8.9170572349914503e-09,8.3406171868434269e-10,5.6162017520180673e-08,0.00080019009752326398
4.033662767119856e-08,0.36247558704285526,76.950000000000003,0.0,0.0,0.0,1.8600602247092302e-05,9.4991874448187836,0.0011915546219702486,0.0046853559213223582,1.136941279503836e-10,1.3349579028307011e-12,3.8530442012310706e-10,6.1058560831934097e-07,0.014133371017716095,2.2250361538762171e-06,6.4798255225347147e-21,1.4515598229884261e-10,0.00083660757384230945,0.94632604418788313,0.00022786738597818396,8.3525668467218322e-15,3.0047651888545539e-12,4.3976006682996835e-07,3.5251307879486523e-13,0.00036566057772876513,5.1730300856031746e-11,0.011206727965968707,0.011299264829900854,1.0806491480818808e-06,5.6160898193054311e-07,6.2626781055139284e-09,0.0052803838265243373,1.0128431804114918e-06,2.6304912375784118e-07,4.9838605774664747e-07,7.4411648688729907e-07,4.8437897213054134e-06,3.6489357056377502e-05,0.014170698891520721,3.7493778140277879e-12,1.4608221777054453e-12,1.8233554199560661e-06,6.1686623344023308e-07,1.4215534934499149e-08,0.00017065407934830485,0.00052753343780919868,8.4551012590121695e-06,3.2774785256061209e-07,6.7233396299474275e-07,6.6567908987352096e-08,5.503474715585045e-07,4.6693402841671469e-08,3.1608294324148221e-09,2.4291800471476502e-06,1.8997446051528922e-07,2.0520217541576246e-07,3.6621880963643361e-08,1.0760890687017867e-09,3.5577566645967856e-08,3.7602988825000007e-10,0.00029519189401698581,4.4579253745434227e-10,1.0378937600309015e-07,0.00044334967083534371,2.7902719487661896e-08,5.0487226129940687e-07,5.2537564207691735e-08,1.4723443666881748e-07,5.8747442863682497e-09,2.610931173964638e-09,2.1042866667063384e-15,7.9950190829248738e-09,1.0591077390516314e-05,5.6587691160204372e-08,8.9170558579409423e-09,8.3436622434286127e-10,5.6581803579358304e-08,0.00080523827986765228
4.0764631752398416e-08,0.3624755870552533,76.950000000000003,0.0,0.0,0.0,1.8364426400046442e-05,9.499182447341763,0.001183434357541379,0.0046416732535330971,1.1208351553513492e-10,1.3161330225636521e-12,3.817119361841333e-10,6.0069164193209272e-07,0.013767726179356492,2.2042904601256734e-06,6.3884504029691106e-21,1.3178432112801012e-10,0.0008421777517989414,0.94665971711130326,0.00022787662958604157,8.2746895533486645e-15,3.0247691796963355e-12,4.426927723870876e-07,3.5231781509821919e-13,0.00036579021144528024,5.1696433581328016e-11,0.011206726410040104,0.01129926507344306,1.0806484294237474e-06,5.6160860845259696e-07,6.2648863522874517e-09,0.005311507239401653,1.0188125153537926e-06,2.6459948156268192e-07,4.9838591840504451e-07,7.4850255624045557e-07,4.8724205318516647e-06,3.6490260653548534e-05,0.01420343705791398,3.7714759085383167e-12,1.469431975321556e-12,1.8273572138446498e-06,6.1826829542654022e-07,1.4236501264814566e-08,0.00017191841147894097,0.00053145136898308774,8.4550980832770328e-06,3.2968567299278324e-07,6.7036888528978709e-07,6.6542492053581676e-08,5.5016002281566316e-07,4.6970057170930956e-08,3.1597514081558354e-09,2.4563649961283115e-06,1.9195289360274402e-07,2.0513220225347409e-07,3.7031724168393963e-08,1.0757214647697802e-09,3.5870336971741718e-08,3.8089960733030789e-10,0.00029803303528368527,4.5079139885742316e-10,1.0456078085015302e-07,0.00044958363234572204,2.8295046596266316e-08,5.1060825223069387e-07,5.3276271266896294e-08,1.4930480260532847e-07,5.9414930163268645e-09,2.6404850259034921e-09,2.1338765067096487e-15,8.0885791979151049e-09,1.0715050414124415e-05,5.7008276947933913e-08,8.9170546200818994e-09,8.3465998182222947e-10,5.7002378341626954e-08,0.00081023939177121706
4.119263583359827e-08,0.36247558706781896,76.950000000000003,0.0,0.0,0.0,1.8134578815806011e-05,9.4991774964514715,0.0011753691554078364,0.004598404201407163,1.1052667998639795e-10,1.2979355952312292e-12,3.7815347187876874e-10,5.9111787645995677e-07,0.013413957117926492,2.1837412215688075e-06,6.3001209091686954e-21,1.1964474008623783e-10,0.00084769648547866378,0.94698159045393548,0.00022788573842449713,8.1975497330039241e-15,3.044588400893439e-12,4.4559839241744924e-07,3.5212992620896434e-13,0.00036591526302262199,5.1663822595978205e-11,0.011206725013130983,0.011299265316175453,1.0806477315105911e-06,5.6160824573859547e-07,6.2670165093932441e-09,0.005342278139655118,1.024714232821945e-06,2.6613227771300525e-07,4.9838579329069047e-07,7.5283894232591523e-07,4.9007270522953246e-06,3.6491083992262974e-05,0.014236025379324307,3.7933236598159236e-12,1.4779442349483672e-12,1.8313462016512304e-06,6.196645437018101e-07,1.4257681585501289e-08,0.00017318510636363431,0.00053537660994060177,8.4550952213035962e-06,3.3160154202214431e-07,6.6841104723600686e-07,6.6517408398423742e-08,5.4997348979080277e-07,4.7243603578985558e-08,3.1586786481366207e-09,2.4834828864350984e-06,1.9392285676543629e-07,2.0506256266316201e-07,3.7440556428972029e-08,1.0753556064000514e-09,3.6160285523269382e-08,3.8577124132306985e-10,0.00030087634005311143,4.5577794859186167e-10,1.0533362608516685e-07,0.00045581346637172071,2.8687113667770481e-08,5.1632892837824187e-07,5.4014488714755981e-08,1.513737974924586e-07,6.00806351603118e-09,2.6699589472094341e-09,2.1634467516421882e-15,8.1819162291834066e-09,1.0838728152624915e-05,5.7429648078499128e-08,8.9170535083032872e-09,8.3494333957365333e-10,5.7423738487953937e-08,0.00081519387953823508
4.162063991479813e-08,0.36247558708052546,76.950000000000003,0.0,0.0,0.0,1.7910863442798898e-05,9.4991725917062695,0.0011673586541929436,0.004555544823076965,1.0902132497967508e-10,1.280338961065547e-12,3.7462870294267252e-10,5.8185390585965889e-07,0.013071677652629432,2.1633865652308717e-06,6.214707639371501e-21,1.0862371159523177e-10,0.00085316425125956394,0.94729204648761756,0.00022789471530253665,8.1211403553079745e-15,3.0642245638387384e-12,4.4847717772868808e-07,3.5194883266736157e-13,0.00036603588091092777,5.1632415985596187e-11,0.011206723761051134,0.011299265558128001,1.080647052777718e-06,5.6160789299812307e-07,6.2690711069243604e-09,0.0053727005969998161,1.0305491133584011e-06,2.6764771495087216e-07,4.9838568113400708e-07,7.5712621881905698e-07,4.9287130266492223e-06,3.6491834213049408e-05,0.014268468160999311,3.8149239587781036e-12,1.4863600828864555e-12,1.8353227304623863e-06,6.2105514301834111e-07,1.4279068574640749e-08,0.00017445415416116476,0.00053930913077327716,8.4550926451066161e-06,3.3349571312696947e-07,6.6646051328065411e-07,6.6492646249681157e-08,5.4978794212507342e-07,4.7514077682234104e-08,3.1576115531464415e-09,2.5105320286640858e-06,1.958843989147874e-07,2.0499328349083742e-07,3.7848352274764328e-08,1.0749916353625609e-09,3.6447440430765511e-08,3.9064476174272936e-10,0.00030372190233113024,4.6075187559279657e-10,1.0610790580164236e-07,0.00046203854054561127,2.9078880908568164e-08,5.220339586104849e-07,5.4752141621155176e-08,1.5344121130588888e-07,6.0744519321669402e-09,2.6993512537806358e-09,2.1929943997130425e-15,8.2750241937770118e-09,1.0962102671242054e-05,5.7851801321899122e-08,8.9170525118987961e-09,8.3521663453536928e-10,5.784588079292643e-08,0.00082010218520141504
4.204864399599799e-08,0.3624755870933476,76.950000000000003,0.0,0.0,0.0,1.7693090528653209e-05,9.4991677326687398,0.0011594024944997308,0.0045130912146396215,1.0756529435314666e-10,1.2633181025795355e-12,3.711373082300397e-10,5.7288966249085235e-07,0.012740514163228647,2.1432246363518948e-06,6.1320891608445268e-21,9.8618168835303197e-11,0.00085858152122459991,0.94759145506159814,0.00022790356294769137,8.0454544579399093e-15,3.083679364456926e-12,4.5132937686726276e-07,3.5177400740268367e-13,0.00036615220873617246,5.1602164492425456e-11,0.011206722640874212,0.011299265799329434,1.0806463918618659e-06,5.6160754953323118e-07,6.2710525926660477e-09,0.0054027786330565503,1.0363179283997785e-06,2.69145993641708e-07,4.9838558077850392e-07,7.6136495260986483e-07,4.9563821546799031e-06,3.6492517821129863e-05,0.014300769568678979,3.8362796622617458e-12,1.4946806321830527e-12,1.8392871361390524e-06,6.2244025279198901e-07,1.4300655149001267e-08,0.0001757255453076071,0.00054324890241246081,8.4550903291930385e-06,3.3536843678913894e-07,6.6451733711126514e-07,6.6468194728575071e-08,5.4960344148900629e-07,4.7781514679535108e-08,3.1565504781081324e-09,2.5375107780070746e-06,1.9783756927680756e-07,2.0492438852784448e-07,3.8255086907542726e-08,1.0746296773103627e-09,3.6731829572149007e-08,3.9552014107241081e-10,0.00030656981278161894,4.6571287699671993e-10,1.0688361425632674e-07,0.00046825823677171155,2.9470309423109618e-08,5.2772302079024766e-07,5.5489156748617491e-08,1.5550683876183762e-07,6.1406545160923291e-09,2.7286603076357494e-09,2.2225165169438234e-15,8.3678972649995212e-09,1.1085166242458028e-05,5.8274733541585529e-08,8.9170516208820832e-09,8.354801927427292e-10,5.8268802121897974e-08,0.00082496474656360268
4.2476648077197846e-08,0.36247558710626315,76.950000000000003,0.0,0.0,0.0,1.7481076416049958e-05,9.4991629189056557,0.0011515003189133479,0.004471039509785146,1.0615655697970985e-10,1.2468491320654973e-12,3.6767896963325741e-10,5.6421540612751945e-07,0.012420105181496386,2.1232535986844184e-06,6.0521495183776202e-21,8.9534541948795489e-11,0.00086394876319741468,0.94788017400651459,0.00022791228400892134,7.9704851468318202e-15,3.1029544832650077e-12,4.5415523613730718e-07,3.5160497095031293e-13,0.00036626438545704859,5.1573021286360456e-11,0.011206721640824948,0.011299266039807314,1.080645747823163e-06,5.6160721481713117e-07,6.272963334340835e-09,0.0054325162219355863,1.0420214407417383e-06,2.7062731186833887e-07,4.9838549117070992e-07,7.6555570392356943e-07,4.9837380924451268e-06,3.6493140742940371e-05,0.014332933633142678,3.8573935938721649e-12,1.5029069830504311e-12,1.8432397436824155e-06,6.2382002727667037e-07,1.4322434457323294e-08,0.00017699927050642792,0.00054719589659926184,8.4550882503402626e-06,3.3721996053051708e-07,6.625815626696176e-07,6.6444043769517898e-08,5.494200423337484e-07,4.8045949364219634e-08,3.1554957363984144e-09,2.5644175334711739e-06,1.9978241734049347e-07,2.0485589879861212e-07,3.866073618995359e-08,1.0742698432977209e-09,3.701348057087227e-08,4.0039735269373746e-10,0.00030942015884048235,4.7066065797935446e-10,1.0766074585177726e-07,0.00047447195098718539,2.9861361198056623e-08,5.3339580161542467e-07,5.6225462527567004e-08,1.5757047923573278e-07,6.2066676221579837e-09,2.7578845165766873e-09,2.2520102361665774e-15,8.4605297695739258e-09,1.1207911342393299e-05,5.8698441702231731e-08,8.9170508248735338e-09,8.3573432981798689e-10,5.8692499428064469e-08,0.00082978199723905916
4.29046521583977e-08,0.36247558711925193,76.950000000000003,0.0,0.0,0.0,1.7274643345206197e-05,9.4991581499879256,0.0011436517720029384,0.0044293858794302848,1.0479319328478064e-10,1.2309097595508864e-12,3.6425337217063704e-10,5.5582171328490115e-07,0.012110100995950265,2.1034716328296779e-06,5.9747805214656594e-21,8.1287882990748292e-11,0.00086926644077792647,0.94815854952523215,0.00022792088105938701,7.8962255927748381e-15,3.122051585736964e-12,4.5695499961936203e-07,3.5144128698818689e-13,0.00036637254551674328,5.15449417728302e-11,0.011206720750177587,0.011299266279588093,1.0806451194197556e-06,5.616068882292888e-07,6.2748056233498082e-09,0.0054619172908148992,1.0476604035540959e-06,2.7209186526573974e-07,4.9838541135100175e-07,7.696990263402186e-07,5.0107844528245344e-06,3.6493708377625842e-05,0.014364964254607974,3.8782685432049966e-12,1.5110402223085749e-12,1.8471808675894934e-06,6.2519461573211346e-07,1.4344399870036263e-08,0.00017827532071895406,0.00055115008585563004,8.4550863873940537e-06,3.3905052894894442e-07,6.6065322507310628e-07,6.6420184047244931e-08,5.4923779257289682e-07,4.8307416112885203e-08,3.1544476037748359e-09,2.5912507371111671e-06,2.0171899281019377e-07,2.0478783282182402e-07,3.9065276633308656e-08,1.0739122311579754e-09,3.7292420794292152e-08,4.0527637082280202e-10,0.00031227302482575214,4.7559493167097044e-10,1.0843929516288129e-07,0.00048067909292646191,3.0251999089610125e-08,5.3905199646472705e-07,5.6960989016908647e-08,1.596319366877522e-07,6.2724877055818741e-09,2.7870223319811927e-09,2.2814727554478812e-15,8.552916185395756e-09,1.1330330647242284e-05,5.9122922835729869e-08,8.9170501159641995e-09,8.3597935088740457e-10,5.9116969748391063e-08,0.0008345543666943197
4.333265623959756e-08,0.3624755871322957,76.950000000000003,0.0,0.0,0.0,1.7073619262771976e-05,9.4991534254905723,0.0011358565003230057,0.0043881265313536442,1.0347338475587083e-10,1.2154789769116201e-12,3.6086020390119309e-10,5.4769946691889515e-07,0.011810163269444594,2.0838769369465333e-06,5.8998802002200889e-21,7.3801071444872556e-11,0.00087453501337769518,0.94842691657097156,0.00022792935659911306,7.822669032403854e-15,3.1409723222817797e-12,4.5972890918898926e-07,3.5128255841841844e-13,0.00036647681898978058,5.1517883427334086e-11,0.011206719959161983,0.011299266518697164,1.0806445055177606e-06,5.6160656920287694e-07,6.2765816766643874e-09,0.0054909857205090269,1.0532355611363855e-06,2.7353984716066968e-07,4.9838534044525498e-07,7.7379546688771337e-07,5.0375248060436866e-06,3.6494225643956509e-05,0.014396865206986036,3.8989072668838678e-12,1.5190814239324199e-12,1.8511108121951668e-06,6.2656416258654022e-07,1.4366544973472906e-08,0.0001795536871551935,0.00055511144345651972,8.4550847210844429e-06,3.4086038375375107e-07,6.587323514520243e-07,6.6396606910626919e-08,5.4905673420133309e-07,4.8565948897621477e-08,3.1534063219369529e-09,2.6180088732728002e-06,2.0364734556162136e-07,2.0472020684746099e-07,3.9468685386487763e-08,1.0735569267541366e-09,3.7568677352523866e-08,4.1015717045173617e-10,0.00031512849204390456,4.8051541898408911e-10,1.0921925691373059e-07,0.00048687908588920272,3.0642186807744843e-08,5.4469130924298493e-07,5.7695667883413772e-08,1.6169101958431724e-07,6.3381113207545614e-09,2.8160722488209327e-09,2.3109013372743218e-15,8.6450511385821245e-09,1.1452417029764821e-05,5.9548174055032254e-08,8.9170494869995421e-09,8.3621555117193797e-10,5.9542210201147123e-08,0.00083928228028863443
4.376066032079742e-08,0.36247558714537775,76.950000000000003,0.0,0.0,0.0,1.6877837636933591e-05,9.4991487449926719,0.0011281141524142767,0.004347257709834366,1.0219540572537264e-10,1.2005363972582527e-12,3.574991558048514e-10,5.3983984648673787e-07,0.011519964669199858,2.0644677275338555e-06,5.8273495901205758e-21,6.7004092938913092e-11,0.00087975493625506085,0.94868559921314122,0.00022793771305754925,7.7498087692931031e-15,3.159718328227023e-12,4.624772045352691e-07,3.5112842382557861e-13,0.00036657733172408785,5.1491805652684054e-11,0.011206719258877861,0.011299266757158895,1.0806439055465544e-06,5.6160625738868805e-07,6.2782936384354031e-09,0.0055197253460306456,1.0587476497310471e-06,2.7497144872761945e-07,4.9838527765722877e-07,7.778455661831406e-07,5.0639626801916e-06,3.6494697023070555e-05,0.01442864014199838,3.9193124897870336e-12,1.5270316497002516e-12,1.855029872002944e-06,6.2792880759492974e-07,1.4388863564813123e-08,0.0001808343612650002,0.00055907994340309239,8.4550832338580124e-06,3.4264976380076563e-07,6.5681896171039803e-07,6.6373304322553322e-08,5.4887690385683547e-07,4.8821581303448568e-08,3.1523721017541628e-09,2.6446904678476251e-06,2.0556752560122515e-07,2.046530350719223e-07,3.9870940225175842e-08,1.0732040051138316e-09,3.7842277097725263e-08,4.1503972729537694e-10,0.00031798663889252772,4.8542184843960157e-10,1.1000062595020685e-07,0.00049307136651177946,3.1031888900323814e-08,5.5031345222846378e-07,5.8429432381928895e-08,1.6374754081895147e-07,6.4035351197564087e-09,2.8450328058188915e-09,2.3402933077452338e-15,8.7369294006246783e-09,1.1574163555831811e-05,5.9974192572456087e-08,8.9170489295233139e-09,8.3644321658003048e-10,5.996821798364363e-08,0.00084396615931399898
