Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447)
4.147719474532045e-14,0.28449621917313156,76.950000000000003,0.0,0.0,0.0,0.99994303018314457,9.4999999997080948,1.7460619961101852e-07,2.2098658208387179e-06,2.2097393884588432e-06,1.9903401748117993e-10,2.5233739162055909e-13,4.8687377706640273e-05,9.8425212119900817e-07,9.2619920810732906e-11,1.03454020039262e-18,2.5939758137820565e-19,2.2615758626449127e-17,2.6705414872108925e-06,3.8241268549293829e-12,3.682664389234219e-19,6.0897620712101414e-20,1.9926897687816751e-24,2.5762035602240476e-25,1.57335740257041e-13,2.0795378059827188e-11,1.3554176876883064e-14,1.3554484316789633e-14,2.6121922958696456e-19,4.5896795281606868e-20,4.1614720356586086e-16,5.3465457199354751e-13,2.660763322219412e-17,2.3652891439571085e-18,9.56622882699013e-35,2.3834866430145428e-20,7.5178020075738747e-20,8.6913470401713811e-35,3.1484660752535336e-08,1.2045311832711169e-25,5.3940650399843068e-26,2.1233651131086027e-11,6.2268826842537407e-12,1.5835335372340888e-09,2.1236034464161477e-11,5.8031403090939576e-15,8.6913262423624304e-35,7.170790169655365e-24,3.4899689747154038e-25,9.1375957841011391e-26,8.0738291588696684e-31,3.1068304617422003e-20,4.1250609052360827e-36,3.5790556173530358e-15,2.2379008228867173e-31,1.1165279514087252e-35,1.0997629514304167e-18,1.4716168769201549e-41,1.5891070950534399e-40,2.0975227307350949e-45,1.6910079525080656e-21,4.2712685274756887e-19,1.9797691815686779e-22,1.2888249409731717e-18,2.4155059886557334e-23,2.186191834716792e-18,2.548838353494599e-23,2.2641364827317304e-24,1.3140640729546878e-22,1.5603337860050333e-21,4.0178795197166641e-32,1.4744505761303571e-22,4.5650791263766196e-20,1.2985719059427597e-24,3.2388169873991293e-22
4.340858341812995e-14,0.2844962191730419,76.950000000000003,0.0,0.0,0.0,0.9999403796981734,9.4999999996805258,1.8273650567437373e-07,2.3127579156254572e-06,2.3126192559222018e-06,2.1796695309155697e-10,2.6406602520561747e-13,5.0781622682452618e-05,1.0756092737436125e-06,1.0124543473209534e-10,1.1329558547578292e-18,2.9962174282145354e-19,2.5867015483157993e-17,2.9184181966821802e-06,4.1885419333982797e-12,4.0256318482684226e-19,6.6872584423422812e-20,2.3864199542044417e-24,3.0724372646011521e-25,1.8004592077995201e-13,2.2776374368154308e-11,1.553675985255525e-14,1.5537126808651727e-14,3.1160871354238083e-19,5.4959489113407823e-20,4.7514905350977353e-16,5.8565124881001501e-13,3.02893433555107e-17,2.7041181881408848e-18,1.315499000156993e-34,2.8530070044531073e-20,8.6266404124052294e-20,1.1951930416677528e-34,3.440703701251691e-08,1.4579381858726063e-25,6.4869840114269804e-26,2.4272537099502407e-11,7.1177798700772849e-12,1.7280603807262879e-09,2.4275481851728052e-11,6.9464481238882183e-15,1.1951900483290202e-34,8.6094426430863056e-24,4.2138907295366229e-25,1.1414457284318475e-25,1.056179776837548e-30,3.5613315902241977e-20,5.650131934915017e-36,3.9199827241556488e-15,2.8255035841766667e-31,1.529350339791914e-35,1.2597743602358696e-18,2.1104031220734795e-41,2.2344293982239187e-40,3.0344468643661222e-45,2.1192043808362995e-21,4.727853691944714e-19,2.4803064478225865e-22,1.4773353133320503e-18,2.8742878241093774e-23,2.3944394223629661e-18,3.0438599015433199e-23,2.715787523352108e-24,1.5060927874194062e-22,1.7772487120271924e-21,4.819340359411631e-32,1.6644385720617749e-22,5.3062856130755382e-20,1.7024707160508175e-24,3.8789382058972936e-22
4.533997209093945e-14,0.28449621917294815,76.950000000000003,0.0,0.0,0.0,0.99993772940885783,9.4999999996517328,1.9086678997839186e-07,2.4156490968416247e-06,2.4154976308842822e-06,2.3775671818317077e-10,2.7583504255671031e-13,5.2861309549399277e-05,1.1707998522119594e-06,1.1023668958588445e-10,1.2358256689760588e-18,3.439980683196007e-19,2.9410163913858374e-17,3.1766960447826886e-06,4.5695374451585245e-12,4.3831422301109193e-19,7.3115219007721751e-20,2.835361843510798e-24,3.6355626365134486e-25,2.0481329529080877e-13,2.4847411495004422e-11,1.7703777756066495e-14,1.7704212301150953e-14,3.6879194636453462e-19,6.5292247593228343e-20,5.393024542005482e-16,6.3897419667173576e-13,3.4277202577952521e-17,3.0731739360817119e-18,1.7840687457889124e-34,3.3880660681834011e-20,9.8402218228036168e-20,1.6209153155073403e-34,3.7452039644356485e-08,1.7492038684541444e-25,7.7367700819101864e-26,2.7581927228024515e-11,8.0879292394175277e-12,1.878322912489686e-09,2.7585524113240324e-11,8.2493691210075485e-15,1.6209110752121513e-34,1.0255029547957668e-23,5.0474500798081991e-25,1.4118773214206871e-25,1.3653622336556366e-30,4.0581190790011559e-20,7.6325892181206295e-36,4.276403752947641e-15,3.5320312029154398e-31,2.0659958694288269e-35,1.4345140273370191e-18,2.9788941767730325e-41,3.0960353928585356e-40,4.3202783597309517e-45,2.6296453845265925e-21,5.2080327476446658e-19,3.0767581118359951e-22,1.6833812046216047e-18,3.3933671384484681e-23,2.6121517248634714e-18,3.6063754794936441e-23,3.2318161299880126e-24,1.715952315092229e-22,2.0123740615432424e-21,5.735033667384734e-32,1.8684847018647581e-22,6.124699116652899e-20,2.2056072807232029e-24,4.6089050533491912e-22
4.727136076374894e-14,0.2844962191728506,76.950000000000003,0.0,0.0,0.0,0.99993507931388981,9.4999999996217195,1.9899705252465885e-07,2.5185393668042849e-06,2.5183745137978064e-06,2.5840290293836086e-10,2.8758769234587764e-13,5.492653946423785e-05,1.269797207996648e-06,1.1959146645967396e-10,1.3431475109954612e-18,3.9276276006602368e-19,3.3256794828538353e-17,3.4453027278845981e-06,4.9671131747939376e-12,4.7551073045942575e-19,7.9623894044981686e-20,3.3443541628945169e-24,4.2710301145224135e-25,2.3172208841415326e-13,2.7008480185339555e-11,2.0063426569732682e-14,2.0063937438855915e-14,4.3331913037794298e-19,7.7006331589857636e-20,6.0879354077264925e-16,6.9462382578536095e-13,3.8580529135625489e-17,3.4736345210176364e-18,2.3889692006616018e-34,3.9943590026911747e-20,1.1163387550580029e-19,2.1705035388836056e-34,4.0618816286642179e-08,2.081861760705958e-25,9.1574413507590817e-26,3.1172271653539524e-11,9.1403857675694971e-12,2.0342528891283389e-09,3.117662031531079e-11,9.7257738717326781e-15,2.1704976188718116e-34,1.2126625863514693e-23,6.0017195809595136e-25,1.7306763812595742e-25,1.7459886848850715e-30,4.5990714012651512e-20,1.0180662709212369e-35,4.6483169899607931e-15,4.3750867112611483e-31,2.755768801302283e-35,1.6246157317018244e-18,4.1442431343076209e-41,4.2325378722082163e-40,6.0616341320950503e-45,3.233538283812435e-21,5.7118025606151562e-19,3.7821427467913343e-22,1.907741742223688e-18,3.9773791193835539e-23,2.8393278775213751e-18,4.2419776805329177e-23,3.8180573903857909e-24,1.9444306992102901e-22,2.2662845339055478e-21,6.7753122336447117e-32,2.0869154153162371e-22,7.0242110911970237e-20,2.8264659552776103e-24,5.4366126085165728e-22
4.920274943655844e-14,0.284496219172749,76.950000000000003,0.0,0.0,0.0,0.99993242941197058,9.4999999995904894,2.0712729331475019e-07,2.6214287277519884e-06,2.6212499051150348e-06,2.7990509773325785e-10,2.9933202565071402e-13,5.6977412880824988e-05,1.3725748776616541e-06,1.2930755988970798e-10,1.4549192525879596e-18,4.4615590973759315e-19,3.7418387929211484e-17,3.7241664447713939e-06,5.3812689070535548e-12,5.1414393758838107e-19,8.6397015113158747e-20,3.9184230413064176e-24,4.9844606444845216e-25,2.608559368981596e-13,2.9259571177288511e-11,2.2623901412671319e-14,2.262449802366134e-14,5.0575664986536453e-19,9.0217313658577724e-20,6.8380513859115413e-16,7.5260053723569767e-13,4.3208359764140354e-17,3.9066650990959438e-18,3.1617706412521172e-34,4.6777958852072156e-20,1.2600990317999804e-19,2.8726420724888936e-34,4.3906520502187004e-08,2.4595900832008443e-25,1.0763561109242023e-25,3.505389479825409e-11,1.0278167080052376e-11,2.19578266125191e-09,3.5059104187854778e-11,1.1390055670039066e-14,2.8726339171325832e-34,1.4244165787191608e-23,7.0883891089668431e-25,2.1039117326343926e-25,2.2105362326393288e-30,5.1860665558024812e-20,1.3421900086765596e-35,5.0357207236672144e-15,5.3740119451353355e-31,3.6332050376055821e-35,1.8307114597532041e-18,5.6890809301214339e-41,5.7149589555113881e-40,8.3911566159691531e-45,3.9430409107984839e-21,6.2391600193596596e-19,4.6105740728891884e-22,2.1511959641698828e-18,4.6310690912515859e-23,3.0759670318844994e-18,4.9564382502978123e-23,4.4805978639944109e-24,2.1923155455890779e-22,2.5395390530158158e-21,7.9509748986803424e-32,2.3200503151000118e-22,8.00871261363271e-20,3.5859635297854569e-24,6.370264963894965e-22
5.1134138109367933e-14,0.28449621917264345,76.950000000000003,0.0,0.0,0.0,0.99992977970181041,9.4999999995580442,2.1525751235023093e-07,2.7243171818904153e-06,2.7241238052877635e-06,3.0226289313772085e-10,3.1109532577641491e-13,5.9014029554919202e-05,1.4791065816770523e-06,1.3938277778098346e-10,1.5711387653915354e-18,5.0442144252655132e-19,4.1906312775406883e-17,4.0132158932049006e-06,5.8120044268512407e-12,5.5420512799141179e-19,9.343298547743345e-20,4.5627802222337535e-24,5.7816420215710926e-25,2.9229789363165372e-13,3.1600675202289495e-11,2.5393396540480966e-14,2.5394089013929717e-14,5.8668657395834518e-19,1.050450375362348e-19,7.645168042510618e-16,8.1290472312906225e-13,4.8169458249861891e-17,4.3734179894508388e-18,4.1396316848841717e-34,5.4444992124182649e-20,1.4157893827371453e-19,3.7610929236113064e-34,4.7314311737542324e-08,2.8862100275188014e-25,1.2570231528059756e-25,3.9236996453598386e-11,1.1504253776288052e-11,2.3628451689095941e-09,3.9243185203497276e-11,1.3257124299290592e-14,3.7610818266632894e-34,1.6628444603246202e-23,8.3197759870538135e-25,2.538112784712722e-25,2.7730103746277215e-30,5.8209820418482351e-20,1.7505577201579014e-35,5.4386132446088722e-15,6.5499826858762176e-31,4.7387251801954612e-35,2.0534314101126982e-18,7.7142087237119868e-41,7.6286810581784369e-40,1.147240703146786e-44,4.7712968049953277e-21,6.7901037432734841e-19,5.5773004027862557e-22,2.4145228193490555e-18,5.3592874188112154e-23,3.3220683553051843e-18,5.7557037363895579e-23,5.2257754087168373e-24,2.4603940241155559e-22,2.832681206705326e-21,9.2732662394489765e-32,2.5682030830112203e-22,9.0820936311084328e-20,4.5076457114616026e-24,7.4183725703295208e-22
5.306552678217743e-14,0.28449621917253387,76.950000000000003,0.0,0.0,0.0,0.99992713018212764,9.4999999995243858,2.2338770963265544e-07,2.82720473146783e-06,2.8269962147673333e-06,3.254758799152479e-10,3.2284874308203163e-13,6.1036488549093002e-05,1.5893662231250171e-06,1.4981494132523912e-10,1.6918039213130577e-18,5.6780706071076524e-19,4.6731829838799411e-17,4.3123802664143708e-06,6.2593195192651715e-12,5.9568563810360183e-19,1.007301987693262e-19,5.2828212488428535e-24,6.6685253469284841e-25,3.2613043175233919e-13,3.4031782985233003e-11,2.8380105345104218e-14,2.8380904523824006e-14,6.767061678114383e-19,1.2161357701369406e-19,8.5110486702206732e-16,8.7553676673749923e-13,5.3472323848610606e-17,4.8750328160345877e-18,5.3660179136380051e-34,6.3008013826957626e-20,1.5838972333119836e-19,4.8753487298918232e-34,5.0841355281591924e-08,3.3656840067833335e-25,1.4593087276293242e-25,4.3731652883944141e-11,1.2821589759168556e-11,2.5353739369311788e-09,4.3738949676732327e-11,1.5342399714159767e-14,4.8753338018904732e-34,1.9301120402587826e-23,9.7088350260150871e-25,3.04028311375838e-25,3.4490596777769435e-30,6.5056948340037193e-20,2.2605322604884843e-35,5.8569928455246967e-15,7.9261065573176238e-31,6.1193456300058025e-35,2.2934039985668497e-18,1.0341648692272675e-40,1.007563726279399e-39,1.5505497407404871e-44,5.7324703336258465e-21,7.3646326766602095e-19,6.6987438988497781e-22,2.6985011676925166e-18,6.1669845974267391e-23,3.5776310305058856e-18,6.6458911741722708e-23,6.0601789775790441e-24,2.749452870277989e-22,3.1462396803181553e-21,1.075387620227291e-31,2.8316821986312351e-22,1.0248243566645463e-19,5.6178931770897918e-24,8.5897495355908576e-22
5.692830412779642e-14,0.28449621917230317,76.950000000000003,0.0,0.0,0.0,0.99992183170911653,9.4999999994534488,2.3964803894450212e-07,3.0329771257164962e-06,3.0327365634500641e-06,3.7446579161102163e-10,3.4635946539240225e-13,6.5039326311102906e-05,1.820965836051179e-06,1.7174145608644183e-10,1.9464626594633842e-18,7.1094791918279067e-19,5.7440143086194935e-17,4.9407730166410588e-06,7.2036875630749057e-12,6.8287022535664844e-19,1.1610201232458742e-19,6.9724453622668295e-24,8.7359993415582647e-25,4.0129427025896756e-13,3.9163972692595718e-11,3.5037933234516926e-14,3.5038981335399955e-14,8.8647666920050198e-19,1.6049030679924134e-19,1.0425996063870795e-15,1.00778591685356e-12,6.5136077881139429e-17,5.9873441273866031e-18,8.7746099709241146e-34,8.3085666437526614e-20,1.9593201670161422e-19,7.9723031367434857e-34,5.8249889417972606e-08,4.4997400911511191e-25,1.9352518626028947e-25,5.3695323995061171e-11,1.5741603655469792e-11,2.8965672497831153e-09,5.3705264939789266e-11,2.0231764517194316e-14,7.9722769474861014e-34,2.5602618309486334e-23,1.3015033801517112e-24,4.2789937060236159e-25,5.2134073713430966e-30,8.0320174671802018e-20,3.668681732413011e-35,6.740206469692516e-15,1.1381498538091613e-30,9.9316798212708635e-35,2.8276118689593412e-18,1.8019419205493708e-40,1.7074966738803968e-39,2.7451366285975667e-44,8.1155346991304693e-21,8.5844381775748578e-19,9.4775659324284511e-22,3.3315273400076609e-18,8.0410915630864242e-23,4.1171372415435707e-18,8.7243280056186267e-23,8.024274148119964e-24,3.393656444398428e-22,3.8366482571153062e-21,1.4239036237102452e-31,3.4058304331117103e-22,1.287440758652832e-19,8.5250714187214033e-24,1.1339070365593147e-21
6.012313208257952e-14,0.28449621917210055,76.950000000000003,0.0,0.0,0.0,0.99991745000988697,9.4999999993911342,2.5309657508542441e-07,3.2031647529422523e-06,3.2028958997993322e-06,4.1756546196591531e-10,3.6580874365919614e-13,6.8308058626912973e-05,2.0235598969077231e-06,1.9093647594017576e-10,2.1705034190598639e-18,8.4703543853329342e-19,6.7413372759514768e-17,5.4904658744990996e-06,8.0348623211835034e-12,7.591938731889793e-19,1.2959151523006189e-19,8.6488478619808214e-24,1.0771721022058945e-24,4.7139483532360677e-13,4.3680642979910601e-11,4.1272393362879483e-14,4.1273686735294627e-14,1.0929052510606714e-18,1.9906040172073642e-19,1.2202232872031021e-15,1.1242052562043233e-12,7.5885558749574013e-17,7.0223952690107097e-18,1.2858556572865719e-33,1.0298757750784196e-19,2.3116212677306366e-19,1.168288763703723e-33,6.4730582109976817e-08,5.6344081401956594e-25,2.4087782522067346e-25,6.296340668775606e-11,1.8457504480445661e-11,3.2112543595829414e-09,6.2976017428922881e-11,2.5078341204685298e-14,1.1682847102643105e-33,3.1890074312514014e-23,1.6350462245840798e-24,5.578684457384809e-25,7.1847004918256121e-30,9.4612652737934274e-20,5.343201297323004e-35,7.5174867993140543e-15,1.5082588759017757e-30,1.4465366502824217e-34,3.3270349124759904e-18,2.773424595896366e-40,2.5730315757221324e-39,4.2798209554965189e-44,1.0630629175945802e-20,9.6645747104672551e-19,1.2408348661319622e-21,3.9242945707638596e-18,9.8761194220490972e-23,4.5919403654109623e-18,1.0774351802043288e-22,9.9802452249382937e-24,3.9967248858535277e-22,4.4737360021334102e-21,1.7709740432256519e-31,3.9296321919814788e-22,1.5360739383689096e-19,1.1785540117811013e-23,1.4067623544099189e-21
6.331796003736261e-14,0.2844962191718871,76.950000000000003,0.0,0.0,0.0,0.99991306881586017,9.4999999993255333,2.6654505172399396e-07,3.373349932857727e-06,3.3730511629723888e-06,4.6299994416621613e-10,3.8521491003454026e-13,7.1539288727258743e-05,2.2360287223544842e-06,2.1108091793639429e-10,2.4066815085942223e-18,1.0004202724052082e-18,7.8449852387778977e-17,6.0669517156361776e-06,8.9114001846964303e-12,8.3929269954026501e-19,1.4377584469495864e-19,1.0607597442392343e-23,1.3134356854722787e-24,5.4906614464057514e-13,4.8443467601068163e-11,4.8205515103875989e-14,4.8207093281696067e-14,1.3323276033748029e-18,2.4412456107934814e-19,1.4160576167624951e-15,1.2469987643147433e-12,8.7669447054382265e-17,8.1668995781241282e-18,1.8473944557218172e-33,1.2622196464831287e-19,2.7041421643241608e-19,1.6784933041388705e-33,7.1527158121371384e-08,6.9691658985780858e-25,2.9632564968153573e-25,7.3207893606617494e-11,2.1459267185869228e-11,3.5400728720016157e-09,7.3223667304216541e-11,3.0736423541870106e-14,1.6784871707904349e-33,3.9273999314590217e-23,2.0306289055742569e-24,7.1718545452858972e-25,9.7357030637543103e-30,1.1050652995487863e-19,7.6300755362803231e-35,8.337121974234015e-15,1.9704125528503883e-30,2.0657225433023468e-34,3.8816038216224892e-18,4.1734302705479746e-40,3.7961652998234904e-39,6.5217400101814653e-44,1.3729726089073867e-20,1.0809212622952644e-18,1.6017415044076164e-21,4.5834849409637829e-18,1.1994950786230752e-22,5.0926222205098407e-18,1.3156934179602754e-22,1.2273392963843033e-23,4.6672041738070449e-22,5.172911318141502e-21,2.1778694069996136e-31,4.4991528303009709e-22,1.8150436087063968e-19,1.6018931194394902e-23,1.7256556234031221e-21
6.651278799214571e-14,0.28449621917166307,76.950000000000003,0.0,0.0,0.0,0.99990868812147438,9.4999999992566604,2.7999346886697019e-07,3.5435326750592725e-06,3.5432023549998416e-06,5.1076739116007443e-10,4.0466809763242788e-13,7.4733446678410383e-05,2.4582590162823625e-06,2.3216527242936365e-10,2.6549873295585087e-18,1.1723206791769989e-18,9.0597691718650472e-17,6.6699231423860748e-06,9.8333001852545607e-12,9.231288912456785e-19,1.5864804723377045e-19,1.2877924338762378e-23,1.5854964463594027e-24,6.3466617381107123e-13,5.3452404410731743e-11,5.5874359971742785e-14,5.5876266238483779e-14,1.6078162669133319e-18,2.9635510064537321e-19,1.6308171169064515e-15,1.376167949870483e-12,1.0051977720936097e-16,9.4256845224902454e-18,2.6071989940926561e-33,1.5312996547076127e-19,3.1391138097071992e-19,2.3688423228221373e-33,7.8635993709284973e-08,8.5256172453804564e-25,3.6071463146062815e-25,8.447114978047893e-11,2.4759253461347468e-11,3.8827373072743518e-09,8.4490634651225765e-11,3.728903492856373e-14,2.3688332299120929e-33,4.7875920361117477e-23,2.4959313037976621e-24,9.1042440492668234e-25,1.2993375780810017e-29,1.2808659708722441e-19,1.070374451274943e-34,9.1991043272479719e-15,2.5412610448531692e-30,2.8979716987262953e-34,4.4941151358066228e-18,6.1536078279338586e-40,5.4947241685035231e-39,9.7350577707774045e-44,1.7507762691022964e-20,1.2018341307789966e-18,2.0414415106630053e-21,5.3126213340763074e-18,1.4422298497677295e-22,5.6191794860129778e-18,1.5903998077651433e-22,1.4940318046911236e-23,5.4086436037507808e-22,5.9362014101184976e-21,2.6510829425438059e-31,5.1156948148303152e-22,2.1261093757781868e-19,2.1442511427255826e-23,2.0953734316284485e-21
6.970761594692881e-14,0.28449621917142837,76.950000000000003,0.0,0.0,0.0,0.99990430792123264,9.4999999991845296,2.9344182652103884e-07,3.7137129891323897e-06,3.7133494779089658e-06,5.6086595734019096e-10,4.241722590115459e-13,7.7890957614604571e-05,2.6901387818711139e-06,2.5418012492691971e-10,2.9154112874049752e-18,1.3639803067585562e-18,1.0390423807837382e-16,7.2990762823435179e-06,1.080056135571071e-11,1.0106650135526025e-18,1.7420122498150406e-19,1.5490340762915309e-23,1.8965661448622852e-24,7.2854877349846904e-13,5.8707411221748325e-11,6.4315983010598045e-14,6.4318264519884688e-14,1.9225344980837992e-18,3.5645387291928092e-19,1.8651942799363116e-15,1.5117142627437811e-12,1.1446700014372016e-16,1.0803489834007603e-17,3.6204684158797199e-33,1.8406713638915988e-19,3.6187729531522772e-19,3.2894912330918106e-33,8.6053506698821947e-08,1.0326336460614876e-24,4.3492732284764752e-25,9.6794673060723211e-11,2.8369567467997255e-11,4.2389663199280796e-09,9.681847490321117e-11,4.4822689941571111e-14,3.2894779995468812e-33,5.7823899529889171e-23,3.039161266203373e-24,1.1425812563525016e-24,1.710390417391628e-29,1.4743759282990384e-19,1.4775768761536246e-34,1.0103426207378782e-14,3.2394634131403015e-30,4.0005873252688325e-34,5.1673523143705265e-18,8.9076203460445149e-40,7.8165898672299313e-39,1.4262372510966214e-43,2.2069112689955459e-20,1.3291950847929109e-18,2.5719770684044417e-21,6.1152259780404051e-18,1.7183408746443733e-22,6.1716089354449928e-18,1.9048533527470825e-22,1.8019489841490572e-23,6.224589293924355e-22,6.7655426005261966e-21,3.1974392992106568e-31,5.7805445232603137e-22,2.4710305096726645e-19,2.8307370739257771e-23,2.5209156475288991e-21
7.29024439017119e-14,0.28449621917118323,76.950000000000003,0.0,0.0,0.0,0.99989992820970008,9.4999999991091464,3.0689012469281174e-07,3.883890884734711e-06,3.8834925337237254e-06,6.1329379854268657e-10,4.4356316500412188e-13,8.1012241794779663e-05,2.9315573066431385e-06,2.771161551358014e-10,3.1879437897544181e-18,1.576667570007798e-18,1.184160882676577e-16,7.954110747811765e-06,1.1813182730125029e-11,1.101864006348666e-18,1.9042853896149314e-19,1.8476620388270365e-23,2.2499593071426472e-24,8.3106371687985664e-13,6.420844580668122e-11,7.3567432793068264e-14,7.3570140684025111e-14,2.2797316624577197e-18,4.2515180204521659e-19,2.1198600306113795e-15,1.653639095560964e-12,1.2954006262187624e-16,1.2304969094123649e-17,4.9540625886206033e-33,2.1940317177996882e-19,4.1453617037700069e-19,4.5011911374996453e-33,9.3776156004812552e-08,1.2394849292696741e-24,5.198821444224742e-25,1.1021910677013972e-10,3.2302059614777156e-11,4.6084826451933947e-09,1.102478914381902e-10,5.3427322536183912e-14,4.5011721993146437e-33,6.9252547965677495e-23,3.6690654380227126e-24,1.4190879815403731e-24,2.2234416839714407e-29,1.6864420105036412e-19,2.0100233853884232e-34,1.1050079979985593e-14,4.0858224012192659e-30,5.4423949078155442e-34,5.9040857963553947e-18,1.2679697407998041e-39,1.0945243631356747e-38,2.0542242164763892e-43,2.7527973233589304e-20,1.4630029972238276e-18,3.206509878157436e-21,6.9948204474339847e-18,2.0304020506106854e-22,6.7499074324961832e-18,2.2624554706485344e-22,2.1551243902079826e-23,7.1185842006797423e-22,7.6627845086624005e-21,3.8240940998114357e-31,6.4949754345651097e-22,2.8515660309937986e-19,3.6901577464658042e-23,3.007492343821427e-21
7.6097271856495e-14,0.28449621917092754,76.950000000000003,0.0,0.0,0.0,0.99989554898150501,9.4999999990305231,3.2033836338882853e-07,4.0540663711451187e-06,4.0536315244648009e-06,6.6804907204593878e-10,4.6296024851742963e-13,8.4097714658439013e-05,3.1824051477468962e-06,3.0096413601973174e-10,3.4725752623689026e-18,1.8116750451587832e-18,1.3417910021008725e-16,8.6347295958732397e-06,1.2871163343761478e-11,1.1966891801789844e-18,2.0732322396613387e-19,2.1869778263666599e-23,2.6490902052876355e-24,9.4255674636850032e-13,6.9955465899290518e-11,8.3665751419195207e-14,8.3668940927072403e-14,2.6827389280325965e-18,5.032084283774372e-19,2.3954641768492526e-15,1.801943785221255e-12,1.4576648140078836e-16,1.3934691281773689e-17,6.6882694171098969e-33,2.5952162994323353e-19,4.7211271146813127e-19,6.076894837179799e-33,1.0180044116091145e-07,1.475561459500129e-24,6.1653269008766868e-25,1.2478425213021059e-10,3.6568330268507455e-11,4.9910130463012634e-09,1.2481874795544543e-10,6.3196215673081107e-14,6.0768681489727285e-33,8.2303038260769806e-23,4.394939728572194e-24,1.7458260509382387e-24,2.8574768152581219e-29,1.9179104811025336e-19,2.6979713630061792e-34,1.2039058026652567e-14,5.1034221827806744e-30,7.3053589471734563e-34,6.7070730600283317e-18,1.777462290313187e-39,1.5106097014264842e-38,2.9129973796485051e-43,3.4008740865392959e-20,1.6032566332021152e-18,3.9593620580081236e-21,7.9549256656256887e-18,2.3810328907496609e-22,7.3540719270861611e-18,2.666705921749205e-22,2.5577779452415525e-23,8.0941681331449634e-22,8.6296939809686195e-21,4.5385334892508859e-31,7.2602504848878722e-22,3.2694746971807163e-19,4.7553463793892282e-23,3.5605207799433556e-21
7.92920998112781e-14,0.2844962191706612,76.950000000000003,0.0,0.0,0.0,0.99989117023133678,9.4999999989486703,3.3378654261555618e-07,4.224239457503393e-06,4.2237664521496038e-06,7.2512993656944191e-10,4.8252791415029739e-13,8.7147786880982571e-05,3.4425741173803973e-06,3.2571493286541097e-10,3.7692961385216377e-18,2.070318874005437e-18,1.5123840447832733e-16,9.3406392888401815e-06,1.3974502233082816e-11,1.2951042126946002e-18,2.2487858987130849e-19,2.5704050980953867e-23,3.0974699426104163e-24,1.0633696198916439e-12,7.5948429195983358e-11,9.4647974515187467e-14,9.4651705077397701e-14,3.1349651290311052e-18,5.9141145875542981e-19,2.6926358538061031e-15,1.9566296143875362e-12,1.6317241445036593e-16,1.5697142299198249e-17,8.9187220119521158e-33,3.0481966305476972e-19,5.3483207788536289e-19,8.1034990381737893e-33,1.1012290185317888e-07,1.7434006227444065e-24,7.2586704233099974e-25,1.4052908055729473e-10,4.1179733424674818e-11,5.3862882623102643e-09,1.4057008072152355e-10,7.4225931766844148e-14,8.103461955608833e-33,9.7123115969855243e-23,5.2266395791475162e-24,2.1291396136125735e-24,3.633936655878139e-29,2.1696270023008185e-19,3.5771656572193463e-34,1.3070352744993656e-14,6.3177684048318622e-30,9.6863145842034286e-34,7.579058682109014e-18,2.4568912315874657e-39,2.0573489388853958e-38,4.0721340835011182e-43,4.1646381461934194e-20,1.7499547645421898e-18,4.8460562402115549e-21,8.9990619068834506e-18,2.7728950739782644e-22,7.9840994515693469e-18,3.1211988654378379e-22,3.0143156886937672e-23,9.1548777674168728e-22,9.6679588785786502e-21,5.3485736868824397e-31,8.0776241276914092e-22,3.726514951319314e-19,6.0635001807680491e-23,4.1856224192532016e-21
