Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447)
5.996211141436742e-10,0.2845028577624981,76.950000000000003,0.0,0.0,0.0,0.45158782213123488,9.4997481407310449,0.0017285798187462451,0.015821898113665436,0.013246602041277981,0.00023999862106344994,1.8075577198841336e-09,0.00016057436635065023,0.13517000556452399,1.0609204961125892e-05,1.2476127514969763e-12,7.2349800273717245e-07,2.3473431611963568e-06,0.37446940943445861,0.00030739962675937598,4.2185159686131704e-14,1.2859829135770513e-14,8.2287742781236751e-10,2.4028401007534359e-12,0.0001138863227816671,0.00012635012819832645,0.0022918441186510377,0.0022925844910265461,3.0268459398499094e-07,1.5974278022909893e-07,9.2645051998593481e-10,6.9276392610309666e-05,1.8197146248955686e-08,4.7897466343283003e-09,2.6226143997071379e-08,1.7215106260011113e-08,3.8191643157159801e-08,5.7447857001300391e-08,0.0045362298004188251,1.1370696989299091e-13,4.3363247297283974e-14,3.3044014378930269e-06,4.5728899550320189e-07,1.3159557892922504e-07,2.9466851353076092e-05,8.0878082782915878e-05,5.4684390352711653e-08,4.5210887861229837e-09,1.8525285801092478e-08,1.5799060937674195e-08,2.4484525869611075e-09,4.5645993660106558e-10,2.0942727888576205e-11,4.6370221343226074e-08,1.3840251908453953e-10,3.8743797095376521e-10,7.431768791399078e-10,2.7245363534734557e-12,2.6443848979943145e-12,2.2335347153851202e-14,8.903732047772103e-07,7.0886623091567245e-12,8.8325944022879205e-09,3.8767714678644564e-07,3.5121652195744952e-11,9.7493967494631313e-10,6.4852219815495222e-11,1.8050246659722646e-10,1.7446888577027807e-11,4.1944172040118278e-12,3.200670917482895e-18,1.2915735419251318e-11,1.8437370702030671e-08,5.5566099953748679e-09,1.2282185916715888e-09
6.113544191310412e-10,0.2845030819272214,76.950000000000003,0.0,0.0,0.0,0.44474899078480612,9.4997470114615226,0.0017504442056421497,0.015944968683941286,0.013300428587069351,0.00024100143481441762,1.8216162093556869e-09,0.00015820915064011733,0.13684784215408927,1.0691806638974928e-05,1.2528257985699126e-12,7.5060609221760047e-07,2.4438357108117472e-06,0.37929116654894568,0.00031437084253675435,4.2513606574954084e-14,1.3214469488812354e-14,8.6032360956061307e-10,2.4945638220231753e-12,0.00011569623327306247,0.00012694291007343933,0.0023618515024032187,0.0023626291093801557,3.11931482521659e-07,1.6462438711085968e-07,9.3838570956459634e-10,7.1435437111785864e-05,1.8764325738835155e-08,4.9392976981048004e-09,2.8102123997379302e-08,1.7756677791627494e-08,3.9597757638867937e-08,6.2428939544265851e-08,0.0045948341572778573,1.1728400292226145e-13,4.4727378139416802e-14,3.2691506119663393e-06,4.5503749034302185e-07,1.2973483756546602e-07,2.9772546171054593e-05,8.200989117149697e-05,5.9361612780051006e-08,4.6924135175401451e-09,1.9675592793466408e-08,1.6723405687463872e-08,2.6461609887239634e-09,4.7073218620303783e-10,2.2669635090485294e-11,4.6992161685075811e-08,1.4915650916801881e-10,4.2405235928043824e-10,7.5316022349999924e-10,2.99867697956065e-12,2.9424936655578961e-12,2.4897608529912455e-14,9.2317391094233953e-07,7.1843659306780267e-12,8.9719799598071363e-09,4.0151695612814362e-07,3.6375539552742382e-11,1.0134910781336779e-09,6.7167695747125459e-11,1.8698078095047687e-10,1.8142780936618388e-11,4.3586547921002375e-12,3.3155444210413975e-18,1.3369411067002593e-11,1.9084236167657698e-08,5.644449773970978e-09,1.2657546608366979e-09
6.230877241184081e-10,0.2845033073643981,76.950000000000003,0.0,0.0,0.0,0.43801744025817729,9.4997459574417409,0.0017719700474580484,0.016064248352960359,0.01335027777359692,0.00024193119246669354,1.8352414171163271e-09,0.00015588102042920419,0.13849825972988025,1.0771863573677007e-05,1.2576590590402553e-12,7.7794741853458404e-07,2.5417545335623529e-06,0.38404187165663956,0.0003212889160899201,4.283193613041926e-14,1.3573836964466399e-14,8.9843062823113545e-10,2.5871852486377015e-12,0.00011747952750264515,0.00012749491212960657,0.0024321740033163351,0.0024329902288457508,3.2121999563871879e-07,1.6952798880450143e-07,9.501450226497573e-10,7.3610730735220727e-05,1.9335773910779071e-08,5.0899776732073701e-09,3.0058336391980846e-08,1.8302389810603187e-08,4.1019507104487209e-08,6.7712725175836377e-08,0.0046525797310775123,1.2088837820024903e-13,4.6101936075106714e-14,3.2344605663006654e-06,4.5282350850200617e-07,1.2790331702087451e-07,3.0073850937752104e-05,8.3125212437695732e-05,6.4315980951166316e-08,4.8657338827015605e-09,2.0868235566506002e-08,1.7677046089989305e-08,2.8548289658187674e-09,4.8511249934409082e-10,2.4494524349194908e-11,4.7606710911472928e-08,1.604643154423629e-10,4.6315632643997912e-10,7.6302478082890581e-10,3.2928612782186887e-12,3.2662443700699112e-12,2.7684454206841786e-14,9.564157764684716e-07,7.2789561628684469e-12,9.1093252413559123e-09,4.1553088262698807e-07,3.7645201666519819e-11,1.0526040395974605e-09,6.951230444296884e-11,1.9354110577534014e-10,1.8848932569471771e-11,4.5252417789512237e-12,3.4318721347198477e-18,1.3828441673138315e-11,1.9738718257428041e-08,5.731003701280242e-09,1.3034599341735177e-09
6.348210291057751e-10,0.28450353399364997,76.950000000000003,0.0,0.0,0.0,0.43139137835715852,9.4997449761573147,0.0017931626515385033,0.016179853033048849,0.013396283388918901,0.00024279034997399748,1.8484469186979812e-09,0.00015358935566124428,0.14012168881578621,1.0849453580491296e-05,1.2621253199895383e-12,8.0550706437266417e-07,2.6410635602145852e-06,0.38872263823403247,0.00032815232789943234,4.314045535768256e-14,1.3937851678105161e-14,9.3718300690163333e-10,2.6806562364442989e-12,0.00011923659189256714,0.00012800750139873085,0.0025027894133068523,0.0025036456759238049,3.3054719929603749e-07,1.7445203564462715e-07,9.6173121550543308e-10,7.5801767024719511e-05,1.9911357682622244e-08,5.2417513647750538e-09,3.209548017515626e-08,1.8852113241630692e-08,4.2456452576905648e-08,7.3309375259558048e-08,0.0047094799836241404,1.2451924365992546e-13,4.7486596223191547e-14,3.2003217811527173e-06,4.5064638842648294e-07,1.2610052793013943e-07,3.037083387012512e-05,8.422430621845642e-05,6.9556174323442377e-08,5.0409939690419467e-09,2.210355714754473e-08,1.8659920361550429e-08,3.0747692020438134e-09,4.9959751059674121e-10,2.6420281510369654e-11,4.8214103647535017e-08,1.7233854052098684e-10,5.0484936610858522e-10,7.7277432189386674e-10,3.6079730142132725e-12,3.6171382754282141e-12,3.0709326442104357e-14,9.9009187162068425e-07,7.3724685637353288e-12,9.2446624465182315e-09,4.2971652326086307e-07,3.8930420755675002e-11,1.0922679017892448e-09,7.1885643683027972e-11,2.0018230441040161e-10,1.9565148509487607e-11,4.6941330035430206e-12,3.5496339029623259e-18,1.4292741483632439e-11,2.0400695287934389e-08,5.8162920711615666e-09,1.3413224954859539e-09
6.46554334093142e-10,0.2845037617372794,76.950000000000003,0.0,0.0,0.0,0.42486904607530096,9.4997440651736795,0.0018140272367009247,0.016291895006089487,0.013438574981545576,0.00024358128543746063,1.8612454469761089e-09,0.00015133354777687098,0.14171855276451734,1.0924652037296485e-05,1.2662369380252443e-12,8.3327044198218463e-07,2.7417271880254092e-06,0.39333456115369458,0.00033495968798580484,4.3439464669554577e-14,1.4306439507855636e-14,9.765653790654238e-10,2.7749295133745144e-12,0.00012096781096121141,0.00012848200153533208,0.002573676268354821,0.0025745740210999899,3.3991025776465826e-07,1.793950298903626e-07,9.7314699834256701e-10,7.800805520088934e-05,2.0490948091979733e-08,5.3945846675317321e-09,3.4214182089587693e-08,1.9405723006506298e-08,4.3908166644285313e-08,7.9229052282396488e-08,0.0047655481517816364,1.2817577296300468e-13,4.8881043436444828e-14,3.1667249173404456e-06,4.4850548177424556e-07,1.2432599002474952e-07,3.0663562066353097e-05,8.5307427788358585e-05,7.5090828970949426e-08,5.2181393268085106e-09,2.3381877585010039e-08,1.9671944954589867e-08,3.3062923182324525e-09,5.1418395868426567e-10,2.8449775379654962e-11,4.8814567109337489e-08,1.8479152530361523e-10,5.4923152371965619e-10,7.8241249837884042e-10,3.9449038929845561e-12,3.9967189258361634e-12,3.3986059834245807e-14,1.0241953757264967e-06,7.4649375349941081e-12,9.3780232482964791e-09,4.4407154804069176e-07,4.0230985657746868e-11,1.132472247492255e-09,7.4287323472182115e-11,2.0690327475074713e-10,2.0291238150569085e-11,4.8652843354176444e-12,3.6688101833196e-18,1.476222722452078e-11,2.1070049107042272e-08,5.9003348457183369e-09,1.3793308278061623e-09
6.58287639080509e-10,0.28450399052018366,76.950000000000003,0.0,0.0,0.0,0.41844871688415691,9.499743222133505,0.0018345689348710154,0.016400483041087672,0.013477277997303822,0.00024430630162063506,1.8736491173964993e-09,0.0001491129994677093,0.14328926788978744,1.0997531963523782e-05,1.2700058650326707e-12,8.6122329756625669e-07,2.8437103055322645e-06,0.39787871702934685,0.00034170972897111962,4.3729256683821458e-14,1.4679528795582079e-14,1.0165625075516644e-09,2.8699587209574166e-12,0.00012267356673593312,0.00012891969422082527,0.0026448138249355571,0.0026457545552455927,3.4930643051263791e-07,1.8435552408052116e-07,9.8439503617332483e-10,8.0229119662783609e-05,2.1074420165353751e-08,5.5484445311642162e-09,3.6414998104067816e-08,1.9963097897072384e-08,4.5374233210081374e-08,8.548191233233328e-08,0.0048207972516382458,1.3185716497775612e-13,5.0284972143728541e-14,3.1336608122636334e-06,4.4640015310642339e-07,1.2257923193752941e-07,3.0952101525958367e-05,8.6374828141113746e-05,8.0928530384131346e-08,5.3971169388753087e-09,2.4703494477306187e-08,2.0713015392623915e-08,3.5497066611804481e-09,5.2886868317354684e-10,3.0585855693897116e-11,4.9408321346426273e-08,1.9783534288125447e-10,5.9640329904324769e-10,7.9194284678293912e-10,4.3045526307656308e-12,4.406571419162827e-12,3.7528875051093044e-14,1.0587195753491519e-06,7.5563963741024952e-12,9.5094387988766542e-09,4.5859369770910247e-07,4.1546691620687539e-11,1.1732068995045554e-09,7.6716965654954275e-11,2.1370294815873605e-10,2.102701524570042e-11,5.0386526719600382e-12,3.7893820269635519e-18,1.5236818020554274e-11,2.1746664976608922e-08,5.9831516588948527e-09,1.4174738007487755e-09
6.700209440678759e-10,0.2845042202697728,76.950000000000003,0.0,0.0,0.0,0.41212869604143204,9.4997424447541814,0.0018547927926833433,0.01650572250775742,0.013512513911600604,0.00024496762837987403,1.885670393482258e-09,0.00014692712443639623,0.1448342435956865,1.1068164096425758e-05,1.2734437183193556e-12,8.8935171452242544e-07,2.9469783141845132e-06,0.40235616455347323,0.00034840129948267496,4.4010109591065727e-14,1.5057033832649478e-14,1.0571593014919882e-09,2.9656986238256796e-12,0.00012435423826141377,0.00012932182052040249,0.0027161820372133081,0.0027171672667814059,3.5873306919680906e-07,1.8933211944195662e-07,9.9547794964666083e-10,8.2464499506223143e-05,2.1661652791518746e-08,5.7032989268402258e-09,3.8698414971583285e-08,2.0524120452338425e-08,4.6854247240942002e-08,9.2078097848545517e-08,0.0048752400825842505,1.3556264450750606e-13,5.1698086795903345e-14,3.101120476036513e-06,4.4432977958789127e-07,1.2085979101206124e-07,3.1236517169533554e-05,8.7426754069276028e-05,8.7077806579607988e-08,5.5778751900589561e-09,2.606868350688884e-08,2.1783007098458342e-08,3.8053181030221164e-09,5.4364862127653338e-10,3.2831351190204019e-11,4.999557947593632e-08,2.1148179324432919e-10,6.4646555079033868e-10,8.0136879218487525e-10,4.6878240381337924e-12,4.8483216380623057e-12,4.1352372147706206e-14,1.0936578624948979e-06,7.6468773877124658e-12,9.6389397361761503e-09,4.732807815142302e-07,4.2877340101671962e-11,1.2144619196499409e-09,7.9174203543071032e-11,2.2058028841035069e-10,2.1772297893219725e-11,5.2141959329663497e-12,3.9113310592185652e-18,1.5716435317516776e-11,2.2430431459700465e-08,6.0647618205745008e-09,1.4557406582739899e-09
6.817542490552429e-10,0.2845044509158902,76.950000000000003,0.0,0.0,0.0,0.40590731991650258,9.4997417308253986,0.0018747037730479262,0.016607715486272791,0.013544400357248887,0.00024556742501309224,1.8973209024900871e-09,0.00014477534716251532,0.14635388250331402,1.1136616964763591e-05,1.2765617206948627e-12,9.1764211564057639e-07,3.0514971470633071e-06,0.40676794482767242,0.00035503335788192325,4.4282296131078161e-14,1.5438875933163191e-14,1.0983408314790315e-09,3.0621049023945793e-12,0.00012601020119020823,0.00012968958219421604,0.0027877615349711773,0.0027887928195793059,3.6818761474115848e-07,1.9432346434927009e-07,1.0063983158662972e-09,8.4713748057930081e-05,2.2252528599105801e-08,5.8591168148231781e-09,4.106485185613335e-08,2.1088676839643972e-08,4.8347814513748456e-08,9.9027730642433414e-08,0.0049288892313027804,1.3929145960283175e-13,5.3120100624466015e-14,3.0690950877184496e-06,4.422937506957846e-07,1.1916721311701373e-07,3.151687285806303e-05,8.8463448242236985e-05,9.3547121516631189e-08,5.7603638361272201e-09,2.7477698977841575e-08,2.2881776214669367e-08,4.0734298508169153e-09,5.5852080475651661e-10,3.5189067770738552e-11,5.0576547908857215e-08,2.2574239875764374e-10,6.995194033556392e-10,8.106936518784931e-10,5.0956281185553158e-12,5.3236354421100822e-12,4.5471523504198887e-14,1.1290037328534934e-06,7.7364118306130517e-12,9.7665561909499756e-09,4.8813067505607573e-07,4.4222738571279793e-11,1.2562276072023854e-09,8.1658681554763244e-11,2.2753429067589868e-10,2.2526908511906587e-11,5.3918730528522067e-12,4.0346394624701551e-18,1.6201002805855731e-11,2.3121240312101773e-08,6.1451843210364485e-09,1.4941210068456931e-09
6.934875540426098e-10,0.284504682390735,76.950000000000003,0.0,0.0,0.0,0.39978295533278863,9.499741078206819,0.0018943067566836776,0.016706560873318184,0.013573051248012988,0.00024610778252979657,1.9086114594318047e-09,0.00014265710267437112,0.14784858057474051,1.1202956960005916e-05,1.2793707128587517e-12,9.4608126435105073e-07,3.1572332849194022e-06,0.41111508168593891,0.00036160496630280705,4.4546083819988916e-14,1.582498364558188e-14,1.140092343052428e-09,3.1591341371057641e-12,0.00012764182744402853,0.00013002414296448846,0.0028595336022525244,0.0028606125315767186,3.7766759451319998e-07,1.9932825283419699e-07,1.0171586691911395e-09,8.697643242493023e-05,2.2846933838189577e-08,6.0158681131494049e-09,4.3514662017536713e-08,2.1656656739716437e-08,4.9854551362845467e-08,1.063409051871616e-07,0.004981757075675935,1.4304288078869051e-13,5.4550735354080803e-14,3.0375759916354845e-06,4.4029146793581143e-07,1.1750105246512955e-07,3.179323141182892e-05,8.9485149282567889e-05,1.00344868816162e-07,5.9445339726608602e-09,2.8930774355422297e-08,2.4009160414317625e-08,4.354342266101095e-09,5.7348235693562684e-10,3.7661786761055005e-11,5.1151426568494291e-08,2.4062840036612413e-10,7.5566615579768653e-10,8.1992063888428995e-10,5.5288791833186865e-12,5.8342178241359155e-12,4.9901666412893052e-14,1.1647507840712205e-06,7.8250299371431404e-12,9.8923177943053104e-09,5.0314131820293359e-07,4.5582700324557413e-11,1.2984944968008284e-09,8.4170054865925905e-11,2.3456398053389143e-10,2.3290673806333627e-11,5.5716439708132267e-12,4.1592899586730849e-18,1.6690446347886189e-11,2.3818986377901197e-08,6.224437835675082e-09,1.5326048039713654e-09
7.052208590299767e-10,0.28450491462878763,76.950000000000003,0.0,0.0,0.0,0.39375399892649193,9.4997404848258178,0.0019136065436195348,0.01680235448456897,0.013598576898024427,0.00024659072584516759,1.9195535324352241e-09,0.00014057183632660653,0.14931872723436379,1.1267248405141411e-05,1.2818812525388173e-12,9.7465626510995697e-07,3.2641537697422625e-06,0.41539858201106,0.00036811528498440518,4.4801724647655461e-14,1.6215267429527521e-14,1.1823992686386715e-09,3.2567441032147446e-12,0.00012924948493587919,0.00013032662974010991,0.0029314801566899516,0.0029326083540800328,3.8717061960026034e-07,2.0434522314300032e-07,1.0277615020182461e-09,8.9252133058702232e-05,2.3444758265708338e-08,6.1735236673327392e-09,4.6048134544309446e-08,2.2227953235488891e-08,5.137408442834574e-08,1.1402768217285587e-07,0.005033855788608323,1.4681620267117428e-13,5.5989722073364818e-14,3.0065546937938384e-06,4.3832234456618531e-07,1.1586087143658356e-07,3.2065654628917255e-05,9.0492091840745472e-05,1.0747936577803582e-07,6.1303380039041969e-09,3.0428122806190394e-08,2.5164979700515108e-08,4.6483526941536657e-09,5.8853048980016055e-10,4.0252263259726671e-11,5.1720409101375329e-08,2.5615075449573115e-10,8.1500719314112527e-10,8.2905286534134951e-10,5.988494984096097e-12,6.3818120338482595e-12,5.4658495343559562e-14,1.2008927140557096e-06,7.9127610713897348e-12,1.0016253685503642e-08,5.1831071307550312e-07,4.6957044299160459e-11,1.3412533559231378e-09,8.6707989072969918e-11,2.416684130169683e-10,2.4063424723781118e-11,5.7534696192195172e-12,4.2852657912362817e-18,1.7184693908797865e-11,2.4523567488958169e-08,6.3025407299047301e-09,1.5711823471109235e-09
7.169541640173437e-10,0.28450514756673745,76.950000000000003,0.0,0.0,0.0,0.38781887652122177,9.4997399486752609,0.0019326078546640748,0.016895189153733472,0.013621084137213614,0.00024701821590087113,1.9301578086459209e-09,0.00013851900358322148,0.15076470548772458,1.1329553621176637e-05,1.2841035384402959e-12,1.0033545630022913e-06,3.372226216059019e-06,0.41961943604430518,0.00037456356688353741,4.5049465820964549e-14,1.6609644924941108e-14,1.2252472380627147e-09,3.3548935199061221e-12,0.00013083353734445456,0.00013059813380022443,0.00300358372949885,0.003004762851733895,3.9669438216005074e-07,2.0937315634020238e-07,1.0382092655496326e-09,9.1540443333567497e-05,2.4045895034680429e-08,6.3320552210561797e-09,4.8665496125473186e-08,2.2802462704560496e-08,5.2906050406255266e-08,1.2209808232413282e-07,0.005085197341770091,1.5061074094135059e-13,5.7436799828951367e-14,2.9760228583869925e-06,4.3638580532899049e-07,1.1424624040685584e-07,3.2334203303348798e-05,9.1484506668286448e-05,1.1495884769124772e-07,6.3177296117195774e-09,3.1969937737455661e-08,2.6349037194588126e-08,4.9557553027219747e-09,6.0366250120037548e-10,4.2963224576964739e-11,5.228368308119707e-08,2.7232013061447164e-10,8.7764390007325262e-10,8.3809334578378564e-10,6.4753958642283439e-12,6.9681986717564344e-12,5.9758053914732983e-14,1.2374233193119171e-06,7.9996336439525908e-12,1.0138392519941843e-08,5.3363692209640247e-07,4.8345594897863438e-11,1.3844951819811265e-09,8.9272159866118529e-11,2.4884667168878282e-10,2.4844996403882479e-11,5.9373119104970409e-12,4.4125507098401333e-18,1.7683675488082482e-11,2.5234884368093255e-08,6.3795110641803981e-09,1.6098442629421243e-09
7.286874690047106e-10,0.28450538114341295,76.950000000000003,0.0,0.0,0.0,0.38197604251805045,9.4997394678114677,0.0019513153328443965,0.016985154828274229,0.013640676422897449,0.00024739215171517892,1.9404338481650566e-09,0.00013649806980588233,0.1521868920378443,1.138993299139734e-05,1.2860473992000405e-12,1.0321639426375372e-06,3.4814188201482502e-06,0.42377861768858183,0.00038094915255367819,4.5289552653568629e-14,1.7008047655205417e-14,1.2686220877412265e-09,3.4535419458471863e-12,0.00013239434393334205,0.0001308397119382549,0.0030758274461132572,0.0030770591831340926,4.0623665285823554e-07,2.1441087495716766e-07,1.0485043705429631e-09,9.3840969138835978e-05,2.4650240587035813e-08,6.4914353878201268e-09,5.1366912852889926e-08,2.3380084715165265e-08,5.4450095801047007e-08,1.3056208047623639e-07,0.0051357935092613931,1.5442583107109081e-13,5.8891715071468251e-14,2.9459723043938874e-06,4.3448128618875681e-07,1.1265673757895301e-07,3.2598937242850274e-05,9.2462620689323977e-05,1.2279146243201694e-07,6.5066637247430693e-09,3.3556393334910186e-08,2.7561119911166364e-08,5.2768409299495568e-09,6.1887577214149555e-10,4.5797368759893307e-11,5.2841430205763389e-08,2.8914690941905892e-10,9.4367757709498715e-10,8.4704500030579776e-10,6.9905039296924882e-12,7.5951947563032229e-12,6.5216726598275804e-14,1.2743364933086067e-06,8.0856751093337339e-12,1.0258762477222867e-08,5.4911806610285983e-07,4.9748181817163707e-11,1.4282111990921001e-09,9.1862252713327435e-11,2.5609786775080446e-10,2.5635228122049071e-11,6.123133722720548e-12,4.5411289548969472e-18,1.8187323054037993e-11,2.5952840535815933e-08,6.4553665990774901e-09,1.6485814969706334e-09
7.404207739920776e-10,0.2845056152997144,76.950000000000003,0.0,0.0,0.0,0.37622397930055196,9.4997390403521038,0.0019697335448150173,0.017072338661924574,0.013657453947657612,0.00024771437236487923,1.9503922156674586e-09,0.00013450851004763795,0.15358565739914534,1.1448445023490721e-05,1.2877224316610953e-12,1.0610725264068509e-06,3.5917003673404937e-06,0.42787708480522163,0.00038727146527721309,4.5522213390422538e-14,1.741038403365361e-14,1.3125098686599354e-09,3.5526501887113922e-12,0.0001339322594086102,0.00013105238756776116,0.0031481950074425443,0.003149481082062526,4.1579527840232903e-07,2.1945724168404624e-07,1.0586491880458983e-09,9.6153328484238317e-05,2.5257694549874899e-08,6.6516376235176465e-09,5.4152492046419237e-08,2.3960721925525468e-08,5.6005876681201067e-08,1.3942959990569789e-07,0.0051856558712002811,1.582608310513438e-13,6.0354223078467029e-14,2.9163950022632934e-06,4.3260823407800931e-07,1.1109194881958313e-07,3.2859915286271008e-05,9.3426657070668989e-05,1.3098526534396334e-07,6.6970964878224494e-09,3.518764509741669e-08,2.8800999518979198e-08,5.6118969412470613e-09,6.3416776416288046e-10,4.8757363202118711e-11,5.3393826487048854e-08,3.0664118161346141e-10,1.0132093591752721e-09,8.5591065761935562e-10,7.5347422405837309e-12,8.2646527670225481e-12,7.105123018350696e-14,1.3116262248746847e-06,8.1709121661983782e-12,1.0377391269252596e-08,5.6475232252044778e-07,5.1164639882952939e-11,1.4723928545765951e-09,9.4477962554981677e-11,2.6342113917801731e-10,2.6433963227612342e-11,6.3108988841212276e-12,4.6709852404792107e-18,1.8695570482520575e-11,2.6677342220424636e-08,6.5301248003897945e-09,1.6873853034732181e-09
7.521540789794445e-10,0.2845058499785477,76.950000000000003,0.0,0.0,0.0,0.3705611966543953,9.4997386644742434,0.0019878669822375353,0.017156825104119533,0.013671513743639235,0.00024798665890136409,1.9600428399377741e-09,0.00013254980885159617,0.1549613660090127,1.1505146409592091e-05,1.2891379114404694e-12,1.0900687721657275e-06,3.7030402375652239e-06,0.43191577950456111,0.00039353000643870244,4.5747671402004045e-14,1.7816568027778906e-14,1.3568968532304407e-09,3.6521800275859886e-12,0.00013544763380926833,0.00013123715179147268,0.0032206706717282634,0.0032220128393235419,4.2536817913856444e-07,2.2451115810355047e-07,1.068646050115534e-09,9.847715111819253e-05,2.5868159635163129e-08,6.8126361998986242e-09,5.702228409485516e-08,2.45442799864902e-08,5.757305843813535e-08,1.4871050691112565e-07,0.005234795817235874,1.6211511815723811e-13,6.1824086416880214e-14,2.8872830706804e-06,4.3076610664953736e-07,1.0955146749944174e-07,3.3117195320647624e-05,9.4376835290399598e-05,1.3954821439445264e-07,6.8889852318043401e-09,3.6863830368031379e-08,3.0068433087825859e-08,5.9612070948462523e-09,6.4953601680237656e-10,5.1845843335216124e-11,5.3941042435112983e-08,3.2481274724634287e-10,1.0863401369475315e-09,8.6469305800837937e-10,8.1090340238229096e-12,8.9784596664367883e-12,7.7278605026323915e-14,1.3492865966247499e-06,8.2553706564307094e-12,1.0494306148320814e-08,5.8053792359579283e-07,5.2594808889597431e-11,1.5170318152266789e-09,9.7118993507872278e-11,2.7081564988254124e-10,2.7241049077521628e-11,6.5005721566908379e-12,4.8021047408418237e-18,1.9208353495220835e-11,2.7408298271355834e-08,6.6038028442188181e-09,1.7262472357629408e-09
7.627140534680748e-10,0.2845060615906429,76.950000000000003,0.0,0.0,0.0,0.3655398171321394,9.4997383688260744,0.0020039472466754191,0.017230624319224095,0.013681921632194581,0.00024819044986709938,1.9684721249343762e-09,0.00013081294331240595,0.15618008663234248,1.1554674993814159e-05,1.2901972888450661e-12,1.1162310729145966e-06,3.8041261619048328e-06,0.43550026550396742,0.00039910781613346745,4.594461243186196e-14,1.8185372149285044e-14,1.3972607957531009e-09,3.7420863307211694e-12,0.00013679248363042076,0.00013138036926991939,0.0032859786222378404,0.003287372801005634,4.3399433375026455e-07,2.2906526039524525e-07,1.0775186206660126e-09,0.000100578095754025,2.6420074721989286e-08,6.9581951626082264e-09,5.9677096159906403e-08,2.5071903925898921e-08,5.8993000539922197e-08,1.5742487406294118e-07,0.0052784133658532071,1.655999659837851e-13,6.3153060988336116e-14,2.8614738271232768e-06,4.291341927648988e-07,1.0818548701638741e-07,3.3345632643724476e-05,9.5220325439275178e-05,1.4757698363892422e-07,7.0628956311376639e-09,3.8410914560721668e-08,3.1232469969915516e-08,6.2880050437173256e-09,6.634306743423497e-10,5.4737482169714188e-11,5.4429244237350241e-08,3.4175410756153637e-10,1.1553181069901391e-09,8.7252822953880148e-10,8.652354922166225e-12,9.6603907527727173e-12,8.3233484865384748e-14,1.3834930121902843e-06,8.3307382390899464e-12,1.059808630389379e-08,5.9487294601800382e-07,5.3893555320235864e-11,1.5575911621109982e-09,9.9517333535442581e-11,2.7753094833114788e-10,2.7974443243928545e-11,6.6728811518306973e-12,4.9211804464857608e-18,1.9673684445431805e-11,2.8071603910356959e-08,6.6692035156210763e-09,1.76126592468479e-09
7.73274027956705e-10,0.2845062735423894,76.950000000000003,0.0,0.0,0.0,0.36058852061595609,9.4997381122798288,0.0020198035938627716,0.017302362860922751,0.013690270767844626,0.00024835641177044742,1.9766661693286458e-09,0.000129100300416022,0.15738067898460961,1.1602820340976719e-05,1.2910600260720347e-12,1.1424473524678479e-06,3.9060235333967486e-06,0.43903775161781433,0.00040463336430064282,4.6136051997003601e-14,1.8557171642987631e-14,1.438008473939303e-09,3.8322773624605074e-12,0.00013811960331609847,0.00013150243506983579,0.0033513510961378618,0.0033527987573049281,4.4262900745188343e-07,2.3362387027587469e-07,1.08627485185206e-09,0.00010268778082985718,2.6974285659880881e-08,7.1043613025666377e-09,6.2400077173112614e-08,2.5601754922589597e-08,6.0421682396619374e-08,1.6648912827488465e-07,0.0053214628734761116,1.6909951910579882e-13,6.4487643543107736e-14,2.8360297242736224e-06,4.2752651629840042e-07,1.0683858596188427e-07,3.3571161603526453e-05,9.6052920261310807e-05,1.5591677955528955e-07,7.2379222534354639e-09,3.9994567488188557e-08,3.2418421386989738e-08,6.6267771917790379e-09,6.7738348240427716e-10,5.7737175948646492e-11,5.4913500682880143e-08,3.5925851281985601e-10,1.2273657751324068e-09,8.8029999218431052e-10,9.2214381687596352e-12,1.0381222119617075e-11,8.9533507742762301e-14,1.4179907431209239e-06,8.4055131291069101e-12,1.0700519134454921e-08,6.0932795380410183e-07,5.5203171638496297e-11,1.5985085770035525e-09,1.0193574784344494e-10,2.8430271909811346e-10,2.8714375285276055e-11,6.8466835080621006e-12,5.0412575193400878e-18,2.0142594223348607e-11,2.874000288317871e-08,6.7337550652078568e-09,1.7963193326920287e-09
