Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155),S(4335),S(4374),S(4387),S(4887),C7H10(297)
1.2718233639462217e-10,0.3963538285188996,76.950000000000003,0.0,0.0,0.0,5.5910764282543555e-05,9.4999906732159065,0.00039381644164924946,0.0019664894356630435,0.0010685228793359224,4.580544475268402e-06,1.0217764015801918e-10,3.9229014278201634e-05,0.18585422093314022,5.3843114721729213e-07,1.6883483337206187e-14,8.7894796946094584e-10,1.3003218515976684e-06,0.7971351423200479,3.2983177259127687e-06,1.6141881333884343e-15,9.0014996124418488e-15,1.601577954728014e-09,2.0887989346568131e-14,0.00057345428512433261,4.1571802714063621e-05,0.00089798019594283806,0.00089810031800871798,5.7334673372122143e-08,2.771953857179161e-08,5.1545493916455933e-07,4.6306353480268473e-05,5.884827416173457e-09,1.4208682567770167e-09,4.0536297152990532e-10,1.290054505650993e-09,9.9198891748789581e-08,1.8535567735290094e-09,0.010890275293532375,5.2833483625061074e-15,2.2703906657155529e-15,4.5684863927561803e-06,1.3486770674969816e-06,2.7372042685280347e-07,0.00026051658589223948,0.00073058982203203068,1.5958992085371109e-09,1.1523345551722097e-09,1.844348582746304e-10,1.6555135249581177e-10,1.3263482715893647e-11,1.5172252280487136e-09,2.3451465187672021e-14,9.4496538067031402e-08,7.6462219686941661e-14,3.91296021494694e-12,1.0701738460331264e-09,3.9047045240404293e-15,4.0337121135370244e-16,7.9292642131543417e-19,2.1600584397795153e-05,3.2254906392964228e-11,8.9283889883856899e-07,5.9840231112501939e-07,1.9926623152809312e-11,2.3696713448228856e-09,4.0906734701110208e-11,1.1020962285869525e-10,9.9628276045722563e-12,3.5196897669961234e-11,5.9703794619288284e-19,1.0349119853012986e-10,9.7907730478705255e-08,2.4076047029135223e-07,4.4309140815250898e-09,2.5797520261794071e-09,1.9871104899938606e-07,4.0956019782456103e-06,6.503287147913327e-09,3.7120070545819272e-10,6.5033284666935611e-09,3.1907470187193985e-06,4.8681757429089468e-20,2.8818433971130518e-20,9.4106681551328594e-18,1.6050642020871637e-12,5.6616202984439756e-11,2.7018308048449107e-20,3.9072336480322524e-14,1.9874941559860894e-08,9.4817859078345947e-11,6.9964675757382636e-09,4.1924886373673099e-09,3.2290262909490419e-09,1.704443587358996e-12,2.0833022791652889e-13,2.4258409444617566e-12,5.7742413964305105e-18,2.6407342474997762e-09,1.1547544496609943e-17,5.1694573045647823e-08,3.8078015842611373e-11,3.745623575388606e-15,1.4627028459066601e-10,2.5626986018083645e-15,2.593598704665219e-08,2.219850639559693e-06,2.2924072094837015e-08,1.880209975231859e-14,1.6728270783238161e-12,7.6429054855081531e-19,6.0587221086656569e-16,1.6410434188836974e-17,2.9901815580359605e-16,4.7983801534189098e-08
1.278294640376378e-10,0.39635384554549974,76.950000000000003,0.0,0.0,0.0,5.4343787657767986e-05,9.4999906767795004,0.000393807827861103,0.0019662399671546526,0.0010649319460409308,4.5651506701699545e-06,1.0216467356985335e-10,3.9185992858953091e-05,0.18575799194116258,5.3836281898538341e-07,1.6826743127984527e-14,8.8031503079849368e-10,1.3071756314592902e-06,0.79723059886804526,3.298344364016738e-06,1.613983288959035e-15,9.0489343526700016e-15,1.6119936404226165e-09,2.092627579726578e-14,0.00057364500359429599,4.1432094737791165e-05,0.00090172120787298323,0.00090184204319740543,5.7573648196261012e-08,2.7835171751778658e-08,5.1551668300235797e-07,4.6543942432348508e-05,5.9150315779676172e-09,1.4281713205388818e-09,4.0911467133730994e-10,1.2966965498230466e-09,9.9864574497199649e-08,1.8803064692081866e-09,0.010892282681460379,5.3105507876360175e-15,2.2820801201640371e-15,4.565624926353997e-06,1.3486063128267735e-06,2.7348717682888195e-07,0.00026051437275265252,0.00073061991141426085,1.6175673899979968e-09,1.1602022392680292e-09,1.8583435462877838e-10,1.6671491188493357e-10,1.3423053186183244e-11,1.5250872560644622e-09,2.3740940343224456e-14,9.4610278877879929e-08,7.7411161715845992e-14,3.9714616062381323e-12,1.0714625646202038e-09,3.9665742977928675e-15,4.100111229226397e-16,8.0657351125078107e-19,2.1734562232158402e-05,3.2295446192353351e-11,8.9311675261071919e-07,6.020553731038289e-07,2.0048287814527439e-11,2.3862246906104887e-09,4.1156553374781199e-11,1.1088963777141574e-10,1.0033273554953425e-11,3.5441680047050734e-11,6.0072178637182196e-19,1.0408853612239299e-10,9.8471861325079329e-08,2.4083641523820551e-07,4.4494120713530261e-09,2.5800608546774972e-09,1.9878251762105248e-07,4.1070844071239572e-06,6.504427447715881e-09,3.7338989404557403e-10,6.5044687710293155e-09,3.2148637360315787e-06,4.9025980257401637e-20,2.9022205637326014e-20,9.5513757336001632e-18,1.6321235372190613e-12,5.6957427928768613e-11,2.7181133424745928e-20,3.9307839288430767e-14,2.0021214924955482e-08,9.5901441102605678e-11,7.0481568933053023e-09,4.2362892895939077e-09,3.270205049026787e-09,1.7261955767264232e-12,2.1098807699943329e-13,2.4516403124191354e-12,5.840229360609802e-18,2.6605289809383079e-09,1.1679515266385877e-17,5.2407724024016706e-08,3.8505243161428864e-11,3.7876522469438056e-15,1.4812525834498431e-10,2.6009898628001763e-15,2.5907538321648352e-08,2.2327949859150602e-06,2.3159831159654205e-08,1.8995470644910826e-14,1.6943854292890674e-12,7.743162757201875e-19,6.1719563885833757e-16,1.6717137885771386e-17,3.0462877259116551e-16,4.7990588135935749e-08
1.284765916806534e-10,0.3963538625148771,76.950000000000003,0.0,0.0,0.0,5.2856944054476069e-05,9.4999906803070839,0.00039379918220397301,0.0019659905303457872,0.0010613530805831091,4.5498085993592652e-06,1.0215170864424118e-10,3.9144241692113239e-05,0.18566179737853905,5.382944995139915e-07,1.6770193606789158e-14,8.816686712151007e-10,1.3140285417161872e-06,0.79732594464517303,3.2983706195732154e-06,1.6137784707932026e-15,9.0963631629946505e-15,1.6224096713785395e-09,2.0964263622047986e-14,0.00057383226944920668,4.1292856229188066e-05,0.00090544964477483206,0.00090557119378238129,5.7811819710671575e-08,2.7950416232880766e-08,5.1557835471873183e-07,4.6781497400064067e-05,5.9452314175428495e-09,1.4354733391506181e-09,4.1287119243580921e-10,1.3033376433643582e-09,1.0053041897135963e-07,1.9072621582081795e-09,0.010894288473598239,5.3377493178643016e-15,2.293767900892474e-15,4.5629040162322955e-06,1.3485456582143848e-06,2.7326203953567532e-07,0.0002605125457343193,0.00073064950695008357,1.6393750458128643e-09,1.1680720141532484e-09,1.8723608963999391e-10,1.6787912605686008e-10,1.3583604762384697e-11,1.532948191299029e-09,2.4032248600703363e-14,9.4724027330531116e-08,7.8367257690956634e-14,4.0304622290916415e-12,1.0727513694839385e-09,4.0290110934650812e-15,4.167224033432758e-16,8.2037617860974825e-19,2.1868506738555192e-05,3.2335988622417906e-11,8.9338693964760724e-07,6.0571064607235245e-07,2.0170026108430643e-11,2.402786574021501e-09,4.1406523247590711e-11,1.1157006429773661e-10,1.0103757278887672e-11,3.5686586609862238e-11,6.0440785638232377e-19,1.0468589096270094e-10,9.9036005891358386e-08,2.4091026676852513e-07,4.4678478821013065e-09,2.5803693246439513e-09,1.988520391639883e-07,4.1185523005837302e-06,6.5055684755162565e-09,3.7558280813874246e-10,6.5056098033513853e-09,3.2389866373477447e-06,4.9370387660122045e-20,2.9226086567147624e-20,9.6932841795772956e-18,1.6594455116424195e-12,5.7298849191390355e-11,2.7344052423020533e-20,3.9543477590750776e-14,2.0167480187389498e-08,9.6991467425394554e-11,7.0998435833145582e-09,4.2803141053872058e-09,3.3116554002722846e-09,1.7480911351386081e-12,2.1366346295802491e-13,2.4775738126366707e-12,5.9066097779632187e-18,2.6803232170135665e-09,1.1812270920479513e-17,5.3126016152554731e-08,3.8934775649539258e-11,3.8299077107330793e-15,1.4999237091059408e-10,2.6396424965985954e-15,2.5879929696645935e-08,2.2457259512892289e-06,2.3396567893153734e-08,1.9189643438891334e-14,1.7160871980621533e-12,7.8441609159294068e-19,6.2866698737206773e-16,1.7027848142315372e-17,3.1031297926831708e-16,4.7997367851601093e-08
1.2912371932366902e-10,0.3963538794272246,76.950000000000003,0.0,0.0,0.0,5.1446103354210778e-05,9.4999906837987762,0.00039379050631897534,0.0019657411252381953,0.0010577862424097006,4.5345180889825378e-06,1.0213874538121949e-10,3.9103695805494766e-05,0.18556563808516352,5.3822618880334321e-07,1.6713834132810302e-14,8.8300896511057665e-10,1.3208805825507196e-06,0.79742118286034058,3.2983965126937425e-06,1.6135736788916163e-15,9.1437860399618043e-15,1.6328260021408038e-09,2.1001954363950632e-14,0.00057401617870928164,4.1154085615126695e-05,0.0009091655489042083,0.0009092878120189157,5.8049190614844991e-08,2.8065273321303987e-08,5.1563995641418945e-07,4.7019018398881815e-05,5.9754269368790727e-09,1.4427743130942328e-09,4.1663240156984495e-10,1.3099777867168862e-09,1.0119641987370048e-07,1.9344237270025099e-09,0.010896292721268701,5.3649439550105968e-15,2.3054540086827617e-15,4.5603164715937806e-06,1.3484945834086216e-06,2.7304459991131816e-07,0.00026051108664406047,0.0007306786322231405,1.6613216845381306e-09,1.1759438134764459e-09,1.8864004245397708e-10,1.6904397379773084e-10,1.3745137033477061e-11,1.540808033771404e-09,2.4325389316200776e-14,9.4837783487207858e-08,7.9330519727852273e-14,4.0899626786378515e-12,1.0740402613510073e-09,4.0920157764216896e-15,4.2350537294128568e-16,8.3433522938703305e-19,2.2002417834870853e-05,3.2376533704863662e-11,8.936497029988547e-07,6.0936812877793088e-07,2.0291837992827084e-11,2.4193568271975232e-09,4.1656644233918783e-11,1.1225090220688102e-10,1.0174278033303067e-11,3.5931614907604902e-11,6.0809615497420215e-19,1.0528326318893652e-10,9.9600164362506879e-08,2.409820912121341e-07,4.4862217227094992e-09,2.5806774464824482e-09,1.9891967495315979e-07,4.1300057109023086e-06,6.506710176152781e-09,3.7777943513254848e-10,6.5067515084985142e-09,3.2631155251399854e-06,4.9714976006348893e-20,2.9430074611188516e-20,9.8363949250894145e-18,1.6870303910676725e-12,5.7640466697910137e-11,2.750706500779584e-20,3.9779251335946897e-14,2.0313736374825586e-08,9.8087941931302529e-11,7.151527295822857e-09,4.3245631904083044e-09,3.3533774575477992e-09,1.7701303222248188e-12,2.163563930771912e-13,2.5036415081508949e-12,5.9733828846131944e-18,2.7001168122423217e-09,1.194581193197548e-17,5.3849448848225059e-08,3.9366611718840894e-11,3.8723898105110184e-15,1.5187162734431799e-10,2.6786578570821412e-15,2.5853118201226131e-08,2.2586435400388481e-06,2.3634279002443893e-08,1.9384615433295936e-14,1.7379324437204514e-12,7.9459008524749574e-19,6.4028734458155936e-16,1.7342594432783516e-17,3.1607131959205906e-16,4.8004140890355237e-08
1.2977084696668464e-10,0.39635389628273326,76.950000000000003,0.0,0.0,0.0,5.0107348327361448e-05,9.4999906872546944,0.0003937818017626412,0.0019654917518332309,0.0010542313911039831,4.5192789657690025e-06,1.0212578378080489e-10,3.906429357566068e-05,0.18546951485624996,5.3815788685355669e-07,1.6657664067387177e-14,8.8433598642220251e-10,1.3277317541432072e-06,0.79751631655614319,3.2984220624487007e-06,1.6133689132546309e-15,9.1912029803478082e-15,1.6432425885003929e-09,2.1039349556501138e-14,0.00057419682472618092,4.1015781327324413e-05,0.00091286896237534982,0.00091299194002066747,5.8285763599226567e-08,2.817974431887749e-08,5.1570149008037082e-07,4.7256505443889423e-05,6.0056181379078354e-09,1.4500742428398994e-09,4.2039816672032284e-10,1.3166169803116702e-09,1.0186257201638732e-07,1.9617910548360891e-09,0.010898295473168397,5.3921347008497865e-15,2.3171384442975642e-15,4.5578554689301267e-06,1.3484525948760259e-06,2.7283446422130047e-07,0.00026050997812869243,0.00073070730969643097,1.6834068097234313e-09,1.1838175722608884e-09,1.900461923324616e-10,1.7020943403893167e-10,1.3907649574177645e-11,1.548666783497766e-09,2.4620361818432118e-14,9.4951547405765628e-08,8.0300959817316273e-14,4.1499635356072591e-12,1.0753292408971719e-09,4.1555891939293796e-15,4.3036035080864129e-16,8.4845146764245518e-19,2.2136295443413826e-05,3.241708145991154e-11,8.9390527832361022e-07,6.1302781997144357e-07,2.0413723426142863e-11,2.4359352856212252e-09,4.1906916248388138e-11,1.1293215126866548e-10,1.0244835089915298e-11,3.6176762538267404e-11,6.1178668090048552e-19,1.0588065293703116e-10,1.0016433692056323e-07,2.4105195288374848e-07,4.5045338014171332e-09,2.5809852300574062e-09,1.9898548446909096e-07,4.1414446898513338e-06,6.507852497304505e-09,3.7997976246560148e-10,6.5078938341501536e-09,3.2872502081537141e-06,5.0059741737437712e-20,2.9634167662816442e-20,9.9807093675194734e-18,1.7148784279367926e-12,5.7982280372715184e-11,2.7670171143013764e-20,4.00151604718425e-14,2.0459982549449117e-08,9.9190868502683984e-11,7.2032076932994285e-09,4.3690366503895129e-09,3.3953713341157918e-09,1.7923131978264348e-12,2.1906687466770342e-13,2.5298434620745125e-12,6.0405489165642878e-18,2.7199096282089097e-09,1.2080138773686503e-17,5.4578021496554269e-08,3.9800749783222755e-11,3.9150983902280782e-15,1.537630327243308e-10,2.718037294409495e-15,2.5827063079720971e-08,2.271547756999372e-06,2.387296120562533e-08,1.9580383936177537e-14,1.7599212256101834e-12,8.0483834452074576e-19,6.5205779995437109e-16,1.7661406266533541e-17,3.2190433797300837e-16,4.8010907450577693e-08
1.3041797460970026e-10,0.39635391308159457,76.950000000000003,0.0,0.0,0.0,4.8836963659675824e-05,9.4999906906749594,0.00039377307001127763,0.0019652424101318823,0.0010506884863848349,4.5040910570290734e-06,1.0211282384299513e-10,3.9025976555311198e-05,0.18537342844463597,5.3808959366464836e-07,1.660168277400118e-14,8.856498086310584e-10,1.3345820566719983e-06,0.7976113486175006,3.2984472869211189e-06,1.6131641738822953e-15,9.2386139811471273e-15,1.6536593874602212e-09,2.107645072385537e-14,0.00057437429825561443,4.0877941802367635e-05,0.0009165599271613457,0.00091668361976012056,5.8521541345243703e-08,2.8293830523067042e-08,5.1576295760570001e-07,4.7493958549811568e-05,6.0358050225143642e-09,1.4573731288464575e-09,4.2416835709496783e-10,1.3232552245692976e-09,1.025288703190398e-07,1.989364013806019e-09,0.01090029677550295,5.4193215571138826e-15,2.3288212084811276e-15,4.5555145333445204e-06,1.3484192244311469e-06,2.7263125896407711e-07,0.00026050920363721551,0.0007307355607646612,1.7056299200062195e-09,1.1916932268759603e-09,1.9145451865249313e-10,1.7137548585616415e-10,1.4071141945033636e-11,1.556524440491827e-09,2.491716540890845e-14,9.5065319139980774e-08,8.1278589826886579e-14,4.2104653664472769e-12,1.0766183087506381e-09,4.219732175307629e-15,4.37287654807491e-16,8.6272569550330051e-19,2.2270139490704905e-05,3.2457631906395053e-11,8.9415389409922333e-07,6.1668971840712324e-07,2.0535682366915806e-11,2.4525217880501761e-09,4.2157339205851471e-11,1.1361381125346615e-10,1.0315427734934888e-11,3.6422027147651923e-11,6.1547943291723404e-19,1.0647806034097809e-10,1.0072852374467351e-07,2.4111991413978207e-07,4.5227843257658581e-09,2.5812926847219852e-09,1.9904952539890704e-07,4.1528692887154397e-06,6.5089953893456432e-09,3.821837776217557e-10,6.509036730680908e-09,3.3113905012163237e-06,5.0404681365570707e-20,2.9838363657326855e-20,1.0126228869889219e-17,1.7429898615436558e-12,5.8324290139019599e-11,2.7833370792056532e-20,4.0251204945450978e-14,2.0606217806803123e-08,1.0030025101966649e-10,7.2548844502074998e-09,4.4137345911215368e-09,3.4376371436313078e-09,1.8146398219929292e-12,2.2179491506572457e-13,2.5561797375869081e-12,6.10810810970292e-18,2.7397015313952481e-09,1.2215251918154389e-17,5.5311733452755518e-08,4.0237188258549608e-11,3.9580332940291177e-15,1.5566659214963606e-10,2.7577821550499925e-15,2.5801725677052847e-08,2.28443860746155e-06,2.4112611231758211e-08,1.9776946264579141e-14,1.7820536033403111e-12,8.1516095601880799e-19,6.6397944423371501e-16,1.7984313187476044e-17,3.2781257946627976e-16,4.8017667720415752e-08
1.3106510225271587e-10,0.39635392982399836,76.950000000000003,0.0,0.0,0.0,4.7631425544409591e-05,9.4999906940596848,0.00039376431246510311,0.001964993100134798,0.0010471574881062986,4.4889541906524997e-06,1.0209986556777058e-10,3.8988689309568145e-05,0.18527737956296797,5.3802130923654081e-07,1.6545889618269092e-14,8.8695050476811573e-10,1.3414314903135408e-06,0.79770628177984604,3.2984722032576889e-06,1.6129594607743776e-15,9.2860190395609211e-15,1.6640763572020355e-09,2.1113259380929298e-14,0.00057454868752805795,4.0740565481732017e-05,0.00092023848509457495,0.00092036289306902659,5.8756526525333846e-08,2.840753322698856e-08,5.1582436078074707e-07,4.7731377731025387e-05,6.0659875925395213e-09,1.4646709715618908e-09,4.2794284311876043e-10,1.3298925199003428e-09,1.0319530980650078e-07,2.0171424689417407e-09,0.010902296672115185,5.4465045254938368e-15,2.3405023019600547e-15,4.5532875208175805e-06,1.3483940279368577e-06,2.7243462983271589e-07,0.00026050874738464051,0.00073076340580420875,1.7279905092053645e-09,1.1995707150091869e-09,1.9286500090571853e-10,1.7254210846852614e-10,1.4235613692513568e-11,1.5643810047651537e-09,2.5215799362108295e-14,9.5179098739819401e-08,8.226342150236416e-14,4.2714687234378757e-12,1.0779074654951958e-09,4.284445532077819e-15,4.4428760157400184e-16,8.7715871316663426e-19,2.2403949907276361e-05,3.2498185061851096e-11,8.9439577182484987e-07,6.2035382284238571e-07,2.0657714773789779e-11,2.4691161764519752e-09,4.2407913021379687e-11,1.1429588193218719e-10,1.0386055268780176e-11,3.6667406428427196e-11,6.1917440978336806e-19,1.0707548553284672e-10,1.0129272501112581e-07,2.4118603543377719e-07,4.540973502601611e-09,2.5815998193446437e-09,1.9911185368619369e-07,4.164279558310074e-06,6.5101388052074829e-09,3.8439146813150393e-10,6.5101801510224205e-09,3.3355362250512727e-06,5.0749791472354305e-20,3.0042660571112692e-20,1.027295476113741e-17,1.7713649181539474e-12,5.8666495918908017e-11,2.7996663917767599e-20,4.0487384703005844e-14,2.0752441274660016e-08,1.0141609336015897e-10,7.30655725259909e-09,4.4586571184413576e-09,3.4801750001342331e-09,1.8371102549777813e-12,2.2454052163231046e-13,2.5826503979251672e-12,6.1760606997971848e-18,2.759492393016152e-09,1.2351151837651076e-17,5.6050584042813846e-08,4.0675925562647201e-11,4.0011943662519489e-15,1.575823107395434e-10,2.7978937818137414e-15,2.5777069330458501e-08,2.2973160971490251e-06,2.435322582082937e-08,1.9974299744506947e-14,1.8043296367764024e-12,8.2555800512769214e-19,6.7605336942051155e-16,1.8311344773588378e-17,3.3379658976245425e-16,4.8024421878314052e-08
1.317122298957315e-10,0.3963539465101348,76.950000000000003,0.0,0.0,0.0,4.648739181095631e-05,9.4999906974089896,0.0003937555304521686,0.0019647438218423122,0.0010436383562571442,4.4738681951065148e-06,1.0208690895509528e-10,3.8952379260698214e-05,0.18518136888577369,5.379530335690692e-07,1.6490283967936253e-14,8.8823814742009724e-10,1.3482800552424482e-06,0.79780111863689207,3.2984968277171501e-06,1.612754773930384e-15,9.333418152986089e-15,1.6744934570542183e-09,2.1149777033525417e-14,0.00057472007831762032,4.060365081179936e-05,0.00092390467786714937,0.00092402980163884378,5.8990721802972731e-08,2.852085371942171e-08,5.1588570130331087e-07,4.7968763001574972e-05,6.0961658497816636e-09,1.4719677714237851e-09,4.3172149642445317e-10,1.3365288667057907e-09,1.0386188560665168e-07,2.0451262782845233e-09,0.010904295204606685,5.4736836076412755e-15,2.3521817254440506e-15,4.5511686013695245e-06,1.3483765840711436e-06,2.7224424072972485e-07,0.00026050859431739104,0.00073079086422079957,1.7504880664137575e-09,1.2074499756388502e-09,1.9427761869768402e-10,1.7370928123760285e-10,1.4401064349098663e-11,1.5722364763274661e-09,2.5516262925649319e-14,9.5292886251688033e-08,8.325546646928208e-14,4.3329741448060665e-12,1.0791967116731421e-09,4.3497300581107544e-15,4.5136050652216392e-16,8.9175131890157632e-19,2.2537726627480473e-05,3.2538740942604711e-11,8.9463112622007241e-07,6.2402013203766782e-07,2.0779820605509276e-11,2.4857182959406639e-09,4.2658637610250752e-11,1.1497836307623165e-10,1.0456717005795919e-11,3.6912898119200278e-11,6.2287161026051085e-19,1.0767292864279823e-10,1.0185694089338553e-07,2.4125037537048279e-07,4.5591015380767959e-09,2.5819066423343158e-09,1.991725235796883e-07,4.1756755489983938e-06,6.5112827002473182e-09,3.8660282157328314e-10,6.5113240505323381e-09,3.3596872060974725e-06,5.109506870744415e-20,3.0247056420850382e-20,1.0420888336395225e-17,1.8000038111245935e-12,5.900889763337778e-11,2.8160050482471701e-20,4.0723699689989881e-14,2.08986521119291e-08,1.0253839939985973e-10,7.3582257977226233e-09,4.503804338220823e-09,3.5229850180414346e-09,1.8597245572343289e-12,2.2730370175290234e-13,2.6092555063755907e-12,6.2444069224966087e-18,2.7792820888598361e-09,1.2487839004179582e-17,5.6794572564534386e-08,4.1116960115287683e-11,4.0445814514258965e-15,1.5951019363314738e-10,2.8383735138813855e-15,2.5753059266794234e-08,2.3101802321969824e-06,2.4594801723719322e-08,2.01724417109032e-14,1.8267493860344881e-12,8.3602957602386392e-19,6.8828066875559864e-16,1.8642530636432795e-17,3.3985691517862639e-16,4.8031170093516967e-08
1.323593575387471e-10,0.3963539631401927,76.950000000000003,0.0,0.0,0.0,4.5401692562304713e-05,9.4999907007229911,0.00039374672523207822,0.0019644945752544649,0.0010401310509604339,4.4588328994339701e-06,1.020739540049184e-10,3.8916996540840013e-05,0.18508539705142754,5.3788476666198809e-07,1.6434865192869667e-14,8.8951280873512459e-10,1.3551277516315617e-06,0.79789586164799442,3.2985211757161732e-06,1.6125501133495777e-15,9.3808113190049569e-15,1.6849106474604727e-09,2.1186005178454532e-14,0.00057488855400910754,4.0467196243871648e-05,0.00092755854703135509,0.00092768438702118172,5.9224129832702691e-08,2.8633793284823696e-08,5.1594698078323947e-07,4.8206114375185381e-05,6.1263397959984167e-09,1.4792635288597639e-09,4.35504189843165e-10,1.343164265377439e-09,1.0452859294827366e-07,2.073315292966299e-09,0.010906292412453137,5.500858805170152e-15,2.3638594796266312e-15,4.5491522430737351e-06,1.3483664931569783e-06,2.7205977283234411e-07,0.0002605087300802139,0.00073081795449500087,1.7731220760899294e-09,1.2153309490071788e-09,1.9569235174714253e-10,1.748769836665686e-10,1.4567493433373954e-11,1.5800908551869216e-09,2.5818555320459627e-14,9.5406681718667721e-08,8.4254736234335398e-14,4.3949821548392513e-12,1.0804860477880107e-09,4.4155865297726387e-15,4.5850668384755817e-16,9.0650430905154816e-19,2.2671469589307052e-05,3.2579299563848189e-11,8.9486016541860932e-07,6.2768864475627806e-07,2.0901999820914481e-11,2.502327994714388e-09,4.2909512887939503e-11,1.1566125445747435e-10,1.0527412273977462e-11,3.7158500003606447e-11,6.2657103311284114e-19,1.0827038979910216e-10,1.0242117156213115e-07,2.4131299075859892e-07,4.5771686376524676e-09,2.5822131616642931e-09,1.9923158768081714e-07,4.1870573107073391e-06,6.5124270321241086e-09,3.8881782557469762e-10,6.5124683868699482e-09,3.3838432763338423e-06,5.1440509787197258e-20,3.0451549262701985e-20,1.0570030857258978e-17,1.8289067410227113e-12,5.9351495202379906e-11,2.8323530447994439e-20,4.0960149851163405e-14,2.1044849507598889e-08,1.0366717301226388e-10,7.4098897936430031e-09,4.5491763563558654e-09,3.5660673121388009e-09,1.8824827894115686e-12,2.3008446283681353e-13,2.6359951262656729e-12,6.3131470133319628e-18,2.7990704991334391e-09,1.2625313889474914e-17,5.7543698288554947e-08,4.1560290338175192e-11,4.0881943942703832e-15,1.6145024598880767e-10,2.8792226868335109e-15,2.5729662505134501e-08,2.3230310191317945e-06,2.483733570216927e-08,2.0371369507619253e-14,1.849312911474912e-12,8.4657575168472376e-19,7.0066243670209538e-16,1.897790042067875e-17,3.4599410264952787e-16,4.8037912526544851e-08
1.3300648518176272e-10,0.3963539797143607,76.950000000000003,0.0,0.0,0.0,4.4371321295095048e-05,9.4999907040018066,0.00039373789799951726,0.0019642453603710328,0.0010366355324730853,4.4438481332514948e-06,1.020610007171754e-10,3.8882493852322438e-05,0.18498946466401514,5.3781650851497773e-07,1.6379632665051249e-14,8.9077456042815961e-10,1.3619745796520132e-06,0.79799051314513536,3.2985452618728785e-06,1.612345479031001e-15,9.4281985353754843e-15,1.6953278899493634e-09,2.1221945303652896e-14,0.00057505419566332514,4.0331200234182239e-05,0.00093120013400009561,0.00093132669062824427,5.9456753260160967e-08,2.8746353203342824e-08,5.1600820074700059e-07,4.8443431865275837e-05,6.1565094329083815e-09,1.4865582442879011e-09,4.3929079739505402e-10,1.3497987162982804e-09,1.0519542715895391e-07,2.1017093572878599e-09,0.010908288333113733,5.5280301196583017e-15,2.3755355651857948e-15,4.5472331968791024e-06,1.3483633760520678e-06,2.7188092370572317e-07,0.00026050914098453603,0.00073084469422562959,1.7958920181486982e-09,1.2232135765941022e-09,1.971091798853699e-10,1.7604519539929833e-10,1.4734900450119289e-11,1.5879441413503757e-09,2.6122675740948837e-14,9.5520485180731946e-08,8.5261242186774493e-14,4.4574932639974547e-12,1.081775474307115e-09,4.4820157060694936e-15,4.6572644653108911e-16,9.214184780364844e-19,2.2805178734209517e-05,3.2619860939714738e-11,8.9508309115719723e-07,6.3135935976425725e-07,2.1024252378936564e-11,2.5189451239942807e-09,4.3160538770108055e-11,1.1634455584823652e-10,1.0598140414700302e-11,3.7404209909417062e-11,6.3027267710695611e-19,1.0886786912815435e-10,1.0298541718529054e-07,2.4137393666221293e-07,4.5951750061005194e-09,2.5825193848948632e-09,1.9928909699009555e-07,4.198424892942887e-06,6.5135717606804787e-09,3.9103646781366116e-10,6.5136131198781911e-09,3.4080042731089055e-06,5.1786111493350673e-20,3.0656137191532954e-20,1.0720383552060107e-17,1.858073895744059e-12,5.9694288544858838e-11,2.8487103775681219e-20,4.1196735130591712e-14,2.1191032679713177e-08,1.0480241806867064e-10,7.4615489588738234e-09,4.594773278756362e-09,3.6094219975732171e-09,1.9053850123499105e-12,2.3288281231671131e-13,2.6628693209565299e-12,6.3822812077150577e-18,2.818857508313436e-09,1.2763576965004965e-17,5.8297960459324054e-08,4.2005914654931668e-11,4.1320330396935248e-15,1.6340247298363221e-10,2.9204426326797046e-15,2.5706847764391212e-08,2.3358684648516216e-06,2.508082452874804e-08,2.0571080487388303e-14,1.8720202736961878e-12,8.5719661389899475e-19,7.1319976892791976e-16,1.9317483803629324e-17,3.5220869971872917e-16,4.8044649329645803e-08
