Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221)
1.2727548432392694e-08,0.2708796442272711,76.950000000000003,0.0,0.0,0.0,7.0181698525490445e-05,9.4999844996207976,0.0019042878605889497,0.01217696823689199,3.871719103442518e-06,6.1534167507646152e-08,1.3504013816763952e-09,2.8530197629202818e-06,0.10148410004351803,7.81016812255257e-06,3.0048592144858397e-16,2.5988255326381139e-07,8.117406293383343e-05,0.8532490605770261,0.00043151908235740096,2.9466379030564361e-14,3.8485449614862495e-13,4.1687640711628795e-08,2.3728134255684454e-12,0.00032554329289184925,4.7122335161556653e-08,0.015270493569976172,0.01548553718928814,1.9833548939715202e-06,1.0321975827488874e-06,5.1695675297126076e-09,0.0030423283904659612,7.8599077260241815e-07,2.044125393719964e-07,1.2836658984057701e-06,5.9121862763375012e-07,2.7195437060840925e-06,8.2855545258590143e-05,0.011150126439837304,3.9966329068994567e-12,1.5541750095925955e-12,1.4582317382879374e-06,4.8196891769609465e-07,1.3278694987973553e-08,9.1169045635905354e-05,0.00028164352862344747,2.1874822260632156e-05,2.5417733525490783e-07,2.2905396428919985e-06,2.3264535059531249e-07,1.6016117613393007e-06,2.6348154930498139e-08,1.2559712962273648e-08,8.6088176651100419e-07,2.0827427225833177e-07,5.9089828031918503e-07,1.3050265376729467e-08,4.2618485343278987e-09,5.6389366809995221e-08,4.452217765097521e-10,0.00010114332866895345,1.5618955985371317e-10,5.2856549257216523e-08,0.00010030463395396298
1.2748418781614128e-08,0.27087964424345207,76.950000000000003,0.0,0.0,0.0,7.00985463739227e-05,9.4999845009563089,0.0019036683813089283,0.012172106051705696,3.8186408355089314e-06,6.069058183612794e-08,1.3498621751682688e-09,2.8490814609210836e-06,0.1013323699293355,7.8070495820019037e-06,2.9636649145803811e-16,2.5872304168742197e-07,8.1297932663584971e-05,0.85339813107741036,0.00043152238602457059,2.94546133286761e-14,3.8544152310904007e-13,4.175149599251792e-08,2.3671576675229566e-12,0.00032560047680168532,4.6477997968981601e-08,0.015270444473820002,0.015485591743512838,1.9833485119762102e-06,1.0321942646010347e-06,5.1704707152101264e-09,0.0030466678525899625,7.8711188593215824e-07,2.0470412515117993e-07,1.2836578579364707e-06,5.9206215922156568e-07,2.723448833699573e-06,8.2907217761761718e-05,0.011153204391598675,4.0023351750926326e-12,1.5563924565194074e-12,1.4585433624049513e-06,4.8209202968958138e-07,1.3277325597430504e-08,9.1218058063641168e-05,0.00028179582563208722,2.1874987838436553e-05,2.5454264826338137e-07,2.2911762381115112e-06,2.3254355899673382e-07,1.6024170538081235e-06,2.638574203133377e-08,1.2566042729273588e-08,8.6247440771680387e-07,2.0880277315070751e-07,5.9120512515662752e-07,1.307440953692136e-08,4.2640777167381843e-09,5.6534415835599609e-08,4.4636986145429237e-10,0.0001012925666283344,1.564785124291624e-10,5.2885143350314294e-08,0.00010057510148509995
1.2769289130835562e-08,0.2708796442579769,76.950000000000003,0.0,0.0,0.0,7.0015516462040777e-05,9.4999845022804799,0.0019030490961879898,0.012167245841757234,3.7662903526930318e-06,5.9858563024143321e-08,1.3493231877263721e-09,2.8451492161444127e-06,0.10118087329244262,7.8039323076368192e-06,2.9230354578362818e-16,2.5756864976403221e-07,8.1421769791383014e-05,0.85354697045485084,0.0004315256859358257,2.9442852404605297e-14,3.8602837844893425e-13,4.1815334479146337e-08,2.3615264918710767e-12,0.00032565757205551692,4.5842495416429683e-08,0.015270395088739678,0.015485645550122261,1.9833420943328697e-06,1.0321909268851523e-06,5.1713725005002442e-09,0.0030510051379777749,7.882324369975587e-07,2.0499556466671347e-07,1.2836497645153306e-06,5.9290526768362644e-07,2.7273520023506107e-06,8.2958666649788867e-05,0.011156279731827649,4.008034582995273e-12,1.5586087911522781e-12,1.4588547748148533e-06,4.8221504298598367e-07,1.3275960273581964e-08,9.1267081155298578e-05,0.00028194815541011584,2.1875147766383927e-05,2.5490777801581065e-07,2.2918075160852572e-06,2.3244215273273102e-07,1.6032183199997839e-06,2.6423310277816888e-08,1.2572340857514855e-08,8.6406768437204037e-07,2.0933139288034157e-07,5.9151044093764212e-07,1.3098563330972901e-08,4.2662957989680417e-09,5.667947904627626e-08,4.4751806619064779e-10,0.00010144175493998536,1.567675802947216e-10,5.291374360533792e-08,0.00010084583768018498
1.2790159480056997e-08,0.27087964427087446,76.950000000000003,0.0,0.0,0.0,6.9932608599758555e-05,9.4999845035934758,0.0019024300051770199,0.012162387606243242,3.7146576672062589e-06,5.9037952333257146e-08,1.3487844192826537e-09,2.8412230372347268e-06,0.10102960977345132,7.8008162832426375e-06,2.8829631050627973e-16,2.5641935564513174e-07,8.1545574314626881e-05,0.85369557906480897,0.00043152898209697105,2.9431096198665985e-14,3.8661502505974949e-13,4.1879156170168208e-08,2.3559196501717552e-12,0.00032571457878970036,4.5215706261699e-08,0.015270345422922393,0.015485698619375893,1.9833356490567514e-06,1.0321875698325033e-06,5.1722728888047937e-09,0.0030553402477753368,7.8935242645885683e-07,2.0528685798904738e-07,1.2836416195869421e-06,5.9374795324400713e-07,2.7312532130687672e-06,8.3009892864127703e-05,0.011159352464490424,4.0137311321587865e-12,1.5608240140733447e-12,1.4591659757185443e-06,4.8233795769878944e-07,1.3274599266406959e-08,9.1316114900643041e-05,0.0002821005179266719,2.1875302133597122e-05,2.5527272460867927e-07,2.2924335010530905e-06,2.3234113035210019e-07,1.6040155777632712e-06,2.6460859679876973e-08,1.2578607487238096e-08,8.6566159547354261e-07,2.0986013016790763e-07,5.9181423442896042e-07,1.3122726743637905e-08,4.2685028301211173e-09,5.6824556052030625e-08,4.4866638762586013e-10,0.00010159089370591184,1.5705676326973473e-10,5.2942350016477323e-08,0.0001011168422092637
1.2811029829278431e-08,0.27087964428217315,76.950000000000003,0.0,0.0,0.0,6.9849822597840039e-05,9.499984504895437,0.0019018111082268975,0.012157531344321808,3.6637329032491884e-06,5.8228592805102865e-08,1.3482458696907558e-09,2.8373028874801321e-06,0.10087857901343535,7.797701531489882e-06,2.8434401599863437e-16,2.5527513754923017e-07,8.1669346230720574e-05,0.85384395726233298,0.00043153227451380312,2.9419344792582266e-14,3.8720155567240765e-13,4.1942961064239989e-08,2.3503373653798725e-12,0.0003257714971404211,4.4597510622094344e-08,0.015270295484468389,0.015485750961418179,1.9833291630905031e-06,1.0321841945248217e-06,5.1731718805308555e-09,0.0030596731831291687,7.9047185387253198e-07,2.0557800520658671e-07,1.2836334245772189e-06,5.9459021612315348e-07,2.7351524668851488e-06,8.3060897343307578e-05,0.011162422593548561,4.0194248239830875e-12,1.5630381258799704e-12,1.4594769655842975e-06,4.8246077402306052e-07,1.3273242249435384e-08,9.1365159289719642e-05,0.00028225291315093554,2.1875451028207973e-05,2.556374881384284e-07,2.2930542171703959e-06,2.3224049040555257e-07,1.6048088448871613e-06,2.6498390247438737e-08,1.2584842758209409e-08,8.6725614001876366e-07,2.1038898373871115e-07,5.9211651237453053e-07,1.3146899759759683e-08,4.2706988591359119e-09,5.696964646447266e-08,4.4981482267966502e-10,0.0001017399830279791,1.5734606116899987e-10,5.2970962577930963e-08,0.0001013881147425994
1.2831900178499865e-08,0.27087964429190203,76.950000000000003,0.0,0.0,0.0,6.976715826732226e-05,9.4999845061865145,0.0019011924052884932,0.01215267705516478,3.6135063689689545e-06,5.7430330405124786e-08,1.3477075388488703e-09,2.8333887462339889e-06,0.10072778065421471,7.7945880618806429e-06,2.8044590950987559e-16,2.5413597380656608e-07,8.1793085537076507e-05,0.85399210540171755,0.00043153556319210307,2.9407598221526923e-14,3.8778798750480279e-13,4.2006749160022136e-08,2.3447796072089487e-12,0.00032582832724357947,4.3987790847904944e-08,0.015270245281292101,0.015485802586204616,1.9833226336590738e-06,1.0321808016937301e-06,5.1740694771684018e-09,0.003064003945184416,7.9159071933521453e-07,2.0586900640016367e-07,1.283625180882089e-06,5.9543205654281691e-07,2.7390497648301084e-06,8.3111681020985913e-05,0.011165490122955148,4.0251156599493462e-12,1.5652511271579572e-12,1.4597877448099183e-06,4.8258349213222532e-07,1.3271889044095075e-08,9.1414214312529219e-05,0.00028240534105216367,2.1875594536719345e-05,2.5600206870142767e-07,2.2936696884521787e-06,2.3214023144809642e-07,1.6055981390595672e-06,2.6535901990419788e-08,1.25910468094058e-08,8.688513170063345e-07,2.1091795232575206e-07,5.9241728148040981e-07,1.3171082364183049e-08,4.2728839346762937e-09,5.7114749897874917e-08,4.5096336829286344e-10,0.00010188902300781884,1.5763547381020116e-10,5.2999581283911514e-08,0.00010165965495081802
1.28527705277213e-08,0.27087964430008804,76.950000000000003,0.0,0.0,0.0,6.9684615418853037e-05,9.4999845074668627,0.0019005738963126699,0.012147824737990788,3.56396848441314e-06,5.6643012876912541e-08,1.3471694267542454e-09,2.829480647293643e-06,0.10057721433805697,7.7914758374932487e-06,2.7660125255916932e-16,2.5300184281581053e-07,8.1916792231112356e-05,0.85414002383676146,0.00043153884813764321,2.9395856352249127e-14,3.8837417316685909e-13,4.207052045617758e-08,2.3392457528408958e-12,0.00032588506923490138,4.3386430647697217e-08,0.015270194821175856,0.015485853503575763,1.9833160842090329e-06,1.0321773910213364e-06,5.1749656836139076e-09,0.003068332535084351,7.9270902431843056e-07,2.0615986162856884e-07,1.2836168898776524e-06,5.9627347472896612e-07,2.7429451079335344e-06,8.3162244827825698e-05,0.011168555056657677,4.0308036417280071e-12,1.5674630184727121e-12,1.4600983134818503e-06,4.8270611210456854e-07,1.3270540140235106e-08,9.146327995878024e-05,0.00028255780159966383,2.1875732744640591e-05,2.5636646639400426e-07,2.2942799388273005e-06,2.3204035203784746e-07,1.6063834779069327e-06,2.6573394918733696e-08,1.2597219779319946e-08,8.7044712543568666e-07,2.1144703466675714e-07,5.9271654842939652e-07,1.3195274541674075e-08,4.2750581052375519e-09,5.7259865968151569e-08,4.5211202141924274e-10,0.00010203801374691919,1.5792500101706729e-10,5.3028206128640419e-08,0.00010193146250476879
1.2873640876942734e-08,0.2708796443067598,76.950000000000003,0.0,0.0,0.0,6.9602193863980725e-05,9.4999845087366417,0.0018999555812502838,0.012142974391988351,3.5151098366541417e-06,5.5866490618330904e-08,1.3466315333105213e-09,2.8255785874784377e-06,0.10042687970794058,7.788364852055378e-06,2.7280931419310575e-16,2.5187272308011669e-07,8.204046631025394e-05,0.85428771292059635,0.00043154212935618162,2.9384119160587493e-14,3.8896012364564367e-13,4.2134274951373364e-08,2.3337357201090237e-12,0.00032594172324984581,4.2793315757505836e-08,0.015270144111764122,0.015485903723200601,1.9833095158336825e-06,1.0321739629419369e-06,5.175860502297412e-09,0.0030726589539726121,7.9382676912256719e-07,2.0645057096730843e-07,1.2836085529132529e-06,5.9711447090413932e-07,2.7468384972246021e-06,8.3212589689945354e-05,0.011171617398596161,4.0364887708137589e-12,1.5696738004117983e-12,1.4604086718592527e-06,4.8282863407102526e-07,1.3269195658821067e-08,9.1512356218375666e-05,0.00028271029476281174,2.1875865735999477e-05,2.567306813124203e-07,2.2948849920940939e-06,2.3194085073628456e-07,1.6071648789621891e-06,2.661086904228685e-08,1.2603361805710097e-08,8.7204356430730517e-07,2.1197622950660188e-07,5.9301431986901285e-07,1.3219476277058621e-08,4.2772214190592772e-09,5.7404994293687474e-08,4.5326077903213789e-10,0.00010218695534655002,1.5821464260789751e-10,5.3056837106352419e-08,0.00010220353707564059
1.2894511226164168e-08,0.27087964431194267,76.950000000000003,0.0,0.0,0.0,6.9519893415499441e-05,9.4999845099959668,0.0018993374600521863,0.012138126016276835,3.4669210988037147e-06,5.5100615395122829e-08,1.346093858273316e-09,2.8216824821058107e-06,0.10027677640723225,7.7852551687339911e-06,2.6906936179399944e-16,2.5074859315699276e-07,8.2164107771931307e-05,0.85443517300604899,0.0004315454068534694,2.9372386874319733e-14,3.8954609599360817e-13,4.2198012644278613e-08,2.3282503164042078e-12,0.0003259982894237329,4.2208332957952027e-08,0.015270093160657213,0.015485953254659738,1.9833028901725743e-06,1.0321705194492092e-06,5.1767539305301097e-09,0.003076983202994466,7.9494395198065164e-07,2.0674113452493231e-07,1.28360017132248e-06,5.9795504528430165e-07,2.7507299337321171e-06,8.3262716531080864e-05,0.011174677152707205,4.042171048416257e-12,1.5718834735924267e-12,1.4607188206624447e-06,4.8295105830329539e-07,1.326785472921083e-08,9.1561443081687171e-05,0.00028286282051101372,2.187599359405646e-05,2.5709471355290174e-07,2.2954848719826638e-06,2.3184172610607807e-07,1.6079423597093627e-06,2.6648324370981335e-08,1.2609473025950313e-08,8.7364063262212314e-07,2.1250553559390897e-07,5.9331060242833273e-07,1.3243687555303187e-08,4.2793739242473437e-09,5.7550134494169562e-08,4.5440963811518428e-10,0.00010233584790786682,1.5850439839224751e-10,5.308547421128922e-08,0.00010247587833480078
1.2915381575385602e-08,0.2708796443156647,76.950000000000003,0.0,0.0,0.0,6.9437713885222278e-05,9.499984511244989,0.0018987195326692196,0.012133279610068118,3.419393091559164e-06,5.4345241319043928e-08,1.345556401659766e-09,2.81779235696094e-06,0.1001269040799045,7.7821467586680295e-06,2.6538068927610352e-16,2.4962943169829305e-07,8.2287716613582975e-05,0.8545824044452397,0.00043154868063524513,2.9360659392173075e-14,3.9013190664674823e-13,4.2261733533566358e-08,2.3227888270759783e-12,0.00032605476789164165,4.1631370821206161e-08,0.015270041975253106,0.015486002107382185,1.9832962327228982e-06,1.0321670602810669e-06,5.1776459728865603e-09,0.0030813052832911552,7.9606057447441078e-07,2.0703155236094693e-07,1.2835917464153011e-06,5.9879519809487387e-07,2.7546194184842434e-06,8.3312626270869356e-05,0.011177734322919441,4.0478504762350726e-12,1.5740920385706175e-12,1.4610287600712897e-06,4.8307338490792624e-07,1.3266517632383874e-08,9.1610540538573156e-05,0.00028301537881374753,2.1876116400760736e-05,2.5745856321161372e-07,2.2960796021056731e-06,2.3174297671502851e-07,1.6087159375482813e-06,2.6685760914714123e-08,1.2615553576753275e-08,8.7523832938218542e-07,2.130349516837303e-07,5.9360540270466146e-07,1.3267908361249519e-08,4.2815156686773414e-09,5.7695286191504971e-08,4.5555859566958324e-10,0.00010248469153182788,1.5879426819554931e-10,5.3114117437704503e-08,0.00010274848595392406
1.2936251924607037e-08,0.27087964431795136,76.950000000000003,0.0,0.0,0.0,6.935565508527116e-05,9.4999845124838647,0.0018981017990522195,0.01212843517258194,3.3725167772397007e-06,5.3600224751720924e-08,1.3450191634318089e-09,2.8139082439457405e-06,0.099977262370547937,7.7790395856262753e-06,2.6174259805615824e-16,2.4851521744786864e-07,8.2411292832655078e-05,0.85472940758967064,0.00043155195070723507,2.9348936580864833e-14,3.9071747043613188e-13,4.2325437617913507e-08,2.3173508165453374e-12,0.00032611115878841652,4.1062319638444625e-08,0.01526999056282323,0.015486050290651471,1.9832895606259107e-06,1.0321635851832115e-06,5.1785366339651369e-09,0.0030856251960036615,7.9717663774717933e-07,2.0732182453681685e-07,1.2835832794777879e-06,5.9963492956077056e-07,2.758506952508516e-06,8.3362319824944678e-05,0.011180788913154553,4.0535270558754731e-12,1.5762994959220403e-12,1.461338490142293e-06,4.8319561395373502e-07,1.3265184921933173e-08,9.1659648578790905e-05,0.00028316796964055456,2.187623423680005e-05,2.5782223038466509e-07,2.296669205961354e-06,2.3164460113424934e-07,1.6094856297966752e-06,2.6723178683376065e-08,1.2621603594186952e-08,8.768366535905557e-07,2.135644765373865e-07,5.9389872726432942e-07,1.3292138679704462e-08,4.2836467000003304e-09,5.7840449009769031e-08,4.5670764871368994e-10,0.00010263348631919886,1.5908425184003119e-10,5.3142766779863704e-08,0.00010302135960498613
1.2957122273828471e-08,0.2708796443188291,76.950000000000003,0.0,0.0,0.0,6.9273716828918014e-05,9.4999845137127341,0.0018974842591520154,0.012123592702980794,3.3262832308868606e-06,5.2865423846643494e-08,1.3444821434410194e-09,2.8100301076489177e-06,0.099827850924272168,7.7759336709912656e-06,2.5815439214996473e-16,2.474059292239703e-07,8.2534836426600365e-05,0.85487618279039701,0.00043155521707515556,2.933721851707734e-14,3.9130288453456842e-13,4.2389124896000262e-08,2.3119365249637264e-12,0.00032616746224871135,4.0501071069206059e-08,0.015269938930561271,0.015486097813635337,1.9832828602443404e-06,1.0321600951686e-06,5.1794259141821627e-09,0.0030899429422739854,7.9829214132996096e-07,2.0761195114064744e-07,1.2835747717771899e-06,6.0047423990156064e-07,2.7623925368319579e-06,8.3411798105701947e-05,0.011183840927329217,4.0592007887271171e-12,1.5785058462425942e-12,1.4616480113210682e-06,4.8331774562828085e-07,1.3263856313577115e-08,9.170876719249963e-05,0.00028332059296102153,2.1876347181856386e-05,2.5818571516811691e-07,2.2972537069555434e-06,2.315465979371338e-07,1.6102514537059529e-06,2.67605776868525e-08,1.2627623213798365e-08,8.7843560425097587e-07,2.1409410892126012e-07,5.9419058264863877e-07,1.3316378495598638e-08,4.2857670656859571e-09,5.7985622574788411e-08,4.5785679427971501e-10,0.00010278223237058936,1.5937434914147457e-10,5.3171422232041753e-08,0.00010329449896020683
1.2977992623049905e-08,0.2708796443183224,76.950000000000003,0.0,0.0,0.0,6.9191898929712631e-05,9.4999845149317164,0.001896866912919432,0.012118752200425537,3.2806836216781659e-06,5.2140698253753177e-08,1.3439453415575505e-09,2.8061579111985185e-06,0.099678669386604746,7.7728290381112078e-06,2.5461538404175861e-16,2.4630154590673773e-07,8.2658347392877113e-05,0.85502273039806154,0.00043155847974471495,2.9325505286309412e-14,3.9188821321275679e-13,4.2452795366509496e-08,2.3065460977182738e-12,0.00032622367840702104,3.9947517915864621e-08,0.015269887085568394,0.015486144685404839,1.9832761208765994e-06,1.0321565912285261e-06,5.1803138139754396e-09,0.0030942585232435049,7.9940708490848709e-07,2.0790193225964582e-07,1.2835662245644928e-06,6.0131312933688094e-07,2.7662761724811677e-06,8.3461062022840537e-05,0.01118689036935548,4.0648716762106543e-12,1.5807110901214077e-12,1.461957324090123e-06,4.8343978013031844e-07,1.3262531440092887e-08,9.1757896369909066e-05,0.00028347324874477664,2.1876455314771727e-05,2.5854901765798946e-07,2.2978331284171537e-06,2.3144896569962089e-07,1.6110134264723129e-06,2.6797957935024737e-08,1.2633612570700834e-08,8.8003518036782223e-07,2.1462384760595006e-07,5.9448097537805961e-07,1.3340627793887927e-08,4.2878768130528428e-09,5.813080651384781e-08,4.5900602941140469e-10,0.00010293092978647914,1.596645599169129e-10,5.3200083788521463e-08,0.00010356790369200889
1.299886297227134e-08,0.270879644316457,76.950000000000003,0.0,0.0,0.0,6.9110201200920447e-05,9.4999845161409535,0.0018962497603052864,0.012113913664122199,3.2357092516567978e-06,5.1425909734495641e-08,1.3434087577426728e-09,2.8022916702590349e-06,0.099529717403658929,7.7697256656252354e-06,2.5112490162558149e-16,2.4520204646516414e-07,8.2781825728951868e-05,0.85516905076267635,0.0004315617387216095,2.9313796811516222e-14,3.9247336982295728e-13,4.2516449028128087e-08,2.3011791261465026e-12,0.00032627980739761384,3.9401554593602795e-08,0.015269835034795492,0.015486190914894539,1.9832693567865247e-06,1.0321530733379396e-06,5.1812003370755854e-09,0.0030985719400516256,8.0052146947755829e-07,2.0819176795972604e-07,1.283557639068841e-06,6.0215159809040679e-07,2.7701578604821369e-06,8.3510112482199016e-05,0.011189937243138279,4.0705397199223284e-12,1.5829152281297475e-12,1.4622664286379102e-06,4.8356171756872148e-07,1.3261210564581157e-08,9.1807036100958361e-05,0.00028362593696151193,2.1876558713202194e-05,2.5891213795024614e-07,2.2984074935650894e-06,2.3135170300177165e-07,1.6117715652129518e-06,2.6835319437768644e-08,1.2639571799387159e-08,8.8163538094648401e-07,2.1515369136807871e-07,5.9476991194324649e-07,1.3364886559460071e-08,4.2899759892034828e-09,5.8276000456312767e-08,4.6015535116896834e-10,0.00010307957866716175,1.5995488398899325e-10,5.3228751443596988e-08,0.00010384157347310679
1.3019733321492774e-08,0.2708796443132575,76.950000000000003,0.0,0.0,0.0,6.9028623456212712e-05,9.4999845173405895,0.0018956328012603887,0.012109077093272583,3.1913515403275053e-06,5.0720921916866637e-08,1.3428723919302365e-09,2.7984313943959866e-06,0.099380994622084232,7.7666235367964669e-06,2.4768228027700219e-16,2.4410740994738693e-07,8.290527143229837e-05,0.85531514423372923,0.00043156499401152522,2.9302093031130528e-14,3.9305831495199813e-13,4.258008587954657e-08,2.2958353555439933e-12,0.00032633584935455481,3.8863076943394009e-08,0.015269782785087541,0.015486236510918355,1.9832625763572217e-06,1.0321495416173386e-06,5.1820854867313782e-09,0.0031028831938374512,8.0163529572407098e-07,2.0848145831042709e-07,1.2835490164994036e-06,6.0298964638498475e-07,2.7740376018603089e-06,8.3558950386172797e-05,0.011192981552576673,4.0762049214077448e-12,1.5851182608461798e-12,1.4625753251630771e-06,4.8368355805540674e-07,1.3259893929582067e-08,9.1856186375614685e-05,0.00028377865758097344,2.1876657453754048e-05,2.5927507614080097e-07,2.2989768255202621e-06,2.3125480842670217e-07,1.6125258869746744e-06,2.6872662204954749e-08,1.26455010337973e-08,8.8323620499318849e-07,2.1568363898963632e-07,5.9505739880828889e-07,1.3389154777214572e-08,4.292064641047801e-09,5.8421204033405209e-08,4.6130475662730181e-10,0.00010322817911276459,1.6024532117885126e-10,5.3257425191572606e-08,0.00010411550797647519
1.3040603670714208e-08,0.2708796443087481,76.950000000000003,0.0,0.0,0.0,6.8947165510123147e-05,9.4999845185307468,0.0018950160357355458,0.012104242487038662,3.1476020034047605e-06,5.0025599958142304e-08,1.3423362439720013e-09,2.7945770459035596e-06,0.09923250068898469,7.7635226750642386e-06,2.4428685824541227e-16,2.4301761546714644e-07,8.3028684500396595e-05,0.85546101116030426,0.00043156824562013931,2.929039402963491e-14,3.936431452957939e-13,4.2643705919458529e-08,2.2905150333839099e-12,0.00032639180441174103,3.8331981974175332e-08,0.015269730343219923,0.015486281482191369,1.983255765301172e-06,1.0321459970921588e-06,5.1829692632108479e-09,0.0031071922857407578,8.0274856314728954e-07,2.087710034004939e-07,1.2835403580494478e-06,6.038272744395887e-07,2.7779153976406762e-06,8.3607576634308568e-05,0.011196023301565189,4.0818672820523972e-12,1.5873201888646897e-12,1.4628840141243993e-06,4.838053017816619e-07,1.3258581218556818e-08,9.1905347184117537e-05,0.00028393141057294767,2.1876751612173472e-05,2.5963783232552518e-07,2.2995411473225887e-06,2.3115828055971002e-07,1.6132764087460832e-06,2.6909986246448805e-08,1.2651400407414032e-08,8.8483765151478817e-07,2.1621368925704789e-07,5.953434424153087e-07,1.3413432432133639e-08,4.2941428153364665e-09,5.8566416877877397e-08,4.624542428734092e-10,0.00010337673122327744,1.605358713028349e-10,5.3286105026760903e-08,0.00010438970687530459
1.3061474019935643e-08,0.2708796443029535,76.950000000000003,0.0,0.0,0.0,6.8865827177431232e-05,9.4999845197115498,0.0018943994636815525,0.01209940984459657,3.1044523146313154e-06,4.933981152747016e-08,1.341800313765888e-09,2.7907286038064646e-06,0.099084235252198033,7.7604230902711801e-06,2.4093798871859421e-16,2.4193264224749551e-07,8.3152064930737252e-05,0.85560665189074381,0.00043157149355311467,2.9278699843431845e-14,3.9422787945185229e-13,4.2707309146562835e-08,2.2852181393095856e-12,0.00032644767270278969,3.7808168613247887e-08,0.015269677715807376,0.015486325837266335,1.9832489203708703e-06,1.0321424404184057e-06,5.1838516679290622e-09,0.0031114992168999058,8.0386127182618488e-07,2.0906040331057501e-07,1.2835316648866918e-06,6.0466448247459862e-07,2.7817912488474791e-06,8.3655992121412447e-05,0.011199062493990011,4.0875268033267979e-12,1.5895210127677253e-12,1.4631924959121704e-06,4.8392694891774586e-07,1.325727225805253e-08,9.1954518516663533e-05,0.00028408419590729645,2.1876841262793038e-05,2.6000040660021876e-07,2.3001004818773937e-06,2.3106211799088586e-07,1.6140231474190197e-06,2.6947291572109511e-08,1.2657270052960037e-08,8.8643971951930179e-07,2.1674384096410381e-07,5.9562804916990153e-07,1.3437719509202202e-08,4.2962105585553522e-09,5.8711638625021119e-08,4.6360380701438717e-10,0.00010352523509846092,1.6082653418028097e-10,5.3314790943488497e-08,0.00010466416984314543
1.3082344369157077e-08,0.27087964429589656,76.950000000000003,0.0,0.0,0.0,6.8784608272487132e-05,9.4999845208831406,0.0018937830850492019,0.012094579165170743,3.0618942438835374e-06,4.8663425821576917e-08,1.341264601313562e-09,2.7868861038684578e-06,0.098936197960001124,7.7573247442963974e-06,2.3763503816916162e-16,2.4085246957843758e-07,8.3275412720817799e-05,0.85575206677289983,0.00043157473781610514,2.9267010334975975e-14,3.9481236364114403e-13,4.2770895559561581e-08,2.2799440220249661e-12,0.00032650345436114589,3.729153695479159e-08,0.015269624909346366,0.015486369584597271,1.9832420665309777e-06,1.0321388711387454e-06,5.1847327059089273e-09,0.0031158039884512851,8.0497342331886478e-07,2.0934965809774721e-07,1.2835229381619e-06,6.0550127071491372e-07,2.7856651565044938e-06,8.3704197739377319e-05,0.011202099133731809,4.0931834869014097e-12,1.5917207331171088e-12,1.4635007706137879e-06,4.8404849954135369e-07,1.3255967522742394e-08,9.2003700363164903e-05,0.00028423701355393099,2.1876926479083168e-05,2.6036279906063922e-07,2.3006548520074153e-06,2.3096631931375598e-07,1.6147661198259295e-06,2.6984578191791597e-08,1.2663110102691526e-08,8.880424080155349e-07,2.1727409290911928e-07,5.9591122545524415e-07,1.3462015993333978e-08,4.298267917027814e-09,5.8856868911693867e-08,4.6475344616971922e-10,0.00010367369083793468,1.6111730963686851e-10,5.3343482936090486e-08,0.00010493889655376956
1.3103214718378511e-08,0.27087964428760153,76.950000000000003,0.0,0.0,0.0,6.8703508610543353e-05,9.4999845220456525,0.0018931668997892758,0.012089750447954496,3.0199197045286997e-06,4.7996314317436942e-08,1.3407291065194276e-09,2.7830495433320036e-06,0.098788388461370225,7.7542276306717063e-06,2.3437737859864407e-16,2.3977707685210151e-07,8.3398727868145872e-05,0.85589725615397083,0.00043157797841475107,2.9255325479392421e-14,3.9539660837332908e-13,4.283446515716213e-08,2.2746926029071709e-12,0.00032655914951999288,3.6781988834773066e-08,0.015269571930220646,0.015486412732490793,1.9832352047456869e-06,1.0321352895971432e-06,5.1856123795617954e-09,0.0031201066015317355,8.0608501792576971e-07,2.0963876783697074e-07,1.2835141790030001e-06,6.063376393817753e-07,2.7895371216347877e-06,8.3752194375676396e-05,0.011205133224663908,4.0988373342625399e-12,1.5939193504968473e-12,1.4638088384845242e-06,4.841699537813589e-07,1.3254667130180677e-08,9.2052892713723249e-05,0.00028438986348282942,2.1877007333228857e-05,2.6072500980247958e-07,2.3012042804102659e-06,2.3087088312560308e-07,1.6155053427092172e-06,2.702184611534258e-08,1.2668920688157495e-08,8.8964571601334061e-07,2.1780444389725224e-07,5.9619297762051923e-07,1.3486321869498644e-08,4.3003149368307544e-09,5.900210737710945e-08,4.6590315747753219e-10,0.00010382209854110423,1.6140819749261054e-10,5.3372180998915008e-08,0.00010521388668128586
