Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827)
1.489956143409247e-07,0.2920526464685546,76.950000000000003,0.0,0.0,0.0,0.23148475773220237,9.4775343524891742,0.016801964852230511,0.064132123335720714,0.013201045387631968,0.0010313707653971055,1.419484265689837e-08,7.2092947821435518e-07,0.14102565488206378,9.0471372533475051e-05,9.5745709125849013e-12,0.0091109425258690917,0.040917061384702823,0.29682021617716531,0.085731550391482683,5.9395158280152134e-13,5.232774828960151e-11,3.1688785602345294e-06,2.4312639265759008e-09,3.7877643454477705e-05,2.2392515020495691e-05,0.047405300361011808,0.09047622844884172,1.0532635792525919e-05,6.2246331259758415e-06,6.5032148589173324e-13,0.0023531088893774159,1.039707766956748e-06,3.0697985350138242e-07,0.00030221978080276739,6.892529811811009e-06,2.8404783046201631e-07,0.014296261684842885,0.0040419072749089202,5.5726797657040692e-11,1.8159186113590096e-11,1.3020537829879684e-07,3.6254791235050318e-08,1.8286771051376929e-10,6.1849386676586812e-06,2.211106342067039e-05,0.0069286032039836366,4.5861987768052066e-07,0.00057680867577700027,4.8518798709435699e-05,0.00077616487719057655,2.2101829612094889e-09,3.6499205152843265e-05,2.4312359358752474e-07,0.0019667438088740194,0.00014206769839530283,6.1165820177306927e-09,1.2668133894451217e-05,0.0014413801424306763,6.9615310974282529e-05,3.1074998592534572e-06,4.4694840271140569e-11,3.3757015243150921e-11,7.8417818825604683e-05,1.7262487016592848e-08,8.6158602985575913e-06,2.757739076263138e-08,7.4625612620838124e-08,6.7313087290146215e-07,7.1211374020707065e-09,6.6128264028383867e-15,2.5089192295346048e-08,6.1792131245615037e-05,5.7491851160390898e-11,1.4796528249811043e-09,3.2411232875661114e-11,5.0441365804528034e-11,0.0020312335963893154,3.6600368869894279e-10,0.0075213491401910203,3.6523238001085028e-10,5.0540376921027835e-08,8.7404029434728963e-15,5.0358471080684872e-15,9.549580317979212e-11
1.5086637391178877e-07,0.2920534866814618,76.950000000000003,0.0,0.0,0.0,0.22808765041066312,9.4774080674476071,0.01682362148638139,0.063678707876814802,0.012865130983220004,0.0010051160340021333,1.4094256468501425e-08,7.1249196955235679e-07,0.14162553484536392,8.9830283891093155e-05,9.3308391761770043e-12,0.0091111804223799556,0.041399540324101182,0.29876384149202745,0.086264332058139812,5.8974278610496198e-13,5.2943668836711024e-11,3.2063001375034172e-06,2.4317194584928559e-09,3.8126668174007647e-05,2.1822794716403388e-05,0.047344180910174144,0.090992229032733782,1.0518885724759785e-05,6.2165071118760275e-06,6.5457990676734571e-13,0.0023756432105412179,1.0496474339893085e-06,3.0991492376128025e-07,0.00030147594440533095,6.9585458059602851e-06,2.8690318059866171e-07,0.014541549641459914,0.0040782253785911129,5.6259632135859894e-11,1.8332816046849038e-11,1.3127517159079635e-07,3.65715344989788e-08,1.8315773645793544e-10,6.2941840386729945e-06,2.2502641877945861e-05,0.0069726300401236887,4.6324164117654891e-07,0.00058345478262442128,4.8622589126498442e-05,0.00078695989741673896,2.2351742860050234e-09,3.7007212506917214e-05,2.4919423883712181e-07,0.002013115693781225,0.00014406424056872955,6.2693129005027763e-09,1.284677920647814e-05,0.0014785140454998337,7.1423519211135861e-05,3.187415051732234e-06,4.5934787182014535e-11,3.4360491765069401e-11,8.1284951589679101e-05,1.7893353237160305e-08,8.8500739811752424e-06,2.8585220663634374e-08,7.7352972251088235e-08,6.9142310949222126e-07,7.3147024276793318e-09,6.8545069080667449e-15,2.5813975829461104e-08,6.3578352620549764e-05,5.8519954927304061e-11,1.4777451299825465e-09,3.2622938204786735e-11,5.1346186408704e-11,0.0020324987573883489,3.6927519677153e-10,0.0076176768255500384,3.6850755499117953e-10,5.1917033061151717e-08,8.9779221615052335e-15,5.1726955434275926e-15,9.6837849433805842e-11
1.5273713348265285e-07,0.2920543039793905,76.950000000000003,0.0,0.0,0.0,0.22475259669599498,9.4772839309658892,0.016843164902414481,0.063226043364247905,0.012537488433456834,0.00097950830612136765,1.3993844011347205e-08,7.0420560849051305e-07,0.14221068169595596,8.919030243988892e-05,9.0931137967788105e-12,0.0091095976761518434,0.041876966943043846,0.3006847291392552,0.086785397612498982,5.8554125820436259e-13,5.3553125403886165e-11,3.2433298872642536e-06,2.4316897903874878e-09,3.8372775675042946e-05,2.126710019391678e-05,0.047280111453350829,0.091495094696915413,1.0504483882020566e-05,6.2079959029733055e-06,6.5878851008617793e-13,0.0023979409529645604,1.0594825740759463e-06,3.1281912754149326e-07,0.00030069297950606347,7.0238672394896969e-06,2.8972992085396386e-07,0.014784449890337743,0.0041142788007470874,5.6786851243202548e-11,1.8504616150010642e-11,1.3233774698679067e-07,3.6886021457256873e-08,1.8345339449955007e-10,6.4047349856801175e-06,2.289889977180339e-05,0.0070139917741732999,4.6781710402471276e-07,0.00059000688716158759,4.8716851681812741e-05,0.0007976528239756512,2.2599811210075204e-09,3.7510420359685488e-05,2.5530695402071143e-07,0.0020595835776849262,0.00014604194688762299,6.4231022899159299e-09,1.3023737268165633e-05,0.0015157741418340195,7.3238566669802966e-05,3.2685864360588199e-06,4.7180682673507553e-11,3.4971268414110763e-11,8.4215498743457889e-05,1.8538163954851205e-08,9.0849220565900919e-06,2.961532737728781e-08,8.0140620889086969e-08,7.0976464195373085e-07,7.5087916352055292e-09,7.1015298249363603e-15,2.6541666124093605e-08,6.5371761623484354e-05,5.9560500379313147e-11,1.4757453559091899e-09,3.2832163923277867e-11,5.2262000186759695e-11,0.0020337198285848655,3.7252271183464281e-10,0.0077130749454723466,3.7175882887708032e-10,5.3317703072045131e-08,9.2160814716678328e-15,5.3099127725509528e-15,9.8167234504099519e-11
1.5460789305351693e-07,0.29205509907591803,76.950000000000003,0.0,0.0,0.0,0.22147817499474562,9.4771618825748689,0.016860645136533996,0.062774299793576294,0.012217951193883889,0.0009545345271092402,1.3893642687255859e-08,6.9606688389821325e-07,0.14278137247996439,8.8551666567257106e-05,8.8612735836111456e-12,0.0091062675279614987,0.042349388100153471,0.30258328374764853,0.087295007730082724,5.813485641315851e-13,5.4156178352163532e-11,3.2799714359352745e-06,2.4311943074833862e-09,3.861601793367995e-05,2.0725149334562446e-05,0.047213315527260671,0.091985149561322324,1.0489479853046953e-05,6.1991288058074865e-06,6.6294818237881263e-13,0.0024200057958610978,1.0692148173415539e-06,3.1569294621018025e-07,0.00029987403248921645,7.0885049432724624e-06,2.925284500754344e-07,0.015024938504616676,0.0041500695682667559,5.7308542788737244e-11,1.8674615036811967e-11,1.3339314476191437e-07,3.7198268038825515e-08,1.8375444132965315e-10,6.5165983090574577e-06,2.3299861407164256e-05,0.0070527594387652425,4.7234690987555533e-07,0.00059646574498028158,4.880193477875578e-05,0.00080824410866082096,2.2846039128613145e-09,3.8008849737975905e-05,2.614598731784118e-07,0.0021061363595649262,0.00014800089600940132,6.5779032390413723e-09,1.3199015055645987e-05,0.0015531497521406191,7.5059942443704268e-05,3.3510270895151181e-06,4.8431984393032124e-11,3.5589385048063256e-11,8.72095436517294e-05,1.9196937275936493e-08,9.3202985260689657e-06,3.0667739829222299e-08,8.2988636902866162e-08,7.2814719250114868e-07,7.7033174277036103e-09,7.3539020979018346e-15,2.7271912213947251e-08,6.7171492721762518e-05,6.0613555552127073e-11,1.4736604800362999e-09,3.30389542309206e-11,5.318886817679682e-11,0.0020348993723343142,3.7574642337760436e-10,0.0078075516951358406,3.7498638547002991e-10,5.4742668291187609e-08,9.4547733894015376e-15,5.4474368674234065e-15,9.9484011262985762e-11
1.56478652624381e-07,0.29205587265930877,76.950000000000003,0.0,0.0,0.0,0.21826300465369586,9.4770418637850042,0.016876111070242047,0.062323635730652971,0.011906352773928892,0.00093018164872664139,1.379368737400699e-08,6.8807238718862367e-07,0.14333787804846501,8.7914598573086359e-05,8.6351974053621324e-12,0.0091012608148833274,0.042816851631616103,0.30445990061117395,0.087793417867762208,5.7716616330260335e-13,5.4752889270772499e-11,3.3162284864596631e-06,2.4302517615332048e-09,3.8856445725279787e-05,2.0196660083363499e-05,0.047144003288366904,0.092462711159655306,1.0473920254602604e-05,6.1899333704965751e-06,6.6705978972344368e-13,0.0024418413642764225,1.0788457697007269e-06,3.1853685398700785e-07,0.00029902206184827994,7.1524695875702163e-06,2.9529916297268751e-07,0.015262994904805942,0.0041855997165371125,5.7824793268677551e-11,1.8842840892989552e-11,1.3444140610671241e-07,3.750829030656328e-08,1.8406064258468184e-10,6.6297801917077632e-06,2.3705548874533637e-05,0.0070890043064288748,4.7683169579134839e-07,0.00060283213152838018,4.8878176101878633e-05,0.00081873425446131692,2.309043126848895e-09,3.8502524084250022e-05,2.6765115880666998e-07,0.0021527633346613791,0.00014994117642982272,6.7336695168489765e-09,1.3372620435404619e-05,0.0015906305424849057,7.6887151911166003e-05,3.434750111508834e-06,4.9688161078975544e-11,3.6214878212601821e-11,9.0267143442077194e-05,1.9869685538578747e-08,9.5560999473532633e-06,3.1742477730310044e-08,8.5897073719494473e-08,7.4656268332513235e-07,7.8981943208975598e-09,7.6116284613152083e-15,2.8004370739004588e-08,6.897669911809722e-05,6.1679182844491997e-11,1.4714970619991484e-09,3.3243352304268516e-11,5.4126846506178183e-11,0.0020360397631877278,3.7894652137627125e-10,0.0079011154608055831,3.7819040929389917e-10,5.6192211351877857e-08,9.693893026769503e-15,5.5852073960926437e-15,1.0078823919597812e-10
1.583494121952451e-07,0.2920566253935868,76.950000000000003,0.0,0.0,0.0,0.21510574449561795,9.4769238180317021,0.016889610461588076,0.061874198994013134,0.011602527080348113,0.00090643665631315719,1.3694010577659174e-08,6.8021880861255274e-07,0.1438804632313353,8.7279305640625428e-05,8.414764442445116e-12,0.0090946460235696025,0.043279406208951016,0.30631496595980306,0.088280878292841411,5.7299541589143885e-13,5.5343320791336282e-11,3.3521048072304305e-06,2.4288802846876197e-09,3.9094108659362089e-05,1.9681351034509383e-05,0.047072372323981662,0.092928090447831443,1.0457848910154098e-05,6.1804354963503753e-06,6.7112417833924731e-13,0.0024634512282410504,1.0883770124167672e-06,3.2135131781438217e-07,0.00029813984852821541,7.2157716796234517e-06,2.9804244990991824e-07,0.015498601645787327,0.0042208712881133927,5.8335687842755015e-11,1.9009321468773163e-11,1.3548257306256112e-07,3.7816104443436306e-08,1.8437177248239456e-10,6.7442862066112072e-06,2.4115982077337461e-05,0.0071227976907754413,4.8127209189025083e-07,0.00060910683954232031,4.8945902809388784e-05,0.00082912381088585431,2.333299246733977e-09,3.8991469035369002e-05,2.7387900298034709e-07,0.0021994541833390527,0.0001518628855914426,6.890355636441925e-09,1.3544562083590922e-05,0.0016282065166195122,7.8719716378676882e-05,3.519768613653129e-06,5.0948692793439415e-11,3.6847781180618162e-11,9.3388329640046997e-05,2.05564154515039e-08,9.7922254569105486e-06,3.2839551798200949e-08,8.8865960425643039e-08,7.6500323820434678e-07,8.0933389615576005e-09,7.8747114926441429e-15,2.8738706080629677e-08,7.0786553087699727e-05,6.275743908504209e-11,1.4692612691105166e-09,3.3445400325398576e-11,5.5075986448955368e-11,0.0020371432030794317,3.8212319616092373e-10,0.0079937747919302041,3.8137108546359841e-10,5.7666616043274476e-08,9.9333381133947542e-15,5.7231654347326664e-15,1.0207998380249676e-10
1.6022017176610917e-07,0.29205735791960974,76.950000000000003,0.0,0.0,0.0,0.21200509141856555,9.4768076906214205,0.016901189975371392,0.061426127295215342,0.011306308725223445,0.00088328659229356798,1.3594642571650721e-08,6.7250293371489514e-07,0.14440938700501635,8.6645980723398442e-05,8.1998544052198955e-12,0.0090864893451380394,0.043737101208314061,0.30814885722061863,0.088757634120208234,5.6883758865310093e-13,5.5927536427210566e-11,3.3876042219058936e-06,2.427097403807196e-09,3.9329055213242421e-05,1.9178941954810296e-05,0.046998608415627904,0.09338159182536683,1.0441307019155068e-05,6.1706595319118097e-06,6.7514217515852912e-13,0.0024848389021383697,1.0978101019012473e-06,3.241367972967056e-07,0.00029723000581959887,7.2784215618478489e-06,3.0075869672949266e-07,0.015731744215901726,0.0042558863314218079,5.8841310323890589e-11,1.9174084075515214e-11,1.3651668845898837e-07,3.8121726738940506e-08,1.8468761349240115e-10,6.860121324853027e-06,2.4531178760866992e-05,0.0071542107663931445,4.8566872104630623e-07,0.00061529067668591824,4.9005431737919242e-05,0.00083941336962939568,2.3573727745845541e-09,3.947571221907473e-05,2.8014162833892514e-07,0.0022461989600558027,0.00015376612905764766,7.0479168798726034e-09,1.3714849411267009e-05,0.0016658680081881845,8.0557172717905687e-05,3.6060957100328522e-06,5.2213071116309047e-11,3.7488123994116439e-11,9.6573108812443619e-05,2.1257128235766801e-08,1.0028576785515973e-05,3.3958963983795441e-08,9.1895302379726287e-08,7.834611837579415e-07,8.2886701403933664e-09,8.1431516667156118e-15,2.9474590472794153e-08,7.2600246253991702e-05,6.3848375603532627e-11,1.4669589001888107e-09,3.3645139511063176e-11,5.6036334487211499e-11,0.0020382117352104761,3.8527663832725671e-10,0.0080855383756545194,3.8452859957755672e-10,5.9166167172298597e-08,1.0173009012723023e-14,5.8612535770137872e-15,1.0335931604065629e-10
1.6209093133697324e-07,0.2920580708560665,76.950000000000003,0.0,0.0,0.0,0.20895977905547578,9.4766934286774855,0.016910895212339936,0.060979548839794923,0.011017533300466606,0.00086071857738044197,1.3495611530745978e-08,6.6492163994488888e-07,0.14492490265444558,8.601480339855422e-05,7.99034773081083e-12,0.0090768547313068524,0.044189986590504236,0.30996194326961041,0.089223925356591793,5.6469386052547272e-13,5.6505600422010236e-11,3.4227306000435103e-06,2.4249200551205044e-09,3.95613327644683e-05,1.8689154250608489e-05,0.046922886256938426,0.093823513168313721,1.0424333319554778e-05,6.1606283709813285e-06,6.7911458837837276e-13,0.0025060078442646627,1.1071465695827229e-06,3.2689374466089429e-07,0.00029629498880251774,7.3404294106154285e-06,3.0344828458600106e-07,0.015962410847545256,0.0042906468994974101,5.9341743171667394e-11,1.9337155583571948e-11,1.3754379585296811e-07,3.8425173575985111e-08,1.8500795602112477e-10,6.9772899240590276e-06,2.4951154542741111e-05,0.0071833144061968814,4.900221986434684e-07,0.00062138446337945416,4.9057069617317995e-05,0.00084960356055789425,2.3812642306364255e-09,3.9955283066203167e-05,2.8643728894450751e-07,0.0022929880824595263,0.00015565101974753708,7.2063093197348588e-09,1.3883492495182569e-05,0.0017036056728439342,8.2399072998187514e-05,3.6937445076631604e-06,5.348079930317634e-11,3.8135933508226963e-11,9.9821463216868378e-05,2.1971819769166583e-08,1.0265058267758317e-05,3.5100707701951126e-08,9.4985081835689749e-08,8.0192905025721577e-07,8.4841087999094982e-09,8.4169474109919556e-15,3.0211704090111988e-08,7.4416989807057457e-05,6.4952038305647792e-11,1.4645954079642056e-09,3.3842610141751005e-11,5.7007932375523739e-11,0.0020392472567445259,3.8840703864855744e-10,0.0081764150135500546,3.8766313761864841e-10,6.0691150427496641e-08,1.0412808732562648e-14,5.9994159401750292e-15,1.0462631181298829e-10
1.6396169090783732e-07,0.29205876480038223,76.950000000000003,0.0,0.0,0.0,0.20596857649098671,9.4765809810855242,0.016918770737426522,0.060534582891427685,0.010736037621395602,0.00083871983015247837,1.3396943658068638e-08,6.5747189341127161e-07,0.14542725792940814,8.5385940676489621e-05,7.7861257648692638e-12,0.0090658039513229257,0.044638112790834211,0.31175458467456341,0.089679986951056917,5.6056532794463023e-13,5.7077577602286756e-11,3.4574878485224888e-06,2.4223645991082237e-09,3.9790987622105723e-05,1.8211711383969997e-05,0.046845370128372303,0.094254145872493492,1.0406964235850954e-05,6.1503635401375326e-06,6.8304220799274712e-13,0.0025269614565610892,1.1163879216847725e-06,3.2962260469304943e-07,0.00029533710334249744,7.4018052355433179e-06,3.06111589820449e-07,0.016190592338709238,0.0043251550487595197,5.9837067481058443e-11,1.9498562418628167e-11,1.385639394704999e-07,3.8726461418247747e-08,1.8533259808570197e-10,7.095795797208995e-06,2.5375922944741297e-05,0.0072101790350328791,4.9433313235690409e-07,0.00062738903080548382,4.9101113293436532e-05,0.0008596950479929274,2.4049741531801619e-09,4.0430212634449244e-05,2.9276427102011202e-07,0.0023398123206331816,0.0001575176772272638,7.3654898377420055e-09,1.4050502013661729e-05,0.0017414104803149099,8.4244984116286985e-05,3.7827280971456884e-06,5.4751392409609901e-11,3.8791233437340029e-11,0.00010313335145579024,2.2700480728751118e-08,1.0501576846149133e-05,3.6264768059143526e-08,9.8135258560687326e-08,8.2039957179338711e-07,8.6795780377824788e-09,8.6960951603054291e-15,3.0949735114301293e-08,7.6236014668801404e-05,6.6068467751433149e-11,1.4621759201388245e-09,3.4037851586978478e-11,5.7990817208517219e-11,0.0020402515304227893,3.9151458794229522e-10,0.0082664136003813733,3.9077488582682315e-10,6.2241852244952758e-08,1.065264292726257e-14,6.137598166279211e-15,1.0588105149007943e-10
1.658324504787014e-07,0.2920594403296462,76.950000000000003,0.0,0.0,0.0,0.20303028703261211,9.4764702984403986,0.016924860107061328,0.060091340301699256,0.010461659943720111,0.00081727768344901704,1.3298663298899549e-08,6.501507457766248e-07,0.14591669519554046,8.475954772669403e-05,7.5870709137754414e-12,0.0090533966494120485,0.045081530618152017,0.31352713392942111,0.09012604885094487,5.5645300961050074e-13,5.7643533255597922e-11,3.4918799036798299e-06,2.4194468355391911e-09,4.0018065056925744e-05,1.7746339241397204e-05,0.046766214530974681,0.094673774905877875,1.0389234018663912e-05,6.1398852812228228e-06,6.8692580630608186e-13,0.0025477030844981621,1.1255356392514799e-06,3.3232381474430857e-07,0.00029435851464426719,7.4625588792022824e-06,3.0874898386514021e-07,0.016416281884909564,0.0043594128378270482,6.0327362984223956e-11,1.9658330562274996e-11,1.3957716415023852e-07,3.9025606797860231e-08,1.8566134502452472e-10,7.2156421618248084e-06,2.5805495425877346e-05,0.0072348744983951677,4.9860212197366008e-07,0.00063330521907755928,4.913784995711798e-05,0.00086968852727042272,2.4285030983941544e-09,4.0900533446348216e-05,2.991208935762362e-07,0.0023866627865057489,0.00015936622705384367,7.525416140493022e-09,1.421588918723702e-05,0.0017792737064496354,8.6094487425014744e-05,3.8730595435268915e-06,5.6024377384138738e-11,3.9454044403307099e-11,0.00010650870913349597,2.3443096735222227e-08,1.0738042069898657e-05,3.7451122084155636e-08,1.0134577045857378e-07,8.3886568620074179e-07,8.8750031058692412e-09,8.9805894121077176e-15,3.1688379780596769e-08,7.8056571608601353e-05,6.7197699237273354e-11,1.459705259170268e-09,3.4230902331188381e-11,5.8985021491617022e-11,0.0020412261951942307,3.9459947698951429e-10,0.0083555431047415626,3.9386403059945767e-10,6.3818559676332448e-08,1.0892419896714072e-14,6.275747421637844e-15,1.0712361946947134e-10
1.6770321004956548e-07,0.29206009800147814,76.950000000000003,0.0,0.0,0.0,0.20014374703359758,9.4763613329935783,0.016929205895598168,0.059649924007592919,0.010194240155103472,0.00079637959889189902,1.3200793051313971e-08,6.4295533128366857e-07,0.14639345158020992,8.4135768582429871e-05,7.3930667794318951e-12,0.009039690402558323,0.045520291162374243,0.31527993568048412,0.090562336062546919,5.5235785111262351e-13,5.8203533016223197e-11,3.5259107240874726e-06,2.4161820186057856e-09,4.0242609330537651e-05,1.7292766459246673e-05,0.046685564781357991,0.095082678869070111,1.0371174880952121e-05,6.1292126318183027e-06,6.9076613842884263e-13,0.0025682360170955682,1.1345911782567965e-06,3.3499780476173509e-07,0.00029336125537204291,7.5227000172356238e-06,3.1136083314486255e-07,0.016639474920965316,0.0043934223263757469,6.0812708056790518e-11,1.9816485554066369e-11,1.405835152891078e-07,3.9322626303570653e-08,1.8599400922705573e-10,7.3368316694713469e-06,2.6239881416609663e-05,0.0072574699451683168,5.028297592613151e-07,0.0006391338755587382,4.9167557377797486e-05,0.00087958472155216609,2.4518516402029362e-09,4.1366279340887942e-05,3.0550550893225092e-07,0.0024335309234446243,0.00016119680016763897,7.6860467725959151e-09,1.4379665723704867e-05,0.0018171869252704114,8.7947178361764313e-05,3.964751877362622e-06,5.7299293132117796e-11,4.012438398522195e-11,0.00010994744951439712,2.4199648499935097e-08,1.0974366088831155e-05,3.8659738962910819e-08,1.0461653420428802e-07,8.5732053470505517e-07,9.0703114051833746e-09,9.2704227826849299e-15,3.2427342405563981e-08,7.9877931313044906e-05,6.8339762880520939e-11,1.4571879608407228e-09,3.4421800000598214e-11,5.9990573214154649e-11,0.0020421727759482328,3.9766189646788045e-10,0.0084438125514042107,3.9693075841007399e-10,6.542156025913273e-08,1.1132050581786543e-14,6.4138123941811114e-15,1.0835410376732889e-10
1.6957396962042956e-07,0.29206073835478363,76.950000000000003,0.0,0.0,0.0,0.19730782476483955,9.4762540386001124,0.016931849720889628,0.059210429498823838,0.0099336199426609297,0.00077601318075761394,1.3103353873076697e-08,6.3588286390522433e-07,0.14685775911348103,8.3514736821848327e-05,7.203998288053794e-12,0.0090247407782389245,0.045954445709832314,0.31701332694479123,0.090989068715864721,5.4828072940171004e-13,5.8757642747132698e-11,3.5595842839548459e-06,2.4125848720605705e-09,4.0464663723513451e-05,1.6850724710921912e-05,0.046603557570046,0.095481130062928465,1.0352817120079346e-05,6.1183634974143505e-06,6.9456394275590629e-13,0.0025885634870627659,1.143555969519675e-06,3.376449972664084e-07,0.0002923472333473461,7.5822381588425688e-06,3.1394749900815005e-07,0.01686016897210291,0.0044271855740380091,6.1293179713895962e-11,1.9973052490229673e-11,1.4158303879022717e-07,3.9617536569447176e-08,1.863304098397819e-10,7.4593664155297115e-06,2.667908835410248e-05,0.0072780337233680657,5.0701662785146911e-07,0.00064487585331974185,4.9190504140309937e-05,0.00088938437887833149,2.4750203701634188e-09,4.1827485333378701e-05,3.119165031398792e-07,0.0024804084960404725,0.00016300953232996666,7.847341127324676e-09,1.4541843767263804e-05,0.0018551420010568084,8.9802666078227843e-05,4.0578180859924446e-06,5.8575690552615947e-11,4.0802266770737155e-11,0.00011344946418136933,2.4970111968039032e-08,1.1210463643192074e-05,3.98905802671524e-08,1.0794744586498594e-07,8.7575746094811542e-07,9.2654324774436742e-09,9.5655860621983992e-15,3.3166335397710859e-08,8.1699384413151313e-05,6.9494683706749235e-11,1.4546282916843436e-09,3.4610581385415484e-11,6.1007495924645042e-11,0.0020430926924297679,4.0070203681707896e-10,0.0085312310052512476,3.9997525568630985e-10,6.705114188920569e-08,1.1371448551660771e-14,6.5517432861600827e-15,1.0957259564039943e-10
1.7144472919129364e-07,0.2920613619105513,76.950000000000003,0.0,0.0,0.0,0.19452141933346165,9.476148370667751,0.016932832269044965,0.058772945257003467,0.0096796429407225749,0.00075616618702416629,1.3006365174508679e-08,6.2893063461371262e-07,0.14730984486437135,8.2896576160712524e-05,7.0197517927326626e-12,0.0090086013919286698,0.046384045665858228,0.3187276373210079,0.091406462132870722,5.4422245668157329e-13,5.9305928448560428e-11,3.5929045671056107e-06,2.4086696043030105e-09,4.0684270562545972e-05,1.6419948958005959e-05,0.046520321485228666,0.095869394562459936,1.0334189231607514e-05,6.1073547186659598e-06,6.9831994142873245e-13,0.0026086886710456878,1.1524314188774969e-06,3.4026580740298514e-07,0.00029131823883714439,7.6411826475470978e-06,3.1650933769391395e-07,0.017078363513880059,0.0044607046393462003,6.1768853619944056e-11,2.0128056026832287e-11,1.4257578101292773e-07,3.991035426391188e-08,1.8667037251003899e-10,7.5832479492516118e-06,2.7123121718368655e-05,0.007296633287908149,5.111633031467016e-07,0.00065053200972594889,4.9206949883656672e-05,0.00089908826943979159,2.4980098972688875e-09,4.228418748633912e-05,3.1835229631601508e-07,0.0025272875800949031,0.0001648045636026421,8.0092594549935454e-09,1.4702435851443206e-05,0.0018931310804807095,9.1660573072508732e-05,4.1522711050267465e-06,5.9853132550384115e-11,4.1487704408998895e-11,0.0001170146236928109,2.5754458462300028e-08,1.1446252049277529e-05,4.1143600184202434e-08,1.1133838152109088e-07,8.9417000984899954e-07,9.4602979932214971e-09,9.8660682697177433e-15,3.3905079252200891e-08,8.3520241472330778e-05,7.0662481739801022e-11,1.4520302653381227e-09,3.4797282462634646e-11,6.2035808808604511e-11,0.0020439872674092086,4.0372008816523716e-10,0.0086178075566480609,4.0299770871733025e-10,6.8707592695615165e-08,1.1610529989042263e-14,6.6894918056274002e-15,1.1077918923613939e-10
1.7331548876215772e-07,0.2920619691726141,76.950000000000003,0.0,0.0,0.0,0.19178345964583157,9.4760442861070224,0.016932193318402785,0.058337553168291333,0.0094321548595631428,0.00073682653868628308,1.2909844909537756e-08,6.220960087644581e-07,0.14774993107258749,8.2281401032147737e-05,6.8402151598882598e-12,0.0089913239643321496,0.046809142484137145,0.32042318919313434,0.09181472689873954,5.4018378421460945e-13,5.9848456174875293e-11,3.6258755614557627e-06,2.4044499234030375e-09,4.090147124668073e-05,1.6000177668220613e-05,0.04643597750389631,0.09624773229618927,1.0315318023717997e-05,6.0962021389718493e-06,7.0203484078167576e-13,0.0026286146899664798,1.1612189074936805e-06,3.4286064302804663e-07,0.0002902759514463322,7.6995426622460077e-06,3.190467002833549e-07,0.017294059840443021,0.00449398157872053,6.223980410542625e-11,2.028152038527578e-11,1.4356178872466212e-07,4.0201096079238855e-08,1.8701372915837948e-10,7.7084772840449869e-06,2.757198506924769e-05,0.0073133351194769403,5.1527035227332206e-07,0.00065610320514216248,4.9217145540643339e-05,0.00090869718305021711,2.5208208477660716e-09,4.2736422792703962e-05,3.2481134289049633e-07,0.0025741605528204594,0.00016658203786643432,8.1717628691962647e-09,1.4861454855570913e-05,0.0019311465848136974,9.352053482421329e-05,4.2481238100491235e-06,6.1131194024748279e-11,4.2180705664708281e-11,0.00012064277823720145,2.6552654830156311e-08,1.1681651181191335e-05,4.2418745751881566e-08,1.1478919789998657e-07,9.125519263725874e-07,9.6548417368774557e-09,1.0171856709374655e-14,3.464330253090227e-08,8.5339832938147509e-05,7.1843172093708064e-11,1.4493976578692519e-09,3.4981938421251394e-11,6.3075526768105886e-11,0.0020448577341717774,4.0671624028921576e-10,0.0087035513081482347,4.0599830359445743e-10,7.0391200917880962e-08,1.1849213674171985e-14,6.8270111572245438e-15,1.1197398126906762e-10
