Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143)
2.600114537830439e-16,0.00274365305088942,3.5274629741560436e-19,1.1612328612984609e-28,1.1558666304907032e-28,1.2937008484852853e-42,1.7081246594526965e-42,0.0,0.0,6.363419211950831e-18,1.1971671302068376e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999831963039,0.108803,4.4546685876167869e-18,3.9495081125253338e-26,1.8262948708255713e-20,0.0,0.0,4.7714481531162723e-28,8.9695835799806445e-35,2.1422630371937802e-39,1.1666778988153076e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9871930203071691e-12,7.9871971789870393e-12,8.293001391927304e-13,1.9998605774898149e-18,1.1860722137260342e-19
5.200299610195176e-16,0.00274365305088942,7.0553812030638844e-19,4.6344969711213194e-28,4.6237625699692085e-28,1.0354122758965765e-41,1.3670962692454078e-41,0.0,0.0,1.2731883035414536e-17,4.7903373187511021e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999663921503,0.10880299999999998,8.9094577306767509e-18,1.5798983440860013e-25,7.3053265006557149e-20,0.0,0.0,1.9086180634245417e-27,3.5879063752368338e-34,8.5692263637933265e-39,4.6668065841138513e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5974598637867203e-11,1.5974610754701182e-11,1.658622772234314e-12,7.9995860145951941e-18,4.7443511658773334e-19
1.040066975492465e-15,0.00274365305088942,1.4112296366299476e-18,1.8518330413132326e-27,1.849685428932991e-27,8.2901316972385295e-41,1.0945797164409972e-40,0.0,0.0,2.5483426838847438e-17,1.9174115280725666e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.009889999932783845,0.10880299999999994,1.7819035151422584e-17,6.3201613254241764e-25,2.9221590378030161e-19,0.0,0.0,7.6345496856146407e-27,1.4351771070231608e-33,3.4277253127609001e-38,1.8667416568999605e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.194939764762962e-11,3.1949437078916793e-11,3.3172680294150266e-12,3.1998517180281502e-17,1.8977324004283182e-18
2.08014100443836e-15,0.002743653050889419,2.8230441514398967e-18,7.4043701568837677e-27,7.4000720471918834e-27,6.6428845689162709e-40,8.7708771256788553e-40,0.0,0.0,5.1044979030792472e-17,7.6797420351065038e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.009889999865567236,0.1088029999999998,3.5638186531418786e-17,2.5284803199156832e-24,1.1688685297119023e-18,0.0,0.0,3.0538352221990772e-26,5.7407372872862709e-33,1.3710970177302266e-37,7.4670048768099794e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3898946766524576e-11,6.3899086418641041e-11,6.6345585081666333e-12,1.2799350065987741e-16,7.5907492514621524e-18
4.16028906233015e-15,0.002743653050889417,5.6483991096700858e-18,2.9619312802314533e-26,2.9610705086897636e-26,5.3315004687920104e-39,7.0394135399849322e-39,0.0,0.0,1.0240194142746925e-16,3.0799501678010397e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899997311340214,0.10880299999999936,7.1276475445436611e-17,1.0117170451598324e-23,4.6754777646918071e-18,0.0,0.0,1.2215370476866153e-25,2.2963004829482108e-32,5.4844013694120596e-37,2.9868097626300374e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2779784940820066e-10,1.2779837186441107e-10,1.3269139323230583e-11,5.1196555228353472e-16,3.0361322680644541e-17
6.240437120221939e-15,0.0027436530508894146,8.4754799964695669e-18,6.2950910567490843e-26,6.2937984635277848e-26,1.5856891651191012e-38,2.0936567699941028e-38,0.0,0.0,1.5399276150941455e-16,6.5567158766593474e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899995967008103,0.10880299999999869,1.0691475051348706e-16,2.150373772654736e-23,9.9353855725445645e-18,0.0,0.0,2.5957679509600926e-25,4.8796417770115367e-32,1.1654360673966701e-36,6.3469759349475366e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9169655646016838e-10,1.9169764407765184e-10,1.9903719995855265e-11,1.0879132888562254e-15,6.4515286546647048e-17
8.320585178113728e-15,0.00274365305088941,1.1304286811797373e-17,1.0740595015770746e-25,1.0738869739765822e-25,3.4618404233096074e-38,4.5708281635931884e-38,0.0,0.0,2.0581743894912203e-16,1.1203551204090179e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899994622676027,0.10880299999999782,1.4255301173557733e-16,3.6690297524910003e-23,1.6948586543202211e-17,0.0,0.0,4.4280761351161597e-25,8.3240974326108657e-32,1.9880974505530372e-36,1.0827199271054645e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5559506792883295e-10,2.555969030595125e-10,2.6538300526040687e-11,1.8558303108755062e-15,1.1005149167516473e-16
1.2480881293897306e-14,0.0027436530508893964,1.6965951090912908e-17,2.2244311891066392e-25,2.224171922854748e-25,1.0088967182413047e-37,1.3320957101563189e-37,0.0,0.0,3.1001564171351648e-16,2.3259681945376576e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899991934011961,0.10880299999999561,2.1382950168415942e-16,7.5988328892815507e-23,3.508984341157875e-17,0.0,0.0,9.167771535481423e-25,1.7233990875989857e-31,4.1161043105021829e-36,2.2416352765097133e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8339163186399286e-10,3.8339538997355915e-10,3.9807461252115323e-11,3.8421846639524042e-15,2.278337609722447e-16
1.6641177409680884e-14,0.002743653050889381,2.2633962224451593e-17,3.7844152830542388e-25,3.7840689614952868e-25,2.2137979676818974e-37,2.9229907133572675e-37,0.0,0.0,4.1507381866880197e-16,3.9662436236128683e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899989245348034,0.10880299999999267,2.8510594071626741e-16,1.2927786063571902e-22,5.9678539624383012e-17,0.0,0.0,1.5591979669058205e-24,2.9310507468162406e-31,7.0004160383298508e-36,3.8124358951731238e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1118747662279714e-10,5.1119382824064636e-10,5.3076621454390027e-11,6.5344253886131518e-15,3.8746304632882947e-16
2.0801473525464462e-14,0.0027436530508893595,2.8308773558884773e-17,5.7837234466121009e-25,5.7832897304743272e-25,4.1677274229707532e-37,5.5028731670097131e-37,0.0,0.0,5.2105339435406288e-16,6.0757578529214917e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899986556684263,0.10880299999998891,3.5638232519505864e-16,1.9757242503703236e-22,9.1175170405545026e-17,0.0,0.0,2.3821022226260913e-24,4.477983338540903e-31,1.0695054125741792e-35,5.8245423462163792e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3898255087831535e-10,6.3899221439366981e-10,6.6345781095450539e-11,9.9829301694497646e-15,5.9192074165536784e-16
2.912206575703162e-14,0.002743653050889304,3.9679223977687785e-17,1.1130982055962799e-24,1.1130372511555668e-24,1.1503130473369319e-36,1.5188262902868918e-36,0.0,0.0,7.3583460399588472e-16,1.1755894479950765e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899981179357156,0.10880299999997893,4.9893492706629542e-16,3.8021500287885701e-22,1.7532590695985368e-16,0.0,0.0,4.580697543297303e-24,8.6110021686775097e-31,2.0566207443928092e-35,1.1200394226411055e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9457033977104065e-10,8.9458882713604302e-10,9.2884098658676949e-11,1.91959461870523e-14,1.1380852009448881e-15
4.5763250220165936e-14,0.002743653050889136,6.2502926264321507e-17,2.7204609578323532e-24,2.7203644246438629e-24,4.6518122493946914e-36,6.1421168056878642e-36,0.0,0.0,1.1766161315762067e-15,2.9061270330540594e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899970424704726,0.10880299999994922,7.8403946655293364e-16,9.2913381712976326e-22,4.2773827602683114e-16,0.0,0.0,1.117550927393682e-23,2.1008227452230789e-30,5.017529380998399e-35,2.7325593649063334e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4057365384643287e-09,1.4057814185662538e-09,1.4596072695160416e-10,4.6827691395932539e-14,2.7757561426397099e-15
6.240443468330025e-14,0.002743653050888894,8.5437125390803789e-17,5.0480372877883482e-24,5.0479046245988345e-24,1.1820648641391912e-35,1.5607749964549479e-35,0.0,0.0,1.6323692167081159e-15,5.4485590476892861e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899959670054726,0.10880299999990647,1.0691431196061698e-15,1.7238505095846942e-21,7.9239303162118173e-16,0.0,0.0,2.0702998370977818e-23,3.8918432565924722e-30,9.2951382645658029e-35,5.0621623387556859e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9168902231963526e-09,1.9169731642661735e-09,1.990373461253313e-10,8.674202914646803e-14,5.1407723186128927e-15
9.568680360956887e-14,0.0027436530508881856,1.3163691415813392e-16,1.18810418017468e-23,1.1880835225390088e-23,4.4706784270738825e-35,5.9030894451557608e-35,0.0,0.0,2.5887756628490006e-15,1.3107330242186712e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899938160761872,0.10880299999978196,1.6393477672328674e-15,4.0560224102011556e-21,1.8583139989954926e-15,0.0,0.0,4.855333179864418e-23,9.127275121548633e-30,2.1799255170365664e-34,1.1871976097029497e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9391600789325321e-09,2.9393541222554357e-09,3.0519055712343953e-10,2.0339055068563167e-13,1.2049167034801031e-14
1.6225154146210614e-13,0.002743653050885877,2.2536203088207405e-16,3.4373478506629807e-23,3.4373117492085623e-23,2.3997323070986648e-34,3.1687063252532378e-34,0.0,0.0,4.6811811040120407e-15,3.9616222890069292e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899895142204874,0.10880299999937691,2.7797464288679129e-15,1.172716163635625e-20,5.3364875627526967e-15,0.0,0.0,1.3943466665683244e-22,2.6211561341755618e-29,6.2602749067311363e-34,3.40939361743403e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9835498465066332e-09,4.9841059241567345e-09,5.174968697241656e-10,5.8385610881650645e-13,3.4559864164297316e-14
2.288162793146434e-13,0.002743653050882377,3.2085451012275435e-16,6.8786568962121037e-23,6.8786044694743346e-23,6.9236279234774602e-34,9.1424495094823809e-34,0.0,0.0,7.0130329430644688e-15,8.2230921521220531e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899852123686179,0.10880299999876396,3.9201309126854631e-15,2.3454750462811968e-20,1.0609626360269681e-14,0.0,0.0,2.772227536236468e-22,5.2113593718772243e-29,1.2446623030330318e-33,6.7785589020959342e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0277398347115482e-09,7.0288442663730803e-09,7.2980303646615166e-10,1.1604007006431281e-12,6.863671004163624e-14
