Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143)
0.0,0.00274365305088942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999999999995,0.108803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.81681678726107e-21,0.00274365305088942,1.1960784548113832e-23,1.8392841539789208e-35,1.9934841935190629e-37,8.8236101209618039e-56,1.1650160824303134e-55,0.0,0.0,2.1569674902425102e-22,2.0641264745050682e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999999994288,0.108803,1.5105487656432696e-22,6.8116095560279809e-35,3.1498874566201591e-29,0.0,0.0,8.2295153110152987e-37,1.5470214285536634e-43,3.6948502620947581e-48,2.0122179035134319e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7084051276716592e-16,2.7084058937309507e-16,2.8121020422793062e-17,3.4492509719217445e-27,2.045682855213471e-28
2.4687087004331e-20,0.00274365305088942,3.3490196835181003e-23,5.214584569435881e-35,1.2040644558994168e-36,1.3334239932640809e-54,1.7605723457560608e-54,0.0,0.0,6.0395091088026915e-22,1.2467324140485778e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999999984053,0.108803,4.2295365437930959e-22,4.1142121812351861e-34,1.9025320237745475e-28,0.0,0.0,4.9706272478489364e-36,9.3440094284562095e-43,2.2316895583033424e-47,1.2153796137228042e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.583534357366788e-16,7.5835365024389609e-16,7.8738857183812292e-17,2.083347586756501e-26,1.2355924440383949e-27
5.642762743847086e-20,0.00274365305088942,7.6549021811164454e-23,1.2223541155940532e-34,5.7970520799619794e-36,1.4344367550328178e-53,1.8939434834436373e-53,0.0,0.0,1.3804592890417696e-21,6.0024801395735141e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999999963548,0.108803,9.6675121000605139e-22,1.9808160729843652e-33,9.1598727234909955e-28,0.0,0.0,2.3931430524367915e-35,4.4987383142221729e-42,1.0744624562143182e-46,5.8515296634269357e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7333792816301611e-15,1.7333797719824165e-15,1.7997453070581766e-16,1.0030421822084941e-25,5.9488457353026474e-27
1.1990870830675057e-19,0.00274365305088942,1.6266667337052766e-22,2.7274877370601737e-34,2.5317249724847048e-35,1.3184946397773761e-52,1.7408605310239276e-52,0.0,0.0,2.9334762631626258e-21,2.6214409860579812e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999999922522,0.108803,2.0543463212466395e-21,8.650744281766956e-33,4.000357069535158e-27,0.0,0.0,1.0451484444922697e-34,1.9647172142508756e-41,4.6924598328310206e-46,2.5555167374720329e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6834309732349504e-15,3.6834320154471299e-15,3.8244587774969556e-16,4.3805487299350078e-25,2.598017218207709e-26
2.4687087004330996e-19,0.00274365305088942,3.3490198291883952e-22,6.1511242120843593e-34,1.0569453614477524e-34,1.1280001463195812e-51,1.4893431301663368e-51,0.0,0.0,6.0395110825957671e-21,1.0944001838754828e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.009889999999984047,0.108803,4.2295365436762371e-21,3.6115155176563119e-32,1.6700703291648093e-26,0.0,0.0,4.363289017840249e-34,8.2023076140810278e-41,1.95900960893625e-45,1.0668779324516993e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5835343557158309e-15,7.5835365023272501e-15,7.8738857183692092e-16,1.8287928613478617e-24,1.0846210427121225e-25
5.007951935164287e-19,0.00274365305088942,6.79372627733805e-22,1.4651874213949968e-33,4.3179668585021022e-34,9.3265270302181592e-51,1.2314181880976829e-50,0.0,0.0,1.2251584206227752e-20,4.4709832782234966e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999999676365,0.108803,8.5799169883291083e-21,1.4754219872297839e-31,6.8227822236995064e-26,0.0,0.0,1.7825459343763036e-33,3.3509102950108221e-40,8.0031934614842853e-45,4.3585444678009885e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5383741117762786e-14,1.5383745475890256e-14,1.5972739600092493e-15,7.4712155416506383e-24,4.4310308314064775e-25
1.0086438404626663e-18,0.00274365305088942,1.3683140202371023e-21,3.8267283412545828e-33,1.7453913914829638e-33,7.5841828859344065e-50,1.0013696117622384e-49,0.0,0.0,2.467574439255454e-20,1.807244084543738e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999999348155,0.108803,1.7280677876809564e-20,5.9638920362629313e-31,2.7578776605343633e-25,0.0,0.0,7.2053356711105014e-33,1.3544915176503453e-39,3.2350187570927378e-44,1.7617933610467032e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0984154630197502e-14,3.0984163422227348e-14,3.2170447363454147e-15,3.0199847623494991e-23,1.7910934829147406e-24
2.0243411343551418e-18,0.00274365305088942,2.7461972167371631e-21,1.1195374648996169e-32,7.0181432177125628e-33,6.1169279254819124e-49,8.0764214668191828e-49,0.0,0.0,4.9524120521459336e-20,7.2668582960202718e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999998691736,0.108803,3.4682199650469335e-20,2.398055130940399e-30,1.1089304767594118e-24,0.0,0.0,2.8972337829648726e-32,5.4463508194560974e-39,1.3007868140224223e-43,7.0840936185319256e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2184981608430126e-14,6.218499931174581e-14,6.4565862889837879e-15,1.2143225792703962e-22,7.2019079167683082e-24
4.055735722140092e-18,0.00274365305088942,5.5019652557111507e-21,3.6514931457181446e-32,2.8145902850640602e-32,4.9134647008883637e-48,6.4874414630553531e-48,0.0,0.0,9.9221095804273544e-20,2.9143426684121244e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999997378914,0.108803,6.9485243184584316e-20,9.6172766257228227e-30,4.4473071854245593e-24,0.0,0.0,1.1619203287797467e-31,2.1842302723435315e-38,5.216736914749112e-43,2.8410383850630594e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2458663537834815e-13,1.2458667107815994e-13,1.293566939412469e-14,4.8699765713275833e-22,2.8882870251013048e-23
8.118524897709994e-18,0.00274365305088942,1.101350791755459e-20,1.2948315240926003e-31,1.1273049660327186e-31,3.9387750345238596e-47,5.2005202255500364e-47,0.0,0.0,1.9861593846991791e-19,1.1672631670501671e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999994753272,0.108803,1.39091330199996e-19,3.8519293936898905e-29,1.7812425711454266e-23,0.0,0.0,4.653741858273858e-31,8.7483139719575027e-38,2.0894158009430024e-42,1.1378972319390236e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4938994217199559e-13,2.4939001456049698e-13,2.5893835603863135e-14,1.9505307222523638e-21,1.1568212022018323e-22
1.6244103248849795e-17,0.00274365305088942,2.2036619576823321e-20,4.8473642817544579e-31,4.5121638657483302e-31,3.1542544141431745e-46,4.16468669538758e-46,0.0,0.0,3.9740919220125089e-19,4.6721425679837888e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999989501969,0.108803,2.7830350401954639e-19,1.5417775193364961e-28,7.1296122875804249e-23,0.0,0.0,1.8627095425593358e-30,3.50160546358263e-37,8.363108374630975e-42,4.5545543748123557e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9899655277453565e-13,4.9899670132320616e-13,5.181016802116658e-14,7.8072055378334899e-21,4.6302985283751577e-22
3.24952599511294e-17,0.00274365305088942,4.4082948237688161e-20,1.872513551309505e-30,1.805458212536735e-30,2.5247458384354916e-45,3.3335217001472885e-45,0.0,0.0,7.9500997326393798e-19,1.8695039537734878e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.009889999997899938,0.108803,5.5672785081355494e-19,6.1691337012835097e-28,2.85277355073611e-22,0.0,0.0,7.453264454732477e-30,1.4010982893707414e-36,3.3463326920700279e-41,1.822415009134998e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9820976204060104e-13,9.9821007404076583e-13,1.0364283284707966e-13,3.1238986858438177e-20,1.8527217005987358e-21
6.49975733556886e-17,0.00274365305088942,8.8176026928727168e-20,7.3571759732129417e-30,7.2230479377643176e-30,2.0204104039850244e-44,2.6676277647383453e-44,0.0,0.0,1.5902686297881471e-18,7.4795400275295557e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999957994186,0.108803,1.113576541021204e-18,2.468067484951031e-27,1.1412951503052171e-21,0.0,0.0,2.981791103692962e-29,5.6053054875318631e-36,1.3387509744510222e-40,7.2908467301664137e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9966361328166949e-12,1.996636816244454e-12,2.0730816246413058e-13,1.2497625184202806e-19,7.4120865407190056e-21
1.3000220016480704e-16,0.00274365305088942,1.7636386978804135e-19,2.9163140633389491e-29,2.8894858795263737e-29,1.6166965402480998e-43,2.1345884927491399e-43,0.0,0.0,3.1810143204219079e-18,2.9923050195411847e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999915983798,0.108803,2.2272739079150286e-18,9.8731717853514205e-27,4.5655518989890924e-21,0.0,0.0,1.192813509368392e-28,2.2423046677964959e-35,5.3554397092288173e-40,2.9165760526385068e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9934886833449323e-12,3.9934902877261413e-12,4.1463882155913168e-13,4.9994539585581942e-19,2.96507057153944e-20
