Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142)
1.855366075378737e-14,0.0018098245527797515,6.9847218761578235e-25,5.335462493501037e-34,5.3354601470471827e-34,2.0502818112408884e-50,2.4376742623034025e-50,0.0,0.0,7.757178184732432e-22,3.564038120744359e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999994730026,0.108803,7.885358364283225e-22,1.8076922707585969e-32,1.0901677635901949e-23,0.0,0.0,1.0832019354856709e-29,2.2657871440868913e-40,6.7248785804430026e-43,9.232561645542734e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4679761651437179e-13,2.468068007595582e-13,3.3381713281398865e-14,9.1844310554741261e-18
3.7123441108577164e-14,0.0018098245527797513,1.3977919659662115e-24,2.1358907833626508e-33,2.1358898603169712e-33,2.0435456317485863e-49,2.429686255537087e-49,0.0,0.0,1.9516429200252279e-21,1.7532926245693495e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999989455496,0.10880299999999997,1.577756627693838e-21,7.2363146713672554e-32,4.3633727796276766e-23,0.0,0.0,4.3356306459322349e-29,9.0690533845967932e-40,2.691703985086705e-42,3.6954308639692331e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9379126937089567e-13,4.9382802944928425e-13,6.6792428836014167e-14,3.6760398556958502e-17
7.426300181815674e-14,0.0018098245527797513,2.7971540859412697e-24,8.5488687624779297e-33,8.5488651013876925e-33,2.2789311715321989e-48,2.7095763153778584e-48,0.0,0.0,5.5025317905130598e-21,9.6301690950315853e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999978906434,0.10880299999999986,3.1561978117415905e-21,2.8961362861956013e-31,1.7458059747470329e-22,0.0,0.0,1.7348169990375873e-28,3.6288026499761404e-39,1.0770322038928251e-41,1.4786538023807469e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8772340721557999e-13,9.8787048616866754e-13,1.3361385969280869e-13,1.4707938668377097e-16
1.4854212323731589e-13,0.0018098245527797493,5.5987685489735485e-24,3.4221233071144548e-32,3.4221218488990123e-32,2.85401988915175e-47,3.3933694451095613e-47,0.0,0.0,1.7399891269505061e-20,5.9446071780566082e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999957808311,0.10880299999999941,6.3130785859118897e-21,1.1591773681642999e-30,6.9834687838548689e-22,0.0,0.0,6.9403976301019681e-28,1.4517573512117366e-38,4.3088301302454886e-41,5.9155788882495115e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9753670644075591e-12,1.975955396967159e-12,2.6725672039665345e-13,5.8833259999958571e-16
2.2282124465647506e-13,0.0018098245527797478,8.4032732050748363e-24,7.2753258298701364e-32,7.2753227350508861e-32,1.0212720450327106e-46,1.2142742664847676e-46,0.0,0.0,3.4092259692534673e-20,1.5705223865578356e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999936710187,0.10880299999999875,9.4699577661648842e-21,2.4641544468502534e-30,1.4839271790253409e-21,0.0,0.0,1.4749051016097431e-27,3.0851320598817227e-38,9.1567023678641532e-41,1.2571208362659427e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9627901560654967e-12,2.9640403051253732e-12,4.0089958009075378e-13,1.2501480876620902e-15
2.9710036607563423e-13,0.001809824552779744,1.1210668024233451e-23,1.2415819687598806e-31,1.2415814411678531e-31,2.6280498079402634e-46,3.1247108473926996e-46,0.0,0.0,5.5579064403130503e-20,3.1617514463810647e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999915612064,0.10880299999999786,1.2626835352508474e-20,4.2048953513542354e-30,2.5312629916179481e-21,0.0,0.0,2.516077714977939e-27,5.2630043895526028e-38,1.5620648912430451e-40,2.1445542960250497e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9499927351400232e-12,3.9521252106433084e-12,5.3454243877510988e-13,2.1324728996704163e-15
4.456586089139526e-13,0.0018098245527797348,1.6832240605205814e-23,2.5722112256701355e-31,2.5722101340678151e-31,1.005124891857618e-45,1.1950813520040861e-45,0.0,0.0,1.0980314638922454e-19,8.2137063997707013e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999873415818,0.10880299999999557,1.8940586784412362e-20,8.7101751035415245e-30,5.2400773390297796e-21,0.0,0.0,5.2093481761689499e-27,1.0896651624281014e-37,3.2341369443248412e-40,4.440138012387889e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9238805279617952e-12,5.9282950154825968e-12,8.0182815377401394e-13,4.4144802040980557e-15
5.942168517522709e-13,0.0018098245527797237,2.2464441097248293e-23,4.3773242905657583e-31,4.3773224347223062e-31,2.646351051939343e-45,3.1464840703056684e-45,0.0,0.0,1.8165332545494176e-19,1.6667884892707356e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999831219571,0.10880299999999249,2.5254332355008492e-20,1.4820824275463682e-29,8.9109742347677705e-21,0.0,0.0,8.8598613210643875e-27,1.8532610798203034e-37,5.5004971548970361e-40,7.5516194650980083e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8969578570486676e-12,7.9044648106126178e-12,1.0691138650597281e-12,7.506939263917603e-15
7.427750945905893e-13,0.0018098245527797085,2.8108028436296183e-23,6.6916986467771096e-31,6.691695812159701e-31,5.8278369772525548e-45,6.9292454425598507e-45,0.0,0.0,2.723847838875796e-19,2.9684435099005352e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999789023325,0.10880299999998853,3.1568071645684826e-20,2.265385310141243e-29,1.3612283100240566e-20,0.0,0.0,1.3535991622229268e-26,2.8313904182964278e-37,8.4035946741795973e-40,1.1537277567750145e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8691671857795144e-12,9.8806345953398425e-12,1.3363995723670245e-12,1.1467385848791121e-14
1e-12,0.0018098245527796682,3.7907249322666964e-23,1.193319797388101e-30,1.1933192926605669e-30,1.901960573867082e-44,2.2614174879260914e-44,0.0,0.0,4.7504783361835449e-19,6.8134386029506531e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.009889999971596156,0.10880299999997958,4.2500139153337322e-20,4.0387306011777548e-29,2.4238072721748214e-20,0.0,0.0,2.4108695069560902e-26,5.0429351710429285e-37,1.4967481302386945e-39,2.0548832408165556e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3281904938435076e-11,1.3302323439435633e-11,1.7991981222081414e-12,2.0418455153553281e-14
1.0398915802672259e-12,0.0018098245527796682,3.9430077551912522e-23,1.2886222835209856e-30,1.2886217385972291e-30,2.1937888148437591e-44,2.6083995193431696e-44,0.0,0.0,5.1165165153808826e-19,7.5904253617953323e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999704630814,0.10880299999997796,4.419553099316768e-20,4.3611093285790395e-29,2.6168215098542249e-20,0.0,0.0,2.602952696982545e-26,5.4447250946386259e-37,1.6159997756581688e-39,2.2186037756144651e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3810929714235306e-11,1.3832974132932374e-11,1.8709709747964629e-12,2.2044368754082403e-14
1.3370080659438625e-12,0.0018098245527796146,5.0798371661481129e-23,2.1162498226027862e-30,2.1162489290843647e-30,5.7530769788283403e-44,6.840374403455019e-44,0.0,0.0,8.2754773219774102e-19,1.5449138816790957e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999620238304,0.10880299999996387,5.6822964835364294e-20,7.1599132513032013e-29,4.2903304150999766e-20,0.0,0.0,4.2688637122736058e-26,8.9293936882496287e-37,2.650252849530248e-39,3.6385300085305559e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7749172165642976e-11,1.778531362827345e-11,2.4055423610674391e-12,3.6141376657646032e-14
1.931241037297136e-12,0.0018098245527794683,7.3673665465059238e-23,4.4003175978431243e-30,4.4003157457767083e-30,2.5366628506709026e-43,3.0160806721956104e-43,0.0,0.0,1.6890068423399538e-18,4.5399386169742534e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999451453301,0.10880299999992511,8.2077756017255892e-20,1.4877998083756254e-28,8.8889944419438545e-20,0.0,0.0,8.85018255307334e-26,1.8512365252421899e-36,5.4944882569505434e-39,7.5433858649678411e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5615115740338722e-11,2.5689992492218479e-11,3.4746850851408183e-12,7.4876564664312206e-14
3.1197069800036827e-12,0.0018098245527790166,1.1997900749775428e-22,1.1511789983247257e-29,1.1511785168684661e-29,1.8224756258711257e-42,2.166917814628042e-42,0.0,0.0,4.329378910236421e-18,1.9125401515541729e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899999113883277,0.10880299999980561,1.3258703239013767e-19,3.8869912045195178e-28,2.3080538762087588e-19,0.0,0.0,2.3010768297968748e-25,4.8132763951710848e-36,1.4285851791555852e-38,1.9613093463094851e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1304949490793273e-11,4.1499349713160245e-11,5.6129703394148131e-12,1.9439971726864286e-13
4.3081729227102294e-12,0.0018098245527783526,1.6702393377013499e-22,2.2051504310078214e-29,2.2051495139209048e-29,6.279655337143509e-42,7.4664944209412789e-42,0.0,0.0,8.1914246095939686e-18,4.9002747771451081e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899998776313305,0.10880299999963015,1.8309590079961167e-19,7.4366873191802279e-28,4.3914743986926755e-19,0.0,0.0,4.383524556688636e-25,9.1692354709392621e-36,2.7214381270755836e-38,3.7362782912856118e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6938859482852666e-11,5.730870625817e-11,7.7512553351933232e-12,3.6984580023116485e-13
5.496638865416776e-12,0.0018098245527774785,2.1480832556000342e-22,3.6071124250707414e-29,3.6071109329809427e-29,1.5964159560346471e-41,1.8981352611987177e-41,0.0,0.0,1.3272932871563118e-17,9.9495641209161407e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899998438743333,0.10880299999939896,2.3360436127741469e-19,1.2150412341163303e-27,7.1369035021275958e-19,0.0,0.0,7.1323596733231772e-25,1.4919110067861539e-35,4.4280065758368534e-38,6.0792468089982606e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2517050014323953e-11,7.3118062127242681e-11,9.889540072477055e-12,6.0101051817937188e-13
6.685104808123323e-12,0.0018098245527763946,2.6333206162227731e-22,5.3624032712445419e-29,5.3624010647909408e-29,3.4012637786155987e-41,4.0440967879433722e-41,0.0,0.0,1.9571629033926249e-17,1.7609576686065981e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899998101173343,0.10880299999911228,2.8411241385555301e-19,1.8042099343874374e-27,1.0542017690811128e-18,0.0,0.0,1.0547581572361559e-24,2.2062898917972359e-35,6.5482901491059706e-38,8.9902173680248741e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8039731362126198e-11,8.8927417320371819e-11,1.2027824551266262e-11,8.8768359669962273e-13
9.062036693536416e-12,0.001809824552773601,3.62597119576047e-22,9.9527581287285482e-29,9.9527540755207475e-29,1.1129919473552337e-40,1.3233461742842486e-40,0.0,0.0,3.5812200737806543e-17,4.2792296626376528e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899997426033434,0.10880299999837317,3.8512729543012582e-19,3.3410764107168037e-27,1.9322735426260504e-18,0.0,0.0,1.9377185276647647e-24,4.0532218464322114e-35,1.2030002398058582e-37,1.6516175304813539e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1891934173364245e-10,1.2054612567877365e-10,1.6304392733361332e-11,1.626779617774081e-12
1e-11,0.0018098245527699763,4.0258162692115606e-22,1.2167864631225589e-28,1.2167859695924931e-28,1.6401318429191764e-40,1.9501152566653192e-40,0.0,0.0,4.3554349080095265e-17,5.7121790010834819e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899997159615852,0.10880299999802098,4.2498842311813496e-19,4.0810360430070071e-27,2.3507388537144079e-18,0.0,0.0,2.3594906651182111e-24,4.9354635248001736e-35,1.4648504396851489e-37,2.0111184247153385e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3104425630030807e-10,1.3302321290685769e-10,1.7991973004694159e-11,1.9789513484182442e-12
1.143896857894951e-11,0.0018098245527699763,4.6481814119091877e-22,1.6019010486456884e-28,1.6019004029243877e-28,2.7757192026489042e-40,3.3003283283857925e-40,0.0,0.0,5.6895049332034791e-17,8.4835185968563954e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.009889999675089356,0.10880299999741447,4.8614054577681344e-19,5.3653619444378737e-27,3.0715145487148233e-18,0.0,0.0,3.0872334661973564e-24,6.4577192021927047e-35,1.9166574254194716e-37,2.6314175189703566e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4957936325695974e-10,1.5216483133331995e-10,2.058095988147908e-11,2.5854612238253228e-12
1.3815900464362603e-11,0.0018098245527655283,5.6999411094836176e-22,2.3606201631090992e-28,2.3606192212807718e-28,5.8712943024019807e-40,6.9809676141939819e-40,0.0,0.0,8.2801261551005586e-17,1.4834091295166704e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899996075753737,0.10880299999623792,5.8715216516144767e-19,7.8886727928697576e-27,4.4699924650364705e-18,0.0,0.0,4.5033029136359674e-24,9.4197818373074596e-35,2.7958005356096081e-37,3.8384241729015078e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8002154471526737e-10,1.8378353428395174e-10,2.4857525995619896e-11,3.7619796525001169e-12
1.856976423518879e-11,0.0018098245527541864,7.8920695826300678e-22,4.3518584216304557e-28,4.3518567205819327e-28,1.9748052812897773e-39,2.3480448719614992e-39,0.0,0.0,1.4901139845078954e-16,3.5750856784204718e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899994725474231,0.108802999993238,7.8917051207076984e-19,1.4476857578814066e-26,8.0372640896460025e-18,0.0,0.0,8.1351053447941513e-24,1.7016602973605498e-34,5.0505445380315828e-37,6.9340672978206173e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4025907998647218e-10,2.4702093207324114e-10,3.3410655121971285e-11,6.7618345078410844e-12
