Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142)
2.3323628006014977e-11,0.0018098245527396264,1.0202278299776082e-21,7.0038515413178667e-28,7.003848858582929e-28,5.0208043967064827e-39,5.9697439423306845e-39,0.0,0.0,2.3429908950613496e-16,7.0559423599201546e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899993375194863,0.10880299998938668,9.9118233819879743e-19,2.319387367776033e-26,1.2619424889478473e-17,0.0,0.0,1.2833125630953866e-23,2.6843684873433426e-34,7.9672321337255943e-37,1.0938566273039123e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.996452182815558e-10,3.1025831904618588e-10,4.1963780112417504e-11,1.0613073607614634e-11
2.8077491776841164e-11,0.0018098245527218965,1.2630489688923258e-21,1.0351211638229969e-27,1.0351207751666185e-27,1.0730480479448162e-38,1.2758565207633061e-38,0.0,0.0,3.3852390969269111e-16,1.2274096810389404e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899992024915687,0.10880299998469695,1.1931876455606717e-18,3.4126183033545318e-26,1.820212773369271e-17,0.0,0.0,1.8597363588741659e-23,3.8901027169044038e-34,1.1545863213543908e-36,1.5851940345466349e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5819294398167777e-10,3.7349569520233454e-10,5.0516900966960447e-11,1.5302712725366867e-11
3.283135554766735e-11,0.0018098245527010445,1.517662647318214e-21,1.4428502645270044e-27,1.4428497333143247e-27,2.0401822199977964e-38,2.4257826482460368e-38,0.0,0.0,4.6154774257915123e-16,1.9574784707493883e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899990674636718,0.10880299997918155,1.3951864361575757e-18,4.7358953521214657e-26,2.4771261353155003e-17,0.0,0.0,2.5427819032369657e-23,5.31886294876284e-34,1.578643766683646e-36,2.1674208746055754e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1591502799915136e-10,4.3673306054123842e-10,5.9070017685602071e-11,2.0817981100948182e-11
3.7585219318493535e-11,0.0018098245526771187,1.7840611552663951e-21,1.9270290734945706e-27,1.9270283776017273e-27,3.5645721829492493e-38,4.2382892566306477e-38,0.0,0.0,6.0323451836007297e-16,2.9300933639681389e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899989324357906,0.10880299997285307,1.5971787119799809e-18,6.2976216854089049e-26,3.2312923575733365e-17,0.0,0.0,3.332449177326105e-23,6.9706491450555406e-34,2.0688955381225184e-36,2.8405390717569981e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7282405200018784e-10,4.9997041506245055e-10,6.7623130268344324e-11,2.7146297218057068e-11
4.709294686014591e-11,0.0018098245526202313,2.3521819109841131e-21,3.1385586691696174e-27,3.1385575777863267e-27,9.0922673886267977e-38,1.0810751339332922e-37,0.0,0.0,9.4206214011802678e-16,5.7390345834231374e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899986623800767,0.10880299995780641,2.0011437272116607e-18,1.016950528203001e-25,5.0259197835862404e-17,0.0,0.0,5.2316488389505319e-23,1.0943299278862553e-33,3.2479820141912641e-36,4.4594572381822065e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8425236626911521e-10,6.2644509165001996e-10,8.4729343026138536e-11,4.2192626949846782e-11
5.660067440179828e-11,0.001809824552551603,2.9673499536963735e-21,4.6973411251388527e-27,4.6973395505913645e-27,1.9641259718487986e-37,2.3353582121858327e-37,0.0,0.0,1.3539584448807604e-15,9.9239017937072755e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.009889998392324427,0.10880299993965385,2.4050827069594651e-18,1.5093255132036113e-25,7.193384310580152e-17,0.0,0.0,7.5573351913563612e-23,1.5808052812231697e-33,4.6918456587117039e-36,6.4419639399085506e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9257482034193608e-10,7.5291972496150212e-10,1.0183553924035875e-10,6.0344769522237173e-11
6.610840194345065e-11,0.0018098245524715856,3.6295043457321492e-21,6.6309745928035062e-27,6.6309724481550404e-27,3.7819131243133221e-37,4.496723578276438e-37,0.0,0.0,1.8379069620728918e-15,1.5750580872027668e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899981222688484,0.10880299991848942,2.8089956667473148e-18,2.1132080164360136e-25,9.7233006927457998e-17,0.0,0.0,1.0309508082110843e-22,2.1564909438983494e-33,6.4004863808094647e-36,8.7880745846994416e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9788540184423909e-10,8.7939431499338575e-10,1.1894171891102067e-10,8.1508738429532448e-11
7.561612948510302e-11,0.0018098245523805278,4.3385844932235573e-21,8.9670192947206128e-27,8.967016493936204e-27,6.6915448954625594e-37,7.9563065468646946e-37,0.0,0.0,2.3929219378572068e-15,2.3481282674332879e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899978522133322,0.10880299989440421,3.2128826219237963e-18,2.8347474679323661e-25,1.2605597503929334e-16,0.0,0.0,1.3488167359025456e-22,2.8213868853448211e-33,8.3739040897614709e-36,1.1497804579156994e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0027525814401164e-10,1.0058688617421872e-09,1.3604788203813992e-10,1.0559338738981043e-10
8.512385702675539e-11,0.001809824552278761,5.0945301353493179e-21,1.1732998489341873e-26,1.1732994947462228e-26,1.1096290237417629e-36,1.3193602054789953e-36,0.0,0.0,3.0180473288077771e-15,3.337466682639651e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899975821578803,0.10880299986748665,3.6167435876681066e-18,3.6799274669080848e-25,1.5830506856552905e-16,0.0,0.0,1.709331286998629e-22,3.5754930750111434e-33,1.0612098694890738e-35,1.4571169328986612e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9983278940139386e-10,1.1323433652044487e-09,1.5315402862173217e-10,1.3251031729627664e-10
9.463158456840775e-11,0.0018098245521666104,5.8972813333574104e-21,1.4956400302162192e-26,1.4956395935486646e-26,1.7479739312138974e-36,2.078360980439245e-36,0.0,0.0,3.7123559542390957e-15,4.5685951978229549e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899973121024908,0.10880299983782249,4.0205785789954576e-18,4.6545705526421973e-25,1.9388555741423331e-16,0.0,0.0,2.1124944462799428e-22,4.4188094823291368e-33,1.3115070105470624e-35,1.8008184239852021e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0966437269482353e-09,1.2588178253767377e-09,1.7026015866181308e-10,1.6217379783864017e-10
9.999999999999999e-11,0.0018098245519124051,6.371197123737698e-21,1.6988876285675507e-26,1.698887141685627e-26,2.2169460434552773e-36,2.6359757303162371e-36,0.0,0.0,4.1346077289759228e-15,5.3800656625439903e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899971596192373,0.10880299981989122,4.2485873177313789e-18,5.2642232437601247e-25,2.1541238018288705e-16,0.0,0.0,2.3589743070328403e-22,4.9343836537452144e-33,1.4645299328914684e-35,2.0109489837799227e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1501250272738501e-09,1.3302299750092111e-09,1.7991890651718872e-10,1.8010462385556432e-10
1.136470396517125e-10,0.0018098245519124051,7.6429622097027137e-21,2.2885249269737566e-26,2.2885243008367446e-26,3.8551914126531553e-36,4.5838761179890325e-36,0.0,0.0,5.3049538240260294e-15,7.8566451795828611e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899967719919026,0.10880299977058427,4.8281706976665148e-18,7.0147569273661812e-25,2.7467606695494211e-16,0.0,0.0,3.046766528502728e-22,6.3730728276098712e-33,1.8915342979964122e-35,2.5973226167252724e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.282355834421763e-09,1.5117666158377859e-09,2.0447236911150349e-10,2.294104012520409e-10
1.3266249473501725e-10,0.0018098245516203126,9.5751537537685503e-21,3.2972781563307275e-26,3.2972773092492348e-26,7.559994368954543e-36,8.9889565080442021e-36,0.0,0.0,7.163844300250435e-15,1.2409945499004569e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899962318815555,0.10880299969332495,5.6356590949568088e-18,9.958839177038866e-25,3.6772546571150515e-16,0.0,0.0,4.1516328606629623e-22,8.6841766763223972e-33,2.5774721986481353e-35,3.539305361022783e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4580469263110931e-09,1.7647152330983205e-09,2.3868451338733643e-10,3.0666785945443475e-10
1.5167794981832198e-10,0.0018098245512925943,1.1693387268492246e-20,4.543766092382254e-26,4.5437649946327996e-26,1.3595934955570853e-35,1.6165820513958923e-35,0.0,0.0,9.2825658357163745e-15,1.8421279269316403e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899956917714443,0.10880299960664197,6.443043885556305e-18,1.3528063666767448e-24,4.7237357301701172e-16,0.0,0.0,5.4270933208017407e-22,1.1352120783495549e-32,3.3693206397945471e-35,4.6267789817796615e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6243144649819254e-09,2.0176636771316533e-09,2.7289659148943699e-10,3.9334871719980811e-10
1.7069340490162672e-10,0.0018098245509313702,1.3997198510207084e-20,6.0497999906660222e-26,6.0497986146477027e-26,2.2877649243219018e-35,2.7202005696146809e-35,0.0,0.0,1.1655042082295018e-14,2.6078834780625193e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899951516615622,0.10880299951109719,7.250325181961392e-18,1.7761527127819111e-24,5.8799956235221802e-16,0.0,0.0,6.8731477869508842e-22,1.4376904904138567e-32,4.2670795487221502e-35,5.8597558036506964e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7817202949095479e-09,2.2706119479113864e-09,3.0710860341793051e-10,4.8889113670829479e-10
1.8970885998493146e-10,0.0018098245505386414,1.6486127472392016e-20,7.8371366643465489e-26,7.837134984976144e-26,3.6517003623460449e-35,4.3419569238853833e-35,0.0,0.0,1.4275558940050795e-14,3.5566480003071293e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899946115519055,0.10880299940721891,8.0575030946049258e-18,2.2696304757991981e-24,7.1401961655403418e-16,0.0,0.0,8.4897961371116204e-22,1.775852879319662e-32,5.2707488526984253e-35,7.2382481511177693e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.930792764856836e-09,2.5235600454113776e-09,3.413205491729419e-10,5.9276677551344167e-10
2.087243150682362e-10,0.0018098245501162848,1.915971817959275e-20,9.9274792844846689e-26,9.9274772796152279e-26,5.5838778473625867e-35,6.6393738363781599e-35,0.0,0.0,1.7138743017251175e-14,4.7064021161870101e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899940714424674,0.10880299929550404,8.864577731978922e-18,2.8367570489466701e-24,8.498847271681385e-16,0.0,0.0,1.0277038249228122e-21,2.1496992205495547e-32,6.3803284789554437e-35,8.7622683486556964e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0720287195927629e-09,2.7765079696057188e-09,3.7553242875459663e-10,7.044787947674134e-10
2.2773977015154093e-10,0.001809824549666067,2.2017518497904643e-20,1.2342477883375934e-25,1.2342475534238095e-25,8.2395845512667761e-35,9.7970958917551232e-35,0.0,0.0,2.0239541324701991e-14,6.0747445106087286e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899935313332427,0.10880299917641975,9.671549200749282e-18,3.4808710302840612e-24,9.9507861990538091e-16,0.0,0.0,1.2234874001190368e-21,2.5592294895747894e-32,7.5958183546916502e-35,1.0431828720763049e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.205895377480061e-09,3.0294557204687032e-09,4.097442421630197e-10,8.2355998167568037e-10
2.467552252348457e-10,0.0018098245491896493,2.5059079959759173e-20,1.5103729648726374e-25,1.5103726940391655e-25,1.1798381836106072e-34,1.4028631777066907e-34,0.0,0.0,2.3573202137772681e-14,7.6789146689614e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899929912242262,0.10880299905040541,1.0478417605863178e-17,4.2051428978048738e-24,1.149115799395245e-15,0.0,0.0,1.4363303270851405e-21,3.0044436618589011e-32,8.9172184070825637e-35,1.224694159189086e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3328321000923059e-09,3.28240329797481e-09,4.4395598939833608e-10,9.4957097990101014e-10
2.6577068031815045e-10,0.0018098245486885942,2.8283957598141812e-20,1.8232779259060321e-25,1.823277618092573e-25,1.6465524012071484e-34,1.9578041490308826e-34,0.0,0.0,2.713525701065369e-14,9.53581427287729e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899924511154178,0.10880299891787421,1.1285183050650225e-17,5.0125850430054386e-24,1.3115397116586641e-15,0.0,0.0,1.6662325936035551e-21,3.485341712859403e-32,1.034452856328585e-34,1.4207619286397348e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4532520552876878e-09,3.5353507020986739e-09,4.7816767046067113e-10,1.0820986265094944e-09
2.847861354014552e-10,0.0018098245481643694,3.1691709788635707e-20,2.175111932181403e-25,2.1751115868107504e-25,2.2473339131170278e-34,2.6721578425934639e-34,0.0,0.0,3.0921503892407157e-14,1.1662027349989027e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899919110068072,0.10880299877921468,1.2091845636917827e-17,5.9060611926936542e-24,1.4819210191471306e-15,0.0,0.0,1.9131941874535155e-21,4.0019236180271274e-32,1.1877748750439338e-34,1.6313874128565649e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5675437784031848e-09,3.7882979328150734e-09,5.1237928535014975e-10,1.2207543907949686e-09
3.0380159048475997e-10,0.0018098245476183572,3.5281898100404416e-20,2.5680190814534169e-25,2.5680186984840315e-25,3.0082576291411764e-34,3.5769291657343367e-34,0.0,0.0,3.4927991257760564e-14,1.4073839226896722e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899913708983943,0.10880299863479211,1.2898405465040959e-17,6.8882952651736527e-24,1.6598559794537681e-15,0.0,0.0,2.1772150964107048e-21,4.5541893528054687e-32,1.3516878895658772e-34,1.8565718442635263e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6760726396192674e-09,4.0412449900989086e-09,5.4659083406689712e-10,1.3651729069317754e-09
3.2281704556806473e-10,0.0018098245470518563,3.9054087156768216e-20,3.0041383457198607e-25,3.0041379257004445e-25,3.9583720927643729e-34,4.7066590171038654e-34,0.0,0.0,3.9151003173063655e-14,1.678725433885078e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899908307901706,0.10880299848495022,1.3704862634046434e-17,7.961879703362127e-24,1.844964919565694e-15,0.0,0.0,2.4582953082474203e-21,5.1421388926307476e-32,1.5261918926038925e-34,2.0963164552807634e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7791822248541025e-09,4.2941918739251886e-09,5.8080231661103803e-10,1.5150105930970073e-09
3.418325006513695e-10,0.0018098245464660888,4.3007844504508959e-20,3.4856036036373029e-25,3.4856031477633153e-25,5.1298279887779395e-34,6.0995771190896832e-34,0.0,0.0,4.3587045244191876e-14,1.9818012969503409e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899902906821411,0.10880299833001203,1.4511217241692104e-17,9.129283314971756e-24,2.0368908002209813e-15,0.0,0.0,2.7564348107329921e-21,5.7657722129330713e-32,1.7112868768656091e-34,2.3506224783234046e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8771956351077097e-09,4.5471385842690146e-09,6.1501373298269779e-10,1.6699443521418275e-09
3.6084795573467425e-10,0.0018098245458622023,4.7142740490664976e-20,4.0145436727039742e-25,4.0145431828760682e-25,6.5580039408295527e-34,7.7977516294726163e-34,0.0,0.0,4.823283140443374e-14,2.3181606995652844e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899897505742955,0.10880299817028137,1.531746938454136e-17,1.0392858644287986e-23,2.235297866083324e-15,0.0,0.0,3.0716335916339939e-21,6.4250892891367834e-32,1.90697283505695e-34,2.619491145800882e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9704167081358581e-09,4.8000851211055644e-09,6.4922508318200132e-10,1.8296703499321125e-09
3.79863410817979e-10,0.0018098245452412786,5.1458348146214328e-20,4.5930823421896012e-25,4.5930818210739354e-25,8.2816299197266222e-34,9.8472359137496306e-34,0.0,0.0,5.3085271495333415e-14,2.6893294698517869e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.009889989210466632,0.10880299800604401,1.6123619158033224e-17,1.1754848902024584e-23,2.4398703769297244e-15,0.0,0.0,3.4038916387142699e-21,7.1200900966605151e-32,2.1132497598821395e-34,2.9029236901173717e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0591311668022265e-09,5.0530314844100881e-09,6.8343636720907362e-10,1.9939028670099763e-09
3.988788659012838e-10,0.0018098245446043324,5.5954243076531101e-20,5.2233384050120044e-25,5.223337856102413e-25,1.0342908494896264e-33,1.2298212754426286e-33,0.0,0.0,5.8141459589034311e-14,3.0968114692681635e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899886703591473,0.10880299783756858,1.6929666656548315e-17,1.3217394481513047e-23,2.6503114145941614e-15,0.0,0.0,3.7532089397349412e-21,7.8507746109172051e-32,2.3301176440437147e-34,3.2009213436724167e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1436076988667946e-09,5.3059776741578867e-09,7.176475850640397e-10,2.1623732188182332e-09
4.1789432098458854e-10,0.0018098245439523185,6.0630003358412917e-20,5.9074256873991032e-25,5.9074251150810901e-25,1.2787634095883493e-33,1.5205136195680736e-33,0.0,0.0,6.339866300461295e-14,3.542089902231663e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899881302518429,0.10880299766510779,1.773561197347083e-17,1.4782539087421607e-23,2.8663417608132288e-15,0.0,0.0,4.1195854824545167e-21,8.6171428073143173e-32,2.5575764802425858e-34,3.513485338861061e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2240989726036852e-09,5.5589236903243129e-09,7.5185873674702477e-10,2.3348287400946568e-09
4.369097760678933e-10,0.0018098245432861368,6.5485209443224839e-20,6.647453076835211e-25,6.6474524864517498e-25,1.5665310445912746e-33,1.8626871216031443e-33,0.0,0.0,6.8854311977789727e-14,4.0266285475288085e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899875901447103,0.10880299748889927,1.8541455201246809e-17,1.6452235499762337e-23,3.0876988418245014e-15,0.0,0.0,4.5030212546290226e-21,9.4191946612541382e-32,2.7956262611781279e-34,3.8406169080736701e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3008425920037471e-09,5.8118695328847588e-09,7.8606982225815352e-10,2.5110318296807726e-09
4.5592523115119806e-10,0.0018098245426066307,7.0519444065668058e-20,7.4455245491618452e-25,7.4455239470809506e-25,1.9029266340281113e-33,2.2626831434416461e-33,0.0,0.0,7.4505989947068284e-14,4.5518729163636338e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899870500377546,0.10880299730916639,1.9347196431438996e-17,1.8228350994001565e-23,3.3141357359428101e-15,0.0,0.0,4.9035162440121051e-21,1.025693014813396e-31,3.0442669795482309e-34,4.1823172836958798e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3740619949783036e-09,6.0648152018146381e-09,8.2028084159755108e-10,2.690759052328803e-09
4.749406862345028e-10,0.0018098245419145953,7.5732292157815501e-20,8.3037391950202018e-25,8.3037385887042766e-25,2.2936769930952917e-33,2.7273115041539534e-33,0.0,0.0,8.0351424419997575e-14,5.1192513414502343e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899865099309672,0.10880299712611929,2.015283575477836e-17,2.0112672437566516e-23,3.5454202404051987e-15,0.0,0.0,5.3210704383550779e-21,1.11303492433462e-31,3.303498628049343e-34,4.538587698108718e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4439672979211462e-09,6.3177606970893968e-09,8.5449179476534225e-10,2.8738002941497381e-09
4.939561413178076e-10,0.001809824541210777,8.1123340768156249e-20,9.2241912453447062e-25,9.2241906434216218e-25,2.7449141651998683e-33,3.2638639116561386e-33,0.0,0.0,8.6388478384129123e-14,5.7301760011829076e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.009889985969824348,0.10880299693995557,2.0958373261212606e-17,2.2106911082430743e-23,3.781333993865093e-15,0.0,0.0,5.755683825406978e-21,1.2039451922278521e-31,3.5733211993764945e-34,4.9094293836887558e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5107560899046122e-09,6.5707060186844925e-09,8.8870268176165223e-10,3.0599579684267208e-09
5.129715964011123e-10,0.0018098245404958792,8.6692178985383308e-20,1.0208970095755502e-24,1.0208969508091419e-24,3.2631865900028547e-33,3.8801272464850387e-33,0.0,0.0,9.2615142229617762e-14,6.3860438827055495e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999999999999999,0.0,0.0098899854297178954,0.10880299675086107,2.1763809039951782e-17,2.4212707072167718e-23,4.0216716511588653e-15,0.0,0.0,6.2073563929146267e-21,1.2984238160313933e-31,3.8537346862233418e-34,5.2948435728081692e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5746141795659712e-09,6.8236511665753934e-09,9.2291350258660592e-10,3.2490462687375493e-09
