Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259)
6.527765097302179e-07,0.0007628266822550328,9.2064829699687614e-16,5.0782762293419532e-17,4.1263264714014633e-16,4.0764139458158266e-19,1.070943558853419e-18,0.0,0.0,2.3680026173380536e-07,7.5406849882646411e-08,5.5913035736048764e-19,1.3946170386081566e-22,5.9283923157482037e-21,-3.4044143961744045e-41,-4.6520677952634534e-29,1.3101161568463885e-26,1.3789579495794319e-22,5.6273374965012573e-19,3.5288171531309788e-37,-9.5342850007739857e-30,8.7627459851388468e-22,-8.5131742346724163e-30,3.338425581992994e-30,1.2579039779151224e-24,2.326175615876412e-21,3.5754287346904273e-27,3.9733446642144275e-21,4.6019479149105383e-10,1.1496434653963971e-26,1.2169324654183694e-23,5.1478322653780454e-19,7.0495133677900776e-27,2.3690184220754785e-30,4.5097841109270152e-20,4.3523713569831336e-25,0.35999999999999999,0.0,0.0098529369571882137,0.10878409208524234,2.0800234500613546e-12,5.188915696055758e-14,3.9516470091378851e-12,3.7834290743681767e-13,0.0,7.9400260553642918e-10,2.7558583010155642e-17,2.2622005815103528e-22,5.9562772820236725e-06,9.8258135839388943e-12,0.0,0.0,0.0,0.0,0.0,0.0,3.7281070019049031e-07,1.1115199812327584e-05,1.0225814713620648e-06,1.2474828430440595e-05,8.1577239215973739e-07,4.5981644971355896e-10,5.3043026164714564e-06
6.644422367826926e-07,0.0007628261713060208,9.268796514706407e-16,5.230355249875015e-17,4.4207637833910635e-16,4.2987517152050142e-19,1.1651837710494922e-18,0.0,0.0,2.418416534673803e-07,7.9475480370663281e-08,5.9443801201397577e-19,1.4834813470990217e-22,6.1636770725855221e-21,1.484698593636305e-41,1.6718718800622237e-29,1.3953362259290555e-26,1.4661948321634119e-22,5.9814125564050686e-19,3.8649906471090907e-37,1.9009474908342887e-28,9.3084966042815501e-22,-1.3900655315480278e-29,3.216876562052942e-30,1.3911890689257588e-24,2.4617162448465222e-21,3.8530452959500632e-27,4.1303059139418436e-21,4.7418461038107008e-10,1.2763362353265473e-26,1.3186417738597798e-23,5.3373810763966418e-19,7.4616839963428333e-27,2.4992122484344872e-30,4.7556064798411112e-20,4.8518349361797497e-25,0.35999999999999999,0.0,0.0098522918778151929,0.10878376234029319,2.101068749296689e-12,5.3466556181487094e-14,3.9842322695441865e-12,4.0717988184534307e-13,0.0,8.1788799559954787e-10,2.9748648675667128e-17,2.3772032080918052e-22,6.1925584147019539e-06,1.0401595270879339e-11,0.0,0.0,0.0,0.0,0.0,0.0,3.7585115374346868e-07,1.1182633570473035e-05,1.0402565568935672e-06,1.2577417070535346e-05,8.2072087927003703e-07,4.7377743168634439e-10,5.5173759261792025e-06
6.761079638351672e-07,0.0007628256608617752,9.3285143228337258e-16,5.3834798147672753e-17,4.7301619783932293e-16,4.5272869735879924e-19,1.2664669899185145e-18,0.0,0.0,2.4682536519499203e-07,8.3654113681808744e-08,6.3115483413864787e-19,1.5759662145161258e-22,6.4021151778917154e-21,2.9870730951641475e-41,-2.5071109020769468e-29,1.4786855709083798e-26,1.5569505302153096e-22,6.349565593916109e-19,4.2230296527598481e-37,-1.5892008558088155e-28,9.8755295873272234e-22,2.2730932047195055e-29,5.3075155603281753e-30,1.5351030632437391e-24,2.6017832250721439e-21,4.1456039753440949e-27,4.2893535320204156e-21,4.8828757449188035e-10,1.4137786578132128e-26,1.4262756076938266e-23,5.5294052125836044e-19,7.8876808240904247e-27,2.6331361217153799e-30,5.0083892409040481e-20,5.397381878225314e-25,0.35999999999999999,0.0,0.0098516472441443521,0.1087834328596024,2.121683460596154e-12,5.5056709975215253e-14,4.015840314367404e-12,4.3750486217425031e-13,0.0,8.4195005621957929e-10,3.2065665817429429e-17,2.4956745483240009e-22,6.4320917767648305e-06,1.099819358343928e-11,0.0,0.0,0.0,0.0,0.0,0.0,3.7880043018669088e-07,1.124679762807784e-05,1.0579110594588556e-06,1.2676928586006933e-05,8.2542933037084781e-07,4.8785007087573738e-10,5.7334496163342024e-06
6.877736908876419e-07,0.0007628251509096235,9.3857203172095944e-16,5.5376073461635425e-17,5.0549164154380065e-16,4.7619649483072795e-19,1.3752198573002334e-18,0.0,0.0,2.5174997919080851e-07,8.7941547004617672e-08,6.6930068527446163e-19,1.6721264621843598e-22,6.6436080673722115e-21,-5.072998713639517e-41,-6.6473018099890308e-29,1.5632574772529799e-26,1.6512787591653843e-22,6.7319941388253111e-19,4.6043857002896325e-37,-7.2403237985643441e-29,1.0464121456780825e-21,1.2940632361441936e-30,4.1892973282095776e-30,1.6901946029286022e-24,2.7463884795749473e-21,4.4535204850843781e-27,4.4504226467123623e-21,5.0250029108725428e-10,1.5625975906317259e-26,1.540013731989082e-23,5.7238458414754132e-19,8.3275418029682033e-27,2.7707638414628331e-30,5.2680815262606166e-20,5.9922172381910426e-25,0.35999999999999999,0.0,0.0098510030439868997,0.10878310363794559,2.1418785673290062e-12,5.6659235718972424e-14,4.0465007795336398e-12,4.6935373636374924e-13,0.0,8.6618261415164798e-10,3.451416732589157e-17,2.6176425038527727e-22,6.6747734503931233e-06,1.1615833765993686e-11,0.0,0.0,0.0,0.0,0.0,0.0,3.8166130278349987e-07,1.1307797453547561e-05,1.0755450024332399e-06,1.2773456769694824e-05,8.2990548842011097e-07,5.0203093865758081e-10,5.95243000200447e-06
6.994394179401165e-07,0.0007628246414373263,9.4404957147208496e-16,5.6926965631485434e-17,5.3954187466299443e-16,5.0027268526137703e-19,1.4918862699609004e-18,0.0,0.0,2.5661423724261431e-07,9.2336505292397579e-08,7.0889487151134097e-19,1.7720155901670134e-22,6.8880605583245769e-21,1.0805496420408557e-41,1.0345824301307613e-28,1.6553619726877348e-26,1.7492320791947935e-22,7.1288902020665317e-19,5.0146187463327152e-37,2.5877280640338973e-28,1.1074540100414574e-21,-1.8982002657948745e-29,3.514824624725146e-30,1.8570219926397704e-24,2.8955409564754367e-21,4.7772073513694772e-27,4.6134497774153997e-21,5.1681947120586669e-10,1.7234377116131017e-26,1.6600343787410932e-23,5.9206448358261213e-19,8.7812957404732735e-27,2.9120666632446352e-30,5.5346278113458111e-20,6.6396938392575104e-25,0.35999999999999999,0.0,0.0098503592653541357,0.10878277467012504,2.1616678998125099e-12,5.8273762494022922e-14,4.0762428937808471e-12,5.0276177807296506e-13,0.0,8.9057968341467122e-10,3.7098733977533858e-17,2.7431341583410356e-22,6.9205009986854069e-06,1.2254732818267321e-11,0.0,0.0,0.0,0.0,0.0,0.0,3.8443651407869039e-07,1.136573697888532e-05,1.0931584091433732e-06,1.2867094083277858e-05,8.3415698361548655e-07,5.1631671079690359e-10,6.1742247280560736e-06
7.111051449925912e-07,0.0007628241324328619,9.4929203804837105e-16,5.8487074634926142e-17,5.7520566742342303e-16,5.2495101246494759e-19,1.6169274624531419e-18,0.0,0.0,2.6141703282719152e-07,9.6837647656193129e-08,7.4995615427365983e-19,1.8756841788450813e-22,7.1353798957692936e-21,5.8892785504616799e-41,7.5112279476478133e-29,1.7466921621674728e-26,1.8508619237671664e-22,7.5404403945518593e-19,5.4498088297912556e-37,-1.4989781415770054e-28,1.1707044971293655e-21,1.3958387138404152e-29,6.3247089343873812e-30,2.0361526221274826e-24,3.0492467505247035e-21,5.1170736458001038e-27,4.7783733898211156e-21,5.3124192816332262e-10,1.8969612371026005e-26,1.7865140908507664e-23,6.1197448178398983e-19,9.2489626784998881e-27,3.0570134764232949e-30,5.8079682580216086e-20,7.3433153412660091e-25,0.35999999999999999,0.0,0.0098497158964727261,0.10878244595097487,2.1810651532211618e-12,5.9899930916672479e-14,4.1050954406363746e-12,5.3776362802688297e-13,0.0,9.1513546508931366e-10,3.9823992678045735e-17,2.872175802577815e-22,7.1691736007777167e-06,1.2915099782003166e-11,0.0,0.0,0.0,0.0,0.0,0.0,3.8712876508351096e-07,1.1420718463939579e-05,1.1107513028676995e-06,1.29579315393831e-05,8.3819132336485801e-07,5.3070416596859746e-10,6.3987428932536287e-06
7.227708720450659e-07,0.0007628236238840611,9.5430743973652321e-16,6.0056013061541489e-17,6.1252137331394302e-16,5.5022489098820773e-19,1.750822097913733e-18,0.0,0.0,2.6615740342945629e-07,1.0144357351884003e-07,7.9250276011358173e-19,1.9831836652512904e-22,7.3854751047281075e-21,-7.1183826734151681e-41,-8.7441038510286008e-29,1.8409621761042504e-26,1.9562186306515719e-22,7.9668260568451461e-19,5.9098089072380928e-37,-1.665373589415282e-28,1.2361887395417538e-21,-4.3926792999796595e-32,5.2527164900949596e-30,2.2281623869849777e-24,3.207509227546918e-21,5.4735247373780553e-27,4.9451338265224627e-21,5.4576457591944661e-10,2.0838476276643079e-26,1.9196275772929798e-23,6.3210891997640261e-19,9.7305542682719691e-27,3.2055710070105263e-30,6.0880390566111096e-20,8.106739273406448e-25,0.35999999999999999,0.0,0.0098490729257971615,0.10878211747535883,2.2000807617229621e-12,6.1537392954080563e-14,4.1330867273240175e-12,5.743932778847614e-13,0.0,9.3984434736728499e-10,4.2694614758782086e-17,3.0047929592180984e-22,7.4206921710970094e-06,1.3597135938315802e-11,0.0,0.0,0.0,0.0,0.0,0.0,3.8974069931135342e-07,1.1472842376779877e-05,1.1283237068369334e-06,1.3046058605342615e-05,8.4201588353388398e-07,5.4519018414083992e-10,6.6258951591148351e-06
7.344365990975405e-07,0.000762823115779259,9.5910352824692733e-16,6.1633405954742718e-17,6.5152690911013997e-16,5.7608743533208623e-19,1.8940663127813905e-18,0.0,0.0,2.7083452298286616e-07,1.0615282855706359e-07,8.365523974355507e-19,2.0945640209261112e-22,7.6382587225760705e-21,-6.199867186969785e-42,4.3440896983030641e-29,1.9443477649673619e-26,2.0653514740491007e-22,8.4082233934540179e-19,6.4036018251460478e-37,3.1478644825634239e-28,1.3039310760941204e-21,-1.9259463341491988e-29,3.7408884017290832e-30,2.4336351103658063e-24,3.3703291487520395e-21,5.8469620646103194e-27,5.1136728896906817e-21,5.6038442732783032e-10,2.2847932831994221e-26,2.0595475793047211e-23,6.5246222204971869e-19,1.0226074145203349e-26,3.3577039922311387e-30,6.3747727597805477e-20,8.9337800321867387e-25,0.35999999999999999,0.0,0.0098484303420208873,0.10878178923820056,2.2187271507859114e-12,6.3185811726805014e-14,4.1602445459048322e-12,6.1268405651547004e-13,0.0,9.6470089707998364e-10,4.5715314327203959e-17,3.1410104071805693e-22,7.6749594628421378e-06,1.4301035056180012e-11,0.0,0.0,0.0,0.0,0.0,0.0,3.9227492052703635e-07,1.1522207290022003e-05,1.1458756442345541e-06,1.3131563087406309e-05,8.456379008782234e-07,5.5977174483836481e-10,6.8555938446260685e-06
7.461023261500152e-07,0.0007628226081071531,9.6368781998387734e-16,6.3218890587391645e-17,6.9225973658437899e-16,6.0253147434383431e-19,2.0471737211529162e-18,0.0,0.0,2.7544769444757474e-07,1.1096391042723912e-07,8.8212227257596673e-19,2.2098745104576473e-22,7.8936463666898181e-21,1.0233740611974452e-40,1.6016774075912095e-28,2.0469350525272726e-26,2.1783086961116528e-22,8.8648036055651824e-19,6.9261521473112484e-37,-1.1974202784514852e-28,1.3739550724893491e-21,1.9919473902066341e-29,7.3913163138584772e-30,2.6531619669299381e-24,3.5377047912723297e-21,6.23778292720597e-27,5.2839343046439976e-21,5.7509859228262737e-10,2.5005112285703175e-26,2.2064447472695654e-23,6.7302889784587824e-19,1.073551830658424e-26,3.5133753359915428e-30,6.6680985998647237e-20,9.8284118419443861e-25,0.35999999999999999,0.0,0.0098477881340862366,0.10878146123448849,2.2370180154538007e-12,6.4844861299756308e-14,4.1865961479123974e-12,6.5266861853679126e-13,0.0,9.896998566225467e-10,4.8890846672257225e-17,3.2808522055221531e-22,7.9318801565485002e-06,1.5026983713880028e-11,0.0,0.0,0.0,0.0,0.0,0.0,3.9473398599361125e-07,1.1568909792335337e-05,1.1634071381973269e-06,1.3214531052532802e-05,8.4906446646485465e-07,5.744459253007192e-10,7.0877530077367455e-06
7.577680532024898e-07,0.0007628221008561967,9.6806784189082304e-16,6.4812116229053451e-17,7.3475684657014067e-16,6.2954959364105959e-19,2.2106754345641229e-18,0.0,0.0,2.7999634261097957e-07,1.1587527421367396e-07,9.29229096851232e-19,2.329160510722542e-22,8.1515550414042559e-21,-8.570113556720879e-41,-9.495299262392764e-29,2.1483850742391741e-26,2.295137540098825e-22,9.3367330307510756e-19,7.474063116835824e-37,-2.789762906412545e-28,1.446283548784923e-21,-2.7388617549216212e-31,6.6096081796331003e-30,2.8873409110441182e-24,3.7096320697966807e-21,6.6463802967719255e-27,5.4558639411424214e-21,5.8990427577727165e-10,2.7317307914649942e-26,2.3604875281064384e-23,6.9380354612008052e-19,1.1258875481395126e-26,3.6725462968846333e-30,6.9679428017275973e-20,1.0794771679338157e-24,0.35999999999999999,0.0,0.0098471462911917124,0.10878113345926266,2.2549635014032654e-12,6.6514226463215004e-14,4.2121682289648435e-12,6.9437893500748551e-13,0.0,1.0148361451052691e-09,5.2226006724273109e-17,3.4243417168356009e-22,8.1913609358672435e-06,1.5775161486025864e-11,0.0,0.0,0.0,0.0,0.0,0.0,3.9712038394959404e-07,1.1613044412954202e-05,1.1809182118158317e-06,1.3295046780024274e-05,8.5230252015312673e-07,5.8920989855028858e-10,7.3222885142292721e-06
7.694337802549645e-07,0.0007628215940153722,9.7225091333766478e-16,6.6412743951612056e-17,7.7905474475390601e-16,6.5713416940666531e-19,2.3851200516723687e-18,0.0,0.0,2.8448000706913614e-07,1.2088533764108847e-07,9.7788910464485463e-19,2.4524653360244002e-22,8.4119052879197658e-21,-5.419869292395344e-41,-9.6682104670477399e-29,2.2576804525741525e-26,2.415884284655282e-22,9.824173287991247e-19,8.0609933375720269e-37,3.9294162116327356e-28,1.52093860582154e-21,-4.0552692071937004e-29,3.8884970793470578e-30,3.1367761118222068e-24,3.88610465816262e-21,7.0731426458848986e-27,5.6294091842143878e-21,6.0479877588936882e-10,2.9791972746966316e-26,2.5218420629343818e-23,7.1478085716294853e-19,1.1796127493864675e-26,3.8351766577498282e-30,7.2742288886808093e-20,1.1837162164435117e-24,0.35999999999999999,0.0,0.0098465048027980874,0.10878080590764592,2.2725744257300297e-12,6.8193602505536796e-14,4.2369869004310656e-12,7.3784628616353332e-13,0.0,1.0401048505349905e-09,5.5725627569093535e-17,3.5715016302441571e-22,8.4533105504882251e-06,1.6545741170826152e-11,0.0,0.0,0.0,0.0,0.0,0.0,3.9943655647489144e-07,1.1654703559140167e-05,1.1984088881350114e-06,1.3373192679328049e-05,8.5535884607731251e-07,6.0406093138445238e-10,7.5591180950767186e-06
7.810995073074391e-07,0.0007628210875742094,9.7624404267488802e-16,6.8020446382868434e-17,8.2518943873242823e-16,6.8527737545381486e-19,2.5710735952080575e-18,0.0,0.0,2.8889833537486856e-07,1.2599248607129979e-07,1.0281180708689103e-18,2.5798325433652183e-22,8.6746214357129982e-21,1.5791894086609691e-40,3.0585688553542592e-29,2.3702817190891609e-26,2.5405942766059001e-22,1.0327281417406646e-18,8.6817536807012997e-37,-2.2363496505924493e-29,1.5979416498049558e-21,4.9963367384351578e-30,8.4377022254479545e-30,3.4020773957237475e-24,4.0671141053461702e-21,7.5184537949161707e-27,5.8045191370264037e-21,6.1977948170374635e-10,3.2436716236921053e-26,2.6906720945540069e-23,7.3595561507949737e-19,1.2347249627598869e-26,4.0012248570911494e-30,7.5868779684551774e-20,1.2960054415221194e-24,0.35999999999999999,0.0,0.0098458636586342078,0.10878047857485186,2.289864035118148e-12,6.9882694978882637e-14,4.261077673251623e-12,7.8310125604427415e-13,0.0,1.0655012239042006e-09,5.939457901696318e-17,3.7223539838352649e-22,8.7176398666342004e-06,1.7338889147668254e-11,0.0,0.0,0.0,0.0,0.0,0.0,4.0168489921696671e-07,1.1693977466280835e-05,1.2158791901547271e-06,1.3449049240887478e-05,8.5824006888106162e-07,6.1899638230400865e-10,7.7981613932433409e-06
7.927652343599138e-07,0.0007628205815218639,9.8005421168347675e-16,6.963490743495291e-17,8.7319642712056897e-16,7.1397121593760799e-19,2.7691194643093106e-18,0.0,0.0,2.932510764605505e-07,1.3119507720313109e-07,1.0799313183978979e-18,2.711310856426731e-22,8.9396289173857682e-21,-8.4262421338266575e-41,-2.1490014583914161e-28,2.4893411377986677e-26,2.6693119644341237e-22,1.0846210023062288e-18,9.3270758995110007e-37,-4.2590307506111877e-28,1.6773134239692827e-21,2.724975205073585e-29,8.3462450246345284e-30,3.6838596979124696e-24,4.252649950590698e-21,7.9826927759286831e-27,5.9811452172245997e-21,6.348438711853089e-10,3.5259300903709363e-26,2.8671388844619533e-23,7.5732269976664187e-19,1.2912210980038183e-26,4.1706481534794738e-30,7.9058090110630812e-20,1.4168090865774327e-24,0.35999999999999999,0.0,0.0098452228487000883,0.10878015145615903,2.3068424321913552e-12,7.1581219459278957e-14,4.2844654566212985e-12,8.3017372889927833e-13,0.0,1.0910206807210601e-09,6.3237766225204081e-17,3.8769201865513002e-22,8.9842619076859846e-06,1.8154765548537809e-11,0.0,0.0,0.0,0.0,0.0,0.0,4.038677298694781e-07,1.1730954158049e-05,1.2333291408303218e-06,1.352269503008919e-05,8.609526507993276e-07,6.3401369938962198e-10,8.0393400003050882e-06
8.044309614123884e-07,0.0007628200758479883,9.8368826318863803e-16,7.1255822081854353e-17,9.2311069037523333e-16,7.4320756335524606e-19,2.9798583779280991e-18,0.0,0.0,2.9753807428228141e-07,1.364914455257381e-07,1.1333437353947434e-18,2.846936563244177e-22,9.2068556308043654e-21,-1.30869601116737e-40,-1.0908276336830931e-28,2.5985706767595965e-26,2.8020809331177867e-22,1.1381107419585523e-18,1.0016560222016018e-36,4.2713572233075007e-28,1.7590740070249336e-21,-9.0026730837228578e-29,3.9432978893621317e-30,3.9827425248879139e-24,4.4426998391282192e-21,8.4662337129420837e-27,6.1592404669400086e-21,6.4998950901346432e-10,3.8267638956523242e-26,3.0514011391777854e-23,7.7887708861603055e-19,1.3490974805410419e-26,4.3434027899558179e-30,8.2309391222997879e-20,1.546608805228637e-24,0.35999999999999999,0.0,0.0098445823632689194,0.10877982454694241,2.3235188551043227e-12,7.3288901302360879e-14,4.3071745381804202e-12,8.7909288728721142e-13,0.0,1.1166587949412744e-09,6.7260128373451098e-17,4.0352210396321506e-22,9.2530918847570655e-06,1.899352443801617e-11,0.0,0.0,0.0,0.0,0.0,0.0,4.0598731486227567e-07,1.176571941663063e-05,1.2507587630731885e-06,1.3594206632327902e-05,8.6350288958732573e-07,6.491104181381504e-10,8.2825774839490469e-06
8.160966884648631e-07,0.0007628195705430171,9.8715268871654163e-16,7.2882896106571082e-17,9.7496668252697032e-16,7.7297816221359833e-19,3.2039082582795784e-18,0.0,0.0,3.01759261628731e-07,1.4187990657931511e-07,1.1883697971042242e-18,2.9867529517102126e-22,9.4762350382540888e-21,2.2721060554142094e-40,1.3152105925470392e-28,2.7181114761644248e-26,2.9389439369757133e-22,1.1932117774828953e-18,1.0747134038136023e-36,1.1307203237223864e-28,1.8432428734371479e-21,-3.0200030657661082e-29,9.3622363892658239e-30,4.2993494287284314e-24,4.6372496313288595e-21,8.9694457178846996e-27,6.3387592934794224e-21,6.6521404438736806e-10,4.1469788910869417e-26,3.2436149453273592e-23,8.0061385791978529e-19,1.4083498856385516e-26,4.519444104184106e-30,8.5621837959726243e-20,1.6859039363928279e-24,0.35999999999999999,0.0,0.0098439421928897299,0.10877949784268849,2.3399056286819471e-12,7.5005475395825652e-14,4.3292285733620242e-12,9.2988721170445298e-13,0.0,1.1424112907126669e-09,7.1466637391762559e-17,4.1972767574812727e-22,9.5240472169715273e-06,1.9855314212075192e-11,0.0,0.0,0.0,0.0,0.0,0.0,4.08045879007023e-07,1.179835676339978e-05,1.2681680797513427e-06,1.3663658621902989e-05,8.6589691698073527e-07,6.6428415926826158e-10,8.5277994073816722e-06
8.277624155173377e-07,0.000762819065596869,9.9045389230211665e-16,7.4515845806390267e-17,1.0287983245495766e-15,8.0327464902057869e-19,3.441904121000826e-18,0.0,0.0,3.0591465423518019e-07,1.4735876091472712e-07,1.2450235700093702e-18,3.1308043010162551e-22,9.7477009968079184e-21,-5.4475560541991345e-41,-1.3241704393443043e-28,2.85844051684922e-26,3.0799429321203961e-22,1.2499381248814469e-18,1.1499746735313497e-36,-5.9719941803615814e-28,1.9298389017823739e-21,7.727996830169807e-29,1.0552402541104062e-29,4.6343074932128256e-24,4.8362835088101235e-21,9.4926928015196963e-27,6.5196584539494337e-21,6.8051520881077123e-10,4.4873952201595805e-26,3.4439337131157122e-23,8.2252818398370024e-19,1.4689735716241064e-26,4.6987266618673001e-30,8.8994571538481661e-20,1.835211775692239e-24,0.35999999999999999,0.0,0.0098433023283873173,0.10877917133895545,2.3560129613726735e-12,7.6730685909571203e-14,4.3506505967215672e-12,9.8258448163675621e-13,0.0,1.1682740433367022e-09,7.5862296740402045e-17,4.3631069879639878e-22,9.7970475444865866e-06,2.0740277758245777e-11,0.0,0.0,0.0,0.0,0.0,0.0,4.100455625777736e-07,1.1828947447031387e-05,1.2855571136899943e-06,1.3731123593349984e-05,8.6814069779956366e-07,6.7953262650422871e-10,8.7749333407359266e-06
8.394281425698124e-07,0.0007628185609998391,9.9359820936242698e-16,7.6154397749770618e-17,1.0846389994437446e-15,8.3408859309325557e-19,3.6944979791462001e-18,0.0,0.0,3.1000434515020629e-07,1.5292629780044454e-07,1.3033187279275769e-18,3.2791401895576623e-22,1.0021188798082768e-20,-2.3497273950186747e-40,1.6951236938452521e-28,3.0006568172812022e-26,3.2251191106022285e-22,1.3083034140949325e-18,1.2300710684045458e-36,3.9247334168675024e-28,2.0188804029111689e-21,-4.0373138239000343e-30,4.0100378205836035e-30,4.9882468342844348e-24,5.0397840820343221e-21,1.0036333798608372e-26,6.7018965505430572e-21,6.958908138661042e-10,4.8488469815584052e-26,3.652508128035485e-23,8.4461534402514537e-19,1.5309633115357153e-26,4.8812044141682238e-30,9.2426721844537798e-20,1.9950678437355895e-24,0.35999999999999999,0.0,0.0098426627608609145,0.10877884503140291,2.3718487491862351e-12,7.8464286044639833e-14,4.3714630093374867e-12,1.0372117779790451e-12,0.0,1.1942430756316944e-09,8.0452140239194795e-17,4.5327308322294505e-22,1.0072014734119794e-05,2.1648552557087859e-11,0.0,0.0,0.0,0.0,0.0,0.0,4.1198844933678492e-07,1.1857570438959191e-05,1.302925887672123e-06,1.379667212948779e-05,8.702400297824562e-07,6.9485360434759579e-10,9.0239088654170269e-06
8.51093869622287e-07,0.000762818056743311,9.9659162504524866e-16,7.7798288527143172e-17,1.1425215479836025e-15,8.6541150058330775e-19,3.96235868788178e-18,0.0,0.0,3.1402849923893822e-07,1.5858079877835339e-07,1.3632685740343591e-18,3.4317864986845631e-22,1.0296639087795972e-20,3.1378990088336624e-40,3.8033436329015187e-28,3.1182797283314525e-26,3.3745129324918366e-22,1.3683209024914619e-18,1.3153216495544547e-36,3.0394091716426318e-28,2.1103851089364671e-21,-2.4179829407577119e-29,1.0091247825056771e-29,5.3618001150471107e-24,5.2477324913447986e-21,1.0600722306615951e-26,6.8854331046234444e-21,7.1133874898469883e-10,5.2321818947831538e-26,3.8694861101976069e-23,8.6687071684297342e-19,1.5943134244440305e-26,5.0668307930183472e-30,9.5917409615937551e-20,2.1660261510773863e-24,0.35999999999999999,0.0,0.0098420234816845725,0.1087785189158193,2.3874239707846858e-12,8.0206037781731477e-14,4.3916875698671961e-12,1.0937954866549979e-12,0.0,1.2203145482310717e-09,8.5241230946631354e-17,4.7061668639452124e-22,1.0348872876382565e-05,2.2580271128324269e-11,0.0,0.0,0.0,0.0,0.0,0.0,4.1387659069770767e-07,1.1884302437518255e-05,1.3202744244390452e-06,1.3860372777075057e-05,8.7220054375587002e-07,7.1024495584377858e-10,9.2746575725735507e-06
8.627595966747617e-07,0.0007628175528180117,9.9943996117219439e-16,7.9447264449223973e-17,1.2024782656163602e-15,8.9723482105640425e-19,4.2461717801272621e-18,0.0,0.0,3.1798734800278617e-07,1.6432054092695951e-07,1.4248860433584043e-18,3.5887686718314808e-22,1.0573994117540659e-20,-4.2296320795004866e-42,-1.4697952512720733e-28,3.2388771044861333e-26,3.5281641563832507e-22,1.4300034882315931e-18,1.4024057833832163e-36,-7.6298386389319218e-28,2.2043702262387257e-21,3.3354411026395037e-29,1.3296995739511052e-29,5.7556020745473134e-24,5.4601085025756429e-21,1.1186206637251529e-26,7.0702298318008239e-21,7.2685697921926527e-10,5.6382609678772629e-26,4.0950127808240508e-23,8.8928978319135837e-19,1.6590178060050504e-26,5.255558808942723e-30,9.94657484586083e-20,2.3486594594540466e-24,0.35999999999999999,0.0,0.0098413844825049075,0.10877819298806697,2.4027489389744497e-12,8.19557116299505e-14,4.411345417242022e-12,1.1523613033258413e-12,0.0,1.246484759034291e-09,9.0234660087661947e-17,4.8834331479754237e-22,1.0627548277468885e-05,2.3535561197021368e-11,0.0,0.0,0.0,0.0,0.0,0.0,4.157119494160749e-07,1.1909217877325247e-05,1.3376027466909817e-06,1.3922292111035455e-05,8.740277042491949e-07,7.2570462034983349e-10,9.5271130554518381e-06
8.744253237272363e-07,0.0007628170492148177,1.0021490259107625e-15,8.1101081286997852e-17,1.2645409010343537e-15,9.295499875472769e-19,4.5466393354128135e-18,0.0,0.0,3.218811846836327e-07,1.7014379986227044e-07,1.4881837190300334e-18,3.750128930968047e-22,1.0853197474820048e-20,-3.8899340578595285e-40,-1.6617568327536726e-28,3.4042138854813311e-26,3.6861118718742875e-22,1.493363724634684e-18,1.4944561439237466e-36,3.1954327328918683e-28,2.3008524879062157e-21,2.0289604551555841e-29,4.0410226525704973e-30,6.1702890727390579e-24,5.676890604966417e-21,1.1793129780114177e-26,7.256250664946168e-21,7.4244354302651285e-10,6.0679581696407699e-26,4.3292304358670933e-23,9.1186812597892602e-19,1.7250699571641071e-26,5.4473411970054856e-30,1.0307084688001755e-19,2.5435595399269545e-24,0.35999999999999999,0.0,0.009840745755236989,0.10877786724410611,2.4178305915048886e-12,8.3713086376714963e-14,4.4304570648751138e-12,1.2129342391821376e-12,0.0,1.2727501421573087e-09,9.5437546027254291e-17,5.0645472585795178e-22,1.0907969446371936e-05,2.4514545678791346e-11,0.0,0.0,0.0,0.0,0.0,0.0,4.1749642477444505e-07,1.1932388943422642e-05,1.3549108770876219e-06,1.3982494723883915e-05,8.75726810766833e-07,7.4123061131128627e-10,9.7812108963613453e-06
