Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259),S(423),S(422),C7H9O(956),S(1059),C5H8(381),C7H8(253),S(1058)
1.0124310263496471e-08,0.0015803595719390763,2.1992675161454678e-10,1.1667711878834477e-12,1.168413987947103e-12,1.3707656528939993e-15,2.3848318995144994e-14,0.0,0.0,4.783755699147339e-07,1.0834588162309117e-08,9.8131751891014046e-17,2.5220423813398969e-19,1.929145849014961e-16,4.5772012462924001e-35,1.2384722505365439e-26,4.0449967591818542e-19,2.9847470292868588e-18,2.8581311770432699e-16,4.5059697808817617e-30,6.507959111976336e-33,1.4146899905490808e-18,1.3687065881154342e-21,6.3775667160747838e-22,1.3806117965210536e-23,3.2238064987008563e-18,1.4182648955171055e-19,4.1852411756567888e-16,7.9475700817747606e-07,2.8607640232125851e-24,2.4064214218879888e-20,6.0579674919102662e-14,4.3436525980940694e-22,1.0564500780897295e-24,6.0080673805426559e-17,5.5308438967835269e-20,0.35999999999999999,0.0,0.0097114368426044796,0.10877519107003047,6.2796521453693516e-11,2.0408588035513598e-10,3.0939068614659456e-08,1.4956773273957887e-11,0.0,1.0359951818931913e-10,1.4240848761647622e-18,1.914585743547429e-21,8.7629720547835265e-07,2.2901577724985743e-12,0.0,4.4249869726090996e-19,0.0,0.0,0.0,0.0,5.8109561197754963e-05,8.4920838843743335e-05,6.5116724800055243e-06,2.6096255910970396e-05,4.3510653142327904e-07,7.9155826882638334e-07,7.8733523136532941e-07,5.5044944291323332e-10,3.4966162871850572e-10,5.0637820104311451e-16,4.365499072737134e-18,2.2837328579668288e-09,2.1084056217824206e-11,3.5309478444692364e-19
1.0589173795298447e-08,0.0015803556437858698,2.3587783147392218e-10,1.3149597876777008e-12,1.316974421277314e-12,1.6825404475414799e-15,2.9410231447662718e-14,0.0,0.0,5.213429471128101e-07,1.2908007958149022e-08,1.2283722324616962e-16,3.1697621430459275e-19,2.2996876395205311e-16,6.9051902038465583e-35,1.7232447996106614e-26,5.1361448508915258e-19,3.8450717647908292e-18,3.4631204500678216e-16,6.4153144749767312e-30,8.8711128307955244e-33,1.7137222616047724e-18,1.5061298847242989e-21,8.1183766656794061e-22,1.9090544056910759e-23,3.8996217619594135e-18,1.8033037700629497e-19,4.8315363862311124e-16,8.6924900691960257e-07,4.2054701992070616e-24,3.1431795012551415e-20,6.9496985532763587e-14,5.3691778468243682e-22,1.3535743129770152e-24,7.2855264101295543e-17,7.1490291942566827e-20,0.35999999999999999,0.0,0.009703463031019488,0.10877388174411139,6.6324709484476823e-11,2.2415715697662932e-10,3.2298152949811228e-08,1.8258767926059714e-11,0.0,1.1326284115486612e-10,1.7059110964178103e-18,2.4457696922907458e-21,9.8719744309923456e-07,2.7431789538440782e-12,0.0,5.2023756022925338e-19,0.0,0.0,0.0,0.0,6.0605132493356964e-05,8.8654770774315489e-05,6.805005689060334e-06,2.7230386597169108e-05,4.542713662828056e-07,8.6551735211836869e-07,8.9822709023669991e-07,6.0192434717090816e-10,3.8235925189917032e-10,6.3626228017470428e-16,5.4870348840524006e-18,2.729182843077885e-09,2.3808192808287035e-11,4.4373255399521488e-19
1.1054037327100422e-08,0.001580351720751969,2.5205927115792207e-10,1.4736101122860035e-12,1.4760571513849514e-12,2.0455735261037095e-15,3.592413958942152e-14,0.0,0.0,5.6592211216660472e-07,1.525877771088907e-08,1.5213354126350821e-16,3.950374143539741e-19,2.7178462020321097e-16,1.0213573345655164e-34,2.3612367542557483e-26,6.4479127711692497e-19,4.8976953144587137e-18,4.1593130241397136e-16,8.9841243315262062e-30,1.1919511651884586e-32,2.0577212182175193e-18,1.6499318850844394e-21,1.0215374874134153e-21,2.6009875548224075e-23,4.6756397820031504e-18,2.2680606919347544e-19,5.5401761599334905e-16,9.4692765876279663e-07,6.0773055496195792e-24,4.0575374086218412e-20,7.9256009767538664e-14,6.568448685379853e-22,1.7156511887589286e-24,8.7571695311561886e-17,9.1338671481815412e-20,0.35999999999999999,0.0,0.0096955110732509977,0.10877256889270835,6.987347936297047e-11,2.4549141338146262e-10,3.3647963781770616e-08,2.2102598475712366e-11,0.0,1.2326308174800147e-10,2.0262631694591424e-18,3.0975945834836042e-21,1.106718496200493e-06,3.2580966375991224e-12,0.0,6.0759338041155221e-19,0.0,0.0,0.0,0.0,6.3083509557587808e-05,9.2371099380763642e-05,7.0978507025517729e-06,2.8356625490497217e-05,4.7334553816759489e-07,9.4259778056384567e-07,1.0187332449837409e-06,6.5557305242893747e-10,4.1643755678454697e-10,7.9116310446198469e-16,6.8249232799650706e-18,3.2358453165109997e-09,2.6748520474829896e-11,5.5184073373340961e-19
1.1518900858902397e-08,0.0015803478021386415,2.6844874607831806e-10,1.6428665405765087e-12,1.6458127278896708e-12,2.4652209895707493e-15,4.3497648990768735e-14,0.0,0.0,6.1207746937108348e-07,1.7908908992408473e-08,1.8659169318123275e-16,4.8849730540909688e-19,3.1868372197997126e-16,1.4833862128688992e-34,3.1897110021854701e-26,8.0108387885454174e-19,6.1740745040274826e-18,4.9553250291437013e-16,1.2392827728561571e-29,1.5805859062577958e-32,2.4509112221496314e-18,1.8000785713932802e-21,1.2718485532279108e-21,3.4959999408335282e-23,5.560997899585357e-18,2.8243475948830439e-19,6.3137332145250359e-16,1.0277709258312366e-06,8.6452555243439948e-24,5.1817162238258522e-20,8.9895837611792441e-14,7.9600464263015828e-22,2.1531853949775967e-24,1.0441690434600212e-16,1.1546092087389138e-19,0.35999999999999999,0.0,0.0096875811944501997,0.10877125233982664,7.3440963141634453e-11,2.6812339527905266e-10,3.4988325321183104e-08,2.6548856962199058e-11,0.0,1.3358659999437212e-10,2.3881483121225574e-18,3.8909762602936496e-21,1.235133960173517e-06,3.8397391391076028e-12,0.0,7.0529722790209611e-19,0.0,0.0,0.0,0.0,6.5544372295836678e-05,9.6069477555000879e-05,7.3902086011545761e-06,2.9474828262444456e-05,4.9232726385334688e-07,1.0227723575484318e-06,1.1491893652968495e-06,7.1137655156427414e-10,4.5188445692904437e-10,9.7440896958498479e-16,8.407991992834531e-18,3.8088495587964376e-09,2.9912073367500279e-11,6.797452281743338e-19
1.1983764390704372e-08,0.001580343887260066,2.8502535937539365e-10,1.8228594309996834e-12,1.8263779083280093e-12,2.9470724244107863e-15,5.2244426437013346e-14,0.0,0.0,6.5977265380836899e-07,2.0880935637578543e-08,2.2681990986661538e-16,5.9970658732919587e-19,3.7098827193972437e-16,2.1183238899506638e-34,4.2523279450131565e-26,9.8577714379406505e-19,7.7090315643867027e-18,5.8601244977551374e-16,1.6859193145294524e-29,2.0707340829902318e-32,2.8976854788368958e-18,1.9565354805906053e-21,1.5681467497251685e-21,4.6407924990846293e-23,6.5651594982531785e-18,3.48508528120492e-19,7.1547243915353216e-16,1.1117563629111521e-06,1.2121311102661363e-23,6.5519987349116235e-20,1.0145564964199529e-13,9.5634035946343221e-22,2.6778294575836968e-24,1.2358602038405452e-16,1.4453017363871655e-19,0.35999999999999999,0.0,0.0096796736128077088,0.10876993191403919,7.7025320406105967e-11,2.920867894988764e-10,3.6319066946685464e-08,3.1661888162777766e-11,0.0,1.4421980808864891e-10,2.7946213050462296e-18,4.8492804784098395e-21,1.3727117354215083e-06,4.4930109828970321e-12,0.0,8.1410275707104021e-19,0.0,0.0,0.0,0.0,6.7987410147304884e-05,9.974956603195828e-05,7.682080471469427e-06,3.0584854936878328e-05,5.11214800361657e-07,1.1060133142764157e-06,1.289922404278808e-06,7.6931543863256141e-10,4.8868761291804411e-10,1.1895802605318629e-15,1.0267255538668954e-17,4.4534865930303787e-09,3.3305741872753756e-11,8.2994821344694989e-19
1.2448627922506347e-08,0.001580339975443559,3.0176954195178353e-10,2.0137060034162794e-12,2.0178765201113629e-12,3.4969409184871496e-15,6.228414801884812e-14,0.0,0.0,7.0897058255622676e-07,2.4197872415416865e-08,2.7346371376680119e-16,7.3127326282981408e-19,4.2902047063112928e-16,2.9779970188035211e-34,5.5997733833147055e-26,1.2023880145750674e-18,9.5409258529723612e-18,6.8830243569437176e-16,2.2643695913449837e-29,2.6828083277148037e-32,3.4026022520356524e-18,2.1192677122832702e-21,1.9161934669053392e-21,6.0900315197851908e-23,7.6979025646945807e-18,4.264350658807969e-19,8.0656086159830968e-16,1.1988611296669561e-06,1.6768742234411372e-23,8.2090258027218782e-20,1.1397470251343692e-13,1.1398779990893053e-21,3.3024506953952181e-24,1.4528226639191384e-16,1.7928877496156934e-19,0.35999999999999999,0.0,0.0096717885394720857,0.10876860744853117,8.062473515857046e-11,3.1741421346801312e-10,3.7640023265574358e-08,3.7509816316450569e-11,0.0,1.5514918598261684e-10,3.2487771132687326e-18,5.9984626816819167e-21,1.5197139279809762e-06,5.2228810591203608e-12,0.0,9.3478572581216884e-19,0.0,0.0,0.0,0.0,7.041232218816138e-05,0.0001034110335095818,7.973467405802586e-06,3.1686569936154594e-05,5.3000644558059332e-07,1.1922923279045255e-06,1.441250497350725e-06,8.2936992150875961e-10,5.2683444040291808e-10,1.4405130997898449e-15,1.2435946943276196e-17,5.1752032198223158e-09,3.6936270009089987e-11,1.0051306873097795e-18
1.2913491454308322e-08,0.0015803360660298043,3.1866295992390359e-10,2.2155111583314451e-12,2.2204202585343912e-12,4.1208526075967221e-15,7.3742436273544183e-14,0.0,0.0,7.5963350613846447e-07,2.7883173526837438e-08,3.2720589664983267e-16,8.860787612033454e-19,4.9310192080072204e-16,4.1260313344138597e-34,7.2903919350552659e-26,1.4546658795353152e-18,1.1711822828693595e-17,8.033675143208471e-16,3.0055319074405116e-29,3.4401706066485009e-32,3.9703809461252276e-18,2.2882399344112705e-21,2.3221364493293054e-21,7.9072518330582844e-23,8.9693080222930979e-18,5.1774233845500068e-19,9.0487849507725482e-16,1.2890620030023814e-06,2.2911466443659097e-23,1.0198097357549355e-19,1.2749231388470667e-13,1.3487237934270281e-21,4.041197929981677e-24,1.6971685411957362e-16,2.2055165405214643e-19,0.35999999999999999,0.0,0.0096639261784761277,0.10876727878113984,8.4237414344380264e-11,3.441372059374344e-10,3.8951034152281615e-08,4.4164563392192226e-11,0.0,1.6636129548982088e-10,3.7537436566215795e-18,7.3672042348016244e-21,1.6763967563361444e-06,6.0343710161888451e-12,0.0,1.0681435067611123e-18,0.0,0.0,0.0,0.0,7.2818817224582486e-05,0.0001070535567605755,8.2643705019433013e-06,3.2779842121730888e-05,5.4870053884319957e-07,1.2815805398883027e-06,1.6034828710307778e-06,8.9151983467798192e-10,5.6631211823048956e-10,1.7313023879870671e-15,1.4949544184150607e-17,5.9795959928508061e-09,4.0810252980066559e-11,1.20815459340998e-18
1.3378354986110297e-08,0.0015803321583730205,3.3568842896877445e-10,2.4283682380018562e-12,2.4341094253866533e-12,4.8250358179798495e-15,8.6750787197390353e-14,0.0,0.0,8.1172306011255956e-07,3.1960691018652607e-08,3.8876643124587402e-16,1.0672940678496248e-18,5.6355306929212424e-16,5.6396886762081561e-34,9.3908218278486121e-26,1.7465922676913967e-18,1.4267660003934174e-17,9.3220574528466755e-16,3.9457791654953283e-29,4.36939623329999e-32,4.6058980622128517e-18,2.4634163870221864e-21,2.792509532974805e-21,1.0165808726814908e-22,1.0389747855167473e-17,6.2408318766960436e-19,1.0106590747652319e-15,1.3823353895257824e-06,3.0944589287744953e-23,1.2569477284650319e-19,1.420478468663709e-13,1.5850616754022615e-21,4.9095677320267515e-24,1.9710887272765332e-16,2.6920964192518767e-19,0.35999999999999999,0.0,0.0096560867266708324,0.10876594575438941,8.7861587659520472e-11,3.7228621896283719e-10,4.025194479248892e-08,5.1701858959220952e-11,0.0,1.7784279312837045e-10,4.3126747301984455e-18,8.9870445294234795e-21,1.843010464474513e-06,6.932543905120486e-12,0.0,1.2149945909874549e-18,0.0,0.0,0.0,0.0,7.5206613874794379e-05,0.00011067682073584793,8.5547908629392476e-06,3.3864544830193601e-05,5.6729546146318727e-07,1.3738485744921877e-06,1.7769197615631667e-06,9.557446521417597e-10,6.0710759664582278e-10,2.0663042489240972e-15,1.7845791454005272e-17,6.8724051430912398e-09,4.4934134885648726e-11,1.4420645283887802e-18
1.3843218517912272e-08,0.001580328251841125,3.5282983506382784e-10,2.652359733802655e-12,2.659033612630396e-12,5.6159098668744323e-15,1.0144648792916884e-13,0.0,0.0,8.6520031669005665e-07,3.6454633203119e-08,4.5890232089433052e-16,1.2783958132704426e-18,6.406926834956796e-16,7.6118466386617107e-34,1.1976626956563512e-25,2.0823799279164188e-18,1.7258409619848754e-17,1.0758474139476296e-15,5.127626559592618e-29,5.5005459591429231e-32,5.3141830346088783e-18,2.6447608857092441e-21,3.3342313390667858e-21,1.294987696502506e-22,1.1969873040833085e-17,7.4723986598673727e-19,1.1241299895961953e-15,1.4786573381069737e-06,4.1346192221766e-23,1.5378701435093098e-19,1.5768069407772888e-13,1.8511506606898288e-21,5.9244699889715214e-24,2.2768517122059224e-16,3.2623272950888924e-19,0.35999999999999999,0.0,0.0096482703736671047,0.10876460821552048,9.1495507932496142e-11,4.0189061113705118e-10,4.1542605731944265e-08,6.0201241744276909e-11,0.0,1.8958044214745238e-10,4.9287430942427915e-18,1.0892508403892123e-20,2.0197992412204698e-06,7.9224930913671052e-12,0.0,1.3761780846843156e-18,0.0,0.0,0.0,0.0,7.7575440640065602e-05,0.0001142805186596344,8.8447295968702582e-06,3.4940555904811462e-05,5.8578963722760237e-07,1.4690665574424288e-06,1.961852343355619e-06,1.0220235004241567e-09,6.4920760555787755e-10,2.4501378924454775e-15,2.1164715363877537e-17,7.8595084598902299e-09,4.9314206592783302e-11,1.7100890413686652e-18
1.4308082049714247e-08,0.0015803243458159093,3.7007206112784404e-10,2.8875579440930696e-12,2.8952723354773638e-12,6.5000735814716729e-15,1.1797252587786059e-13,0.0,0.0,9.2002583628532993e-07,4.1389523172126762e-08,5.3840739116640913e-16,1.5231822771679134e-18,7.2483735951097491e-16,1.015311589445817e-33,1.5132922278648565e-25,2.4664713368817879e-18,2.0738237807753309e-17,1.2353542271604495e-15,6.6004430565625342e-29,6.8674455454318935e-32,6.1004139544928519e-18,2.8322368253588647e-21,3.9546030020196793e-21,1.6355494971937369e-22,1.3720601310032365e-17,8.891285007015197e-19,1.2455121170749142e-15,1.5780035525287888e-06,5.4690441825934972e-23,1.8686887977192349e-19,1.7443026139183659e-13,2.1493221692908848e-21,7.1042925830024577e-24,2.6168023487988296e-16,3.9267326126804473e-19,0.35999999999999999,0.0,0.0096404773017851331,0.10876326601651497,9.5137451618932222e-11,4.3297864205071167e-10,4.2822872912722607e-08,6.9746052990053484e-11,0.0,2.0156112402681094e-10,5.6051337438249344e-18,1.3121228346155828e-20,2.2070011458620657e-06,9.0093314471672327e-12,0.0,1.5525531993960785e-18,0.0,0.0,0.0,0.0,7.9925035965502852e-05,0.0001178643521162928,9.1341878166205215e-06,3.6007757721874641e-05,6.0418153284707615e-07,1.5672041347175946e-06,2.1585626671501728e-06,1.090335171675335e-09,6.9259866286587921e-10,2.8876869099853406e-15,2.4948636211345452e-17,8.9469151372158104e-09,5.3956603766036324e-11,2.0156415358460953e-18
1.4772945581516223e-08,0.0015803204396931825,3.8740091910898916e-10,3.1340255863972111e-12,3.1428956187750343e-12,7.4842935910338071e-15,1.3647748999861052e-13,0.0,0.0,9.7615971889186519e-07,4.6790157492072413e-08,6.2811202698733615e-16,1.8057892668998684e-18,8.1630105963969299e-16,1.3394088224122849e-33,1.8954988909221374e-25,2.9035366775363132e-18,2.4765660025412043e-17,1.4118184862950812e-15,8.4212064286533685e-29,8.5079721884546531e-32,6.9699131875030281e-18,3.0258071837325755e-21,4.661305005494629e-21,2.0491652025207522e-22,1.5653104751941793e-17,1.0518034844115428e-18,1.3750196682523034e-15,1.6803494042196878e-06,7.1662092481627046e-23,2.2561049308366077e-19,1.9233595143941581e-13,2.4819772925975518e-21,8.4689649776992893e-24,2.9933605589777431e-16,4.6966906000425621e-19,0.35999999999999999,0.0,0.0096327076860113665,0.10876191901411648,9.8785719367420257e-11,4.6557746796176246e-10,4.409260769714207e-08,8.0423421745193335e-11,0.0,2.1377184946664663e-10,6.3450373526821441e-18,1.5714060988923987e-20,2.4048480400778851e-06,1.0198180836870884e-11,0.0,1.7449987363170784e-18,0.0,0.0,0.0,0.0,8.225514829046265e-05,0.00012142803112878338,9.423166639649585e-06,3.7066037212135615e-05,6.2246965836324269e-07,1.6682304914547427e-06,2.3673236078412938e-06,1.160658136857772e-09,7.3726708283825748e-10,3.3841000179304367e-15,2.9242174447205146e-17,1.0140759593214971e-08,5.8867305058725753e-11,2.3623207848209213e-18
1.5237809113318198e-08,0.0015803165328828774,4.0480308710965987e-10,3.3918163673112814e-12,3.4019645402140636e-12,8.5754924419655893e-15,1.5711546485367786e-13,0.0,0.0,1.0335616551889971e-06,5.2681565162173608e-08,7.2888285838867281e-16,2.1307058329796893e-18,9.1539467724921699e-16,1.7487706670176861e-33,2.3548875563851311e-25,3.3984713271045586e-18,2.9403692580758114e-17,1.6063622388362114e-15,1.0655301439756581e-28,1.0464347099787388e-31,7.9281428920021387e-18,3.2254345243867458e-21,5.4623931887300183e-21,2.5481416084781886e-22,1.7778797282864276e-17,1.23746178845709e-18,1.5128600431051708e-15,1.7856699450435464e-06,9.3072452184706353e-23,2.7074404753484693e-19,2.1143714693388722e-13,2.8515840106461074e-21,1.0040020521499451e-23,3.4090199842221904e-16,5.5844647892238761e-19,0.35999999999999999,0.0,0.009624961693963088,0.10876056706984527,1.0243863676439696e-10,4.9971313866648213e-10,4.535167689006912e-08,9.2324242232580548e-11,0.0,2.2619976878932379e-10,7.1516439087100962e-18,1.8715197449380461e-20,2.6135655261674363e-06,1.1494161907372367e-11,0.0,1.9544125651857242e-18,0.0,0.0,0.0,0.0,8.4565536088162374e-05,0.00012497127422884651,9.7116671877622951e-06,3.8115285877907105e-05,6.4065256751307671e-07,1.7721143709394012e-06,2.5883988218512528e-06,1.2329705589911943e-09,7.8319898452855769e-10,3.9447912641645266e-15,3.4092252476459106e-17,1.1447295270980257e-08,6.4052130464510423e-11,2.7539110701676253e-18
1.5702672645120174e-08,0.0015803126248091705,4.2226605117597146e-10,3.6609755132546592e-12,3.6725317335759853e-12,9.7807365815159748e-15,1.8004591804622946e-13,0.0,0.0,1.0921909772852958e-06,5.9088966916056785e-08,8.4162239778673814e-16,2.5027897870846361e-18,1.0224256273289907e-15,2.2611748313962047e-33,2.9031983239383333e-25,3.956392891805356e-18,3.4720000076811152e-17,1.8201364098479888e-15,1.3377360623627133e-28,1.2783433518106943e-31,8.9807004448947802e-18,3.4310809990505369e-21,6.3662939837764234e-21,3.1463099672455858e-22,2.0109321996652697e-17,1.4484471961549097e-18,1.6592336964466355e-15,1.8939399201332952e-06,1.198768782911664e-22,3.2306693280647218e-19,2.3177319387287611e-13,3.2606743642275691e-21,1.1840657284901946e-23,3.8663465823745644e-16,6.6032337743244087e-19,0.35999999999999999,0.0,0.0096172394858604886,0.10875921005000878,1.0609455525733489e-10,5.3541059555906137e-10,4.6599952759795613e-08,1.0554314346037057e-10,0.0,2.3883218174554102e-10,8.0281365551150455e-18,2.2172267105466661e-20,2.8333728915758074e-06,1.2902384195608923e-11,0.0,2.181711098295318e-18,0.0,0.0,0.0,0.0,8.6855967895058841e-05,0.0001284938085189083,9.999690586877968e-06,3.9155399805415581e-05,6.5872885805106286e-07,1.8788240936581098e-06,2.8220427139554604e-06,1.3072503064420068e-09,8.3038030021820319e-10,4.5754397136650581e-15,3.9548091927559412e-17,1.287288842828481e-08,6.9516739829284683e-11,3.1943819568948013e-18
1.616753617692215e-08,0.001580308714910587,4.3977805140533225e-10,3.9415402649954116e-12,3.9546418550582337e-12,1.1107224253074413e-14,2.054335815828954e-13,0.0,0.0,1.1520067090075187e-06,6.6037734944042731e-08,9.6726863157425544e-16,2.9272829902241803e-18,1.1376974612187992e-15,2.8971409428588075e-33,3.5533630248571222e-25,4.5826378240817514e-18,4.0787038628150661e-17,2.054319914668967e-15,1.6672146926334205e-28,1.551703944596895e-31,1.0133313782024097e-17,3.6427083498788621e-21,7.3817989469770089e-21,3.8591461003966093e-22,2.2656538415300014e-17,1.6872544527796509e-18,1.8143340144118649e-15,2.0051337807618411e-06,1.5319386666910222e-22,3.8344485466545807e-19,2.5338338466710554e-13,3.7118415868110464e-21,1.3895797256176134e-23,4.3679771731757334e-16,7.7671201744377718e-19,0.35999999999999999,0.0,0.0096095412145061447,0.1087578478257077,1.0975185313912047e-10,5.7269367085474891e-10,4.7837313051007057e-08,1.2017845126003137e-10,0.0,2.5165654679460613e-10,8.9776856258982128e-18,2.6136434437823219e-20,3.0644830596879933e-06,1.4427936563716739e-11,0.0,2.4278287601452621e-18,0.0,0.0,0.0,0.0,8.9126222330340905e-05,0.00013199536972576271,1.028723796679904e-05,4.0186279672261394e-05,6.7669717202915755e-07,1.9883275763991005e-06,3.0685004134289515e-06,1.383474966248366e-09,8.7879678388195131e-10,5.2819886297843293e-15,4.5661206535318797e-17,1.4424011923977444e-08,7.5266631523077175e-11,3.6878877141113005e-18
1.6632399708724128e-08,0.0015803048026400686,4.5732803204598241e-10,4.2335403387045736e-12,4.2483320155419635e-12,1.2562273343516554e-14,2.3344832769157975e-13,0.0,0.0,1.2129676156470906e-06,7.3553353110859825e-08,1.1067945687048136e-15,3.4098263808877113e-18,1.261509504127153e-15,3.6801981823695389e-33,4.3195594965289933e-25,5.2827576564728656e-18,4.7682194714381352e-17,2.3101187542096836e-15,2.0635477328044432e-28,1.872222441507365e-31,1.1391836660252854e-17,3.8602779117789673e-21,8.5180586423859577e-21,4.7038937380656726e-22,2.543250965814002e-17,1.9565333293860094e-18,1.9783472016152053e-15,2.1192256972376625e-06,1.9432579406247725e-22,4.5281493947684377e-19,2.7630694124364922e-13,4.207737201244154e-21,1.6232143728618378e-23,4.9166179349957537e-16,9.0912187716894932e-19,0.35999999999999999,0.0,0.0096018670252718628,0.10875648027283744,1.1340893649055251e-10,6.1158508795260277e-10,4.9063640989704066e-08,1.3633214295385199e-10,0.0,2.6466048992093731e-10,1.0003442890259576e-17,3.0662488603365317e-20,3.3071025468614979e-06,1.6075877970655496e-11,0.0,2.6937174532572455e-18,0.0,0.0,0.0,0.0,9.1376088105217987e-05,0.00013547570224608843,1.0574310460979327e-05,4.1207830750521218e-05,6.9455619603421019e-07,2.1005923513807588e-06,3.3280077593755588e-06,1.4616218574649625e-09,9.2843401966587651e-10,6.0706441684780029e-15,5.2485390791342552e-17,1.6107239008605286e-08,8.1307141271253486e-11,4.2387663952080042e-18
1.7097263240526105e-08,0.0015803008874650355,4.7490559528401483e-10,4.536998356090129e-12,4.553632181469522e-12,1.4153309220413586e-14,2.6426503958848868e-13,0.0,0.0,1.275032253079557e-06,8.1661377740447294e-08,1.2612077488041987e-15,3.9564747153012575e-18,1.3941565142253694e-15,4.6371608273115933e-33,5.2172633898861785e-25,6.0625148842356038e-18,5.5487919550730669e-17,2.5887650942395678e-15,2.5375186413602094e-28,2.2461609569417869e-31,1.2762243848365744e-17,4.0837506147289151e-21,9.7845759286495099e-21,5.6996907676217181e-22,2.8449489548003604e-17,2.2590925977116775e-18,2.151452179080448e-15,2.2361895718083217e-06,2.4478136948429704e-22,5.3218881602596675e-19,3.0058299816649791e-13,4.7510680859237608e-21,1.8878236721605658e-23,5.5150428552962899e-16,1.0591623797086593e-18,0.35999999999999999,0.0,0.0095942170560927107,0.10875510727208482,1.170642400621345e-10,6.5210646291881865e-10,5.0278825284128246e-08,1.5410979487026356e-10,0.0,2.7783181299570418e-10,1.110853602331208e-17,3.5808925444797432e-20,3.561431425656774e-06,1.7851228587740595e-11,0.0,2.980346020678161e-18,0.0,0.0,0.0,0.0,9.3605364022204005e-05,0.00013893455918387074,1.0860909206292236e-05,4.2219962905530061e-05,7.1230466138403607e-07,2.2155855853835299e-06,3.6007912950894024e-06,1.5416680445107138e-09,9.7927743036558248e-10,6.9478736031877561e-15,6.0076704511658599e-17,1.7929237126667654e-08,8.7643441143983901e-11,4.8515385890937662e-18
1.756212677232808e-08,0.0015802969688674484,4.9250095843746321e-10,4.8519302459471753e-12,4.8705655467866353e-12,1.5887852594146271e-14,2.9806347765530846e-13,0.0,0.0,1.3381590161762059e-06,9.0387399036180343e-08,1.4315497121877562e-15,4.5737109942499018e-18,1.5359283622773006e-15,5.7984104284664856e-33,6.2632972978673711e-25,6.9278785268148517e-18,6.4291858870654701e-17,2.8915163300596481e-15,3.1012128725340708e-28,2.6803690339702657e-31,1.4250626253949304e-17,4.3130869859916752e-21,1.1191198700727955e-20,6.8676980604568545e-22,3.1719909672548403e-17,2.5979039135520986e-18,2.3338204929595462e-15,2.3559990515590807e-06,3.0629984614850631e-22,6.2265566723302698e-19,3.2625058581328334e-13,5.3445935148722953e-21,2.1864506287444625e-23,6.166092137427637e-16,1.2285455339464866e-18,0.35999999999999999,0.0,0.0095865914374681938,0.10875372870892082,1.2071622812346518e-10,6.9427830706792713e-10,5.1482760122016619e-08,1.736205229395699e-10,0.0,2.9115850166297703e-10,1.229606328453775e-17,4.1638021679137066e-20,3.8276632942111626e-06,1.975896126482447e-11,0.0,3.2886997056860605e-18,0.0,0.0,0.0,0.0,9.5813858964940868e-05,0.00014237170237981411,1.1147035342799073e-05,4.3222590590062661e-05,7.29941344282566e-07,2.3332740988649824e-06,3.8870682712802758e-06,1.6235903505068964e-09,1.0313122858982788e-09,7.9204030984056704e-15,6.8493453477696271e-17,1.989676173773561e-08,9.4280538702778358e-11,5.5309058551663694e-18
1.8026990304130058e-08,0.0015802930463438406,5.1010491430025359e-10,5.178345619268703e-12,5.1991488782140558e-12,1.7773507437396326e-14,3.3502814145780263e-13,0.0,0.0,1.4023061864310649e-06,9.9757003201358666e-08,1.6188954340388603e-15,5.268460553075655e-18,1.6871097309056941e-15,7.1981833083801836e-33,7.475877017811995e-25,7.8850193964900721e-18,7.418697802915221e-17,3.2196541379655678e-15,3.7681218601775608e-28,3.182315098248011e-31,1.5863185993418353e-17,4.5482471522788433e-21,1.2748112135806591e-20,8.2312305322263424e-22,3.5256366418834168e-17,2.9761056061514645e-18,2.5256162340384256e-15,2.4786275412967454e-06,3.8087704083479256e-22,7.2538524449343636e-19,3.5334861364332134e-13,5.9911221760768544e-21,2.5223323565737395e-23,6.8726705664229398e-16,1.4190884855229982e-18,0.35999999999999999,0.0,0.0095789902924703959,0.10875234447358892,1.243633952937588e-10,7.38120030613705e-10,5.2675345161912519e-08,1.9497691661602954e-10,0.0,3.0462873274023248e-10,1.3569088414064781e-17,4.8215901046907732e-20,4.1059852516938624e-06,2.1803993353224012e-11,0.0,3.6197796092096131e-18,0.0,0.0,0.0,0.0,9.8001391878558912e-05,0.00014578690243284266,1.1432690013517691e-05,4.421563283419772e-05,7.4746506593365271e-07,2.453624385040918e-06,4.1870466579845547e-06,1.7073653705918402e-09,1.0845237117604133e-09,8.9952150501878826e-15,7.7796166314776169e-17,2.2016650163483442e-08,1.0122327630267176e-10,6.2817488554507681e-18
