Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259),S(423),S(422),C7H9O(956),S(1059)
2.8949779612378983e-10,0.002130460635979749,1.9243641643116136e-13,1.9266674156084622e-17,1.9266666063841796e-17,1.1448288047676457e-23,1.8238771480559423e-22,0.0,0.0,2.3111446086334159e-10,2.6193549976905637e-15,1.5927515197637127e-26,1.815496743054991e-27,8.3512575670997599e-25,1.6931238767044757e-48,5.3464419050635156e-36,1.389034734929091e-27,6.8190092319166605e-28,8.3812276949222757e-25,3.8045149175171894e-45,2.9246466039354334e-46,4.2041127471024142e-27,4.1007574598419318e-26,6.5153173271006303e-31,3.4310125823610944e-37,9.6972102787899845e-27,1.987177517106908e-32,8.1326538187298565e-23,2.0986904381135256e-10,5.4484410906750885e-36,1.1076572317560368e-30,2.6858390917022187e-19,4.4042740338552081e-32,4.3385369960556383e-35,1.7358424761572245e-25,4.4786858584839747e-30,0.35999999999999999,0.0,0.009886281564031596,0.1088026939920325,3.2859395655808255e-13,9.8050083011985644e-15,3.4830924405406118e-10,6.3693964483249025e-19,0.0,1.5509046397694459e-14,2.8095748570459292e-25,1.1786482345716251e-27,1.1943607809275383e-10,2.4531782251206254e-19,0.0,1.4161258504750575e-24,0.0,0.0,0.0,0.0,1.4686345831395707e-06,1.7624881549725999e-06,1.8085858876053443e-07,2.9953400974199463e-07,6.2386797012308945e-09,2.097073522600314e-10,3.983803579156285e-12,9.8737024718070948e-14,6.2954158329739992e-14,3.0245396662536131e-24,1.6104977874042454e-26
2.9279028985022657e-10,0.0021304606140853857,1.9671319907594922e-13,1.991422322328839e-17,1.9914214789203114e-17,1.209930668662344e-23,1.9271220669902234e-22,0.0,0.0,2.362960281107003e-10,2.7367087310356751e-15,1.7124254825004767e-26,1.9179614079730466e-27,8.9365515216050833e-25,1.8598843707951332e-48,5.6854219454191551e-36,1.4619626440032575e-27,7.3099832772809655e-28,8.9699601080526826e-25,4.2558774787798851e-45,3.2358161136563497e-46,4.4979170740983504e-27,4.2639901538086056e-26,6.9143120519311299e-31,3.7985667064230778e-37,1.0378315566621195e-26,2.1520213932217256e-32,8.6001563015085045e-23,2.1589918797639885e-10,5.795317578429898e-36,1.1918663623280366e-30,2.7949100645470644e-19,4.7686825396068361e-32,4.6982681434567779e-35,1.8577782502131682e-25,4.8164564214341129e-30,0.35999999999999999,0.0,0.0098862392913374921,0.10880268906137733,3.3281173547705167e-13,1.0101695230252497e-14,3.5450625957238199e-10,6.70718909782127e-19,0.0,1.5875540395147179e-14,2.9056976233903384e-25,1.219132709082051e-27,1.2221538578630629e-10,2.5575785539931236e-19,0.0,1.4653897241893883e-24,0.0,0.0,0.0,0.0,1.4838814230944304e-06,1.7825175192911508e-06,1.8291459895784669e-07,3.0438184742268003e-07,6.3161545571090993e-09,2.1573265131289226e-10,4.1395532892371027e-12,1.0169637218292142e-13,6.4839900182856907e-14,3.1507565801822488e-24,1.6800874063697628e-26
2.960827835766633e-10,0.0021304605921463253,2.010365520151708e-13,2.057608329260095e-17,2.0576074505148541e-17,1.2779524695888087e-23,2.0349779161545e-22,0.0,0.0,2.4153388238376305e-10,2.8579338938622878e-15,1.8395800813124347e-26,2.0250421741070241e-27,9.5551870976774791e-25,2.0409157774971987e-48,6.0417057561365972e-36,1.5378501031906072e-27,7.8300179182091972e-28,9.5923220473449755e-25,4.7547049356801255e-45,3.5759482034410837e-46,4.8084294841659775e-27,4.4317159482470619e-26,7.3327381603791734e-31,4.2005415088766178e-37,1.1098321317265237e-26,2.3283728904602023e-32,9.0883643561088537e-23,2.220291820064345e-10,6.1600166029593541e-36,1.2814242345813197e-30,2.9070955473506557e-19,5.1584408110303187e-32,5.0830962688600322e-35,1.986679481697043e-25,5.1754847086843623e-30,0.35999999999999999,0.0,0.0098861970190378002,0.1088026841205226,3.3704262990865368e-13,1.0403594365991959e-14,3.6072958786777518e-10,7.0587303716822456e-19,0.0,1.6246671226374081e-14,3.0044366969268388e-25,1.2605517667271618e-27,1.2502785788733273e-10,2.6652764173545485e-19,0.0,1.5157935796632081e-24,0.0,0.0,0.0,0.0,1.4991177925928205e-06,1.8025466777650089e-06,1.8497058854686057e-07,3.0923982473020749e-07,6.3936288163951987e-09,2.2185771615410015e-10,4.2994184555169354e-12,1.0470708637067943e-13,6.6758350892265769e-14,3.2812762913295791e-24,1.7521269681488184e-26
2.9937527730310006e-10,0.0021304605701639554,2.0540646118748245e-13,2.1252409330577992e-17,2.1252400177920776e-17,1.3489908890748388e-23,2.1475968704717886e-22,0.0,0.0,2.4682800731292766e-10,2.9831137048679898e-15,1.9745897491434284e-26,2.136895761352023e-27,1.0208626136597357e-24,2.2372584230971155e-48,6.4159650427711492e-36,1.6167828520101116e-27,8.3804651061384452e-28,1.024979353547043e-24,5.3053610631831417e-45,3.9473589268815619e-46,5.1363824879655168e-27,4.6040021414360728e-26,7.7713008264041256e-31,4.6397044978237435e-37,1.1858939132527719e-26,2.5168854178965357e-32,9.5979180909134694e-23,2.2825939927652701e-10,6.5432381899359272e-36,1.3766048787216248e-30,3.0224467558431468e-19,5.5749808981363067e-32,5.4944451404414999e-35,2.1228527359735244e-25,5.5568474673139998e-30,0.35999999999999999,0.0,0.009886154747132548,0.10880267916978041,3.4128665776006076e-13,1.0710727389277362e-14,3.6697876926957151e-10,7.4244121574369148e-19,0.0,1.6622452361980694e-14,3.1058447167899187e-25,1.3029169876227521e-27,1.2787353607135399e-10,2.7763416934946958e-19,0.0,1.5673509476294888e-24,0.0,0.0,0.0,0.0,1.5143440037948764e-06,1.8225756302898799e-06,1.870265575277766e-07,3.1410762952226916e-07,6.4711025268587821e-09,2.2808291981709729e-10,4.463454849520408e-12,1.0776937607762032e-13,6.8709643252816326e-14,3.4162154941512779e-24,1.8266852827628313e-26
3.026677710295368e-10,0.0021304605481396264,2.0982291249828316e-13,2.1943356257123576e-17,2.1943346727103738e-17,1.4231446884509135e-23,2.2651343782641151e-22,0.0,0.0,2.5217838700827928e-10,3.1123322481316723e-15,2.1178428601075301e-26,2.2536824719411936e-27,1.089837469797015e-24,2.4500141738440118e-48,6.8088892383460494e-36,1.6988481507512709e-27,8.9627221588815022e-28,1.0943899644869334e-24,5.9125451137940987e-45,4.3525160238432896e-46,5.482530820518053e-27,4.7809160986146023e-26,8.2307219901292897e-31,5.1190053095061063e-37,1.2661932690716676e-26,2.7182405682961494e-32,1.012946843231607e-22,2.3459020664320648e-10,6.9457013286244788e-36,1.4776929038541303e-30,3.1410150966443208e-19,6.0197961280673285e-32,5.9337998562061069e-35,2.2666139108776598e-25,5.9616623709039829e-30,0.35999999999999999,0.0,0.0098861124756217684,0.10880267420945333,3.4554383562837886e-13,1.1023115598079203e-14,3.7325335324470313e-10,7.8046327305640306e-19,0.0,1.7002897289391212e-14,3.2099756249545914e-25,1.3462399859526749e-27,1.3075246201827017e-10,2.8908450728529111e-19,0.0,1.620075375816879e-24,0.0,0.0,0.0,0.0,1.5295603591194204e-06,1.8426043769873119e-06,1.8908250590079519e-07,3.1898495939477533e-07,6.5485755104016936e-09,2.344086288232656e-10,4.6317182310231166e-12,1.1088344615607016e-13,7.0693907525796616e-14,3.5556931228586745e-24,1.9038326167599458e-26
3.0737838187746714e-10,0.002130460516558779,2.1622248368097283e-13,2.2957633547204078e-17,2.295762345549385e-17,1.5348555935684529e-23,2.4421656929274921e-22,0.0,0.0,2.5993102693468944e-10,3.3043985425598001e-15,2.3379352456746029e-26,2.429675313155001e-27,1.1951437660893775e-24,2.7852851750717094e-48,7.4049167521047227e-36,1.821883845652632e-27,9.8539588927019237e-28,1.2003802045145448e-24,6.8897197948560085e-45,4.996134400224482e-46,6.010959316817633e-27,5.0422099953123428e-26,8.9257640708418456e-31,5.8808480747972815e-37,1.3888094952349817e-26,3.0300740331335336e-32,1.0929530437669431e-22,2.4382339406654066e-10,7.5564406876596909e-36,1.6331831617776326e-30,3.3163489195678871e-19,6.7084765978718268e-32,6.6141834969364536e-35,2.4861382447183574e-25,6.5839324812893163e-30,0.35999999999999999,0.0,0.0098860519979427682,0.10880266709656775,3.5165752771508104e-13,1.1479232599782992e-14,3.8227377079761806e-10,8.3747054287004368e-19,0.0,1.7555340843330434e-14,3.3637978011065504e-25,1.4099113038184236e-27,1.349292713337248e-10,3.0607870778376254e-19,0.0,1.6975651467998997e-24,0.0,0.0,0.0,0.0,1.5513140275923524e-06,1.871259390704143e-06,1.9202394042825699e-07,3.2597899572185373e-07,6.6594157331260842e-09,2.4363437393537685e-10,4.879915530629918e-12,1.1542922050518075e-13,7.3590404933849079e-14,3.7633789382454367e-24,2.0188528910965854e-26
3.120889927253975e-10,0.002130460484898391,2.2271725334478805e-13,2.4002609276205409e-17,2.4002598596261208e-17,1.6534534235531804e-23,2.6300676159810013e-22,0.0,0.0,2.6779874167979276e-10,3.5051577692415788e-15,2.5769620589256222e-26,2.6165955802314059e-27,1.3086716954359432e-24,3.1602274139802409e-48,8.0427398163425365e-36,1.9517793253705629e-27,1.0817674805334758e-27,1.3146688574428709e-24,8.0093251806855141e-45,5.7225848161806339e-46,6.5805886345571536e-27,5.313312279184709e-26,9.6672441357614583e-31,6.7413006875816095e-37,1.521024376178622e-26,3.371848864080297e-32,1.1777951262367824e-22,2.5326425418999925e-10,8.2103146106179007e-36,1.8022792255010031e-30,3.4985253809885324e-19,7.4630338001168301e-32,7.3598526218633983e-35,2.722850714960684e-25,7.260146077817474e-30,0.35999999999999999,0.0,0.0098859915210713634,0.10880265996548844,3.5779820909818977e-13,1.1946209422769651e-14,3.9134401955756713e-10,8.9765757359125131e-19,0.0,1.8117398109668315e-14,3.5234620090169791e-25,1.4756012166119591e-27,1.3917434415114598e-10,3.2381255194808256e-19,0.0,1.7775113719056861e-24,0.0,0.0,0.0,0.0,1.573048947761976e-06,1.8999139830235554e-06,1.9496533277364208e-07,3.3299110327976455e-07,6.7702542678735172e-09,2.5306761664553325e-10,5.1370425008468043e-12,1.2008197444254467e-13,7.655502233784352e-14,3.9809675678694627e-24,2.1395347545497345e-26
3.167996035733278e-10,0.0021304604531619956,2.2930717993044492e-13,2.5078736636270403e-17,2.5078725340531107e-17,1.7792503072786827e-23,2.8293314432922851e-22,0.0,0.0,2.7578148937931662e-10,3.7148654135088324e-15,2.8362206511838186e-26,2.8149523275980238e-27,1.4309118541191038e-24,3.5788181803149324e-48,8.7245747242274096e-36,2.0888067592914553e-27,1.1858476995345458e-27,1.4377530572922299e-24,9.2894077799148899e-45,6.540973328852707e-46,7.1938781931472198e-27,5.5944207662261325e-26,1.0457461673405455e-30,7.7112589536993528e-37,1.6634127978531192e-26,3.7458891701766128e-32,1.267675297994636e-22,2.6291379585288078e-10,8.9096405274388738e-36,1.9859365937734037e-30,3.687696960509232e-19,8.2885533289498261e-32,8.1758700908627361e-35,2.9777810796819398e-25,7.9940474534213485e-30,0.35999999999999999,0.0,0.0098859310450076406,0.10880265281700655,3.6396591575928748e-13,1.2424104594624068e-14,4.0046287097218594e-10,9.6114788431785357e-19,0.0,1.8689108719280309e-14,3.6891291326236915e-25,1.5433441028861618e-27,1.4348780256782793e-10,3.4230761846915951e-19,0.0,1.8599539081841293e-24,0.0,0.0,0.0,0.0,1.5947659110522408e-06,1.928568153652921e-06,1.9790668293753763e-07,3.4002049065785838e-07,6.881091241425779e-09,2.627093648717815e-10,5.4032622577976287e-12,1.2484227102466676e-13,7.9588117825020165e-14,4.2088332038154957e-24,2.2660994882949019e-26
3.2151021442125816e-10,0.0021304604213529623,2.3599222176557326e-13,2.6186468621577559e-17,2.6186456681431863e-17,1.9125675643299373e-23,3.0404629455794982e-22,0.0,0.0,2.8387922987540089e-10,3.9337805861453476e-15,3.1170746419544288e-26,3.0252705471837229e-27,1.5623749715274204e-24,4.0453607979882748e-48,9.4527175401512438e-36,2.2332449543047642e-27,1.2981184061902581e-27,1.570150477882435e-24,1.0749946096954016e-44,7.461232723162646e-46,7.8533887161147187e-27,5.885733432388335e-26,1.1298790703694369e-30,8.8026124158703324e-37,1.8165733873681629e-26,4.1546564335205567e-32,1.3628003130677571e-22,2.7277300326101755e-10,9.656821817666287e-36,2.1851614970807819e-30,3.8840168667338185e-19,9.1904187737973729e-32,9.067597589131137e-35,3.2520016482125783e-25,8.7895765100233671e-30,0.35999999999999999,0.0,0.0098858705697516848,0.1088026456518789,3.7016067906710318e-13,1.2912975198395644e-14,4.0962913040861498e-10,1.0280677189121042e-18,0.0,1.927051234296776e-14,3.8609635579402492e-25,1.6131744849482907e-27,1.4786976868132845e-10,3.6158583273285126e-19,0.0,1.9449326839052933e-24,0.0,0.0,0.0,0.0,1.6164656743590893e-06,1.9572219024739849e-06,2.0084799092053075e-07,3.4706640096256868e-07,6.9919266061184296e-09,2.7256060192113506e-10,5.678737839914821e-12,1.2971065959728034e-13,8.2690040757491938e-14,4.4473602184658826e-24,2.3987747551594128e-26
3.262208252691885e-10,0.002130460389474519,2.4277233707352581e-13,2.7326258027586063e-17,2.7326245413338934e-17,2.0537358589183686e-23,3.2639826141344347e-22,0.0,0.0,2.9209192462886444e-10,4.162166023414849e-15,3.4209565740805216e-26,3.2480914673476801e-27,1.7035924303992003e-24,4.5645093365478544e-48,1.0229545878419559e-35,2.3853794427565635e-27,1.4190833253287131e-27,1.7123998730514266e-24,1.2413050252668843e-44,8.4941927973948846e-46,8.5617848879730807e-27,6.1874483775014485e-26,1.219368116289928e-30,1.0028329169425845e-36,1.9811291366071275e-26,4.6007561171186895e-32,1.4633814732080422e-22,2.8284283678980077e-10,1.0454349943582041e-35,2.4010130852918122e-30,4.087639015850017e-19,1.0174325822747617e-31,1.0040709964657828e-34,3.5466284006845722e-25,9.6508769701114178e-30,0.35999999999999999,0.0,0.0098858100953035915,0.10880263847082948,3.7638252603268163e-13,1.3412876920430366e-14,4.1884163585884976e-10,1.0985460588722043e-18,0.0,1.9861648682606406e-14,4.0391321543481683e-25,1.6851270291106042e-27,1.5232036458693779e-10,3.8166946889010802e-19,0.0,2.0324876985588423e-24,0.0,0.0,0.0,0.0,1.6381489618818442e-06,1.9858752292594586e-06,2.0378925672320872e-07,3.541281099866193e-07,7.1027604232492236e-09,2.8262228729217222e-10,5.9636322020905311e-12,1.3468767605096465e-13,8.5861131943917162e-14,4.6969434634783407e-24,2.5377946596551637e-26
3.3093143611711884e-10,0.0021304603575297517,2.4964748397190284e-13,2.8498557450726511e-17,2.8498544131564974e-17,2.203095315228842e-23,3.5004258450407201e-22,0.0,0.0,3.0041953665736759e-10,4.4002880873148247e-15,3.749369984140311e-26,3.4839727764303907e-27,1.8551166581705738e-24,5.1412890202207735e-48,1.1057520241900594e-35,2.5455025491861026e-27,1.5492685963531696e-27,1.8650614837475732e-24,1.4303134716342651e-44,9.6516393003070001e-46,9.3218373562319557e-27,6.4997638005079752e-26,1.314465994723639e-30,1.1402527051416911e-36,2.1577278721024336e-26,5.0869428751632664e-32,1.5696346273579663e-22,2.9312423353449658e-10,1.1304806078028248e-35,2.6346051357839911e-30,4.2987180167343846e-19,1.1246293359656613e-31,1.1101206529704359e-34,3.8628218317156233e-25,1.0582302776950892e-29,0.35999999999999999,0.0,0.0098857496216634456,0.10880263127455102,3.8263147947540663e-13,1.3923864083085321e-14,4.2809925706906067e-10,1.172714637393571e-18,0.0,2.046255746542575e-14,4.2238045780786359e-25,1.7592365458058349e-27,1.5683971237149554e-10,4.0258115141024733e-19,0.0,2.122659022850829e-24,0.0,0.0,0.0,0.0,1.6598164663164081e-06,2.0145281339082749e-06,2.0673048034615875e-07,3.6120492501620586e-07,7.2135926278387239e-09,2.9289535722480062e-10,6.2581082136163191e-12,1.3977384316459333e-13,8.91017238478515e-14,4.9579883882314873e-24,2.6833998675980486e-26
3.356420469650492e-10,0.002130460325521612,2.5661762047966431e-13,2.9703819287739458e-17,2.9703805231697439e-17,2.3609956640756329e-23,3.7503431734261157e-22,0.0,0.0,3.0886203045853439e-10,4.6484167656218493e-15,4.1038920231260345e-26,3.7334889064193259e-27,2.0175216224815793e-24,5.7811219783578738e-48,1.1939185718247791e-35,2.7139134755224884e-27,1.689223469601299e-27,2.0287175534611474e-24,1.6447136269746965e-44,1.0946388261745531e-45,1.013642526623713e-26,6.8228779672155603e-26,1.4154332239279571e-30,1.2940563492282938e-36,2.347042849958967e-26,5.6161271476190309e-32,1.6817801709444262e-22,3.0361810802874835e-10,1.2210863166074953e-35,2.8871082190376227e-30,4.5174091516311777e-19,1.241267750948231e-31,1.225542536484412e-34,4.2017880186240478e-25,1.1588426206069738e-29,0.35999999999999999,0.0,0.0098856891488313496,0.1088026240637061,3.8890755824528788e-13,1.4445989687481251e-14,4.3740089439265351e-10,1.2507079513757431e-18,0.0,2.1073278436330281e-14,4.4151529506756481e-25,1.8355379897688808e-27,1.6142793411077609e-10,4.2434385704092955e-19,0.0,2.2154867986981387e-24,0.0,0.0,0.0,0.0,1.6814688504511306e-06,2.04318061623705e-06,2.0967166178996809e-07,3.6829618323564706e-07,7.3244232371680597e-09,3.0338072541813221e-10,6.5623286532455744e-12,1.4496967098276313e-13,9.241214083697227e-14,5.2309112615739648e-24,2.8358377014041437e-26
3.403526578129795e-10,0.0021304602934529267,2.6368270451713486e-13,3.0942495735347661e-17,3.0942480909270237e-17,2.5277963572155176e-23,4.0143004561419583e-22,0.0,0.0,3.1741937195446366e-10,4.9068256721405836e-15,4.4861755786959369e-26,3.9972312535418226e-27,2.1914032185122509e-24,6.4898496413690194e-48,1.2877173307646661e-35,2.8909183689464716e-27,1.839520865055563e-27,2.2039727318578602e-24,1.8874712392920463e-44,1.2392351582307519e-45,1.1008538246079902e-26,7.1569891872227033e-26,1.5225382548488147e-30,1.4659114727911088e-36,2.549773221675002e-26,6.1913805570118037e-32,1.8000430437827058e-22,3.1432535275846309e-10,1.317528756478416e-35,3.1597514676830055e-30,4.7438683621394858e-19,1.3680183108507631e-31,1.3510055021618928e-34,4.5647794579813945e-25,1.267404447634475e-29,0.35999999999999999,0.0,0.0098856286768073884,0.10880261683892868,3.9521077737409432e-13,1.4979305444022126e-14,4.4674547798469537e-10,1.3326632744226746e-18,0.0,2.1693851352716641e-14,4.6133520504375257e-25,1.9140664601158658e-27,1.6608515186506044e-10,4.4698091633660042e-19,0.0,2.3110112392193855e-24,0.0,0.0,0.0,0.0,1.7031067482531002e-06,2.071832676121806e-06,2.1261280105522397e-07,3.7540125064143764e-07,7.4352522090666268e-09,3.1407928354380027e-10,6.8764562078966056e-12,1.502756571662695e-13,9.5792699402854062e-14,5.5161393019558627e-24,2.9953622507309862e-26
3.4506326866090986e-10,0.0021304602613263965,2.7084269391124653e-13,3.2215038789686806e-17,3.2215023159193434e-17,2.7038667089415893e-23,4.2928790980464095e-22,0.0,0.0,3.260915284232628e-10,5.1757920467847695e-15,4.8979518928266247e-26,4.275808451026293e-27,2.3773797470833029e-24,7.2737599566769661e-48,1.3874201561744921e-35,3.076830405714293e-27,2.0007580600368456e-27,2.3914545729774809e-24,2.1618482237918967e-44,1.40046166998816e-45,1.194127885657159e-26,7.5022957847399598e-26,1.6360575999377496e-30,1.6576272195797045e-36,2.7666446090997698e-26,6.8159425636642222e-32,1.9246527278112796e-22,3.2524683881303808e-10,1.4200941064089948e-35,3.4538247500914945e-30,4.9782522315546482e-19,1.5055877849384369e-31,1.4872148953687045e-34,4.9530960981498152e-25,1.384418787293026e-29,0.35999999999999999,0.0,0.0098855682055916591,0.1088026096008252,4.0154114827116493e-13,1.5523861811102525e-14,4.5613196677309263e-10,1.4187206684478076e-18,0.0,2.232431597774125e-14,4.8185793056938777e-25,1.9948572004682364e-27,1.7081148767636712e-10,4.7051601554035194e-19,0.0,2.4092726287260366e-24,0.0,0.0,0.0,0.0,1.7247307662744984e-06,2.1004843133786557e-06,2.1555389814251377e-07,3.8251952063634908e-07,7.5460795612297708e-09,3.2499190189658496e-10,7.200653468843886e-12,1.5569228735670434e-13,9.9243708396423989e-14,5.8141108630470156e-24,3.1622344847922215e-26
3.497738795088402e-10,0.0021304602291446094,2.780975463962675e-13,3.3521900245967696e-17,3.3521883775414917e-17,2.8895860133827314e-23,4.5866762395667485e-22,0.0,0.0,3.3487846844681004e-10,5.4555967558337608e-15,5.3410328057044303e-26,4.5698465945198866e-27,2.5760923114678183e-24,8.1396124944153353e-48,1.4933077946672069e-35,3.2719698624312775e-27,2.1735572754453518e-27,2.5918139494234197e-24,2.4714258118796913e-44,1.5799521021119199e-45,1.2937864627980899e-26,7.8589960762277672e-26,1.756275940617305e-30,1.871163243352204e-36,2.9984095823774844e-26,7.4932262236880699e-32,2.0558432435901772e-22,3.3638341638477215e-10,1.5290782595295569e-35,3.7706805568981125e-30,5.2207179711585735e-19,1.6547204495558686e-31,1.6349137999445597e-34,5.3680861977469713e-25,1.5104126781063561e-29,0.35999999999999999,0.0,0.0098855077351842659,0.1088026023499758,4.0789867886679451e-13,1.6079708024741358e-14,4.6555934768237252e-10,1.5090229962192325e-18,0.0,2.2964712075426571e-14,5.0310148753404113e-25,2.0779455990030839e-27,1.7560706356507377e-10,4.9497319814263452e-19,0.0,2.5103113227096012e-24,0.0,0.0,0.0,0.0,1.7463414846833917e-06,2.1291355278610173e-06,2.1849495305242471e-07,3.8965041299896854e-07,7.6569052740135056e-09,3.3611942989333952e-10,7.5350829310636668e-12,1.6122003547511135e-13,1.0276546921507819e-13,6.1252755805659332e-24,3.3367223586208507e-26
3.591951012047009e-10,0.002130460164625052,2.9289167113982983e-13,3.6240384536962139e-17,3.6240366274115003e-17,3.2915395915208289e-23,5.2223949168358722e-22,0.0,0.0,3.5279657955255363e-10,6.0488627752023071e-15,6.3287786933280306e-26,5.2068993988259837e-27,3.0144074649970584e-24,1.0146761969297928e-47,1.7248061543014989e-35,3.691248271942674e-27,2.5564605358157149e-27,3.0338890380699801e-24,3.2123105826430408e-44,2.0009505022603011e-45,1.5136034553409068e-26,8.6073707712227924e-26,2.017990129273075e-30,2.3723670269543561e-36,3.5097695162485439e-26,9.0205299297487139e-32,2.3389255158732604e-22,3.5930514677220097e-10,1.7675366252755378e-35,4.4784794599033271e-30,5.7305269252037729e-19,1.9908508507598644e-31,1.9679522739336582e-34,6.2837289189298202e-25,1.7915735205114742e-29,0.35999999999999999,0.0,0.0098853867967948691,0.10880258781223671,4.2069523475692984e-13,1.7225461085579294e-14,4.8453286667139342e-10,1.7029479968253994e-18,0.0,2.4275457705576208e-14,5.4782451788993063e-25,2.2511576465952863e-27,1.8540642352768487e-10,5.4675178742445113e-19,0.0,2.7208824018731817e-24,0.0,0.0,0.0,0.0,1.7895252205935763e-06,2.1864366877855584e-06,2.2437693634245966e-07,4.0394786664547934e-07,7.8785518331117901e-09,3.5902251250136236e-10,8.2352879394995376e-12,1.7261072499211535e-13,1.100224161888353e-13,6.7890408154449772e-24,3.7096526296187111e-26
3.6861632290056156e-10,0.002130460099912758,3.0806473888592113e-13,3.9101558934817993e-17,3.910153872097582e-17,3.7368960007532284e-23,5.9265562546268215e-22,0.0,0.0,3.7117347788337919e-10,6.6889431937913748e-15,7.4656160759961781e-26,5.9137571767543912e-27,3.5119502768265397e-24,1.257589645559162e-47,1.9846419600885603e-35,4.1514608476133784e-27,2.9937322010402785e-27,3.5358888203028841e-24,4.1461885476819326e-44,2.5181253025169743e-45,1.7631173561542179e-26,9.4036987211367807e-26,2.3101262110385116e-30,2.9886038229017796e-36,4.0904327085699774e-26,1.0804315918779658e-31,2.6512526392740996e-22,3.8309694829489648e-10,2.0354725339906333e-35,5.2953011778096677e-30,6.2745649037178874e-19,2.3831663922357924e-31,2.3568740913061168e-34,7.3234961058006083e-25,2.1156135162370349e-29,0.35999999999999999,0.0,0.0098852658616399944,0.1088025732298675,4.3360044487460469e-13,1.8416935300079588e-14,5.0365845798348231e-10,1.9156376271964175e-18,0.0,2.5626406169130185e-14,5.9565386689883649e-25,2.4339886013602888e-27,1.954842073881161e-10,6.0251624250795238e-19,0.0,2.9430487437196333e-24,0.0,0.0,0.0,0.0,1.832662112541937e-06,2.2437361545658674e-06,2.3025875093002782e-07,4.1828945444367623e-07,8.1001918855691656e-09,3.827949299030817e-10,8.9783691958365607e-12,1.844512941594412e-13,1.1756580974381648e-13,7.5112643344639486e-24,4.116440557567953e-26
3.7803754459642224e-10,0.0021304600350246228,3.2361640845518009e-13,4.2109030525993745e-17,4.2109008190927899e-17,4.2290616855409047e-23,6.7045243584197523e-22,0.0,0.0,3.9000895368452658e-10,7.3782155073188624e-15,8.7691919173038898e-26,6.6960818554265838e-27,4.0747136619652735e-24,1.5500974657935004e-47,2.2753961371297509e-35,4.6554333137926986e-27,3.4913128923936259e-27,4.1039049005381383e-24,5.3159787439032832e-44,3.1499161855219935e-45,2.0453382836048276e-26,1.0249563824212235e-25,2.6352675332776165e-30,3.7420217002658671e-36,4.7474419595737072e-26,1.2878786087706117e-31,2.994859718837556e-22,4.0776492297076695e-10,2.3356216875494319e-35,6.2344311425338117e-30,6.8541107519514223e-19,2.8391087690717479e-31,2.8091229499051879e-34,8.5000065894439491e-25,2.4876918977437111e-29,0.35999999999999999,0.0,0.0098851449297204675,0.10880255860666739,4.4661426244573095e-13,1.9654483681452868e-14,5.2292894310806829e-10,2.1483367421357772e-18,0.0,2.7017875097799651e-14,6.4674348300268451e-25,2.6267267766724425e-27,2.0584139030045547e-10,6.62471941070879e-19,0.0,3.1771357532126672e-24,0.0,0.0,0.0,0.0,1.8757559600714902e-06,2.3010339269798508e-06,2.3614039681982869e-07,4.3267137615958978e-07,8.321825322823611e-09,4.0744277855493669e-10,9.7656230504789076e-12,1.9674514178503187e-13,1.2539781142427706e-13,8.2959664547229106e-24,4.5594920536530417e-26
