Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259),S(423),S(422),C7H9O(956),S(1059),C5H8(381),C7H8(253),S(1058),S(160)
1.0354694878100432e-09,0.0022175895458256775,2.1967135366950797e-14,3.0862972995195685e-17,4.6050938685933365e-17,3.0188526362333113e-24,4.3125312659629522e-19,0.0,0.0,1.7500277739756064e-10,3.4090550341288979e-15,2.0296051032843387e-25,1.5881615641731414e-27,3.45711201739749e-24,2.851807681743183e-51,2.6427855882331673e-38,1.1959466897685186e-28,1.9615653620429871e-27,3.6264013482604378e-24,8.4983230379204575e-44,2.091637901884663e-46,1.2526280837733517e-26,3.4068389901356875e-28,6.8355565101406079e-32,5.4710216538586893e-36,3.3252198425007327e-26,1.0741196842223437e-28,5.1618935006769176e-23,6.8898323631149791e-11,9.4320918816032777e-38,2.6648035585272179e-31,3.2791093287993573e-20,2.6384801828125093e-31,1.4431191173511904e-34,6.4086717960396964e-25,6.4742377302248417e-30,0.35999999999999999,0.0,0.009887885702490766,0.10880261343809651,1.1835666362934777e-13,1.715855866849159e-13,6.9144586850202591e-11,5.9822832397294655e-19,0.0,1.6552561791372369e-14,3.4946495256700274e-26,5.1010408487006409e-27,1.0466630243058062e-10,3.9553110972395461e-19,0.0,3.6424590871982924e-25,0.0,0.0,0.0,4.8421776098053844e-59,6.1421171033768186e-07,9.8874885861724535e-07,1.2470712541878223e-07,3.8039649383528743e-07,5.9811871798193549e-09,6.8816119854841083e-11,9.1176283602693092e-12,4.870854086932986e-14,3.3330784124199996e-14,9.5554956101135386e-25,9.6183783035292334e-27,1.6388593386615566e-16,4.3703066259573508e-16,6.6873001284362697e-28,7.0934662625534221e-17
1.0690002070588553e-09,0.002217589474967471,2.3378362836110312e-14,3.285283552567307e-17,5.218716467050861e-17,3.5269291457752296e-24,5.0430849205249445e-19,0.0,0.0,1.8610896032163262e-10,3.8510544747214052e-15,2.2727711049153271e-25,1.7636903151347734e-27,3.8335166794275861e-24,3.6883827233383213e-51,3.1291412694333977e-38,1.4002732529289864e-28,2.2078510179729369e-27,4.023408847867188e-24,1.0204731158238895e-43,2.503632828972331e-46,1.3897652485961066e-26,3.77112918995286e-28,8.1165993186707783e-32,6.5664667257699332e-36,3.689195599143677e-26,1.2060141369930839e-28,5.7244186229255415e-23,7.4273505430963354e-11,1.1386229229493966e-37,3.2642770208444525e-31,3.6556544790031489e-20,2.9572320015599566e-31,1.6195592640885439e-34,7.1103505683599139e-25,8.1701448302847433e-30,0.35999999999999999,0.0,0.0098878172558907115,0.10880259812603872,1.2482764702882771e-13,1.7729608469262135e-13,7.2075200287341561e-11,6.8735468355321957e-19,0.0,1.7957282378049762e-14,3.9602339007044802e-26,5.5400926842523919e-27,1.1182904438731982e-10,4.5102378990976906e-19,0.0,4.0151453849459739e-25,0.0,0.0,0.0,6.4403126343290167e-59,6.3130637994775464e-07,1.0207482042265305e-06,1.2874328484239632e-07,3.9549530553310642e-07,6.182347067365504e-09,7.4184772826627175e-11,1.0089284982952003e-11,5.2572820662425789e-14,3.5971435958120041e-14,1.1087393267906733e-24,1.1188394920604415e-26,1.8769697950927643e-16,4.7494678960755269e-16,7.7685646165061376e-28,7.8501384573303081e-17
1.0991778543827861e-09,0.0022175894111530836,2.4684865409653597e-14,3.4700437288196292e-17,5.8215444643916662e-17,4.0403090086364636e-24,5.7821981289345428e-19,0.0,0.0,1.963904357667673e-10,4.284114835866163e-15,2.5141726892702855e-25,1.9379300436502097e-27,4.2071506534587937e-24,4.6160799977850233e-51,3.625961093140989e-38,1.6072074083869259e-28,2.4547171042265404e-27,4.4174947311657216e-24,1.2001693810247609e-43,2.9366134701142471e-46,1.5258929393811937e-26,4.1197418600650445e-28,9.4289563944768817e-32,7.7188487763597868e-36,4.0504920441089461e-26,1.3370189296408911e-28,6.2802479391018038e-23,7.929747805589698e-11,1.344758317605464e-37,3.8968074499209422e-31,4.0191692415421514e-20,3.273519952103357e-31,1.7947627371527653e-34,7.8068747284553888e-25,1.0010244877551873e-29,0.35999999999999999,0.0,0.0098877556549694205,0.10880258433565339,1.3078389597308877e-13,1.8244526889150124e-13,7.472114126902432e-11,7.7592533774546153e-19,0.0,1.9285901706150047e-14,4.4207785864672653e-26,5.9559418493429224e-27,1.1849370616875695e-10,5.0606453026331988e-19,0.0,4.3720022494481859e-25,0.0,0.0,0.0,8.2711068598055896e-59,6.4668162217493139e-07,1.0495470106601903e-06,1.3237571441877321e-07,4.0909343003356857e-07,6.3633871399595095e-09,7.9202637972494247e-11,1.1020714772547656e-11,5.6187004835745087e-14,3.8441047398560776e-14,1.2637714891399612e-24,1.2780562218244128e-26,2.1129550279666514e-16,5.1065937932706784e-16,8.863883106125104e-28,8.5847861749841358e-17
1.129355501706717e-09,0.0022175893473052313,2.6025758363877855e-14,3.6602206545404524e-17,6.4750534463964535e-17,4.6114695446224007e-24,6.6054825744053645e-19,0.0,0.0,2.0694271003227107e-10,4.7524481691683888e-15,2.7790734363079555e-25,2.1290233943014264e-27,4.6169411442825414e-24,5.7402894426528641e-51,4.1841612775281023e-38,1.8379313549846502e-28,2.7277806159717921e-27,4.8497283214821317e-24,1.4084196035717276e-43,3.4375053900672299e-46,1.675197517989772e-26,4.4884860272544344e-28,1.0907434301278694e-31,9.0529363934893105e-36,4.4467611577324923e-26,1.4808506681746302e-28,6.8861870638933687e-23,8.4498452520497498e-11,1.5838960303980209e-37,4.629106147962059e-31,4.4068783451190722e-20,3.6204797262455844e-31,1.9870768808049228e-34,8.5708312865423577e-25,1.2196240360478528e-29,0.35999999999999999,0.0,0.0098876940550141658,0.10880257053757839,1.3686399276158959e-13,1.8760375184935635e-13,7.737442004113792e-11,8.7295285247352833e-19,0.0,2.0676823911852939e-14,4.9234518937883451e-26,6.3918717741979882e-27,1.253663527079609e-10,5.6628244253012017e-19,0.0,4.7498363069175135e-25,0.0,0.0,0.0,1.0560336564563289e-58,6.6204876956387403e-07,1.0783452427400242e-06,1.3600803608826259e-07,4.226989211141452e-07,6.5444235776876574e-09,8.4397284835631746e-11,1.2007735308172073e-11,5.9930726550752252e-14,4.0999046315743518e-14,1.4366239211565156e-24,1.4559074406319947e-26,2.3708318977728708e-16,5.4789321865714824e-16,1.0086171880265796e-27,9.3730497143697579e-17
1.1595331490306477e-09,0.002217589283428846,2.7400953279278603e-14,3.85585572885544e-17,7.1819920261645013e-17,5.2451128708011138e-24,7.5199192543549249e-19,0.0,0.0,2.1776572917604034e-10,5.2579039041871559e-15,3.0697129309268937e-25,2.3384545339746264e-27,5.066090698720902e-24,7.0952035750149812e-51,4.809256450045214e-38,2.0944481672186557e-28,3.0294219520917707e-27,5.3235042122422271e-24,1.6494116307887422e-43,4.0161903808284072e-46,1.8388514465638675e-26,4.8778051275738487e-28,1.2567541648098434e-31,1.0595043630464974e-35,4.8811146303245682e-26,1.6387467582951096e-28,7.5453638849575114e-23,8.9876873321849193e-11,1.8607731486086767e-37,5.4734990257883882e-31,4.8196192513138145e-20,4.0010680044859185e-31,2.1981522020453226e-34,9.4082206055316158e-25,1.4780937225824087e-29,0.35999999999999999,0.0,0.0098876324560258355,0.10880255673291461,1.4306644550629819e-13,1.9277160435187615e-13,8.0034500232737418e-11,9.7897609937772178e-19,0.0,2.2131305186573415e-14,5.4710687301194768e-26,6.8483302849773423e-27,1.324482122474092e-10,6.3202819379085632e-19,0.0,5.1492940470878323e-25,0.0,0.0,0.0,1.3408102181872736e-58,6.7740892242268801e-07,1.1071428989601325e-06,1.3964024985375238e-07,4.3631067637391908e-07,6.7254563721653109e-09,8.9769157208770643e-11,1.3051935000755302e-11,6.3804324915158995e-14,4.364566326047043e-14,1.6289075688165553e-24,1.6541094966302279e-26,2.6519420476434773e-16,5.8666401125776468e-16,1.1447008878837456e-27,1.0217702653579326e-16
1.1897107963545785e-09,0.0022175892195283255,2.8810361833852657e-14,4.0569904782319445e-17,7.945179637918423e-17,5.9461847433377609e-24,8.5328626467903339e-19,0.0,0.0,2.2885944581063902e-10,5.8023783667074742e-15,3.3885180480546544e-25,2.5677974179762656e-27,5.5579928275018294e-24,8.7197302008053026e-51,5.5070768829389785e-38,2.3788722392003344e-28,3.3621697431934222e-27,5.8424247397649687e-24,1.9278955704132422e-43,4.6838613365751567e-46,2.0180989313829891e-26,5.2881311950350725e-28,1.4425748348470976e-31,1.237495219288455e-35,5.3568544587834984e-26,1.8120531351725488e-28,8.2609819721734189e-23,9.5433152539733641e-11,2.1807346832173569e-37,6.4434330518553746e-31,5.2582313819041576e-20,4.4184979038172997e-31,2.4297836047261711e-34,1.0325410157401416e-24,1.7823432224314432e-29,0.35999999999999999,0.0,0.0098875708580053127,0.10880254292260096,1.4938976696547875e-13,1.9794889565007122e-13,8.2700890616101225e-11,1.0945519066336733e-18,0.0,2.3650585547234827e-14,6.0665624074246889e-26,7.3257619801086289e-27,1.3974051226903629e-10,7.0366726673849593e-19,0.0,5.5710257650535161e-25,0.0,0.0,0.0,1.6933377142563589e-58,6.9276301905851649e-07,1.1359399778157887e-06,1.4327235571813103e-07,4.499277553950061e-07,6.9064855143799353e-09,9.5318666504980405e-11,1.4154901042126127e-11,6.7808114146191932e-14,4.6381111869298006e-14,1.8423396000599227e-24,1.8744941443931556e-26,2.9576685768267523e-16,6.2698705022310179e-16,1.2958742335791349e-27,1.1121593475381274e-16
1.2198884436785093e-09,0.002217589155607495,3.0253895807051403e-14,4.2636665121543144e-17,8.7675063783353548e-17,6.7198807621511082e-24,9.652050900136322e-19,0.0,0.0,2.4022381786945605e-10,6.3878147703959087e-15,3.7381137921460043e-25,2.818718086364291e-27,6.0962363216131188e-24,1.0657977465063794e-50,6.2837770559729234e-38,2.6934327830667738e-28,3.728705424311988e-27,6.4103053331196554e-24,2.2492486779743644e-43,5.4531684124546271e-46,2.2142577698834003e-26,5.7198850263532578e-28,1.6499519356546095e-31,1.4426300464187937e-35,5.877477832137939e-26,2.0022311070797449e-28,9.0363189686313286e-23,1.0116767301762433e-10,2.5498003565550902e-37,7.553545959825183e-31,5.7235559462458854e-20,4.8762543070032436e-31,2.6839193773134952e-34,1.132914396622452e-24,2.1389671445816124e-29,0.35999999999999999,0.0,0.0098875092609534872,0.10880252910744451,1.558324773916e-13,2.0313569361148188e-13,8.5373139560536145e-11,1.2202551335911975e-18,0.0,2.5235888871899229e-14,6.7129867224016559e-26,7.8246082241714126e-27,1.4724447959620793e-10,7.8158021698739337e-19,0.0,6.015685558817474e-25,0.0,0.0,0.0,2.1276987455488706e-58,7.0811186595684049e-07,1.1647364778042247e-06,1.4690435368428709e-07,4.6354934956665224e-07,7.0875109938469492e-09,1.0104619493451578e-10,1.5318219579097655e-11,7.1942386039821074e-14,4.9205590540885343e-14,2.0787480607422497e-24,2.1190137110380291e-26,3.2894360623651434e-16,6.6887725254241216e-16,1.4634524866913715e-27,1.2087645465854237e-16
1.25006609100244e-09,0.0022175890916696136,3.1731467083383963e-14,4.4759254892592493e-17,9.6519328767274142e-17,7.5716523243778026e-24,1.0885615653601107e-18,0.0,0.0,2.5185880766317198e-10,7.0162032174923493e-15,4.1213340084371017e-25,3.0929768298972695e-27,6.6846092707183281e-24,1.2959763930144685e-50,7.1458438761368996e-38,3.0404772463820889e-28,4.1318676338936164e-27,7.0311795560846394e-24,2.6195447086060761e-43,6.3383747981822596e-46,2.4287210913384864e-26,6.1734763590059925e-28,1.880734755658207e-31,1.678699732481759e-35,6.4466817345829068e-26,2.2108641551347236e-28,9.8747249878543502e-23,1.0708079101048103e-10,2.9747356766485399e-37,8.8197360611901152e-31,6.2164357932902514e-20,5.3781089878937247e-31,2.9626701078140308e-34,1.2426551506866477e-24,2.5553026793261415e-29,0.35999999999999999,0.0,0.0098874476648712559,0.10880251528814354,1.6239310665107572e-13,2.0833206484305647e-13,8.8050830575234009e-11,1.3566787461751068e-18,0.0,2.6888422973569559e-14,7.413517929407757e-26,8.3453071538371961e-27,1.5496134044656033e-10,8.6616291682979254e-19,0.0,6.4839313272293356e-25,0.0,0.0,0.0,2.6604919144221499e-58,7.2345616086047519e-07,1.1935323974227084e-06,1.5053624375510944e-07,4.7717475900886016e-07,7.2685328005059942e-09,1.0695209814916364e-10,1.6543475820180194e-11,7.6207412022105621e-14,5.211928382908804e-14,2.3400764593261937e-24,2.3897461862607508e-26,3.6487105885245026e-16,7.1234918926732549e-16,1.6488347043677206e-27,1.3118856648633356e-16
1.2802437383263709e-09,0.0022175890277173656,3.3242987655259439e-14,4.6938091041200632e-17,1.0601490203074493e-16,8.5072119461391978e-24,1.2242090911747832e-18,0.0,0.0,2.6376438150938272e-10,7.6895807084402813e-15,4.5412315564100839e-25,3.3924300469244168e-27,7.3271024010292369e-24,1.5681164087814755e-50,8.1001040112669304e-38,3.4224744951209857e-28,4.5746561667850736e-27,7.7093034215649084e-24,3.0456294953839642e-43,7.3555261929390977e-46,2.6629588462856049e-26,6.6493040703435378e-28,2.1368784255493848e-31,1.9499670292882851e-35,7.0683668816171087e-26,2.439664459736848e-28,1.077962110090602e-22,1.1317283775731113e-10,3.4631289090689036e-37,1.0259230821532596e-30,6.7377153139167626e-20,5.9281349424339572e-31,3.2683172138640503e-34,1.3625155317920292e-24,3.039489302430904e-29,0.35999999999999999,0.0,0.0098873860697595191,0.10880250146529674,1.6907019491235533e-13,2.1353807476172053e-13,9.0733580024911428e-11,1.504433885023603e-18,0.0,2.8609379744400296e-14,8.1714564421542315e-26,8.8882937064918414e-27,1.6289232044204345e-10,9.5782676500301936e-19,0.0,6.976424768372856e-25,0.0,0.0,0.0,3.3112096466701192e-58,7.3879650182952767e-07,1.2223277351672552e-06,1.5416802593348716e-07,4.9080338351347171e-07,7.4495509260138547e-09,1.1303670681277037e-10,1.7832254067938819e-11,8.0603444358860528e-14,5.5122363264774152e-14,2.6283880912887128e-24,2.6889000288516338e-26,4.0369997731994096e-16,7.5741710672294274e-16,1.8535069077197196e-27,1.4218299768203091e-16
1.3104213856503017e-09,0.002217588963753031,3.4788369625635316e-14,4.917359077468277e-17,1.1619279759143081e-16,9.5325385546028841e-24,1.3730421908356859e-18,0.0,0.0,2.7594050945747951e-10,8.4100311416679514e-15,5.0010887057254268e-25,3.7190320438005046e-27,8.0279122534094856e-24,1.8885098999500384e-50,9.1537311289035523e-38,3.8420180327932258e-28,5.06023590494831e-27,8.4491595697316842e-24,3.5352045356385098e-43,8.5226370613555434e-46,2.9185192488645268e-26,7.1477563830041898e-28,2.4204470069692051e-31,2.2612158672568717e-35,7.746641530372182e-26,2.6904796094475483e-28,1.1754497907132893e-22,1.1944412083894199e-10,4.0234758620720472e-37,1.1890658263128638e-30,7.2882403543242765e-20,6.5307210010511768e-31,3.6033216939303198e-34,1.4932878373230072e-24,3.6005327915112783e-29,0.35999999999999999,0.0,0.0098873244756191806,0.10880248763940986,1.7586229309447295e-13,2.1875378765866337e-13,9.3421035242766248e-11,1.6641499261885376e-18,0.0,3.0399935312787155e-14,8.9902284778590712e-26,9.453999653077219e-27,1.7103864465750713e-10,1.0569988894702973e-18,0.0,7.4938313779743299e-25,0.0,0.0,0.0,4.1026725159270111e-58,7.5413339397118279e-07,1.2511224895344743e-06,1.5779970022230956e-07,5.0443471581510947e-07,7.6305653618564084e-09,1.1930032795726234e-10,1.9186137787461299e-11,8.5130717198105821e-14,5.8214988064001014e-14,2.945870449527282e-24,3.0188190717568331e-26,4.4558527757396554e-16,8.0409494539358126e-16,2.0790453142217209e-27,1.538912225959631e-16
1.3405990329742325e-09,0.002217588899778685,3.6367525211195108e-14,5.146617130329736e-17,1.2708473125995606e-16,1.0653883441533763e-23,1.5359975017777639e-18,0.0,0.0,2.8838716456678795e-10,9.179685299104332e-15,5.504428543213212e-25,4.0748370928514241e-27,8.7914448663092235e-24,2.2641966376551652e-50,1.031425401370369e-37,4.301829547372846e-28,5.591941220842037e-27,9.255462046459992e-24,4.0969179754922525e-43,9.8598914923464103e-46,3.1970304264221337e-26,7.6692110599184327e-28,2.733616916875887e-31,2.6178048582741409e-35,8.4858258386344914e-26,2.9652999478723582e-28,1.2802914068150341e-22,1.2589492633186523e-10,4.6652720607426857e-37,1.3734124459152999e-30,7.8688580933462224e-20,7.1905878461142107e-31,3.9703337121300236e-34,1.6358052513283967e-24,4.2483743705990277e-29,0.35999999999999999,0.0,0.0098872628824511477,0.10880247381091328,1.8276796442663728e-13,2.239792668043392e-13,9.6112870991999885e-11,1.8364745455884727e-18,0.0,3.2261250149420481e-14,9.8733879275774035e-26,1.0042853614401162e-26,1.7940153772127864e-10,1.1641223786856917e-18,0.0,8.0368204476374265e-25,0.0,0.0,0.0,5.0615152561110198e-58,7.694672670965634e-07,1.2799166590233072e-06,1.6143126662446641e-07,5.1806832393626282e-07,7.8115760975415113e-09,1.2574324713369202e-10,2.0606709751865279e-11,8.9789448236675437e-14,6.1397306259826941e-14,3.2948400843964158e-24,3.3819879255626545e-26,4.9068602971037427e-16,8.5239636483460927e-16,2.3271198991089647e-27,1.6634546168852037e-16
1.3707766802981632e-09,0.002217588835796175,3.7980366745730405e-14,5.3816249531502715e-17,1.3872311920840145e-16,1.1877776499771551e-23,1.7140548118849393e-18,0.0,0.0,3.0110432204549972e-10,1.0000720838142693e-14,6.0550268768138825e-25,4.4620016000987358e-27,9.622319666293465e-24,2.7030298389251624e-50,1.1589565101425773e-37,4.8047626066179612e-28,6.1732805912985471e-27,1.013316133665786e-23,4.7404612913151391e-43,1.1389855307004573e-45,3.5002021571187723e-26,8.214035598248695e-28,3.0786805007454779e-31,3.0257239180951721e-35,9.2904564566459117e-26,3.2662662443672208e-28,1.3928494752923456e-22,1.3252552122369026e-10,5.3991104859748226e-37,1.5811293928890264e-30,8.480416907516203e-20,7.912804707194818e-31,4.372202600834493e-34,1.7909427326491132e-24,4.9939629054882901e-29,0.35999999999999999,0.0,0.0098872012902563311,0.10880245998018323,1.8978578635087935e-13,2.2921457456187746e-13,9.8808785399135954e-11,2.022073793418138e-18,0.0,3.4194469160088189e-14,1.082461833823948e-25,1.0655281072921601e-26,1.8798222387464662e-10,1.279656526660578e-18,0.0,8.6060650632987911e-25,0.0,0.0,0.0,6.2187192975027825e-58,7.8479849678284017e-07,1.3087102421332031e-06,1.6506272514284759e-07,5.3170383012756406e-07,7.9925831223911475e-09,1.3236573082454745e-10,2.2095552150165869e-11,9.4579840591614506e-14,6.4669455973149902e-14,3.6777476820276545e-24,3.7810376242200081e-26,5.3916545974886196e-16,9.0233477079747284e-16,2.5994981164264463e-27,1.795786808231729e-16
1.400954327622094e-09,0.002217588771806976,3.9626806682776498e-14,5.6224241959149955e-17,1.5114107708168642e-16,1.3211031793827088e-23,1.9082379950844162e-18,0.0,0.0,3.140919589723778e-10,1.087536230047214e-14,6.6569235034244021e-25,4.8827859617014576e-27,1.0525372683157478e-23,3.2137449901222118e-50,1.2987928117686368e-37,5.353806089662549e-28,6.8079407442001243e-27,1.1087448665407127e-23,5.476672163306196e-43,1.3137701410595162e-45,3.8298273546831577e-26,8.7825874427640674e-28,3.4580493359220832e-31,3.4916541448684768e-35,1.0165290447985632e-25,3.5956770266672723e-28,1.5134930135901707e-22,1.3933615475103189e-10,6.2367850487354131e-37,1.8145467822347579e-30,9.1237662861186692e-20,8.7028051188302018e-31,4.8119863933852822e-34,1.9596177736626227e-24,5.8493284260250961e-29,0.35999999999999999,0.0,0.0098871396990356346,0.10880244614754847,1.9691435096981447e-13,2.3445977244462509e-13,1.0150849808082124e-10,2.2216321666367535e-18,0.0,3.620072184952279e-14,1.1847734631527352e-25,1.1291704407430497e-26,1.9678192694993218e-10,1.4040770448196768e-18,0.0,9.2022421041785248e-25,0.0,0.0,0.0,7.6102031459956229e-58,8.0012741118117536e-07,1.3375032373617602e-06,1.6869407578034318e-07,5.4534090406065913e-07,8.1735864279262674e-09,1.3916802777991091e-10,2.3654246579094715e-11,9.9502083827627148e-14,6.8031566110800131e-14,4.0971828438799271e-24,4.218750943483559e-26,5.9119095253324879e-16,9.5392333364160392e-16,2.8980484026313541e-27,1.9362459121157773e-16
1.4311319749460248e-09,0.0022175887078122293,4.1306757597473638e-14,5.8690564762669971e-17,1.6437241918242636e-16,1.4660752473655118e-23,2.1196158488738424e-18,0.0,0.0,3.2735005451808499e-10,1.1805881116118499e-14,7.3144328954255924e-25,5.3395560920006262e-27,1.1505659042462891e-23,3.806033291780776e-50,1.4517984763554424e-37,5.9520873740368819e-28,7.4997903356115588e-27,1.2123759525601485e-23,6.3176462758513715e-43,1.5131454083321221e-45,4.1877832860406424e-26,9.3752142123650147e-28,3.8742572906668671e-31,4.0230324927176224e-35,1.1115308501423764e-25,3.9559956219753589e-28,1.6425974090021774e-22,1.4632705875407224e-10,7.1914024693930133e-37,2.0761661243649739e-30,9.799756793527948e-20,9.566401808560456e-31,5.2929609428279724e-34,2.1427910223298618e-24,6.8276586885575265e-29,0.35999999999999999,0.0,0.009887078108789981,0.10880243231328499,2.0415226425266078e-13,2.3971492113102067e-13,1.042117502108437e-10,2.4358526655066301e-18,0.0,3.8281122541500469e-14,1.294668452029811e-25,1.1952542946485255e-26,2.0580187036963215e-10,1.5378762361901468e-18,0.0,9.8260322418288407e-25,0.0,0.0,0.0,9.2774902881728064e-58,8.1545428560387207e-07,1.3662956432062836e-06,1.7232531853984371e-07,5.589792682404278e-07,8.3545860063042096e-09,1.4615036937158582e-10,2.528437403284931e-11,1.0455635421572348e-13,7.1483756541974081e-14,4.5558785931907552e-24,4.6980674220765819e-26,6.4693405221393251e-16,1.00717499796632e-15,3.2247434821545771e-27,2.0851764951413462e-16
1.4613096222699556e-09,0.0022175886438129864,4.3020132188735121e-14,6.1215633741047892e-17,1.7845165709459119e-16,1.6234336106478243e-23,2.3493030000046553e-18,0.0,0.0,3.4087858979101436e-10,1.2794595585375222e-14,8.032155596654319e-25,5.8347850949113163e-27,1.2568455722169759e-23,4.4906203056794835e-50,1.6188761923417179e-37,6.6028757535481089e-28,8.2528839264671233e-27,1.3247777537491455e-23,7.276859383266822e-43,1.7402253688320416e-45,4.5760329035263505e-26,9.9922539116068079e-28,4.3299638228567533e-31,4.6281220920729861e-35,1.2145718445703971e-25,4.3498576667309934e-28,1.7805442947261918e-22,1.534984486404138e-10,8.2775041827954667e-37,2.3686686076448526e-30,1.0509240005680727e-19,1.0509802546587517e-30,5.8186296426822398e-34,2.3414669628166241e-24,7.943381627137647e-29,0.35999999999999999,0.0,0.0098870165195202829,0.10880241847761958,2.1149814618300197e-13,2.4498008051593116e-13,1.0691830325907168e-10,2.6654568434956409e-18,0.0,4.0436770549631481e-14,1.4125550033779243e-25,1.2638213006664108e-26,2.1504327724413746e-10,1.6815631837336323e-18,0.0,1.0478119938883784e-24,0.0,0.0,0.0,1.1268460158108858e-57,8.3077934629601503e-07,1.39508745816669e-06,1.7595645342423981e-07,5.7261869423367815e-07,8.535581847330178e-09,1.5331297055571214e-10,2.6987515016704666e-11,1.0974281547114422e-13,7.5026138599892984e-14,5.0567162002253389e-24,5.2220887382835625e-26,7.0657045995403345e-16,1.0621024960868476e-15,3.5816639068072153e-27,2.2429305731213049e-16
1.4914872695938864e-09,0.0022175885798103234,4.4766843282228307e-14,6.3799864030857035e-17,1.934139981124625e-16,1.7939480889683508e-23,2.5984609486423454e-18,0.0,0.0,3.5467754704184042e-10,1.3843870861044021e-14,8.8149908425383028e-25,6.3710553074097198e-27,1.3719265064185786e-23,5.2793485039930402e-50,1.8009680132121832e-37,7.3095862765251682e-28,9.0714666036506824e-27,1.4465439177416269e-23,8.369297878662974e-43,1.9984637380813108e-45,4.9966264772219892e-26,1.0634035123729629e-27,4.8279577028968629e-31,5.3160872025028214e-35,1.326195955942239e-25,4.7800793739842325e-28,1.9277214071955263e-22,1.6085052552070361e-10,9.5111966433490071e-37,2.694924058291578e-30,1.1253068392591722e-19,1.1539627695512772e-30,6.3927341417936165e-34,2.5566947496175657e-24,9.2122531671654989e-29,0.35999999999999999,0.0,0.0098869549312274544,0.10880240464074954,2.1895063250327582e-13,2.5025530981491373e-13,1.0962793533069766e-10,2.9111848738469783e-18,0.0,4.2668750273559027e-14,1.5388549385481926e-25,1.3349127906694008e-26,2.2450737046340589e-10,1.8356639816242009e-18,0.0,1.1159193447858988e-24,0.0,0.0,0.0,1.3638172693501555e-57,8.4610278989260744e-07,1.4238786807442578e-06,1.7958748043642253e-07,5.8625898321417808e-07,8.7165739396443938e-09,1.6065603200560973e-10,2.8765249685337198e-11,1.1506162040958666e-13,7.8658816206389819e-14,5.6027305617093156e-24,5.7940846991284732e-26,7.7028003355451214e-16,1.1187183709346866e-15,3.9710019999574365e-27,2.4098676029249088e-16
1.5216649169178172e-09,0.0022175885158051407,4.6546803833165431e-14,6.6443669909143777e-17,2.0929534429386215e-16,1.9784191736124865e-23,2.8682990943941619e-18,0.0,0.0,3.6874690911185667e-10,1.495611895782006e-14,9.6681491763985745e-25,6.9510602810987378e-27,1.4963818137568014e-23,6.1852626669397249e-50,1.9990561956595725e-37,8.0757835487886436e-28,9.9599785263190944e-27,1.5782938359175103e-23,9.6115962494216562e-43,2.2916833434623904e-45,5.4517031763933801e-26,1.1300877216347892e-27,5.3711606952902501e-31,6.0970716893031867e-35,1.4469706745504805e-25,5.2496658308121012e-28,2.0845224300981859e-22,1.6838347794664977e-10,1.091028808053259e-36,3.0579999153969518e-30,1.203209521781859e-19,1.2662927719462272e-30,7.0192650824171039e-34,2.789569015613806e-24,1.0651447088763231e-28,0.35999999999999999,0.0,0.0098868933439124132,0.10880239080285609,2.2650837584326811e-13,2.5554066763896959e-13,1.1234043836976841e-10,3.1737956315566714e-18,0.0,4.4978131330960683e-14,1.6740038821304289e-25,1.4085697992498849e-26,2.3419537265692318e-10,2.0007219634210631e-18,0.0,1.1869944810478744e-24,0.0,0.0,0.0,1.6449766880911666e-57,8.614247969127379e-07,1.4526693094380821e-06,1.8321839957928309e-07,5.9989995247009799e-07,8.8975622743168286e-09,1.6817974184753603e-10,3.0619157827726634e-11,1.2051291229075761e-13,8.2381886784261934e-14,6.1971155719484077e-24,6.4174992205756931e-26,8.3824679121929669e-16,1.1770349964904912e-15,4.3950657947130136e-27,2.5863544812648836e-16
