Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259),S(423),S(422),C7H9O(956),S(1059),C5H8(381),C7H8(253),S(1058),S(160),S(1870),S(1888)
6.712033593568824e-08,0.0011887397795977833,4.027042067735124e-14,5.7950183321330885e-16,6.8423756382154313e-13,1.7706492509269104e-19,7.0701223105436796e-13,0.0,0.0,4.3695976262101238e-08,6.684189229529164e-10,1.5489381700419112e-19,5.9268576965021208e-23,3.1261989872754391e-20,7.5994794137276262e-48,8.2333961808182953e-36,4.7664958883137006e-25,9.6394137518236014e-23,1.8497969616999978e-19,7.2251932929211949e-35,2.2699112417515535e-32,4.1556236419864139e-22,1.9514353839540301e-29,2.4071730525031838e-28,5.7481308006453127e-27,1.2161707295278268e-21,2.141809078766856e-22,2.5547071252856987e-20,1.3790042513410124e-09,7.6091758997615222e-29,8.6772241823806166e-25,3.7210533346075356e-18,1.5953352931204513e-26,1.0896522060036355e-29,2.5937968726788163e-20,1.3784336207572687e-22,0.35999999999999999,0.0,0.0098689889850690684,0.10879395716271836,3.3365586021366952e-12,6.252034127027215e-13,5.2353155535650032e-11,4.7634657582377386e-14,0.0,7.3171531496911824e-11,1.9234445383455969e-21,3.0409407602076745e-22,2.0775070698940432e-07,1.1301087538488779e-12,0.0,2.609029443771276e-21,0.0,0.0,0.0,3.2219274838710028e-51,1.3401648696893756e-06,9.670362234411053e-06,7.9283418802063477e-07,8.586001892438565e-06,2.3715855630007597e-07,1.3706191765081326e-09,1.7523110068435914e-07,3.1982411313131464e-12,2.3980327182158879e-12,5.2078765787448164e-18,2.4485920174336463e-19,2.7411702853288665e-12,3.7038295078416148e-13,1.218520743010074e-20,2.6909843642424326e-15,3.5836391371236394e-13,1.0301399370021431e-12
7.013473081191951e-08,0.0011887387774243176,4.2141045529800548e-14,6.3370699571422475e-16,7.9402721263620531e-13,2.1134139366759173e-19,8.6056726204010017e-13,0.0,0.0,4.7582142065073148e-08,7.9408450023723447e-10,1.8645449145322338e-19,7.0893924300548499e-23,3.5911922182322507e-20,1.0049302396472126e-47,1.0392581727761616e-35,5.7231577956930989e-25,1.189833232040736e-22,2.2096764716250429e-19,1.0662386417322296e-34,1.7221518265576819e-31,4.9631047717282525e-22,2.0433642746423544e-29,2.8909442395500105e-28,7.8122456243296636e-27,1.4507859970056221e-21,2.6717132755674506e-22,2.9167419315804914e-20,1.5046412410239659e-09,1.0645550102447701e-28,1.1225742710280739e-24,4.2245422701467147e-18,1.9125647296063663e-26,1.3186715606584495e-29,3.0928392579851782e-20,1.8287236844661543e-22,0.35999999999999999,0.0,0.0098680518680005908,0.10879354946786102,3.4910374047108495e-12,6.9680707890777051e-13,5.4610178143081901e-11,5.7268349322765335e-14,0.0,7.9834123387070966e-11,2.2886917885856248e-21,3.9177321000307418e-22,2.3470206845648791e-07,1.3446980712233534e-12,0.0,3.0759047803788273e-21,0.0,0.0,0.0,4.6702617300403083e-51,1.3967766002101973e-06,1.0084846903514234e-05,8.2809281923392367e-07,8.9553224741623411e-06,2.4732994936145141e-07,1.4952176052583822e-09,1.9941449284809637e-07,3.4890304614551949e-12,2.6160629122577683e-12,6.4823482353239775e-18,3.0481291450692478e-19,3.2612785506216836e-12,4.1899287872036507e-13,1.5167573560466402e-20,3.0605646189647732e-15,4.1158019512433238e-13,1.2398894493750874e-12
7.314912568815079e-08,0.0011887377755718021,4.4002291107804336e-14,6.9026180101643413e-16,9.1501834174781955e-13,2.5028124652571601e-19,1.0381974843400419e-12,0.0,0.0,5.161855187995181e-08,9.3635333530450281e-10,2.2259810894293433e-19,8.4154638752110676e-23,4.099567476893282e-20,1.3118474255038465e-47,1.297954015284969e-35,6.8157572496348953e-25,1.4578950616514746e-22,2.6194313367547803e-19,1.5459857895261534e-34,2.2775640059292884e-31,5.8822597700500618e-22,2.2388092812377545e-29,3.4435456170556994e-28,1.0477384807567292e-26,1.7174474274889898e-21,3.3010493809768261e-22,3.3109047265854041e-20,1.6355636219992876e-09,1.4702700817341295e-28,1.4361006740544525e-24,4.7693660725824038e-18,2.2744609515649317e-26,1.5823741053924102e-29,3.6597587249077092e-20,2.3956559021285691e-22,0.35999999999999999,0.0,0.0098671154646574888,0.10879314173007706,3.645339699544081e-12,7.7372643927326161e-13,5.6854331058237789e-11,6.8328281091457881e-14,0.0,8.6760731716148102e-11,2.7026622222648662e-21,4.9971263633241244e-22,2.638136737337836e-07,1.5879115443767058e-12,0.0,3.6019710452581009e-21,0.0,0.0,0.0,6.6597473688906683e-51,1.4530621895405293e-06,1.0496932104977683e-05,8.6332175176435764e-07,9.3225127102117869e-06,2.5744242883696546e-07,1.625009036497744e-09,2.25662873080185e-07,3.7919404417447815e-12,2.8431807927908888e-12,7.9928263963816838e-18,3.7587446061442958e-19,3.8511410898910931e-12,4.7154519449869983e-13,1.8702281500317271e-20,3.461354374414846e-15,4.6969559062478501e-13,1.4799843780134757e-12
7.616352056438206e-08,0.001188736774041326,4.5853793736863518e-14,7.491522999854067e-16,1.0477098336211248e-12,2.9426709804613204e-19,1.2423087060755308e-12,0.0,0.0,5.5802830694005645e-08,1.0965435571818976e-09,2.6374304947035439e-19,9.9197886717723429e-23,4.6531107590596753e-20,1.6923887222853935e-47,1.6053405819947156e-35,8.0562039028282142e-25,1.7742391326102539e-22,3.0834019351578557e-19,2.2055967034702565e-34,-5.3065517138752622e-32,6.9227647635789502e-22,2.4724318844335742e-29,4.0710151553963092e-28,1.3881108068095546e-26,2.0188587938130156e-21,4.043018501339259e-22,3.7384432861182444e-20,1.7717406560327636e-09,2.0066276931958329e-28,1.8183641677248043e-24,5.3567994094032371e-18,2.6849137545190342e-26,1.8841786174516634e-29,4.3002366767132833e-20,3.1021510454168939e-22,0.35999999999999999,0.0,0.0098661797918301528,0.10879273395088863,3.7994292599890647e-12,8.561312687016233e-13,5.9085181942099086e-11,8.0954660821140152e-14,0.0,9.3947201778747277e-11,3.1692612860400236e-21,6.3145326563170945e-22,2.9515547345527994e-07,1.8620434031500338e-12,0.0,4.191864681475808e-21,0.0,0.0,0.0,9.3549268054005534e-51,1.509010852531714e-06,1.0906542354346197e-05,8.9852101038444775e-07,9.6875022716883018e-06,2.6749414218255986e-07,1.7599570109916964e-09,2.5404795649297008e-07,4.1068858715482485e-12,3.0793224666825346e-12,9.7700274278129741e-18,4.5949022999871716e-19,4.5164877910656943e-12,5.2816950620939432e-13,2.2861226347611242e-20,3.8943827559327818e-15,5.3289298355475033e-13,1.7531454341901673e-12
7.917791544061334e-08,0.0011887357728339262,4.7695196353152689e-14,8.1036405544989337e-16,1.1925875740798315e-12,3.4369219226334616e-19,1.4754123164553836e-12,0.0,0.0,6.0132538249106082e-08,1.2760073413269168e-09,3.1032463593503923e-19,1.1617720941811268e-22,5.2535827920923121e-20,2.1597406598219864e-47,1.9678094969703023e-35,9.4568153995164911e-25,2.1456297765843797e-22,3.6060952440721516e-19,3.1000455090930179e-34,-1.5976060933969077e-31,8.0946617174691909e-22,2.6643035251855178e-29,4.7796013500909349e-28,1.8184502032607337e-26,2.357816368110678e-21,4.9119002523323399e-22,4.2005868612740284e-20,1.9131406034385568e-09,2.7087296716956304e-28,2.2805949386576684e-24,5.9880771891916706e-18,3.147951726141207e-26,2.2276852924104447e-29,5.020144071747377e-20,3.9742858475630275e-22,0.35999999999999999,0.0,0.0098652448658553341,0.10879232613183103,3.9532700657393308e-12,9.4418670820125985e-13,6.1302309550964462e-11,9.5294912812961883e-14,0.0,1.0138926532416211e-10,3.6924967372622661e-21,7.9096045512004834e-22,3.2879557403986245e-07,2.1694479718814506e-12,0.0,4.8503678919578362e-21,0.0,0.0,0.0,1.2959767804695492e-50,1.5646120909399756e-06,1.13136041609458e-05,9.3369061990840399e-07,1.005022270307495e-05,2.774832857863923e-07,1.9000238878577333e-09,2.846395539706545e-07,4.4337787925116379e-12,3.3244219734451323e-12,1.1847066620691253e-17,5.5721962791522196e-19,5.2632263471189989e-12,5.88992047780728e-13,2.7721918535370747e-20,4.3606445605493672e-15,6.0134974522903388e-13,2.0621914551545349e-12
8.219231031684461e-08,0.0011887347719505927,4.9526152337753558e-14,8.7388215033496574e-16,1.3501239166566817e-12,3.9895977280547829e-19,1.7401226506936982e-12,0.0,0.0,6.4605172176686206e-08,1.4761286825476783e-09,3.6279490631563207e-19,1.3525251151808411e-22,5.9027182399727694e-20,2.728549968524896e-47,2.3922219738979379e-35,1.1030282183936682e-24,2.5795269172385789e-22,4.19218254979443e-19,4.297559341983734e-34,2.019942156363117e-31,9.4083528846052437e-22,2.8643175645009796e-29,5.5757369143676131e-28,2.3574911935217929e-26,2.7372065840056247e-21,5.9230876645641241e-22,4.698545660225632e-20,2.0597307493713644e-09,3.6194027082625578e-28,2.8352620252784944e-24,6.6643949031386968e-18,3.6677389022967455e-26,2.6166806314119837e-29,5.8255363141398027e-20,5.041546396673474e-22,0.35999999999999999,0.0,0.0098643107026064377,0.10879191827445119,4.106826883762966e-12,1.0380531682192647e-12,6.3505304669356645e-11,1.1150368644100144e-13,0.0,1.0908254550639579e-10,4.276472009083651e-21,9.8265138433035642e-22,3.6480019703628351e-07,2.5125357687556326e-12,0.0,5.5824046992227898e-21,0.0,0.0,0.0,1.7724718471264941e-50,1.619855699674738e-06,1.1718046071559677e-05,9.6883060519043937e-07,1.0410607462417836e-05,2.8740810604093992e-07,2.04517087759077e-09,3.1750553133004716e-07,4.77252856580146e-12,3.5784113431763414e-12,1.4259518207727005e-17,6.7073790394886159e-19,6.0974353789376888e-12,6.5413560279800412e-13,3.3367624291785228e-20,4.8610996389201331e-15,6.7523760900885049e-13,2.4100363598451408e-12
8.520670519307588e-08,0.0011887337713922706,5.13463258784386e-14,9.3969120006435732e-16,1.520777209641146e-12,4.6048242843486652e-19,2.0391542377279358e-12,0.0,0.0,6.9218171175034094e-08,1.6983211430838835e-09,4.2162237840400086e-19,1.5659005060567456e-22,6.6022249332872957e-20,3.4151509177791041e-47,2.8859221040498584e-35,1.2789677287989425e-24,3.0841301934342896e-22,4.8464970864945814e-19,5.8820008744156268e-34,1.5052646443006184e-31,1.0874595101938895e-21,3.0853196618553238e-29,6.4660491832668454e-28,3.026883966766603e-26,3.1600036626412728e-21,7.0931211293802961e-22,5.233510382087081e-20,2.2114774316191178e-09,4.7905481054821011e-28,3.4961441176931665e-24,7.3869089766893812e-18,4.2485713696886563e-26,3.0551428411984981e-29,6.7226480867449142e-20,6.3370858312548326e-22,0.35999999999999999,0.0,0.0098633773174845955,0.10879151038030668,4.2600651116649693e-12,1.1378862379387118e-12,6.5693770086728078e-11,1.2974285322546313e-13,0.0,1.1702256258921457e-10,4.9253794994599165e-21,1.2114223377404866e-21,4.032336416367176e-07,2.8937695654042403e-12,0.0,6.3930369226164529e-21,0.0,0.0,0.0,2.395460942862453e-50,1.6747317725973286e-06,1.2119798710684764e-05,1.0039409911230381e-06,1.0768591958223019e-05,2.9726690033144864e-07,2.1953580767123933e-09,3.5271177176900904e-07,5.1230419529572521e-12,3.8412206571779559e-12,1.7045471333290821e-17,8.0183879030513782e-19,7.0253574402279249e-12,7.2371943397087324e-13,3.9887496625703378e-20,5.3966723371467443e-15,7.547225553656684e-13,2.7996860390534859e-12
8.822110006930716e-08,0.0011887327711598494,5.3155390122996782e-14,1.0077753676639466e-15,1.7049913792902718e-12,5.286814325393375e-19,2.3753189434651361e-12,0.0,0.0,7.3968918221936197e-08,1.94402558124377e-09,4.8729180724049231e-19,1.8036242395171028e-22,7.3537831712604239e-20,4.2377766742663749e-47,3.4567624336546279e-35,1.4748453136569439e-24,3.6684235472648034e-22,5.5740316098810628e-19,7.9555400434990232e-34,2.4437930498820384e-33,1.2504493946404151e-21,3.2845604455843916e-29,7.4573655808781036e-28,3.8515006702503273e-26,3.6292672073449413e-21,8.4397213745354639e-22,5.8066517232816576e-20,2.3683460690877357e-09,6.2846676362971227e-28,4.2783997236077505e-24,8.1567371318026562e-18,4.8948738192234116e-26,3.5472477785711038e-29,7.7178881356366437e-20,7.8979855613312256e-22,0.35999999999999999,0.0,0.0098624447254105213,0.10879110245096391,4.4129504591046231e-12,1.2438366010859643e-12,6.7867320384282752e-11,1.501814923901462e-13,0.0,1.2520473986053493e-10,5.6434938068260947e-21,1.482675791344048e-21,4.4415825038045584e-07,3.3156604153927882e-12,0.0,7.2874600797843299e-21,0.0,0.0,0.0,3.2017452303717827e-50,1.7292307075339109e-06,1.2518794817346795e-05,1.0390218026351996e-06,1.1124113583388223e-05,3.0705801793996189e-07,2.3505445032248428e-09,3.9032214161928188e-07,5.4852231986017325e-12,4.1127781099646453e-12,2.0245581937201057e-17,9.5243694755655868e-19,8.0533919180126177e-12,7.9785921840484813e-13,4.7376696746987486e-20,5.9682509833630092e-15,8.3996470751721523e-13,3.2342351866677152e-12
9.123549494553843e-08,0.0011887317712541675,5.4953026216138163e-14,1.0781183780049634e-15,1.9031955640528697e-12,6.0398608814635894e-19,2.7515230209567324e-12,0.0,0.0,7.8854743815689202e-08,2.2147078659610892e-09,5.6030393569156143e-19,2.0674855292159381e-22,8.1590450618739736e-20,5.2164055106164127e-47,4.1130917143294346e-35,1.692041503194197e-24,4.3422201469287883e-22,6.3799359066250405e-19,1.0641634288588535e-33,3.0449778366011173e-31,1.4309497752841305e-21,3.5156389405742756e-29,8.5566859188021356e-28,4.8597579750221529e-26,4.1481397683054307e-21,9.9818214608702662e-22,6.4191198929750146e-20,2.5303011901788819e-09,8.176580189690348e-28,5.1986364795923599e-24,8.974958760061733e-18,5.6111960574013043e-26,4.09737546888958e-29,8.8178340080890503e-20,9.765519241334568e-22,0.35999999999999999,0.0,0.0098615129408171406,0.108790694487997,4.5654490825603855e-12,1.3560499613230987e-12,7.0025582281972958e-11,1.7299586503405294e-13,0.0,1.3362440917332803e-10,6.4351649293720126e-21,1.8023472007125351e-21,4.8763437805826081e-07,3.7807636551023435e-12,0.0,8.2709992191544141e-21,0.0,0.0,0.0,4.2354182190165615e-50,1.7833432109687166e-06,1.2914969278463333e-05,1.0740730646906498e-06,1.1477111745694976e-05,3.1677986086426666e-07,2.5106881320605622e-09,4.3039845941087754e-07,5.8589741133922096e-12,4.3930100714892764e-12,2.3903120524594385e-17,1.1245702163708186e-18,9.1880878414833765e-12,8.7666698890117107e-13,5.5936505847474996e-20,6.5766874741594881e-15,9.3111823825331775e-13,3.7168640775775823e-12
9.424988982176971e-08,0.0011887307716760163,5.6738924108852762e-14,1.1507035303302954e-15,2.1158037960688218e-12,6.8683307417814211e-19,3.1707640775633463e-12,0.0,0.0,8.3872929237572128e-08,2.5118565825842774e-09,6.4117523859575572e-19,2.3593366397130279e-22,9.0196338688561568e-20,6.3727355115097996e-47,4.8637465594884651e-35,1.9319696585175489e-24,5.1162075178902727e-22,7.2695142405062288e-19,1.4088315319349102e-33,1.7897505342331798e-31,1.630139149651019e-21,3.7947710313782664e-29,9.7711717489368083e-28,6.0839556374093757e-26,4.7198443786655014e-21,1.1739597791935166e-21,7.0720441943949761e-20,2.6973064614835336e-09,1.0555344198880705e-27,6.2749793954813048e-24,9.8426153061369284e-18,6.4022094797663374e-26,4.7101172260850996e-29,1.0029226746031973e-19,1.1985418730963802e-21,0.35999999999999999,0.0,0.0098605819776430379,0.10879028649298654,4.7175278232996248e-12,1.4746669768441381e-12,7.2168195074451599e-11,1.9836937709824145e-13,0.0,1.4227681642571354e-10,7.3048114240200904e-21,2.1769313915677615e-21,5.3372036381606895e-07,4.2916748868185906e-12,0.0,9.349104690196456e-21,0.0,0.0,0.0,5.5489390007306398e-50,1.837060302401544e-06,1.3308259158755283e-05,1.1090948022860323e-06,1.1827527894876623e-05,3.2643088455241236e-07,2.6757459309352396e-09,4.7300046824579506e-07,6.2441941576820298e-12,4.68184114986737e-12,2.8064015800633753e-17,1.3204016743233789e-18,1.0436136613178474e-11,9.6025108115032766e-13,6.5674427199231352e-20,7.2227969292314123e-15,1.0283312886355124e-12,4.250835297912477e-12
9.726428469800098e-08,0.001188729772426132,5.8512783723176262e-14,1.2255137106947056e-15,2.3432147267935897e-12,7.7766578430191035e-19,3.6361279683356621e-12,0.0,0.0,8.9020709829039006e-08,2.8369807350704447e-09,7.3043766071224702e-19,2.68109266297603e-22,9.9371433934861097e-20,7.730710471159876e-47,5.7180641920893632e-35,2.1960745802480665e-24,6.0019927592659052e-22,8.248222740294319e-19,1.8471817676691023e-33,1.7288502376874196e-31,1.8492290551949801e-21,4.0291522402676439e-29,1.1108161974560794e-27,7.5606307197108095e-26,5.3476820661466556e-21,1.3734500129035463e-21,7.7665326389509192e-20,2.8693247172148135e-09,1.3526401097479495e-27,7.5271378286695181e-24,1.0760710660948744e-17,7.2727035076602214e-26,5.3902833985423952e-29,1.1358965542847218e-19,1.4608141289472524e-21,0.35999999999999999,0.0,0.009859651849326646,0.10878987846751814,4.8691541640138335e-12,1.5998232020591167e-12,7.4294810688456589e-11,2.2649253134089806e-13,0.0,1.5115712732532957e-10,8.2569135540894288e-21,2.6135084582672623e-21,5.8247250645440505e-07,4.8510259570710087e-12,0.0,1.0527347858206185e-20,0.0,0.0,0.0,7.2043087899475835e-50,1.8903733178832578e-06,1.3698603727211918e-05,1.1440870404490769e-06,1.2175305546760773e-05,3.360095985527913e-07,2.8456738970114003e-09,5.1818581147190192e-07,6.640780526980006e-12,4.9791942554365092e-12,3.2776894156825643e-17,1.5422214972725379e-18,1.1804364676737253e-11,1.0487160867061259e-12,7.6704278544783356e-20,7.9073573734293571e-15,1.1317458983860066e-12,4.8394904339124069e-12
9.999999999999998e-08,0.0011887287735051935,6.0111987042242755e-14,1.2953190177099531e-15,2.5627364581957794e-12,8.6739042145030388e-19,4.1010516100010307e-12,0.0,0.0,9.3802403322032478e-08,3.1575436307471129e-09,8.1916987739849866e-19,3.0006460473172679e-22,1.0820412538655613e-19,9.1595396179959456e-47,6.591379365346547e-35,2.4579276687995503e-24,6.9131870918464723e-22,9.2183006220575646e-19,2.3435147233918949e-33,2.3108675206274621e-31,2.0663330244397929e-21,4.2345900188287809e-29,1.2433860635290861e-27,9.153753672906173e-26,5.9688963692410853e-21,1.576929223790103e-21,8.4337055679423395e-20,3.0297473527584209e-09,1.6839271349177521e-27,8.8336062581574892e-24,1.1638399997462553e-17,8.1356308529720658e-26,6.0701527773626346e-29,1.267412396073602e-19,1.7383495263766367e-21,0.35999999999999999,0.0,0.0098588084445049001,0.10878950813880649,5.0063442703699505e-12,1.7191786154117585e-12,7.6210692734015376e-11,2.5456138539334867e-13,0.0,1.5940961367191121e-10,9.1961714311858133e-21,3.0698248035494308e-21,6.2907089735674998e-07,5.4028291205449234e-12,0.0,1.1688111669279634e-20,0.0,0.0,0.0,9.0634117079945736e-50,1.9384007926438262e-06,1.4050262516935967e-05,1.1758187468353135e-06,1.2488601740095362e-05,3.4463896757577499e-07,3.0040700237216039e-09,5.6147654070656245e-07,7.0104532975695044e-12,5.2563678354654973e-12,3.7574898013478437e-17,1.7680564584756911e-18,1.3155959301341128e-11,1.1333120955679688e-12,8.7933443945482147e-20,8.5625357539954192e-15,1.2310820470545336e-12,5.4239243799516545e-12
1.0027867957423226e-07,0.0011887287735051935,6.0274315194360816e-14,1.3025314055892304e-15,2.5858113939571721e-12,8.7693365791126877e-19,4.1507856244303701e-12,0.0,0.0,9.4295278276973091e-08,3.1916074496596019e-09,8.2863834873554697e-19,3.0347312729474515e-22,1.0913137411797961e-19,9.3164294621656928e-47,6.6858886024213798e-35,2.4858316731749233e-24,7.0121477227087124e-22,9.3216667339914534e-19,2.4000566744740949e-33,1.8660299037103721e-31,2.0894634339154277e-21,4.2639340882377902e-29,1.2575136565752003e-27,9.3309270760133934e-26,6.0350293440300072e-21,1.5989280605215633e-21,8.5036715546670481e-20,3.0463179890445818e-09,1.7213955222081527e-27,8.976470994252021e-24,1.1730211564256564e-17,8.2275819922680788e-26,6.1429117666496859e-29,1.2814102370740212e-19,1.7689137255780646e-21,0.35999999999999999,0.0,0.0098587225688012339,0.1087894704131812,5.0202961166852343e-12,1.7316490365844175e-12,7.6405093649817452e-11,2.5756286854643269e-13,0.0,1.6026043322946518e-10,9.2960064586351742e-21,3.1197690783572082e-21,6.3394504291116255e-07,5.4614809387251341e-12,0.0,1.1811416770343157e-20,0.0,0.0,0.0,9.2743548620297094e-50,1.9432739131394617e-06,1.4085944480123971e-05,1.1790498042367496e-06,1.2520390304097246e-05,3.4551456707950222e-07,3.0204270940239939e-09,5.6601001163947595e-07,7.048628238863807e-12,5.2849906659565011e-12,3.8093115007169162e-17,1.7924486249885732e-18,1.3299726134566171e-11,1.1421628118519063e-12,8.9146274762246194e-20,8.6311095198250504e-15,1.241497947384575e-12,5.4862467259667262e-12
1.0329307445046353e-07,0.0011887277749138316,6.202323843433993e-14,1.3817387163844896e-15,2.8439610275181798e-12,9.8509151070082843e-19,4.7179898250661515e-12,0.0,0.0,9.9693787900408147e-08,3.5772796850434828e-09,9.363393778016245e-19,3.4222924544704953e-22,1.1949149145928838e-19,1.1157779858839909e-46,7.7775616111144264e-35,2.8027453134708912e-24,8.1602540315686838e-22,1.0495598031086114e-18,3.0919503230438835e-33,3.3102448896884746e-31,2.3521179860925896e-21,4.5099300065676577e-29,1.4179717798561886e-27,1.1440979651199929e-25,6.7853356832770787e-21,1.8528021732944687e-21,9.2845252173846019e-20,3.2282475360037193e-09,2.1763605674326362e-27,1.0646051826243067e-23,1.2752048016637598e-17,9.2718595922181713e-26,6.973276623145721e-29,1.4401836581518677e-19,2.1289117479145046e-21,0.35999999999999999,0.0,0.009857794148490669,0.1087890623315677,5.170922281856841e-12,1.8702696828904974e-12,7.8498721252932954e-11,2.9178489820931866e-13,0.0,1.6958175682677351e-10,1.0426673327349974e-20,3.7040391539297093e-21,6.8819012990145409e-07,6.1257321228501818e-12,0.0,1.3207111779620397e-20,0.0,0.0,0.0,1.184412577248141e-49,1.9957540664827864e-06,1.4470225160711941e-05,1.2139831187333888e-06,1.2862729873897533e-05,3.5494440949441544e-07,3.1999596895173147e-09,6.1652645271341495e-07,7.467630219907599e-12,5.5991500917845166e-12,4.4066801982006261e-17,2.0736322314961519e-18,1.4929295328427985e-11,1.2406882423609091e-12,1.031271008298926e-19,9.3947566354884322e-15,1.3577171082010005e-12,6.1945936940771379e-12
1.063074693266948e-07,0.0011887267766526233,6.3759282922958766e-14,1.4631173736521091e-15,3.1180148923808733e-12,1.1025988711924211e-18,5.3410719211126165e-12,0.0,0.0,1.0521335593234815e-07,3.9955539538631708e-09,1.0541174728102522e-18,3.8458782345805161e-22,1.3046680757528507e-19,1.3284950978049351e-46,9.0039118259737448e-35,3.148348398738603e-24,9.4609478217228466e-22,1.1775912155165137e-18,3.9514808782272561e-33,1.6103793942245357e-31,2.6384995137808238e-21,4.7883026978156204e-29,1.592969187980399e-27,1.3942313086933506e-25,7.6021209680188556e-21,2.1376163401143786e-21,1.0110135532309143e-19,3.4150738745780666e-09,2.7345245674301043e-27,1.256072901464388e-23,1.3827113700685331e-17,1.0410658128761667e-25,7.8868985662390623e-29,1.6129509484581632e-19,2.5474319783247626e-21,0.35999999999999999,0.0,0.009856866600305934,0.10878865422427107,5.3210019504323707e-12,2.015805112358425e-12,8.0575383757411481e-11,3.2937001895854806e-13,0.0,1.7911605776900672e-10,1.165353859898676e-20,4.3753036949414834e-21,7.4525782868673101e-07,6.8464960290285272e-12,0.0,1.472034113349299e-20,0.0,0.0,0.0,1.5012401334698534e-49,2.0478060809248894e-06,1.4851391775380265e-05,1.2488870090488268e-06,1.3202274081913693e-05,3.6429780070673212e-07,3.3842249923112243e-09,6.6978636550788298e-07,7.897677392920906e-12,5.9215907412546932e-12,5.0754869994882293e-17,2.3884530010354457e-18,1.6700259396109836e-11,1.3443855139913411e-12,1.1877997513620928e-19,1.0198964412865052e-14,1.4805268096761982e-12,6.9680897406704685e-12
1.0932186420292608e-07,0.001188725778722083,6.5482187992988238e-14,1.5466487511106665e-15,3.4083081659023084e-12,1.2299193231453965e-18,6.0234385179474355e-12,0.0,0.0,1.1085106679049327e-07,4.4479980602034835e-09,1.1825637248917362e-18,4.3076523450065514e-22,1.4207202881479125e-19,1.5730655053582388e-46,1.0376263536348676e-34,3.5241989139200844e-24,1.0929964089929003e-21,1.3168645531462295e-18,5.0118998703306021e-33,1.5166429532556049e-31,2.9499452549322666e-21,5.0805139863913915e-29,1.7832963569374346e-27,1.6892254079242254e-25,8.4889729381240006e-21,2.4560528857974584e-21,1.098152174234733e-19,3.6067568091384733e-09,3.4156244877357361e-27,1.4747187053058269e-23,1.4956266411034498e-17,1.1649202920789223e-25,8.8895550273729062e-29,1.8004598909143133e-19,3.0316773764550477e-21,0.35999999999999999,0.0,0.0098559399356424326,0.10878824609288476,5.4705050980317171e-12,2.1683700386852606e-12,8.2634784427100879e-11,3.7053642902383252e-13,0.0,1.8885823838127845e-10,1.2981261229325979e-20,5.1432298645877393e-21,8.0519609294026485e-07,7.626509444104944e-12,0.0,1.6357116533621319e-20,0.0,0.0,0.0,1.8893320533957344e-49,2.0994225857588249e-06,1.5229392606634719e-05,1.2837615003165042e-06,1.3538974884034561e-05,3.7357347149002446e-07,3.5731754903198793e-09,7.2583881630334218e-07,8.3386587655170327e-12,6.2522293871238404e-12,5.8217048206234814e-17,2.7397242104845211e-18,1.8619910817268267e-11,1.4533438886552585e-12,1.3624470317427988e-19,1.1044360934646722e-14,1.6100442112981054e-12,7.8103587365898452e-12
1.1233625907915735e-07,0.001188724781122678,6.7191703178768394e-14,1.6323138796018282e-15,3.7151598487863641e-12,1.3675198508518812e-18,6.7685681248412987e-12,0.0,0.0,1.1660397533076179e-07,4.9361888576707686e-09,1.3222833033216061e-18,4.8098398680290926e-22,1.5432154206809557e-19,1.8529693748721339e-46,1.1906417579576316e-34,3.9318781374119213e-24,1.2584180538779948e-21,1.4679972633221424e-18,6.3116429008262198e-33,3.4093566081095306e-31,3.2878222092076895e-21,5.3462289253923048e-29,1.9897542517657888e-27,2.0354356885108255e-25,9.4495446220471308e-21,2.81093496768535e-21,1.1899680143285612e-19,3.803255462550836e-09,4.242492998235756e-27,1.723400414185047e-23,1.6140328492767408e-17,1.2992819103669032e-25,9.9872915522043573e-29,2.0034713756630533e-19,3.5894563244658948e-21,0.35999999999999999,0.0,0.0098550141653779635,0.10878783793900124,5.6194023498531858e-12,2.3280738986050153e-12,8.4676639519474676e-11,4.1550902705830759e-13,0.0,1.9880314936812241e-10,1.4414528009826113e-20,6.0181891108745869e-21,8.6805075966053185e-07,8.4685254972526709e-12,0.0,1.8123548673297699e-20,0.0,0.0,0.0,2.3618130378322595e-49,2.1505965380437795e-06,1.5604178222713946e-05,1.3186066176915723e-06,1.3872786374218498e-05,3.827702087188263e-07,3.7667628885577632e-09,7.8473069859680941e-07,8.7904615188987822e-12,6.5909814331455151e-12,6.6515898916703066e-17,3.1303926198320396e-18,2.069563996124506e-11,1.5676487362632403e-12,1.5566772170178222e-19,1.1931536743945021e-14,1.7463801883485546e-12,8.7250865961321947e-12
