Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259),S(423),S(422),C7H9O(956),S(1059),C5H8(381),C7H8(253),S(1058),S(160),S(1870),S(1888),S(1972)
8.659149932780936e-07,0.001204480703048819,1.8071059674980046e-13,4.580856327199514e-14,3.9902270778040451e-10,6.6171146708322436e-16,9.0231975748912279e-09,0.0,0.0,1.2806877603475202e-06,2.1539435889862457e-06,2.4647243237337441e-15,1.0985261327486124e-18,2.8476790803526502e-17,1.3715000905991691e-42,3.231358186808154e-31,3.5234860107846998e-21,2.4894573871508117e-17,2.5057765652958722e-15,9.9688350624977052e-27,1.8062365157812456e-27,5.3540061012119345e-18,2.5586610128025608e-27,1.7918557562732431e-24,3.0603243301002661e-20,1.0860304128140708e-17,2.9343528231206697e-17,2.0343233054017573e-17,1.1206621714520818e-07,1.0222762504900353e-20,2.6540653182648017e-19,1.668653253668218e-15,1.6314422043144307e-22,2.1228735413380085e-24,2.1819159366124406e-16,1.3593887941927815e-16,0.35999999999999999,0.0,0.009649527249060012,0.10868982581591086,1.8061928567333609e-11,1.8614802930368224e-10,2.1150146322831699e-10,7.2417771998523157e-10,0.0,2.2144972545965311e-09,6.3756894511538318e-18,8.5130185164909702e-17,7.7017132405013126e-05,3.7450470323783248e-09,0.0,1.6840932255738873e-17,0.0,0.0,0.0,2.8509625647417399e-43,5.3545755124617944e-06,3.9162900041850716e-05,9.0948844693083143e-06,3.4479848631596859e-05,9.5035095717695695e-07,9.4906512048450901e-08,7.4285054819338086e-05,2.1889574024112342e-10,1.6418042761140989e-10,3.4485822240480599e-13,1.6075266209639716e-14,1.6052455804947169e-08,1.4073599457867431e-10,7.9776741832522889e-16,9.4533195237363343e-13,1.5570175852085116e-10,1.4554450591143415e-09,7.8094358203053705e-09
8.806322556163741e-07,0.0012044761528926277,1.8075421532869384e-13,4.6716044788580305e-14,4.0846265583134044e-10,6.8302046990193534e-16,9.4353070165989705e-09,0.0,0.0,1.2865195880075936e-06,2.2212879188273901e-06,2.6019778852578421e-15,1.1619137531291352e-18,2.9481996686051763e-17,1.4313236307979658e-42,3.3713272566320671e-31,3.6713567137157511e-21,2.6575995659129902e-17,2.645095750922372e-15,1.091001161879568e-26,8.8128342573832311e-27,5.6480185238748881e-18,5.0030249904511425e-27,1.8675014066152557e-24,3.2960869989288694e-20,1.1382936877584619e-17,3.1346339214290896e-17,2.1058148101779763e-17,1.1448038249083562e-07,1.1213909484240899e-20,2.8061030548126826e-19,1.7126463620072487e-15,1.7112692922834798e-22,2.3050398636065188e-24,2.2845696811163134e-16,1.4523200535707841e-16,0.35999999999999999,0.0,0.0096456958896154778,0.10868794186265819,1.8082664571267617e-11,1.9064499382544209e-10,2.1149809807400549e-10,7.5754008166646815e-10,0.0,2.2243023814753925e-09,6.5748026770905359e-18,8.9813996672690317e-17,7.8900465745587476e-05,3.862004139732292e-09,0.0,1.7623447473781208e-17,0.0,0.0,0.0,3.1151967422004613e-43,5.3544712515376814e-06,3.9161809782368202e-05,9.2312986420352755e-06,3.4478825684112625e-05,9.5031174631454777e-07,9.6618814964005378e-08,7.6095953009460148e-05,2.228421239338403e-10,1.6714036834287909e-10,3.6377342765647734e-13,1.6956798267224811e-14,1.6714049755417717e-08,1.4418190619163036e-10,8.4151356265234747e-16,9.6686564937300599e-13,1.592825604465016e-10,1.5208643966580425e-09,8.1619261339107078e-09
8.953495179546546e-07,0.0012044716064795154,1.8078888763420783e-13,4.7620047382210544e-14,4.178998853513711e-10,7.044536353686683e-16,9.8569081772724027e-09,0.0,0.0,1.2920381229693236e-06,2.2889269515747727e-06,2.744106899099328e-15,1.2276304179747046e-18,3.0502970762006408e-17,1.4921913916929954e-42,3.5139936090401361e-31,3.8219861476759112e-21,2.8332356862220315e-17,2.7893631066803442e-15,1.191772375257811e-26,-4.0333440374639049e-27,5.9522606127064144e-18,3.054633402034874e-28,1.9446241287940971e-24,3.5442347949865575e-20,1.1919268672449624e-17,3.3442331359962268e-17,2.1784232957501702e-17,1.1689446305568711e-07,1.2276123255741688e-20,2.9629289941926667e-19,1.756683581873941e-15,1.7932674747533661e-22,2.4987308094104869e-24,2.3897634703578041e-16,1.5494509744721545e-16,0.35999999999999999,0.0,0.0096418683489609917,0.10868605940918998,1.8101583556495302e-11,1.9514162491361966e-10,2.1148678841256837e-10,7.9160735410290249e-10,0.0,2.2335583410095511e-09,6.7747606672202183e-18,9.4635014479306128e-17,8.0783898630096038e-05,3.9794574685383863e-09,0.0,1.8424856528677795e-17,0.0,0.0,0.0,3.3975831750738528e-43,5.3541677618944962e-06,3.9159051427307768e-05,9.3671517598566805e-06,3.4476512864885367e-05,9.5023205530710275e-07,9.8318622552018559e-08,7.790668225583166e-05,2.2675958261064415e-10,1.7007861438757383e-10,3.8327154420957166e-13,1.7865480824019448e-14,1.7387399967399506e-08,1.4762801564644729e-10,8.8660699589025455e-16,9.8837654452036314e-13,1.6285957087188354e-10,1.5877645207700532e-09,8.5224273394494683e-09
9.100667802929351e-07,0.0012044670638163557,1.8081544414222253e-13,4.852055706958653e-14,4.2733415838020369e-10,7.2600528947191698e-16,1.0287990856257711e-08,0.0,0.0,1.2972598937326976e-06,2.356841958836963e-06,2.8911899345698491e-15,1.2957131175126663e-18,3.1539700978501004e-17,1.5542319989841003e-42,3.6593408652695926e-31,3.9753459339295813e-21,3.0165258530329665e-17,2.9386586747553716e-15,1.299511243120741e-26,6.274507454297811e-27,6.2668906845768127e-18,3.5664618650270753e-27,2.0231493950168352e-24,3.805106777103522e-20,1.2469345169361105e-17,3.5633781486065088e-17,2.2521479345929495e-17,1.1930837314740216e-07,1.3412691756003086e-20,3.1245529099408e-19,1.8007570265429285e-15,1.8774473615592301e-22,2.7044174434653788e-24,2.4974998882886022e-16,1.6508734003491003e-16,0.35999999999999999,0.0,0.009638044585811632,0.10868417845249453,1.8118807377836821e-11,1.9963761169738648e-10,2.1146838105251745e-10,8.2637260562565681e-10,0.0,2.2422941978588792e-09,6.9755075392216355e-18,9.9593218967074375e-17,8.2667277761028912e-05,4.0973741272969804e-09,0.0,1.9245159123933564e-17,0.0,0.0,0.0,3.6989361166971747e-43,5.3536856721874312e-06,3.915479169088706e-05,9.5024459205283448e-06,3.4473047825655003e-05,9.5011593288999139e-07,1.0000597041309073e-07,7.9717106099360684e-05,2.3064820201970593e-10,1.7299523035499417e-10,4.0335495812999137e-13,1.8801424029983658e-14,1.8072391929327171e-08,1.5107404088773285e-10,9.3305318326470664e-16,1.009862550149528e-12,1.6643272893266776e-10,1.6561438583028155e-09,8.8909306298571647e-09
9.233123163973875e-07,0.0012044629785981913,1.8083302984484317e-13,4.9328021481656273e-14,4.3582231741039347e-10,7.4549865750787602e-16,1.0684063393045708e-08,0.0,0.0,1.3017187452294096e-06,2.4181868227630977e-06,3.0278652573032109e-15,1.3590409795418867e-18,3.2486221689769557e-17,1.6109464669226678e-42,3.7924334379943508e-31,4.1156915005566637e-21,3.1881632195655702e-17,3.0773899284182902e-15,1.4026994494976098e-26,2.0322786931098675e-27,6.5590702370350698e-18,2.765742385651151e-27,2.0950787623327571e-24,4.0510511189473099e-20,1.2976202393084372e-17,3.7689586695736871e-17,2.3194539540225283e-17,1.2148068300367609e-07,1.4501947910575602e-20,3.2741236764928788e-19,1.8404480771813587e-15,1.9550832288474327e-22,2.900188349205482e-24,2.5966386120613037e-16,1.7458985907542062e-16,0.35999999999999999,0.0,0.0096346063974857444,0.10868248686969324,1.8132953127824222e-11,2.0368321871809309e-10,2.1144637079361346e-10,8.58252380905488e-10,0.0,2.2497346236323347e-09,7.1568104488795629e-18,1.0417285160495078e-16,8.4362158444055188e-05,4.2038696280599356e-09,0.0,1.9999584014503304e-17,0.0,0.0,0.0,3.9870567421216381e-43,5.3531153875433865e-06,3.914979897914348e-05,9.623734483886977e-06,3.4469045654805333e-05,9.4998330222413233e-07,1.0151396581473792e-07,8.134612504840184e-05,2.3412338216043645e-10,1.7560175086473038e-10,4.2193230393487986e-13,1.9667165881123359e-14,1.8698745109488715e-08,1.5417518082466047e-10,9.7601557973892396e-16,1.0291802391102125e-12,1.696452363541147e-10,1.7189486712997535e-09,9.22941799667106e-09
9.352332988913946e-07,0.001204459304480039,1.8084417307275041e-13,5.0052310488752916e-14,4.434593875360034e-10,7.6311798713493473e-16,1.1047081594274875e-08,0.0,0.0,1.3055460798311623e-06,2.4735660461883829e-06,3.1544056322999594e-15,1.4177223218788801e-18,3.3348991092560976e-17,1.6627455632957671e-42,3.9140549029544336e-31,4.2438684100061678e-21,3.3481442819385618e-17,3.2058339324116314e-15,1.5008154524346839e-26,-1.3347690057252741e-27,6.829430876184981e-18,1.2659982481405131e-27,2.1607944517693749e-24,4.2816526005063922e-20,1.3441949502944598e-17,3.9608873323187637e-17,2.3808016182618723e-17,1.2343554910608418e-07,1.5538153585101244e-20,3.4120704041961333e-19,1.8761860086918605e-15,2.0264798376921944e-22,3.0853165189785447e-24,2.687627408633453e-16,1.8345119754154739e-16,0.35999999999999999,0.0,0.0096315145969857151,0.10868096547872658,1.8144652375451265e-11,2.0732347539744926e-10,2.1142258396459036e-10,8.8741860694910844e-10,0.0,2.2561057844041658e-09,7.3204627760461099e-18,1.083894375960464e-16,8.5887342194398928e-05,4.2999973358667379e-09,0.0,2.0691648145121493e-17,0.0,0.0,0.0,4.2605861509803805e-43,5.3525022017586483e-06,3.9144452701259329e-05,9.7325097866516463e-06,3.4464798135072302e-05,9.4984324338384118e-07,1.0286259189297785e-07,8.2811879114166219e-05,2.3723120926733964e-10,1.7793274253709534e-10,4.3906006536533626e-13,2.0465342183027594e-14,1.9270380274336431e-08,1.5696583268764863e-10,1.0156250006007202e-15,1.0465490821685242e-12,1.7253377094552071e-10,1.7764953581896898e-09,9.5395868604932439e-09
9.45962183136001e-07,0.0012044559998543396,1.8085069703703191e-13,5.0702202003317137e-14,4.5033085338904158e-10,7.7903417613818823e-16,1.137910101460436e-08,0.0,0.0,1.3088468487156905e-06,2.5235368755349408e-06,3.271189150134199e-15,1.4719181158409126e-18,3.4134309768503621e-17,1.7099832683603186e-42,4.0249961632584666e-31,4.3607289023989558e-21,3.4966607920451022e-17,3.3243745551010132e-15,1.5935224774405829e-26,7.8956965239500245e-28,7.0788207624479954e-18,1.8604753778342652e-27,2.2207311231894703e-24,4.4968425737891222e-20,1.3868897379413991e-17,4.1393212386802288e-17,2.4366398021793152e-17,1.2519472763666924e-07,1.651758064038899e-20,3.5389250867045958e-19,1.9083602287074361e-15,2.0919760996227321e-22,3.2593949478827495e-24,2.7709471077737911e-16,1.9168091782747135e-16,0.35999999999999999,0.0,0.0096287340426855095,0.10867959706289367,1.8154391121989684e-11,2.1059896308148981e-10,2.1139823982513333e-10,9.1404935746593344e-10,0.0,2.2615878769653431e-09,7.468116790771948e-18,1.1226119487254806e-16,8.7259785832505526e-05,4.3867277912912117e-09,0.0,2.132510024697856e-17,0.0,0.0,0.0,4.5186741552176604e-43,5.3518765675007233e-06,3.9139007594255668e-05,9.8300971380627564e-06,3.4460498904298312e-05,9.4970182283628085e-07,1.0406943837565643e-07,8.4130717777792195e-05,2.4001224419593676e-10,1.800186274790905e-10,4.5480655064665196e-13,2.1199139241468753e-14,1.9791214822235747e-08,1.5947701965864018e-10,1.0520395770060872e-15,1.0621673189000991e-12,1.7513123636125475e-10,1.8291147461714243e-09,9.8232141935623876e-09
9.566910673806075e-07,0.001204452697198207,1.8085413595360763e-13,5.1350228646825363e-14,4.5720048325212422e-10,7.9500421408840154e-16,1.1716140091644467e-08,0.0,0.0,1.3120168730273956e-06,2.5736243371501229e-06,3.3907488828798471e-15,1.5274384147368906e-18,3.4927987433166114e-17,1.757775744814409e-42,4.1373356527141748e-31,4.4790051660182968e-21,3.6495360324494777e-17,3.4457335171018156e-15,1.6905373639869048e-26,-7.8168334537554931e-28,7.3340202153127408e-18,1.9173586740986716e-27,2.2814287639679509e-24,4.7194151212922248e-20,1.4303228080676911e-17,4.3232451127363694e-17,2.4930702186562974e-17,1.2695369277975127e-07,1.7542799823627339e-20,3.6683423410478944e-19,1.9405416369733938e-15,2.1586504559394039e-22,3.4407458620856261e-24,2.8556221654129694e-16,2.0015542512293216e-16,0.35999999999999999,0.0,0.009625955433680276,0.1086782294382071,1.8163418520437753e-11,2.1387366321815416e-10,2.11371344381115e-10,9.4103843910019269e-10,0.0,2.2668409761479765e-09,7.61610022697345e-18,1.1620568227495266e-16,8.8631976802168487e-05,4.4736517517072486e-09,0.0,2.1968587176665835e-17,0.0,0.0,0.0,4.7883983536350504e-43,5.3511869636621264e-06,3.9133008902425786e-05,9.9273912374847361e-06,3.4455785675720692e-05,9.4954697330687655e-07,1.0526975521771034e-07,8.5449197283913586e-05,2.427781660518649e-10,1.8209317711768198e-10,4.7086783674814942e-13,2.1947596592234568e-14,2.0318033743797387e-08,1.6198774958381455e-10,1.0891816395364773e-15,1.077772865201642e-12,1.7772659680073773e-10,1.8825173053455676e-09,1.0111077680403054e-08
9.67419951625214e-07,0.0012044493965037914,1.8085470075116453e-13,5.1996391446209609e-14,4.640682481729478e-10,8.1102639498602232e-16,1.2058194688545789e-08,0.0,0.0,1.3150612666920401e-06,2.623822827255851e-06,3.5131152160258815e-15,1.584297350220859e-18,3.5730022457737565e-17,1.8061401569268895e-42,4.2510690811894221e-31,4.5986893800114244e-21,3.8068314090899877e-17,3.5699417764962935e-15,1.7919944805351812e-26,-2.6307777844995208e-27,7.5950904339506499e-18,9.5711722745219249e-28,2.342865367474598e-24,4.9495019253038905e-20,1.4744957287416886e-17,4.5127474857321031e-17,2.5500927601555291e-17,1.2871242418475353e-07,1.8615195144478047e-20,3.8003239937147059e-19,1.9727280950306555e-15,2.2265067260691267e-22,3.6295668876742301e-24,2.9416533465574343e-16,2.0887825118923927e-16,0.35999999999999999,0.0,0.0096231787590180737,0.10867686260356686,1.8171768887431398e-11,2.1714750210614117e-10,2.1134210345707834e-10,9.6838320625568874e-10,0.0,2.2718740693891905e-09,7.7643963846392487e-18,1.2022283738796587e-16,9.0003877113235706e-05,4.5607593816185832e-09,0.0,2.2622106749386311e-17,0.0,0.0,0.0,5.0701022436192535e-43,5.3504384144888975e-06,3.9126498168798908e-05,1.0024392884046801e-05,3.4450691906781846e-05,9.4937970366258658e-07,1.0646356623520032e-07,8.676728476717843e-05,2.4552903114677761e-10,1.8415643380341278e-10,4.8724460765529987e-13,2.2710745694875632e-14,2.0850795419351288e-08,1.644979525725408e-10,1.127052749048099e-15,1.093365087105928e-12,1.8031984985486246e-10,1.9367024051082304e-09,1.0403173787551135e-08
9.781488358698205e-07,0.0012044460977672503,1.8085258785643799e-13,5.2640692250792575e-14,4.7093412619572537e-10,8.2709908456714299e-16,1.2405260660708057e-08,0.0,0.0,1.3179849493848783e-06,2.6741269819479174e-06,3.638318530434674e-15,1.6425090258737694e-18,3.6540413547740702e-17,1.8550894105656248e-42,4.3661927747048832e-31,4.7197727860557304e-21,3.9686082325565012e-17,3.6970302869459999e-15,1.8980305122965018e-26,1.7159899900976452e-27,7.8620926048066614e-18,2.1939138231160192e-27,2.405041202118218e-24,5.1872347322898648e-20,1.5194100393322933e-17,4.7079169353362791e-17,2.6077073108613304e-17,1.3047090313680371e-07,1.973616905956026e-20,3.9348716166241235e-19,2.0049175931907636e-15,2.295548687738965e-22,3.8260582073482213e-24,3.0290413865941337e-16,2.178529238452759e-16,0.35999999999999999,0.0,0.009620404008398321,0.10867549655798529,1.8179474773538527e-11,2.2042041200466662e-10,2.1131070662698615e-10,9.960810261839083e-10,0.0,2.2766958014731765e-09,7.912989218650759e-18,1.2431259014835389e-16,9.1375451554714869e-05,4.6480412676438439e-09,0.0,2.3285656513642739e-17,0.0,0.0,0.0,5.3641337610553189e-43,5.3496356643384508e-06,3.9119513944366309e-05,1.0121102874632527e-05,3.44452483991304e-05,9.4920094990730009e-07,1.0765089642587793e-07,8.8084949932838694e-05,2.4826489725062725e-10,1.8620844081221539e-10,5.0393751247382178e-13,2.3488616393874854e-14,2.1389458668009742e-08,1.6700756383588834e-10,1.1656543863814559e-15,1.1089441997660138e-12,1.829109944047095e-10,1.9916694146546198e-09,1.0699498978915549e-08
9.88877720114427e-07,0.001204442800992501,1.8084798023406025e-13,5.3283133663878875e-14,4.7779810247747837e-10,8.4322071728258963e-16,1.275733386121238e-08,0.0,0.0,1.3207926527615084e-06,2.7245316671801357e-06,3.7663892032483369e-15,1.7020875159042202e-18,3.7359158880419805e-17,1.9045765222356934e-42,4.4826993602184734e-31,4.8422484595418533e-21,4.1349277208142731e-17,3.8270299976871342e-15,2.0087840725769546e-26,1.3938124862711076e-27,8.1350879016716625e-18,2.9114163636253181e-27,2.4679808735103415e-24,5.4327453566228327e-20,1.5650672514134922e-17,4.9088420837078427e-17,2.6659137522901322e-17,1.3222911242922735e-07,2.0907142421271722e-20,4.0719865465247681e-19,2.0371082442715252e-15,2.3657800794937345e-22,4.0304225738723788e-24,3.1177869922253044e-16,2.2708296711588252e-16,0.35999999999999999,0.0,0.0096176311721245279,0.10867413130070687,1.8186567070750764e-11,2.2369233066716306e-10,2.1127732773802198e-10,1.0241292804670104e-09,0.0,2.2813144856590664e-09,8.0618633379464123e-18,1.2847486311274619e-16,9.2746667492287255e-05,4.7354884008533287e-09,0.0,2.3959233771205932e-17,0.0,0.0,0.0,5.670846445207815e-43,5.3487833256099314e-06,3.9112092006046845e-05,1.0217522003893982e-05,3.4439483371516126e-05,9.4901158053162383e-07,1.0883177183921695e-07,8.9402164862468806e-05,2.5098582383024816e-10,1.8824924259756345e-10,5.2094716693919592e-13,2.4281236986210528e-14,2.1933982748155669e-08,1.6951652332883442e-10,1.2049879555932929e-15,1.1245110212551171e-12,1.8550003179795736e-10,2.0474177034227973e-09,1.1000049719949939e-08
9.996066043590335e-07,0.0012044395061699678,1.8084104827221611e-13,5.3923718990683728e-14,4.8466016817917404e-10,8.5938979341995409e-16,1.3114410144465677e-08,0.0,0.0,1.3234889273098066e-06,2.7750319688255912e-06,3.8973576078757076e-15,1.7630468659944854e-18,3.8186257114102563e-17,1.9546139077937112e-42,4.6005820375072245e-31,4.9661093205539573e-21,4.3058510019071594e-17,3.9599718546326732e-15,2.1243957549042863e-26,-3.7969436114192721e-27,8.4141374882148294e-18,5.2236776933612439e-28,2.53165334031461e-24,5.6861656851597369e-20,1.6114688499339356e-17,5.1156115958651128e-17,2.724712045443418e-17,1.3398703625474745e-07,2.2129554432229021e-20,4.2116699027780617e-19,2.0692982769072415e-15,2.4372046021407125e-22,4.2428653314345405e-24,3.2078908438616524e-16,2.3657190137744607e-16,0.35999999999999999,0.0,0.0096148602410625235,0.10867276683059836,1.8193075045118077e-11,2.2696320094469069e-10,2.1124212925376254e-10,1.0525253660692242e-09,0.0,2.285738115654232e-09,8.2110041387699193e-18,1.3270957189572303e-16,9.4117494693771129e-05,4.8230921592576019e-09,0.0,2.4642835594205547e-17,0.0,0.0,0.0,5.9905983026031815e-43,5.3478852947076752e-06,3.9104265544164772e-05,1.0313651064264546e-05,3.4433423234755416e-05,9.4881240164977211e-07,1.1000621947356664e-07,9.0718903846844301e-05,2.5369187512280102e-10,1.9027888753458729e-10,5.3827415485597889e-13,2.5088634253339821e-14,2.2484327344620092e-08,1.7202477543537032e-10,1.245054785356808e-15,1.1400645742549044e-12,1.8808696710635419e-10,2.1039466418212357e-09,1.1304822480598883e-08
9.999999999999997e-07,0.0012044362132913025,1.8084075200437701e-13,5.3947172084387794e-14,4.8491174293511467e-10,8.5998354736428444e-16,1.3127598082364525e-08,0.0,0.0,1.3235857307267865e-06,2.7768854176324299e-06,3.9022152873434965e-15,1.765308485726685e-18,3.8216743043178314e-17,1.9564596328011804e-42,4.6049305693384728e-31,4.9706771640394382e-21,4.3122065263958686e-17,3.9649027461344566e-15,2.1287290540068326e-26,-3.9481320902631698e-27,8.4244852453283133e-18,4.2173331631546748e-28,2.5340015640140194e-24,5.6956098719509679e-20,1.6131844223080529e-17,5.1233054274282493e-17,2.7268792489789837e-17,1.3405148837247775e-07,2.2175372950202676e-20,4.2168404949788417e-19,2.0704785542337399e-15,2.4398462464226065e-22,4.2508111732419092e-24,3.2112205017703893e-16,2.3692479761021658e-16,0.35999999999999999,0.0,0.0096147586755228834,0.10867271681456377,1.8193302929889801e-11,2.2708311322037168e-10,2.1124080602522991e-10,1.0535731417489061e-09,0.0,2.285896709706933e-09,8.2164775655246175e-18,1.3286622136297543e-16,9.4167751012989341e-05,4.8263071925279394e-09,0.0,2.4668091683615717e-17,0.0,0.0,0.0,6.0025751095986697e-43,5.3478515446685687e-06,3.9103971287633813e-05,1.031717032255267e-05,3.4433195740504758e-05,9.4880492174772954e-07,1.100491610982769e-07,9.0767175314258018e-05,2.5379081594326489e-10,1.9035309704832882e-10,5.3891552132440915e-13,2.5118520234801368e-14,2.2504616918552911e-08,1.7211673131053213e-10,1.2465378670570271e-15,1.1406346138059154e-12,1.8818178229643317e-10,2.1060342152184694e-09,1.1316077770280167e-08
1.01033548860364e-06,0.0012044362132913025,1.8083195062010242e-13,5.4562452188624402e-14,4.9152031904607335e-10,8.7560487630842095e-16,1.3476485369666265e-08,0.0,0.0,1.3260781491046511e-06,2.825623182936924e-06,4.0312541148585756e-15,1.8254011047722362e-18,3.9021708076271758e-17,2.0052487840371752e-42,4.7198421856633694e-31,5.091349121941338e-21,4.481439116012989e-17,4.0958868019213506e-15,2.2450086219694907e-26,3.7479611250075916e-28,8.6993025217912263e-18,2.4477255010256511e-27,2.5960434585216017e-24,5.9476276822988916e-20,1.6586162946171669e-17,5.3283141780847801e-17,2.784102185152228e-17,1.3574466010062144e-07,2.3404862604529616e-20,4.3539226046111195e-19,2.101486028961185e-15,2.5098259190346539e-22,4.4635943895852121e-24,3.2993535986601946e-16,2.463232434632348e-16,0.35999999999999999,0.0,0.0096120912065993953,0.10867140314652658,1.8199026448078658e-11,2.3023297040639333e-10,2.1120526112936847e-10,1.081266696309052e-09,0.0,2.2899743773651301e-09,8.3603975803122689e-18,1.3701662562929823e-16,9.5487905161306045e-05,4.9108442906542737e-09,0.0,2.53364588416748e-17,0.0,0.0,0.0,6.3237511030875306e-43,5.3469451543572934e-06,3.9096065343984936e-05,1.0409490845971514e-05,3.4427092374150498e-05,9.4860416078859473e-07,1.1117426719362804e-07,9.2035143224845052e-05,2.5638311606996398e-10,1.9229742435416507e-10,5.5591902942567362e-13,2.5910833559621522e-14,2.3040452553002107e-08,1.7453226863753439e-10,1.2858561342071089e-15,1.1556046549831906e-12,1.9067180521431647e-10,2.1612556019434781e-09,1.1613813737969068e-08
1.0210643728482465e-06,0.0012044329223662251,1.8082083501894663e-13,5.5199337810231678e-14,4.9837855608552655e-10,8.918645896342565e-16,1.3843555404740099e-08,0.0,0.0,1.3285645254998403e-06,2.8763008070575529e-06,4.1681090933863432e-15,1.8891642283452016e-18,3.9865511108870623e-17,2.0564183013566589e-42,4.8404743185913254e-31,5.2179583135494484e-21,4.6617530177649776e-17,4.2348057816784134e-15,2.3707678479934551e-26,3.690417487881941e-27,8.99064415260381e-18,4.6142891186367323e-27,2.6611991235268653e-24,6.2172633948638279e-20,1.7065110207819737e-17,5.5470385763857839e-17,2.8440840452101968e-17,1.375019706490926e-07,2.4734542720565184e-20,4.498745387410837e-19,2.1336699424365624e-15,2.583647659067704e-22,4.6928202098035801e-24,3.3921758909166829e-16,2.563405067889154e-16,0.35999999999999999,0.0,0.009609324060606458,0.10867004024788916,1.8204447673105952e-11,2.3350159097247827e-10,2.1116685894676535e-10,1.1103507019721353e-09,0.0,2.2940306591558897e-09,8.510030101246078e-18,1.4139592709985347e-16,9.6857872970388927e-05,4.9987368972861018e-09,0.0,2.6040100175331363e-17,0.0,0.0,0.0,6.6706726310130394e-43,5.3459667257671192e-06,3.9087519959237728e-05,1.0505042137048388e-05,3.4420512771246151e-05,9.48387550824788e-07,1.1233594362883007e-07,9.3350861230152792e-05,2.5905961084361401e-10,1.9430490087391986e-10,5.7388231454147518e-13,2.6747858931366902e-14,2.360231888337493e-08,1.7703895522840624e-10,1.3273931944023581e-15,1.1711329675391419e-12,1.9325455144009573e-10,2.2193439575212364e-09,1.1927019979232279e-08
1.031793257092853e-06,0.001204429633387042,1.8080783909653278e-13,5.5834380956435182e-14,5.0523488497073008e-10,9.0816761486374258e-16,1.421561612953086e-08,0.0,0.0,1.3309521011845689e-06,2.927060531441128e-06,4.3079529115530379e-15,1.9543502206709668e-18,4.0717664974573676e-17,2.1081050015773157e-42,4.9624662041161969e-31,5.3459317766278224e-21,4.8468535791639927e-17,4.3767597342675701e-15,2.5018203819805441e-26,-4.1832307737238997e-27,9.288223524809082e-18,1.1474034037995114e-27,2.7270898430917368e-24,6.4952049568338772e-20,1.7551544400307406e-17,5.7718735750621647e-17,2.904657580748432e-17,1.392589556817317e-07,2.6120088796209105e-20,4.6461388182176219e-19,2.1658485577579245e-15,2.6586734195148097e-22,4.9307558524357306e-24,3.4863583331319242e-16,2.6662720151326159e-16,0.35999999999999999,0.0,0.009606558795403404,0.1086686781336188,1.820936374203016e-11,2.3676901856700867e-10,2.1112705023993391e-10,1.1397748321857928e-09,0.0,2.2979140625084528e-09,8.6598889297454903e-18,1.4584737308614352e-16,9.8227374117097483e-05,5.0867624203657002e-09,0.0,2.6753756074619885e-17,0.0,0.0,0.0,7.0317354926849386e-43,5.344953095562392e-06,3.9078655875503418e-05,1.0600305723346814e-05,3.4413705142794928e-05,9.4816321509895563e-07,1.1349127807366435e-07,9.4666037845576057e-05,2.6172142937345227e-10,1.9630136979398507e-10,5.921645061250566e-13,2.7599733049199445e-14,2.4169887251094587e-08,1.7954479105143705e-10,1.3696670910561011e-15,1.1866483693684747e-12,1.9583521602128217e-10,2.2782110845032792e-09,1.2244437703906945e-08
