Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259),S(423),S(422),C7H9O(956),S(1059),C5H8(381),C7H8(253),S(1058),S(160),S(1870),S(1888),S(1972)
1.10708341862733e-09,0.001204756271749527,7.7272685562180769e-17,1.8166353761312552e-19,1.529985839410354e-19,1.5281348916246552e-27,2.4706453043039236e-21,0.0,0.0,1.4238310748065148e-11,7.6357340623698511e-17,4.1973842942614599e-28,1.3399093064037099e-30,3.8781961536561863e-27,5.3414863898416048e-60,8.2722454874704783e-45,3.1968135283638065e-33,1.3561576835997687e-30,4.2690886050274017e-27,5.9475762424086583e-49,4.0638731100248159e-52,9.6162221643759512e-30,1.6139549724571099e-33,1.1972941933594285e-36,9.4128576546865881e-40,2.883247421133686e-29,1.2362591632820239e-31,2.621251366784672e-26,2.7434248296874802e-13,8.0463672631557616e-42,1.4082234194256256e-35,1.1980422752764014e-23,6.0431609938849621e-35,1.8631172945814108e-38,6.2183060434847942e-28,9.2987339629974818e-35,0.35999999999999999,0.0,0.0098896595832971834,0.10880287524959634,1.4486774793242419e-14,1.7756541599086197e-15,7.0351204137173615e-13,2.2971013566189623e-21,0.0,3.785830824546521e-15,6.4150721488094603e-29,4.8021299963558571e-28,1.0682960024227059e-11,3.3299446101059682e-20,0.0,2.6483098141776649e-27,0.0,0.0,0.0,1.7159793251353397e-66,4.2658029990147511e-08,1.5993084423775923e-07,1.3079987366468338e-08,1.2100631811741534e-07,3.7290068440000656e-09,2.7326643932790176e-13,8.3539210380912425e-13,6.1446821585269862e-16,4.6138771902506959e-16,2.9199410007108974e-27,1.1868723437539611e-28,1.8542087870195187e-19,6.642838422057033e-18,6.4995338763920144e-30,2.2993054197594879e-20,2.8206196784554127e-19,1.2164902993931757e-20,5.8554293424255781e-21
1.1378158805970748e-09,0.0012047562615844626,8.1411443230433047e-17,1.8956384377845561e-19,1.6904572645666122e-19,1.7404564330663086e-27,2.8034874661456661e-21,0.0,0.0,1.4979835328861541e-11,8.4340341604227395e-17,4.5989062486538623e-28,1.4527659216159877e-30,4.1999836288907002e-27,6.5963094095081938e-60,9.5157219239312369e-45,3.6321785713285079e-33,1.4713191040152404e-30,4.6285985980006883e-27,6.8331135247197527e-49,4.641199779632655e-52,1.0426013004783686e-29,1.7479655765027861e-33,1.370788297555778e-36,1.0912249409740786e-39,3.1260254023464571e-29,1.3576587272774025e-31,2.8376400628230294e-26,2.9173943393684656e-13,9.3333593843649694e-42,1.6678120189413005e-35,1.311413160264651e-23,6.6204011788961795e-35,2.0441988754995122e-38,6.741883244105591e-28,1.1231502802613082e-34,0.35999999999999999,0.0,0.0098896501338286806,0.10880287120988877,1.5265032031167038e-14,1.8257401721985194e-15,7.2674102474200586e-13,2.5694757053403444e-21,0.0,4.105387533297078e-15,7.1788656846437113e-29,5.2088555130891586e-28,1.1305107886175569e-11,3.7498604545105993e-20,0.0,2.8789040731515675e-27,0.0,0.0,0.0,2.1057626655332519e-66,4.3269852186166885e-08,1.6436581989155722e-07,1.3443028438529369e-08,1.2493750283443034e-07,3.8367168167223145e-09,2.9059428843116548e-13,9.0636079698301981e-13,6.5393151838754305e-16,4.910043857289548e-16,3.336254723723322e-27,1.3597354107443976e-28,2.0704523677644807e-19,7.1649878994845033e-18,7.4321586613436164e-30,2.4326300076060587e-20,3.0218946499047753e-19,1.3189762212685342e-20,6.4859265359841667e-21
1.1685483425668197e-09,0.0012047562514177217,8.5650695065119883e-17,1.9760195514462434e-19,1.8630018076617115e-19,1.9754720462222886e-27,3.170760887018675e-21,0.0,0.0,1.5739439066202616e-11,9.2924092486463632e-17,5.0337255031165344e-28,1.5749341040283484e-30,4.5483016289041398e-27,8.0970117627593771e-60,1.090311890732211e-44,4.1123059796666488e-33,1.5960421125712616e-30,5.0177683544306005e-27,7.8341314756464662e-49,5.291224662447272e-52,1.1302611824680087e-29,1.888415550716174e-33,1.5633026653924999e-36,1.2621299176962784e-39,3.3888323711130989e-29,1.4892719336838576e-31,3.0715375929867564e-26,3.0969065958415956e-13,1.0801236650726196e-41,1.9661710306633364e-35,1.4318568815539302e-23,7.2451661689131247e-35,2.2403859343118326e-38,7.3086551231514474e-28,1.3497329278681953e-34,0.35999999999999999,0.0,0.009889640684383914,0.10880286716950172,1.6059276830104397e-14,1.8758740510271741e-15,7.4999253262775965e-13,2.8654400696446663e-21,0.0,4.4418263503724541e-15,8.0132366697528975e-29,5.6372296423190833e-28,1.1946051395668907e-11,4.2099935718986728e-20,0.0,3.1227463907467309e-27,0.0,0.0,0.0,2.5727624919865676e-66,4.3880999878783809e-08,1.6880076863461943e-07,1.3806066414216736e-08,1.2886934574914142e-07,3.9444261148086172e-09,3.0847418110919788e-13,9.8117313332357089e-13,6.9466861175279791e-16,5.2157650282499336e-16,3.8014830061495518e-27,1.5533952744846913e-28,2.3050929899679154e-19,7.7116868556982373e-18,8.4751272514517671e-30,2.572148152654057e-20,3.2345632387425322e-19,1.4280214412391064e-20,7.1676086928897372e-21
1.1992808045365646e-09,0.0012047562412495917,8.9989883392286726e-17,2.0577850750839795e-19,2.0481951255989922e-19,2.2349200674294312e-27,3.5750222988087241e-21,0.0,0.0,1.6517119459069161e-11,1.0213752341262121e-16,5.5045792277797749e-28,1.707158236361673e-30,4.9252637631325854e-27,9.8826048397550997e-60,1.2446315322831912e-44,4.6404004494207487e-33,1.7310904514704453e-30,5.4389691731895965e-27,8.9644267576413521e-49,6.0225034910923591e-52,1.225135989966438e-29,2.0353771362209567e-33,1.776290893691638e-36,1.4566614961389976e-39,3.6732696059064163e-29,1.631940469985652e-31,3.3239180341457782e-26,3.2819666547750154e-13,1.2473066621762082e-41,2.3078082298698721e-35,1.5595946647378177e-23,7.921373045233176e-35,2.4529223285782876e-38,7.9220749691612563e-28,1.6142470020844683e-34,0.35999999999999999,0.0,0.0098896312349629079,0.10880286312854885,1.6869148691222017e-14,1.926056063638308e-15,7.7326548645444059e-13,3.1863247680108427e-21,0.0,4.7954859995488616e-15,8.9227621310007322e-29,6.0877010008417623e-28,1.2605885443009289e-11,4.7130147944081734e-20,0.0,3.3802320467538092e-27,0.0,0.0,0.0,3.1301606067165875e-66,4.449158669565636e-08,1.7323569035759655e-07,1.4169101293554764e-08,1.3280173312624328e-07,4.0521347426453763e-09,3.2690662075100961e-13,1.0599268430419151e-12,7.3668068198152556e-16,5.5310495912850498e-16,4.3200824608854598e-27,1.7697963564879714e-28,2.559146926870316e-19,8.2833200223621489e-18,9.6385681472109451e-30,2.7180139039390982e-20,3.4591374142809677e-19,1.5439663871804384e-20,7.9036216763414856e-21
1.2300132665063095e-09,0.0012047562310803363,9.4428451516650217e-17,2.1409414859586651e-19,2.2466255580095581e-19,2.5206220341843267e-27,4.0189488856579651e-21,0.0,0.0,1.7312874384045471e-11,1.1201023661342041e-16,6.0144160442210265e-28,1.8502233384570508e-30,5.333092843787329e-27,1.1996883887641748e-59,1.415778680749315e-44,5.2198044156446945e-33,1.8772694518304764e-30,5.8947018264710574e-27,1.0239327830746143e-48,6.8445234965915974e-52,1.3277890123207594e-29,2.1889187802128623e-33,2.011273036164643e-36,1.6777904566649707e-39,3.9810257832202302e-29,1.7865725477344962e-31,3.595771377329117e-26,3.4725793555739778e-13,1.437461097724942e-41,2.6976145141509967e-35,1.6948478886589988e-23,8.6532460081128712e-35,2.6831499573313076e-38,8.5857845190359483e-28,1.9218151966177259e-34,0.35999999999999999,0.0,0.0098896217855656849,0.10880285908712538,1.7694294567184675e-14,1.9762864756669092e-15,7.96558921250032e-13,3.5334971629657311e-21,0.0,5.1666975129833076e-15,9.9121884116522714e-29,6.5607090083317635e-28,1.3284704894939154e-11,5.2616952962732518e-20,0.0,3.6517583111882027e-27,0.0,0.0,0.0,3.7930425732226117e-66,4.5101707894537849e-08,1.7767058492813093e-07,1.453213307656778e-08,1.367345695998792e-07,4.1598427276413974e-09,3.4589208920787679e-13,1.1427196323256918e-12,7.7996886286452182e-16,5.8559060435937967e-16,4.8967946524302424e-27,2.0110108911406022e-28,2.8336579118127223e-19,8.880263956172889e-18,1.0933262519289991e-29,2.8703808786201026e-20,3.6961403860596373e-19,1.6671646759946e-20,8.6972685837668291e-21
1.2607457284760544e-09,0.0012047562209101697,9.8965843765088215e-17,2.2254953327734798e-19,2.4588941184243265e-19,2.834484391931589e-27,4.5053409606507117e-21,0.0,0.0,1.8126701981772771e-11,1.2257250691734492e-16,6.5664064962355539e-28,2.0049557498717666e-30,5.7741220281619594e-27,1.4488839988863612e-59,1.6050616676077624e-44,5.8540006102758146e-33,2.0354267401400159e-30,6.3875987345260716e-27,1.1675838330156271e-48,7.7677845623203755e-52,1.4388131902920982e-29,2.349105350778898e-33,2.2698368959055584e-36,1.9288281225746495e-39,4.3138784417442702e-29,1.9541464748299415e-31,3.8881029700579168e-26,3.6687493580855449e-13,1.6534591137037162e-41,3.1408849819289292e-35,1.8378380739132977e-23,9.4453314803819754e-35,2.932513868157546e-38,9.3036171113103933e-28,2.2780953605167894e-34,0.35999999999999999,0.0,0.0098896123361922605,0.10880285504531374,1.8534368948327572e-14,2.026565551424221e-15,8.1987195446870476e-13,3.9083617324285461e-21,0.0,5.5557843850985253e-15,1.0986432711458775e-28,7.0566840704042378e-28,1.3982604593418782e-11,5.8589074758940202e-20,0.0,3.9377244437227621e-27,0.0,0.0,0.0,4.5786192744857309e-66,4.5711445858552269e-08,1.8210545224475697e-07,1.4895161763280098e-08,1.40667772678498e-07,4.2675500663306036e-09,3.6543105044783519e-13,1.2296491880277431e-12,8.245342450949141e-16,6.1903425597012541e-16,5.5366565812803017e-27,2.279243769724356e-28,3.1296971722328234e-19,9.502887373143541e-18,1.2370668417914058e-29,3.0294023901982603e-20,3.9461064970369349e-19,1.7979831813956263e-20,9.5520154616675866e-21
1.2914781904457992e-09,0.0012047562107392394,1.0360150554426604e-16,2.3114532474226762e-19,2.68561447716159e-19,3.1785000716767613e-27,5.0371245006627926e-21,0.0,0.0,1.895860068452478e-11,1.3385528191078979e-16,7.1639533250154639e-28,2.1722237134651739e-30,6.25079566275977e-27,1.7413102625363573e-59,1.8138505539688936e-44,6.546614531292898e-33,2.2064528450325389e-30,6.9204258247953885e-27,1.3292793276832411e-48,8.8038869512635711e-52,1.5588315345858114e-29,2.5159983220663186e-33,2.5536392591053894e-36,2.2134598573965444e-39,4.6736952332691631e-29,2.1357142109122563e-31,4.2019330525341107e-26,3.8704811364462574e-13,1.8984979351389859e-41,3.6433403592014071e-35,1.9887868808701823e-23,1.0302512835276938e-34,3.2025673044359225e-38,1.0079600379353925e-27,2.6893208283940873e-34,0.35999999999999999,0.0,0.0098896028868426574,0.10880285100318213,1.9389033614179778e-14,2.0768935538342666e-15,8.4320379330517398e-13,4.3123601298923862e-21,0.0,5.9630627459971989e-15,1.2150584371366116e-28,7.5760477871547265e-28,1.4699679354547463e-11,6.5076256892686794e-20,0.0,4.2385316932734391e-27,0.0,0.0,0.0,5.5064740155975042e-66,4.6320868757556965e-08,1.865402922412694e-07,1.5258187353716045e-08,1.4460127408345855e-07,4.3752567200042847e-09,3.8552394994318961e-13,1.3208131762910164e-12,8.703778746993543e-16,6.534366979690369e-16,6.2450109007492131e-27,2.5768372654225091e-28,3.4483634562168575e-19,1.0151551428337019e-17,1.3962944372529921e-29,3.1952313183982396e-20,4.2095811984458578e-19,1.9368020706949782e-20,1.047149673690612e-20
1.3222106524155441e-09,0.0012047562005676556,1.0833488339917018e-16,2.3988219616227894e-19,2.9274129006296275e-19,3.5547500372042665e-27,5.6173536578798026e-21,0.0,0.0,1.9808569255648096e-11,1.4589018120167993e-16,7.8107018339929495e-28,2.3529379205274495e-30,6.7656699950019194e-27,2.0830409314258012e-59,2.0435780325603274e-44,7.3014169528691837e-33,2.3912817659877316e-30,7.4960842684189052e-27,1.5111029051180015e-48,9.9656252869946889e-52,1.6884975167523971e-29,2.6896559391281438e-33,2.8644071348035739e-36,2.5357816833745072e-39,5.0624350906129753e-29,2.332404990337353e-31,4.538296379299438e-26,4.0777789693414877e-13,2.1761316903728778e-41,4.2111492514824485e-35,2.1479161086118792e-23,1.1230025178092455e-34,3.4949768211504778e-38,1.0917958765456037e-27,3.1623434069578193e-34,0.35999999999999999,0.0,0.0098895934375169015,0.10880284696078263,2.0257957364148047e-14,2.1272707443843416e-15,8.6655374516674049e-13,4.7469711926847989e-21,0.0,6.3888415304025293e-15,1.3409906008559992e-28,8.1192131565352401e-28,1.54360239762231e-11,7.2109268924837246e-20,0.0,4.5545832976227122e-27,0.0,0.0,0.0,6.5988370125545729e-66,4.6930028650317347e-08,1.9097510482270635e-07,1.5621209847899947e-08,1.4853502164681272e-07,4.4829626787204405e-09,4.061712137007895e-13,1.4163092428488788e-12,9.1750075054980261e-16,6.8879867906950436e-16,7.0275162093579211e-27,2.9062757977321235e-28,3.7907830198322199e-19,1.0826609973483757e-17,1.5722973173921884e-29,3.368019981613217e-20,4.4871209862986996e-19,2.0840148409290423e-20,1.1459520569324883e-20
1.352943114385289e-09,0.0012047561903955441,1.1316542505360054e-16,2.4876082610841967e-19,3.1849281854088489e-19,3.9654049412572384e-27,6.249213414618487e-21,0.0,0.0,2.0676606681130064e-11,1.5870949575754412e-16,8.5105506703565442e-28,2.5480521236594814e-30,7.3214140606213484e-27,2.4808088753139578e-59,2.2957404139413439e-44,8.1223265682623771e-33,2.5908916110718597e-30,8.1176124326409078e-27,1.7153562773391251e-48,1.126708604878772e-51,1.8284955087128013e-29,2.8701333917834202e-33,3.2039390793540356e-36,2.9003390629995372e-39,5.4821495412321689e-29,2.5454290886393691e-31,4.8982417884598926e-26,4.2906469750844625e-13,2.49030511262003e-41,4.8509513564478326e-35,2.3154476840699725e-23,1.2233470714750286e-34,3.8115276013943129e-38,1.1823116348986317e-27,3.7046783602639765e-34,0.35999999999999999,0.0,0.0098895839882150137,0.10880284291815641,2.1140816106999162e-14,2.1776973834541418e-15,8.8992118781200056e-13,5.2137109439416129e-21,0.0,6.8334226186730342e-15,1.476983478148806e-28,8.6865847421344927e-28,1.6191733248365835e-11,7.9719913734511966e-20,0.0,4.8862844830613256e-27,0.0,0.0,0.0,7.8808809594514806e-66,4.7538966749532515e-08,1.9540988984469577e-07,1.598422924585613e-08,1.5246897404641351e-07,4.5906679819499384e-09,4.2737325175469553e-13,1.5162350203423344e-12,9.6590383308127795e-16,7.251209192105983e-16,7.8901578372093897e-27,3.2701909253027792e-28,4.1581096085313523e-19,1.1528409849961214e-17,1.7664386793956243e-29,3.5479203772442299e-20,4.7792932291056108e-19,2.2400283866481447e-20,1.2520074461168049e-20
1.3836755763550339e-09,0.0012047561802230363,1.1809257944163655e-16,2.5778189138169792e-19,3.4588116550108713e-19,4.4127268387801867e-27,6.9360223232983308e-21,0.0,0.0,2.156271199956118e-11,1.7234618858340318e-16,9.2676628399808204e-28,2.7585637954965946e-30,7.9208106947943146e-27,2.9420556290324617e-59,2.5718986837260601e-44,9.0134126469162781e-33,2.8063052809461758e-30,8.7881879793082319e-27,1.944577860886401e-48,1.2723747967327294e-51,1.9795412551883798e-29,3.0574830021411245e-33,3.5741065599644269e-36,3.3121673375399515e-39,5.9349841194416354e-29,2.7760816688484459e-31,5.2828316533729505e-26,4.5090891653026045e-13,2.8453886826694999e-41,5.569881128444991e-35,2.4916036470217166e-23,1.3318834450405102e-34,4.1541288841704587e-38,1.2799699887165949e-27,4.3245506228990764e-34,0.35999999999999999,0.0,0.009889574538937013,0.10880283887534209,2.2037293095124724e-14,2.228173730737352e-15,9.1330552278254296e-13,5.7141326679968989e-21,0.0,7.2971009697828889e-15,1.6235983864218808e-28,9.2785588304463162e-28,1.696690195114034e-11,8.794103598419204e-20,0.0,5.234042464128066e-27,0.0,0.0,0.0,9.3810351066455644e-66,4.8147721653046774e-08,1.998446471857594e-07,1.6347245547608914e-08,1.5640309257490248e-07,4.698372646277697e-09,4.4913046351143301e-13,1.6206881352510261e-12,1.0155880576723024e-15,7.624041195520598e-16,8.8392589199611878e-27,3.6713664688377835e-28,4.5515244934652567e-19,1.2257291205970508e-17,1.9801591963373944e-29,3.7350846003800292e-20,5.0866760126803704e-19,2.4052630772471966e-20,1.3657331044721591e-20
1.4144080383247788e-09,0.0012047561700501903,1.2311579675974852e-16,2.669460680455234e-19,3.7497271935745699e-19,4.8990707451804015e-27,7.6812350862296371e-21,0.0,0.0,2.2466884326141695e-11,1.8683389590140844e-16,1.0086476416595133e-27,2.9855146778496408e-30,8.5667572221966833e-27,3.4749842466014069e-59,2.8736794285795438e-44,9.9788975316972318e-33,3.0385910421382374e-30,9.511129614078405e-27,2.2015627882253147e-48,1.4352589651483616e-51,2.1423822674487319e-29,3.2517543890195773e-33,3.9768552223518332e-36,3.776835389697552e-39,6.423179542656043e-29,3.0257465746496662e-31,5.6931413839228862e-26,4.7331094397216319e-13,3.2462165715598712e-41,6.375591505718624e-35,2.6766061480480098e-23,1.4492499355201153e-34,4.5248192792977268e-38,1.3852541346831497e-27,5.0309430451711444e-34,0.35999999999999999,0.0,0.0098895650896829237,0.1088028348323745,2.2947078691927149e-14,2.2787000451327019e-15,9.3670618179862347e-13,6.2498270284198743e-21,0.0,7.7801647870502894e-15,1.7814143717022487e-28,9.8955236302209261e-28,1.7761624843158523e-11,9.6806529374129911e-20,0.0,5.5982664433492654e-27,0.0,0.0,0.0,1.1131331581694694e-65,4.8756328170063644e-08,2.0427937678607012e-07,1.6710258753182628e-08,1.6033734231346049e-07,4.8060766266551439e-09,4.714432372307398e-13,1.7297662038927536e-12,1.06655433330446e-15,8.0064896147200084e-16,9.8814911002175788e-27,4.1127434627907309e-28,4.9722365413333462e-19,1.3013587754748296e-17,2.2149794893418579e-29,3.9296646844467285e-20,5.4098581675355692e-19,2.5801527916254703e-20,1.4875653553913658e-20
1.4451405002945236e-09,0.0012047561598770582,1.2823452852971655e-16,2.7625403600640691e-19,4.0583511725845807e-19,5.4268861485771794e-27,8.4884451108824161e-21,0.0,0.0,2.3389122961155987e-11,2.0220692607177063e-16,1.0971715490377969e-27,3.229991254400929e-30,9.2622658777347189e-27,4.0886170813948462e-59,3.202775647540013e-44,1.1023159251298384e-32,3.288863024760154e-30,1.028989859189511e-26,2.4893851334670284e-48,1.6172208263137089e-51,2.3177981621412583e-29,3.4529946005920156e-33,4.4142061687340756e-36,4.3004942214607006e-39,6.9490727226895407e-29,3.2959002633458816e-31,6.1302591270914641e-26,4.9627115554159889e-13,3.6981288534866094e-41,7.2762791563297133e-35,2.8706774521971812e-23,1.5761261763604397e-34,4.9257722398789018e-38,1.4986680080151621e-27,5.8336490817585865e-34,0.35999999999999999,0.0,0.0098895556404527685,0.10880283078927953,2.3869869941847362e-14,2.329276584526069e-15,9.6012265606799631e-13,6.8224220620803962e-21,0.0,8.2828956937758241e-15,1.9510283021386319e-28,1.0537859484961019e-27,1.8575996669567981e-11,1.0635134188531883e-19,0.0,5.9793676108769729e-27,0.0,0.0,0.0,1.3167793442271602e-65,4.9364812079612334e-08,2.0871407856221112e-07,1.7073268862601591e-08,1.6427169737321819e-07,4.9137799016321071e-09,4.9431194696409918e-13,1.8435668298043298e-12,1.1188035348379332e-15,8.3985610080069807e-16,1.1023885411545155e-26,4.5974252008968333e-28,5.4214821904776253e-19,1.3797626989214631e-17,2.472502643593229e-29,4.1318122090423615e-20,5.7494392497798392e-19,2.7651449418991614e-20,1.6179601207804738e-20
1.4758729622642685e-09,0.0012047561497036932,1.3344822762805663e-16,2.8570647720756975e-19,4.3853723971084112e-19,5.9987181799810662e-27,9.3613864595787009e-21,0.0,0.0,2.4329427347151018e-11,2.1850025894728322e-16,1.1928398398739984e-27,3.4931251418452851e-30,1.0010464237647487e-26,4.792839324278141e-59,3.5609473973880026e-44,1.215073350494551e-32,3.5582816327451493e-30,1.1128099962794192e-26,2.8114151604841702e-48,1.8202909950749264e-51,2.5066009417018713e-29,3.6612482145690161e-33,4.8882569526135505e-36,4.8899147994566492e-39,7.5150976030814627e-29,3.5881147668345467e-31,6.5952855059609509e-26,5.1978991412818871e-13,4.2070043951360798e-41,8.2807036315444936e-35,3.0740399336404208e-23,1.7132342932184121e-34,5.3593001757894891e-38,1.6207364626507947e-27,6.7433131319846705e-34,0.35999999999999999,0.0,0.0098895461912465697,0.10880282674607597,2.4805370555369315e-14,2.3799036059420202e-15,9.8355448442696379e-13,7.433583173227567e-21,0.0,8.8055688356264733e-15,2.1330549455607345e-28,1.1205938995333174e-27,1.9410112169720166e-11,1.1661148023900126e-19,0.0,6.377759144317599e-27,0.0,0.0,0.0,1.5530743578751713e-65,4.9973192210586819e-08,2.1314875239585838e-07,1.7436275875890139e-08,1.6820613881527222e-07,5.0214824846679516e-09,5.1773695399577322e-13,1.9621876075580559e-12,1.1723365066034005e-15,8.800261705052253e-16,1.2273840531968378e-26,5.1286810630952281e-28,5.9005254314870706e-19,1.4609730362526614e-17,2.7544161160083263e-29,4.3416784626245321e-20,6.1060294274140964e-19,2.9607005155745116e-20,1.7573933284111156e-20
1.5066054242340134e-09,0.0012047561395301446,1.3875634833081998e-16,2.9530407197782522e-19,4.7314920639908369e-19,6.6172095333606831e-27,1.030393705537491e-20,0.0,0.0,2.5287796982204562e-11,2.3574954576871144e-16,1.2961851230801592e-27,3.7760937432026447e-30,1.0814595963899855e-26,5.5984716857870958e-59,3.9500228713767273e-44,1.3366316882223933e-32,3.8480542283981028e-30,1.2029484652755382e-26,3.1713483044659145e-48,2.0466861320584662e-51,2.7096354627273543e-29,3.8765575074946897e-33,5.4011832124063726e-36,5.5525517900364678e-39,8.1237865577935151e-29,3.9040625575629423e-31,7.0893331224491795e-26,5.4386757267174517e-13,4.7793162462086061e-41,9.3982189367000509e-35,3.2869160658205426e-23,1.8613407984363523e-34,5.8278612060566289e-38,1.7520055722540094e-27,7.77149767974417e-34,0.35999999999999999,0.0,0.0098895367420643501,0.10880282270277988,2.5753290923754307e-14,2.4305813657886076e-15,1.0070012294448162e-12,8.0850131772145416e-21,0.0,9.3484530456852623e-15,2.3281271059204177e-28,1.1900127216262994e-27,2.0264066080897725e-11,1.2762401773047365e-19,0.0,6.7938562085737848e-27,0.0,0.0,0.0,1.8265331982952648e-65,5.0581484642685756e-08,2.1758339816087973e-07,1.7799279793072603e-08,1.7214065044984904e-07,5.1291843970310288e-09,5.4171860969836758e-13,2.0857261274870126e-12,1.2271540695248354e-15,9.2115978601206279e-16,1.3639136358568877e-26,5.7099528072251923e-28,6.4106578157507271e-19,1.5450213590595526e-17,3.0624948723425348e-29,4.559414732631197e-20,6.4802493308746242e-19,3.1672941444277551e-20,1.9063615823974984e-20
1.5373378862037583e-09,0.0012047561293564593,1.4415834636177628e-16,3.0504749710159035e-19,5.0974237568625332e-19,7.2851023491322778e-27,1.1320121862510614e-20,0.0,0.0,2.6264231373847927e-11,2.5399110975269675e-16,1.4077721323621727e-27,4.0801208755738617e-30,1.1678021467356056e-26,6.5173446513852004e-59,4.3718994524989722e-44,1.467477002929685e-32,4.1594357912311931e-30,1.2997951463061735e-26,3.5732355839862783e-48,2.2988245721717735e-51,2.9277798859869714e-29,4.098962619050067e-33,5.9552402858464079e-36,6.296610681850477e-39,8.7777717347825424e-29,4.2455214456160894e-31,7.6135260357063037e-26,5.6850447579331125e-13,5.422189976736473e-41,1.0638805530501856e-34,3.5095284143387151e-23,2.0212584776046078e-34,6.3340659281746569e-38,1.8930429193220755e-27,8.9307526626202868e-34,0.35999999999999999,0.0,0.009889527292906132,0.10880281865940679,2.6713348036676946e-14,2.4813101199621284e-15,1.0304624646424318e-12,8.7784523869506581e-21,0.0,9.9118110155754285e-15,2.5368957603345352e-28,1.2620781861918893e-27,2.1137953134253616e-11,1.3942710207341554e-19,0.0,7.2280759557588481e-27,0.0,0.0,0.0,2.14221011726413e-65,5.1189704933966257e-08,2.2201801575553351e-07,1.8162280614173304e-08,1.7607521660880322e-07,5.2368856356040836e-09,5.6625725715682733e-13,2.2142799766623698e-12,1.2832570251485323e-15,9.6325754821978139e-16,1.5127947592342499e-26,6.3448608644316528e-28,6.9531984965250271e-19,1.6319386940687534e-17,3.3986045266589878e-29,4.7851724043762023e-20,6.8727299781344829e-19,3.3854141622537352e-20,2.0653828281300505e-20
1.5680703481735032e-09,0.001204756119182666,1.4965367893322059e-16,3.1493742696790287e-19,5.4838934476666506e-19,8.0052395385363819e-27,1.2414115181605934e-20,0.0,0.0,2.7258730066028431e-11,2.7326194655042793e-16,1.5281987180063841e-27,4.4064771783834063e-30,1.2604218224761511e-26,7.5623560275507573e-59,4.8285444216441228e-44,1.6081119941348572e-32,4.4937293490569809e-30,1.4037548370339301e-26,4.0215082733780228e-48,2.5793386621848715e-51,3.1619459689945805e-29,4.3285016570558594e-33,6.552764369339646e-36,7.1311025431407792e-39,9.479785928890567e-29,4.614378234696296e-31,8.1689994182531429e-26,5.9370095914528616e-13,6.1434512711458931e-41,1.2013094678359384e-34,3.7420996358706913e-23,2.1938477647133047e-34,6.8806824290146939e-38,2.0444377829401009e-27,1.0234670231083604e-33,0.35999999999999999,0.0,0.0098895178437719382,0.10880281461597052,2.7685265279663823e-14,2.532090123762695e-15,1.0539377816802884e-12,9.5156786820325468e-21,0.0,1.0495899427680406e-14,2.7600301499023725e-28,1.3368253465013166e-27,2.2031868049738677e-11,1.5205996054299519e-19,0.0,7.6808375250825593e-27,0.0,0.0,0.0,2.505746097653852e-65,5.179786681442138e-08,2.2645260509628286e-07,1.8525278339216573e-08,1.8000982345200521e-07,5.3445861790746256e-09,5.9135323052144638e-13,2.347946736430653e-12,1.3406461539886999e-15,1.0063200422648679e-15,1.6748853739452867e-26,7.0372089757501248e-28,7.5294942636399736e-19,1.7217555414674098e-17,3.7647036530397964e-29,5.0191027831211203e-20,7.2841127775691134e-19,3.6155626350525796e-20,2.2349968291063415e-20
