Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259),S(423)
9.534042834586186e-11,0.0008348637204346593,2.2729430067116169e-18,3.2685348201429073e-23,3.26853336452021e-23,1.6551621528483651e-31,3.6384470423835475e-30,0.0,0.0,3.9142972752510546e-13,7.4477745930161336e-20,8.4979489355438555e-35,2.2009543507393917e-36,6.6748299973906422e-33,8.1928617221750029e-67,2.3260754426353667e-49,4.4339843271512733e-38,2.1577858836472886e-36,6.7132670478481635e-33,1.1708954550151484e-59,1.6479206002604461e-61,1.5605267095967174e-35,1.5775098306630327e-36,5.9945748605006462e-42,3.0003731853583776e-48,4.6441066235672026e-35,1.6493669015257242e-43,7.1539280005098233e-31,1.3516098498474851e-15,2.6080665740016556e-49,3.4842842514083522e-41,8.8799444544138567e-27,6.3804481570406313e-42,2.2329700867920023e-45,9.9263776815834608e-34,1.4805147165469007e-41,0.35999999999999999,0.0,0.0098899493402403137,0.10880299196125851,4.1982448023152838e-16,1.031612597261128e-19,3.3648725577391142e-14,1.8607207340085223e-28,0.0,1.8133924524616817e-17,6.8337972769143348e-30,2.0828590107070282e-32,2.0779105859250506e-13,1.743560702231366e-23,0.0,8.4179246603329627e-30,0.0,0.0,0.0,0.0,1.7162665184187651e-08,2.4111319403206856e-08,1.3471818077886508e-09,7.4934941218733702e-09,5.4485406370982567e-10,1.3481838120012915e-15,1.8742231869413186e-15,3.4260378548883432e-18
9.887366494749183e-11,0.0008348637195323618,2.4091547650059987e-18,3.5805001586931228e-23,3.5804985652025047e-23,1.9462744255504799e-31,4.2600453961946851e-30,0.0,0.0,4.1929586405577287e-13,8.4488469580781379e-20,1.0849292905809081e-34,2.7598233032966223e-36,8.3789571305470557e-33,1.0764985308661646e-66,2.793792608012123e-49,5.2050280341331902e-38,2.7092444185125823e-36,8.4290207386283622e-33,1.6688287093652009e-59,2.2749875189461682e-61,1.9593488529109178e-35,1.7868124205618872e-36,7.2326833727973836e-42,4.1868799676043127e-48,5.8310231560933535e-35,2.1481206668827553e-43,8.6569988137444339e-31,1.4807572450139854e-15,3.1835461268068055e-49,4.3919598385913141e-41,1.0079032856027937e-26,8.3072524458713826e-42,2.9078889657075958e-45,1.2463305951993578e-33,1.8391058737800621e-41,0.35999999999999999,0.0,0.0098899474628479245,0.10880299144387234,4.4241847534389146e-16,1.1423268456299046e-19,3.5853676678596081e-14,2.2643449827861769e-28,0.0,1.9688804279520361e-17,7.3795609090175513e-30,2.2861686055446052e-32,2.2345009061719745e-13,1.9642283479324599e-23,0.0,9.3871996020337356e-30,0.0,0.0,0.0,0.0,1.7587008205151211e-08,2.499706783273168e-08,1.3971064438231198e-09,7.982876189854024e-09,5.7283004923427476e-10,1.4769750923134907e-15,2.1081865465113832e-15,3.7821527103488774e-18
9.999999999999999e-11,0.0008348637176716684,2.4533451965977264e-18,3.6837932723484939e-23,3.6837916333209926e-23,2.0470395365951718e-31,4.4746105440717815e-30,0.0,0.0,4.2836019630830097e-13,8.7872754575397459e-20,1.170699891981766e-34,2.9612061784175454e-36,8.993276533181928e-33,1.1721559710054128e-66,2.9580021224193437e-49,5.4715109577267946e-38,2.9080707688280061e-36,9.0476316794546514e-33,1.8635645315843001e-59,2.5153467952340643e-61,2.1031428455129533e-35,1.8574867426842845e-36,7.6678359770636439e-42,4.6443746531315718e-48,6.2589626506848426e-35,2.3322258322696734e-43,9.1861194430140849e-31,1.5234415795988452e-15,3.389146934229044e-49,4.7202159893747872e-41,1.0484623663343044e-26,9.0183316597456219e-42,3.1570024080105612e-45,1.3377988275657641e-33,1.967725037009886e-41,0.35999999999999999,0.0,0.0098899468643677442,0.10880299127664129,4.4976556234765185e-16,1.1791048717469066e-19,3.6566957527743245e-14,2.4070439887359268e-28,0.0,2.0201730853264197e-17,7.5586336634509926e-30,2.3537308986124268e-32,2.2856188562397478e-13,2.0386647028541522e-23,0.0,9.7111347719142253e-30,0.0,0.0,0.0,0.0,1.7720013734294192e-08,2.5279399529012219e-08,1.4130215470668999e-09,8.1411503488734353e-09,5.8177778723465271e-10,1.5195413228496876e-15,2.1867966198889297e-15,3.9002567594024453e-18
1.0594013815075178e-10,0.0008348637176716684,2.6925376967087498e-18,4.2601097284717337e-23,4.2601078364340685e-23,2.6481525413790198e-31,5.7492332921784819e-30,0.0,0.0,4.776000323959803e-13,1.0734903901059674e-19,1.7255565104801471e-34,4.2389393002207824e-36,1.2893254781691524e-32,1.8103980722695544e-66,3.9592419713253095e-49,7.0573287690146481e-38,4.1706350162942054e-36,1.2975884473668939e-32,3.2715342426447184e-59,4.1975897222472853e-61,3.0162481199561229e-35,2.2634539876637129e-36,1.0324221530984501e-41,7.875633780052877e-48,8.9764244575436669e-35,3.5452986719642104e-43,1.2423706406012779e-30,1.7608794528360662e-15,4.6811093598692876e-49,6.8150242586027034e-41,1.2820703841074871e-26,1.3701892136890208e-41,4.7982045003632353e-45,1.9186317399919232e-33,2.778340800998052e-41,0.35999999999999999,0.0,0.0098899437080662827,0.10880299037693204,4.896923698625784e-16,1.3851973752828349e-19,4.0409119074191683e-14,3.2862025912750225e-28,0.0,2.3049068848907967e-17,8.5446240435244636e-30,2.7329465877427694e-32,2.5648103383816566e-13,2.4658739598067425e-23,0.0,1.1543388058810891e-29,0.0,0.0,0.0,0.0,1.8403922133759316e-08,2.6768166550348542e-08,1.496955545231304e-09,8.993410268942091e-09,6.2917742039383101e-10,1.7563189511682307e-15,2.6349559388362547e-15,4.5605016803289497e-18
1.1229996403368574e-10,0.0008348637159364927,2.9600501955803301e-18,4.9378934615483166e-23,4.9378912743376487e-23,3.4367380225880672e-31,7.4100674082757877e-30,0.0,0.0,5.3296601164443576e-13,1.3143790259532781e-19,2.5549306880563904e-34,6.0893390173738358e-36,1.8545683375181278e-32,2.8133435823270338e-66,5.3204391001956385e-49,9.1289117294866486e-38,6.0013227065653072e-36,1.8671799995138035e-32,5.7794721191544401e-59,7.0458485583323202e-61,4.3402310744190206e-35,2.7639467559203074e-36,1.3939029923298414e-41,1.3420916061909962e-47,1.2916697316048032e-34,5.4113724288394135e-43,1.6845135975863957e-30,2.0385518708908827e-15,6.5374327254906158e-49,9.8779835687015554e-41,1.5714005401572763e-26,2.0902135812598606e-41,7.3223289477051139e-45,2.76082898527237e-33,3.9408417082949606e-41,0.35999999999999999,0.0,0.0098899403287663473,0.10880298938196381,5.346903509960179e-16,1.6290455365317058e-19,4.4666684391970883e-14,4.5007909610485042e-28,0.0,2.6372800055174881e-17,9.6799076176729467e-30,3.1838384828895275e-32,2.8816407092237458e-13,2.9925536277684664e-23,0.0,1.3746122983046327e-29,0.0,0.0,0.0,0.0,1.9104799181000148e-08,2.8361776315397493e-08,1.5868195419457349e-09,9.9372339958928167e-09,6.8026600797774108e-10,2.0332131266872046e-15,3.1806081886834927e-15,5.338744218944202e-18
1.183643749251439e-10,0.0008348637142317375,3.2261126740419066e-18,5.6452435278449654e-23,5.6452410354243099e-23,4.3497888879085422e-31,9.3207644703155549e-30,0.0,0.0,5.8827416148374829e-13,1.5779807972626988e-19,3.6418430863899563e-34,8.4408175438699189e-36,2.5733191490021292e-32,4.1929088855190984e-66,6.9512706519490103e-49,1.1516950868904525e-37,8.330204172418324e-36,2.5917818439720394e-32,9.6591126343008277e-59,1.1246070454251748e-60,6.0245179548679016e-35,3.3098103646042254e-36,1.8268694824452442e-41,2.1695438543857146e-47,1.7929272729125813e-34,7.9226697460223267e-43,2.2157368022232438e-30,2.3265362946199205e-15,8.9026069638443814e-49,1.3807747147182352e-40,1.8884247788716848e-26,3.0585904739841923e-41,1.0718475420823156e-44,3.8322204654967089e-33,5.4062723163544586e-41,0.35999999999999999,0.0,0.0098899371064385556,0.108802988404438,5.7983069592137767e-16,1.8846502626408689e-19,4.8857682093935323e-14,5.9771216839062958e-28,0.0,2.9820944532994011e-17,1.0842152842908616e-29,3.660042876918022e-32,3.2010332582045858e-13,3.5680422417181631e-23,0.0,1.6092144913623382e-29,0.0,0.0,0.0,0.0,1.9744615460881941e-08,2.9881091241917362e-08,1.6725091690938111e-09,1.0865719752930236e-08,7.2925015471471886e-10,2.3203846059400248e-15,3.7686007741095287e-15,6.1516886981839671e-18
1.2442878581660205e-10,0.000834863712480819,3.5028673174749497e-18,6.4146797563269296e-23,6.4146769352668427e-23,5.443077613729002e-31,1.15952377736864e-29,0.0,0.0,6.4600327128357338e-13,1.8774332730447409e-19,5.1015576889293716e-34,1.1507830867771571e-35,3.5112056344297515e-32,6.1324906280576826e-66,8.9672746260605918e-49,1.436383679076675e-37,1.1370433025551589e-35,3.5377152273532473e-32,1.5737254991374324e-58,1.754027042790459e-60,8.223265105243951e-35,3.9278459659088046e-36,2.3614016040303383e-41,3.4221432908859337e-47,2.4472933630016897e-34,1.1377289089292728e-42,2.8732843164258843e-30,2.6377507734529311e-15,1.2024954467560358e-48,1.8981142207432368e-40,2.2489929868910934e-26,4.3899011481746776e-41,1.5389331741805742e-44,5.2308664700775036e-33,7.3054771930159744e-41,0.35999999999999999,0.0,0.0098899338841137458,0.10880298740044,6.2720969448514534e-16,2.1634802970197377e-19,5.3169845321945815e-14,7.8253547690931573e-28,0.0,3.355512154913319e-17,1.2085385577472908e-29,4.1845294893134392e-32,3.537319972728879e-13,4.2218784343326964e-23,0.0,1.869117063055438e-29,0.0,0.0,0.0,0.0,2.035817481079151e-08,3.1400188684828325e-08,1.7581986286542959e-09,1.1820460416889025e-08,7.784490865841158e-10,2.6307149931029177e-15,4.4268727323385044e-15,7.0357803717241204e-18
1.304931967080602e-10,0.0008348637106863441,3.7902922457889704e-18,7.2486455055192732e-23,7.2486423322529751e-23,6.7411644707025875e-31,1.428089745974242e-29,0.0,0.0,7.0612254487005584e-13,2.2155166306941956e-19,7.0343245070735441e-34,1.5454912448019512e-35,4.7186182897499796e-32,8.8171448200879106e-66,1.1434961259743016e-48,1.7728842538696647e-37,1.5286046686418319e-35,4.7560199374227941e-32,2.505657819382105e-58,2.6790725385522838e-60,1.105510693961735e-34,4.6232189175740907e-36,3.0142818169312404e-41,5.2795447251692486e-47,3.2900746798442033e-34,1.6054613232456824e-42,3.6782058881546142e-30,2.9727281022982138e-15,1.6126772383512553e-48,2.5700896132402386e-40,2.656519982553266e-26,6.1912954830736294e-41,2.1712016011025418e-44,7.0322312886950014e-33,9.7373375925248845e-41,0.35999999999999999,0.0,0.0098899306617918886,0.10880298637146633,6.7688112315766571e-16,2.4661789071010512e-19,5.7596753345718998e-14,1.0113581995510185e-27,0.0,3.7589320271272567e-17,1.3412992095235319e-29,4.7605283777361139e-32,3.8905274489106023e-13,4.9611709740039936e-23,0.0,2.1556248152093722e-29,0.0,0.0,0.0,0.0,2.0946935479017151e-08,3.2919106876697443e-08,1.8438879206274888e-09,1.2799997770862162e-08,8.2782456858460456e-10,2.9647352387829673e-15,5.1595515886019615e-15,7.9928635408045438e-18
1.3655760759951837e-10,0.0008348637088507718,4.0883660876575938e-18,8.1495791881875838e-23,8.1495756391179869e-23,8.2706052280393332e-31,1.7428803080744331e-29,0.0,0.0,7.6860292220044745e-13,2.5950784402724322e-19,9.5605913291529621e-34,2.0473132536689502e-35,6.2540516700851876e-32,1.2480418038872171e-65,1.4428459442979012e-48,2.1675445524818316e-37,2.0267594378752789e-35,6.3059847280092652e-32,3.9067132699390412e-58,4.014704394450472e-60,1.4657851098899198e-34,5.4011482243075972e-36,3.80397776959042e-41,7.9824836642291039e-47,4.3622839224416483e-34,2.229654764717318e-42,4.6536423380173609e-30,3.3319730487941873e-15,2.1490653917846614e-48,3.4323370803532e-40,3.1144958159472468e-26,8.5937869459182884e-41,3.0147901021176173e-44,9.3239751503552694e-33,1.2817180043215417e-40,0.35999999999999999,0.0,0.009889927439472956,0.10880298531892561,7.2889458337635373e-16,2.7933553140865326e-19,6.2132340463095157e-14,1.2918065314561593e-27,0.0,4.1937848768755004e-17,1.4828618608768456e-29,5.3914258534746981e-32,4.2606831402192146e-13,5.7934385413610155e-23,0.0,2.4700446359480591e-29,0.0,0.0,0.0,0.0,2.1512274724263511e-08,3.4437877242075105e-08,1.929577045013688e-09,1.380295458553948e-08,8.7734517361733523e-10,3.3229483637334846e-15,5.9707533686708148e-15,9.0246850905604991e-18
1.4262201849097653e-10,0.0008348637069764155,4.3970679182973776e-18,9.1199143819520605e-23,9.1199104335619957e-23,1.0060014314272248e-30,2.1093775421682325e-29,0.0,0.0,8.3341697787894302e-13,3.0190323204509604e-19,1.2823806996556789e-33,2.6782640908938983e-35,8.1848733583607594e-32,1.7414001390512879e-65,1.8029972934422724e-48,2.6271386475696985e-37,2.653468126173349e-35,8.2559388453631622e-32,5.9754454693064803e-58,5.9121217602308615e-60,1.9190318177640554e-34,6.2668982000513542e-36,4.7507029763258431e-41,1.1848919303018401e-46,5.7111872894024717e-34,3.0517301804617947e-42,5.8248892335531497e-30,3.7159639065527629e-15,2.8473823670711722e-48,4.5264791066210474e-40,3.6264817908127026e-26,1.1755954670888942e-40,4.1255757308705535e-44,1.2207124376819765e-32,1.6678578622412075e-40,0.35999999999999999,0.0,0.0098899242171569222,0.10880298424414449,7.8329574207191093e-16,3.1455865808756588e-19,6.6770876231494687e-14,1.6323732335750694e-27,0.0,4.6615308893659528e-17,1.6336183946803654e-29,6.0807678373585588e-32,4.6478152477873902e-13,6.7266228065852461e-23,0.0,2.8136855623755738e-29,0.0,0.0,0.0,0.0,2.2055493327114661e-08,3.5956525637462907e-08,2.0152660018131921e-09,1.482803010786076e-08,9.2698504253042847e-10,3.705831006695731e-15,6.8645797720079303e-15,1.0132899891670827e-17
1.4868642938243468e-10,0.0008348637050654542,4.7163772082667457e-18,1.0162079924517442e-22,1.0162075553482904e-22,1.2140127171992253e-30,2.5334508018777314e-29,0.0,0.0,9.0053882682821672e-13,3.4903568121079809e-19,1.6993458416814445e-33,3.4635289243326417e-35,1.0588115589841535e-31,2.3978798042819507e-65,2.2330238730976737e-48,3.1588723276097084e-37,3.4338592392375661e-35,1.0684068376181692e-31,8.9799780959551139e-58,8.5677743953997548e-60,2.483423913933588e-34,7.2257707269842469e-36,5.8764741027459042e-41,1.7293413555093655e-46,7.3908691191534951e-34,4.121412000388433e-42,7.2194547496389355e-30,4.1251539551402347e-15,3.752525309624885e-48,5.9007863638131354e-40,4.1961067241786083e-26,1.5867998316829983e-40,5.570616397550048e-44,1.5797278213619768e-32,2.1475265266761478e-40,0.35999999999999999,0.0,0.0098899209948437577,0.10880298314837278,8.4012655769040414e-16,3.5234193866300162e-19,7.1506946886869095e-14,2.0424672393114907e-27,0.0,5.1636572724330533e-17,1.7939892568425624e-29,6.8322629322355548e-32,5.0519526287255247e-13,7.7691011480894991e-23,0.0,3.1878588341512553e-29,0.0,0.0,0.0,0.0,2.2577819830483575e-08,3.7475073325790269e-08,2.1009547910262986e-09,1.5873995820674548e-08,9.7672290965305465e-10,4.1138348793041386e-15,7.8451159201256339e-15,1.1319075876022478e-17
1.5475084027389284e-10,0.0008348637031199426,5.0462737798478304e-18,1.1278499997816212e-22,1.1278495181122539e-22,1.4543861936727805e-30,3.0213678515923816e-29,0.0,0.0,9.6994403594531516e-13,4.0120944271306114e-19,2.2268336848096112e-33,4.4317320556409694e-35,1.3551285625571948e-31,3.2617488937642252e-65,2.7428986787287939e-48,3.7703880599043011e-37,4.3964983908362164e-35,1.3679253492788882e-31,1.3277775147070988e-57,1.2234055614374568e-59,3.179620129836959e-34,8.2830980369673861e-36,7.2051650920380715e-41,2.4850108462135575e-46,9.4628109768421735e-34,5.4978956141409445e-42,8.8671121713563286e-30,4.5599728380522457e-15,4.9205866088512053e-48,7.6108770511762493e-40,4.8270634150058083e-26,2.1156142328115981e-40,7.4297178214364716e-44,2.0225846535682667e-32,2.7383143783221755e-40,0.35999999999999999,0.0,0.009889917772533445,0.10880298203278832,8.9942549346194047e-16,3.9273717016561615e-19,7.6335437806811063e-14,2.5324632605775132e-27,0.0,5.7016760381987088e-17,1.9644247880415967e-29,7.6497852454049999e-32,5.4731247171558833e-13,8.9296990440933947e-23,0.0,3.5938779403417923e-29,0.0,0.0,0.0,0.0,2.3080414541760961e-08,3.8993537772909749e-08,2.1866434126533066e-09,1.6939691440691085e-08,1.0265413063091243e-09,4.5473881392700113e-15,8.9164285567449902e-15,1.2584698827981952e-17
1.60815251165351e-10,0.0008348637011418168,5.3867377687197414e-18,1.2471594203981242e-22,1.2471588919042176e-22,1.7306380540538688e-30,3.5798059969272931e-29,0.0,0.0,1.0416095408880791e-12,4.5873508392713701e-19,2.8880030754188976e-33,5.6152115435915492e-35,1.7173191684412551e-31,4.3868695028342359e-65,3.3435400440996182e-48,4.4697696020238697e-37,5.5736631165352608e-35,1.7341923400257628e-31,1.9339777998476338e-57,1.7231870595994001e-59,4.0309635441846052e-34,9.4442359578273288e-36,8.7625583450698074e-41,3.5199705454874622e-46,1.1996482977460137e-33,7.2511092361399084e-42,1.0799947432025627e-29,5.0208278674138895e-15,6.4212180174213118e-48,9.7204525832048039e-40,5.5231052995824211e-26,2.7887388277178136e-40,9.7971261847355661e-44,2.5641313702849266e-32,3.4602404584560305e-40,0.35999999999999999,0.0,0.0098899145502259582,0.1088029808985012,9.6122771927379542e-16,4.357934373219953e-19,8.1251516906649248e-14,3.1137513500117861e-27,0.0,6.277121907371437e-17,2.1454065833807046e-29,8.5373769872061615e-32,5.911361454404552e-13,1.021770216135701e-22,0.0,4.0330586611941972e-29,0.0,0.0,0.0,0.0,2.3564373322035787e-08,4.0511933324126145e-08,2.2723318666945127e-09,1.8024021129357571e-08,1.076425884296611e-09,5.0068966905442588e-15,1.0082564603579595e-14,1.3931176921758621e-17
1.6687966205680916e-10,0.0008348636991329021,5.7377495904915576e-18,1.3743777633741536e-22,1.3743771858521054e-22,2.0465149278208867e-30,4.2158632141467745e-29,0.0,0.0,1.1155135677695189e-12,5.2192942038290085e-19,3.7096649694722607e-33,7.0502990550223473e-35,2.1564782970641474e-31,5.8382869975074561e-65,4.0468577218850023e-48,5.2655462892981253e-37,7.0016229305328669e-35,2.1784927576837012e-31,2.7779639094533818e-57,2.3965314020270744e-59,5.0636840817004194e-34,1.0714557606352522e-35,1.0576393048051989e-40,4.92009288989963e-46,1.506994637040856e-33,9.4630727302332136e-42,1.305240184315252e-29,5.5081052580881668e-15,8.3403796933032387e-48,1.2302070055337901e-39,6.2880432868618604e-26,3.6374623685110696e-40,1.2783349777040203e-43,3.2210526481647332e-32,4.3359741350608601e-40,0.35999999999999999,0.0,0.0098899113279212764,0.10880297974655827,1.0255653025653481e-15,4.8155726255539459e-19,8.625061893436399e-14,3.7987864024795896e-27,0.0,6.8915503316781813e-17,2.3374488796980509e-29,9.4992508542041077e-32,6.3666932276309286e-13,1.1642868146485987e-22,0.0,4.5067191051991928e-29,0.0,0.0,0.0,0.0,2.4030731170184658e-08,4.2030271771409618e-08,2.3580201531502158e-09,1.9125949908859119e-08,1.1263648486816066e-09,5.4927454131342793e-15,1.1347550033401235e-14,1.5359845012981826e-17
1.7294407294826732e-10,0.0008348636970949208,6.0992899120371055e-18,1.5097460927351251e-22,1.5097454640488065e-22,2.4059998856381364e-30,4.93706928029468e-29,0.0,0.0,1.1916355596799317e-12,5.9111545988408732e-19,4.722678534957671e-33,8.7776046369672774e-35,2.6850002775119771e-31,7.6940068541011932e-65,4.8657989796560107e-48,6.1666970155916806e-37,8.7209243192472636e-35,2.7134422353278777e-31,3.9388871672869701e-57,3.2938712562966485e-59,6.3071045765670049e-34,1.2099447519477899e-35,1.2676410711586253e-40,6.792699834720131e-46,1.8770466724903291e-33,1.2229356546824422e-41,1.566131012058803e-29,6.0221712923996971e-15,1.0783519141560657e-47,1.543795228783009e-39,7.1257427706829497e-26,4.6982097862075768e-40,1.6517113693794171e-43,4.0120004621192786e-32,5.3910671800579384e-40,0.35999999999999999,0.0,0.0098899081056193841,0.10880297857794675,1.092467388432705e-15,5.300727475524818e-19,9.1328430648956088e-14,4.6011375878880627e-27,0.0,7.5465356323937339e-17,2.5410999707429467e-29,1.0539792201028082e-31,6.8391508167567648e-13,1.3215438121335118e-22,0.0,5.0161797415426843e-29,0.0,0.0,0.0,0.0,2.4480465605337159e-08,4.3548562812495584e-08,2.4437082720207112e-09,2.024450027973809e-08,1.1763484987049502e-09,6.0052993237780632e-15,1.2715389039703109e-14,1.6871968688304172e-17
1.7900848383972547e-10,0.0008348636950294966,6.4713396269296213e-18,1.653505032896443e-22,1.6535043509899171e-22,2.8133183963910958e-30,5.7513969074207975e-29,0.0,0.0,1.2699561077301635e-12,6.6662235750437065e-19,5.9623712445994427e-33,1.0842305900395467e-34,3.3166653023977827e-31,1.0046972593563322e-64,5.8143946807528004e-48,7.1826539394044605e-37,1.0776680161830326e-34,3.3530771243688256e-31,5.5178803521115376e-57,4.4776292992224243e-59,7.7938500316038526e-34,1.3604296200644298e-35,1.509439803957558e-40,9.2707641233736108e-46,2.3195136617859017e-33,1.5660642680881462e-41,1.866593391692219e-29,6.5633734189057262e-15,1.387922565148884e-47,1.9220835614118063e-39,8.0401208101211586e-26,6.0131270539247574e-40,2.1147449972167392e-43,4.9577271735466647e-32,6.6541963015656374e-40,0.35999999999999999,0.0,0.0098899048833202552,0.10880297739359786,1.1619603694769842e-15,5.813817068132726e-19,9.6480876838566693e-14,5.535537702745713e-27,0.0,8.243669249189181e-17,2.7569436496225629e-29,1.1663561011470077e-31,7.3287653485789922e-13,1.4946147892188811e-22,0.0,5.5627634284819548e-29,0.0,0.0,0.0,0.0,2.4914499857691193e-08,4.5066814419439462e-08,2.5293962233062981e-09,2.1378749030158461e-08,1.2263688592330942e-09,6.5449046708950237e-15,1.4190063467067942e-14,1.8468748085584908e-17
1.8507289473118363e-10,0.0008348636929381614,6.8538798339725289e-18,1.80589477357591e-22,1.8058940364864048e-22,3.2729442413501361e-30,6.6672728852001529e-29,0.0,0.0,1.3504568861795872e-12,7.4878537983248124e-19,7.4689829699242313e-33,1.3294440976686836e-34,4.0667268269649672e-31,1.3007257666480385e-64,6.9078053150155823e-48,8.3233059563734336e-37,1.3218862938238381e-34,4.1129457037604026e-31,7.6430298867480357e-57,6.0244744309609391e-59,9.5600596105610817e-34,1.5234495049002353e-35,1.7864227291098566e-40,1.2517718956338629e-45,2.8451506447257872e-33,1.9884388535176321e-41,2.2107991145800188e-29,7.1320412900885374e-15,1.7783406833422779e-47,2.3754855116915013e-39,9.0351434655429736e-26,7.6307035142887651e-40,2.6845924165722793e-43,6.0812203548701175e-32,8.1574160468094979e-40,0.35999999999999999,0.0,0.0098899016610238775,0.10880297619439004,1.2340680461544886e-15,6.3552379377672512e-19,1.0170410711628468e-13,6.6179324255661102e-27,0.0,8.9845580911018312e-17,2.9856006774192319e-29,1.2875293683764742e-31,7.8355682564832222e-13,1.6846238887651675e-22,0.0,6.1477954384026348e-29,0.0,0.0,0.0,0.0,2.5333705881842573e-08,4.6585033141760755e-08,2.6150840070072729e-09,2.2527824222651046e-08,1.2764193776190714e-09,7.1118899686702405e-15,1.5775532456588549e-14,2.015132150205012e-17
1.911373056226418e-10,0.0008348636908223615,7.2468918181702426e-18,1.9671550742691933e-22,1.9671542801403271e-22,3.7896053897107403e-30,7.6935892347225411e-29,0.0,0.0,1.4331205913084298e-12,8.3794587710706831e-19,9.2881340995102254e-33,1.6189204688041173e-34,4.9519997369115315e-31,1.6704484678998054e-64,8.1623669495585811e-48,9.5990019730876652e-37,1.6102601165653947e-34,5.0102003912492486e-31,1.0475230718970294e-56,8.027895958646505e-59,1.1645600958899355e-33,1.6995431644186128e-35,2.1021894294762854e-40,1.6732933537904438e-45,3.465822216660309e-33,2.5046594554225181e-41,2.6031681364217505e-29,7.7284877430816898e-15,2.2684036546516405e-47,2.915646713321518e-39,1.0114823279885103e-25,9.6064318460183774e-40,3.380899932979516e-43,7.40783909295195e-32,9.9364220199910519e-40,0.35999999999999999,0.0,0.0098898984387302338,0.10880297498115228,1.3088117782685384e-15,6.9253662002187593e-19,1.0699448344127662e-13,7.8655294659757226e-27,0.0,9.7708229827138906e-17,3.2277302771482196e-29,1.4179904642796076e-31,8.3595912446957973e-13,1.8927468837898682e-22,0.0,6.7726034800852858e-29,0.0,0.0,0.0,0.0,2.5738907204579748e-08,4.810322436035986e-08,2.7007716231239317e-09,2.3690902346389255e-08,1.3264946697902096e-09,7.7065669743704715e-15,1.747573226897406e-14,2.192076880452566e-17
1.9720171651409995e-10,0.0008348636886834602,7.6503570338891162e-18,2.1375252683258022e-22,2.137524415421058e-22,4.3682898384674975e-30,8.8397143743430375e-29,0.0,0.0,1.5179308838287443e-12,9.3445126230937712e-19,1.147131780315989e-32,1.9587247502899426e-34,5.9909491491811011e-31,2.129048619625713e-64,9.5956370772684341e-48,1.1020554007758962e-36,1.9488478634109691e-34,6.0636908230535774e-31,1.4215040074579471e-56,1.060112629298233e-58,1.4094286542489149e-33,1.8892485367694136e-35,2.4605554253825402e-40,2.2157915635995258e-45,4.194566901599371e-33,3.1313676806374966e-41,3.0483707431728186e-29,8.3530097262757747e-15,2.8806526656686743e-47,3.5555409125570817e-39,1.1283216897913286e-25,1.2003505960137441e-39,4.2260538805047201e-43,8.9654515737800986e-32,1.2030824431727675e-39,0.35999999999999999,0.0,0.0098898952164393032,0.10880297375466672,1.3862106280457342e-15,7.5245586789042962e-19,1.1234856832900556e-13,9.2968476035278906e-27,0.0,1.0604097200756466e-16,3.4840316526490606e-29,1.5582487788255332e-31,8.9008662566312063e-13,2.1202122203986951e-22,0.0,7.4385177184314074e-29,0.0,0.0,0.0,0.0,2.6130881615413273e-08,4.962139249802943e-08,2.7864590716565724e-09,2.4867205626726056e-08,1.3765903097408578e-09,8.3292316117280223e-15,1.9294576260661963e-14,2.3778114651314795e-17
