Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259),S(423),S(422),C7H9O(956),S(1059),C5H8(381),C7H8(253),S(1058),S(160),S(1870),S(1888),S(1972),S(1993)
6.135959737153357e-08,0.0012937714304105533,3.6065249666590666e-14,4.2214776091909092e-16,3.906630849150998e-13,2.5631068661475544e-17,3.3380738385327943e-13,0.0,0.0,3.0555298941118184e-08,3.2736749141443445e-10,7.8980004693554241e-20,3.1043121619064731e-23,1.9103745141413513e-20,3.305249264099031e-48,4.0176357823444653e-36,2.6492374985188982e-25,4.6443142638513045e-23,9.7458689513093278e-20,1.7761160679740221e-35,6.4333712103017046e-40,2.1839862910827213e-22,1.5377079954280061e-29,1.3293452826870689e-28,3.8894588195891975e-24,6.3806289390248327e-22,1.0060941896681716e-22,1.6097313379522491e-20,1.0842311504635353e-09,2.1754706656410124e-29,3.3177103241884587e-25,2.4352857839073152e-18,8.3425120139567723e-27,6.5810765547333111e-30,1.3724345596143508e-20,5.531718632891485e-23,0.35999999999999999,0.0,0.0098726208508720693,0.10879564495781649,2.6999571449129161e-12,4.1492521055319069e-13,4.5647664372528713e-11,2.3707325043924589e-14,0.0,4.9657771034989668e-11,9.6859799704902924e-22,1.0288117085353555e-22,1.2288551583084259e-07,5.3805877143487734e-13,0.0,1.2716519309060999e-21,0.0,0.0,0.0,6.8470735002350574e-52,1.1856653181492785e-06,8.032760841939956e-06,7.1254923561930892e-07,7.0414107581893554e-06,1.8207378054756618e-07,1.0786290650320531e-09,1.0061954791772979e-07,2.3224839092946079e-12,1.7427314310391855e-12,2.2008929497094909e-18,9.5668827656257723e-20,1.5131653297180115e-12,2.1577066877968932e-13,4.7514914766503288e-21,1.6513465216392231e-15,2.0156373307891619e-13,1.0027684779749845e-13,4.1813553557395939e-13,2.8044386238151874e-15
6.461752959558592e-08,0.0012937703795679433,3.8105004639104035e-14,4.69561034695612e-16,4.6705956526457562e-13,3.0093297849587202e-17,4.2196092428369943e-13,0.0,0.0,3.3806861597467856e-08,4.0136396207268699e-10,9.8489058980963523e-20,3.8354810401868065e-23,2.2536301788510633e-20,4.6227933671033151e-48,5.3097627446369786e-36,3.2950073863153458e-25,5.9201498836150935e-23,1.2025729093232203e-19,2.8331450268867755e-35,9.4606166899010714e-40,2.6943508323958595e-22,1.7283796945239678e-29,1.6538986504712177e-28,5.31150027474889e-24,7.857184280668879e-22,1.3109110188963487e-22,1.8834249144890048e-20,1.2018808026150141e-09,3.2176826765408999e-29,4.4997038165975922e-25,2.830922332731435e-18,1.0344145698134244e-26,8.4275195660009568e-30,1.6903279529712959e-20,7.7283832707918135e-23,0.35999999999999999,0.0,0.0098717030722589427,0.10879525271059648,2.8494764830231746e-12,4.6902643104751395e-13,4.8004650867871538e-11,2.9443898321298462e-14,0.0,5.5092326126903897e-11,1.190194449141114e-21,1.3790407563621713e-22,1.4175861770687084e-07,6.6115023811920275e-13,0.0,1.541705439327619e-21,0.0,0.0,0.0,1.0637206794804522e-51,1.2455448459360764e-06,8.4452464298468532e-06,7.5004827729042221e-07,7.4043341535223128e-06,1.9143038003417798e-07,1.1954877052073297e-09,1.1725494097343126e-07,2.5741538746607191e-12,1.9315746761368768e-12,2.8511840145702263e-18,1.2395328692417185e-19,1.8579279467893283e-12,2.4933109955999125e-13,6.1556334943749854e-21,1.9232334855244995e-15,2.3767971365025173e-13,1.2389763580433471e-13,5.2158964004819429e-13,3.8839901092062634e-15
6.787546181963828e-08,0.0012937693290323421,4.013641105401139e-14,5.1945228619103016e-16,5.5300909817249698e-13,3.5036658970236291e-17,5.2686926778154794e-13,0.0,0.0,3.7211881667906821e-08,4.8707566569092469e-10,1.2140819903817112e-19,4.689143905419883e-23,2.6353886699565978e-20,6.3504443965193655e-48,6.9146554075621703e-36,4.0516347155071407e-25,7.471153903674707e-23,1.4682835061114422e-19,4.4107948777269942e-35,1.3638789363264561e-39,3.2890150308879388e-22,1.9138063370744351e-29,2.0342529860276151e-28,7.1397437788000902e-24,9.5732906275593054e-22,1.6856554894083062e-22,2.1861769474343054e-20,1.3254360502689279e-09,4.6756247417026654e-29,6.0096351863630536e-25,3.2655739205870707e-18,1.2682478419920044e-26,1.0662627202483574e-29,2.0599486275495036e-20,1.0612308053171836e-22,0.35999999999999999,0.0,0.0098707859328828352,0.10879486040586295,2.9990023918385815e-12,5.2775576172659455e-13,5.0350327731417468e-11,3.6189562997232447e-14,0.0,6.0790690418603087e-11,1.447277345855626e-21,1.8256759707214281e-22,1.6242150477015557e-07,8.0395234641791634e-13,0.0,1.852134498434599e-21,0.0,0.0,0.0,1.6156912859139675e-51,1.3051337460870416e-06,8.8557289275910428e-06,7.8751381284605388e-07,7.7654934476867346e-06,2.0074151640413647e-07,1.3181737160632591e-09,1.3559188805546311e-07,2.8383756742006873e-12,2.1298360680111727e-12,3.6458708668613522e-18,1.5852192709654482e-19,2.2579363569380649e-12,2.8611431856700795e-13,7.8716098223306262e-21,2.2226853913391137e-15,2.778101362412962e-13,1.5143365527564294e-13,6.4306836760833482e-13,5.288735197298471e-15
7.113339404369064e-08,0.0012937682788039054,4.2159068911050945e-14,5.7180932070575553e-16,6.4906153421877054e-13,4.0483497196930468e-17,6.5057354000215869e-13,0.0,0.0,4.076834803432293e-08,5.8562741106676646e-10,1.4811115368000442e-19,5.6783495969448345e-23,3.0575837262043236e-20,8.5821997775681745e-48,8.8851049746051431e-36,4.9308655516826016e-25,9.3429706659325149e-23,1.7756283549557371e-19,6.7173902841868462e-35,1.931153160438247e-39,3.9766836245092592e-22,2.0730310713664599e-29,2.476329000666197e-28,9.460902253499825e-24,1.1552674813296602e-21,2.1417537312470253e-22,2.519369910033344e-20,1.4548678908547454e-09,6.6859350224722875e-29,7.9150748662729117e-25,3.7407506487129113e-18,1.5392140466579515e-26,1.3344131942813608e-29,2.4864738203518002e-20,1.4346065449529918e-22,0.35999999999999999,0.0,0.0098698694506913175,0.10879446804458612,3.1484988502311088e-12,5.9129548456628676e-13,5.2684224152078372e-11,4.4061951182339354e-14,0.0,6.6749402270703081e-11,1.7432915204886994e-21,2.388892708479854e-22,1.8494568023893095e-07,9.6837834922523188e-13,0.0,2.2066689390406215e-21,0.0,0.0,0.0,2.4044521515710179e-51,1.3644201133341727e-06,9.2641308755153097e-06,8.2494587156314032e-07,8.1248165113274451e-06,2.1000543246791213e-07,1.4466526660476655e-09,1.5570418871156532e-07,3.1150750449839865e-12,2.3374598712297757e-12,4.607421515944134e-18,2.0035311154413106e-19,2.7186319100318243e-12,3.2625099525338876e-13,9.9479484647532415e-21,2.550853569790857e-15,3.2214425042625758e-13,1.8328259161270135e-13,7.8450119861444503e-13,7.0920339072865499e-15
7.4391326267743e-08,0.001293767228882767,4.4172570770814381e-14,6.2661942719559477e-16,7.5575623357700886e-13,4.6455728006079058e-17,7.9522984098477949e-13,0.0,0.0,4.4474177534590252e-08,6.9818382283042441e-10,1.7899021437333557e-19,6.8168186699327719e-23,3.5221263418487282e-20,1.1428118932406814e-47,1.1279176767796498e-35,5.9449655279598556e-25,1.1586850217360649e-22,2.1286999586908596e-19,1.0027126352138824e-34,2.6899432446283348e-39,4.7664635314135111e-22,2.2660004294497938e-29,2.9863110478492744e-28,1.2374460299304943e-23,1.3819985737515496e-21,2.691815706545487e-22,2.8843707091640269e-20,1.5901461522248294e-09,9.4217108452272816e-29,1.0293067154264715e-24,4.2579197665099769e-18,1.8509178063807845e-26,1.653518673973024e-29,2.9752952032162708e-20,1.9119262162591619e-22,0.35999999999999999,0.0,0.0098689536432380529,0.10879407562776149,3.2979308319665231e-12,6.5982382102720732e-13,5.5005879980550799e-11,5.3186032750966236e-14,0.0,7.2964876231580544e-11,2.0818053004492032e-21,3.0917888961463597e-22,2.0940111979058243e-07,1.1564100786238227e-12,0.0,2.6091830980243937e-21,0.0,0.0,0.0,3.5123401043075491e-51,1.4233923001037251e-06,9.6703764718918271e-06,8.6234448276367377e-07,8.4822327780577947e-06,2.192204086458019e-07,1.5808887353570301e-09,1.7766404882867079e-07,3.4041747340972794e-12,2.5543881071245382e-12,5.7604222202221934e-18,2.505174917130344e-19,3.245672525611896e-12,3.698690429315044e-13,1.2437753042473965e-20,2.9088580818817481e-15,3.7086664827230409e-13,2.1985788607969949e-13,9.4789957405453659e-13,9.3786982444919028e-15
7.764925849179536e-08,0.0012937661792690373,4.6176519919303638e-14,6.8386936940979076e-16,8.7362123339484366e-13,5.2974834735780259e-17,9.6310715931617728e-13,0.0,0.0,4.8327217665014871e-08,8.2594740241297479e-10,2.1445604771887425e-19,8.1189440777195411e-23,4.0309040610575147e-20,1.5014858707430871e-47,1.4160532837863001e-35,7.1067079000676969e-25,1.426009929321101e-22,2.5317717752466515e-19,1.4695808046687939e-34,3.6911891486908069e-39,5.6678592051198447e-22,2.4795829634297085e-29,3.5706406201722796e-28,1.5993753414429625e-23,1.6400762402262286e-21,3.3496923641071496e-22,3.2825301257258281e-20,1.7312395189623392e-09,1.3100222305608622e-28,1.3230860017681098e-24,4.8185059913107545e-18,2.2071006523284365e-26,2.030461456298033e-29,3.5320138676597017e-20,2.515123079262687e-22,0.35999999999999999,0.0,0.009868038527670861,0.10879368315640851,3.447263499718259e-12,7.3351480843148088e-13,5.7314845379664462e-11,6.3694177341916654e-14,0.0,7.9433408447434369e-11,2.4665045249459266e-21,3.9606237146501576e-22,2.3585622424773438e-07,1.3700946233896897e-12,0.0,3.0636926470301658e-21,0.0,0.0,0.0,5.0442103652468967e-51,1.4820389243417974e-06,1.0074391623968247e-05,8.9970967581312303e-07,8.8376732918453811e-06,2.2838476412623251e-07,1.7208447486928608e-09,2.0154203239930158e-07,3.7055945692554318e-12,2.7805606067840232e-12,7.1316502759155371e-18,3.1018118029880169e-19,3.8449260588151168e-12,4.1709353169309377e-13,1.5398860017166718e-20,3.2977868539251372e-15,4.2415711466639595e-13,2.6158810000481891e-13,1.1353537325366562e-12,1.2246022979065589e-14
8.090719071584771e-08,0.001293765129962804,4.8170538161071856e-14,7.4354538866260502e-16,1.0031725119495934e-12,6.0061855108214874e-17,1.1565851129035283e-12,0.0,0.0,5.2325249345642412e-08,9.7015654738389286e-10,2.5493750059053902e-19,9.5997915596081635e-23,4.5857802407024197e-20,1.9485707729066846e-47,1.7598474634897731e-35,8.429353756867593e-25,1.7426544140962023e-22,2.9892962642106232e-19,2.1179208055628418e-34,4.9960002136690134e-39,6.6907678253240024e-22,2.7146219149397574e-29,4.2360035568878006e-28,2.044706624300562e-23,1.9321401395986236e-21,4.1305322689269282e-22,3.7151822303930402e-20,1.8781155591057141e-09,1.7991862734822051e-28,1.6826640011622072e-24,5.4238918363286895e-18,2.6116362545491225e-26,2.4727158820248948e-29,4.1624352376103136e-20,3.2693802446553923e-22,0.35999999999999999,0.0,0.0098671241207205582,0.1087932906315698,3.5964619033840287e-12,8.1253818188826723e-13,5.9610680805354605e-11,7.572620426183327e-14,0.0,8.6151181709525309e-11,2.9011864391135783e-21,5.0250589824448393e-22,2.6437777494708846e-07,1.6115409378648425e-12,0.0,3.574351327199517e-21,0.0,0.0,0.0,7.1320455512996716e-51,1.540348876883223e-06,1.0476103996108589e-05,9.3704148011881374e-07,9.1910707516313778e-06,2.3749685795816363e-07,1.8664822086202049e-09,2.2740701610686411e-07,4.0192515307019938e-12,3.0159150650134068e-12,8.7501431483009906e-18,3.8060876497156048e-19,4.5224634905858886e-12,4.6804660598931711e-13,1.8893988011050439e-20,3.7186948774708587e-15,4.821904862369088e-13,3.0891626221452002e-13,1.3490294588980641e-12,1.5804836296541264e-14
8.416512293990007e-08,0.0012937640809641303,5.0154257747178931e-14,8.0563322424784464e-16,1.1449133358264179e-12,6.7737358678169358e-17,1.3781515361792804e-12,0.0,0.0,5.6465989742114633e-08,1.132083534081794e-09,3.008813977660717e-19,1.1275099705626602e-22,5.1885932915379029e-20,2.5002230159574369e-47,2.1667950515054249e-35,9.9266294389033908e-25,2.1157003752570901e-22,3.5059028574235188e-19,3.0054291206550003e-34,6.6770461269660009e-39,7.8454743230042433e-22,2.9080110528528028e-29,4.9893221524923111e-28,2.5878746364714012e-23,2.2609123866617126e-21,5.0508376450743312e-22,4.183643815741024e-20,2.0307407508822694e-09,2.4430470582174957e-28,2.1190269762117072e-24,6.0754179470950647e-18,3.0685255750156485e-26,2.9883734744647775e-29,4.8725639104792306e-20,4.2034151556466914e-22,0.35999999999999999,0.0,0.0098662104386904436,0.10879289805430986,3.7454914983993983e-12,8.9705926725693637e-13,6.1892957676138195e-11,8.9429420256572498e-14,0.0,9.3114269834264643e-11,3.389753454576895e-21,6.3184022602644257e-22,2.950308918365279e-07,1.8829163767017163e-12,0.0,4.1454475955232634e-21,0.0,0.0,0.0,9.9402060678889957e-51,1.5983113283569403e-06,1.0875443054980074e-05,9.7433992512826474e-07,9.5423595531393585e-06,2.4655509007647896e-07,2.0177613291104899e-09,2.5532614677409335e-07,4.3450598234890241e-12,3.2603870945788666e-12,1.0647263878157095e-17,4.6316615972660686e-19,5.2845519541329207e-12,5.2284740719470383e-13,2.2990879076927069e-20,4.1726034748889159e-15,5.4513651668963642e-13,3.6229920150408504e-13,1.5911647547116682e-12,2.0180566480449355e-14
8.742305516395243e-08,0.0012937630322730543,5.2127314309219268e-14,8.7011813319222226e-16,1.2993336797909501e-12,7.6021429865521121e-17,1.630399930162315e-12,0.0,0.0,6.0747095137731338e-08,1.3130324684776647e-09,3.5275233152634265e-19,1.316127997834635e-22,5.8411559675604948e-20,3.1747020251823525e-47,2.644971103073741e-35,1.1612721712951742e-24,2.5529772000440199e-22,4.0863958551498126e-19,4.2043556530074572e-34,8.8200508282789901e-39,9.1426462445447117e-22,3.1247842395110786e-29,5.8377519447787053e-28,3.2450330145125824e-23,2.6291942040690233e-21,6.1285197706690078e-22,4.6892138777131771e-20,2.189080510308959e-09,3.2825163624977381e-28,2.6444025533488296e-24,6.7743834498429937e-18,3.5818919508605591e-26,3.5861681927867525e-29,5.6685984303830976e-20,5.3497704212185362e-22,0.35999999999999999,0.0,0.0098652974974465044,0.10879250542571395,3.8943183932556004e-12,9.8723888287598031e-13,6.4161258824221817e-11,1.049586451972707e-13,0.0,1.0031864237717131e-10,3.9362068071390618e-21,7.8778507478567361e-22,3.2787899433832417e-07,2.1864431725043411e-12,0.0,4.7814011884788278e-21,0.0,0.0,0.0,1.3671368404834035e-50,1.655915735621983e-06,1.1272340111745486e-05,1.0116050403274882e-06,9.8914758278377966e-06,2.5555790225944805e-07,2.1746410701087543e-09,2.8536480171083223e-07,4.6829309519668601e-12,3.5139102821092547e-12,1.2856762692837079e-17,5.5932329077873776e-19,6.1376476123856128e-12,5.8161200128712678e-13,2.7762431766110543e-20,4.6604996311113393e-15,6.1315975196242597e-13,4.2220686551818165e-13,1.8640664359315025e-12,2.5514320719763343e-14
9.068098738800479e-08,0.00129376198388959,5.4089349402902999e-14,9.3698489985213275e-16,1.466909712145341e-12,8.4933660488959015e-17,1.916026788673903e-12,0.0,0.0,6.5166163849404466e-08,1.5143372101762016e-09,4.1103244346712086e-19,1.5275416588153458e-22,6.5452547241142565e-20,3.9924074975906786e-47,3.2030557466531763e-35,1.3502268554538482e-24,3.0631107260642404e-22,4.7357522521660806e-19,5.8042749456750641e-34,1.1525389137218096e-38,1.0593328464656937e-21,3.3770600980481792e-29,6.788673489431528e-28,4.0341677226627846e-23,3.0398625363370767e-21,7.3829536647747627e-22,5.2331731152956689e-20,2.3530992198439692e-09,4.367383244773525e-28,3.2723332471233591e-24,7.5220463127709178e-18,4.1559761176643492e-26,4.2755017905134297e-29,6.5569260014128666e-20,6.7451101353800555e-22,0.35999999999999999,0.0,0.0098643853124083802,0.1087921127468872,4.0429090887157827e-12,1.0832332464245646e-12,6.6415178500367805e-11,1.2247622576305866e-13,0.0,1.0776016989085515e-10,4.5446401449081155e-21,9.7447350872560676e-22,3.6298376500910734e-07,2.5243948748277872e-12,0.0,5.4867596086301028e-21,0.0,0.0,0.0,1.8573197144838997e-50,1.713151847729215e-06,1.1666728361228262e-05,1.0488368552392565e-06,1.0238357479027931e-05,2.6450377901751396e-07,2.3370791732930062e-09,3.1758655198986039e-07,5.0327737968515926e-12,3.7764162459309496e-12,1.5414834762637265e-17,6.7065661440778187e-19,7.0883884016417525e-12,6.4445331156148286e-13,3.328682586607778e-20,5.1833353918391475e-15,6.8641941773624491e-13,4.8912162747244817e-13,2.1701066636493109e-12,3.1963972196483973e-14
9.393891961205714e-08,0.0012937609358137229,5.6040015645236866e-14,1.0062178428314383e-15,1.6481033396841156e-12,9.4493142957914388e-17,2.2378288126947001e-12,0.0,0.0,6.9720739181214334e-08,1.73735927443269e-09,4.7622119924839816e-19,1.7635265985461541e-22,7.3026491008607236e-20,4.9759458282498548e-47,3.8503352386785252e-35,1.5610332420109958e-24,3.6555728181126212e-22,5.4591194964944476e-19,7.9152196284506698e-34,1.4909785254334672e-38,1.220893775404115e-21,3.6269288173798498e-29,7.849683327837147e-28,4.9752110282372176e-23,3.4958666322458412e-21,8.835032007450357e-22,5.8167834265139978e-20,2.5227602575016296e-09,5.7578445570160653e-28,4.0177495173014775e-24,8.3196237177673394e-18,4.7951311835082662e-26,5.0664692542477147e-29,7.5441171464790489e-20,8.4305208091260092e-22,0.35999999999999999,0.0,0.0098634738985409962,0.10879172001895338,4.1912303571866767e-12,1.1851938884438673e-12,6.8654322474366036e-11,1.4215203719540187e-13,0.0,1.1543462911486134e-10,5.2192330526001441e-21,1.1964762168175694e-21,4.0040511601993703e-07,2.8990927537335793e-12,0.0,6.2661945399016415e-21,0.0,0.0,0.0,2.4945795523740692e-50,1.7700097114053948e-06,1.2058542918025396e-05,1.0860353994213337e-06,1.058294421503605e-05,2.7339124841284027e-07,2.5050321984269749e-09,3.5205312867186849e-07,5.394494693567881e-12,4.0478346948591262e-12,1.8360174060866605e-17,7.9885146494399563e-19,8.1435866548419402e-12,7.1148105641143918e-13,3.9647638718115282e-20,5.7420273283281738e-15,7.650693183086215e-13,5.6353758241847517e-13,2.5117194171122345e-12,3.970525169117533e-14
9.71968518361095e-08,0.001293759888045415,5.7978977160903174e-14,1.0778008272054618e-15,1.8433618067660964e-12,1.0471845825314213e-16,2.5987000244697452e-12,0.0,0.0,7.4408312409291145e-08,1.9834857170434502e-09,5.4883515666055188e-19,2.0259256052532109e-22,8.1150711014830745e-20,6.1502096839140455e-47,4.5966940280983553e-35,1.7952379724663092e-24,4.3407314219819187e-22,6.2618131815676195e-19,1.0671201112641231e-33,1.9108111826142869e-38,1.4001257204391782e-21,3.8884016226340708e-29,9.0285845841256674e-28,6.0901556675274786e-23,4.0002246005735684e-21,1.0507218235247652e-21,6.4412874252113693e-20,2.6980260262375453e-09,7.5262323248807619e-28,4.8970421308648655e-24,9.1682924407844941e-18,5.5038175624697893e-26,5.9698843184739443e-29,8.636920314373728e-20,1.0451816035564889e-21,0.35999999999999999,0.0,0.0098625632703469735,0.10879132724305381,4.3392494336809974e-12,1.293267575042573e-12,7.0878308375354061e-11,1.6416347322187086e-13,0.0,1.2333770792731901e-10,5.964244514304799e-21,1.4588256018130224e-21,4.4020115847224432e-07,3.3129021691971428e-12,0.0,7.1244981972997208e-21,0.0,0.0,0.0,3.3149978127477389e-50,1.8264796760574057e-06,1.2447720849551468e-05,1.1232007024646803e-06,1.0925177579496914e-05,2.8221888280923523e-07,2.6784555601006707e-09,3.8882439199279472e-07,5.7679975114200045e-12,4.3280934876099823e-12,2.1734023294623239e-17,9.4570423145807975e-19,9.3102216176320382e-12,7.8280169229155449e-13,4.6933953043839673e-20,6.3374560686574433e-15,8.4925774508408387e-13,6.4595983481517783e-13,2.8913969188384797e-12,4.893283996804219e-14
9.999999999999998e-08,0.0012937588405845994,5.9637655892299185e-14,1.1412595675575987e-15,2.0229506822212479e-12,1.1406308763537589e-16,2.9427433764812874e-12,0.0,0.0,7.8546028678243226e-08,2.2148221106824233e-09,6.1766212172792918e-19,2.2742918156158354e-22,8.859427369134937e-20,7.3340679688849622e-47,5.3261579219668469e-35,2.0166856043305394e-24,5.0130447160191556e-22,7.0201243156076591e-19,1.3681466096640984e-33,2.3489462129565984e-38,1.5694069839116233e-21,4.1239536428255178e-29,1.0143374236995248e-27,7.2070266582479338e-23,4.4752293958161868e-21,1.2140479740927204e-21,7.0122782779561048e-20,2.853282326309016e-09,9.4157646076283741e-28,5.7743748583398525e-24,9.9402527378663414e-18,6.1727052131661828e-26,6.845986733158172e-29,9.6669799224771823e-20,1.2498441868617022e-21,0.35999999999999999,0.0,0.0098617803988806617,0.10879098925835697,4.4663396663703263e-12,1.3912559863910345e-12,7.2779427039523535e-11,1.851124891060014e-13,0.0,1.303171975051441e-10,6.6649213073039667e-21,1.7210418827441773e-21,4.7638554999235452e-07,3.7020847056587925e-12,0.0,7.9298547938379925e-21,0.0,0.0,0.0,4.2001427047170768e-50,1.8747492423382441e-06,1.2780415524523853e-05,1.1551514126863854e-06,1.1217710844193205e-05,2.8976529701672161e-07,2.8320136239347501e-09,4.2235149673571487e-07,6.0987165928630963e-12,4.576249186949191e-12,2.5013249672652065e-17,1.0884444066119955e-18,1.0408634923206634e-11,8.4768110743223407e-13,5.4015984398156318e-20,6.879814910510845e-15,9.2623589377338376e-13,7.2367744496842769e-13,3.2504815737890946e-12,5.8225195329637087e-14
1.0045478406016186e-07,0.0012937588405845994,5.990590699421118e-14,1.1517172803690822e-15,2.0531173436959694e-12,1.1562766263731312e-16,3.0016287922828444e-12,0.0,0.0,7.922632579177384e-08,2.2541270069319835e-09,6.2940772698151639e-19,2.3166485079108731e-22,8.9842245951790845e-20,7.5426373492990703e-47,5.4526279722750546e-35,2.054427026136451e-24,5.1299009520757737e-22,7.1493146738950435e-19,1.4234142224425597e-33,2.4275287904804151e-38,1.5982430516037925e-21,4.1608677928926006e-29,1.0333377100604426e-27,7.4031688708798781e-23,4.5560199448779061e-21,1.2423598755510698e-21,7.1079079942365895e-20,2.8788579838797164e-09,9.7589540905928516e-28,5.9281336093037598e-24,1.0069189241699097e-17,6.2865978748340904e-26,6.9973050729925666e-29,9.842256439475214e-20,1.2859844014502839e-21,0.35999999999999999,0.0,0.0098616534418597274,0.10879093442034633,4.4869341343078705e-12,1.4075962388828309e-12,7.3086765948099997e-11,1.8869542429922202e-13,0.0,1.314650104040505e-10,6.7840063350457208e-21,1.7670395901420039e-21,4.8242817455791747e-07,3.768228917652841e-12,0.0,8.0665796168962779e-21,0.0,0.0,0.0,4.3616407767181194e-50,1.8825523982956894e-06,1.2834201206005253e-05,1.1603327939916295e-06,1.1265000978722913e-05,2.909852995522625e-07,2.8573035651190318e-09,4.2795830351892183e-07,6.153183734159465e-12,4.6171186932600694e-12,2.5580219876616076e-17,1.1131243618606503e-18,1.0595431871569032e-11,8.5851836187181138e-13,5.5240456216596751e-20,6.9704658951950315e-15,9.3912739467645296e-13,7.3690377902927611e-13,3.311686020063072e-12,5.9861457206296246e-14
1.0371271628421422e-07,0.0012937577934311825,6.1820486214122935e-14,1.2279502063150208e-15,2.2777868606518603e-12,1.2723827847157372e-16,3.4496947757384154e-12,0.0,0.0,8.4172175597661015e-08,2.5507148911886832e-09,7.1848892972311412e-19,2.6376720446791631e-22,9.9117847673123553e-20,9.1833433034477652e-47,6.4292558614233151e-35,2.3402239466588323e-24,6.0353928708064229e-22,8.1272686798044516e-19,1.8798245995601496e-33,3.0588273664274125e-38,1.8164956156339363e-21,4.3843285336591681e-29,1.1772251878075547e-27,8.9407059234797692e-23,5.1663980839205581e-21,1.4609934224398679e-21,7.8178478579254112e-20,3.0652166736504681e-09,1.2558662646297476e-27,7.1305485501109763e-24,1.1023411264996658e-17,7.1481318225971277e-26,8.1610596689189762e-29,1.1167213460650995e-19,1.5710797074523315e-21,0.35999999999999999,0.0,0.0098607444266373395,0.10879054155200421,4.6342527819665486e-12,1.5283169167900916e-12,7.5279337133961147e-11,2.1594024435702693e-13,0.0,1.3981206208654333e-10,7.6829165444662192e-21,2.1271450796234344e-21,5.2714059256458586e-07,4.2675155686152237e-12,0.0,9.0974608918984486e-21,0.0,0.0,0.0,5.6855636765228804e-50,1.9382188459771812e-06,1.3217925047258061e-05,1.197431703654041e-06,1.1602359706160747e-05,2.9968916157951451e-07,3.0415294505686269e-09,4.6951090126764448e-07,6.5499525420162016e-12,4.9148346528030443e-12,2.9945237917074828e-17,1.3031361934944731e-18,1.2006507679013172e-11,9.3873084734585778e-13,6.4667530932534394e-20,7.6418644077941649e-15,1.0348152976183874e-12,8.3689437429268503e-13,3.7751845537488862e-12,7.2726945798895908e-14
1.0697064850826657e-07,0.0012937567465850423,6.3722405306674733e-14,1.3064821975636604e-15,2.5177716842437864e-12,1.3956728843331444e-16,3.9460658004824898e-12,0.0,0.0,8.9243215148457876e-08,2.8747002572377651e-09,8.1664514117208312e-19,2.9910397241261617e-22,1.0899397608681991e-19,1.1104998866653404e-46,7.5383105131450311e-35,2.6542889161662097e-24,7.0705663239065453e-22,9.2014807540474016e-19,2.459482420304089e-33,3.8248159222843285e-38,2.0561681396112008e-21,4.6610975323377297e-29,1.3353579441289449e-27,1.0731622946412694e-22,5.8345628636686801e-21,1.7093709835338557e-21,8.5722891643236934e-20,3.2570617550386959e-09,1.6046671848484617e-27,8.5254826194720097e-24,1.2032016450874056e-17,8.0931710500645569e-26,9.4742721094238266e-29,1.261904080472848e-19,1.9066522340797238e-21,0.35999999999999999,0.0,0.0098598362377571146,0.10879014863921513,4.7811741656892642e-12,1.6555616945297953e-12,7.7455676169940633e-11,2.4609770623240875e-13,0.0,1.4837431523841965e-10,8.6654327939093731e-21,2.5457009429294343e-21,5.7439096472017992e-07,4.8132377976384039e-12,0.0,1.0222273360610771e-20,0.0,0.0,0.0,7.3469090843045e-50,1.9934703017692146e-06,1.3598835466670632e-05,1.2344974611314354e-06,1.1937200963944607e-05,3.0832917796120308e-07,3.2310854223090363e-09,5.1353627778460156e-07,6.9582008946431498e-12,5.2211640413911233e-12,3.4878226227199428e-17,1.5178806098471089e-18,1.35508832633726e-11,1.0235355288955097e-12,7.5321337263003726e-20,8.3524222520695842e-15,1.1364527579835236e-12,9.46465415673654e-13,4.2845376628940034e-12,8.7787342943396115e-14
