Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259),S(423),S(422),C7H9O(956),S(1059),C5H8(381),C7H8(253),S(1058),S(160),S(1870),S(1888),S(1972),S(1993)
3.4857863752971536e-10,0.0012937911581704094,7.8069530737456417e-18,2.6451364590266112e-20,1.9653875025646215e-21,1.4656521069894341e-25,9.3702646811612017e-24,0.0,0.0,1.4857811924557086e-12,9.7045549889767966e-19,1.3270058298018544e-29,1.0473719357431552e-31,3.2319205517713444e-28,3.6873862330524821e-64,1.5052604641885175e-47,9.7423085277906034e-36,1.0477549559260606e-31,3.3420670619303859e-28,5.125254511513271e-51,1.9687844591806846e-54,7.5163179019128691e-31,3.8387697981597293e-35,2.0924780704394027e-39,6.9761837691505618e-37,2.2553807227455143e-30,3.2928557526940043e-33,4.5668052588521179e-27,1.6806723409806421e-14,2.1469212536517737e-44,7.0144971819828011e-39,2.0084115607374554e-25,1.7906036615671793e-36,5.0540187751167355e-40,4.8675186338131806e-29,1.0485292887016822e-36,0.35999999999999999,0.0,0.0098899009058817655,0.10880297604641297,1.2408585085064722e-15,5.3196741334655062e-16,1.4219135933274591e-13,1.4830349032876068e-23,0.0,1.0435886841517886e-16,1.1984725944152628e-30,1.2546152304444433e-29,8.6792789514111444e-13,2.1803359599384728e-22,0.0,6.3122602621780982e-29,0.0,0.0,0.0,4.0440225055550461e-70,2.4468780090127358e-08,4.6590318523091746e-08,4.0818897590595006e-09,2.3036837401490951e-08,9.1524462356958248e-10,1.6749296421777305e-14,1.9033708200770686e-14,3.2732998760365176e-17,2.4692518794398749e-17,2.9505374359375556e-29,1.0095813098718436e-30,1.4558497942097491e-21,2.101224275209854e-19,5.9322345970023421e-32,4.6173790123519878e-21,2.2869599250491498e-20,4.5143499437510785e-22,6.5184217982863909e-23,3.1047872004736591e-29
3.5792377827100405e-10,0.001293791155536038,8.206392094477175e-18,2.7627422407646939e-20,2.1603111521477863e-21,1.6232056904562128e-25,1.057673604423157e-23,0.0,0.0,1.5600598910965107e-12,1.0646959343409375e-18,1.4263065971430755e-29,1.1014187037721166e-31,3.3956095822254092e-28,4.5687257730479079e-64,1.7339608825415771e-47,1.1108220758024447e-35,1.1018584192937376e-31,3.5145224673177822e-28,5.729425602331322e-51,2.2142097672742536e-54,7.9041630709417171e-31,4.1968152440811618e-35,2.4246310662909841e-39,7.7367710156592981e-37,2.3717466370501891e-30,3.5573160947238191e-33,4.6746328052867649e-27,1.7946693705384611e-14,2.4357333995943868e-44,8.2999912416517885e-39,2.2033172135678389e-25,1.9323041139592731e-36,5.4572102709904974e-40,5.1186430703779874e-29,1.1601002882751895e-36,0.35999999999999999,0.0,0.0098898982492828264,0.10880297507163977,1.3049876581665705e-15,5.4627505454669368e-16,1.4805485176241688e-13,1.6573229817052877e-23,0.0,1.1207901816300159e-16,1.2678278806587518e-30,1.3475078264890601e-29,9.1538567079821766e-13,2.4054446144773297e-22,0.0,6.8347887938126247e-29,0.0,0.0,0.0,4.7944645865027015e-70,2.4795882140510889e-08,4.7835634849807696e-08,4.1913168975060292e-09,2.3983298342982185e-08,9.4348089986005553e-10,1.7885213936852196e-14,2.0691615600357503e-14,3.5045149120954244e-17,2.6432982952602225e-17,3.1657019511215419e-29,1.0871309808145639e-30,1.6201110450929824e-21,2.2688459208202308e-19,6.3714225806279792e-32,4.7233106663277435e-21,2.4061151508603311e-20,4.860390145345311e-22,7.2176315349039048e-23,3.5888668040062271e-29
3.6726891901229275e-10,0.0012937911528811384,8.6155556543022207e-18,2.8819772152171947e-20,2.368740175176621e-21,1.7930806690112203e-25,1.1901197929915596e-23,0.0,0.0,1.6359374632262754e-12,1.1653277229175202e-18,1.5302570002698239e-29,1.1567262679823926e-31,3.5628833167243482e-28,5.629390463567289e-64,1.9900875956259042e-47,1.2621566043085109e-35,1.1572291729116165e-31,3.6910004042407709e-28,6.3863006292844436e-51,2.4820984990770043e-54,8.3010541715461021e-31,4.5770956386069591e-35,2.7981414218343735e-39,8.5571415892172139e-37,2.4908256392923731e-30,3.8352367931800065e-33,4.7823610985773991e-27,1.9129866026445901e-14,2.7542212455556273e-44,9.7778952377487777e-39,2.4112506072244651e-25,2.0809976263904336e-36,5.8806390676774931e-40,5.375621427345248e-29,1.2803258320439862e-36,0.35999999999999999,0.0,0.0098898955926859169,0.10880297408927064,1.371021785644102e-15,5.6058570663538438e-16,1.5396692364085962e-13,1.8467149613010295e-23,0.0,1.2019364910808637e-16,1.3409344720526662e-30,1.4451545652488359e-29,9.6413117723626433e-13,2.6482932163780898e-22,0.0,7.3855091276892732e-29,0.0,0.0,0.0,5.6593569237710574e-70,2.5115390789507173e-08,4.9080947045036617e-08,4.3007437556083227e-09,2.4937351422637518e-08,9.7171934478287658e-10,1.9064172979559641e-14,2.2443249826445494e-14,3.7448958625721059e-17,2.8242272030772426e-17,3.3932889245980206e-29,1.1692237799301189e-30,1.7980089528756643e-21,2.4448664545173532e-19,6.8360596770859011e-32,4.8294864988734919e-21,2.5278635086290182e-20,5.22189280974657e-22,7.9689982572560795e-23,4.1323720400144548e-29
3.7661405975358144e-10,0.001293791150206773,9.0344296864664931e-18,3.0028091319738545e-20,2.5912287884546754e-21,1.9758980371838009e-25,1.3351715018371134e-23,0.0,0.0,1.7134057534298392e-12,1.2726084216170821e-18,1.6389515704784108e-29,1.2132939167424447e-31,3.7337299630977335e-28,6.8997661060975391e-64,2.2760853194138097e-47,1.4293639768577262e-35,1.2138670388182811e-31,3.8714985493856748e-28,7.0989381067308127e-51,2.7737847569731816e-54,8.7069859539439106e-31,4.980291972451459e-35,3.2167749122936844e-39,9.440275613138233e-37,2.6126161119906245e-30,4.1269281410710862e-33,4.8900639277904842e-27,2.0356542708365588e-14,3.1045433830707971e-44,1.1470847751686721e-38,2.6326977006847154e-25,2.236829246408837e-36,6.3247504604324919e-40,5.6384501693427641e-29,1.4096648182217271e-36,0.35999999999999999,0.0,0.0098898929360910336,0.10880297309969808,1.438966527766947e-15,5.7489939776227687e-16,1.5992516787431527e-13,2.0520721264703554e-23,0.0,1.287143162005906e-16,1.4179897350561297e-30,1.5476952812258283e-29,1.0141665175475531e-12,2.9098898112895129e-22,0.0,7.9651765959298311e-29,0.0,0.0,0.0,6.6526976659741678e-70,2.542769879067704e-08,5.0326254961007151e-08,4.4101703333670464e-09,2.5898603894236944e-08,9.9996010393263393e-10,2.0286474659342297e-14,2.4291093619724282e-14,3.9945128580022054e-17,3.0120909905923634e-17,3.6339699995754916e-29,1.2561036360796825e-30,1.9902852265801805e-21,2.6294644768576606e-19,7.3275229201587045e-32,4.9360352291484266e-21,2.6522077276133966e-20,5.5990706607690828e-22,8.7747527018014149e-23,4.7407165804090315e-29
3.8595920049487014e-10,0.0012937911475139569,9.4630001460584067e-18,3.1252075112851031e-20,2.8283397617822917e-21,2.1722936164646647e-25,1.4936678916540118e-23,0.0,0.0,1.7924570246612446e-12,1.3867995657015937e-18,1.7524847543630444e-29,1.2711218166819916e-31,3.9081405567587885e-28,8.414400059979539e-64,2.5945433987474188e-47,1.6136252702583302e-35,1.271772744242026e-31,4.0560173796279399e-28,7.870489991041855e-51,3.0906402862226684e-54,9.1219594662156039e-31,5.4070809751637347e-35,3.6845137866688118e-39,1.0389223481799923e-36,2.7371183277946389e-30,4.432700365051404e-33,4.9978175474250773e-27,2.1627011181991284e-14,3.4889554864342138e-44,1.3403458225625598e-38,2.8681477368802326e-25,2.3999433540847705e-36,6.7899887858834963e-40,5.9071298408193575e-29,1.548594077779421e-36,0.35999999999999999,0.0,0.0098898902794981643,0.10880297210329515,1.508826550402958e-15,5.8921615496599935e-16,1.659273012279028e-13,2.2742800448431255e-23,0.0,1.3765260544652631e-16,1.4991976256461819e-30,1.6552702230961929e-29,1.0654937969399664e-12,3.1912790306831533e-22,0.0,8.5745477750599055e-29,0.0,0.0,0.0,7.7898164789610398e-70,2.5733178565282889e-08,5.1571559216654592e-08,4.5195966307828653e-09,2.6866683343348144e-08,1.0282025561878073e-09,2.1552405240972047e-14,2.6237618347396827e-14,4.2534326029089421e-17,3.2069394838350402e-17,3.888451687023961e-29,1.3480284778243232e-30,2.1977012793635436e-21,2.822816925755695e-19,7.8472627214819665e-32,5.0430611884206857e-21,2.7791556345493363e-20,5.9921343638716753e-22,9.6371518972288389e-23,5.4196439909266608e-29
3.9530434123615884e-10,0.0012937911448036449,9.9012530219479898e-18,3.2491435316550934e-20,3.0806442961168143e-21,2.3829180477365622e-25,1.6664813660931898e-23,0.0,0.0,1.8730839333431434e-12,1.5081666366157096e-18,1.8709509971749655e-29,1.3302110410993086e-31,4.0861090436160229e-28,1.0212456164108652e-63,2.9482000356440374e-47,1.8161738592275902e-35,1.3309479505320857e-31,4.2445602626678134e-28,8.7042027990972717e-51,3.4340748401922885e-54,9.5459822581330732e-31,5.8581347299340167e-35,4.2055615787251329e-39,1.1407106698968458e-36,2.8643345106291328e-30,4.7528638488726506e-33,5.1057006821959226e-27,2.2941544911602942e-14,3.9098127326914076e-44,1.5602420248847079e-38,3.1180930431205378e-25,2.5704837912424702e-36,7.2767977734047569e-40,6.1816651979863758e-29,1.6976093055667007e-36,0.35999999999999999,0.0,0.0098898876229073038,0.10880297110041624,1.5806056155544766e-15,6.0353600424496522e-16,1.7197115648228532e-13,2.5142487078138362e-23,0.0,1.4702012679197983e-16,1.5847687682107149e-30,1.7680199686904866e-29,1.1181151236394732e-12,3.4935426246511997e-22,0.0,9.214380486478704e-29,0.0,0.0,0.0,9.0874647862146045e-70,2.6032183490925777e-08,5.2816860814883558e-08,4.629022647856446e-09,2.7841236398724508e-08,1.0564456964475313e-09,2.2862237080154378e-14,2.8285282987300108e-14,4.5217185072365816e-17,3.4088200512806846e-17,4.1574765917019479e-29,1.4452702188283407e-30,2.4210383157125953e-21,3.0250990973137973e-19,8.3968039066963012e-32,5.1506617071537941e-21,2.9087182774606098e-20,6.4012939705817005e-22,1.0558478165665474e-22,6.1752385168002705e-29
4.0464948197744753e-10,0.001293791142076735,1.0349174385507356e-17,3.3745899543239153e-20,3.3487220158758945e-21,2.6084367611195445e-25,1.8545180209977502e-23,0.0,0.0,1.9552795174482439e-12,1.6369790643737071e-18,1.9944448255027506e-29,1.3905635989199287e-31,4.2676323648303242e-28,1.2338175801819507e-63,3.3399464657407012e-47,2.0382960958224358e-35,1.3913952826111315e-31,4.4371335494317338e-28,9.6034185269554911e-51,3.8055363099653209e-54,9.9790685889598485e-31,6.3341204747045036e-35,4.7843480166379332e-39,1.2497118626859603e-36,2.9942688980298451e-30,5.0877293551807862e-33,5.2137945257031244e-27,2.4300404024940132e-14,4.3695720556447097e-44,1.8096625949163212e-38,3.3830288967319464e-25,2.748593989036767e-36,7.7856208931451915e-40,6.4620653433323961e-29,1.8572260286860202e-36,0.35999999999999999,0.0,0.0098898849663184487,0.10880297009139672,1.6543066262434446e-15,6.178589706029992e-16,1.7805467716701184e-13,2.7729125461624679e-23,0.0,1.568285095091613e-16,1.6749205447326572e-30,1.8860853697851261e-29,1.1720326142767188e-12,3.8177999295521346e-22,0.0,9.8854337804953768e-29,0.0,0.0,0.0,1.056393841962339e-69,2.6325048766804095e-08,5.4062159892585081e-08,4.7384483845884512e-09,2.8821927867068418e-08,1.084689385609259e-09,2.4216229251211213e-14,3.0436534246193322e-14,4.799430819756899e-17,3.6177777048912383e-17,4.4418246445569727e-29,1.5481146322124791e-30,2.6610973406718032e-21,3.2364846584470736e-19,8.9777486046092556e-32,5.2589524148552738e-21,3.0409073046698782e-20,6.826760506734501e-22,1.1541038493098561e-22,7.0139355296438531e-29
4.1399462271873623e-10,0.0012937911393340836,1.0806750388395714e-17,3.5015210687526759e-20,3.6331611169429645e-21,2.8495299210504114e-25,2.0587180621024859e-23,0.0,0.0,2.0390371834636156e-12,1.773510271306002e-18,2.1230609317012785e-29,1.452182464083696e-31,4.4527105427763593e-28,1.4841359058414157e-63,3.7728310972437927e-47,2.281331911517171e-35,1.4531183588217992e-31,4.633746667843662e-28,1.0571575415191392e-50,4.206510716912841e-54,1.042123963833191e-30,6.8357005064897967e-35,5.425533569539416e-39,1.3662525158023756e-36,3.1269278044034177e-30,5.4376082527900409e-33,5.3221827317732118e-27,2.5703835768520819e-14,4.8707942840529792e-44,2.0917284566242429e-38,3.6634534276570834e-25,2.934417097955339e-36,8.3169017118878385e-40,6.7483438621309058e-29,2.0279806356687064e-36,0.35999999999999999,0.0,0.0098898823097315867,0.10880296907655353,1.7299316587727472e-15,6.3218507808054613e-16,1.8417591375578933e-13,3.0512302678277601e-23,0.0,1.670893990042748e-16,1.7698771696848974e-30,2.0096075138248901e-29,1.2272483936391527e-12,4.16520832252087e-22,0.0,1.0588467935366158e-28,0.0,0.0,0.0,1.2239209087025382e-69,2.6612092038758884e-08,5.5307455733074554e-08,4.8478738409795467e-09,2.9808440107999182e-08,1.1129343381315542e-09,2.5614627998923641e-14,3.2693808219748129e-14,5.0866268308700925e-17,3.8338552449341509e-17,4.742314219501431e-29,1.6568622056464525e-30,2.9186990386078513e-21,3.4571456644733694e-19,9.5917804244260441e-32,5.3680561941591401e-21,3.1757360319274196e-20,7.2687457193531083e-22,1.2587165214273612e-22,7.9425322758319024e-29
4.233397634600249e-10,0.0012937911365765139,1.1273967199930109e-17,3.6299126132431985e-20,3.9345584603627518e-21,3.1068923927668413e-25,2.2800563265057483e-23,0.0,0.0,2.1243506803876571e-12,1.9180376992216254e-18,2.2568942636374533e-29,1.5150716044295278e-31,4.6413467648539273e-28,1.7777905462073801e-63,4.2500636559258055e-47,2.5466754454172611e-35,1.5161218202771924e-31,4.8344122149889535e-28,1.1612209021453336e-50,4.6385225230086635e-54,1.087252371352193e-30,7.363531956697625e-35,6.1340134995709404e-39,1.4906665680606365e-36,3.2623196831995936e-30,5.8028127603549139e-33,5.4309514064609049e-27,2.7152075170829279e-14,5.4161465506497929e-44,2.4098047092416977e-38,3.9598674770109027e-25,3.1280961266391394e-36,8.8710842738480527e-40,7.0405189565980446e-29,2.2104314855683184e-36,0.35999999999999999,0.0,0.009889879653146718,0.10880296805618749,1.8074820099675632e-15,6.4651434980333701e-16,1.9033301812239767e-13,3.3501847665665684e-23,0.0,1.7781445193859709e-16,1.8698697677311353e-30,2.1387276655402542e-29,1.2837645873929072e-12,4.536963729215114e-22,0.0,1.1324244479891999e-28,0.0,0.0,0.0,1.4135020234288021e-69,2.6893614310115625e-08,5.6552748233444533e-08,4.9572990170303993e-09,3.0800472123233053e-08,1.1411806546889308e-09,2.7057667398422058e-14,3.5059531519740875e-14,5.3833610636845438e-17,4.0570933986819579e-17,5.0598032242204381e-29,1.7718294735801016e-30,3.1946836888146195e-21,3.6872525871158035e-19,1.0240666720797866e-31,5.4780702406491376e-21,3.3132226771362279e-20,7.7274609548141623e-22,1.3699216893949208e-22,8.9681994112015768e-29
4.326849042013136e-10,0.0012937911338048048,1.1750810980790425e-17,3.7597416684508435e-20,4.2535194705633942e-21,3.3812337477912068e-25,2.5195428870144768e-23,0.0,0.0,2.2112140716881217e-12,2.0708427842707151e-18,2.3960401185385925e-29,1.5792360097898904e-31,4.8335474643456239e-28,2.121041792454201e-63,4.7750193453828733e-47,2.8357757434096541e-35,1.5804113594513965e-31,5.0391460467517904e-28,1.2728953757721428e-50,5.1031353481011958e-54,1.1332956451020381e-30,7.9182664293313438e-35,6.9149219174336352e-39,1.6232954459659664e-36,3.4004551873760088e-30,6.1836562031103945e-33,5.5401891058493712e-27,2.8645345931240676e-14,6.0084050989523516e-44,2.767513426925638e-38,4.272774407862354e-25,3.3297740876514552e-36,9.4486135011536515e-40,7.3386135763632358e-29,2.4051600770312739e-36,0.35999999999999999,0.0,0.0098898769965638372,0.1088029670305853,1.886958260716276e-15,6.6084680805033408e-16,1.9652423610770238e-13,3.6707832641016493e-23,0.0,1.8901532951510958e-16,1.9751364717629464e-30,2.2735871867149195e-29,1.3415833187427108e-12,4.9343011525522057e-22,0.0,1.2093526207254209e-28,0.0,0.0,0.0,1.6274969833839423e-69,2.7169901162895579e-08,5.7798038461047747e-08,5.0667239127416714e-09,3.1797738335405156e-08,1.1694272656924956e-09,2.8545570242222661e-14,3.7536120427131193e-14,5.6896853783047796e-17,4.2875309049297106e-17,5.3951903417115784e-29,1.8933493931768665e-30,3.4899112515098979e-21,3.9269743402173839e-19,1.0926259226444901e-31,5.5890673292142003e-21,3.4533901113843845e-20,8.2031178260466314e-22,1.4879577854520613e-22,1.0098492716651829e-28
4.420300449426023e-10,0.0012937911310196748,1.2237267952744023e-17,3.8909865783568229e-20,4.5906580052548673e-21,3.6732782491366019e-25,2.7782235596428058e-23,0.0,0.0,2.299621725049019e-12,2.2322109239240169e-18,2.5405942362315152e-29,1.644681720237061e-31,5.0293224018279591e-28,2.5208832349579579e-63,5.351242970863484e-47,3.150137428450053e-35,1.6459937489168292e-31,5.2479673679419117e-28,1.3925544459649749e-50,5.6019526189790023e-54,1.1802581019217102e-30,8.5005497798977349e-35,7.7736362738468752e-39,1.7644882000305968e-36,3.5413472301933741e-30,6.5804532685823908e-33,5.6499868330116491e-27,3.0183861079142505e-14,6.650458130005625e-44,3.1687464697649379e-38,4.6026799647250178e-25,3.5395941418473381e-36,1.0049935591740148e-39,7.6426555496531587e-29,2.6127722443275446e-36,0.35999999999999999,0.0,0.0098898743399829306,0.10880296600001849,1.9683603229584661e-15,6.7518247430329906e-16,2.0274790200955451e-13,4.0140574681183535e-23,0.0,2.0070369263047881e-16,2.0859224962551366e-30,2.4143274781906717e-29,1.4007067160617946e-12,5.3584951185119353e-22,0.0,1.2897077153535899e-28,0.0,0.0,0.0,1.8684675865783692e-69,2.744122366307447e-08,5.9043326887323386e-08,5.1761485281140291e-09,3.2799967682836115e-08,1.1976736974561136e-09,3.0078548697668584e-14,4.0125979670283644e-14,6.0056490639665355e-17,4.525204589872227e-17,5.7494164014729846e-29,2.0217707192478862e-30,3.8052614872782647e-21,4.1764782901880047e-19,1.1650496942876041e-31,5.7011400678402426e-21,3.5962613181392134e-20,8.6959307342044834e-22,1.6130656984274355e-22,1.134136397611906e-28
4.51375185683891e-10,0.0012937911282218213,1.2733324417664624e-17,4.0236269067344325e-20,4.9465964481707963e-21,3.983764795592478e-25,3.0571803233997358e-23,0.0,0.0,2.3895683044169123e-12,2.4024315052671353e-18,2.6906528914403652e-29,1.7114158550864688e-31,5.2286847491144004e-28,2.9851038201363579e-63,5.9824530063246306e-47,3.4913212678664627e-35,1.7128768707947641e-31,5.460898824842768e-28,1.5205817608066938e-50,6.1366178935248056e-54,1.2281448326529086e-30,9.1110220713197063e-35,8.715781618833485e-39,1.9146016152589272e-36,3.6850110476456437e-30,6.9935202594627061e-33,5.7604380261511016e-27,3.1767823337501852e-14,7.345308368935311e-44,3.6176784632709452e-38,4.9500921955999964e-25,3.7576997406559225e-36,1.0675498412403198e-39,7.9526777180047398e-29,2.8338993796210692e-36,0.35999999999999999,0.0,0.009889871683404005,0.10880296496474351,2.0516874653309418e-15,6.8952136927174142e-16,2.0900243554580555e-13,4.381063469214967e-23,0.0,2.1289119942917086e-16,2.2024801902559208e-30,2.5610899504832374e-29,1.4611369150162943e-12,5.8108600895539369e-22,0.0,1.373566258916066e-28,0.0,0.0,0.0,2.1391955065802255e-69,2.7707838859478714e-08,6.0288612890776005e-08,5.2855728631481372e-09,3.3806903120646819e-08,1.2259205692156236e-09,3.1656804667485191e-14,4.2831503495531118e-14,6.3312990147221404e-17,4.7701494926327392e-17,6.1234655862359245e-29,2.1574586037782269e-30,4.1416338816027613e-21,4.4359302699284778e-19,1.2415410452030302e-31,5.814401125974923e-21,3.7418593338199237e-20,9.2061170909000755e-22,1.7454888298612602e-22,1.2705171981384554e-28
4.607203264251797e-10,0.0012937911254119053,1.3238966704143792e-17,4.1576434003814009e-20,5.3219659169013887e-21,4.3134468652072539e-25,3.3575317573470847e-23,0.0,0.0,2.481048755058572e-12,2.5817979675156923e-18,2.846312989654698e-29,1.7794466419640595e-31,5.4316511730474604e-28,3.5223548501133567e-63,6.6725456096643031e-47,3.860944688231924e-35,1.7810697462439159e-31,5.6779665979644829e-28,1.6573712569645635e-50,6.7088152179433442e-54,1.2769617229987913e-30,9.7503175592342479e-35,9.7472343227599034e-39,2.0740003356514514e-36,3.831464261026613e-30,7.423175357734754e-33,5.8716385412059153e-27,3.3397425430625194e-14,8.0960756700754026e-44,4.1187803967871162e-38,5.3155213857989477e-25,3.9842347738844763e-36,1.1325751908421008e-39,8.2687180712708162e-29,3.0691997530580035e-36,0.35999999999999999,0.0,0.0098898690268270448,0.10880296392500337,2.1369383347655153e-15,7.0386351291335249e-16,2.1528633928431387e-13,4.7728815219995715e-23,0.0,2.2558950331169658e-16,2.3250691101642916e-30,2.7140159997983257e-29,1.5228760526420266e-12,6.2927508971351694e-22,0.0,1.4610049034201062e-28,0.0,0.0,0.0,2.4426953468105679e-69,2.7969990205948688e-08,6.1533896034846109e-08,5.394996917844661e-09,3.4818301198602049e-08,1.2541683152646594e-09,3.3280530094633007e-14,4.5655078010588155e-14,6.6666799017141303e-17,5.0223989836846804e-17,6.5183665254411179e-29,2.3007962079712623e-30,4.4999474678896488e-21,4.7054946017961058e-19,1.3223124985157255e-31,5.9289432274162126e-21,3.890211248206377e-20,9.7338956075566617e-22,1.8854732688090129e-22,1.4198694393862064e-28
4.700654671664684e-10,0.001293791122590557,1.3754181125479285e-17,4.2930179154435336e-20,5.7174062784400452e-21,4.6630925114806419e-25,3.6804336078295521e-23,0.0,0.0,2.5740582813328684e-12,2.770607813259604e-18,3.0076721693923497e-29,1.84878344479723e-31,5.6382419151866872e-28,4.1422266351412037e-63,7.4255986499614825e-47,4.2606823689064024e-35,1.8505825639036183e-31,5.8992004913553592e-28,1.8033273426052961e-50,7.3202700161616023e-54,1.326715473608558e-30,1.0419064488282945e-34,1.0874125561479445e-38,2.2430570473349305e-36,3.9807269371702753e-30,7.8697389091115937e-33,5.9836866401976287e-27,3.5072850699603635e-14,8.9060001436600186e-44,4.6768338443048473e-38,5.6994799266270944e-25,4.219343728245585e-36,1.2001148543731845e-39,8.5908198776020925e-29,3.3193599421066075e-36,0.35999999999999999,0.0,0.0098898663702520519,0.1088029628810295,2.2241110002931226e-15,7.182089244804348e-16,2.2159819349832134e-13,5.1906160683155895e-23,0.0,2.3881024844210762e-16,2.4539561249410725e-30,2.8732469542565161e-29,1.5859262625495316e-12,6.805563222243481e-22,0.0,1.5521004274732965e-28,0.0,0.0,0.0,2.7822235007532901e-69,2.8227908406544875e-08,6.2779177036325196e-08,5.5044206922042629e-09,3.5833931215925913e-08,1.2824162165446066e-09,3.4949907576619409e-14,4.8599081573232546e-14,7.0118342360615793e-17,5.2819848153237415e-17,6.9351935331497437e-29,2.45218548099228e-30,4.881140825474219e-21,4.9853341225382044e-19,1.4075861240711845e-31,6.044826362523153e-21,4.0413494129960769e-20,1.0279486110561797e-21,2.0332678336666981e-22,1.5831140254478853e-28
4.794106079077571e-10,0.0012937911197583602,1.4278954030749228e-17,4.4297333207792025e-20,6.1335659184875788e-21,5.03348437741988e-25,4.0270794058798242e-23,0.0,0.0,2.6685923301118027e-12,2.9691625454938285e-18,3.1748289072476318e-29,1.9194367909295649e-31,5.8484808683997252e-28,4.8553316667824386e-63,8.2458757829205752e-47,4.6922669249087927e-35,1.9214267075028822e-31,6.1246340191139055e-28,1.9588651306959072e-50,7.9727503684310476e-54,1.3774136195323339e-30,1.1117884774535864e-34,1.2102845184896098e-38,2.422152691647941e-36,4.1328216468000375e-30,8.3335337168615319e-33,6.0966829877210168e-27,3.6794273908424231e-14,9.7784457410070678e-44,5.2969453144362141e-38,6.102482143745754e-25,4.4631718506614694e-36,1.2702143754916736e-39,8.9190318093460278e-29,3.5850962965903333e-36,0.35999999999999999,0.0,0.0098898637136790261,0.10880296183304147,2.3132030106339768e-15,7.3255762258266084e-16,2.2793664942637243e-13,5.6353960264383181e-23,0.0,2.525650637051209e-16,2.5894154896807551e-30,3.038924001660894e-29,1.6502896802925962e-12,7.3507340593605019e-22,0.0,1.6469297350917244e-28,0.0,0.0,0.0,3.1612970950799517e-69,2.8481812522907432e-08,6.4024456439820115e-08,5.6138441862276105e-09,3.6853574113974983e-08,1.3106637261750418e-09,3.6665111170637164e-14,5.166588242557018e-14,7.3668024161997924e-17,5.5489371715863896e-17,7.37506807650943e-29,2.6120463629604311e-30,5.2861722988964624e-21,5.2756101980362499e-19,1.4975937446724639e-31,6.1621258174399183e-21,4.195306493169875e-20,1.0843112370320852e-21,2.1891239142384181e-22,1.7612161847040425e-28
4.887557486490458e-10,0.0012937911169158779,1.4813271833734874e-17,4.5677734502287239e-20,6.5711017416870098e-21,5.4254196494756133e-25,4.3987009330209792e-23,0.0,0.0,2.764646583017711e-12,3.1777676680983917e-18,3.347882619044578e-29,1.9914183993040942e-31,6.0623956572838133e-28,5.6733837688082162e-63,9.1378304647470572e-47,5.1574894767167507e-35,1.9936147844931888e-31,6.354304495318738e-28,2.124410623876306e-50,8.6680678116419429e-54,1.4290645504448442e-30,1.1847393935182028e-34,1.3440045670757608e-38,2.6116766323476421e-36,4.2877735251868965e-30,8.814885323681289e-33,6.2107306388002187e-27,3.8561861642449774e-14,1.0716903440594779e-43,5.9845604367266942e-38,6.5250442118348602e-25,4.7158653045734402e-36,1.3429196386456944e-39,9.2534080739309507e-29,3.8671563793843334e-36,0.35999999999999999,0.0,0.0098898610571079536,0.10880296078124689,2.4042114223667679e-15,7.4690962521594733e-16,2.3430042594317367e-13,6.1083747928104705e-23,0.0,2.6686555997578581e-16,2.7317288886541612e-30,3.2111881567261072e-29,1.7159684464602828e-12,7.9297421142558031e-22,0.0,1.7455698546482642e-28,0.0,0.0,0.0,3.583717513664121e-69,2.8731910521157293e-08,6.5269733875143733e-08,5.7232673999153648e-09,3.7877021929351109e-08,1.3389112120599121e-09,3.8426306789117635e-14,5.4857838737116884e-14,7.7316228972379439e-17,5.8232847915453649e-17,7.8391600765042834e-29,2.7808171328287432e-30,5.7160200032086408e-21,5.5764827364169416e-19,1.5925773790488466e-31,6.2809423298345659e-21,4.3521143967080991e-20,1.1425002830106107e-21,2.3532954949116534e-22,1.9551866185302806e-28
