Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259),S(423),S(422),C7H9O(956),S(1059),C5H8(381)
2.4097111127250354e-09,0.0013286144288133783,2.1094685661300568e-09,6.9565945538618653e-12,6.9529384084309067e-12,5.1296665271924395e-15,7.4033740363343195e-14,0.0,0.0,5.9138471371059086e-07,7.0949416671507889e-09,5.4645054763169844e-17,7.0811407026279814e-19,3.7348245078136575e-16,1.3338270281103371e-32,5.9594092199086404e-25,3.761155769667968e-18,1.7892349243136053e-17,4.087050158526303e-16,1.9822722242701221e-29,2.3091866432236075e-31,3.0696877632871876e-18,3.2743384410164132e-19,8.5218735555654349e-21,7.3949243272518205e-24,5.8757870910693825e-18,1.6414224293938616e-21,2.4226130945708999e-15,2.4288621110901159e-06,7.2872154887662353e-24,1.3789245130884552e-19,5.0006077199471857e-13,1.12927517915934e-21,4.5621088443051571e-24,1.0707626406150304e-16,4.6452513749720348e-19,0.35999999999999999,0.0,0.0095858451123560975,0.10877723012347357,1.1098393599982173e-10,2.4382683523740284e-10,1.8252849340407381e-07,1.6717656861702558e-11,0.0,4.9385583425087192e-11,2.8985771452153969e-18,8.775328453874674e-22,6.3577950728106459e-07,6.0789354936202057e-13,0.0,1.1752699470957497e-18,0.0,0.0,0.0,0.0,0.00012083539698079657,0.00014727359207678288,7.6291957144587895e-06,2.4246138558562262e-05,5.3498465743441757e-07,2.4229975742128596e-06,3.8800423650675011e-07,1.3794609438813243e-09,8.1625417913688279e-10,3.0935801030548089e-16,1.7625000622520182e-18,3.6526071243797173e-09
2.5127322557261546e-09,0.0013286120801658987,2.2755124005690267e-09,7.8407930040833507e-12,7.836258713242618e-12,6.2697763818287576e-15,9.0640402323842317e-14,0.0,0.0,6.4133046729155169e-07,8.3568046200481934e-09,6.8819276004299271e-17,8.7693434031978633e-19,4.5149944360066778e-16,1.9594195824647665e-32,7.9989338702099164e-25,4.7728412312081762e-18,2.2908233367001633e-17,4.9588708062993096e-16,2.8264387871272326e-29,3.1450078037275791e-31,3.7213794845079691e-18,3.6271234581994925e-19,1.0894564463258745e-20,1.0157598387747867e-23,7.1171398010387543e-18,2.0876486198034499e-21,2.8066070621340346e-15,2.6439366642960582e-06,1.0491248853928593e-23,1.7739023152768788e-19,5.6985962268929968e-13,1.4141076783278785e-21,5.9044769581636198e-24,1.3028525649171064e-16,5.9520957135590146e-19,0.35999999999999999,0.0,0.0095733081288629888,0.10877611750789987,1.1634294522255753e-10,2.6548545760658963e-10,1.9015695506034583e-07,2.013561569327023e-11,0.0,5.3345840195113978e-11,3.4045600026937495e-18,1.0442572298302028e-21,7.055073026553247e-07,7.1390951877505125e-13,0.0,1.3564859265048655e-18,0.0,0.0,0.0,0.0,0.00012566511618488938,0.00015330785139012923,7.948533810161136e-06,2.5234500999034314e-05,5.5700218071240446e-07,2.6372069302852141e-06,4.3882918821134461e-07,1.5017508791872633e-09,8.8862952905982438e-10,3.7942872348769006e-16,2.1633928300151108e-18,4.3197913142239187e-09
2.615753398727274e-09,0.0013286097601589758,2.446431937855589e-09,8.793076391766076e-12,8.7874994734557406e-12,7.5990409565622636e-15,1.1004423357933576e-13,0.0,0.0,6.9312947763178416e-07,9.7768946492567343e-09,8.5821372343531862e-17,1.0790988863700268e-18,5.4126671959822655e-16,2.8463576989524699e-32,1.0656824731740486e-24,5.9973277687695073e-18,2.9030840564153682e-17,5.9662919719162307e-16,3.9693015828065703e-29,4.2263370607801143e-31,4.4736737857688058e-18,3.9986437436837437e-19,1.3784212875513204e-20,1.3763927960437384e-23,8.5484558182974756e-18,2.6282495315656741e-21,3.2301795176634477e-15,2.8677557219257245e-06,1.4890676657863435e-23,2.2584991399814601e-19,6.4600140850275418e-13,1.7528824004910349e-21,7.5659195600707066e-24,1.5720439002137941e-16,7.5481858819123476e-19,0.35999999999999999,0.0,0.0095608097214638747,0.1087750044498727,1.2171944984963684e-10,2.8802737725759466e-10,1.9774300431866776e-07,2.4074202734654331e-11,0.0,5.7419492598778634e-11,3.9715769412057123e-18,1.2373382785003996e-21,7.7986047202708612e-07,8.3269594201097328e-13,0.0,1.5571746379368302e-18,0.0,0.0,0.0,0.0,0.00013046773494966097,0.0001593194313669092,8.2673247160887232e-06,2.6217248950456285e-05,5.7893662937320809e-07,2.8600661570647852e-06,4.9377407585620104e-07,1.6289916787689115e-09,9.6393514519380332e-10,4.6143839592522769e-16,2.6328729464171185e-18,5.0732138630849431e-09
2.718774541728393e-09,0.0013286074683246094,2.6220894354564789e-09,9.8154061450968811e-12,9.808599115463326e-12,9.1388408596999787e-15,1.3257072723995151e-13,0.0,0.0,7.4675857676846955e-07,1.1367258930019693e-08,1.0605879647921729e-16,1.3200296418779912e-18,6.4391451944918667e-16,4.0905509639374976e-32,1.409431848004421e-24,7.4676389296050893e-18,3.6443374998750244e-17,7.123132219137061e-16,5.4968060413861329e-29,5.6098654489890113e-31,5.3366715025190004e-18,4.3888488508214879e-19,1.727403796312928e-20,1.8418588946703847e-23,1.0188462403201656e-17,3.277966245198013e-21,3.6953279613854815e-15,3.1002704062301115e-06,2.0856431711394756e-23,2.8481639375776039e-19,7.2878895141468611e-13,2.152622998499461e-21,9.6061348466625991e-24,1.8823336685679572e-16,9.4815181813013959e-19,0.35999999999999999,0.0,0.0095483499144560155,0.10877389084091384,1.271112558672428e-10,3.1144764712043676e-10,2.0528648664919556e-07,2.8587818403215108e-11,0.0,6.1601961848921517e-11,4.6038166114607825e-18,1.4601710485201768e-21,8.5896351525880907e-07,9.6512745786477701e-13,0.0,1.7786031303138604e-18,0.0,0.0,0.0,0.0,0.00013524315845933848,0.00016530820595699871,8.5855699465863116e-06,2.7194363905143531e-05,6.0078754269276035e-07,3.0915195134866246e-06,5.5297746509471325e-07,1.7611513151649177e-09,1.042152025674097e-09,5.567926144597171e-16,3.1790485890059276e-18,5.9197350226325104e-09
2.8217956847295124e-09,0.0013286052041993454,2.8023499335587914e-09,1.090969034881799e-11,1.0901440476473371e-11,1.091187533203065e-14,1.5856707635414384e-13,0.0,0.0,8.0219419273164739e-07,1.3140276754648924e-08,1.2997658540946305e-16,1.6058524307874648e-18,7.6062309114268549e-16,5.818035078076133e-32,1.8506951131889125e-24,9.220174604936181e-18,4.5349937385026911e-17,8.4439202611446318e-16,7.5143711070990373e-29,7.362065285109628e-31,6.3209690726610561e-18,4.7976805878445457e-19,2.1456116276572277e-20,2.4363976386319281e-23,1.2056753976556547e-17,4.0530943493056576e-21,4.2040433762367049e-15,3.3414316652523437e-06,2.8852639811158425e-23,3.5602346145288527e-19,8.1852921150692979e-13,2.6208636295787161e-21,1.2093291772901282e-23,2.2379594925391833e-16,1.180556812861283e-18,0.35999999999999999,0.0,0.009535928729847775,0.10877277657442673,1.3251627833730469e-10,3.3574130253374238e-10,2.127872528675069e-07,3.3734118971757969e-11,0.0,6.5888729109495178e-11,5.3055234504909032e-18,1.7164725198016812e-21,9.4293938389317489e-07,1.1120902715374685e-12,0.0,2.0220718690020123e-18,0.0,0.0,0.0,0.0,0.0001399912952715738,0.0001712740515552749,8.9032710161804187e-06,2.8165828043865638e-05,6.2255446884376518e-07,3.3315108631437926e-06,6.16575411532603e-07,1.8981975342360067e-09,1.1232610353098847e-09,6.6699086909350619e-16,3.8105720342745343e-18,6.866433287050725e-09
3.027837970731751e-09,0.0013286007572451315,3.1761536028615936e-09,1.3321494275865357e-11,1.3309607481168863e-11,1.5255068609927478e-14,2.2246849904974548e-13,0.0,0.0,9.183887598469356e-07,1.7285373446738238e-08,1.9083093841118256e-16,2.340602229669802e-18,1.0411907989433e-15,1.1428900675786446e-31,3.1246000474021599e-24,1.373537923790708e-17,6.8574224789520942e-17,1.1639011862051284e-15,1.3559839666359939e-28,1.229440370131228e-30,8.6983159547250224e-18,5.6709596412651988e-19,3.2312339087637795e-20,4.1315687278091532e-23,1.6560854029436866e-17,6.0530975735720979e-21,5.3601004131184456e-15,3.8494968652644802e-06,5.3377289560890325e-23,5.4312679841424588e-19,1.0201168628403813e-12,3.7955641588864621e-21,1.8728795735727474e-23,3.1033994283770799e-16,1.7869256156029141e-18,0.35999999999999999,0.0,0.0095112023044157563,0.10877054565186711,1.4335811736888642e-10,3.8692882711059131e-10,2.2766006687041933e-07,4.6171958620231591e-11,0.0,7.4757406946613135e-11,6.9345506923930594e-18,2.3460541421711814e-21,1.1259936042749066e-06,1.4532031476889544e-12,0.0,2.5804964915666178e-18,0.0,0.0,0.0,0.0,0.00014940535987075109,0.00018313647362967045,9.5370467312102409e-06,3.0091736031823421e-05,6.6583459700468258e-07,3.8368810866343047e-06,7.5748666182599291e-07,2.1868196086764029e-09,1.2940782572845714e-09,9.3839330601060028e-16,5.367029116517897e-18,9.0897358530840453e-09
3.2132760281337658e-09,0.0013285968451956921,3.5270198532899443e-09,1.5756290313266898e-11,1.5740098625922284e-11,2.0216499549068991e-14,2.9578510776561399e-13,0.0,0.0,1.0288979577080701e-06,2.1771168870329011e-08,2.6347745565048736e-16,3.2336664264674406e-18,1.3546373086817958e-15,2.0322431455810066e-31,4.891606417594237e-24,1.9204319455313496e-17,9.7109318984770072e-17,1.5235626035812695e-15,2.2258417327179641e-28,1.8903717001951788e-30,1.1369155900491906e-17,6.5199140156015035e-19,4.5571475188718457e-20,6.4371336663178744e-23,2.1609300679819141e-17,8.4806028239627125e-21,6.5693551436112601e-15,4.3358313907617136e-06,8.9663024976189908e-23,7.7516147314704878e-19,1.2284908280068145e-12,5.173275912668507e-21,2.7118137151610961e-23,4.0849395185382967e-16,2.5324070715809972e-18,0.35999999999999999,0.0,0.0094890807840387198,0.10876853454183281,1.5314193045047035e-10,4.3593443394888042e-10,2.4089812284629879e-07,6.0176507715918008e-11,0.0,8.3051957516332755e-11,8.6817127707949005e-18,3.0715794333579305e-21,1.3086088752156598e-06,1.8189742990950563e-12,0.0,3.1721717881631122e-18,0.0,0.0,0.0,0.0,0.00015778384904224931,0.0001937330466844706,1.0105599039171822e-05,3.1805562722172121e-05,7.0449512677316637e-07,4.3203433633219985e-06,9.0064977193374151e-07,2.4629635989297096e-09,1.4575102780641892e-09,1.2504248154006384e-15,7.1578878650168695e-18,1.1508614180461857e-08
3.3987140855357806e-09,0.00132859301592538,3.8908211082001069e-09,1.8451569302463246e-11,1.8429873533344416e-11,2.6347330234758493e-14,3.8676735954653579e-13,0.0,0.0,1.1448768467032105e-06,2.7055100151757151e-08,3.5685621997549077e-16,4.4068987212294965e-18,1.7342324966347459e-15,3.5119373582167321e-31,7.4994107270333668e-24,2.6325150285234146e-17,1.3475933577848807e-16,1.9621943546950513e-15,3.5465721456757342e-28,2.8317755824110053e-30,1.4620241057814656e-17,7.4280793691636598e-19,6.2957724337929355e-20,9.76585573106188e-23,2.7740832337087943e-17,1.1648827570017114e-20,7.9503281985647586e-15,4.8494106459100607e-06,1.4623070153086913e-22,1.0840204173410212e-18,1.464362084462572e-12,6.9139213024094391e-21,3.8499446476315093e-23,5.2907369808731874e-16,3.5164692000238317e-18,0.35999999999999999,0.0,0.0094670846378647026,0.10876651972920394,1.6294010412595507e-10,4.8769186070613711e-10,2.539957013026319e-07,7.7281192700195962e-11,0.0,9.161730879697155e-11,1.0721732702061047e-17,3.9797212214522744e-21,1.5088524783044214e-06,2.2459762963565008e-12,0.0,3.8569648156202653e-18,0.0,0.0,0.0,0.0,0.00016607266080913551,0.00020425352007960888,1.0672411819878018e-05,3.3500834979276795e-05,7.4287692116825753e-07,4.8305788121309527e-06,1.0600527288194081e-06,2.7544288135456727e-09,1.6300095117252495e-09,1.6382678329102726e-15,9.3853169342226205e-18,1.4371589245891012e-08
3.5841521429377955e-09,0.0013285892668972283,4.2668623666711116e-09,2.1416669724447448e-11,2.1388023696046131e-11,3.3827920911047882e-14,4.9826162958121761e-13,0.0,0.0,1.2661753856830556e-06,3.3219669044370305e-08,4.751309323432362e-16,5.9308466542137517e-18,2.1886064525071188e-15,5.9089745660027032e-31,1.1271724622023672e-23,3.5453171496209994e-17,1.8365243565442611e-16,2.490847815774748e-15,5.5030312365982123e-28,4.1446737025265413e-30,1.8531000658594324e-17,8.3949686098759117e-19,8.5386553846300827e-20,1.4468532164555024e-22,3.5099887327369933e-17,1.5721535158816574e-20,9.5142703647700145e-15,5.3899430648866091e-06,2.3223180650526225e-22,1.4886439352324848e-18,1.72967890053309e-12,9.080419141300924e-21,5.3702465414241754e-23,6.7547869619067374e-16,4.7948568625738036e-18,0.35999999999999999,0.0,0.0094452139115107445,0.10876450065978531,1.7274327361859488e-10,5.4217159856663403e-10,2.6695212323576513e-07,9.7945542460006622e-11,0.0,1.0042972601694002e-10,1.3080439629984385e-17,5.1058283969450171e-21,1.7273842799082167e-06,2.7395995456107449e-12,0.0,4.6436120599123926e-18,0.0,0.0,0.0,0.0,0.00017427138305212654,0.00021469726232781805,1.1237493902463164e-05,3.5177473593730563e-05,7.8097767062439236e-07,5.3672472167423806e-06,1.2363986455220222e-06,3.061019789094207e-09,1.8114600377037913e-09,2.114177932839732e-15,1.2120125977899873e-17,1.7727165376696929e-08
3.76959020033981e-09,0.0013285855956230246,4.6544729254703337e-09,2.4660450876442546e-11,2.4623126287722762e-11,4.2852358254425723e-14,6.3336078044801031e-13,0.0,0.0,1.3926405286835e-06,4.0349830540991863e-08,6.2298495424889074e-16,7.8894914031976656e-18,2.7268769237932826e-15,9.6969980117127847e-31,1.6627739659762354e-23,4.6991320318296534e-17,2.4624817746557164e-16,3.1213230793759265e-15,8.3381784385823056e-28,5.9415210844156919e-30,2.3185863886821215e-17,9.420075551792731e-19,1.1390041813052848e-19,2.0984614987450327e-22,4.383923999562983e-17,2.0886599901202535e-20,1.1272294064296969e-14,5.9571357378657088e-06,3.600726162423299e-22,2.0112217654119069e-18,2.0264369729523942e-12,1.1741255894273722e-20,7.3729234264050228e-23,8.5139594269662006e-16,6.4319772062145752e-18,0.35999999999999999,0.0,0.0094234686266650089,0.10876247679873938,1.8254265779352669e-10,5.9934400297310845e-10,2.7976676474413299e-07,1.2266614362886722e-10,0.0,1.0946630866967291e-10,1.5783709415589175e-17,6.4898099258035911e-21,1.9648472181729897e-06,3.3052436067889175e-12,0.0,5.5411665423834654e-18,0.0,0.0,0.0,0.0,0.00018237963846988662,0.00022506366811329752,1.1800854111830936e-05,3.6835406451448977e-05,8.1879516096523588e-07,5.930005095975142e-06,1.430364603840598e-06,3.3825391893116837e-09,2.0017448357978148e-09,2.6914470103367542e-15,1.5439133919445236e-17,2.1625733723222957e-08
3.9550282577418245e-09,0.001328581999662993,5.053005378491083e-09,2.8191309733563233e-11,2.814325809962645e-11,5.3628239569589894e-14,7.9540621145973473e-13,0.0,0.0,1.5241165169865542e-06,4.8532748569758473e-08,8.0564985793796237e-16,1.0381921435441008e-17,3.3586402851622127e-15,1.55469690717975e-30,2.4101631724394512e-23,6.1392692605189973e-17,3.25364924232156e-16,3.86616774365757e-15,1.2366235030541533e-27,8.359494048701306e-30,2.8674194681710133e-17,1.050288126478301e-18,1.4967585307895229e-19,2.9857206694419618e-22,5.411979141690759e-17,2.7357998126982712e-20,1.3235359565553175e-14,6.55069452447192e-06,5.4628418821135393e-22,2.6775304214689334e-18,2.3566796552370091e-12,1.4970471537793032e-20,9.9778898720421129e-23,1.0608079219391932e-15,8.5016060372034935e-18,0.35999999999999999,0.0,0.0094018487811661066,0.10876044763045553,1.9232999271581643e-10,6.5917930508258685e-10,2.9243905669354323e-07,1.5197699507944988e-10,0.0,1.1870500458170022e-10,1.8857357815473994e-17,8.1763756223889815e-21,2.221867180076965e-06,3.9482949446404355e-12,0.0,6.5589895270458897e-18,0.0,0.0,0.0,0.0,0.0001903970843656993,0.00023535215835480573,1.2362501267210448e-05,3.8474568487843237e-05,8.5632727366758552e-07,6.5185059116894724e-06,1.6426017821427649e-06,3.7187879242057717e-09,2.2007458566439844e-09,3.3844030975343342e-15,1.9425168567584716e-17,2.6119477264214174e-08
4.140466315143839e-09,0.001328578476626134,5.4618346745847704e-09,3.2017197011919201e-11,3.1956008634249577e-11,6.6376392096691132e-14,9.8798904620434784e-13,0.0,0.0,1.6604451694459407e-06,5.7857553118294015e-08,1.028933527654703e-15,1.3524091919567025e-17,4.0939623559482198e-15,2.4390032692759611e-30,3.4364270656549324e-23,7.9162898553052872e-17,4.2420740833830327e-16,4.7386749665581518e-15,1.7987784774499257e-27,1.1564028492350541e-29,3.5090220456442812e-17,1.1642858690237308e-18,1.9403013165663586e-19,4.1749409103644684e-22,6.6110350947641782e-17,3.5377855558961982e-20,1.5414261908921585e-14,7.1703241667147412e-06,8.1255636601245446e-22,3.5172842859695845e-18,2.7224979365192822e-12,1.8847625667061061e-20,1.332745939090958e-22,1.3080004618407299e-15,1.1087595494749435e-17,0.35999999999999999,0.0,0.0093803543491040014,0.10875841265840594,2.0209748009000229e-10,7.2164762317352353e-10,3.0496848413972096e-07,1.8644973518681437e-10,0.0,1.281246159022716e-10,2.2327041645071054e-17,1.0215258453210982e-20,2.4990528932962833e-06,4.6741063456626224e-12,0.0,7.7067421710343106e-18,0.0,0.0,0.0,0.0,0.00019832341240660583,0.00024556218024652154,1.2922444180718947e-05,4.0094901636362366e-05,8.9357198604304413e-07,7.1324002757960601e-06,1.8737356030186883e-06,4.0695652686985085e-09,2.408344091909155e-09,4.2084060033157867e-15,2.4167041883101059e-17,3.1262276316375277e-08
4.3259043725458534e-09,0.0013285750241700447,5.8803572291677194e-09,3.6145632497584389e-11,3.6068492442757212e-11,8.1330534382819516e-14,1.2149505198751347e-12,0.0,0.0,1.8014661703508823e-06,6.8415099431438848e-08,1.2992478059692668e-15,1.745066215093255e-17,4.9433690157557136e-15,3.7494725270908182e-30,4.824710226720322e-23,1.0086224726091997e-16,5.4639435445674107e-16,5.7528808069445867e-15,2.570691562944597e-27,1.5752607160388782e-29,4.253295510760715e-17,1.2839475884215797e-18,2.4842746028211368e-19,5.7461984647799408e-22,7.998740945140673e-17,4.5218548659730348e-20,1.7819618501914741e-14,7.8157284009365085e-06,1.1869513947319354e-21,4.5644993848131831e-18,3.1260301950437614e-12,2.3457746251939422e-20,1.7589238990066031e-22,1.5975704137851508e-15,1.4284580073421795e-17,0.35999999999999999,0.0,0.0093589852809415688,0.10875637140498844,2.1183774748285395e-10,7.8671897395355659e-10,3.1735458590968096e-07,2.2669374696563141e-10,0.0,1.3770479860781812e-10,2.6218167380422699e-17,1.2661417603104316e-20,2.7969958326035624e-06,5.487977887898675e-12,0.0,8.9943771265074164e-18,0.0,0.0,0.0,0.0,0.00020615834835639043,0.00025569320727734127,1.3480691655932253e-05,4.1696354771621262e-05,9.305273713401948e-07,7.7713361557955219e-06,2.124365899735873e-06,4.4346689804454173e-09,2.6244196439868827e-09,5.1798391678008904e-15,2.9759503180244131e-17,3.7109614649918688e-08
4.511342429947868e-09,0.0013285716400009717,6.3079900882474521e-09,4.0583719663283788e-11,4.048736074196503e-11,9.8736882233833301e-14,1.4803815786832356e-12,0.0,0.0,1.9470173542468354e-06,8.0297729791807886e-08,1.6236356590188011e-15,2.2316907545798396e-17,5.917836597305654e-15,5.6560059677327877e-30,6.6768188375586489e-23,1.2710775374833242e-16,6.9598609878108418e-16,6.9235608527430972e-15,3.6150542382450971e-27,2.1158790072498866e-29,5.1106116438010239e-17,1.4092198196536203e-18,3.1448469455909413e-19,7.7952337717432458e-22,9.5934904638807134e-17,5.7184860086251427e-20,2.0461857313645024e-14,8.4866100687329121e-06,1.705315939360055e-21,5.8578695118925193e-18,3.5694617332859266e-12,2.8891262254420862e-20,2.295923446152787e-22,1.93443313730978e-15,1.8198679037617058e-17,0.35999999999999999,0.0,0.0093377415036570172,0.10875432341135678,2.2154381807046453e-10,8.5436328376415452e-10,3.2959695428913957e-07,2.7335614063277895e-10,0.0,1.4742605663604016e-10,3.0555807219921315e-17,1.5575221232771043e-20,3.1162701411328141e-06,6.3951394636023307e-12,0.0,1.0432130099205084e-17,0.0,0.0,0.0,0.0,0.00021390165178222068,0.00026574473922829874,1.4037252486464104e-05,4.3278883647298109e-05,9.6719159876581884e-07,8.4349590787150522e-06,2.3950671014576241e-06,4.8138954167641327e-09,2.8488517951566349e-09,6.3160979066015026e-15,3.6303171285106235e-17,4.3718486303322119e-08
4.696780487349882e-09,0.0013285683218737018,6.7441701407105305e-09,4.533815963305413e-11,4.5218812392633368e-11,1.1885370551005169e-13,1.7886217453158007e-12,0.0,0.0,2.0969349870312671e-06,9.3599038486284231e-08,2.0097978479451819e-15,2.8300698419270992e-17,7.0287820299948703e-15,8.3826219231895e-30,9.1160313602127772e-23,1.585749653697092e-16,8.7751211371686404e-16,8.2662261666027044e-15,5.0090006229091213e-27,2.8056476841149087e-29,6.0918038411987272e-17,1.5400489860484761e-18,3.9397656586082601e-19,1.0435476812445188e-21,1.1414397946852229e-16,7.1616185988339741e-20,2.3351205558964074e-14,9.1826712270152467e-06,2.412908304199254e-21,7.4411536320345283e-18,4.0550241156563853e-12,3.5243922424810752e-20,2.9665163886580504e-22,2.3238297694253331e-15,2.2948192527111834e-17,0.35999999999999999,0.0,0.0093166229209062611,0.10875226823723846,2.3120908636228872e-10,9.2455039970115784e-10,3.4169523456736688e-07,3.2712161851337496e-10,0.0,1.5726973244161533e-10,3.5364622154385613e-17,1.9022608376354259e-20,3.4574325662845822e-06,7.4007347626745695e-12,0.0,1.2030511372300863e-17,0.0,0.0,0.0,0.0,0.00022155311573617581,0.00027571630214868955,1.459213545455576e-05,4.4842450829023305e-05,1.0035629334271288e-06,9.1229123335073118e-06,2.6863884362897092e-06,5.2070396507267453e-09,3.0815190762358091e-09,7.635574423883232e-15,4.3904447851074401e-17,5.1147303196415991e-08
4.882218544751897e-09,0.0013285650675914724,7.188353375807139e-09,5.0415264538385952e-11,5.026860430121994e-11,1.4195084049089965e-13,2.1442572878597178e-12,0.0,0.0,2.2510540427142312e-06,1.08413640495916e-07,2.4661190868858652e-15,3.5604539140714657e-17,8.288052709073048e-15,1.2220447423753224e-29,1.2290106465036095e-22,1.9599960522578673e-16,1.0959983637132838e-15,9.7971185615985142e-15,6.8465055856613739e-27,3.6764392262107154e-29,7.2081578492454249e-17,1.6763815231942462e-18,4.8884041144419225e-19,1.3800195839916716e-21,1.3481273424261969e-16,8.8888793621227142e-20,2.649767883999495e-14,9.9036132571288181e-06,3.3662585673783828e-21,9.3635736970078852e-18,4.5849943236048455e-12,4.2616701935275844e-20,3.7969978244565706e-22,2.7713342589188985e-15,2.866428906352169e-17,0.35999999999999999,0.0,0.0092956294132049023,0.10875020546074142,2.408272978779339e-10,9.9725010064246671e-10,3.5364912444146991e-07,3.887122256407256e-10,0.0,1.6721799501394707e-10,4.066879177837295e-17,2.307522943031366e-20,3.8210224102250085e-06,8.5098066643516512e-12,0.0,1.3800297303031363e-17,0.0,0.0,0.0,0.0,0.00022911256641258341,0.0002856074483111792,1.5145349329677061e-05,4.6387025622288716e-05,1.0396397361964148e-06,9.8348371717290155e-06,2.9988541515365001e-06,5.613895586291793e-09,3.3222993346577148e-09,9.1576398892654942e-15,5.2675413549118684e-17,5.9455803635547587e-08
5.067656602153911e-09,0.0013285618750058115,7.6400141828032001e-09,5.5820970306503302e-11,5.5642061305472723e-11,1.6830916257981045e-13,2.552118729855023e-12,0.0,0.0,2.409208475268936e-06,1.2483694441605695e-07,3.0016936670641411e-15,4.4457661087440901e-17,9.7079160642747064e-15,1.7542797360554648e-29,1.6374476816407155e-22,2.4017903143064044e-16,1.3569944213862203e-15,1.1533205214996548e-14,9.2410303770522637e-27,4.765078786003911e-29,8.4714020269484244e-17,1.8181639745677572e-18,6.0118040252252342e-19,1.804476449248287e-21,1.5814597293232953e-16,1.0941812749218131e-19,2.9911070767903091e-14,1.0649136972799193e-05,4.6352789827543806e-21,1.1680221905601307e-17,5.1616937429117521e-12,5.1115698186242246e-20,4.8175586850372332e-22,3.2828601460844757e-15,3.5491682256440962e-17,0.35999999999999999,0.0,0.0092747608381290939,0.10874813467814981,2.5039253185964786e-10,1.0724321081584926e-09,3.6545837343292846e-07,4.5888698998973467e-10,0.0,1.7725382587747905e-10,4.6491950556704107e-17,2.7810564958214518e-20,4.2075614948731568e-06,9.7272839718634216e-12,0.0,1.575252179941282e-17,0.0,0.0,0.0,0.0,0.0002365798627819674,0.00029541775614625858,1.5696902867140081e-05,4.7912583995630681e-05,1.0754204634992276e-06,1.0570373006178373e-05,3.3329637504880745e-06,6.0342560722900411e-09,3.5710698018633452e-09,1.0902623855823476e-14,6.2733708755808773e-17,6.8704961799795954e-08
5.253094659555926e-09,0.0013285587420163631,8.098644690388126e-09,6.1560848912374855e-11,6.1344085593648957e-11,1.9822002334437935e-13,3.0172777312495759e-12,0.0,0.0,2.5712314850569636e-06,1.4296493006006472e-07,3.6263505228127389e-15,5.511816348010443e-17,1.1301048810802941e-14,2.4822487422617946e-29,2.1575616035938322e-22,2.9197351197495706e-16,1.6666002834113113e-15,1.3492172625498024e-14,1.232842481712799e-26,6.1138351248828785e-29,9.893697154973744e-17,1.9653430595815811e-18,7.3327126753856641e-19,2.3349042249391525e-21,1.8435494419472366e-16,1.3366116249467642e-19,3.3600943093672901e-14,1.1418942726812753e-05,6.3056419025171416e-21,1.4452476500794776e-17,5.787486994851574e-12,6.0852016741282779e-20,6.06267853544006e-22,3.8646670708913618e-15,4.3589294772394136e-17,0.35999999999999999,0.0,0.009254017030535024,0.10874605550370889,2.598991866616858e-10,1.1500660972956917e-09,3.7712278233534824e-07,5.38441455770182e-10,0.0,1.8736100331584561e-10,5.2857130303550776e-17,3.3312022642355029e-20,4.6175541413301794e-06,1.1057969440764012e-11,0.0,1.7898467783730912e-17,0.0,0.0,0.0,0.0,0.00024395489620223642,0.00030514683015629604,1.6246804806726518e-05,4.9419108499306831e-05,1.11090366702671e-06,1.1329157607311258e-05,3.6891922451921345e-06,6.4679130151736506e-09,3.8277071599484836e-09,1.2891791250104232e-14,7.4202400076613162e-17,7.8956898291497334e-08
