Time (s),Volume (m^3),H(19),O(20),OH(21),H2(22),H2O(23),Ar(24),He(25),HO2(26),H2O2(27),CO(28),CO2(29),HCO(30),C(T)(31),CH(32),CH2(T)(33),CH3(34),CH2O(35),HCCO(36),C2H(37),C2H2(38),H2CC(39),CH2(S)(40),CH3OH(41),CH3O(42),CH2CO(43),C2H3(44),C2H4(45),CH4(46),C2H6(47),C2H5(48),CH2OH(49),CH3CO(50),CH2CHO(51),CH3CHO(52),N2,Ne,CHPD(1),O2(2),C7H9(3),C7H10(4),C7H11(5),C5H7O2(6),C6H12O(7),C7H9O2(8),C7H9O(9),C7H9O2(10),C7H8(11),S(12),C7H8O(13),C7H8O(14),C7H9O4(15),C7H8O3(16),S(17),S(18),C7H11(102),C7H9(85),C7H10(101),S(142),S(143),C5H7(162),S(259),S(423),S(422),C7H9O(956),S(1059),C5H8(381),C7H8(253),S(1058),S(160),S(1870)
9.195306615524846e-09,0.0013602485156877639,4.4641760251977854e-15,1.0602210201208403e-17,4.9532810753815972e-16,3.8481453525709485e-23,5.6861145215368264e-17,0.0,0.0,8.1419251892720311e-10,2.1653527583906369e-13,1.6915857280589175e-23,1.6340422952607304e-26,3.4632261579699943e-23,3.9553152123367245e-53,4.5586527036645411e-40,9.9127521534968456e-29,1.7193826858785562e-26,5.1197532148588632e-23,2.3386582106464142e-42,9.3695980259521149e-46,1.1776426193679142e-25,6.5210333708267162e-31,4.9709626824530055e-32,3.4765025273747019e-33,3.5041026932541564e-25,7.0016880440762924e-27,6.5182133372791273e-23,3.335544982740384e-11,3.12248296755719e-35,6.871775366228488e-30,1.3467619371214536e-20,2.6250905693920683e-30,1.0138598737737333e-33,7.5031591773411339e-24,2.8097406903140895e-28,0.35999999999999999,0.0,0.0098871324809317266,0.10880183920686474,3.8177040171094441e-13,2.1536523418889975e-14,9.0394385209979775e-12,1.3420008606388674e-17,0.0,9.1649502074255403e-13,5.8862762926166236e-25,1.2541997152715053e-25,1.0253144448990909e-09,2.5713115408703184e-16,0.0,2.0576333728335405e-24,0.0,0.0,0.0,1.0690793953705667e-58,2.3985393632418254e-07,1.3437656034250481e-06,1.2285280294761402e-07,1.1319425627396759e-06,2.7635418255715253e-08,3.3239331470272659e-11,3.9971293658346968e-10,6.5822250522202521e-14,4.9133665378827615e-14,1.8344325819071527e-22,7.1202926669659077e-24,1.1490348135410136e-15,1.6852465162648828e-15,3.6346238601548116e-25,8.2432535523813258e-18,5.4767324852424959e-16
9.999999999999999e-09,0.0013602481323318834,5.0965034969712167e-15,1.2665482019867318e-17,6.826002155713226e-16,5.6623047607594892e-23,8.5246234871057584e-17,0.0,0.0,9.6046971104030147e-10,3.0103654715522528e-13,2.6050776217296227e-23,2.3678786945539689e-26,4.8637302934864879e-23,6.8086651770231131e-53,6.7800077508452051e-40,1.4771517550412527e-28,2.5001225772517682e-26,7.4180328332145153e-23,4.5436734048453884e-42,1.7458660663012361e-45,1.7062149355527629e-25,7.8234094905181649e-31,7.4345983970146098e-32,6.4848176452740127e-33,5.0755495837188551e-25,1.108538845178166e-26,8.6304576863153254e-23,3.9599044443759588e-11,5.8432802394945607e-35,1.1394895481164569e-29,1.7394687134295872e-20,4.001434870429808e-30,1.5781516856216604e-33,1.0866855694366973e-23,5.0049133606918519e-28,0.35999999999999999,0.0,0.009886881664014302,0.10880173556676494,4.225041278205967e-13,2.3862908473280854e-14,9.8525379821203457e-12,1.887759241778871e-17,0.0,1.1136786211445097e-12,8.3878076446292943e-25,1.541479927059861e-25,1.2511801764301867e-09,3.6652088671092268e-16,0.0,2.7159283926662948e-24,0.0,0.0,0.0,2.2325733298432182e-58,2.5880404610586962e-07,1.4611704926813749e-06,1.3358803889625241e-07,1.2328956000250205e-06,3.0062336787840124e-08,3.9460909662129665e-11,5.1327616324014894e-10,7.8162675485618958e-14,5.8344340230362867e-14,2.8502100707776809e-22,1.1080566659552939e-23,1.6089058882656245e-15,2.0842136284411901e-15,5.6498661136430141e-25,1.0558143425767289e-17,7.6134824560244031e-16
1.0244335813556698e-08,0.0013602481323318834,5.2923170382910888e-15,1.3332908799880739e-17,7.4854969478424769e-16,6.3257609201157801e-23,9.5775627435610571e-17,0.0,0.0,1.0072681868232434e-09,3.310002238724949e-13,2.9474600350585863e-23,2.6335058074440434e-26,5.3588436300037492e-23,7.9565468958573062e-53,7.6049395360535797e-40,1.6565930112488308e-28,2.7835503325977473e-26,8.2498423738626257e-23,5.4947585101766789e-42,2.0866835362851723e-45,1.8975128390427163e-25,8.2424614785655056e-31,8.3460685627657603e-32,7.7472419416325013e-33,5.6441620121430337e-25,1.2645537271621416e-26,9.3528636268516875e-23,4.160095673626059e-11,6.9874278719853516e-35,1.3175188242987204e-29,1.8722092435723029e-20,4.5136687915894881e-30,1.7911562495512656e-33,1.2083875080033348e-23,5.9045263026377313e-28,0.35999999999999999,0.0,0.0098868055106394789,0.10880170409674514,4.34891813957088e-13,2.4587302982368144e-14,1.0099392861453175e-11,2.0825818271846197e-17,0.0,1.1774677657832725e-12,9.285612228500312e-25,1.6356506917608359e-25,1.3253541225805844e-09,4.0578419331374192e-16,0.0,2.9425798401825884e-24,0.0,0.0,0.0,2.75121358399046e-58,2.6455706608042878e-07,1.4968120992196426e-06,1.3684716679629946e-07,1.2635436576158018e-06,3.0799096889195542e-08,4.1455745884599029e-11,5.5157901899645399e-10,8.2119723891190327e-14,6.1297795827645196e-14,3.2345785167631606e-22,1.2580266013001625e-23,1.7725250354474111e-15,2.215900208155313e-15,6.4126008825026208e-25,1.1338277795357965e-17,8.3714324471668794e-16
1.129336501158855e-08,0.0013602477490147068,6.1507162929437013e-15,1.6418167297031701e-17,1.0860414336654411e-15,9.879942370271477e-23,1.5328352693398417e-16,0.0,0.0,1.2207998684730748e-09,4.8573662858489392e-13,4.836929206684601e-23,4.0385147605044856e-26,7.8984410076734399e-23,1.4969855643711105e-52,1.2143453445937884e-39,2.630486522843788e-28,4.2888719344250587e-26,1.2648852102844457e-22,1.1964841382420126e-41,4.311321243151551e-45,2.9091402281919675e-25,1.0166530726251137e-30,1.3303304081429718e-31,1.5902841356140786e-32,8.6502782808691143e-25,2.1484412391404776e-26,1.291831685214596e-22,5.0757570696584924e-11,1.4405899055934879e-34,2.3687452314765567e-29,2.5186380940983111e-20,7.3144336655707307e-30,2.9777557152342697e-33,1.8517244353935039e-23,1.1524351717707443e-27,0.35999999999999999,0.0,0.0098864785774106529,0.10880156897884381,4.8814826795043957e-13,2.7797011167645517e-14,1.1159026390232631e-11,3.0970114008355791e-17,0.0,1.472087566296715e-12,1.3987166330400833e-24,2.0786198285471529e-25,1.6747724110418247e-09,6.1141152895200433e-16,0.0,4.0726462602855217e-24,0.0,0.0,0.0,6.4486566305712265e-58,2.8925168436960827e-07,1.6497967809837911e-06,1.5083722066534742e-07,1.3950990501465521e-06,3.3961495013214426e-08,5.0579890943914437e-11,7.3767642027219914e-10,1.0022037256358332e-13,7.4807652571034995e-14,5.3869011397278036e-22,2.0985651253595552e-23,2.6207828836546981e-15,2.8397961993288226e-15,1.0684776016286262e-24,1.5125184347412021e-17,1.2287409707066272e-15
1.2342394209620402e-08,0.0013602473657361852,7.0340519917398458e-15,1.986440941938718e-17,1.5236525049763397e-15,1.4797181484266499e-22,2.3521269671131623e-16,0.0,0.0,1.4547693734877308e-09,6.8921970080581457e-13,7.5598395597190463e-23,5.9475460060713878e-26,1.1191700950947059e-22,2.6701374655184855e-52,1.8724515365623854e-39,4.0042968400395948e-28,6.3476343855318939e-26,1.8624226252855473e-22,2.4510392596097191e-41,8.3739259678059477e-45,4.2831781659404606e-25,1.2293188886496092e-30,2.0315820551730021e-31,3.0543647880570634e-32,1.2731556862782844e-24,3.4727685518501956e-26,1.7299415299325896e-22,6.0824999479011866e-11,2.7795190072842946e-34,4.0404762474652762e-29,3.2983251245997859e-20,1.1296627958630188e-29,4.7113662251497691e-33,2.7250057930676612e-23,2.1177266746601136e-27,0.35999999999999999,0.0,0.0098861516821450099,0.10880143385314407,5.4151033531554341e-13,3.1175956328190454e-14,1.2218295529212928e-11,4.4470896067161761e-17,0.0,1.8003486952125609e-12,2.0288121013412594e-24,2.5881829349495561e-25,2.0768704175355232e-09,8.8701523238935233e-16,0.0,5.4863843552197218e-24,0.0,0.0,0.0,1.4015728595349856e-57,3.1393716034833212e-07,1.8027160513620151e-06,1.6482296579249943e-07,1.5266053790800591e-06,3.7122538264578185e-08,6.0611426570737647e-11,9.6146716637524575e-10,1.2012351690539908e-13,8.9662727666898681e-14,8.5617863355643461e-22,3.3399260363486166e-23,3.742226177389309e-15,3.5634886424881076e-15,1.6988868228339212e-24,1.967350061391075e-17,1.7440672764709046e-15
1.3391423407652254e-08,0.0013602469824962266,7.9379176242627659e-15,2.3676918859816218e-17,2.0782557605691347e-15,2.1399705029207433e-22,3.4843034408478292e-16,0.0,0.0,1.7091571909945648e-09,9.5072752629234825e-13,1.1347730431823207e-22,8.4699858121100363e-26,1.5350615909618924e-22,4.5588252546084304e-52,2.8055374750828393e-39,5.8833812354658769e-28,9.086607351314698e-26,2.6517186721400832e-22,4.7736692617995636e-41,1.5440541836798336e-44,6.0980307014132462e-25,1.4622375199180585e-30,2.9930164008157062e-31,5.5517517346315831e-32,1.8119835578120797e-24,5.3860183738204559e-26,2.2580964299508734e-22,7.1802919152767785e-11,5.0763126130682181e-34,6.5961173022745943e-29,4.2234698746847518e-20,1.6767140658779179e-29,7.1544148808516136e-33,3.8777511490269085e-23,3.7008685424656946e-27,0.35999999999999999,0.0,0.0098858248257409718,0.10880129871962957,5.9496135391434891e-13,3.473443046403033e-14,1.3277165164687327e-11,6.2014167091127622e-17,0.0,2.1622314647097995e-12,2.8515945009576718e-24,3.1705898615974136e-25,2.5349446682876206e-09,1.2469217420709747e-15,0.0,7.2248379347008209e-24,0.0,0.0,0.0,2.8606351238286385e-57,3.3861286393446882e-07,1.9555663180673865e-06,1.7880440341643281e-07,1.6580592882128917e-06,4.0282152384825992e-08,7.154997634394988e-11,1.2264082469908526e-09,1.4182840489453646e-13,1.0586245915932232e-13,1.308803154870036e-21,5.1114306934114437e-23,5.1899733639931575e-15,4.3935227415201365e-15,2.5978878230926858e-24,2.5052636641475597e-17,2.4067872672295946e-15
1.548948180371596e-08,0.0013602462161317024,9.7933837180563208e-15,3.2417173142179698e-17,3.6106779193134844e-15,4.1126950731197743e-22,7.0174577525658656e-16,0.0,0.0,2.2791031367491103e-09,1.6889308058681734e-12,2.3205796201754432e-22,1.5847307287379323e-25,2.6722157382843103e-22,1.1970941133240411e-51,5.8764394566722847e-39,1.1650191229994122e-27,1.7188150153424799e-25,4.9589598701450715e-22,1.6076483348650322e-40,4.6240762335170859e-44,1.1402524871200288e-24,1.9888055036163818e-30,5.9524548931226828e-31,1.6069807527771681e-31,3.3858094909070253e-24,1.1727142262080503e-25,3.6184408538321544e-22,9.6488792998564753e-11,1.4845345616563667e-33,1.5805520887093671e-28,6.5585449708103624e-20,3.3589184820661662e-29,1.4947216256054188e-32,7.2438300616218563e-23,1.0008926605222932e-26,0.35999999999999999,0.0,0.0098851712331041244,0.10880102842909378,7.0210616878514754e-13,4.2431047450870424e-14,1.5393591909168926e-11,1.1231952065014512e-16,0.0,2.9867330183776686e-12,5.2212906592161056e-24,4.5862889914314914e-25,3.6321832565583378e-09,2.2835444129140222e-15,0.0,1.1852505673393599e-23,0.0,0.0,0.0,1.0268531758568036e-56,3.8793243840297345e-07,2.2610454986611458e-06,2.0675436111401615e-07,1.9207964487658818e-06,4.6596796763278685e-08,9.6146446971835699e-11,1.8935422419259462e-09,1.906400740239942e-13,1.4229339748441609e-13,2.7834242301073689e-21,1.0890175690709556e-22,9.3003022204376644e-15,6.3987493547314601e-15,5.5278607400393903e-24,3.8580372042936084e-17,4.2793674800587658e-15
1.7587540199779663e-08,0.0013602454499205346,1.1694896406692596e-14,4.2664939776867936e-17,5.836344242558069e-15,7.2346915599445212e-22,1.2912324472037865e-15,0.0,0.0,2.9304553353177393e-09,2.7905408228904075e-12,4.2915306749409133e-22,2.7264565882013576e-25,4.2936838094803862e-22,2.8134599589330182e-51,1.1426714234092386e-38,2.1062620223762437e-27,2.9920215465528122e-25,8.5271109290326753e-22,4.7411478251332018e-40,1.2093153512616312e-43,1.9604706203739763e-24,2.5962958153375853e-30,1.0797274550615208e-30,4.0462710887651141e-31,5.8172352866815717e-24,2.3016677235685161e-25,5.4406102064885433e-22,1.2481206075211967e-10,3.7789603471372971e-33,3.3865992101328063e-28,9.6199164372800611e-20,6.0990665469551575e-29,2.8183205766176213e-32,1.2442371883958955e-22,2.3807761267353861e-26,0.35999999999999999,0.0,0.0098845178066571948,0.10880075810711648,8.0956050841741861e-13,5.0968842375937959e-14,1.7508102198166001e-11,1.8878217080569812e-16,0.0,3.945288806560843e-12,8.8299619378225404e-24,6.4089791353636133e-25,4.9927566766965642e-09,3.8622071607949902e-15,0.0,1.8333699743094353e-23,0.0,0.0,0.0,3.1289057217340201e-56,4.3720538714712849e-07,2.5662056989822666e-06,2.3468710368613702e-07,2.1832837931248331e-06,5.2904836447232539e-08,1.2436565855737973e-10,2.7666208446797306e-09,2.4664810481770045e-13,1.8409503243372199e-13,5.3636307107022216e-21,2.1014129715744714e-22,1.5470373046355119e-14,8.9076382954321443e-15,1.0656435009806048e-23,5.626100399388428e-17,7.0769392735809216e-15
1.9685598595843367e-08,0.0013602446838620965,1.3627195377393687e-14,5.4437518558093592e-17,8.9207677416226841e-15,1.1890110963675777e-21,2.2151684431231941e-15,0.0,0.0,3.6630105124689577e-09,4.3584408611486561e-12,7.3512163007145944e-22,4.3991777090660567e-25,6.493003269715442e-22,6.0594844667557523e-51,2.091633972920541e-38,3.5488027795985221e-27,4.8882613587598487e-25,1.3750654203090632e-21,1.2578668676719412e-39,2.8450369179242363e-43,3.1610367642089222e-24,3.2846409937141137e-30,1.8239683618050966e-30,9.1495210349210431e-31,9.373006020278946e-24,4.1719452163830516e-25,7.7922482764288055e-22,1.5676923060401563e-10,8.6437208258000641e-33,6.654615728204009e-28,1.3502401709983255e-19,1.0278516634595184e-28,4.9134251784537618e-32,2.0042279511768307e-22,5.1261650298677673e-26,0.35999999999999999,0.0,0.0098838645535300803,0.10880048775358733,9.1730933256996041e-13,6.0429481260745363e-14,1.9620482300350692e-11,2.9946669450392385e-16,0.0,5.0375542807742875e-12,1.404757297954109e-23,8.7584244068350855e-25,6.6428397124932129e-09,6.1447427763302601e-15,0.0,2.7086089703065384e-23,0.0,0.0,0.0,8.391846218865881e-56,4.8642670884871115e-07,2.8710183985399426e-06,2.626026410756478e-07,2.4454946812179939e-06,5.920568186992819e-08,1.5620353226807149e-10,3.8730843781308937e-09,3.0984435914063219e-13,2.3126128484133615e-13,9.5797947828435279e-21,3.7573072520125469e-22,2.429336265984717e-14,1.1972175169210464e-14,1.9039105335889717e-23,7.8644728575699882e-17,1.1062723067613627e-14
2.178365699190707e-08,0.0013602439179558144,1.5579832002142916e-14,6.7746139348873811e-17,1.3040295250037836e-14,1.8518059951128426e-21,3.593596650406263e-15,0.0,0.0,4.476544618845027e-09,6.508110945778392e-12,1.1856874505339284e-21,6.7475576761692291e-25,9.3643388973292646e-22,1.2149449343450622e-50,3.6378998235926063e-38,5.6530237849991828e-27,7.5973265494816262e-25,2.1077999637213429e-21,3.0611655951356046e-39,6.147876592354574e-43,4.8448813858283091e-24,4.0537671571886711e-30,2.9115982547900175e-30,1.8999019475514023e-30,1.4355689097631641e-23,7.1008988401286963e-25,1.074088292909571e-21,1.9235645432142711e-10,1.8166430557350342e-32,1.2204461237158519e-27,1.8299582983429925e-19,1.6338744393352841e-28,8.0531891293695071e-32,3.0688444011163278e-22,1.0194942666680897e-25,0.35999999999999999,0.0,0.009883211480822723,0.10880021736840451,1.025333850370688e-12,7.0894279650526946e-14,2.1730506829080327e-11,4.5364538608726285e-16,0.0,6.2631540619269261e-12,2.1291539630228923e-23,1.1801626750568781e-24,8.6085033297041236e-09,9.3137331779849323e-15,0.0,3.8566814959065633e-23,0.0,0.0,0.0,2.0338985070410259e-55,5.3559142245701421e-07,3.1754551911058441e-06,2.9050098324012445e-07,2.7074025829606895e-06,6.5498745825982297e-08,1.9165555893180443e-10,5.2402604055303654e-09,3.8021984430511284e-13,2.837854377929443e-13,1.6109309452678014e-20,6.3237377189474315e-22,3.6436648643884185e-14,1.5644147679165724e-14,3.202414181967661e-23,1.0627905775981353e-16,1.6532546122901234e-14
2.3881715387970776e-08,0.0013602431522010358,1.7545692255764499e-14,8.2597769937913832e-17,1.8380641868341444e-14,2.7611679400501894e-21,5.5696197817457405e-15,0.0,0.0,5.3708129709058953e-09,9.3675261633846087e-12,1.8219640399699752e-21,9.9339905971377653e-25,1.3002162480147572e-21,2.2931565607363138e-50,6.0533814863721031e-38,8.602982569419231e-27,1.134165052520013e-24,3.1011418476708851e-21,6.9305082761273812e-39,1.2388207378446237e-42,7.1272631689364362e-24,4.9035926097785922e-30,4.4386659052995077e-30,3.6817299744187804e-30,2.1103470964038083e-23,1.1485574753898708e-24,1.4353910709802913e-21,2.3156950598553072e-10,3.5652066153272253e-32,2.1158192010021362e-27,2.4103808054008729e-19,2.4781050512484148e-28,1.2557805680890023e-31,4.5101222344851708e-22,1.9005082891655393e-25,0.35999999999999999,0.0,0.009882558595602324,0.10879994695147481,1.1336229457848268e-12,8.2444171918096125e-14,2.3837961778820178e-11,6.6183657711814147e-16,0.0,7.6216716462839597e-12,3.1026340310397024e-23,1.5764893920885322e-24,1.091570464591179e-08,1.3572339525455514e-14,0.0,5.3272319717391679e-23,0.0,0.0,0.0,4.5403815008052396e-55,5.8469456916555638e-07,3.4794877956051853e-06,3.1838214015176941e-07,2.9689810885231329e-06,7.1783443696539803e-08,2.3071677822309652e-10,6.8953531675292492e-09,4.5776467121104663e-13,3.4166010541360887e-13,2.5794200758688335e-20,1.013277026893199e-21,5.2641395288641919e-14,1.9975123486759681e-14,5.1287682076805422e-23,1.3970855453474704e-16,2.3814670432118866e-14
2.597977378403448e-08,0.001360242386597193,1.9519913124840484e-14,9.8996447814316061e-17,2.5135569479877168e-14,3.9717444580464059e-21,8.310535306290834e-15,0.0,0.0,6.3455504041401357e-09,1.3077045891405187e-11,2.6904696308436535e-21,1.4138669410956379e-24,1.7501020172854632e-21,4.1091838299981805e-50,9.6898581536955018e-38,1.2606353436072409e-26,1.6379466689265926e-24,4.4106965985347745e-21,1.47501409037155e-38,2.3543686029357574e-42,1.0135743475615137e-23,5.8340281906879855e-30,6.5136170702300618e-30,6.738157839698593e-30,2.9989945278991271e-23,1.7811503104010859e-24,1.8698582747125158e-21,2.744037849889161e-10,6.6119207565049323e-32,3.5005035049732759e-27,3.1006190994814979e-19,3.6166251746953943e-28,1.8795335875959802e-31,6.4075900082404117e-22,3.3574031985673438e-25,0.35999999999999999,0.0,0.0098819059049005988,0.10879967650271409,1.2421707987621727e-12,9.5159680822377045e-14,2.5942643321277994e-11,9.3584223406737396e-16,0.0,9.1126518677897766e-12,4.3763089494092261e-23,2.094721311357999e-24,1.3590276959786019e-08,1.9144115603583162e-14,0.0,7.1738172896438628e-23,0.0,0.0,0.0,9.4672087224622059e-55,6.3373121476480522e-07,3.7830880669432135e-06,3.4624612179730632e-07,3.2302039181418874e-06,7.8059193673098725e-08,2.7338178206219876e-10,8.8654330881632434e-09,5.4246806112847376e-13,4.0487723793034855e-13,3.9658642110904929e-20,1.5588429960109164e-21,7.3722102451417954e-14,2.5016431269129931e-14,7.8868628287617157e-23,1.794745722719112e-16,3.3269605063716057e-14
2.8077832180098184e-08,0.0013602416211436678,2.1499115950382361e-14,1.1694422670671606e-16,3.3505699807605255e-14,5.54345284848324e-21,1.2008820305317964e-14,0.0,0.0,7.4004714381852154e-09,1.7789294216429371e-11,3.8431331046393729e-21,1.9559654206481918e-24,2.2955380769007579e-21,7.0396336397960789e-50,1.4990115538205513e-37,1.7894321552417111e-26,2.3008300785739014e-24,6.0974394651924179e-21,2.9749619331463352e-38,4.2573964776217715e-42,1.4010158585424612e-23,6.8449781665095662e-30,9.2572365187828255e-30,1.1752578797346561e-29,4.1423893989322405e-23,2.6661429912287245e-24,2.3841992324572397e-21,3.2085433303043836e-10,1.169306873135508e-31,5.5671873144859712e-27,3.9096612770276173e-19,5.1114344473402397e-28,2.7182344682854757e-31,8.8482142389348083e-22,5.6679157960294581e-25,0.35999999999999999,0.0,0.0098812534157110502,0.10879940602204699,1.3509669854917324e-12,1.0912088268096071e-13,2.804434267896123e-11,1.2887847210917148e-15,0.0,1.0735610319023074e-11,6.0059094073891781e-23,2.7734880368031823e-24,1.6657919873306966e-08,2.6272813854388295e-14,0.0,9.4538873331990631e-23,0.0,0.0,0.0,1.8634088415391901e-54,6.8269645136020879e-07,4.0862280067304373e-06,3.7409293817786834e-07,3.4910449324465194e-06,8.4325416979237025e-08,3.1964473199803965e-10,1.1177426384357737e-08,6.3431838058324743e-13,4.7342814769429703e-13,5.8926316150881916e-20,2.3173571185300142e-21,1.0056611979334606e-13,3.0819142361927905e-14,1.1720323989392681e-22,2.2611499510031779e-16,4.5289903355790146e-14
3.0175890576161885e-08,0.0013602408558398508,2.3480917909288124e-14,1.3644177710160678e-16,4.3697457456383211e-14,7.541419650056448e-21,1.6882970845773517e-14,0.0,0.0,8.5352704536613191e-09,2.3669031575100901e-11,5.3372908841117409e-21,2.6412940241802785e-24,2.9459563841303328e-21,1.1595380069276228e-49,2.249897918932615e-37,2.472143110773091e-26,3.1568804827568484e-24,8.2277057329004955e-21,5.7233343725833766e-38,7.3762849390675699e-42,1.8902589596868364e-23,7.9363401232496134e-30,1.2802568913934073e-29,1.9673893786487533e-29,5.5849061224678999e-23,3.8723971898183463e-24,2.9851061034406008e-21,3.7091583697648009e-10,1.9858358442922561e-31,8.5599142379229413e-27,4.8463722258236446e-19,7.0304135723334701e-28,3.8184371821172918e-31,1.1926343336845748e-21,9.2039892087232429e-25,0.35999999999999999,0.0,0.0098806011349862922,0.1087991355094068,1.4599962363316376e-12,1.2440737387683077e-13,3.014284532052638e-11,1.735142564786716e-15,0.0,1.2490033880598408e-11,8.0517371254187329e-23,3.6617360818530607e-24,2.0144189535230781e-08,3.5222174445861969e-14,0.0,1.2228764023703964e-22,0.0,0.0,0.0,3.4908355743586187e-54,7.31585399145858e-07,4.388879773874674e-06,4.0192259930887675e-07,3.7514781425769901e-06,9.0581538089591206e-08,3.6949936254509765e-10,1.3858104808702527e-08,7.3330314801370379e-13,5.4730351415064377e-13,8.5037578819533242e-20,3.3456669604283416e-21,1.341331237783581e-13,3.7434050752578909e-14,1.6915933201402001e-22,2.801639832785832e-16,6.0299944954737089e-14
3.2273948972225586e-08,0.0013602400906851466,2.546363194809996e-14,1.5748875224613179e-16,5.5922129033234734e-14,1.0035923856296441e-20,2.3178209920129887e-14,0.0,0.0,9.7496218807663268e-09,3.0893017649639554e-11,7.2356787599727652e-21,3.4932525152368009e-24,3.7107706835829584e-21,1.8451298330535644e-49,3.2874239531276983e-37,3.3365408001955582e-26,4.2448938891764485e-24,1.0873179910334445e-20,1.0559636829134695e-37,1.2313592458082899e-41,2.4977329711651489e-23,9.1080044932726885e-30,1.7294827065544849e-29,3.1786821865468074e-29,7.3743919158540623e-23,5.4802196481189395e-24,3.6792524405312825e-21,4.2458262142242659e-10,3.2568649192498836e-31,1.2782202525947806e-26,5.9194937620575066e-19,9.4472858390955305e-28,5.2316294015919528e-31,1.5743650186666689e-21,1.4452199146821524e-24,0.35999999999999999,0.0,0.009879949069635359,0.10879886496473566,1.5692449228256809e-12,1.4109824347900434e-13,3.2237940625296634e-11,2.2907851768735888e-15,0.0,1.4375375060825681e-11,1.057861138419794e-22,4.8204365874596167e-24,2.4074489008548761e-08,4.6275691434830429e-14,0.0,1.5563618889978453e-22,0.0,0.0,0.0,6.2653380296624124e-54,7.8039320837463675e-07,4.691015695036964e-06,4.2973511521991468e-07,4.0114777199458036e-06,9.6826984946022438e-08,4.2293897429623858e-10,1.693407552918592e-08,8.3940901987641299e-13,6.264933734822071e-13,1.1966641809870951e-19,4.7098532878434398e-21,1.7545455583804321e-13,4.4911653118612918e-14,2.3807006448987771e-22,3.4215172264556745e-16,7.8755702729051908e-14
3.437200736828929e-08,0.0013602393256789541,2.7446059394924247e-14,1.800840428410666e-16,7.0395019691322283e-14,1.3102337939621399e-20,3.1167082977072581e-14,0.0,0.0,1.1043180399596747e-08,3.96498656871704e-11,9.6064225998914358e-21,4.5370475522412404e-24,4.5993732582834376e-21,2.8478756229877168e-49,4.6897356964469068e-37,4.4126993571264949e-26,5.6088503160104923e-24,1.4110883883171506e-20,1.8770000439833457e-37,1.9896157414191453e-41,3.2410849109403966e-23,1.0359854621474987e-29,2.2891303630548107e-29,4.9793427794332364e-29,9.5621426357893546e-23,7.5822136128443454e-24,4.4732921439936713e-21,4.8184864896647301e-10,5.1815436098367154e-31,1.8605672183780024e-26,7.1376447693517595e-19,1.2441578309205424e-27,7.0142641568194718e-31,2.040907346888072e-21,2.2036394559902824e-24,0.35999999999999999,0.0,0.0098792972265211356,0.10879859438798442,1.6787026668472475e-12,1.592720447200692e-13,3.4329423937904168e-11,2.9730065989733322e-15,0.0,1.6391050854896417e-11,1.3655813117194239e-22,6.3244122249469593e-24,2.8474058757781323e-08,5.973636830569172e-14,0.0,1.9527449182471529e-22,0.0,0.0,0.0,1.0831242619596994e-53,8.2911506118599142e-07,4.9926082749568537e-06,4.5753049595459109e-07,4.2710180059894931e-06,1.030611891710815e-07,4.7995643475711e-10,2.0431771141136233e-08,9.5262179226223858e-13,7.1098711981999188e-13,1.6473721327989325e-19,6.4858932457447907e-21,2.256330252139208e-13,5.3302130228879742e-14,3.2776733316794293e-22,4.1260417713888721e-16,1.0114449480638304e-13
3.647006576435299e-08,0.0013602385608206715,2.9427330507300243e-14,2.0422597549907364e-16,8.7334693141317198e-14,1.6821064519706105e-20,4.1149955401935658e-14,0.0,0.0,1.2415581151913599e-08,5.0139888484616933e-11,1.2523028540079173e-20,5.7996993548090236e-24,5.6211313688845206e-21,4.2780432357417609e-49,6.5483944050571924e-37,5.7329785972133167e-26,7.2984018375248749e-24,1.8023164278925739e-20,3.2269014167857081e-37,3.1234317531911508e-41,4.1391757975601398e-23,1.1691767087282711e-29,2.9761288366762607e-29,7.5906559073558687e-29,1.2202878031808603e-22,1.0284123854723221e-23,5.3738585655762457e-21,5.4270752815546844e-10,8.0265433144683007e-31,2.6479154426460706e-26,8.5093213390472078e-19,1.6098582263819204e-27,9.2277903842524082e-31,2.6038758075378525e-21,3.2742534960395803e-24,0.35999999999999999,0.0,0.0098786456124577322,0.10879832377911258,1.7883587331646638e-12,1.7900676095957284e-13,3.641709105623936e-11,3.8005582793697939e-15,0.0,1.8536446435840319e-11,1.7357027990535831e-22,8.2642791496369708e-24,3.3367967260866915e-08,7.5926469020387482e-14,0.0,2.4193052561196402e-22,0.0,0.0,0.0,1.811537279227556e-53,8.7774617336612255e-07,5.2936302066420231e-06,4.8530875157039857e-07,4.5300735218299797e-06,1.0928358627867218e-07,5.4054418685953852e-10,2.4377439815816274e-08,1.0729264179419664e-12,8.0077351796115236e-13,2.2244129154648745e-19,8.7603155113496893e-21,2.8584167886362067e-13,6.2655328677348982e-14,4.4261475696809356e-22,4.9204284583111741e-16,1.2798472207996399e-13
